-0.0021282-0.0013467i,-0.00085447-0.0028101i,-0.0024617-0.0023389i,-0.0032843-0.0010801i,-0.00082706+0.00083418i,0.0016249+0.0027532i,0.0016253+0.002283i,0.00037294+0.0009666i,-0.00020152-4.8045e-05i,0.0004938-0.00053515i,0.00066257-0.00046028i,8.9372e-05-0.0010299i,0.00064312-0.0008852i,0.0010303-0.00065595i,0.0010008-0.00058917i,0.00071221-0.00069309i,0.00026503+1.4415e-05i,0.00023524+0.00062236i,3.1462e-05-0.00030628i,-0.00053369-0.0015861i,-0.00013699-0.0013208i,0.00035911-0.00067788i,0.00043782-0.00013198i
0.00084683+0.0033154i,0.00181+0.002233i,0.0012001+0.00010502i,-0.00042335-0.0013094i,-0.0022545-0.00072381i,-0.0026234+0.0006121i,-0.0017977+0.0016552i,-0.0015965+0.0017055i,-0.00067841+0.00064759i,-0.00024425+1.2361e-05i,-0.00028907+0.00022625i,-0.00051769+0.00054365i,-0.00076918+0.00063396i,-0.00077047+0.00095402i,-0.00041902+0.0002682i,-0.00061791-0.00073619i,-0.001295-7.1566e-05i,-0.0010097+0.00040065i,-0.00025538+0.00044322i,-1.0831e-05+0.00061725i,-0.0002748+6.0518e-05i,-0.00045059-0.00090088i,4.9635e-05-0.00074269i
-0.0028864-0.0024568i,-0.0039832-0.0017247i,-0.0030745-0.0026966i,-0.0008825-0.0028022i,0.00098398-0.00091282i,0.0026525+0.00090632i,0.0024569+0.0018704i,0.00076256+0.00042751i,-0.00046242-0.00065287i,-0.00033908+0.00019002i,0.00042561+0.0011588i,0.00069022+0.00056784i,0.0012984+7.3888e-05i,0.0018593+0.00024963i,0.0018127-5.4674e-05i,0.00053858-0.00051799i,-0.00019734-0.00059313i,-9.4854e-05-0.00095098i,-0.00075303-0.00075574i,-0.0011907-0.00033531i,-0.0014091-0.00077875i,-0.0018271-0.00063753i,-0.00082938-0.00041632i
7.1895e-05-0.00030783i,-0.00084038+0.0010628i,-0.0024451+0.00028143i,-0.002685-0.0016881i,-0.0027804-0.0011774i,-0.0020724+0.0011177i,-0.0004706+0.0020506i,0.00041895+0.00059774i,0.00034052-0.00086569i,0.00033912-0.00024762i,0.0010884+0.00074988i,0.0012188+0.00042892i,0.00038888-0.00013717i,0.00071036-0.00047575i,0.00096661-0.00078474i,0.00072436-0.00033974i,-0.00042485+0.00019575i,-0.00082931+0.00047463i,-0.00070449+0.00072249i,-0.00052901+0.0005299i,-0.00073285+0.00014201i,-0.00058619-0.00034633i,0.00027968-0.00054772i
0.00037382-0.0013963i,4.4738e-05-0.0021055i,-0.00089575-0.0033297i,-0.0011953-0.0034275i,-0.00026823-0.0022952i,0.00079964+0.00037586i,0.00054588+0.0022415i,-0.00052089+0.0020044i,-0.0010742+0.00044663i,-0.0011934-0.00014295i,-0.00021933+0.00024277i,-7.899e-05-2.5593e-05i,-0.00059035+0.00016115i,0.0001918+0.0012186i,0.00098003+0.001702i,0.0011865+0.0010752i,0.00036174+0.00046081i,-0.00079141-0.00024457i,-0.00062494-0.00069355i,-0.00021525-0.00047291i,-0.00027405-9.9715e-05i,4.7825e-05-0.00013693i,0.00081038-0.00035119i
-0.001213-0.0011334i,-0.001444-0.0015819i,-0.0018944-0.0038534i,-0.0028539-0.0050933i,-0.0036045-0.0029477i,-0.0036116+0.00074636i,-0.0024605+0.0026262i,-0.0011065+0.0015147i,-0.00035341-7.803e-05i,-0.00024888+9.1609e-05i,-0.00013732+0.00092129i,0.00041059+0.00089185i,0.00012578+0.00066729i,-0.00045407+0.00081034i,-0.0005741+0.00026419i,-0.00044104-0.00024878i,-0.00016526-0.00050227i,-0.00095594-0.00069682i,-0.0015349-0.00035839i,-0.0012563-0.0007549i,-0.0010172-0.0004884i,-0.0008685-2.1934e-05i,-0.00060075-9.4527e-05i
0.00047629-0.00023186i,0.00028716+0.00035896i,0.00057247-0.00060304i,0.00017923-0.0013933i,-0.00099736-0.00024131i,-0.0014331+0.00073607i,-0.0010501+0.0007556i,-0.00054939+0.00062921i,-0.00060797+9.1591e-05i,-0.00089772-0.0011731i,-6.3729e-05-0.0010942i,0.000619-0.00010907i,-9.6472e-05+0.00028816i,-0.00021856+0.00022591i,-0.000676+0.00053601i,-0.001137+0.00086226i,-0.0012256+0.00056357i,-0.0017916+0.00033736i,-0.0018663-0.00024216i,-0.0010575+0.00031075i,-0.00061378+0.00069941i,-6.7358e-05-0.00013615i,0.00049814+0.00018297i
0.0027704+0.0011382i,0.0023613-0.0011721i,0.0020375-0.003203i,0.0015002-0.004832i,-0.00074461-0.0041206i,-0.0027516-0.0012525i,-0.0032315+0.0010609i,-0.0022544+0.0017779i,-0.0010572+0.0014946i,-0.00097027+0.0014879i,-0.00081803+0.00074671i,-0.00026851-9.3039e-05i,-0.00035836+0.00026407i,-0.0001128+0.00045031i,0.00056391+3.3365e-05i,0.00056892-0.00043084i,-4.4662e-05-0.00053685i,-0.00098934-0.0001i,-0.0013027+0.00017413i,-0.0011929+0.00030694i,-0.0013966+0.00033634i,-0.0004712+0.00030215i,9.469e-05+0.00040159i
-0.0012682+0.0032058i,-0.0014181+0.002927i,-0.0014454+0.0014523i,-0.001774-0.00035785i,-0.001661-0.00087595i,-0.00082166+0.00011047i,-0.00088947+0.0014272i,-0.00049067+0.0015555i,0.00036751+0.00065002i,0.00078785+7.6016e-05i,0.0009715-0.00012446i,0.001106+4.3874e-05i,0.00052149-1.4858e-05i,-0.00027704-0.00028788i,0.00012835-0.00072617i,7.4025e-05-0.0012405i,-0.00070882-0.0014661i,-0.0012026-0.00070808i,-0.0014459+0.00033323i,-0.0006367-0.0002431i,-0.00033748-0.00054721i,-0.00013149-2.8867e-05i,0.00062549+0.00072039i
0.00023869-0.00073413i,0.001391-0.0019759i,0.00043375-0.0052538i,-0.00081332-0.0061557i,-0.00089799-0.002695i,-0.00078802+0.00082111i,-0.00020287+0.0019643i,0.00022336+0.00023344i,0.00077151-0.00080023i,0.00061528-0.00019364i,-0.00031041+0.00010326i,-0.00079259+0.00054198i,-0.00077104+0.00093634i,-0.00054308+0.00085184i,9.4592e-05+0.00013039i,0.00050671-0.00016089i,0.00015927-0.00074722i,-0.00083234-0.00079672i,-0.0016655-0.00013809i,-0.0016576-0.00011671i,-0.00096618-0.00013275i,-0.00029952+1.6843e-05i,0.00022518+0.00064086i
-0.00060485+0.00029504i,0.00098544+0.00092638i,0.0010544+0.00011471i,0.00020413-0.0014839i,0.0001069-0.0011902i,0.0012025-1.4372e-05i,0.00079704-9.4982e-05i,-0.00096481-0.00040814i,-0.0014197+0.00020541i,-0.00038811+0.00058648i,-0.00033516+0.00056124i,-0.00078634+0.00022532i,-0.001092-0.00044738i,-0.00052124-0.0005961i,0.00010401-0.0014311i,0.00047865-0.0018301i,0.00072193-0.0010265i,-0.00019462-0.0010551i,-0.00059875-0.00047023i,5.1969e-05+0.00098585i,0.00022903+0.0013703i,2.1382e-05+0.0013405i,0.00051576+0.00087119i
-0.0013849+0.0037044i,0.00070985+0.0012841i,0.003069-0.00047876i,0.0036285-0.00082816i,0.0027219-0.0005057i,0.0020139+0.00057863i,0.0012904+0.001613i,-0.00023502+0.0016478i,-0.00092213+0.00084535i,-0.00043654+9.9871e-05i,-0.0006523-0.00036265i,-0.00055565-0.0009258i,-0.0004685-0.00072365i,-0.0008616-0.00011883i,-0.00093674-0.00043567i,-0.00062831-0.0016208i,-0.00044853-0.0014728i,-0.00094553-0.00017928i,-0.0012068+0.00011852i,-0.0010542-0.00046846i,-0.00083388-0.00029217i,5.7841e-05+0.00040225i,0.00067162+0.00050775i
0.00013229+0.0011904i,0.00035254+0.0013875i,0.00033592-4.7222e-05i,-0.00082301-0.0022634i,-0.0019636-0.0023268i,-0.0018957+0.00013059i,-0.0005999+0.0011947i,0.00030873+0.00019037i,0.00064522-0.00036961i,-0.00024735-0.00067789i,-0.00058254-0.00079986i,-0.00044688-0.00078826i,-0.0013033-0.00084261i,-0.00087041-0.00066349i,0.00060388+0.00023855i,0.0013678+0.00087811i,0.0013691+0.00075605i,0.0004704+0.00046945i,-0.0014728+0.00033816i,-0.001797+0.00035793i,-0.00075022+0.00029291i,0.00040146+0.00014696i,0.00025547+0.00088469i
-0.0010707+0.00069143i,-0.0009051+0.0004429i,0.00035074+0.00025478i,0.00093102-0.00021307i,0.00035986+0.00024691i,-0.00039022+0.0019085i,-0.00044632+0.0023163i,-0.00028312+0.0020735i,-0.00065379+0.0019976i,-0.00094285+0.0015514i,-0.0014488+0.0007541i,-0.0014801+0.0001392i,-0.00072836-0.00067253i,-1.4477e-05-0.0012388i,0.00057961-0.00090012i,0.00070271-0.00055667i,0.00032676-0.00034623i,0.00016171-0.00037873i,0.00029267-0.00032542i,-0.00048078-9.4802e-05i,-0.00028398+0.00057542i,-2.6864e-05+0.0012284i,-0.00062369+0.00087373i
0.003336+0.00010627i,0.0027155-0.00055953i,0.0033605-0.0036081i,0.0027374-0.005277i,0.00050105-0.0037662i,-0.00060132-0.0003222i,0.00015385+0.0020299i,0.00095974+0.0018636i,0.00087335+0.0010437i,6.9103e-05-0.00044361i,-0.00080499-0.0015516i,-0.00066158-0.0010197i,-0.00049522+0.00033052i,-0.0003062+0.00044764i,-9.0151e-05+0.00018906i,-0.00022938+0.00034703i,-0.00041317+0.00030198i,-0.0010482+0.00019886i,-0.00091488+0.00017452i,-0.00021081-0.00027282i,0.00033003-0.00073211i,0.00093103-0.00032245i,0.00060418+0.00024021i
-0.00061332-0.0012292i,-0.0023699-0.0015885i,-0.0022313-0.0016063i,-0.0021041-0.0007301i,-0.0025013+0.0013091i,-0.0020588+0.002406i,-0.00082918+0.0018865i,-0.0001867+0.001618i,-0.00024595+0.0011519i,-0.00072447+0.00025431i,-0.00052307-0.00041012i,-0.00044948-0.00057487i,0.00061694-0.00022245i,0.0019989+0.00040739i,0.0015364+0.00061361i,0.00067951+0.00045076i,4.9324e-05+0.00027757i,-2.8334e-06-6.7247e-05i,0.00012033-0.00027737i,-0.00010751-0.00030313i,-0.00014486+0.00028178i,-0.00016886+0.0007503i,-0.00062659+0.0014031i
0.0018779-0.00046953i,0.0015088-0.00044375i,0.0017344-0.0030875i,0.0014138-0.0043933i,-0.00035338-0.0024589i,-0.001013+0.00042208i,0.00039539+0.0027051i,0.0008476+0.0025801i,0.00019749+0.00062496i,-0.00020726+0.000162i,-0.00037297+1.5917e-05i,9.4296e-05-0.00027853i,0.00065618-0.00025063i,0.0011338+0.00060248i,0.00052223+0.0014533i,-3.4791e-05+0.00076998i,-0.00021653+0.00039146i,-0.0010077+0.00053434i,-0.00053454+0.00021668i,-0.00026674+0.00034783i,-0.00035317-0.00012572i,-4.8872e-05-0.00023635i,-5.5196e-05+0.0004005i
0.00049924-0.0032385i,-0.00094273-0.0045657i,-0.0024203-0.0060715i,-0.0043235-0.0060079i,-0.0043089-0.0029537i,-0.0027332+0.0004416i,-0.0010009+0.0013913i,-0.00034591+0.0010808i,-0.00078153+0.00020251i,-0.00080028-0.00013969i,3.3974e-05+0.00036195i,0.00097667+0.00092336i,0.001175+0.0010129i,0.00018223+0.0012986i,-0.00063758+0.0014976i,-0.00082618+0.00018793i,-0.001164-0.0009214i,-0.0010692-0.00050793i,-0.00083299+0.00023749i,-0.00052464+0.0004571i,-2.0289e-05+0.00060431i,0.00014903+0.00041004i,-0.00033946+0.00020331i
0.0020226+0.0014976i,0.0023095+0.0010658i,0.0027226-0.00056039i,0.002523-0.001804i,0.0014432-0.0010215i,0.00015331+0.00061819i,0.0002345+0.0010574i,0.00013735+0.0012778i,-0.00025952+0.00046233i,-0.00055413-0.00056452i,-0.00041632-0.00032885i,-0.00059175+0.00052779i,-0.00026422+0.0011114i,0.00046334+0.0013081i,0.00038659+0.0011568i,0.00024738+0.0011256i,0.00033124+0.00033416i,0.00070023-0.00053441i,0.00036573-0.00080542i,-0.0001535-0.0004602i,-0.00031595+0.00059867i,0.000237+0.0009389i,0.00039815+0.00021201i
-0.0015822+0.0018912i,-0.0013168+0.0013734i,-0.001386-0.00058438i,-0.0012256-0.002586i,-0.00088627-0.001846i,-0.00049923+0.00019623i,-0.00017861+0.0017536i,-0.00040844+0.0019314i,-2.9119e-05+0.0012843i,0.0011388+0.00097096i,0.0010783+0.00017435i,0.00042194+0.00016162i,0.00016636+0.0013338i,-0.00095913+0.0014952i,-0.0013513+0.00059269i,-0.00061108+0.00024264i,-0.00036161+8.454e-05i,-0.00038036-0.00050394i,-0.00036429-0.00082547i,7.8458e-05-0.00051723i,-7.0125e-05+0.00018161i,-0.00015733+0.00060766i,0.00057427+0.00049144i
-0.0016322+0.0014187i,-0.0015692-7.6804e-05i,-0.00033184-0.0021473i,-0.00052055-0.002903i,-0.0009902-0.0022677i,-0.0013031-0.0011768i,-0.0013972+0.00013582i,-0.00041849+0.00058325i,0.00040862-0.0008179i,-0.00025677-0.0012594i,-0.0013752+0.00059458i,-0.00094581+0.0011441i,-0.0012864+0.00050363i,-0.0019771+0.00046373i,-0.00098215+0.0011098i,-0.00066086+0.0011778i,-0.00031059-1.8115e-06i,-0.00022249-0.00078066i,-3.1276e-05-0.00077904i,0.0001987-0.00036956i,0.00023174+0.00012092i,-0.00028862+0.00073849i,-0.00099499+0.00119i
0.00070713+0.0012836i,0.0016666-0.00034436i,0.0026843-0.0023105i,0.0018689-0.004776i,0.00041577-0.0053292i,-0.00082321-0.0024652i,-0.00094603+0.00081978i,-0.0011448+0.001743i,-0.00063667+0.00060071i,0.0001166-0.00054803i,0.00046018-0.0008627i,-3.6399e-05-0.00032657i,-0.0017705+0.00096194i,-0.0023956+0.0015784i,-0.0013618+0.0009184i,-0.00059045-0.00012414i,-0.00024848-0.0010248i,-0.00013921-0.0013979i,-0.00054665-0.001412i,-0.00010001-0.00075495i,0.00065505+0.00022758i,0.0010672+0.00090653i,0.0016774+0.00086956i
0.0031483+0.0027746i,0.0017474+0.00010587i,-0.00026266-0.0029966i,-0.0018212-0.004303i,-0.002221-0.0020342i,-0.0019154+0.0015403i,-0.00054793+0.0029583i,-5.3902e-06+0.0024577i,0.00021838+0.0012329i,0.00017604-0.00015934i,0.00010327-0.00083244i,-0.00039234+0.00010178i,-0.001547+0.0010464i,-0.0019457+0.0011899i,-0.0014295+0.0012771i,-0.00054089+0.00074513i,4.5067e-06+0.00029479i,0.00045536+0.0005866i,-5.5487e-05+0.00070063i,-0.00073065+0.00011378i,-0.0010063-0.00027685i,-0.00057943-0.00042428i,0.0001686-0.00021636i
-0.003393+0.0003907i,-0.00492+0.00122i,-0.0049773+0.00012083i,-0.0028345-0.0011502i,-0.0012091-0.0004033i,-2.6496e-05+0.0015158i,0.001265+0.0022418i,0.0010901+0.00066231i,-0.00031162-0.00083225i,-0.0011922-0.0010121i,-0.00041792-0.00029435i,0.00067879+0.00069229i,0.00082846+0.00084282i,0.00026742+0.00061536i,0.00038928+8.9137e-05i,0.00079442-0.00042383i,0.0011773-0.00068516i,0.00096595-0.00051926i,0.00080334-0.00060135i,0.00068807-0.00052955i,0.00050262+0.00059211i,0.0001449+0.0014646i,-4.7144e-05+0.00096365i
-0.00082147-0.0018851i,-0.0026174-0.0039995i,-0.0025818-0.0066108i,-0.0031924-0.0060582i,-0.0028989-0.0020329i,-0.00045259+0.0017514i,0.00072378+0.0025615i,-0.00015807+0.0011388i,-0.0008408+0.00017058i,-0.00060651+0.00030401i,-0.0002648+0.00041689i,0.00052972-0.00015467i,0.00059611-0.00086802i,-0.00014806-0.00063521i,-0.0005653+0.00022788i,0.00063583+0.00055214i,0.0011401+0.00056434i,0.00013955-0.00029728i,-9.6876e-05-0.00092626i,-0.00080538-0.00043134i,-0.00074031+0.00030994i,-0.00045248+0.0009354i,7.7421e-05+0.00076116i
0.00086313+0.00093912i,-0.0011581+0.00040371i,-0.0031361-0.0024826i,-0.0025375-0.0043776i,-0.0010884-0.0030608i,-0.00053144-0.00042291i,-0.0006462+0.0014941i,-0.00071643+0.0023653i,-0.00077224+0.0011933i,-0.00049837-0.00014313i,-3.9218e-05-7.0246e-05i,0.00078304-0.0006174i,0.0002475-0.0011277i,-0.00050875-0.00057548i,-0.00032059+0.0004656i,0.00027204+0.00064813i,0.0005186+0.00035259i,-0.00010026+0.0005118i,-0.00085956+0.0010461i,-0.0011136+0.0014975i,-0.0012064+0.001097i,-0.0018123+0.00054142i,-0.0017762+0.00022145i
0.00069511+0.003239i,0.0014673+0.0029705i,0.0029461-0.00051958i,0.002278-0.0031093i,-3.7726e-05-0.0018703i,-0.00057443+0.00027303i,-0.00017539+0.001187i,-0.00018458+0.0006841i,-0.00048601-0.00014148i,-0.00018834-0.00057363i,0.00041054-0.0012011i,0.00038661-0.0014506i,0.00043386-0.0010747i,0.0005259-0.0010299i,0.00041353-0.00076758i,0.00080924-0.00029178i,0.0012008+7.8301e-05i,0.00073531+0.0002531i,-6.8832e-05-0.00026443i,-0.00040326-4.7887e-05i,-0.00044863+0.00032739i,-0.0012393+0.00075122i,-0.0014353+0.00028847i
-0.003821+0.00059395i,-0.0048412-0.00074162i,-0.0037603-0.0040005i,-0.0039676-0.005308i,-0.0039302-0.0029228i,-0.0025378+9.4743e-05i,-0.0021047+0.00052478i,-0.0026781-0.0002712i,-0.0024494+4.697e-05i,-0.0011479+0.00076866i,0.00010623+0.0011994i,0.00060477+0.0011469i,8.9052e-05+0.00057046i,-2.5333e-05-0.00043686i,-0.00051374-0.00053837i,-0.00031153-0.0006858i,0.00111-0.00078839i,0.0014578-0.00043239i,0.00061083-0.00067189i,-0.00031934-0.0010149i,-0.00080912-0.00046197i,-0.00066938-0.0005672i,-0.00057387-0.00085043i
0.0016064-0.0027746i,0.00050356-0.003864i,-0.00059572-0.0061544i,-0.0013509-0.0062245i,-0.0024639-0.0030459i,-0.0022381+0.0002544i,-0.00043146+0.0022512i,9.6154e-05+0.0027196i,-0.00028951+0.0010296i,-0.00034301-0.00081042i,2.0948e-05-0.0014527i,0.00076812-0.0014764i,0.0011328-0.0010068i,0.00093797+0.00023886i,0.00077488+0.0011347i,0.0016599+0.0013231i,0.0018374+0.00072823i,0.0012903+0.00036343i,0.0011486-1.175e-05i,-0.00014173-0.00086128i,-0.0017525-0.00040042i,-0.0024733+0.00060158i,-0.0023957+0.00061622i
0.0038104-0.0016034i,0.0058798-0.0022944i,0.0072511-0.002929i,0.0049235-0.0029372i,0.0017692-0.0013644i,0.00074538+0.001638i,0.00058348+0.0029767i,0.00039105+0.0016783i,-5.4291e-05-1.759e-05i,-0.00093295-8.6664e-05i,-0.00062254-0.0001107i,0.00055471+0.00012666i,0.0010952+0.00065624i,0.0013141+0.00033662i,0.0013792+0.00047543i,0.0013458+0.00065689i,0.0013352+0.00062507i,0.00063737+0.00019306i,0.00039654-0.00064493i,0.00032561-0.000564i,-0.00039874-0.0004819i,-0.00022031-0.00085819i,0.00028885-0.00071865i
-0.00036868+0.0036829i,-0.00071654+0.0037914i,-0.0021119+0.0017309i,-0.001592+9.3647e-05i,-0.00042691-0.00011969i,-1.9075e-05+0.00022449i,-9.3471e-05+0.0005732i,-0.00042433-2.213e-05i,-0.00072953-0.00064563i,-0.00025174-5.3022e-05i,4.2388e-05+0.00086339i,0.00045214+0.00080666i,0.00098871+0.00058046i,0.0013772-0.00047353i,0.00090279-0.0013055i,9.9158e-05-0.00067015i,0.00018065+8.1322e-05i,0.00018296+6.1085e-05i,0.00013661-0.00047815i,-0.00085205-0.0011472i,-0.0024203-0.0010137i,-0.002042-0.00065249i,-0.0011038-0.00057145i
0.00088986+0.0033117i,0.0034734+0.0025519i,0.0048692-0.00076683i,0.0024179-0.0027669i,-0.00034692-0.00034634i,-0.0015587+0.0029886i,-0.0018613+0.003701i,-0.001537+0.0029195i,-0.00022663+0.0017854i,0.00036245+0.00051823i,-3.2212e-05+0.0001648i,0.00025389+0.00022i,0.0010841+0.00068838i,0.001186+0.00035563i,0.00047059+0.00036884i,-8.6826e-05+0.0014449i,0.00023631+0.0017191i,0.00058929+0.00064784i,0.00060218-0.00088596i,-0.00013559-0.0016371i,-0.0013098-0.00067327i,-0.0018565+0.00041384i,-0.0015588+0.00035732i
-0.0070759-0.0010972i,-0.0061163-0.0021424i,-0.0037054-0.0037896i,-0.0022342-0.0038079i,-0.0018247-0.0017597i,-0.0014904+7.0548e-05i,-0.00059253+0.0010353i,-1.0423e-05-0.00019379i,-0.0006023-0.0014646i,-0.0011903-0.00090436i,-0.00063421+0.00041051i,-0.0004322+0.00030596i,-0.00059055-0.00035734i,-9.3927e-05-0.00024061i,0.00071249+3.5384e-05i,0.00073898+0.00014309i,3.1201e-05-0.00026435i,0.0002526-0.00080341i,0.00033034-0.00058356i,-0.00052062-0.00080389i,-0.0016577-0.0005766i,-0.0016216-0.00023632i,-0.00061198-0.00083934i
-0.00024494-0.00089947i,0.00064708-0.00088019i,0.0020727-0.0018558i,0.0011982-0.0038482i,-0.0008775-0.003504i,-0.0017834-4.7886e-05i,-0.0005197+0.0018236i,0.00024952+0.00091666i,-3.3602e-05+0.00032507i,0.00015487+0.00039653i,0.00039791-3.3147e-07i,0.00068375-0.00013396i,0.00022401+0.00052983i,-1.3416e-05+0.0011157i,-0.00016293+0.00062486i,-0.00074009-0.0003323i,-0.00034545-0.00073902i,0.0010103-0.0013124i,0.0012217-0.0012298i,0.00044908-0.00074864i,-0.00041847-0.00082515i,-0.001629-0.00051125i,-0.0015706-3.8204e-05i
-0.0017868-0.0015216i,-0.0017624-0.0031909i,-0.0014137-0.0042743i,-0.0014182-0.0035867i,-0.000762-0.0025745i,0.00058465-0.0015948i,0.001029-3.0902e-05i,0.0011225+0.00020526i,0.0010346-0.00027336i,0.0011774-0.00011425i,0.00048862-0.00031595i,-0.00064323-0.0015104i,-0.0011724-0.0018441i,-0.0011072-0.0012077i,-0.00055299-0.00035727i,0.00070291+0.00020337i,0.0014319-4.0762e-05i,0.0012671-0.00024198i,0.00058236-0.00045486i,-0.00057688-0.00074212i,-0.00080249-0.0010807i,-6.8786e-05-0.00014151i,0.00073884+0.00052028i
0.0044878+0.00099481i,0.004516-0.00030043i,0.0030832-0.0013654i,0.0015604-0.0017486i,0.00050558-0.00058185i,0.0002554+0.0022934i,0.00096445+0.0030308i,0.0010443+0.00076081i,0.00052452-0.00084347i,0.00026436-0.001084i,0.00026451-0.00042413i,0.00021317+0.00030234i,-0.00017847+0.00016919i,-2.0334e-06+0.00083905i,0.00046034+0.00052743i,0.00091087-0.00080849i,0.0016896-0.0006954i,0.0018158-0.00039618i,0.001039-0.0010188i,0.00058357-0.00098583i,-0.00042313-0.00051892i,-0.001038-0.00026156i,-0.00053679-0.00037751i
0.0020659-0.00046462i,0.0029391-0.0040776i,0.0014748-0.010081i,-0.0019471-0.0092334i,-0.0040328-0.0037047i,-0.0034486+0.00077057i,-0.0016161+0.0030825i,-0.00035084+0.0025649i,-0.00057747-0.00010497i,0.00016242-0.00077652i,0.0017552+0.00017081i,0.0019055+0.00033999i,0.00090533+0.00099638i,0.00040322+0.0010742i,0.00023074+0.00061698i,0.00061868+0.00040118i,0.0016021+0.00037446i,0.0019371+0.00054032i,0.0020901+4.7901e-05i,0.0011873-0.0013751i,-0.00020287-0.0016738i,-0.00069203-0.00056135i,-0.00071714+0.00018515i
-0.0010271+0.002907i,0.00059508+0.0044355i,0.0022793+0.0031032i,0.0017792-0.00065939i,0.00032586-0.0015544i,0.000667+9.5075e-05i,0.0011864+0.0007386i,0.00053999+0.00011737i,0.00028319+0.00023257i,0.00036965+0.00021164i,-3.4135e-05+0.00031762i,-0.00081682+0.00052998i,-0.00043774-4.923e-06i,-0.00062367-1.9731e-06i,-0.00096372-0.00014906i,0.00051165-0.00040473i,0.0016755-0.00013048i,0.0023274+0.00027808i,0.0024299+0.0004711i,0.0015956+0.0004562i,6.2771e-05+0.00034092i,-0.00072597+0.00046497i,-0.00017204+0.00040989i
0.00042226+0.0017525i,0.0010326+0.00011549i,0.0020308-0.0018675i,0.0006534-0.0037159i,-0.001246-0.0023077i,-0.001706+0.0011321i,-0.0014928+0.0023757i,-0.0018166+0.0018561i,-0.0012206+0.00046164i,-0.00016038-0.00014169i,7.7132e-05+0.00024059i,-0.00017192+0.00021945i,-0.00099092-0.00026038i,-0.0017568-0.0001111i,-0.0013985-0.00022797i,-0.00021177-0.0016286i,-4.8452e-05-0.0015986i,-0.00037118+8.1701e-05i,-0.00037051+0.00056959i,-0.00055437+0.0001336i,-0.00097438+0.00020501i,-0.001318-0.00016989i,-0.0012547-0.00037971i
0.0022699-0.00018615i,-0.00030668-0.00028468i,-0.0029177-0.0016468i,-0.0036019-0.0035481i,-0.0012888-0.0027472i,0.0014396+0.000901i,0.0015525+0.002123i,0.0010965+0.0011072i,0.00061367+0.00040945i,0.00026691+0.00060241i,0.00023698+0.00056443i,-0.00043659-3.2964e-05i,-0.00094945+0.00036633i,-0.00030066+0.00059941i,-0.0001151+0.00062295i,-0.00063693+0.00066632i,-1.3185e-05+0.0011526i,0.00089331+0.0020077i,0.00069603+0.0024311i,-0.00023077+0.0015694i,-0.00061391+0.00019427i,-0.00070009+0.00030651i,-0.0003148+0.00055146i
-0.0013615-3.1007e-05i,-0.0010907-0.00089033i,-0.0013034-0.0032257i,-0.0021559-0.0043266i,-0.0029345-0.0020889i,-0.0021892+0.0013628i,-0.00043919+0.0022988i,-0.00032969+0.00059206i,-0.0013188-0.00077128i,-0.0012587-0.00036136i,-0.0009017-0.00034642i,-0.00036689-0.0010919i,0.00012465-0.0016255i,0.0011157-0.00067308i,0.0014342+1.9919e-05i,0.0011845-0.0012472i,0.00087113-0.0017068i,-5.0265e-05-0.00059839i,-0.00032447+0.00026448i,-0.00031349-5.6535e-05i,-0.00056777-0.00050456i,-0.00037849+4.8272e-05i,0.00044078+0.00023526i
-0.0038577+0.0022569i,-0.0052167+0.00016247i,-0.0051799-0.0017904i,-0.0039398-0.0033857i,-0.0015843-0.0017447i,9.5565e-05+0.001012i,0.00052727+0.0018147i,-0.00020947+0.0010008i,-0.0012089-0.00024447i,-0.0016749+3.7662e-05i,-0.00053417+0.00073941i,0.00048221+0.00075808i,-0.0002036+0.00010655i,-0.0011683-0.00071888i,-0.0008072-0.0011716i,0.00028604-0.0013691i,-1.7024e-05-0.00082682i,-0.00092574+0.00074206i,-0.0010861+0.0012325i,-0.0010382+0.0004549i,-0.00065984+0.00027761i,-0.00097484+0.00083687i,-0.00083001+0.0011073i
-0.0013412-0.004165i,-0.0015311-0.0049113i,-0.0019337-0.0064864i,-0.0026076-0.0074399i,-0.002643-0.0052163i,-0.0015137-0.0010774i,-0.00057519+0.0010941i,-0.00025113+0.0011873i,-0.00022872+0.00070481i,-7.5863e-05+0.00059496i,0.00069062+0.00098524i,0.0022114+0.00064315i,0.0027494-0.00023234i,0.00145-0.0010662i,0.00083372-0.00086941i,0.00074594+0.00053152i,-4.4044e-05+0.0011134i,-0.0016032+0.00068508i,-0.0017082+0.00075732i,-0.0006917+0.0010002i,-0.0006991+0.00073379i,-0.0010325+0.0012891i,-0.00079005+0.0023358i
0.00088977+0.0010661i,-0.00019886+0.00023173i,-0.001209-0.000686i,0.00044999-0.00069343i,0.0012184-0.00051224i,0.001173+0.00040965i,0.00084797+0.00091913i,7.1378e-05+0.00042528i,-0.00017799+0.0002704i,-0.0005007+0.00088583i,-0.00067363+0.0013273i,0.00060017+0.0010218i,0.00068194-0.00029793i,-0.00043107-0.0013431i,-0.00037975-0.0014297i,9.4699e-05-0.0016249i,-0.000332-0.0021248i,-0.0010826-0.0018484i,-0.0019833-0.00089376i,-0.0019151-0.00019155i,-0.001169-2.545e-05i,-0.0013094+0.00066466i,-0.00063809+0.0012514i
