-0.0013493-0.00037496i,-0.0012879-0.00084549i,-0.0025044-0.00033884i,-0.0018284-0.00020589i,-0.00082961+0.00060695i,-0.0014281+0.0014282i,-0.0014903+0.0015245i,-0.00015116+0.0018987i,0.0011554+0.0019676i,0.0014121+0.0013944i,0.001291+0.00076517i,0.00083699+5.4971e-05i,1.4307e-05-0.00024059i,-2.0677e-05+0.00012881i,0.0001966-5.9746e-05i,-0.00016851+0.00017889i,-0.00070795+0.00093129i,-0.0006981+0.00067459i,-0.00058825+0.00021021i,-0.00042445+0.00014676i,6.283e-05+0.00042157i,0.00018892+0.00014522i,4.7326e-05-0.00023313i
-0.0023436+0.0011396i,-0.0013229+0.00082412i,-0.00015689+0.0021081i,0.0019094+0.0018077i,0.0031621+0.00019953i,0.0014505-0.0010078i,-0.00096889+7.9418e-05i,-0.00090286+0.0012581i,0.00011676+0.00093731i,0.00058539+0.00035422i,0.0009459-0.00037051i,0.0005737-0.00063252i,0.00017227-0.00020816i,0.00081388+0.00032815i,0.00098633-0.0002305i,0.00061712-0.000806i,0.00052399-0.00063899i,0.00065725-0.00018918i,0.00054422-6.5516e-05i,0.00028314+0.00017825i,0.00010224+0.0004973i,1.9924e-05+0.00028932i,0.00029032-0.00043407i
0.0019388+0.00056503i,0.0014901+0.00076246i,0.0013959+0.00056768i,0.0018641+0.00090906i,0.0012216+0.00073187i,-0.00055048-0.00012325i,-0.00093964+0.0001162i,0.00022902+0.00086329i,0.00043656+0.00046525i,8.6103e-05-0.00030782i,-0.00010459-0.00091122i,-0.0011423-0.001032i,-0.0014657-0.00017044i,-3.8708e-05+0.00023928i,0.00038492+0.0007199i,0.00069269+0.00097715i,0.0010457+0.0011849i,-9.3178e-05+0.0012756i,-0.0004644+0.0007157i,0.00029932-0.00027576i,0.00027397-1.9734e-05i,0.00017497+0.00072417i,0.00019068+0.00052197i
-0.0024339+0.0040245i,-0.0020405+0.0024414i,-0.0015123+0.0022939i,-0.00096532+0.0013928i,0.00016077+0.00012105i,-0.00042626-0.00090435i,-0.0018807+0.00015846i,-0.0014912+0.00092535i,0.00033624+0.00010381i,0.0013618-0.0009006i,0.00018337-0.0012106i,-0.0012356-0.001816i,-0.0011833-0.0012811i,-0.00098403-0.00024827i,-0.00070603-0.0005627i,-0.00038425-0.0003096i,0.00024421-0.00023809i,0.0010329-0.00067463i,0.00047577-0.00010304i,-0.00077951+0.00033435i,-0.0015237+0.00049018i,-0.00070084-7.789e-05i,3.8681e-05+4.6722e-06i
0.00040752-0.0011553i,0.0013134-0.001505i,0.0019833-0.00065759i,0.00089188-0.00016388i,0.00056044-0.0002901i,-4.5843e-05+0.00013772i,-0.00060973+0.00077825i,0.00016525+0.0015591i,0.0011383+0.00087261i,0.00071916-4.1844e-05i,-3.8568e-05-0.00033999i,-0.00043193-0.00021611i,-0.00079337-0.00080816i,-4.4242e-05-0.00092002i,7.3213e-05-0.00030627i,-0.00044063+0.00011083i,1.044e-05+4.8294e-05i,-5.1211e-05-0.00096931i,-0.00054063-0.0012581i,-0.00081407-0.00025999i,-0.00063192+0.00043659i,-0.00036688+0.00025941i,-0.00081221-0.00024922i
0.0017935+0.0018609i,0.00036475+0.0015054i,0.00060047+0.0011368i,0.0013456+0.00075952i,0.0012019-0.0010549i,-0.00024949-0.0016873i,-0.0019783-0.0001818i,-0.0014682+0.00022712i,-0.00019233-0.0002566i,0.000899+0.00013564i,0.00057894+0.0004324i,5.0212e-05+0.00028542i,0.00047537+9.4546e-05i,0.00043898-0.00019156i,0.00063244-0.00035844i,0.00060497+2.8045e-05i,0.00038694+0.00017238i,8.9904e-05-2.667e-05i,-0.00063289-0.00017193i,-0.00044452-0.00012346i,-4.0371e-05-0.00012068i,0.00055364-0.00070218i,0.00098957-0.00037979i
-0.0024363-0.0027306i,-0.0019666-0.0011981i,-0.0017463+0.00070522i,-0.0014445+0.0014842i,0.00011188+0.0014651i,0.00047324+0.00099003i,-0.0003818+0.00070529i,0.00012049+0.0011836i,0.00081074+0.00070154i,-0.00040736+0.00023247i,-0.0008667+0.00076268i,-0.00027063+0.0012763i,6.8074e-05+0.0011194i,-0.00044977+0.00011275i,0.00019638-0.00011727i,0.00093826+1.1581e-05i,0.00092004-0.00040591i,0.00063376-0.0007336i,-0.00010537-0.00076189i,-0.00048947-0.00033906i,-0.00069888+0.00022627i,-0.00015565+0.00051021i,0.00041155+6.7175e-05i
0.0010916-0.00090319i,-9.5436e-05-0.0011433i,-0.001123-0.00078978i,-0.0013603+0.00021097i,-0.00058504-0.00022388i,-0.00046555-0.00096965i,-0.0012728-0.0003431i,-0.0014103-2.4923e-05i,-0.00044022-0.00075462i,0.00016364-0.0010338i,0.00052734-0.00071153i,0.00047623-0.00026185i,8.244e-05+6.0442e-05i,-0.00085935-3.0804e-05i,-0.0014749-0.00033438i,-0.0011256-0.00053572i,-0.00053674-8.1061e-05i,-0.00024748+0.00021842i,-0.0002352+6.0186e-06i,0.00039483-0.0001563i,0.00039547-0.00068309i,5.5296e-05-0.0003683i,-0.00031957-3.0662e-05i
0.0003284+0.00057827i,0.00012325+0.00060649i,-0.00010759+0.00026647i,0.00013206-0.0002659i,0.00088454+2.6129e-05i,0.00013632+0.00037854i,-0.00079607+0.00037387i,-0.00025844+0.0004957i,-4.9412e-05+0.00048668i,-0.00093699+0.00028856i,-0.0016268+3.4846e-05i,-0.0014077-0.00014804i,-0.00061137+0.00017886i,0.00020883+4.7993e-05i,9.2529e-05+0.00026434i,-0.00027998-0.00013799i,-0.00054044-0.0010021i,7.5552e-05-0.00069279i,0.00090682+0.00031612i,0.00034692+0.00014258i,0.00057967+0.00035399i,0.00014787+0.0012814i,-0.00051487+0.00085369i
0.0008324-0.00018743i,-0.00019137-0.00059173i,-0.00013552-0.0012868i,0.00063283-0.0020729i,0.00081023-0.0019774i,-0.00076631-0.00073141i,-0.0016006+0.00066472i,-0.0004323+0.00139i,0.00066105+0.00021121i,0.00034356-0.0019074i,-0.00030723-0.0022593i,-0.001074-0.0016529i,-0.0011744-0.00060674i,-0.00093163+0.00040767i,-0.0012796+0.00010275i,-0.00098292-0.00026097i,-0.00031364+0.00028145i,5.9674e-05-0.00030197i,-0.00018041-0.0010368i,-0.00084718-0.00064477i,-0.00099308-0.00040719i,-0.00011984+0.0003902i,0.00029867+0.00047336i
0.0048445-0.0007i,0.0030175-0.00089121i,0.0026245-0.0018228i,0.0013114-0.002163i,-0.00079306-0.0023776i,-0.0013454-0.0014527i,-0.00073815+0.00049445i,-8.3611e-05+0.00092821i,0.00024159+0.00034337i,0.00010771+8.2144e-05i,-0.00075536-0.00041749i,-0.0014092-0.00094658i,-0.0012417-0.00063913i,-0.00050365+0.0005374i,-0.00011124+0.00020831i,-0.00017941-2.5088e-05i,-0.00050027-3.0581e-05i,-0.00084253-0.00047381i,-0.0011107+0.00019414i,-0.00090268+0.0008113i,-0.00065881+0.00058176i,-0.00082748+0.00039597i,-0.0005397+0.00032261i
-0.00065555+0.0012956i,-0.00010117+0.00051165i,0.00095098+0.0011156i,0.0025269+0.0016175i,0.0027143+0.00098824i,0.00097776+0.0006061i,-0.00043734+0.00055472i,-0.00024834+0.00069682i,1.3796e-05+0.0010821i,-0.00027447+0.00069316i,8.8809e-05+0.00013724i,0.00036806+8.444e-05i,0.00029372-0.00039138i,0.00058396-0.000528i,0.00065754-1.1027e-05i,-0.0001301-0.00011324i,0.00032706-0.00044562i,0.00038001-0.00021729i,-0.00099191-0.00048043i,-0.00095023-0.0012293i,8.9881e-05-0.0011919i,0.00054375-0.00070753i,0.00043639+1.6031e-05i
0.0018039+0.00099167i,0.0005003+0.00051167i,4.7751e-05-9.8652e-05i,-0.00031593-0.00081617i,-0.00050268-0.00076911i,-0.0011354-0.00011769i,-0.0015485+0.00086643i,-0.00083865+0.0012707i,0.0003377+0.00046885i,0.00026241-0.00078725i,-0.0010888-0.00075022i,-0.0018722-0.00018655i,-0.0013201+0.00057798i,-0.00047824+0.00080831i,-0.00039337-0.00018098i,-0.00058638-0.00074213i,-0.00072374-0.00026986i,-0.00065529+0.00021066i,0.00020767-0.00011386i,0.00085995-0.00015228i,0.00026218+0.00013187i,7.6263e-05-0.00027859i,0.00056243-0.00082866i
-0.0026605+0.0019115i,-0.0012104+0.0019042i,-0.00049418+0.0016357i,0.0015419+0.00059363i,0.0024888-2.596e-05i,0.0008344+0.00029426i,-0.00048308+0.0012549i,-0.00035513+0.001014i,-0.00011615+0.00069159i,0.00025097+0.0001603i,0.00051113-0.0010353i,-0.00017179-0.001967i,-0.0006741-0.0024151i,-0.00044791-0.0018737i,0.00027525-0.00036739i,0.00010041+0.00049429i,-0.0003625+7.097e-06i,-0.00022523-0.00011618i,-5.3376e-05-0.00040276i,1.6743e-05-0.00040175i,4.0588e-05+0.00028751i,-0.00038661+0.00044658i,-0.00089296-0.00010284i
0.00071894-0.00018747i,-0.00023644+0.00063288i,0.00030629+0.0001823i,0.0013366-0.00028513i,0.0005748-0.00023452i,-0.0013425+0.00081439i,-0.0024314+0.0014821i,-0.0019302+0.0006943i,-7.3348e-05+9.1168e-05i,0.00069633+0.00045694i,0.00058381+0.0001387i,0.000586-0.00093941i,0.00058011-0.0010732i,0.00092264+9.9785e-05i,0.00087961+0.00069999i,0.00089693+3.2837e-05i,0.00073049-0.00081946i,0.00030856-0.00027682i,0.00021345+0.00024667i,0.0004308-0.00031957i,0.00060453-0.00025854i,0.00031566+0.00040384i,-0.00021665+0.00036264i
-0.0016413-0.00029821i,-0.00096238-0.0002294i,0.00017474+0.00096413i,0.00078669+0.0015813i,0.0001341+0.00086523i,-0.00090739+0.00085097i,-0.0015726+0.00092115i,-0.00082948+0.00039979i,-1.4296e-05+0.00035303i,-0.00030182-4.8392e-05i,-0.00094807-0.00085852i,-0.0013159-0.00047285i,-0.0014406+0.00041438i,-0.0005996-0.00032181i,0.00031737-0.0011416i,0.00028828-0.0010109i,0.00019282-0.00050932i,2.2121e-05+4.1931e-05i,0.00011352+0.00068135i,0.00051289+0.00079877i,0.00080366+0.00028857i,0.0012835+0.00015769i,0.00099299-0.00012431i
-0.0015226+0.00077556i,-0.0015044+0.001456i,-0.0017488+0.0018716i,-0.00058855+0.0023059i,0.00060072+0.0018491i,0.00022503+0.0014209i,-0.00086776+0.0011378i,-0.00061996+0.00090339i,0.00026161+0.00012657i,0.00063158-0.00026153i,0.00062552-0.00019088i,0.00050388+0.00020861i,0.00015478+0.00022832i,0.00026766+0.00014486i,0.00065335+0.00058586i,0.00046857+0.00037397i,0.00040444-0.00015858i,7.8541e-05-0.0003347i,-0.00040555+7.7995e-05i,-8.7942e-05+0.00037929i,0.00010308+7.731e-05i,0.00035016-0.00021709i,0.00049948+0.00014665i
-0.002042+0.0012061i,-0.0012766+0.0011384i,-0.00059651+0.0014307i,0.00053741+0.0016853i,0.0010403+0.0014514i,0.00016241-0.00010078i,-0.00081996-0.00011933i,-0.00064152+0.0010582i,-0.00020381+0.0012563i,0.00028462+0.00020996i,0.00014444-0.00057528i,0.00041176-0.00050936i,-3.547e-05-0.00050139i,-0.00065607-0.00033604i,-0.00029176-0.00012199i,-0.00018967-0.0005562i,0.00011163-0.00032688i,-4.7201e-06-2.5635e-05i,-0.00081036-0.0011624i,-0.00050785-0.0014901i,0.00018525-0.00035094i,7.8424e-05+0.00035691i,-9.9149e-05+0.00072177i
-0.00010702-0.00063161i,0.0001779-0.00034166i,0.00022203+0.00033819i,0.00030998+0.00051471i,0.00059397+0.00023115i,0.00033822+0.00040534i,-0.00077744+0.0013477i,-0.00022733+0.0023358i,0.00083728+0.0014914i,0.00027149+0.00011617i,-0.0010732-0.00032778i,-0.0013023-4.1359e-05i,-0.00080085+0.00020002i,4.6332e-05+1.5616e-05i,0.00055265-5.4556e-05i,0.00041845-3.0994e-05i,-5.6304e-06-0.00051683i,-0.00049922-0.00055645i,-3.4395e-05-0.00037956i,-6.7619e-05-0.00072392i,-0.00022058-0.00085666i,0.00052418-0.00048i,0.00038703+0.00046938i
-0.0010182-0.0006068i,-0.00076739+0.00013478i,-0.0011338+0.0017929i,-0.0015528+0.0023631i,-0.0016101+0.0025662i,-0.0018104+0.0016244i,-0.0015418+0.00045926i,-0.00076796+0.00080532i,-0.00078428+0.00025695i,-0.00048628-0.00013568i,0.00012003+0.00017858i,0.000311+0.00022355i,0.00085113+0.00036835i,0.00068385+0.00017884i,9.689e-06+0.00029901i,0.00010015+0.00015572i,0.00086148-0.00048147i,0.0013332-0.00048094i,0.00097962-0.00040973i,0.00014182-0.00031301i,-0.00015599+0.00033263i,-4.5568e-05+0.0010019i,-1.7563e-05+0.00052424i
-0.00092087-8.1167e-05i,-0.00075788+0.00089788i,-0.0010339+0.001839i,-0.00045363+0.0026207i,0.00073478+0.0030873i,-0.0001413+0.0025201i,-0.0021466+0.0010694i,-0.0016012+0.00039456i,-0.0005114-0.00010588i,-0.00024495+0.00014162i,-1.7564e-05+6.7454e-05i,5.9385e-05-0.00065243i,0.00028767-0.000187i,5.5812e-05+0.00026952i,-0.00070423+7.3245e-05i,-0.00094396+0.00017929i,-0.0005096+3.9196e-05i,8.4928e-05-0.00078486i,0.0002156-0.00096981i,0.00021511-0.00034943i,4.2493e-05-8.1695e-05i,-1.6117e-06-0.00042231i,4.8854e-05-0.000905i
-0.0012853+0.0017931i,-7.8687e-05+0.0016412i,0.0013003+0.0020023i,0.0027056+0.0022757i,0.0034076+0.00059011i,0.0018762-0.00075981i,-0.00055267+0.00060448i,-0.00084656+0.0014391i,-0.00071964+0.0013057i,-0.00040364+0.0010031i,8.3034e-05+0.00015278i,-0.00015665-0.00063772i,-0.00032751-0.0006388i,0.00013132-0.00057562i,0.00080596-0.00039212i,0.0008613+9.6678e-05i,0.00025284+0.00015832i,0.00031332-0.00017196i,0.00015954-0.00032399i,-0.00065582-0.00038784i,-0.00046521-0.00091114i,-0.00022572-0.0011249i,8.1406e-05-0.00056867i
0.00026373-0.00015755i,-0.00014932-0.00031957i,-0.0004855-0.0004648i,-0.00068239-0.0011564i,-0.00030959-0.0017768i,-0.0015268-0.0013763i,-0.0023191+0.0001383i,-0.0013828+0.0013809i,-0.00047248+0.0013451i,-0.00051734+0.00080488i,-0.001409+3.3782e-05i,-0.0022077+8.6241e-05i,-0.0018842+0.00043554i,-0.00078466-0.00029172i,9.0314e-05-0.00089204i,4.8224e-05-0.00026282i,0.00049399+4.2065e-05i,0.00060735-0.00011584i,-4.6044e-05-0.00020349i,-0.00037338+0.00030083i,-0.00045492-6.4178e-05i,-0.00043447-0.00046176i,-0.00061452+3.4232e-05i
-0.00044643-0.00042464i,-9.4148e-05-0.00029128i,0.00036772+0.00054294i,0.00020995+0.00096727i,7.4953e-05+0.0010427i,-0.00031076+0.00088247i,-0.0011772+0.0014486i,-0.0013161+0.0012966i,-0.00092582+0.00053716i,-0.00087569-5.9497e-05i,-0.0011206-0.00069473i,-0.001527-0.00064953i,-0.00035276-0.00038135i,0.0011616-0.00031863i,0.0011669-0.00019515i,0.00049867-0.00016744i,-0.00021524-3.5889e-05i,-0.00084628+0.00033853i,-0.00080988-0.00022409i,-0.0012614-0.00057635i,-0.0008953-0.00010009i,-0.00031958+0.00054427i,-0.0010672+0.00010839i
0.0026076+7.9524e-05i,0.00043715-0.00054987i,5.7259e-05-0.00057516i,-0.00024369+5.9511e-05i,-0.00051208+0.0010105i,-0.0012073+0.0012646i,-0.0014267+0.0015456i,-0.00016052+0.0021227i,0.0010579+0.00067666i,0.0004227-0.0017089i,-0.00079491-0.0027149i,-0.00035775-0.0016952i,-4.0241e-05-0.00028265i,-0.00043445-0.00030019i,-0.00041647+4.4783e-05i,-0.00065329+0.00028676i,-0.00062124+3.8864e-06i,-2.6457e-05+0.00017056i,0.00071747-0.00032285i,0.0009421-0.0003526i,0.00056068+8.6079e-05i,0.00031659-0.00017951i,0.00045512-0.00013618i
0.00044182+0.0025455i,0.00017016+0.0020719i,0.00051996+0.0024584i,0.0021916+0.0015631i,0.0031799-0.00067536i,0.0026651-0.0019293i,0.00029298-0.0010245i,-0.0011301+0.00022585i,-0.00017832+0.00012354i,0.0003811-0.00010138i,0.00024913+7.6261e-05i,0.00010134+0.00027349i,-0.00033039-0.00020647i,-1.18e-06-0.0010789i,0.00035253-0.0010376i,-3.1119e-05-0.0004501i,-0.00035205-0.00054835i,-0.00088125-0.00087236i,-0.00041966-0.0010158i,0.00027134-0.00093376i,-0.00017675-0.00047515i,0.00029468+1.1958e-05i,0.00034621-0.00015861i
0.0022833+0.0021775i,0.0013174+0.00078145i,0.001294-0.00063744i,0.0004149-0.0017067i,-0.00077279-0.0021026i,-0.0022504-0.0016056i,-0.0024403+3.7381e-05i,-0.0016253+0.0011013i,-0.00064804+0.00096805i,-0.00039196+0.00013614i,-0.00059581-0.00089007i,-0.0012225-0.00099291i,-0.0014462-0.0009092i,-0.00024973-0.00075316i,0.00047952-0.00035209i,0.00019084-0.00058069i,0.00017301-0.00052855i,0.00051374-0.00045832i,8.7286e-05-0.00064199i,-0.00033181-0.00047918i,-0.00018144-6.0874e-05i,0.000551-0.00018556i,0.00061976-0.00027484i
0.00036581-0.0014442i,0.00089391-0.00030481i,0.0010455+0.00010148i,0.0010469+0.00093571i,0.00023062+0.0015338i,-0.00049063+0.0015713i,-0.0011013+0.0014938i,-0.0004051+0.0015622i,-0.00035857+0.0014114i,-0.00095734+0.00088232i,-0.00099644+3.601e-06i,-0.0011665-0.00062108i,-0.0011504-0.0005192i,-0.00075747-0.00044642i,-0.0004146-0.00059831i,-4.1154e-05-0.00024883i,0.00024316-0.00028755i,0.00090437-0.00029785i,0.00068902+0.00089919i,0.00010515+0.00054404i,5.2168e-05-0.00022606i,-0.00020595-2.9194e-05i,-0.00032593-0.00067525i
-0.00077413+0.00045532i,-0.00080894+0.00030694i,-0.00060388+0.00074762i,0.0005886+0.0013206i,0.0010499+0.00051063i,-0.00079659-0.00069637i,-0.0021271-2.703e-05i,-0.0014342+0.001217i,-0.00055629+0.001728i,2.9189e-05+0.00052361i,0.00075526-0.0006235i,0.00083296-0.00074494i,0.00053541-0.00014318i,0.00017836-9.5724e-05i,-2.1624e-05-0.00052084i,0.0002458-0.00053374i,0.00083829-0.00010705i,0.00022826+0.00042533i,-0.0010362+7.7813e-05i,-0.00090905+8.7087e-05i,-4.2372e-05+0.00042846i,0.00019423-0.00026841i,0.0006455-0.00031314i
0.0012337+0.0020856i,0.00048506+0.0018125i,0.0017452+0.0018375i,0.0023799+0.0013036i,0.0010884+2.2669e-05i,-0.0005256-0.0008289i,-0.0017759+0.00029901i,-0.0010665+0.0012026i,0.00033004+0.00027528i,0.00082025-0.00068036i,0.00082537-0.0012556i,0.00048299-0.00089398i,1.8797e-05-0.00023797i,0.00027903-0.00019835i,4.0505e-05+7.1673e-05i,-0.00055788+0.00029379i,-0.00043014-6.6286e-05i,-9.4375e-05-0.00061933i,-0.00011953-0.00050004i,-0.00033977-0.00028786i,-0.00071233-0.00026994i,-0.00065964-0.00053895i,-0.00045452-0.00047546i
0.00084575-0.0010282i,0.00022561-0.00061969i,-0.00067854-0.00055933i,-0.00034068-0.00071249i,0.00055668-0.00036229i,-0.00021939+0.00046338i,-0.00096378+0.0016175i,-0.00066429+0.0011518i,-0.00057495+0.00037815i,-0.00040751-0.00045347i,-0.00022766-0.00093938i,-0.00051349-0.00065257i,-0.00095139-0.00023775i,-0.0012295+1.8542e-05i,-0.00081646-0.0005192i,-0.00017186-0.00081606i,0.00020552-0.00046758i,0.00022177-0.00045579i,-0.00025956-0.00037492i,1.6324e-05-1.5509e-05i,0.00058492+0.00054491i,0.00031719+0.0004337i,0.00049341-0.00023605i
0.00077495-0.00044908i,0.0015745+1.878e-05i,0.0011843+0.001518i,-2.3671e-05+0.0018115i,-0.00049908+0.00076189i,-0.0013274+0.00055057i,-0.0017627+0.0013287i,-0.00026037+0.00099948i,0.00086751+0.00074998i,-9.2234e-05+0.00080456i,-0.00044279+0.00037712i,-1.884e-05+0.00061703i,0.00046017+0.00111i,0.00044707+0.0011753i,-0.00029946-0.0002417i,-0.00010745-0.00071498i,-0.000277+0.00044746i,-0.00026639+0.00030117i,0.00011302-0.00050987i,-0.00039809+0.00029066i,-0.00088064+0.00095295i,-0.0012052+0.00054981i,-0.00082979+7.2507e-05i
-0.00068696+0.00023834i,-0.0019287+0.00046215i,-0.0024928+0.00049086i,-0.0014923+0.00029787i,0.00031971+0.0001028i,0.00026787+0.00059967i,-0.00093325+0.0015226i,-0.00094141+0.0015143i,-0.00090329+0.00050602i,-0.00081478-8.7667e-05i,-0.00040658-0.00039002i,-3.3008e-06-1.2201e-05i,0.00025124+0.0010237i,0.00029585+0.0012172i,0.00054775+0.0006639i,8.0624e-05-0.00055697i,-0.00039089-0.00086775i,-0.00044217-0.00048178i,-0.00034207-0.00027592i,0.00017479-1.1046e-05i,0.0002199-0.00010929i,0.00036-0.00048839i,0.00013608-0.00026253i
3.8521e-05-0.00031929i,-0.0014047-0.00011787i,-0.0019389-0.00021568i,-0.00032599-7.4683e-05i,0.00053022+0.00013272i,-0.00050316+7.0077e-05i,-0.0016036-0.00023372i,-0.0014699-5.0668e-05i,-0.00083339+0.00068433i,-0.00070116+0.00018856i,-0.00040483-0.00025804i,-0.00049299-0.00043842i,-0.00060687-0.0007441i,-0.00020808-0.00070561i,0.00023893-0.00061005i,-9.8224e-05-0.00045796i,-0.00067927-0.00031814i,-5.7111e-05+0.00031706i,0.00044974+0.00017105i,0.00016912-0.00076188i,-0.00058083-0.0011262i,-0.00051641-0.00089284i,7.1186e-05-0.00092157i
0.0016403-0.0023265i,0.0012968-0.0028888i,0.00021917-0.0017138i,-0.00073324-0.00085808i,-0.00095326-0.00020027i,-0.0014852+0.0014054i,-0.0017166+0.0016158i,-0.001361+0.00062375i,-0.0009616-0.00019655i,-0.00058036-0.00082989i,-0.00072019-0.00099273i,-0.0011876-0.00065899i,-0.00078325-2.2579e-05i,-0.00010154+0.00020332i,0.00031951-0.00054674i,0.00079685-0.00030192i,0.00040014+0.00053137i,-0.0003522+0.00054875i,-0.0003812+0.00047544i,-3.7308e-06+0.00072656i,8.7693e-05+0.00051783i,0.00044834+0.00049768i,0.00046148+0.00064927i
-0.0021657-0.0015009i,-0.0018651+0.00059989i,-0.0016042+0.0024132i,-0.0011003+0.003978i,-0.00060842+0.0033517i,-0.00077391+0.0012671i,-0.00092268+0.0012218i,5.2944e-05+0.0017578i,0.00034649+0.0007731i,-1.7349e-05-0.00016521i,9.5665e-05-0.00015415i,0.00024155+0.00029388i,0.00054049+0.00010302i,0.00060133-0.00051398i,0.00034431-0.00014763i,0.00032282+0.00016787i,-0.00015404+0.00072312i,-0.00014187+0.00094316i,0.00022252+0.00090966i,0.00013954+0.00056514i,-0.00040537+0.00013127i,-0.00087933+1.7205e-05i,-0.00048338+0.00024597i
0.00049756-0.00063946i,-0.0011406-0.0011498i,-0.0011698-0.0018965i,-0.00093439-0.0016995i,-0.00061478-0.00088561i,-0.00022812-9.0016e-05i,-0.0007606+0.0010386i,-0.0011086+0.0010857i,-0.00013544+0.00031761i,0.00043988-0.00036004i,-0.00039776-0.00077744i,-0.001515-0.0012855i,-0.0018444-0.0014617i,-0.0010524-0.0013131i,-0.00032311-0.00072673i,0.00013183+0.00012353i,0.00060187+6.2061e-05i,0.00065143-0.00041212i,8.38e-05-0.00074033i,-8.2882e-05-0.00067453i,-0.00071933-0.00050355i,-0.0003795-0.00067849i,0.00050127-0.00059817i
-0.00087811+0.00067828i,-0.00079155+0.0007803i,-0.00092856+0.0013077i,-0.001019+0.00098693i,-0.00052286+0.00031243i,-0.00027636+0.00016326i,-0.00057238+0.00067994i,-0.00084266+0.0010207i,-0.0009741+0.00063487i,-0.00055712-6.9425e-05i,0.00010799-0.00022004i,8.1745e-05-0.00021966i,-0.00029416+0.00014063i,-0.00021186+0.00063762i,-0.00014591+0.00048747i,0.00018591-9.9615e-05i,0.00023713-0.00018435i,-0.00017327-0.00068116i,-0.00038669-0.0010969i,-0.00098539-0.00098154i,-0.00056198-0.0004411i,0.00030204+0.00022709i,-6.2099e-05+0.00018929i
0.0015975+0.0019917i,0.0012651+0.0013607i,0.001986+0.00030588i,0.0029546-0.00013296i,0.0024919-0.00064979i,0.00060351-0.0013793i,-0.0010544+0.00024772i,-0.001477+0.0016237i,-0.0008838+0.0010107i,0.00013875+0.00051271i,0.00027645+0.0001795i,-0.0001518-0.00035668i,-0.00045186+0.00020103i,-0.00017272+0.00028743i,6.4443e-05-2.3655e-05i,3.0692e-05+0.00022396i,-0.00036209-0.00014927i,-0.00032514+4.3035e-05i,0.00037308+0.00083495i,-0.00017981+0.00071465i,0.00012503+7.5599e-05i,0.00068793-0.00036583i,-1.0679e-05-0.00021047i
-0.0022951-0.0014004i,-0.00157-0.00058137i,-0.0016979+0.0010255i,-0.0016274+0.0022615i,-0.00058836+0.002034i,-4.247e-05+0.00019456i,-0.00034888-0.00041645i,-0.00022614+0.0002725i,0.0004633+0.00035975i,0.00070277-0.00031549i,0.00048727-0.00053446i,0.00034277-0.00040421i,0.00048057-0.0002401i,0.00072802+0.000338i,0.00049833+6.9815e-05i,-9.6514e-05-0.00037165i,-0.00030963-0.00025092i,-0.0002543-0.00018253i,-0.00059807+5.054e-05i,-0.00043219+0.00019199i,0.00045342+0.00031049i,0.00096522+1.3285e-05i,0.0012363-4.6666e-06i
0.002063+0.0024855i,0.00058193+0.0010488i,-0.00010539+0.00034838i,0.00095592-0.0003137i,0.0012299-0.00066814i,-5.1652e-05+2.1853e-05i,-0.00061044+0.0012138i,0.00013353+0.001097i,0.00087702+0.00057109i,0.00069902-0.00049416i,6.125e-05-0.001514i,-9.8373e-05-0.0013856i,-0.00010492-0.001573i,-7.6676e-05-0.0013442i,-3.5634e-05-0.00024025i,2.1579e-06-0.00021683i,0.00037605-0.00076667i,0.00053672-0.00072168i,-9.3959e-05-0.00030425i,-0.0006562-0.00013771i,-0.00020297-0.00071119i,0.00062922-0.0008765i,0.00022113-0.00058681i
-0.00037373+0.00024492i,-0.0021305-3.2048e-05i,-0.0013845-0.001188i,0.00041542-0.0017062i,0.0008152-0.0014948i,1.4193e-05-0.0014475i,-0.0011543-0.00019865i,-0.00098578+0.00090289i,-0.00034072+0.0010751i,-9.8208e-06+0.00039479i,0.00020783-0.00041609i,-0.000137-0.0001207i,-0.00061102+0.00060972i,-0.00076937+3.704e-05i,0.00010957-0.00017302i,0.00077376+0.00057519i,0.00061307+0.00012164i,0.00041138-0.00073028i,0.00064379-0.0004259i,0.00087953+0.00010069i,0.0010662+0.00030715i,0.00078848+0.00018295i,0.00020965-0.00025047i
0.0025599-9.1676e-06i,0.003274+0.00011755i,0.0043021-0.00050521i,0.0030432-0.0011737i,0.0010842-0.0008888i,-5.3121e-06+0.00052066i,-0.0010589+0.0011135i,-0.0012131+0.00141i,0.00034757+0.00077293i,0.0014192+0.00021646i,0.00076312-0.00021596i,1.5358e-05-0.00072386i,-0.00060252-3.8621e-05i,-0.0004153+0.00066332i,0.00017974+0.00017245i,7.2977e-05+2.9253e-05i,0.00028338+0.00018956i,0.00074649-0.00040872i,0.00047795-0.00090885i,0.00086849-0.0007868i,0.0007068-0.00032527i,-0.00094874+0.00023813i,-0.0013075-0.00048985i
