-0.0046856+0.0019898i,-0.0049944+0.0019981i,-0.0031861+0.0044641i,-0.0018504+0.004617i,-0.00031873+0.0027274i,0.0017167+0.0013619i,0.0015006+0.0015235i,0.0011972+0.001533i,0.0013934+0.0011902i,0.0010328+0.00073765i,0.0010916+0.00020267i,0.0014281-0.00056565i,0.00064167-0.00064437i,-0.00022171-0.00041275i,-0.0005997-1.206e-05i,-0.00050913+0.00022684i,-0.00077149+0.0013365i,-0.0008423+0.0020554i,0.000307+0.0009448i,0.00042097+0.00056636i,4.4799e-05-5.8921e-05i,-0.00027022-0.00050268i,-0.00070151-0.00026044i
-0.0020366-0.00018795i,-0.0014049-0.00048324i,-0.0015249-0.00039745i,-0.00075023+0.00093553i,0.00036891+0.0019652i,0.00017804+0.00070927i,-0.00011735-0.00036946i,-4.0396e-05-0.00042947i,-0.0004502-0.00057694i,-0.00061455+4.7599e-05i,-0.00019888+0.00083933i,0.00014944+0.00094636i,-0.00027331+0.00060464i,-8.5204e-05+0.00017642i,0.00090757+0.0001322i,0.0013481+8.0712e-05i,0.00053397+9.9087e-05i,-0.00012937+4.8769e-05i,0.00025244+4.512e-05i,-8.5203e-05+0.00048551i,-0.00067965+0.00063605i,-0.00086976+0.0004884i,-0.0003763-8.8204e-05i
0.00016967-0.00067707i,0.00045153-0.00041294i,0.00014456+8.8052e-05i,-0.00023997-9.0772e-05i,-0.00071997+0.00012711i,-0.00074898+0.00047511i,-0.00037515-5.5776e-05i,-0.00042738-0.00021166i,-0.00029901+4.6594e-05i,0.00011433-0.00055922i,0.00035797-0.00064312i,-2.2358e-05+0.00081505i,-0.00085648+0.00098649i,-0.00083935+0.00025176i,0.0002773-0.00026682i,0.00073054+0.00047419i,-0.00013677+0.00083813i,-0.00056561-0.00015348i,-0.00037435-0.00072352i,-0.00038462-0.00080749i,0.00015714+4.895e-05i,0.00023213+0.00038035i,0.00010508-0.00027771i
0.00014221-0.0010399i,0.00050011-0.00079456i,0.001014+0.00016177i,0.00057163+0.0010272i,0.00010008+0.0016386i,0.0002587+0.0015554i,-0.00012788+0.00037646i,-0.00054322-0.00020654i,-0.00060688-7.5205e-05i,-0.00026846+0.00035177i,-5.8208e-06+0.0013115i,-0.00021662+0.0007277i,-0.00013965-0.00030755i,-8.5202e-05-0.00036004i,-0.00068184-6.8722e-05i,-0.0011791-0.00070614i,-0.00059692-0.0011521i,0.00014146-0.00081675i,-0.00038243-0.00064701i,-0.00082212-0.00061648i,0.00050091-0.00032669i,0.0012432+0.00034594i,0.0010765+0.00045336i
0.0011293+0.00051211i,0.00082549+0.0012342i,-1.1492e-05+0.0010219i,-0.0010643+1.8614e-05i,-0.0018566-0.00079168i,-0.001612-0.00020022i,-0.00032964+0.00021987i,-8.3938e-05-3.2436e-05i,-0.00037343-0.00010248i,-0.00046538-4.4266e-05i,-1.5885e-05-0.00014603i,0.00035609+1.0976e-05i,0.00030335+0.00030847i,0.00010897+0.00066119i,-0.00024191+0.00043234i,-0.0010104+8.7284e-05i,-0.0011333-1.2634e-06i,-0.00090369-0.00052872i,-0.00048512-0.00087038i,-0.00036221-0.00022787i,-0.0001026+0.00023668i,9.9724e-05-6.7003e-05i,8.6385e-06+1.9612e-05i
0.00061487+0.00012918i,7.006e-05+0.0004194i,-0.00080641+0.00080135i,-0.00064616+0.0012364i,4.8625e-05+0.0012295i,0.00015829+0.00085871i,-0.00081385+0.00010995i,-0.0010052-0.00010445i,-0.00041603+0.00022228i,-0.00019925-0.0001711i,-0.00027317-0.00061216i,1.0339e-05-0.00014028i,0.00056935+0.00048603i,0.0006391-2.4945e-05i,0.00011812-0.00037819i,-0.0001174-0.00091896i,3.6614e-05-0.00043717i,0.0001534-0.00041573i,0.00023786-0.0011997i,0.000772-0.00098935i,0.00077864+9.3724e-05i,0.00071967+0.00039893i,0.00085446-0.0001544i
0.00067236+0.00086387i,-0.00053689+0.00034482i,0.00011236+0.00021974i,0.00033569-4.1097e-05i,-0.00059411-0.0014983i,-0.00071285-0.0018838i,-0.00017095-0.001202i,-4.5125e-05-0.00076328i,0.00022618-0.00024628i,0.00071856+0.00040377i,0.00043022+0.00034226i,-6.7144e-05-0.00012486i,-0.00011905-0.00041297i,0.00011668-0.00025654i,-0.00035096+0.00018764i,-0.0008433+0.00018366i,-0.00010951-0.0011025i,0.00023236-0.001243i,-0.00070404-0.0003885i,-0.0010786-0.00099761i,-0.0006123-0.00030407i,-0.000564+0.00056211i,-0.00078701+0.00041774i
0.0015738-0.0018184i,0.0014076-0.0021243i,0.00073877-0.0021261i,-0.00022608-0.00094092i,-0.0010043+0.00013877i,-0.00026632+0.00063979i,1.3476e-05+0.0006761i,-0.00032673+0.00036881i,-0.00054521+0.00014769i,-0.0010236-0.00065968i,-0.00095154-0.00042002i,-0.00031901+0.00086096i,-0.00021314+0.00035356i,-0.00035887-1.8503e-05i,-0.00025898+0.00037872i,3.9308e-05+0.00036151i,-0.00016285+0.00014824i,-0.00033884+0.00055863i,6.8468e-05+0.00050696i,-4.6325e-05-0.00010128i,7.0698e-05-0.00051945i,0.0004369-0.0006243i,-6.6321e-06-0.00014962i
0.0018064+0.00056857i,0.001567+0.00090086i,0.0021542+0.0008978i,0.001742-0.00025345i,0.0004319-0.0014793i,-0.0011627-0.00099423i,-0.0016492-6.7665e-05i,-0.0011155+0.00030266i,-0.00038382-2.6077e-05i,0.00021034-0.00029034i,0.00049632+0.00045154i,0.0004598+0.0010455i,4.2232e-05+0.00071224i,-0.00097484+0.0001957i,-0.00093734+0.00051569i,-7.3013e-05+0.00069276i,-0.00020947-0.00012363i,-0.00044901-0.00014637i,0.00044232+0.00023584i,0.00047106-0.00017643i,-0.00040852-0.00060053i,-0.00050002-0.00072996i,-0.0006232-0.00037973i
0.00022013-0.0016152i,0.00094409-0.00046851i,0.0013848-0.00030646i,8.5012e-05+0.00097161i,-0.00056272+0.0019887i,-0.0006951+0.001456i,-0.00067831+0.0011987i,-0.0013801+0.00091804i,-0.0021615+0.00013687i,-0.0011385-0.00033101i,-0.0003586-0.00034526i,0.00014683-0.00062088i,0.00112-0.0006798i,0.0011876-0.00040489i,0.00024319+0.00054999i,-0.00057653+0.0012072i,-0.00076287+0.00076614i,-0.0005428+4.6033e-05i,-0.00033242+0.00022349i,8.7318e-05+0.00081925i,-4.3756e-05+0.0011074i,-0.00011156+0.00082401i,0.00057153+0.00064875i
0.00015598-0.0028905i,-0.00046064-0.00096831i,-0.0011832+0.00018832i,-0.0014061+8.901e-06i,-0.0014687-0.0001395i,-0.0010777+0.00035144i,-0.00044854+0.00091186i,-4.8459e-05+0.00051631i,-0.00049146-0.00028456i,-0.00089321-0.00092176i,-0.00072352-0.00080734i,-0.00029187-0.00047145i,0.00011823-0.00056899i,-0.00016537-7.4033e-05i,-0.00027137+0.00035088i,0.00036944-0.00044068i,0.00081396-0.0010399i,0.00013985-0.0010123i,6.9565e-05-0.00040128i,0.00037173+0.00015225i,0.00013392-5.9216e-05i,-0.00013484+0.00024508i,-0.00050951+0.00055885i
0.0015705+0.00048007i,0.00084898-8.4173e-05i,0.00028101+0.00021609i,0.00013941+0.00051511i,0.00043488+0.00063937i,0.00035992+0.00042954i,-6.795e-05-0.00056488i,-0.00031836-0.00097482i,-0.00021333-0.0003221i,0.00037826+0.0004449i,0.00057013-6.2573e-05i,0.00011365-0.00092607i,-0.00041718-0.0006381i,-0.00025838+0.00044391i,0.00029165+0.0010226i,0.0008481+0.00079771i,0.00071891+0.00040965i,0.00071593-0.00024566i,0.00056297-0.00038716i,-0.00055428-0.00024731i,-0.00078245-0.00017955i,-0.00016954-3.2662e-07i,-2.2985e-05-0.00033538i
-0.0016999+0.00019421i,-0.0018231+0.0015285i,-0.0013107+0.0019583i,-0.0002348+0.0013793i,0.00019609+0.00092018i,-4.9476e-05+0.00085635i,0.00013406+0.00096197i,0.0002007+0.00054152i,-0.00016315-4.8275e-05i,2.8658e-06-0.00035573i,0.00030905-0.00086374i,-0.00010918-0.00074748i,-0.00046487+0.00029989i,-8.4193e-05+0.00048219i,0.00016615+0.00028893i,-0.00029523+0.00048706i,-0.00074023+0.00051902i,-9.3018e-05-6.9075e-05i,0.0002526-0.00064212i,-0.00054368-0.00027494i,-0.00059745-0.00029545i,0.00032588-0.00015088i,0.00049395+0.00038662i
0.00022835+0.0020725i,0.0010331+0.0014133i,0.0020884+0.0012209i,0.002065+0.00019109i,0.00089881-0.00082293i,-0.00055995-0.00033645i,-0.0011286+6.6196e-05i,-0.001406-0.00026681i,-0.0011857-0.00030217i,-0.0005443-3.2575e-05i,-5.47e-05-0.00012739i,0.00018373-0.00065489i,7.4639e-05-0.0007625i,-0.0002269+1.4107e-05i,-0.00054579+0.00070225i,0.00020482+0.00056384i,0.00085999+0.00034102i,0.00018631+9.8198e-05i,0.00028014-3.2124e-05i,0.00032216+0.00052255i,-0.00051197+0.00047256i,-0.00027027+9.2653e-05i,-3.7184e-05+0.00031545i
-0.0012164+0.00020033i,-0.00057786+0.00076154i,-0.00019479+0.0020128i,0.00032956+0.0027032i,0.00047405+0.0028429i,0.00099345+0.001685i,0.0011242+0.00021933i,0.00090301+0.00017385i,0.00079155+0.00041221i,0.0010056+0.00050316i,0.0005621+0.00019093i,0.00035673-0.00025541i,0.00098038-0.0001364i,0.00090885-0.00014552i,0.00024988-0.00057832i,-0.00041965-0.00057688i,-4.319e-05+7.0789e-06i,0.0001383+0.00036504i,0.00019538+0.00073924i,0.00024775+0.00077921i,0.00037466+0.00012624i,0.0013454-2.4584e-05i,0.0011087-0.000197i
0.002348+0.00056995i,0.0018792-0.00031416i,0.001107-0.0016571i,0.00010811-0.0015759i,-0.0011209-0.001786i,-0.0016777-0.0012833i,-0.0012647-0.00096601i,-0.00059064-0.0014098i,-8.9455e-05-0.00139i,0.00034403-0.00043581i,0.00025661+8.7142e-05i,5.1394e-05+0.00020504i,0.00019703+0.00018018i,0.0002726+2.9178e-05i,-0.00026073+0.00023914i,-0.0011209+0.00012696i,-0.001175-0.00097633i,-0.00054731-0.0010274i,-0.00016841-2.5273e-05i,0.00039669+0.00052128i,0.00055444+0.0007356i,0.0006632+0.00024289i,0.00084827-0.00035774i
0.00060973-0.00094693i,0.0018565-6.9856e-05i,0.00096275+0.0010696i,-0.00024132+0.0015492i,0.00026268+0.0018565i,0.00056075+0.0015669i,0.00026864+0.00054433i,0.00013823+0.00064974i,0.00025009+0.00060836i,0.00036721+0.00014537i,0.00048152+0.00019735i,0.0010943+0.00032538i,0.00075658+0.00016705i,0.00027358+0.00054424i,0.00019572+0.0001225i,-0.00011597-0.00043059i,0.0001056+0.00015247i,0.00046995+0.0001315i,0.00061787+7.6389e-05i,3.015e-05+0.00014187i,-0.00030099+0.00033053i,3.4518e-05+0.0003465i,0.00072274+0.00053494i
-0.00098593+0.0017323i,-0.0010986+0.0020272i,-0.00022052+0.0014515i,0.0004638-0.00041736i,0.00032943-0.0011017i,0.00026102-0.0010577i,-0.00042648-0.00091136i,-0.00052566-0.00091863i,-3.0869e-05-0.00097794i,-9.0421e-05-0.00057664i,0.00041373+0.00019369i,0.00077418+0.00014352i,0.0012068-0.00016217i,0.0008464-0.00060359i,6.8129e-05-0.0007286i,-0.00030467+0.00048182i,-0.00053629+0.00024562i,-1.0822e-05-0.00087521i,0.00070538-0.00064409i,0.00057843-0.000907i,0.0003698-0.0013924i,-0.00065577-0.00015201i,-0.00065098+0.0002392i
0.0013359+0.00041843i,0.0019849+0.00076918i,0.0022397+7.3027e-05i,0.001749-0.00061961i,0.00035675-0.000627i,-0.00046061-0.00082154i,-0.0006022-0.00053301i,-0.00057587-0.00022958i,-0.00018478-0.00058753i,4.1091e-05-0.0011845i,3.7225e-05-0.0005723i,-9.9513e-05+0.00066276i,-0.00028446+0.00035662i,-0.00042841+6.9972e-05i,-0.00037318-2.4282e-05i,-0.00050417+0.00035538i,-0.00012281+0.000569i,-6.9277e-05+0.00020016i,-2.4185e-05-0.00018i,0.00022163-0.0004457i,0.00042172-1.6748e-05i,0.00079135+0.00037968i,0.00021437+0.00038906i
0.0010537-0.00079751i,0.00077658+0.00033971i,-0.00025306+0.00035635i,-0.00072446-0.00019501i,-0.00070415-0.00013081i,-7.1688e-05-0.0001783i,0.00049723+0.00034415i,-5.7675e-05+0.0011024i,-0.0004729+0.00034969i,-0.00027395-0.00084004i,-0.00073889-0.00091345i,-0.00063452-0.00044524i,-0.00016599+0.00011634i,6.0149e-05+0.00037043i,-0.00048868+0.00012716i,-0.00021932-0.00074642i,0.00043198-0.00053204i,0.00019409-5.261e-05i,1.295e-05-0.0007723i,0.00067535-0.00095762i,0.001083-0.00034389i,0.0003227+4.8638e-05i,-0.00021735-0.00032419i
-0.00034035+0.00088877i,0.0021678+0.00016896i,0.0024828-0.00065651i,0.0011999-0.00084344i,0.00052596-0.00069924i,0.00057146-0.0010215i,0.00035385-0.0015167i,-0.00010215-0.0014096i,0.00015101-0.00085846i,0.00024753-0.00013441i,-0.00029219+0.00071655i,-0.00077379+0.00069505i,-0.00093502+0.0001987i,-0.00094544+0.0005591i,-0.00066606+0.00078924i,-0.00063167+0.00060622i,-0.00099564+0.0007571i,-0.00097716+0.00086585i,-0.001116+0.00049523i,-0.00050044+0.00035973i,3.9841e-05-6.9781e-05i,0.00031462-0.00036643i,0.00088071+0.00032606i
-0.0011117+0.0021053i,-0.0014627+0.0019172i,0.00096986+0.0033429i,0.0023297+0.0025621i,0.0016174+0.00073085i,-0.00041876+0.00014811i,-0.0016143+0.00014332i,-0.0011445+3.7253e-05i,-0.00021497+0.00019561i,0.0007954+0.00056591i,0.0015698+0.0003575i,0.0013317+0.00056564i,0.00085806+0.00053833i,0.0010743+0.00031738i,0.00082804-5.5645e-06i,0.00034527-0.00062021i,0.00035913-0.00084186i,0.00069236-0.00045803i,0.00043336-0.00023221i,-0.00039149-3.9592e-05i,-0.0011002+0.00026583i,-0.00093918+0.0001748i,-0.00063991+0.00014483i
-0.00067167-0.0019677i,-0.0021863-0.00055176i,-0.0031008+0.0010125i,-0.002968+0.0018428i,-0.0019946+0.0020395i,-0.0011877+0.0020837i,-0.00048422+0.0013786i,0.00016772+0.00088001i,0.00045106+0.0011923i,0.00099554+0.00080383i,0.00068232+0.00057386i,-7.5035e-05+0.0012113i,0.00072926+0.0015449i,0.0012808+0.0015163i,0.00030459+0.00066543i,-0.00055427-0.00027582i,-0.00034308-7.3504e-05i,-0.00038944+0.00037175i,-0.00052829-8.6426e-05i,-0.00019771-0.00038479i,0.00025462-0.00061908i,0.00028331-0.00027314i,-0.00018443+0.00036693i
-0.00020111-0.0013136i,-0.0004344-0.00033269i,0.00054337-0.00046014i,0.00062012-0.0011955i,-0.00028814-0.00087603i,-8.3998e-05+8.4095e-05i,-2.911e-05+0.00049883i,-0.00045951+0.00012854i,-0.00026796-0.00011358i,0.00016544-0.00082428i,3.5584e-05-0.001314i,-0.00018554-0.00049325i,-0.00018592+0.0002081i,-0.00053386+0.00021122i,-0.00080902+0.0002347i,-0.00074786-0.0001334i,-0.00062517-0.00078903i,-0.00042841-0.0012167i,-0.00099003-0.0009179i,-0.0013557-0.00034694i,-0.00080111-1.6881e-05i,-0.00019391+0.00011466i,0.00028088-0.00012309i
0.001012+0.00027649i,0.00087944-0.00034937i,0.0012659-0.00076229i,0.0016809-0.00038855i,0.0010335+3.0781e-05i,-0.00023197-5.3012e-05i,-0.00049562-1.7288e-05i,-0.00064866+0.00018298i,-0.00010325-0.0004436i,0.00037531-0.00048008i,0.00044241-0.00034389i,0.00092545+1.9141e-06i,0.00068952+0.00084385i,-0.00056829+0.0009172i,-0.0011226+1.7766e-06i,-0.00036239-0.00070773i,9.2777e-05-0.00061541i,-0.0009526-0.00052425i,-0.0010535+1.1693e-05i,-0.00044785+0.00053186i,-0.00034232+0.00031924i,-0.00019271+0.00011045i,0.00013515-0.00030745i
-0.0018936+0.00081041i,-0.0025937+0.00087153i,-0.0016363+0.0024754i,-0.00036456+0.0026908i,0.00067367+0.0015646i,0.0014482+9.5059e-05i,0.00073503-0.00020943i,0.00053462-0.00047212i,0.00052683-0.00047058i,-3.6708e-06-0.00014578i,-0.00018666+0.00031072i,-0.00033541+0.00088016i,-0.00030509+0.00057902i,-0.00015155-0.00040514i,0.00093359-0.00086781i,0.0014441-0.00054913i,0.00061762+0.00019444i,4.3743e-05+0.0001485i,0.0003584-8.1448e-05i,0.0014219+0.00080849i,0.0015894+0.001134i,0.00076874+0.00079529i,0.00031713+0.00074778i
-0.00115+0.0010622i,-0.0015134+0.00057892i,-0.00067583+0.0001859i,-0.00026965+0.00022173i,-0.00054073+1.8408e-05i,-0.00025204-0.00033527i,-0.00044178-0.00092641i,-0.00095969-0.0011153i,-0.00025543-0.0011218i,0.0007492-0.00049152i,0.00016388+0.00022248i,-0.00041793+0.00042436i,-0.00047197+0.0001457i,-0.00024664-0.00073688i,0.00015034-0.00085564i,0.00012209-8.5298e-05i,-4.306e-05+7.1378e-05i,-7.7797e-05-0.00026411i,-0.00030129-0.00027231i,-7.0828e-05-0.00057221i,0.00039437-0.00012863i,6.324e-05+0.0002975i,-0.00024692-7.9463e-05i
0.0019476+5.9039e-05i,0.00086739+0.00029722i,0.00047067-0.00044004i,-0.00083042-0.00095454i,-0.0014947-0.0014447i,-0.00098473-0.00018273i,-0.00061642+0.0012947i,-0.00087931+0.0014275i,-0.0011759+0.00054524i,-0.0014429-0.00063043i,-0.00096231-0.00066549i,-0.00036333-0.00037601i,-0.00095893-4.5797e-05i,-0.00077627+0.00023649i,-0.00051602+0.00074231i,9.2735e-06+0.00057134i,1.8486e-05+0.00065791i,-0.00054923+0.00080892i,-0.00017154-9.7988e-05i,0.00032964+0.0001289i,0.00021188+0.00046855i,0.00061205-0.00011924i,0.00035223-0.00068338i
0.0006671+0.0015015i,0.00069112+0.0019442i,0.0016098+0.0016519i,0.0025192+0.00082666i,0.0016831-0.0001182i,-0.00028281-0.00037486i,-0.00063663-0.00070649i,-0.00022791-0.00071107i,-0.00036968-4.2611e-05i,-0.00011499+0.00045125i,0.0003178+0.00027812i,0.00077168+0.00024866i,0.0012288+0.00085302i,0.00051043+0.00094271i,0.00036132+0.00080483i,0.0004983+0.0010308i,2.2449e-05+0.00067259i,0.00015675+8.8323e-05i,0.00068712+0.00013233i,0.00056162+0.00010074i,0.00033758+8.4996e-05i,0.00013437+0.00013118i,-0.00026797-0.00032245i
-0.001001+0.0027227i,-0.00089436+0.0022442i,0.00095444+0.0022835i,0.0023288+0.001974i,0.0018651+0.00061751i,0.00099497+0.00044561i,0.00027362+0.00029388i,0.000297-0.0001673i,0.00012861+4.7423e-05i,0.00023762-0.00049348i,0.00037726-0.00072735i,7.1898e-05-0.00062288i,0.00010054-0.00089603i,-6.8343e-05-0.0010846i,0.00065416-0.00094695i,0.0015131-0.00069507i,0.00099238-0.00020806i,0.00019522-0.00065111i,-0.00021059-0.00076009i,-0.00031481-0.00021166i,0.00020033-0.00019148i,0.00051182-0.00014484i,0.0003243+0.00014104i
0.00055814+0.00092447i,0.00079462+0.00073055i,0.00073845-0.00016609i,0.00075891-0.00071422i,0.00086355-0.00063772i,-0.0001033-0.00035398i,-0.00049331+6.5403e-05i,5.4025e-05+6.8181e-05i,0.0002804-2.4647e-05i,0.00019314+0.00044312i,7.1872e-05+0.00095188i,0.0007903+0.00096796i,0.0010489+3.0595e-05i,0.00042213-0.00051497i,-0.0004536-0.00019524i,-0.00086334+2.4678e-06i,-0.00018433-0.00038117i,0.00039117-9.1904e-05i,0.00034978+0.00083081i,9.7714e-05+0.00066366i,-0.00025454+0.00068244i,-0.00033109+0.00078973i,-6.0827e-05+0.00038178i
-0.0011214-0.00091149i,-0.00092634+0.00031017i,-0.0010898+0.00035982i,-0.00027606+0.0013024i,-2.7493e-05+0.0024879i,0.00021133+0.0016862i,0.00065201+0.00091716i,9.6871e-05+0.0012514i,-0.00013242+0.0012979i,-0.00062184+0.00065984i,-0.0011819+0.00015597i,-0.00039838-1.9592e-05i,0.00071874-0.000114i,0.00029227-0.00038246i,0.00023903+0.00050134i,-0.00015945+0.0011856i,-0.0009106+0.0003117i,-0.00048659-0.000618i,-0.00035253-0.00095769i,3.0743e-05-0.00076333i,-0.00013106-0.00037488i,-0.00026381-0.00048745i,-0.00021391-0.00079342i
-0.00062971-0.00065075i,-0.0005469+8.2677e-05i,-0.00076417+0.0012388i,-0.00096922+0.0013192i,-0.00011792+0.00010393i,0.00040267-0.00020839i,0.00044939+0.00010239i,7.5468e-05-5.6552e-05i,-4.4085e-05-0.00061973i,-0.00028847-0.00073317i,-0.00066011-0.00089292i,-0.00028721-0.00096168i,-0.00018539-0.00024837i,7.4759e-05+0.00032847i,0.0004645+0.00042701i,6.9814e-05+0.00025136i,-0.00015443-0.00014698i,-9.3538e-05-0.00061748i,0.00011665-0.0012022i,0.00064233-0.00060014i,0.00093898+3.6083e-05i,0.00075643-0.00023234i,0.00085572-0.00057326i
0.0016178+0.00011616i,0.0014178+0.00078482i,0.00075464+0.001045i,-0.0011431-0.00023464i,-0.0022068-0.00037718i,-0.0022717+0.00038928i,-0.0012022+0.00022609i,0.00033197-0.00037928i,0.00045889-0.00040083i,7.3277e-05+6.7291e-05i,0.00082568-8.8935e-05i,0.0010811-0.00022241i,0.00044337+0.00010976i,0.00046511+0.00029671i,0.00038226-0.00030302i,-0.00033976-0.0010563i,-0.00046835-0.00045502i,-0.00019919-0.00032317i,6.9278e-05-0.00054005i,0.00023893-0.00043278i,0.00026164-0.00029165i,0.00047005+1.4892e-05i,4.6712e-05+0.00038089i
-0.00051082+0.00058639i,-0.00055711+0.00085732i,-0.000681+0.00084289i,0.00024716+0.00085573i,0.0014516+0.00067477i,0.0014217+0.0005658i,0.00056998+4.6366e-05i,0.00017183-0.00010777i,0.00025916-0.00016384i,0.00041873-0.00034046i,0.00019184+0.00020878i,-0.00048717+0.00024823i,-0.00013022+0.00036537i,-0.00012239+0.00039841i,-0.000556-0.00020293i,-0.00053957-4.9375e-06i,-0.00072884+0.00050223i,-1.5161e-05+0.00033811i,0.00031402-0.0003339i,-0.00047251-0.00039587i,-0.00048427-0.00014376i,0.0002749-0.00026661i,-5.185e-05-0.0002209i
-0.0024966-0.00087598i,-0.0018571+0.00042617i,-0.001343+0.0020151i,-0.00016562+0.0021008i,-1.097e-05+0.0010512i,-0.00049243+0.00012202i,-0.00043547-0.00040035i,-0.00027023-0.00057242i,-9.5257e-05+0.00018879i,0.00026075+0.00099991i,-7.3666e-05+0.00053913i,6.8998e-05-0.00027382i,0.00027905-0.00063493i,0.0001004-0.0013915i,1.9164e-06-0.0010343i,0.00020718+0.00017622i,0.00025672+0.00051336i,-0.00039194+0.00091303i,-0.00064366+0.0010286i,-0.00029873+0.00055745i,0.00059525+0.00012269i,0.00078476+0.00042788i,0.00067748+0.00087877i
-0.00033155+0.0016491i,0.00048233+0.0013952i,0.0016094+0.001554i,0.0013478+0.00048078i,0.00076845+0.00023435i,2.0102e-05+0.00020042i,0.00032444-0.00037742i,0.00060717-0.00030995i,0.00047356+0.00067546i,0.00015683+0.00052437i,-0.00031092+9.1397e-05i,-0.00083278+0.00022461i,-0.00084849-1.5988e-05i,-0.00078253-0.00017427i,-0.00079956-0.00050986i,-0.00054004-0.00050736i,0.0001389-0.00012177i,0.00064027+0.00022441i,0.00034094+0.00039837i,0.00012044+0.00027561i,0.00072532+0.00013663i,0.0012251+0.00010102i,0.00079238-0.00028917i
0.0017427-0.00045692i,0.0014773+0.00066223i,0.00046885+0.00073766i,-0.00063521+6.4119e-05i,-0.0012849-6.0365e-05i,-0.0010148+0.00045779i,-0.00028838+0.0005619i,0.00024189+0.00039089i,0.00012817+0.00037502i,-0.00038156+0.00037355i,-0.0006721-0.00019327i,0.00011038-0.0003849i,0.00062291-0.00032791i,0.00041889-0.0002493i,0.00013338-2.9972e-05i,-5.7603e-05-0.00026296i,0.00024248-0.00041011i,0.00029501+0.00038657i,-0.0003573+0.00057068i,-0.00095218+0.00029077i,-0.00070405+0.00063021i,-0.00050143+0.00065184i,-0.00079758+0.00049739i
0.00044998-0.0013255i,0.00081774-0.00072544i,0.00022856-0.00042495i,-0.00093378+0.00012905i,-0.0011385+0.00051043i,-0.00052639+0.00078201i,-0.0001233+0.00043302i,0.00039706-2.9829e-05i,0.0013168-0.00033611i,0.00091497+0.00014291i,-0.0003164+0.00017108i,-0.00076798-0.00053343i,-0.0003412-0.00044406i,-0.00011406-0.00013327i,-0.00024001+0.00061596i,-0.00027849+0.0011735i,1.1976e-05+0.00091102i,0.0002482+0.00036819i,0.00017795-0.00048592i,0.00019258+3.6296e-05i,-2.6003e-05+0.00019105i,-0.00050756+0.00011078i,-0.00079927+0.00060948i
0.002131-0.0014558i,0.00074922-0.0012959i,0.0014102-0.0021504i,0.0011275-0.0012893i,-0.00080669-0.00057712i,-0.00071218-0.00030879i,8.7004e-05-0.00019359i,-9.1849e-05-0.00012722i,-0.00025008+0.00043872i,9.9386e-05+6.8394e-05i,2.452e-06-0.00079385i,-0.0003934-0.00040922i,-0.00076624+0.00024003i,-0.0004341+0.00046094i,0.00017305+0.00035712i,0.00033531-6.9634e-05i,0.00028614-0.00018246i,4.4645e-05-0.00062184i,-0.00015936-0.00096196i,-0.00054197-0.00041662i,-0.00083828-1.3627e-05i,-0.00018448-0.00044717i,0.0002584-0.0009399i
-0.00080459-0.0006855i,-0.0012183+0.00024524i,-0.00098085+0.00098028i,-0.00069728+0.0010793i,-0.00027686+0.00097844i,0.00029461+0.00038261i,0.0001806-0.00034782i,0.00053863-0.00056046i,0.00064548-0.0005351i,0.00062096-9.7217e-05i,0.00082976+0.00041399i,0.00024354+2.5409e-05i,-0.00026326-0.00064936i,-0.00070025-0.0010087i,-0.00056875-0.0003859i,0.00035525+0.00040684i,0.00039947-0.00021235i,0.00024965-0.00048998i,0.00026158+0.00066042i,0.00063567+0.0014522i,0.00056878+0.00077416i,0.00027706-6.531e-05i,0.00025465+0.00029256i
0.0021427+0.0021472i,0.0020582+0.0020705i,0.001373+0.00050331i,0.00075564-0.00064265i,-0.00028905-0.0012621i,-0.0017195-0.0005409i,-0.0019384-0.00049997i,-0.00097855-0.00068393i,-0.00044391-0.00070086i,0.00021602-0.0011299i,0.00035626-0.0012684i,-0.00030652-0.00063465i,-0.00028472+0.00038634i,0.00029122+0.0007892i,0.00080467+0.00012937i,0.00019004-0.00085131i,-0.00066642-0.00092306i,-0.00094614-0.00070304i,-0.0004327-0.0013938i,-0.00017389-0.00082651i,-6.4352e-05+7.3568e-05i,-0.00025528+0.00018921i,-0.00026426-0.00036541i
0.0011797-0.00063413i,0.00056109-0.00043566i,-0.00091067+9.562e-05i,-0.0012793-0.00040846i,-0.0012953-0.0001012i,-0.0012147+0.00087803i,-0.00073488+0.00066726i,-0.00052787+0.00036822i,-0.00030554-0.00026096i,8.1951e-05-0.00058178i,3.4473e-05-0.00074262i,-0.00025919+3.5005e-05i,-0.00078059+0.00073168i,-0.00062774+0.00070353i,-0.0004181+0.00124i,-0.0004264+0.0010931i,-8.4264e-05+3.9266e-05i,0.0002959+5.9883e-05i,0.00082205+0.0002152i,0.00092567-0.00020019i,0.00087296-8.3346e-05i,0.001164+5.3843e-05i,0.0010736-0.00012121i
