-0.0016589+0.00077077i,-0.0012044+0.00035745i,-0.00067937+0.0011381i,0.00013536+0.00058002i,0.00048491+0.0011534i,0.00051934+0.0016293i,0.0012105+0.0007429i,0.0015898+0.0010336i,0.0016975+0.0010961i,0.0015548+0.00017683i,0.00096349-0.00064512i,-0.00034249-0.0006797i,-0.00064322-0.00079033i,-7.0142e-05-0.00081973i,6.7137e-06-0.00078747i,-0.00071942-0.00078056i,-0.00031296-0.00030583i,0.00017333+0.00054631i,-7.3162e-05+0.00063091i,-0.00017776-0.00016831i,-9.2404e-05-0.00040931i,-0.00012557-0.00067963i,-0.00050579-0.00063481i
-0.00039982-0.0012524i,-0.00061982-0.00049648i,-0.0014392-0.00033555i,-0.00096836-7.0069e-05i,0.0006545+1.9349e-06i,0.0018274+0.00014415i,0.001607-0.00027116i,0.0016875-0.00044986i,0.0018232-0.00024571i,0.00028692-0.00042649i,-0.00079264-5.5913e-05i,-0.00053073+0.00029397i,0.00012637+0.00072994i,0.00096074+0.00073999i,0.0013426+0.00047696i,0.0011261+0.00055327i,0.00046695+0.00039734i,-0.00010613+0.00061805i,0.00082264+0.00050984i,0.0011908+0.0002434i,-5.8584e-05+0.00039331i,-0.00068758+0.00024953i,-0.00057739+3.9724e-05i
-0.00061369-0.0024367i,-0.0020913-0.0024678i,-0.0020011-0.0007747i,-0.0010835-0.00014963i,-0.0013969-0.00012451i,-0.0017124+0.00060384i,-0.00035911+0.00093048i,0.00051105+0.00013176i,0.00049896-0.00087151i,0.00011223-0.00060494i,-0.00099326-0.00034322i,-0.00068079-9.268e-05i,4.0158e-05+0.00067355i,0.0004161+0.0010533i,0.00051638+0.00045046i,-0.00031832-0.00039528i,-0.00029105-0.00069514i,-0.0002336-0.00044133i,-0.00027525-0.00061204i,7.5337e-05-0.00065546i,-1.535e-05-0.00025714i,-0.00021443-0.00040065i,8.9765e-05-0.00014905i
0.0012578+0.0007017i,0.0018131+0.0010603i,0.0030249+0.00057706i,0.0034937-0.00025893i,0.0025341-0.0011786i,0.0014296-0.0014373i,0.0009443-0.0012149i,0.00090215-0.00027831i,0.00053562+0.00042453i,-5.6534e-05+0.00034979i,-0.00060773-5.2244e-05i,-0.00019886+0.00012898i,0.00039294-0.00044864i,0.00064491-0.00099648i,0.0010177-0.00020179i,0.00076932+0.00085086i,2.1e-05+0.0015039i,0.00035128+0.0013195i,0.00027908+0.00084122i,-0.0004099+0.00054787i,-0.00074119-2.1802e-05i,-0.00082119-0.00018471i,7.2395e-05-0.00015289i
-7.4913e-06+0.00094641i,0.00057762+0.0018233i,0.0010213+0.00065125i,0.00090846+0.00036193i,0.00017503+7.7341e-05i,-0.00037689-7.4904e-05i,-0.00048616+0.00035871i,-0.00022566+0.00044169i,-8.4232e-05+0.00044604i,-0.00030471+0.00014194i,-0.00036949-0.00020803i,-0.00089714-0.00068473i,-0.00090956-0.00067357i,-0.00059046-0.00043034i,-0.00066843-0.00092496i,-0.00064406-0.00090692i,-0.0004738+8.2796e-05i,-0.0002928+0.00054912i,5.9483e-05+0.00030981i,-0.00024733-0.00093634i,-0.00056587-0.001897i,-0.00057436-0.0017479i,-0.00041628-0.0010441i
-0.00086887-0.00090857i,-0.0015017-0.00095298i,-0.0014662-0.00041674i,-0.00057128-0.00048933i,-5.3356e-06-0.0007288i,0.00094439+1.6009e-05i,0.001461-2.7627e-05i,0.000894-0.0006522i,0.00019804-0.0012209i,5.2183e-05-0.00096704i,0.0001061+0.00032422i,2.8555e-05+0.00048412i,-3.5543e-05+2.0082e-05i,0.00046103-0.000216i,0.00078211-0.00020694i,5.8914e-05-0.00024983i,-0.00027661-0.00059659i,0.00026448+0.00011954i,8.9835e-05+0.00042234i,-0.00040235+6.2149e-05i,-0.00061502-0.00054222i,-0.0010217-0.00097459i,-9.5651e-05-0.00065977i
0.00079845-0.0015133i,0.0010701-0.0014153i,0.0014827+0.00011024i,0.0017262+0.00069109i,0.001772+0.00011078i,0.0014384-0.00026347i,0.0015234-0.0010018i,0.0014842-0.0012535i,0.0005764-0.00068144i,0.00010785-0.00010316i,1.5626e-05-0.00056431i,-2.7081e-05-0.00072417i,0.00033017-0.00014554i,0.0012165+0.00030829i,0.0011991+0.0011025i,0.00031728+0.0011699i,0.00021476-0.00016094i,0.0009189-0.0009499i,0.0010124-0.0004612i,-0.00011796-0.00012709i,-0.00020832-0.00035032i,0.00038479-0.00082998i,0.00038271-0.00044687i
-0.0020523+7.7401e-05i,-0.00073295+0.0022076i,0.00012257+0.00261i,0.0014648+0.0010733i,0.0015438+0.00017051i,0.00089861-1.4284e-05i,0.0002896-9.2952e-05i,0.00027814-0.00034296i,0.00033935-0.00063075i,-1.2738e-05-8.2028e-05i,0.0009028-0.000208i,0.0012197-0.00026604i,0.00077484-8.4074e-05i,0.00034424-0.00038386i,-0.00045514-0.00036423i,-0.00020394+7.6591e-05i,-7.9718e-06+0.00010141i,-0.00025175-8.861e-06i,-0.00056011+0.00012357i,-0.00052724+0.00057177i,-0.00065363+0.00092528i,-0.00076907+0.00085887i,-0.00032873+0.00062532i
0.00031094-0.0017522i,-0.00027102-0.0011603i,-0.0008452-0.0019376i,-0.0001683-0.001955i,2.1473e-05+0.00021062i,-0.00037982+0.0018759i,0.00011592+0.00087314i,0.0003979-0.00054434i,0.00089153-0.00035552i,0.0014156+0.00021494i,0.0008943-7.1086e-05i,0.00069738+5.0437e-06i,0.00044615+5.6711e-05i,0.00037842+0.00018207i,0.00054398+0.0011645i,0.00022317+0.0010225i,-2.4162e-05+0.00015639i,0.00048798+0.0001136i,0.0010212+2.7566e-05i,0.0012614-8.7355e-05i,0.00077445-0.00044766i,-0.00044762-0.00022175i,-0.0008138+0.00046508i
0.00055357-0.00030173i,0.00034758+0.0005025i,8.5669e-05+0.0010729i,0.00030203+0.00043644i,0.0010612-0.0010507i,0.0022406-0.0012758i,0.0026867+0.0001096i,0.0022033-0.00011392i,0.0015477-0.00037329i,0.00050284-0.00014073i,-0.00019136-0.00049695i,-0.0004855-0.00081989i,0.00013317+1.6229e-05i,7.655e-05+0.00093019i,-0.00038329+0.00048361i,-0.00050176-0.00045794i,-0.00033191-0.00081385i,-0.00096864-0.00032154i,-0.0011697+7.1937e-05i,-2.4823e-05-0.00022138i,0.00037907+0.00012034i,-0.00043359+0.00040154i,-0.00069076+0.00025381i
-0.001221+0.0015063i,-9.29e-06+0.0010128i,0.00049645+0.00088534i,0.0015264+0.00044242i,0.0011772+0.00047325i,-0.00019984+0.00015348i,-0.00046162+0.0001448i,-0.00049452+0.0006258i,4.8871e-05+0.00051927i,0.00046258-0.00017928i,0.00013805-0.00042734i,0.0002811+0.00032718i,0.00018204+0.00046473i,0.00036081+0.00029157i,0.00039718+5.8372e-05i,-0.00052542-0.00066084i,0.00022783-0.0010155i,0.00070636-0.000113i,-0.00016681-0.00024274i,-0.00065919-0.00033328i,-0.00074746-2.0215e-05i,-0.0007568+2.0793e-05i,-0.0003594-0.00026932i
0.00022767-0.0021083i,-0.00094354-0.00055797i,-0.0014337+0.0010204i,-0.0007923+0.0015939i,-8.5724e-05+0.0011507i,0.00026548-4.4814e-05i,0.0010636-0.0011018i,0.001317-0.00065402i,0.00022491-0.00013867i,-0.00051024-0.00032319i,-0.00044552-0.00012856i,-0.00095939+1.2655e-05i,-0.0010157-1.8521e-05i,-0.00066161+0.00039614i,-0.00048228+1.2931e-05i,9.2953e-05-0.00033736i,0.00047101+0.00034741i,0.00075077+0.00088481i,0.0011464+0.00027281i,0.00040543-7.5847e-05i,-0.0004088+0.00032055i,-0.00020379-0.00023443i,5.0698e-05-0.00044951i
0.00074397+0.00011819i,0.0016861-4.155e-05i,0.0014169-0.0010393i,0.0015031-0.00062319i,0.0015279-0.0012736i,0.001113-0.0018347i,0.00013802-0.00090447i,-0.00033497-0.00024569i,-0.00084638+0.00076275i,-0.0010171+0.00084128i,-0.00039358+0.00018923i,0.00029604-0.00016047i,0.00088392-0.00016631i,0.001139-0.00014451i,0.00034286+0.0002426i,-1.3486e-05+0.0004126i,-0.00019832+0.0010522i,-0.00027922+0.0016142i,-6.5055e-05+0.0011932i,-0.00035349+0.00035103i,-0.00042687-0.00033393i,4.2216e-05-0.00034301i,0.00064162-0.00045262i
-0.0012165+2.1284e-05i,-0.00087132+0.00086949i,9.0498e-06+0.0013796i,0.00092678+0.0014717i,0.0016373+0.00069928i,0.0019779+0.0006559i,0.0019546+1.4993e-05i,0.001307-0.00047454i,0.00071113-0.00050248i,0.00025937-0.00089969i,-0.0006585-0.00047847i,-0.0018247-0.00017997i,-0.00083044-0.00085822i,0.00037333-0.00082597i,-0.00049908-0.00053921i,-0.0011858-0.00012112i,-0.00091315+7.9901e-05i,-0.00082704-9.5888e-05i,-0.00095593-9.6289e-05i,-0.00040139-0.00012442i,0.00069853-2.352e-05i,0.0011186+0.00023656i,0.00080261+7.8035e-05i
-0.00023991-0.0018674i,-0.00026671-0.0021598i,-0.00018766-0.00055733i,0.00077633+7.644e-05i,0.0017891-0.00066782i,0.0021345-0.00047985i,0.0012273-0.00029587i,0.00034664-0.00097367i,-7.0055e-06-0.000893i,0.00062648-0.00098826i,0.00028303-0.001074i,-0.00032376-0.00098873i,-0.00016827-0.0010605i,0.00012685-0.00058335i,0.0002018+0.00018405i,0.00036948+0.00036781i,0.00073506+0.00058069i,0.00053329+0.00051842i,-9.3991e-05-0.00028461i,-0.00043969-0.00085776i,0.00023253-0.00078333i,0.00061833-0.00018226i,-0.00031421-7.4465e-05i
-0.00010923+0.0012689i,0.00070645+0.0015904i,0.0010313+0.00082639i,0.00047692+0.0005113i,-0.00014219+0.00048965i,-0.00029061+0.00042395i,0.00035972+0.00072664i,0.00064028-0.00015233i,0.00039677-0.0009512i,0.0001773-0.00090486i,-0.00037488-0.00073981i,-0.00039686-0.00013012i,-0.00037832-0.00024479i,-0.00033664-8.9597e-05i,-0.00055817+0.00052147i,-0.00040128+0.00023042i,-0.0001773+0.00013703i,-0.0002901-0.00010189i,0.00061926-0.00059846i,0.0013272-0.00034597i,0.00082518+0.00018137i,0.00028107-0.00020957i,0.00043254-0.00034394i
-0.00097111+0.00018323i,-0.00023506+0.0017633i,0.0012249+0.0017397i,0.0010125+0.00035031i,0.00067748-0.0010175i,-3.9661e-05-0.0007051i,-0.00064558+0.00021513i,-0.00014588+0.00032726i,0.00035383-0.00015638i,0.00018854-0.00033313i,0.00044021+0.00047099i,0.0008439+0.00059912i,-0.00016503-5.5004e-06i,-0.0011312-0.00017462i,-0.0007915-0.00094214i,1.2443e-05-0.0010653i,0.00011738-0.00057589i,0.00030899-0.00022781i,0.00032619+0.00020915i,-3.6589e-05+0.00043482i,8.8499e-05+0.00049184i,0.00023549-0.00011987i,-0.0004504-0.001206i
0.0018058-0.0005314i,0.0002959-0.00098697i,0.00020045-0.00070838i,0.0021783+0.00046056i,0.0028843+0.0013037i,0.0021675+0.0010553i,0.001533+0.00060925i,0.00093365-0.00046643i,3.3103e-05-0.0018183i,-0.00023255-0.0016784i,-0.00029709-0.00039836i,-0.00053599+0.00044387i,-0.0010037+0.00070069i,-0.00091962+0.00067085i,-0.00058281+0.00098262i,2.687e-05+0.00076859i,0.00013369+0.00040421i,0.00024193+6.2675e-05i,9.7013e-05-0.00025501i,-7.2224e-05-0.0002954i,-0.0001669-1.4083e-05i,-1.4278e-05+0.00013785i,0.00013708-0.00011578i
-0.00038819+0.0019419i,0.00079257+0.0029439i,0.0014971+0.0024508i,0.0018329+0.0011966i,0.0010566+0.00023706i,0.00010624-0.00010892i,0.00011588-0.00049696i,8.6601e-05-0.00032792i,0.00017037+0.00020713i,0.00062238+0.0002247i,0.00059191+0.00046043i,7.3902e-05+0.00031045i,-9.4437e-06-9.4506e-05i,-8.9686e-06+0.00011607i,-1.1947e-05-5.46e-05i,-0.00056664+1.8419e-05i,-0.00032271-0.00026031i,0.00026209-0.00078133i,-7.8861e-05-0.00046102i,-6.7814e-05-0.00020485i,-6.2508e-05-6.7839e-05i,-0.0011328-0.00030967i,-0.0013645-0.00056237i
-0.0019568-0.0031373i,-0.0020951-0.0023904i,-0.0017144-0.00050692i,-0.00046814+0.00074857i,0.0005647+0.00089518i,0.0014146+0.00021456i,0.0011811-5.4926e-05i,0.00063575-0.00060196i,0.00055856-0.001154i,0.00026873-0.00053718i,0.00019265+0.0005391i,0.00021527+0.00067605i,0.00098623+0.00035725i,0.0013105+7.7967e-05i,0.00048983-7.7626e-05i,-1.6337e-05+0.00023062i,-5.0033e-05+0.00034368i,-0.0004735+0.00040945i,-0.00066819-0.00090344i,-0.0001517-0.0012343i,0.00023687-1.2526e-05i,0.00056896+0.00092659i,0.00066394+0.00044531i
0.00033293-0.0010069i,0.00013694-0.00079487i,-0.00013894+0.00017313i,0.00049777+0.00076078i,0.0010255+0.00061005i,0.0005651+0.0008476i,0.00057896+0.00083718i,0.00076463+0.0003499i,0.00055079-0.0002829i,0.00020079-0.00049569i,-0.00021709-0.00010903i,-0.0007507+0.0002724i,-0.0005348+0.00020716i,0.00025427+2.4606e-06i,0.00024022-9.3251e-05i,7.2207e-05-7.2147e-05i,0.00010035-0.00016829i,-0.00014794-0.00051998i,-4.6256e-05-0.00075911i,0.00014487-0.00095159i,-0.00059769-0.0012378i,-0.00072654-0.00072066i,-0.00031849+9.705e-06i
-0.00069857-0.00076817i,0.00060846+0.0010143i,0.0016419+0.0013965i,0.0017304+0.00075403i,0.00053519+0.00075464i,0.0006422+0.00036253i,0.0014737-0.00027469i,0.0008289-0.00011503i,0.00044072-0.00014346i,0.0002306-0.00064808i,-0.00046265-0.00059976i,-0.00058563-0.00045976i,-0.00012781-0.000384i,-0.00033185-0.00020629i,-0.00041329-8.2227e-06i,-0.00038091+0.0002431i,-0.00069984+0.0002314i,-0.00033818+0.00017846i,0.00040145+2.985e-05i,0.0005423-0.00051164i,0.00014379-0.0001651i,5.8233e-05+9.6775e-05i,4.2993e-05-0.00033114i
0.00048275-0.0014889i,-0.00014638-0.00012682i,-2.7895e-05+0.00051933i,0.00031605-4.9275e-06i,-0.00026225-6.0233e-05i,-0.00088222+0.0005674i,0.0001052+0.00054204i,0.0012377+0.00053466i,0.0010617-0.00013305i,0.00050548-0.0012217i,0.00011355-0.0010115i,-0.00027726-9.8884e-05i,0.0002083+0.00017461i,6.0862e-05+9.0913e-06i,4.1517e-05+7.1288e-05i,0.00031034+0.00018858i,-3.1231e-05+7.9246e-05i,0.00018751+0.00018792i,0.00025251+0.00018204i,0.0005152+0.00040157i,0.00023787+0.00025764i,-0.00037359-0.00025008i,-0.00028445-0.00012361i
0.00061323+0.0012057i,0.00026018-0.00059038i,0.001397-0.0013871i,0.0021263-0.00056789i,0.0024026+0.00018905i,0.0014468+0.00010673i,-0.0003747+0.00034449i,-0.00048433+0.0010013i,-0.00013562+0.00040274i,-0.00031645-0.00025251i,-0.00021034+0.00019984i,-0.00025444+0.00060968i,0.00031783+8.3389e-05i,0.00056531+0.00031183i,0.00021453+0.00069233i,0.00030264+0.00036132i,5.025e-06+0.00015076i,-0.00030513-6.8969e-05i,-0.00053852+0.00019486i,-0.0006997+0.00064306i,-0.00019508+0.00057726i,0.00026905+0.00023657i,0.000381-0.00017235i
-0.00048711+0.00063572i,0.00031557+0.002217i,0.0014634+0.0024439i,0.0014465+0.00090778i,0.00059201+0.00036265i,-0.00058074+0.00040675i,-0.00046445+0.00041222i,0.00042189-0.00068102i,0.00046533-0.0013413i,3.5846e-05-0.00078256i,4.3947e-05-8.1724e-05i,0.0003809+0.00025426i,0.0005181+0.00044569i,0.00049404+0.0010085i,-0.00035683+0.00079796i,-0.001058+0.00025327i,-0.00060337+0.00031239i,-6.1037e-05+0.00019079i,0.00063801-0.00016127i,0.00092301-0.00035396i,0.00040915-0.00053467i,0.00024961-0.00018648i,0.00046088-6.7973e-05i
0.0024994-0.0013964i,0.0013233-0.0018533i,0.00060954-0.0011989i,0.00079069+0.00025566i,0.0011212+0.00052783i,0.000329-0.00029838i,0.00034494-0.0012211i,0.00074853-0.00092403i,0.0011257-0.00036264i,0.00085771+5.3633e-05i,0.00055735+0.0004852i,0.00050524+0.0010219i,0.00012029+0.0014907i,-0.00035696+0.00076611i,-0.00058437+0.00015294i,-0.00075943+0.00023627i,-0.00076506-0.00059573i,-0.00023469-4.08e-05i,0.00046132+0.0010078i,0.0011007+0.00093762i,0.00084081+0.00079985i,0.00041564+0.00021498i,0.00013459-0.00053187i
-0.00068093+0.00038495i,0.0006102-0.000629i,0.002153-0.00090463i,0.002245+0.00041916i,0.0011581+0.0018193i,0.00067382+0.0010012i,0.00078073-0.0001714i,0.00046251+0.000314i,-0.00044655+0.0013603i,-0.00039777+0.00085948i,-0.00036837-0.00035533i,-0.00054507-0.00012745i,-0.00030234+0.00085481i,-0.000428+0.0011331i,-0.00036765+0.00024303i,-0.00064885-0.00049979i,-0.0010411-0.00066428i,-0.00044564-0.00081157i,-0.00046792-0.0003805i,-0.00086526+0.00014909i,-0.00087449+0.0010405i,-0.0006242+0.0010647i,-0.00057523+6.5152e-05i
-0.00017875-0.0012112i,-0.00061973-7.0694e-05i,-0.0010018+0.00059227i,0.00065235+0.00032989i,0.0011781-0.00035357i,-6.5834e-05-0.00089814i,0.00067557-0.0015409i,0.0013566-0.0010913i,0.00088222+4.286e-05i,0.00020449+3.4867e-05i,-0.0004019+1.3278e-05i,-0.00067218+0.00052004i,-0.00071323+0.00031617i,0.00013384-0.00013707i,0.00063836+0.00017807i,0.00017693+0.00072036i,1.6303e-05+0.00041533i,-4.6975e-05-0.00096311i,-0.00015685-0.0014819i,4.0199e-05-0.00012023i,-0.00032942+0.0007063i,-0.00066521+0.00025182i,-0.00051348+0.00045672i
0.0022355+0.00084014i,0.001174-0.00037151i,0.00059631-0.0016719i,4.361e-05-0.0013637i,0.0005184+4.8658e-05i,0.0013537+0.00056451i,0.0016685-0.00020789i,0.00085807-3.1329e-05i,0.00015877-7.6003e-06i,-0.00049832-0.00076957i,-0.0013631-0.00096095i,-0.0013984-0.00050819i,-0.00053955-0.00019997i,0.00028902+6.4413e-05i,0.00055389+0.0011574i,0.00057034+0.00084108i,0.00048603-0.00048862i,0.00036025-0.0012812i,0.00026974-0.00063758i,0.00022002+0.00064481i,0.0007967+0.00082823i,0.00091641-6.697e-05i,0.00025032-0.00017345i
-0.002115-0.000311i,-0.00022434+0.00074475i,0.0016231+0.001311i,0.0020491+0.00034597i,0.0015781-0.00059787i,0.00020391-0.00050819i,-0.00064146-0.00025848i,-0.00029419-1.125e-05i,-0.00030468-0.00018065i,-2.0797e-05-0.00047571i,0.00043354-0.00054796i,-0.00045362-0.00093148i,-0.0011133-0.0012025i,-0.00055817-0.0011017i,0.00027251-0.00072655i,0.00092691-0.00028507i,0.00083092-0.00014561i,0.0005564-0.00018656i,0.00076027+0.00030069i,0.00053014+0.00019268i,0.00037775-0.00044204i,0.00022421-0.00054519i,2.2178e-05-0.00070741i
0.00096733-0.00051224i,-1.5827e-05-0.00037201i,-0.0019262+0.00010899i,-0.0022452+8.5059e-05i,-0.0015697+0.00014011i,-0.00013935+0.00051588i,0.0011777+0.00039002i,0.0015502-0.00037492i,0.0013447-0.0010255i,0.00063319-0.00060614i,0.00017792-4.7221e-05i,0.00022492+0.00033974i,0.00058257+0.00081212i,0.0013652+0.00066924i,0.0012478+0.00025703i,0.00034426+0.00012263i,0.0002037+0.00052255i,-0.0002366+0.00050453i,6.2626e-05+0.00050027i,0.00030746+0.00062033i,-0.00025349+4.6726e-05i,-0.00040584-0.00041602i,-0.00030939-0.00053099i
0.00061521-0.00010483i,0.00054438-0.00017361i,0.0019467-0.00058516i,0.002404-0.00084703i,0.0015356-0.00041671i,0.0010272+5.2849e-05i,0.00083595+0.00014813i,0.00083777-8.3339e-05i,0.00068694-0.00027836i,0.0005575-0.0002514i,0.00036906+0.00020195i,-0.00035679+0.00048513i,-0.0010363+0.00041348i,-0.00091411+0.00035812i,-0.00036621-0.0005439i,0.00049399-0.00054699i,0.00090054+0.00016071i,0.00071504+0.00034627i,0.00041058-9.6461e-05i,-0.00026302-0.00057858i,-0.00038813-0.00080261i,-0.00019309-0.00089885i,-0.0001812-0.00035808i
0.000408+0.00080325i,0.00038785+0.0021038i,0.00053176+0.0026175i,0.001796+0.0014314i,0.0014334+5.7252e-05i,0.00018518-0.00071875i,-0.0004141-0.0010037i,-0.00042783-0.00030017i,-0.00033724+0.00017668i,0.00046283+4.6304e-05i,0.0006898-0.00039654i,-0.00024932-0.00041194i,-0.0006679+0.00052725i,-0.0006456+0.00041243i,-0.00084288-0.00017382i,-0.00057563+0.00014196i,-0.00051482+0.0006906i,-0.00063691+0.00041302i,0.00014049-0.00032493i,0.00015544-0.00045718i,-0.00044242-0.00053748i,6.2136e-05-0.00025803i,0.00016468+0.00050758i
-0.00094416+0.00037538i,-0.0018239+0.00075226i,-0.0012986+0.00017764i,-0.00013524+0.00015306i,0.00084738+0.00018727i,0.00061967+0.0012531i,-4.7836e-05+0.0013542i,-9.4899e-06-1.1362e-05i,1.8371e-05-0.00050354i,0.0001233-8.1531e-05i,0.00012663+0.00076275i,0.00024004+0.0011351i,0.00078213+0.00060288i,0.0011783+0.00025765i,0.00079347+0.0001484i,0.00011347-0.00015479i,-0.00045754-0.00020755i,-0.00070423-0.0002196i,-5.3864e-05-0.00023581i,0.0008866-2.2358e-06i,0.0011169+0.00054721i,0.00092844+0.0005255i,-3.9719e-05+0.00027372i
-2.3407e-05-0.00041973i,0.0010691-0.001043i,0.0013874-5.8761e-05i,0.0015768+0.0010589i,0.0012922+0.00085988i,0.00088145+6.3081e-05i,0.00057515-0.00034309i,0.00086123+0.00014306i,0.0010835+0.00049467i,0.00045495+0.00020443i,6.8056e-05-0.00040037i,0.00013013-0.00095242i,-0.00024687-0.00093918i,-0.00083125-0.00067135i,-0.00030284-0.00015984i,0.00031778-0.00011264i,0.00043996-0.00064128i,0.00066795-0.00088171i,0.00054403-0.0010298i,0.00046253-0.00067808i,-0.00018401-0.00036884i,-0.00017148-0.00036034i,-0.00011437+2.9283e-05i
-0.0011912-0.00050644i,-0.001785+0.00040858i,-0.0025259+0.00096221i,-0.00183+0.0010715i,-0.00023843+0.0010062i,0.0013197+0.001527i,0.0017952+0.0011878i,0.0010176+0.00048086i,0.00026737+0.00025253i,-0.00016992-0.00031987i,-0.00057253-0.00049742i,6.4425e-05-0.00037417i,0.0011709-0.00072784i,0.001192-0.0013832i,0.00045444-0.00086082i,0.00013182-0.00010245i,0.0005089+0.0001257i,0.0012063+0.00045928i,0.00076268+0.00041259i,0.00013774-0.00037392i,4.7957e-05-0.00089238i,0.00011195-0.00058429i,0.00065702+6.4554e-05i
0.00057025-0.0016918i,0.001207-0.0012169i,0.0010296-0.000699i,0.0010034-0.00056281i,0.0011227-0.00082266i,0.0015609-0.00072916i,0.0017779-0.00049528i,0.001397-0.00069583i,0.00048278-0.00049382i,2.3855e-05+3.1385e-05i,-0.00025406-0.00034742i,-0.00043141-0.00076046i,-8.5256e-06-0.00033821i,0.00073799-0.00052031i,0.0011297-0.00089467i,0.00093025-0.00069774i,0.001181-0.00076418i,0.0010738-0.0004642i,-0.00057322-0.00026413i,-0.00091126-6.8671e-05i,0.00022133+0.00044684i,0.000678-0.00024708i,0.0010966-0.00066149i
-0.00040525+0.0011391i,0.00080187+0.0025575i,0.0019736+0.0035346i,0.001497+0.0028557i,0.0010447+0.0012098i,0.0004774+0.0011409i,-0.00045631+0.0010021i,-0.00073683+0.00021228i,-0.00076099-0.00035773i,-0.00068959-0.0012251i,-0.0003447-0.0012381i,-0.00043889-0.00080579i,-0.00030422-0.00066057i,-2.9702e-05-0.00073845i,0.00035975-0.00061995i,0.00081169-0.00056346i,0.0009708-0.0008185i,0.00044773-0.00074751i,-0.00016116-0.00012965i,0.00032322+1.3263e-05i,0.00089991-0.00025389i,0.00094538-0.00068662i,0.0007807-0.00032943i
-0.0014936-0.00075199i,-0.0014839+0.0004783i,-0.0013885+0.0013204i,-0.00019498+0.0011906i,0.0001549+0.00123i,-0.0002156+0.00066988i,0.00027677+0.00011906i,0.00078377+0.00026167i,0.00029462-2.7003e-05i,7.2178e-05-0.00045143i,5.3119e-05-2.1999e-05i,3.8672e-05-2.1779e-05i,5.1585e-06-0.00044281i,0.00028736-0.00012525i,0.00020472+0.00024933i,-0.0001971-9.8744e-05i,0.00030271-0.00057454i,0.00080752-0.00082766i,-0.00015487-0.00038742i,-0.0012193-0.00026789i,-0.00071909-0.00045743i,-0.00062464+4.442e-05i,-0.00032994+0.00023755i
7.2972e-05+0.0010284i,0.00072488+0.00054785i,0.0011258+0.00082873i,0.002031+0.00041198i,0.0029995-0.00011108i,0.0021361-0.00066077i,0.0002287-0.00061849i,5.52e-05-0.00080779i,0.00066935-0.00084526i,0.00062236-0.00032898i,0.00011-0.00041273i,-0.00016744-0.00046149i,-0.00035011-3.2806e-05i,-0.00032182-0.00078451i,-0.00022005-0.00065414i,-0.00082856+0.00026308i,-0.00071755+0.00074517i,0.00015741+0.00049528i,0.00060259-7.495e-05i,0.0007999-0.0004301i,0.00034539-0.00059374i,-0.00023939-0.00068972i,-4.5122e-05-0.00049931i
0.0015255+0.00069474i,0.0012253+0.00073865i,0.0011578+0.00038001i,0.001592+0.00049757i,0.00090972-7.7678e-05i,-6.7377e-05-0.00069774i,-0.00012378-0.00087984i,7.4761e-05-0.00017896i,0.00049711-7.8595e-05i,0.00076071-0.00059048i,0.00083215-0.0010178i,9.3428e-05-0.00095239i,-0.00055838-0.00034959i,0.00023326-0.00020876i,-1.0247e-05-0.00030685i,-0.00026664-0.00035281i,0.00038865-0.00025591i,0.00049347+0.00012457i,3.0978e-05+0.00027474i,1.7665e-05+8.3262e-05i,0.0003259-1.7769e-05i,0.00012616-0.00070164i,-1.7286e-05-0.0012578i
-0.0015471+1.4282e-05i,-0.00085462+0.00088889i,0.00075601+0.00078023i,0.0020817-9.7234e-05i,0.0019514-0.00051384i,0.0017129-0.00020425i,0.0012305+0.0003692i,0.00039075-0.00026741i,-0.00012185-0.00089517i,-0.00045198-0.0007672i,-0.00019575-4.0056e-05i,-6.3362e-06-0.0004369i,-0.00013697-0.00045079i,-0.00052944-1.4918e-05i,-0.00017658-0.00080142i,0.00053931-0.00050401i,0.00090227+8.7287e-05i,0.00012289+0.00040511i,-0.00022577+5.9075e-05i,0.00029789+4.4861e-05i,0.00044811+0.00028951i,0.00041954+0.00019145i,0.00019084-8.346e-05i
0.0021692+0.0014732i,0.00073628+0.00094773i,0.00052886+0.00053926i,0.00084667+0.00052627i,0.0012637-0.00032553i,0.0014175-0.0010031i,0.00079758-0.00060791i,0.0005314+7.2566e-06i,0.000395-6.5138e-05i,0.00052963-0.00068991i,0.00071811-0.00083463i,1.0936e-05-0.00047257i,-0.00046455-0.00027359i,-7.88e-05-0.00016733i,0.00018258-0.00038184i,-6.5315e-05-0.00030693i,-0.00093083+0.00031227i,-0.00095198+0.0004999i,-0.00076881+0.00015563i,-0.00069881-0.00071769i,-0.00057452-0.00037832i,-0.00056649+0.00092595i,-0.00054469+0.00033006i
-0.0011453+0.00069756i,-0.00099579+0.00073932i,-0.00011429+0.0010324i,-8.135e-05+0.0013752i,-0.00026525+0.0013132i,-2.3234e-06+0.0011232i,0.00014891+0.0008057i,-0.00067612+0.00048239i,-0.00073115+0.00090232i,0.00037795+0.00053835i,0.00056582-0.00071129i,-0.00014618-0.00074321i,-0.00024057-5.3821e-05i,-0.00028038-6.5625e-05i,0.00041379-0.00034792i,0.0010911-0.00053569i,0.0004736-0.00011866i,1.677e-05+0.00017997i,-0.00061852-0.00083641i,-0.0010534-0.0015692i,-0.00024875-0.0015379i,6.524e-05-0.0007794i,0.00018433-0.00018833i
