-0.001314-0.00024794i,-0.00098128-0.0016207i,-0.0014251-0.0024388i,-0.001933-0.00098608i,-0.0026953+0.00015283i,-0.0021568+0.00051124i,-0.00030307+0.0014951i,0.0008886+0.0023106i,0.0010811+0.0021246i,0.00023636+0.00099912i,-8.7312e-05-0.00073349i,-0.0002981-0.0010657i,-0.00019872-0.00053504i,0.00041382-0.0003546i,0.00013869-2.0478e-05i,-0.00051594+0.00054372i,-0.00060914-9.5276e-05i,6.7697e-05-0.00060727i,0.00032103+8.9026e-05i,-0.00039388-4.4586e-05i,-0.00089425-0.00014464i,-0.00059148-0.00014648i,0.00013603-0.00039727i
-0.17738-0.072814i,-0.41774-0.17556i,-0.56994-0.26565i,-0.42922-0.2635i,-0.13162-0.21376i,0.049587-0.19199i,0.04983-0.1577i,-0.018753-0.10283i,-0.063955-0.060343i,-0.063928-0.030793i,-0.042217-0.016631i,-0.023395-0.011491i,-0.0061709-0.0073138i,0.0036646-0.015283i,-0.0052312-0.023921i,-0.021551-0.0069933i,-0.028778+0.024747i,-0.024212+0.044693i,-0.013238+0.043561i,-0.0080667+0.024791i,-0.014712+0.00072217i,-0.024503-0.01477i,-0.025094-0.016314i
0.17799-0.0056186i,0.43827-0.0073128i,0.64077-0.013423i,0.53288-0.0072096i,0.2276+0.051044i,0.037077+0.10631i,-0.0030711+0.073744i,-0.00048917+0.02714i,0.024776+0.03201i,0.054441+0.031494i,0.049105+0.011225i,0.026791+0.0041525i,0.018256+0.00037174i,0.02262-0.005105i,0.034061-0.010249i,0.044694-0.026396i,0.044855-0.045816i,0.031023-0.054885i,0.0055807-0.045651i,-0.014033-0.017638i,-0.013072+0.011393i,0.0034132+0.02641i,0.016349+0.026462i
-0.167+0.035455i,-0.40072+0.062735i,-0.58478+0.064416i,-0.49133+0.020827i,-0.21755-0.067423i,-0.053227-0.13618i,-0.034098-0.099974i,-0.03567-0.026545i,-0.019989-0.016121i,-0.013241-0.0352i,-0.0101-0.033957i,-0.0050079-0.02722i,-0.011726-0.021589i,-0.030175-0.012685i,-0.051488-0.00075895i,-0.062846+0.019208i,-0.055729+0.039646i,-0.034237+0.048637i,-0.0063999+0.043718i,0.013298+0.023883i,0.01334+0.00034947i,-0.0005253-0.010662i,-0.010437-0.0053498i
0.1357-0.045837i,0.34894-0.098539i,0.53185-0.097757i,0.48228-0.021491i,0.26693+0.07223i,0.12497+0.13086i,0.10334+0.10929i,0.10205+0.049209i,0.082724+0.021789i,0.062993+0.011227i,0.040581-0.010231i,0.014664-0.024408i,0.0027-0.01799i,0.011542-0.0035935i,0.029518-0.0033729i,0.034502-0.022435i,0.02129-0.040078i,0.0047127-0.045123i,-0.0070932-0.047075i,-0.01595-0.041783i,-0.01636-0.021321i,-0.0026495+0.0016833i,0.014571+0.0055017i
-0.11443+0.092006i,-0.31713+0.21205i,-0.51365+0.30554i,-0.49057+0.2599i,-0.28783+0.083982i,-0.14642-0.085369i,-0.11154-0.12754i,-0.082948-0.081405i,-0.049737-0.043486i,-0.04249-0.021645i,-0.037592+0.0096737i,-0.019815+0.033889i,-0.010513+0.035997i,-0.012949+0.0308i,-0.012169+0.033141i,0.0016355+0.040831i,0.018215+0.043754i,0.028234+0.040133i,0.034553+0.032493i,0.034073+0.019756i,0.02495+0.0053221i,0.011588-0.0071947i,-0.00079604-0.013982i
0.073958-0.090136i,0.20171-0.20662i,0.33043-0.30104i,0.31177-0.25066i,0.16622-0.063792i,0.053177+0.11359i,0.012972+0.16107i,-0.0022462+0.098328i,-0.0089921+0.037959i,0.0022977+0.023459i,0.013689+0.014148i,0.0098391-0.0047204i,0.0094233-0.017813i,0.017522-0.029467i,0.011782-0.044967i,-0.012121-0.052175i,-0.031612-0.043309i,-0.036767-0.030217i,-0.035128-0.022397i,-0.03085-0.01294i,-0.023736+0.0015982i,-0.014275+0.011681i,-0.0072038+0.01104i
-0.043117+0.093198i,-0.12752+0.2131i,-0.22766+0.29973i,-0.2346+0.25408i,-0.12916+0.11957i,-0.021658-0.0064842i,0.036914-0.044455i,0.060854-0.0048984i,0.061105+0.025277i,0.043902+0.018592i,0.027387+0.013737i,0.021629+0.023086i,0.012159+0.025043i,-0.0054523+0.023237i,-0.006283+0.033123i,0.015096+0.041496i,0.032647+0.035996i,0.035551+0.02972i,0.03586+0.033657i,0.04084+0.031656i,0.04041+0.011306i,0.025824-0.0079193i,0.008584-0.0059347i
0.035533-0.089152i,0.10884-0.22385i,0.20119-0.35248i,0.20151-0.33999i,0.095333-0.17716i,0.0096618-0.0026749i,-0.0058671+0.056865i,0.00053336+0.017976i,-0.0015741-0.023188i,-0.0048643-0.028861i,-0.0091627-0.03018i,-0.014711-0.036395i,-0.0067472-0.032556i,0.0040053-0.031664i,-0.014342-0.038864i,-0.052126-0.032471i,-0.072874-0.014714i,-0.073044-0.0042048i,-0.066543-0.0026728i,-0.057982-0.0037797i,-0.048831-0.0011486i,-0.037705+0.0071024i,-0.021835+0.013117i
0.0024162+0.057665i,-0.0067053+0.16335i,-0.028043+0.27767i,-0.028275+0.28789i,0.0038354+0.17075i,0.056862+0.031095i,0.089929-0.03909i,0.072169-0.015326i,0.043205+0.036904i,0.028904+0.040902i,0.019091+0.02138i,0.01569+0.022524i,0.015701+0.028104i,0.014612+0.031735i,0.035923+0.036095i,0.072207+0.021423i,0.085144-0.0034148i,0.072147-0.013787i,0.050688-0.0088393i,0.031366-0.00018941i,0.024987-0.00064176i,0.02634-0.01123i,0.021432-0.019342i
-0.01743-0.044338i,-0.025293-0.12082i,-0.028396-0.19755i,-0.0453-0.2013i,-0.087393-0.13861i,-0.13563-0.078879i,-0.16799-0.056813i,-0.15264-0.056239i,-0.098728-0.048753i,-0.052605-0.023655i,-0.030302+0.0014442i,-0.019282+0.00569i,-0.010193-0.0051148i,-0.011234-0.018354i,-0.037182-0.023263i,-0.070739-0.008718i,-0.077337+0.010232i,-0.057296+0.0082686i,-0.037432-0.0085566i,-0.028717-0.013742i,-0.024789+0.00073086i,-0.018613+0.016952i,-0.0095133+0.017351i
0.0064564+0.035958i,0.0083735+0.10215i,0.0027732+0.18145i,0.012347+0.21057i,0.050527+0.16807i,0.086032+0.11023i,0.099904+0.088328i,0.084921+0.084262i,0.053684+0.071356i,0.040215+0.042373i,0.040848+0.0081786i,0.03055-0.0077454i,0.011726-0.0035432i,0.011042+0.0095046i,0.048272+0.015018i,0.09384-0.0029623i,0.10158-0.028189i,0.077687-0.036106i,0.050319-0.028652i,0.030914-0.018682i,0.02346-0.012778i,0.022793-0.015153i,0.016199-0.021803i
-0.026063-0.015849i,-0.063623-0.059708i,-0.11127-0.12222i,-0.13975-0.15795i,-0.13231-0.15087i,-0.12253-0.13634i,-0.11804-0.12583i,-0.085425-0.11373i,-0.046385-0.09396i,-0.035686-0.055856i,-0.036185-0.016508i,-0.033711+0.00057597i,-0.027574+0.0034164i,-0.027761+0.0018757i,-0.055528+0.0066489i,-0.088284+0.032655i,-0.086316+0.055601i,-0.059741+0.049241i,-0.031768+0.027519i,-0.012752+0.010231i,-0.0085684+0.0062792i,-0.010483+0.015937i,-0.0076304+0.026437i
0.016195+0.003916i,0.042076+0.012628i,0.083156+0.018202i,0.11563+0.025397i,0.11165+0.059897i,0.096013+0.12254i,0.099453+0.1673i,0.091766+0.15006i,0.060376+0.093651i,0.036036+0.042342i,0.025497+0.00065945i,0.017046-0.02289i,0.012647-0.023016i,0.019963-0.018796i,0.045811-0.027598i,0.071029-0.04986i,0.066665-0.059433i,0.039054-0.037109i,0.015879-0.0029177i,0.0083191+0.011273i,0.006681-0.00055389i,0.0025252-0.017681i,-0.0041319-0.021925i
-0.003237-0.0010189i,-0.0066162-0.0053803i,-0.017087-0.017218i,-0.041546-0.042236i,-0.05827-0.080907i,-0.044537-0.12537i,-0.029257-0.14546i,-0.018583-0.10497i,-0.0021656-0.046698i,-0.0019718-0.013745i,-0.012344+0.014966i,-0.0087611+0.036654i,0.00094258+0.032956i,-0.0070433+0.020621i,-0.039765+0.025987i,-0.069473+0.050041i,-0.067327+0.064915i,-0.039426+0.053898i,-0.01019+0.029493i,0.0035766+0.0095407i,0.00070107+0.0023876i,-0.0072642+0.010225i,-0.0058943+0.022022i
0.015251-0.0014269i,0.036344+0.0026292i,0.073295+0.010762i,0.10326+0.023443i,0.08537+0.053982i,0.035114+0.10968i,0.012974+0.1401i,0.016671+0.098686i,0.016457+0.036159i,0.021065+0.00070289i,0.031645-0.024777i,0.032323-0.042393i,0.023233-0.043496i,0.019371-0.039976i,0.032442-0.04934i,0.04781-0.070788i,0.042861-0.078027i,0.022189-0.05805i,-0.00023925-0.029695i,-0.014808-0.0081227i,-0.015238+0.0015328i,-0.0045713-0.0026234i,0.0067513-0.013041i
0.00024473-0.0015763i,-0.0076832+0.018299i,-0.032908+0.049454i,-0.068047+0.068425i,-0.059399+0.031055i,0.0043363-0.058147i,0.035613-0.13466i,0.0065201-0.12535i,-0.015711-0.057328i,-0.01271-0.012825i,-0.012002+0.0081795i,-0.012384+0.029443i,-0.0064221+0.039995i,-0.004001+0.039995i,-0.013665+0.048705i,-0.02546+0.066257i,-0.025275+0.066488i,-0.013424+0.039115i,-0.0019593+0.0062347i,0.0029959-0.0080492i,0.0072633-0.0023164i,0.010885+0.0067836i,0.0088585+0.0087627i
-0.012937-0.001747i,-0.026352-0.010365i,-0.036988-0.021364i,-0.022486-0.023163i,-0.0094872+0.0024474i,-0.039079+0.041405i,-0.061877+0.062207i,-0.039214+0.040703i,-0.014698+0.0030601i,-0.006397-0.0072025i,-0.00095933-0.012989i,-0.0021005-0.029675i,-0.0063218-0.033613i,-0.0028328-0.027192i,0.0063521-0.034154i,0.010034-0.05349i,0.0045641-0.057999i,-0.0053386-0.039565i,-0.01257-0.01238i,-0.012169+0.008094i,-0.0062436+0.01004i,0.00029128-0.0026035i,0.0015854-0.012605i
0.00046363+0.0042573i,0.010597+0.0042405i,0.0084885+0.015856i,-0.012618+0.043319i,-0.0095505+0.059799i,0.035597+0.034171i,0.063099+0.0027961i,0.046305+0.018863i,0.02419+0.050683i,0.015756+0.053562i,0.0058972+0.045415i,-0.0044942+0.047401i,-0.0059787+0.049385i,-0.0018233+0.047639i,0.0028882+0.054992i,0.007952+0.066946i,0.013208+0.060737i,0.016413+0.035943i,0.019184+0.0091247i,0.019956-0.010981i,0.011244-0.01896i,-0.005967-0.010926i,-0.018582+0.0062121i
-0.012307+0.00098236i,-0.021516-0.0099727i,-0.022091-0.040496i,-0.0031958-0.084244i,-0.003002-0.10011i,-0.048002-0.063466i,-0.067147-0.007535i,-0.027281+0.0093785i,0.011788-0.0094289i,0.017262-0.018894i,0.012136-0.017283i,0.010667-0.025372i,0.0057462-0.036329i,-0.0035314-0.039307i,-0.011158-0.045001i,-0.015705-0.053532i,-0.015641-0.049343i,-0.011266-0.030224i,-0.0067951-0.0062507i,-0.004859+0.0096714i,-0.0035937+0.01395i,0.0016314+0.011244i,0.0073892+0.0042325i
0.012263+0.00070074i,0.038086-0.0016183i,0.067506+0.0064979i,0.061298+0.035171i,0.026925+0.070933i,0.019352+0.093824i,0.021478+0.092221i,0.0011115+0.076418i,-0.015588+0.058398i,-0.011527+0.03397i,-0.0016406+0.016854i,0.0037157+0.019344i,0.006049+0.02422i,0.0071659+0.020051i,0.01316+0.02099i,0.025371+0.027097i,0.030595+0.023952i,0.023264+0.010135i,0.012533-0.00596i,0.0049049-0.016738i,-2.9682e-05-0.016945i,-0.0016025-0.0089268i,0.0013063-0.0018558i
-0.0045111+0.010125i,-0.021477+0.02026i,-0.036467+0.013318i,-0.032862-0.037866i,-0.018319-0.10395i,-0.0056167-0.13119i,0.0084683-0.12451i,0.017295-0.11083i,0.011002-0.089007i,-0.0010305-0.060381i,-0.0065074-0.040388i,-0.0047634-0.037253i,-0.002777-0.040052i,-0.007839-0.038368i,-0.020826-0.035958i,-0.033255-0.030345i,-0.034639-0.016911i,-0.024772+0.00022362i,-0.013975+0.011865i,-0.0080329+0.016266i,-0.0011328+0.015578i,0.0085019+0.0058784i,0.01081-0.009075i
0.012296-0.0050513i,0.021541-0.015097i,0.026051-0.011551i,0.0065191+0.032892i,-0.025794+0.095991i,-0.039968+0.11877i,-0.041005+0.095125i,-0.037739+0.058892i,-0.027287+0.03231i,-0.01425+0.020412i,-0.0047977+0.01489i,-0.0015021+0.015602i,6.3388e-05+0.022763i,0.0063401+0.025487i,0.019263+0.026284i,0.031747+0.026082i,0.030946+0.020189i,0.020291+0.010334i,0.0097951-0.0016291i,-0.00021695-0.011761i,-0.010084-0.012874i,-0.017599-0.0044525i,-0.014357+0.0042287i
-0.0061005+0.005679i,-0.023546+0.025261i,-0.053108+0.038147i,-0.057795+0.012738i,-0.0047362-0.045146i,0.066609-0.09954i,0.10405-0.11865i,0.096237-0.096147i,0.065479-0.06067i,0.03715-0.037287i,0.015107-0.026181i,0.0001792-0.021247i,-0.0032558-0.019197i,-0.0041966-0.016312i,-0.015112-0.012652i,-0.032856-0.0080252i,-0.037634+0.0002821i,-0.026996+0.0089264i,-0.01156+0.017145i,0.0018224+0.023628i,0.0088561+0.021523i,0.010448+0.014521i,0.00651+0.0084844i
0.00088784-0.017287i,0.0084001-0.042224i,0.017948-0.054418i,0.015846-0.015705i,-0.023782+0.044699i,-0.10438+0.083124i,-0.15312+0.10439i,-0.11624+0.10574i,-0.048221+0.081232i,-0.01049+0.053664i,0.0014116+0.037219i,0.0053728+0.029997i,0.0041599+0.028645i,0.0034815+0.025021i,0.011306+0.017313i,0.022451+0.0062167i,0.023813-0.0093516i,0.015319-0.020571i,0.0077086-0.022439i,0.0043368-0.019357i,0.0017837-0.014672i,-0.00013386-0.0094272i,0.0025842-0.0031652i
0.0044737+0.017557i,0.014683+0.039088i,0.030284+0.057661i,0.046332+0.034615i,0.073443-0.017873i,0.1281-0.041746i,0.15842-0.040388i,0.11249-0.026178i,0.054605-0.0040352i,0.03048-0.0043822i,0.012951-0.013602i,-0.00025946-0.01243i,0.00056595-0.012466i,0.0017951-0.015147i,-0.0078515-0.015811i,-0.020922-0.012042i,-0.023194-0.0027462i,-0.014634+0.0042844i,-0.004228+0.0083819i,0.0057175+0.0094317i,0.014199+0.0045572i,0.014031-0.0034946i,0.0031042-0.0093624i
0.00035499-0.010832i,-0.001644-0.033987i,0.004423-0.061451i,0.0038028-0.060903i,-0.045341-0.030552i,-0.13842-0.014292i,-0.19318-0.0035245i,-0.15019+0.01417i,-0.073264+0.017866i,-0.033047+0.0224i,-0.011291+0.030334i,0.006061+0.026949i,0.0088751+0.018328i,0.0065106+0.012708i,0.012693+0.009369i,0.025955+0.0034474i,0.032575-0.0088194i,0.021695-0.021037i,0.0023808-0.026154i,-0.01056-0.023323i,-0.015613-0.015269i,-0.014974-0.00604i,-0.0071459-0.00087097i
0.0071042+0.014687i,0.020273+0.036153i,0.029622+0.053799i,0.022142+0.046617i,0.046661+0.043917i,0.14129+0.05407i,0.20851+0.025517i,0.15423-0.02893i,0.056669-0.042051i,0.017656-0.03108i,0.0098805-0.031515i,0.00045289-0.029502i,0.00054681-0.023471i,0.004182-0.020782i,2.6225e-05-0.017495i,-0.0091185-0.0085527i,-0.014128+0.0051292i,-0.0094149+0.016598i,-0.0017005+0.020679i,-0.00018985+0.017738i,-0.00052972+0.014179i,0.0027145+0.014887i,0.0027515+0.014845i
-0.0060369-0.0073909i,-0.031429-0.029351i,-0.065897-0.055874i,-0.080238-0.062467i,-0.086192-0.064346i,-0.12902-0.081421i,-0.15258-0.074493i,-0.094151-0.041629i,-0.025853-0.022612i,-0.008407-0.0058429i,-0.0026133+0.01163i,0.0042624+0.011159i,-0.001481+0.0086467i,-0.0066484+0.014942i,-0.00061865+0.019804i,0.011325+0.017544i,0.016796+0.0096612i,0.010841+0.00026306i,0.00015532-0.0053351i,-0.0077282-0.003735i,-0.010709-0.0010997i,-0.0080783-0.00048972i,0.0011855-0.00018714i
0.011857-0.0018014i,0.02672+0.0084059i,0.034434+0.02626i,0.015915+0.049189i,0.011651+0.089778i,0.081692+0.14741i,0.15793+0.14357i,0.1367+0.073378i,0.067059+0.021487i,0.03194-0.0037821i,0.014316-0.021491i,-0.0032092-0.019686i,-0.0051336-0.009873i,-0.0025247-0.0082087i,-0.011813-0.0084628i,-0.026181-0.0015062i,-0.029743+0.010577i,-0.01718+0.019599i,0.0020327+0.019575i,0.01091+0.010145i,0.0077727+0.0034016i,0.0038075+0.0020935i,0.00078806-0.00042497i
-0.011563-0.0029668i,-0.036618-0.0082381i,-0.059697-0.012807i,-0.045305-0.025648i,-0.029385-0.077394i,-0.083319-0.14003i,-0.14491-0.11705i,-0.10759-0.026887i,-0.029967+0.018834i,-0.0055377+0.018903i,-0.0058254+0.021468i,0.00034341+0.021643i,0.00011896+0.018124i,-0.0028881+0.018192i,0.003312+0.017977i,0.016287+0.011665i,0.022023-0.0020681i,0.014277-0.013146i,0.001854-0.01485i,-0.0038603-0.010707i,-0.003421-0.0096565i,-0.0072955-0.012497i,-0.011662-0.011066i
0.012204-0.0044166i,0.043353+0.00044518i,0.080385+0.0093176i,0.070293+0.029093i,0.01601+0.080461i,0.0047324+0.14506i,0.033631+0.14518i,0.023063+0.084506i,-0.0063889+0.040566i,-0.0054235+0.018863i,-0.0017729+0.0014045i,-0.0057042-0.0030978i,0.00088438-0.0064093i,0.0055003-0.018842i,-0.0045932-0.027029i,-0.01907-0.022037i,-0.024299-0.008865i,-0.017562+0.0020621i,-0.0056599+0.0044519i,0.002643+0.0012147i,0.0069972+0.00036861i,0.011406+0.002903i,0.0081159+0.0036174i
-0.011394+0.010205i,-0.02811+0.018006i,-0.0398+0.023902i,-0.0074618-0.0012033i,0.043878-0.08169i,0.023627-0.17825i,-0.052008-0.18008i,-0.070647-0.0915i,-0.036206-0.025063i,-0.016732-0.0017209i,-0.0083754+0.0090843i,0.0016394+0.0075281i,0.0026148+0.0039439i,0.0034565+0.0085199i,0.01581+0.010207i,0.029363+0.0018736i,0.030417-0.010526i,0.016032-0.017221i,0.00075215-0.01258i,-0.0020132-0.0044354i,0.00067537-0.0029125i,-0.00074306-0.0040764i,-0.00060079-0.0024868i
0.011169-0.0061407i,0.035065-0.017737i,0.055933-0.036483i,0.02313-0.033022i,-0.045915+0.030137i,-0.050549+0.11027i,0.012941+0.0995i,0.034648+0.018051i,0.010519-0.017793i,0.0070375-0.0071202i,0.01339-0.0035641i,0.0082489-0.0055748i,0.0028746-0.0084644i,0.00020872-0.014645i,-0.0093307-0.016748i,-0.022296-0.0097176i,-0.027222+0.0029846i,-0.017425+0.0097673i,-0.0024329+0.006916i,0.0026532+0.0026781i,0.0030405+0.0046891i,0.0099245+0.0067776i,0.014751+0.0028329i
-0.008514+0.0037859i,-0.033505+0.013601i,-0.064195+0.026074i,-0.038212+0.021902i,0.056046-0.026455i,0.11701-0.095097i,0.087912-0.10703i,0.043034-0.060451i,0.028197-0.029898i,0.014788-0.024112i,0.0060165-0.0148i,0.0056295-0.0076226i,0.0021805+0.00085266i,0.0042338+0.016401i,0.016221+0.025029i,0.027784+0.018632i,0.030197+0.0046801i,0.021137-0.0058801i,0.0075234-0.0059655i,-0.00086293-0.00026366i,-0.0075343+0.0018036i,-0.014288+0.002762i,-0.011681+0.0042454i
0.0054112-0.0067165i,0.018015-0.029781i,0.021086-0.06082i,-0.028979-0.056408i,-0.11177+0.017656i,-0.12224+0.10483i,-0.038809+0.11051i,0.026505+0.051569i,0.02746+0.01433i,0.017401+0.010236i,0.012517+0.0080621i,0.0060078+0.0066505i,0.0031059+0.0014878i,-0.0034395-0.0088103i,-0.018364-0.011266i,-0.02989-0.0026722i,-0.028507+0.0070617i,-0.016279+0.011174i,-0.0036673+0.0078513i,0.00020658+0.0019095i,0.001652+0.0014421i,0.0057962+0.002228i,0.0054872+0.00019683i
0.00073374+0.0055275i,-0.012498+0.02889i,-0.019236+0.072828i,0.026306+0.10111i,0.11763+0.066612i,0.14841+0.0056139i,0.078787-0.0025421i,0.013472+0.027893i,0.0031508+0.030611i,-0.00070793+0.0060316i,-0.011908-0.0069025i,-0.014185-0.0053482i,-0.0087236+0.0024352i,-0.00020641+0.012303i,0.012267+0.015715i,0.023832+0.010462i,0.026334+0.0025689i,0.017326-0.0015725i,0.0052136-0.0014125i,-0.0017588-0.00043164i,-0.0056347-0.0012668i,-0.0094962-0.00099579i,-0.0087091+0.0028048i
-0.00033144-0.0084594i,0.012862-0.026952i,0.023334-0.061421i,-0.021983-0.087569i,-0.13313-0.065773i,-0.19603-0.0091294i,-0.13795+0.020059i,-0.054223+0.014608i,-0.021107+0.014798i,-0.0093491+0.022482i,-0.0012249+0.021626i,0.00075854+0.015461i,0.0018273+0.0032743i,-0.0035009-0.014739i,-0.014861-0.023049i,-0.023436-0.016619i,-0.025379-0.0055758i,-0.019346+0.0026971i,-0.008917+0.0051598i,-0.00073128+0.0014234i,0.0053999-0.0042691i,0.0086243-0.0086057i,0.0056544-0.0090757i
-0.0010299+0.012526i,0.0014661+0.044042i,0.016889+0.096636i,0.071413+0.13022i,0.14741+0.10113i,0.15686+0.036487i,0.0677+0.0030153i,-0.012462+0.0046377i,-0.02145+0.0013291i,-0.010373-0.011516i,-0.0095248-0.019433i,-0.010464-0.019208i,-0.0086522-0.010007i,-0.0010345+0.0030122i,0.010362+0.0090681i,0.019617+0.0052895i,0.020146-0.0011451i,0.011387-0.0039092i,0.0024078-0.0030825i,-0.00090257+5.3802e-05i,-0.0030037+0.0023213i,-0.0049462+0.0048042i,-0.0026472+0.0053099i
-0.004668-0.0043868i,-0.0026149-0.031718i,-0.015613-0.093163i,-0.074482-0.15675i,-0.16455-0.16581i,-0.19109-0.12807i,-0.10679-0.08897i,-0.014732-0.061311i,0.010334-0.031964i,0.01131-0.0031531i,0.018484+0.010839i,0.020851+0.0091367i,0.013828+0.00023294i,0.0019461-0.010237i,-0.010248-0.016248i,-0.020451-0.013961i,-0.026139-0.0081138i,-0.022143-0.0042154i,-0.010887-0.0016413i,-0.0013602-0.00067435i,0.0042789-0.0024173i,0.0076155-0.0044161i,0.0045698-0.0046752i
0.003679+0.0085768i,0.0060377+0.025945i,0.015631+0.07085i,0.061861+0.12615i,0.14743+0.14333i,0.18316+0.10729i,0.1168+0.054133i,0.038572+0.016486i,0.016763-0.0050639i,0.015469-0.017906i,0.0079996-0.02023i,0.001272-0.014563i,-0.00077046-0.0030093i,0.0036112+0.010682i,0.01151+0.017428i,0.018956+0.015318i,0.023473+0.0088569i,0.019867+0.0017384i,0.010112-0.0021552i,0.0013475-0.001474i,-0.0026722+0.0028923i,-0.0026288+0.0061846i,0.0012701+0.0049515i
-0.0008474-0.0075277i,-0.010787-0.037675i,-0.039949-0.099644i,-0.098936-0.16293i,-0.15927-0.18007i,-0.14589-0.14232i,-0.050274-0.083484i,0.026031-0.032745i,0.032469+0.00065664i,0.017916+0.018488i,0.015843+0.024209i,0.018133+0.021185i,0.016875+0.010777i,0.0099184-0.003452i,-0.00019412-0.011741i,-0.0096043-0.010407i,-0.015131-0.0056705i,-0.012919-0.0034616i,-0.0053357-0.0036572i,-0.00040542-0.0031766i,0.0011006-0.0030803i,0.0029043-0.0031626i,0.0018903-0.0020922i
0.0079897+0.0081433i,0.017916+0.030906i,0.047039+0.0934i,0.10226+0.17747i,0.16237+0.22187i,0.16616+0.19999i,0.0888+0.13206i,0.010926+0.064275i,-0.0073889+0.02699i,-0.0016487+0.0066973i,-0.008348-0.005954i,-0.016643-0.0069853i,-0.013184-0.00015983i,-0.0020344+0.0075185i,0.0088508+0.012747i,0.018627+0.012878i,0.026699+0.0090607i,0.025654+0.0039555i,0.014352-0.0011762i,0.0040363-0.0031109i,-0.00028073-0.0018863i,-0.0030412+0.00028371i,-0.0017295+0.0015627i
0.0018542-0.00085087i,-0.0059478-0.017352i,-0.027748-0.067187i,-0.07646-0.13982i,-0.13346-0.1798i,-0.13121-0.15262i,-0.060289-0.080365i,-0.0054358-0.014151i,-0.0025166+0.017417i,-0.0095974+0.024434i,-0.0050493+0.021395i,0.001163+0.014316i,0.0033444+0.0046242i,0.00034213-0.0053192i,-0.0054554-0.0096202i,-0.012012-0.0091791i,-0.017245-0.0058162i,-0.01674-0.0016252i,-0.010009+0.0015836i,-0.0024827+0.0021943i,0.0017019-4.2582e-05i,0.0038009-0.00066511i,0.002817+0.00097607i
0.0049212-0.00059454i,0.017067+0.021908i,0.047985+0.07712i,0.095165+0.15724i,0.1247+0.21172i,0.091887+0.19414i,0.016725+0.11788i,-0.024901+0.039058i,-0.021206-0.0034018i,-0.010219-0.014903i,-0.0099061-0.015963i,-0.014402-0.011413i,-0.014516-0.0019433i,-0.0088792+0.0076218i,-0.00181+0.012655i,0.0050279+0.01189i,0.0092249+0.0075121i,0.0080842+0.0045341i,0.0046196+0.0031684i,0.0017419+0.0010976i,-0.0026125-0.00030124i,-0.0064985-0.00073524i,-0.0057437-0.00049696i
-0.0042757-0.0014165i,-0.015509-0.021269i,-0.046534-0.077257i,-0.095832-0.16543i,-0.13376-0.2279i,-0.12284-0.20323i,-0.059897-0.1111i,-0.0060689-0.034121i,0.0043461-0.007755i,-0.0007602-0.0021373i,0.0035333+0.0028182i,0.01093+0.0025658i,0.0093316-0.0019573i,1.5686e-05-0.0059657i,-0.0098339-0.0090211i,-0.016572-0.008845i,-0.020795-0.0048662i,-0.020946-0.00044493i,-0.014239+0.0045315i,-0.0057706+0.0070079i,-5.1509e-05+0.006275i,0.0043258+0.0035574i,0.0033419+0.00095968i
0.0071982+0.0019316i,0.016139+0.0098229i,0.038681+0.047886i,0.069863+0.11937i,0.080348+0.17148i,0.048568+0.15151i,0.0019854+0.074089i,-0.010482+0.0070748i,0.0063108-0.019243i,0.013351-0.022787i,0.0062044-0.018194i,-0.0022338-0.010387i,-0.0045725-0.002255i,-0.0020941+0.0039624i,-0.00060297+0.007291i,0.0015383+0.0077242i,0.0048267+0.0051955i,0.0063338+0.0026037i,0.0053227-5.7723e-05i,0.00075081-0.0036851i,-0.0056107-0.003751i,-0.009114-0.00069493i,-0.0061737-0.00017868i
-0.0012043-0.0080424i,-0.017434-0.025579i,-0.051275-0.075529i,-0.092979-0.15284i,-0.10623-0.21013i,-0.066647-0.1934i,-0.014684-0.11114i,0.0041289-0.030866i,0.0031986+0.0045025i,0.0040249+0.0097573i,0.0077595+0.0082724i,0.010268+0.0042157i,0.008554-0.0022372i,0.0051819-0.0071931i,0.0027644-0.0086242i,-7.5053e-05-0.0080039i,-0.0023256-0.0060344i,-0.0029842-0.0039894i,-0.0028601-0.0019598i,-0.00096751+0.001388i,0.0049986+0.0025134i,0.011037-0.00095857i,0.0096895-0.004639i
0.0082834+0.00012264i,0.020042+0.014952i,0.046357+0.061066i,0.077578+0.14051i,0.087956+0.19883i,0.066497+0.16322i,0.030047+0.064633i,0.0078689+0.00097469i,0.0084914-0.0054326i,0.013536-0.00024855i,0.008433-0.0032162i,-0.00098385-0.0041821i,-0.0034172-0.00099589i,0.0018696+0.0015656i,0.0085133+0.0033573i,0.011647+0.0040268i,0.012687+0.0045126i,0.011659+0.0022025i,0.0069204-0.0038167i,0.0012172-0.0079776i,-0.0049838-0.0067713i,-0.0082147-0.0012251i,-0.0040091+0.0029899i
