0.0022586+0.00063179i,0.0028156-0.00080118i,0.0015656-0.0017763i,0.0012174-0.00068578i,0.0003628+0.00051098i,-0.0013648+0.00024389i,-0.0015466-0.00014175i,-0.00040298+0.00019335i,0.0010151-6.9812e-06i,0.0012572-0.00071684i,0.0008676-0.0012162i,0.00014252-0.0011497i,-0.00079746-0.00029318i,-0.00046681+7.0848e-05i,-0.00021039+0.00055369i,-0.00041668+0.00084423i,-0.00051675-0.0003569i,0.0001767-0.0010833i,0.0010181-0.00017007i,0.00025987+0.00094328i,0.00010207+0.0011356i,0.00032903+0.00077719i,0.00017469+0.00061449i
0.0064902+0.0090291i,0.0037145+0.0050364i,0.00040702+0.0028505i,-0.0018178+0.0042255i,-0.0018516+0.0052242i,-0.0021178+0.0046391i,-0.0044589+0.0036064i,-0.0073362+0.0029673i,-0.0074047+0.0024302i,-0.0040538+0.00128i,-0.00069102-0.00064401i,0.00031154-0.0011428i,0.00021818-7.8895e-06i,6.9318e-05+0.00012086i,-0.00012523-0.00060874i,-0.00085265-0.0012345i,-0.0022293-0.0019529i,-0.0033037-0.0022797i,-0.0034735-0.0024944i,-0.0039371-0.002387i,-0.0041738-0.00068249i,-0.0032686+0.0014721i,-0.0022989+0.0020038i
-0.0050898-0.004819i,-0.0034654-0.0020233i,9.3746e-05+0.00044335i,0.0038249+0.000594i,0.0061509-0.00019899i,0.0086449-0.0012282i,0.010891-0.0018989i,0.010518-0.0016873i,0.008186+0.00084824i,0.0056055+0.0030722i,0.0032114+0.002786i,0.00070385+0.0018637i,-0.00074703+0.00080788i,-0.0007025+0.00044621i,-0.00031582+0.0009302i,0.00054952+0.0013196i,0.0024752+0.0018032i,0.003539+0.0024214i,0.003083+0.0028806i,0.0035244+0.0023521i,0.0037788+0.00077185i,0.0022193-0.00071218i,7.948e-05-0.0014963i
-0.0010338+0.0099324i,-0.00058858+0.0072732i,0.00035549+0.0047918i,-0.0018883+0.003477i,-0.0041719+0.0031834i,-0.0064338+0.0022279i,-0.0081469-0.00049725i,-0.0079367-0.0028168i,-0.0067681-0.0024132i,-0.0037611-0.00084553i,-0.00071078-0.00099932i,0.00032733-0.0016131i,-0.00012106-0.00079331i,-0.00057072-4.297e-05i,-0.00083432-0.00079281i,-0.0018234-0.0017834i,-0.0034193-0.001895i,-0.0044477-0.0018131i,-0.0041841-0.0028404i,-0.0045216-0.0033342i,-0.0046447-0.0028491i,-0.0031932-0.0012064i,-0.001866+0.0013089i
0.007475-0.0095624i,0.0037874-0.0063538i,-0.0013169-0.0028882i,-0.0022749+0.00021285i,0.0019798+0.0023779i,0.0065638+0.0035801i,0.0096202+0.0043187i,0.00946+0.0047819i,0.0055523+0.0054033i,0.0024922+0.0046389i,0.00087848+0.0029192i,-0.00023975+0.0015973i,-0.0010203+0.00016864i,-0.0014522-0.00063848i,-0.0015965-0.00027792i,-0.00039372+0.00071837i,0.0012784+0.0018745i,0.002298+0.0027673i,0.0023456+0.0035754i,0.0024739+0.0035629i,0.0033395+0.0024461i,0.0031327+0.00075655i,0.0023632-0.00057004i
-0.011296+0.0095903i,-0.0087068+0.0061718i,-0.0055287+0.0015017i,-0.005236-0.00058992i,-0.0053597-0.00075233i,-0.0049056-0.0027955i,-0.0053353-0.0069653i,-0.0065547-0.0081554i,-0.0057475-0.0063286i,-0.0031233-0.0042048i,-0.00051129-0.0020085i,0.00067656-0.0010966i,0.0003863-0.0008817i,0.00056952-0.00017419i,0.00052605-0.00040744i,-0.0010816-0.00090022i,-0.0031465-0.0015706i,-0.0039058-0.0028904i,-0.0035138-0.0044629i,-0.0030751-0.0053411i,-0.0030681-0.0040302i,-0.0027682-0.0021851i,-0.0025828-0.000492i
0.012025-0.0099154i,0.0093278-0.0075107i,0.0066154-0.0040637i,0.0057246-0.00051898i,0.0055213+0.0026115i,0.0052741+0.0061036i,0.005776+0.0089311i,0.0057056+0.0085877i,0.0041821+0.0073198i,0.0025781+0.0054156i,0.00078388+0.0028865i,-0.0011764+0.00056361i,-0.00098359-0.00071397i,-0.0006145-0.00060691i,-0.00021804+0.00029538i,0.00070658+0.0018342i,0.0016606+0.0029494i,0.0023411+0.0036202i,0.0020769+0.0038057i,0.0014059+0.0035758i,0.00055395+0.0028199i,0.00057709+0.0014736i,0.001254+0.00044565i
-0.0069381+0.0023222i,-0.006053-0.00018373i,-0.0047365-0.00035288i,-0.0042541-5.7316e-05i,-0.0035783-0.0015098i,-0.0027865-0.0047242i,-0.00096731-0.0084614i,-6.0894e-05-0.010414i,0.00046738-0.0083048i,0.00047169-0.0043891i,0.00048747-0.0023042i,0.00059175-0.00063888i,0.00014089+0.00055314i,-0.00036802+0.00069281i,-9.1683e-05-0.00033602i,0.00015071-0.002629i,-0.0010463-0.0041319i,-0.0027838-0.0045133i,-0.0033589-0.0046784i,-0.0026102-0.0044402i,-0.0020744-0.0044406i,-0.0016577-0.0033615i,-0.0019415-0.0015717i
0.018813+0.0032467i,0.012553+0.0033794i,0.0055696+0.00099937i,0.00057982+0.00041915i,-0.0010271+0.0019452i,-0.0016757+0.005468i,-0.0022114+0.0086136i,-0.0018285+0.009144i,-0.0012643+0.0074971i,0.00049633+0.0048632i,0.0013077+0.0013299i,0.00097542-0.000482i,0.0015105+0.00053647i,0.0014124+0.0011035i,0.00042631+0.001429i,-3.0397e-05+0.0028807i,0.00048039+0.0042397i,0.0015118+0.0045378i,0.0019175+0.0047468i,0.0013217+0.0042467i,0.0010001+0.0033685i,0.00098462+0.0020925i,0.00089554+0.00086048i
-0.021735-0.0066144i,-0.014934-0.0062982i,-0.0055318-0.0044552i,-0.00077973-0.0037076i,0.0015183-0.0030819i,0.0044397-0.0049289i,0.0068449-0.0087613i,0.004762-0.0097205i,0.0020091-0.0068257i,0.00095366-0.0042078i,-0.00020495-0.0034054i,-0.00065045-0.0020169i,-0.0012109-0.0014045i,-0.0023823-0.0014002i,-0.0019551-0.0016398i,0.00019836-0.0032279i,4.3332e-05-0.0046212i,-0.0019276-0.0054119i,-0.0019427-0.0049543i,-0.0012928-0.0037008i,-0.00087295-0.0025315i,-0.0011867-0.0011888i,-0.0014522-0.00064928i
0.023541+0.0044212i,0.014376+0.003357i,0.0063166+0.0023907i,0.0025035+0.0013698i,-0.00021434+0.00076335i,-0.0042707+0.0025046i,-0.0070479+0.0060218i,-0.006196+0.0076318i,-0.003891+0.0062799i,-0.00049841+0.0038971i,0.0016381+0.0022736i,0.002142+0.0016852i,0.0021973+0.0018371i,0.0023617+0.0014777i,0.0012381+0.0013664i,-0.00073413+0.0029025i,-0.00075666+0.0045571i,0.00047213+0.0044409i,0.00048171+0.0040236i,0.00018788+0.0032599i,0.00041548+0.0023993i,0.00024335+0.0011225i,7.4663e-06+0.00053473i
-0.0061255-0.0083059i,-0.0007341-0.0063865i,0.00069985-0.0043059i,-0.00092184-0.0028831i,0.0020353-0.001324i,0.0079487-0.0026165i,0.010197-0.0049198i,0.0081846-0.0054744i,0.0051872-0.0039895i,0.002731-0.0022604i,0.00082825-0.0014449i,-0.0003565-0.00132i,-0.0013974-0.0014901i,-0.0016733-0.0017333i,-0.00087166-0.0018204i,0.00022731-0.0025376i,0.00041967-0.0039099i,-0.0013248-0.0047508i,-0.0019137-0.0044046i,-0.0013332-0.0032852i,-0.0013682-0.0020791i,-0.0015379-0.0007574i,-0.0014386-0.00034371i
-0.010281+0.0076059i,-0.015278+0.0079505i,-0.021871+0.0060171i,-0.018143+0.0095228i,-0.014947+0.014168i,-0.011929+0.015523i,-0.0085176+0.0092514i,-0.0068894+0.0039463i,-0.0058324+0.0028375i,-0.0043585+0.0049427i,-0.00037687+0.0066093i,0.0045691+0.0042294i,0.0057096+0.0017522i,0.0033177+0.0023525i,0.001668+0.0031134i,-8.3739e-05+0.0036281i,-0.0019968+0.0037053i,-0.0012538+0.0036189i,2.7909e-06+0.0039358i,-0.0002559+0.0037999i,-0.00055335+0.0030965i,-0.00074231+0.0017249i,-0.00087963+0.0014762i
-0.0070493-0.03163i,-0.0047354-0.019054i,-0.0037106-0.0080947i,-0.0022257-0.0042775i,-0.00048932-0.00050112i,0.0035805+0.0029881i,0.0093052+0.0022898i,0.00971-0.0013729i,0.0050293-0.0033378i,0.00093599-0.0014504i,-0.00052887-0.00065806i,-0.00058-0.0019427i,-0.00088978-0.0027006i,-0.00043483-0.0032279i,0.00061915-0.0023873i,0.0018812-0.0022811i,0.0023588-0.0038447i,0.00058954-0.0052548i,-0.00053322-0.0051807i,-0.00049715-0.0034092i,-0.00047037-0.0024018i,0.00010665-0.0015086i,0.00019647-0.00066003i
-0.0022986+0.027803i,-0.00338+0.015551i,-0.0036737+0.0069452i,-0.0032145+0.0051351i,-0.0019009+0.0030972i,-0.0020392-0.00094255i,-0.0050133-0.0034823i,-0.0081589-0.0014377i,-0.0066772+0.0018716i,-0.0015526+0.0032071i,0.0014806+0.0036972i,0.001646+0.0037615i,0.0012926+0.0028601i,0.00057507+0.0023008i,-0.00088295+0.0023841i,-0.0026595+0.0030931i,-0.0032736+0.0040615i,-0.0015156+0.0042824i,-0.00025257+0.0039658i,-0.00046989+0.0030086i,-0.00054884+0.0014188i,-0.00055905-0.00040982i,-0.0012785-0.0011981i
0.015745-0.028053i,0.011477-0.016268i,0.0029748-0.0076791i,-0.00035009-0.0044352i,-0.0012181-0.00067911i,4.6703e-05+0.004028i,0.0048527+0.0053091i,0.0085104+0.0023825i,0.0065379-0.00079413i,0.0020633-0.0024924i,2.1743e-06-0.0031179i,-0.00054501-0.0034028i,-0.0002053-0.0033183i,0.00075211-0.0033265i,0.0012707-0.0031922i,0.0019383-0.0028531i,0.0027339-0.0034327i,0.002112-0.0043454i,-0.00015236-0.004869i,-0.001048-0.0046715i,-0.00036458-0.0029221i,-3.4734e-05-0.0011674i,0.00028159-0.00033459i
-0.02755+0.024592i,-0.019694+0.015123i,-0.011139+0.0076684i,-0.0082998+0.0058545i,-0.0055769+0.0035903i,-0.0022999-0.00048278i,-0.0035233-0.003897i,-0.0073864-0.0036276i,-0.0072554+0.00091119i,-0.0032082+0.0059479i,-0.00016729+0.0063016i,0.00069813+0.0044368i,0.00020745+0.0031952i,-0.00047502+0.0025104i,-0.0020375+0.0028478i,-0.0041178+0.0037165i,-0.0046268+0.0041094i,-0.003258+0.0043612i,-0.0020827+0.0040337i,-0.0011504+0.0023723i,-6.4598e-05+0.00022835i,0.0001828-0.001882i,-0.00034427-0.0026541i
0.03608-0.012114i,0.023879-0.0047985i,0.010498-0.0010342i,0.0058585+0.00051537i,0.0042582+0.0020686i,0.0030424+0.0034631i,0.0039015+0.0047553i,0.0059862+0.0045779i,0.0071823+0.0016146i,0.0049116-0.0023052i,0.0019589-0.0052189i,0.00062759-0.0056474i,0.00034391-0.0041463i,0.00081903-0.0022725i,0.0020605-0.0010282i,0.0039205-0.00082675i,0.0043161-0.0016177i,0.0026287-0.0039174i,0.00097856-0.0043851i,-0.00042262-0.002712i,-0.0014015-0.00063069i,-0.0017013+0.00093817i,-0.00086389+0.0011549i
-0.045678+0.0045628i,-0.030582-0.0014656i,-0.014247-0.0029086i,-0.0080381-0.0022902i,-0.0042231-0.00088537i,-0.00074341-0.0011304i,-0.00039739-0.004993i,-0.0030864-0.0073797i,-0.0058328-0.0021357i,-0.0048274+0.0051208i,-0.0022606+0.0066005i,-0.0017174+0.0048074i,-0.0015011+0.0037627i,-0.0018663+0.0031437i,-0.0035833+0.0015224i,-0.0051184+0.0011466i,-0.0052786+0.0026453i,-0.00402+0.00368i,-0.0021997+0.0026919i,-0.00037247+0.0010387i,0.00059258+0.00018858i,0.00019815-0.0013768i,-0.00061995-0.0022955i
0.044704+0.0039432i,0.027856+0.0071261i,0.010242+0.0068505i,0.0045189+0.0070389i,0.0029244+0.0060429i,0.0022968+0.0046442i,0.0021942+0.0056532i,0.0032056+0.0072634i,0.0048461+0.0056407i,0.0058232+0.00017263i,0.0056828-0.0045103i,0.0038494-0.0053063i,0.0022612-0.0036779i,0.0026969-0.0015858i,0.0040142+5.7858e-05i,0.0051485+0.00049201i,0.0047531-0.0006925i,0.0027939-0.0026742i,0.001266-0.0035348i,-0.00037063-0.0027553i,-0.0017494-0.0013523i,-0.0017733+0.0005825i,-0.0014844+0.0015247i
-0.041-0.025425i,-0.027227-0.019168i,-0.014208-0.0089438i,-0.0075261-0.0028409i,-0.0025688+0.00063341i,0.00090989+0.00068691i,0.0015636-0.004239i,-0.00074385-0.0085887i,-0.0049296-0.0062457i,-0.0071882+0.00044487i,-0.0052714+0.0049771i,-0.0032421+0.0049443i,-0.0025834+0.0036941i,-0.0025009+0.0016981i,-0.0037678-0.0010817i,-0.0051319-0.0018992i,-0.0049603-0.00074325i,-0.0031289+0.0016076i,-0.0012673+0.0022033i,-0.00034408+0.001182i,0.0011302+0.00051103i,0.0024699-0.00090295i,0.0020424-0.0018628i
0.036625+0.040445i,0.02212+0.029549i,0.0083689+0.013896i,0.0040648+0.0074356i,0.0025147+0.0059025i,0.00067973+0.004906i,0.00041959+0.0055624i,0.001327+0.0082921i,0.0041279+0.007991i,0.0075496+0.0033987i,0.0079971-0.0013331i,0.0052347-0.0025933i,0.0023491-0.0019286i,0.0014954-0.00082518i,0.0032191+0.0014306i,0.0046476+0.0031304i,0.0041392+0.0019838i,0.0022645-0.0005899i,0.00096642-0.0019192i,-0.00018695-0.0023582i,-0.0020549-0.0015599i,-0.0022661+0.00062714i,-0.0016274+0.0019038i
-0.031657-0.053915i,-0.020434-0.03594i,-0.010306-0.013399i,-0.0066895-0.0029996i,-0.003497+0.00075709i,0.002392+0.00093823i,0.0053483-0.0040724i,0.0028832-0.0087895i,-0.0019578-0.0087142i,-0.0059383-0.0041046i,-0.0064027+0.00057927i,-0.0043514+0.0023053i,-0.002407+0.0017771i,-0.0011677-0.00017515i,-0.002099-0.0028436i,-0.0048115-0.0039055i,-0.0053147-0.0020003i,-0.0032927-4.28e-05i,-0.0021954+0.00038728i,-0.00049571+0.0012391i,0.0022688+0.0016251i,0.0030132-0.00031311i,0.0021895-0.0012447i
0.016183+0.052103i,0.0050909+0.033798i,-0.00033231+0.012469i,-0.0010422+0.0046703i,-0.0013705+0.0021801i,-0.0023443+0.0012827i,-0.0039948+0.0034947i,-0.0039328+0.0070581i,-0.00077887+0.0089178i,0.0041548+0.0069408i,0.0066751+0.002713i,0.0053442-0.00010986i,0.0028087-0.00085839i,0.0012794+0.00041554i,0.0017366+0.0026686i,0.0034252+0.0039497i,0.0031329+0.002839i,0.00091441+0.00090072i,-0.00031236-7.8553e-05i,-0.00099476-0.0010909i,-0.0023566-0.0016923i,-0.0034774-0.00055528i,-0.0024726+0.00090666i
0.0057359-0.062113i,0.0084315-0.043629i,0.0030804-0.017575i,-0.0011353-0.0042321i,-0.00093366+0.0010637i,0.0024273+0.0030434i,0.0070197+0.0003713i,0.0078837-0.0050432i,0.0044287-0.0082653i,-0.00022745-0.0065416i,-0.0030028-0.0033155i,-0.0023536-0.00083449i,-0.00011412+0.00035695i,0.000217+3.394e-05i,-0.00086665-0.0020035i,-0.0021895-0.0041075i,-0.0021196-0.0032751i,-0.0012211-0.0013033i,-0.00074887-0.00030262i,-0.00026955+0.00034424i,0.00064518+0.00096413i,0.0023104+0.0008565i,0.0023453+0.0001934i
-0.018186+0.062351i,-0.015756+0.040707i,-0.007108+0.017126i,-0.00117+0.007464i,0.0018056+0.0029246i,0.00025251-0.001393i,-0.0049118-0.00041996i,-0.0086693+0.0039584i,-0.0074221+0.0079732i,-0.001735+0.0092345i,0.0031841+0.0059939i,0.0030169+0.0023247i,0.00071805+0.00085529i,-0.00067338+0.00041987i,-0.0012113+0.0012008i,-4.7358e-05+0.0023377i,0.0016617+0.0020278i,0.0013123+0.00070685i,0.00013625+6.5618e-05i,-0.00096064-0.00036617i,-0.0020935-0.00090478i,-0.0030979-0.00071602i,-0.0029117-0.00017004i
0.040862-0.052472i,0.02972-0.032483i,0.0083779-0.014394i,-0.0038412-0.0052967i,-0.0049423+0.00068714i,0.00040783+0.0041545i,0.0064108+0.0038368i,0.0089016-0.00010339i,0.0073159-0.0030737i,0.0039757-0.0034173i,0.0013117-0.0025757i,0.00050293-0.0010602i,0.00041067+0.00031794i,0.00028676+0.00035736i,0.00063712-0.0013121i,0.00068177-0.0028718i,-0.00089115-0.0019769i,-0.0014598-0.00027066i,-0.00059022+0.0002022i,-0.00037004-0.00018325i,-2.799e-05-3.0856e-05i,0.00073717+0.00047885i,0.00051015-0.00025379i
-0.062706+0.042147i,-0.044486+0.025833i,-0.016318+0.01365i,-0.0024307+0.0084528i,0.0020644+0.0047213i,0.0027028+0.00017806i,-0.001116-0.0039287i,-0.0064548-0.003865i,-0.0083774+0.00065225i,-0.0053171+0.0038996i,-0.00089492+0.0030677i,0.00095346+0.00073032i,0.0010602-0.0016391i,0.00021201-0.0028447i,-0.0005732-0.00076736i,-0.00046772+0.0021244i,0.00046973+0.0014598i,0.00022673-0.0010447i,-0.0013823-0.0013556i,-0.0019855-0.00056666i,-0.0022595-0.0003271i,-0.003011-0.00038946i,-0.0028416-0.00074267i
0.080387-0.030066i,0.053599-0.01731i,0.019692-0.0086224i,0.0028071-0.0053782i,-0.002049-0.0033553i,-0.001764+0.00066019i,0.0022771+0.0041519i,0.0066987+0.0041397i,0.0081821+0.0027638i,0.0066582+0.00041366i,0.0036871-0.00081851i,0.00047772+0.00058259i,-0.00082061+0.0023397i,-0.00052434+0.0030986i,0.00029303+0.001873i,-9.6632e-05+0.00013911i,-0.0016272+4.5736e-05i,-0.0010556+0.0007576i,0.0010984+0.00020864i,0.0024059-0.00020653i,0.002561+0.00030426i,0.0017246+0.0010077i,4.4825e-05-0.00015352i
-0.083471+0.010172i,-0.056427+0.0034916i,-0.025054+0.0044906i,-0.0091802+0.0071489i,-0.0020268+0.0081162i,0.0035575+0.0035496i,0.0028138-0.0044038i,-0.002838-0.0071428i,-0.0064277-0.0041238i,-0.0055158-0.00084318i,-0.0017945-0.00056258i,0.00053617-0.0026785i,0.00051825-0.0042286i,-0.00013098-0.0039972i,-0.0011356-0.0017649i,-0.00091887+0.00095186i,0.00043175+0.0021116i,0.00031489+0.00085715i,-0.0015679-0.0011014i,-0.0024739-0.0017417i,-0.0023454-0.0018176i,-0.0026271-0.0018653i,-0.0017897-0.0012425i
0.086016+0.012099i,0.053625+0.011463i,0.020016+0.0021416i,0.005311-0.0023759i,-0.0011873-0.0018937i,-0.0054328+0.0016671i,-0.0038703+0.0056037i,0.00048611+0.0073235i,0.002781+0.006696i,0.0032035+0.0048776i,0.0027322+0.0038868i,0.0014656+0.0036925i,0.00017531+0.0044553i,-0.0010293+0.0049124i,-0.00071402+0.0036175i,-0.00094833+0.00090951i,-0.00223-0.00076509i,-0.001942-0.00063036i,-0.00075718-0.00067196i,0.00075202+0.00012003i,0.0013765+0.0017176i,0.0008843+0.0018942i,0.00032053+0.00087529i
-0.08452-0.04359i,-0.055121-0.029741i,-0.029105-0.0093878i,-0.017046+0.002456i,-0.0087452+0.0082505i,0.0011708+0.0065816i,0.0062352-0.0005869i,0.0027059-0.005395i,-0.0020203-0.005569i,-0.0017464-0.0039789i,0.0006331-0.0031151i,0.0022113-0.0036121i,0.0030594-0.0040566i,0.0028782-0.0031316i,0.0022345-0.0016465i,0.00093429-0.00030113i,0.00020416+0.0012741i,0.000169+0.0012241i,-0.00074175-0.0004237i,-0.0020015-0.0019375i,-0.0023849-0.0030377i,-0.0022531-0.0024351i,-0.0016063-0.00072117i
0.063937+0.072618i,0.039964+0.049204i,0.020413+0.020337i,0.01194+0.0058647i,0.0072379+0.00056162i,0.0014862-0.00038147i,-0.0018653+0.0013559i,-0.0010659+0.0039653i,0.00060868+0.0058428i,0.0010412+0.0058525i,0.00062079+0.0043039i,-0.0010968+0.0032227i,-0.0033555+0.003179i,-0.0044985+0.0024614i,-0.0041034+0.0020271i,-0.0021758+0.00060577i,-0.00061008-0.0014245i,-0.00035027-0.001154i,0.00024786+0.00040223i,0.00073302+0.0016873i,0.0016638+0.0017806i,0.0018441+0.00097937i,0.00072937-0.00036365i
-0.048711-0.10324i,-0.032548-0.068332i,-0.021017-0.029147i,-0.0159-0.0088841i,-0.01257-0.0010419i,-0.0055829+0.0018821i,0.001409+0.00068807i,0.0019183-0.0031435i,-7.8378e-05-0.0043518i,0.00079703-0.002227i,0.0025759-0.0007566i,0.00366-0.00075991i,0.0043752-0.0013372i,0.0046086-0.0014189i,0.0036498-0.0011175i,0.0023438+0.00020641i,0.0012192+0.0022076i,9.505e-05+0.0026056i,-0.00017316+0.00095392i,-0.00030097-0.0016191i,-0.00062329-0.0030298i,-0.001069-0.0026043i,-0.0013304-0.0012306i
0.021087+0.11351i,0.01435+0.072673i,0.0095354+0.031844i,0.0067394+0.01373i,0.0073619+0.0060427i,0.0046661+0.00028803i,0.00029597-0.0011277i,-0.0018027+0.0016111i,-0.0015848+0.0042168i,-0.00058718+0.0040864i,-0.00051344+0.0027725i,-0.0014016+0.0024864i,-0.0028557+0.0026255i,-0.004818+0.0010788i,-0.0052706-0.0011327i,-0.0035711-0.0024998i,-0.0018949-0.0028817i,-0.00083595-0.0015674i,5.4852e-05-0.00023879i,-0.00051152+0.00032398i,-0.0012087+0.0012121i,-0.00099976+0.0014147i,-0.0014153+0.00089871i
0.017763-0.12306i,0.0074446-0.077857i,-0.0036915-0.035174i,-0.0072448-0.014967i,-0.0072325-0.0068675i,-0.0030224-0.0020906i,0.0017292-0.00050498i,0.0024989-0.0016307i,0.0012583-0.0022057i,0.0015464-0.0012519i,0.0028016+0.00017652i,0.0038196-9.1841e-05i,0.005173-0.001029i,0.0057995+0.00037312i,0.0042134+0.0014957i,0.0016715+0.0018482i,-0.00067098+0.0025203i,-0.0021715+0.0023081i,-0.0017353+0.0012409i,0.00036042-2.2125e-05i,0.00099113-0.0013247i,0.00010716-0.0013766i,-0.00047584-0.000258i
-0.060519+0.11314i,-0.036722+0.072423i,-0.01498+0.036919i,-0.0061629+0.02119i,-0.00083734+0.014671i,0.0012638+0.007324i,-0.00057561+0.0012859i,-0.0023968+0.001292i,-0.0021584+0.0035278i,-0.0010408+0.0036075i,-0.00045898+0.0020832i,-0.0012814+0.00062751i,-0.0026802-0.00017973i,-0.0032711-0.00077821i,-0.0032354-0.0013438i,-0.0021138-0.0022377i,-0.00065051-0.003011i,0.00056402-0.0023982i,0.0005634-0.0017601i,-0.0013111-0.0014797i,-0.0024814-0.0009546i,-0.0020097-0.001587i,-0.0015842-0.0022339i
0.097954-0.095432i,0.054259-0.06278i,0.01773-0.034786i,0.005235-0.020193i,0.0019788-0.012106i,0.0029868-0.0053682i,0.0063255-0.0026548i,0.0058254-0.0037671i,0.0026185-0.0035234i,0.00080507-0.002026i,0.0017203-0.00074393i,0.0024274-0.00019571i,0.003364-0.00042521i,0.0045996+0.00049896i,0.0041312+0.0016917i,0.002559+0.0017965i,0.00014404+0.0011433i,-0.0015668+0.00029893i,-0.0017342+7.7819e-05i,-8.4285e-05+0.00093144i,0.0015698+0.00059616i,0.00083293+0.00025657i,-0.00032072+0.0010832i
-0.13021+0.050041i,-0.077594+0.03611i,-0.034654+0.023798i,-0.018262+0.01753i,-0.012253+0.013559i,-0.0075827+0.0082904i,-0.0035193+0.0031229i,-0.0021169+0.0011863i,-0.0025904+0.0028109i,-0.0017662+0.0042109i,2.899e-05+0.0024978i,0.00054131+0.00029001i,-0.00066989+0.00020894i,-0.001455-0.00023757i,-0.0021-0.0017372i,-0.0026783-0.0021754i,-0.00078558-0.0014468i,0.0023848-0.00024364i,0.0034152-0.00073371i,0.00087477-0.002236i,-0.0015413-0.0025448i,-0.0019193-0.0024687i,-0.0013393-0.0021315i
0.14688-0.0097779i,0.087429-0.012991i,0.037079-0.013984i,0.018473-0.010991i,0.013854-0.0062464i,0.012428-0.00016069i,0.010559+0.001922i,0.0072984-0.00050838i,0.0048779-0.0028394i,0.0032864-0.0038705i,0.0021156-0.0030735i,0.001389-0.00091356i,0.0015762+0.00066813i,0.0021414+0.00087343i,0.0024382+0.0016305i,0.0022062+0.0017518i,0.0002373+0.00019187i,-0.0026039-0.0010548i,-0.0028067-0.00098695i,-0.00054895+0.00062411i,0.00070292+0.0010225i,-0.00017035+0.0010982i,-0.001062+0.0016497i
-0.14631-0.050824i,-0.090229-0.021163i,-0.045637+0.00034883i,-0.026744+0.0058771i,-0.018716+0.005007i,-0.012306-4.7028e-05i,-0.0072946-0.003798i,-0.0057427-0.0026779i,-0.0056547+0.0014024i,-0.0043733+0.0045003i,-0.0022223+0.0050517i,-0.00076556+0.0025797i,-0.0010895-0.00023033i,-0.0012084-0.00091361i,-0.0015458-0.0014452i,-0.0022617-0.0020148i,-0.0016188-0.0009935i,0.00059871+0.00087412i,0.0017077+8.402e-05i,0.00066532-0.0025761i,-0.0010973-0.0040302i,-0.001606-0.0039903i,-0.00069847-0.0025119i
0.12652+0.10056i,0.079544+0.051271i,0.041194+0.016418i,0.025668+0.0058418i,0.020783+0.004798i,0.016361+0.0076732i,0.011834+0.0076225i,0.0076646+0.003942i,0.0060089+0.00072411i,0.006269-0.0013808i,0.0044488-0.0032703i,0.0021331-0.0027104i,0.0019112-0.00070067i,0.0017378+0.00049154i,0.00069493+0.0014673i,0.00036624+0.0023918i,-0.00025131+0.0012248i,-0.0019782-0.0014672i,-0.0025886-0.0018287i,-0.0017501+0.00030768i,-0.0010695+0.0017332i,-0.0019584+0.0017129i,-0.0030008+0.0017522i
-0.086532-0.14194i,-0.060051-0.07634i,-0.038917-0.027622i,-0.026925-0.010705i,-0.017573-0.0080286i,-0.0076532-0.011398i,-0.0025935-0.012098i,-0.002512-0.0080126i,-0.0049813-0.0026136i,-0.0059151+0.0011062i,-0.0030396+0.003092i,-0.00059911+0.0032788i,-0.00077505+0.0011069i,-0.0014341-0.00025829i,-0.0017009-0.00027517i,-0.0018112-0.00090168i,-0.0010603-0.00029726i,-0.00063759+0.0017464i,-0.001053+0.0017616i,-0.00047554-0.00099211i,0.00016027-0.0029279i,8.6389e-05-0.0028553i,0.00051556-0.0023481i
0.034759+0.16892i,0.029245+0.093043i,0.022972+0.038319i,0.017547+0.022327i,0.012915+0.017813i,0.006775+0.016902i,0.0035033+0.01515i,0.0031025+0.0098513i,0.0042535+0.0053803i,0.0066484+0.0024349i,0.0053982-0.0006725i,0.0020894-0.0024496i,0.00017843-0.0011373i,-0.00049046+7.5008e-05i,1.9034e-05+0.0015712i,0.00075914+0.0028607i,0.00050379+0.0010773i,9.5579e-05-0.0019045i,-0.00041612-0.0027416i,-0.00070444-0.00095005i,-0.00042245+0.0012727i,-0.0011939+0.0018568i,-0.0017172+0.00090308i
0.033454-0.17486i,0.0066048-0.10033i,-0.012188-0.04535i,-0.01454-0.025018i,-0.0080665-0.017018i,0.0017712-0.014648i,0.006601-0.014138i,0.0040219-0.010826i,-0.0010381-0.0060993i,-0.0041996-0.0026581i,-0.0040366-0.00011919i,-0.0024469+0.0012063i,-0.0016162+0.00083217i,-0.0019524+3.9926e-05i,-0.0021759-0.00055963i,-0.0025622-0.0011478i,-0.0035178-0.00093187i,-0.0033962+0.00074989i,-0.0023138+0.0016156i,-0.0012793+0.00059415i,-0.0004198-0.001537i,0.00074778-0.0028044i,0.00084894-0.0020821i
