0.0022586+0.00063179i,0.0028156-0.00080118i,0.0015656-0.0017763i,0.0012174-0.00068578i,0.0003628+0.00051098i,-0.0013648+0.00024389i,-0.0015466-0.00014175i,-0.00040298+0.00019335i,0.0010151-6.9812e-06i,0.0012572-0.00071684i,0.0008676-0.0012162i,0.00014252-0.0011497i,-0.00079746-0.00029318i,-0.00046681+7.0848e-05i,-0.00021039+0.00055369i,-0.00041668+0.00084423i,-0.00051675-0.0003569i,0.0001767-0.0010833i,0.0010181-0.00017007i,0.00025987+0.00094328i,0.00010207+0.0011356i,0.00032903+0.00077719i,0.00017469+0.00061449i
-0.0029398+0.0024425i,-0.001038+0.003091i,8.0056e-05+0.0021947i,0.0011139+0.00092327i,0.0022396+0.00032571i,0.0024323-0.00015694i,0.0010534+3.6445e-05i,-4.2307e-06+0.00070587i,-0.00026928+0.0011141i,-0.0006141+0.00087332i,-0.00060673+1.1497e-05i,4.4953e-05-0.00043948i,0.00017993-0.001159i,-0.00051102-0.0011515i,-0.0010988-0.00065871i,-0.00091491-0.00027126i,-0.00021724+0.00039553i,-0.00048573+0.0011611i,-0.00063097+0.0019066i,-0.00039158+0.0022892i,-0.00095926+0.0014808i,-0.0018326+0.00037894i,-0.0021928+0.00039467i
-0.00098703-0.00054924i,-0.0029342+0.00016539i,-0.0028269+0.0017737i,-0.0015589+0.0024884i,-0.00094644+0.0016671i,0.00050757+0.00085293i,0.0024991-0.0007954i,0.0017655-0.0021385i,0.00033447-0.00025222i,0.00065405+0.0023733i,0.0016861+0.0024898i,0.0017334+0.0016382i,0.0011904+0.0010428i,0.00098206+0.0011241i,0.0012733+0.0011456i,0.0011639+0.00044566i,0.0006694+0.0003805i,0.00037429-0.00024571i,0.00018239-0.00077008i,0.00023448-0.00068141i,0.00039069-0.00080169i,0.0010122-0.00063418i,0.0007338+9.4658e-05i
-0.0026259+0.00032897i,-0.0014156+0.00038717i,-0.0018172+0.00048486i,-0.00057676+0.0012766i,0.0013329+0.0017205i,0.0015552+0.00072183i,-9.5064e-05-0.00070629i,-0.0016141-0.00051552i,-0.00094911+6.7163e-05i,0.00022072+0.00036808i,0.00024961-0.00056674i,-0.00030869-0.0014171i,-0.00024712-0.00088463i,-0.00017855-0.00069276i,-0.00034112-0.00023762i,-0.0003345+0.001018i,-0.00074897+0.0011328i,-0.0010721+0.00022814i,-0.00080717+9.9733e-05i,-0.00077011+0.00022628i,-0.0012001-0.00018627i,-0.0018349+0.0001941i,-0.0018735-5.7788e-05i
0.0042085-0.00074336i,0.0020934-0.0020402i,-0.0001106-0.0019099i,-0.0015674-0.00052895i,-0.0016939-0.00028505i,-0.00077992+0.0001296i,0.0010589+0.00014798i,0.0020561-0.00035288i,0.0009484+0.00049726i,0.00014962+0.001791i,-5.6414e-05+0.0013457i,-1.7841e-05+1.3337e-05i,-4.7598e-05-0.00030938i,0.00026829+0.0012958i,0.00015725+0.0017023i,-0.00046924+0.00033151i,4.654e-05-0.00025722i,0.00092049-0.00051389i,0.00080304-0.00072937i,0.00064647-0.00091142i,0.00098941-0.00050137i,0.00062789+0.0003411i,0.00053929+0.0010268i
0.001126+0.00074574i,0.0010235+0.0010894i,0.00068914+0.0012968i,0.00084879+0.00092661i,0.0021204+0.001355i,0.002042+0.00031869i,0.00043515-0.0016242i,-0.00089911-0.001157i,-4.7503e-05-9.7566e-06i,0.0018775+0.00028048i,0.0027499-6.8021e-05i,0.0013695-0.00078448i,-0.00045638-0.0010539i,-0.00043723-0.0010948i,0.00026409-0.00079144i,-0.0003537+5.6835e-05i,-0.00062221+0.00037831i,-0.00095092+0.00015123i,-0.0013025+0.00056749i,-0.0010378+0.00065028i,-0.0010928-0.00020779i,-0.0012115-0.0015562i,-0.0005611-0.0013758i
0.0030778+0.0010599i,0.0028907-0.00059384i,0.00018562-0.0010465i,-0.0023915-0.00078201i,-0.0018519-0.00057105i,0.00048841+0.00032521i,0.0017657+0.0011237i,0.0017511+8.0203e-05i,0.00060453-0.00016721i,-0.0007873+0.00061413i,-0.00069317+0.0011381i,-0.00022767+0.00020185i,6.5766e-05-0.00023742i,-4.901e-05+0.00076564i,-0.00025599+0.00085651i,0.00021679-0.00015866i,0.0011245-0.00095427i,0.0015759-0.00084906i,0.0012638-0.00057381i,0.00080283-0.00041552i,9.9271e-05-0.00042804i,-0.00038059-7.4167e-08i,-0.00025346+0.0003461i
-0.0056985+0.00090987i,-0.0039796+0.0023044i,-0.0014952+0.0040564i,0.00084633+0.0047369i,0.0028959+0.0040847i,0.0035715+0.001068i,0.0021711-0.0022597i,0.00018279-0.0026546i,0.00069811-1.3381e-05i,0.0022313+0.0016388i,0.0023245+0.00069168i,0.0012505+0.00050563i,0.0011266+0.00067205i,0.0015904-0.00047662i,0.0015461-0.0011605i,0.00082135+0.00022556i,-0.00049143+0.00088427i,-0.0016341+0.00047874i,-0.0019319+0.00041056i,-0.0013533+0.00042738i,-0.0007755+0.00011025i,-0.00019046-0.00081347i,-9.2728e-05-0.00076152i
-0.0014165+0.0035152i,6.0073e-05+0.0018203i,-0.00025466+0.002677i,-0.00075714+0.0031656i,-0.00021486+0.0018441i,0.00059945+0.00022513i,0.00096953+0.00047624i,0.0007626+0.00083563i,0.00070137+9.1541e-05i,0.00095087-8.7045e-05i,0.0007534+0.00031078i,0.00058905-0.00010416i,0.00017321-0.00016745i,-0.00042533-0.00016866i,-0.00049538+9.2641e-05i,-6.2366e-05+9.6098e-05i,0.00015722-0.00073262i,0.00030232-0.00079439i,-8.2694e-05-8.6663e-05i,-0.00058664-0.00024561i,-0.00048371-0.00091643i,-0.00035606-0.00056114i,-0.00017349+0.00017679i
-0.00099552+0.00016479i,-0.0016754+0.0016695i,-0.0013943+0.0018205i,-0.00070288+0.0014955i,7.6516e-05+0.0010753i,0.0020878+0.00076456i,0.0029966-7.6716e-05i,0.00072348-0.00096155i,-0.00097027+0.0002101i,1.1378e-05+0.001768i,0.00076886+0.0010223i,0.0004069+0.00066903i,2.1085e-05+0.0010774i,0.00067655+0.00049711i,0.0007701+0.00033918i,-0.00026141+0.00074229i,-0.0012396+0.00080029i,-0.0015042+0.00056764i,-0.0014371+0.00083799i,-0.0012324+0.00024084i,-0.0004145-0.00093755i,-0.00014045-0.00065843i,-0.0007854-4.8621e-05i
0.0011084-0.00033128i,0.0010258-0.00073355i,-0.00023254-0.00052725i,0.00015047+0.00024939i,0.0007924-0.00021622i,0.0002296-0.00052839i,-0.00042767+0.00046675i,1.1896e-05+0.00099863i,0.00099529+0.00055679i,0.0015164-6.3973e-05i,0.0010307-6.0292e-05i,0.00057556+0.00011174i,0.00015504+0.00054252i,-0.00058759+0.00037868i,-0.00074056-0.00042983i,0.00017842-0.00059611i,0.00088105-0.00092576i,0.0012453-0.00063617i,0.0011669+2.2509e-06i,0.00098233-0.00075934i,0.00099216-0.00092177i,0.00012125-0.00017321i,-0.00030238-0.00024743i
0.0026968+0.00053332i,0.0019983-0.00034333i,0.0012184-0.00089135i,5.8774e-05+0.00058399i,-0.00064571+0.0021874i,0.0011458+0.0017592i,0.00302+0.00098009i,0.0014436-0.00053068i,-0.00089499-0.0006382i,-0.00063733+0.0011255i,0.00034353+0.0010338i,6.4805e-05+0.00023745i,-0.00027981-9.287e-05i,0.00022525+0.00012262i,0.00080441+0.00032238i,4.5525e-05+0.00043766i,-0.0016324+0.00034255i,-0.0022401+2.4008e-05i,-0.0020837+0.00019272i,-0.0025976+0.00028265i,-0.0023723+0.00039357i,-0.0017989+0.00064972i,-0.0017006+0.00034362i
-0.0026029-0.00019272i,-0.0026213+0.00025019i,-0.0028644+0.0010113i,-0.0025452+0.0022034i,-0.00048258+0.0025643i,0.00099361+0.00082058i,-0.00016793-0.00099456i,-0.00051479+0.00016734i,0.0010425+0.0018054i,0.0025533+0.0018896i,0.0030357+0.00075816i,0.0021045-0.00047391i,0.00016638-0.00048604i,-0.00058764-0.00066119i,0.00040632-0.00010481i,0.0013309+0.00062799i,0.0010673+0.00060974i,0.00082946+0.00078995i,0.00060212+0.00057487i,0.0010806-0.00024418i,0.0010372-0.00065488i,0.00052108-2.2302e-05i,0.00025842+0.00039193i
0.0013576-0.0012056i,-9.8534e-05-0.00072538i,-0.0010852+1.629e-05i,-0.001463+0.00043337i,-2.5856e-05+0.00064845i,0.0018459+0.0011229i,0.0026396+0.00098644i,0.0025299-0.00056111i,9.1655e-05-0.0014973i,-0.001845-0.0011847i,-0.0012087-0.00099291i,9.1819e-05-0.0012929i,0.0008788-0.00055408i,0.00076034+0.00070608i,0.00023533+0.00088793i,-0.0010667+0.00014518i,-0.0020496-0.00046396i,-0.0014984-0.00026827i,-0.0013138+0.0002126i,-0.001971+0.00062338i,-0.0018655+0.00093771i,-0.0012582-0.00011411i,-0.00050132-0.0014863i
-0.001643-0.0029157i,-0.0011957-0.00078141i,-0.0024924+0.00042353i,-0.0038771+0.0014364i,-0.0020905+0.0023672i,0.00083132-0.00024502i,0.0010908-0.0032689i,-0.00045502-0.0012191i,-0.0005869+0.0026315i,0.00071738+0.0034042i,0.0013543+0.0018669i,0.0011859+0.0010155i,0.00049869+0.0012303i,-0.00023504+0.00041802i,-2.4167e-05-8.7112e-05i,-8.6804e-05+0.00082718i,0.00021074+0.0014624i,0.0013804+0.0012049i,0.0016609+0.00039933i,0.0014757-0.00023202i,0.00096392-0.00046094i,0.00096848-0.0012268i,0.0013145-0.0006716i
0.0028728+0.0026237i,0.0027211-0.00097941i,0.0029314-0.00046683i,0.002795+0.000526i,0.002549-0.00029373i,0.001788-0.00034577i,0.0015884+0.00059656i,0.002255-0.00010901i,0.0025151-0.00081119i,0.0017214-0.00040933i,0.0011868-0.00061558i,0.0010441-0.0015122i,0.0010842-0.0019098i,0.0011502-0.0014911i,0.00038925-0.001888i,-0.00073235-0.0028841i,-0.0013516-0.0024343i,-0.0014346-0.0020648i,-0.0016231-0.0017942i,-0.002436-0.00088455i,-0.0024893-8.1281e-05i,-0.0011121-0.00049065i,-0.00044885-0.0011751i
0.0024623+0.0028561i,0.0023728+0.0023239i,0.0015352+0.0010907i,0.00052405+0.00065537i,0.00048179+0.00052661i,0.0016425-0.00092339i,0.0014292-0.0027823i,-0.00089072-0.0023993i,-0.0018262+0.0010704i,-0.00036154+0.0021207i,0.00094753+0.0010864i,0.00062163+0.0012125i,-0.00030664+0.0010934i,-0.00055517+0.00056538i,-0.00022735+0.0007053i,0.00022758+0.0013296i,0.00020117+0.0022922i,0.00020262+0.0023437i,0.001078+0.0017388i,0.0011603+0.0015163i,0.00078893+0.00045432i,0.00038091-9.862e-05i,-0.00060481+0.00077651i
0.00010104+0.0008708i,0.00077817+0.00036821i,0.0010099+0.00098307i,0.0021367+0.001275i,0.0020794+0.00012861i,-0.00014606-0.00027726i,-0.00060356+0.00089612i,0.0016814+0.0010301i,0.0036675-0.0003546i,0.0037184-0.0012025i,0.0021038-0.001081i,0.00078193-0.000752i,0.00060646+0.00010663i,0.00086486+0.00092642i,0.00062433+0.00031847i,0.00022103-0.0012528i,0.00021017-0.0022419i,0.00035839-0.0022125i,0.00041411-0.0027635i,-0.0001178-0.003164i,-0.00060893-0.0025517i,-0.00078344-0.0018977i,-0.00089007-0.0016924i
0.00080705+0.00051782i,-0.00029449+0.00089876i,-0.00095347+0.0012405i,-0.00061978+0.001147i,0.00041232+0.00050206i,0.0028504-0.00069975i,0.0037041-0.001889i,0.00040888-0.0027806i,-0.0026253-0.0010337i,-0.0019337+0.0009715i,-0.00031261+0.0010079i,-0.0010464+0.00019342i,-0.0018669+0.000214i,-0.0012009+0.00065402i,-9.3268e-05+0.00064735i,0.00017002+0.00062648i,-0.0004055+0.00099039i,-0.00083355+0.0015112i,-0.00069296+0.0020921i,-0.00038376+0.0018213i,-0.000586+0.001288i,-0.00027811+0.00052221i,0.00034479+0.0004358i
-0.0018612-0.00038905i,-0.0008248+0.00086311i,-0.00092567+0.0012336i,-0.00045979+0.001473i,0.0009351+0.0019738i,0.0003223+0.0020132i,-0.00069959+0.0022074i,-0.00017386+0.0030701i,0.0013153+0.002692i,0.002516+0.0014349i,0.0018816+0.00092063i,0.00082853+0.00075521i,0.0011932+0.00024864i,0.0016562+0.00019051i,0.00088118-3.1438e-05i,0.00036193-0.00070493i,0.00061544-0.0015278i,0.00048064-0.0020971i,0.00037886-0.0017274i,-0.00018049-0.0010843i,-0.00090725-0.0010576i,-0.00082603-0.00092439i,-0.00063663-0.00030866i
0.0053821-0.0012956i,0.0033335-0.002066i,0.00083146-0.001546i,3.4794e-05-0.00073175i,6.8983e-05+0.00011772i,0.0017152+0.0006003i,0.0029246-0.00059624i,0.0016003-0.0017944i,-0.0014985-0.0016163i,-0.0022824-0.00082364i,-0.0010619-0.00060187i,-0.00021188-0.0015065i,-0.00057473-0.0010785i,-0.0010025+4.2243e-05i,-0.0009596+0.00076184i,-0.0011378+0.0011272i,-0.00056703+0.0012066i,-0.00082591+0.0012841i,-0.0012728+0.001307i,-0.00083388+0.0011576i,-0.00065252+0.0008836i,-0.00069905+0.00054581i,-0.00028459+0.0010016i
-0.005458-0.00069597i,-0.0030542+0.00090116i,-0.00233+0.0015001i,-0.0015461+0.0021397i,-0.0004127+0.0018292i,-0.00043521+0.00087165i,-0.0013667-0.00013892i,-0.0022846+0.00034686i,-0.0014608+0.0024906i,0.00056797+0.0035536i,0.00090488+0.0019999i,0.00093415+0.00053097i,0.0016037+0.00051178i,0.0016568+0.00033142i,0.0014043-6.401e-05i,0.00050828-0.00099071i,0.00055358-0.0011678i,0.00065014-0.00063553i,0.00058055-0.0013558i,0.00033886-0.0018488i,-0.00014138-0.0013862i,0.00023644-0.0010146i,0.00043227-0.00050891i
0.001018+0.00055548i,5.5205e-05-0.0003155i,-0.0012237+0.00097611i,-0.0018016+0.0016596i,-0.00040362+0.001399i,0.0016999+0.0014212i,0.0033296+0.001665i,0.0037033+0.0002363i,0.0026446-0.00093323i,0.0018114-7.0204e-05i,0.0014139+0.00023915i,0.00051164-0.00071975i,9.9632e-05-0.0011718i,-0.00012611-0.00047942i,-0.00070252+0.0002638i,-0.0010294+7.2975e-06i,-0.00096621-0.0003813i,-0.0016251-0.00054252i,-0.0017169-0.00026894i,-0.00086248+0.00056612i,-2.8255e-05+0.00065737i,0.00055322+0.00025371i,0.00089029+0.00080509i
-0.0024825+0.0017108i,-0.00055357+0.0025512i,0.00081984+0.0029668i,0.0015745+0.0019259i,0.0024203+0.00016676i,0.0020953-0.0014481i,0.00075233-0.0025919i,-0.00065576-0.001327i,-0.0012868+0.0018562i,-0.0011602+0.0019652i,-0.0012345+8.2452e-05i,-0.00085972-0.00050496i,0.00060183-7.4838e-05i,0.0012872+0.00054998i,0.00061472+0.00025073i,1.4708e-05-0.00025762i,0.00016002+0.0003584i,0.00068817+0.0013481i,0.00074991+0.0016084i,0.00029289+0.0011323i,-0.00021972+6.8609e-05i,-0.00091822-0.00044094i,-0.0013251-7.1067e-05i
0.00050991+0.0030598i,-0.00045927+0.0012457i,-0.0010083+0.0012229i,-0.00064985+0.0022369i,-0.00040313+0.0024263i,0.00093784+0.0033431i,0.0024821+0.0036174i,0.0026876+0.0017158i,0.0014817+0.00019978i,0.0012476+0.00048745i,0.0014817+0.00063582i,0.0014063-0.00021385i,0.00090304-0.00081461i,-9.6518e-05-0.0010051i,-0.0014164-0.00070552i,-0.0015345-0.00070552i,-0.00059679-0.00037549i,-0.00042445-0.0005478i,-0.0002906-0.00092804i,-5.025e-05-0.00022184i,-0.00038901+0.00014909i,-0.00086097-0.00047141i,-0.0011139-0.00068992i
0.0017478-0.0014868i,0.00097879-0.00026096i,0.0016455+0.00091335i,0.0010314+0.0014322i,0.00071031+0.00049303i,0.0025376-0.0012093i,0.0030424-0.0026277i,0.00038689-0.0026749i,-0.0019572-0.0012119i,-0.0016347-0.00076496i,-0.00078058-0.0014283i,-0.0012003-0.00039537i,-0.00072083+0.0011641i,0.00051984+0.0017287i,0.00042592+0.0014489i,0.00016925+0.00043739i,8.4979e-05+0.00013072i,-0.00029199+0.0004089i,-0.00048917-5.0808e-05i,0.00013643-0.00044747i,0.00074647-0.00071439i,0.00075021-0.00028608i,0.00034411-0.0001098i
0.002468+0.0032688i,0.00084318+0.0012889i,-0.00030317+0.00041655i,-0.00052592-6.59e-05i,-0.00050588-0.00050068i,-0.00076073+5.9046e-05i,-0.00061106+0.0014113i,0.00027138+0.0018093i,0.0011329+0.0014695i,0.0016917+0.0016489i,0.0016971+0.0015141i,0.0012604+0.00077469i,0.00042429+0.00025723i,0.00037401-0.00018319i,-0.00038923+9.3321e-05i,-0.0012933+0.0002524i,-0.0012958-4.9236e-06i,-0.0011213-7.63e-05i,-0.0008415-0.0002705i,-0.00080286-0.00023028i,-0.0010008+0.00057212i,-0.0012876+0.0010482i,-0.0014068+0.00094642i
0.0056579-0.0030009i,0.0032461-0.0035296i,0.0013247-0.004345i,-0.0019476-0.0034858i,-0.0025277-0.0017642i,9.1196e-05-0.0010985i,0.0023972-0.0021912i,0.0020728-0.0032335i,0.00066735-0.0023527i,0.0010514-0.0016831i,0.0019543-0.0021192i,0.00095188-0.0018701i,-1.1092e-05-0.00045436i,0.00069453+0.000556i,0.00074842+0.00077636i,-5.8668e-05+0.00061811i,-0.00041618-0.00028538i,0.00014625-0.00053963i,0.00072646-0.0006323i,0.00040277-0.0013663i,-0.0005189-0.0015556i,-0.00098589-0.0014638i,-0.00049675-0.0010526i
-0.0042111+0.003608i,-0.0028779+0.0024022i,-0.00072482+0.0030873i,0.0018207+0.0034692i,0.0029438+0.0018635i,0.0019425+0.0014942i,-0.00032829+0.0024076i,-0.0014319+0.0024008i,-0.00044228+0.0014862i,0.00082377+0.0016577i,-0.00027394+0.0018997i,-0.0005811+0.00073999i,0.0002133-0.00038716i,-2.1154e-05-0.0010929i,-0.00029835-0.00091877i,0.00073162-0.00049411i,0.00095637-0.00018619i,0.00039772-8.075e-05i,-4.545e-05+0.00038809i,-0.001246+0.0011673i,-0.0018646+0.0013176i,-0.0018457+0.00045204i,-0.0015759-3.8353e-05i
0.00091617+0.00062938i,0.00028139+0.00017775i,0.00033206+0.00051478i,-0.00021277+0.0014986i,-0.00076508+0.0017827i,0.0017197+0.0013454i,0.0036909-0.00029828i,0.0023623-0.0018281i,0.00066926-0.00052298i,0.0018187+0.00089841i,0.0035508-0.0001679i,0.0024318-0.0013331i,-0.00028982-0.00063559i,-0.00051585+0.00099269i,7.3501e-05+0.001708i,-0.00070604+0.00090591i,-0.00065822+0.00058308i,2.7311e-06+1.8702e-05i,7.4989e-05-7.8296e-05i,-3.4926e-06-0.00061268i,0.00012075-0.0012439i,-9.1264e-05-0.00047009i,-0.00037954+6.0827e-05i
-0.0045249+0.0014042i,-0.003026+0.0016849i,-0.0031033+0.0032782i,-0.0015531+0.00553i,0.001402+0.0052101i,0.0026852+0.0020382i,0.00077078-0.00053486i,-0.00088518-0.0014434i,-0.00099663-0.00062211i,-0.00058971+0.00088473i,-0.00084195+0.00044165i,-0.0012113-0.00011849i,4.318e-05-0.00020303i,0.00085287-0.00048109i,0.00023323-3.0883e-05i,-0.00044928+0.0011551i,-0.00081233+0.002006i,-0.001443+0.0014511i,-0.002205+0.00015839i,-0.0015216-0.0002563i,-0.00041474+8.8925e-05i,-0.00048142-0.00022287i,-0.00085891-0.00039856i
0.00029711+0.00035877i,-0.00062045+0.00077482i,-0.00031877-2.4434e-05i,-5.2067e-05-0.0012808i,-0.00012721-0.0018329i,0.0005725-8.6355e-05i,0.0019644+0.0013946i,0.0017013+0.0011846i,0.00042645+0.001782i,0.00063777+0.0023428i,0.0020435+0.0017189i,0.0024827+2.1166e-05i,0.0017733-0.00075451i,0.00067816+0.00015317i,1.0189e-05+0.0012281i,-0.00052705+0.0013676i,-0.00039468+0.00085768i,0.00031426+0.00057813i,0.0014898+2.9958e-06i,0.0022781-0.00078585i,0.0011111-0.0010482i,-0.00086559+0.00016077i,-0.0012487+0.0012029i
-0.00056134-0.0055357i,-0.00070213-0.0040939i,-0.0018262-0.00035438i,-0.0030068+0.0030069i,-0.0028456+0.0045731i,-0.00048967+0.0022922i,8.1281e-06-0.0015407i,-0.0004797-0.0022599i,-9.5593e-05-0.00077928i,-0.00025836-0.00040087i,-0.00057191-0.00091511i,-0.00073477-0.00075402i,0.00062617-0.00013741i,0.0019078+0.00017493i,0.0012025-0.00013853i,0.00028621-0.00010599i,-0.0010377+0.00047249i,-0.0012141+0.00097665i,-0.0018309+0.00067335i,-0.0022786-6.3157e-05i,-0.0016322-0.00020005i,-0.00070561-0.00022176i,7.6033e-05+7.1702e-05i
0.0056394+0.0038469i,0.0025714+0.0017078i,0.0012782+0.00052733i,0.0017504-0.00052208i,0.0026622-0.0023252i,0.0021536-0.0018891i,0.00095971+0.00031588i,-0.00026+0.0015053i,-0.0015858+0.0014653i,-0.00098953+0.0015216i,0.00061556+0.00059581i,0.0015357-0.00013132i,0.00073187-0.0003481i,-0.00082743-0.00040753i,-0.0013961-0.00049957i,-0.00096539-0.00072451i,-0.00030268-0.00067571i,0.00092962+0.00033106i,0.0012952+0.0013232i,0.0011516+0.0016562i,0.0010481+0.0013355i,0.00011284+0.00048968i,-0.00042057+0.00050607i
0.00086048-0.0029265i,0.00039144-0.0026842i,-0.00079841-0.0027213i,-0.0044585-0.0022725i,-0.0058535-0.001618i,-0.0030925-0.0024559i,-8.6796e-05-0.0043045i,0.00091893-0.0037211i,0.0019985-0.0013562i,0.0030226-0.00047352i,0.0015073-0.00095693i,-0.00061277-0.001497i,-0.00052845-0.00090731i,0.00055064+2.2543e-05i,0.00075636+0.0004152i,2.4999e-06+0.00067187i,-0.00038119+0.000614i,-0.00074264-0.00026953i,-0.0018321-0.00075477i,-0.0018467-0.00035563i,-0.0009395-0.00062954i,-0.0004604-0.0014022i,-0.00034748-0.001246i
0.0014593+0.0025197i,-0.00079373+0.00069958i,-0.00066705+0.0011409i,0.0015445+0.0020265i,0.0031518+0.001916i,0.0019667+0.0016784i,0.00032015+0.0018665i,-0.0010844+0.0014331i,-0.0015454+8.3968e-06i,-0.0010807-2.3573e-05i,-2.0877e-05+0.0010269i,0.00069665+0.0010288i,0.00036573-5.6415e-06i,-0.0011776+0.00011339i,-0.0019938+0.0008091i,-0.00068899+0.0011644i,0.00076073+0.00055668i,0.0013483-0.00011851i,0.0013003+0.00019306i,0.00074701+8.7005e-06i,8.4371e-06-0.0003997i,-0.00058932-0.00023714i,-0.00099124+0.00017519i
0.0037158-0.0070432i,0.0021772-0.0057326i,-0.0010173-0.0043308i,-0.0033073-0.0031892i,-0.0037547-0.001427i,-0.001395-0.00081717i,0.00202-0.0019897i,0.0030788-0.0015202i,0.0028086+0.0012994i,0.0020001+0.0013625i,0.0014514-0.00067931i,0.00059804-0.0012847i,0.00040387-0.0012982i,0.00121-0.00025184i,0.00092198+0.0011191i,0.00033894+0.00084662i,-5.4746e-05+0.00013695i,-0.0012319+1.0983e-05i,-0.0013734-0.00044149i,-0.00064065-0.00064626i,-0.00069493-0.00060125i,-0.00062907+0.00023091i,-8.4234e-05+0.0005098i
-0.0039982+0.0048125i,-0.0035672+0.0035196i,-0.0035657+0.0024255i,-0.0031532+0.0043641i,-0.0012731+0.0063223i,5.391e-05+0.0043638i,-0.0016053+0.00080125i,-0.0026917-0.00033694i,-0.0023831-0.00019202i,-0.0015513+0.00020342i,-0.00024683+0.00039619i,-0.0004127+0.00036859i,-0.0010352-6.3082e-05i,-0.0012299-0.00071082i,-0.0012077-0.00056821i,-0.00033354+0.00015146i,0.0015304+0.00047651i,0.002359+0.00094051i,0.0016189+0.00081491i,0.00043192+0.00087308i,-0.0008801+0.0003566i,-0.0016903-0.00067499i,-0.0015614-0.00037982i
0.0017522-0.0056626i,0.00078842-0.0031756i,0.0010973-0.0015525i,0.0022358-0.0018974i,0.0024229-0.0028768i,0.0032275-0.0015891i,0.005031+0.00077675i,0.0044389+0.0019064i,0.0026519+0.0028148i,0.0021047+0.0023232i,0.0015491+0.00019149i,0.00077785-0.00083717i,0.00073203-0.00076646i,0.00012042-0.00023489i,-0.00029752+0.00077945i,-0.00027318+0.00077128i,-0.0013745-0.00014963i,-0.0022313-0.0007154i,-0.0023026-0.00046674i,-0.0019807+0.00019068i,-0.00043901+0.00027347i,0.00048742-0.00019775i,0.00043309-0.00030218i
-0.0030579+0.00049206i,-0.002278-0.00046514i,-0.0014705-0.0012361i,-0.0037895-3.728e-05i,-0.0051367+0.0012987i,-0.0042338-5.4174e-05i,-0.0032612-0.0028344i,-0.0031271-0.004004i,-0.0019632-0.0040972i,2.8514e-05-0.0031327i,0.0007751-0.00095152i,0.00057736+0.00013175i,0.00027132+0.00021161i,0.00035642-0.00018834i,0.00058426-0.00077499i,0.00076161-0.00073506i,0.0022213+0.00015241i,0.0035526+0.0008615i,0.0032187+0.0011112i,0.0022881+0.00027883i,0.0004416-0.00086278i,-0.0018306-0.0013911i,-0.0019647-0.00080245i
0.010448+0.00015285i,0.0070285-0.0014061i,0.002605-1.4848e-05i,0.0036138+0.001814i,0.0062244+0.0013708i,0.0064065+0.0012631i,0.0047518+0.0029364i,0.0024614+0.0040907i,-2.397e-05+0.0047361i,-0.00050924+0.0033434i,-0.00034143-5.4456e-05i,-0.00054686-0.0025369i,-0.00045217-0.0026523i,0.00019875-0.001133i,-0.00015796+0.00018289i,-0.0010975+0.00105i,-0.0012869+0.00049322i,-0.0019005-0.00043065i,-0.0026567-0.00072046i,-0.0021461+9.7286e-05i,-0.00052643+0.0012198i,0.00069578+0.00067007i,0.0008509+0.00024919i
-0.0078262+0.0044071i,-0.0054009+0.0032562i,-0.0026764+0.0011241i,-0.003332-0.00077546i,-0.0037011-0.0014723i,-0.0018839-0.0029109i,0.00043657-0.0057311i,0.001382-0.0072674i,0.0018566-0.005447i,0.0026775-0.0024228i,0.0017477-0.00055671i,0.00038225-0.00019386i,-0.00059275-0.00012571i,-0.00078715+0.00011575i,-6.3072e-05-1.203e-05i,0.00091547+0.00018293i,0.0017328+0.00032048i,0.0023323+0.00035734i,0.00277+0.00023383i,0.0027525-0.00051633i,0.0014601-0.0012628i,0.00031811-0.0014457i,-0.000618-0.0012423i
0.0061375+0.00091245i,0.0030827+7.4772e-05i,0.001806+0.00089096i,0.0023762+0.0045271i,0.003129+0.0060559i,0.0024983+0.0064079i,0.00030879+0.0068016i,-0.0021423+0.0065149i,-0.0035789+0.0059616i,-0.0024157+0.0037416i,-0.00027232+0.0010409i,0.00060628-0.00063562i,0.00031843-0.0014423i,4.1491e-05-0.001368i,-8.0113e-05-0.00069572i,-0.00015207-0.00088486i,-0.0009435-0.00094253i,-0.0027569-0.00060866i,-0.004364-0.0016929i,-0.0041353-0.0014512i,-0.0027515+0.00025921i,-0.0013148+0.00086437i,0.00012569+0.0012566i
-0.0075035-0.0088337i,-0.0063029-0.0052778i,-0.0042265-0.0013241i,-0.0029991-0.0018681i,-0.0017912-0.0035001i,0.0014068-0.0044542i,0.0049466-0.0064109i,0.0066198-0.0075157i,0.0063956-0.0052851i,0.005229-0.001469i,0.0038356+0.00067711i,0.0014665+0.00032988i,0.00028765-0.00029938i,0.00028241-0.00055855i,0.00023586-0.00038923i,0.000707+0.00056449i,0.0016118+0.0012081i,0.0022135+0.0013347i,0.0026512+0.00061569i,0.003318-0.00034361i,0.0031849-0.0016894i,0.0020569-0.002852i,0.001004-0.0022449i
