-0.004515+0.0020545i,-0.0033938+0.0013601i,-0.0025264+0.0011065i,-0.00078062+0.00091235i,0.00057142+0.0014787i,0.00067613+0.0020631i,3.8602e-05+0.0020043i,0.00042448+0.0015697i,0.00089078+0.00071635i,0.00064103-4.3868e-05i,0.00041311-0.00022053i,0.0002479-0.0003933i,6.8801e-05+0.00047036i,0.00022687+0.0010992i,0.00077021+0.00050294i,0.00088786+0.00073011i,0.00016401+0.0006637i,-0.00062653-0.00022376i,-0.00045041+0.00010016i,-0.0001276+0.001121i,-0.00014196+0.00070534i,-0.00027798+0.00033182i,-0.00094981+0.00079621i
0.00012307-0.0025758i,0.00048232-0.00099924i,0.00066328+0.00037175i,0.00060132+0.00021813i,0.00052247+8.0473e-05i,1.1267e-05-0.0004938i,2.8258e-05-0.00078016i,0.00080127-9.3975e-05i,0.00049011+0.00067183i,9.37e-05+0.00047629i,0.00011739+9.2827e-05i,-2.9175e-05-4.6957e-05i,0.00011051+0.000529i,0.00045593+0.00075424i,0.00067299+0.00091728i,0.00069293+0.00063174i,0.00053652-0.00026025i,-0.0001712-0.000848i,-0.00088848-0.00046961i,-0.00054865-9.5188e-05i,-0.00084077+0.00033317i,-0.0016642+0.00010714i,-0.00079597-0.0006628i
0.0010764+0.0021916i,0.00058655+0.0023083i,-0.00046683+0.0016443i,-0.00066096+0.00086762i,-0.0001735-0.00045916i,0.00024789-0.0015292i,0.00010191-0.00084629i,-8.8054e-05-4.5945e-05i,-0.00079603+0.00032653i,-0.00081371+0.00076645i,4.7819e-06+0.0010325i,0.00027652+0.00041476i,8.0582e-05-0.00048627i,0.00025285-0.00043478i,0.0007262-4.3835e-05i,0.00036916-0.0001786i,0.00091263-0.0004403i,0.00074632-0.0007504i,-0.00037337-0.00042011i,0.00014612-6.3498e-05i,-0.00016403-0.00026832i,-0.00061305-0.00018881i,-0.00036144-0.00018204i
-0.0012173-0.00038181i,-0.000945-0.00018046i,-0.00089656+0.00061544i,0.00017254+0.0005727i,0.00090387+0.00049214i,0.00063284-0.00068111i,0.00089538-0.0011164i,0.00076234-0.00042857i,-3.1268e-05+0.0001891i,-0.0004121+0.00069327i,4.2255e-05+0.00037536i,0.00011905-0.00045237i,-0.00014054-0.0013141i,-0.00041752-0.0011372i,-0.00042675-0.00027719i,-3.7867e-05-0.00018925i,-0.00015914+0.00011518i,-0.0006056-6.8468e-05i,0.000196-0.00086779i,0.0012663-0.00093553i,0.0011222-0.00090758i,0.00063439-0.0011019i,-0.00035207-0.00073096i
0.0021518+0.0026143i,0.0021175+0.002299i,0.0021098+0.0020062i,0.0018737+0.00097074i,0.0018765-0.0007607i,0.0014213-0.0012789i,0.00072566-0.00099438i,0.00062858-0.00029651i,0.00074139+0.00041623i,0.00011479+2.0267e-05i,-9.8863e-05-0.00073232i,0.00022642-0.00092675i,0.00018144-0.0006545i,-5.9581e-05+3.8177e-05i,-0.00023923+0.00038043i,1.9565e-05+0.00032981i,0.00034358+0.00041605i,-7.991e-06+5.5733e-05i,-0.00030902+0.0001821i,-6.7958e-05+0.00092738i,0.00054214+0.00096194i,0.00056135+0.00034937i,-0.0002818+0.00011036i
-0.0019153+0.0014662i,-0.0016743+0.00078607i,-0.00071119+0.00049237i,-0.00012748+0.00045923i,0.00080673+0.00018911i,0.0010816+4.3829e-05i,0.00042256+0.00058024i,-0.00062387+0.00098657i,-0.0010833+0.0012106i,-0.00043533+0.0012836i,0.00012636+0.0008056i,0.00042882-0.00039915i,7.8138e-05-0.00076004i,-0.00038471-0.00060555i,0.00017717-0.0007399i,0.00051213-0.00049973i,0.00033055-0.0002781i,0.00018544-0.00048482i,-0.00013-0.0001125i,-0.00021524-0.0001267i,7.719e-05-0.00098796i,-7.4838e-05-0.00061467i,-0.00032656+0.00048656i
0.0010098-0.00080234i,-0.00038253+0.00012186i,-0.00079726-8.1338e-05i,3.5416e-05-0.00039671i,-0.00010891-0.00077069i,-0.00042511-0.00069257i,-5.2017e-05-0.00013409i,0.00033436+0.00047644i,-3.2576e-05+0.00057028i,-0.0008246+8.1309e-06i,-0.0012094-0.00018515i,-0.00098928-1.5114e-05i,-0.00046459-2.2263e-06i,-0.00022834+0.00043275i,-0.00064073+0.00031161i,-0.0013611+0.0002234i,-0.00084644+3.6462e-05i,-0.00031653-0.00014968i,-0.00036325-0.00037305i,0.00035555+4.9953e-05i,-0.00016285+0.00044244i,-0.00026014-0.00016569i,0.00062779+0.00059029i
-0.0014688+0.00087288i,-0.00047257+0.00076675i,-0.00021912+0.00023937i,0.00011823+0.00010514i,0.00055479-0.00025421i,0.00044435-0.00029423i,2.379e-05-2.236e-05i,-0.00096519+0.00014433i,-0.001576-0.00010156i,-0.0011737-0.00013748i,-0.00033424+0.00024889i,0.00077589+0.00038025i,0.00090037+3.1016e-05i,1.95e-05-0.0001569i,-0.00062841+0.00034865i,-0.00046255+0.00014297i,0.00014843-2.778e-05i,-9.7702e-05-5.8947e-05i,-0.00031432-0.0002007i,-0.00053069-0.00024189i,-0.00061034-0.00057229i,-0.00043823-0.00038635i,-0.00010465+9.5387e-05i
0.0030725+0.0011412i,0.0020626+0.00057326i,0.0019507+0.0010429i,0.0018201+0.00094699i,0.0021359-0.00018369i,0.0011524-0.001151i,2.3691e-05-0.00089282i,-0.00037012-0.00042355i,-0.00049459-0.0006828i,-0.00018311-0.00065059i,0.00033325-0.0001964i,0.00078479+0.0001671i,0.0004731-0.0003477i,-0.00067677-0.00060123i,-0.00045151-0.00094865i,0.00011851-0.0010447i,-0.00014508-0.00092198i,0.00018999-0.00053139i,0.00096632-6.2618e-05i,0.0011797-6.8131e-05i,0.00039086-0.0012657i,-0.00017256-0.001141i,-0.00060991-0.00026635i
-0.0015187+0.0028743i,-0.0012482+0.0033928i,-0.0011556+0.0025974i,0.00038461+0.0012685i,0.0010796+0.00016233i,0.0010569-0.00035976i,0.0017047-0.00019357i,0.0016792+0.00023237i,0.00046467+0.00075933i,-0.00037226+0.00039479i,-0.00015807-0.00034118i,0.00038582-0.0004825i,0.00060791-6.3869e-05i,0.0002546+0.00016638i,0.0001358+0.00016429i,0.00069713+0.00035747i,0.0010705-1.1714e-05i,0.00027666+8.907e-05i,0.00019996+0.00034i,0.00046435+0.00018184i,-0.00033103+0.00024423i,-0.00059615+0.00037136i,0.00018258+0.00071029i
-0.0016206-0.0013088i,-0.00065177+0.00051321i,-0.0010999+0.0022072i,-0.00093666+0.0021375i,-0.00014396+0.00036312i,0.00035464-0.00076597i,0.00057851-0.00095662i,0.00055474-0.00035291i,-0.00024204+5.8045e-05i,-0.00068425+0.00040336i,7.1205e-05+0.00074723i,0.00073161+0.00091827i,0.00043048+0.0012588i,-0.00047398+0.00084693i,-0.00044092-0.00014259i,0.00033746-0.00050507i,3.0909e-05+3.5038e-07i,-0.00060344-0.00041278i,-0.0001246-0.00048385i,0.00061761-8.8179e-05i,-0.00018713-0.00018677i,-0.0021588-0.00021374i,-0.0017516+0.00035754i
0.0015356+0.001883i,-9.2114e-05+0.0016683i,-0.00027903+0.00079927i,0.0004987+0.00022583i,0.00072122-5.6152e-05i,0.0003717-0.00028948i,-0.00024495+0.00016345i,-5.5081e-05+0.00046925i,0.00036183+0.00039938i,-0.00049166+0.00048431i,-0.0001596+0.0001136i,0.00067758-5.5059e-05i,-0.00020782+0.00089211i,-0.0011045+0.0012357i,-0.0012237+0.00063878i,-0.0002839+0.00029565i,0.00031978+0.0008079i,0.00022368+0.0010608i,-0.0001194+0.0010681i,8.7765e-05+0.00029011i,0.00058121-0.00060319i,0.00031988-0.00058594i,-0.00061834-0.00019367i
-0.0023654+0.0014795i,-0.002304+0.0019861i,-0.0014737+0.002309i,0.00055193+0.0015706i,0.0022982+0.00077837i,0.002261+0.0004388i,0.001296+0.00019752i,0.00048931+0.00010691i,0.00040313+0.00017974i,0.00066208-4.9032e-05i,0.00054483-0.00043635i,0.00039105-0.00078501i,0.0002844-0.00088477i,0.00033344-0.0003518i,0.00030239+7.6344e-05i,0.00021487+0.00053034i,0.00086234+0.00065816i,0.00064861-0.00021499i,0.00049278-0.00021749i,0.00068983+0.0002368i,0.00022683-0.00036716i,-0.00024978-0.0006596i,-0.00060247-0.00025452i
0.00024656-0.0015068i,-0.00013542-0.001013i,0.00050183-0.0011246i,0.00051966-0.0011337i,-0.00019811-0.00035898i,-0.00080181+0.0004677i,-0.00067991+0.00055286i,-0.00065288+0.00087427i,-0.00049893+0.00067028i,-0.00024598-0.00016067i,0.0004655-5.5529e-05i,0.0013221-7.5631e-05i,0.00081859-0.00051398i,0.00022472-0.00077633i,0.00032566-0.00092424i,-0.00027656-0.00062043i,-0.0012561-0.00078806i,-0.0015464-0.00068644i,-0.0006778-0.00010985i,0.00028042-1.3435e-05i,0.00044615-2.6482e-05i,-0.00032582-2.1618e-05i,-0.00027354+8.4463e-05i
-0.000623-0.00027289i,-0.0012363+3.2028e-05i,-0.0012986+0.0005046i,-0.0010079+0.00096589i,-1.0599e-05+0.00069252i,0.00058284-0.00044168i,0.0001413-0.00090547i,-0.00034351-6.6063e-05i,-0.0003229+4.8927e-05i,-0.00087649+0.00075507i,-0.0010377+0.0008021i,-0.00017522-0.00054162i,0.00090218-0.0010994i,0.00088225-0.00091596i,0.00014434-0.00015109i,-1.263e-05+0.00063689i,1.176e-05+0.00072358i,0.00011898+0.00032248i,0.00041539+1.702e-05i,-0.0002211-0.00020187i,-0.00074434-0.00075839i,-0.00029219-0.0014247i,7.8322e-05-0.0011047i
0.00071393-0.0027474i,0.00023294-0.0013917i,8.7661e-05-0.00089777i,0.0003116-9.5582e-05i,0.00072781+6.8068e-05i,0.00082887-0.00051297i,0.00017543-0.00081282i,-0.00031953-0.0010875i,-0.00046699-0.0011651i,-0.00051821-0.001031i,-0.00056107-0.00067997i,-0.00067824-0.00031478i,-0.00053009+0.00035065i,-0.00085688+0.00091123i,-0.00019512+0.0010303i,0.00027343-0.00036299i,4.0352e-05-0.0012337i,-0.00015577-0.00026959i,-0.00032279+0.00028933i,-0.00011837+0.00038485i,0.00038072+0.00042676i,0.00047077+0.00027873i,0.00022581-7.0131e-05i
0.0022978-2.2919e-05i,0.0012399-0.0013294i,0.00061309-0.0010069i,0.00048591-8.7934e-06i,0.0002977+0.00026876i,0.00058338-3.6924e-05i,0.00078292-0.00056633i,0.00040943-0.00047544i,0.00063334+5.0185e-05i,-0.00014389+0.00076828i,-0.0004207+0.0011969i,2.0655e-05+0.00072486i,-0.00028607-0.00035244i,-0.00046516-0.00033646i,-0.00034449-0.00023246i,-0.00024059-7.2288e-06i,0.00031938-0.00010562i,0.0010529-0.00090291i,0.001014-0.0012075i,0.00090428-0.0018825i,0.00047161-0.0017434i,-0.00028324-0.00048352i,-0.00023161+0.00047585i
-0.001978+0.00085516i,-0.00070534+0.0014198i,-0.0008626+0.00040307i,-0.00066156+0.00014816i,-0.00013464+0.00041557i,0.00044407-0.00030013i,-4.778e-07-0.00058539i,1.5755e-05-0.00059859i,0.00025958+0.00014317i,0.00053959+0.00085522i,0.00019544+0.00070952i,0.00011602-0.00026133i,4.5499e-05-0.00083515i,-0.00066126-0.00033903i,-0.00061767-0.00015875i,-3.0058e-05-0.0010947i,0.00021374-0.0013939i,3.8917e-05-0.00064967i,0.00010159-5.806e-05i,0.001066-0.0002605i,0.00096878-8.2457e-05i,-0.00028582+0.00012175i,-0.00071138-4.2766e-05i
0.0010567-0.00032488i,3.7387e-05-0.00086048i,-0.00028943-0.00056652i,6.4542e-05-0.0002374i,0.00013592+0.00017995i,0.00024348+0.00053407i,0.00075312+0.00062765i,0.00062525+0.00024012i,0.0006916-0.00030353i,0.00070165-0.00049941i,1.9676e-05-0.00048006i,0.0001343-0.00014i,0.0003329-2.1042e-05i,-9.1703e-05-0.0002908i,-0.00015455+0.00035932i,-0.0002924+0.00086129i,-0.00042195+0.00012001i,-0.00050177-0.00037731i,-0.00076412-0.00043922i,-0.00054943-0.00087719i,-0.00031229-0.00077978i,-0.00089841-0.00015764i,-0.00065027+0.00013183i
-0.0012546+0.0026309i,-0.00049422+0.0038951i,-0.00017013+0.0031253i,-0.00042629+0.0013611i,6.8835e-05+0.00080814i,0.0010123+0.00076787i,0.0010142+0.00045988i,-0.00010234+0.00017199i,-0.00091205+0.00046352i,-0.00069142+0.00053158i,-0.00021972+0.00016896i,-0.00014754-0.00042584i,-0.00024545-0.00076648i,0.00043603-0.00014032i,0.00057131+0.00068352i,0.00068311+0.00066675i,0.00046701+0.00029441i,0.00018625-8.3106e-05i,0.00066268-7.3933e-07i,0.00054784-0.00015064i,0.00036929-0.00060618i,-0.00023457-0.00020493i,1.7451e-05-0.000109i
0.00057165-0.0019348i,-0.001248-0.0015619i,-0.0007711-0.0010882i,1.9659e-05-0.00029526i,0.00031592-0.00014921i,0.0009366-6.3154e-05i,0.00085261+0.00044183i,0.00017404+4.0808e-05i,-0.00051209-0.00013291i,-0.0002428+0.00049553i,0.00032634+0.00049597i,0.00046728+0.000379i,0.00076668+0.00035569i,-7.56e-05+9.0273e-05i,-0.001201+7.5101e-05i,-0.0011158+0.00060824i,-0.00079856+0.0010274i,-0.00054372+0.00041415i,-9.1514e-06-0.00041347i,0.00019038-0.00052337i,-0.00047143-0.00063114i,-0.00043896-0.00058338i,0.00027901-9.7697e-05i
-0.00012738+0.0029479i,0.00014142+0.0034672i,0.00013298+0.0036286i,0.00085001+0.0020176i,0.0012187+0.0005964i,0.00072813+0.00066509i,0.00044337+0.00040957i,0.00044752+0.00045383i,0.00031409+0.00049029i,-0.00052396+0.00083086i,-0.00090739+0.0004273i,-0.0004997-0.00075452i,0.00022055-0.00067596i,0.0002521-1.7566e-05i,-0.00062117-0.00015505i,-0.00065249+0.00033873i,-6.6855e-05+0.00083087i,0.00029973+0.00075857i,9.7303e-05+0.0006083i,0.00038502+0.00026985i,0.00045805+0.00070567i,-9.1374e-05+0.00054459i,-0.00089965+0.00035844i
-0.0021241-0.00020994i,-0.0017022+0.001062i,-0.00075048+0.0011095i,0.00064256+0.001627i,0.0014101+0.0013218i,0.0016672+2.7811e-05i,0.0015142-0.00035447i,0.00063892+0.00054294i,-0.00021926+0.0012267i,-0.00042586+0.00047171i,-0.0005432+0.00011671i,-0.00057145+0.0005861i,-8.2364e-05+0.00061061i,0.00052005+6.2362e-06i,0.0008048-0.00015261i,0.0011589-0.00014328i,0.00072807+0.00072278i,2.9787e-06+0.0013598i,7.2175e-05+0.0007086i,0.00042443+5.8861e-05i,0.00016615+0.00030517i,-0.00056208+0.00030463i,-0.00088656+0.00032176i
0.0044801-0.0029087i,0.0016268-0.0026156i,0.00013604-0.001687i,-8.3156e-06-0.00075125i,-0.00023978-0.001074i,-0.00051202-0.0011538i,0.00036033-0.00029656i,0.00079758+0.00046013i,0.00040452+0.00082504i,0.00015442+0.0011409i,-0.0004567+0.00079436i,-0.00046336+0.00012445i,-1.2197e-05+0.00028208i,0.00021704-9.1923e-05i,0.00015996-0.00066839i,-5.5793e-06-0.00045862i,0.00041082-0.00016675i,-6.0284e-05-0.00033173i,-0.0008723-0.00054309i,-0.00029264-0.00016845i,0.00026719+0.00067849i,0.0004431+0.00069887i,0.00077264+1.3205e-05i
0.00022375+0.0016471i,0.00020135+0.0018501i,8.5629e-05+0.0013434i,0.00042692+0.00039165i,0.00070788+4.9808e-05i,0.00077972+0.0001098i,0.00074872+5.4205e-05i,-0.00030595-0.00033213i,-0.00032524-0.00064773i,-0.0002494+1.5737e-05i,-0.0008042+0.00057776i,-0.00014778+0.00011993i,-8.7931e-05-0.00059437i,-0.00030002-0.00091453i,-0.00050015-0.000385i,-0.00055748-0.00037418i,0.00029839-0.00022728i,0.00066788+0.00019601i,0.0005117+0.00016346i,-0.00029822-2.3929e-05i,-0.00014143-0.00042891i,3.1085e-05-0.00060203i,-0.00055357-0.00031976i
-6.1731e-05+0.00031981i,-0.00079808+0.001209i,-0.00017382+0.00073364i,0.00051726+0.00042954i,0.00042442-0.00015537i,-6.2375e-05-0.0011388i,-0.00020709-0.0014248i,0.00015543-0.00089287i,0.00014557-2.2294e-05i,0.00026817-0.00018639i,0.00035502-0.00044376i,-0.00032281-0.00033099i,-0.00039143-0.00026927i,-5.8101e-05-0.0001327i,7.1426e-05-0.00018954i,0.00025369-0.0003011i,0.00036268-0.00033522i,0.00035205-0.00041677i,8.2603e-05-0.00019237i,-0.00012132-0.00045079i,-0.0004677-0.00064152i,-1.1719e-05-0.00029352i,0.00085357-0.00051891i
0.0012103-0.0022122i,0.00042292-0.0017388i,0.00077801-0.00041085i,0.00071967+0.00021753i,0.00075055+0.00012776i,0.0015639+0.00023179i,0.0018612+0.00033496i,0.00030442+1.1179e-05i,-0.00043368+2.5362e-06i,6.248e-05+0.00042834i,-0.0002207+0.00047703i,0.00016632+0.00026537i,0.00045455+0.00051604i,0.00014211+0.00040195i,0.00069052+0.00027085i,0.00040121+0.00037622i,-0.00046581+0.00010623i,-0.00022727-0.00029153i,0.00048755-8.6813e-05i,0.00037722+0.00047923i,-0.0003202-0.00021034i,-0.00029839-0.00084992i,-0.00031958-0.00049648i
0.00022514+0.0019498i,0.00055175+0.0023247i,0.0005674+0.00065068i,-0.0002357-0.00054373i,-0.0001707-9.4525e-05i,9.268e-05+0.00054019i,-0.00022055-0.00022424i,-0.00059287-0.00016219i,-0.00062222+0.00035844i,-0.00098218+0.00018917i,-0.0012398+0.0005002i,-0.00090823+0.00067007i,-0.00048449-3.7822e-06i,-7.2236e-06-2.9072e-05i,-0.00023591+0.00016027i,-0.00072675-0.0001311i,-0.00055777+0.00024668i,0.00050567-0.00015362i,0.0010498-0.0010775i,-0.00032447-0.0014151i,-0.0008203-0.0013051i,-0.00020166-0.00045961i,0.00055704+0.0001942i
-0.0037507-0.0018963i,-0.0040554-0.0011115i,-0.0036633+4.7376e-05i,-0.0023707+0.00044041i,-0.0017407+0.00057196i,-0.0002531+0.00073597i,0.001215+0.00043822i,0.0009431-0.00031617i,0.00058193-0.00048111i,-1.1642e-05+3.2676e-05i,-0.00063263-0.00040237i,-0.00041535-0.0011426i,0.00015294-0.00093439i,0.0004252-6.2079e-05i,0.00067068+0.00095778i,0.00086282+0.00091282i,0.00079234+0.00020659i,0.00066307-0.00036806i,0.00061633-0.00055827i,0.0006664-0.00062892i,0.00091652-0.00079692i,0.00030114-0.00061445i,0.00023266-0.00040365i
0.0015931-0.0022743i,0.00047445-0.00039843i,-0.00096976+0.00076625i,-0.00055858+0.00079547i,0.00098809+0.00073659i,0.0015915+0.00014131i,0.0013307+2.8994e-05i,0.00053568+0.00039487i,6.0786e-05+4.2788e-05i,8.1134e-05-0.00028072i,0.00031122-0.00011571i,0.00047624-0.00013366i,0.00048653+0.0001475i,0.00042566+0.00018743i,-7.1799e-05+0.00012686i,-9.0975e-05+3.4999e-05i,0.0003532+0.00029983i,0.00015862+0.00058295i,-5.5047e-05+0.00036279i,0.00024327+0.00018147i,0.00042642-0.00012301i,0.00040262-0.0003904i,8.539e-05-0.00029636i
-0.00048086+0.0021373i,-0.00028144+0.00098483i,0.00033797+0.00015251i,0.00015318-0.00036246i,0.00092572-0.00065147i,0.0011076-0.00091077i,0.00044783-9.6417e-05i,8.8711e-05+0.00027546i,-0.00041463-0.00021493i,-0.00044484-0.0002509i,0.00033934-0.00036969i,0.00058112-0.00061078i,-0.00016277-0.00055926i,-0.00033224+0.0003152i,-7.862e-05+0.00021089i,-0.00011786+9.0974e-05i,-0.00016161+0.00021057i,-2.5046e-05+0.00046839i,0.0004523+0.00076408i,0.0010966+0.00040341i,0.0006872+8.7581e-05i,0.00045832+0.00030539i,0.0001831+0.00041399i
-0.0034349-0.00075916i,-0.0035217+0.00037626i,-0.0036603+0.001119i,-0.001745+0.0014188i,0.0001241+0.0020618i,0.0003478+0.0013236i,0.0011104+0.00058354i,0.0001118+0.00055901i,-0.0015661+0.00043259i,-0.00067+0.00066532i,0.00033385+0.0005638i,0.0001642-0.000611i,0.00030266-0.00080157i,3.6798e-05-1.2904e-05i,0.00024034-0.00012134i,0.00015308+0.00036734i,-0.00031813+0.0004604i,-0.00039429+0.00020105i,-0.00051499+5.9584e-05i,-0.00014041-0.00015097i,0.00046956+3.9136e-05i,-0.00048801+0.00015059i,-0.0012091+0.00031058i
0.0024722+0.0014699i,0.0018408+0.0013711i,0.0018408+0.0011915i,0.0013639+0.00069402i,0.0011797-0.00011584i,0.0014719-0.00056261i,0.00074606+1.3898e-05i,-0.00061785-0.00022142i,-0.00057784-0.00033957i,3.0616e-05+0.00049995i,-0.00030743+0.00095856i,-0.00022261+0.00057418i,0.00035939-7.4853e-05i,0.00041426+0.00026488i,0.0002599+0.00022034i,0.00024561-0.00024706i,0.00035553-8.2885e-05i,7.8942e-05-0.00035916i,-0.00021429-0.00055542i,-7.2267e-05-0.00017461i,0.00013137-0.00028066i,0.00018605-0.00059125i,-0.0003178-0.0001237i
-0.0038341+0.000739i,-0.0030718+0.0021686i,-0.0022161+0.0034916i,-0.0013259+0.0029556i,-0.00014083+0.0016828i,0.001312+0.00061207i,0.00088882+0.00010527i,-0.00019146-0.00043654i,-0.00097629-0.00052672i,-0.0010004+0.0001424i,-0.00044435+6.715e-06i,0.00047902-0.00061916i,0.0013792-0.00052382i,0.00179+0.00029678i,0.0012372+0.00069377i,0.00015528+0.00041476i,0.00033362+0.00022035i,0.00044759+0.00034154i,0.00013789+0.00099707i,0.00046314+0.0011361i,0.00029036-0.00041212i,-0.0001416-0.0006594i,-4.5829e-05+0.00060608i
-0.00081554+0.00070743i,-0.00030081+0.0011873i,-0.00026974+0.0018104i,0.00032955+0.0016323i,0.001591+0.00070825i,0.0023769-0.00027245i,0.0011249-0.00034202i,-0.00060245-0.00030915i,-0.0011651-0.0001301i,-0.00089138+0.00030748i,-0.00025116+0.00031015i,1.5528e-05+0.00058653i,-0.00025152+0.0013867i,-0.00055744+0.0013475i,-0.00018833+0.00078488i,0.00043397+0.0003755i,0.00064732+0.0003934i,-9.6605e-06+0.00092044i,-0.00046826+0.0007844i,-0.00018223+0.00016799i,-2.3662e-05-0.00031155i,0.00071496-0.00015736i,0.0012564-0.00022401i
0.0023137+0.0035393i,0.0018814+0.0029772i,0.0020367+0.0014202i,0.0018376-5.6843e-05i,0.0011583-0.0015594i,0.00058913-0.0019329i,-4.8925e-05-0.0011902i,-0.00059726-0.00071239i,-0.00058987-0.00035973i,0.00039108+0.00046846i,0.00054839+0.00065035i,-2.1594e-05-4.4435e-05i,-0.00026289-0.00016295i,-0.001404-0.00055425i,-0.0015542-0.0004434i,-0.00019619-1.6337e-05i,0.00042981+3.89e-05i,-0.00018585+3.5876e-05i,-0.00063451-0.00023624i,-0.00025286-0.00042562i,-3.0115e-05-0.00049855i,9.7274e-05-0.00079867i,0.00029632-0.001042i
-0.0017407-0.00028445i,-0.0014437+0.00080731i,-0.001269+0.002153i,-0.00015504+0.0020234i,0.0011374+0.0013101i,0.0012544+0.0005427i,0.00034941+0.00047948i,6.9886e-05+0.00069758i,8.9665e-05+0.0002162i,-0.00020723+0.00064064i,-0.00064796+0.001033i,-1.2127e-05+0.00070812i,0.00057279+0.00083089i,-0.00037108+0.0004554i,-0.00063414-0.00032918i,-0.00034107-5.5146e-05i,2.4496e-06+0.00013028i,0.0003331-0.00024407i,0.00026811-0.00055424i,-0.00014722-0.00048349i,-0.00079036+0.00018853i,-0.00091365+0.0011844i,-0.0004747+0.00074811i
-0.00052015+0.0021109i,0.0019443+0.00084639i,0.0026365+0.0011087i,0.0023194+0.0011783i,0.0023767+0.0010441i,0.0022473+0.00045492i,0.0015058+8.6557e-05i,0.00030546+0.00033562i,0.00036019-0.00035831i,0.00041347-0.0012721i,-0.00019679-0.0011362i,-0.00049252+7.9136e-05i,-0.00060349+0.00080693i,-0.00089109+0.00072218i,-0.00070667+0.00031618i,-0.00078301-0.00014676i,-0.0011931-7.5163e-05i,-0.00077658+0.00020013i,-0.00016601+0.0004603i,1.1051e-05+0.00013642i,0.00057071+2.3896e-05i,0.00075102+6.8732e-05i,0.00013772-0.00034174i
-0.00096443-0.00082603i,-0.0019191+0.00091848i,-0.0026079+0.0012923i,-0.0018731+0.0011238i,-0.00022171+0.00064554i,0.0010234+0.00065821i,0.0014238+0.00049734i,0.00041931+0.00054914i,-0.00090233+0.00083156i,-0.001257+0.0011644i,-0.0013525+0.0010712i,-0.00078485+0.00021078i,0.000263-0.00020126i,0.00056401+0.00041847i,-5.9121e-05+0.00045745i,-0.0002071+0.00073908i,-0.00026988+0.0011593i,-0.00031399+0.00090141i,-0.00022978-0.00019273i,-0.0003196-0.0005474i,-0.00047224-2.7849e-06i,-0.0003197-0.00016295i,0.00013564+2.1771e-05i
0.0030767-0.0020966i,0.0018314-0.0013252i,0.00062807-0.00036963i,-0.00022951-2.1594e-05i,-0.00087382-0.00033747i,-9.8516e-05-0.00073078i,0.00072493-0.00072258i,0.00057245-2.0556e-05i,6.1617e-05+0.0011908i,-0.00026414+0.0016063i,-0.00067663+0.00028355i,-0.00078023-0.00043688i,-0.00068492+2.3348e-05i,-0.00047768-0.00015788i,2.372e-05+7.6292e-05i,0.00036037+0.00049849i,-4.0981e-05+0.00027192i,-0.00040302+0.00075554i,-0.00040873+0.0013435i,-0.00052693+0.00065568i,-0.00067118-0.00082221i,-0.00046488-0.0015049i,-0.0002446-0.00055364i
-0.0017955+0.0029665i,-0.0018221+0.0037721i,-0.0014031+0.0022403i,-0.00012924+0.0012481i,0.00075824+0.00065899i,0.0011295-0.00087789i,0.00068395-0.0014029i,1.8163e-05-0.00087624i,-0.0004517-0.0002127i,-0.0011508+0.00011185i,-0.00051224+0.00049958i,0.00040456+0.00031698i,0.00016153+0.00014359i,-0.0005132+4.0653e-05i,-0.00027782-0.00037937i,6.3931e-05+0.00066315i,-2.6025e-05+0.00071231i,-0.00034266-2.2725e-05i,-0.00025017+0.00040621i,0.00032463+0.00078993i,0.00022552+0.00085218i,-0.00022894+0.00046982i,-0.0008341+0.00038944i
3.6884e-05-0.0010472i,-0.00039674-0.00018146i,-0.0014954+0.0012115i,-0.0018374+0.0015526i,-0.00063775+0.00087125i,0.00050586+0.0018417i,0.00020962+0.0018834i,-0.00017544+0.00062072i,-0.00043906-2.2355e-06i,-0.00067559-0.00012715i,-0.00053738-7.8865e-05i,-0.00050676+0.00021262i,-9.8288e-05+0.00035143i,0.00056042-0.00033275i,0.00034073-0.00031069i,-2.0817e-05-0.00027859i,-0.00029666-0.00057387i,-0.00026426-6.6285e-05i,-0.00072756-5.5059e-05i,-0.00095566-0.00067417i,-0.00030262-0.00031718i,-0.00032112-2.7065e-05i,-0.0010114+3.9513e-05i
-0.00066945-0.00078016i,-0.0007655+0.00089474i,-0.0016488+0.00090168i,-0.0012932+0.00037874i,-0.00071152+3.4023e-05i,-0.00027127-0.00011614i,-0.00033047-0.00034338i,-0.0010436-0.00015654i,-0.001451-0.00028028i,-0.0012551-0.00041437i,2.0814e-05+0.0002661i,0.0010059+0.00034255i,0.00092658+3.2748e-05i,0.00090611+7.9379e-06i,0.00069214+0.00019287i,0.00070737+0.0004706i,0.00069369+0.00080635i,0.00023285+0.00077074i,6.8939e-05-0.00027997i,0.00019681-0.0016869i,0.00015682-0.0019154i,-0.00029444-0.00085806i,-0.00042957+0.00035434i
