-0.003863+0.0015827i,-0.0019902+0.0024449i,-0.0018136+0.0039949i,-0.0011839+0.0032872i,-0.00041252+0.0014877i,0.00023884+0.00051495i,0.00033625+0.00047901i,0.00089409+0.00095584i,0.0015172+0.0010625i,0.0017053+0.00051916i,0.0012697-0.00011605i,0.00045771-0.00092629i,0.00040908-0.00070439i,4.6978e-05-2.7539e-06i,-0.00054271+0.00010113i,-5.0743e-05+0.0002729i,-0.00032407-7.2657e-05i,-0.00049521-0.00023774i,-0.00040394+0.00014348i,-0.00022341+0.0008353i,0.00024366+0.0011622i,0.00054396+0.00064989i,-0.00011659+0.00017719i
-1.1652e-05-0.0009522i,0.0013783-0.0010306i,0.0015115-0.0016819i,0.00025239-0.0011316i,-0.001029-0.00083185i,-0.00052156-0.001116i,0.00040577-0.0014103i,-4.7958e-05-0.0010641i,-0.00030284-0.00015968i,-0.00053265+0.00035732i,-0.00026104+0.00076446i,0.00059461+0.00096948i,0.0007192+0.00066124i,0.00043883+0.00067195i,-0.00015429+0.00045941i,1.2139e-05-0.00019485i,0.00047651+0.00024302i,0.00026979+0.00061314i,0.00029198+0.00080997i,0.00041558+0.00037628i,0.00017293-0.00017723i,0.00062559-0.0003286i,0.00060598-2.7279e-05i
0.0020577+0.001158i,0.00193+0.00133i,0.0031995+0.0014748i,0.0032496-2.011e-05i,0.0017645-0.0015868i,0.0011593-0.0016469i,0.00079883-0.00093727i,0.00062606-0.00094208i,0.00094694-0.00010678i,0.00053867+0.0010773i,0.00016049+0.0013539i,-0.00038241+0.00064063i,-0.0012586+0.00056127i,-0.0011292+0.00038149i,-0.00020817-0.00084216i,0.00030192-0.00030447i,0.00013216+0.00037562i,-0.00067087+0.0001904i,-0.0013406+5.0599e-05i,-0.00079122-7.2337e-05i,-0.00073766-0.00092209i,-0.0011618-0.0013921i,-0.00067245-0.00038504i
0.00038651+0.00025365i,-0.00026767-8.2334e-05i,-0.00087138-0.0021958i,-0.00040399-0.00219i,-0.00036061-0.00095205i,-0.00085772-0.00063849i,-0.00035668-0.00071814i,-0.00053207-0.00045204i,-0.00043368+0.00085789i,-0.00040706+0.0010447i,-0.00050677+0.00042925i,6.7527e-05+0.00054373i,-2.1199e-05+0.00076655i,-0.00073922+0.00046012i,-0.00041904+0.00016641i,-8.1229e-05+0.00066451i,-0.0004143+0.00014455i,-0.00043303-0.00033217i,-0.00028564+0.000237i,0.00025481+0.00016888i,0.00088707-0.00024045i,0.00056985+0.00025027i,-0.0005244+0.00063046i
-0.0007166-0.0031654i,-0.0014671-0.0033932i,-0.0014767-0.0034327i,-0.0022515-0.0029682i,-0.0028708-0.001456i,-0.0019379-0.00019231i,-0.00064352-0.00010632i,5.8708e-05-0.00012802i,-8.0742e-05+0.00036929i,0.00045095+0.0012045i,0.0012828+0.00080692i,0.00069885+0.00084231i,-0.00062776+0.00055728i,-0.00028507-0.00028332i,0.00015403-0.00065121i,-0.0003554-0.00089033i,-0.0011792-0.0010064i,-0.0018702-0.00061169i,-0.0017962-0.00047311i,-0.00093277-0.00080319i,-0.00094737-0.00059278i,-0.00079877+2.1402e-06i,-0.00080435+0.00055707i
-0.0027616+0.00075125i,-0.0018741+0.0021288i,-0.0013488+0.0026403i,-0.0011735+0.0022858i,-0.0010106+0.0014706i,0.00071444-0.00032701i,0.0018263-0.0010914i,0.0004716-0.00042181i,-0.0011015+0.00032395i,-0.00067279+0.00095216i,0.00038475+0.001049i,0.00016349+5.2117e-06i,-0.00042761-9.4077e-05i,-0.00077575+0.00042365i,-0.00058963+0.00077559i,-0.00075108+0.00056635i,-0.00081727+0.0001116i,-0.00015736+0.00044134i,0.00048161+0.00015933i,0.00056012-0.00067325i,0.00063958-0.00039846i,0.00077729+0.0005963i,-0.00013789+0.0011921i
0.0026344-0.00095342i,0.0012479-0.0017676i,9.1416e-05-0.0017231i,-0.00058043-0.0015119i,-0.00068821-0.0013676i,-0.00013729-0.00049086i,0.00066587+0.00033656i,0.0011045+0.00048483i,0.00068666+0.00015223i,0.00033782-0.00053666i,-0.00015248-0.0003144i,-0.00094529+0.00026039i,-0.00082838+3.6817e-05i,-0.00061189+0.0001522i,-0.000439+0.00019087i,2.8275e-05+0.00095011i,-0.00041877+0.001947i,-0.00092323+0.0010208i,-0.00054532+1.3759e-05i,-0.00026685-0.00052348i,-0.00019069-0.00049294i,-0.00048614-0.00045699i,-0.00017779-0.00076025i
0.00073651+0.0015409i,0.0022736-0.00024726i,0.0019525-0.0018426i,0.00068959-0.0023502i,-8.7537e-05-0.0014263i,-3.9926e-05-0.0012397i,0.00058028-0.0017598i,0.00049602-0.0010681i,0.00057411-9.6111e-05i,0.00046373-0.00034305i,-6.2375e-05-0.00045323i,-0.00031-0.00023946i,-0.0012754-0.00036258i,-0.0015759+1.7789e-05i,-0.0011603+0.00062645i,-0.00088452+0.0007292i,0.00014057+0.0001351i,0.00081982-0.00016333i,0.00075363+0.00022635i,0.0003172+0.00034024i,-0.00033627+0.00018914i,-0.00025974+0.00037316i,1.1545e-05+0.00066148i
-0.001502+0.00028786i,-0.00087414-0.0006652i,-0.00031687-0.0011858i,-0.00046722-0.0017503i,-0.00031905-0.0017275i,-5.3576e-05-0.00031528i,-1.2343e-05-1.1337e-05i,-0.00017092-0.00052553i,-0.00025639+0.00013966i,-0.00052402+0.0014267i,-0.000326+0.0014677i,0.00012009+0.00079775i,-0.00012112-0.00026307i,-0.00067416-0.00037014i,-0.00064536-0.00021962i,-5.7503e-05-0.0013244i,4.9751e-06-0.00054144i,0.00017826+0.0010373i,-2.9304e-05+0.0012271i,-0.00064833+0.00036557i,-0.00031343-0.00061983i,9.3823e-05-0.00019794i,-0.00030259-0.00028528i
0.00091492-0.00051783i,0.0021614+0.0010654i,0.0015096+0.00093836i,0.00069954-0.00048017i,0.0010537-0.0016189i,0.0012844-0.0016091i,0.00078613-0.00079505i,0.00075592+0.00018628i,0.00077014+0.0015761i,0.00028226+0.0022596i,-0.00049614+0.001348i,-0.00083623+0.00086388i,-0.00051162+0.00085467i,-0.0008229+0.00050309i,-0.0010133-0.00027182i,-0.00064084-0.00073705i,-0.00038971-0.00095774i,-0.00026731-0.00079354i,-0.00056354+0.00015987i,-0.00056326+0.0010002i,0.00031406+0.0010166i,0.0011835+0.00059527i,0.0012056+4.0665e-05i
-0.0027941+0.00080877i,-0.0018235+0.00099014i,-0.00038588+0.00097933i,0.0011887+0.0018125i,0.0013656+0.0020119i,0.0013707+0.00047007i,0.0014704-0.0012451i,0.0013278-0.00068107i,0.0012838+0.00074232i,0.0012625+0.0013546i,0.0011455+0.0013121i,0.00041137+0.00047561i,-2.3262e-05-0.00089825i,-0.00030599-0.00093082i,-0.00042148-0.00010493i,9.4806e-05-0.00025606i,-6.4882e-06-0.00037624i,0.00024054+0.00039381i,0.00025831+0.00082764i,9.1587e-05+0.00043783i,0.00051351+0.00037715i,0.00015587+0.00080344i,-0.00088645+4.7241e-05i
0.00017132+0.0022481i,0.0016118+0.0014181i,0.0017806+0.00017602i,0.0010211-0.00065996i,-4.6812e-05-0.00053103i,-5.4195e-05-0.00053954i,0.00025676-0.00048477i,6.9612e-06-0.00089557i,-0.00019891-9.1914e-05i,0.0001015+0.0014354i,-2.6734e-05+0.0011928i,-0.00023086+0.0004118i,-3.7157e-05-0.00055146i,1.2501e-05-0.00012014i,-0.0002466+0.00094789i,-0.00047526+0.00041844i,-0.00076933-0.00039629i,-0.0010387-0.00034093i,-0.00067648-0.00050524i,-0.00057753-0.00085319i,-0.00053698-0.0007183i,-0.00029322-0.0003949i,-0.0001786-0.00024463i
-0.0024102+0.0011399i,-0.0015233+0.0012691i,0.00017132+0.0019824i,0.00088118+0.00011357i,0.0014922-0.0011125i,0.0019443-0.0011007i,0.0014248-0.0015524i,0.00015582-0.0011335i,-0.00076948-0.00053254i,-0.00048842+6.829e-05i,-0.00039244+0.00083933i,-0.00020009+8.3587e-05i,0.00051639-5.7777e-05i,0.00048571-0.00032877i,-0.00061149-0.00068539i,-0.0007736-0.00011601i,-0.00046746+0.00082726i,-0.00045735+0.00099935i,0.0004358+0.0002007i,0.00034816+0.00037349i,-0.00061422+0.00033296i,-0.00067409-0.0001256i,3.7335e-05-0.00088983i
0.0030669-0.00051624i,0.0033197-0.00038711i,0.00329-0.0014947i,0.00087408-0.0015473i,-0.0011453-0.00096403i,-0.0008958-0.0010228i,-0.00032497-0.0014087i,-0.00055781-0.0014i,-0.00040715-0.00037532i,-0.00016831+0.0004917i,-0.00027549+0.00080454i,-0.0006183-3.0242e-05i,-0.00057314-0.00032383i,-0.00023214+0.00041172i,-0.00025742+0.00091373i,4.7755e-05+0.00072305i,0.00052961+0.00069551i,0.00078273+0.00034187i,0.00085986-8.8405e-06i,-1.4293e-05-0.00061764i,-0.0010588-0.0020332i,-0.00035432-0.001727i,0.00011734-0.00038953i
-0.0032187+0.0017496i,-0.0017264+0.0019098i,-0.0015048+0.0016672i,-0.00032066+0.0016317i,0.0014699+0.00053815i,0.0020561-0.0011854i,0.0013558-0.0014745i,0.00033203-0.00020597i,-0.00072662+0.0010754i,-0.0011634+0.0015447i,-0.00069304+0.0016268i,-0.00073361+0.00072333i,-0.00089105-0.00023612i,-0.0010445+0.0003834i,-0.00094367+0.0010054i,-0.00045612+0.00093471i,-0.00057719+0.0010853i,-0.00060757+0.00048492i,-0.00020642-0.00064044i,0.0001466-0.00074838i,-0.00011204-9.5736e-05i,-0.00019745+0.00021765i,0.00029273+1.9336e-05i
-9.2112e-06-0.0017825i,-0.0014769-0.0016221i,-0.00153-0.0025944i,-0.00098994-0.0027862i,1.6991e-05-0.001059i,7.991e-05+4.1988e-05i,-0.00026993+0.00033621i,0.00016952+0.00095832i,0.00057187+0.0012076i,0.0003228+0.00097532i,0.00029018+0.0010726i,-0.00054316+0.00092002i,-0.0017873+0.0005794i,-0.0017962+0.00022827i,-0.0010538+0.00037593i,-0.00054923+8.1462e-05i,-0.00040649-0.00050206i,-0.0004257-0.00064168i,-0.0004917-0.00088427i,-0.00075556-0.00083512i,-0.00014763-0.00050138i,0.00032722+0.00036776i,-0.00014757+0.00056097i
-0.0028172+0.0016596i,-0.00024543+0.0034672i,0.00047033+0.0037718i,-0.00066866+0.002204i,-0.00031852+0.00073184i,0.0012263+0.00060232i,0.0020102-0.00048293i,0.0014661-0.0013766i,0.00037228-5.8702e-05i,7.6933e-05+0.00080573i,0.00069268+0.00040868i,0.00077795-0.00050896i,-0.00044019-0.0015665i,-0.00085407-0.0011695i,-0.00040315-0.00046787i,-0.00075836+0.00015408i,-0.0010116+0.00049261i,-0.00071726+0.00049601i,-0.00080587+0.00049266i,-0.0013818+0.00011306i,-0.0010263-6.5477e-05i,-0.00079139+2.9939e-05i,-0.00067833+0.00028712i
-0.0010249+0.00054775i,-0.00089274+4.7981e-05i,-0.00066008-3.8008e-05i,-0.00027601+0.00042169i,0.0002444+0.00023108i,0.0011565-0.00027992i,0.002031-0.00075227i,0.0011657-0.00069117i,0.00063617-0.00084698i,0.00081761-0.0010443i,0.00020902-0.00055184i,-0.00062096+0.00013853i,-0.00064945+0.00017243i,0.0002417+4.4202e-05i,-6.5748e-05+0.001138i,-0.0008248+0.0021496i,-0.00056999+0.0013809i,-0.00053503+0.00081335i,-0.00012859+0.00024482i,-0.00026262-0.00070017i,-0.00065513-0.0010512i,-0.00059934-0.00028431i,-0.00026406+0.00026227i
0.0014479+0.0035712i,0.0017642+0.0023435i,0.0030932+0.00020119i,0.0032908-0.0013166i,0.0017793-0.0019988i,-0.00013397-0.0027265i,-0.00048664-0.0025653i,-7.0212e-05-0.0012902i,-0.00036309+3.403e-05i,-0.00058555-0.00017011i,-0.00011711-0.00059947i,-0.00048518-0.00023314i,-0.00095714-9.4209e-05i,-0.0010074+1.438e-05i,-0.00085788+0.00010143i,-0.00077115-6.9915e-05i,-0.00038485-0.00088709i,0.00027393-0.0014638i,0.00050847-0.00077351i,0.00024995+0.00020914i,-9.6672e-05+0.0007188i,-0.00022988+0.0013327i,-0.00029364+0.0016958i
-0.0011118-0.0018685i,-0.0013932-0.0016002i,-0.001746-0.0012864i,-0.00089555-0.00089876i,0.00034585-6.4551e-05i,0.001638-0.00019081i,0.0020214-0.0010354i,0.00067726-0.0011767i,-0.00049607-0.00024485i,-0.00046405+0.00063461i,-0.00079549+0.0003653i,-0.0014537-0.00032765i,-0.0008691-0.00033637i,-0.000392-0.00020896i,-0.00051582-0.00023616i,-0.00011055-0.00017591i,0.00077311+9.5317e-05i,0.00058189-3.6344e-05i,0.00035509-0.00046937i,0.0010067+1.5202e-05i,0.0009935+0.00064108i,0.00068393+0.00085754i,0.00035795+0.00083582i
0.0017742+0.00074247i,0.0019022-0.00026763i,0.0030857-0.0014017i,0.0031356-0.0016094i,0.0017395-0.0016069i,0.00079592-0.0010575i,0.00053116-0.0004026i,0.0002029-0.00028675i,-8.331e-05+0.00060115i,-1.5922e-05+0.0018542i,-0.00050628+0.0014281i,-0.00066953+0.00066061i,-0.00043123+0.00037681i,-0.00038603+7.6848e-05i,1.8338e-05+0.00035281i,-0.00012332+0.00027557i,-0.00066134-2.4448e-05i,-0.0012-0.00043666i,-0.00030948-0.00042972i,0.00074485-0.00013817i,0.00034485-0.00028538i,-0.00010252+0.0005923i,0.00013871+0.00054129i
-0.0017846+0.0015899i,-0.0018673+0.00075801i,-0.0017975+0.00034197i,-0.0012607-0.00077602i,0.00068733-0.0011528i,0.0017128-0.00098022i,0.0012136-0.00049388i,0.00074542+0.00076333i,0.00053214+0.0015822i,0.00078202+0.0017962i,0.00044754+0.00062266i,0.00016677+0.00015996i,0.00039338+0.00097276i,0.00032075+0.001258i,-0.000475+0.00091683i,-0.001471+0.00043971i,-0.00135-0.0002487i,-0.00094912-0.00068713i,-0.0006118-8.3823e-05i,-0.00015477+0.00072349i,-0.00026895+0.00080771i,-0.00049359-0.00039318i,-0.00031934-0.0005564i
-0.00041486-0.00087298i,0.00090866-0.0011016i,0.0018564-0.00077739i,0.0012343-0.0014644i,0.00014203-0.0010149i,-0.00036598-0.00025018i,-0.00021306-0.00066215i,0.00058685-0.00054286i,0.0010163+0.00015905i,0.0009263+0.00094168i,0.00053675+0.00092075i,0.00019691-0.00017597i,0.00068516+0.0003435i,0.00037959+0.0013213i,-0.00041427+0.00073967i,-0.00054913-0.00014422i,-0.00044196-0.00022233i,-0.00040368+0.00016248i,-0.00080412+0.00062438i,-0.00046637+0.00057403i,0.00015087+0.00040927i,-0.00023891+0.00046796i,-0.00024168+0.0011903i
-0.0015367+0.0019861i,-6.6483e-05+0.0042489i,0.001014+0.0043097i,0.0022104+0.0028361i,0.0028117+0.0005716i,0.0026737-0.00096514i,0.0018927-0.0013152i,0.00038923-0.0017316i,-0.00014457-0.0011679i,0.00076225+9.1151e-05i,0.0011167+0.00032697i,0.00063858+0.00016472i,-0.00057283-0.00021272i,-0.00079536-0.00016482i,-0.00083112-0.00019229i,-0.00060334-0.00035032i,-2.4758e-05+3.9554e-05i,0.00019143+0.00024458i,0.00040222+0.00067674i,-0.00034662+0.0008805i,-0.00082071+0.0001932i,-0.0010147+0.00023079i,-0.0010213+0.00057195i
-0.00063402-0.00043635i,-0.0010045-0.00036429i,-0.0015785-0.00087591i,-0.00093418-0.0010778i,0.00061888-0.00018243i,0.0013554+0.00084252i,0.0012256+0.00074727i,0.00092761-8.3712e-05i,5.4055e-05-0.0012047i,-0.00040716-0.0010428i,-0.00085018+2.5882e-05i,-0.0015061+4.5462e-05i,-0.00091548-0.00059568i,-0.00011965+0.00037615i,-0.00076719+0.00099785i,-0.00049434+0.00025328i,-0.00038548-3.7856e-05i,-0.00046852-0.00027111i,-0.00016104-0.0005549i,-0.00054595-0.00021826i,-0.00077766+0.00013089i,5.381e-06-0.00022318i,0.00029841-0.0008148i
0.0019112+0.0013867i,0.001954+0.00073061i,0.0018709+0.00019782i,0.00096038-0.0010783i,0.00074545-0.0024866i,0.00051033-0.0025748i,0.00064186-0.0012173i,0.0010676-0.00043547i,5.9815e-05+0.0005008i,-0.00014948+0.0014089i,0.00030792+0.00139i,-0.00071476+0.0001466i,-0.00050469-0.0012254i,-0.00019543-0.00089702i,-0.0010084-0.00015396i,-0.00055388-0.00031344i,-2.7458e-05-0.00063794i,-0.00060968-0.00035118i,-0.00061442+5.2394e-05i,-0.00041557+0.00024631i,-0.00026164+0.00050013i,-0.00042808+0.00020046i,-0.00068956+7.1971e-05i
-0.0020754-0.001325i,-0.00086742-0.00056658i,0.00023582-0.00056399i,-0.00031862-0.00019183i,0.00011921+0.0010229i,0.0015071+0.00039223i,0.0015966-0.00050058i,0.0006122-0.00043746i,0.00026295+0.00064736i,0.0008663+0.001816i,0.0011309+0.001949i,0.00071897+0.0006888i,0.00054993+3.3238e-05i,0.00049605+0.00020225i,0.0003672+0.0003385i,-0.0001694+0.00013391i,-0.00063195-0.000464i,-0.00056925+4.2763e-05i,-0.00064705+0.00056871i,-0.00066862+6.2883e-05i,-0.0010853-0.00045244i,-0.00052786-4.8254e-06i,0.00051911+0.00066825i
0.00063664-0.00013357i,0.0012511-0.00047412i,0.0017982-0.0011613i,0.0015914-0.0012862i,0.00049593-0.0013847i,-0.00046501-0.0011999i,-0.00023591-0.0011039i,0.00092251-0.00076931i,0.0013455+0.00073616i,0.0015941+0.0014951i,0.0014085+0.0011112i,0.0006934+0.00068881i,0.00046405+0.00031498i,-9.6205e-05+0.00024046i,-0.00098153+0.00082276i,-0.0010298+0.0007792i,-0.0011484+0.0005166i,-0.001116+0.00049379i,-0.00096777+0.0006823i,-0.0011264-7.8325e-06i,-0.0010987-0.00055191i,-0.00060088-0.0001164i,0.00022716-0.00018761i
0.00040807-0.00096093i,-0.0011596-0.00092305i,-0.0017723-0.00093801i,-0.0015116-0.0012885i,-0.00074102-0.0014776i,-0.00085369-0.00089281i,-0.00037681-0.00012065i,0.00029339-0.00027895i,6.6421e-05-0.00019558i,-5.9311e-06-0.00012258i,0.00039987-6.4306e-05i,-0.00024005-0.00033541i,-0.00082754-0.00049101i,-0.00037439-0.00075363i,-0.00041903-0.00058328i,-0.00041186-0.0003522i,-0.00096852-0.00020829i,-0.0010775+0.00060981i,-0.0002164+0.0011427i,0.00045142+0.00099037i,0.00064632+0.00078988i,0.00041993+0.00094688i,0.00030886+0.0009476i
0.0019651+0.0010671i,0.0025303+0.00083523i,0.002732-0.00042364i,0.0013216-0.0014426i,3.6014e-05-0.0015593i,-0.00025432-0.0011372i,0.00014688-0.00040948i,0.0002642-0.00033635i,5.288e-05-0.00053576i,0.00015252-3.7757e-05i,-0.00029487-0.00016591i,-0.0012328-0.00016655i,-0.0011969+0.00024046i,-0.00084842+0.00050688i,-0.00020854+0.0012561i,0.00042754+0.0014547i,-0.00015159+0.00028959i,-0.00067628-0.00012982i,-0.00025245-0.0005455i,-6.5128e-06-0.00082304i,-0.00014393-0.00098002i,-0.00015434-0.0011286i,0.00036702-0.0009093i
-0.00099026+0.001737i,-0.00059236+0.00074943i,-0.00036781+0.0005502i,0.00033967+0.00020391i,0.00069421-0.0012664i,0.00055732-0.002166i,-0.00012863-0.0013285i,-0.00014452-0.00044385i,0.00010488+0.00019654i,-0.00040599+0.00072603i,-0.00044618+0.00014396i,-0.00083408-0.00064054i,-0.0013071-0.00052993i,-0.00040825-0.00026511i,-7.6485e-05-0.00012787i,-0.00038294-0.00016103i,-0.00019078+5.7241e-05i,-0.00021174+0.00055012i,0.00014602+0.00031298i,0.00050282-5.6095e-05i,-0.00019582+0.00028898i,-0.00027446+0.00029541i,9.0198e-05+0.00033897i
0.001469+0.00039501i,0.0014044+0.00027304i,0.0018821+0.00032859i,0.0018625-0.00049848i,0.0015393-0.00070553i,0.0012718-0.00050379i,0.00061669-0.00045328i,-0.00033145-0.00060926i,-0.00080565+0.00021987i,-0.00043432+0.0020418i,-0.00042544+0.0022989i,-0.0010813+0.0011791i,-0.00095375+0.00054971i,-0.0004038+0.00061682i,-5.599e-05-4.998e-05i,-2.8885e-05-0.00069816i,5.905e-05-6.1256e-05i,-2.3428e-05+0.00031856i,-0.00065869+0.00011958i,-0.00066775-0.00027306i,-0.00070399-0.00082288i,-0.00046126-0.0010829i,0.00020707-0.00081592i
0.0005365-0.0011287i,0.001321-0.0012379i,0.0021433-0.001322i,0.0010676-0.0019996i,0.00016614-0.0028866i,0.0010881-0.0023815i,0.001983-0.0012538i,0.001061-0.00039539i,0.00011994+2.5053e-05i,0.00061464+0.0011137i,0.0012535+0.00169i,0.00088623+0.0010356i,0.0002645+0.00051858i,0.00025948-9.0404e-05i,-0.00055385-0.00049895i,-0.00093275-0.00034134i,-0.00062925+0.00017882i,-0.0007908+0.00057i,-0.00088628-0.00048156i,-0.0004389-0.0011725i,0.00027141-0.00088742i,0.0010141-0.00013928i,0.00052298+0.00093111i
-3.5726e-05-0.00023768i,0.00097407-0.00088274i,0.00059028-0.0016061i,-0.00015033-0.0013416i,-0.00044428-8.058e-05i,0.00054379+7.1505e-05i,0.0022645-0.00048089i,0.0017796-0.00048203i,0.00084149-0.00028099i,0.00072233-0.00016993i,0.00052372-6.2289e-05i,0.00033336-0.00079158i,-0.00031782-0.0011289i,-0.00072994-0.00039894i,-0.00060984+0.0005187i,-0.00034644+0.00073831i,-0.0010563+0.00049001i,-0.0017019+0.00054868i,-0.0014161+0.00050974i,-0.0010057+0.00039665i,-0.00066853-0.00016359i,-0.0010767-0.00078472i,-0.0010278-0.00044076i
-0.00047117-0.00034796i,-0.0010747+0.00086584i,-0.0014045+0.00090249i,-0.00061197+0.00063136i,0.00072544+0.00015707i,0.0013955-0.0011874i,-0.00010975-0.0012765i,-0.0016546-0.00039264i,-0.0014012-0.00010744i,-0.0008346+0.00015972i,6.7762e-05+0.00031941i,0.00076072+9.7176e-05i,8.8873e-05-0.00081552i,-0.00033609-0.00096898i,-0.00024417-0.00030152i,-0.00042591+8.9536e-05i,-0.00019042-0.00026527i,-0.00012941-0.00055752i,-0.00063834-0.00020494i,-0.00071793-0.00077788i,-0.00017098-0.0009984i,0.00013087-0.00068568i,0.00031241-0.0011314i
0.00038908+0.00036999i,0.0006295-0.00084777i,0.0010504-0.0020551i,0.00021242-0.0019388i,-0.00053156-0.00098736i,-0.00045809-0.00035926i,-0.00042244-0.0009162i,-0.0011492-0.00077823i,-0.0017687-0.00049542i,-0.0012117-0.00075579i,-0.0009365-0.00017561i,-0.0012409+2.4216e-05i,-0.0010231+0.00046452i,-0.00047948+0.00060582i,-2.9959e-05+9.366e-05i,-0.00038213-0.00022493i,-0.00043762-0.00051563i,0.00046494-0.00071253i,0.0012109-0.00034146i,0.0010183-0.0010094i,0.00030332-0.0013342i,-8.3169e-05-0.00071467i,-0.00013457-0.00019042i
0.00044985+0.0011113i,0.0012142+0.0012456i,0.0015353+0.00035655i,0.00087255-0.0010369i,0.00069551-0.00158i,0.0010858-0.0016786i,0.00095843-0.0017423i,0.00064786-0.00099707i,-0.00033536+0.0002039i,-0.0011183+0.0015628i,-0.00090442+0.0020916i,-0.00086485+0.0018063i,-0.0012403+0.001374i,-0.0012615+0.00068166i,-0.00047103+0.00011343i,-0.00025224-0.00022396i,-0.0010052-0.00026514i,-0.0013584-0.00065583i,-0.00053359-0.00066389i,0.00011161-0.00013528i,6.9031e-06-0.00017093i,-0.00019988+1.3276e-05i,-0.00036857-0.00011073i
-0.0032119-0.00028728i,-0.0023445+0.00091716i,-0.0026547+0.0019593i,-0.0023313+0.0020866i,-0.00022337+0.0023205i,0.0020395+0.0013323i,0.0025719-0.00030873i,0.0012878-0.00063665i,5.7442e-05-7.2058e-05i,7.2013e-05+0.0016094i,0.00027633+0.0023595i,9.8946e-05+0.00071479i,-0.00053065-0.00084306i,-0.00035035-0.00018404i,-0.00031004+0.00054291i,-0.00091048+0.00017318i,-0.0011391-0.0011055i,-0.0009662-0.00098171i,-0.00037475-0.00017226i,0.0002132-0.00044244i,0.00028545-0.0001794i,2.2783e-05+0.00043297i,-0.00044028+0.00024847i
0.00038183+0.0002757i,0.00099036-0.00050189i,0.0012855-0.0006588i,0.0016896-0.00076853i,0.0017319-0.00028659i,0.0013099-0.00019317i,0.00081235-8.0328e-05i,0.00018653-3.9046e-05i,0.00055359-5.1561e-05i,0.0011509+0.00088656i,0.0013914+0.00084866i,0.0010942-0.00012152i,-0.00013307-6.5163e-05i,-0.00039713+0.00030722i,0.00047068+5.0083e-05i,0.00097317-0.00024212i,0.00043054+7.8867e-06i,-0.00028473+7.7556e-05i,0.00028898-0.00030922i,6.4639e-05-9.2298e-05i,-0.00077074+6.8577e-05i,-0.00019772+0.00042069i,0.00022611+0.00034018i
-0.0013592+0.00062455i,-0.00063911+0.00067639i,-0.00088119+0.00033928i,-0.00032619+3.4456e-05i,1.6468e-05-0.0001318i,-0.00017139-0.00040913i,0.00051685-0.00038394i,0.00080713-0.00020507i,0.00051942+0.00030435i,0.00046321+0.00089684i,0.000865+0.00042383i,0.0012794-0.00034991i,0.0015892-0.00046034i,0.0012292-0.00067116i,0.0008076-0.00084126i,0.00043335-0.00052561i,0.00066145-0.0011623i,0.0010717-0.0012667i,0.00077269-0.00010978i,-0.00021215-0.00038542i,-0.00025482-0.0015901i,0.00033238-0.00097846i,0.0001892-0.00013272i
0.0014081-0.0014022i,0.0014982-0.00090723i,0.0010226-0.00075189i,0.00099725-0.0010959i,0.0011226-0.00095181i,0.00049067-0.0010118i,0.00018945-0.0012166i,0.00043653-0.00091074i,-0.00056709+0.00024555i,-0.00075807+0.0011517i,-6.1569e-05+0.00046045i,-5.6468e-05-0.00068649i,-0.00054131-0.00071159i,-0.0013051-0.00019843i,-0.0016463-0.00023584i,-0.0013386-0.00072987i,-0.0009816-0.0010011i,-0.00024636-0.00059813i,0.00019505-0.00018534i,-0.00014622-0.00021192i,-0.00019694-0.00042754i,0.00011621-2.981e-05i,7.4749e-05+0.00050963i
-0.0014687+0.00049539i,-0.0012783-0.00026086i,-0.00073597-0.0009664i,0.00037011-0.00018785i,0.00085719-0.0009105i,0.0011294-0.0016988i,0.0014002-0.0012228i,0.00072084-0.00068912i,-0.00033462+0.00017939i,-0.0011394+0.001228i,-0.00077735+0.0019758i,-0.00060504+0.001444i,-0.0011606+2.9145e-05i,-0.0015253-0.00018903i,-0.001481-5.2604e-05i,-0.00074883-0.00017684i,-0.00082624-0.00034814i,-0.0010934-0.00051185i,-0.00057287-0.00025593i,-0.0008817-0.00077841i,-0.00050656-0.0008418i,5.6252e-05-0.00023525i,-0.00019858-0.00021032i
-0.0010773-0.00058778i,-0.00082243+0.0004129i,-0.0019313+0.0003316i,-0.0019309-0.0003473i,-0.00069132+0.0003938i,8.4926e-06+0.00075533i,-0.00043785-0.0002174i,-0.00037633-0.0006134i,-0.00066641+0.00047055i,-0.0011886+0.0021532i,-0.00015415+0.0021786i,0.0001947+0.0015479i,-0.00064514+0.00071422i,-0.00062897+9.0193e-05i,-4.1593e-05+0.00036702i,-0.00026067-2.8222e-05i,-0.00064216-3.5424e-05i,-0.00010617+0.00039336i,0.00010644-5.4024e-05i,-0.00065098-0.00022681i,-0.00091746+0.00036523i,-0.00090249+0.0012865i,-0.00029773+0.0013702i
0.001446+0.0015728i,0.0028928+0.00074659i,0.0032721+0.00026855i,0.0035774-0.0014306i,0.0027123-0.0032989i,0.0012817-0.0037243i,0.00079129-0.0019679i,0.00079192+0.00036403i,0.00089532+0.0016365i,0.00076962+0.0016961i,0.0012315+0.0013088i,0.0010212+0.00067382i,0.00026745+0.00040467i,0.00033429+0.00059373i,0.00040701+0.00087534i,0.00045541+0.0012465i,0.000564+0.00091668i,0.00036299-0.00019742i,-0.00038296-0.0005554i,-0.00062706-0.00034495i,0.00020826-0.00020697i,0.00084764+0.00026168i,0.00023971+0.0010856i
