-0.003863+0.0015827i,-0.0019902+0.0024449i,-0.0018136+0.0039949i,-0.0011839+0.0032872i,-0.00041252+0.0014877i,0.00023884+0.00051495i,0.00033625+0.00047901i,0.00089409+0.00095584i,0.0015172+0.0010625i,0.0017053+0.00051916i,0.0012697-0.00011605i,0.00045771-0.00092629i,0.00040908-0.00070439i,4.6978e-05-2.7539e-06i,-0.00054271+0.00010113i,-5.0743e-05+0.0002729i,-0.00032407-7.2657e-05i,-0.00049521-0.00023774i,-0.00040394+0.00014348i,-0.00022341+0.0008353i,0.00024366+0.0011622i,0.00054396+0.00064989i,-0.00011659+0.00017719i
0.002578-0.0011404i,0.0013841-0.00038091i,0.0010527-0.001493i,0.00081046-0.002552i,3.4189e-05-0.0028474i,-0.0005979-0.0014834i,-0.00013448-0.00054034i,0.0011516-0.00026718i,0.0013566-2.5587e-05i,0.0012713+0.00039762i,0.0015005+0.00015694i,0.00085237-0.00018754i,-0.00061673-0.00029268i,0.00015146-0.00025324i,0.0013896+0.00015766i,0.0012438+0.00020006i,0.0011885+0.00076636i,0.00054649+0.0010956i,7.0405e-05+0.00014555i,-0.0001092-0.00038721i,-0.00043085-0.00040813i,0.0004275-0.0001843i,0.00097936+7.5011e-05i
0.0018012-0.00099754i,0.00047091-0.0020259i,-0.0016795-0.0021976i,-0.0025317-0.0024779i,-0.0018567-0.002573i,-0.0011128-0.0012662i,-0.0001435-0.0010517i,5.8918e-05-0.0019068i,-8.3247e-05-0.0018514i,0.00016079-0.0012034i,-0.00033122-0.00038637i,-0.00070822-0.00048894i,-0.00090726-0.00085216i,-0.001152-0.00046884i,-0.00033458-5.8423e-05i,0.00068948-0.00021982i,0.0003203-0.00057914i,-0.00090558-0.00015245i,-0.0012173-0.00020608i,-0.00088812-0.00029469i,-0.00048541+3.7624e-05i,-0.0004882-9.4437e-05i,-0.00066302+0.00022849i
-0.0016241+0.00032493i,-0.0018451+0.00046651i,-0.001729+0.00069004i,-0.00092646+0.00051097i,0.00013633+4.7285e-05i,0.00069581-0.001529i,0.00043812-0.0016179i,-6.8815e-06-0.0011888i,-0.0010566-0.00037901i,-0.0013136+0.00049041i,-0.0006808+0.00027322i,-0.00031041-0.00020041i,-0.00083677+0.00018125i,-0.0015151+0.0006246i,-0.0017866+0.00047229i,-0.0016762+0.00051519i,-0.00081434+0.00051753i,-0.0002106+0.00036657i,-0.00066567-3.7769e-05i,-0.00061227-0.00095766i,2.8428e-05-0.0011627i,-0.00020726-0.00099098i,-0.00049662-0.00080524i
0.00011319+0.00066905i,0.00093104+0.00089845i,0.00099671+0.0013055i,0.00084943+0.00038744i,0.00049146-0.001492i,0.0002613-0.0022931i,0.00077807-0.0020389i,0.00061429-0.001256i,-0.00081604+0.00011681i,-0.0012801+0.00086297i,-0.00066418+0.001381i,-0.00042194+0.0015215i,-0.00084557+0.00077293i,-0.00093246+0.00076643i,-0.00054848+0.0014386i,-0.00075147+0.0014825i,-0.00036642+0.00054817i,-0.0003638-0.00021178i,-0.0008005+5.3214e-05i,-0.00070153+0.00030637i,-0.0010687+0.00052533i,-0.00095876+0.00063471i,-0.00016484+0.00039134i
-0.00034355+0.001017i,-0.00062567+0.0023107i,-0.00063873+0.0020898i,-2.9017e-05+0.00021481i,0.0010101-0.00037169i,0.0016339-0.00053152i,0.00054018-0.00049695i,-0.0012429-0.00015395i,-0.00099577+0.00090042i,-0.00016866+0.0020256i,0.00029225+0.0011977i,0.00035383+0.00014015i,-6.4039e-06+0.00028409i,0.00015406+0.00049345i,0.0014284+6.1755e-06i,0.0013754-6.047e-05i,-0.00029172+0.00030028i,-0.0010246+0.00059692i,-0.00074775+0.00037409i,-0.00039035-9.5524e-05i,0.00025995-0.00027056i,-1.4978e-05+0.0001535i,-0.00039883-5.2341e-05i
-0.00033632+8.0844e-05i,-8.8109e-05-0.0012614i,-0.00021757-0.002349i,-0.0013662-0.0016773i,-0.0025264-0.00012639i,-0.00132-7.071e-06i,3.7283e-05+0.00046658i,-0.0001003+0.00090312i,0.00022129+0.0013835i,0.00089208+0.0021636i,0.00047332+0.0017503i,-9.6006e-05-0.00020073i,8.4955e-05-0.001468i,0.00060784-0.0013441i,0.0011822-0.00074022i,0.0012347-0.00037131i,0.00079479-0.00040224i,-4.6074e-06-0.00028638i,-0.00073443-0.00052339i,-0.00026521-0.0001368i,0.00023897+3.5753e-05i,0.0002661-0.0001889i,0.00034072-0.0003118i
0.0010983-0.0016832i,0.0017559-0.0023659i,0.0018634-0.0023348i,0.00085754-0.0020348i,-0.00021407-0.0014197i,-0.00013609-0.0013583i,0.00075008-0.0011473i,0.00085791+0.00028394i,0.00028949+0.0012528i,0.00029082+0.0013485i,0.00074878+0.0010141i,0.0012331-0.00053876i,0.00058619-0.00084074i,4.1619e-05+0.00012082i,-0.00013631-0.00026838i,-0.00013444-0.00077697i,-0.00038931-0.0010573i,8.5072e-05-0.00095799i,0.00011877+0.00023377i,-0.00092546-0.00021964i,-0.00043553-0.00097492i,-0.00046949-0.00054897i,-0.000852-0.00077772i
-0.0007387-0.0013424i,-0.001311-0.0010326i,-0.0010128-0.00084562i,0.0003488+0.00020066i,0.0011808+0.00023303i,0.0015265-0.00029615i,0.0021808-0.00079255i,0.0025887-0.0011426i,0.0013648-0.00051911i,-9.9365e-05+0.00036845i,-0.00020307-7.631e-05i,-0.0006554-0.0010851i,-0.001643-0.00077864i,-0.0017174-0.00042742i,-0.0013451-0.00036196i,-0.0010973+0.00014792i,-0.0012274+0.00054122i,-0.00071434+0.00035574i,3.1554e-05+9.7827e-05i,-8.2348e-05+7.4271e-05i,-0.0003375-0.00025248i,-0.00069459-0.00065297i,-0.00077058-7.1344e-05i
0.00057728+0.0029326i,0.0018707+0.0023131i,0.0028393+0.0013654i,0.0028651-0.00035697i,0.0024128-0.00083079i,0.00066626-0.0017419i,-0.00019553-0.0017732i,-0.00043836-0.0013138i,-0.0006495-0.00080536i,-0.0005882-0.00042105i,-0.00052623-0.00028832i,-0.00024694+0.0002581i,-0.00051101-0.00013827i,-0.00092594+0.00038136i,-0.0011402+0.00098213i,-0.00083366+0.00028747i,-0.00010521+0.00037187i,-0.00011934+0.00035524i,-0.00026099+0.00051043i,-7.7909e-05+0.00046849i,-8.3957e-05-0.00020156i,5.7924e-05-7.2531e-06i,0.0003242+7.0128e-05i
-0.0025223+0.00023721i,-0.0021961+0.00031211i,-0.0020517-0.0011072i,-0.0024425-0.00085482i,-0.0014156+0.00036262i,0.00050623+0.00088481i,0.0013645+0.0010573i,0.0006713+0.0009416i,-0.00064161+0.00092638i,-0.001283+0.001849i,-0.00091152+0.0024753i,-0.00049127+0.0015258i,-0.00051087+0.00083167i,-0.00024141+0.00034848i,0.00058314-5.3342e-05i,0.00024959+4.1461e-05i,-0.00055285-0.00059299i,-0.00033419-0.00074444i,-0.00052611+0.0010702i,-0.00073504+0.0018189i,-0.00062901+0.0017728i,0.00019998+0.0017403i,0.00045001+0.00091673i
-0.0015918-0.00075849i,-0.00099029-0.00013795i,-0.00049585+0.0010374i,-0.00023942+0.0022137i,0.00044608+0.0019744i,0.0014926+0.0013791i,0.0016986+0.001257i,0.00084716+0.0013579i,-0.00030724+0.0015049i,-0.00052938+0.0022333i,0.0002912+0.0026045i,0.00087604+0.0015372i,0.00030589+0.00016799i,7.1972e-05+0.00042225i,3.3115e-05+0.00092693i,-0.00089668+1.8078e-06i,-0.00083306-0.00035375i,-7.7624e-05+2.1044e-06i,-0.00028911-4.3597e-05i,-0.0006848+0.00063404i,-0.00044337+0.0012189i,0.00010005+0.00083563i,0.00056466+0.00045354i
-0.00019183-0.00061621i,0.00071127-0.00014299i,0.0010153-0.00046064i,0.0012397-0.00070103i,0.0012886-0.00081936i,0.0011926-0.00097499i,0.0013679-0.0010423i,0.0018689-0.00066682i,0.0013722+0.00066671i,0.00031009+0.0010968i,0.00077195+0.00076895i,0.0013527+0.00026974i,0.00037752-0.00039221i,-0.00023871-0.00027434i,-0.00020355-0.00039246i,-0.00038547-0.0011566i,-0.00015031-0.00037933i,-0.00011773+0.00030833i,-0.00064224+0.00043526i,-0.00076217+0.00056034i,-0.00035083+0.00074802i,4.1284e-05+0.00095796i,0.00050543+0.00087213i
0.0021445+0.0017545i,0.0018553+0.00085171i,0.0014872-0.00084906i,0.00074125-0.0020356i,3.3951e-06-0.0022605i,0.00017705-0.0024059i,0.00052767-0.0019758i,0.00026615-0.0016209i,0.00040053-0.001421i,0.0008701-0.00055866i,0.00042651-0.00026543i,-0.0007807-0.00016179i,-0.0011531+0.00067335i,-0.00096344+0.00071756i,-0.0013092+0.00080339i,-0.0014861+0.00095858i,-0.00079938+0.00011647i,-7.0695e-05-0.00049662i,-0.00035041-0.00085015i,-0.00031356-0.0013061i,0.00014115-0.002047i,-4.1283e-05-0.0012569i,-0.00044885-0.00032163i
-0.0019948-0.0011147i,-0.0011515-0.0018379i,-0.0013941-0.0010703i,-0.0013747-3.4832e-05i,-0.00041247+0.0003603i,-2.0924e-05-0.00052348i,-0.00019554-0.0010038i,0.0001065-0.00043712i,-0.00047062+0.00056698i,-0.00077443+0.0017962i,-8.4809e-05+0.0012379i,-0.00024714-0.00018935i,-0.00088632-0.00091279i,-0.00055373-0.0010236i,-0.00023532-0.0004624i,4.982e-06-2.6124e-05i,-0.00029507-0.00010981i,-0.00075015-2.6908e-05i,-0.00017174-0.00050626i,-0.00054317-0.00098886i,-0.0012836-0.00044647i,-0.00044142+0.00034496i,-0.00046303+0.000396i
-0.0011719-0.0008619i,-1.6709e-05-0.00030431i,0.0010158+0.00099258i,0.00080017+0.0010135i,0.00067346-9.9245e-05i,0.0011026-0.00045934i,0.00084376-0.00033349i,9.6623e-05-0.00048549i,-0.00090441+4.5235e-05i,-0.0011916+0.0011804i,-0.00039312+0.001697i,-0.00014084+0.00082192i,-5.2777e-05+7.7853e-05i,0.00029629-0.00048106i,-0.00026971-0.00070112i,-0.00061283-0.00066833i,-0.0003147-0.00043922i,-0.00039088+0.0001013i,-6.5098e-05-9.7647e-05i,-0.00038675-0.00089884i,-0.0011889-0.001233i,-0.0005101-0.00044309i,-0.00050897+0.00027039i
0.00022094-0.00039222i,-0.0013588-0.00012976i,-0.0020138-0.00012135i,-0.0016423-0.0009296i,-0.00079484-0.0014117i,3.564e-05-0.0003796i,0.0011162+0.0010568i,0.0010922+0.0010336i,0.00021551+0.00050751i,-1.2453e-06+0.00067033i,0.00030458+0.0012035i,0.00069474+0.00080015i,0.00072396+3.5457e-05i,0.00017318+0.00047465i,-0.00056909+0.00099605i,-0.0010725+0.00066293i,-0.00079174+0.00017827i,-0.00063722+0.00053253i,-0.0012774+0.001097i,-0.0018588+0.00082235i,-0.00098725+0.00069548i,-0.00010651+0.00047394i,7.2806e-05-0.00033524i
0.0010625+0.0029364i,0.00166+0.001405i,0.002197-0.00032874i,0.0021725-0.0025226i,0.001622-0.0024365i,0.00086432-0.0011926i,0.00051202-0.00066969i,0.00020232-0.00018517i,0.00025551+0.0010898i,0.00089452+0.0018601i,0.0008477+0.0014097i,0.00022727+0.00044016i,-0.00053313+5.4857e-05i,-0.00067007+0.00016346i,5.2423e-05+0.00023742i,0.00035604+0.00016534i,0.00069954-7.9682e-05i,0.00055147-3.3512e-05i,-0.00022697-0.00014099i,-0.00020955-0.00036268i,-0.00022256-0.00033972i,-0.00014473-0.00043483i,-8.6051e-05-0.00044706i
-0.00099032+0.0017106i,-3.0723e-05+0.0015685i,0.0021365+0.0010516i,0.0022306-0.00014092i,0.0015306-0.0012338i,0.0013364-0.00094053i,0.00079473-0.001215i,-0.00020495-0.0015585i,-0.0006504-0.00037973i,0.00032967+0.0010174i,0.00098507+0.00048089i,8.0115e-05-0.00066953i,-0.0002765-0.00041926i,8.4185e-05+0.00010301i,0.00072976+6.0367e-05i,0.0012112+0.00014002i,0.00023351-0.00046107i,-0.00013704-0.0013273i,0.00018217-0.0011271i,0.00011066-0.00055121i,-0.00030072-5.3689e-05i,-0.00069651+5.157e-05i,-0.0002526+0.00037429i
0.0029534-0.00046163i,0.0032256-0.00061816i,0.0026019-0.0015843i,0.0011752-0.0025287i,0.00074688-0.0033965i,0.0010787-0.0027182i,0.0011923-0.0014066i,0.0006015-0.00062575i,6.0881e-05+7.1401e-05i,-0.0007402+0.00026184i,-0.0010169+0.0011008i,-0.0012869+0.0009623i,-0.0013986+9.0463e-06i,-0.00094703+0.00021605i,-0.00017145+0.0002776i,-8.2845e-05+0.00023005i,-0.00053107+0.00012369i,-0.00041437-0.00021115i,-0.00030134-0.00067474i,-0.00087245-0.00074588i,-0.0012021-0.00074818i,-0.00080705-0.0007624i,-0.00024318-0.00024774i
-0.0013921-0.00046099i,-0.001032-0.0011713i,-0.00083934-0.0011417i,-0.00071563-0.0013601i,0.00015015-0.0022969i,0.00083233-0.0020566i,0.0003521-0.0011823i,-0.00056183-0.00088785i,-0.00045723+0.00037495i,-0.00044217+0.0021012i,-0.0011971+0.0020247i,-0.00095297+0.0012896i,-0.00050741+0.00076685i,-4.9282e-05+0.00069606i,0.0002498+0.00095343i,0.00021908+0.0004585i,-7.3253e-05-0.00014113i,-0.00076776-0.00081399i,-0.00099543-0.0012941i,-0.0006624-0.0010815i,-0.00022253-0.00084987i,-0.00018849-0.00062742i,-0.00070462+0.00011631i
-0.0018218-0.00053345i,-0.0011128-0.00013269i,-0.0011662-0.00048881i,-0.0013818-0.001362i,-0.0015392-0.00060434i,-0.0013449+0.00059172i,-0.00017954+0.00049874i,0.0010849-7.6843e-05i,0.00067127+0.00010259i,2.2968e-05+0.0011956i,0.00064499+0.0014917i,0.001058+0.00087218i,0.00015457+0.00060292i,-0.00047688+0.0003301i,-0.00040479-0.00051555i,-0.00039611-0.00059202i,-0.00065102+0.00034257i,-0.00032588+0.00078466i,-3.7285e-05-1.4813e-05i,0.0002745-0.00052831i,0.00016497+0.00035937i,7.9648e-05+0.00016961i,0.0004105-0.00036966i
-0.00036337-0.0017492i,-0.0017428-0.00052113i,-0.0039586+0.00034413i,-0.0034244+0.0006187i,-0.0014068+0.00087892i,1.1961e-06+0.00052475i,0.00083919+9.6862e-05i,0.00067167+2.7356e-05i,-0.000459+0.00025018i,-0.0013708+0.0013568i,-0.00036666+0.0016894i,0.0004541+0.00070661i,-4.8985e-05-0.0003024i,-0.0002915-0.00026477i,-2.9142e-05-6.6211e-05i,0.0013614-0.00050155i,0.001572-0.00053722i,0.00033899-0.00012231i,-0.00024515-0.00018333i,3.7204e-05-0.00045995i,0.00025118-0.00033911i,4.6821e-05-6.7125e-05i,-5.454e-05-1.0076e-05i
0.0009758-0.0011095i,-1.9772e-05-0.00056555i,0.0005017-0.00035435i,0.0010527+0.00041748i,0.00089055+0.0010982i,0.00071794+0.0014263i,0.00095248+0.0010033i,0.0010187+0.00090463i,0.00033646+0.00080084i,-0.00011495+0.00077658i,-0.00012274+0.00058436i,-0.00039609+5.4434e-05i,-0.00031675+0.0005406i,-0.00074388+0.00068214i,-0.00050314+0.0003668i,0.00028961-4.3249e-05i,-0.00023431+0.00024726i,-0.00098453+0.00067168i,-0.0009358+0.0005877i,-0.00062347+0.00023655i,-0.00046381-0.00014533i,0.0004002+0.0007012i,0.001023+0.0006901i
0.0025848+0.0018677i,0.0025406+0.00034864i,0.0027742-0.0012711i,0.002493-0.0027638i,0.0011103-0.0034792i,-0.00027858-0.003298i,-0.00046914-0.0024591i,0.00066512-0.0013842i,0.00069001-0.00049403i,-5.4791e-05+0.00072878i,-0.00052073+0.0011946i,-0.0013787+0.00058753i,-0.001509+0.00026903i,-0.00099295+0.00071976i,-0.00071697+0.00058303i,-0.00075858-0.00073482i,-0.00057944-0.0015671i,-0.00028304-0.00055337i,4.542e-05+0.00024881i,-0.00026785-0.00026909i,-0.00057601-0.00082807i,-0.0005317-0.00034621i,-0.00056013+0.0002686i
0.00026113+0.00012346i,-0.00074445-2.9557e-05i,-0.0022169-0.00035253i,-0.0021402-0.00054816i,-0.00026619-0.00095632i,0.0017207-0.00044296i,0.0021041-0.00064391i,0.00083298-0.00053214i,-0.00054062+0.00017525i,-0.00082149+0.00051361i,0.00030722+0.00059144i,0.0010647+0.00053066i,0.00062211+0.00086896i,0.0003322+0.00078251i,-0.00025418-8.7516e-05i,-0.0010777-0.00057256i,-0.0011461-1.8425e-05i,-0.00044065+0.00044206i,-0.00063195+0.00070226i,-0.00073396+0.00040482i,0.00016847+8.6327e-05i,0.00022749+0.00011266i,0.00049276+0.00049374i
0.00058162+0.00079094i,0.00040727-0.00065764i,0.0011294-0.0017313i,0.0018732-0.001585i,0.00064138-0.0010773i,-0.0013957-0.00064583i,-0.0010864-0.00028626i,-0.00040432+0.00014933i,-0.00057778+0.00068852i,-0.00045344+0.0014063i,-0.00026755+0.00091553i,-0.00057443-5.4969e-05i,-0.00052535+0.00086434i,-9.4441e-05+0.0010435i,-0.00051146+0.00038427i,-0.001392+0.00086564i,-0.0020569+0.00072321i,-0.0017155+2.4764e-05i,-0.00084937-0.00013357i,-0.00049107-0.0005817i,-0.00045916-0.00025207i,-0.00023927-0.00070104i,0.00023273-0.00092741i
-0.0012176-0.0015504i,-0.00088837-0.00045692i,-0.0020292-0.00075189i,-0.002183-0.0012724i,-0.00054417+4.7858e-05i,0.00038071+0.00093583i,0.0016786+3.5072e-05i,0.0020813-0.00035264i,-8.8851e-05+0.00025995i,-0.001227+0.0014998i,-0.00037718+0.0018735i,0.00052631+0.00033082i,0.00076683-0.001014i,0.00069763-0.00076985i,0.00016607-1.3152e-05i,-0.00077662+0.00028721i,-0.00061465+6.1199e-05i,0.00022363+0.0002446i,-0.00012292+0.00087384i,-0.00024019+0.00059874i,-0.00017132-0.00013564i,-0.00082983-0.00020154i,-0.00056179-0.00020225i
-0.00084008+0.00053291i,-0.0005789+0.00067204i,-6.621e-05+6.4628e-05i,0.00068076-0.00022226i,0.00066518-0.00027875i,0.0003853-0.0012024i,0.00048363-0.0015795i,0.00084753-0.00098185i,0.00048384+0.00052029i,8.3184e-05+0.0017421i,0.00088445+0.00085125i,0.00081383-0.00068855i,0.00018227-0.0011058i,-0.00020992-0.00082127i,-0.00066596-0.00046739i,-0.00028671-0.00034002i,0.00016605-0.00069772i,-0.00047535-0.00063423i,-0.00095186-0.00036703i,-0.0010545-0.00053755i,-0.0012956-0.00063969i,-0.00094726-0.00032667i,7.6953e-05-0.00022336i
0.00081916+0.0034219i,0.0010569+0.0034924i,0.0012978+0.0034586i,0.0019443+0.0010775i,0.0023145-0.00092813i,0.0022139-0.0013746i,0.00067063-0.00077373i,-0.00018666-2.5271e-05i,-0.00015331+0.0012502i,0.00029647+0.0015077i,0.00028782+0.00050599i,-0.0005023-0.000148i,-0.0014466-0.00028773i,-0.0017182-0.00058754i,-0.0013401-0.00036644i,-0.0018775-2.4778e-05i,-0.0024262-6.8482e-05i,-0.0018423-0.00010148i,-0.00068331+0.00044629i,-0.00029219+0.00060598i,-0.00067021+7.9283e-05i,-0.00040959+0.00016438i,0.00010033+0.0008997i
0.0032563-0.00063174i,0.0018898-0.0015153i,0.001596-0.00229i,0.0005049-0.0032831i,-0.0011468-0.0032987i,-0.0017192-0.0019995i,-0.0008601-0.00068211i,0.00012154-0.00042493i,0.00052494-0.0003177i,0.0005667+0.00035723i,-0.00024958+0.00018075i,-0.00040391-0.00032104i,-0.00023395+7.2657e-05i,-0.00022236+0.00086759i,-0.00070097+0.00090385i,-0.0010515-0.00043511i,-0.00096715-3.5541e-05i,-0.00061438+0.00089423i,-0.0002818+0.00050588i,-0.00033176+0.00044369i,-0.00096833+0.00070052i,-0.0011573+0.000974i,-0.00035737+0.00030528i
-0.00081791+0.00058622i,-0.00054492+0.00095849i,-0.0004774+0.002243i,0.0002235+0.0015441i,0.0019769-0.00052209i,0.0031554-0.0011524i,0.0031195-0.0012612i,0.0026155-0.00092274i,0.0015709-0.00079677i,0.00063635-0.00078743i,0.00010588-0.00034616i,-0.00033512-0.00051493i,-0.00025308-0.00091131i,-0.00021089-0.00083191i,-0.00072072-0.00067293i,-0.0010795-0.00048707i,-0.0010935+0.00027709i,-0.0011599+0.00081243i,-0.00022774+0.00056928i,0.00093444-3.6549e-05i,0.00079359-2.4341e-05i,-0.00019873-0.000125i,0.0001594-0.0001135i
-0.0003466-0.00035666i,-0.00034031+0.00017626i,-0.00069305+0.00070688i,-0.00049104+0.00016349i,-0.00040494-0.00060237i,0.0002255-0.00054462i,0.00068441-0.00010915i,0.00058649-0.00012562i,-0.00053769-0.00021517i,-0.0011721+0.00048929i,-4.7063e-05+0.00053878i,-0.00023655+0.00033503i,-0.0012862+0.00021246i,-0.0014126-0.00052562i,-0.00090295-0.00087003i,-0.00098244-0.00024319i,-0.00055158-1.6255e-05i,-0.00013319-0.00025431i,-0.00031379-3.846e-06i,-0.00036944+0.00036247i,-8.844e-05+0.00019021i,0.00081178+0.00076934i,0.0011607+0.0014463i
0.00065614+0.00086009i,0.00011554-0.00018774i,0.00032388+0.00022811i,0.00073373-0.00021734i,0.00058324-0.00186i,0.00013488-0.002115i,0.00054991-0.00148i,-0.00029468-0.000768i,-0.0014968+0.00029027i,-0.001286+0.0013166i,1.7203e-05+0.0014366i,0.00060078+0.00046431i,-0.00017333+0.00015197i,-0.0011456-0.00021486i,-0.0010041-0.00034149i,-0.00050815-7.0523e-05i,-0.00057534-0.00021646i,-0.00035311-0.00053926i,-0.00049811-0.0012358i,-0.00087206-0.0013435i,-0.00081272-0.00050426i,-0.0012204-0.00046184i,-0.0011665-0.00070784i
0.001527-0.00098739i,0.00025361-0.0014796i,-0.00097213-0.0025481i,-0.00096394-0.0026751i,-0.00086162-0.0022359i,-0.00057351-0.0020755i,0.00064095-0.0018613i,0.00093851-0.00052924i,0.00022823+0.00085003i,-0.00020969+0.0011583i,0.00018673+0.00087073i,-3.974e-05+0.00084971i,-0.00091308+0.001056i,-0.0014591+0.0016981i,-0.0010734+0.0017377i,-0.00016558+0.0004658i,-0.00076085-0.00019654i,-0.0011206-0.00036122i,-0.00047534+0.00011997i,-0.00066426+0.00041427i,-0.0011057+0.00030921i,-0.00090812+0.00071074i,-0.00073941+0.00065093i
0.00084793+0.0007767i,0.0021082+0.0017315i,0.0025939+0.0018625i,0.0023038+0.00014261i,0.0023352-0.001905i,0.0022535-0.0019544i,0.0013954-0.00084238i,0.00089572-0.00033141i,0.00083462+0.00084023i,0.0010778+0.002136i,0.00023142+0.0018747i,-0.00025+8.1183e-05i,0.00042125-0.0006727i,0.00047808+5.9037e-05i,0.00020697+0.00011135i,-0.00030151-0.000512i,-0.00062753-0.00082817i,-7.8381e-05-0.0003834i,5.6235e-05+0.00011491i,-0.00019189+7.1262e-05i,7.3668e-05+4.4196e-05i,0.00087015+0.00041457i,0.00069947+0.00078296i
0.00094349-0.00090712i,-0.00017436-0.00049045i,-0.00042372+1.5763e-05i,-0.00033594-0.00063085i,0.00021486-0.0012973i,0.0010451-0.0011567i,0.0020305-5.7488e-05i,0.0022895-0.00022743i,0.0016663-0.00096857i,0.00064988-0.00056322i,6.8467e-05-1.3116e-05i,-0.00019458+0.00014964i,-0.0004711+5.9217e-05i,-0.00061363-0.00031029i,-0.00051514-0.00041964i,-0.00037942+0.0001747i,-0.00085525+0.00044908i,-0.00099004+6.3109e-05i,0.00019044-0.00026956i,0.0010894+0.00014169i,0.00060935+0.00039588i,0.00040105+0.00033306i,0.001136-0.00011151i
-0.00085898+0.00089153i,-0.00027841+0.00018063i,2.7106e-05-0.00073362i,-0.0001344-0.00071971i,0.00067207-0.0005371i,0.0014467-0.00083488i,0.0016184-0.00011852i,0.00062759-0.00029242i,-0.0010229-0.00082008i,-0.0019688+0.00051306i,-0.0017208+0.0012115i,-0.00091617+0.000187i,-0.00046107-0.00064102i,-0.00020394-0.00088381i,-0.00033968+1.1552e-05i,-0.00038318+0.00071084i,-0.00041995+0.00017761i,-0.00052882-0.00037363i,-0.00039451-0.00014168i,1.3292e-05+0.00038749i,-0.00012286+0.00064027i,0.00017688+0.00019635i,0.00071652-1.3863e-05i
-2.467e-05-0.0027293i,-8.7061e-05-0.0015316i,-0.00015853-0.0014293i,-0.00080518-0.0018293i,-0.0012529-0.0015985i,-0.00046073-0.00119i,0.00072192-0.0014179i,0.00044557-0.00076765i,-0.0011727+0.00079002i,-0.0013362+0.0015157i,-0.00010064+0.0012803i,0.00015176+0.0004262i,-0.00049821+0.00016306i,-0.00096461+0.00086722i,-0.0012884+0.0008757i,-0.0010799+0.00066897i,-0.00060902+0.00093428i,-0.00020146+0.0013614i,-0.00048646+0.00095282i,-0.0013571-0.00033077i,-0.0012331-0.00044884i,-0.0010307+0.00044552i,-0.00033709+0.00033205i
0.0015037+0.00011082i,0.0018526+0.00063346i,0.00088534+0.0005606i,8.4212e-05+0.0004748i,-0.00056851-0.00011416i,-0.0010024-0.00059145i,-0.00040719-3.1998e-05i,0.00027406+0.00080689i,3.6827e-05+0.00094764i,0.00013104+0.00062041i,0.00092016+0.00089957i,0.00037172+0.0011297i,-0.00062359+0.001099i,-0.00057052+0.00064771i,-0.00016976+0.00031923i,-0.000434+0.00059129i,-0.00027115+0.00040515i,-0.00016235+0.00042353i,-0.0003272+0.00040332i,-0.00069204-0.00019894i,-0.0010253-0.00034005i,-0.0010755-0.00016254i,-0.0011878-0.00028668i
-0.00047612+0.00050012i,-0.001257+3.5773e-05i,-0.00078529-0.00036443i,0.00057749-0.0010425i,0.0017106-0.0010197i,0.0015008-0.00089339i,0.0014909-0.0012051i,0.0010924-0.0007321i,0.0008172+0.00065116i,0.00067793+0.0017411i,0.00028189+0.001319i,0.00018023+0.00045009i,-0.00012259-7.1254e-06i,-0.00035226-0.00072367i,0.00026594-0.0011194i,0.0001799-0.00057001i,-0.00046019+0.00018882i,-0.00027884-6.535e-06i,-5.1558e-05-0.00040024i,0.00061295-0.00076262i,0.00042854+2.6606e-05i,-0.0002698+0.00072668i,-0.00018698+0.00039727i
-0.00081524-0.00040156i,-0.00035178-0.0018402i,-0.00016851-0.0033361i,-0.00028225-0.0034521i,9.0253e-05-0.0013906i,0.00081122+0.00011405i,0.0016124+0.00032577i,0.0016199-0.00029008i,0.00049305+0.0007245i,-0.00024604+0.0022183i,-0.00045819+0.0013291i,-0.0003351-0.00087833i,-0.00010813-0.0019147i,-0.00010955-0.0014055i,-0.00060502-0.0006559i,-0.0007608-0.00073555i,-0.0010568-0.00058404i,-0.0014417-5.9333e-05i,-0.0007683+4.2835e-05i,0.00018397-0.00064017i,0.00019405-0.00091552i,-0.00039357-0.0007399i,-0.00054177-0.00050646i
0.0021293-0.00019874i,0.00041804+0.00054812i,-0.00029613+0.00044324i,-0.00066781-0.00057444i,-0.0011885-0.0023348i,-0.00078-0.0023659i,0.00072305-0.00082857i,0.0011494-1.8317e-05i,0.00029273+0.00023561i,0.00011721+0.0004708i,0.00047062+0.00032112i,-0.00023793-0.00016816i,-0.00086334-0.00028128i,-0.0012007+0.00026066i,-0.00096288+0.00043012i,-0.00022112+0.00048137i,-0.00034296+4.7297e-05i,-0.00066723-0.00083226i,-0.0007637-0.00044142i,-0.00063008-9.2745e-05i,-0.00017253-0.00069129i,-8.9491e-05-0.00053202i,0.00019241-0.00063882i
