-0.0016858-0.0015898i,-0.0008725-0.0014153i,-0.00076592-0.0014235i,-0.00047998-0.0016679i,-0.00081926-0.00161i,-0.0013279-0.0012021i,-0.0014618-0.00045239i,-0.0010326+0.00032624i,-0.00027907+7.6246e-05i,0.00057473+0.00039312i,0.00083025+0.00030399i,0.00078816-0.0005576i,0.00066987-0.0011213i,0.00071819-0.0015667i,0.0004996-0.0011573i,-0.00041889-0.0012406i,-0.00064506-0.0012812i,-0.00098308-0.0008607i,-0.00080556-0.00068604i,0.00012174-0.00085041i,0.0013525-0.0003265i,0.0014091+0.00050376i,0.00063959+0.00096422i
0.00074917+0.000461i,0.00084642-0.00042941i,0.00076414-0.0014383i,0.0012062-0.00098673i,0.0012518-0.0012636i,0.001077-0.0018548i,0.0014566-0.0018679i,0.0010006-0.0010511i,0.00064815+1.0991e-05i,0.00096731+0.0004947i,0.00089981+0.00093583i,0.00047145+0.00070943i,0.00045342-0.0002813i,0.0004334-0.0009707i,-0.00031032-0.0010498i,-0.00092968-0.00076009i,-0.00085879+0.00011263i,-0.00085648+0.00036975i,-0.00086729+0.0001932i,-0.00068756+0.00045437i,-0.00027831-0.00010178i,0.00076571-0.00046635i,0.00098022-3.8567e-05i
-4.1934e-06+0.0019889i,0.0001651+0.0014624i,0.001049-0.00018308i,0.0012933-0.0012672i,0.0015788-0.0015795i,0.0019192-0.0016951i,0.00068991-0.0019514i,-0.00030778-0.0014372i,-6.4074e-05-0.00038392i,0.00021695-0.00014839i,0.00022744+0.00060004i,0.00077632+0.00065265i,0.0014002-0.00032236i,0.00026468-0.00078413i,-0.0011048-0.0015573i,-0.00099983-0.0016503i,-5.759e-05-0.00058141i,0.00052636-9.7106e-05i,0.00046312+2.5987e-05i,0.00016067+0.00017802i,-5.0473e-05-0.0001381i,-0.00011919-2.6832e-05i,9.275e-05+0.00014677i
-0.0012387+0.00096285i,-0.0002744+0.00091003i,-0.00075301+0.00081523i,-0.00041886+1.3675e-05i,0.00090944-0.0006816i,0.0010565-0.0015459i,0.0010382-0.0023542i,0.00096292-0.0016606i,9.5665e-05-0.00036282i,-6.593e-05+0.00066774i,-9.0244e-05+0.0014278i,-0.00016766+0.00086728i,0.00032338-0.00012964i,0.0010245-0.00068624i,0.0010585-0.00050961i,0.00041804-0.00014435i,9.7413e-05-6.789e-06i,0.00077961-0.00035212i,0.0002652+0.00053252i,-0.00083086+0.00083998i,-0.00046078-0.00024598i,0.00078277-5.6922e-05i,0.00099116+0.00034838i
-0.00079948-0.00053302i,0.00015927-0.00080723i,-0.0001088-0.00078648i,-0.00036309-0.00038617i,-0.00049618-0.00039145i,-4.1156e-05-0.0011636i,0.00098289-0.0017598i,0.00095785-0.0015588i,0.00021891-0.0012124i,-0.00019042-0.00089862i,0.00032338+0.00030333i,0.00076786+0.00083734i,0.00064888+0.0001264i,0.00010958-0.00030027i,-0.00020291-0.00022772i,-0.00040363-0.0003131i,-0.00017697-0.0010359i,6.8129e-05-0.0010557i,-0.00010919-4.2465e-05i,0.00021866+0.00013381i,0.00019433-0.00032329i,-2.5274e-06-0.0009313i,7.1123e-05-0.00096415i
0.0012621+0.0020517i,0.0013222+0.0013674i,0.0015037+0.0012294i,0.0020392+0.00065938i,0.0016003-0.00070826i,-1.3375e-05-0.00168i,-0.00079929-0.0014481i,-0.0010171-0.00078422i,-0.00062701-0.00048267i,0.00069193-0.00028785i,0.0014357-0.00013421i,0.00099039-9.5076e-05i,0.00047966+0.00057424i,0.00082742+0.00046916i,0.00061041+5.7579e-05i,-0.00022972+0.00052888i,9.5327e-05-0.00010722i,0.00078843-0.0004675i,0.00083767+0.00047006i,-0.00015337+0.00063407i,-0.00070782+0.00024893i,-0.00027821+0.0001596i,0.00047475+0.00026684i
0.00052463+0.00059968i,0.0018088-0.00041363i,0.0022563-0.00088537i,0.0019692-0.0014232i,0.0013711-0.0025896i,0.00079841-0.0026072i,0.00054601-0.0016097i,-0.00035927-0.00048364i,-0.00010079+0.0001977i,0.0010466+3.7609e-05i,0.00070561-0.00024137i,0.00020943+3.3316e-05i,-0.00014072+9.5374e-05i,0.00013986-0.0003828i,0.00058479-0.00056909i,0.00058392-0.0005672i,-0.00026262-0.00043703i,-0.00052346-0.00029048i,-2.8662e-05+0.00013376i,2.2732e-05+0.00054741i,-0.00061704+0.00037855i,-0.00036849-0.00023463i,0.00086736-0.00053233i
-6.9064e-05+0.00055783i,-0.00084224+0.00026264i,-0.00067063-0.00013361i,0.00018504-5.7717e-05i,0.00046373-0.00093155i,0.00053584-0.0013276i,0.00073957-0.0011528i,0.00056545-0.0012944i,6.0691e-05-0.00088758i,0.00042912-0.00050661i,0.00083435-0.00029062i,0.00025497-0.00047784i,0.00036445-0.0006428i,0.0013573-0.00075855i,0.0011904-0.0010141i,0.00034076-0.00099097i,0.00020422-0.00026228i,7.0764e-05+0.0002509i,-0.00039981+0.00049822i,-0.00057975+0.00023754i,-0.00057411-0.0001729i,-0.00033325-5.3848e-05i,-0.00029137+9.4615e-05i
0.00063997-0.00016058i,0.00089583-0.00046528i,-0.00035878+0.00020989i,-0.00032189+0.00096406i,-7.8415e-06+0.00042567i,-0.00016973-0.00058904i,0.00024407-0.0016321i,-1.4823e-05-0.002596i,-0.00041433-0.0019975i,0.00012083-0.00015467i,0.00055077+0.00015928i,0.0012481-0.0003408i,0.0020312-0.00067819i,0.0014382-0.0015281i,0.0005184-0.0013672i,0.0004469-0.0006329i,0.0010248-0.00026219i,0.00069566+0.00035544i,0.00073969+0.001443i,0.00094709+0.0010557i,0.00069845+8.483e-05i,0.00079814-0.00011218i,0.0011239-0.00047672i
-3.2103e-05-0.00076668i,0.00065704-0.0014085i,0.00065087-0.0016241i,0.00047118-0.0018381i,0.0012571-0.0018025i,0.001251-0.0016224i,0.00076917-0.0014388i,0.00044316-0.0010043i,0.00075306-0.00010834i,0.0011727+0.00080143i,0.00062401+0.0011068i,0.00062107+0.00079017i,0.0010426+0.00030049i,0.0014485-0.00037157i,0.0012366-0.00023528i,0.00042299-0.00046514i,5.5799e-05-0.00028111i,1.5107e-05-9.9222e-05i,0.00027008-0.0008064i,5.0742e-05-0.00084948i,0.00015952-0.0008991i,0.00030376-0.00059249i,-0.00019994-0.00010918i
-0.0017813-0.00094507i,-0.0021141-0.00058933i,-0.0016997+0.00010173i,0.0003091-0.00024636i,0.0011178-0.0009791i,0.00069673-0.0020599i,0.00039159-0.0022309i,0.00012485-0.0010199i,5.4092e-05+0.00025299i,8.7288e-05+0.0001643i,0.00078828+0.000492i,0.00075796+0.0012267i,-0.0002505+0.00076556i,0.00034278-0.00058676i,0.0008833-0.00081395i,0.00036405-8.9676e-05i,-0.0005156+0.00038357i,-0.001334+0.0011479i,-7.1498e-05+0.0011444i,0.00095997+0.00052877i,0.00017555+5.4977e-05i,-0.00017217-0.00049818i,-0.0005659-0.00030111i
-0.00053219+0.00063641i,-0.0016561+0.0013524i,-0.0011027+0.00076272i,-0.00037517+0.00038046i,-0.00029981+0.00042061i,3.3442e-05+0.00020722i,7.6626e-05-0.00083382i,0.00019643-0.0012353i,0.00016033-0.0010693i,-0.00012512-0.00055539i,0.00026042+0.0003023i,0.0005661+0.00034575i,0.00034066-0.00058774i,0.00015323-0.00070146i,0.00073082-0.0001127i,0.00046572-0.00016524i,-0.00087204-0.00025141i,-0.00093521-0.00049214i,-7.1607e-05-0.00070143i,-0.00026172-0.00077325i,-0.00046192-0.00049323i,0.00016823+0.00025438i,8.1118e-05-3.7047e-06i
-0.0015415+0.0003815i,-0.0012161+0.00070361i,-0.0014346+0.0007642i,-0.00063775-0.00014711i,0.0009006-0.00031525i,0.0019416-0.0009378i,0.0015022-0.001308i,0.00083699-0.0008199i,0.00036078-0.00053059i,0.00088115+0.00037351i,0.0011128+0.00072179i,0.00078627+8.8416e-05i,0.00020836-0.00054041i,-0.00032503-0.00046392i,-0.00048603-0.00098319i,-0.00065427-0.0017799i,-0.00048504-0.0012474i,3.2087e-05-0.00081858i,-0.00022348-0.00032318i,-0.0007848+0.0001366i,-0.0004977+0.00023714i,-0.0004446+0.00014012i,-0.00074771+0.00036229i
0.00078835-0.0015751i,0.00022851-0.0015987i,0.00028101-0.0013198i,0.00071229-0.0011428i,0.00049237-0.00098926i,0.00073814-0.0012357i,0.0012056-0.0016213i,0.0013462-0.0023184i,0.0011398-0.0014949i,0.00074992+7.802e-05i,0.00063039+0.0005712i,0.00074455+0.00071417i,0.00086865+0.00016905i,0.00068005-0.00034706i,0.00031391-0.00023746i,-0.00046017-0.00022069i,-0.00076102-8.1097e-05i,-0.0002599+4.3508e-05i,3.065e-05-4.877e-05i,0.00058967+0.00017141i,0.00079658+0.00028614i,0.00017634-0.00028626i,0.0003175+2.437e-05i
-0.0007651+0.00091285i,-0.00049015+0.00071391i,0.00092342-9.3987e-05i,0.0017038-0.00018115i,0.0020212-0.0011846i,0.0020406-0.0018856i,0.0011558-0.0016375i,-0.00028069-0.0012485i,-0.00096095-0.00069867i,0.00011542-9.5862e-05i,0.0010858-0.00015179i,0.0013073-0.00081223i,0.0011513-0.00067109i,0.00072962+0.00026562i,-0.00041895+0.00018678i,-0.0005974-0.00056349i,-0.00013005-0.00016181i,0.00019703+0.0002172i,0.00012828+0.00021871i,-0.00019982+0.00019425i,-0.00056693+0.00015331i,-1.6486e-05+0.00022423i,2.5569e-05+0.0002455i
-0.00027651+0.00021409i,0.0001322-0.0015188i,-0.00048648-0.0018924i,-0.0002831-0.00046214i,0.00071283-0.00093697i,0.0012561-0.0022675i,0.0010047-0.0026099i,0.00043422-0.0016167i,0.00015095-0.0002572i,0.00063377+0.00053873i,0.0015935+0.0011763i,0.001036+0.0011375i,-0.00036193+0.00038824i,-0.000376-0.0004037i,0.00014353-0.00078911i,0.00019582+9.8614e-05i,-9.2947e-05+0.0012552i,-0.00097054+0.00072611i,-0.0011893-0.00016505i,-0.00053996+5.1279e-05i,0.00010122+9.4642e-05i,0.00091149-0.00037477i,0.0005026-0.0008906i
-0.00024857+0.00033509i,0.00031075+0.0011177i,0.0013526+0.0005783i,0.0014592-9.3279e-05i,0.0015607-0.0012539i,0.0015807-0.0025256i,0.00078602-0.0021451i,0.00062534-0.00079532i,0.00047635+0.00026287i,0.00025582+0.00038933i,0.00071056+0.00016838i,0.00089308+0.00030619i,7.058e-05+0.00085479i,-0.00029767+6.8363e-05i,0.00031102-0.0010741i,0.00017267-0.0012527i,-0.00057992-0.0011212i,-0.00023502-0.00060205i,0.00049045+0.00031766i,0.00025066+0.00056586i,0.00018343+0.00066149i,0.0003625+0.00058448i,0.00042775-0.00027501i
-1.5268e-05-0.0006111i,-0.00095931-0.00067816i,-0.0013859-0.0013569i,-0.00022484-0.0013288i,0.00058393-0.00092602i,-0.00033193-0.0013666i,-0.0010585-0.0015193i,-0.00025113-0.0011066i,0.00041967-0.00074156i,0.00013742+6.0187e-05i,-0.00017088+0.00030669i,-0.00028698+3.0997e-05i,-9.6755e-05-0.0003617i,-6.3491e-05-0.00072443i,-0.00020311-0.0001816i,-0.00035451+0.00039369i,-0.00048755-0.00025183i,-0.00053982+0.00034037i,-0.00038233+0.00042423i,-9.5245e-05-0.00022057i,1.9523e-06+0.00061696i,-0.00064042+0.00029175i,-0.00034625-0.0011825i
-0.00012597-0.00067516i,0.0006135-0.00031799i,9.6457e-05-0.00035796i,0.00019932-0.00066289i,0.00047597-0.00013833i,0.0008077-0.00028295i,0.0010664-0.0011874i,0.00055485-0.0011743i,0.00028608-0.00087303i,0.0014716+0.00050804i,0.0011912+0.0013708i,-5.7842e-05+0.00040849i,0.00011631-2.5898e-05i,0.0010154-0.00038169i,0.00087445-0.00042771i,0.00019318-0.00029292i,-0.00041093-0.00038762i,-0.00096718-0.00036916i,-0.00069398-9.1061e-05i,-0.00090567+0.00020551i,-0.0009898-0.00031553i,-0.00026996-0.00016921i,0.00035734+0.00031206i
-0.0010612+0.0018623i,-0.00098224+0.0012204i,-0.00046978+0.0016112i,0.00040715+0.00074845i,0.0021072-0.0010155i,0.0022328-0.0022135i,0.00065598-0.0025725i,-0.00079665-0.0015644i,-0.00074096-0.00033814i,0.000326-4.5684e-05i,0.00086339-0.00019492i,0.0010529-0.00014737i,0.00071707-0.0005819i,0.00090401-0.0012875i,0.0011996-0.0012762i,-7.0124e-05-0.00072517i,-0.0005461-0.00039026i,3.2218e-05-0.0001994i,0.00033221-5.3519e-05i,0.00050299-0.00048201i,0.00013394-0.00070174i,-9.6236e-05-0.00092968i,-0.00011737-0.00061447i
-0.00011456+0.00022148i,0.00052816+4.7102e-05i,0.00095238+0.00015421i,0.0011531-0.00019723i,0.001126-0.00089445i,0.0010849-0.0025466i,0.0010845-0.0022044i,0.00072219-0.00070506i,1.5638e-06-0.00010956i,-0.0001787+0.00044083i,-0.00073073+0.00036259i,-0.00073561-0.00040895i,0.00025773-0.00046551i,9.6124e-05+3.7052e-05i,-4.9169e-05+0.00014172i,0.0006922+0.00029759i,0.00085016+0.00038502i,0.00063303+0.00034385i,0.00040016-0.00022337i,0.00013761-0.00090222i,0.00065392-0.00072881i,0.00074646-0.0003815i,-0.00018597-0.00027221i
-0.0012071-0.00088974i,-0.0023233-0.00050256i,-0.0020163-0.0007039i,-0.00026795-0.0004039i,0.00056281-0.00089062i,0.0009623-0.00070438i,0.0011595-0.00029805i,0.00081862-0.00035134i,0.0012811+0.00016753i,0.00099345+0.00060779i,0.00012745+0.00077524i,0.00048491+0.0012735i,0.001592+0.0012401i,0.0018201+0.00065075i,0.00099356+0.00020646i,0.00065733-0.00027033i,0.0003098-0.00050684i,-0.00055421-0.00053484i,-0.0008135-0.00020178i,-0.00037872-0.0002065i,0.00019179-0.00049412i,0.00047715+7.369e-05i,0.00081679+0.00062868i
-0.00016613-0.0015797i,-6.8573e-05-0.0017898i,2.8401e-05-0.00235i,-0.00019157-0.0017782i,-0.00016923+0.00046789i,0.00069544+0.00047392i,0.0011708-0.00082763i,0.0012578-0.00057902i,0.00058505-0.00013481i,-0.00020939+7.3361e-05i,-0.00086488-0.00011782i,-0.00099874+6.9711e-05i,-0.00042484+0.00080144i,4.421e-05+0.0010234i,0.0011457+0.00053995i,0.0011134-0.00035333i,0.00049826-0.00034761i,0.00041634-0.00016893i,0.00021995+0.00012458i,0.0001692+0.00063432i,2.6232e-05+0.0004393i,-0.00083875+0.00023434i,-0.0013028-0.00012897i
0.00070213-7.7638e-07i,0.00078761+0.0012446i,0.00069289+0.00036846i,-0.00033144-0.00025418i,3.9455e-05-0.00015498i,0.00076292-0.00049665i,0.0012293-0.0013767i,0.0010402-0.0017173i,0.00058359-0.0010358i,0.000727+8.7879e-07i,0.00078472+0.00098094i,0.00059062+0.0010022i,0.00029539+0.00027791i,-0.00010098-0.00047588i,-0.0002262-0.00068317i,-0.00047606-0.00083784i,-0.00086336-0.00055085i,-0.00053306-0.00012899i,-0.00020195+0.00015101i,-4.4194e-05+0.00021426i,-3.5541e-06-3.3729e-05i,-0.00026747+0.00036037i,-0.00059845+0.00039165i
0.00045538-0.00094211i,0.0004528-0.0017879i,0.00057282-0.00068249i,0.00067906-0.00050657i,0.0010205-0.0014118i,0.0008108-0.0029588i,0.00061585-0.0025558i,0.00051125-0.00098148i,0.00090782-0.00044066i,0.0012301-2.6103e-05i,0.00023221-0.00016088i,-2.7951e-05-0.00043838i,0.0005565+9.5464e-06i,0.00037527+0.00079584i,0.00054647+0.00067722i,0.00065547-6.2635e-05i,-3.6257e-05-0.00052847i,0.00050993-0.00019826i,0.001516+0.00085671i,0.00094118+0.0011944i,0.00062641-0.00031857i,0.00049794-0.0010099i,0.00020866-0.00014568i
-0.00080337-0.0011438i,-0.001348-1.9543e-05i,-0.0014074+0.0012817i,-0.00093793+0.0010415i,0.00024166-0.00044752i,0.0015161-0.0010556i,0.0017267-0.0011308i,0.0011751-0.0015512i,0.00034252-0.00057621i,-6.156e-05+0.0010118i,0.00064691+0.0010199i,0.0010671+0.00057421i,0.00087831-0.00029425i,0.00089724-0.00053598i,1.2809e-05-0.00027978i,-0.00025964-0.00042551i,-0.00019654-0.00061823i,-0.00022015-0.000802i,0.00020068-0.0005793i,0.00011455-6.0447e-05i,4.2088e-05+0.00062107i,0.00071368+0.00060414i,0.00085626-3.2056e-05i
-0.00011779+0.00063869i,0.00081536-0.00015597i,0.0015401-0.00017083i,0.0018629-0.00023778i,0.001924-0.0006242i,0.0014034-0.0015265i,0.00051745-0.0019365i,0.00048519-0.00084196i,0.00056552+0.00024848i,0.00089144-6.4255e-05i,0.00059606+6.6587e-05i,0.00024816+0.00053678i,0.00067031-3.1178e-07i,0.00061626-0.00021978i,-0.00023139+0.00017805i,-0.00058974+0.00053562i,-0.00033097+0.0005853i,-4.9768e-05-0.00013074i,-5.2798e-06-0.00080469i,3.9744e-06-0.00026841i,-0.00044035+0.00049427i,-0.001083+0.00042836i,-0.0011869+0.00068966i
0.00071352+0.00011863i,0.0016607-0.00059949i,0.0018973-0.00065022i,0.0012995-0.00062349i,0.0021491-0.001166i,0.0019655-0.0021475i,0.00076803-0.002053i,4.1745e-05-0.00096007i,-0.00042943-0.00036121i,-0.00057506+0.00053256i,1.6703e-05+0.001127i,0.0002867+0.00084636i,-0.00063645+0.0004268i,-0.00091595+0.0003937i,-0.00030922+0.00027802i,-0.00065826+0.00030512i,-0.00060405-4.8907e-06i,-0.00038634-0.00096099i,0.00049958-0.00083942i,0.00076705-0.00024931i,0.00024731-0.00051554i,0.00050706-7.1807e-05i,0.00010036+0.00011685i
0.0011254-0.0010512i,0.0010655-0.0014947i,0.00011879-0.0010048i,-0.00057497-0.0019231i,-0.00029228-0.0024032i,-0.0002843-0.0018608i,2.321e-05-0.0021093i,9.9292e-05-0.0024951i,-0.0001686-0.0012386i,0.00064696+0.00057769i,0.0010668+0.00099508i,0.00057198-9.1375e-05i,0.00037718-0.00056498i,-0.00017221-0.00076608i,0.00020469-0.00057731i,0.00015556+0.00018664i,-0.00029107-0.00027824i,0.00026095-0.00036052i,-2.2092e-05+2.9952e-05i,-0.00021634-0.00031812i,0.0002783-0.0004987i,5.683e-05-0.00023972i,-0.00064679-0.0008263i
6.9205e-05+0.00027344i,0.00032667+0.00050418i,-0.00047414+0.00046859i,-0.0012034+0.00044624i,-0.00017752-8.0925e-05i,0.0011034-0.00081294i,0.00068204-0.0014403i,-0.00017202-0.0016371i,-0.00048781-0.00023965i,-0.00010067+0.00095235i,0.00047154-0.0002565i,0.00046013-0.0011109i,0.00039482-0.00036915i,0.00033228-0.00022794i,6.8019e-05-0.00055765i,0.00024586-0.00035377i,0.00059691-0.00015927i,9.5957e-05-0.00056326i,-0.00083811-0.00054818i,-0.00054876-0.00037903i,0.00051166-9.427e-05i,0.00058186+0.00069836i,0.00037092+0.0001961i
0.002011+0.0016985i,0.002186+0.00013214i,0.0030733-0.00051505i,0.0038744-0.0022071i,0.0029089-0.0035105i,0.00088256-0.0031328i,0.00013889-0.0024765i,0.00036333-0.001384i,5.2539e-05-0.0005521i,0.0002634-0.00086371i,0.0005722-0.0011729i,0.00032858-0.00076299i,0.00018605-5.5681e-05i,6.3816e-05-1.1211e-05i,0.00059313-0.00042083i,0.00095095-0.00018558i,0.00024101+0.0005925i,-0.00063496+0.0006791i,-0.00098866+0.00076904i,-0.0005097+0.00054988i,-0.00013138-0.00032844i,-0.00032944-0.00043607i,-0.00029616-0.00092008i
-0.0003108-0.0018262i,-0.00093047-0.0010402i,-0.0012303-0.00019818i,-0.0002904-0.00044044i,0.00074832-0.0015863i,0.00089115-0.0024315i,0.00029056-0.0026476i,-7.4378e-05-0.001762i,-6.5746e-05-0.00074169i,0.0010173+4.8306e-05i,0.0018358+0.00066807i,0.0010848+0.00060107i,0.00052474+0.0003639i,8.437e-05+7.8588e-06i,0.00075892-0.00038576i,0.0011019-0.00011936i,2.3693e-06-8.2218e-05i,-0.00056251-0.00034365i,-6.1467e-06-0.00054522i,0.00089678-0.00047902i,0.00094943-6.9182e-05i,0.00035494+0.00024599i,0.00028048-0.00023962i
0.00030132+4.3958e-05i,-0.00075079-0.00029717i,-0.00097521-0.00054248i,-0.00094001-0.00060417i,-0.00050987-0.00098969i,0.00022023-0.0010891i,0.0010507-0.0011561i,0.0011326-0.00064991i,0.00040678+0.00015904i,0.00093457+0.00046854i,0.0015336+0.00073236i,0.0011824+0.00012298i,0.0014402-0.00036831i,0.00097687-0.00039411i,0.00013945-0.00059599i,0.00051949-0.00034362i,0.00070797-0.00034241i,0.00046059-0.00068461i,0.00041087-0.00013198i,-8.3653e-05-0.00029964i,-0.00013354-0.00054103i,-9.3232e-05-0.0002381i,4.574e-05-1.6995e-05i
-0.0019072+0.0009738i,-0.0011002+0.00082557i,-0.00052154+0.0014794i,-0.0004234+0.0017025i,0.00070454+0.0010968i,0.0022867-8.3875e-05i,0.0020244-0.00068404i,0.00094797-0.0002535i,0.00060044+0.0001038i,0.00062783+0.00021214i,0.00048524+0.00012609i,0.00026479+0.00071957i,9.6642e-05+0.00051938i,0.00052122-0.00042163i,0.00063761-0.00074961i,0.0005077-0.0010749i,-0.00012433-0.00076548i,-0.00016041-0.00066339i,0.00022885-0.00012827i,3.6656e-05+0.00013726i,0.00026821+8.5564e-05i,0.00030913+0.00028508i,0.00010668+0.00022637i
0.00039044-0.00014991i,0.0017742-0.00043937i,0.0019443-0.00037397i,0.0014183+0.00024552i,0.0011921+0.00053894i,0.0015356-0.0010028i,0.0018296-0.0020648i,0.00093064-0.0011036i,-0.00052551-0.00026643i,-0.00053186+0.00041351i,-0.00012431+0.001021i,-0.00033569+0.00042064i,-9.5255e-05-0.0004647i,-1.0089e-05-0.00093105i,0.00049503-0.0010612i,0.00071355-0.00079013i,0.00056823-0.00058169i,0.00069789-0.0004675i,5.7743e-05-0.00032535i,8.8913e-05-0.00017293i,0.00015094+0.00045748i,-0.00051128+0.00084053i,-0.00074176+0.00084632i
-0.0012777-0.0012029i,-0.0012545-0.0010913i,-0.0010754-0.00078713i,-0.0006345-0.00056742i,-0.0004138-0.0010839i,8.5152e-05-0.0014444i,0.00078923-0.0016683i,0.00039-0.0015209i,-3.8632e-05-0.0013492i,4.8868e-05-0.0010288i,-7.8768e-05-0.00027514i,0.00035009-0.00038843i,0.00049248-0.00058921i,-5.0325e-05-0.00046384i,-0.00049689-0.00043821i,0.00022508-0.00065148i,0.00070522-0.00050484i,0.000353-0.00021453i,-0.00052165-0.00037659i,-0.00026557-0.00014962i,0.00040904+2.8346e-05i,2.8138e-05+0.0001492i,0.00034657+0.00082257i
0.00012658-0.0014732i,-1.6425e-05-0.0012514i,0.00046156-0.00076075i,0.00018097-0.00068102i,-0.00018467-0.0015217i,0.00081207-0.0018879i,0.0012852-0.0012157i,0.001351-0.00074117i,0.0014345-0.00076354i,0.0012543+0.00022806i,0.00091995+0.0014255i,0.00062298+0.0012943i,0.00081062-6.2696e-05i,0.00047419+0.00010622i,-0.00039929+0.00032148i,-0.00081699-0.00012046i,-0.00077146-0.00018879i,-0.00012736+0.00025399i,0.00011872+0.00056227i,-0.00043799+0.00023808i,-0.00023133+4.42e-05i,0.00084926+0.00023634i,0.00055778+4.6112e-05i
0.00062809+0.00067528i,0.00054696+0.00033213i,0.0012391-0.00010234i,0.00204-0.00020673i,0.0016166-0.00038477i,0.001138-0.00069729i,0.0015809-0.00062487i,0.0016071-0.00032187i,0.0016686-0.00044013i,0.0016702-0.00044393i,0.00038318+0.00051043i,-0.00050189+0.00078743i,-5.5474e-05+0.00016849i,9.6242e-05+1.2233e-05i,-0.00040335+0.00037631i,-0.00048013+0.00023495i,-0.00014692+0.00012908i,-0.00014007+0.00042059i,0.000371-0.00013414i,0.00060086+0.0001497i,8.2561e-05+0.0009079i,-0.00024465+0.0005871i,6.3641e-05+1.5618e-06i
9.8172e-05+0.00042718i,0.0012495-0.00014542i,0.0018203-0.0011837i,0.0025007-0.00078425i,0.0021179-0.0013525i,0.0011599-0.0022348i,0.0011654-0.0016945i,0.00070908-0.0010552i,-1.7379e-05-0.00031643i,0.00022917+7.1163e-05i,0.00034234+5.1906e-05i,-0.00010588+0.0004375i,0.00017587+0.00037267i,0.00035782-0.00019357i,0.00010835+9.27e-05i,-2.611e-05+0.00066411i,7.0677e-05+0.001052i,0.00022846+0.00079464i,0.00032172+0.00020179i,0.00032481+4.6609e-05i,0.00023745-0.00010785i,0.00038347-5.4924e-05i,0.00072017-0.0002184i
8.7358e-05+0.00066195i,1.8709e-05+2.1884e-05i,-0.0001768-0.00096376i,-0.00089544-0.0015434i,-0.00093636-0.0018737i,-2.5e-05-0.0023681i,0.0004321-0.00287i,0.00023993-0.0022958i,0.0001807-0.00089244i,0.00028861-0.0001296i,0.00049932+0.00029136i,0.00038575+0.00030942i,0.00046017-0.00031349i,-0.00074345-0.00028984i,-0.0013812-0.00094391i,1.4933e-05-0.0010618i,1.3029e-05-0.00049437i,-0.00055612-0.0003701i,5.051e-05-0.00033645i,0.00026057-0.00031949i,0.00014754+9.5648e-05i,0.00040398+0.00081347i,4.2449e-05+0.0012358i
-0.00091513+0.0017624i,-0.00010502+0.001164i,0.00089838+0.0019082i,0.0012069+0.0016174i,0.0016234-0.00039105i,0.0010344-0.0026682i,0.00042348-0.0026833i,0.00077773-0.0011752i,0.00055546+0.00015645i,5.8421e-05+0.00022335i,0.0001616-0.00074822i,0.00017881-0.00094067i,0.00026877-0.00070643i,0.0002759-0.00034132i,0.00013655-6.5691e-05i,-0.00013559-0.00021788i,-0.00012933+2.088e-05i,0.00017479-8.4004e-05i,0.00020099+6.2293e-05i,1.7087e-05+0.00074309i,-0.00010558+0.00092337i,-5.3278e-05+0.00069392i,0.00034689+9.485e-06i
-0.00033722+0.00036039i,0.00035771+0.00037461i,0.00094623+0.0003939i,0.0011699+0.00022562i,0.0014843-0.0011705i,0.0020017-0.0024296i,0.001364-0.0023234i,0.00035956-0.0010834i,-0.00010838+0.0002649i,-0.00053047+0.00089033i,-0.00038172+0.00044098i,7.8707e-05+0.00032539i,-5.4894e-05+0.00061666i,0.00027822+7.1707e-05i,0.0006416-7.3103e-05i,-9.8565e-05-0.00021775i,2.206e-05-0.00084332i,0.00063854-0.00090219i,0.00068302-0.0005676i,0.00017682+9.1753e-05i,1.742e-07+0.00058199i,0.00010441+0.00069647i,-0.00037625+0.00070151i
-6.8993e-05+0.0027757i,0.0010617+0.002935i,0.0025781+0.001868i,0.0034084+9.0202e-06i,0.0031729-0.0017388i,0.0015626-0.0026879i,-0.0002534-0.002475i,-0.00014816-0.0020486i,0.00045421-0.0010589i,0.00070798+0.00064313i,0.00069206+0.0012218i,0.00010043+0.00029769i,-9.9198e-05+0.00060272i,-8.188e-05+0.0010729i,-0.00064792+0.00011622i,-0.0010101-0.00064436i,-0.00032797-0.00059101i,0.00028774-0.0012637i,-0.00012451-0.0012721i,5.3155e-05-0.0009242i,0.00056325-0.00064608i,0.00020526-0.00061306i,0.00052641-0.00072927i
0.0010326-0.0017403i,0.00058093-0.0028209i,-2.9438e-05-0.0026915i,-0.00019722-0.0017749i,-0.00045493-0.0017692i,0.00028631-0.001482i,0.0011142-0.0011288i,0.00058761-0.0012026i,0.00036884-0.0014001i,9.5517e-05+6.4603e-05i,-0.00034111+0.0013411i,-5.9201e-05+0.00073864i,0.00030741+0.00012816i,0.00036715+0.00077853i,0.00056268+0.00099114i,0.00048892-0.00012292i,-0.00016447-0.00035822i,-7.5926e-05-0.00018524i,8.956e-05-0.00035901i,-9.0506e-05-0.0001736i,0.00012951+8.6041e-05i,-0.00095666+0.00024644i,-0.0017347-0.00025279i
