-0.0016858-0.0015898i,-0.0008725-0.0014153i,-0.00076592-0.0014235i,-0.00047998-0.0016679i,-0.00081926-0.00161i,-0.0013279-0.0012021i,-0.0014618-0.00045239i,-0.0010326+0.00032624i,-0.00027907+7.6246e-05i,0.00057473+0.00039312i,0.00083025+0.00030399i,0.00078816-0.0005576i,0.00066987-0.0011213i,0.00071819-0.0015667i,0.0004996-0.0011573i,-0.00041889-0.0012406i,-0.00064506-0.0012812i,-0.00098308-0.0008607i,-0.00080556-0.00068604i,0.00012174-0.00085041i,0.0013525-0.0003265i,0.0014091+0.00050376i,0.00063959+0.00096422i
0.0015734+0.0014335i,0.002548+0.00059339i,0.0022872+9.8395e-05i,0.0008897+0.00031583i,0.0016573-0.00055898i,0.0034344-0.0021709i,0.0025467-0.0020206i,0.00068442-0.00061437i,0.00025951+0.00084756i,0.00029881+0.0013632i,0.00030044+0.0012797i,0.00065817+0.00053196i,0.00058615+6.1e-06i,0.00053468-0.00011256i,0.0013999-0.00030371i,0.00095054-0.00074232i,-0.0004985-0.00056689i,-0.0013186+0.00010994i,-0.0011813-6.8601e-06i,-0.0006883+0.0003184i,-0.00053579+0.0009018i,-0.00014579+0.001093i,-0.00034934+0.0011276i
0.00055606-0.00027748i,-0.00064553-3.0302e-05i,-0.00074889-0.00081534i,0.00069652-0.0023589i,0.0011146-0.0025432i,0.00065538-0.0025239i,0.001805-0.0025i,0.0025491-0.001857i,0.0016023-0.00024028i,0.00092784+0.0012843i,0.0010244+0.0012778i,0.00096701+0.00037303i,0.0010399-0.00064878i,0.0007493-0.0011235i,8.1314e-05-0.0015568i,0.00019309-0.0010118i,0.00043028-0.00034836i,-0.00020683-0.00017411i,-0.00062717+0.00037863i,-0.00029277+0.00090998i,-0.00011928+0.00076577i,0.00027226+0.00029394i,0.00054685+0.00053453i
-0.00073127-0.0003258i,-0.00096371-0.0012957i,-0.0011164-0.0011232i,-0.0015762-0.00029666i,-0.0004699-0.00051799i,0.0020712-0.00067372i,0.0035539-0.0017749i,0.0035399-0.0025895i,0.0029535-0.0018741i,0.002558-0.0010637i,0.0017781-0.00015133i,0.0009585+0.00044098i,0.00048807+0.00023477i,0.00036265+0.00025129i,0.00018305-0.00021132i,-3.3548e-05-0.00057389i,0.0004061-1.0025e-06i,0.00097205-0.00020247i,0.0011047-0.00063303i,0.00033089-0.00037958i,0.00014906-0.00026258i,0.00044534-0.00041184i,-0.0002316-0.00087429i
0.0014275-0.00035764i,0.0015888-0.0012853i,0.0016199-0.0016725i,0.0015225-0.0010596i,0.0021802-0.00087371i,0.0040453-0.0011419i,0.0052116-0.0007573i,0.0047843-0.00010462i,0.0035783-8.3517e-05i,0.0021719-0.00027385i,0.0010921-0.00010403i,0.00086633-0.00048641i,0.0016266-0.00031906i,0.001977-0.00014861i,0.0015574-0.0003716i,0.00091102+0.00037603i,0.0010896+0.00091276i,0.0014526+0.00036919i,0.0010535-0.00061846i,0.00083915-0.00061928i,0.00054843-0.00010327i,0.00051369-0.00049367i,0.00071291-0.00073737i
-0.0012227+0.0027317i,-0.00046296+0.0024463i,0.0018529+0.0033206i,0.0031383+0.0020019i,0.0032605+0.00010842i,0.0027774-0.0018983i,0.0012211-0.0025621i,-0.00049993-0.0007917i,-0.000443+0.0010587i,-0.00067523+0.001455i,-0.00060558+0.00029868i,0.00016693-0.00043068i,0.0001301-0.00031918i,0.00029343-0.00016103i,0.00061135+0.00034755i,8.3041e-05+0.00076258i,-0.00025058+0.00099969i,0.00012919+0.00073676i,0.00041944+0.00029785i,0.00028558+0.00047029i,0.00031376+0.00022845i,0.0006036+8.9973e-05i,0.00046045-0.0004459i
-0.00082759-0.0020994i,-0.00045956-0.0007116i,-7.3503e-05-0.00048322i,0.00047476-0.0003674i,0.0013504+0.00012133i,0.002448+0.0010728i,0.0023768+0.00046966i,0.00063788-0.00060747i,-0.0014873-0.00011547i,-0.0022062+0.00064033i,-0.00041438+0.00064984i,0.001126+0.00019546i,0.00079204+0.00017548i,0.00022779-0.00012504i,5.0356e-05-0.0001168i,-7.894e-05-0.00017909i,0.00024861-0.00047164i,0.00045358+0.0001238i,1.8595e-05+0.00035941i,-0.00032891+0.00020194i,-0.00085199+0.00068508i,-0.0013776+0.0014767i,-0.00088882+0.0014824i
-0.00026902-0.0024493i,-0.0016075-0.0016264i,-0.0015552-0.0014392i,-0.00085687-0.00017498i,-0.00030563+0.00045595i,0.00063697+0.00015574i,0.0019971-0.0014008i,0.0020388-0.0032267i,0.00069874-0.0020605i,-0.00014346+0.00026038i,-0.00052327+0.00064673i,-0.00034159+0.0011301i,0.00080076+0.00095719i,0.00090987-0.00025614i,-0.0003642-0.00020676i,-0.0011541+2.3727e-05i,-0.00096582-0.00055669i,-0.00094307-0.00045352i,-0.0001822-0.00014238i,0.00044668+0.00021394i,-0.0002962+0.00046389i,-0.00057311+2.7472e-05i,0.00023559-0.0003843i
0.00095335-5.8833e-05i,0.0012282+0.00047789i,0.0021363+0.00039197i,0.0027445+0.00071919i,0.0018769+0.00017648i,0.0021145-0.00065418i,0.0039877-0.0011609i,0.0046272-0.00052892i,0.0038132+0.00057349i,0.0017234+0.0015988i,-8.8452e-05+0.0019075i,-0.00067737+0.0012013i,-0.00082176+0.00055803i,0.00016734+0.00013603i,0.00057413-0.00018095i,-0.00019222-0.00021576i,-0.00019323-0.00044361i,0.0010083-0.00049322i,0.0016202-0.0001899i,0.0010839-0.00098113i,0.00086513-0.0014299i,0.0016478-0.00056471i,0.00098027-0.00074555i
-0.002175+0.0011845i,-0.0020373+0.0014167i,-0.0015046+0.00048825i,0.00010118-0.0003966i,0.0023979-0.0012638i,0.0043516-0.0017718i,0.004404-0.00094014i,0.0040434+0.00070396i,0.0034834+0.0019885i,0.0024108+0.0020578i,0.0013209+0.00080697i,-0.00021788+0.00033534i,-0.00020532+0.00046313i,0.00079689+5.8757e-05i,0.0010466-0.00015954i,0.00041187-0.00039557i,-0.00024898-0.00019494i,-0.00014479+0.00048432i,-0.00021135+0.0012193i,0.00030872+8.5318e-06i,0.001158-0.0006469i,0.00097712+0.00018432i,0.00060205+0.00047799i
-0.0006968+0.00049994i,0.00055399+0.0004081i,0.00099537+0.00094233i,0.0015311+0.0011251i,0.0025803+0.00072594i,0.0033831+0.00039028i,0.0028528+0.00048608i,0.0012885+0.00081993i,0.00040377+0.0014293i,0.0009924+0.0014716i,0.0010927+0.0011807i,0.0010414+0.00078445i,0.0012073+0.0010839i,0.00086482+0.0011535i,0.00055682+0.00091184i,0.00031318+0.00076323i,0.0002457+0.00086766i,5.986e-05+0.00070447i,0.00039096-0.00053179i,0.00085643-0.00057076i,0.00074685-2.1668e-05i,0.00027905+0.00027506i,0.00023139+0.0010801i
0.0013547+0.0016413i,0.00098986+0.0012149i,0.0015539+0.00084134i,0.0015479+0.00062904i,8.4094e-05-0.00015245i,-0.00088699-0.0011402i,-0.00020984-0.0011398i,-0.00071476-0.0007064i,-0.0015586-0.00029065i,-0.00059238+0.00022451i,0.00023931+0.001019i,0.00011255+0.0017096i,0.000911+0.0017387i,0.0013667+0.00085877i,0.0016101+0.00011204i,0.0011823-0.00033841i,4.8041e-06-0.0010004i,-0.00042375-0.00063544i,-0.00037278-0.00016738i,-0.00019497+9.821e-06i,-0.00038111+0.00034834i,-0.00068202+0.00065703i,-0.0010175+0.00062136i
0.0018066+0.0023517i,0.0019821+0.0013139i,0.0030652+0.00069046i,0.0028149+3.7177e-05i,0.0026009-0.0011466i,0.0020559-0.0023807i,0.0013692-0.0023636i,0.0005246-0.0024082i,-0.00017677-0.002304i,-0.00059679-0.0012215i,-7.7047e-05-0.00029886i,0.00024683-6.833e-05i,-0.00028159-0.00014402i,-0.00026927-0.00031758i,0.00017195-0.00067521i,0.00083378-0.0012364i,0.0004502-0.0014105i,-0.0005108-0.0010218i,-0.00096128-0.00080924i,-0.0011829-0.00034679i,-0.00074665-0.0001482i,-0.00054684-0.00012705i,-0.0010745-4.2578e-05i
0.0025977-0.00055451i,0.0018709-0.0011185i,0.0012201-0.0021885i,0.0011273-0.0034375i,0.0014255-0.0040667i,0.0020688-0.0039854i,0.0032067-0.0028749i,0.0033003-0.0022667i,0.0025125-0.0014515i,0.0015124-0.0012775i,0.00018603-4.0412e-05i,-0.00068467+0.0013787i,-0.00022752+0.00036783i,0.00019396-0.0011005i,0.00014187-0.00014878i,-0.00051629+0.00061791i,-0.00058823-4.152e-05i,0.00021758-0.00077852i,-5.089e-08-0.0007646i,-0.0004374-0.00030571i,-2.9672e-05-0.00031318i,0.00037265-0.00025036i,1.1647e-06+0.00032584i
0.00096482-0.0022053i,-0.00068114-0.0021114i,-0.0018461-0.0039704i,-0.00074338-0.0038003i,4.5614e-05-0.0024095i,0.0013729-0.0010531i,0.0032967+0.001084i,0.0032929+0.002617i,0.0020165+0.0033483i,0.00080763+0.0035552i,0.00076179+0.0025763i,0.001136+0.0012278i,0.0009385+0.00016441i,0.00055307-0.00069962i,-0.00013517-0.0011874i,-0.00067587-0.00064219i,-0.00050779+0.00012476i,0.00014153+0.00037912i,0.00062175+0.00026335i,0.00058763-0.00011705i,0.00011854+0.00027666i,2.6257e-05+0.00058152i,0.00061766+0.00017779i
-0.0028901+0.0015452i,-0.0014361+0.0017584i,-0.00070025+0.0031686i,0.00031753+0.0042572i,0.0015984+0.004335i,0.0026189+0.0028103i,0.0019072+0.0015937i,0.00021443+0.0023446i,-0.00022198+0.0032867i,0.00087282+0.003284i,0.0016398+0.0030029i,0.00081836+0.0021728i,-0.00037025+0.0013564i,0.00047096+0.0010622i,0.0012597+0.0003342i,0.00047546-0.0004301i,-0.00020453-0.00010914i,-0.0001521+0.00037592i,0.00013451+0.00052706i,-6.0319e-05+0.00019191i,-0.00023627+0.00010758i,1.1576e-05-0.00047736i,0.00034303-0.0010534i
-0.00010939+0.00010525i,0.0013947+0.00068133i,0.0021198+0.0028285i,0.0027126+0.0039509i,0.0033076+0.002641i,0.0027055-6.8389e-05i,0.0020359-0.0016501i,0.0014352-0.0018653i,0.00057813-0.00079163i,0.00043818+0.00099208i,0.00024481+0.0016035i,-0.00052706+0.0010786i,-0.00095267+0.0010702i,-0.00063656+0.00078902i,0.00040815+0.00073547i,0.00071215+0.00099217i,0.00044197+0.00048466i,6.7909e-05+0.00061626i,-0.00040664+0.00033868i,-0.00032042+8.6635e-05i,-0.00051301-7.5475e-05i,-0.00086741+0.00019417i,-0.00029839+0.00019974i
0.00020411-0.0019292i,-0.00013198-0.0013476i,-0.0012061-0.0015367i,-0.0012565-0.0020096i,5.6559e-05-0.0025199i,0.00085145-0.0028714i,0.0020959-0.003184i,0.0030057-0.0037766i,0.0018199-0.0034219i,0.00051472-0.0017041i,-0.00024343-0.00020311i,0.00011398+0.0006908i,0.00050603+0.00106i,0.00037342+0.00087226i,0.00049676+0.00022853i,0.0010377+0.00023356i,0.0012168+3.0833e-05i,0.00062892-0.0004669i,0.00015533-0.00027007i,-0.00043262-0.00064712i,-0.00071056-0.0013448i,-0.00036324-0.0012023i,-6.6093e-06-0.00073802i
-0.00028947+0.0026492i,0.00034114+0.0022021i,0.0008554+0.001924i,0.0016227+0.0006723i,0.0026595-0.00077887i,0.0043036-0.0015872i,0.0050046-0.0017653i,0.0040817-0.0013996i,0.003262-0.00075408i,0.0023736-0.0007269i,0.00080467-0.00078051i,-0.00047531-0.00038939i,-0.00057802-0.0010668i,0.00043681-0.0014215i,0.00055135-0.0004749i,-0.00011335-2.4046e-05i,-8.6943e-05+0.00013733i,0.00016873-0.00037715i,0.0005939-0.0008299i,0.0011341-0.00083733i,0.00095415-0.00077946i,0.00046565-0.00059029i,0.00026972-0.00030476i
0.00025253+0.0011153i,0.0012372+0.0011862i,0.0024097+0.0015349i,0.0031853+0.00039738i,0.0048792-0.0012086i,0.0060179-0.00042002i,0.0052186+0.0010749i,0.0031054+0.00129i,0.001789+0.0016934i,0.0011727+0.0017979i,0.0012716+0.00096625i,0.0013088-0.0003408i,0.0013616-0.0010334i,0.00083042-0.0006424i,-0.00091381-0.0011794i,-0.0013409-0.0024506i,-0.00052979-0.0018309i,-8.0436e-05-0.00041021i,6.8887e-05+0.0001596i,0.00024674-0.00018541i,0.00055754-0.00038261i,0.00063265+0.00028061i,0.00041173+0.0010482i
-0.0013709-0.00068798i,-0.0011282+1.0655e-05i,0.00024168+0.00039052i,0.002908+0.0010244i,0.0041524+0.0014881i,0.0030466+0.00083794i,0.00057556+0.0010217i,-0.001502+0.0029551i,-0.0022465+0.0039265i,-0.0014305+0.0032733i,-9.839e-05+0.0024139i,0.00048775+0.0015073i,0.00091875+0.00044586i,0.0013448-2.1126e-05i,0.0015898-0.00075965i,0.0011039-0.0016075i,0.00086067-0.0011658i,0.00051465-0.0010044i,0.00060559-0.0011044i,0.00043505-0.00046333i,-0.00022805-0.00068847i,-0.00017876-5.9847e-05i,0.00016423+0.00072138i
7.9438e-05+0.0020524i,0.00016053+0.0017996i,0.00041165+0.0021403i,0.00068642+0.0020013i,0.001235+0.0011932i,0.0012153-0.00036103i,0.00053225-0.0021739i,-0.00094577-0.0022722i,-0.0016736-0.00048726i,-0.0011203+0.00097794i,-0.0007349+0.00081653i,-0.00059024+0.0011399i,-0.00034251+0.001401i,0.00033787+0.00081502i,0.0005998+0.00031061i,0.0008418+0.00026187i,0.0019012-0.00038043i,0.00057176-0.00047113i,-0.001126-0.00065762i,-0.00039198-0.0011988i,0.00017422-0.00054719i,-0.00024173+2.2689e-05i,-0.00057499+0.00056165i
-0.0018396+0.0023009i,-0.00069305+0.0019941i,0.00042721+0.0029144i,0.0015906+0.00281i,0.0020994+0.00031771i,0.0019413-0.0031528i,0.0024449-0.0052077i,0.0032228-0.004465i,0.0028367-0.001697i,0.0020327+0.00051378i,0.0011803+0.0012515i,-7.5177e-05+0.0012888i,-0.00048788+0.00093208i,-0.00077132+0.0013589i,-0.00092159+0.0018281i,-0.00014973+0.0010576i,1.8011e-05-0.00042033i,4.5751e-07-0.00060173i,0.00065936-0.00073254i,0.00086365-0.00094605i,0.00012934-0.00094094i,-0.00013469-0.00081641i,0.00021866-0.00063834i
0.0015422-0.00025508i,0.0010608-0.00048368i,0.00045647-0.0021973i,0.00036653-0.0041199i,0.0006899-0.0049209i,0.0021312-0.0039446i,0.0042468-0.0022855i,0.0059637-0.0014252i,0.0052429-0.0012373i,0.0032292-0.0011885i,0.001945-0.00054489i,0.00058767-4.8488e-05i,-0.00035377-0.0001614i,8.0938e-05-0.00068998i,-0.00043734-0.00071919i,-0.0011014-0.00069365i,-0.00039428+0.00011067i,-0.0001061+0.00076575i,-0.00021848+0.00064509i,0.00028922+3.6047e-05i,0.00041004-0.00029153i,0.00056239-0.00027184i,0.00029047-0.00019449i
-0.00097819-0.001104i,-0.0011139-0.0012153i,0.00070938-0.00056391i,0.0030327-0.00049236i,0.0036433-0.0011097i,0.0041332-0.00065965i,0.0049925+0.00053928i,0.0047741+0.0006134i,0.0038179+0.00031874i,0.0031151-0.00045243i,0.0024906-8.624e-05i,0.001942+0.0002068i,0.0019903-0.00087253i,0.0019409-0.0019036i,0.0017398-0.0022545i,-6.7117e-05-0.0025004i,-0.0014058-0.0019577i,-0.0003702-0.00083491i,-9.428e-05-0.00092182i,-0.0011795-0.00091884i,-0.0010305+0.00015298i,-0.00018188+0.0012005i,0.00017077+0.00050194i
-0.00072903-0.0010179i,-0.0014431-0.0011886i,-0.0020329-0.00095877i,-0.0012236+0.00062705i,0.00092218+0.0024567i,0.0027282+0.003525i,0.0019455+0.0020462i,-0.00075817-0.00030727i,-0.0019449-0.00087514i,-0.0014316-0.00091128i,-0.00086326+0.0003759i,0.00056247+0.00091689i,0.0023654+0.00048981i,0.0023408-0.00073749i,0.0015161-0.0024967i,0.0011585-0.0024598i,0.001318-0.0016858i,0.00080107-0.00084048i,-0.00056888-0.00034068i,-0.00096115-0.00014063i,-0.00089869+0.00052625i,-0.00041153+0.0002349i,-0.00019059-0.00018453i
0.001497+0.001269i,0.00045287+0.0014314i,0.0012821+0.0011545i,0.002571+0.00045607i,0.0015417+0.00057774i,-0.00081955-0.00029528i,-0.001958-0.002175i,-0.0029751-0.0023942i,-0.0036576-0.0014262i,-0.0031573+0.00052241i,-0.0023947+0.0017067i,-0.0012711+0.00094115i,-1.4332e-05+0.0009195i,0.00056945+0.0012292i,0.00076461+0.0014629i,0.00080437+0.00098117i,0.0013512-8.3806e-05i,0.0016989-0.00026516i,0.00091016-2.9449e-05i,0.00040778+0.00010391i,0.00048805+0.00023973i,0.00021246+0.00083438i,-0.00044305+0.00063494i
0.00051479-0.0008466i,0.00062804-0.0010849i,0.0010424-0.00055695i,0.00040241-0.0011752i,-0.00096876-0.002116i,-7.7688e-05-0.0030317i,0.0020005-0.0035127i,0.0012076-0.003877i,-0.0014259-0.0030142i,-0.0021647-0.00018493i,-0.0013729+0.0015496i,-0.0017579+0.0016798i,-0.0021577+0.001145i,-0.0018302+0.00077958i,-0.0010655+0.001327i,-9.1404e-05+0.0016687i,0.00047022+0.0013424i,0.0005036+0.0010321i,0.00070612+0.00099279i,0.00095743-9.5229e-05i,0.00054802-0.0015056i,0.00038772-0.0011064i,0.00066025-9.4414e-05i
0.00035473+0.0027136i,-0.00012514+0.0024736i,0.0010979+0.0023451i,0.0017612+0.00026831i,0.0014224-0.0027528i,0.0028947-0.0029977i,0.0047961-0.0010443i,0.0056436-0.00010459i,0.0048653+0.00024943i,0.0033855+0.0016153i,0.0020284+0.0014995i,0.00078039+0.00095648i,-0.00046319+0.00050091i,-0.001231+4.343e-05i,-0.0013407-0.00042523i,-0.00083188-0.00020686i,-0.0002776+0.0011219i,0.00015879+0.0015191i,0.0010159+0.00093608i,0.001518-0.00074461i,0.0017123-0.0015021i,0.00067155-0.0006069i,-0.00088816-0.0007908i
-0.0014385-0.0003658i,-0.0010351-0.00070033i,-0.001087-0.001122i,0.0010916-0.00090091i,0.0042788-0.00061773i,0.0051329+0.00035064i,0.0056856+0.0019576i,0.0069588+0.0034924i,0.0066006+0.0042166i,0.0044316+0.0027055i,0.0029689+0.0012475i,0.0019015+0.00078938i,0.0016364-0.00017694i,0.0012653-0.001339i,0.00078171-0.0027665i,0.00038007-0.002647i,0.00036503-0.0011782i,-0.00040244-0.00040727i,-0.0014775-0.00024932i,-0.0014286-2.1061e-05i,-0.00033375+0.00024506i,0.00015229+0.00064769i,0.00062773+0.0005863i
0.00026177+0.0010603i,0.0015479+0.0020396i,0.0039044+0.0013199i,0.0055952-0.00036888i,0.0058836-0.0014222i,0.0051019-0.00058127i,0.002965+0.0011176i,0.0022628+0.0018403i,0.0030527+0.0027555i,0.0021359+0.0020044i,0.0010235+0.0010112i,0.0012347+0.00072895i,0.0022792+0.00093872i,0.0033393+0.00084612i,0.0032379-0.00056246i,0.0019515-0.0011704i,0.00069836-0.0012559i,0.00046866-0.0011065i,0.00053983-0.00048622i,-0.00014397+0.00017789i,-0.00075877+0.00057652i,-0.00071067+0.00027587i,-0.00082721-0.00052175i
-0.0015062-0.0016019i,-0.0016757-0.00024589i,-0.0012053+0.0006163i,-0.0007472+0.0013955i,-6.948e-05+0.002443i,0.00012935+0.0015117i,-0.00058375-0.00076716i,-0.0015732-0.0029638i,-0.0023402-0.0030112i,-0.0029464-0.0013107i,-0.0025621-0.00010426i,-0.00094746+0.00092979i,0.00087364+0.0015141i,0.0020949+0.0012568i,0.0022656+0.00055552i,0.0022458-0.00038502i,0.0027167-0.00065442i,0.0022065-0.00063332i,0.00061794-0.00047418i,-0.00044586+5.8122e-05i,-0.00058581+0.00041907i,-0.00059304+0.0013097i,2.5398e-05+0.0018208i
-0.00053851+0.001741i,-0.0008085+0.0020063i,-0.0011697+0.0027063i,-0.001863+0.0030087i,-0.0015582+0.0018437i,0.00042891-0.0016153i,0.0008197-0.0055666i,-0.0011377-0.0068434i,-0.0020748-0.0047856i,-0.0022401-0.0018612i,-0.0024786-0.00055651i,-0.0023293+0.00042064i,-0.0022742+0.0011753i,-0.0014024+0.0013065i,-0.00063725+0.0017207i,-0.00060439+0.0018724i,-0.00046676+0.0014354i,8.6379e-05+0.0011492i,0.00092719+0.00057523i,0.0014006-0.00028147i,0.0013279-0.00051253i,0.00072621-0.0003795i,0.00025039-4.3672e-05i
0.0011156+0.00065331i,0.0014946+0.00074922i,0.00088248+0.00069148i,-0.00065627-0.0010954i,-0.0006271-0.0039165i,0.0019269-0.0049526i,0.0039935-0.0036746i,0.0036855-0.0024347i,0.0019471-0.0016227i,0.00046009+0.00075556i,-0.00068235+0.0016904i,-0.0011666+0.00059831i,-0.0011015-0.00011744i,-0.0021967-0.00062226i,-0.002573-0.00073155i,-0.0014922-0.00010477i,-0.001214-0.00018349i,-0.00092499-5.0491e-05i,0.00010613-1.2376e-05i,0.0012386+1.3437e-05i,0.0020062-0.00029291i,0.0016329-0.00058843i,0.00092509-0.00035084i
-0.0014754+4.9346e-05i,-0.00036035+0.00059802i,0.0022244-0.0005218i,0.0040663-0.0027201i,0.005181-0.0042693i,0.0051662-0.003422i,0.0042366+0.00029123i,0.0039779+0.0029753i,0.0027875+0.0030294i,0.0011295+0.0028092i,0.00090753+0.0027471i,0.0019919+0.0012052i,0.0024387-0.0012704i,0.0016486-0.0023225i,0.0013906-0.0018511i,0.00074032-0.0011897i,0.00045162-0.00093212i,0.00064544-0.00032999i,0.0008235+0.00059367i,0.00085923+0.00091524i,0.00073856+0.00092532i,0.00039338+0.00047004i,0.00034217+0.001283i
-0.001069-2.359e-05i,-0.00089238-0.00025444i,0.00041378+0.00037064i,0.0028771+0.0020413i,0.0048706+0.0023915i,0.004387+0.0013077i,0.0024763+0.0014739i,0.00090248+0.0031659i,0.0012141+0.0048171i,0.0028803+0.0045371i,0.0038198+0.0028611i,0.0035856+0.0015416i,0.0030077+0.0011447i,0.003137+0.0012815i,0.0036557+0.0011591i,0.003355+1.235e-05i,0.0023182-0.00093364i,0.0017229-0.00051606i,0.00098525-0.00010048i,-0.00069708+0.00020999i,-0.0020234+5.9834e-05i,-0.0022648-0.00034185i,-0.0018023-0.00041571i
-9.3146e-05+0.00050228i,0.0002069+0.0002598i,0.0023074+0.0011388i,0.0040155+0.002315i,0.0041337+0.0020229i,0.003277+7.4781e-05i,0.0022609-0.0016234i,0.0010998-0.001482i,0.0017704+0.00032014i,0.002661+0.0012386i,0.0013917+0.00097022i,0.00026033+0.0014081i,-0.00011404+0.0024031i,0.00027818+0.0024086i,0.0012108+0.0012448i,0.0022758+0.0003891i,0.00217-0.00033084i,0.0011628-0.00048389i,0.00071449+0.00024026i,0.00032725+0.00032398i,-0.00077541+0.00031817i,-0.00061389+0.00093093i,0.00022739+0.00045121i
0.0024263+0.00042134i,0.0024218-0.00081312i,0.0017901-0.00050558i,-0.00064925+0.0007968i,-0.0022701+0.0011425i,-0.00041166+0.00019472i,0.0024987-0.0022775i,0.0028578-0.0045257i,0.0010698-0.003954i,-0.0010805-0.0020772i,-0.0027101-0.0014634i,-0.0031064-0.00063456i,-0.0020769+0.00051516i,-0.0017933+0.0015924i,-0.0014646+0.0018924i,-0.00043292+0.001815i,0.0004699+0.00083206i,0.00083921+0.00036726i,0.001119+0.0011441i,0.0013864+0.0012429i,0.00141+0.0010396i,0.0014022+0.00067192i,0.0010836+0.00043883i
0.0015895+0.0021525i,0.0023213+0.0016424i,0.0023572+0.0015483i,5.7997e-05-0.00040308i,-0.0019723-0.0046199i,-0.00025203-0.0066018i,0.0029575-0.0055298i,0.0038071-0.0053594i,0.0023128-0.0050336i,-3.225e-05-0.0026293i,-0.0013387-0.00099456i,-0.0016283-0.00085015i,-0.0019552-0.00063317i,-0.0025607-0.00075064i,-0.0025869-0.00093326i,-0.0019947-0.00051996i,-0.0017832+0.00020225i,-0.0010866+0.00049516i,-0.0002287+2.2444e-05i,0.00023195-0.00014736i,0.0010458-0.00030443i,0.0014873-0.00071693i,0.00088766-9.8639e-05i
0.00032269-0.00054944i,-0.0010219-0.0012354i,-0.0016059-0.0031673i,-0.00015441-0.0050958i,0.002425-0.0061007i,0.0036478-0.0046468i,0.0032458-0.0017999i,0.0023732-2.7554e-05i,0.0017413+0.0011314i,0.00060989+0.0018661i,-0.00023856+0.0022049i,0.00077605+0.001857i,0.0018499+0.00051052i,0.0019184-0.0007911i,0.0015274-0.0017163i,0.0010409-0.0021099i,0.00071566-0.0013845i,-2.3299e-05+0.00046026i,-0.00046013+0.0017055i,-8.3357e-05+0.001294i,6.7418e-06+0.00043017i,-0.00030992-7.0486e-05i,-0.0002796-0.00015748i
0.00070394+0.0017554i,0.00062429+0.00084134i,0.0025271-0.0002616i,0.005718-0.00094617i,0.0077686-0.00073046i,0.005968-2.0141e-05i,0.0025185+0.0008966i,0.00085505+0.0024349i,0.0015205+0.0039779i,0.0033354+0.0040743i,0.003198+0.0038064i,0.0027542+0.0039323i,0.002469+0.0026511i,0.0012522+0.00053966i,0.00091345-4.8621e-06i,0.00075942-0.00018822i,-1.0886e-05-0.00087923i,-0.0010759-0.00049819i,-0.001228+9.7592e-05i,-0.00096671-0.00028537i,-0.0011304-0.00028897i,-0.00072745-2.1899e-05i,0.00028795-0.00027761i
0.00053836+0.00079397i,0.0017421+0.00077903i,0.0033288+0.0021242i,0.0033166+0.0047002i,0.003125+0.005929i,0.0031822+0.0033463i,0.002311-0.00030863i,0.0008353-0.00025262i,0.0003736+0.0026827i,0.0017404+0.0041473i,0.0023328+0.0026241i,0.0015438+0.0017286i,0.0011219+0.0021585i,0.00053154+0.0017957i,0.00026436+0.00077293i,0.00052344-0.00077098i,-0.00011373-0.0011348i,-0.00063981-0.00045942i,-0.00091423-0.00012437i,-0.0015604-3.9756e-05i,-0.0013972-0.00054584i,-0.0012326-0.00045466i,-0.0014172+0.00010844i
-0.0019265+0.00035333i,-0.0023936+0.0009426i,-0.0022775+0.0013303i,-0.0030429+0.0022332i,-0.0041553+0.0017231i,-0.0025533+2.0492e-05i,0.0003176-0.0012773i,0.0010813-0.0026113i,0.00028804-0.0025791i,0.00027569-0.0015754i,0.00024083-0.0018096i,-0.00042257-0.0020088i,-0.00079912-0.00039803i,-0.00025139+0.00080822i,0.00071943+0.00016074i,0.0011393-0.00068692i,0.0015718-0.00015416i,0.0019417+0.00030887i,0.0017144-0.00043181i,0.00029115-0.00051619i,-0.0009402+0.00026138i,-0.0013915+0.0011389i,-0.0017097+0.00095218i
-0.0026435+0.00030345i,-0.0015903+0.0002269i,-0.0014876+0.0010806i,-0.0025991+0.0011698i,-0.0030716-0.0007993i,0.00067741-0.0016855i,0.0046955-0.00124i,0.0046581-0.0013212i,0.0022347-0.0019393i,-0.00014579-0.002396i,-0.0013015-0.002589i,-0.0017591-0.0028286i,-0.0017491-0.0023671i,-0.00065312-0.0018701i,0.00055924-0.00085228i,0.00091789+0.00030791i,0.0010757+0.0010452i,0.0011647+0.0013439i,0.0014108+0.00056564i,0.0015984+0.001i,0.0016804+0.00093662i,0.0011306+0.00021478i,0.0006658+0.00064582i
0.00064051+0.0015225i,0.001083+0.0021735i,0.0029788+0.0016468i,0.0045233-0.0010115i,0.0057491-0.0042282i,0.006317-0.0046679i,0.0048728-0.0011771i,0.0030827+0.0016298i,0.0018523+0.0011997i,5.4625e-05+0.00012158i,-0.0010781-0.00036317i,-0.00078002-0.00027505i,-0.00010926-0.00082858i,0.00055709-0.00052469i,0.00060395+0.0005459i,0.0002579+0.00051193i,-0.00095991+0.00098074i,-0.00099499+0.0022273i,0.00038419+0.0019921i,0.0010564+0.00062221i,0.0012474-9.0807e-05i,0.00050647-0.00015914i,0.00074924-2.5759e-06i
