-0.0006175+0.0015214i,-0.00047425+0.0018746i,-0.00085476+0.0020259i,-0.0015342+0.0017718i,-0.0032+0.0011882i,-0.0038297+0.0019022i,-0.0025355+0.002584i,-0.00068132+0.0027315i,0.00048286+0.002172i,0.00098705+0.0011411i,0.001184+0.00062298i,0.0010354+0.00034463i,0.00092808-0.00012599i,0.00097491-0.00018208i,0.00031927-3.8602e-05i,-0.00034944-0.00046998i,-3.3005e-05-0.00069903i,0.00011355-4.9267e-05i,0.00034959+0.00042347i,3.4566e-07+0.00015639i,-0.00023546+0.00010808i,-0.00015163-0.00022687i,-0.00036471-0.00089567i
0.00031686+0.0015691i,0.0004586+0.002284i,-2.7251e-05+0.000461i,-0.0017177-0.0010438i,-0.0025139-0.0013023i,-0.0018634-0.0010394i,-0.0014725+0.00028139i,-0.0012559+0.0020378i,-0.0012353+0.0017324i,-0.0019477+0.00039488i,-0.0022447-0.0010156i,-0.0014698-0.0018037i,-0.00029905-0.00099794i,0.00022054+0.00034454i,-4.8102e-05+0.00023633i,-0.00094592-0.00045333i,-0.0008431-0.00016824i,0.00025096-0.00031901i,0.00074631-0.00069827i,0.00076744-0.00096267i,0.00056059-0.00054489i,0.00073162-0.00024611i,0.00061624-0.00036333i
0.00079663+0.0020319i,0.00077865+0.0037735i,0.0023681+0.0040544i,0.0018496+0.00088859i,-0.0010302-0.001218i,-0.0028062-0.0016535i,-0.0020993-0.00045294i,-0.00065142+0.0010978i,-0.0011896+0.0020306i,-0.0016959+0.0031617i,-0.0021808+0.0030645i,-0.0024525+0.0018728i,-0.0023266+0.00081275i,-0.0026821+0.00012354i,-0.0016673-2.7986e-05i,-0.00038459-0.0003824i,0.00023265-0.0006283i,0.00098355-0.00032172i,0.0013118-0.00021089i,0.0010151-0.00018007i,0.00070647+0.0007297i,0.0004475+0.00082459i,0.00056889+0.00014285i
0.0010053+0.0013624i,0.00049895+0.0015524i,6.079e-05-0.00076731i,-0.00050456-0.0033067i,-0.0016314-0.0043992i,-0.0025462-0.0041222i,-0.0023591-0.0029716i,-0.0017971-0.00050066i,-0.00059191+0.0029324i,0.0006483+0.0054251i,0.00052175+0.0060043i,-0.00095153+0.0044197i,-0.0021328+0.0018023i,-0.0019469+0.00032135i,-0.00050721-0.00072101i,0.0011368-0.0015454i,0.001247-0.00084126i,0.00088256+0.00020835i,0.00055236+0.00018248i,-5.3398e-05-0.00060198i,8.6064e-06-0.0004457i,0.00057731-0.00014928i,0.00068006-0.00080984i
0.00026246+0.0019821i,0.0010994+0.0008976i,0.0014017-0.00038415i,0.00039665-0.0021554i,-0.0020594-0.0024402i,-0.0040543-0.002236i,-0.0049623-0.0017888i,-0.0033496-4.5993e-05i,0.00031172+0.002376i,0.003857+0.003414i,0.004927+0.0023836i,0.0034279+0.0018653i,0.0015904+0.0014675i,0.00093082+0.00049951i,0.0010785+0.00042037i,0.000773+0.00075797i,0.0001732+0.00049414i,0.00033953+0.00037222i,0.00032165+0.0012632i,0.00014759+0.0014157i,0.00056402+0.00080725i,0.0009224+0.00066256i,0.00072839+0.00068566i
0.0014444+0.0020874i,0.00033388+0.0018579i,-0.00039375+0.0003445i,-0.0019388-0.00034699i,-0.0032825-0.00048646i,-0.0041249+0.00054975i,-0.004537+0.0014024i,-0.00307+0.00149i,0.00078963+0.0011172i,0.0038568-0.00039767i,0.0043302-0.0012093i,0.0037087-0.00073781i,0.0029384-0.00015561i,0.0021427+0.00038949i,0.00089589+0.00057875i,-0.00018342+0.00071826i,-0.00032295+0.00098726i,-0.00038988+0.00076476i,-0.00027083+0.0003945i,0.00041655+0.00023591i,0.00092157+8.0631e-05i,0.00056703-0.0004384i,-0.0002079-0.00051033i
-0.0021405+0.0020912i,-0.0028739+0.0019972i,-0.0023738+0.0027478i,-0.0018734+0.0026756i,-0.0022316+0.0010601i,-0.0033889+0.00046695i,-0.0035356+0.0017618i,-0.0016486+0.0034028i,0.00016153+0.0024725i,0.00039526-0.00093591i,-5.761e-05-0.0030003i,0.00016222-0.0020454i,0.0016051-0.00028986i,0.0014662-0.00014167i,-0.0010231-0.00037453i,-0.0018004-0.00015616i,-0.00076634+0.0002033i,-0.00044859+2.9624e-05i,-0.0014434-0.00056052i,-0.0013529-0.00065224i,-0.00050625+0.00024982i,-0.00052318+0.00092455i,0.00029131+0.00057825i
0.0011143-0.0006283i,0.0010455+0.00012136i,6.8114e-05+0.00042162i,-0.0010982-0.00030494i,-0.0019231-0.0013822i,-0.0022255-0.0012457i,-0.0019759+0.00073661i,-0.00072871+0.0020191i,-0.00065738+0.0021485i,-0.0027414+0.0012299i,-0.0040931+0.00013682i,-0.0029934-0.0005721i,-0.0015364-0.0010596i,-0.0018543-0.0003724i,-0.0019738+0.00018564i,-0.001308-0.00018043i,-0.00050244-0.00010419i,0.00076644+0.00039884i,0.0008453+0.00026461i,0.00031247-0.0001664i,0.00011025-0.00018504i,0.00015372+0.00083408i,-4.1672e-05+0.0017209i
-0.002587+0.0040515i,-0.0017883+0.0054182i,0.00045559+0.0057147i,0.0010418+0.0032136i,-0.00023568+0.00053933i,-0.00058-0.00091117i,-0.00039723-0.0011635i,-0.00012858-0.00049192i,-0.00051838+0.0010491i,-0.0012702+0.0032753i,-0.0012611+0.0046786i,-0.0010707+0.003229i,-0.0013876+0.0010215i,-0.0016285+1.2929e-05i,-3.5383e-05+0.00025139i,0.0013353+0.0011779i,0.00050752+0.0013735i,0.0010693+0.0011408i,0.0020744+0.00074973i,0.00098665+1.5344e-05i,-3.906e-05-0.00013833i,-4.046e-05+0.00014042i,4.2321e-05-5.6663e-05i
0.00085192-0.00049072i,0.00034426-0.00078624i,0.00046899-0.0015887i,-0.00060447-0.0022994i,-0.0025884-0.0027546i,-0.0026372-0.0029428i,-0.0025429-0.0032214i,-0.0018576-0.0020164i,-6.1524e-05+0.0010738i,0.0008309+0.0037221i,0.0010389+0.005022i,0.0011141+0.0042958i,4.7711e-05+0.0019115i,-0.00063104+0.00054107i,0.00054244+0.0002563i,0.0015979-0.00027053i,0.0013053-0.00048127i,0.00046983+0.00030962i,0.00069116+0.0004636i,0.0011015+0.00027667i,0.00054678+0.00015095i,-4.331e-05-0.00076677i,-0.00013319-0.00091005i
-0.0012897+0.0015383i,0.00073041+0.0027013i,0.0022788+0.0012177i,0.0010982-0.00091972i,-0.0010499-0.001969i,-0.0031514-0.0025458i,-0.0042001-0.0019404i,-0.0026062-0.00047232i,0.00037029+0.0016254i,0.003087+0.0022668i,0.0046202+0.001431i,0.0040221+0.0012632i,0.0032309+0.0014639i,0.0029847+0.0010128i,0.0022441+0.00077562i,0.0012425+0.00043666i,0.0009132-0.00021064i,0.00052674-0.00041253i,0.00045969+0.00057796i,0.00029495+0.00099203i,-0.00082046-1.5655e-05i,-0.0010568-0.00034275i,-0.0004412+7.704e-05i
-0.0015656+0.00035073i,-0.0024243+0.00059753i,-0.0021736+0.00099636i,-0.0024081+0.00048614i,-0.0037141-7.4616e-05i,-0.0056841-0.00066536i,-0.0062401-0.00014851i,-0.0034593+0.0018158i,1.454e-05+0.0019773i,0.0024686+0.0002718i,0.0025579-0.0012523i,0.0020194-0.00082063i,0.001537+0.00068936i,0.0015441+0.00071033i,0.00084127+0.00033872i,-2.0485e-05+0.00030003i,0.00017013-1.0685e-05i,-0.00019192-0.00052592i,-0.00047906-0.00026587i,0.00031554+8.1982e-05i,0.00013744+0.00042362i,-0.00045631+0.00044586i,-0.00019442+0.00073973i
-0.00024778+0.0036347i,0.00014309+0.0035756i,7.0727e-05+0.0026973i,-0.001463+0.0022116i,-0.0026895+0.0010032i,-0.0031216+0.00040757i,-0.0031058+0.0018761i,-0.0017356+0.0032468i,-0.00024918+0.0024211i,0.00021393+0.0005177i,1.3983e-05-0.00065935i,0.00076684-0.00056491i,0.000713+0.00016405i,-0.00061051+0.0003917i,-0.0017777+0.00057726i,-0.0018486+0.0011682i,-0.00032908+0.0016946i,0.0011056+0.0011762i,0.0004704-0.00042913i,-0.00021084-0.001499i,0.00077097-0.00052286i,0.0012591+0.00080086i,0.0012842+0.00043675i
0.00045355-0.00018898i,-0.00051177+0.0016138i,-0.00038462+0.00067754i,-0.00022395-0.0010149i,-0.0011159-0.0010752i,-0.0012385+2.3451e-05i,-0.00093695+0.0014968i,-0.00014646+0.0024429i,0.0003165+0.0022643i,-0.001314+0.0007864i,-0.0031201+0.00013015i,-0.0027705+0.00043906i,-0.0021-6.8211e-05i,-0.0016096-0.00065165i,-0.00087367-0.0011448i,-2.5093e-05-0.0016429i,0.00028772-0.001036i,0.00031094+0.00016407i,0.00061965+5.833e-05i,0.00072974-0.00045116i,0.00066369-0.00086556i,0.00033742-0.00065148i,0.00060158-0.00053511i
0.0013752+0.0014424i,0.0029019+0.0019709i,0.003562+0.0012653i,0.0031513-0.0010441i,0.0010714-0.0032815i,-0.00094999-0.0030288i,-0.0010749-0.0014764i,0.00031934-0.00013267i,0.00045662+0.0011619i,-0.00066987+0.0021242i,-0.00057692+0.0030189i,9.9687e-05+0.0022662i,-0.00047609+2.162e-05i,0.00027763-0.0014167i,0.0021155-0.0021079i,0.0024658-0.0016341i,0.0017724+7.5124e-05i,0.00099109+0.00066316i,0.00066635+0.00032552i,0.0011456-0.00030779i,0.0010579+0.00013728i,0.00035504+0.00072779i,0.0001008+0.00013883i
-0.0025035+0.00085849i,-0.0022521+0.002895i,-0.0024287+0.0022245i,-0.0039067-9.0569e-05i,-0.004678-0.0016707i,-0.0043099-0.0024725i,-0.00288-0.0021598i,-0.0015897-0.00054874i,-0.0012563+0.0015215i,-0.00032159+0.0038136i,0.0011333+0.0051297i,0.0022288+0.0040932i,0.002155+0.0025595i,0.0016756+0.0022839i,0.0011903+0.0020477i,0.0010428+0.00073989i,0.00037471+0.00074209i,-2.3891e-05+0.0016209i,0.00023712+0.0010561i,0.00023951+0.00055931i,4.8679e-05-2.3585e-05i,0.00034969+1.6672e-05i,2.479e-05+0.00011703i
0.00076935-0.000302i,-0.0003834-0.00055624i,-0.00056777-0.00034765i,-0.0020709-0.00050688i,-0.0041603-0.0014841i,-0.0051193-0.0020981i,-0.0053363-0.0015976i,-0.0036565-8.7969e-05i,-0.00077238+0.0016068i,0.0024251+0.0025615i,0.0045626+0.0012764i,0.0041253-3.3064e-05i,0.0024558+0.00096805i,0.0015221+0.0018537i,0.0012826+0.002118i,0.00051363+0.0014269i,0.00013392+0.00092359i,-0.00020646+0.0006097i,-0.00018966-9.4434e-05i,-1.041e-06+0.00017988i,-9.5455e-05-0.00017122i,-0.00015797-0.00024151i,0.00049326+0.00058742i
-0.00070317+0.0017526i,-0.00022923+0.0016103i,-0.001345+0.0014915i,-0.0023323+0.00072482i,-0.0026957-7.9605e-05i,-0.0031512-0.00038974i,-0.0038298+0.00065339i,-0.0027831+0.0021482i,-0.00032612+0.002419i,0.00158+0.0010335i,0.001891-0.0003069i,0.00089139+0.00032649i,-0.00020509+0.0015682i,-0.00087357+0.0010981i,-0.0015326+0.00017049i,-0.0016603+0.000621i,-6.9947e-05+0.0012585i,0.0014099+0.00085818i,0.0012415+0.000103i,0.0003161+0.000311i,0.00020078+0.00091479i,-0.00039599+0.00092922i,-0.00091142+0.00022272i
-0.00022572+0.0010997i,-0.0022634+0.00092556i,-0.003128-0.0010519i,-0.0034976-0.002639i,-0.0038622-0.0034002i,-0.0045814-0.0011416i,-0.0048707+0.0018315i,-0.0027964+0.0034108i,-0.00042706+0.0026515i,-2.6891e-05+0.00063414i,-0.00099859-0.00066635i,-0.001857-0.00053927i,-0.0014565-0.00073817i,-0.0015903-0.0018116i,-0.0029645-0.001886i,-0.0020297-0.00030534i,0.00031444+0.0007359i,0.0012823-0.00023987i,0.00056817-0.00092248i,-0.0001139-0.00013928i,-9.4888e-05+0.00042452i,-9.4186e-05+0.00038137i,-5.9947e-05+0.00037957i
0.00029718+1.9393e-05i,0.0014572+0.00032022i,0.0011031-0.0004601i,-0.00061206-0.0010726i,-0.0021196-0.00019336i,-0.0032838+0.00013968i,-0.0020112+0.0016511i,-6.5248e-05+0.0033062i,-0.00011934+0.0028876i,-0.0010217+0.0021719i,-0.00094173+0.0019344i,4.7709e-05+0.001426i,0.00074017+0.00011403i,0.00051879-0.0011993i,3.0393e-05-0.0013999i,-0.00026223-0.0010564i,0.00029756-3.8668e-05i,0.0010796+0.00053862i,0.0013536-0.00026259i,0.00095807-0.00069118i,0.00063645-1.8628e-07i,0.00092474+0.00090129i,0.00098485+0.00074748i
0.00023383+0.0011099i,-0.00024367+0.0022567i,-0.00010229+0.0023642i,-0.00020086+0.0004274i,-0.0008914-0.0013614i,-0.00037717-0.00097079i,0.00096629-0.00017106i,0.0010227+0.00042962i,-0.00018707+0.0011488i,-0.00099443+0.0028909i,-0.00037531+0.0036192i,0.0011162+0.001982i,0.0018507+0.00066092i,0.0018847+0.00046384i,0.0023015+0.00043745i,0.0020896-0.00035842i,0.00081076-0.00056387i,0.00048467-8.6439e-05i,0.00094125-0.00020824i,0.00088985-0.00076536i,0.00073474-0.00082923i,0.0008859-0.00030023i,0.0007036-0.00022056i
-0.0017592+0.00091034i,-0.00085758+0.0020454i,-0.00089738+0.0023335i,-0.00039989+0.0015465i,-0.0010425-0.00073929i,-0.002189-0.0026262i,-0.0025766-0.0029661i,-0.0024009-0.0013377i,-0.0018163+0.00069463i,-0.0002418+0.0021722i,0.002242+0.0025999i,0.0035395+0.001527i,0.002748+0.00086444i,0.0024869+0.0015891i,0.0027057+0.0026076i,0.0020251+0.0018113i,0.00045825+0.0010109i,-0.0003407+0.0014809i,0.00083431+0.0014384i,0.0015718+0.00078718i,0.00085567+0.0003311i,-5.7035e-05-0.0001926i,-0.00094219-0.00066342i
-0.0005255+0.00062911i,-0.00058711+0.0018514i,-0.0013294+0.0015821i,-0.0026174-0.00011801i,-0.003526-0.0016014i,-0.00329-0.0024074i,-0.0037776-0.0022197i,-0.0037522-0.00026674i,-0.0026912+0.0016812i,-0.00058923+0.0025953i,0.0010572+0.0018339i,0.0013601+0.0004332i,0.00064083+0.00084907i,-0.00079704+0.0023605i,-0.001382+0.0026295i,-0.00035622+0.0017655i,-5.8079e-05+0.00093007i,-0.0008047+0.00087106i,-0.001463+0.00056676i,-0.0017782+0.00045017i,-0.00068037+6.5403e-05i,1.1873e-05-5.7997e-05i,-3.599e-05-0.00042399i
-0.00045798+0.0013314i,-0.00060147+0.0014297i,0.00057738-0.00024323i,0.00010392-0.0016036i,-0.001982-0.0013511i,-0.0038902-0.00082957i,-0.0046465+0.00025192i,-0.0036627+0.0019201i,-0.0011756+0.0028642i,0.0013156+0.0017984i,0.0014304+4.9156e-05i,-0.00037712-0.00094074i,-0.0019071-0.00051626i,-0.0030625-0.00065234i,-0.0038828-0.0018783i,-0.0029291-0.0014844i,-0.0013121-0.00022608i,-0.00073037-0.00041404i,-0.0006957-0.00090496i,-0.00026146-0.00044639i,8.2194e-05-0.00045004i,-3.9577e-05-0.00071509i,-0.00013784-0.00061525i
-0.00088917+0.00032411i,-0.00067325-0.00029032i,-0.0026252-0.00076237i,-0.0035903-0.0021321i,-0.0030212-0.0021297i,-0.0030282+0.00022216i,-0.002451+0.0029495i,-0.00056732+0.0043576i,0.00080635+0.0045582i,0.00045979+0.0035911i,-0.00080368+0.0019078i,-0.0015545+0.00081083i,-0.0013051-0.00034482i,-0.0010623-0.0019095i,-0.0011878-0.0028445i,-0.00069834-0.001611i,1.3815e-07-0.00027881i,0.00060027-0.00064337i,0.00070593-0.0016343i,0.00034338-0.0014842i,0.00029046-0.00026061i,0.00018496-4.5148e-05i,0.00030293-0.0002707i
-0.0014703+0.00023624i,-0.0029383+0.0023212i,-0.0046629+0.0031976i,-0.0056323+0.0008395i,-0.005014-0.0006384i,-0.0025571+0.00045592i,-0.0011841+0.0021978i,0.00018331+0.0032949i,0.0011399+0.0031829i,0.00029045+0.0031868i,-0.0010639+0.0038157i,-0.00072637+0.004102i,0.0013657+0.0025742i,0.002909+0.00066487i,0.0022796-0.00011367i,0.0009308-0.00037207i,-9.9247e-05-0.00034836i,-0.00067282-0.00029582i,-0.00069132+0.00012197i,-0.00034954+0.00066843i,9.848e-05+0.00088776i,0.00091941+0.0010608i,0.0010777+0.00073666i
-0.0011412+0.0004305i,-0.0012544+0.001358i,-0.0018286+0.0027281i,-0.0013669+0.0013933i,-0.00097549-0.0011574i,-0.0016739-0.0028034i,-0.0010703-0.0021724i,-0.00060421-0.00024146i,-0.00056888+8.3053e-05i,-7.791e-05+0.00019673i,0.00098996+0.0014241i,0.0022698+0.0015938i,0.0031113+0.0014321i,0.0029738+0.0015324i,0.0033376+0.0012914i,0.0026316+0.0012331i,0.00067275+0.0012667i,5.4807e-06+0.0013998i,0.00030096+0.0013985i,0.00013607+0.00073044i,0.000437-0.00028397i,0.00082099-0.00075185i,0.00012861+0.00010462i
-0.0013828+0.0030689i,0.00087639+0.0056593i,0.002368+0.0059164i,0.00079638+0.002816i,-0.0008347-0.0010911i,-0.0013082-0.0027082i,-0.0022203-0.0032235i,-0.0018314-0.0025338i,-0.0010923-0.0014226i,-0.0002937+0.00017566i,0.0012376+0.0013346i,0.0024631+0.00086596i,0.0017566+0.0010424i,0.00052579+0.002219i,0.00093067+0.0027618i,0.0016629+0.0018306i,0.0012202+0.0011101i,-0.00045938+0.00096399i,-0.0012386+0.0010625i,-0.00053915+0.00095842i,-0.00062579+0.00036179i,-0.00020954+8.1833e-05i,0.00019817+0.00010436i
-0.0009816+0.00085468i,-0.0012708-0.00076591i,-2.0795e-05-0.0019954i,-0.0010369-0.0026425i,-0.0032231-0.0034856i,-0.0043804-0.0034968i,-0.0056626-0.0022943i,-0.0050027-0.00019264i,-0.0031446+0.0010593i,-0.0014372+0.00082423i,-7.0007e-05+0.00076138i,-0.00089575+0.00014353i,-0.0023209-0.00047229i,-0.0025478+5.6854e-05i,-0.0026631+0.00029985i,-0.0015096+0.00027401i,-0.00010892+4.0184e-05i,0.00011365-0.00026532i,0.00053057-0.00090246i,0.0009493-0.001502i,0.0008313-0.0010865i,0.00044942-0.00069109i,-8.9051e-05-0.00041421i
8.1356e-05+0.00061493i,0.00029337-0.00050458i,-0.0004484-0.0023366i,-0.0021451-0.002623i,-0.0030413-0.0017518i,-0.0039737-2.3153e-05i,-0.0044443+0.0018816i,-0.0032635+0.0032805i,-0.00093727+0.0037795i,-1.3128e-05+0.0029616i,-0.0015681+0.002008i,-0.0025034+0.0017322i,-0.0024188+0.0010027i,-0.0028-0.00072531i,-0.0030773-0.0011844i,-0.0027862-0.00044389i,-0.0015414-0.00074283i,0.00013672-0.0017463i,-0.00017361-0.0015073i,-0.00090828-0.00059316i,0.00010756-0.00052464i,0.00096281-0.0002923i,0.00032027-7.766e-05i
-0.0042607+0.002099i,-0.0060036+0.0041832i,-0.0077262+0.0035249i,-0.0067107+0.0013401i,-0.0050625+0.00046604i,-0.003116+0.0015726i,-0.0021501+0.0033573i,-0.0013796+0.0051885i,-7.8331e-05+0.0054042i,-0.0001981+0.0050168i,-0.00098595+0.0049682i,-0.00057231+0.0036857i,0.00061294+0.001275i,0.0010927-0.0013481i,0.00031879-0.0015439i,-0.00067021+0.00021872i,-0.0013347+0.001145i,-0.00063961+0.00087393i,-0.00025995+0.00069975i,-0.00096266+0.0008379i,-0.00060299+0.000951i,0.00020923+0.00038239i,0.00037581-0.00068401i
-0.0028434+0.0013733i,-0.0028664+0.0011432i,-0.002647+0.0013734i,-0.0025208+0.00067066i,-0.0016949-6.1658e-06i,-0.00052606+0.00016537i,0.00035793+0.0013061i,0.0015655+0.0025412i,0.0021026+0.0036607i,0.0023217+0.0043092i,0.0019591+0.0032329i,0.0018838+0.0023053i,0.0023768+0.0017517i,0.0035558+0.0010577i,0.0043941+0.00040914i,0.0029715+0.00059996i,0.0014029+0.001986i,0.0017495+0.0022076i,0.0018718+0.0014136i,0.0010735+0.0010814i,0.00039413+0.00037504i,2.9956e-05-0.00026156i,0.00015755+0.00047957i
0.00025952-0.00080869i,0.0018893+0.0013058i,0.0013522+0.0028477i,-0.0018292+0.0016461i,-0.0040017-8.9613e-05i,-0.0031142-0.0017258i,-0.001364-0.001919i,-0.00020749-0.00031698i,0.00040628+0.0013415i,0.0011161+0.0016356i,0.0021254+0.0011905i,0.0024418+0.00052919i,0.00097187+0.00067653i,0.00032662+0.0020165i,0.0019847+0.0025512i,0.0024867+0.00042737i,0.0013259-0.00075739i,0.00092989+0.00032473i,0.00080217+0.00050232i,0.00057636-3.8878e-05i,-0.00011753+0.0001074i,-0.00060962+0.00083093i,-0.0005802+0.0017229i
0.0010199+0.0028851i,0.0016895+0.0033047i,0.0039834+0.00096789i,0.0026088-0.0012277i,-0.00091159-0.0040522i,-0.0034244-0.0054181i,-0.0044011-0.0043206i,-0.0030093-0.0020767i,-0.00056806-0.00056583i,0.0010277-0.00055572i,0.0010045-0.0006704i,-2.5617e-05-0.00094528i,-0.0014625+0.00026136i,-0.0029274+0.0022798i,-0.0028854+0.0027961i,-0.00064481+0.0012999i,0.00053265-0.00029892i,-0.00058796-0.00019548i,-0.00057798+0.00052245i,0.00075224-4.4791e-06i,0.0017013-0.00088581i,0.001163-0.00057033i,0.0001016+0.00018971i
-0.0027239-0.0032996i,-0.0036772-0.0040494i,-0.004799-0.0045213i,-0.0060238-0.0039294i,-0.0071201-0.0031163i,-0.007026-0.0026838i,-0.0059006-0.0024533i,-0.0048921-0.0012224i,-0.0031976+0.00060438i,-0.0014221+0.0011933i,-0.0009945+0.0011417i,-0.0010877+0.00049389i,-0.0014279-2.0018e-05i,-0.0019594+0.00057504i,-0.0022058+0.00075443i,-0.001722+0.00083289i,-0.00055479+0.00083167i,-0.00029467+0.00076396i,0.00025065+0.00065481i,0.00083311+0.00020141i,-0.00011077-0.00075798i,-0.00050509-0.001595i,-0.00036061-0.00064766i
-0.0023569+0.0023081i,-0.0032058+0.00089488i,-0.0043132-0.00062934i,-0.0039552-0.00091019i,-0.0033916-0.00014337i,-0.0046811+2.6087e-05i,-0.0054689+0.00079241i,-0.00409+0.0019266i,-0.0018713+0.0021732i,-0.0011109+0.0017306i,-0.0019171+0.0016433i,-0.0013729+0.0020061i,0.00061932+0.0010482i,0.0016065-0.0011709i,0.00092018-0.0024297i,-0.00041613-0.0016586i,-0.0009509-0.00043431i,-0.00019222+5.1151e-05i,0.00084853-0.00031938i,0.00052284+0.00041262i,0.00031681+0.00073469i,-5.6045e-05-0.00014639i,-0.0002779-0.00044499i
-0.0034923+0.0031751i,-0.0039401+0.0043284i,-0.0045794+0.0055391i,-0.0038095+0.0041423i,-0.0034485+0.0015544i,-0.0040345+0.0019787i,-0.0040263+0.0044064i,-0.0025323+0.0060263i,-0.0012019+0.0060531i,-0.00045238+0.0054806i,0.00025148+0.0046523i,0.0010131+0.0029981i,0.0024456+0.0016022i,0.0037884-6.7833e-05i,0.0038202-0.0019964i,0.0023843-0.001695i,0.00058911-0.00011994i,-0.00022046+0.00093427i,-0.00075638+0.0012243i,-0.00046972+0.0012008i,-0.00045827+0.00080706i,-0.0010014+6.0267e-05i,-0.00040475-0.00064319i
0.0007384+0.0006513i,-0.00023556+0.0022486i,-0.00054505+0.0021712i,-0.00093228-8.6601e-05i,-0.0012014-0.00018012i,-0.00068089+0.0017983i,-7.4627e-05+0.0034381i,0.00073849+0.0048825i,0.0015309+0.0049526i,0.0022842+0.0048154i,0.002363+0.003813i,0.0018802+0.0017965i,0.0019704+0.0018037i,0.0020778+0.0024686i,0.0021741+0.0016707i,0.0015334-3.8553e-05i,0.00069838-0.00024747i,0.0010027+0.00053632i,0.0011796+0.00020553i,-0.00012103-1.0149e-05i,-0.0011394+0.00020414i,-0.00080505+3.9588e-05i,-0.00054418-8.6566e-05i
-0.0012197+0.0047044i,0.00085443+0.0060277i,0.0029998+0.0062603i,0.001865+0.0030556i,0.00098144-0.0020131i,0.00062013-0.0043998i,0.00010731-0.0026242i,-9.618e-05+0.00015654i,0.0002498+0.0024123i,0.0020799+0.0034152i,0.0024029+0.002094i,0.0009721+0.00099662i,-0.00097701+0.0013791i,-0.0017097+0.0027527i,-0.0012382+0.0036804i,-0.00038519+0.0025579i,6.3456e-05+0.00094805i,-0.00057965-0.00010466i,-0.00018798-0.00029814i,0.001279-4.8757e-05i,0.0014537+0.00037805i,0.00082555+0.00095702i,0.00084458+0.00084274i
-3.5457e-05+0.00028282i,0.0009527+0.0026181i,0.00087123+0.0024315i,-0.0017948-0.00039566i,-0.0045311-0.0037693i,-0.0049564-0.0065014i,-0.0029221-0.0064467i,-0.00066844-0.0041246i,0.00065774-0.0021879i,0.0017702-0.00088074i,0.001254-0.00014868i,-0.00074851+0.00035817i,-0.0026737+0.00080316i,-0.0042938+0.0015973i,-0.0041476+0.0023721i,-0.002018+0.0023331i,-0.00097659+0.0012576i,-0.00047848-0.00012136i,0.00022313+0.0002198i,0.0012301+0.00015499i,0.001862-0.0013484i,0.0014014-0.0010296i,0.00084092+0.00017807i
-0.0010504-0.0019324i,-0.0021303-0.0035758i,-0.0032874-0.0048435i,-0.0034618-0.0041181i,-0.0049768-0.0029042i,-0.0073209-0.0041071i,-0.0067973-0.0042303i,-0.0043237-0.0023365i,-0.0022687-0.00162i,-0.00082902-0.001662i,-0.0003103-0.00054569i,-0.00019002+0.0011299i,0.00069198+0.00057656i,-5.0229e-05-0.0012491i,-0.001446-0.0019067i,-0.0012309-0.00035496i,-0.00043866+0.001584i,0.00039872+0.00089034i,0.0016781+0.00048687i,0.0019407+0.0014114i,0.0014109+0.00060952i,0.00091063-0.00041087i,0.00053983-0.00029211i
0.0018059-0.00076677i,0.0037143-0.0031246i,0.0027972-0.0058254i,-0.00062893-0.0061705i,-0.0038196-0.0030741i,-0.005849+2.2156e-06i,-0.0070383+0.00047716i,-0.0064153+0.00027171i,-0.0040649+0.00055125i,-0.0030424+0.0008244i,-0.0018312+0.00087532i,0.00062829+0.00055511i,0.002196-0.00012411i,0.0034778-0.00084116i,0.0034641-0.0020804i,0.0019611-0.002222i,0.0013389-0.00080089i,0.0018892+0.00064909i,0.0016121+0.00045103i,0.00018094-0.00011932i,-0.00066578+0.00032182i,-0.00016273-0.00027456i,-0.00028658-0.00044065i
-0.0025398+0.0061852i,-0.0034799+0.0093754i,-0.0037651+0.0092106i,-0.0037134+0.0053457i,-0.0048694+0.0025617i,-0.0050672+0.0039941i,-0.0039685+0.0072017i,-0.0022144+0.0075635i,-0.0015284+0.005929i,-0.001761+0.004727i,-0.00053878+0.0038839i,0.0012926+0.0017413i,0.0017675+0.00047838i,0.0022589-0.00017203i,0.0028975-0.0013457i,0.0020004-0.0018646i,0.00073567-0.0012111i,0.00058896-0.00037109i,0.00093595-0.00063677i,0.00017864-0.00068882i,-0.000403-0.00011648i,2.5364e-05+0.00012885i,0.0007221-0.00023863i
-0.0049684-0.0015135i,-0.0075822+0.0004867i,-0.0091081+0.0025506i,-0.0076564+0.0036995i,-0.0044676+0.0026802i,-0.0015013+0.0020174i,-0.00039423+0.0032727i,0.00010009+0.0056217i,-0.00019667+0.0077168i,9.7095e-05+0.0073769i,0.00078562+0.0043396i,0.00012883+0.0014655i,-0.00067815+0.0015999i,-0.00068873+0.0021051i,-0.00018598+0.0018584i,-0.00017173+0.0010651i,-0.00031529-0.00054305i,-0.00038011-0.00090887i,-0.00099021-0.0011851i,-0.001932-0.0014134i,-0.0012108-0.00053578i,0.00035083+0.00030433i,0.00025333+0.00017835i
