-0.0006175+0.0015214i,-0.00047425+0.0018746i,-0.00085476+0.0020259i,-0.0015342+0.0017718i,-0.0032+0.0011882i,-0.0038297+0.0019022i,-0.0025355+0.002584i,-0.00068132+0.0027315i,0.00048286+0.002172i,0.00098705+0.0011411i,0.001184+0.00062298i,0.0010354+0.00034463i,0.00092808-0.00012599i,0.00097491-0.00018208i,0.00031927-3.8602e-05i,-0.00034944-0.00046998i,-3.3005e-05-0.00069903i,0.00011355-4.9267e-05i,0.00034959+0.00042347i,3.4566e-07+0.00015639i,-0.00023546+0.00010808i,-0.00015163-0.00022687i,-0.00036471-0.00089567i
0.00054523-0.0031251i,4.3705e-05-0.0028498i,-0.0011317-0.0037626i,-0.0025628-0.0025805i,-0.0034874+0.00028954i,-0.0021611+0.0019885i,-0.0007082+0.0024437i,0.00033022+0.0013081i,0.00063751+0.00038288i,0.00045756+0.00043779i,0.0006386+0.00051557i,0.0003273+0.00053269i,-0.00041366+0.0007999i,-0.00062416+0.0007765i,-1.5543e-05+0.00084237i,-0.00017072+0.0015281i,-0.00016667+0.00068029i,8.5675e-05-0.00086687i,-9.1117e-05-0.0011353i,-0.00077087-0.00042905i,-0.00092683+0.00048377i,-0.00034579+0.00034009i,0.0003105-0.00034685i
6.5725e-05+0.0018395i,0.00044352+0.0024626i,-0.00060728+0.0030115i,-0.0014357+0.0030297i,-0.0019357+0.0025675i,-0.0019877+0.0029376i,-0.00061585+0.0027831i,0.00062308+0.0016818i,0.0012332+0.00069406i,0.0012985-0.00023064i,0.00099576-0.00030422i,0.0011241+6.7722e-05i,0.0010215-0.00017291i,0.00012697+0.000262i,5.8395e-06+0.00037392i,0.00034281-0.00014984i,6.0794e-05-0.00057853i,-0.00032339-7.5879e-05i,-0.00038608+0.00020931i,-0.00050457+9.1531e-05i,6.9799e-05+0.00036676i,0.0006119+0.00031891i,0.00037323+5.396e-05i
-0.00020835+0.0013006i,-0.00053538+0.0018588i,-0.00088375+0.0010465i,-0.0019138+0.00092856i,-0.0028253+0.0017963i,-0.002839+0.0018454i,-0.0014073+0.00055019i,0.00022025-2.2443e-05i,0.00067536+0.00064603i,0.00082569+0.00089879i,0.00086638+0.00024287i,0.00053487+4.2882e-05i,0.00010409+0.00011739i,-0.00037557+0.00063021i,-0.00013848+0.001134i,-8.2449e-05+0.00023126i,8.8219e-05-0.00039631i,0.0002514-0.00045625i,0.0002848-0.00034016i,0.00047566-5.3144e-05i,-7.5496e-05-0.000517i,-0.00043624-0.00052127i,0.00025859-0.00038507i
0.0015885-0.0010228i,0.0023372-0.0010114i,0.0010417-0.00030556i,-0.0011257-4.8234e-05i,-0.002281+0.00014736i,-0.0020355+0.00088524i,-0.00086859+0.0017079i,-1.3148e-05+0.0020751i,0.00053682+0.0013969i,0.001649+0.00017089i,0.0022806+1.3981e-06i,0.0016744-1.3775e-05i,0.00061145+5.1623e-05i,0.00013884+0.00010708i,6.7026e-05+6.506e-05i,-0.00015674+4.8014e-05i,0.00033044+0.00016913i,0.00096883+1.9212e-05i,0.00059757-0.00041276i,0.00022592-0.00011032i,0.00026249+0.00054216i,0.00040837+0.00088034i,0.00067701+0.00029061i
-0.0021096+0.00055836i,-0.0010957+0.00096724i,-0.0010943+0.00027433i,-0.00093531+0.00037243i,-0.00044759+0.0016868i,-0.00025169+0.0023379i,0.00020789+0.001864i,0.0013454+0.0012282i,0.0014449+0.00050342i,0.00077449+2.1925e-05i,0.00062589+0.00055453i,0.00071193+0.0016577i,0.00061967+0.0013434i,0.00040809+0.00017775i,0.00034974+0.00025541i,-0.00055697+0.00071272i,-0.0010057+0.00046463i,-0.00041804+1.5696e-05i,-0.00053173+0.00031594i,-0.00036761+6.8556e-05i,0.00095312-0.00012444i,0.0011043-0.00016484i,0.00051481-0.00064864i
0.00026468+0.0015682i,0.0011179+0.0018253i,0.0015019+0.0010957i,8.4328e-05-0.00046908i,-0.0016519-0.00032695i,-0.0015874+0.00031722i,-0.00041323+0.00096143i,0.00080896+0.00098832i,0.0015419+4.7202e-05i,0.0013965-0.00043532i,0.0007393-0.000661i,0.00061709-0.00066481i,0.00037637-0.00033588i,0.00016845-0.00010803i,0.00025788-0.00016714i,0.00013944-0.00034963i,0.00022809-0.00079331i,0.00076106-0.0010042i,0.001108-0.0004582i,0.00027645+0.00031155i,-0.00036292+0.00065056i,-0.00025055+0.00032368i,-7.244e-05-0.00021477i
0.0026143+0.00047333i,0.0013318+0.00031009i,0.00082672+0.00061219i,0.00059691+0.0012599i,-0.00086375+0.0018783i,-0.0013802+0.0021392i,-0.00046082+0.0022134i,0.00045549+0.0021967i,0.0014652+0.0010506i,0.0016724+0.00045781i,0.0012964+0.00075702i,0.00108+0.00024751i,0.00078036-0.00073121i,0.0004515-0.0010334i,0.00039303-0.00076046i,0.00027602-0.00074034i,-8.5116e-05-0.0008204i,-0.00055327-0.00069811i,-0.00043668-0.00073361i,-0.00045886-0.0011909i,-0.00072507-0.0001964i,-0.00027024+0.00074465i,2.1864e-05+0.00042229i
0.00023689+0.00084923i,0.0016433+0.0010043i,0.0015167+0.00056162i,-0.00047122+0.00144i,-0.001332+0.0022282i,-0.00045336+0.0022081i,-7.4502e-05+0.0013491i,0.00048715+0.0008605i,0.0020003+0.00089529i,0.0026742+0.00097791i,0.0019561+0.00014006i,0.0011627-0.00021393i,0.00069746+0.00020428i,0.00039579+0.00010571i,-0.00021095-0.00032822i,-0.00081117-0.00048585i,-0.00035287-0.00074549i,-0.00017556-0.0013552i,-0.00042483-0.00065535i,7.6436e-06+0.0004749i,0.00025035+0.0001837i,-0.00068067+3.8865e-05i,-0.0010736+0.0010161i
0.0021847+0.0013507i,0.0020022+0.00082529i,0.00146-0.0010889i,-2.1521e-05-0.0011811i,-0.0016476+0.00022136i,-0.0020183+0.0012004i,-0.0013031+0.0017509i,6.3997e-06+0.0012285i,0.001688+0.00012896i,0.0020632-0.00023962i,0.0013891-0.00070272i,0.00036772-0.00105i,-0.00061049-0.00054928i,-0.00024029+0.00036809i,0.00018229+0.0011842i,-6.9756e-05+0.0006147i,0.00013813+0.00050711i,0.00067887+0.00063229i,0.00054033-0.00058249i,0.00068383-0.0012898i,0.00086554-0.0013178i,-0.00029962-0.0013327i,-0.00080534-0.00094648i
0.0010336+2.6669e-05i,0.0011395-0.00025398i,0.00058875-0.00021606i,-0.0010136+4.4736e-05i,-0.0012582+0.00033154i,-0.00051197+0.001059i,-0.00034266+0.001389i,0.00017538+0.0011133i,0.0015865+0.00087205i,0.0011826+2.3076e-06i,0.00016738-0.00089734i,-0.00039087-0.00052836i,-0.00077178+5.6066e-05i,-0.00052233-0.0002683i,-0.00022328-0.00067403i,1.1376e-05-0.00047549i,-0.00024963+1.0335e-05i,-0.00019027+0.00025046i,0.00017532-0.00022976i,0.00031935-0.00017262i,0.00062603+0.00033168i,0.00030945+0.00026474i,-8.1502e-06+0.00014791i
0.0011289+0.00073537i,0.0013621+0.00099321i,0.00044836+0.0013764i,-0.00096625+0.001615i,-0.0022181+0.0011765i,-0.002259+0.001082i,-0.0015318+0.0017839i,-0.00042297+0.0020777i,0.00016199+0.0013846i,0.00042826+0.00042825i,0.00031378-0.00049764i,0.0004102-0.000953i,0.0012116-0.0010371i,0.0009651-0.0010183i,6.5802e-05-0.00090859i,-5.2101e-05-0.00034637i,0.00041782-0.0005211i,0.00032774-0.00085154i,0.00025786-0.0012701i,-0.00040048-0.0012573i,-0.00071535-0.00049759i,-9.3113e-05+0.00060821i,-0.000119+0.0010018i
0.00047042+0.0015825i,0.0015477+0.0024514i,0.002025+0.001546i,0.0011751+0.0007281i,0.00010201+0.0016443i,2.4112e-05+0.0022452i,5.3255e-05+0.0020846i,0.00011254+0.0019714i,0.00011879+0.0012006i,0.00068031+0.00083083i,0.0011614+0.00074202i,0.001434-0.00026009i,0.00062974-0.00042939i,-0.00073829-0.00036272i,-0.00058685+0.00020438i,-0.00037964+0.00087309i,6.6863e-05+0.00043514i,0.0011087+8.0485e-06i,0.00063452+0.00011257i,0.0001434+0.00042278i,0.00027448+4.4049e-05i,-0.00015272-0.00031228i,-0.00047905-0.00043285i
-0.0014029-0.0018647i,-0.0013973-0.00071943i,-0.0030582-0.00023249i,-0.0039105+0.0011903i,-0.0026775+0.0028443i,-0.00096364+0.0031073i,0.00066098+0.0022658i,0.0012715+0.0012808i,0.00097973+0.00012129i,0.00060094-1.121e-05i,0.00039489+0.00020674i,0.0003827-3.2009e-05i,0.00010737+0.00031209i,-0.00010985+0.00096443i,-0.00040531+0.00066183i,-0.00044188+2.5768e-05i,3.1733e-05-4.2322e-06i,5.6288e-05-0.00070282i,-0.00047969-0.0012824i,-0.00083102-0.00041453i,-0.00026125-0.00023725i,0.0007347-0.00048047i,0.0001472-0.00089343i
-0.00044878+0.00077215i,0.0002155+0.0017163i,-0.00097316+0.0017389i,-0.0022828+0.0019721i,-0.0022428+0.0036464i,-0.00096062+0.0035845i,0.0003231+0.0027605i,0.0015013+0.002234i,0.0024127+0.00083986i,0.0018668-1.657e-05i,0.00053215+0.00053685i,-4.8207e-05+0.0012712i,0.00027815+0.00092101i,-4.7571e-05+0.00091408i,-4.9672e-05+0.0009676i,-9.3118e-05+0.00099244i,0.00030589+0.00071673i,0.00042728-0.00016489i,0.00022058+1.4625e-05i,6.1501e-05+0.00070202i,-0.00054009+0.00076448i,-0.00036608+0.00030828i,-7.1484e-06+6.6632e-05i
0.0014056-0.0014608i,0.0019203-0.00059743i,0.0011397-0.0013592i,-0.00064804-0.0024829i,-0.0026433-0.001537i,-0.0025018+0.0010675i,-0.0011924+0.0024348i,1.2582e-05+0.0016905i,0.0018986+0.00034386i,0.001947-0.00019946i,0.00061819+0.00023034i,0.00023044+0.00055499i,-0.00038536+0.00028069i,-0.00042708+0.00018554i,0.00044625+0.00015429i,0.00075817+0.00032131i,0.00076503+0.00032249i,0.0010153-6.1027e-05i,0.00023208-0.00025589i,-0.00085128-1.4122e-05i,-0.00075619+8.3408e-05i,-0.00032392+0.00052376i,-0.00012443+0.00090846i
0.00095981+0.00096915i,0.001208+0.0012745i,0.0005188+0.0015254i,0.00018612+0.0015342i,-0.00076898+0.0021499i,-0.0019847+0.0029087i,-0.0010727+0.0023086i,0.00099287+0.00087629i,0.0016659+0.00018255i,0.00078811+0.00012853i,0.00097719+0.00046094i,0.0011242+0.00054111i,0.00082638-0.00016854i,0.00059146-0.00051265i,0.00035824-0.00017449i,0.00027275-0.00011831i,0.00063298-0.00015348i,0.00068717+0.00032331i,5.0952e-05+0.00096901i,-0.00042949+0.00029165i,2.5277e-06-0.00042056i,5.3978e-05-0.00061819i,-0.00010617-0.00061152i
0.0029528-0.00068174i,0.0033263-0.00072064i,0.0026588-0.00073492i,0.00037077-0.00098998i,-0.00057293-0.0001009i,-0.0011766+0.0011579i,-0.0010753+0.0013161i,0.00051854+0.0011648i,0.0017625+0.00037522i,0.0020129-0.00023135i,0.0012259-0.00031016i,0.00016538-0.00058819i,9.6289e-05-0.00024513i,0.00058641+2.0795e-05i,0.00071883+0.00011922i,0.00053871+0.000436i,0.00016783+0.0001257i,-0.00025066-0.00053284i,-7.2347e-05-0.00043399i,0.00013036-7.3563e-05i,0.00020015-0.00012107i,0.00048913+0.00024459i,0.00024448+0.00060304i
0.0011968+0.0012441i,0.0010751+0.00093732i,0.0010152+6.3558e-05i,0.00067827+0.00016093i,0.00049829+0.0013589i,-0.00064087+0.002109i,-0.0007232+0.0020548i,0.00049605+0.0017317i,0.001002+0.0014194i,0.00086522+0.00089502i,0.00043189+0.00079811i,7.1862e-05+0.00014295i,-0.00022229-4.7358e-05i,-0.00033238+0.00017383i,-0.00012265-4.0743e-05i,-0.00078019-0.0002329i,-0.00047238-0.00040954i,-7.149e-05-0.00048849i,0.00015332-0.00049316i,0.00074021+9.638e-05i,0.00069669+0.00036629i,5.661e-05-4.7692e-05i,0.00030096-0.00025187i
-0.00050055-0.0009992i,0.00013015+0.00077622i,4.5264e-05+0.0007194i,-0.0012659+0.0010113i,-0.0023959+0.0020477i,-0.0018364+0.0021549i,-0.00051145+0.0013239i,0.0012795+0.0007757i,0.0019637+0.00052492i,0.0015088-0.00031561i,0.00082464-0.00088752i,0.00018029-0.00018023i,0.00039684-0.00021473i,-0.00017385-0.00027887i,-0.00063123+0.00034612i,-0.00055529+8.4781e-05i,-0.00081575-0.00021629i,-0.0012332-2.3152e-05i,-0.00055373-0.00016845i,0.00019973-0.00050803i,0.00031196-0.00064388i,-0.00021106-0.0002961i,-0.00051664+8.1442e-05i
0.0020025+0.00076419i,0.0024779+0.0010138i,0.0011825+2.9557e-05i,-0.00088202-0.00053556i,-0.0025279+0.00041466i,-0.0029349+0.0014393i,-0.0019841+0.0014874i,-0.00031032+0.0011678i,0.00090955+0.00022926i,0.00084428-0.00065119i,0.00040225-0.00039628i,7.3924e-05-0.00055908i,0.00026574-0.0010824i,0.00075387-0.00015759i,0.00012522+0.00082307i,-0.00067074+0.00083675i,-0.00035237+0.0006802i,0.00016033+0.00050551i,0.0003227+7.0422e-05i,5.8439e-05-0.00025436i,-0.00023467-4.9532e-05i,-8.0598e-05-0.00023015i,0.00032525-0.000675i
-0.00080152+0.00024092i,-8.6145e-05-0.00091782i,0.00031973-0.00057549i,-0.001046+0.0014002i,-0.0015587+0.0028436i,-0.00083112+0.0033157i,-0.00027012+0.0030922i,0.00053484+0.0022712i,0.0012926+0.0011068i,0.0015135+0.00043753i,0.0012016+0.0010856i,0.0011106+0.0010594i,0.00013556+0.00055503i,-0.0006056+0.00017762i,-0.00051046-0.00025252i,-0.00031557-3.8027e-05i,0.00022973+0.00018721i,0.00064019+0.00051467i,0.00032988-0.00032332i,0.00061875-0.00095296i,0.0016883-0.00036993i,0.00060023-0.00062234i,-0.0011169-0.0010453i
0.00023676-0.0021354i,-0.00013503-0.0014801i,-0.0014832-0.00042029i,-0.0029076+0.00060064i,-0.0026045+0.001023i,-0.0013135+0.0016042i,-0.0010011+0.0024971i,-0.00020944+0.0018454i,0.0012272+0.00055847i,0.0013436+0.0005999i,0.00077301+0.00094879i,3.2459e-05+0.00070749i,-0.00043144+0.00068218i,-0.00091005+0.0013035i,-0.0006768+0.0013741i,-4.9223e-06+0.0010042i,0.00045595+0.00013089i,0.00065326-0.00053303i,0.00066475-0.00011648i,0.00031801+6.5937e-05i,0.00012595+0.0005177i,-0.00022477+0.0012735i,-0.00044058+0.0011377i
0.00084187+0.00027016i,0.0007996+3.912e-05i,0.00020881-0.0010478i,-0.00062104-0.0013698i,-0.0013425-8.7781e-05i,-0.0017194+0.00068902i,-0.0017944+0.0015786i,-0.00065542+0.0020575i,0.001076+0.00087824i,0.0012089-0.00046992i,0.00074594-0.00024943i,0.001106+9.1045e-06i,0.00074822+7.9273e-05i,-1.8999e-05+0.00056277i,-0.00029447+0.00073886i,-0.0005355+0.00020834i,-0.00031981-0.00028476i,-0.00014846-0.00011376i,-0.00017202-0.00028142i,0.00010837-0.00051417i,0.00062448+0.0001227i,0.00073235+0.00043765i,0.00046973+0.00029484i
0.00086706+0.00036149i,2.1831e-05+0.00090575i,-7.2309e-05-1.5617e-05i,-0.00075374-0.0004217i,-0.0023055+0.00030001i,-0.0020736+0.0016237i,-0.0005588+0.0025181i,0.00037646+0.0016105i,0.0013322+0.00034574i,0.0019547+0.00030955i,0.0013407+0.00084116i,0.0009499+0.00080451i,0.00086439-0.00025054i,0.00049924-0.00080941i,0.0002743-0.00047436i,0.00031806+0.00015617i,-9.3305e-05+0.00031964i,-0.00041656+0.00033767i,-0.00066088+0.00010745i,-0.00081288-0.00059391i,-0.0003145-0.0010829i,0.00019543-0.0010588i,9.8722e-05-0.00052327i
0.0013778+0.0012923i,0.0019075+0.0017638i,0.0024811+0.00075564i,0.00077443-0.00028385i,-0.0019099+0.00012298i,-0.0022695+0.0013548i,-0.00048531+0.0018513i,0.00086536+0.001683i,0.001175+0.00060745i,0.00089601+9.97e-05i,0.00021572+9.3458e-05i,0.00032565-0.00027349i,0.00059427-0.00051763i,-9.0552e-05-0.0012574i,-0.00024608-0.0012134i,-1.5391e-05-0.00077799i,-8.4166e-05-0.00062817i,0.00032109-0.0001118i,0.00049776-0.00023554i,0.00015124-0.0005854i,-0.00015096-0.00065979i,-0.00014167-0.00013892i,0.00031345+0.00032811i
0.001958+0.00031576i,0.0013726+0.00076999i,0.00063016+0.00011508i,-0.0010106+0.00025341i,-0.0020821-8.9912e-05i,-0.0019754+0.00020232i,-0.00089764+0.0018418i,0.00051754+0.0020313i,0.00049038+0.0012271i,0.00045607+0.00075924i,-8.407e-05+0.00031435i,-0.00084451-0.00058918i,-8.7962e-05-0.0012893i,9.5837e-05-0.0010843i,-0.00050519+4.37e-05i,-0.00018087+0.00069815i,0.00050679+0.00058845i,0.00013094-1.3203e-05i,-0.00020379-0.0010115i,4.3103e-05-0.001373i,-0.0001696-0.00038872i,-0.00039408+0.00011803i,-0.00035861-0.00047336i
-0.00066894+0.0010441i,0.00035795+0.00085566i,-0.00050652+0.0004681i,-0.00083252+0.0011216i,-0.0011733+0.0016484i,-0.0014194+0.0015336i,-0.00073598+0.0017036i,0.0007619+0.0014035i,0.0014295+0.0012534i,0.00093222+0.00084921i,0.00048913+9.9973e-05i,0.00036189+0.00026697i,-5.7381e-05+0.00024446i,8.3694e-05-0.00052753i,0.0011309-0.00047941i,0.0014353+0.00034333i,0.0011509+0.0006714i,0.0010478+0.00025891i,-0.00011945-9.7622e-05i,-0.00052665+0.00012355i,-4.6373e-05+0.00090312i,0.00041768+0.0011747i,0.0006742+0.00093333i
0.00038286-1.816e-07i,0.0016203+0.00042506i,0.00084491+0.0010394i,-0.00097042+0.000763i,-0.0015025+0.0011207i,-0.0012048+0.0011747i,-0.00044074+0.00067565i,0.0007408+0.00074991i,0.0010709+0.00069556i,0.00092962+0.00071975i,0.0010313+0.00045546i,0.00064982-0.00055433i,0.00030952-0.00059707i,0.00024723-0.00041032i,-0.00019074-0.00031628i,2.2554e-06+0.00011033i,0.00069869+0.00033065i,0.00057992-1.8979e-05i,-0.0002032-0.00045395i,-0.00050583-0.00026655i,-0.00047795+0.00016644i,-0.00052495+4.3022e-05i,-0.00042159-1.4741e-05i
-0.00023907+0.00036843i,-0.00070786+0.0016435i,-0.0018825+0.0015972i,-0.0026898+0.0014214i,-0.0028273+0.0019751i,-0.0013571+0.0024595i,-6.9066e-05+0.0026145i,0.00044979+0.0014612i,0.00069265-0.0003277i,0.0010389-0.00058981i,0.0011433+0.00045127i,0.00039784+0.0010653i,9.601e-05+0.00041479i,-0.00026842+0.00034467i,-0.00059901+0.00068636i,-0.00066503+0.00092i,-0.00071691+0.0011297i,-0.00039105+0.00062435i,-0.00055981-0.00013505i,-0.00086823-0.00053905i,-0.00090111-0.00080526i,-0.00054825-0.00057777i,-0.00064637+0.0002209i
-0.00060259+0.0021675i,-2.6645e-05+0.0014438i,-0.00026204+0.0018207i,-0.0011137+0.0020614i,-0.0018907+0.0009524i,-0.0010708-0.00014846i,0.00040069+0.00043569i,0.0015834+0.0017985i,0.0020238+0.001614i,0.0015358+0.0010852i,0.00064119+0.00088334i,0.00058727+5.5944e-05i,0.00064153-0.0004978i,0.00074213-0.00036337i,0.00070582-8.2286e-05i,0.00082002+0.00013271i,0.00079457-0.00053746i,0.00047598-0.0011257i,0.00030303-0.00063838i,0.0002816-0.00023919i,0.00057015-0.00026472i,0.00033909-0.00061888i,-6.3991e-05-0.00068344i
-0.00044228-7.7947e-05i,0.0007527-0.00027511i,0.0013558+0.00016263i,0.00040233+0.0011386i,-0.00080976+0.0014446i,-0.00075198+0.001497i,-1.469e-05+0.0013383i,0.0010748+0.0011249i,0.00089705+0.00064466i,0.00037992+0.00037073i,0.00062991+0.00068011i,0.00027778+0.00048847i,3.4178e-06+6.804e-05i,0.00015184-0.00020188i,0.00068506-0.00046526i,0.00079642-0.00035915i,0.00069643-0.00031999i,0.0010917-0.00049488i,0.0011384-0.00034888i,0.00037393+9.2673e-05i,0.00014565-0.00026478i,0.00068286-0.00029559i,0.00073212+0.0004518i
-0.00053372+0.00071079i,-8.8225e-05+0.00082543i,-0.0006927+0.00062094i,-0.0022297+0.00054894i,-0.0032472+0.0015758i,-0.0023908+0.0030893i,-0.0011158+0.0027547i,0.00071921+0.0014726i,0.0019057+0.0011048i,0.00093824+0.0015241i,0.00022673+0.0014197i,0.00035146+0.00038637i,0.00059758-0.00033724i,0.00071284+0.00056757i,0.00047045+0.0011525i,0.00054467+0.00046205i,0.0004221-0.00026428i,-8.6419e-05-0.00064193i,7.0934e-06-0.00062311i,0.0008101-2.5686e-05i,0.00058126+0.00016878i,-0.00022115-0.00010679i,-0.0003321-8.3442e-05i
-0.00021677+0.00075777i,-0.0011093+0.0011038i,-0.0018012+0.0014798i,-0.002023+0.0017726i,-0.0021081+0.0019007i,-0.0013305+0.0018514i,-0.00065938+0.0015659i,3.3115e-05+0.0010335i,0.0015316-2.3253e-05i,0.0021533-0.00026699i,0.0013302+0.00026897i,0.0011599+0.00032878i,0.0011081+0.00074613i,0.00067609+0.00054191i,0.00014136-0.00025485i,-0.00034082+8.8551e-05i,-0.00030693+0.0010618i,-0.00012394+0.0014937i,-0.00041301+0.00084425i,-0.00046859-0.0002219i,-0.00094716-0.00062302i,-0.00094869-0.00025184i,-6.2351e-05+7.9068e-05i
0.0012989+0.0014541i,0.00062367+0.0014327i,-0.00011508+0.0011859i,-0.001656+0.00093066i,-0.0022062+0.0016347i,-0.0020189+0.0023086i,-0.0014776+0.002064i,0.00041691+0.00074244i,0.0013709+0.00060119i,0.0010342+0.00083341i,0.00082377+0.00011686i,0.00043726-0.00065062i,0.00056335-0.00028447i,0.0001247+0.0001321i,-0.00083111-0.00032986i,-0.00020728-0.00033332i,0.00032441-0.0002466i,4.8018e-05-0.00010552i,-0.0005438-0.00021082i,-0.0010406-0.00030155i,-0.00097401-0.00054324i,-0.00078494-0.0003428i,-0.00067739-0.00027389i
-0.00039857+0.0001466i,0.00034905+0.0011027i,0.00043117+0.0013035i,-0.0016815+0.001062i,-0.0029724+0.0014474i,-0.0022568+0.0023395i,-0.0012481+0.0019546i,-0.00016014+0.00044624i,0.00098787-0.00014168i,0.0013504-0.0002168i,0.0016332+0.00028759i,0.0010431+0.00037813i,0.00046632-0.00017136i,0.00026984-0.00077328i,-0.00047692-0.00050851i,-0.00052468+0.00033906i,-0.00023095+0.00046435i,-0.00023583+0.00020597i,-0.00022522-0.00048939i,-0.00020587+0.00043902i,-0.00052902+0.0010898i,-0.00044335+0.00053928i,-0.00011557+0.00051347i
0.00047255-0.00062769i,0.00064735-0.00092549i,0.00019995-0.0009242i,-0.0009035+4.7527e-06i,-0.0015386+0.00058174i,-0.0012136+0.00036829i,-0.00065673+0.00023648i,0.00028871+0.00079376i,0.0012992+0.0012983i,0.0015212+0.00089219i,0.0013955+0.00098716i,0.00103+0.0014028i,0.00064802+0.0011986i,8.6245e-05+0.00044271i,-0.00049006-0.00020568i,-0.00052425-0.00011743i,4.2137e-05+0.00028493i,0.0002002+1.0782e-05i,0.0002225-0.00049601i,0.00089027-0.00018479i,0.00089747-0.00014555i,-0.00019531-7.8043e-05i,-0.0013789-6.0993e-05i
0.00095414+0.0011748i,0.0010133+0.0022651i,0.00054457+0.0020242i,6.7162e-05+0.00066869i,-0.0010293+0.000553i,-0.0018932+0.0012009i,-0.0006266+0.001543i,0.0007293+0.0011371i,0.0011094+0.00051091i,0.0019444+0.00031423i,0.0018415-0.00060374i,0.00093296-0.0011885i,1.9816e-05-0.00061615i,-0.00031873-1.8254e-05i,-0.00021461+0.0003133i,-0.00018941+8.1979e-06i,-0.00010514-0.00066905i,-7.5981e-05-0.00073681i,-0.00027943-0.00078131i,0.00021799-3.854e-05i,0.00071842+0.00057214i,0.00016562+5.6618e-05i,4.2851e-06-0.00062347i
0.00028839-0.00076415i,0.00023164-0.00066004i,-0.0010135-0.00020553i,-0.0027539+0.00027736i,-0.0030444+0.00072603i,-0.0021379+0.0013261i,-0.00055761+0.0013766i,0.00043694+0.00148i,0.00084339+0.0014141i,0.0011137+0.00065767i,0.00081154+0.00065616i,0.00065584+0.00044381i,0.00067054+0.00020812i,0.00037809+0.00024549i,-0.0001084+0.00043777i,-0.00041076+0.00053045i,0.00049555-9.9985e-06i,0.00078853-0.00076839i,0.0010155-0.0007563i,0.00086381-0.00014482i,-0.00048174+0.00026742i,-0.00081808+8.2398e-06i,-0.00030927-0.00092897i
-0.001114+0.00014514i,-0.0010467+0.00066542i,-0.0018796+0.0013477i,-0.0021536+0.0016914i,-0.0020264+0.0024468i,-0.0013852+0.002565i,9.7571e-05+0.002087i,0.0012191+0.0017919i,0.0013659+0.0014707i,0.0011446+0.00093529i,0.0012591+0.00060906i,0.0013664+0.00014009i,0.00040416+0.00014069i,-2.8528e-05+0.00095452i,0.00033504+0.0010655i,0.00023002+0.00068222i,0.000663+0.00024392i,0.0010985-4.369e-05i,0.00027637-0.00050744i,-0.00051605-0.00070709i,-0.00011082-0.00061929i,0.00078448-0.0011069i,0.0011567-0.00081721i
-0.00019167-0.00045162i,0.0010211-0.00057917i,0.0005866-0.00028376i,-0.0012607+0.00036676i,-0.002909+0.0014594i,-0.0026947+0.0029825i,-0.0014141+0.0029758i,-0.00016828+0.0018527i,0.00067906+0.00048347i,0.0006234-0.00042518i,0.00040061+0.00063113i,0.00056676+0.00049947i,0.00065775-0.00069495i,0.00036819-0.00089427i,0.0004645-0.00082451i,0.00062191-0.00065454i,0.00099473-0.0003243i,0.00072172+3.3999e-05i,1.7676e-05+0.00015733i,0.00013607+8.7116e-05i,0.00067281+0.00051802i,0.00021637+0.00088136i,-0.00033219+6.2996e-05i
0.0014307+0.00048044i,0.00087014+0.0013671i,-0.0007353+0.00092246i,-0.0017147+0.00024445i,-0.0016824+0.00060659i,-0.001702+0.0020655i,-0.0011031+0.0021758i,0.00040929+0.0011008i,0.00129+0.00012176i,0.0012059-1.5544e-05i,6.3033e-05+0.00011567i,-0.00027243-9.9642e-05i,-0.00023465-7.8244e-05i,-0.00058404-1.2052e-05i,-0.00052236+0.00020078i,-0.0002353+0.00064075i,-0.00074567+0.00055212i,-0.0011618+0.00042306i,-0.0006612+0.00014039i,7.1762e-05-4.3266e-05i,0.00052172-0.00044695i,0.0010123-0.0011621i,0.0010323-0.00066747i
0.00084642-0.0016777i,0.00056419-0.0023278i,-0.00019987-0.0027323i,-0.0016446-0.00050887i,-0.0026356+0.001282i,-0.0025259+0.0010849i,-0.001061+0.0011758i,0.00046631+0.0016528i,0.0013738+0.00042395i,0.00081066-0.00118i,-0.00033036-0.0010704i,-0.00015886-0.00028621i,-0.00010456+0.00043761i,-0.00011487+0.00093662i,0.00034409+0.00072502i,0.0005279+0.00029827i,0.00036447+0.00022315i,0.00072039+0.00055805i,0.00015336+0.00093346i,-0.00045167+0.00081818i,-0.00046258+0.00029474i,-0.00029453-0.00032691i,0.00011717+0.00014928i
-0.00051897+0.0016833i,-3.9766e-05+0.0010587i,-4.3939e-05+0.00038705i,-0.00075678+0.00069467i,-0.0016318+0.0011987i,-0.0022906+0.0013879i,-0.00087502+0.0012023i,1.4786e-06+0.0010003i,-3.8381e-05+0.0014501i,0.00022227+0.0018903i,0.00025628+0.0015984i,0.0002837+0.00043073i,0.00084204-0.00048903i,0.0012078-0.00019573i,0.0010462+0.00034375i,0.00043807-3.2099e-05i,-0.00070798-0.00075228i,-0.00047186-0.00070073i,0.00079719+0.00012441i,0.00071361+0.00062747i,0.00045907+9.2129e-05i,-2.9545e-05-0.0007817i,-0.00050255-0.00092536i
