-0.00097623+0.00010842i,0.0004634-0.0011907i,0.00017743-0.0017488i,-0.0012563-0.001166i,-0.002016+0.00024901i,-0.0020633+0.0014919i,-0.0013777+0.001622i,-8.9612e-05+0.0011354i,0.00084137+0.0005444i,0.0013493-0.00025014i,0.0010204-0.00056667i,-0.00010621-0.00014212i,-0.00057606-6.6352e-05i,-0.00068854+7.1803e-06i,-0.00063495+0.00051206i,-0.00075777+0.00012086i,-0.00043742-0.00012644i,-3.6581e-05+0.00051538i,2.1607e-05+0.00053236i,-0.00051086-0.00016057i,-0.00083814-0.00045699i,-0.00014204-0.00054771i,0.00053372-0.00040053i
0.0026146-0.00050441i,0.0023254-0.00058963i,0.0014141-0.0022078i,0.00035001-0.0022546i,-0.00029546-0.0012028i,-0.00031893-0.00049519i,-0.00049631-0.00057398i,-0.00014118-0.00072251i,-8.6703e-05-0.00024185i,-0.00064495-7.2753e-05i,-0.00036013-0.0001914i,0.0002255-0.00036138i,9.8931e-05-0.00043251i,0.00017096+0.00018056i,-0.00023252+7.7284e-06i,-0.00022282-0.00049918i,0.00022274-3.6313e-05i,0.00012738+0.00015484i,-0.00078288-4.7704e-05i,-0.00082003-0.00037479i,0.00055176-0.0005179i,0.00091131-0.00027161i,0.00096311-0.00015911i
0.00063264-3.7874e-05i,0.0011122-0.0012155i,0.00035051-0.0024214i,-0.00074769-0.0017307i,-0.00059239+0.00011059i,-0.0003097+0.0020069i,-0.00077111+0.0021858i,-0.00068197+0.00099556i,-0.0012546+0.00084456i,-0.0015523+0.0014277i,-0.0011715+0.00076714i,-0.00091874+0.00046355i,-0.0013083+0.00036243i,-0.00096617+0.00043873i,-0.00048571+0.00065778i,-0.0013447+9.6339e-05i,-0.0011923-0.00039228i,-8.9068e-05-0.00052579i,0.00036629-0.0004918i,-0.00017575-7.3293e-05i,-0.00099844+0.00010362i,-0.0015584-0.00094704i,-0.0015991-0.0010125i
-0.00026808-0.002077i,-0.00027307-0.0010055i,0.00040715+0.00036213i,0.0003154+0.0011843i,0.00038593+0.00084839i,2.4148e-05+0.00010651i,-0.00081391-0.00072517i,8.0968e-05-0.00078459i,0.0010743+0.00016544i,0.00043269+0.00094806i,5.9591e-05+0.00076882i,1.2864e-05+0.00037913i,0.00031968-0.00037116i,0.00016328-0.00064126i,-0.00088971-0.00075641i,-0.00087737-0.00067984i,0.00031489+0.00014975i,9.848e-05+0.00016345i,-0.0006514-0.00068345i,-0.00092146-0.00086007i,-0.00086051-0.00055873i,-4.1865e-05-0.00020916i,-2.2093e-05-9.5668e-05i
0.00074849-0.00047602i,0.00097618-0.0014323i,0.0011812-0.0011844i,0.0010099-0.00040471i,0.00052992+0.00021247i,0.00045352-0.00080184i,0.0010854-0.001104i,0.00081832-0.00039757i,0.0002683-0.00035388i,0.00015267-0.00022174i,-0.00011762-0.0003663i,-0.00034406-0.00045669i,-0.00061023+0.00046897i,-0.00016107+0.0011144i,0.00028416+0.00058355i,-0.00044919+0.00016894i,-0.00088322+0.00081235i,-5.3166e-05+0.00081396i,0.00021076+0.00029344i,-0.00018386+0.00019i,-3.1994e-05+9.1282e-05i,0.00080213+1.001e-05i,0.00062016-0.00015334i
-0.0021184+0.00086016i,-0.0017272+0.0002479i,-0.00056543+0.00045786i,-0.0011475+0.0011344i,-0.0013798+0.00037412i,0.0003581-0.00091053i,0.0016809-0.00064854i,0.0016415-0.00041197i,0.00039973-0.00048041i,-0.00074399+1.0964e-06i,-0.00054251-0.00056076i,-2.9639e-05-0.0013194i,0.00012654-0.0010672i,0.00019499-0.00087696i,-0.00038769-0.00061237i,-0.00088761-0.00014812i,-0.00057116-0.00018282i,0.00023145-0.00062341i,0.00065398-0.00019225i,7.9626e-05+0.00011527i,-0.00054073-0.00044042i,-0.00055203-0.0010462i,0.00041296-0.00047723i
-0.00084876-0.00035317i,-0.00077296-0.00029972i,-0.0009266-0.00022864i,-0.0006688-5.6016e-05i,0.00023529-0.000197i,0.0001937-0.00085121i,-0.00043769-0.00021781i,-0.00025371+0.00027538i,-0.00064674+0.00049488i,-0.0013695+0.00089515i,-0.0012613+0.0007419i,-0.00038905-0.00039374i,0.000754-0.00073885i,0.0013288-0.00040849i,0.0011354-0.0003685i,0.00060499-0.00053818i,7.819e-05-0.00090652i,0.00024376-0.00069122i,0.00021332+0.00018505i,-0.00041506+0.00011732i,-0.00090213+3.3977e-05i,-0.00027994+0.00013623i,0.0010639-0.00047594i
0.0021203+0.00077609i,0.0029444-0.00024457i,0.003585-0.0016514i,0.0023385-0.0015366i,0.00018432-0.001279i,-0.0011981-0.00016789i,-0.0013546+0.00041991i,-0.00010915+0.00035326i,0.00043802+0.00018608i,9.568e-06+0.00058832i,-0.00066655+0.000287i,-0.00064522-0.00061787i,0.00026262-0.00085277i,-0.00030488-0.00032158i,-0.00084769+0.00029355i,-0.00031089+0.00074225i,-1.4065e-05+0.00041209i,-0.00042524-0.00012426i,9.7701e-05+0.00056588i,0.00027018+0.00089677i,5.7093e-05+0.00078564i,-0.00034202+0.0004571i,-0.00091623-0.00054062i
-0.0016897+0.00058158i,-0.0028894+0.00061144i,-0.0026612+0.00051925i,-0.0020236+0.00057201i,-0.0016033-0.00020643i,-0.0010799-0.00070157i,-0.00052222-0.00044347i,-0.00032501-0.00042926i,-0.00011729-0.00030298i,0.00021901+0.0002275i,0.00031946+0.00026149i,0.00025342-0.00012821i,0.00026497-0.00067262i,0.00056663-0.001536i,-0.0005095-0.0016754i,-0.00075858-0.0012216i,3.098e-05-0.00096979i,-0.00057113-0.00020792i,-0.00066625+2.4668e-05i,-0.0004549-0.0001679i,-2.3424e-05+0.00032387i,0.00059665+0.00063332i,0.00045952+0.00011669i
-0.0016074-0.00090677i,-0.001047-0.001835i,-0.00091303-0.0020203i,-0.00069632-0.00083515i,-0.00054939+0.00056479i,-0.00017963+0.00013787i,0.00013178-0.00056357i,0.00049513-6.6879e-05i,0.00077516+0.00050239i,0.00038854+4.3272e-05i,-0.0009645-0.00040159i,-0.0015246-0.00050919i,-0.0010018-0.0008951i,-0.00062887-0.0018359i,0.0004364-0.0016644i,0.00051901-0.0011108i,9.8972e-05-0.00068205i,-0.00013055-0.00048908i,-0.00023898+3.333e-05i,-0.00056842+0.00031459i,-0.00089056+0.00057663i,-0.0006358+0.00077299i,-0.00023335+0.00086528i
0.001545-0.00033683i,0.0023776-0.00050219i,0.0033418-4.9024e-05i,0.0029139+0.00011253i,0.0021146-0.00042509i,0.0010771-0.0009275i,0.00027034-0.00028093i,5.5575e-05-3.3294e-05i,0.0001191-0.00026169i,0.0005816-0.00016833i,0.0011508-0.00012871i,0.00079619+0.00018289i,0.00018167+5.4073e-05i,-0.00028134-0.00047903i,-0.00028422-0.00050319i,0.00031983-0.00014743i,-0.00041941-7.9512e-05i,-0.0014913-0.00062247i,-0.0010774-0.00017538i,-0.00084498+3.257e-05i,-0.00082149+0.00034073i,-0.0002299+0.0011214i,-1.143e-05+0.00020067i
-0.0014937+0.00095657i,-0.00024592+0.0011289i,0.00021837+0.0015299i,0.000136+0.00036259i,0.00041767-0.00025215i,0.00019945-0.00029092i,-0.00015385-0.00067054i,0.00030446-0.00045322i,0.00080109+0.00041396i,0.00035938+0.00020358i,-8.6067e-05-0.00026062i,-0.0003031-0.00037408i,-0.00019963-0.00018602i,0.00018444-0.00095772i,0.0002815-0.0014833i,-0.00016803-0.00097446i,-0.00043238-0.000187i,-0.00028246+4.636e-05i,-0.00040062-9.2918e-05i,-0.00046967-0.0002232i,0.00039515-0.00020663i,-2.2739e-05-0.00084462i,-0.00066206-0.0011718i
-0.00038327-2.3984e-05i,0.00040575+0.00051443i,0.00070323+0.0014669i,0.00076898+0.0015678i,0.00051615+0.0013858i,0.00032858+0.0011945i,0.00014091+0.00030381i,0.00047117-0.00029713i,0.00076184-4.0942e-05i,0.00036995-0.0003909i,0.0002189-0.00090678i,0.00055906-0.00031643i,0.00035315+0.00020578i,0.00073064-0.00048918i,0.0012583-0.00053784i,0.00065675-0.00010603i,0.00047506-0.00044408i,0.00035544-0.0007148i,-0.00038275-0.00015343i,-0.00044911+0.00018373i,-0.00024757+8.4718e-05i,-0.00024305-0.00031926i,-0.00034451+4.6807e-05i
0.0021688+6.883e-05i,0.0024947+0.00061654i,0.00089227-0.00012071i,-0.00034778-3.7187e-05i,5.4607e-05-5.4238e-05i,-1.4172e-05-0.00022164i,-0.0008046-7.6053e-05i,-0.0010348-0.00011225i,-0.0010447-0.00039925i,-0.0012759-0.00052749i,-0.0019406-0.00027613i,-0.0013521-0.0001749i,-0.00012587+0.00025411i,-0.00035504+0.0013621i,-0.00078728+0.0012078i,-0.00035707+0.0001858i,4.7325e-05+0.00051014i,0.00029077+0.0011199i,0.0002331+0.0010236i,0.00018772+0.00014883i,0.00035978-0.00076344i,0.00031347-0.00039485i,0.00056229+0.00017439i
-0.0013343+0.0017788i,-0.0016498+0.00084743i,-0.0027278+4.9525e-05i,-0.0016943-0.00047071i,0.00051208-1.6443e-05i,0.0010845+9.1714e-05i,0.00038977+0.00078839i,-0.0010323+0.001027i,-0.0011979+0.00046284i,-0.00020902+0.00055148i,0.0003213+0.001074i,0.00031084+0.0012421i,3.6636e-06+0.0017184i,8.748e-05+0.00083962i,-0.00043096-0.00084792i,-0.00048163-0.0016921i,0.0002218-0.0012092i,0.00063462+0.00013617i,0.00026569+0.00079441i,4.9415e-05+0.00046871i,0.00040916+0.00053597i,0.00046134+0.00051866i,0.00034918+0.00012004i
0.0015475-0.0015246i,0.0021331-0.0027285i,0.0011195-0.0033057i,-0.00057113-0.001996i,-0.0013369+0.00034406i,-0.001027+0.0013569i,-3.6302e-05+0.0015935i,0.00096683+0.00095398i,0.00072336+0.00055612i,0.0004085+0.00087645i,0.00055993+0.00063636i,0.00051096+0.00021519i,0.000819+0.00012515i,0.00074494+8.8233e-05i,0.00058116+6.4467e-05i,0.00015233-0.00019857i,-7.2649e-05-0.00017914i,-0.00019005+6.613e-05i,-0.000218+0.00028622i,-0.00012922+0.00023047i,-0.0005204-0.0002326i,-0.00054421-0.00024425i,-0.00069386-8.9574e-05i
0.0018725-0.0011449i,0.0028574-0.0012395i,0.002918-0.0026763i,0.0015234-0.0029248i,0.00011283-0.0010557i,-0.0009055+0.00063196i,-0.00082349+0.0005629i,-0.00035751-2.1022e-05i,6.384e-05-0.0012106i,0.00072364-0.002189i,0.00041883-0.0015311i,-0.00041247-0.001164i,-0.00052776-0.00066556i,5.1439e-05+6.1408e-05i,6.9098e-05+0.00068693i,-0.0004364+0.00054761i,-0.00070071-0.00050363i,-0.00080186-0.0013197i,-0.00012251-0.00093676i,0.00080949-0.00036796i,0.00047773+1.4179e-05i,0.00026194+0.00012451i,0.00041838-0.00038805i
0.0013278-0.0012816i,0.00060544-0.0021679i,-0.00039356-0.0024136i,-0.0014173-0.00092101i,-0.0014022+0.00093696i,-0.00027451+0.0020637i,0.00039948+0.0019188i,0.00059951+0.0011954i,0.00013319+0.00029519i,-0.00087624-0.00044759i,-0.0012874-0.00010458i,-0.0012437+0.00014069i,-0.00091592-0.00030218i,-3.4701e-05-0.00049921i,0.00012974+0.00020201i,-0.00052732+0.00090915i,-0.00056647-2.1315e-05i,-0.00079777-0.00097129i,-0.00049015-0.00097693i,0.00033076-0.00018799i,0.00012238+0.00018525i,-0.00028197+8.5249e-05i,-9.1092e-05+0.0004463i
-0.0027316+0.001115i,-0.0011709+0.0019029i,-0.0008531+0.0014826i,-0.00029538+0.00056333i,0.0011163+0.00020294i,0.00099621-8.4442e-05i,-0.00050776-0.00070893i,-0.00059644-0.00082044i,-0.00032045+2.5781e-05i,-0.00026602+0.00068139i,-0.00033296+0.00075473i,-0.00028839+0.00080135i,-0.00017837+0.00030124i,-0.00034866-0.00059675i,-0.000229-0.00043501i,0.00017324+0.00017676i,-0.00055445-0.00015191i,-0.00079182-0.00089635i,-0.00041991-0.00075852i,-0.00062869-0.00068671i,-0.00034864-0.00031161i,-6.2209e-05+0.00055675i,-0.00048009+0.00058484i
0.00076018-0.0031073i,-0.0001122-0.0044513i,-0.00073197-0.0048772i,-0.00066035-0.001798i,-0.00027148+0.00058342i,-0.00060602+0.0007197i,-0.0002822+0.00077337i,0.00050821+0.00064225i,0.00074079+0.00083322i,0.00049443+0.0011372i,0.00026991+0.00065125i,0.00046461+4.0441e-05i,0.00086523+0.00035993i,0.00093887+0.00073025i,0.00031919+0.00055278i,-0.00086673+0.00029258i,-0.00080895+0.0005469i,-0.00010256+0.00060624i,-0.00010655-0.00036974i,-9.3498e-05-0.0013174i,-0.00060493-0.0010272i,-0.0010514-0.00048995i,-9.6449e-05-0.00043208i
0.0011698-0.00084325i,9.0344e-06-0.0010508i,-0.00094704-0.001416i,-0.00050625-0.0011969i,-0.00060822-0.00062849i,-0.0010546-0.00046515i,-0.00027975+0.00027523i,-4.1806e-05+0.00062536i,-0.00031698+0.00034455i,-8.1741e-05-2.5047e-05i,-0.00056038-0.00061743i,-0.00057895-0.00095734i,-4.6774e-05-3.7955e-05i,-0.0002006+0.0011226i,-0.00097814+0.00042256i,-0.0011956-0.00034649i,-0.0002145-9.0554e-05i,0.00047302-0.0005258i,0.00075718-0.00044641i,0.0010855-0.00071026i,0.0015004-0.0010736i,0.0016641-0.0013598i,0.0011738-0.0014757i
0.0019138-0.0018853i,0.0022079-0.0018036i,0.0022355-0.0021176i,0.0007916-0.0012193i,-0.00034836-0.00057407i,-0.00074236-0.00089596i,-0.0007088-0.00055042i,-0.00017581+0.00037744i,-0.00042057-3.7705e-05i,-0.0011553-0.00051136i,-0.0014079-9.9955e-05i,-0.0011058+0.00045283i,-0.0010712+0.00098595i,-0.00041651+0.00077694i,-0.00021518-0.00016878i,-0.00057374-0.00044609i,-1.8253e-05-0.00076262i,0.00070504-0.00060193i,0.0011508+0.00024429i,0.0011975+0.00071473i,0.001216+0.00044977i,0.00094139-0.00056315i,0.00056972-0.00083723i
0.003935-0.00032742i,0.0030231-0.0015394i,0.0028054-0.0023231i,0.0016726-0.0021396i,0.00037415-0.001199i,-0.00012945+0.00017169i,-8.8138e-06+0.00095456i,0.00048193+0.0005446i,0.00027641-0.0002714i,-0.00047212-0.00046791i,-0.0010157-0.00038774i,-0.001084+0.00010522i,-0.0011387+0.0010365i,-0.0012295+0.0011314i,-0.0013702+0.00077064i,-0.00053295-0.00014038i,0.0001354-0.00088861i,0.00014351-0.00051613i,0.00014842-0.00019978i,0.00071869+0.00011899i,0.0010337+0.00084585i,0.0003373+0.0013569i,0.00011835+0.00096846i
-0.0040404+5.8004e-05i,-0.0042326+0.0012682i,-0.0032082+0.0025402i,-0.0013539+0.0026249i,0.00062762+0.0020695i,0.0013443+0.00031996i,0.00088927-0.00096633i,0.00025817-0.0010163i,-9.1079e-05-0.00048132i,0.00040156+0.00056932i,0.0011093+0.00082285i,0.0012821+3.5531e-05i,0.0018923-0.0004752i,0.0018862-0.0008447i,0.00098288-0.0014819i,0.00032284-0.00091655i,-0.00073985+0.0002627i,-0.0012422+4.9416e-05i,-0.0012172-0.00077968i,-0.00092649-0.00088271i,-0.00012798+0.00040328i,0.00022735+0.0012438i,0.00035571+0.00091897i
0.0029105-0.003814i,0.0017487-0.0048382i,0.00064579-0.005057i,-0.00074413-0.0035806i,-0.0014611-0.00098127i,-0.001136+0.00090805i,-0.00048117+0.00029554i,-3.5025e-05-0.00017389i,7.9616e-05-0.00046463i,5.3296e-05-0.0011393i,-0.00020901-0.0010156i,-0.00093662-0.0003417i,-0.00015461+0.00073341i,0.00075304+0.0011516i,-0.00010619+0.0005901i,0.00024421+0.00027586i,0.00049262+0.00019008i,3.9916e-05+0.00019962i,-0.00025946+0.00072386i,-0.00021235+0.00011192i,-0.00070497-0.00059501i,-0.00081616-0.00014006i,-0.0002026+0.00015419i
0.0012235+0.00051067i,0.0021387-0.00097116i,0.0023261-0.00030601i,0.0018168-7.452e-05i,0.0015096-0.00054756i,0.0018166-0.00068616i,0.0015427-6.4969e-05i,0.00048801+0.00019558i,0.00011122+0.00043405i,-0.00054126+0.00051294i,-0.001338-5.8133e-05i,-0.0010518+3.1681e-05i,-0.00046667+0.00042361i,-8.2026e-05+0.00061868i,0.00021149+0.00038454i,0.00021561-0.00041038i,-0.0005228-0.00090561i,-0.00099196-0.00050046i,-0.0010778+0.00021391i,-0.0011765+0.00050749i,-0.00063467+0.00051079i,0.00031173+8.3214e-05i,0.00075923-0.00033156i
-0.0017503-0.00050815i,-0.0024249+0.00029314i,-0.0023931+0.00071805i,-0.0014842+0.00053917i,-0.00038848+0.0012956i,0.00027082+0.0018329i,0.0005828+0.00068786i,0.00074986+4.5239e-05i,0.0010445+0.00043836i,0.00092801+0.00042882i,0.00013665+0.00063587i,-0.00029146+0.0012058i,-0.0003981+0.0014967i,0.0001917+0.00078257i,0.0012117-0.00077561i,0.001294-0.0010934i,0.00033807-0.00022969i,0.00033447+0.00010529i,0.00017326-0.00043372i,-0.00046414-0.001217i,1.5035e-05-0.0010717i,0.00013574-0.00018953i,-0.00033142+0.00021368i
0.0012418+0.00041165i,0.0018484+6.4554e-05i,0.002435-0.0010895i,0.0019757-0.001785i,0.001433-0.0016086i,0.0007046-0.0016215i,-0.00060106-0.0019764i,-0.00096951-0.0013655i,-0.00055523+8.1444e-05i,-0.00010378+0.00017405i,0.00044087-4.9386e-05i,0.00042527-9.8045e-05i,-6.4506e-05+0.00012485i,-0.00014944+0.00029036i,-0.0004161-0.00033469i,8.7425e-05-0.00060196i,0.00089741-0.00071409i,0.00074631-0.00035894i,0.00025709+0.00054396i,0.00030176+0.00043893i,0.00066473-0.00060293i,0.00018355-0.0011722i,-0.00033982-0.00028923i
0.0011858+0.0031532i,0.002357+0.0023552i,0.0023633-0.00016i,0.00096938-0.00094122i,-0.00026009-0.00039801i,-0.0014925+0.00026047i,-0.0012841+0.00042004i,-8.4827e-05+0.00019044i,0.00024571-0.00025923i,0.00037026-0.00035583i,0.00044586-5.9437e-05i,-0.00013023+1.0744e-06i,-0.00085444-0.00018678i,-0.0014363-0.0011694i,-0.0018583-0.0012644i,-0.0013334-0.00058277i,-0.00055585-0.00078225i,0.00037473-0.0013002i,0.00075056-0.00067268i,0.0009027+0.00037209i,0.00044222+0.00011722i,-0.00020123-0.00014006i,-6.5266e-05+0.00016058i
-0.0031933-0.00026763i,-0.0038303-7.2301e-05i,-0.0040517-5.5361e-05i,-0.0033137+0.00052624i,-0.001209+0.0007757i,0.0002871+0.00033103i,0.00026339+0.00032661i,3.606e-05+0.0010594i,0.00022899+0.0017692i,-9.6319e-05+0.0012702i,-0.0007924+0.00052077i,-0.0012045-0.00038957i,-0.00081908-0.0011757i,-0.0007612-0.0011032i,-0.00056605-0.0012521i,0.00029388-0.0018396i,0.00048966-0.0013741i,0.0004338-0.00034285i,0.00069813-0.00025097i,0.00038365-0.00044355i,-0.00033073-0.00073469i,0.00022444-0.00088568i,0.00092772-0.0008946i
0.003355-0.002285i,0.0044958-0.0029487i,0.0037279-0.0034271i,0.0020857-0.0027634i,0.00069313-0.0014036i,-0.00044283-0.00076082i,-0.00029882-0.00022832i,-0.00023269+0.00025863i,-0.00076583-0.00065601i,-0.00020229-0.00092925i,0.00054854+0.00072582i,0.00031423+0.0014813i,-0.00073256+0.0010549i,-0.0011818+0.0006298i,-0.00064637-0.00050168i,-0.00032774-0.00087195i,-0.0001035-0.00087365i,2.2243e-08-0.00072436i,-0.00022721-0.00021985i,-5.9459e-05+0.00046744i,0.00046913+0.00037681i,0.0012848+4.6795e-05i,0.0012037+0.00034809i
0.00084791+0.0013762i,0.0014112+0.00065506i,0.00056557+0.00013198i,0.0001545-0.00034549i,0.0011748-0.00052714i,0.0016529-0.00053463i,0.00050531+0.00022267i,-0.0003524+0.0005608i,0.00076059+0.00049271i,0.0010129-6.0057e-05i,0.0006011-0.00046994i,0.00084824+1.6266e-05i,0.00080955+9.6656e-05i,1.5966e-05-0.00011281i,0.00026089-0.00043167i,0.0010321-0.00077292i,0.0010459-0.00075127i,0.00040615-0.00043327i,-0.0004281+0.00012014i,0.00012397+0.00074258i,0.000707+0.00089506i,4.7491e-05+0.00063794i,-0.00011275+0.00065136i
-0.0040529-0.0028217i,-0.0047007-0.0026805i,-0.0052576-0.0013908i,-0.0034084+1.1539e-05i,-0.001412+0.00042509i,0.00062445-0.00029565i,0.0019607-0.0011599i,0.00078086-0.0013681i,-0.00036489-0.0010716i,1.2149e-05-0.00069943i,-4.096e-05-0.0010763i,-0.00041629-0.00072938i,0.00059691-0.00051532i,0.0013664-0.00098086i,0.0011033-0.0017313i,0.00056675-0.0022412i,0.00014176-0.0017994i,-0.00046693-0.001444i,-0.00099887-0.0011402i,-0.0010795-8.3703e-05i,-0.00081056+0.00073341i,-0.00047886+0.001296i,-0.00013273+0.001351i
0.00032166-0.0003686i,0.0024145-0.0013745i,0.0028425-0.00076211i,0.0029108-0.0006681i,0.0026702-0.0003355i,0.00080601-0.0005291i,-0.00044567-0.00080264i,-0.00041999+0.0004484i,-6.1027e-05+0.00065826i,0.00044027+0.00066213i,0.0006116+0.00013674i,0.00060061-0.00027259i,-0.00049541+3.084e-05i,-0.0016282-0.00045789i,-0.0010209-0.001633i,-0.00018182-0.0011415i,0.00038779+0.00019289i,0.00030506+0.00036943i,-0.00041281-0.00046035i,-0.0008132-0.0011093i,-0.00092857-0.00038709i,-7.5019e-05+5.5139e-05i,0.00062651+0.00036295i
0.0021809+0.00012041i,0.0016734-0.00025881i,0.0013556-0.00067526i,0.00067975-0.00014039i,-0.00082157+0.0012952i,-0.00037974+0.0024408i,0.00035403+0.0025654i,-0.00032893+0.0019276i,-0.00057502+0.00049927i,-0.00092201-9.1366e-05i,-0.0013056-0.00043052i,-0.00084662+0.0007375i,-0.00086444+0.0021796i,-0.00074516+0.0019048i,-5.9568e-07+0.00103i,0.00047315+0.00016555i,0.0011228-0.00079398i,0.0014786-0.00098037i,0.0010733-0.0012138i,0.00081108-0.00099969i,-0.00061725-0.00086503i,-0.0011015-0.00037457i,-0.00053084+0.00079929i
-0.0035522-0.00013348i,-0.0023067-0.0012758i,-0.0010969-0.00098735i,-0.0009999+0.00099486i,0.00037868+0.00062666i,0.0013227-0.0012143i,0.00036677-0.0011326i,0.00043342-0.00046876i,0.0003834+6.9047e-05i,0.00016243+0.0006396i,0.00024632+0.00061309i,0.00049958+0.00015949i,0.00039486-0.00010963i,7.5593e-05+0.00022682i,0.00013935-0.00018523i,0.00049642-0.00072077i,0.00032414-0.00016762i,-0.0005829+0.00027172i,-0.00024176-7.5826e-05i,0.00068265-0.00056134i,0.00031412-0.00022874i,0.00025822+0.00042131i,0.00017795+0.00037804i
0.0011793-0.00033886i,0.0033836-1.4226e-05i,0.0039493+0.00090824i,0.003009+0.00076956i,0.0016457+0.00034244i,0.00011386+0.00021646i,-0.00048741+4.7858e-06i,-0.00030443+9.5835e-05i,3.0396e-05+2.5485e-05i,0.00041073-0.0004317i,0.00058378-0.00028377i,-5.2447e-05-0.00019036i,-0.00047989-0.0010862i,-0.00017082-0.0014195i,-0.00042546-0.002031i,-0.00045509-0.0017772i,-5.8464e-05-0.00028137i,4.3759e-06-0.00059082i,0.00013517-0.0010896i,0.00025744-0.00044741i,0.0012478-0.00029897i,0.001268-0.0003557i,-0.00052784-0.00056351i
-0.00041593+0.00068216i,-0.00039244+0.00089904i,-0.00052192+0.00049717i,-0.0002636-7.1266e-05i,0.00068905+0.00020697i,0.0003656-0.00046692i,-0.00070286-0.001754i,-0.0005329-0.0016886i,-6.0085e-05-0.00063077i,0.00010806+0.00032969i,-9.0595e-05+0.00072736i,-0.00071909+0.0010855i,-0.00078695+0.00091659i,-0.00070513-0.00011943i,-0.001238-0.00059645i,-0.0012094-0.00069812i,-9.7379e-05-0.00062465i,0.00010046-0.00073925i,0.00028918-0.00039496i,4.5101e-05-0.0002858i,-0.00058487-0.00073983i,-6.1009e-05-0.001058i,-0.0001024-0.00069253i
0.0011627-0.0023328i,0.0016241-0.0041948i,0.00056516-0.004841i,-0.00037385-0.0031929i,-0.0014466-0.0010458i,-0.0023022+0.00021192i,-0.0021755+0.00015549i,-0.0013602-0.00019331i,-0.00025161-6.486e-06i,0.00036507-9.729e-05i,-0.00042956+0.00021845i,-0.00072702+0.00032222i,-0.00074542-0.00020883i,-0.0010796-0.00012287i,-0.00081439+0.00043875i,-0.00064148+7.2734e-05i,-0.00018417-0.00022154i,-4.8989e-05+3.8721e-05i,7.9225e-05+0.00038306i,0.00052056+0.00015346i,0.00028044-3.8121e-06i,-0.000344+0.00051709i,-0.00067539+0.00055965i
0.0027271-0.00041474i,0.0026718-0.0017307i,0.003469-0.00099253i,0.0035692+0.00048687i,0.0026257+0.00067623i,0.0015622+0.00078997i,0.00088624+0.0012478i,0.00072847+0.0011008i,0.00069769+0.00011653i,0.00022399-0.00040504i,-4.5113e-05-0.00024083i,-4.2215e-05-0.00018256i,-0.00032066-0.00054329i,-0.00099606-0.00099588i,-0.0012605-0.00079618i,-0.00056741-0.00076824i,0.00026544-0.00069191i,0.00031235-0.00050297i,-0.00022284-0.0010527i,-0.00022605-0.0012568i,0.00047406-0.0014174i,0.00046814-0.0012343i,0.00052896-0.00051853i
0.0016423+0.0026979i,0.0015711+0.0023194i,0.0018103+0.00038048i,0.00077142-0.00065722i,-0.0015018-0.0012167i,-0.0019391-0.00038044i,-0.0010204+0.0004617i,2.9242e-05+0.00047368i,0.00027178+0.00023701i,-0.00086452-0.0004134i,-0.0010707-0.00070244i,-0.00092002-0.00022366i,-0.00064413+0.00016269i,-0.00015601+0.00034695i,-0.00019519+0.0002298i,-0.00081592-0.00041171i,-0.0006999-0.00019489i,-0.0001213+0.00058219i,0.00031599-4.9222e-05i,0.00035537-0.00063153i,-2.5564e-05-0.0006017i,-0.00083999-0.00094499i,-0.0012664-0.0012362i
0.0012989-0.0032433i,0.00026976-0.0041173i,-0.0017514-0.004055i,-0.0024316-0.0024964i,-0.0010645-0.00047321i,8.9173e-05+0.00041714i,0.00095485+0.0003167i,0.0014619+0.00032031i,0.0011311+0.00067906i,0.000204+2.2863e-06i,-0.00087121-0.00056807i,-0.001615+0.00043825i,-0.00064327+0.00095162i,0.00046673+0.00071069i,0.00077329+0.00066883i,0.00077782+0.00078124i,0.00089997+0.00088992i,0.00048861+0.0014049i,4.786e-05+0.0012049i,9.3068e-05+0.00055383i,-0.00022111+9.1932e-05i,-0.00089488-0.00045764i,-0.0012256-0.0009737i
0.002163+0.0024375i,0.0036661+0.0014242i,0.0039198+0.00010084i,0.003029-0.00071702i,0.0012557-0.00026766i,-0.00040904-0.00012585i,-0.0013602+0.00015949i,-0.0010958+0.00011811i,0.00020515+0.00021567i,0.0014351-0.00021763i,0.0014766-0.00046632i,0.0008323+0.00035637i,0.00015318+0.00097403i,-0.00036796+0.00024088i,0.00023887-0.00025273i,0.00036437+0.0002797i,-0.00023095+0.00078358i,-0.00048981+0.0006442i,-0.00023326+0.00022542i,0.00024417+0.00035044i,0.00049118-2.1763e-05i,0.00043149-0.00074488i,0.00077497-0.00071451i
0.00031814-0.0012531i,0.00048355-0.00089327i,0.00053396-0.00047092i,0.00081918-0.00067255i,-2.5278e-07-0.00019694i,-0.0018412+0.00060835i,-0.0025345+0.0011904i,-0.0015815+0.00084743i,-0.00063364-0.00025468i,0.00014639-0.00059583i,0.00044913-0.00041834i,0.00033054-7.4491e-05i,-0.00045465+0.00022526i,-0.0010831+0.00039044i,-0.00052405+0.00071459i,0.00047217+0.00053246i,0.0013207+6.409e-05i,0.00037148+0.00044694i,-0.00037718+0.00074094i,-0.00021932+0.00047437i,-0.00068754-7.5996e-06i,-0.00043141-0.00077365i,-0.00028859-0.00092605i
