-0.00097623+0.00010842i,0.0004634-0.0011907i,0.00017743-0.0017488i,-0.0012563-0.001166i,-0.002016+0.00024901i,-0.0020633+0.0014919i,-0.0013777+0.001622i,-8.9612e-05+0.0011354i,0.00084137+0.0005444i,0.0013493-0.00025014i,0.0010204-0.00056667i,-0.00010621-0.00014212i,-0.00057606-6.6352e-05i,-0.00068854+7.1803e-06i,-0.00063495+0.00051206i,-0.00075777+0.00012086i,-0.00043742-0.00012644i,-3.6581e-05+0.00051538i,2.1607e-05+0.00053236i,-0.00051086-0.00016057i,-0.00083814-0.00045699i,-0.00014204-0.00054771i,0.00053372-0.00040053i
0.000765-0.002088i,0.0013525-0.0016231i,0.00055696-0.00031891i,-0.00049596+0.00123i,-0.00094418+0.0013953i,-9.0743e-05+0.00051338i,0.0010057-0.0002073i,0.0012319-0.00041232i,0.00060756+5.4376e-05i,0.00032555+0.00025237i,-0.00013983+0.00016088i,-0.00011917+0.00060138i,0.00035142+0.00050723i,0.00024298-7.0162e-05i,0.00021534-0.00024757i,0.00012462+7.3319e-05i,-0.00011433+0.00021188i,8.4326e-05-0.00026749i,0.00025621-0.00068504i,-0.00015337-0.001498i,-8.493e-05-0.0014955i,9.3404e-05-0.00053681i,0.00025566-0.00037886i
0.001961+0.00097392i,0.0010278+0.00088665i,0.0010529+0.00063018i,0.00046592+0.00035951i,-0.00030645-0.00027749i,-0.00088044-0.000198i,-0.00059002+0.00078584i,-0.00023482+0.0016331i,-0.00011323+0.00065397i,-1.0914e-05-0.0010165i,-0.00018547-0.00051251i,-0.0013999+0.00042202i,-0.0014721+0.00014379i,-0.00029611+0.00020751i,-0.00035688+0.00019664i,-0.00052781+0.00034101i,-0.0006201+0.00037418i,5.195e-05+0.00047004i,0.00032913+0.0013617i,-5.6647e-05+0.00067323i,0.00016614-0.00025176i,4.3302e-06+0.00016736i,7.3093e-05+0.00032253i
-0.0010698-0.0016978i,-0.0015239-0.0024597i,-0.002013-0.0014109i,-0.0018244-0.00026492i,-0.0011398+0.00056108i,1.0624e-05+0.00015195i,0.0005667+0.00029914i,0.00071235+0.00046354i,0.00083247-0.0005283i,0.00044739-0.00061511i,-0.00015169-4.5788e-05i,-0.00050267+0.0004782i,-0.00090914+0.00035128i,-0.00091119+0.00015409i,-0.00052235+9.8776e-05i,4.7009e-05-2.5895e-05i,0.00027033+9.8808e-06i,0.0002413+0.00013636i,3.7418e-05+0.00027685i,-0.00065388-0.00017962i,-0.00023187+9.0272e-05i,-0.00010002+0.00021765i,-0.0003884-8.4188e-05i
0.0022812-0.00053864i,0.0026236-0.00211i,0.0019697-0.0038957i,0.00078643-0.0035541i,8.8386e-05-0.0021741i,-0.00029424-0.0011541i,0.00033407-6.06e-05i,0.0011053+0.00052488i,0.0010956+0.00084109i,0.00084869+0.00060343i,0.00031817-2.1429e-05i,0.00031328-0.00015552i,-6.98e-05+0.00022244i,-0.0009902+0.00016938i,-0.00099291-0.00034754i,-0.00021046-0.00024693i,7.8713e-05+0.00010878i,-0.00017454-0.00018175i,-0.00018416-0.00048029i,-2.1964e-05-0.00022074i,6.0899e-06-0.00041755i,-2.1776e-05-0.0013986i,6.9808e-05-0.0009038i
0.0024466+0.0027866i,0.0029185+0.0012459i,0.0022365+0.00038749i,0.00062095-0.00018589i,6.8818e-06-0.00076296i,-0.00073784-0.00053531i,-0.00064244-0.00014082i,-0.00033395+0.0004556i,0.00036921+0.00050369i,-3.2952e-05-0.00030677i,1.659e-05-0.0012852i,-0.00011836-0.0011063i,-0.0011431-0.00014072i,-0.0013545-0.00036632i,-0.0010638-0.0011481i,-0.00051293-0.00066604i,-2.6715e-05+8.0856e-05i,-0.00017005-9.0484e-05i,0.00020895-4.4289e-05i,0.00034687+0.00019927i,-5.1289e-05+0.00051524i,-0.00014041+0.00020129i,0.00026679-0.00058833i
-0.0010852-0.0026577i,-0.0015975-0.0023282i,-0.0012844-0.0023699i,-0.001401-0.0029251i,-0.0019485-0.0020793i,-0.001628-0.00043694i,3.2564e-05+0.00014087i,0.00097183+0.00012167i,0.00040057+0.0001622i,-0.00018696-2.8545e-05i,-0.00014246-0.00064351i,-1.1386e-05-0.0005405i,0.00030575-0.0003621i,0.00039719-0.00013661i,8.2245e-05+0.00031997i,2.0291e-05+0.00074657i,-0.00026791+0.00065565i,-0.00072498-0.00022841i,-0.00050681-0.0010296i,-0.00010367-0.00070603i,-0.00018363+0.00017507i,-0.00084841+0.00045408i,-0.00073281+0.00052671i
0.00075803-0.0011959i,0.0012771-0.0014132i,0.00046582-0.0011154i,-0.00018474-0.00062588i,-0.00039136+9.3862e-05i,-0.00015181+0.00015464i,2.4805e-05+2.9713e-05i,0.00031243+0.00024444i,-9.1542e-06-0.00051006i,-0.00058146-0.00067459i,-0.0007963+0.00028597i,-0.0013429+0.00024181i,-0.00059819-0.00039436i,0.00061355-0.00095237i,0.00073684-0.0010137i,-0.00010672-0.00039555i,-0.00049834+0.00020805i,0.00030231+0.0004842i,0.00038682-8.3445e-06i,-8.247e-05+0.00019063i,-0.00013196+0.00037245i,-0.00036559-0.0005381i,-0.00058751-0.00066849i
-0.0002298+0.0012234i,0.0001059+0.0013466i,-0.00047813-0.00017717i,3.7711e-05-0.0009394i,0.0011675-0.0004174i,0.00083015-5.2641e-05i,0.00036949+0.00046233i,0.0002914+0.00047103i,0.00037163+0.00028287i,0.00071698-0.00052002i,0.0010752-0.0013081i,0.00057898-0.00084838i,0.00012561-9.3526e-05i,-0.00022801+0.00063199i,-0.00027289-7.8767e-05i,-0.00015154-0.0013376i,-0.00052773-0.0010703i,-0.00071535-0.00017858i,-0.00029575+0.00018215i,1.2658e-05-0.00030807i,3.1354e-05-0.00058577i,0.00041106-0.00023137i,0.00070015-0.0004957i
-0.00069794-0.0014105i,-0.0006647-0.0016288i,-0.00041378-0.0022805i,-0.00075803-0.0010833i,-0.001103+0.0010219i,-0.00049336+0.0020045i,-0.00027539+0.0016038i,-0.0010751+0.00017775i,-0.00048577-0.0012525i,-0.0002411-0.0014798i,-0.0009372-0.00078483i,-0.0011654-6.8585e-05i,-0.0010853-0.00046512i,-0.0011213-0.00036112i,-0.00061701+0.00040795i,4.2691e-05+0.00023286i,0.00093326-0.0005078i,0.0014914-0.00041746i,0.00042576-0.0004332i,-5.6654e-05-0.0002997i,7.407e-05+0.00024097i,-0.00068803+0.00015711i,-0.00061371-0.00075026i
0.0023964-0.0011012i,0.00093805-0.001104i,0.00039775-0.00067305i,0.00038958-0.00067045i,-0.00036078-0.00035343i,-0.00091869-0.00019645i,-0.00019009-0.00032881i,0.00028572-0.0002085i,-0.00021269-7.62e-05i,-0.00051064+0.00063849i,-0.00055608+0.0010117i,-2.6207e-05+0.00058856i,0.00060095+0.00013819i,0.00015695+0.00074572i,-0.00017962+0.00074378i,-0.00034856-6.8266e-05i,-0.00032921-0.00040405i,0.00012301-0.00089224i,5.1601e-05-0.0010672i,-0.00068179-0.00022987i,-0.0012592+8.9663e-05i,-0.00095726-0.00048404i,-0.00052711-0.00052886i
0.00083346+0.0018586i,0.0010852+0.0011832i,0.00053121+0.00078248i,-0.0004032+0.0006564i,-0.00099983+0.00056364i,-0.00062291+0.00034294i,-0.00075069+0.00063309i,-0.00093671+0.00030661i,-0.00021789+0.00034809i,0.00017601+0.00057277i,0.00041632+0.0003129i,0.00044538+0.00069171i,-0.00050215+0.00066218i,-0.00050804-8.9623e-05i,-0.0004433+0.00016946i,-0.0017379+6.3817e-05i,-0.0015502-0.00062571i,-4.5916e-05-0.0006517i,0.0004316-0.00082975i,-5.2009e-05-0.0004181i,-0.00061511+0.00049736i,-0.00057217+0.00045973i,-0.0001076-8.3971e-05i
-0.00097062-0.00089101i,-0.00059767-0.0023902i,-0.00047598-0.0016635i,-0.00047619-0.0005538i,-0.00033001-0.00074646i,3.0508e-05-0.00075008i,0.00028831+8.4306e-05i,0.00083711+0.00051054i,0.0006392+0.00027198i,-0.00016957+0.00064432i,-0.00032098+0.00060623i,-0.00050506+0.00013618i,-0.00047687+0.00022067i,-0.00072691+0.00073777i,-0.0012069+0.00064055i,-0.0010356-0.00014201i,-0.00054379-0.00065076i,-0.00018399-0.00038349i,0.00025994-0.00010237i,0.00019193+0.00050653i,0.00019239+0.0010346i,0.00080007+0.00018941i,0.0002435-0.00025088i
0.0012578-0.00052335i,0.0017683-3.9681e-05i,0.00056073-1.7892e-05i,0.00011064+0.00018073i,0.00033966+0.00032036i,0.00049902-6.277e-05i,0.00044256-0.00041689i,0.00027194-0.00030436i,-9.5726e-05-0.00034254i,0.00013207-0.00016311i,0.00048479-8.9066e-05i,0.0004589-0.00067719i,0.0003908-0.00048481i,0.00056944+7.5219e-05i,0.00014901-0.00017399i,-0.00049822-0.00037115i,-0.0003616-6.1887e-05i,-0.00059286+0.00067272i,-0.00019479+0.00020778i,0.00047142-0.00074342i,0.00048902-0.00068781i,0.00037395-0.00033646i,-0.00018179+1.3901e-05i
-0.00039315+0.0026109i,-0.00050638+0.0023765i,0.0010478+0.0012718i,0.0013438+1.2048e-05i,0.00020806-0.00085935i,-0.00054517-0.00070281i,-0.00085831-0.00033934i,-0.00086163+2.828e-05i,-0.00041534+0.00029616i,4.638e-05+0.0008637i,-0.00016207+0.00032949i,0.00022433-0.0001357i,0.00022837+4.4052e-05i,-0.00066821-0.0002766i,-0.0011165-0.00087312i,-0.0010477-0.00071344i,-0.0007797+9.9734e-06i,-0.00052074+0.00048142i,-0.00030854+0.00054971i,-0.00035485+0.00019635i,6.8451e-06+0.00031737i,0.00014436+0.00066121i,0.00026325+0.00021306i
0.00012804-0.0024157i,0.0001543-0.0029392i,3.2186e-05-0.0036225i,0.00025396-0.0032728i,0.00048534-0.001515i,0.00061543+0.00026276i,0.00064343+0.0012946i,0.00048388+0.00055219i,-0.00014505-0.0001428i,-0.0005748-0.00036903i,1.068e-06-0.00065716i,9.9646e-05-0.00061673i,-5.3577e-05-0.00035948i,-0.00055358+0.00025456i,-0.0013582+0.00077511i,-0.00112+0.00035168i,-0.00018057+0.00014743i,0.00011014+0.00035714i,-0.00079357+0.00033i,-0.00087946+1.7575e-05i,0.00052365-0.00038441i,0.00067226-0.00051771i,0.00012445-0.000731i
0.0011901+0.00085393i,0.0014303+0.00054004i,0.00059669-0.00029713i,0.00056697-0.0012417i,0.0012807-0.00086681i,0.00059399+7.2044e-05i,-0.0011865+0.00035137i,-0.0015262-6.9339e-05i,-0.00048973-9.9361e-06i,-2.2893e-05+0.00033947i,-0.00011205+0.00030478i,-9.6148e-05+6.1668e-05i,0.00069327+0.00084198i,0.00040544+0.00096086i,-0.000623-0.00027934i,-0.00028065-0.0011399i,0.00030312-0.0015969i,0.0011631-0.001656i,0.00085371-0.0011628i,-0.00010438-0.00078661i,-0.00024055-0.0010291i,0.00012175-0.0012087i,0.00014855-0.0010054i
-0.00022013+0.0015117i,0.00024882+0.00090836i,0.00049711+0.00026791i,0.00081479-6.3444e-05i,0.00017886-3.4204e-05i,-0.00041487-0.00017661i,-0.00020236-0.00028594i,-0.00013046-0.00041822i,2.3812e-05-0.00048379i,2.6432e-05-0.00020397i,-0.00062894-7.1103e-05i,-0.00025213+0.00053432i,2.1074e-05+0.00013544i,-0.00054446-0.00063984i,-0.00072923-0.00062176i,-0.00051177-0.00033486i,-0.00057049-0.00048972i,-3.1145e-05-2.8297e-05i,0.00011586+0.00068265i,-0.00064493+0.00015224i,-0.0012593-0.00074302i,-0.00096051-0.00081477i,-0.00030601-0.00051018i
-6.3453e-05-0.0015357i,-0.00011924-0.0022007i,-5.6085e-06-0.0033111i,-0.00034987-0.002693i,-0.0010891-0.0015148i,-0.00082698-0.00091547i,-0.00017046+0.00045116i,0.0001883+0.00093436i,0.00038092+0.00036503i,0.00021831-0.00019464i,0.00022922-0.00027236i,8.601e-05+0.00022099i,-0.00084332+0.0006246i,-0.0011276+0.0011408i,-0.00087209+0.001511i,-0.00067548+0.0011837i,-0.00069926-0.00017851i,-7.3573e-05-0.00041681i,0.00047261-0.00031662i,0.00077027-0.00034073i,0.001042-0.00068609i,0.00044086-0.0010608i,-0.00013629-0.0001597i
0.001334-0.0013223i,0.00062399-0.0020324i,-0.00037621-0.00193i,-0.0014409-0.0013391i,-0.0012565-0.00018276i,-0.0012441+0.00045292i,-0.0013286-0.00020915i,-0.00086061-0.00055567i,-0.00052398-0.00010297i,-0.00012265-0.0005725i,0.00016051-0.0012643i,0.00073667-0.0010705i,0.00061873-0.0010931i,0.00029493-0.0013561i,-0.00021311-0.00077277i,-0.0001478-0.000131i,8.0134e-05+1.0137e-05i,-0.00023684+0.00030142i,0.00023919+0.00083358i,0.00085121+0.0004944i,0.0008968-3.8704e-05i,0.00066659-0.00068256i,8.3627e-05-0.00047112i
0.0026207+0.00063101i,0.0029129-7.2374e-05i,0.0019526-0.00090536i,0.0013952-0.0014337i,0.0014507-0.0012951i,0.0013224-0.000164i,0.00063067+0.00072808i,0.00045222+0.00043219i,0.00055723+7.5607e-05i,5.4388e-05+0.00047909i,-0.00018979+0.00039639i,0.00026998+0.00025986i,0.00088533+0.00034387i,0.00097917-0.0002183i,-6.6578e-07-0.00024118i,-0.000817-0.00053321i,-0.00059834-0.00031726i,-0.00064628+0.00018061i,-0.00076357-4.3958e-05i,-0.00020079-0.00029357i,0.00081051-0.00017451i,0.00072833+3.0776e-05i,-0.00041823-0.0004777i
-0.0012347-0.0014094i,-0.00072092-0.0019444i,-0.00075712-0.0023352i,-0.00089768-0.0015726i,-0.0010614-0.00016159i,-0.00047294+0.00014365i,-0.00016521-0.0001473i,-0.00013237+0.0003918i,0.00020089+0.00010253i,0.00059043-8.9065e-05i,0.00050887-0.00027743i,-0.00013264-0.0010093i,0.00041452-0.00066505i,0.0015118+0.0002545i,0.00060802+0.0010375i,-0.00017233+0.00069235i,0.00044157-2.6899e-05i,0.0006491-0.00030338i,0.00019386+4.655e-05i,-0.00038192+0.00044377i,-0.00020845+0.00036058i,-0.00041466-8.5735e-05i,-0.00079892+1.0739e-05i
8.0083e-05-0.00051152i,0.00076409-0.0010051i,-0.00023115-0.0013789i,-0.00013301-0.0011341i,0.00074494-0.00035791i,0.00059904+0.00017399i,0.0001579+0.00064014i,-0.00021344+0.00070189i,-0.00044621+0.00025324i,-0.00077341+7.6426e-05i,-0.0004961+0.00017069i,-0.0001094-1.4505e-05i,-0.00010007+0.00010061i,0.00039967+0.00034131i,0.00047495+0.00016264i,5.8152e-05+9.2446e-07i,-0.00052955+0.00021286i,-0.00055227+0.00053527i,-0.00034311+0.0007786i,-0.00087859+0.00089295i,-0.00057904+0.00059805i,-0.00039037+0.00019489i,-0.00055843-9.2914e-05i
0.0025679-0.0005549i,0.0029575-0.0012545i,0.0011869-0.0019089i,-0.00010427-0.00021829i,-0.00039323+0.0012173i,-0.00054718+0.0011372i,-0.00035084+0.00087348i,-2.063e-05+0.00029497i,0.00026176-0.00019257i,0.00055223-0.00034458i,-5.5414e-05-0.0012285i,1.8482e-05-0.0014735i,2.3573e-06-0.00028468i,-0.00050398+0.00023744i,0.00011539+0.00049701i,0.00041511+4.4307e-05i,-2.3695e-06-0.00056439i,0.00022907-0.00012749i,0.0004933+0.00097556i,0.00019054+0.0013508i,-0.00046203+0.00060652i,-0.00079571-6.6848e-05i,-6.0332e-05-0.00059628i
-0.0014964-0.00068034i,-0.00097534-0.00017935i,-0.00054857+0.00029744i,-0.00047512+0.00047072i,0.00024231+0.00037715i,0.00073476+0.00029161i,-0.00012217-9.1472e-05i,-0.00073489-7.1328e-05i,-0.00065839+0.00062595i,-5.6541e-05+0.00084835i,0.0002771+0.00018798i,0.00045764+3.0845e-05i,0.00074068+1.8009e-05i,0.00058172-0.00052442i,-5.0121e-05-0.0002083i,-0.0004169+0.00093672i,-0.0001892+0.0006953i,0.00032052-0.0012691i,0.00015087-0.0019173i,-0.00024452-0.00078457i,-0.00044773-0.00010486i,-0.00013836+0.00055716i,8.8022e-05+0.0006353i
0.00038686+0.00093848i,0.00090103-0.00020174i,0.00051919-0.00020236i,-0.00037576-0.00033198i,-0.00014522-0.00065254i,-0.00010254-0.00025891i,-0.00061253+0.0004659i,-0.00045458+3.7129e-05i,-0.00017397-0.00067054i,0.00011573-0.00018633i,0.00025365+0.00010744i,0.00035152-0.00026085i,-0.00026758-5.357e-05i,-0.001025-0.00023672i,-0.00098296-0.00058056i,-0.00089183-0.00016731i,-0.0005922-0.00028733i,0.0002282-0.00038335i,0.00093405-0.00018642i,0.00055401+0.00040608i,-0.00022438+0.00066762i,-0.00048008+0.00057018i,-0.00058462+0.00034976i
-0.0010903+0.00027923i,-0.0012278+0.00030646i,-0.0014018+0.0009944i,-0.00086059+0.00016747i,0.0002978-0.0010691i,0.00018014-0.0018019i,-4.7407e-05-0.0013089i,3.2811e-05-0.00048081i,0.00036571+0.0001734i,0.00046991+0.0006057i,0.00015568+0.00023118i,5.255e-05+0.00019829i,0.00049774+0.00013502i,0.00080145-0.00053547i,0.0005852-0.0010162i,-0.00050204-0.0008155i,-0.00073117-0.00091315i,-0.00038161-0.0016047i,-0.00014495-0.0012595i,-0.00018536+0.00032295i,7.35e-05+0.0007178i,0.00075415+0.00016268i,0.0003885+7.7342e-05i
0.002501+0.00043101i,0.0025224-0.00066105i,0.0028949-0.0019408i,0.0018444-0.0023846i,-8.597e-05-0.0017194i,-0.00065023+4.227e-05i,-0.00029385+0.0014517i,-0.00019358+0.0010133i,-0.0002146-0.00010133i,-0.0001316-0.00045659i,0.00029927-0.00045206i,0.0002499-0.00039157i,-0.00028943-0.00022748i,-0.00086341+0.00020563i,-0.00022987+0.00039695i,0.00059042-0.00014308i,6.0028e-05-0.00022906i,-0.00053514-0.00016423i,-0.00020195-0.00022161i,-8.5117e-05-0.00014895i,-0.00014525+0.00020275i,0.00046892+0.00041117i,0.00050915+0.00062318i
-0.00051678+0.0008344i,-0.00060044+0.00068504i,0.00011871+0.00066511i,0.0012647+0.0006446i,0.00080949+0.00084969i,0.00039309+0.00072154i,0.00025905+0.0005414i,0.00034164+0.00033664i,0.00035117-0.00076443i,2.8343e-05-0.00054107i,-0.00010727+0.00019354i,-0.00020047+0.0006462i,-0.00040826+0.00084603i,-0.00030985-0.00018423i,-0.00043829-0.00072357i,-0.00078516-0.00027244i,-0.00045179-7.0548e-05i,2.471e-05+0.00033756i,0.00022552+0.00079039i,-6.6594e-05+0.00065225i,-0.00052097+2.3149e-05i,-0.00066658-0.00050528i,-0.00050818-0.00059533i
0.00096256-0.00034122i,0.0016525+0.00036184i,0.0014017-0.000414i,0.00074743-0.00062304i,0.00049942+0.00016024i,-0.00033137+0.00080224i,-0.0013729+0.00091785i,-0.0012802-0.00034131i,-6.6269e-05-0.00088305i,-0.00023548-8.1012e-05i,-0.00071677+0.00017932i,-0.00053699+0.00052799i,-0.0004946+0.0009087i,-0.00017493+0.00063269i,-0.00013206+0.00075235i,-5.8048e-05+0.00063724i,0.00040998-0.00068979i,0.00087463-0.0008331i,0.0010335-0.00015926i,0.0012378+0.00015722i,0.0005051-0.0002305i,-0.00041741-0.00066952i,-0.00035638+0.0001655i
0.00089445+0.00057782i,0.00054133-0.00028869i,-0.00029093-0.00023791i,-0.00072542+5.1958e-07i,-0.00023586+0.00020448i,0.00070484+0.00035656i,0.00062079+0.00073059i,0.00052117+0.00025511i,0.00064085-0.00076118i,0.00010995-0.0015897i,-0.00074197-0.0010406i,-0.0010384+0.00050374i,-0.001035+0.0013999i,-0.0013132+0.001573i,-0.0011723+0.0017399i,-0.0003623+0.0014606i,0.00031334+0.00023491i,0.00015824-5.9039e-05i,-0.0001049-0.00023012i,-0.00018692-0.00022572i,0.00044488-0.00020148i,0.00057786-0.00025704i,-0.00071075-0.00014663i
-0.0013629+0.00087523i,-5.7548e-05+0.00071354i,-0.00035753+0.00032529i,-0.00021177-0.00036916i,0.0007148+8.0294e-05i,0.00015913-0.00010014i,-0.00060374-0.00029351i,-0.00046926-0.00040051i,-0.00053852-0.00040376i,-0.00014365+4.894e-06i,0.00071461-0.00016329i,0.00059618-0.0007636i,0.00042032-0.00092768i,-0.00020196-0.00066578i,-0.00056193-0.00018483i,6.2564e-05+0.00010121i,0.00018598+0.00090092i,-9.0117e-05+0.00085639i,-0.00078303+0.00027599i,-0.00094184-0.00025003i,-0.00038002-6.7184e-05i,-0.00036839+0.00035969i,-7.5562e-05-0.00016145i
0.00035429-0.0024828i,0.0004483-0.0030974i,-0.00048631-0.0034916i,-0.0017364-0.0018788i,-0.0017914-0.00036209i,-0.0009976+0.00052994i,-0.00036933+0.001298i,0.00063682+0.00098778i,0.001275+0.000407i,0.0010723+0.00052086i,0.0011652+2.8244e-06i,0.0010534-0.00092195i,0.00058045-0.00086707i,0.00022804-0.00025413i,0.00041187+5.8415e-05i,0.0013699+0.00049183i,0.0013672+0.00042582i,0.0011895-0.00055089i,0.00086226-0.00094585i,-2.3915e-05+0.00014074i,-0.00042885+0.000893i,-0.00094507+0.00031255i,-0.0010864-0.000328i
0.0039602-0.00059795i,0.0024789-0.001593i,0.0010267-0.0023833i,-9.4688e-05-0.0015425i,-0.00084989-0.00078819i,-0.00090763-0.00065811i,-0.0005198-0.0006653i,0.00014173-0.00077186i,-0.00027318-0.0010421i,-0.0011458-0.00063967i,-0.00098205-0.00048889i,-0.00043829-0.0003183i,-0.00023261+0.00077631i,-0.0003286+0.0013565i,-0.00069711+0.00066421i,-0.0003681+0.00037257i,-0.00015863+1.3028e-05i,-0.0001861-0.001358i,0.00019179-0.0012172i,0.00059983-0.00067695i,0.00055318-0.00099029i,0.00066333-0.0012586i,0.00037831-0.00025357i
0.00061402+0.0013638i,0.0014358+0.0021005i,0.0013959+0.0018738i,0.00027386+0.0003816i,0.00014735+1.3569e-05i,0.00083459+0.001082i,0.00061001+0.0013925i,-0.00032414+0.0010461i,-0.0003495+0.00071113i,0.00027547+0.00042932i,0.00055006-0.00015057i,0.00036853-0.00065727i,0.00025046-0.00045183i,-0.00037701-5.4987e-05i,-0.00060716-0.00029284i,-0.00067974+0.00021977i,-0.0011755+0.00032879i,-0.00046203-0.00012122i,8.0161e-05-2.7401e-06i,3.7498e-05-0.00017508i,0.00017265-0.0003864i,8.9081e-05+9.3278e-05i,6.1456e-05+0.00076589i
-0.0010168-0.00057054i,-0.0018502-0.00054401i,-0.0031134-0.0011059i,-0.0024261-0.0017023i,-0.0014773-0.00097932i,-0.0016455-0.00018781i,-0.0011695+0.00023913i,-0.00036011+0.00064333i,-0.00034157+0.00047031i,-0.00029117+0.00039922i,-0.00041583+0.00035193i,-0.00047594-0.00013372i,2.8149e-05-2.9727e-05i,4.7634e-06-0.00019676i,0.00056787-0.00047264i,0.00072561-0.00039479i,0.00012373-0.00053611i,-0.00017021-0.00064994i,-0.00050243-0.00028266i,-0.0002467-4.4882e-05i,0.00040921+4.0682e-05i,-3.789e-05+3.9531e-05i,-0.00021405-0.00031017i
0.00089288-3.2559e-05i,0.0020915-0.00090933i,0.001516-0.0021132i,3.1832e-05-0.0016492i,-7.3081e-05-0.0011323i,-0.0005683-0.0005154i,-0.00052796+0.00033488i,0.00022736+0.00021852i,0.00018538+0.00023644i,-0.00051129+0.00059313i,-0.00060247+0.00039186i,-0.00012432+0.00099736i,-0.00030354+0.0014277i,-0.00062353+0.00038149i,-7.1003e-05+0.00025521i,-0.00034862+0.0010397i,-0.00027833+0.0011165i,0.00047685+0.00063826i,0.00031899+7.0433e-05i,-0.000207-0.0001009i,-0.00029994-2.777e-05i,-0.00041668+0.00029383i,-0.00018279+0.0009189i
0.0011959+0.00038193i,0.0013177+0.00030122i,0.001781+0.00044077i,0.002098+0.00015146i,0.0004409-0.00036659i,-0.0014891-0.00072472i,-0.0014805-0.00041884i,-0.0011154-0.00019283i,-0.00051927-0.000309i,-0.00013805-0.00018239i,-0.00027972+0.00044586i,-0.00057353-3.7733e-05i,-0.00059142-0.0010005i,-0.0011368-0.0011596i,-0.00081017-0.0010647i,-0.00041197-0.00091062i,0.00050422-0.00038827i,0.0013866+0.00030807i,0.00095644+0.000642i,-0.00046171+0.00058153i,-0.0009541+0.00114i,0.00050672+0.0012237i,0.00061057+0.00025524i
0.00185-0.0013779i,0.00253-0.0013869i,0.0016081-0.0016935i,-0.00022734-0.0014625i,-0.0014953-0.0015329i,-0.0017886-0.00056982i,-0.00089499+0.00088469i,0.00022706+0.001472i,0.00063569+0.0015391i,0.0008126+0.00081781i,0.00052091+0.00029715i,-0.00016901+0.00059887i,-0.00024015+0.00067959i,-0.00075237+0.00071794i,-0.0010391+0.00071792i,-0.00091831+0.00013568i,-0.00027225-0.00029702i,2.1672e-05-0.00025316i,-0.00029182+0.00022061i,-0.00052956+0.00034521i,-0.00052756-0.00067716i,-0.00029933-0.00098059i,0.00013292-0.00024807i
0.00070121+0.0017737i,0.00068354+0.0027667i,0.0007753+0.0032258i,0.00043414+0.0027295i,-0.00016342+0.0010936i,-0.00051988-0.00085801i,-0.00043823-0.0017426i,-0.00066583-0.0012632i,-0.00017266-0.00022566i,-0.00016085+0.0004241i,-0.00095617-0.0002097i,-0.00087839-8.2001e-05i,-0.0013006+0.000516i,-0.0010757+7.2155e-05i,9.5267e-05-0.00064017i,0.00054642-0.0012533i,0.00049946-0.0010985i,4.7415e-05-0.00012677i,-9.1453e-05+0.00060798i,1.1036e-05+0.00085363i,-0.00056281+0.00084652i,-0.00036561+0.00082654i,8.2867e-05+0.00033681i
-0.0024305-0.00050701i,-0.0036772-0.00084453i,-0.0045168-0.00071723i,-0.0034796-0.00041785i,-0.0014538+0.00045615i,-0.00018304+0.00078317i,-0.00017245+0.00072161i,0.00023879-0.0001486i,0.00095952-0.000905i,0.00096997+4.6816e-05i,0.00021249+0.00088345i,-0.00024667+0.0006619i,0.00018322+0.00027287i,0.00067765-0.00041091i,0.00061446-0.00023666i,0.00025521-0.00034476i,-0.00026586-1.8143e-05i,-0.00092953+0.0010796i,-0.0013661+0.00052936i,-0.00093473-0.00078976i,-0.00048847-0.00083656i,-0.00033761-0.00089773i,-0.00033009-0.00019589i
0.0013545-0.0018456i,0.0012695-0.002617i,0.0011149-0.0030514i,0.00089355-0.0022123i,0.00094254-0.0014711i,0.00073334-0.00064216i,0.00045356+0.00030805i,0.00036691+0.00090587i,0.00020091+0.00025587i,0.00011622+0.00045321i,-0.00048754+0.00058149i,-0.00073395-0.0002974i,-0.00092019-0.00031192i,-0.0004919-0.00030129i,-0.00034329-0.00047064i,-0.00037925-0.00016257i,-0.00039649-0.00036343i,-0.00051348-0.00040164i,-0.00014828+0.00022698i,-0.00021454+0.00020872i,-6.6216e-05-3.2944e-06i,0.00023147+9.9894e-05i,0.00036089-0.00027529i
0.0013716-0.0012728i,0.0023743-0.0011992i,0.0030161-0.0015742i,0.0012685-0.0011134i,-0.00063637-0.00047423i,-0.00094404+0.00031677i,-0.00056774+9.5038e-05i,-6.8036e-05-0.0007167i,-0.000199-0.00010793i,-0.00038071-3.7527e-06i,-0.00019901+4.6528e-05i,-0.00022713+6.5331e-05i,-0.00065071-0.00046231i,-0.001107-0.00073231i,-0.00054531-0.00057511i,0.00018295-0.00043235i,5.3405e-05-0.00075033i,9.077e-05-0.0001964i,0.00068435+0.00022644i,0.00064148-0.00021768i,0.00047591+0.00025963i,0.00061504+0.00056059i,0.00049485+0.00044237i
