-0.0028233-0.00038215i,-0.0019677-0.0010202i,-0.0029241-2.048e-05i,-0.0019558+0.00051945i,3.5949e-05+0.00087681i,0.00062437+0.0015316i,0.00075245+0.001375i,0.0005152+0.00099491i,5.6488e-05-8.8893e-05i,0.00022933-0.00035267i,0.00041573+4.8538e-06i,0.00051738+0.00031758i,0.0011095+0.00037592i,0.0010598-0.00028015i,0.00050909-0.0006696i,0.0001933-0.00083283i,9.9438e-05-0.00030608i,0.00020003+0.00046671i,7.5569e-05+0.00035762i,1.9014e-05+6.2338e-05i,-0.00043888+3.831e-05i,-0.00054287+0.00010784i,-3.2459e-05+0.00063419i
-0.0003433+0.00083714i,-5.3064e-05+0.0003801i,0.00072617-1.46e-05i,0.0010757-0.00028597i,0.0010778-0.001112i,0.00087709-0.0011258i,0.0010492+0.00014771i,0.00081973+0.00030366i,8.2718e-05-0.00016902i,1.9183e-06-0.00048932i,0.00015797+6.5648e-05i,-0.00032598-2.0384e-05i,-0.00035404-0.00081216i,-0.00038001-0.0010333i,2.8639e-05-0.00061821i,5.8364e-05-0.00015185i,-0.00099809+2.5196e-05i,-0.00081989+0.00023952i,0.00023647+0.00034516i,0.00088133-4.871e-06i,0.00056324-0.00065616i,0.00014983-0.00021436i,5.3635e-05-0.00010605i
-0.00023699-0.00087789i,-0.0015886-0.0011916i,-0.0027262-0.001178i,-0.0012999-0.0014725i,-0.00056051-0.0014494i,-0.0017499-0.00037948i,-0.0016143+3.642e-05i,-0.00097793-0.00010799i,-0.00093462-0.00058835i,-0.00073748-0.00034712i,-0.0010664+0.00010456i,-0.0011165-0.00026879i,-0.00062817-0.00023276i,-0.0010526-0.00022712i,-0.0011012-0.00033959i,-3.3805e-05-0.00026805i,0.00067877-0.00011414i,0.00078342-3.0053e-06i,0.00058772-0.00014269i,-4.3177e-05-0.0008513i,-0.00058862-0.0011985i,-0.00044711-0.00078005i,-9.209e-06-0.00053362i
0.00029499+0.0035285i,0.00016585+0.0026192i,0.0013471+0.0017092i,0.0021155+0.00076283i,0.0024411-0.00016127i,0.0029535+9.3159e-06i,0.0015632+0.00059259i,0.0002146+0.00034629i,-8.5973e-05+0.00032227i,9.9904e-05+0.00020903i,0.00062283-0.00040288i,-0.00012872-0.00038615i,-0.0012323-0.00029721i,-0.0010531-0.00095174i,-5.8372e-05-0.00068772i,-0.00021984+4.4739e-05i,-0.00029719-0.00023053i,-0.00034143-0.00039784i,1.7726e-05+0.00012364i,0.00034066-0.00059771i,-0.0006127-0.0014836i,-0.0010028-0.0013446i,5.4956e-05-0.00092038i
-0.00075707+0.00016859i,0.00074608-3.6792e-05i,0.0015439+0.00017024i,0.0015983+0.0003096i,0.0012152+5.6215e-05i,0.00061763-0.00055058i,0.00072715-0.00022794i,0.00038441+0.00028407i,-0.00062693+0.00025913i,-0.0004265+0.00077466i,-0.00026148+0.0012236i,-0.00040001+0.00027085i,0.00013079-0.0012566i,-4.3404e-05-0.0014201i,-0.00077873-0.0001859i,-0.00076131+0.00013902i,1.6859e-05-0.00041408i,0.00014257-0.00043285i,2.5321e-05+0.000205i,0.00037162+0.00061186i,0.00015343-9.182e-05i,-0.00017053-0.00016133i,6.3933e-05+0.0002893i
6.2039e-05-0.00033178i,0.00036813-0.00057367i,0.0013337-0.00017829i,0.001543-0.00018678i,0.0012935-0.00073373i,0.00082285-0.00014979i,-0.00029316-6.5658e-05i,-0.00078262-0.00035569i,-0.0013769-0.00010842i,-0.0016991-0.00024763i,-0.00074221+0.00015421i,0.0006267+0.00048934i,0.00073027+0.00022193i,0.00019409+7.8038e-05i,2.2643e-05-0.00053072i,5.3817e-05-0.00051112i,-0.00019709-0.00025177i,-8.4576e-05-0.00058443i,6.87e-05-0.00056933i,-0.00025359+0.00015693i,-0.00022682+0.00023284i,-0.00031786-0.00041892i,-0.00077541-0.00057192i
0.0017995+0.00017815i,-0.00022478-0.00063843i,0.0009912-0.0014741i,0.00079373-0.0018918i,-0.00062886-0.0009092i,-0.0011579+0.00057511i,-0.00052219+0.0014095i,9.8856e-05+0.00018735i,0.0003188-0.00077535i,0.00086602-2.99e-05i,0.00073211+0.0002504i,-0.00019813+0.00031392i,-0.00044438+0.00028715i,-0.00023287+0.00026709i,0.00016518-0.00014614i,-7.6951e-05-0.00046395i,-0.00026915-0.00034274i,-0.00041521-0.00061755i,-0.00059692-0.00089054i,-0.00030836-0.00059859i,8.8529e-05-0.00073723i,-0.0003258-0.00060943i,-0.00086815-0.00051713i
-0.0004835-0.0018371i,-0.00036015-0.0030425i,-0.0011297-0.0040714i,-0.0020087-0.0035848i,-0.0015927-0.0020944i,-0.0010102-5.1793e-06i,-0.00084645+0.000249i,-0.0012406-0.00053366i,-0.0016961-0.0012607i,-0.001065-0.00065579i,-0.00071583+0.0004641i,-0.00021393+0.0010433i,0.00055844+0.0014168i,0.00080287+0.00092846i,0.00085583+0.00059182i,0.00011821+3.1335e-05i,-0.00023524-0.00077244i,0.00072981-0.00058032i,0.00082919+0.00052042i,0.00018453+0.00047877i,-0.00072797-7.5584e-05i,-0.0010477+0.00012524i,-7.1092e-06-0.00025738i
-0.0021386-0.0010191i,-0.0014436+0.00055855i,-0.0019325+0.0007342i,-0.0020585-0.00028806i,-0.0011315-0.00015216i,0.00015764+0.00069594i,0.00097926+0.00058407i,0.00093099-3.9732e-05i,0.00035122+6.7309e-05i,4.2946e-05+0.00070179i,0.00086813+0.00072849i,0.0012724+0.00076103i,0.0011038+0.0012931i,0.00073722+0.0007538i,7.494e-05-0.00024485i,-4.029e-05-0.00093732i,2.896e-05-0.0010747i,0.00015465-0.00073281i,0.00069627-8.3257e-05i,0.00078824+9.5713e-05i,0.00064393+0.00015285i,0.00060025+0.00082862i,0.00022307+0.00053325i
-0.00024055-0.0025264i,-0.00026562-0.0020954i,-0.0014198-0.0023236i,-0.0018616-0.0023588i,-0.0021426-0.0010676i,-0.0021036+0.00031686i,-0.0012957+0.0007014i,-0.0010516-0.00020646i,-0.0013048-0.0012472i,-0.001811-0.0010436i,-0.0020871-8.6148e-05i,-0.0018053+0.00072709i,-0.00098993+0.0011816i,-4.6625e-05+0.0010598i,0.00029592+0.0001199i,0.00025626-0.00012986i,-0.00028876+0.00025785i,-1.9153e-05+0.00011747i,0.00082638+3.2222e-05i,0.00084333+0.00015139i,0.00044826-0.00014549i,-0.00041637-0.00023947i,-0.0014135+0.00024076i
5.6636e-05+0.00045965i,0.00012992-0.00028184i,0.0010543+0.00027136i,0.001331-0.00021169i,0.0010882-0.0009587i,0.00043486+0.00080269i,0.0006049+0.0015695i,0.0011876+5.8698e-05i,0.00064281-0.00080126i,-0.00024809-0.00042901i,-0.00054453+3.6943e-05i,-0.00029453+0.00047804i,-0.00036806+0.00045676i,-0.00061028+3.0778e-05i,-0.00048342-0.00036328i,-0.00015667-0.00054831i,-9.8443e-05-0.00058319i,0.00063898-0.00018994i,0.00094798-0.00031097i,1.7628e-05-0.00073682i,-0.00045809-0.00059133i,-0.00014091-7.6467e-05i,6.8949e-06+0.00020876i
-0.0020916-0.00052879i,-0.0019048-0.00021499i,-0.0010542+0.0002381i,0.00011263-0.00072924i,0.00088383-0.0012498i,0.0016133-0.0010307i,0.00064817-0.0008262i,-0.00069893-0.00026987i,-0.00099709+0.00024392i,-0.0002896+0.00099513i,-0.00030761+0.0010659i,-1.0449e-05+0.00058954i,0.0011294-6.1957e-06i,0.0010988-0.00042481i,7.1982e-05-0.00047736i,-0.00033055-0.00072081i,-0.00053725-0.0011665i,-4.3827e-05-0.00064636i,0.00011228-0.00033916i,-2.6119e-05-0.00030094i,0.00023088-0.00020436i,4.702e-05+0.00013279i,1.4492e-05+0.00013859i
1.1382e-05+0.00047134i,0.00029241+0.00065923i,0.0015656+4.1408e-05i,0.0012407+0.00022756i,-6.4695e-05+0.00065665i,-0.00066039+0.00014322i,-0.00027504-0.00018148i,5.1649e-05-0.00076486i,-0.00084198-0.001239i,-0.0010087-0.00059947i,5.3638e-05+0.0001294i,0.00035747+0.00078521i,-0.00033109+0.001149i,-0.00071444+0.0011407i,-0.00077715+0.00045929i,-0.0003107+0.0001673i,-0.00031319+0.00035291i,-0.00020137-4.07e-06i,0.00028991-6.428e-05i,0.00037178+0.00014395i,0.00022417+0.00050325i,-0.0002872+0.00031393i,-0.0003891-0.00046275i
-0.00093324-0.00010676i,-0.0014599+0.00036389i,-0.0014752+0.00093589i,-0.0015035+0.00056588i,-0.001038+0.00032993i,-0.00045338+0.00066261i,-2.9761e-05+0.00055231i,-2.8314e-05+5.0021e-05i,-0.0009408+0.00028348i,-0.00056849+0.00034297i,0.00032465-0.00022292i,0.00091702-8.4433e-05i,0.0015685+0.00029027i,0.0012764+0.00012512i,0.0010685-0.00022178i,0.001142-0.00070069i,0.0011808-0.00085931i,0.00073499-0.00069198i,-0.00018695-0.0010347i,-0.00055797-0.0014046i,-0.00080133-0.00050213i,-0.00055861+0.00072372i,0.00018001+0.00061807i
0.00017881+0.0014474i,0.00067181+0.0013634i,0.0009031+0.00072555i,0.00088476+0.00015581i,0.00039481-0.00042317i,0.00018459-0.00067005i,5.0233e-05-0.00033761i,-0.00033933-0.0001607i,-5.9643e-05-0.00071204i,-5.7167e-05-0.00056968i,-0.00025423+3.7046e-05i,-0.00014946+0.00049636i,-0.00056059+0.00065696i,-0.00035263-0.00018431i,-0.00018821-0.00040662i,-0.00092577-0.00067866i,-0.00098206-0.0010119i,-0.00090886-0.00065673i,-0.00016631-0.0007645i,4.0403e-05-0.0005016i,6.2662e-05+0.00026675i,0.00034283+0.0003714i,-9.6752e-05-0.00021477i
0.0015418+0.0028061i,0.0017529+0.0037813i,0.0027802+0.0024984i,0.0025581+0.00047532i,0.0014885-0.00016959i,0.00077714-0.00021101i,0.0002097+0.00015269i,-0.00023022+0.00026581i,-0.0001735-0.00064042i,0.00020535-0.0012234i,0.00023225-0.0011269i,-0.00030328-0.00092114i,-0.00092293-0.00071978i,-0.0010775-0.00044374i,-0.00081138-0.00042148i,-0.00024798-0.00056562i,-9.345e-05-0.00098805i,0.00015836-0.0011439i,0.00042836-0.0007921i,-3.6267e-05+4.7754e-05i,-0.00080926+0.0002185i,-0.00081678-0.00054778i,-0.0011174-0.001261i
0.001149-0.00045615i,0.0006104+0.00033i,0.00038956-0.00030317i,0.0010131-0.0014549i,0.00091901-0.0021695i,-0.00052113-0.0017641i,-0.00096823-0.00066806i,-0.00066982-0.00014884i,-0.00048357+0.00049295i,-0.00131+0.00043597i,-0.001029-0.00025357i,2.1949e-05-0.00038795i,0.00058967-0.00055437i,0.00086553-5.7397e-05i,2.8224e-05+0.00053432i,0.00018578+7.9977e-05i,0.00068889-7.191e-05i,0.00021113+9.7413e-05i,-0.00017043+2.9553e-05i,8.4823e-05+0.00029542i,-0.00036063+9.1721e-05i,-0.00069571-0.00053305i,-0.00074109-0.00051803i
0.00034196+0.001133i,0.00015684-0.00031064i,-0.00025447-0.0012253i,-0.0003783-0.00088267i,-0.00038308-0.00029354i,-0.00026113+0.00081888i,-4.5089e-05+0.0011196i,-0.00038335+0.00035902i,-0.00071717-0.00021276i,-0.00015757-0.00055985i,9.0532e-05-0.00096847i,-0.00071522-0.0010448i,-0.00061273-0.0007407i,-0.00036058-4.9642e-05i,-0.00011499-0.00054522i,5.0443e-05-0.0011162i,-0.0006013-0.00033924i,-0.0007301-2.1632e-05i,-0.00038191-0.00017008i,-0.0002299-0.00042687i,-0.00032234-0.00017273i,-7.3304e-05+0.00028418i,0.00027168+0.00063919i
-0.00015627+0.001596i,0.00052311+0.00085755i,0.0016857+0.0010233i,0.0020008+0.00062334i,0.0014915-0.00076977i,0.00040184-0.0019777i,-0.00021797-0.0017743i,-0.00039679-0.00020304i,-0.00098424+0.00037147i,-0.00055384+7.2306e-05i,-0.00023479+0.0001459i,-0.0003893+0.00025387i,-0.0008363+0.00027495i,-0.0014054-0.0002059i,-0.00082694-0.00043636i,0.00010757-0.00030993i,0.00016687-0.00018151i,0.00013825+0.00032246i,0.00058693+9.4027e-05i,0.00092653-0.00024121i,0.00059129+0.00037481i,0.00039546+0.00027922i,0.00020207-0.00018578i
0.0020781-0.0021144i,0.0014852-0.002696i,0.00093284-0.0032995i,-0.0001928-0.0027396i,-0.0011942-0.0020205i,-0.0010762-0.00018441i,-0.00061701+0.0013924i,-0.00060089+0.00092912i,-0.0012331+1.6298e-05i,-0.0018771+6.07e-05i,-0.0017285+0.00046982i,-0.0015426+0.00041376i,-0.0009459+0.00057071i,-0.00014167+0.001602i,8.6906e-05+0.0016681i,-0.00058211+0.00087256i,-5.9889e-05+0.00062434i,0.0011262+0.00042223i,0.00081899-7.8848e-05i,0.00017847-0.00038559i,0.00045201-0.00060743i,0.0011925+0.00012915i,0.00080715+0.00094365i
0.00059873+0.00066314i,0.00074713+0.00096109i,0.0016888+0.00043583i,0.002003-0.00052273i,0.0010869-0.00093908i,0.0001478-0.0010165i,-0.00030584-0.00062153i,-0.00082686+0.00037268i,-0.0016262+0.00090439i,-0.0011551+0.0008351i,-0.00032674+0.00054955i,-5.4541e-05-7.244e-05i,-0.00029255-0.00049817i,-0.00024045-0.00042088i,0.00032234-0.00011094i,0.00050038+0.00010642i,0.00077155-0.0002726i,0.00073583-0.00083526i,0.000497-0.00071576i,0.00041458-0.00015285i,0.00018767+0.00051242i,0.00018628+0.00095588i,-3.7567e-05+0.00059431i
0.00070789-0.00044116i,0.0009001-0.001022i,0.0010596-0.00087414i,0.0011378-0.00068006i,0.00089519-0.0017928i,-5.4989e-05-0.0019018i,-0.00010814-0.0008508i,0.00017932-0.00019481i,-4.6759e-05-0.00033251i,-2.1803e-06-0.00052961i,-0.0002651-6.1045e-05i,-0.0013129-0.0005147i,-0.0016222-0.0012136i,-0.00056572-0.00089546i,-6.4653e-05-0.00050364i,-0.00072963-5.9002e-05i,-0.00059434+0.00046641i,0.00027391+0.00045812i,0.0012032+9.2945e-05i,0.00053281-0.00020447i,-0.00044557-0.00035926i,-0.00030079-0.00021637i,5.7247e-05-0.00027386i
-0.00134-0.00058509i,-0.0017981+0.00012909i,-0.00072441+0.00054597i,0.00038444+0.00023131i,0.00095826-0.0001822i,0.00031612+3.8495e-05i,-0.00068774+0.00049574i,-0.0013599+0.00095664i,-0.0016164+0.0003779i,-0.0013022-0.00028734i,-0.00073926-0.00083622i,-0.00023172-0.0015344i,-0.00019793-0.001708i,-0.0003723-0.0010923i,-0.000391-0.00068869i,0.0001624-0.00074469i,-0.00021188-0.00051467i,-0.00072426-0.0001552i,-0.00076842+0.00020773i,-0.00047356+0.00023836i,0.00027678-7.4292e-05i,0.0001431+2.5665e-05i,-0.00016039-0.00040813i
0.0011553-0.0023605i,0.00059371-0.0012207i,-0.0003155-0.0015785i,-0.00018357-0.0019468i,-0.000291-0.0011866i,-0.00051364-0.0010661i,-0.00029269-0.0015901i,-0.00062585-0.0015385i,-0.0011469-0.00093146i,-0.0016279-0.00055198i,-0.00085114-4.4006e-05i,1.7259e-05+0.00057831i,-0.0004157+0.00077038i,-0.00090052-7.8444e-06i,-0.00083297+0.00044633i,-0.00021545+0.00077898i,0.00031101+0.00069298i,0.00047785+0.00063524i,0.00068452+0.00015081i,6.5468e-05-0.00030404i,-0.0010922-0.00011724i,-0.00084621+0.00012981i,-0.00021216+2.6239e-05i
-0.00092952-0.0013099i,-0.00070519-0.001795i,-0.00156-0.0022838i,-0.0020445-0.0017509i,-0.0012189+0.00012014i,-0.00081552+0.000918i,-0.00047313+0.00081438i,-0.0002757+0.0011314i,-0.00060705+0.0011433i,-0.00072788+0.00058668i,4.9507e-05+1.4429e-05i,0.00065466+0.00030769i,9.3286e-05+0.00091705i,-0.00095195+0.00097486i,-0.00081076+0.00042689i,0.00011546+0.0005184i,0.00014999+0.00042803i,-0.00064474-0.00017578i,-0.00089474-0.00019787i,-0.00080925+3.2028e-05i,-0.00082424-0.00043452i,-0.00059105-0.00065987i,0.00016514-0.00048879i
-0.001568+0.00078216i,-0.00069921+0.00038384i,0.0008072-0.0012507i,0.00053689-0.0018833i,0.00011614-0.0014313i,0.00046478-0.0011422i,5.2602e-05-0.0009409i,-0.0002003-0.00081393i,-0.00047164-0.00035244i,-0.00076098-0.0002575i,-0.00025814-0.00060544i,5.2429e-05-0.00014155i,-1.9497e-05+6.2774e-05i,0.00028621+0.00014846i,0.00039294+0.00036622i,0.00062169+8.2568e-05i,0.00072256-0.00013964i,0.00071392+0.00036522i,0.00087705+0.000887i,0.00080502+0.0010748i,-0.0005457+0.00052814i,-0.0014584-0.0002142i,-0.001135+0.00021246i
0.00021851+0.00078519i,0.00038609+0.00094385i,0.00051216+0.0016897i,0.00074032+0.0016589i,0.0016541+0.0012156i,0.0015162+0.00061891i,0.00042548+0.00037678i,0.00022873-0.00033759i,0.00079462-0.00029136i,0.0006918+0.00018696i,0.00038664+8.3975e-05i,0.00046613-0.00038592i,0.00014637-0.00095166i,-0.00024868-0.0008188i,-0.00058596-0.00031068i,-0.0008389+3.0942e-05i,-0.00049449-0.00016126i,4.2048e-05-0.0001621i,0.00058976+0.00028545i,0.0011604+0.00015557i,0.00092658+0.00048411i,0.00075455+0.00062083i,0.00091337+4.2216e-05i
0.00032354+0.0008002i,-0.00041124+0.00036328i,-0.00050186-0.00049324i,0.00024394-0.0014386i,0.00062352-0.0016057i,0.00043388-0.00098949i,0.00013816-4.4597e-05i,-0.00041274-3.21e-05i,0.00010519-0.0001524i,-0.00020959-0.00043676i,-0.001205-0.0012157i,-0.00082106-0.0011156i,-0.00041961-0.00016039i,0.00025053-0.00034845i,0.00078906-0.00056397i,0.00057018-5.4871e-05i,0.00038509-0.00018609i,0.00074764-0.00057604i,0.00060057-0.0001132i,-0.00019702-8.6125e-05i,-0.00039959-0.00011644i,-8.9169e-05+0.00044192i,0.00022777+0.00061532i
0.0002731+0.0025633i,-3.3213e-05+0.0032526i,0.0013537+0.0024892i,0.0020955+0.00074736i,0.0016866-0.00019041i,0.00071765+1.4417e-05i,-0.00021983+0.0003154i,-0.0008189-3.3966e-05i,-0.00050172-0.00018857i,0.00021631+0.00014855i,0.00024915+0.00030326i,-0.00034729-0.00032233i,-0.00069868-0.00072239i,-0.00089804-7.4904e-05i,-0.00057992+0.00020823i,-0.0003364-0.00059639i,-0.00066687-0.00056788i,-0.00080715-0.00036429i,-0.00047157-7.402e-05i,0.00038531-0.00016633i,0.00034514-0.00025091i,0.00018515+3.9128e-06i,0.00023677+0.00016161i
0.00096406+0.00065855i,0.0018083-0.00018923i,0.0022887-0.00076034i,0.0015492-0.00069673i,9.5193e-05-0.0014659i,-0.00062339-0.0015968i,-0.00022596-0.00064033i,-0.00021285-0.00054583i,-0.00078741-0.00093922i,-0.0011276-0.0014179i,-0.00074545-0.00040246i,-0.00050886+0.00040118i,-0.00079351+0.00027258i,-0.0012575+0.00041518i,-0.00076285+8.7203e-05i,-0.00044681-0.0002011i,-4.0927e-05+0.00015753i,0.00091704+0.00029091i,0.00068307+0.00020901i,0.00013724+0.00036412i,-0.00033777+9.5713e-06i,-0.0003094-0.00050727i,-0.00023123-0.00032478i
0.00094337-0.00027326i,0.00072546+0.00025623i,0.0008802-5.3706e-06i,0.00097443-0.00088852i,0.00040529-0.00060462i,-0.00024013+0.00039245i,0.00031095+0.0008524i,0.0001846-0.00012267i,-0.00036775-0.00086763i,-0.00037824-0.00032255i,-0.00083566+6.7294e-05i,-0.00085914+0.00029825i,-0.00068138+0.0001585i,-0.00099161+0.00089123i,-0.0009331+0.0011835i,3.1403e-05+0.00052667i,0.00031295+0.00055606i,-0.00032587+0.00029858i,-0.00024252-0.00059097i,-0.00011114-0.00023532i,-0.00056789+0.00027432i,-0.00089773+5.8983e-05i,-0.00081389+0.0006713i
0.00094335-0.00013728i,0.00060827-0.0011524i,0.00067073-0.0019462i,8.74e-05-0.0018006i,-0.00039929-0.0013361i,-0.00097553-0.00092689i,-0.00093085-0.0005072i,-0.00048392-0.00036718i,-0.00068498-0.00014953i,-0.00084881-0.00071524i,-0.0010947-0.001056i,-0.001409-0.00079313i,-0.0010249-0.00035387i,-0.00039002-7.1431e-05i,-0.00021551-6.4374e-05i,-4.8778e-05+0.00033026i,0.00020799+0.00046669i,2.319e-05-0.00018369i,7.0898e-05-0.00075542i,0.00020175-0.00060776i,-0.00040038-0.00076372i,-0.0012095-0.00064784i,-0.0012083+0.00034481i
0.00026538-0.0001042i,0.00074931-0.0001076i,0.00017209-0.00088443i,-0.00052477-0.0011066i,-0.00098542-0.00070152i,-0.00081476-0.00026985i,-0.00015734-0.00069956i,-0.00044985-0.00076495i,-0.00096995-0.00013856i,-0.00091391+0.00045163i,-0.00093849+0.00076711i,-0.00063538+0.00035495i,-0.00032987+5.8639e-05i,1.5732e-05+0.00053486i,-6.5837e-05+0.00075554i,-0.00060268-0.0001144i,-0.00023144-0.0010727i,-8.8017e-06-0.00098991i,0.0005368-0.0009429i,0.00108-0.00062661i,0.00019413+0.00020675i,-0.00042203+0.00058643i,-0.00058096-0.00024593i
0.00043258+0.0021181i,0.00040785+0.0013018i,0.0006284+0.00053316i,-0.00014618+0.00024179i,-0.0002566-0.0001591i,-0.00017754+0.00023888i,-0.00016532+0.0001823i,-5.424e-05-1.5109e-06i,-0.00034632+0.00019412i,-0.00053603-0.00022002i,-0.0004954-0.0010621i,-0.0004116-0.0014287i,-0.00053891-0.0010634i,-0.0010359-0.00063015i,-0.0014393-8.6119e-05i,-0.00098523+0.00047174i,-0.00039784+0.00030139i,-5.1448e-05-0.00045732i,-0.00042619-0.00080768i,-0.00082413-0.00042398i,-0.00069303-0.00047607i,-0.00055797-0.00023932i,-0.00071161+0.00039935i
-0.00012571-0.00076131i,0.00030897-0.0001556i,0.0012244-0.0010635i,0.0016198-0.0010802i,0.0012863-0.0012176i,0.0011366-0.0011601i,0.00066196-0.00019412i,-0.00013816-0.00013839i,-0.00031757-0.00024505i,-0.000465-0.00024922i,-0.00011906-2.154e-05i,0.00026948+9.5442e-05i,0.00048503+8.7486e-05i,0.00020022+0.00041517i,-0.00053521-0.00026108i,-0.00041381-0.00049159i,2.2777e-05+0.00093284i,0.00037159+0.00033368i,0.0004486-0.0004725i,0.00018117-2.8899e-05i,-3.6371e-05+1.4212e-05i,-0.00038581+7.4083e-05i,-0.00012393+0.00020707i
0.00047488-0.00035133i,0.00061128-0.00064182i,0.0011188-0.0021807i,0.00081349-0.0023531i,-2.5433e-05-0.0015287i,-2.914e-05-0.00072069i,0.00025884-0.00024417i,-0.00022919-0.00025966i,-0.00080382+8.6202e-06i,-0.0010288+0.00023147i,-0.00023603+0.00063618i,-0.00011903+0.00097778i,-0.00072724+0.00072816i,-0.00076186-0.00027085i,-5.59e-05-0.00098488i,-2.6091e-05-0.00083414i,-3.638e-05-0.00043245i,0.00015028-0.00065922i,0.00039265-0.00039433i,0.0006265+0.00062538i,-1.845e-05-0.0001367i,-0.00025512-0.00074992i,-0.00014113+0.00017162i
0.00023723+0.0017506i,0.00030121+0.0018178i,0.0019016+0.0012646i,0.0021884-0.00095086i,0.0010175-0.0015458i,-0.00059661-0.00071532i,-0.0010457-0.00048158i,-0.0003176-0.00044505i,-6.339e-05+0.00023485i,-0.00013007+1.8913e-06i,0.00015078-0.00044725i,0.00012464-0.00055758i,-0.00078463-0.00048182i,-0.00095563-0.00079081i,-0.00081746-0.0011658i,-0.00092091-0.00041506i,-0.00062784-0.0002027i,-0.00026943-0.00074704i,0.00038144-0.00096399i,0.0010128-0.0012314i,0.00051567-0.0010304i,-0.00020263-0.0003609i,0.00025128-9.8353e-05i
-0.0011472+0.00052308i,-0.0012938+0.00082751i,-0.00059798-3.3935e-05i,0.00054549-0.0003089i,0.0011979-0.00023851i,0.00089033+0.00056823i,0.00071749+0.00030782i,-9.4077e-05-0.00019651i,-0.00069614-0.0002889i,-0.000577-0.00044616i,0.0003815-0.00049381i,0.00069541-2.9089e-05i,-0.00027517+0.00022042i,-0.00072913+0.0006697i,-0.00036035+0.00027994i,-0.00044804-0.0004473i,-0.00057868-0.00040062i,0.00084932-9.8225e-05i,0.0011435-0.00055491i,-3.3248e-05-0.0012106i,-0.00025699-0.00083538i,-0.00032018-0.0002897i,-0.0010442+6.4955e-05i
-0.00081475-3.3525e-05i,-0.0012446+1.0894e-05i,-0.0012838+0.00034614i,-0.0010264+1.922e-05i,0.00019599-0.0014264i,0.0007212-0.00077582i,-5.3681e-05+0.00018922i,-0.00056471-0.00017956i,-0.0012847-0.00055768i,-0.00093649-0.00043282i,-0.00023276-0.00036928i,4.138e-05-4.2793e-05i,0.00066744+0.00036465i,0.00043977+5.9126e-05i,-0.00042768-7.2163e-05i,-0.00035593+0.00010726i,0.00078952-0.00052477i,0.001175-0.0012194i,0.00091044-0.00056043i,0.00065018+7.8361e-05i,4.936e-05+0.00011323i,-0.00035903-0.00015401i,-0.00030161-6.4032e-05i
-0.00058362+0.00028958i,-0.00015904-0.00089449i,-0.00056215-0.0011306i,-0.001102-0.00080486i,-0.00021869-0.00037982i,5.5329e-05-0.00066276i,-0.00051576-0.00044547i,-0.0011316-0.00032207i,-0.0014777-0.00060957i,-0.0010014+2.7462e-05i,-0.00070446+0.00067232i,-0.00082993+0.00055158i,-0.00082562-5.2921e-05i,-0.00089294-0.0007875i,-0.00049885-0.00068309i,0.00036959-0.00050955i,-0.00014953-0.00086608i,-0.00064499-0.00050519i,-0.00031884-0.00023327i,1.1864e-05-0.00044601i,0.00014452-0.00078402i,-0.00025828-0.00050212i,-0.00080178-0.00017698i
7.3542e-06+0.0013888i,0.0001526+0.0019636i,0.0012265+0.0013159i,0.0018336+0.00032226i,0.0005396-0.00064478i,-0.00012783-0.00088439i,-3.7367e-05+0.00041077i,-0.00014294+0.00018693i,-5.2034e-05-0.00086555i,-0.00041306-0.00052956i,-0.0005923+3.2532e-05i,-3.5873e-05-0.0001898i,0.00026034+0.00036624i,-0.00058146+0.00096886i,-0.00079433+0.00055498i,-0.00053867+0.00022645i,-0.00017056-0.00033362i,0.000677-0.00081727i,0.00094964-0.0010857i,0.00091486-0.0015597i,0.00064824-0.0015012i,-5.8801e-05-0.00064113i,-0.00017806-6.584e-05i
0.0004365-0.00069571i,-7.1119e-06-0.00085721i,7.6255e-05-0.00034024i,0.00052585-0.00083589i,0.00032675-0.0010149i,-8.6862e-05-0.00022383i,0.00012101-0.00039653i,0.00049762-0.00092852i,0.00031392-0.00088428i,-0.00018392-0.0002834i,6.2249e-05+0.00022563i,0.00017485+0.00047133i,9.5247e-05+0.00043701i,-0.00029468+0.00034621i,-0.00051085+0.0003542i,0.0001933+0.00041317i,0.00068446+0.00049749i,0.00051249+0.00021458i,0.00042237+0.00024773i,0.00052249+0.00031617i,-8.9524e-05+0.00041596i,-0.00065761+0.00020699i,-0.00012576-0.00069857i
0.00015519-2.4457e-05i,0.00036159+0.00028688i,0.00075847+0.00032507i,0.00025623+0.00038897i,-0.00088311+0.00059346i,-0.0016881+0.00072781i,-0.0013674+0.0011874i,-0.0011373+0.00061411i,-0.0012303-0.00040977i,-0.0005593-0.00019369i,0.00056435-9.0568e-05i,0.0010093-0.00047944i,0.00032497-0.00070791i,-8.729e-05-0.00045303i,-1.8211e-05-0.00027012i,0.00027483-0.00041985i,0.00081512-0.00015076i,0.0011797-0.00031574i,0.0012644-0.00076208i,0.0010866-0.00058363i,0.00073931+1.5402e-05i,0.00031903+0.00018926i,-0.0001592-0.00015103i
