-0.001999+0.00099645i,-0.00049474-0.00075586i,-0.00051182-0.0017579i,-0.00065311-0.0013787i,-0.00095441+0.00019511i,-0.0010394+0.0021882i,0.0001511+0.0025503i,0.0016075+0.0012238i,0.0019941+0.00030994i,0.002066+0.00016115i,0.0011387-0.00042109i,-9.3879e-05-0.00072108i,-0.00077803-0.0002252i,-0.0010779-0.00045873i,-0.00052473-0.00037991i,0.00013461-0.00010108i,-2e-05-0.00016542i,3.5491e-05-0.00034943i,-5.5995e-05-5.5916e-05i,1.8656e-05+0.00058354i,0.00056817+0.0004337i,0.00036678+0.00027782i,-0.00022119-0.00034702i
-0.0048039-0.0092708i,-0.020626-0.020707i,-0.053052-0.026049i,-0.075881+0.0081459i,-0.065269+0.076257i,-0.042959+0.13062i,-0.031755+0.147i,-0.031237+0.13624i,-0.022696+0.10154i,-0.0054526+0.050258i,-0.0030237+0.0094552i,-0.016168-0.00558i,-0.022942-0.0018432i,-0.015078+0.0073466i,-0.0063968+0.017733i,-0.0074417+0.030665i,-0.017359+0.040756i,-0.028668+0.039649i,-0.028842+0.028937i,-0.01714+0.020434i,-0.0069454+0.019837i,-0.0066516+0.023273i,-0.0085475+0.025506i
0.0033026-0.0095436i,0.016292-0.028246i,0.042537-0.040597i,0.078246-0.026166i,0.11134-0.00044039i,0.12278+0.0066345i,0.11103+0.01407i,0.10342+0.020251i,0.094177+0.00036931i,0.063757-0.018539i,0.030775-0.01119i,0.012485+0.0023756i,0.0092199+0.0093026i,0.017623+0.0086978i,0.025805+0.0032547i,0.033135+0.00074247i,0.04586-0.001791i,0.047027-0.0055351i,0.029234-0.00089837i,0.018671+0.0086816i,0.023389+0.0075977i,0.026361-0.0013819i,0.021296-0.0036561i
0.010288-0.0018633i,0.020671+0.0047581i,0.041915+0.016354i,0.059339+0.0045307i,0.054512-0.059387i,0.038141-0.13398i,0.019568-0.17516i,-0.00075983-0.16209i,-0.0093799-0.099861i,-0.0007138-0.044066i,0.0077401-0.026376i,0.0087444-0.021858i,0.0078694-0.01569i,-0.00065881-0.013912i,-0.014162-0.017815i,-0.026137-0.029276i,-0.03904-0.041557i,-0.039903-0.038689i,-0.02153-0.025021i,-0.0092932-0.015i,-0.017085-0.0098823i,-0.027118-0.0091375i,-0.023858-0.011743i
0.0034193+0.019405i,-0.0051849+0.043291i,-0.020117+0.049731i,-0.050983+0.012215i,-0.097639-0.031952i,-0.1445-0.045736i,-0.15985-0.043271i,-0.13566-0.027445i,-0.086202+0.0013167i,-0.042807+0.011006i,-0.023536+0.0055228i,-0.011471+0.0039263i,-0.0066658+0.0034662i,-0.0086375+0.0095015i,-0.0013821+0.017816i,0.0095416+0.028047i,0.014168+0.048756i,0.013338+0.057556i,0.0099942+0.038399i,0.0075995+0.015009i,0.011591+0.0069358i,0.01314+0.011315i,0.0023081+0.016032i
-0.0068327+0.0019028i,0.0033555+0.0014812i,0.018078-0.0087608i,0.025353-0.023179i,0.012986+0.0011626i,0.0068831+0.077728i,0.025218+0.13836i,0.037726+0.12311i,0.027321+0.057339i,0.0062671+0.017776i,-0.0042082+0.021393i,0.0010398+0.024365i,0.0045335+0.012801i,0.0035956+0.0045119i,0.006609+0.0045027i,0.015388+0.000703i,0.028091-0.015239i,0.031633-0.026037i,0.021143-0.016831i,0.012722-0.0077335i,0.011929-0.018071i,0.013385-0.033465i,0.011882-0.034151i
0.023485-0.017836i,0.060153-0.043603i,0.10842-0.06582i,0.1345-0.05269i,0.13767-0.01945i,0.14692+0.0051709i,0.16123+0.033734i,0.13984+0.053989i,0.07419+0.049946i,0.020815+0.038774i,0.0058901+0.02585i,-0.0012291+0.013199i,-0.0099831+0.0078121i,-0.016393+0.0046517i,-0.028468+0.0046852i,-0.04341+0.011661i,-0.05409+0.015752i,-0.055443+0.0061478i,-0.045992-0.0073331i,-0.039342-0.0041478i,-0.042179+0.019442i,-0.040583+0.039265i,-0.025306+0.031166i
-0.0067164-0.013106i,-0.021555-0.010241i,-0.039971+0.020367i,-0.047963+0.064318i,-0.053507+0.063538i,-0.056142+0.016289i,-0.048754-0.031567i,-0.024041-0.046696i,0.0038821-0.021683i,0.016873+0.0023054i,0.014253-0.0058317i,0.00046652-0.015883i,-0.002864-0.0095537i,0.010622-0.0078223i,0.022763-0.011941i,0.029376-0.0099765i,0.035544+0.00017665i,0.036253+0.013605i,0.025803+0.018717i,0.019038+0.01566i,0.031766+0.0077869i,0.045057-0.0016416i,0.036325-0.0022846i
-0.03769+0.015687i,-0.10413+0.05718i,-0.19753+0.10337i,-0.23297+0.11782i,-0.18904+0.10132i,-0.16993+0.075659i,-0.18934+0.040839i,-0.17229-0.00833i,-0.10705-0.044673i,-0.040482-0.045892i,-0.0082475-0.034675i,-8.4347e-06-0.027473i,0.008715-0.020837i,0.019498-0.01803i,0.018706-0.024631i,0.0058996-0.041269i,-0.0058461-0.057471i,-0.0066299-0.056685i,0.0028141-0.037426i,0.0062128-0.019983i,-0.0090005-0.019038i,-0.027439-0.025681i,-0.02512-0.022211i
1.9946e-05+0.016458i,-0.0015745+0.023938i,0.013605+0.0071975i,0.037258-0.053021i,0.035509-0.099425i,0.0047905-0.072315i,-0.035003+0.013582i,-0.062848+0.09799i,-0.06091+0.11529i,-0.039907+0.068759i,-0.02036+0.026902i,-0.0017176+0.010445i,0.0046587+0.0026071i,-0.0061409+0.0073959i,-0.015153+0.020909i,-0.015331+0.034608i,-0.018223+0.049462i,-0.026326+0.054455i,-0.02699+0.038577i,-0.021039+0.019183i,-0.010449+0.024509i,0.0059916+0.044247i,0.012765+0.042533i
0.038064-0.031765i,0.14665-0.07803i,0.28756-0.14399i,0.33352-0.17352i,0.2572-0.14681i,0.19303-0.10366i,0.19957-0.070441i,0.20516-0.043003i,0.15609-0.021611i,0.081378-0.0056159i,0.037242+0.0098228i,0.022129+0.015114i,0.0063901+0.011i,-0.0038602+0.0066355i,5.343e-05-0.0025448i,0.0092399-0.0088471i,0.020817-0.007467i,0.027547-0.0011042i,0.023936+0.0074475i,0.022129+0.0007251i,0.021384-0.029669i,0.010314-0.056901i,-0.0045559-0.051548i
0.015886-0.021111i,0.049235-0.047816i,0.093346-0.059729i,0.10573-0.024446i,0.084528+0.028459i,0.088649+0.014469i,0.0912-0.090214i,0.048775-0.19583i,0.0044657-0.19155i,-0.00090806-0.10619i,0.0034094-0.043901i,-0.0089844-0.020149i,-0.01845-0.0068519i,-0.013528-0.0014197i,-0.012381-0.00069117i,-0.023391-0.0050129i,-0.034028-0.020608i,-0.030518-0.038713i,-0.020032-0.039733i,-0.017633-0.018731i,-0.025471+0.013033i,-0.030036+0.037094i,-0.02003+0.033852i
-0.055436+0.029434i,-0.1701+0.082073i,-0.32905+0.15506i,-0.36432+0.18457i,-0.24604+0.13387i,-0.18298+0.070196i,-0.22023+0.070727i,-0.22743+0.11322i,-0.16345+0.1204i,-0.089582+0.074829i,-0.05075+0.021751i,-0.032309-0.0037229i,-0.014085-0.012618i,-0.0051329-0.01266i,-0.00024973-0.00055885i,0.013379+0.012241i,0.030479+0.020621i,0.039016+0.018822i,0.033375+0.0041467i,0.022976-0.0038351i,0.028045-0.0026095i,0.044257-0.006399i,0.045403-0.0080472i
-0.021573+0.027933i,-0.068815+0.077754i,-0.10915+0.12501i,-0.1035+0.10274i,-0.0892+0.032109i,-0.10314+0.031881i,-0.06348+0.13055i,0.054211+0.17991i,0.11292+0.10573i,0.067548+0.021416i,0.024481-0.0013933i,0.023617-0.010248i,0.020636-0.025631i,0.010315-0.033813i,0.0098553-0.042931i,0.012936-0.056063i,0.0091837-0.060116i,0.0014984-0.040073i,0.00075823-0.010179i,0.00077158-0.0043004i,-0.019505-0.016183i,-0.052673-0.015025i,-0.057748+0.0014708i
0.064299-0.011405i,0.2218-0.05037i,0.41976-0.08646i,0.4683-0.081732i,0.32969-0.049661i,0.22188-0.042894i,0.22132-0.098747i,0.19145-0.15785i,0.1118-0.13887i,0.062067-0.070693i,0.048681-0.024149i,0.039256-0.0062331i,0.029053+0.0043369i,0.023138+0.011894i,0.016575+0.016895i,0.0049044+0.023912i,-0.012758+0.032155i,-0.031855+0.042822i,-0.036724+0.053703i,-0.016885+0.056285i,0.020091+0.050042i,0.048762+0.034785i,0.041588+0.016162i
0.030294-0.035717i,0.076072-0.083356i,0.12052-0.13864i,0.10359-0.12316i,0.063657-0.024836i,0.073686+0.013776i,0.037247-0.044861i,-0.067671-0.042565i,-0.094815+0.047117i,-0.032353+0.077685i,0.0043321+0.041723i,0.0082065+0.025485i,0.019072+0.022362i,0.018806+0.0096349i,0.0014325+0.009638i,-0.0042588+0.029758i,0.012668+0.048723i,0.03498+0.044733i,0.040177+0.021693i,0.026707-0.00084981i,0.0075475-0.021755i,-0.0094032-0.044073i,-0.016817-0.054558i
-0.065695+0.012684i,-0.23656+0.032471i,-0.48325+0.069572i,-0.57313+0.090972i,-0.40963+0.0821i,-0.22878+0.10303i,-0.15061+0.16106i,-0.079556+0.17464i,-0.011842+0.1082i,0.0061535+0.043039i,0.0023488+0.019457i,-0.0048641+0.0072399i,-0.015562-2.9473e-05i,-0.013173-0.0069127i,-0.0069704-0.029077i,-0.021694-0.055057i,-0.044942-0.06215i,-0.057429-0.049839i,-0.057459-0.032969i,-0.054866-0.016319i,-0.05305+0.015424i,-0.035667+0.053505i,-0.0064286+0.058366i
-0.01764+0.023671i,-0.044525+0.074884i,-0.038979+0.11836i,0.003767+0.089404i,0.0061538+0.01516i,-0.054589+0.0048876i,-0.057386+0.068578i,0.013795+0.068572i,0.035462-0.00039499i,-0.00037155-0.02926i,-0.022131-0.012112i,-0.029013+0.0058508i,-0.025385+0.02284i,0.0051134+0.037098i,0.040735+0.030888i,0.054075+0.0043217i,0.042467-0.021863i,0.020944-0.032154i,0.0075935-0.028889i,0.012245-0.021198i,0.025821-0.031852i,0.027619-0.05166i,0.018852-0.039511i
0.092304-0.022603i,0.30194-0.056754i,0.58955-0.12068i,0.68796-0.1775i,0.46278-0.17653i,0.18548-0.12446i,0.067444-0.089451i,0.023641-0.06197i,-0.0031446-0.016861i,-0.0097481+0.0033876i,-0.012086-0.0053435i,0.0024755-0.0085547i,0.025561-0.008902i,0.021065-0.0062979i,0.0051705+0.0071568i,0.0089259+0.015896i,0.02198+0.0018583i,0.022013-0.022907i,0.012938-0.033308i,0.0037704-0.028614i,-0.011795-0.012931i,-0.030853+0.011856i,-0.035022+0.022164i
0.0088189-0.0074069i,0.037445-0.016048i,0.039699-0.036746i,-0.025903-0.032848i,-0.0728+0.010723i,-0.025798+0.017068i,0.015184-0.034646i,-0.011236-0.058155i,-0.018407-0.020397i,0.022321+0.012016i,0.047134+0.011053i,0.038894-0.0001234i,0.015527-0.0090447i,-0.0049583-0.015605i,-0.01117-0.017985i,-0.011521-0.014072i,-0.019971+0.0017783i,-0.034463+0.029808i,-0.035973+0.0559i,-0.013341+0.059374i,0.02202+0.035698i,0.04762-0.00019375i,0.043781-0.025668i
-0.081917+0.020244i,-0.2975+0.10221i,-0.60557+0.28187i,-0.70647+0.40552i,-0.47524+0.29838i,-0.22323+0.095125i,-0.13507+0.0086874i,-0.090749+0.034652i,-0.044045+0.054024i,-0.018756+0.042111i,-0.013332+0.027961i,-0.023891+0.021544i,-0.03401+0.023699i,-0.028022+0.029346i,-0.0036978+0.033419i,0.029547+0.034094i,0.061799+0.028203i,0.079255+0.0079815i,0.069627-0.021745i,0.041088-0.033224i,0.0084068-0.022005i,-0.016736-0.0091626i,-0.020591+0.0043886i
-0.036845+0.011818i,-0.096435+0.030779i,-0.11256+0.013195i,-0.024343-0.049645i,0.06143-0.093383i,0.041547-0.065217i,0.011371+0.016393i,0.032965+0.052047i,0.037338+0.02793i,0.0013099+0.0090329i,-0.027773-0.0019352i,-0.035489-0.012413i,-0.030476-0.0099417i,-0.025845-0.00073449i,-0.038935+0.0079009i,-0.060856+0.014694i,-0.071411+0.01154i,-0.061693-0.00024818i,-0.043164-0.0023027i,-0.026795+0.015382i,-0.0029957+0.040347i,0.025755+0.052198i,0.037865+0.043533i
0.047185-0.070979i,0.20529-0.23757i,0.44298-0.48115i,0.53356-0.58844i,0.38278-0.40001i,0.23795-0.10527i,0.19017-0.00088949i,0.09724-0.06283i,-0.009493-0.094839i,-0.029503-0.061449i,0.00028986-0.03233i,0.016438-0.02631i,0.010426-0.021745i,0.010466-0.018883i,0.019513-0.032443i,0.011453-0.0459i,-0.0076279-0.035146i,-0.01906-0.0074108i,-0.018068+0.015074i,-0.01519+0.008187i,-0.02765-0.025331i,-0.05434-0.05025i,-0.071218-0.04743i
0.079009-0.0042482i,0.17223+0.0012246i,0.1923+0.02149i,0.045319+0.060186i,-0.12046+0.093273i,-0.14815+0.077407i,-0.11777+0.02902i,-0.10581+0.025332i,-0.08559+0.053493i,-0.052538+0.048871i,-0.024787+0.024536i,-0.0073929+0.007266i,-0.0014868-0.0071156i,0.00066949-0.011267i,0.024851+0.00096151i,0.082627+0.0029784i,0.13859-0.022885i,0.14417-0.05672i,0.08931-0.072849i,0.023202-0.049843i,-0.0033624+0.0046333i,0.011817+0.045896i,0.03143+0.046639i
-0.067658+0.062586i,-0.22775+0.19588i,-0.43867+0.37987i,-0.4865+0.43684i,-0.35156+0.27238i,-0.26573+0.10187i,-0.20304+0.09886i,-0.038251+0.11506i,0.089167+0.052408i,0.083198+0.0034478i,0.045869-0.0038413i,0.03511-0.012658i,0.030441-0.024656i,0.010106-0.025378i,-0.031812-0.0031992i,-0.070697+0.036783i,-0.085512+0.06908i,-0.063765+0.079105i,-0.011462+0.058489i,0.030119+0.018777i,0.043033-0.014002i,0.037257-0.032867i,0.02183-0.032548i
-0.039412-0.08376i,-0.047221-0.24581i,0.022796-0.4633i,0.1365-0.56061i,0.16198-0.45086i,0.10631-0.29257i,0.049149-0.21277i,0.0015993-0.17094i,-0.03207-0.1192i,-0.038904-0.058361i,-0.030811-0.010377i,-0.023296+0.012392i,-0.019095+0.01899i,-0.0066575+0.013306i,-0.0019599-0.0096381i,-0.025557-0.018859i,-0.049049+0.0095864i,-0.049983+0.037202i,-0.034728+0.036626i,-0.025447+0.013989i,-0.041502-0.0067213i,-0.065553-0.0016203i,-0.070581+0.012731i
0.13995-0.0077109i,0.37972-0.071045i,0.61895-0.21335i,0.61236-0.33607i,0.41047-0.26973i,0.27762-0.090114i,0.22746-0.0069563i,0.12565+0.020322i,0.043933+0.061605i,0.037865+0.047691i,0.021703+0.0056597i,-0.009962+0.00063846i,-0.022593+0.0074767i,-0.016191+0.00065176i,0.01121-0.019926i,0.043994-0.054348i,0.064149-0.087924i,0.060971-0.087229i,0.039455-0.048526i,0.027296-0.0080891i,0.032877+0.0089503i,0.043303-0.00075661i,0.04214-0.023534i
-0.041248+0.1201i,-0.094513+0.33692i,-0.10881+0.55632i,-0.041275+0.56677i,0.045912+0.39709i,0.13303+0.28134i,0.21743+0.2414i,0.21966+0.15214i,0.14248+0.049833i,0.079012-0.00034399i,0.061876-0.035719i,0.06459-0.073387i,0.054044-0.086852i,0.020797-0.058119i,-0.0097318+0.0023517i,-0.023971+0.064033i,-0.031793+0.10644i,-0.027368+0.11457i,-0.0085169+0.08291i,0.0035373+0.036162i,0.0010496-0.0022843i,-0.0079536-0.016652i,-0.008383-0.0081755i
-0.027339-0.088155i,-0.073917-0.15114i,-0.076359-0.10102i,-0.025808+0.036604i,-0.079664+0.064506i,-0.30283+0.01865i,-0.42274+0.048557i,-0.28842+0.075128i,-0.12827+0.058622i,-0.070196+0.071394i,-0.042164+0.099903i,-0.023446+0.10252i,-0.0093962+0.087936i,0.0097802+0.068214i,0.01621+0.049479i,0.01553+0.038104i,0.017595+0.039064i,0.010791+0.048311i,0.0020507+0.052348i,0.010904+0.048061i,0.025559+0.037032i,0.026828+0.017775i,0.018098-0.00049578i
0.098788-0.025273i,0.2581-0.086413i,0.41456-0.19548i,0.42441-0.31453i,0.25711-0.37329i,0.044533-0.32349i,-0.062485-0.18733i,-0.013739-0.058398i,0.070451-0.059068i,0.050366-0.11649i,-0.0072375-0.097557i,-0.0056554-0.040665i,0.020982-0.027207i,0.019723-0.071988i,-0.017995-0.1315i,-0.0777-0.15054i,-0.12227-0.1249i,-0.11769-0.075286i,-0.076557-0.026349i,-0.040729+0.0031823i,-0.019594+0.025394i,-0.0028206+0.039914i,0.0038038+0.032263i
-0.11503+0.051882i,-0.28049+0.11189i,-0.40044+0.10504i,-0.27548+0.050335i,0.089658+0.037476i,0.41547+0.0075408i,0.43008-0.040802i,0.19053-0.012328i,0.0045118+0.054239i,-0.021601+0.049568i,-0.010658-0.020077i,-0.034181-0.087691i,-0.073683-0.081342i,-0.054929+0.0019692i,0.023628+0.054659i,0.067924+0.044549i,0.051599+0.037355i,0.014375+0.037857i,-0.011744+0.030236i,-0.016632+0.026517i,-0.01075+0.022922i,0.0010589+0.010854i,0.019583-0.0037377i
0.01616-0.092858i,0.020251-0.14464i,0.012259-0.024061i,-0.055615+0.26958i,-0.15648+0.46577i,-0.19434+0.46274i,-0.14328+0.33227i,-0.05599+0.18378i,0.035512+0.11848i,0.10955+0.06961i,0.098079+0.023431i,0.055608+0.039308i,0.055643+0.037431i,0.046718-0.0031313i,0.028122-0.022234i,0.027077-0.054561i,0.015142-0.11631i,-0.018702-0.13332i,-0.035045-0.086329i,-0.012356-0.04426i,-0.0037471-0.037779i,-0.027524-0.026082i,-0.036708-0.0016571i
0.21012+0.12552i,0.57184+0.29914i,0.94251+0.30713i,0.9077+0.0097238i,0.367-0.29481i,-0.22737-0.2942i,-0.39634-0.1067i,-0.23604-0.012926i,-0.11103-0.035668i,-0.097176-0.014049i,-0.055859+0.0282i,0.023732+0.011579i,0.063654-0.025814i,0.038792-0.050355i,-0.013705-0.034624i,-0.025026+0.02048i,-0.0066552+0.055814i,-0.0096417+0.04065i,-0.03258+0.013985i,-0.050147+0.019586i,-0.035874+0.037604i,-0.0072844+0.029863i,0.0047028+0.011904i
-0.1264+0.0002401i,-0.26507-0.0099555i,-0.27064-0.072175i,-0.062831-0.17072i,0.16002-0.15383i,0.25588-0.0012188i,0.23366+0.14085i,0.12325+0.20163i,0.053426+0.2268i,0.091461+0.19498i,0.1061+0.097773i,0.042146+0.027327i,0.012417+0.031953i,0.074742+0.036744i,0.13395-0.024122i,0.1137-0.098049i,0.069419-0.11338i,0.056794-0.091374i,0.054046-0.072319i,0.032631-0.048536i,0.0070814-0.023722i,-0.010679-0.012924i,-0.02246-0.0050453i
0.014557-0.054513i,-0.041834-0.017904i,-0.16551+0.31809i,-0.13535+0.82319i,0.13132+0.9177i,0.33157+0.49645i,0.24699+0.053815i,0.083404-0.097113i,0.042046-0.089979i,0.066225-0.10019i,0.060998-0.094403i,0.053647-0.025326i,0.045486+0.015366i,-0.0059809+0.011308i,-0.044302+0.030098i,-0.045049+0.05235i,-0.063574+0.049914i,-0.093321+0.04833i,-0.085239+0.058549i,-0.05915+0.059571i,-0.057741+0.054296i,-0.052798+0.060587i,-0.021066+0.058961i
-0.03871+0.084063i,-0.014085+0.29942i,0.025601+0.54477i,0.011189+0.55692i,-0.21725+0.27455i,-0.5613+0.10622i,-0.55324+0.22115i,-0.20885+0.27723i,0.055048+0.22094i,0.15022+0.19244i,0.14786+0.10398i,0.07418-0.021861i,0.039761-0.075272i,0.080798-0.070962i,0.14533-0.069664i,0.20179-0.11786i,0.21091-0.17694i,0.16572-0.16786i,0.10084-0.10129i,0.052985-0.049773i,0.030059-0.047246i,0.0015771-0.061882i,-0.03019-0.045893i
-0.052579-0.085648i,-0.21808-0.28758i,-0.34998-0.64041i,-0.32356-0.93865i,-0.086126-0.93179i,0.16152-0.75213i,0.10811-0.53302i,-0.12609-0.2226i,-0.2418+0.064093i,-0.20742+0.19761i,-0.11071+0.22303i,-0.032458+0.20434i,-0.00085883+0.20605i,0.042107+0.21432i,0.078786+0.20031i,0.090807+0.19629i,0.10303+0.16162i,0.06749+0.079414i,-0.0080843+0.041109i,-0.037238+0.062125i,-0.013145+0.065308i,0.014285+0.040544i,0.026629+0.018125i
0.041575-0.032436i,0.1213+0.023486i,0.11575+0.15373i,-0.050505+0.36252i,-0.17695+0.49806i,-0.071885+0.39905i,0.092669+0.13914i,0.12478-0.046326i,0.08471-0.066852i,0.040819-0.014388i,0.0088202-0.0071335i,-0.0077792-0.060294i,-0.036157-0.1019i,-0.075577-0.082791i,-0.081288-0.027699i,-0.043139+0.027358i,0.0064835+0.071905i,0.055065+0.071738i,0.063812+0.010761i,0.0063511-0.03156i,-0.045257-0.022557i,-0.057263-0.022167i,-0.06548-0.026114i
0.045938+0.07168i,0.21986+0.23979i,0.55229+0.45045i,0.79876+0.44664i,0.57913+0.23159i,0.12767+0.2075i,-0.042774+0.34042i,-0.034981+0.32276i,-0.12254+0.27039i,-0.18132+0.31157i,-0.0916+0.29438i,0.014478+0.17412i,0.044121+0.09549i,0.056755+0.11063i,0.082989+0.13237i,0.091726+0.094408i,0.071701+0.012179i,0.037228-0.049088i,0.018552-0.054826i,0.013834-0.044536i,-0.00035088-0.035197i,-0.010664-0.010422i,-0.002886+0.010928i
0.074784-0.16301i,0.055224-0.5151i,-0.19869-0.86125i,-0.51891-0.86769i,-0.58142-0.45241i,-0.38371-0.033537i,-0.26002+0.089418i,-0.27794+0.143i,-0.23078+0.21987i,-0.094002+0.18334i,-0.013068+0.084408i,-0.015195+0.034758i,-0.041706+0.030595i,-0.079623+0.0272i,-0.11533+0.028781i,-0.10736+0.050304i,-0.082747+0.070972i,-0.081364+0.090703i,-0.058538+0.098112i,-0.02753+0.050397i,-0.049275-0.013594i,-0.08449-0.027762i,-0.076922+0.0034084i
0.86098+8.2691i,3.5393+7.3297i,6.9673+6.0362i,7.5104+2.6394i,5.7491-0.81265i,2.8423-2.6534i,0.44945-1.9178i,-0.2162-0.33029i,0.37012+0.4928i,1.0072+0.24778i,0.69077-0.47486i,-0.25469-0.92732i,-1.1022-0.93532i,-1.5242-0.53293i,-1.3765+0.017315i,-0.90494+0.36601i,-0.4187+0.33488i,-0.046632+0.043013i,0.17875-0.21623i,0.26768-0.3179i,0.28678-0.36073i,0.21263-0.33855i,0.10881-0.16823i
0.024525-0.05239i,0.043298-0.12992i,0.27702-0.011562i,0.63052+0.069324i,0.62185+0.03343i,0.32338+0.1755i,0.21568+0.37348i,0.24123+0.32115i,0.16173+0.19869i,0.086873+0.15505i,0.072057+0.090391i,0.059447+0.011309i,0.044023-0.025735i,0.0081479-0.0083366i,-0.020354+0.036612i,-0.010286+0.051594i,-0.015524+0.033629i,-0.059673+0.031842i,-0.074766+0.045743i,-0.047646+0.039519i,-0.023335+0.024306i,-0.0049017+0.017793i,0.010872+0.0047342i
0.025453-0.061025i,-0.038419-0.34472i,-0.29791-0.74798i,-0.61558-0.91217i,-0.58316-0.61809i,-0.20707-0.2886i,0.016565-0.16997i,0.026099-0.034183i,0.063998+0.09202i,0.089228+0.099337i,0.035706+0.084728i,-0.038539+0.080655i,-0.065936+0.077083i,-0.019326+0.065952i,0.025086+0.025776i,0.016791-0.0088768i,0.0038293-0.0075324i,0.012095+0.0023782i,0.0086121+0.0012785i,-0.026132+0.0061771i,-0.065295+0.03114i,-0.07441+0.065874i,-0.043253+0.084435i
-0.0072579+0.0060677i,0.075385+0.0089754i,0.24676-0.0093627i,0.38498+0.077972i,0.50135+0.21975i,0.66449+0.15928i,0.68565-0.070138i,0.4891-0.18449i,0.29863-0.12767i,0.21498-0.044829i,0.17201+0.0052626i,0.15895+0.025185i,0.15762+0.0066615i,0.11854-0.013208i,0.0684+0.0090966i,0.046993+0.035095i,0.02484+0.028858i,0.0065545+0.0071857i,0.022385-0.013892i,0.049043-0.018573i,0.063145-0.014224i,0.065819-0.019426i,0.054778-0.02804i
0.18209+0.023179i,0.51564+0.083389i,0.90862+0.14626i,0.99241+0.056049i,0.59448-0.11793i,0.1487-0.12432i,0.010657-0.09188i,-0.011491-0.13994i,-0.031232-0.13936i,-0.0076474-0.11172i,-0.0082527-0.087994i,-0.037029-0.040197i,-0.0431-0.019091i,-0.04135-0.020547i,-0.03093-0.030561i,-0.017323-0.061415i,-0.00036088-0.069016i,0.026749-0.053792i,0.028543-0.055727i,0.00093444-0.058639i,-0.027557-0.040938i,-0.041025-0.0076695i,-0.033538+0.019459i
-0.24588+0.10848i,-0.69314+0.31055i,-1.2348+0.51177i,-1.3445+0.5627i,-0.84119+0.39955i,-0.34805+0.10753i,-0.20579-0.054524i,-0.11092-0.058709i,0.0072141-0.091946i,0.0085673-0.11386i,-0.027058-0.046014i,-0.032492+0.026397i,-0.033932+0.071841i,-0.017094+0.080271i,-0.017752+0.046564i,-0.064159+0.022653i,-0.11325+0.019564i,-0.12697+0.018169i,-0.10999+0.025756i,-0.076337+0.03477i,-0.025707+0.038312i,0.025557+0.035538i,0.054212+0.023649i
-0.081895-0.17292i,-0.18277-0.46746i,-0.24513-0.73046i,-0.18798-0.59845i,-0.019726-0.1213i,0.1566+0.20245i,0.2006+0.20812i,0.07473+0.11443i,-0.063893+0.063321i,-0.078557+0.012098i,-0.057839-0.045931i,-0.05242-0.03416i,-0.019802-0.0018469i,8.0733e-05-0.0091777i,0.0053892-0.0090709i,0.030451+0.0086331i,0.053331+0.018288i,0.052855+0.024086i,0.03815+0.02895i,0.030408+0.026837i,0.030086+0.0077516i,0.029234-0.026884i,0.02303-0.054545i
0.17339+0.046156i,0.39073+0.068794i,0.48975+0.094918i,0.3043+0.074599i,0.051172-0.026772i,-0.027694-0.15723i,-0.037286-0.2112i,-0.053252-0.14645i,-0.048739-0.081266i,-0.053147-0.046516i,-0.027307-0.0034755i,0.029357+0.00034638i,0.043057-0.025197i,0.013434-0.02235i,-0.0048647+0.0098123i,0.0129+0.04485i,0.045748+0.059353i,0.067666+0.03315i,0.058993-0.018551i,0.01516-0.056196i,-0.038231-0.058169i,-0.073649-0.030426i,-0.074395+0.0047855i
-0.14099+0.11119i,-0.29445+0.37002i,-0.29248+0.7057i,-0.013949+0.7716i,0.25321+0.47585i,0.24872+0.19342i,0.15361+0.11721i,0.13962+0.05061i,0.11069-0.019637i,0.050726-0.00024645i,0.010577+0.02675i,-0.031522+0.013741i,-0.05525+0.009754i,-0.024895+0.026604i,0.024989+0.029382i,0.05384-0.0067776i,0.055291-0.055761i,0.040604-0.074428i,0.018189-0.054668i,0.0015429-0.022611i,0.0032424+0.0042798i,0.015023+0.02052i,0.018751+0.022433i
0.071154-0.063638i,0.12412-0.2601i,0.060895-0.54646i,-0.16768-0.62509i,-0.34273-0.38944i,-0.30214-0.17215i,-0.19087-0.12482i,-0.12427-0.066536i,-0.054281+0.021987i,0.022163+0.032859i,0.039932+0.0043517i,0.023247+0.013987i,0.021185+0.025643i,0.011444-0.0068537i,-0.025061-0.035452i,-0.061353-0.0097486i,-0.067545+0.039969i,-0.044977+0.070924i,-0.0092119+0.069106i,0.013552+0.048066i,0.012998+0.031621i,0.0091357+0.028385i,0.011289+0.030975i
-0.020003+0.13053i,-0.028003+0.39148i,0.034651+0.71835i,0.13999+0.78278i,0.15368+0.47574i,0.04681+0.15521i,-0.02868+0.057542i,-0.01935+0.038555i,-0.012077-0.022668i,-0.058683-0.058475i,-0.084188-0.02761i,-0.04607+0.012931i,-0.010223+0.026607i,-0.010801+0.028226i,-0.0083184+0.016571i,0.0055798-0.014805i,0.0094459-0.040972i,-0.0012705-0.048927i,-0.013791-0.043076i,-0.0062228-0.029672i,0.010036-0.022924i,0.010235-0.029123i,0.0032053-0.032381i
