0.001245+0.00067153i,0.0012904-0.0011018i,0.001263-0.0021942i,0.00011189-0.0023152i,-0.00056803-0.0014632i,-0.00084995-0.00017692i,-0.0010945+0.00068369i,-0.00050641+0.0015315i,-9.5383e-05+0.0010435i,0.00060648-0.00035142i,0.00046283-0.00074733i,-0.00074805-0.00055937i,-0.00095626-0.00043896i,-0.0006264-0.00067305i,-0.00083645+0.00012271i,-0.0009189+0.0010851i,-0.00049768+0.00049595i,-0.00065853+3.1062e-05i,-0.00046286-0.00038311i,8.3389e-05-0.00062539i,0.00099559+8.5303e-05i,0.0017367+2.6768e-05i,0.0012308-5.291e-05i
-0.0004574-0.00068939i,-6.5444e-05-0.00055784i,-0.00029314-0.00052697i,-7.32e-05+0.00034444i,-1.5724e-05+0.0011433i,-0.0003716+0.00087822i,-0.00067431+0.00061811i,-0.0013655+0.00093217i,-0.00089403+0.0005511i,-7.0167e-05-5.2878e-05i,0.0003014+0.00018455i,0.00070052+0.00017463i,0.00092235-0.00069747i,0.00094959-0.00081977i,0.00075368+0.00013789i,-0.00050602+0.00043111i,-0.0014506-0.00036714i,-0.0007038-0.00089105i,0.00086891-0.00084535i,0.0011276+7.1776e-05i,0.00024145+0.00040398i,0.00019935+0.00054988i,0.00011304+0.0012041i
-0.0014738-0.00023078i,-0.001382-0.00056055i,-0.0012079+0.0010945i,-0.00086422+0.0017957i,-0.00048502+0.0012423i,-0.0003219+0.00075652i,-0.00054211+7.029e-05i,-0.00045353-0.00046858i,-0.00018753+1.4423e-05i,0.00049528+0.00090611i,0.0011017+0.00065447i,0.0012544-0.00035822i,0.00092191-0.0010816i,0.00043605-0.0014246i,-0.00011366-0.00037415i,8.9832e-05+0.0010223i,0.00047294+0.00043224i,0.0001872-0.00052432i,-6.807e-05-0.00051711i,4.4178e-05+0.00025068i,0.00020603+0.00057664i,-0.00016485-0.00051116i,-8.4871e-05-0.00068i
0.00018621+0.0010375i,0.00055676+0.00088886i,0.00083053+0.00012243i,0.00059849-8.6031e-05i,0.0009907-0.00019965i,0.0015496-0.00042246i,0.0009419-0.00088231i,0.00016094-0.00071422i,0.00026676-6.9227e-05i,0.00057976-4.9991e-07i,0.00036144-0.00014098i,-0.00012998+0.00018259i,3.2409e-05+0.00046139i,0.00017241+0.00058282i,-0.00022991+0.00044294i,-2.8173e-05-4.3988e-05i,0.00087822+0.00019016i,0.00082613-0.00032077i,-0.00031005-0.001325i,-0.00018267-0.00066672i,0.00052868+0.00042065i,0.0002422+0.0011773i,-0.00065898+0.0012469i
0.00012085+0.00018416i,-0.0013093+0.00039293i,-0.00064953-0.00055046i,-0.0015795-0.0020812i,-0.0031457-0.0024751i,-0.0027028-0.0019436i,-0.0010823-0.00073566i,-0.0004945-8.8031e-05i,-0.00042569-0.00072619i,0.00027651-0.00055613i,-0.00020369-0.00011338i,-0.0006027+0.00014594i,0.00015093+0.00054693i,0.00017258+0.00083735i,-0.00022811+0.00045755i,-1.4017e-05-0.00042472i,7.9778e-05-0.00026298i,-0.00019-8.9231e-05i,-0.00063173+0.00029835i,-0.00029816+0.00086547i,0.00055897+0.00052713i,0.00067105+0.00015284i,0.00074583+2.6572e-05i
-0.001647+0.00092568i,-0.00075591-4.9561e-05i,-0.0004268+0.00013231i,0.00075421+0.0019126i,0.0017189+0.0020437i,0.001927+0.00023864i,0.00058054-0.0012715i,-0.00037791-0.00074926i,-0.0006089+0.00041156i,-0.00092102+0.0002588i,-0.00052722+0.00041716i,-0.00020041+0.00036238i,-0.00011759-0.00026898i,0.00036833+4.361e-05i,0.00078097+0.0005732i,0.00079928+0.00041129i,0.00061038-0.00012942i,0.00030288-0.0003902i,7.7194e-05-0.00015386i,-0.00038579-0.00032001i,-0.00027284-0.00035788i,-5.0678e-05-3.8448e-07i,-0.00043126+0.00034129i
-0.00085308+0.0001401i,-0.00047661-0.00052528i,-0.00017656-0.00060872i,0.00016788-0.00081383i,-0.00039476-0.00040283i,-0.0013129-0.00028966i,-0.00065615+0.00045925i,-0.00011179+0.00093908i,-0.00013665+0.00017035i,-8.2352e-05+0.00027394i,3.2024e-05+0.00063897i,8.911e-06+0.00063664i,-5.3959e-05-0.00016538i,8.563e-05-0.0011014i,7.8377e-05-0.00086855i,0.00013596-0.00064937i,-9.9329e-05-0.00049546i,-0.00047556-0.00040079i,0.00032044-0.00014786i,8.2822e-05+0.00041155i,-0.0013167+0.00084342i,-0.0011852+0.00085157i,-3.9168e-05+0.00043719i
-0.00099531-0.0011788i,-0.00053924-0.001499i,-0.0015719-0.00013715i,-0.0014911+0.0012333i,0.00052022+0.0018139i,0.0014824+0.0010252i,0.0010787-6.9848e-05i,0.00063508-0.00015022i,0.00013056+0.00038948i,0.00019013+0.00076692i,0.00070178+0.00049436i,0.00055274+2.2354e-05i,-0.00011735-0.00017122i,-0.00036751-0.00035646i,-0.00037199-0.00068017i,-0.00054206-0.00059454i,-0.00024545-0.00029275i,0.00017251+0.0002569i,0.00033165+0.00073929i,0.00032134+0.00057125i,0.00046332-0.00023336i,0.00048008-3.7558e-05i,5.609e-05+0.00061598i
0.0015591+0.00089892i,0.00077416+0.00012318i,0.0013403-0.0010247i,0.0010885-0.0020278i,-0.00097158-0.0023376i,-0.001908-0.0020143i,-0.0012301-0.00089093i,-0.00049915-8.3378e-05i,0.00035499-6.8116e-05i,0.00084522-7.9359e-06i,0.00050648-0.00039617i,0.00036454-0.00033054i,0.00031643+0.00040544i,-0.00018047+0.00092883i,-0.00024054+0.00053831i,-0.00030216-0.00058819i,-0.00026142-0.0011379i,3.2804e-05-0.0010976i,-2.0292e-05-0.00036192i,-0.00026602+0.00077179i,-0.0003254+0.0010152i,0.00018142-2.2294e-05i,0.001232-0.0011769i
-0.0013544-0.00078264i,-0.00037319-0.00081048i,0.00030566-0.00022467i,0.00016023-0.00010637i,-0.0010236+0.00027253i,-0.0017849+0.00066514i,-0.00070952+3.8093e-05i,-0.00088676-0.00057832i,-0.0012256-0.0011367i,-0.00028999-0.00034971i,0.00017225+0.00090892i,8.9074e-05+0.00058964i,-5.6447e-05+0.00028909i,7.7868e-05-5.5348e-06i,0.00014952+4.7749e-05i,9.2846e-05+5.3176e-05i,-0.00042467+0.00011734i,-0.0004214+0.00029041i,0.0001463+0.00061966i,0.0006125-0.00044123i,0.00037119-0.0010646i,-4.5794e-05-0.00018061i,0.00025222-0.00026801i
-0.00083708+0.0021749i,-0.00069062+0.0018808i,6.003e-05+0.0021347i,0.00061478+0.0021081i,0.00096919+0.00070536i,0.00019837-9.683e-05i,-0.00020943+8.7528e-05i,0.00020693+0.00023755i,0.0011995+4.0379e-05i,0.00038721+5.4802e-05i,-0.00064871+0.00043526i,-0.00053115+0.00055978i,-0.00066396+0.00050883i,-0.00044328+0.00052794i,0.00050797+5.6587e-05i,0.00059557+0.00025839i,-0.00034401+0.00011774i,-6.5766e-05-0.00040163i,0.00072492+0.00034628i,0.00077703+0.0010326i,0.00069304+0.00048424i,0.00067841+0.00014302i,0.0011856+0.00041358i
-0.00034809-0.00017837i,-0.00043311-0.0014621i,0.00018269-0.0015658i,-6.3692e-05-0.00049342i,-0.00035687+0.00077674i,-0.00012384+0.00080286i,2.8338e-05-0.00040548i,0.0001682-0.00071613i,2.2598e-05-0.000845i,5.8063e-05-0.00011376i,0.00016415+0.0001696i,0.00013444-0.00021681i,-0.00012219-0.00059071i,0.00052435-0.00088763i,0.0005833-0.00060733i,0.00024669-0.00053936i,-0.00010202-0.00059499i,-0.00054118-0.00024618i,-0.00084623+0.00051766i,-0.00075507+0.00059129i,-0.00057854+0.00022834i,-1.5911e-05-0.00034781i,0.00036621-0.00084166i
0.00043628+0.00089814i,-4.3732e-06+0.0013617i,0.00063108+0.001082i,0.00038367+0.0002832i,-0.00067733-0.00024242i,-0.00075756-0.00023782i,-0.00039536+0.00019841i,-0.00011339+0.00056208i,-0.00023628+0.0005659i,-0.00016017+0.00089652i,0.00040118+0.00090245i,0.00042458+0.00041792i,1.5154e-05-0.00029957i,-0.00016435-0.00047073i,0.00029218-0.0004781i,0.00082622-0.00047218i,0.00078695-0.00083435i,0.00026076-0.0010992i,-0.00010532-0.00060048i,-0.00058651-0.0003399i,-0.00042714-0.00051435i,-0.00041151-0.00065365i,-0.00052828-7.2402e-05i
0.0013643-0.0001489i,0.00050341-0.00039236i,-0.00093157-0.0013707i,-0.0017112-0.001608i,-0.0023429-0.0010409i,-0.0028734-0.00051389i,-0.0012435-0.00012899i,0.00018263+0.00016887i,0.00079052+0.00024953i,0.0010593+0.00014283i,0.00022546+0.00013355i,9.3198e-05+0.00063092i,0.00032724+0.00069829i,0.00038685+0.00058884i,0.00034425-0.00013519i,0.00023104-0.00061021i,0.00038565-0.00078766i,5.5581e-05-0.00056338i,-0.00054118+0.00034261i,-0.00084152+0.00099347i,-0.00055387+0.00063692i,-0.00023341+0.00047755i,0.00026624+0.00024334i
0.0017629+0.0012594i,0.0010313+0.0019457i,0.0010793+0.0012397i,1.4114e-05+0.00052349i,-0.0011884+0.00048248i,-0.0018149+0.0006593i,-0.0016477+0.00095625i,-0.00090898+0.00096798i,-8.1318e-05+0.00070964i,0.00029428+0.00021928i,4.4943e-05+0.00039214i,4.7563e-05+0.00045105i,0.00053287-6.9588e-05i,0.0008097+0.00035876i,0.00049225+0.00055381i,6.6496e-05-0.00018013i,0.00044601-0.00073797i,0.00075636-0.00072205i,0.00084107-0.00049742i,0.00032501+0.0001468i,-9.0959e-05+0.00052711i,-0.00063219+0.000511i,-0.00028453+0.00089827i
0.00048391+0.00078267i,0.00015891+0.00081185i,-0.00030289-5.1891e-05i,-0.0005435-0.0007999i,-0.00093658-0.0011836i,-0.0008664-0.0014182i,-0.00014556-0.00098718i,-1.8543e-05-0.000754i,0.00017087-0.00018184i,0.00027096-6.2369e-05i,-8.6225e-05+0.0002749i,-0.00013111+0.00086893i,-5.5608e-05-4.7304e-05i,4.2419e-05-0.00056767i,-0.00080978-0.0006508i,-0.0011543-0.00087472i,-0.00065736-0.00056554i,-0.00064558+0.00058246i,-0.0010476+0.0013584i,-0.0011467+0.00064978i,-0.00012975-0.00049328i,0.00041325-0.00056205i,-5.0136e-05-1.2179e-05i
-6.0256e-05+0.0011245i,3.1706e-05+0.00043026i,0.0001566-0.00011688i,0.00058409-0.00035717i,0.00030289-0.0012012i,-0.00060955-0.0018508i,-0.00083515-0.0010392i,-0.00069442-0.00081245i,-0.0002167-0.0011149i,0.00063726-0.0010291i,0.00024481-0.00042184i,9.402e-05-2.3213e-05i,0.00032829+0.00021983i,-2.2075e-05+7.3632e-05i,-7.4982e-05-0.00012268i,-0.00011058-0.00025784i,-0.00037678-2.0783e-05i,-0.00050659+0.00022599i,8.5492e-05-0.00023041i,0.00044596-0.00034791i,0.00090011+0.0002581i,0.00096511+0.00096477i,0.00022571+0.00057608i
0.00041567-0.00050363i,0.00092291-0.00032688i,0.00043649-0.00055227i,-0.00064717-0.0017199i,-0.00091147-0.0016552i,-0.00085178-0.00092268i,-0.0009605-0.00064605i,-0.00066547-0.00012161i,5.4844e-05-8.6568e-05i,-0.00025359-0.00022427i,-0.00020054+8.1876e-05i,0.00041359+0.00032685i,0.00019951-0.00020518i,-0.00043755-0.00035585i,-0.00065491-0.00072841i,2.5248e-05-0.0013404i,0.00027936-0.0013594i,0.00029346-0.0011124i,8.9767e-06-0.00039502i,-0.00047027+0.00061422i,0.00011742+0.00071978i,0.00072561+3.9876e-05i,0.00045926-0.0004062i
-0.0013949+0.00046275i,-0.0012151-8.6593e-05i,-0.0016733+0.0023118i,-0.00034993+0.003795i,0.0011831+0.0035941i,0.0018899+0.0013555i,0.00098009-0.00072036i,-0.00052995-0.00070457i,-0.0010733+0.00030943i,-0.00012044+0.001401i,0.00041292+0.0016054i,-0.00020544+0.00056103i,-0.00053983-0.00036573i,-0.00038252-0.00057474i,-0.00087441-0.00032581i,-0.00055142-0.00036965i,0.00029826-0.00079881i,-3.1984e-05-0.000697i,-0.00052006-0.00037085i,-0.00079564-0.00010662i,-0.00087691-0.00036716i,-0.00078141-0.00036312i,-0.00055027+0.00050124i
-6.3213e-05-0.00092669i,-0.0011147-0.0011941i,-0.001507-0.00099338i,-0.0024147-0.0014033i,-0.0021358-0.0013851i,-0.0016906+5.8507e-05i,-0.0010991+0.00060009i,-0.00065393+1.8409e-05i,-0.0012359-0.00025662i,-0.00060313-0.00044071i,0.0003973-0.0003225i,0.00056706-0.00064867i,-6.5597e-05-0.00067025i,-0.0010571-0.00052681i,-0.00089633+1.7147e-06i,-0.0003571+0.00035858i,-0.00082895+8.2144e-05i,-0.00056864+0.00043688i,0.00023784+0.0011261i,0.00028304+0.0014332i,0.00031159+0.00060882i,0.000444+0.00043619i,0.00059033+0.00021032i
0.00072928+0.0010192i,-0.0001271-0.00053088i,0.00059276+0.00023931i,0.00010531+0.00053353i,-0.00067868-0.00029199i,-0.0007576-0.0005708i,-0.00063388-0.00038025i,0.00017445-0.00036109i,0.00059754-5.9629e-05i,0.00013624+0.00064712i,-6.4305e-05+0.00035619i,-0.00012606-0.00062453i,4.7579e-05-0.00091356i,4.265e-05-0.00052109i,-6.0666e-07-0.00049421i,0.0005524-0.00041075i,0.00082827-0.00017341i,0.00076533+0.00039823i,0.00019089+0.00020151i,0.00035982-0.00014948i,0.000898-0.00016431i,0.00081235-0.00048969i,0.0004686-0.00063004i
0.0014185+6.1179e-05i,0.00081241+0.00042695i,0.00031459+0.00013606i,0.00055239+0.00018289i,0.00015142+0.00020481i,-0.0010275-0.00016979i,-0.00083549-0.00024476i,0.00042792-0.00021828i,7.7426e-05-0.0010828i,-0.0011409-0.0016724i,-0.00086531-0.00071321i,8.8184e-05+0.00035881i,0.00026504+3.189e-05i,0.00030366-0.0005367i,0.00049761-0.00037651i,3.3481e-05+0.00022774i,0.00012968+0.00049719i,0.0012015+0.00019877i,0.000891+0.00022261i,-8.9808e-06-0.00011947i,0.00030637-0.00041148i,0.00033485+0.00026149i,-0.00012948+0.00029663i
0.00072607-0.000804i,-0.00014657-0.0013252i,-0.0010991-0.0010043i,-0.0019125-0.00021415i,-0.0022375+0.00067944i,-0.0011902+0.0010592i,-0.00070834+0.0011478i,-0.00075825+0.00047186i,-0.0013089-6.851e-05i,-0.00081995-0.00021621i,-0.00021957-2.3472e-05i,-8.7193e-06-0.00018326i,0.00039485-0.00022797i,0.00010653-0.0003392i,0.00035888-0.00077387i,0.00095366-0.00080439i,0.00062467-0.00097151i,0.00061018-0.00080872i,0.0011257-0.00012519i,0.0018546+0.00031382i,0.0021275+0.00045086i,0.0017793-0.00017183i,0.00042317-0.00031922i
0.00095589-0.00060075i,0.0010936-6.7841e-05i,0.00011682+0.00023662i,-0.00079383-0.00020788i,-0.00025537-0.00028222i,0.00042203-0.00010551i,0.00058077+0.00023837i,0.00054647+0.00023907i,0.00031665+0.00035275i,0.00040205+0.00046603i,0.00021315+0.00012839i,-0.00032163-0.00070128i,-0.00039012-0.00068153i,-4.8566e-05-0.00044318i,0.0001412-0.00029765i,-0.00011431+0.00045268i,0.00027042+0.00039323i,6.3866e-05-1.1568e-05i,-0.00080397+0.0001737i,-0.000533+4.4188e-05i,-1.0431e-05+0.00017358i,-2.7198e-05+2.311e-05i,-0.00095126-0.00013352i
0.00014159-0.0010364i,0.000555-0.00076839i,-0.00026653-0.0010594i,-0.0018888-0.0010099i,-0.002626-0.00065105i,-0.0012732+0.00034943i,-0.00010251+0.00060217i,0.00032263-0.00020823i,6.6724e-05-0.0010794i,-0.00082193-0.0010251i,-0.00042449+2.3131e-05i,-0.00023243+0.00033215i,0.00028709-0.00014673i,0.0010496-0.0002139i,0.00073311-0.00024295i,-0.00028824-7.8614e-05i,-0.00091627-7.1163e-05i,-0.0010204+0.00011863i,-0.00042529+4.4253e-06i,7.8898e-05-0.00034137i,-5.5782e-05-9.161e-05i,-0.00041843+5.9944e-05i,-0.00082274+0.0001458i
0.00059687+0.0011159i,0.00052963+0.00070745i,0.0013197+0.00018401i,0.0013459+0.00062014i,0.00033239+0.00079627i,-0.00052857+0.00053902i,-0.00046512+0.00056645i,-0.00020275+0.00036412i,0.00027342-0.0001319i,0.00011366-0.0002694i,0.00022039-3.3108e-05i,0.00064965+0.00027837i,0.00017221+0.00078973i,-0.0004244+0.00063544i,-0.0004044-7.6073e-05i,-0.00021913+0.00012348i,-0.00015703+0.00041458i,1.7064e-05+0.00013425i,0.00038135-0.00067195i,0.00024275-0.00065014i,-0.00032089-0.00055985i,-0.00049171-0.00087033i,-0.00017973-0.00018442i
-0.0001667-0.0014423i,0.00015963-0.00074719i,-0.00081815-0.0013382i,-0.0024137-0.0021533i,-0.0030118-0.00097047i,-0.0015795-0.00017217i,3.6036e-05-0.00028362i,0.00036049-0.00034194i,0.00020986-0.00061788i,-0.00025996+1.7815e-05i,0.00013052+0.0011432i,0.0003769+0.0011872i,0.00041119+0.00039332i,0.0010959+0.00016358i,0.00014218+0.00061898i,-0.00049489+0.00055728i,0.0001225+0.00028736i,-0.00017749+0.00086445i,-0.0002266+0.00097332i,-0.00013771+0.00055096i,-0.00032182-0.00018276i,0.00014562-0.00046571i,9.7788e-05-0.00019611i
-0.00054051+0.0011328i,-0.0003312+0.00018734i,0.00024042+0.00076211i,0.0005132+0.0017128i,0.00029262+0.001332i,0.00035861+0.0011882i,0.00058572+0.00067073i,0.0005337+0.00022382i,-1.2376e-05+0.00048689i,-0.00039822+0.0008512i,-0.00031481+0.00054225i,-0.00027439-0.00010533i,-0.00064173-4.5456e-05i,-0.00042174+0.00033217i,-0.00038235-0.00027359i,-0.0007133-0.00084613i,-0.0010983-0.00053679i,-0.00070036-0.00013786i,-0.00026502-0.00040567i,0.00014321-0.0011005i,0.00016629-0.00015619i,0.00050293+0.00073242i,0.00067941+0.0001664i
-0.00053306-7.6684e-05i,-0.00043797+6.219e-05i,-0.0011386-0.00056972i,-0.0019435-0.0010599i,-0.001964-0.00058746i,-0.0013335+0.00040336i,-0.00079138-0.00028614i,-0.00044827-0.0014979i,-0.00050836-0.0012278i,-0.00079211-0.00054846i,-0.00072037-0.00052528i,-9.0996e-05-0.00034104i,0.00019578-0.00066348i,0.00037137-0.0004419i,0.00060631-0.00024232i,0.00024019-0.00014731i,-0.0003446+0.00014699i,-0.00033219+6.1701e-05i,-0.00025252-0.00031193i,5.4757e-05-0.00020909i,0.0003376+0.00047284i,0.00028217+0.00074756i,-0.00010265+0.00071775i
-8.6733e-05+0.0018251i,-0.00064302+0.0018292i,0.00055774+0.0014981i,0.0014352+0.00086844i,0.0018864-3.8618e-06i,0.0013696-0.000351i,0.00078285-4.9997e-05i,0.00061752-0.00028175i,0.00052045-0.00042004i,0.00090667+0.00032857i,0.00051266+0.00048195i,0.00013213-0.00044148i,0.00036779-0.00093317i,-0.00018652-0.00019522i,-0.00048269-0.00010985i,-0.00032466-0.00058634i,-0.00048163-0.00038992i,-0.00069893+0.00027708i,-0.00020489+0.00016722i,0.00051596+0.00018584i,0.00011638+0.000345i,-0.00027522-8.9658e-05i,0.00010833-0.00015755i
-0.00064835-0.0021239i,-0.00036473-0.0011629i,-0.0012559-0.00086583i,-0.0019831-0.00039293i,-0.0023068+0.00013303i,-0.0018843+0.0009691i,-0.0007262+0.0010721i,0.00030778+4.7496e-05i,0.0011142-0.00040397i,0.00056258-8.9309e-05i,2.0054e-05+0.00054597i,0.00079262+0.00046673i,0.00071418+0.00012752i,-0.0007597-1.2816e-05i,-0.0010356+4.1147e-05i,-0.00042065+0.00015294i,-9.9911e-05+0.0001474i,-0.00032863+0.00055167i,-0.00024722+0.0010865i,0.00081864+0.0012768i,0.001101+0.00087034i,0.00017239+0.00018398i,-0.0011768-3.4979e-05i
0.0016225+0.00071052i,0.00096179+0.00093356i,0.00087397+0.00056177i,0.00026313+8.5558e-05i,-0.00014837+4.8044e-05i,-0.00033851+0.00047247i,-0.00067766+0.0001276i,-0.00056951-0.00039989i,0.00037284-0.000451i,0.0015876-0.00069592i,0.0021767-0.00081299i,0.00125+0.00010128i,0.00072522+0.00089612i,0.00043695+0.00089646i,-0.00018534+6e-06i,-0.00057675-0.00032934i,-0.00030481-0.00012475i,-3.3217e-05+0.00035729i,-0.00039127+0.00094784i,-0.00069371-0.00020936i,-0.00051327-0.00071851i,-0.00057632-0.00039837i,-0.00070439+0.0001551i
0.00018859-0.00034651i,-0.0006262+0.00021714i,-0.0011454+0.00080897i,-0.0017525+0.0001112i,-0.0020329-0.0014749i,-0.0017694-0.0013064i,-0.00089775-0.0003711i,0.00024281-9.6727e-05i,0.00026689-0.00027654i,-0.00041808+0.00030228i,-0.00069912+0.00059322i,-0.00084912-6.2947e-05i,-0.00053353+0.00014003i,0.00086789+0.00028641i,0.0013785+0.00029303i,0.00036638+0.00029996i,-0.00063868+0.00045495i,-0.0006893+0.00018786i,-0.00042447-5.1247e-05i,-0.00013163-0.00015671i,-0.000316-0.0003496i,-0.00073959-6.1425e-05i,-0.00066603+0.00021744i
-0.0014025+0.00091184i,-0.00095564-0.00053571i,0.00051886-0.00020316i,0.0006582-0.00020845i,-0.00033506-0.00072068i,-0.00059679-0.00056444i,-0.00019247-0.0002152i,-0.00060595+8.8289e-05i,-0.0007501-1.452e-05i,-1.9967e-05+0.00023995i,9.542e-05+0.00088791i,0.00036022+0.0006876i,0.00064236-0.00033602i,-5.2736e-05+0.00028319i,-0.00052878+0.0010756i,-0.00011116+0.00033061i,0.00075077-0.00023956i,0.00057563-0.000511i,-0.00027194-0.00075794i,-0.00014498-0.00043359i,-6.8131e-05-3.4626e-05i,0.00032357-0.00018136i,0.00021851+8.2562e-05i
0.00032687-0.00021701i,0.00055633-0.00017585i,0.0008129+4.0292e-05i,2.0944e-05+0.00062393i,-0.00094706+0.0010004i,-0.00074571+0.0001097i,-6.7646e-05-8.8798e-05i,-8.7338e-05+4.7002e-05i,-0.00078761+5.4133e-05i,-0.00092906+0.00051645i,0.0003533+0.00088611i,0.001245+0.00063427i,0.0010238+2.8776e-05i,0.00063619-0.00035399i,0.00046027-0.0006464i,0.00011525-0.00054326i,-0.00017651-0.00073404i,5.2209e-05-0.00078452i,0.00014243-0.00099975i,7.6012e-05-0.00038104i,0.00037843+6.6433e-05i,0.0010464-0.00039827i,0.0012284-0.00034054i
-0.00061192+0.00014195i,-0.0014812-0.00042571i,-0.0023496-0.00073052i,-0.0024878-0.00021803i,-0.00248-0.00015615i,-0.0013853+1.0977e-05i,-0.00037619+0.00047996i,-0.00038048+0.00040378i,0.0001521-0.00026293i,0.00033582-0.00034834i,0.00051734-0.00036175i,0.0011526-0.0002146i,0.0014073+0.00034549i,0.00076405+1.5088e-05i,0.00030318-0.00042154i,-9.4595e-05+0.00034514i,-0.00042322+0.00104i,-0.00050525+0.0005166i,-0.00021436+0.0001136i,0.00054691-0.00016439i,0.0010113-0.00017472i,0.00089508+0.00011342i,0.00098171-8.2967e-05i
1.806e-05+0.00018425i,0.00033702-0.00038619i,0.0017004+0.00010805i,0.0020487+7.2072e-05i,0.000613-0.0009417i,-0.00035205-0.0007973i,9.1244e-05+0.00042046i,0.00049905+0.00031493i,0.00067896+0.00047954i,0.00091568+0.0008928i,0.00092716+0.00080122i,0.00068351+0.00058629i,5.7861e-05-0.00043604i,-1.3256e-05-0.00092921i,-2.6113e-05-0.00042973i,-0.0003004-0.00073598i,-0.00054446-0.0006111i,-0.00032109-0.00025232i,0.0001166+8.789e-05i,7.7594e-05+0.00022283i,0.00067572+0.0007374i,0.00027216+0.00058638i,-0.00036507+0.0005071i
-0.00086012-0.00071339i,0.00039113-0.0005276i,0.00018513+0.00016833i,-0.00015554+0.00035066i,-0.00033929-0.00044428i,-4.6964e-05-0.00053159i,0.00035479-0.00030298i,0.00018136-0.00042961i,-4.8972e-05-0.00096823i,-0.00034343-0.00073867i,-5.8883e-06-0.00052585i,0.00093224-0.0001123i,0.00028746+2.4765e-05i,-0.00018552-0.00055588i,0.00029433-0.00029988i,-0.00016241-1.2328e-05i,-0.00079134+7.3953e-05i,5.5556e-07-0.00012968i,0.0009649-0.00039707i,0.0011009+0.00018216i,0.00039628+0.0012661i,0.00011359+0.0010877i,0.000356+0.00034556i
-0.00067437+5.7801e-05i,0.00011151+0.0001513i,-0.00048626+0.00069865i,-0.00047846+0.00037192i,-0.00020192+7.0071e-06i,0.00018811-0.00083825i,0.00041637-0.00090542i,-5.1709e-05-0.00027503i,-0.000607+0.00016149i,-0.0011266+0.00076665i,-0.0010677+0.00074215i,-0.0002457+0.00017993i,0.00029845-0.00011085i,8.4565e-05-0.00012855i,0.00038037+7.4578e-05i,0.0011069+0.00016693i,0.00082746+0.00020913i,0.00038035-0.00049137i,0.00042185-0.00065394i,0.00010481-0.00047862i,-0.00014387-0.00011253i,8.2236e-05+0.00054746i,6.2801e-05+0.00058963i
-0.0010595-0.001041i,-0.0015386+9.2084e-05i,-0.0016978-1.8731e-05i,-0.0015401+0.00021357i,-0.00075886+0.0011489i,-0.00022945+0.00037489i,-0.00016512-0.00029994i,0.00035365+0.00021638i,0.00024361+0.00013124i,-0.00029664-8.8401e-05i,1.2477e-05-0.00017107i,0.00079978-0.000528i,0.00040376-0.00072793i,0.00018931-0.00068013i,0.00039418-0.00067842i,0.00036054-0.0004857i,0.00018721-6.7968e-05i,-0.000114+0.0003076i,-6.3815e-05+0.00027579i,8.7799e-05+0.00031915i,-1.0721e-05+0.00057643i,2.5111e-05+0.000237i,0.00062862+6.0986e-07i
0.00081993+0.0005963i,0.00024036+0.00044252i,0.00173+0.00057575i,0.0018787+0.00065597i,1.6921e-05+0.00025338i,-0.0010298-0.0013641i,-0.00088982-0.0017752i,-0.00025129-0.00063038i,0.0001433+1.7201e-05i,-6.008e-05+0.00044957i,0.00019378+0.00066275i,0.00054286+0.00029059i,0.00022695-8.106e-05i,-0.00011405+0.00010169i,0.00022663+0.00012301i,0.00064728-0.00018109i,0.00057786-9.1339e-07i,0.00014737+0.00053547i,0.00033612+0.00089599i,0.00022143+0.0011849i,-0.00089405+0.00057252i,-0.00076007-0.00050014i,0.00038544-0.0003566i
-0.00072438+0.00092191i,-0.00068997+0.00058349i,-0.00047489-0.0003413i,-0.00033777-0.001362i,-0.00029062-0.0018391i,-0.00076464-0.0014431i,-0.00041012-0.00089009i,-7.0442e-05-0.00010871i,7.051e-05+0.00077292i,0.00052284+0.00048487i,0.00019077-3.5885e-05i,-0.00063355+3.2788e-05i,-0.00076817+0.0003139i,-0.00018135+0.00037574i,-0.00057355+0.00059306i,-0.00027519-7.6928e-05i,0.00052165-0.0010832i,0.00027464-0.0012653i,0.00042277-0.00083024i,0.00052709+0.00019803i,0.00037947+5.8579e-05i,0.00096103-0.00022449i,0.00085259-0.00019943i
-6.1825e-06+0.00011036i,-0.00061451+0.00023349i,-0.00027999-0.00064073i,-0.0004093-0.00010735i,-0.0011978+0.000269i,-0.0011646-0.0007335i,-0.00040538-0.00039961i,-1.9549e-05+0.00082713i,9.8867e-05+0.00010627i,-0.00029165-0.0008386i,-0.0001894-0.00065798i,0.00010828-0.0005892i,0.00042889-0.00042463i,0.00043394-2.2536e-05i,-0.00029636+0.00013816i,-0.00095578-1.0298e-05i,-0.00019765-5.6241e-06i,0.00038611+4.1164e-06i,-0.00018071-0.00018433i,-0.00037946+0.00018764i,-0.00048481-0.00010787i,-0.00038097-0.00049257i,-6.6624e-05-7.613e-05i
