-0.0020299+0.00058223i,-0.0017275+0.0010562i,-0.0022847+0.0017687i,-0.0024113+0.0020423i,-0.0014882+0.0026808i,0.00081742+0.0021974i,0.0019499+0.0010259i,0.0014062+0.00067893i,0.00087405+0.00066693i,0.0013771+0.00015682i,0.0011606-0.00060255i,0.00057934-0.0011324i,-0.00019485-0.0010018i,-0.00086201-0.00074528i,-0.00099224+0.0001153i,-0.0012832+0.00047787i,-0.0017683-5.0304e-05i,-0.0011009-0.00029216i,2.0292e-05-0.00029383i,0.00029979+3.0264e-05i,0.00069397+6.7339e-05i,0.00070603-0.00031099i,-0.00041148-0.00030714i
-0.0022012+0.001865i,-0.002085+0.002593i,-0.0019855+0.0026752i,-0.00088644+0.0016154i,0.00055796+0.00078578i,0.00029866-8.0548e-06i,-0.00018982-0.00030496i,0.0001461-0.00016868i,0.00097936+0.00084479i,0.0018158+0.0016839i,0.0014814+0.00060293i,0.00073187-0.00010634i,0.00045321+0.00024571i,0.00018361+0.00037232i,0.00012995+0.0006326i,-0.00013292+0.00053029i,-0.00073779+0.00010801i,-0.0008723-0.00022719i,-0.00084764-0.00064963i,-0.001241-0.00050168i,-0.00092993-0.00024181i,0.00024998+3.1476e-05i,-0.00029974+0.0002807i
0.0013917+0.00028009i,0.0016196-0.0014556i,0.0016837-0.0028777i,0.0012246-0.001981i,0.00036803-0.0012744i,0.00023336-0.0012269i,-0.00035511-0.00080976i,-0.00070439-0.00066077i,0.00027725-0.00029285i,0.0010225+0.00070784i,0.00061102+0.0013726i,-8.8272e-05+0.0013611i,-0.00016314+0.0011294i,-4.2519e-05+0.0010413i,-0.00026234+0.00071664i,-0.00049813+0.0004708i,-0.00031685+0.00021238i,0.00068666-0.00038315i,0.0010136-0.00024802i,0.00031818+0.00030601i,-0.00052534+0.0004276i,-0.00076366+0.00058858i,-0.00044738+0.00057771i
0.00026632-0.00033521i,0.0003798-0.00031944i,0.00022188-0.00062161i,0.00036772-0.00086365i,3.2391e-05-0.0011105i,0.00042852-0.0014227i,0.00072123-0.0012655i,0.0005727-0.00039755i,0.00051211+0.00020355i,0.00014483+0.00036418i,-0.00074899+0.00053676i,-0.0012103-0.00033893i,-0.00039081-0.0012206i,8.6999e-05-0.00043257i,-4.266e-05-0.00016108i,0.00026216+0.00016034i,2.6375e-05+0.00047207i,-0.0001712-0.0002208i,0.00029038+2.0458e-05i,-5.1132e-05+0.00082376i,0.00036789+0.00013099i,0.0010063-0.00019272i,0.00075206+0.00057089i
0.00072933-0.0014159i,-0.00036643-0.0019911i,-0.0014372-0.0011251i,-0.00095668+7.6855e-05i,-0.00046115-0.000137i,-0.00034706-5.5083e-06i,-0.00073158-0.00021093i,-0.00049973-0.00027835i,-0.00019928-0.00018698i,-0.00029481-0.0012648i,0.00012697-0.0015773i,-3.9761e-05-0.00096596i,-0.00033625-0.00024073i,3.9796e-05+6.7775e-05i,0.00031904-0.00012782i,0.00030247+2.2888e-05i,-0.00023895-0.00059192i,-0.00055059-0.00095619i,-0.00012343-0.00029842i,-0.00034237+0.00024216i,-0.00055143+0.00021588i,-0.00030994+0.00076597i,-0.00055221+0.001132i
0.00061179+0.0020535i,0.0003447+0.0018737i,0.00060819+0.0018234i,0.0011193+0.00052702i,0.0016941-0.00075915i,0.00065534-0.0013509i,0.00028722-0.0013036i,0.00080061-0.00010891i,0.00055099+0.0014923i,0.00074024+0.0013527i,0.0017404+0.00020419i,0.00095961-0.00015621i,8.989e-05-0.00031362i,1.7484e-05+0.00015185i,-0.00024522+0.00033221i,-0.0001968-2.1549e-05i,-5.4435e-05-0.00010542i,-0.00032027+9.9965e-05i,-0.00039735-0.00038916i,-0.00077792-0.0011808i,-0.0008178-0.0017597i,-0.00014415-0.00046473i,-0.00027995+0.00084163i
-0.0017104-0.0015602i,-0.0014971-0.00068681i,-0.0015888+0.00087355i,-0.00079496+0.0013593i,0.00044843+0.00094118i,0.00090121+0.00055724i,0.00055522-0.00020251i,0.00057227-0.00033119i,0.0014158+0.00051427i,0.0012786+0.0012522i,0.00051974+0.0012669i,8.4992e-05+0.00089138i,0.00010619+0.00064537i,0.00015998+0.00087364i,0.00016984+0.0010947i,0.00012556+0.00079892i,-0.00030326+0.00077982i,-0.00017686+0.0007946i,0.00020671+0.00052942i,-0.00017787+0.00060453i,-0.00016816+0.00046105i,0.0004209+0.00066865i,2.7396e-05+0.00068066i
-0.00010847+0.0007285i,-0.00077035+0.0017578i,-0.0015504+0.0024775i,-0.00067368+0.0012219i,-0.00030643-0.00025935i,-0.0011848-0.00070049i,-0.00042843-0.00046905i,0.00046333+0.00020246i,8.2955e-05+0.00052789i,3.7184e-05+0.0011324i,0.00018606+0.0005168i,-0.00028233-0.00036836i,-0.00070403-0.00029407i,-1.4353e-05+0.0001822i,0.00033546+0.00070143i,0.00027095+0.0013802i,0.00043248+0.0015937i,0.00099975+0.00095032i,0.00084431+0.00035551i,0.00019407+0.00032055i,0.00061644+0.00010521i,0.00068151+0.00020151i,0.00020554+0.00048185i
-0.0025127+0.0001354i,-0.0019445+0.0014561i,-0.0012201+0.0021839i,-0.00059124+0.0019244i,0.00012115+0.0014498i,0.0005361-0.00015279i,0.001146-0.0010688i,0.00073456-0.00097872i,0.00025082-0.00037047i,0.00062022+0.00066787i,0.00092227+0.00074531i,0.00072395-0.00023506i,-7.8158e-05-0.0010507i,-0.00043114-0.00092107i,-0.00023869-0.00074304i,-0.00058531-0.0002165i,-0.00041867+0.00025487i,-0.00020251+9.2368e-05i,-0.00039885-0.00024148i,-0.00073204-0.000395i,-0.00021281-0.00020548i,0.0005953+0.00062859i,0.00085091+0.00066033i
0.0018968+0.0013397i,0.0011758+0.00036817i,0.0010228-0.00023013i,0.00083584-0.00047235i,1.6701e-05-0.0011745i,-0.00047-0.0014519i,-0.0010982-0.00056358i,-0.0010096-0.0005847i,0.00022686-0.0010139i,0.00050868-0.0012173i,0.00084803-0.00094599i,0.00091688-0.00018881i,0.00046951+0.00054764i,0.00041406+0.00081625i,0.00035274+0.00069488i,0.00073642+0.00093634i,9.7077e-05+0.0013268i,-0.00049774+0.0011736i,-0.00016215+0.00052055i,0.00013037+0.00018668i,0.00050415+0.0005591i,0.00041512-0.00020303i,0.00036706-0.00061237i
-0.00083548+0.00013251i,-0.0013606+0.00016973i,-0.0022367+0.0012101i,-0.00074308+0.0008753i,0.00059983-0.0011927i,0.00082518-0.0021248i,0.00055431-0.00097956i,0.0005449-0.00011803i,0.00047418-2.7118e-05i,0.0006366+0.00056463i,0.00050238+0.0010675i,9.0404e-05+0.00085484i,0.00057586+0.00063759i,0.0016738+0.00074199i,0.0015146+0.00072195i,0.00093085+0.00088525i,0.00014996+0.00085743i,0.00011286+0.00036579i,0.00071315+0.00035837i,-0.00052649+0.00062952i,-0.0015956+0.00047787i,-0.00075598-2.3308e-05i,0.00019956+0.00021011i
0.00051482+0.0023599i,0.0012967+0.0014722i,0.0015959+0.00077244i,0.0018554+0.00088779i,0.001706+0.00034398i,0.00066001-0.0015902i,0.00024966-0.0029136i,0.00080105-0.0017638i,0.00066797+0.00039468i,0.00042326+0.0014309i,0.00024941+0.0011693i,0.00035165+0.00032602i,0.00077058+0.00021405i,-0.00014162+0.00057186i,-0.00094465+0.0011559i,-2.9311e-06+0.0017067i,0.00037572+0.0014495i,-0.00011377+0.00026502i,-0.00014395-0.00069852i,0.00011414-0.00064645i,-0.00060795-0.00047706i,-0.0012381-0.00046297i,-0.00068958-0.00022178i
-0.0013925+0.0019461i,-0.00076763+0.0019317i,0.00080492+0.00083815i,0.0016848-0.00033027i,0.0018714-0.001147i,0.00080954-0.0015614i,0.00026613-0.00082967i,0.00042307+0.00035815i,0.00018823+0.00099781i,0.00011499+0.00097379i,-2.3735e-05+0.00087586i,-0.00048218+0.00060201i,-0.0007462-0.00015089i,-0.0008913-0.00051878i,-0.00067947+0.00075313i,-0.00038397+0.00089274i,-0.00021289-0.00033847i,-0.00015655-0.00039551i,-0.00090365-0.00011964i,-0.00057769-0.00060307i,0.00037867-0.0008142i,0.00061089-0.00077935i,0.00030902-0.00042906i
0.00011023+9.9436e-05i,0.00082688+0.00026462i,0.00067873+0.00015185i,-0.00066384+0.00024879i,-4.7114e-06+0.0001143i,0.00065567-0.00028936i,0.00044265-0.0012517i,0.00069672-0.0011712i,0.00078701-0.00026356i,0.00058316+0.00034054i,0.00045585+0.00050373i,0.00041237-8.6811e-05i,0.00010051-0.00055669i,-0.0003398+0.00020279i,-0.00097104+0.0010315i,-0.000327+0.00086605i,0.00054028+0.00033257i,0.00012677+0.00016282i,-0.00059365-8.241e-05i,-0.0011262+0.00016618i,-0.00040028+0.0002418i,0.00038603-0.00032517i,0.00021396-0.00014331i
5.8864e-05+0.001035i,0.00010455+0.0012823i,0.00017067+0.0020038i,0.00096643+0.0017691i,0.0013206+5.7532e-05i,0.001594-0.0011443i,0.00078608-0.0011882i,-0.00048114-0.00096151i,0.0002665+0.00033801i,0.0011331+0.0008338i,0.0010357+0.00041735i,0.0014548+0.00059553i,0.0016486+0.00061977i,0.0013396+0.00052109i,0.001321+0.00062895i,0.00050033+0.0011337i,-3.9653e-05+0.00084387i,0.00037941+0.00042483i,1.4628e-06+0.00063756i,-4.2564e-05+0.00050921i,-0.00015262+0.00077379i,-0.0005195+0.00030819i,-0.00011693-8.0239e-05i
-0.00037768+0.00048591i,-0.001368-0.00016477i,-0.00085551+0.00013905i,0.00059977+0.00064091i,0.00042299+0.00033414i,0.00029621-0.00027764i,0.00018726-0.0011978i,-0.00027921-0.0013054i,-0.00014295-0.00051973i,-9.3861e-05+0.00014614i,0.00029899-0.00025175i,0.00090972-0.00021172i,0.00095014+0.00061076i,0.00078309+0.00075606i,0.00053005+0.000597i,0.00014753+0.00063874i,0.00011191+0.00076828i,-0.0001569+0.00049793i,-0.00062123-0.00021615i,-0.00017197-0.00043366i,-0.00013613-0.00041624i,-0.00032396-0.00025917i,-0.00010885-0.00025707i
0.00015335+0.002352i,0.00035857+0.0018212i,0.00063772+0.0010106i,0.00065644-0.00064733i,0.0010651-0.0010606i,0.0012593-0.001153i,0.00017037-0.00012736i,-0.00059502+8.4383e-05i,0.00031626-0.00041515i,0.00089885-4.5752e-05i,0.00015507+0.00068354i,-0.0008499+0.0003842i,-0.0016012-0.0003938i,-0.0010139-0.00022377i,-0.00049191+0.00037495i,-0.00012422+0.0007062i,0.00038581+0.00083318i,0.00047923+0.00081172i,0.00038747+0.00099273i,-0.00019618+0.00017415i,-0.00050727-0.001007i,-0.00014364-0.0010028i,0.00029087-0.00048487i
-0.0019001-0.00029669i,-0.0021498-0.00020801i,-0.0020899+0.001089i,-0.00074561+0.0017055i,0.00095269+0.0013689i,0.001724+0.00040994i,0.00073472-0.00016078i,-0.00016867+0.00024819i,0.0005096+0.00079083i,0.00096308+0.0010211i,0.0003565+0.00034633i,-4.3512e-05-0.00043069i,0.0011081-0.00047933i,0.001651-0.0002746i,0.0015574-0.00029352i,0.0016553-0.00024429i,0.00090996-0.00012941i,-0.00022393-0.00011024i,-0.00046691+0.00025965i,0.0001713+0.00020741i,0.00046826-0.0001143i,0.00040219+0.00012836i,0.00035538+1.3599e-05i
0.001238+0.00059922i,0.001791-0.00016863i,0.0016385-0.00041298i,0.0012907-0.00048689i,0.00093468-0.0014435i,0.00059406-0.0027515i,0.00062238-0.0025218i,0.00066849-0.001391i,0.00034998-0.0008778i,-0.00019473-0.00084983i,-0.00021936-0.00040011i,-0.00064614+9.733e-05i,-0.0010419+0.00057519i,-0.00090292+0.00031727i,-0.00076556-0.00012319i,-0.00087658-0.00056095i,-0.00035587-0.00063684i,-0.00015015+0.0001943i,-0.00054541+0.00086288i,-0.00034816+0.0008081i,0.00031322+0.00039262i,0.00037252-2.4477e-05i,0.00020844-4.347e-05i
-0.0014371+8.9577e-05i,-0.0019609-0.00026675i,-0.0027417+0.00060544i,-0.0021427+0.00075492i,-0.00036531+0.00050719i,0.00043453-0.00066817i,0.00043349-0.00096972i,0.00023156-1.9674e-05i,-0.00039593+0.00039119i,-0.00040281+0.00059627i,-0.00032132+0.0011401i,-0.00060871+0.0011396i,0.00013855+0.0006177i,0.00060085+8.29e-05i,0.00093011+0.00040595i,0.0012701+0.00026224i,0.00067354+0.00062795i,0.00014348+0.00081285i,-0.00027265+0.00012414i,-0.00052315+0.00010668i,-0.00027829+0.00013682i,-0.00013611+0.00036352i,-0.00046851+0.0004354i
-5.9104e-05+0.002038i,0.00062985+0.00058891i,0.00014423+0.00013025i,-0.00010582+0.00049895i,0.00073112+0.00047624i,0.00098778-0.00023035i,-3.1505e-05-0.00089011i,-0.0003882-0.00057036i,0.00038912+8.7221e-05i,0.0011175+0.00065702i,0.00054028+0.00073587i,0.00048672-1.9538e-05i,0.00068064-0.00014537i,0.00045702+0.00039388i,0.00043155+0.00072612i,0.00034702+0.00081604i,-2.0129e-05+0.00042432i,-0.00021928-0.00019815i,0.00018396-0.00042837i,0.00027904+0.00043545i,-0.00022538+0.0015382i,-0.00048038+0.0016037i,-0.00026848+0.00012883i
-0.0010109-0.0019728i,-0.0019997-0.0013623i,-0.0032739+0.00023615i,-0.0026488+0.00024102i,-0.0012169-0.00076952i,-0.0007297-0.0011602i,-0.00040352-0.0012416i,-0.00011926-0.0011281i,0.00018059-0.00026335i,0.00035541+0.00057302i,0.00040331+0.00068283i,-4.2206e-06+0.00038114i,-0.00035796-0.0002503i,0.00070997-0.00069014i,0.00094902+6.7799e-05i,0.00032969+0.0011685i,-6.8922e-05+0.0011974i,-0.00042964+0.00011792i,-0.00015931-0.00047256i,-0.00023352-4.7068e-05i,-0.0007541+0.00019257i,-0.00056824+0.0002418i,-0.00035905+0.00053723i
-0.0012415-0.00042773i,-0.00060992+0.00033701i,0.00041867+0.00045941i,0.00064052+0.00078174i,0.0012347+0.00094097i,0.0015584+0.00076097i,0.00030673-0.00040458i,-0.00021882-0.0011301i,0.00052297-0.00057403i,0.00076182+0.00060757i,0.00038695+0.00042638i,-6.843e-05-0.00041632i,-0.00040917-6.8479e-05i,0.00028909+0.00030739i,0.00039547+0.00027231i,-0.00013893+0.00013628i,0.00025658+0.00060086i,0.00032979+0.00067585i,0.00023315+0.00027291i,0.00014159+9.9455e-05i,-0.00020916+0.00074877i,-0.00045153+0.0015577i,-0.00042795+0.0011802i
0.0014028+0.0010235i,0.00069748+0.00098455i,-0.00079572+0.0016267i,-0.001136+0.00083649i,0.00040808-0.00026644i,0.0010874-0.00038069i,0.000674-0.00073141i,0.00062032-0.00066647i,-0.00040582-0.00026229i,-0.00070816-1.7232e-05i,0.00013214+7.2983e-05i,-7.8054e-05-0.00013804i,-0.00043271-0.00057306i,-0.00084565-0.00044769i,-0.00038733+6.3279e-05i,0.00076503+0.00050942i,0.0010392+0.0010286i,0.0012373+0.00038566i,0.00056184-4.5788e-05i,-0.00064168+0.00088171i,-0.00055402+0.0011248i,-8.0132e-05+0.00053081i,-0.00023823+0.00030852i
0.00048119-0.00057745i,-9.6817e-05-0.0012022i,0.00075309-0.00239i,0.0002556-0.003084i,-0.00077665-0.0023741i,-0.00024778-0.001376i,0.00054692-0.0014029i,0.00032218-0.00077872i,-9.1522e-05-0.00022043i,-6.6247e-05-0.00017613i,0.00019119-0.00076327i,0.00048833-0.00060686i,0.00031477-0.00018036i,0.0002745-0.0001708i,0.00034821+0.00017806i,-1.155e-05+0.00094225i,-0.00011664+0.0015322i,-0.00034596+0.00058645i,-0.00050871-0.00040608i,-4.7836e-05-0.00051492i,0.0002845+0.0001294i,6.7349e-05+0.00033412i,-0.00024147+0.00032068i
0.00024987-0.00066827i,0.00073478-2.3716e-05i,0.00071197-2.5374e-05i,-5.4441e-05-0.00010031i,-0.00061371-0.00020327i,-5.2287e-05-0.0010583i,0.0010353-0.0015882i,0.00084836-0.00084518i,0.00028886+0.00055029i,0.00034036+0.00081059i,5.6958e-05+0.00114i,-0.00077371+0.00080429i,-0.00043404+0.00039024i,0.00032372+0.00061867i,0.00061122+0.00039561i,0.00090594+0.00075313i,0.00013914+0.00048142i,-0.00092086+0.00012149i,-0.00082022+0.00024839i,-0.00046994-0.00013335i,-8.6511e-05-0.00052091i,-0.00056427+0.0003334i,-0.00056185+0.0010405i
-0.00038997-0.0010976i,-0.0015549+0.00029939i,-0.0021234+0.0013122i,-0.00080089+0.001104i,0.00023604+0.00046334i,0.0010377+0.00035393i,0.0010494+0.00045879i,-0.00012909-0.00014832i,-0.000498-0.0010976i,0.00010356-0.00034444i,0.00083332+0.00088046i,0.00084855+0.00094458i,0.0010894+0.00061952i,0.0014194-1.7405e-06i,0.00052964-1.4586e-05i,0.00025064+0.00069756i,0.0007687+0.00081493i,0.00026443+0.00025901i,-0.00017313-0.00039839i,-0.00022568-0.00093595i,-0.00034856-0.00032283i,0.00033372+0.00077452i,0.00023651+0.0010186i
0.00078649+0.0011926i,0.00090201-0.0003537i,0.00022908-0.0011961i,-0.00072345-0.00045386i,0.00032193-5.2072e-05i,0.00086158-0.00063122i,-0.0003567-0.00064372i,-0.00087755-0.00044725i,-0.00052927-6.2939e-05i,-2.8952e-05+0.00030262i,0.00069116+0.00071978i,0.00043032+0.00078645i,-0.00015555+0.00073954i,-0.00056333+0.00081893i,-0.0010262+0.00044195i,-0.00089727-0.0001396i,-0.00073551-0.00036818i,-0.00065051-0.000249i,9.2169e-07-2.2897e-05i,0.00023464-2.3526e-05i,0.000178-0.00073038i,0.00023096-0.00050832i,0.00034892+0.00015474i
6.0979e-05-0.0010338i,0.00040025-0.00068994i,-0.0014731-0.0002016i,-0.0017792+0.00043754i,-0.00060048+0.00023335i,6.8769e-05+0.00043036i,0.0004905+0.00020229i,0.00072423-0.00040596i,0.00068541+0.00012929i,0.00011906+0.00054257i,-0.00029274-0.00017796i,2.9108e-05-0.00035432i,0.00044776+0.00045488i,0.00050118+0.00087568i,0.00051054+0.00064712i,0.00071524+0.00075399i,0.00073681+0.0014232i,0.0007454+0.0013288i,0.00032526+0.00071294i,-2.9024e-05+0.00013275i,0.00029593-0.00043553i,0.00059318-0.00082644i,0.00039101-0.00026542i
-0.00038465-0.00031489i,-0.00035414+0.00041367i,-0.0007762-0.00017116i,-0.00064717-0.00010386i,-0.00037583+3.6819e-05i,0.00012032+1.8498e-06i,0.00026971-8.8967e-05i,0.00069936-0.00040612i,0.00027331-0.00047355i,-0.00038035+0.00064479i,-0.0001749+0.00059601i,0.00021187+0.00012822i,0.00042222+0.00019023i,0.00053676+0.00028895i,0.00031357+0.00050154i,6.3783e-05+4.9267e-05i,-0.00037664-0.00031353i,-0.00060714+0.00029685i,-0.00026446+0.00052002i,0.00013039+0.00081172i,7.816e-05+0.0010578i,0.00024134+0.00043092i,-0.00013321+3.6177e-05i
0.0011221-0.00019192i,0.00058105-0.00082216i,0.00087469-0.00077864i,-0.00011267-0.00060018i,-0.00067808-0.00074962i,-0.0006873-0.0013474i,-0.00052569-0.0015536i,-0.00039254-0.0010803i,-7.4846e-05-5.3698e-05i,0.00056017+0.00068728i,0.0013665+0.0006836i,0.00060635+0.00052009i,-0.0011421+0.00035444i,-0.00073539-1.1453e-05i,0.00066415+0.00014809i,0.00089865+0.0010417i,0.00036909+0.0011899i,0.00010742+0.00058181i,0.00015449+0.00020407i,0.00018319+0.00045842i,-0.00030441+0.00032041i,-0.0005296+0.00018988i,-0.00010061-0.00031279i
0.00036085+0.0016559i,0.0015738+0.0015999i,0.0022705+0.00066435i,0.0017886-0.00013169i,0.00079612-0.00010765i,1.6463e-05-0.0011258i,0.00071934-0.0014212i,0.0013424-0.0009027i,0.0011583-0.0005391i,0.00068164+0.00063772i,-0.00013022+0.00098951i,-0.00034642-0.00074547i,-0.00048431-0.0014058i,-6.4632e-05-0.00057123i,0.00028839+0.00054465i,0.00024077+0.00086337i,0.00020983+0.00021379i,-0.00032612-2.8792e-05i,-0.00045616+0.00014939i,-0.00029473+0.00013245i,-0.000293+0.00010182i,-6.4889e-05+0.00014124i,4.7974e-06+0.00015462i
-0.001116+0.0015303i,-0.0010595+0.001181i,-0.0012212+0.0011974i,-0.00017051+0.00090502i,0.0010641+0.00093372i,0.0011395+0.0001443i,0.0010957-0.0012793i,0.00095243-0.00086442i,0.00039512+0.00071523i,0.00035847+0.0013788i,6.5603e-05+0.0010213i,-0.00017045+0.00026513i,-0.00031545+0.00038951i,-0.00041748+0.00059855i,-0.00035027+0.00021468i,9.6883e-05+0.00091411i,0.0009459+0.00086159i,0.0014515-0.00016633i,0.0018278-0.00036023i,0.0012719-0.00012259i,0.00028234-0.00043018i,0.00048618-0.0010375i,0.00045554-0.0010035i
0.0011917+0.00078335i,0.00066541+0.00025841i,0.00014168-0.00010996i,-0.00058424-7.8192e-05i,-0.00041962-3.8152e-05i,0.00092236+2.8213e-05i,0.0010573-0.00047916i,0.0010484-0.00058015i,0.00081534-0.00019348i,0.00049778-0.00013281i,0.00011917-0.0001955i,0.00018075+0.0004066i,9.9242e-05+0.00036291i,-0.00016804-0.00025438i,-6.3983e-05-0.00071024i,-0.00013732-0.00055803i,-0.00013584-0.00071144i,-4.2341e-05-0.00045784i,-8.8081e-05-0.00016689i,-0.00037459-0.00025117i,-0.00046671+0.00018196i,-0.00079967+0.00038085i,-0.0012874-2.0527e-05i
-0.00014215+0.00014045i,-0.00088127-0.00044998i,-0.0011408-0.00090007i,-0.0011763-0.00051853i,-0.00057058-0.00057135i,0.00012146-0.0013691i,5.1598e-05-0.00054102i,-0.00030381+0.00042155i,-0.00022725+0.00096083i,-0.00028094+0.0010895i,0.00047166+0.00032222i,0.00098459+9.3734e-05i,0.0007708+0.00086309i,0.00048931+0.0011891i,9.7658e-05+0.00073495i,0.0005389+0.00019667i,0.0010884+0.00021494i,0.0012117+0.00070528i,0.00093415+0.00087562i,0.00020707-3.5279e-05i,-0.00070207-0.00032602i,-0.00071515-5.0792e-05i,-1.0895e-05-0.00014506i
0.0033315+0.00028704i,0.0027258-0.0017071i,0.0018753-0.0021803i,0.00052826-0.0009226i,0.00033368-0.0012176i,9.5692e-05-0.001635i,-0.00048361-0.0010558i,0.00012926-0.00039272i,0.0005652-1.1243e-05i,-4.888e-05+0.0003389i,0.00042406+0.0005241i,0.00070072+0.00073449i,0.00023477+0.0012157i,0.00064373+0.0013483i,-9.4569e-05+0.00040291i,-0.00098103-0.00057016i,-0.0010467-0.00034524i,-0.00055789+7.1601e-05i,-0.00017225+0.00038022i,-0.00033735+0.00082715i,-0.00022881+0.00045335i,-0.00078446+0.00044422i,-0.00059902+0.00084386i
-0.000869+4.413e-05i,-0.0010971+0.00044079i,-0.00024585+0.0014459i,-5.3967e-05+0.00061581i,-0.00023573-0.001482i,0.00010798-0.0014459i,0.00050082-0.0014159i,0.00028822-0.00093092i,5.9278e-05+0.00074485i,0.00024856+0.00073727i,0.00035347-0.00033684i,7.0966e-05-0.00098076i,-0.0005924-0.00067424i,-0.0007966+0.00037826i,-0.00070401-5.5013e-05i,-0.00074401-0.00089657i,1.5361e-05-0.00083834i,0.00017479-6.6051e-05i,-3.5949e-05+0.00068209i,0.00067534+0.00048693i,-7.4611e-05+0.00081344i,-0.00088501+0.0011256i,-0.0004856+0.00055606i
0.00085007-0.0037743i,-0.0012245-0.0039244i,-0.0038884-0.0032736i,-0.0053912-0.0025151i,-0.0045894-0.001167i,-0.0018879-0.00018994i,-0.00026139+0.00032438i,0.00043507+0.001153i,0.0010846+0.00093613i,0.00017457+0.0005166i,-0.00033418+0.00082598i,-0.00021763+0.0011174i,0.00010239+0.00018919i,0.00066805-0.00041223i,0.00023967+0.00024401i,-0.00010345+0.00048145i,-4.7314e-05+0.00053081i,-0.0001335+0.00058083i,-0.00034251-8.8042e-05i,-0.00036753-0.00064025i,0.00021588-0.00082717i,0.00057803-0.00063069i,0.00018549-0.0003029i
0.00019709+0.00039754i,0.00051963+0.00036644i,0.0012288-2.4069e-05i,0.00047459-0.00015356i,4.6736e-05+1.1148e-05i,0.00018734+0.0002772i,-0.0003989+0.00026945i,-0.00057951+0.00025491i,0.00046079+0.00072135i,0.0010471+0.00088348i,0.00093144+0.00022332i,0.00014351-0.00024448i,-0.0005493-0.00024554i,-0.00080519-0.00015748i,-0.0012375-0.00048838i,-0.0011608+8.3393e-05i,-0.00056279+0.00052673i,-0.00032895+0.00049292i,-0.00042459+0.00056962i,-0.00050646+0.00030398i,-0.00044894+0.00028684i,-0.00023016+0.001092i,-0.00016996+0.0011573i
-0.0017296-0.00045051i,-0.0014796+0.00020959i,-0.0018271+0.0019486i,-0.00091648+0.0030079i,0.0003753+0.0023088i,0.0017471+0.00085072i,0.0015694+0.0001978i,4.3862e-05+0.00063262i,-0.00023581+0.00096967i,0.0012743+0.00020974i,0.0021559+0.00018939i,0.0017147+0.00056486i,0.0010057+0.00064032i,0.0010443+0.00036338i,0.0010348+0.00024356i,0.0002956+4.6105e-05i,0.00011055+0.00012752i,0.00026095+0.00039i,0.0001066-0.0001413i,-0.00024459-0.00064042i,-0.00073696-0.00033198i,-0.00062708+0.0004398i,0.00019032+0.00042581i
-0.0010024+0.0011224i,-0.0013089+0.0012922i,-0.00093144+0.00036113i,-0.00090656+0.00063438i,-0.0011107+0.0012263i,-0.00060177+0.00085579i,-9.7235e-05-0.00011099i,0.00024941-0.00074242i,0.00066686-0.00047683i,0.00096588+0.00027988i,0.0010196+6.0461e-05i,0.00083519-0.00039153i,0.00041425+3.3059e-06i,-0.00035885+0.00039586i,-0.00058001+0.00046878i,8.3055e-06+0.00036977i,7.4041e-05+0.00050733i,-0.00014459+0.00053337i,0.00073132+0.00024099i,0.00033433-0.00034797i,-0.00046597-0.00058228i,0.00012123-0.00055671i,0.00021569-0.00075485i
0.0022085+0.00016167i,0.0016839-0.00093292i,0.0011635-0.0019164i,0.00082971-0.001261i,0.00090819+0.00025484i,0.00053237-0.00012918i,-0.00057132-0.0008136i,-0.0010761+3.4397e-06i,7.0119e-05+0.00026966i,0.00067789+0.00043369i,0.00037223+4.7242e-05i,0.00046274-7.2743e-06i,0.00056156+0.0003834i,0.00042592+0.00012477i,0.00042788+0.00020176i,0.00079122-0.00022702i,0.00076829-0.0002654i,0.00021102-3.0452e-05i,-0.00016034-1.8999e-05i,-0.00031469-5.7033e-05i,-0.00020791+0.00014888i,6.5805e-05+4.5344e-05i,-0.00011603-0.00029577i
0.0009115-0.0024127i,-0.00039619-0.0016331i,-0.0014418-0.0024546i,-0.00096186-0.0022896i,-0.00034274-0.00073321i,-0.00068668-0.00056532i,-0.00069213-0.0014644i,-0.00018884-0.0014095i,0.00039906-0.0009177i,0.0005311-0.00034576i,-0.00034457-5.6473e-05i,-0.00097415+0.00028695i,-0.00061917+0.00033835i,0.00014936+0.00013279i,0.00032484+0.00047773i,-0.00036161+0.00021914i,-9.1723e-05+1.1767e-05i,7.4805e-05+8.9354e-05i,-0.00019087+0.00019164i,0.00034527-0.00020164i,0.00058707-0.00064336i,0.00022661-0.00048798i,-0.00033378-0.00010272i
-0.0020407-0.0011956i,-0.0022967-0.0018915i,-0.0027994-0.0012674i,-0.0026662+5.8313e-05i,-0.0014451+0.00026542i,0.00020089-0.00066563i,2.8931e-05-0.00043858i,4.084e-05-0.00044078i,0.00076323-0.0004644i,0.00087313+2.217e-05i,0.00064032+0.0002423i,0.00032135+0.00034717i,-0.00037939+0.00028962i,-0.00078013-0.00030701i,-0.00026401-0.00040845i,3.2424e-05-0.00029343i,-0.00014922-0.00066148i,-0.00017044-0.0010774i,-0.00029919-0.00056179i,-0.00068237+0.00061647i,-0.00096503+0.0015561i,-0.00074127+0.001471i,-0.00031321+0.0011324i
