6.8443e-05-0.001173i,-0.00057295-0.0013426i,-0.00065225-0.0016615i,-0.0020042-0.001377i,-0.0047148-0.0010147i,-0.005844+0.00047569i,-0.0045328+0.0019005i,-0.001875+0.0027113i,-0.00025697+0.0031044i,0.0001739+0.0025175i,0.00033822+0.00071474i,0.00043557-1.7367e-05i,0.00023014-0.00012674i,-0.0004758-0.00022555i,-0.00056683+0.00031113i,-0.00057305+0.00048021i,-0.0012166+2.6993e-06i,-0.00094618-0.00076579i,-7.9812e-05-0.00070536i,-0.00020558-0.00028042i,-0.00015163-0.0003492i,0.00080178+0.00026728i,0.00078146+0.0010912i
0.00053226+0.0019416i,0.00073224+0.00081491i,0.001182+0.00073882i,0.0016274+0.00020048i,8.8423e-05-9.5972e-05i,-0.0019271+0.00022031i,-0.0023476+0.00086472i,-0.0015239+0.0014278i,-0.00056873+0.0015749i,-0.0002651+0.0012393i,-1.8896e-05-1.2415e-05i,-0.00010492-0.0010294i,-0.00024655-0.00085397i,6.8324e-05-0.00041909i,0.00031903+0.0001794i,0.00043832+2.1707e-05i,0.0003102-0.0012081i,-0.00035274-0.001156i,-0.00028154-0.00085567i,0.00030826-0.00056771i,-0.00040324+0.00035657i,-0.00064233+0.00055456i,7.5226e-05+0.00015396i
-0.0013165-6.0463e-05i,-0.0012167+0.0010383i,-0.0009709+0.0012024i,-0.0015318+0.00066041i,-0.0017374+0.00026436i,-0.0015167+0.0010629i,-0.0018354+0.0014855i,-0.0017319+0.0012313i,-0.0011201+0.00093618i,-0.0010281+0.00076023i,-0.00094806+1.7968e-05i,-0.000685-0.00015473i,-0.0009276+9.3099e-05i,-0.0011688-6.4175e-06i,-0.0011985+0.00074812i,-0.0013014+0.0011878i,-0.0010341+0.00048206i,-0.00068893-0.00023242i,-0.00027971-0.00040024i,-0.00011696-7.7949e-05i,-0.00031607-0.00039154i,-0.00031092-0.00037758i,0.00015331+0.00020329i
0.00033536+0.00045698i,0.00088157+0.00071848i,0.0010131+0.001255i,0.00075267+0.00095095i,-0.00085667+0.00070839i,-0.0023924+0.0003676i,-0.001483+0.00093942i,-5.5009e-05+0.0019349i,0.00063636+0.002351i,3.2067e-05+0.0012447i,-0.00025816-8.792e-05i,0.00054553-0.00031161i,0.00072642-0.00047366i,0.00040774-0.00069718i,0.00024729-0.00097843i,-3.474e-05-0.0014709i,-4.593e-05-0.0015553i,0.00035547-0.00052073i,-1.4732e-06+0.00054551i,-0.00048452+0.00044837i,-0.00031727+0.00041902i,-0.00016523+0.00058086i,0.00035567+0.00084155i
0.00069866-0.00097197i,0.00047328-0.00045437i,-0.00031361-0.00028767i,-0.00095874-0.00029899i,-0.0022095-0.00010191i,-0.0022995+0.00046939i,-0.0014661+0.0014148i,-0.00082387+0.0014291i,-0.00092116+0.0019459i,-0.00076108+0.0017768i,0.00012833+0.00044732i,0.00038678+0.00044793i,9.4043e-05+0.00091725i,-0.0003541+0.00040497i,-0.00055695-0.00055127i,-4.2825e-05-0.00095655i,-0.00015819-0.00035228i,-0.00039151-5.8908e-05i,-0.00065402-0.00068705i,-0.00033288-0.0010997i,9.0275e-05-0.00012049i,-0.00052233+0.00059152i,-0.00073913+0.00023771i
8.9253e-05+0.0028686i,0.00099033+0.0031177i,0.0012421+0.0019426i,0.00099023+0.00032811i,0.00024289+0.00026776i,-0.00066467+0.00076751i,-0.00080222+0.0011924i,-0.00076135+0.0017612i,-0.00082282+0.0014515i,-0.00023865+0.00065318i,-0.00045264+0.00016982i,-0.00087968+1.6036e-05i,-0.00056374-4.9781e-05i,-0.00067234-0.00038827i,-0.00029622-0.00068846i,-0.00010893-0.00052247i,-0.00027302-0.00052142i,0.00026218-0.00044779i,0.00048159-3.6874e-05i,-0.00048022+0.00034956i,-0.00048285+0.00063345i,0.00024375+0.0010215i,0.000258+0.0005257i
0.00095455+0.00087151i,0.00030649-0.00028967i,-0.00027359-3.6061e-05i,-0.0012055+3.0252e-05i,-0.0025448-0.0005617i,-0.003489+0.00017212i,-0.0030241+0.0011081i,-0.0014399+0.0013815i,-0.00038966+0.0015237i,0.00037216+0.0016382i,0.00068535+0.00096802i,0.00013578-0.00030791i,-0.0005468-0.00059287i,-0.00049915-0.00056417i,-1.2822e-05-0.00058844i,-0.00028853-0.00071849i,-0.0004233-0.00074424i,-0.00039937-0.00050464i,-0.00045801-0.00014166i,-0.00042517-8.4422e-05i,-0.00045916-0.00039932i,-0.00052015-0.0011258i,-0.00011291-0.0012957i
-0.00056616-0.00051507i,-0.00055983+0.00016744i,-0.0012149+0.00043581i,-0.0017065+0.00074351i,-0.0027002+0.00086129i,-0.0030502+0.00090708i,-0.0019602+0.0015961i,-0.001035+0.0022428i,-0.0013497+0.0018489i,-0.0010862+0.0006681i,0.00019463+0.00045383i,0.00085215+0.00092268i,0.00070802+0.00053722i,0.00086761-7.0463e-05i,0.00041779-0.00014809i,-0.00075011-3.7188e-05i,-0.00079838-0.00023417i,-3.5293e-05-0.00020221i,-0.00025962+0.00020162i,-1.8165e-05-2.8453e-05i,0.00037655-0.00053777i,-0.00039808-0.00068061i,-0.00017104-0.00028538i
-0.0015087-0.00045979i,-0.0010946+0.00034724i,-0.0013487+0.00042686i,-0.0015751+0.00050172i,-0.0020826+0.00038876i,-0.0022773+0.00095771i,-0.0016852+0.0015347i,-0.0012289+0.0013385i,-0.00092878+0.0011346i,-0.00052315+0.0015707i,0.00056242+0.0011691i,0.00034001+0.00033272i,-0.00022769+2.0649e-05i,0.00016352-0.00026634i,5.7198e-05-0.00084042i,0.00022566-0.00090244i,0.00056668-0.0010026i,0.00024744-0.0010712i,0.00033898-0.00011583i,0.00021339+7.7336e-05i,4.354e-05-0.00070618i,0.0002586-0.00037908i,0.00011328+0.00015233i
-0.0010717-0.00031829i,-0.0016498+0.00070103i,-0.00076948+0.001023i,-0.00087048+0.00080631i,-0.0015277+0.0002014i,-0.0019777-0.00014765i,-0.0015421+0.00099628i,-0.00057436+0.0020378i,-0.00063287+0.0014837i,-0.00045524+0.00052653i,-2.6547e-05+0.00019845i,0.0003866+0.00054896i,-0.00016316+0.00027455i,-0.00085895+1.3259e-05i,-0.0007418-0.00035755i,-0.0010417-0.00067261i,-0.00092996-0.00045427i,-0.0012085-0.00037516i,-0.0013241-0.00041766i,-0.0008524-0.00086933i,-0.00044744-0.00055658i,0.00048723+0.00012903i,0.00062453+0.00070111i
-0.00050899+0.0013335i,-0.00018139+0.0017897i,-3.437e-05+0.0026209i,-0.00033896+0.0017859i,-0.0010653+0.00034034i,-0.0019211+0.00022771i,-0.0010454+0.0016833i,-0.00028682+0.0023475i,-9.1775e-05+0.0017012i,0.00034004+0.0016147i,0.00039335+0.00088183i,-0.00016277-0.00015407i,-0.00025944-0.00031336i,-0.0001431-0.00076852i,-0.00081216-0.00094712i,-0.0012631-0.00073463i,-0.00099973-0.00051185i,-0.00047827-0.00081154i,0.00033934-0.00070265i,0.00072283-0.00046533i,0.00026942-0.00024986i,0.00015287-0.00080532i,0.00053258-0.00095416i
-0.00021227-0.00082594i,-0.00069952-0.00040816i,-0.0011643-0.00029088i,-0.001611-0.00013124i,-0.0018477-6.481e-05i,-0.0024602+0.00014753i,-0.0020424+0.00092689i,-0.00091707+0.001979i,-0.00082869+0.0018765i,-0.00017506+0.00095996i,0.00073407+0.00035129i,-0.00011061+7.9447e-05i,-0.00017008+0.00016607i,0.00036667-7.4857e-05i,-3.0364e-05+0.00011644i,-0.00053399-0.00014604i,-6.6678e-05-0.00090861i,-2.4532e-05-0.00091135i,-0.00022479-0.00042536i,-0.00023821-0.00033145i,0.00015755-0.00060782i,0.00031253-0.00031571i,9.39e-05+0.00010391i
0.0004373+0.0014246i,0.0009643+0.00092388i,0.001681+0.0012141i,0.0019649+0.0013297i,0.00082281+0.0013247i,-0.0016295+0.0012214i,-0.0028069+0.0014058i,-0.0016612+0.0018814i,-0.00085538+0.0018649i,-0.0011561+0.0011704i,-0.00057083+8.8576e-05i,-8.0447e-05-0.00043265i,-0.00019212-9.5275e-05i,-0.00047297+0.0005432i,-0.0002623+0.00024132i,-5.7035e-05-0.00043425i,0.00036809-0.00022652i,0.00039888+0.00035214i,-7.7813e-05-0.00017734i,-0.00028008-9.3934e-05i,0.00013455+0.00019288i,0.00042622+0.00020483i,-0.00029674+0.00028304i
0.001696+2.6251e-05i,0.0011956+0.00016068i,-0.0010654+0.00020319i,-0.0019615-0.00014941i,-0.0016691-5.5414e-05i,-0.0014823+0.00087713i,-0.0015924+0.0026185i,-0.0014287+0.0031435i,-0.001287+0.001875i,-0.0010326+0.0008016i,-0.00059214+0.00052166i,-0.00011672+0.00043259i,-0.00017938-8.3783e-06i,-0.00045677-6.269e-05i,-0.00041841+4.4148e-06i,-0.00024709-0.00035562i,-0.000484-0.00052925i,-0.00044809-0.00025984i,-0.00075255+0.00072191i,-0.0010374+0.00054396i,-0.00038177-0.00015712i,-0.00048287-0.00031895i,-0.000503-1.4763e-05i
0.001155+0.0010533i,0.00028077+0.0011467i,0.00035249+0.00055922i,0.0001549-0.00015972i,-0.001277-0.00096439i,-0.0020323-0.0012595i,-0.0013536+0.00032139i,-0.00078241+0.0021248i,-0.00044889+0.0021535i,0.00014701+0.0012269i,0.00047139+0.00012395i,2.5976e-05-0.00029099i,-0.00052798-7.6231e-05i,-0.0005594-4.1982e-05i,-9.4808e-05-0.00037063i,-0.00051771+5.0045e-05i,-0.00059878+0.00020583i,-0.00035445-0.00022349i,-0.00072386-0.00086294i,-0.00042422-0.00089045i,0.00020762-3.303e-06i,0.00025075+0.00056461i,-0.0001741+5.2039e-06i
-4.2836e-05-0.00038931i,0.00026311-0.00072427i,0.00057458-0.00020455i,-0.00056416+0.00048513i,-0.0019795+0.00072259i,-0.0028837+0.0017372i,-0.0031473+0.0025936i,-0.0021955+0.0024573i,-0.00080896+0.0018291i,1.8948e-05+0.0019928i,-5.3552e-05+0.0017754i,7.9821e-06+0.0013267i,-9.3358e-05+0.0010813i,-0.00048391-9.7972e-05i,-1.9697e-05-0.001026i,7.1213e-05-0.001137i,3.9744e-05-0.00086561i,0.00036348+0.00013122i,-0.0003861+0.00049618i,-0.00069872-4.754e-05i,-5.3531e-05-4.3726e-05i,0.00015454+0.0004918i,0.00010947+0.00084233i
0.00058596-0.00085518i,0.00048892-0.0013522i,9.4404e-05-0.0020715i,-0.00074683-0.0010084i,-0.0028674+0.00067686i,-0.0036621+0.0022011i,-0.0021365+0.0024308i,-0.00080718+0.0014359i,-4.7758e-05+0.00093633i,0.0010589+0.00057083i,0.0011394-2.3386e-06i,-0.00025947-0.00035051i,-0.0017315-0.00022321i,-0.0016665-0.00071587i,-0.00011226-0.00050199i,0.00054135-0.00037934i,-6.0272e-06-0.00071917i,-0.00097374-0.0005698i,-0.00095314-0.00030967i,-0.00019351-0.00025829i,0.00038719-0.00013071i,0.00032255+0.00022535i,0.00011218+0.00088254i
-0.00082764+0.00023009i,-0.00080064-0.00030681i,-0.00092038+0.00028096i,-0.0014406+0.00045249i,-0.0013202+0.00024362i,-0.00086422+0.0010137i,-0.00039148+0.001312i,3.6872e-05+0.0018682i,2.001e-05+0.0010813i,0.00028389-0.00028321i,0.00013638-0.0005297i,-0.00023521-0.00038643i,-0.00016051-7.2328e-05i,0.00015035+1.5229e-05i,-0.00011751-0.00043448i,-0.00077569-0.00053364i,-0.0012088-0.0007411i,-0.0010864-0.00027317i,-0.00086046-8.4045e-06i,-0.00072132-0.00043921i,-0.00042771-0.00047547i,-4.7209e-05+8.8674e-05i,0.00021948+0.00079379i
3.4551e-05-0.0008001i,0.00048366+2.4305e-05i,-8.7408e-05+0.00064475i,-0.001098+0.00015496i,-0.0024009-0.00024701i,-0.0030466+0.0001759i,-0.0029591+0.0014402i,-0.0017279+0.0022558i,-0.0011214+0.0014785i,-0.0009411+0.0008157i,-0.00064246+0.00083682i,-0.0006549+2.1634e-05i,-0.00030566-0.00086444i,-9.5305e-05-0.00084056i,-0.00054991-0.00025768i,-7.1698e-05-0.00047508i,0.00042376-0.00061245i,0.0001741-0.00039057i,-0.0005541-0.0008043i,-0.00070486-0.00059184i,0.00035063-0.00059479i,0.00017635-0.00083752i,-0.00069028+0.0001905i
0.0011386-4.7533e-05i,0.00031393-0.0011142i,0.00053717-0.0016794i,-0.00044024-0.0013636i,-0.0019352-0.0010831i,-0.0029814-0.00055309i,-0.002306+0.00084228i,-0.00077152+0.0017655i,-0.00047795+0.0011586i,-0.00019474+0.00031457i,-0.00042665-7.066e-05i,-0.00059994+0.00019792i,-0.00067744-0.00014367i,-0.00052139-0.00066034i,0.00032219-0.00017486i,0.00084402+0.00067435i,0.00055739+0.00037365i,-5.2757e-05+0.00013862i,-0.00063591+0.00041229i,-0.0009129+4.2867e-05i,-0.00043477-0.00036933i,0.00035128+0.00026612i,0.00041384+0.00043465i
0.0013248-0.0026094i,8.0719e-05-0.0027831i,-0.00048714-0.0025092i,-0.0015643-0.0019641i,-0.0023692-0.0015274i,-0.001888+0.00034666i,-0.0008897+0.0020528i,-0.00076673+0.0020893i,-0.00065736+0.001341i,0.00014655+0.00076795i,0.00040593-8.9966e-05i,5.5031e-05-9.7617e-05i,-0.00013567+0.00031293i,-7.4538e-05+0.0001753i,0.00026534+0.00027519i,0.00039915+0.0002224i,4.0439e-05+0.00021248i,-0.00022158+0.00049327i,-0.00070445+0.00057762i,-0.00088518+0.00043547i,-0.00018723+0.00015304i,0.00042753-0.00077244i,0.00046803-0.00078034i
-0.00099262-0.00019831i,-0.00083803+0.00037669i,-0.00059112+0.00093406i,-0.00049095+0.0010732i,-0.0018257+4.3381e-05i,-0.00275-0.00015742i,-0.0022948+0.00037748i,-0.00090481+0.00087092i,-7.54e-05+0.00098496i,-0.00085903+0.00063633i,-0.0013437-8.0316e-05i,-0.00096107-0.00083492i,0.00020809-0.00030271i,6.178e-05-0.00012124i,-0.00045643-0.0002491i,-2.3943e-05-0.0001307i,-0.00041612+0.00027074i,-0.00068082+0.00064865i,-0.00037373+0.00018216i,-0.00037303-0.00018692i,-0.00056565-0.00021151i,0.00031338-0.00022922i,0.001034-0.00011151i
-0.0011474-0.00076325i,-0.0016183-0.00069505i,-0.0013692-0.0010937i,-0.00060261-0.0017559i,-0.0013592-0.0011305i,-0.0027965+0.00081804i,-0.002237+0.0028533i,-0.0005616+0.0028584i,-0.0002023+0.0016255i,-0.00049283+0.0010241i,-0.00027866+5.1262e-05i,0.00038466-0.00072186i,0.00056101-0.00012844i,0.00028984+0.00038822i,0.00017276+0.00053434i,-0.00045032-0.0001336i,-0.00086607-0.00076162i,-0.00060798-0.00096536i,-0.00047903-0.0013585i,-0.00026153-0.00078756i,-0.00016557-0.00040561i,2.8014e-05-0.00024682i,-9.8194e-05+0.00014155i
0.00019113-0.001136i,0.00034846-0.0014592i,-0.00034879-0.0011613i,-0.0020349-0.0011772i,-0.0035128+0.00044125i,-0.0035997+0.0017798i,-0.0020234+0.0015054i,-0.00046127+0.0017071i,-0.00061209+0.001508i,-0.0010016+0.00058769i,-0.00049094-0.00024585i,-0.00032977-0.0010682i,0.00017194-0.00049744i,0.00075333+3.7184e-05i,0.00063282-0.00075867i,0.00047442-0.00085508i,0.00053029-0.00020447i,-0.00041895+0.00063462i,-0.00066056+0.00077424i,8.8271e-06+0.00028813i,-0.00038613+4.0719e-05i,-0.00062696+0.00018294i,-0.00021734+0.00034294i
-0.0018429+0.00093796i,-0.0016149+0.001498i,-0.0010002+0.0026528i,0.00015031+0.0021618i,-3.1479e-05+5.3291e-05i,-0.0016004-0.00054822i,-0.0021209+0.00014472i,-0.001774+0.00093996i,-0.0011894+0.0016148i,-0.0010719+0.001464i,-0.00032229+0.0010836i,7.575e-05+0.00056482i,-0.00053816-0.00014526i,-0.0007903-0.00049984i,-0.00025649-0.00064283i,-0.00036421-0.00076236i,-0.0011302-0.00053063i,-0.0012421-0.00035314i,-0.0012865+0.00013864i,-0.0014343+0.00018525i,-0.0012594-0.00033921i,-0.00045202-0.0004871i,-0.00030777-0.00059132i
-0.0021311-0.00076556i,-0.00094193-0.00063171i,-0.00040478+0.00064711i,-0.00042586+0.00091325i,-0.001627-1.7502e-05i,-0.0030856+0.00024583i,-0.0030551+0.0013962i,-0.0021663+0.0014151i,-0.0018078+0.0014983i,-0.00062808+0.0016238i,0.0014334+0.0013405i,0.0016766+0.00089562i,0.0011282+6.1602e-05i,0.00030011+0.000231i,-0.00040379+0.00011947i,-0.0010812-0.00052052i,-0.0014613-0.00090841i,-0.0011492-0.00071407i,-0.00086261+8.6598e-05i,-0.00083942+0.00061469i,-0.00072052+0.00046881i,0.00012981+0.00045405i,0.00029382+0.00087473i
0.00016264+0.0019033i,0.0012817+0.0015554i,0.002122+0.0012434i,0.0012352+0.00028982i,0.00010115-9.5267e-06i,-0.0010002+0.00011047i,-0.0017604+0.00056398i,-0.001546+0.0011231i,-6.0474e-06+0.0012074i,0.0010468+0.0012441i,0.00056826+0.0010464i,0.00021746+0.0004836i,0.00011778-0.00035627i,0.00020114-0.00078071i,0.00020085-0.00075482i,-0.00035853-0.00088196i,0.00015649-0.00041091i,0.00011837-1.9631e-05i,-0.00066543-0.00023741i,-0.00066812-0.00060211i,-0.00016983-0.00066637i,-7.441e-05+0.00016371i,-6.8114e-05+0.00093248i
0.0018194+0.00037694i,0.0014774+0.00031584i,0.00037059-5.5754e-05i,-0.00058973+6.3471e-05i,-0.0025884-0.00024322i,-0.0041334-0.00068718i,-0.0030896+0.00035268i,-0.0017326+0.0014275i,-0.0012581+0.002367i,-0.0012445+0.0026011i,-0.00074797+0.0018182i,-0.00056914+0.00039633i,0.00014135-0.00040293i,0.00094377-7.7193e-05i,0.00055928-7.292e-05i,-0.00027167-0.00064651i,-0.00041699-0.00095815i,-0.0001681+7.0018e-06i,-0.00041841+0.00084117i,-0.0010972+0.00042786i,-0.0010463-0.00045955i,-0.00093541+0.00015458i,-0.00051898+0.00039079i
0.00072217+0.00085025i,0.00072813+0.0010153i,0.00099144+0.001108i,0.00092627-0.00046725i,-0.0006416-0.0012419i,-0.0024041+0.00013117i,-0.0029427+0.0022735i,-0.002195+0.002556i,-0.00086151+0.0018355i,-0.00045069+0.00097175i,-5.2861e-05+0.0006801i,8.3984e-05+0.00062279i,-0.00052532+0.00055579i,2.7162e-05-7.9957e-05i,0.00048425-0.00094942i,-3.3495e-05-0.00056698i,-0.00067281-0.00054245i,-0.00071948-0.00076253i,-0.00037114-0.00011215i,-9.5863e-05+0.00031522i,-0.00034592+0.00025303i,-0.00060927+0.00043596i,-0.00064842+0.00050001i
-0.0015201-0.00029357i,-0.00052534+0.00051487i,-0.00043793+0.001344i,-0.0004379+0.0011144i,-0.00056622+0.00084574i,-0.0014531+0.00090867i,-0.001274+0.001614i,-0.0010054+0.0015659i,-0.0012098+0.0017157i,-0.0010051+0.0014358i,-0.00060989-0.00013293i,-0.00018445-0.00044191i,2.7656e-05-0.00021564i,0.00023651-0.00026933i,2.1542e-06-0.00023445i,5.0907e-05-0.00037631i,0.00026253-0.00070259i,-8.2949e-05-0.00054146i,-0.00030471-0.00066039i,-3.8313e-05-5.2298e-05i,0.00050073+0.00061892i,0.00080325+0.00031965i,0.00027447+0.00028342i
-0.001415+6.1551e-05i,-0.00025042+0.00096695i,0.00092012+0.0014353i,0.0002586+0.0015218i,-0.0020107+0.00065125i,-0.0031423+0.00040365i,-0.0028649+0.0012751i,-0.0015393+0.0022618i,-0.00036682+0.0017893i,0.00020262+0.00049961i,0.00065252-2.5227e-05i,0.00065993-0.00012777i,8.8808e-05-0.00031142i,-9.4303e-05-1.5378e-05i,-0.00036748-0.00019066i,-0.00057166-0.00062297i,-0.00025162-0.00037835i,-0.00022002-0.0001893i,-0.0006288+7.9854e-05i,-0.00048726+0.00043163i,0.00020953+0.00068875i,0.0008195+0.00043711i,0.00079085-0.00010231i
-0.00047912+2.4925e-05i,0.00038029+0.0004411i,0.00044936+7.2068e-05i,-0.001673-0.0010873i,-0.0030284-0.0016361i,-0.0034819-0.00042362i,-0.0031037+0.0019246i,-0.0025062+0.0030743i,-0.0012998+0.0021755i,0.00053552+0.0011328i,-4.6164e-05+0.00044562i,-0.0012308+0.00045026i,-0.00073195+0.00055575i,-0.00034288-3.7256e-05i,-0.00026285-0.00026891i,-0.00013961-0.00064167i,-0.00061809-0.00091465i,-0.0010108-0.00047553i,-0.00050414-0.00037011i,-0.0002159+6.3376e-05i,-0.00041877+2.053e-05i,-0.00019862-0.0004759i,0.00034174-2.8404e-06i
9.5425e-05-0.00082043i,1.0131e-05+9.4734e-05i,-0.00086781-0.00015486i,-0.0016662+0.00011987i,-0.0023817+0.0010346i,-0.0028112+0.0011936i,-0.0018994+0.0010944i,-0.00043993+0.0012306i,-8.8544e-05+0.0012669i,-0.00020534+0.00073408i,0.00011423+0.00030504i,0.00033156-2.1445e-05i,0.00025786-0.00063619i,0.00041138-0.00085416i,0.00013057-0.00070599i,-0.00025077-0.00027826i,-0.00039251+0.00038432i,-6.6489e-05+0.00028342i,0.00020936-4.4596e-06i,-3.41e-05-1.9022e-05i,-0.00041064-0.00020256i,-0.00056621-0.00031722i,-0.00081646+6.5158e-05i
0.001105+0.001202i,0.00095775+0.00076473i,0.0015938+0.00074587i,0.0010168+0.00012954i,-0.0001178-0.0015971i,-0.001278-0.00094841i,-0.0022309+0.0011189i,-0.0018391+0.0014239i,-0.00078226+0.0011756i,-0.00098224+0.0011098i,-0.00071347+0.00048438i,0.00025736-0.00013529i,0.00044166+0.00031745i,-3.6681e-07+0.00093199i,-0.00021352+0.00074681i,-0.00037875-9.9181e-05i,-0.00084103-0.00055034i,-0.00091814-0.00028685i,-0.0004312+0.00040602i,-0.00049875+0.00054388i,-0.00082172+0.00036519i,-0.00029675+0.00025212i,-0.00011925-4.7441e-05i
-0.00040416-0.0015335i,-0.00040272-0.0013609i,-0.001575-0.0010443i,-0.002195-0.00087495i,-0.0023997-0.00079805i,-0.002568-0.00049888i,-0.0019498+0.00016746i,-0.0018794+0.001444i,-0.0015268+0.0025924i,-0.00028966+0.0021801i,0.00021388+0.00097435i,-0.00047183+0.00047628i,-0.00072077-1.3287e-05i,3.0487e-05-0.00020012i,0.0007769-0.00026448i,0.00053192-0.0005016i,-0.00018401-0.00046698i,-0.00048676-0.0010559i,0.0001441-0.00091596i,0.00036321+0.00025461i,-0.00011833+0.00046031i,-0.00078868-0.00029415i,-0.00041951-4.212e-05i
0.0014138+0.00167i,0.0018566+0.0010954i,0.001466-0.00016823i,0.00020392-0.0020338i,-0.00063208-0.0016033i,-0.0015971+3.7382e-05i,-0.0020491+0.0010134i,-0.00086264+0.0016659i,0.00017654+0.0017203i,0.00043779+0.00027348i,0.00013396-0.00084392i,-2.7096e-05-0.00056015i,0.00016076-0.00032743i,0.00035052-5.2259e-06i,0.00033211+0.00016649i,-0.00047399+0.00039691i,-0.0010852-0.00039836i,-0.0018557-0.00056074i,-0.0014876+0.00021919i,-0.0004005+4.9098e-05i,-0.00023888-0.00063705i,-1.4726e-05-0.00074204i,0.00034603-0.00036753i
0.0003144+0.00082469i,9.8872e-05+0.00088226i,0.00020372+0.001381i,0.00017272+0.0023908i,-0.00081185+0.0023313i,-0.002073+0.0015124i,-0.0019424+0.00074674i,-0.00093023+0.0013249i,-0.00046219+0.0019163i,-0.00054646+0.0013663i,-0.00031107+0.00060272i,-0.00015177+0.00012257i,-0.00047328-0.00026874i,-0.0006694-0.0005249i,-0.00035291-0.00029133i,-0.00088923-3.2274e-05i,-0.0014283+0.00047199i,-0.00082076+0.00087299i,-0.00056155+0.0007109i,-0.00063684+0.00038936i,-0.00045003+0.00072119i,0.00016194+0.0013507i,0.00056206+0.0011414i
0.00101+0.00076065i,0.001549+0.00043966i,0.00097127-0.00028496i,-0.00020116-0.0018217i,-0.00089396-0.0020316i,-0.0021823-0.00063977i,-0.0025918+0.00094083i,-0.0014193+0.0018582i,-0.00090205+0.0018956i,-0.00067062+0.0010843i,-0.00040746+0.00032719i,-0.00038807+7.0208e-05i,-0.00026173-2.0525e-05i,-0.00056821+0.00013963i,-0.00061347-2.1242e-05i,-0.00067237-0.00015968i,-0.0008467-0.00041386i,-0.00070558-0.00086422i,-0.00055053-0.00024844i,-0.0005979+5.857e-05i,-0.0010463-3.5186e-05i,-0.00096652+0.00030472i,-0.00048167+0.00053661i
-0.0012433-0.0018411i,-0.001774-0.0010574i,-0.0012455-0.0012375i,-0.0011228-0.00042851i,-0.002606+0.00029433i,-0.0029181+0.00030743i,-0.0020696+0.00028395i,-0.0011715-0.00031988i,-0.0006157+0.00051841i,-0.00053382+0.0014774i,-0.00038838+0.00092215i,-0.00041948+0.00025663i,-0.00042717+6.4073e-05i,0.00039659-0.00037222i,2.5683e-05-0.00018816i,-0.00021903-6.1328e-05i,-0.00018891-0.00010868i,-0.00033605+0.00031825i,-0.00057185+0.00027423i,-0.00060498-0.00027644i,-0.00023782-0.00071132i,-0.00016084-0.00023043i,0.00032129+0.00075155i
0.00014615+0.00049266i,-0.0004829+0.0017615i,-0.0019586+0.0027957i,-0.0025311+0.0022639i,-0.001745+0.00042297i,-0.0021807-0.00011555i,-0.0023165+0.00096133i,-0.0012706+0.0016668i,-0.00028111+0.0014751i,-0.00030983+0.0010515i,-0.00027742+0.00062068i,-0.00022664+0.00013842i,-0.00037483+1.1074e-06i,-0.00016699-5.8101e-05i,-0.00033174-4.2497e-05i,-9.31e-05-6.2334e-05i,-6.1779e-05-0.00019377i,-0.00031837-0.00041725i,-0.00050833-0.00031569i,-0.00070095-0.00026092i,-0.00061754-7.1291e-05i,0.00034027+0.00057064i,0.0014287+0.00086748i
-0.0016597+0.00071241i,-0.0015611+0.00045006i,-0.00052098+0.00016421i,-0.00073488+0.00010917i,-0.0013291+0.00029216i,-0.0016502+0.001168i,-0.0013466+0.0018854i,-0.00049694+0.002232i,-0.00047621+0.0012163i,-0.00066587+5.0642e-05i,-0.00030002+1.7429e-05i,0.00012264+3.4027e-05i,0.00057236+0.00043432i,0.000484+0.00035906i,0.00021598+0.00027191i,0.00015406+0.00021932i,-0.00084701+9.0091e-05i,-0.0013464-0.00058539i,-0.00099264-0.00028079i,-0.00041798+0.00067723i,0.00014197+0.00095643i,0.00048126+0.0010239i,0.00038278+0.00087837i
-0.001872-0.00060112i,-0.0012652+0.0004121i,-0.0016576+0.0014291i,-0.0018054+0.0019246i,-0.0029241+0.0015011i,-0.0028902+0.00099583i,-0.0021273+0.0016668i,-0.0016363+0.0016953i,-0.00078229+0.0011077i,-0.00082547+0.0013955i,-0.00053351+0.0010748i,-0.00058984+0.000469i,-0.00068182-7.9217e-05i,-0.00023636-0.0012335i,-0.00012536-0.0020313i,-0.0005486-0.0014934i,-0.0012249-0.0010145i,-0.00099805-0.00081724i,-0.00058947-0.00014729i,-1.6307e-05-1.2116e-05i,0.00085945-0.00016263i,0.0013174-0.00035537i,0.00054214-0.00043021i
-0.0017522+0.00050929i,-0.0020425+0.00080666i,-0.00095285+0.0013316i,-0.0005929+0.00099814i,-0.0013077+0.00014739i,-0.0018776-0.0002691i,-0.0022357+0.00039362i,-0.0020463+0.0012377i,-0.0008167+0.0015363i,-1.7772e-05+0.001027i,-0.00041974+0.00062806i,-0.00074283+0.00035427i,-0.00080909-0.00030516i,-0.001228-0.0007104i,-0.0009523-0.0003803i,-0.00023528-0.00064539i,1.9288e-05-0.00072162i,-2.6946e-05-0.00099797i,5.5665e-05-0.0010875i,0.00033257-0.00060661i,0.00012577-9.2515e-05i,0.00020806+0.00036767i,0.00027964+0.00043499i
