6.6541e-05+3.996e-05i,-0.00037521-0.0012116i,-0.0016988-0.0017802i,-0.0019756-0.00084996i,-0.0014551-0.00026861i,-0.0010365+0.00054858i,-0.00081289+0.0011288i,0.00013385+0.0014234i,0.00068635+0.0014276i,0.00061934+0.00042911i,0.00039548-0.000401i,0.00034837-0.00056324i,-0.0003941-0.00044166i,-0.0011407-0.0007477i,-0.00076608-0.00049747i,-0.00024042-0.0001818i,7.5875e-05+8.0982e-05i,-3.077e-05+0.00038847i,0.00038084+0.00020741i,0.00067362-0.00011411i,0.00015315-0.000799i,0.00035037-0.00072345i,0.00049893-0.00046775i
0.00052083-0.00067263i,-2.8038e-05-0.00024301i,-0.00090401-0.0010347i,-0.0012251-0.0011284i,-0.00097904-0.00016464i,-0.00085014-0.00011483i,-0.00022238-0.00054791i,0.00047135-0.00071075i,0.00058705-8.0526e-05i,0.00072-0.00014015i,0.00071066-0.00044602i,0.0011918-0.0001456i,0.00090268-0.00033731i,0.00045394-0.00060144i,0.00063675-0.00015739i,0.00025616-9.6494e-05i,0.00027189-9.84e-05i,0.0002314-0.00038189i,-0.00012025-9.2616e-05i,-0.00066775+0.00027956i,-0.00069166+0.00020668i,-0.00069505+0.00062141i,-0.0011166+0.00030772i
0.0011834-0.00089265i,0.0001174-0.0017503i,-0.0011472-0.0026687i,-0.0018659-0.0017517i,-0.0020528-0.00086796i,-0.0019882-0.0004459i,-0.0013281+3.1661e-05i,-0.00056837+0.00039332i,-0.00018742+0.00045604i,0.00025152-6.247e-05i,-0.0004133-0.00042182i,-0.00062827-0.0003675i,-0.00040756-0.00039468i,-0.0008125-0.00020888i,-0.0011263+0.00023489i,-0.00058137-2.2419e-05i,0.00041262-0.00033964i,4.2157e-05+0.00011543i,-0.00045967+0.00020526i,-7.5912e-05-0.00031742i,0.00025205-0.0005501i,-0.00017018-0.00057165i,-8.9495e-05-0.00028558i
0.00016876-0.00027022i,-0.00033363-0.00065383i,-0.0015493-0.00090818i,-0.0011816-0.0010422i,7.4523e-05-0.00052465i,0.0001918-0.00077875i,0.00017631-0.00071746i,0.00011904-0.00013488i,-0.00050675+1.8312e-05i,-0.00091758-0.00039687i,-0.0014001-0.0010767i,-0.0006513-0.00085255i,-0.00010475-7.6767e-05i,-0.00036335+0.00055233i,-0.00046087+0.00044148i,-0.0012319+0.00048811i,-0.0014053+0.00054335i,-0.00053243-9.5915e-05i,0.00010242-0.00054474i,0.00034456-0.00045411i,-0.00014956-6.7303e-05i,-5.1645e-05-0.00031976i,0.00067828-0.00035508i
-0.00083502+0.0026732i,-0.00046401+0.0023852i,-0.00053118+0.0022334i,0.0011036+0.0014022i,0.002557+0.00049955i,0.0010594-0.00012037i,-6.0355e-05-0.00020784i,0.00015672-0.00022768i,0.00052358-0.0006398i,0.00073611-0.00041864i,0.00032108+2.7922e-05i,0.00037457-0.00053082i,-0.00032838-0.00060576i,-0.0012839+0.00022004i,-0.0011227+0.00066336i,-0.00084375+0.0006248i,-0.00062176+0.00092529i,-0.00044221+0.00073926i,0.00054274-0.00012473i,0.0012225-0.00082492i,0.00086466-0.0010041i,-6.6331e-05-0.00069232i,-0.0010702-0.00012607i
0.0018545+0.0014949i,0.0019664+0.00033985i,0.0017571-0.0005305i,0.0011165+0.00014869i,-4.0432e-05-0.00075427i,-0.0004283-0.0023725i,-0.00019415-0.0016027i,-0.00033218-0.00081989i,0.00054019-0.00072905i,0.00068084-0.00096534i,0.00044672-0.0018645i,-5.2154e-05-0.0018389i,-0.00080295-0.0011801i,-0.00047904-0.00064768i,-0.0002336-0.00042641i,-0.00037593-0.00038619i,-0.00063003+0.00033547i,-0.00022236+0.00066003i,0.0006028+0.00035263i,0.00055485+0.00030297i,-0.00023155+0.00097395i,-0.00015608+0.00095606i,0.00010042+0.00052668i
0.0013447-0.00012318i,0.00010118-0.00016974i,0.00010759-0.0002764i,0.00023936-0.00029958i,0.00028991-7.1479e-05i,0.00019414+0.00043982i,-0.0001445+0.00086729i,0.00055011+1.8126e-05i,0.0010067-0.00075702i,0.0006423-2.9202e-05i,-0.00059045+0.00048393i,-0.00078409+0.00015452i,-0.0002445+0.00040472i,-5.5543e-05+0.00076505i,6.0697e-05+0.00091236i,-2.0241e-05+0.00049841i,-0.00063975+0.00061543i,-0.00024887+0.00096343i,0.00030392+0.00024569i,0.00015848-0.00039216i,-0.00010293-0.00066301i,-0.00016616-0.00039027i,-0.0003478+0.00027909i
-0.00049469-0.00074272i,-0.0010523-0.00028683i,-0.0013648+0.00095968i,-0.00070315+0.0019225i,-0.00010159+0.0014019i,-3.4488e-05+0.00010035i,-0.00027976+0.00016277i,-0.00032325+0.00065587i,-3.2251e-05+0.00037344i,-0.00044159+0.00021586i,-0.00072814+8.103e-05i,-0.00023-1.9181e-05i,-6.2007e-05+0.00055212i,3.9e-05+0.00028371i,0.0001164+0.00010095i,-0.0010249-0.00044016i,-0.0011727-0.00073954i,-0.00027588+7.3351e-05i,0.00049739+0.00052475i,0.0011688-0.00012648i,0.0010585-0.00011779i,-5.6577e-05+0.00017816i,-9.1751e-05+0.00030096i
0.00065646+0.00028395i,0.0011042+0.00065751i,0.00082735+0.001127i,0.00047492+0.0010315i,0.0014646+0.00050967i,0.00083012-0.00094273i,-0.00024845-0.00092178i,-0.00031175+0.00019095i,-0.00037451+0.00019765i,-0.00017082-0.00091322i,-4.2683e-05-0.00090339i,-0.0003861-0.00036996i,-0.0007164-0.00011384i,-0.00054502+0.00025304i,-0.00066705+0.00044426i,-0.00097594+0.00053252i,-0.00032187+0.0006986i,0.00061412+0.00082735i,0.00098239+0.00097865i,0.00059525+0.00032855i,-0.00026923-0.00016016i,-0.00030305-2.8443e-05i,-5.7549e-05-0.00029082i
0.0004003-0.00052155i,0.0006656-0.00017832i,-0.00069087+0.00016855i,-0.0010281+0.00075844i,-0.00021071+0.00062576i,-0.00011609-0.00017381i,-0.0004821-0.00021845i,-0.00015135+0.00080177i,0.00039624+0.00061244i,0.00037241+0.00017616i,9.3916e-05+8.4268e-05i,-0.000489-3.2314e-06i,-0.00066997+3.7141e-05i,-0.00044796+0.0005095i,-0.0007898+0.00057505i,-0.00084258-2.4785e-05i,-0.00020617+0.00026618i,-0.00028652+0.00055765i,-0.00050983+0.00078908i,-4.9209e-05+0.0010456i,-0.00052636+0.00065023i,-0.00087479+0.000503i,0.00026348+0.0010672i
0.00058647+0.001613i,0.00085659+0.0010786i,0.0014254+0.0004746i,0.0011751+0.0007476i,0.00061697+0.00068115i,-0.00021329+0.00054262i,-0.00041792+0.00066753i,0.00040188+0.00087164i,0.00074075+0.00098508i,0.00013914+0.00018732i,-0.00058494-0.0011725i,-0.00056685-0.0016861i,-6.0566e-05-0.0010008i,-5.1627e-05-0.00035718i,0.00021433+7.972e-05i,0.00039207+0.0006966i,-7.1058e-05+0.00056706i,-0.00030272+0.00015324i,0.00032059-0.00047903i,0.00097653-0.0007472i,0.00072068-5.8686e-05i,-0.00014519+0.00044607i,-0.00088215-0.00020886i
0.001807+0.0010479i,0.0024224+0.0015226i,0.002892+0.00086442i,0.0012895-0.00026974i,-0.00015105-0.0014401i,-9.0323e-05-0.0013746i,-0.00061615-0.00079459i,-0.00075041+3.2925e-05i,-0.00053294+0.00067169i,-0.00066558-0.00011388i,-0.00085064-0.0004286i,-0.0011742-3.5508e-05i,-0.0014477+0.00053314i,-0.0017545+0.00036224i,-0.0018351-0.00013266i,-0.00080205+8.087e-05i,-0.00010632+9.7676e-05i,-0.00033989+0.00013082i,-0.00059506+0.00010396i,-0.0008016+5.8537e-05i,-0.00045285-0.00015299i,0.00066254+4.5237e-06i,0.0011399+0.00080331i
0.0022228+0.00025776i,0.00076689-0.00046233i,8.1585e-05-0.00057925i,-0.00038593+0.00026443i,5.9488e-05-0.00025487i,0.00047368-0.0008872i,-0.00065435-0.00075771i,-0.0012376-0.00066008i,-0.00046495-0.0009308i,0.00017204-0.0014323i,4.8791e-05-0.0014832i,-0.00064126-0.00056798i,-0.0010215+0.00022579i,-0.00037223+0.00012711i,4.6014e-05-8.1795e-05i,-4.211e-05-0.00018421i,0.00023943-2.314e-05i,0.0007241-0.0005485i,0.00071997-0.0015162i,-0.00024349-0.00081628i,-0.0012715+4.7345e-05i,-0.00078792-0.00024001i,0.00014328-0.00048785i
-9.492e-05-0.00098291i,-0.00056414+7.2918e-05i,-0.0011977-5.4917e-05i,-0.00064483+0.00014151i,-0.00057321+0.00062016i,-0.00027175-0.00059609i,6.5289e-05-0.00079547i,-0.00034165+0.00029764i,-0.00079989+0.00061916i,-0.00026725+0.00013309i,-1.5878e-05-0.00025595i,-0.0009709-0.00056219i,-0.0010732-0.0007415i,-0.00058832-0.00059045i,2.996e-05-0.00079775i,-0.00022906-0.00051303i,-0.0007196+0.00023914i,-0.00074625+0.0004074i,-0.0011928+7.1442e-05i,-0.0015525-0.00036799i,-0.0012565-0.00032607i,-0.00049934+0.00021458i,-3.7907e-05+0.00072405i
0.0019231+0.00068432i,0.0014406+0.0010481i,2.5658e-05+0.0012787i,-0.00067989+0.00036196i,-7.6934e-05-7.1406e-05i,8.5482e-05+0.00050173i,-0.00050742+0.00048131i,-0.00052374+0.00072321i,0.00028413+0.00034266i,2.1984e-05-0.0010243i,-0.00043046-0.0012471i,-0.00076053-0.00051957i,-0.0011609-0.00017948i,-0.00074895-0.00021744i,-0.00056324-0.00022631i,-0.00093836+3.5891e-05i,-0.00079949+9.7469e-05i,-0.00016601+0.00031679i,4.3986e-05+0.00080773i,-0.00026372+0.0011093i,-0.00069416+0.00058727i,-0.00039578+0.00010843i,-8.2287e-05+6.0534e-05i
-0.00071604+0.00017592i,-0.0016606+0.0012113i,-0.0023855+0.0018653i,-0.0024179+0.0016317i,-0.0016331+0.00089848i,-0.00094744-0.00018485i,0.00029312-0.00024704i,0.00088903+0.00021724i,0.00098702+0.00023432i,0.00056827-3.7454e-05i,-4.7389e-05-0.00025298i,0.00019317-0.00042266i,0.0010899-5.9246e-05i,0.0016108-0.00025402i,0.00082299-0.00048587i,-0.00028129+0.00010512i,-0.00037831+0.000494i,-0.00067977+2.2485e-05i,-0.00090321+0.00027078i,-0.00053354+0.00030585i,0.00022702-0.00032904i,0.00089138-0.00011895i,0.00051769-5.4702e-05i
-0.001004+0.0025186i,-0.0001372+0.0022845i,0.00079823+0.0026329i,0.00085491+0.0027267i,0.00030854+0.0016512i,-1.2702e-05-0.00078153i,-0.00036471-0.0019015i,-0.00050707-0.00146i,-0.00015067-0.00062615i,3.3082e-05+0.00016512i,0.00070217-2.6621e-05i,0.0015035-0.00053743i,0.0005896-0.00070199i,-0.0006996-0.00024693i,-0.000852+0.00040535i,-0.00079622+0.00048536i,-0.0011222-0.00025095i,-0.00086528-0.0010345i,-0.00051584-0.0015643i,-0.00072943-0.0008986i,-0.00073193-0.00025583i,6.6463e-05-0.00017282i,0.00011477+0.00060519i
-0.0020909-0.00077512i,-0.0014607+0.00030551i,-0.0014574+0.0010528i,-0.0015177+0.0012053i,-0.0014748+0.00072797i,-0.00063823+0.00030578i,-0.00040738+0.00014255i,-0.00062822-3.1911e-06i,-0.00039796+7.8587e-05i,-0.00016641+0.00021999i,-0.00018843+6.0844e-06i,-0.00020482+5.2689e-05i,-0.00046349+0.00016022i,3.9695e-05+0.00013793i,0.00063197+0.0002662i,0.00019762-0.00046517i,0.00024802+6.2482e-05i,5.1015e-05+0.0010026i,-0.00019812+0.00049627i,8.6255e-06-0.00012219i,-0.00011542+0.00028453i,0.00034627+0.00027937i,0.0004029+0.00019918i
-0.0009546+0.0010467i,-3.1722e-05+0.0007008i,-0.00020083+0.00047105i,-0.00048044+0.00025877i,0.00035396-0.00019577i,0.00083512-0.0013177i,-9.263e-05-0.0013451i,0.00011972-0.00010357i,0.00043619+0.00013176i,0.00019734-0.00025546i,0.00032531-0.00082522i,-0.00051607-0.00064297i,-0.00092114-0.00014494i,-0.00056477-0.00031381i,-0.00055908-0.00033672i,-0.00049242+0.00035507i,-0.00062667+0.00039449i,-0.00050339+0.00053592i,2.9632e-05+0.00024231i,-0.0002973+0.00040567i,-0.0010375+0.00012706i,-0.0002428-0.00097069i,0.00079938-0.00062417i
0.0010572+6.6489e-05i,-0.0005995+0.00028449i,-0.0014676+0.00027369i,-0.00076306+0.00035428i,-0.00037644-1.6074e-05i,-0.00068151-0.00028879i,-0.00040367+0.00030216i,-1.1444e-05+0.00049831i,0.00027346+0.00022681i,0.00042424-0.00030301i,0.00077676-0.00054586i,0.0007867-0.00025829i,-0.00024239-0.00031218i,-0.00046316-0.00011387i,-0.00020142+0.00013886i,-0.00030268+0.00029127i,-0.00027701+0.00070248i,-0.00052548+0.00061561i,-0.0011982+6.5333e-05i,-0.0012026-0.00023902i,-0.00076159+0.00015852i,0.00016084+0.00013739i,0.00068478+4.2589e-05i
-0.00077339-0.00030071i,-0.0002155+0.0003462i,-0.00010505+0.001373i,5.2229e-05+0.0021449i,0.00027364+0.0013691i,-4.7013e-05+0.00076596i,-0.00046325+7.7753e-05i,0.000482-0.00022481i,0.0009543-0.00053376i,0.00013822-0.00047293i,0.00038471+0.00068536i,0.00093903+0.00087444i,0.00064161-0.00010328i,0.000361-0.00033326i,0.00040408+0.00013889i,-0.00031752+0.00094623i,-0.0010657+0.00070743i,-0.0015508+0.00043176i,-0.0010034-0.00013241i,0.00028868-0.00089417i,0.00019422-2.2577e-07i,-0.00061+0.00060594i,-0.00026081+9.6657e-05i
0.00068753+0.00092733i,0.00071899+0.00036431i,0.00066149+0.00027091i,-0.00083864+0.00015567i,-0.0020594+0.00020785i,-0.0019507+6.1624e-05i,-0.0012973+0.00019591i,-0.0007317+0.00010459i,0.00069541-0.00054011i,0.0013539-0.00056874i,0.00042565-0.00065182i,-0.00059249-0.00023585i,-0.00072919+0.00014538i,-1.4716e-05+0.000275i,0.00045291+0.0009639i,-3.1561e-06+0.001024i,-0.00024536+0.00076309i,0.00045946-3.7234e-05i,0.00045034-0.00096733i,-0.00016893-0.00018457i,-0.00027893+0.00078644i,0.00027372+0.0011974i,0.00048341+0.00053248i
6.7087e-05+0.00039306i,0.00073475-0.00023465i,0.00069595+7.7589e-06i,0.00084634+0.0011939i,0.0013584+0.0015083i,0.0016194-0.00012149i,0.0013231-0.00083592i,0.00029874-0.00020183i,-8.2845e-05+9.0143e-05i,-4.8349e-05+0.00033595i,-0.00016547+0.00081265i,8.4359e-05+0.0008326i,7.8767e-05+0.00066703i,-0.00022736+0.00057007i,-0.00061774+0.00015692i,-0.00064084-0.00037423i,-0.00014007+2.7129e-05i,-0.0001956-0.00014934i,0.00035319-0.00082266i,6.406e-05-0.00072126i,-0.00039881+0.00012183i,0.00030854+0.00034409i,0.00022841-0.00068527i
-0.0018087-0.0004863i,-0.0006161+1.8309e-05i,-0.00031222+0.0004263i,-0.00023788+0.00011027i,-3.2392e-05+0.00028136i,0.00012779-0.00012193i,-0.0001892-0.00037299i,-0.0008317-0.00085298i,-0.00010571-0.00072066i,0.00089516+0.00023006i,0.0011194+0.00016632i,0.0016126-0.00032282i,0.00092863-0.00051337i,-0.00016914-0.00029109i,-0.00040032-0.00059724i,-0.00025176-0.00093019i,9.7644e-05-0.00051544i,0.00015352-0.00040989i,7.2105e-05-0.00047239i,-8.8408e-05-9.541e-05i,2.6953e-05+0.00018667i,4.0862e-05+0.00043894i,8.8616e-05+0.00073631i
0.0012255+4.8519e-05i,-0.00042651-0.00091065i,1.5982e-05-0.00028808i,-7.5968e-05+0.00091666i,-0.00095138-0.00010638i,-0.00052176-0.00047353i,7.1209e-05-0.00047492i,-0.00010053-0.00081392i,-0.00014829-0.00021141i,0.00037537-0.00015069i,0.0011274-0.00015459i,0.0010108-8.977e-05i,6.8135e-05-0.00038059i,-0.00035524+0.00044139i,-0.00011496+0.0007633i,-0.0002703-1.2845e-05i,-0.00043926-0.00011807i,6.3868e-05+0.0002599i,0.00039967-5.2187e-05i,0.0006644-0.00048021i,0.00097692-0.00034109i,0.0003369-0.00045567i,0.00013583-0.00074861i
0.00017-0.00053528i,-0.0002887-0.00020726i,0.00026603-0.00082544i,0.00022134-0.0011126i,-0.00070024+0.00013225i,-0.00092142+0.00096331i,-0.00067023+0.00094383i,-0.00071629+0.00097767i,-0.00056018+0.00057031i,-3.3813e-05-0.00083901i,0.00028156-0.0013008i,0.00058153-7.8549e-05i,0.00089418+0.00052429i,0.00083393+0.00092645i,0.00057796+0.0012878i,0.00059165+0.00019554i,0.00021046-0.00015068i,-0.00049312+0.00051425i,-0.00019297+0.00062094i,-3.1525e-05+0.0007144i,-1.4598e-06+0.0010376i,-2.7632e-05+0.00080641i,-0.00029682-0.00051263i
-0.00042127+0.0024329i,-0.00047039+0.00062494i,0.00057492+0.00027804i,0.00097334+0.0014015i,0.0010853+0.00036515i,0.00099185-0.0013978i,0.00013575-0.0015749i,-7.7066e-05-0.00046719i,0.00025792-2.3079e-05i,0.00029646-0.0002702i,0.00032573-0.00048373i,0.0001542-0.00031961i,-0.00058856-0.00020491i,-0.00080398-0.00042037i,0.00040599+5.594e-05i,0.00097315+0.00098674i,-0.0001648+0.0008799i,-0.00082502-4.4542e-05i,-0.00032888-0.0005052i,-2.2559e-06-0.00024076i,-6.3248e-05-0.00041695i,0.00047775-0.00022233i,3.6803e-05+0.00027896i
-0.0016719+0.00046734i,-0.00061079+0.0012405i,-0.00094832+0.0018274i,-0.00084347+0.0022997i,-0.00023892+0.0012787i,0.00016575-0.00020732i,-1.94e-05-0.00052291i,-0.00012844-5.7217e-05i,0.0006535+0.0001054i,0.0012796-0.00048591i,0.0010025-0.0013115i,-0.00010622-0.00067492i,-0.00053762+0.00025783i,-0.00025273+0.00088021i,-0.0010406+0.00072238i,-0.0017813-0.00045786i,-0.00072814-0.00023735i,0.0007832+0.00038584i,0.00070414+0.00010657i,0.00021289-0.00039265i,-0.00039186-6.1238e-05i,-0.0001277+0.00049667i,4.0748e-05+0.00056405i
-0.00063933+1.5846e-05i,-0.00098818-0.00094485i,-0.0018914-0.0010045i,-0.0013845+8.5532e-05i,-0.00053055+0.00037567i,-3.0605e-05-0.00072879i,0.00021729-0.00079182i,0.00025261-0.00025941i,0.00017293-3.0332e-05i,0.00075005+0.00028075i,0.00074193-0.00011666i,0.00049445-4.8419e-05i,0.00015449+0.00048013i,-0.00050703+8.6167e-05i,-0.00071392-0.0002918i,-0.0010749-0.00055769i,-0.00017011-0.00018525i,0.00030543+0.00027959i,-0.00060441-0.00032568i,-0.00049183-0.00053721i,3.1053e-05-0.00014402i,0.00034803+0.00054513i,3.1373e-05+0.00089441i
-0.0021939-0.0011514i,-0.0024036-2.0401e-05i,-0.0020441+0.001112i,-0.00091263+0.0025303i,0.00049278+0.0028842i,0.00096056+0.0012954i,0.00049121+0.00027596i,-3.8115e-05+0.00071795i,4.9344e-05+0.00032914i,0.00031177-0.00043713i,-5.5321e-05-0.00019959i,-0.00042409+0.00025381i,-0.00059502+0.00036392i,-0.00041407+0.00042328i,-0.00068922+9.8991e-05i,-0.00079484-0.00029363i,-6.9745e-05-0.0003653i,0.00058604-0.00088383i,9.7658e-06-0.00069042i,-0.00031706+6.8662e-05i,9.5309e-05-8.0123e-05i,0.00061746-8.7152e-05i,0.00081259+0.00072661i
-0.00060558+0.00030579i,0.00031197+0.00090612i,0.00020333+0.00070428i,0.00043325+0.00076917i,0.0010994+0.0002148i,0.00096133-0.00087769i,0.00035739-0.00081659i,0.00021821-0.00039174i,0.0002979-0.00019778i,0.00019739-0.00018837i,7.9929e-05-0.00078346i,-0.00034784-0.00046717i,-0.00018627+0.00042475i,6.4346e-05+7.0318e-06i,-0.00046156-0.00039625i,-0.0012645-0.00052798i,-0.001464+8.5313e-05i,-0.0010256+0.00068853i,-0.0013346+5.8527e-05i,-0.0004186-0.00051315i,0.00029672-0.0005233i,-1.9835e-05+0.00034191i,0.00032941+0.00086077i
-9.709e-05-0.00034466i,0.0010377+0.00047064i,0.00037086+0.00039194i,-9.896e-05+0.00081167i,0.0001081+0.00077586i,-0.00015624-0.00012219i,-0.00019393-0.00053941i,0.00026445-0.00012357i,0.00031177+0.00030883i,8.6602e-05-0.0004527i,-0.00025803-0.00069342i,7.8007e-05-3.5934e-05i,0.00058612-0.00024134i,0.00046104-0.00091703i,-7.1617e-05-9.8948e-05i,-0.00067492+0.00054634i,-0.0011057+0.00031608i,-0.00064487+0.00034001i,0.0011139+0.00043032i,0.0017637+0.00015454i,0.0010745+6.0252e-05i,0.00098966+6.2703e-05i,0.0010594-0.00033048i
0.0017167-0.0021238i,-0.00040682-0.00098598i,-0.00090928+0.00043205i,-0.0004135+0.00085429i,0.00034381+0.00012936i,0.00020452-0.00012765i,-0.00028789+3.8896e-05i,0.00030414-0.00039264i,0.00045041-0.00047325i,0.00041341-0.00051153i,0.00076089-0.00052298i,0.00014815+3.9521e-05i,-0.00051193-9.9691e-06i,-0.0011793-0.00064052i,-0.0015433-0.0001725i,-0.00062977+0.00057551i,0.00010259+0.00010131i,-7.0617e-05-0.00074056i,-0.00062729-0.0010858i,-0.00058539-0.00079308i,6.7902e-06-3.0836e-06i,-8.6855e-05+0.00066848i,-0.0002396+0.00073806i
-0.0011307+0.0011785i,-0.00072274+0.0010848i,0.00023692+0.0010624i,0.00038299+0.0014331i,-0.00048798+0.0011801i,-0.00098904-0.0004862i,0.00020214-0.0013386i,0.00095165-0.00034713i,0.00061051-0.00021208i,0.0007953-0.00010479i,0.00090501+0.00067941i,0.00016133+0.00022767i,5.1197e-05+0.00034451i,0.00013955+0.00093755i,-0.00031565+0.00039531i,-0.00040677-0.00029654i,-0.0001235-0.00067569i,0.00032695-0.00093194i,0.00061382-0.00050448i,0.00030122-5.1388e-05i,-0.00051211-0.00043202i,-0.00053689-0.00033257i,-0.00028542+0.00029217i
-0.0015042-0.00070078i,-0.0015882+0.00016462i,-0.0018732+0.0017244i,-0.00095059+0.0019569i,0.00062101+0.00079708i,0.0010044-0.00051077i,0.0006688-0.00097612i,0.00015996-0.0006194i,0.0001044-1.0005e-05i,0.0008581-0.00012627i,0.00054144-0.00086569i,7.0669e-06-0.00099393i,-0.00012331-0.00063324i,-0.00010366-0.00042226i,0.00041334-0.00074595i,0.00035441-0.00076802i,-0.00024303-0.00044497i,7.6446e-05-6.3444e-05i,0.00029366+0.00021648i,8.0523e-05+0.00039159i,0.00030334+0.0003514i,0.00030524+2.074e-05i,0.00014081-0.00041761i
0.0016972-0.00046542i,0.0011185-0.00049918i,-0.00061164-0.00028396i,-0.0019011+0.00028292i,-0.0013262+0.00079575i,-0.0006228+9.9543e-05i,-0.0007523-0.00029135i,-0.00062011+0.00020794i,-0.00067941-0.00039061i,-0.00095673-0.0010584i,-0.0011191-0.00088384i,-0.00032923-0.00059921i,-0.00025702+0.00019854i,0.00010819+0.00019423i,0.00089119+4.566e-06i,0.0010035+0.000252i,0.00036056-0.00042923i,0.00057604-0.00075231i,0.0014214-0.0005011i,0.00093702-0.00026119i,0.00021669+6.3401e-05i,-9.0566e-05+0.00023486i,0.0001952+0.00058477i
0.00040473-0.0013238i,-0.00082965-0.0017955i,-0.0011983-0.0013253i,-0.0008057-0.0018541i,0.00023703-0.0021674i,0.00030039-0.0010137i,0.00010148-3.5427e-05i,5.6659e-05+6.0825e-05i,0.00035589-2.5524e-05i,-0.00033469-0.00051105i,-0.00079604-0.00083072i,-0.000213+0.00024563i,-0.00028518+0.00052107i,-0.00022709+0.00040136i,-6.5983e-05+0.00013361i,0.00027344-2.9014e-05i,0.00055682+0.00060255i,0.00065365+0.00096148i,0.00064684+0.00038403i,0.0001883+3.4624e-06i,9.1316e-05-5.0121e-05i,-0.00065801-0.00077876i,-0.001218-0.00098724i
0.0011608+0.00044978i,-0.00014406+0.00062539i,-0.0013437+0.00042313i,-0.0017938+1.408e-05i,-0.0012877-0.0014336i,0.00040494-0.00099917i,0.0010774+0.00014369i,0.00072561+0.00046486i,0.00037512+0.00053322i,0.00013958-0.00020374i,0.00080392-0.00070514i,0.00067359-0.00044227i,0.00023589+0.00037374i,-0.0001907+0.00066598i,-0.0010004-0.00017058i,-0.0011221-0.0008058i,-0.00079851-0.0009452i,-0.00012815-0.00019828i,0.001172+0.00024861i,0.00079622-0.00035326i,-0.00022935-0.00082199i,0.00022977-0.00066377i,0.00049014+0.0001428i
0.00094189-0.00040845i,0.00081837-0.00023888i,0.00066354-9.8468e-05i,0.00095192+0.00037734i,-0.000261+0.00029338i,-0.001671-0.00067058i,-0.00096548-0.0010518i,-8.2234e-05-0.00095391i,0.00039169+4.7471e-05i,0.00024342+0.00015633i,6.2277e-05-0.00066615i,-9.8333e-05-0.00013799i,7.3166e-05+0.0001583i,0.00042464-0.00035723i,-0.00016259-0.00025225i,-0.00076003-0.00012581i,-0.00062965-0.00039922i,-0.00025432-0.00056011i,0.00029646-0.00054961i,0.00038781-0.0005032i,0.00036923-0.00045038i,0.00049474-0.00065355i,0.00025979-0.00070908i
-0.00090027-8.1483e-05i,-0.00058985-0.00045054i,-0.00061042-0.00036818i,-0.00048886+0.00018736i,0.00049588+0.00049888i,0.00074883-7.4626e-05i,-0.00020262-0.00086652i,-0.00071193-0.00043869i,-0.00010225+0.0003728i,0.00029372+0.00054263i,1.2492e-06+0.0005132i,-0.00016786+0.000608i,-0.00040277+0.0004051i,6.2262e-05+0.00016933i,0.00091361+0.00081597i,0.00089682+0.0012203i,0.00089072+0.0007241i,0.00097566+0.00032429i,0.00042873+0.00044828i,0.00012053-0.00059171i,0.0004549-0.0011132i,0.00050976-0.00018062i,0.00054562+0.00054447i
-3.9223e-06-0.001133i,-0.00067601-0.00030444i,-0.0015257-4.8538e-05i,-0.002132-0.00010612i,-0.0015474+0.00057925i,-0.00089101+0.00062796i,-0.0012204+0.00049303i,-0.00092+0.00056979i,-0.00028172+0.00020012i,-0.00046925+0.00050972i,-0.00045215+0.00046267i,-0.00079103-6.8823e-06i,-0.00022624-0.0006018i,0.00053071-0.00092264i,0.00025191-0.00061451i,0.00016101-7.5361e-05i,0.00015452+0.00022471i,-0.0001362-0.00023405i,-0.0001546-0.00044434i,-4.9437e-05+0.00022488i,-0.00022823+0.00069666i,-8.4289e-05+0.00036572i,0.00058823+0.0001555i
0.0006678-0.0019263i,0.00023614-0.0015464i,-0.0010567-0.00043057i,-0.0022412+0.0011909i,-0.0017677+0.00087738i,-0.0011192+0.00047629i,-0.0011778+0.00025902i,-0.00043154-0.00058662i,-0.00023832-0.00075872i,-7.9739e-05-0.00029114i,0.000165-0.00035422i,0.00057885-0.00036335i,0.001359+0.00045063i,0.0011975+0.00091282i,7.3461e-05+0.00013469i,-0.00051386-0.00031182i,-0.0010667+6.5767e-05i,-0.0010053+5.4187e-05i,-0.00066348-0.00029333i,-0.00050105-0.00018015i,-0.00078746+0.00029516i,-0.00083736+0.00054378i,-0.0002778+0.00054878i
-0.00024323+0.00048834i,-0.00081765+0.00024724i,-0.0004908+0.00044828i,2.7237e-05-0.00022863i,0.00014515-0.0012385i,0.00012655-0.0010102i,5.5298e-05-0.00067432i,0.00048079+0.00013542i,0.0016232-3.227e-05i,0.001858-0.0002075i,0.00098823+0.00064399i,0.00024807+0.0005639i,-4.1981e-05-0.00012682i,0.00014885+0.0001781i,0.00038852-4.7948e-05i,0.00013884-0.00065206i,-0.00021501+0.00010581i,-0.00030208+0.0004256i,9.8132e-05-4.3996e-07i,0.00044449-0.00075278i,-0.0004287-0.00069427i,-0.0011443-0.00026508i,-0.00044737-0.00043456i
