-0.00068778+0.00036722i,-0.00065564+0.00063596i,-0.0012813-7.4086e-05i,-0.0015594-0.00065991i,-0.0017341-0.00068802i,-0.0015033+0.0010716i,-0.0010138+0.0025077i,-0.00027499+0.0019745i,0.00048095+0.00079343i,0.00020333+0.00032571i,-0.0002202+0.00071278i,0.00020978+0.00072855i,0.00074232-0.00028197i,-0.00026756-0.0011889i,-0.00043233-0.0015683i,0.00030733-0.001385i,-1.3696e-05-0.00088609i,-8.1699e-05-0.00034509i,0.00085052+7.408e-05i,0.0007496-0.00027242i,6.4226e-05+0.00030827i,-2.839e-05+0.00058469i,9.88e-05+0.00049162i
-0.0015898-0.0012196i,-0.0016369-0.001306i,-0.0015231+0.00010789i,-0.00041712+0.0023292i,0.0010539+0.0023532i,0.0014098+0.001662i,0.0010921+0.0013606i,0.0011886+0.0010057i,0.00083137+0.0012972i,0.0005272+0.00070569i,0.00030473+0.00022888i,0.00017025-0.00016645i,0.0001702-0.00071438i,0.00012565-0.00022574i,0.00045319-5.4298e-05i,0.00043784-0.00022024i,0.00029362-0.00013231i,0.00015934+0.00052619i,0.00015747+0.0010267i,0.00036199+0.0011975i,0.00017077+0.00067736i,-4.379e-05+0.00029903i,0.00011262-1.0148e-05i
-0.00061624+0.00012516i,-0.0012816+0.00054831i,-0.0011349+0.00012837i,-0.00073958+0.00090274i,-8.6344e-05+0.0021138i,-6.9569e-05+0.0018296i,-0.00013226+0.00092192i,0.00071883+0.00040507i,-2.2202e-05+0.00039151i,-0.001407+0.0010342i,-0.00099745+0.0010273i,-0.00025181-0.00014561i,-0.00027475-0.00097544i,-0.00061992-0.0002377i,8.4419e-05+0.00048301i,0.0009226+0.0012188i,0.00047947+0.0019666i,0.00056013+0.0017207i,0.00072584+0.0013982i,0.00020533+0.00099349i,-0.00029607+0.00058496i,-0.00044501+0.00020322i,-9.2359e-05+0.00030315i
-0.00013113-0.0024883i,-0.00092008-0.0022293i,-0.00159-0.0015062i,-0.0011416-0.00049302i,-0.00090672+0.0015502i,0.00029636+0.0024649i,0.0019529+0.0019078i,0.0014281+0.00054026i,0.00071629-0.00080133i,0.00053274-0.0010018i,-0.00029214-0.00043526i,-0.00059541-5.4593e-05i,-0.00053216+2.8974e-05i,8.1155e-05+0.00033098i,0.0011823-1.9016e-05i,0.0014021-5.0352e-05i,0.0011102+0.00036314i,0.00070124+0.00046106i,0.00040686+0.00049056i,0.00033151+0.00068601i,0.00056302+0.0010522i,0.0006902+0.001352i,0.00082503+0.00090093i
-0.00080639+0.0005198i,0.00043108+0.00088963i,0.0020493+0.0014499i,0.0025919+0.00133i,0.0024403+0.0012542i,0.0017952+0.00053696i,0.001049+0.00016506i,0.001112+0.00090657i,0.0014266+0.00040973i,0.00078463-0.00055388i,0.0002732-0.00023265i,0.0004092-0.00024427i,0.00011754-0.00086463i,0.00017769-0.00095997i,0.00056323-0.00064547i,0.00036876-0.00035673i,-0.00013727-0.00044141i,-0.0001257-0.00092413i,1.1347e-05-0.00026564i,9.1852e-05+0.00069955i,0.00024275+0.00095967i,-0.00021108+0.0014179i,0.00033911+0.0015138i
-0.00053097-0.00034698i,-0.0009262-0.00041126i,-0.0015228+1.7011e-05i,-0.00086391+0.0011831i,0.0007254+0.0018926i,0.0011966+0.0021974i,0.0012437+0.0018235i,0.00059242+0.00093373i,-0.00072186+0.00022962i,-0.00075703+0.00028703i,-0.00052508+0.00054866i,-0.00078883+0.00014006i,-0.00044559+0.00012931i,0.00013557+0.00028477i,0.00043663+0.00042164i,7.0086e-05+0.00078616i,0.00039481+0.00048619i,0.0013847-0.00042277i,0.0012032-0.00013434i,0.00093419+0.00069552i,0.00070681+0.00064414i,0.00016972+0.00015371i,-0.0002587+3.244e-05i
-0.00060857-3.295e-05i,-0.00092823-0.00013766i,-0.0012973+0.00068817i,-0.00067823+0.00116i,0.00047767+0.0016397i,0.00081957+0.0023833i,0.00079352+0.0021515i,0.0011347+0.0020715i,0.00082013+0.0024667i,-7.3086e-05+0.0021122i,-5.2366e-05+0.0011065i,-0.00011397+0.00088614i,7.6345e-05+0.00078739i,0.00020596+0.00031549i,0.00049788-0.00027986i,0.00044917-0.00052846i,2.018e-05-0.00047945i,0.00034552-0.00049287i,7.1289e-05-0.00049696i,0.00015271-0.00013662i,0.00020772+0.00048213i,-0.00016086+0.00038777i,-3.7759e-06+0.00037122i
-0.00086571-0.0020637i,-0.0017553-0.0021709i,-0.0019041-0.0024923i,-0.0022343-0.0013259i,-0.0017011+0.0013654i,-0.00046827+0.0024912i,-0.000221+0.00156i,0.0012078+0.00031137i,0.0018928+0.00011693i,0.00031066+7.3242e-05i,-0.00054604-0.00044627i,5.2285e-05-0.00013008i,0.00011643-0.00029081i,0.00011696-0.00050113i,0.0004341+0.00068465i,0.00060323+0.0014081i,0.00069816+0.00070215i,0.0010581+7.6632e-05i,0.00098558-0.00021007i,0.0004871-0.00033178i,0.00024664-0.00021712i,-0.00023575-7.8493e-05i,-0.00035281+5.9638e-05i
-0.00064932+0.00048113i,-0.0004958+0.0013296i,-0.0011324+0.0014884i,-0.00097032+0.0014061i,-8.6402e-05+0.00113i,0.00059474+0.00084236i,0.00053866+0.00099535i,0.00065087+0.00064448i,0.00040059-8.5141e-05i,-0.00013169-0.00013808i,-0.00024715+0.00026283i,0.00031836-3.7086e-05i,0.00067537-0.00037523i,0.0001657-0.00018849i,-0.00024933-0.00016996i,0.00023337+0.00018392i,0.00051742+0.00066141i,4.242e-06+0.00080194i,0.00014953+0.00031192i,0.00031475+0.00027249i,2.8909e-05+0.00085986i,0.00082331+0.00097199i,0.0018213+0.0003114i
0.0010584-0.00066874i,0.0021699-0.0015216i,0.0012166-0.002395i,0.00039537-0.0016929i,0.00052219+0.00036008i,0.00070389+0.0021095i,0.00064078+0.001995i,4.2263e-05+0.00055525i,-0.00013164-0.00075047i,0.00013005-0.00045428i,5.4668e-05+0.00033441i,0.00021718+0.00018982i,0.00060594+0.00036228i,0.00036201+0.00046562i,-4.1046e-05+0.00071339i,3.1953e-05+0.001109i,5.2168e-05+0.00046642i,0.00079275-0.00030288i,0.0006903-7.8301e-05i,7.8569e-05-9.0069e-05i,-1.87e-05-0.00013022i,-0.00021202+0.00033759i,-6.4853e-05+0.00063206i
0.001039+6.7626e-05i,0.0013217+0.00077398i,0.0017137+0.0013102i,0.0016475+0.001341i,0.00040184+0.0010525i,-0.00035268+0.0015201i,6.5701e-05+0.0017156i,-0.00013996+0.0015708i,0.00037543+0.0012416i,-0.00013052+0.00048173i,-0.0010396-0.00012039i,-0.00042609+6.7923e-05i,0.00033855+0.00083269i,0.00062899+0.00090289i,0.00034516+0.00027516i,-8.7099e-05+8.4946e-05i,2.8083e-05+0.00056751i,-0.00023442+0.00047824i,-0.0010919+0.00065296i,-0.0013162+0.00097612i,-0.00029571+0.0015388i,0.0003337+0.00125i,0.00040596+0.00020853i
0.001389+0.0017764i,0.001325+0.0011363i,0.0020465-0.00056113i,0.0022265-0.0011522i,0.0016977+0.00033765i,0.0011015+0.0015658i,0.00085366+0.0024092i,0.001275+0.00238i,0.0020413+0.0011647i,0.00091922+0.00049135i,-0.00062861+0.00030908i,-0.0010109-8.8903e-05i,-0.00074361+6.7419e-05i,-0.00071491-0.00012547i,-0.00027147-0.00055845i,0.0003362-0.00044749i,0.0006712-0.00064433i,0.00062777-0.00057624i,0.00038123-0.0006172i,0.00034014-0.00082632i,0.00078278+8.5153e-05i,0.00082077+0.00024892i,0.00060274-0.00055012i
0.00014235+0.0001905i,0.00027973-0.00060625i,-0.00026199-0.0011921i,-0.00050974-0.00067718i,0.00046612+0.00072455i,0.00053958+0.0018284i,0.0002352+0.0012243i,0.00069019+0.00063916i,-3.7744e-05+0.0010634i,-0.00086991+0.0012622i,-0.00065038+0.00061485i,-0.00033914-0.00022498i,-0.00024563-0.00024731i,0.00035101+0.00030452i,0.0010507+0.00035459i,0.00059392+0.00054533i,0.00037542+0.00038131i,-0.0001681+6.0748e-06i,-0.00044871+6.2095e-05i,-0.00040031+0.00027427i,-0.00047196+0.00065177i,-0.00069105+0.00080195i,-0.00032375+0.00045953i
0.00097926+0.00068555i,0.0012195+0.00071068i,0.0012501+0.00017557i,0.00074294+0.00024543i,0.00062507+0.00095586i,0.00076337+0.0016959i,0.00068415+0.0013852i,0.00087934+0.00097884i,0.00091668+0.00072503i,3.2007e-05+0.00087887i,-0.00094133+0.0011513i,-0.0006994+0.00091015i,-0.00043749+0.00025804i,-0.00045599-5.2878e-05i,-0.00052751+1.3235e-05i,-0.00077699+0.00013076i,-0.00038037-0.00037425i,-6.5881e-05-0.00082294i,-0.00029969-0.00037378i,-0.00068204-0.00016239i,-0.0005505-0.00047313i,7.1965e-06-0.0001396i,-0.00029179+0.00020728i
0.00080847-0.00024979i,0.001128-8.5512e-05i,0.0016104-0.0002841i,0.001625+6.5452e-06i,0.00080456+0.00014761i,0.00039444+0.00076104i,0.00076841+0.0013705i,0.00067115+0.001329i,-0.00013246+0.00032829i,-0.00045873-0.00011939i,-0.00060571+0.00034721i,-0.0007497+0.00037142i,-6.2185e-05+0.00060583i,0.00023145+0.0012086i,-0.00042331+0.00024884i,-0.00031831+2.8451e-05i,0.00010091+0.000276i,0.00013929-2.8883e-05i,0.00030664-0.00059127i,0.00022583-8.112e-06i,-0.00012005+0.00078203i,9.721e-05+9.5047e-05i,2.1279e-06-0.00039699i
-0.00028302+0.0031156i,-8.7324e-05+0.0026949i,0.00052059+0.0020786i,0.00075805+0.0015814i,0.0017551+0.0021073i,0.0017093+0.0017229i,0.00045437+0.0012774i,-0.00030863+0.0011569i,2.7105e-05+0.0010023i,-0.00023664+0.0006873i,-0.001189+0.00038981i,-0.00080736-3.0416e-05i,-0.0005665+0.00016898i,-0.0014128+0.00075872i,-0.0015884+0.0008258i,-0.0011426+0.00051306i,-7.6108e-05+0.00040995i,8.6504e-05-0.00030224i,-0.00056396-0.0011793i,-9.2293e-05-0.0016996i,9.4297e-05-0.0010974i,0.0001336-0.0002207i,0.00059871-0.00016055i
7.1001e-05+0.00017027i,0.0011428+3.033e-05i,0.000989-1.7384e-05i,-2.1048e-06+0.00051102i,0.0015153+0.0014477i,0.0019682+0.00080913i,0.0012206+0.00061219i,0.00083661+0.0014551i,3.4594e-05+0.0011633i,-0.00018399+0.00012728i,-0.00027408+0.00014835i,0.0002618+0.00044186i,0.00045763+0.00039862i,-0.0001368-7.169e-05i,6.5815e-05-0.00040139i,0.00063135-0.00035086i,0.00077999-0.00039751i,0.00060326-0.00025894i,0.00072544-0.00030968i,0.00078295-0.00037569i,0.00056173+0.0010914i,0.00042527+0.0014501i,0.00053461+0.00068024i
0.0017786-0.0010431i,0.00080798-0.00084175i,0.00041514-0.00050335i,0.00090876-0.00064871i,0.00092198-0.00081283i,0.00085102+0.00040942i,0.00083898+0.00013159i,0.00084713-0.00043123i,0.00051816+0.00058271i,0.00022257+0.0011546i,2.9348e-05+0.0011172i,-0.00039831+0.00081805i,0.00018577+0.00026482i,0.00017422+0.00025244i,-0.00048835+0.00057019i,-0.00022892+0.00039112i,0.0002344+0.00037828i,-0.00018726+0.00066199i,2.6431e-05+0.0002222i,-3.1565e-05-0.00020524i,-0.0001797-0.00038018i,5.8707e-06-0.00036928i,-5.6498e-05+0.00013159i
0.00060017+0.00072861i,0.00033174+0.00090133i,0.00061686+0.0011985i,0.00057561+0.0021094i,0.00016686+0.0020719i,0.000769+0.00097284i,0.0010372+0.0016046i,0.00079475+0.0021709i,0.00019951+0.0012749i,-0.00019912+0.00018495i,-0.00042471-0.00013481i,-0.00020558+0.00043689i,0.00050945+0.0011137i,0.00015642+0.0012529i,-0.00031754+0.00039503i,0.00018167-1.1873e-05i,0.0010794+0.00014264i,0.00063262+0.00011748i,-0.00013171+0.00074365i,-0.00030673+0.00076962i,-0.00036317+0.00035543i,-0.00056848-8.2481e-05i,-0.0005972-4.9851e-05i
-0.0012254-0.0003945i,-0.0016659-0.00034478i,-0.0009117+4.5544e-05i,0.00060816+0.0015798i,0.0015405+0.0028009i,0.0016366+0.0020396i,0.0011494+0.00068036i,0.00021953+0.00049434i,-0.00047453+7.4353e-05i,-0.00064116-0.00021929i,-0.00063952-9.0917e-05i,-0.00046859+1.1133e-05i,-3.0162e-05-6.2507e-05i,0.0003294+0.00022116i,7.2469e-05+0.00072989i,-0.00010399+0.0002503i,-6.3723e-06+0.00025146i,-0.00041836+0.00012511i,-0.00046862-0.00037047i,-0.00056464-0.00028098i,-2.3215e-05+0.00036421i,0.00067017+8.1411e-05i,0.00050457-0.00082859i
0.00083664-0.00077684i,-0.00019453+0.00022269i,-0.00087009+0.00011695i,-0.00042891+0.00040013i,-0.00057691+0.0015074i,-0.00036428+0.0022531i,0.00026326+0.0017325i,0.00054222+0.00073897i,0.00068284-2.7419e-05i,0.00022735-0.00058212i,-1.5755e-06-0.0005542i,0.00021858+6.5413e-07i,-0.00012225+0.00038187i,-0.00023279+0.00074526i,-0.0010508+0.00057304i,-0.00068272+5.0148e-05i,0.00084296+0.00020208i,0.00057683+0.00062656i,-0.00024854+0.00050233i,5.8125e-05-0.00019338i,0.00018496-0.00019903i,0.00050902+5.5597e-05i,0.00061693-8.9059e-05i
-2.6869e-05+0.0014048i,-0.0002296+0.0003565i,0.0011096-0.000627i,0.0021983-0.000726i,0.0023872-0.00073137i,0.0018672-0.00032087i,0.00059717+0.00084006i,0.00034299+0.0015149i,0.00089147+0.0010011i,0.00095214-7.1905e-05i,0.00070733-0.00051373i,0.00060484+9.832e-05i,-0.00011428+0.0008478i,-0.00044467+0.00018229i,0.00062766-2.4466e-05i,0.00036614+0.00053785i,-6.2611e-05+0.00046931i,7.899e-05+0.00062266i,0.00045732+0.00053431i,0.00078472-0.00012985i,0.00046109-0.00085888i,8.2042e-05-0.0010237i,-0.00037279-0.00010152i
0.0024122+0.00069165i,0.0026681-0.00013993i,0.0022458-0.0007758i,0.0013092-0.00061717i,0.00060763-0.00085062i,0.00057769-0.00031795i,0.00017534+0.00043609i,0.00030682+0.00050653i,0.00068982+0.00041503i,0.00026096+0.00037654i,-0.00038918+0.00028265i,-0.00042505+0.000367i,-0.00028037+0.00037313i,0.00015709+0.00045233i,0.00071486+0.0010582i,0.00067044+0.00057991i,0.0010121-0.0001461i,0.0012839-0.00022873i,0.00037679-0.00028849i,-0.00015673+0.00027578i,-0.0001733+0.00052592i,-2.2104e-05+0.00041493i,-3.0501e-05+0.00057653i
0.00054437+0.0006904i,0.00062018+0.0013006i,0.001054+0.0014369i,0.0017568+0.00069231i,0.0012877+0.00054418i,0.0010578+0.0012862i,0.00068703+0.0018166i,0.00078475+0.0016801i,0.0010833+0.001115i,0.00051555+0.00058023i,-0.00083627+0.00012723i,-0.00077252-0.00073233i,0.00021844-0.00052611i,0.00015502+0.00037708i,0.00024245+0.00044251i,0.00042785-9.7922e-05i,0.00055818+6.5569e-06i,0.00093666+0.00041786i,0.00038973+0.00060175i,-3.7039e-06+0.00032166i,0.00038843-7.5165e-05i,0.00043874+0.00017722i,0.00063038-0.00017527i
-0.0014253-0.0018923i,-0.0015448-0.0016848i,-0.0015908-0.00088463i,-0.0014421+0.00088562i,-3.6641e-05+0.0022804i,0.0012889+0.0024117i,0.0015718+0.0016117i,0.0010637+0.0016872i,-0.00017377+0.0019375i,-0.00046617+0.001337i,-0.00050263+0.00076755i,-0.0001028+0.00064982i,0.00057144+0.00056161i,0.00084273+0.00019667i,0.00051015-0.00041005i,-0.00026415-0.00017083i,2.6215e-05+2.4148e-05i,0.00027764+0.00025815i,0.00013144+1.6639e-05i,0.00076421-0.00023178i,0.00074074+0.00011921i,0.00054848+0.00028233i,0.00034309+0.00044176i
-0.0011107+0.0015142i,-9.7459e-05+0.0012235i,0.00027356+0.0025515i,0.00027531+0.0028491i,0.001071+0.0021943i,0.0016291+0.0013687i,0.0010474+0.00082265i,0.0010075+0.0012157i,0.00034514+0.0020564i,-0.00025828+0.0018129i,0.00011959+0.00056101i,0.00094828+8.5893e-05i,0.00085594-0.00020693i,-0.00014057-0.00054064i,0.00038186+0.00018668i,0.0009733+0.00098682i,0.00060702+0.0010133i,0.00089917+0.00076535i,0.00084405+0.00035891i,0.00020478-0.00048476i,3.5741e-05-0.00063114i,0.00019433-0.00045523i,0.0002988-0.0013641i
-0.00024805+0.00099056i,0.00063187+0.00061405i,0.0010424+0.0011731i,0.0026005+0.0014819i,0.00355+0.0020396i,0.0027618+0.0019269i,0.0017809+0.0012713i,0.00090381+0.00095495i,0.00034542+0.0011888i,-6.0749e-05+0.00098323i,0.00029174+0.00018767i,0.0004848+0.00016759i,0.00012069+7.1262e-05i,0.00035333+9.7841e-05i,0.00053409+5.413e-05i,-0.00020016-0.00057269i,-0.00075394-0.00033769i,-0.00098962+0.00031244i,-0.0011659+0.00058209i,-0.00091944+0.0010843i,-0.00070724+0.00069916i,-0.00055951+0.00010626i,8.8927e-05+0.00047144i
0.00039515-0.00049976i,-0.00046761-0.0001469i,-0.0016338+0.00024658i,-0.0023013+0.00085593i,-0.001125+0.0013081i,0.00087366+0.0016324i,0.0013244+0.0021431i,0.00076985+0.0017776i,-1.2278e-05+0.00083974i,-0.0007005+0.00099461i,-0.00024959+0.0011715i,-0.00072905+0.00044141i,-0.0011319+0.00018436i,-0.00020902-0.00049352i,0.00015848-0.00099689i,-0.0002312-0.00090234i,-9.8721e-05-0.00092954i,0.00045834-0.00030464i,0.00065051+0.00030559i,0.00078803+0.00010247i,0.00082345-0.00015443i,0.00044379+7.6372e-05i,0.00047231-4.5163e-05i
3.2645e-05+0.001848i,0.0017586+0.0025749i,0.0020851+0.0025223i,0.0022201+0.0018232i,0.0032015+0.0017886i,0.003096+0.0012364i,0.0019968+0.00078378i,0.0010504+0.00098273i,0.00087122+0.00075401i,0.00054017+0.00070301i,-0.00034336+0.00010681i,-0.00085025-0.00031099i,-0.0013667-0.00034071i,-0.0012866+8.1919e-05i,-0.0011651+0.00048141i,-0.0011022+9.4828e-05i,-0.00040408+0.00022736i,7.1075e-05+0.00060401i,0.00051386+0.00063765i,0.00027908+0.00035939i,-5.4661e-05-0.0005669i,-0.00047761-0.00054732i,-0.00029468-0.00033169i
0.00052197+0.0013306i,0.00026848+0.00094878i,-0.00047361+0.00085025i,-0.0008352+0.00061662i,-8.5377e-06+0.0012256i,0.00082479+0.0015406i,0.00012028+0.0013472i,-0.00023002+0.0012962i,0.00065451+0.0010962i,0.00079845+0.00082295i,9.1917e-05-9.1533e-05i,0.00014784-0.0006979i,0.00024073+6.3292e-05i,9.4206e-05+0.0011737i,0.00027652+0.00098334i,0.0005197-0.00017977i,0.00075657-0.00088302i,0.00031087-0.0006063i,-0.00035063-0.00020594i,-0.00039943+0.00020733i,-0.00039313+0.00052405i,-0.00027399+0.0002048i,0.00027838+0.00026257i
0.0013087-0.0010808i,0.00074993-0.0010697i,-1.9442e-05-0.0010337i,1.2061e-05-0.00034567i,0.00089298+0.00068152i,0.00093929+0.002274i,0.00039324+0.0021971i,0.00016669+0.00068128i,0.00040857-0.0008452i,-1.243e-05-0.00085277i,-0.0011195+0.00022456i,-0.0010747+0.00051173i,-0.00064841+0.00013098i,-0.0002779-9.3963e-05i,-0.00014466-0.00041182i,-0.0001657-0.00036393i,1.9323e-05+0.00040233i,0.00030882+0.00069947i,6.6931e-05+1.0613e-05i,2.6608e-05-0.00019028i,0.00011054+0.00065423i,0.00022084+0.00095351i,0.00030314+0.00016239i
-0.00074421+1.7577e-05i,-0.001218+3.241e-05i,-0.0021397+0.00027226i,-0.0027295+0.00017017i,-0.0016261+0.0011328i,-0.00039418+0.0026757i,9.3275e-05+0.0021388i,0.00041191+0.00073602i,0.00025345+6.4165e-05i,-7.6652e-05-0.0008863i,-0.00053056-0.00046946i,-0.00054293+0.00039744i,0.00026418+7.3543e-06i,0.00046302+0.00011886i,-0.00030099+0.00013829i,-0.00047759-0.00015798i,2.2409e-05+0.00012453i,0.00039178+0.00048287i,0.0001475+0.00049072i,0.00014319+0.00028987i,7.7591e-05-9.9837e-05i,0.00033248+5.801e-05i,0.00022596+0.00011603i
0.00074029+0.00096107i,0.00029378+0.00014193i,0.0010244+0.00051164i,0.0013664+0.00082381i,0.0016461+0.00092796i,0.0017624+0.00085047i,0.001448+0.0014132i,0.0010645+0.0014843i,0.00041341+0.0006773i,-4.0161e-05+0.00056939i,-0.00034219+0.00057177i,-0.00093622+0.00031071i,-0.00027031+0.00026853i,0.00048737+0.00080845i,0.00019126+0.00079244i,1.8149e-05+0.00058192i,0.00037215+0.00077122i,0.00051796+0.00026674i,3.4724e-05-0.00064282i,-0.00033511-0.00043025i,-0.0001756+0.00040933i,-0.00055577+0.00053542i,-0.00042431-0.00018136i
0.0020822+0.00059656i,0.0023183+0.00038784i,0.0025211-0.00034816i,0.00079627-0.00075904i,-0.0011067-0.00016936i,-0.00059239+0.00074589i,0.0002515+0.0011111i,0.0005924+0.00023032i,0.00052595-0.00046214i,-0.00037052-0.00034485i,-0.0010379+4.664e-06i,-0.00047862-5.6355e-05i,0.0003397-0.00058983i,0.00022587-0.00065277i,-0.00017172+6.0153e-05i,0.00058415+0.00027004i,0.0013382+0.00041506i,0.00065969+0.00070509i,-0.00018186+0.00075108i,0.00051326+0.00043976i,0.00081489+0.00047113i,0.00073583+0.00014251i,0.00067147-0.00039391i
0.00012013-0.0012897i,-0.0010876-0.0013061i,-0.0011467-0.00077884i,-0.0015485+0.001256i,-0.0016456+0.0018642i,-0.00043073+0.0017072i,0.0001439+0.0017025i,0.00072375+0.00096856i,0.00050905+0.00019956i,-0.00053226-0.00012716i,-0.00086299+0.00012886i,-0.00045647+0.00045476i,0.00013421+0.00030785i,0.00048407+4.7183e-05i,0.00058218-6.5299e-05i,0.00028928-0.00034831i,0.00025743+0.00018557i,0.00055796+0.00067818i,8.0797e-05+0.0014139i,-0.00041695+0.0014306i,0.00031502+0.00012414i,0.00081555-0.00025645i,0.0010523-0.00016102i
0.0012625-0.00026825i,0.0010821-7.3295e-05i,0.00076299-0.00027538i,0.00071712+0.00037903i,0.0012464+0.0017435i,0.0025067+0.0020979i,0.0023864+0.0014673i,0.0012232+0.00054918i,0.00044104-2.9754e-05i,-0.0002512-0.00029658i,-0.00043623+7.4597e-05i,-0.00051815+0.00067963i,-0.00044351+0.00057579i,-0.00022844+2.6528e-05i,-0.00034375+0.00014573i,-0.00017984+0.00074242i,0.00042087+0.00064528i,0.00047955+0.00031842i,0.0002671+0.00083047i,-0.00013128+0.0010591i,-0.0003994+0.0004657i,0.00023766-0.00014614i,0.00056947-0.0002711i
-1.5707e-06-0.0018179i,-0.00091991-0.00079995i,-0.001606-0.0009763i,-0.0008098-0.00030836i,-0.0010155+0.00022846i,-0.0010513-3.5103e-06i,0.00019109+0.00052474i,0.00044567+0.00086475i,3.5193e-05+0.00079727i,-0.00025859+9.1161e-05i,-0.00050093-0.00049232i,-0.0006656+0.00016244i,-0.00017958+0.0006767i,0.00028745+0.00024041i,0.00062353-0.00019027i,0.00083748+0.00077985i,0.00027584+0.0010887i,-0.00036137+0.00032647i,-0.00064735+0.00041716i,-0.0002917-4.5123e-05i,5.6033e-05-0.00027203i,0.0003872+0.0004765i,0.00014602+0.00082387i
-0.00020203-0.00044987i,-0.0013826+2.6071e-05i,-0.0015413+0.00017407i,-0.0010086+0.001154i,7.4898e-05+0.0013878i,0.0011831+0.00085095i,0.0010344+0.00097076i,0.00060306+0.0017939i,0.00058111+0.0016847i,-9.7049e-05+0.0006163i,-0.00064827-2.9157e-07i,-0.00031635-0.00030162i,-0.00012751-0.00079719i,-1.971e-05-0.00039367i,8.1986e-05+0.00073497i,0.00027896+0.00091648i,0.00093992+0.00038392i,0.0010636+0.00045765i,0.00022693+0.00040684i,-8.0162e-06+0.00030014i,0.00035862-0.00023796i,0.00075293-0.00056024i,0.00044886-0.0005293i
0.00094651+0.00038972i,0.00064441+0.00064536i,0.0013323-6.2553e-05i,0.0017454-0.00015995i,0.00089995+0.00068087i,0.00053574+0.0014155i,0.001445+0.0013884i,0.0016652+0.0015015i,0.00089049+0.00099923i,5.8122e-05-0.00092543i,-0.0004185-0.0014036i,-0.00082441-0.00015136i,-0.00058247-8.2683e-05i,0.00049107+6.5647e-05i,0.00034763+0.00034688i,-0.00052514-0.0004116i,-0.00053553-0.00029303i,-0.00016382+0.00036668i,0.00025904+0.00025608i,0.00021999+8.3575e-06i,0.00017104+0.00017203i,-5.1719e-05+0.00017278i,-5.7017e-05-0.00047745i
0.00013777+0.0013447i,0.00013683+0.00068783i,1.7008e-05+0.002028i,0.0013142+0.0024675i,0.0024529+0.0014102i,0.0017396+0.00049887i,0.00066501+0.0002668i,0.00050174+0.00027557i,0.00057702+3.8657e-05i,0.00082618-0.00020621i,0.00014971-0.00035019i,-0.00083403-0.00025483i,-0.0011542+0.0004617i,-0.00078597+0.00092954i,-0.0002145+0.00065352i,8.3341e-06+0.00049133i,-0.00010604-0.00029047i,0.00014416-0.00090087i,-3.5442e-05-0.00046462i,-0.0006773-0.0003627i,-0.00024744-0.00059865i,0.00039496-0.00016873i,0.00075163+0.00038449i
0.00072998-0.00085836i,-0.00021171-0.0022239i,-0.0013175-0.0027474i,-0.0020255-0.00086978i,-0.0015107+0.0010626i,-0.00015457+0.0023829i,0.00052541+0.0027425i,0.00039759+0.0019679i,9.4859e-05+0.00089878i,-0.00023829+7.2082e-05i,-0.00037743-0.00022122i,-0.00030732-6.2855e-05i,-0.00060161+0.000778i,-0.00094649+0.00153i,-0.0007575+0.00090279i,-8.6309e-05+0.00026791i,0.00027352-0.00012438i,-3.2703e-05-0.00057999i,-0.00021996-0.0001451i,-1.2567e-05-0.00015345i,0.00015894-0.0010727i,0.00095851-0.0012734i,0.0010734-0.00066119i
-0.0010076-0.00096148i,1.3215e-05-0.0011271i,0.00057357-0.00084203i,0.00048692+0.00012505i,0.00048891+0.0011753i,0.00026755+0.0010916i,0.00084419+0.00082722i,0.00064179+0.0010271i,-0.00036762+0.00062111i,-0.00084932-0.00062651i,-0.00025573-0.00062149i,1.8845e-05+0.00047043i,0.00036024+0.00057995i,0.00037394+0.00024316i,-0.00019227-1.5286e-05i,7.5035e-05+0.00037693i,0.00084717+0.00030171i,0.0013515-0.00010662i,0.0007958+8.1856e-05i,0.00025833+0.00022792i,0.00011897+0.00028718i,-7.4203e-05+0.00040189i,-2.9828e-05+0.00085287i
0.00071316-0.00072263i,-0.00060309-0.0015019i,-0.0011476-0.00079015i,-0.00082315+0.00050562i,-0.0010359+0.0012092i,-0.00093464+0.0019031i,0.00059823+0.0019768i,0.0014699+0.0010978i,0.00089806-0.00029838i,0.00035644-0.00049846i,0.00090827+0.00027962i,0.00079608+0.00040197i,0.00032769-0.00018508i,-8.6143e-05-0.00031378i,0.00048798-0.00043369i,0.000358-0.00044565i,-0.00013711-0.0004993i,0.00054104-0.00082289i,0.00097331-0.00076703i,0.0006199-0.00042472i,0.00028802+0.00030145i,6.2292e-05+0.00011754i,-6.4339e-06-0.00060378i
0.0011823+0.0016447i,0.0012189+0.0015025i,0.001517+0.00076594i,0.001098-0.00014714i,0.0013882-1.7036e-05i,0.0019424+0.00076764i,0.0015204+0.0011984i,0.00093559+0.0015861i,0.00046367+0.0012419i,-6.6466e-05+0.00037401i,-0.00035484+0.00022229i,-0.00041386+0.00046289i,-0.00062998+0.00083282i,-0.00048622+0.00097542i,-0.00034405+0.00055652i,-0.0007452+0.00038902i,-0.00087322-0.00022951i,-0.00048419-0.00059196i,-0.00064137-0.00046174i,-0.00050551-7.0533e-05i,-0.00066116+0.0004591i,-0.001061+0.0001284i,-0.00011769-0.00036734i
