-0.0023193+0.0011328i,-0.0014502-1.4128e-05i,-0.0013349-0.00062885i,-0.0017503-0.0010339i,-0.0019906-9.4185e-05i,-0.0017492+0.00077523i,-0.0009242+0.00098115i,-0.00044636+0.0009588i,0.0004632+0.0011443i,0.0014501+0.0014062i,0.0016813+0.00041884i,0.00071435-0.00024942i,-0.00035478-9.2177e-05i,0.00038593+0.00041124i,0.0011869+0.00053204i,0.00086161+0.00020286i,0.00049167-0.00014408i,0.00047227-0.00026743i,0.00023745+0.00036678i,0.0002522+0.0004888i,0.00064137+0.00011889i,0.00021333+0.00019394i,-0.00034085+0.00013262i
0.0015822+0.00076512i,0.00099485-0.0001849i,0.0011685-0.0013656i,0.00073622-0.00048779i,3.4354e-05-0.00046851i,-0.00058212-0.00069444i,-0.00041467+0.00028053i,0.00013973+0.00080146i,0.00060318+0.00088706i,0.00075518+0.00049227i,0.00073674-2.2295e-05i,0.00055644+0.00037971i,0.00044252+0.00075144i,0.00057013+0.000544i,0.00095162+0.00075884i,0.0010745+0.00092619i,0.0011701-0.00014809i,0.00098832-0.00082608i,0.00015024-0.00063395i,-0.00020529-0.00061031i,-0.00099091-0.00032472i,-0.0012425+0.00018642i,-0.00042973+0.00034294i
-0.00069987+0.0011993i,-0.0017263+0.0020344i,-0.00069946+0.0026467i,0.00075061+0.0026928i,0.0013527+0.0010609i,0.0014755-9.6151e-05i,0.0009866+0.00054i,0.00058955+0.00019882i,0.00032236-0.00037689i,0.00019902-0.00022558i,0.00045555-1.9695e-05i,-0.00015058+0.0001951i,-0.00057242-0.00024233i,0.00037274-0.0010207i,0.00072132-0.0013865i,-1.626e-05-0.00137i,-0.00036749-0.00091278i,9.3547e-05-0.0009884i,0.00026219-0.0012335i,-9.9364e-05-0.00094064i,0.00023319-0.00039242i,0.00085348+0.00021645i,0.00030551+0.00044358i
0.0010651+0.0012789i,0.00085013+0.0011042i,0.0012978+0.00098873i,0.00061673+0.0001938i,0.0011771-0.00031338i,0.0016666-0.00050624i,0.0012232+9.7441e-05i,0.0010637+0.00080456i,0.0010074+0.00061774i,0.00044202+0.00044833i,0.00065163-0.00018576i,0.0012189-0.00083393i,0.0013016-0.00049233i,0.00065981-0.00022901i,8.4276e-05-1.8144e-06i,5.971e-05-0.00028107i,-0.00013444-0.00078964i,0.00021978-0.00033179i,-8.805e-05-0.00028536i,-0.00046186-0.0008732i,-0.00034698-0.0010861i,-0.00022261-0.00079262i,0.00082183-0.00034844i
-0.0028045-0.0019294i,-0.0031489-0.0019192i,-0.0034583-0.00023147i,-0.0030059+0.00040414i,-0.0012295+0.0010705i,-0.00012449+0.0012866i,0.0004882+0.00012246i,0.00038812-4.4454e-05i,-0.00026113+0.00028827i,-0.00027448+0.00013562i,0.00022649+0.00052124i,0.00070538+0.00099515i,0.00061859+0.00071316i,0.00031974+0.00013215i,-0.00053212+0.00041908i,-0.0010554+0.00072844i,-0.00085922+0.00036959i,-0.00063596-0.00014725i,-0.0001845-0.00033723i,-0.00036727-0.00017023i,-0.00063412+0.00015718i,-0.00046326+0.00058824i,-0.00012484+0.00010295i
-2.1083e-06-0.00091202i,-0.00015505-0.0014729i,-0.00036862-0.0014465i,-0.00085262-0.00062169i,-0.00090859-0.00036014i,-0.00032507-0.00015223i,0.00025608-0.00037871i,8.2953e-05-5.9852e-05i,2.3457e-06+0.00039312i,0.00019202+0.00043169i,0.00055653+6.5606e-06i,0.00051582+0.00022484i,0.00018336+0.0010893i,0.00067483+0.0010528i,0.00043985+0.00065229i,-0.00080896+0.00036164i,-0.0006831+0.00039054i,0.00082108+0.00023579i,-4.0301e-05-0.00031052i,-0.00073665-0.0010164i,-4.5618e-05-0.00067153i,-2.995e-05-0.00059307i,0.0003335-0.0015043i
-0.0017601+0.00077401i,-0.0020529+0.00043791i,-0.0017428+0.0011149i,-0.00061432+0.0014286i,-0.00011089+0.0010935i,-0.00063598+0.00027299i,-0.00073403+9.2445e-05i,-0.00023436-4.5123e-05i,-0.00021101-0.00049327i,0.00025726-0.00017015i,0.0011386+2.5566e-05i,0.0012082-9.9651e-05i,0.00094427-0.00044032i,0.00069531-0.00057201i,0.00030512-0.0010567i,-0.00013143-0.0009596i,-0.00021375-0.00059121i,9.4617e-05-0.00036648i,2.4413e-06-0.00013029i,-0.00031614-0.00012118i,0.00013869+0.00011599i,0.00060535+0.00035333i,0.00067811+0.00033939i
0.00059522-0.0020588i,0.00049997-0.0023482i,-8.3251e-05-0.0020443i,-0.00051512-0.00030047i,-0.00021597+0.00059672i,-0.00021298-3.6868e-05i,-0.0010134-0.00011597i,-0.0013432+0.00017783i,-0.00071467+0.00059218i,-0.00045653+0.00065475i,-0.00054754+0.00033628i,6.527e-05+0.0001711i,-0.00013457-0.00014599i,-0.00028032+5.0896e-05i,-0.00012134+0.00057267i,-6.11e-05+0.00013788i,-0.0001538-0.00016777i,-1.5863e-05-0.00011284i,8.1874e-05-0.00035347i,-0.00066367+0.00040691i,-0.00086284+0.00079983i,-0.00079948-3.7103e-06i,-0.00050534-0.00040254i
-0.0003156+0.00078013i,-0.00056478+0.00057152i,-0.00027913+0.0010039i,-4.5457e-07+0.0011967i,6.5494e-05+0.0013047i,0.00070601+0.00050185i,0.000855+7.6483e-05i,0.0010596+0.00052282i,0.0011185+0.00042077i,0.0010728+0.00035855i,0.00067052-0.00034505i,5.0797e-05-0.00095905i,-8.3461e-05-0.00037034i,9.2852e-05+6.923e-05i,0.00044711-0.00019217i,0.00042924-0.00043262i,7.402e-05-0.00031904i,-0.00027863-0.00034232i,-0.00077122-0.00085465i,-0.00021379-0.00062146i,0.00068421-3.2272e-05i,0.00095923-0.00025118i,0.00073111-0.00017337i
-0.00094829-0.00013868i,-0.00074476+0.00023536i,-0.0013358+0.00025051i,-0.0016927+0.00057534i,-0.00053092+0.0010462i,0.00031273+0.00066302i,-0.00031607-0.00010149i,7.3406e-05-0.00026977i,0.00068472-0.00030046i,0.00056494-0.00052497i,0.00027494-0.00059201i,0.00088122-0.00015512i,0.0016185+0.00029159i,0.0010912+0.00014429i,0.00059572+0.00011832i,0.00092749+0.00090582i,0.00076518+0.0012815i,0.00040907+0.00015006i,0.00052284-9.6547e-05i,0.00086627-0.00017408i,0.00083397-0.0005151i,0.00060276-0.00065305i,0.00039241-0.00064869i
0.00088654-0.0022317i,0.0010688-0.0013526i,9.7537e-05-0.0023359i,-0.0010845-0.0025954i,-0.0018414-0.001831i,-0.0014001-0.00075355i,-0.00054811-0.00021589i,-0.00047895-9.7224e-05i,-0.00035716-0.00012867i,7.9031e-05+0.00014008i,0.00032515+0.00054905i,0.00020836+0.00017585i,-0.00032258-0.0001963i,-0.00018219+0.00038728i,0.00047559+0.00095415i,-0.00010442+0.00043415i,-0.00016759+6.2109e-05i,0.0003101+5.0908e-05i,0.00062413-0.00019727i,0.00084515-0.00012291i,-0.00020533-0.00054375i,-9.5407e-05-0.0010193i,0.00078705-0.00091061i
0.00023363+0.0011446i,0.00041751+0.0012443i,0.0005869+0.00050061i,0.00088012+0.0014416i,0.00020845+0.0015935i,-0.00039576+5.241e-05i,-0.00011559-0.00031527i,-0.0004122+0.0006182i,-0.0001744+0.00085248i,0.00015204-0.0003285i,0.00087789-0.0008273i,0.0010191-0.00030858i,0.0004879-0.00032494i,-9.2275e-05-1.5321e-05i,0.00034287+0.00021477i,0.00059421+0.00039706i,-9.7451e-05+0.00069723i,-0.00091776+0.00033207i,-0.0010078+0.0005551i,0.00025248+0.00047328i,0.0011278+1.4118e-06i,0.00061865-0.00044387i,3.4103e-07-0.00065915i
0.00040234-0.00015518i,-0.00036936-1.5546e-05i,-0.00047043-0.00069841i,-0.00050704-0.0003359i,-0.0008524+2.565e-05i,-0.0009234-0.00017279i,-0.00014521-3.6688e-05i,0.00013579+0.00010292i,0.00010474+0.00021042i,-0.00014304+0.00028047i,-0.00067125+0.00022174i,-0.00059134-0.00026554i,0.00015405-0.00094227i,0.0002196-0.00080179i,0.00019126-0.00052538i,0.00019214-0.00034902i,-0.00015398-0.00037008i,-0.00041014-0.00059658i,-0.00042422-0.00082285i,-0.00026028-0.00012393i,-0.00021882+0.00057666i,-0.00044498+0.00017572i,-0.00048592-5.8575e-05i
-0.00049552+0.0015033i,-0.00031083+0.0022056i,-0.0003703+0.0010416i,0.0005508+0.00068743i,0.00055511+0.0009749i,-0.00038767+0.00026406i,-0.0015771-0.00019389i,-0.0011715-0.00046955i,0.00075077-0.00091382i,0.0009548-0.0014922i,0.00071528-0.0014891i,0.0006518-0.00084667i,-0.00012974-0.00033861i,-0.00018944-1.639e-06i,-6.9975e-05+0.00051413i,0.0005825+0.0006507i,0.0010343+0.00042372i,0.000681+0.00041709i,3.1681e-05+0.0008101i,-0.00038712+0.00066514i,-0.00033231+5.5629e-06i,3.5857e-05+2.8265e-05i,0.00036338+0.00020462i
0.00026288-0.00087936i,0.0012597-0.001304i,0.0006366-0.00076596i,-0.0010285-0.0002783i,-0.0011521-0.00040075i,-0.0005817-0.00086712i,-9.0816e-05-0.0013716i,2.9909e-05-0.00089032i,0.00028393-0.00070227i,0.0010063-0.00094404i,0.00058326-0.00041866i,-0.00032101+0.00060378i,-0.00034018+0.00091978i,3.5961e-05+0.00084535i,0.00079176+0.0010701i,0.00078666+0.00094706i,0.00026511-2.5708e-05i,0.00012025-0.00028901i,6.8809e-05+0.00025819i,4.7064e-06+0.00017532i,0.00025988+0.00031781i,0.00080405+0.00051158i,0.00063178+0.00021498i
-0.00042571+0.0010378i,-0.00024508+0.0012321i,0.00075252+0.00082685i,0.00094947+0.0002442i,4.9627e-05+0.00054063i,-0.00042707-2.3792e-06i,-0.00040101-0.00065758i,9.0394e-05-0.00019648i,0.00042815-0.00068958i,0.00031283-0.0011019i,4.0709e-05-0.00038291i,-0.00034246+0.00055335i,-0.0001167+0.0010494i,2.2635e-06-8.1258e-05i,-0.0001681-0.00053658i,0.00039883-0.00042984i,-4.0984e-05+9.821e-05i,-0.00086958+0.00045651i,-0.00040009-0.00060565i,-5.398e-05-0.00037384i,0.00018562+0.00068627i,0.00011444+0.00025554i,1.7804e-05-0.00027926i
-0.0013371-0.00069212i,-0.0013642+0.00010359i,-0.0014214+0.00015867i,-0.0011449+0.00036579i,-0.00080346+0.00033869i,-0.00057585+0.00020541i,-0.00029265+0.0005805i,-0.00041713+0.00051803i,-0.00021565+0.00055347i,0.00019792+0.00050354i,0.00044137+0.00028921i,0.00085331+0.00025837i,0.0010091+0.00054734i,0.00082589-3.4103e-05i,0.00042652-0.00049448i,0.00031974-0.00031514i,0.00035534-0.0011292i,0.00031165-0.00090978i,0.00018818+6.6691e-05i,-0.0004586+0.00061699i,-0.0010437+0.00056158i,-0.00071639+3.5754e-05i,-0.00032095-0.00049789i
-0.0015232-0.00018648i,-0.0016195+4.1418e-05i,-0.0010868+0.00064869i,-0.00042712+0.0012945i,-0.00051862+0.0014346i,-0.00066242+0.0014966i,0.00016344+0.00091802i,0.00081917+0.00028938i,0.00040371+0.00035455i,0.00028043+0.00080845i,0.00094971+0.00041349i,0.0012014+8.3192e-05i,0.00055071-8.6887e-05i,0.00029089-0.00064656i,7.2285e-05-0.0010796i,-5.2338e-05-0.00073812i,0.0005171+6.9671e-05i,-5.6441e-05-0.00013575i,-0.00066149-0.00089481i,-0.00041523-0.00022775i,-8.7323e-06-9.5915e-05i,0.00026274-0.00064358i,-2.8864e-05-0.00017937i
-0.00094365-0.0012222i,-0.0003157-0.00095631i,-0.00079688-0.00044831i,-0.00083805+0.00077861i,0.00023802+0.001235i,0.0012607+0.00097288i,0.0017702+4.0514e-05i,0.0011491+3.1228e-05i,0.00044022+0.00045169i,0.00078524-6.9969e-05i,8.5327e-05-0.00039996i,-0.00076676-6.1594e-05i,0.00031536+4.2098e-05i,0.0011423+0.00020756i,0.0014818-0.00024184i,0.001606-0.00099097i,0.00078127-0.00024853i,0.00017334+0.0001632i,0.00016452+7.5994e-05i,0.00033527+0.00028716i,0.00084545+0.00025656i,0.00043877-8.13e-05i,-0.00051117-0.00087686i
9.0976e-05+0.0016515i,0.00018415+0.0015839i,0.00055812+0.0016433i,0.00040689+0.00082422i,0.00024216-0.0001078i,0.00029761-0.00066777i,6.0772e-05-0.0007183i,-7.8746e-05-2.2852e-05i,-0.00019932+4.0921e-05i,0.00017994-6.9616e-05i,0.00056724-0.00042426i,0.00015638-0.00096891i,-9.1638e-05-0.00050967i,0.00060742-0.00014578i,0.00031212+0.00029911i,-0.00095674+0.00018609i,-0.0012032-0.00039203i,-0.00089207-0.00070713i,-0.00042045-0.00066399i,0.00041522-0.00046444i,0.00047335-0.00033774i,-0.00023249+2.2357e-05i,-3.1517e-05+0.00028905i
-0.0008858+0.0018773i,-0.00044057+0.0028945i,-0.00050686+0.0036383i,-0.00064911+0.0038532i,-0.00020436+0.0027058i,0.00037627+0.00084464i,0.00065973+0.00062838i,0.00082132+0.00094177i,0.00092352+0.00048596i,0.0011271+0.00094699i,0.0011631+0.00075679i,0.0012732-0.00025056i,0.0010977-0.00081446i,0.00095047-0.00098035i,0.00055626-0.0012484i,-0.00032239-0.00053531i,-0.00037692+0.00015976i,-1.4772e-05-1.9085e-05i,-0.00027162-0.00010545i,-0.00072488+0.00014777i,-0.00068138-0.00012914i,-0.00030941-0.0002972i,2.0367e-06+0.00049436i
-0.00027182+0.001854i,0.00052836+0.0012696i,0.0012013+0.00071009i,0.0011395+3.304e-05i,0.00077932-0.00069554i,6.409e-05-0.00091023i,-0.00022359-0.00051865i,-0.00025101+0.00014237i,0.00043039+0.00048911i,0.0014591+0.00018117i,0.0020462-0.00025888i,0.001093-7.0815e-06i,-0.00012976+0.00024439i,6.3823e-05+0.00022482i,-0.00024522-0.00025104i,-0.0011607-0.0012829i,-0.00065244-0.00093955i,0.00043754+0.00028016i,0.00075935+0.00033488i,0.00099585-1.1365e-05i,0.00042124-8.99e-05i,0.00034782-0.00047563i,0.00036329-0.00090507i
-0.00047145-0.00099943i,-0.0013568-0.0012897i,-0.0025548-0.00057797i,-0.0021579+0.00022233i,-0.00047071+0.0011564i,0.00033315+0.0015882i,0.0004297+0.00073445i,0.0010296+0.00025923i,0.0016641+0.00067707i,0.0013132+0.00044517i,0.00041049+0.00010999i,0.00049288-5.5747e-05i,0.00055678-1.8396e-05i,-8.5205e-05+0.000475i,-0.00017679+0.0010088i,-0.00015814+0.00069844i,-0.00042464-0.0003858i,-0.00042536-0.00040351i,0.00024004+9.1548e-05i,0.00092466-0.000233i,0.00099057-0.00042321i,0.00022903+6.0344e-05i,-0.00055815+0.00018875i
0.001569-0.00013904i,0.0019424+3.5712e-05i,0.0023452-0.00064203i,0.001255-0.0012586i,-0.00055415-0.0012492i,-0.0013127-0.0010285i,-0.0014655-0.0006454i,-0.00068028-0.00069873i,0.00041078-0.00052601i,0.00045108+9.5266e-05i,0.00014028+0.00013682i,-0.00039482+4.6615e-05i,-0.00057743+8.7394e-05i,0.00041389+0.00097869i,0.0012685+0.0012251i,0.0011075+0.0010724i,-0.00057226+0.00079728i,-0.0011351+0.00071198i,-0.0009225+3.8553e-06i,-0.00084198-0.0012384i,-0.00014222-0.0011868i,0.00098329-9.7012e-05i,0.0014112+0.00056489i
-0.00014763-0.00016567i,-0.00036839-0.00069126i,-0.0011747-0.00067132i,-0.0010246+0.00013182i,-0.00027008+0.00063601i,0.00062886+0.00081556i,0.0010918+0.00042764i,0.00075151-0.00076529i,-6.8473e-05-0.0013647i,-0.00041378-0.00076622i,9.4144e-05+0.0002449i,0.00027263-0.00018611i,0.00019929-0.00030764i,2.9842e-05+6.5344e-05i,-4.7931e-05-3.3021e-05i,0.00015416+0.00077679i,0.00011791+0.0016278i,0.00015599+0.0015357i,0.00039084+0.00053486i,0.00037375+4.4936e-05i,-0.00011327+0.00022527i,0.00048817-0.00030738i,0.0008784+3.9146e-05i
-0.0012067-0.00036699i,-0.0010032-0.00041641i,-0.00080342-6.4805e-05i,-0.00072802+0.00081032i,-0.00078237+0.00046869i,9.1485e-05+0.00037036i,0.00059918+0.00023438i,0.00069826-0.0002942i,0.00040436+0.00012856i,0.00073862+0.00068077i,0.00080615+0.00054324i,0.0009728+0.00030287i,0.00093573+3.4427e-05i,0.00048049-0.00020758i,0.00073981-2.7693e-05i,0.00070479+0.00011313i,0.00066868-0.00024634i,0.00045007-0.0010293i,-0.00013221-0.0011292i,-0.00068738-0.0012095i,0.00023902-0.00080875i,0.00149+1.6296e-05i,0.0012466+0.00029819i
-0.0013731-6.6676e-05i,-0.00092746-8.6494e-05i,-0.0015252+0.00082789i,-0.0015606+0.0014398i,-0.00067577+0.00090423i,-0.00021792-0.00028241i,0.00012568-0.0011631i,0.0003938-0.00059158i,5.9863e-05-0.00018719i,-0.00020797+6.829e-05i,-4.6111e-06+0.00024409i,0.00035914+0.00042935i,0.00067383+0.00094713i,0.00079553+0.0010054i,0.00056022+0.00051161i,-0.00012053+0.00081327i,-0.00050949+0.00062521i,-0.00044879-0.00018426i,-0.00079669+0.00076996i,-0.00046995+0.0015915i,8.5418e-05+0.00064923i,0.00087672+6.4549e-05i,0.00077848+0.0003226i
-0.00040124-0.00032383i,0.0011808+3.6696e-05i,0.0005266-0.0002721i,-0.001415+0.00060182i,-0.0017686+0.00077348i,-0.00067974+0.0002871i,-0.00036064+0.00029273i,-0.00012749+0.00045774i,0.00027726+0.00036865i,0.00062922+0.00024792i,0.001181+0.00017486i,0.00075176+0.00058513i,-0.00012258+0.00062079i,-0.00033008-4.7329e-05i,2.9593e-05-0.00061491i,-3.5511e-05-0.00040918i,-0.00023897-0.00022926i,-0.00023512-0.00019658i,0.00012471+9.1848e-06i,0.00010692-0.0003275i,-0.00028122-0.00055302i,1.4857e-05+0.00016447i,0.00028467+0.00080474i
-0.0007691-0.0003051i,-0.0017255-0.000598i,-0.0026176+0.0004563i,-0.0017216+0.0013953i,-8.6891e-05+0.0014533i,0.00076117+0.0010239i,0.00030696+0.00025574i,8.8887e-05-0.00052565i,0.00066144-0.00074979i,0.0010418+0.00044391i,0.00025806+0.00045135i,-0.00048107+9.3368e-06i,0.00026052-0.00021425i,0.00091849-0.00051152i,0.0006599-0.000604i,3.8507e-05-0.00011078i,-0.00047539-2.2703e-05i,0.00011577-0.00032018i,0.00051562-0.0006882i,0.00022279-0.00042344i,-0.00056463-0.00021175i,-0.00037387-0.0005462i,-9.1513e-05-0.0003036i
-0.0009973+0.0011725i,-0.0013669+0.0010849i,-0.0016094+0.0019347i,-0.0016889+0.0017995i,-0.00096644+0.0011934i,0.00032204+0.00035837i,0.0004415+0.00010812i,0.00032707+0.00011089i,0.00091486+0.00045995i,0.0012996+0.00070517i,0.0008557-0.00026607i,0.0007889-0.00033619i,0.00075278+0.00052393i,0.00038757+9.4651e-05i,0.00054427-0.00010931i,0.00063028-0.0003393i,0.00058119-0.00064089i,0.00037497-0.0007913i,-0.00018852-0.00063581i,9.4774e-05-0.00021675i,0.00037906-0.00031582i,9.6669e-05-1.6336e-05i,0.00058236+0.00032432i
0.00045841+0.00048947i,0.0010358+0.00026554i,0.0014323-0.00042294i,0.00035485-0.00030961i,-0.00077626+0.00043741i,-0.00077787-0.00012046i,0.00013906-0.00089689i,0.0013639-0.00041574i,0.0014708+0.00086936i,0.0010761+0.00046197i,0.00075614-8.2803e-05i,0.00094706+0.00090292i,0.0011162+0.00043132i,0.00017442-0.00037282i,-0.00043365-6.3611e-06i,-0.00021436+0.00024888i,0.00021495-8.9111e-05i,0.00035413-0.00081423i,0.00020634-0.0008351i,-1.8939e-05-0.00041129i,-0.00014818-6.0509e-05i,0.00024799+0.00037043i,-0.00010064+0.00076895i
4.0883e-05+0.00025146i,-0.00027664+0.00012669i,-0.00035306+0.0013051i,-0.00045443+0.0018178i,0.00032845+0.0012599i,0.00043188+0.00094976i,0.00019021+0.00042972i,0.00010844+0.00025665i,0.00077681+0.00016412i,0.0008021-0.00050789i,-0.00012595-0.0007868i,-0.00025029-0.00094018i,0.00013454-0.00040119i,0.00040425+0.00038306i,0.00037463+0.00034205i,0.00082964+0.00039849i,0.00043022+0.0012158i,-0.00073512+0.00075555i,-0.0008158+4.8263e-06i,-1.5006e-05+0.00030257i,0.00054292+0.00073183i,0.0002634+0.00072532i,0.00040724-4.1499e-05i
-0.000485-8.3551e-05i,-0.0008284-0.00064279i,1.4543e-05+0.00083465i,0.00072224+0.0012592i,0.00033066+0.00038797i,5.7963e-05+4.3195e-05i,0.00065232+0.00050228i,0.00077676+0.00090825i,0.0009127+0.00044133i,0.0014057+0.00056178i,0.00099951+0.00091679i,0.00037229-0.00025435i,0.00052178-0.00093719i,0.00043484-0.0005078i,-0.000109-0.0012729i,-0.00012577-0.0013895i,0.00023413-0.00067602i,0.00051734-0.00087606i,8.3419e-05-0.00096116i,-0.00044343-0.00061607i,-9.3871e-05-0.00013441i,0.0002001+0.0001012i,0.00019556+0.00022847i
-1.1632e-05+0.0012096i,0.00065706+0.0015836i,-0.00013149+0.001629i,-0.001029+0.00072832i,-0.00069997-0.00054738i,-0.00046712-0.00099626i,-0.00016336-0.00045477i,9.6446e-05+0.00023646i,0.0011732+0.00036131i,0.0014762+0.00077224i,0.00070748+0.00059203i,0.00081982-0.00071241i,0.0015541-0.0011788i,0.00080486-0.00066195i,0.00045485-6.9532e-06i,0.00033113-0.00041774i,-0.00070442-0.00068228i,-0.0007015-0.00036015i,4.5444e-05+0.00039133i,-1.3646e-05+0.0003987i,3.8411e-05+8.395e-05i,4.8728e-05-0.00019951i,-0.00034595-0.00026641i
-0.0012994-0.00013697i,-0.0013081+0.00018365i,-0.0010438+0.0013055i,-0.00071296+0.0011718i,9.8004e-05+0.0010341i,0.00019495+0.00083448i,0.00043989+0.00026806i,-4.4202e-05-0.00028571i,-0.00017583-0.00088352i,0.0012248-0.00067228i,0.0012606-4.9164e-05i,0.00062339-7.7446e-05i,0.0006904+0.00023785i,0.000134+0.0001664i,-0.00023515-0.00067303i,0.00022942-0.00048778i,0.0008579+1.1417e-05i,0.00076163+0.00055077i,0.00061993+0.00057398i,0.00073963+0.00026774i,0.00037938+0.00023943i,0.00048968+8.9696e-05i,0.00073465+0.0002727i
-1.6056e-05-0.0016816i,-0.00069689-0.0013364i,-0.0014225-0.0022356i,-0.0022627-0.0020772i,-0.0019709-0.00060782i,0.00029143+0.0002113i,0.00087445+0.00022458i,0.00013007+0.00052653i,-5.2344e-05+0.00068703i,-0.00041617+0.00053602i,-0.00063982+9.6455e-05i,-0.00055897-0.00022357i,-0.0004002+0.0003559i,-0.00027751+0.00042064i,8.0026e-05-0.00037159i,0.00021476-0.00071507i,-0.00031706-0.00067793i,-0.00051861-0.00074481i,-0.0010272-0.0010037i,-0.0019541-0.00051381i,-0.0013275+0.00034864i,-0.00055183+0.00015632i,-0.00055553-0.00018906i
-0.001514-0.0001275i,-0.0015163-0.00045295i,-0.0016085-0.00022767i,-0.0016069+0.00072012i,-0.00065128+0.00074918i,-5.9817e-05+0.00024822i,-0.00030871+0.00047622i,0.00026108+0.0010388i,0.00066352+0.00035601i,0.00069354-0.00018498i,0.00066519-0.00039642i,0.00047873-0.00073006i,0.00022877-0.00061019i,8.0969e-05-0.00012091i,-5.0204e-05-0.00017377i,-0.00019261+6.5548e-05i,-0.00029058+0.00054921i,-0.00048969+0.00088145i,-0.00065338+0.001612i,-0.00049969+0.0015738i,-7.0814e-05-1.0793e-05i,0.00011715-0.00087354i,7.6433e-05+0.00011761i
-0.00092957-0.00073265i,-0.00016252-0.00019773i,-0.00068245+0.00044972i,-0.00048687+0.0018675i,-0.00078656+0.0020719i,-0.0011449+0.0007365i,-0.00073418-0.00014251i,0.00036449+1.5786e-05i,0.001341+3.8933e-05i,0.0016896-0.00018486i,0.0012227-0.00033118i,0.0010389-4.8712e-05i,0.00092549+0.00053974i,0.0011137+0.00038308i,0.00068926+0.00049409i,0.00055226+0.00034006i,0.00049432-0.00070054i,-0.0006371-0.00052185i,-0.001047-0.00022831i,-0.0011455-0.00072203i,-0.0013195+7.1424e-05i,-0.0010703+0.00054848i,-0.00034952-8.1555e-05i
-0.0013075+0.00019315i,-0.0018976+0.00033025i,-0.0030531+0.0026045i,-0.002599+0.0037599i,-0.00094181+0.0025221i,0.00017894+0.00042773i,0.00044869+0.00022898i,0.00059655+0.00097587i,0.0009983+0.0010936i,0.0011044+0.00075116i,0.00076016+0.00036427i,0.00020318-4.1133e-05i,0.00012523-0.00028076i,0.00026907-0.00010549i,-0.00012974-7.8927e-05i,-0.0007256-3.8765e-05i,-0.00020141-0.00026891i,0.00050534-0.00044054i,0.00049137-0.00039843i,0.00079263+0.00044126i,0.00097323+0.0011173i,0.00033326+0.00034674i,-0.00050737+2.0063e-05i
0.0016494+0.0019132i,0.0010945+0.001469i,0.0022605+0.0015723i,0.0022585+0.00063771i,0.0012638-0.0001905i,0.00015583-0.000131i,-0.0009252-0.00034713i,-0.00044218-0.00085081i,0.00036329-0.0010455i,0.00066887-0.00074748i,0.00081666-0.00036314i,9.9194e-05-4.3737e-05i,-0.00078725-0.0001154i,-0.000475-0.00061198i,0.00050004-0.00021443i,0.00092546-1.3112e-05i,0.00071297-0.00032949i,0.00078219-0.00042619i,0.00012113-0.00049787i,-0.00074092+7.3982e-05i,-0.00078002+0.00086978i,-0.00030567+0.00035047i,0.00027884-0.0002213i
0.0029059-0.00045604i,0.0019177-0.00053921i,0.00072836-0.0010484i,-0.00043671-0.00063832i,-0.00065347-0.00084031i,-9.2393e-05-0.0010491i,0.00043495-0.00030857i,-0.000284+0.0010606i,-3.8353e-05+0.0015436i,0.00066099+0.00081905i,0.00019341-0.00010263i,-0.00046414-0.00041821i,-0.00077865-0.00027331i,-0.00070094+0.00024033i,-0.00022683+0.00044404i,0.00022516-0.00019073i,-0.0001411-0.0010807i,-0.00017254-0.0011624i,-0.00020705-0.00049889i,-0.00056189-0.00015348i,-0.00059604-0.00029534i,-0.00094544-0.00074634i,-0.00055024-0.00064993i
0.00023025+0.00059906i,0.00085614+0.00038617i,0.00079314+0.00036285i,0.00057799-0.00037052i,0.00083277+0.00018476i,0.001023+0.0012177i,0.00043552+0.00082983i,-0.00016525+0.0001031i,-0.0001234-0.00012288i,0.0004303-9.7251e-05i,0.00021823-0.00036757i,-0.00012781-0.00067289i,0.00046708-0.00044682i,0.00058355-0.00052412i,0.00096441-0.00065513i,0.0011099-2.7642e-05i,0.00033191+1.3448e-05i,-0.00011519-0.00034119i,6.3394e-05-0.00060768i,-0.00039085-0.0005864i,-0.00067147-5.1806e-05i,-2.0569e-05+0.00014087i,0.00087615+9.3834e-05i
0.00033258+0.0010264i,0.00074546+0.0021445i,0.0012634+0.0023986i,0.00071074+0.0020119i,-0.00015704+0.00038398i,-0.00070692-0.00080117i,0.00028223-0.00096059i,0.0010082-0.00072837i,0.0015639+0.00034149i,0.0019941+0.00078494i,0.0016606-0.00019762i,0.001076-0.00053355i,0.00059848-0.00021003i,0.00020373-0.0003682i,3.8233e-05+5.8206e-05i,-0.00063687-0.00044034i,-0.00039031-0.00064636i,0.00048389-0.00015444i,0.00040725-0.00030993i,0.00034064-0.00025751i,8.7633e-05-5.1881e-05i,-0.00014765-0.00029246i,2.8823e-05-0.00067721i
