-0.0031375-0.00068439i,-0.002394-0.00064482i,-0.0024283-0.00088351i,-0.0023189-0.00095438i,-0.0014923+7.5299e-05i,-0.0011366+0.0014852i,-0.0011184+0.0028791i,-0.00029709+0.0035793i,0.0003817+0.0027232i,0.00056941+0.0012849i,0.00019783+0.00027712i,-0.00083807+0.000815i,-0.0013756+0.0010988i,3.2021e-05+0.00068466i,0.00053495+0.0001197i,0.00042612-0.00029905i,0.00031643-0.00014001i,-8.3016e-05+3.8417e-05i,-8.8494e-05+0.00050328i,-4.3868e-05+0.00071766i,0.00019547+0.00049407i,-0.00021554+0.0002774i,-0.00057805-0.00071877i
0.0010782-0.00017251i,0.0019354+6.2865e-05i,0.001758-0.0009514i,0.00085226-0.0014889i,8.6918e-06-0.0011286i,8.6036e-05-0.00086803i,0.00049003-0.00044777i,5.9744e-05+2.9654e-05i,-0.00039982+0.00056575i,-0.00028668+0.00021082i,-0.00025052-0.00034019i,-0.00011112-0.00041336i,0.00014393-0.00042947i,3.5053e-05-0.00066554i,-0.00063529-0.0004141i,-0.00097735+0.0005511i,-0.0010486+0.0006698i,-0.00088745+0.00052037i,-0.00078219+0.00091689i,-0.00051201+0.00040531i,-0.00041881+9.6362e-05i,-0.0011402-1.3841e-05i,-0.0010585-0.00053111i
0.00042107+0.0027778i,0.00034003+0.0026346i,0.0020067+0.0023308i,0.0018762+0.001022i,0.00065296-0.001789i,4.7135e-07-0.002603i,-0.0005746-0.0014133i,-0.00019736-0.00050488i,0.0005429+0.00031662i,0.00032098+0.00057906i,0.00010694+0.00018347i,0.0001328+0.00031862i,0.00025874+0.0005521i,0.00046481-0.00042461i,0.00022844-0.00084479i,5.2174e-05-0.00050247i,-0.00036304+7.2953e-05i,-0.00048251+0.0010418i,-9.4316e-05+0.0015698i,0.00038736+0.00059241i,9.6855e-05+2.1279e-05i,-0.00029454+2.9092e-05i,-0.00040969+0.00036972i
0.00054223-0.0034386i,-0.00033607-0.0044061i,-0.0016195-0.0033498i,-0.0022369-0.0018774i,-0.001965-0.0018349i,-0.0012592-0.0010387i,-0.0004974+0.00045738i,7.9631e-05+0.0011532i,-0.00023647+0.00059914i,-0.00032506+0.00064787i,-0.00023374+0.00098693i,-0.00036694+0.00095029i,-0.00023099+0.00053575i,-0.00040385-0.00035972i,-0.00033235-0.00017837i,-0.0004223+0.0004471i,-0.00091074+0.00013511i,-0.001369-0.00020584i,-0.00093501-0.00017306i,-0.00025418-5.8768e-05i,0.00019783+0.0003323i,0.00082757+0.00061018i,0.00058598+0.00061797i
0.0010693+0.0017894i,0.0011367+0.0010246i,0.0011767+0.0010074i,0.00044704+0.00091523i,0.00056767+4.9993e-05i,0.00037782-0.00022347i,-0.0006589+0.00038407i,-0.00067898+0.0012718i,4.8162e-05+0.0012554i,0.00024957+0.00057688i,0.00011143+0.0004827i,-0.00044491+1.5864e-05i,-0.00079799+0.00014056i,-0.00038843+0.00067063i,5.3604e-05+0.00084699i,-0.00016529+0.001i,-0.00043701+6.7782e-05i,-6.6483e-05-0.00048774i,0.00014978+2.5443e-05i,0.00017098+6.171e-05i,0.00011685-0.00018813i,-0.00050122+0.00040071i,-0.00062517+0.00077721i
0.00042507-0.0011403i,0.00034338-0.0019296i,0.00066926-0.0023753i,-0.00069829-0.0019746i,-0.0017718-0.0014878i,-0.00085188-0.0012003i,0.00026018+0.00047802i,0.00050695+0.0015863i,0.00038825+0.00084266i,0.00044341+0.001003i,0.00021644+0.0012387i,-0.00048525+0.00073059i,-0.00072291+0.00061242i,-0.00015442+0.00081857i,-0.00025936+0.00045249i,-0.00085242-9.434e-05i,-0.00096573-0.00034241i,-0.00050474-0.00017021i,0.00017177-5.8764e-05i,0.00047158-0.00038258i,0.00026387-0.00019193i,0.00012501-0.00010769i,0.00039074-0.00028069i
-0.00019868+0.0028399i,-0.00016771+0.00261i,0.00038881+0.0035713i,0.0010412+0.0027558i,0.0011651+0.00046255i,0.0010148-0.0005626i,0.00053537-0.00098754i,0.000557-0.00090734i,-2.2182e-05-1.9862e-05i,0.00034859+0.0002144i,0.0015848+0.00046732i,0.001634+0.00031346i,0.00090264-0.00052173i,0.00011365-0.00076652i,-0.00040962-0.00054474i,-0.001129-0.00017794i,-0.00057528+0.00071338i,0.00098302+0.00098437i,0.0015688+0.00080535i,0.0010428+0.0009032i,0.00034281+0.0013208i,-0.00016041+0.0011294i,-0.00035619+0.00032672i
-0.0013043+0.0012587i,-0.0014845+0.0011437i,-0.0017973+0.0015433i,-0.00056187+0.0018644i,0.00090001+0.00062908i,0.0024581-0.00041293i,0.0028234+0.00063639i,0.0023159+0.0012538i,0.002103+0.00047228i,0.0014349-0.00027596i,0.0014604-0.00058536i,0.0017952-0.0010205i,0.00099676-0.0011821i,-0.00080341-0.00090598i,-0.0010628-0.00047043i,0.00032313-3.7156e-05i,0.00038972+0.000146i,-0.00035599-0.00010103i,-0.00013016+0.00020402i,0.00034876+0.00073069i,-0.00015549+0.00074939i,-0.00097896+0.00042084i,-0.0010506+0.00030252i
-0.0036288+0.00089711i,-0.0040289+0.00077363i,-0.0037744+0.0021859i,-0.0024838+0.0035775i,-0.0009627+0.003737i,0.0018717+0.0030697i,0.0044854+0.0025592i,0.0060668+0.0014442i,0.0064565+0.00033017i,0.0042816-0.00062662i,0.0023619-0.0020958i,0.0010659-0.0019492i,-8.6496e-05-0.0013162i,-0.0002979-0.0011174i,-0.00078979-0.00020528i,-0.0012565+0.0011567i,-0.001307+0.0011903i,-0.00092302+0.0010397i,-7.7051e-05+0.0010259i,0.00023691+0.00099883i,-0.00049491+0.00086526i,-0.00083548+0.00045808i,0.00035333-0.00014468i
0.00014577-0.00030988i,0.0013644-4.9123e-05i,0.001275-0.0010408i,-0.0006153-0.0020897i,-0.0015403-0.00218i,-0.0018767-0.0017946i,-0.0020122-0.0012887i,-0.0031508-0.00018085i,-0.0045528+0.0012607i,-0.0038104+0.0019996i,-0.0020454+0.0026847i,-0.00060277+0.0022681i,0.00031207+0.0011903i,0.00022618+0.00096341i,6.1004e-05+0.00021498i,-4.0416e-05+0.00014779i,-0.00044853+0.00068955i,-0.00058346+0.00068192i,-0.00021485+0.00049667i,0.00035557+0.00049588i,-0.00012528+0.00027639i,-0.00071704+0.00015357i,-0.00040341+0.00014304i
-7.5363e-05-0.0012888i,-0.00086889-0.0019217i,-0.00099019-0.0025043i,-0.00050604-0.0026293i,-0.001129-0.003329i,-0.0016078-0.0024251i,-0.001517-0.0009869i,-0.0018766-0.0003365i,-0.00203+0.00069071i,-0.0020946+0.0018418i,-0.0012043+0.0020167i,-0.00064256+0.0014565i,-0.0007019+0.00096637i,-0.00020863+0.0008309i,-6.9378e-05+0.00049673i,-0.00034606+0.00063285i,-0.0013354+0.000842i,-0.00155+0.00089691i,-0.00084196+0.0010703i,-0.00050136+0.00071676i,-0.00051283+0.0001204i,-0.00016949-0.00092487i,0.00021296-0.00084007i
0.00052629-0.00091878i,0.0017238-0.00064857i,0.0015645+4.2596e-05i,0.00066701+0.00039827i,0.00012316-0.00017982i,-0.00049174-8.3084e-05i,-0.00079886+0.0003059i,-0.00066472+0.00075219i,-0.0010547+0.001228i,-0.0011258+0.0010598i,-0.0002962+0.00032065i,9.16e-05+0.0005121i,0.00037965+0.00059965i,0.00032721+0.00019189i,0.00019679+0.00026171i,0.00012087-0.00032984i,-0.00036174-0.00026139i,-0.00031637+0.00094024i,-0.00011506+0.0007647i,-0.00026951-1.6398e-05i,-0.00029227-7.654e-05i,-0.00055901-1.8031e-05i,-0.00072512-0.00063927i
-0.0005784+0.0011041i,0.00080272+0.00088885i,0.0020599-0.00010324i,0.0019758-0.0013611i,0.00076996-0.0019637i,0.00019876-0.0020632i,-1.2843e-05-0.0015965i,-1.6456e-05-0.00045342i,-0.00070787+0.00056573i,-0.0015042+0.00081117i,-0.00067588+0.0011267i,0.00036391+0.0011356i,0.00069155+0.0013748i,0.00013483+0.0014461i,-0.00024379+0.00033682i,3.5817e-05+0.00014894i,-0.00012937+0.00076223i,-0.00077297+0.0005682i,-0.00091032+9.3673e-06i,0.00026892-9.2821e-05i,0.0011206+0.00021769i,0.00047325+5.1238e-05i,-0.00048628-0.00037431i
0.00025352-0.00031822i,-0.00034685+0.00036197i,-0.00051054+4.4325e-05i,-7.2181e-05-0.0013694i,-3.579e-05-0.0027105i,-0.00012404-0.0026566i,-0.001017-0.0014118i,-0.0015937-0.00026573i,-0.0010482+0.00096139i,-0.00065542+0.0017351i,-0.00033895+0.0019713i,-2.1537e-05+0.0013532i,-0.0002813+0.00060984i,-0.00072917+6.2952e-05i,-0.0010081-0.00036002i,-0.00081945-9.5191e-05i,-0.00052132+4.1876e-05i,-0.00028338+0.00039016i,0.00020218+0.00059161i,-0.000444-0.00015214i,-0.0012728-0.00064347i,-0.00112-0.00058227i,-0.00072884-0.00013025i
0.0012232-0.00054349i,0.00098666-0.0025494i,0.0012213-0.0036191i,0.0012885-0.0036475i,1.1278e-05-0.0032637i,-0.0010676-0.0017891i,-0.0013278+0.00019481i,-0.0013687+0.0012595i,-0.00109+0.0016506i,-0.0011359+0.0015789i,-0.00083839+0.0010576i,2.6718e-05+0.00065945i,0.00064403+0.00098891i,0.00070451+0.00065709i,-4.0702e-05-0.00056395i,-0.00023391-0.00096531i,-0.00017476-0.00054936i,-0.00012511+0.00012613i,7.2198e-05+0.00051024i,-0.00031653+0.00038403i,-0.00049051+0.00017305i,0.000329-0.00061205i,0.0010923-0.00055804i
0.00255+0.0012264i,0.0043837+0.0010214i,0.0040212+0.00011661i,0.0017127-0.001679i,-0.00046238-0.0017786i,-0.00098291-0.00057466i,-3.6366e-05-0.00048076i,0.00027362-0.0006848i,-0.00037478+8.7673e-06i,-0.00062847+0.00070705i,-0.00022434+0.0004248i,0.00033264+7.9563e-05i,-4.4571e-05+0.00026749i,-0.0003524+6.0479e-05i,-0.00018057-0.00058984i,-0.00062049-0.00040714i,-0.00097451-0.00055683i,-0.00036543+7.2137e-05i,0.00029788+0.0010131i,0.00022333+0.0012011i,6.6035e-06+0.00073919i,-0.00012577-0.00016026i,0.00035334-0.00034935i
-0.0030613-1.4105e-05i,-0.0028648+0.00054455i,-0.0010967+0.001276i,-0.0002811+0.00087447i,-0.00031674-0.00015799i,-8.6074e-05-0.00018501i,0.00020407+0.00025586i,-0.0004482+0.00043935i,-0.00058779+0.00059788i,-0.00015534+0.00070671i,-0.00034704+7.5242e-05i,-0.0004146-0.00032422i,0.00057682+0.00018555i,0.0003884+0.000341i,-0.000205+0.00044138i,-0.00014762+0.0005895i,0.0001974+0.0006102i,-0.00028029+0.00090287i,-0.00027545+0.00070179i,0.00066696+0.00041037i,0.0006066+0.00020043i,-0.00023332-0.00015767i,-0.00011552-1.9175e-05i
0.00050855-0.00078778i,-0.00047903-0.001168i,-0.00013991-0.0015518i,0.00051103-0.0013322i,-0.00015786-0.0013142i,-0.00086913-0.00098662i,-0.00045621-0.00032409i,-0.00017837-0.00012939i,-0.0014209+3.6531e-05i,-0.0018675+0.00046003i,-0.00089869+0.00086208i,-3.306e-05+0.000533i,9.6392e-05-0.00017735i,0.00035448-0.00084461i,0.00034747-0.00053862i,-2.6174e-05-6.2806e-05i,-0.00064596-0.0001077i,-0.00059759-0.00042907i,0.00042965+1.7493e-05i,0.0010009-0.00011801i,0.00095827-0.00042085i,0.00011879-0.00012859i,0.00014106-0.00055935i
-0.0033503+0.00080922i,-0.0027066+0.0017748i,-0.0018917+0.0028302i,-0.00059951+0.0030506i,0.00060973+0.0023683i,0.00067652+0.00026126i,0.00021864-6.4155e-05i,-0.00070441+0.0014349i,-0.0012469+0.0021057i,-0.00079281+0.0013125i,5.9284e-05+0.00075087i,0.00020759+0.00069523i,-0.00028451+0.00062577i,-0.00033033+0.00092085i,-3.9304e-05+0.00040361i,9.9388e-05-0.00041095i,-0.0002003-0.00036227i,-0.00057407+0.00024893i,-0.00053515+0.00060023i,-0.00023876+0.00056788i,-3.4505e-05+0.00018346i,-0.00022295-5.7902e-05i,-6.2598e-05+0.00052807i
0.0003115-9.9385e-05i,1.9363e-05-0.00012707i,0.00073209-0.00034358i,0.00075359-0.001583i,-0.00013818-0.0026874i,-0.00038914-0.0020264i,-0.00023767-0.00083021i,-0.00024504+0.0002343i,-0.00069143+0.00042878i,-0.00022086+0.0011576i,0.00014705+0.0014208i,0.00016197+0.00091773i,0.00061256+0.00036421i,0.00036749-0.00014752i,-0.00040659-0.00038483i,-9.371e-05-0.0003538i,0.00049949+0.00080124i,-6.3206e-05+0.0016893i,-0.00030182+0.00069437i,-0.00054592-0.0003619i,-0.00041745-0.00028518i,-0.00027475-0.00067686i,-4.7389e-05-0.00076418i
-0.0002869+0.00041985i,-0.0002325+0.00056803i,-0.00027172+0.00017748i,-0.00070891+0.00084869i,-0.0012922+0.00026209i,-0.00086884-0.0017004i,-0.0005359-0.0020858i,-0.00057749-0.00041611i,-0.00070167+0.0011565i,-0.00036256+0.0018455i,-0.00059296+0.0016323i,-0.00051066+0.00065507i,1.2181e-05-5.7542e-05i,2.3223e-05-0.00031613i,-0.00073746-8.2866e-05i,-0.0014436-0.00048652i,-0.0018909-0.00026467i,-0.0015018+0.00030217i,-0.00026547+3.389e-05i,0.000569-0.00023363i,0.0013594-5.1366e-05i,0.0011246+0.00066997i,1.7365e-05+0.0011477i
0.00067525+0.0005577i,0.0013621+0.00067952i,0.0020752+0.0020831i,0.00214+0.0012208i,0.001524-0.00020598i,0.00085838-0.00078013i,0.00010909-0.00090608i,-0.00045331-0.00016487i,-0.0012845+0.00077956i,-0.00056527+0.0016199i,0.00083428+0.0015096i,0.000838+0.00068342i,0.00048534-0.00020501i,0.00027742-0.00098295i,0.00048608-0.0007189i,0.000222-0.00044318i,-0.00069902-3.8444e-05i,-0.00043954+0.00066695i,0.00038505+0.00085088i,0.00016833+0.00026544i,-0.00030276-4.9488e-05i,-0.00041145-1.5501e-05i,-0.00025468-8.2378e-05i
0.0005713-0.00021604i,0.00054856-6.8874e-05i,0.0010452-0.00074984i,0.0004365-0.0024446i,-0.00053807-0.0036062i,-0.0007795-0.0026045i,-0.00050647-0.0011672i,-0.0010436-0.00023329i,-0.0011946+0.00013425i,-0.0006303+0.00038503i,-0.00061418+0.00068567i,-0.00087678+0.00039511i,-0.00019642-0.00011524i,0.00030637+0.00020795i,3.0559e-05+0.00037844i,0.00048259-1.3773e-05i,0.00020064+0.00012127i,-0.00072561+0.0008049i,-7.4079e-05+0.00065226i,0.00067272+0.00026688i,0.00080137+0.00093817i,0.00075827+0.0007463i,0.00050971+0.00014404i
0.00047095+0.00040309i,-0.00018202+0.00091755i,-0.00083936+0.0012302i,3.4339e-05-0.00039549i,0.00023674-0.0023036i,0.00094993-0.001504i,0.00074752+0.00055295i,-0.00090231+0.0010268i,-0.001082+0.00022999i,-0.00068554-0.00023905i,-6.1428e-05+8.3146e-05i,5.4256e-05+0.00058168i,0.00027312+0.00043707i,0.00067153+0.00041011i,-0.00036595-0.00015892i,-0.00098275-0.00025618i,-0.0012782+0.00065234i,-0.00053232+0.0011397i,0.00029335+0.00029199i,-0.00036168-0.00024626i,-0.00079028+0.00022597i,-2.7901e-05+0.00078885i,4.7784e-05+0.00093634i
-0.0011183+0.0014575i,-0.0011287+0.00088981i,-0.0006672+0.00094584i,0.00073234+0.00054576i,0.00075619-0.00039458i,-0.00056092-0.00093908i,-0.00082244-0.00062439i,-0.00067629-0.00022322i,-0.00052019-9.458e-06i,0.00010982+0.0002643i,4.5551e-05+0.00022872i,0.00018268+0.00028597i,0.00042974+0.00063056i,-0.00010316+0.0006276i,-0.00091105+0.00042494i,-0.00062083+5.4559e-05i,0.00010718+3.8104e-05i,0.00013779+0.00087907i,8.1041e-05+0.00087567i,-0.0003959+0.00058539i,-0.00056813+0.00057399i,-0.0005814-5.0142e-05i,-0.00085303-7.5841e-06i
-0.00029899-0.00072691i,-1.279e-05-0.00034116i,0.00067709+0.00090689i,0.0013249+0.00079887i,0.00053055-0.0010864i,0.00020281-0.0019132i,0.00030393-0.00056874i,-0.00013839+0.00042618i,-0.00052065+0.00047777i,-0.0005667+0.0013544i,-0.00061405+0.0011394i,-0.00029617-3.4269e-05i,0.00018167-0.00049722i,0.00083112+0.00027968i,-0.00013452+0.00065761i,-0.001444-3.254e-05i,-0.0010286-0.00010328i,-0.00040688+0.00092685i,-0.0005565+0.0012253i,-0.00057008+0.00037363i,-0.00018821-0.00026566i,-7.7076e-05-0.00051118i,-0.0001841-0.00058411i
0.00066373-0.0015928i,0.00086666-0.0015196i,-0.00024105-0.0017045i,-0.00079478-0.00096704i,-0.00057089-0.00017201i,-0.0001704-0.00060846i,0.0004459-0.00091239i,0.0005017-0.00035039i,-0.00025895+0.00054489i,-0.00045921+0.0017444i,0.00027606+0.0012916i,0.00047598+0.0007177i,0.00025038+0.0010765i,-0.00019235+0.00067112i,-0.00082895-0.00041468i,-0.0010707-0.0012281i,-0.00088616-0.001002i,-0.00022039+0.00014218i,0.00051902+0.00074679i,0.00028357+0.0011681i,-0.00020036+0.0011729i,0.00020926+0.00054556i,0.00066401+0.00022036i
-0.00012751-0.00030587i,-0.00037359+0.00061362i,-0.00098021+0.00034524i,-0.00097494-0.00066427i,-0.0011275-0.00065238i,-0.00093196-0.00043873i,-0.00063897-0.00035232i,-0.00087406+0.00030709i,-0.0008418+0.00084364i,-0.0010114+0.001673i,-0.0013678+0.0023001i,-0.00093142+0.0020856i,-0.00088215+0.0010384i,-0.0013153-0.0001186i,-0.0017538-0.0005178i,-0.0018287-0.00016899i,-0.0010893+0.00051372i,-0.00029146+0.00078066i,-0.00013296+0.00093253i,0.00021959+0.00084142i,-9.7374e-05+0.00064091i,-0.00022034+0.00073121i,-5.3945e-05+0.00036194i
0.00070269-0.0011933i,0.00023897-0.0012339i,0.00090969-0.00044003i,0.0011471-0.00061486i,0.00055725-0.0016183i,-1.7994e-05-0.0015647i,-0.0001824+0.00033265i,-0.0003519+0.0010213i,-0.00034624+0.00043431i,-0.0006728+0.00055449i,-0.00012344+0.00042317i,0.0010426+0.00039678i,0.00064771+0.00053765i,-0.00031208+4.7983e-05i,-0.00032022-0.00034119i,0.00024876-9.1247e-05i,-0.00028795+9.3298e-05i,-0.00086172+0.00026665i,-0.00053949+0.00035397i,6.6833e-05-0.00029262i,0.00056432-0.00039792i,-0.00014933+0.00072823i,-0.00054423+0.0019582i
0.00038085-0.00047962i,-2.7619e-05+6.6296e-06i,-5.3087e-05+0.00076293i,0.00074918+0.00032719i,0.00052348-0.0011521i,-0.00058719-0.0024502i,-0.00081076-0.0017377i,-0.0010304-0.00020362i,-0.0014067+0.00019839i,-0.0015586+0.00025298i,-0.00075408+0.00073812i,4.0933e-06+0.00069273i,0.00041977+0.00060083i,0.00074404+0.0013126i,0.00037257+0.00066442i,0.00031698+0.00024978i,0.00054313+0.00070039i,-0.00039355+0.00040592i,-0.0011297+0.00046032i,-0.0010211+0.00015913i,-0.00020402+0.00026036i,0.00026472+0.00047531i,0.00039388+0.00083462i
-0.00010023+0.0017211i,0.00035801+0.00088891i,0.0013942-0.00046428i,0.0018049-0.00096008i,0.00084254-0.00078243i,-0.00012121-0.0011403i,-0.00059207-0.00034838i,-0.00072371+0.00075596i,-0.00069018+0.00083352i,-0.00057386+0.00062417i,-0.0002161+0.0010888i,-0.00034929+0.00087582i,-0.00035969+0.0003287i,0.00054281-0.0001463i,0.0008375-0.00065491i,9.0535e-05-0.00055678i,-0.00061165+0.00044985i,-0.00056947+0.00022122i,-0.00034707-0.00038682i,-0.00072016-0.00078194i,-0.0012047-0.00091856i,-0.00083826-0.00023548i,0.00012884+0.00021345i
-6.1265e-05-0.0014101i,-0.00011472-0.00015314i,0.00053502-0.00017581i,-0.00023025-0.00078648i,-0.001241-0.00086851i,-0.00044185-0.00050903i,0.00025974+7.6303e-05i,-3.9613e-05+0.0013506i,-0.0001908+0.0016392i,-0.00062056+0.0013331i,-0.00059342+0.0013019i,-5.8451e-05+0.0012165i,-0.00044533+0.00066848i,0.00018589+5.7459e-05i,0.00056253+0.00057566i,-0.0003474+0.00020903i,-0.00097082-7.8235e-05i,-0.00074389+0.00027065i,-0.00015063+6.1746e-05i,0.00024013-0.00018127i,-1.4569e-05-0.00013947i,-0.00026183+0.00042298i,0.00019719+0.00030931i
0.0010657+0.0014155i,0.00071122+0.00087603i,0.0013426-0.00019407i,0.0016692-0.0007536i,0.00074254-0.0012756i,0.00033459-0.0012518i,0.00023082-0.00048557i,-0.00054528-0.00043969i,-0.0012748-8.1542e-05i,-0.0008924+0.00046454i,-2.2672e-05+0.00054798i,-0.00012344+5.5198e-05i,-0.00052685-9.8809e-05i,-0.0006901-0.00068561i,-0.00032584-0.0012864i,-0.00061281-0.00037772i,-0.00083133-0.00048022i,0.00027632-0.00089418i,0.00086875-0.00019138i,0.00038004+0.00017977i,-7.0075e-05-0.00056609i,0.00013493-0.00081842i,0.00025251-4.3181e-06i
0.00025376+0.00031035i,0.00053117+0.00064902i,0.00022474+0.00035719i,0.00054489-0.00024422i,0.00089216-0.0007897i,0.00050172-0.0015664i,1.7862e-05-0.0013321i,0.00042526+0.00013929i,-3.0961e-06+0.0012558i,-0.00074218+0.00097967i,-2.3226e-05+0.00049021i,0.00061455+0.00030089i,0.00082211+0.00016103i,0.00043856-5.6687e-05i,0.0002911-0.0003121i,0.00071321-0.00048565i,0.00043694-5.0872e-05i,0.00012166+0.00018613i,0.00057364+2.2994e-05i,0.00031901+0.00026156i,0.00014442+0.00036858i,0.00042831-8.515e-06i,-0.00012276-0.00068661i
0.00066764+0.00033289i,0.0010371+0.0001865i,0.0013925+0.0006961i,-6.2151e-05-0.00039233i,-0.0010594-0.0015175i,-0.00088856-0.0013162i,-7.5569e-05-0.0015072i,-0.00084693-0.0011601i,-0.0017745+0.00012434i,-0.0011618+0.00078081i,-0.00069803+0.00061378i,0.00017567+0.00050795i,0.00034595+0.00090455i,0.0001569+0.00075762i,0.00048168+0.00061199i,-0.00030889+0.00076538i,-0.00066767+0.00017159i,-2.9109e-05+0.00035254i,0.00055564+0.00079339i,0.0010236+0.00027168i,0.00055242+0.00029102i,9.6987e-05-0.00010602i,-9.847e-05-0.00082072i
0.0013879+0.00074848i,0.0027642-0.00060238i,0.0030821-0.0014884i,0.0026197-0.0015717i,0.0014363-0.0024228i,0.00039934-0.0020657i,0.00026137-0.00085974i,-0.00023176+0.00014217i,-0.00055493+0.001142i,0.00013893+0.0016102i,0.0007474+0.0011188i,0.00023165+6.895e-05i,0.00033298-0.000877i,0.0007738-0.00090043i,-5.9222e-05-0.00054955i,-0.0008125-0.00010267i,-0.00086557-0.00022138i,-0.00068745-0.0001287i,-7.2233e-05-0.00049356i,0.00088677-0.0008704i,0.00049759-0.00034414i,-0.00033971+0.00019279i,-5.4526e-05+0.00066936i
-0.0024656-0.00061992i,-0.0023259-0.0002882i,-0.0019047-0.00049036i,-0.0013216-0.00089302i,-0.00019061-0.00092647i,0.00013499-0.00087271i,-0.00011375+0.00017447i,-0.00036112+0.00049637i,-0.0004786+0.00059405i,-0.00074183+0.00099906i,-0.0004238+0.00029638i,0.00010904-0.00043308i,-8.6675e-05-0.00050145i,8.5059e-05-0.00091503i,-0.00035477-0.00089911i,-0.0010439-0.00067024i,-0.00095022-0.0002504i,-0.00062896+0.00013177i,-0.00040873-8.4788e-05i,0.00012625-0.00038774i,0.00011884-0.00082785i,-0.00039628-0.00067906i,-0.00018684+0.00030325i
0.0019589-0.00022028i,0.0019612+1.4142e-05i,0.0017519+5.4607e-05i,0.0012039-0.00032063i,0.00069312-0.0010853i,5.847e-05-0.0011317i,-0.00049358-4.3604e-05i,-0.00035975+0.00026437i,-0.0010723+0.00018232i,-0.0014623+0.00027769i,-0.00045712+0.00063106i,0.00066247+0.00075155i,0.00092052+0.00052611i,0.00049657-3.2473e-05i,-8.9592e-05+0.00011199i,-0.0010163+0.00017665i,-0.0018658-0.0004973i,-0.00074175-0.00036677i,0.00038281+0.00050187i,0.00038518+0.00055971i,6.0029e-05+0.00044116i,-8.7682e-05+0.00049537i,-0.00036844+0.00025212i
-0.00032117+0.00058386i,-0.00030195+0.0013721i,-0.00057425+8.0381e-05i,-0.00075665-0.0014791i,-0.00065465-0.0015913i,-0.00045328-0.00053309i,-2.7318e-05+0.00071995i,-0.00028081+0.00087967i,-0.0010707+0.00062342i,-0.0015754+0.00023099i,-0.00089597-0.00033482i,-0.0005363+0.00039315i,-0.00075119+0.0012695i,-0.0001595+0.00081635i,0.00019007-1.0764e-05i,3.5871e-05-6.4813e-06i,-0.00019996+0.00024665i,-0.00019111+0.00076733i,-0.00026574+0.00036743i,-0.000596-0.00011774i,-0.0010061+0.00032774i,-0.001149-0.00054486i,-8.3406e-05-0.00076544i
5.3124e-06+5.6584e-05i,-0.00089701+0.00020854i,-0.0011064+0.00012182i,-0.00047792+0.00023598i,-0.00018334+0.0001799i,-0.0012492-0.00047369i,-0.00084678-0.00053015i,-0.00050456+0.00053936i,-0.0012276+0.00086676i,-0.0014849+0.00011347i,-0.00047519-9.1173e-05i,0.00012096-0.00010744i,-0.00021883-0.00090983i,-0.0009694-0.00081639i,-0.0009209-0.00040569i,0.00062695+0.00055631i,0.00052783+0.0017586i,-0.00025708+0.0007175i,-2.684e-05-4.6092e-05i,-9.6247e-05-0.0002681i,-0.00044051-0.00079899i,-0.00015898-0.00078584i,0.00039009-0.00028777i
9.7257e-05-0.0022343i,-0.0003096-0.0020036i,-0.00019444-0.00095043i,9.4235e-05-0.0006694i,-0.00012836-0.00041767i,-0.00049278+0.00032185i,-0.00054549+0.00039475i,-0.00015493+0.00041415i,1.0811e-05+0.00069093i,-0.0005822+0.0011503i,-0.00052424+0.00076314i,-0.00059909+0.0005477i,-0.00080706-3.6578e-05i,1.1039e-05-0.001279i,0.00054157-0.00054449i,-0.00018792+0.00031402i,-0.00063454-0.00011439i,-0.00065643-0.00040336i,-0.00093459-0.00027011i,-0.00055472-0.00022286i,-0.00012279-2.4282e-06i,-0.00018761+0.00023719i,-0.00046831+0.00029207i
0.00047805+0.0017005i,0.0010828+0.0012136i,0.0014044+0.00023957i,0.0012938-0.00049089i,0.0012145-0.0019546i,0.00056906-0.002686i,-0.00076743-0.001161i,-0.0012796+0.00013654i,-0.0010446+0.00099923i,-0.00033032+0.0012748i,-0.00013694+0.00073856i,-0.00096406+0.00051034i,-0.0013093+5.1731e-05i,-0.00076086-0.00069504i,-0.00038166-0.00054661i,-0.00079654-0.00017013i,-0.00076096+9.6078e-05i,-0.00059467+0.00019489i,-0.00063891-1.227e-05i,2.025e-05-0.00029704i,2.655e-05-0.00051127i,-0.00020522-0.00069126i,9.3922e-06-0.00076811i
-0.0012709-0.0013315i,-0.0025727-0.00036954i,-0.002781+0.00032554i,-0.001299+0.00064193i,-0.0010162+0.00060826i,-0.0011396-8.3458e-06i,0.00016515-0.00034347i,0.00049813-5.7767e-05i,-0.00039827+0.00061531i,-0.0010749+0.00099902i,-0.00081523+0.00040923i,-0.00072485-9.5103e-05i,-0.0002076-8.2812e-05i,0.00072987+2.8778e-05i,0.0002246+0.0002487i,-0.00020688+0.00088655i,-0.00041558+0.001137i,-0.00081973+0.00099792i,-0.00014242+0.0013232i,-4.1245e-05+0.0014939i,-0.00096812+0.00060808i,-0.00056229+4.6517e-05i,0.00025815-0.00025887i
