-0.0014143+0.0014839i,-0.0015728+0.00031942i,-0.0035227-0.00042989i,-0.0041706+5.1685e-07i,-0.0028495+0.0020787i,-0.00099134+0.0026862i,-0.00030935+0.0011167i,0.00034714+0.00064226i,0.0015138+0.00075953i,0.0020829-0.00028273i,0.00062205-0.00057276i,-0.00052978-0.00019614i,0.00031234-0.00033654i,0.00078737-0.00077779i,0.00042295-0.001034i,-0.00068335-0.00046986i,-0.00090781-4.9719e-05i,-0.00020082-0.00017245i,0.00015985-0.00042908i,0.00054666-0.00040751i,0.00097046-0.00048212i,0.00065297-0.00066245i,-0.00037297-0.00070487i
-0.0049601+0.039577i,-0.018717+0.059992i,-0.044466+0.037568i,-0.040299+0.015613i,-0.028054+0.011356i,-0.019579+0.011114i,-0.006876+0.0057982i,0.0014272-0.0010388i,0.0022934-0.0062459i,0.00034239-0.0074943i,-0.0010399-0.0056747i,5.8207e-06-0.0053115i,0.0011059-0.005685i,0.0017489-0.004189i,0.00021048-0.0021776i,-0.0040683-0.00087281i,-0.0068093+0.00072571i,-0.0021175+0.0025243i,0.010505+0.0036396i,0.021197+0.0029825i,0.021476+0.0011486i,0.014417+0.0002507i,0.0078915+0.00053013i
0.0072697-0.030443i,0.01782-0.037765i,0.024597-0.033226i,0.012546-0.013188i,0.0023508-0.0117i,-0.00094878-0.010266i,0.00012898-0.0030116i,0.0023217-0.0014272i,0.0023931-0.0020294i,0.00234-0.0026987i,0.0036093-0.0029062i,0.0052284-0.0017435i,0.0046704-0.00067905i,0.0022085+0.0007414i,0.0026446+0.0012525i,0.0055968+0.00075187i,0.0055052+0.0012346i,-0.00045722+0.0028807i,-0.011244+0.0065357i,-0.018312+0.0099966i,-0.015982+0.0088799i,-0.0094655+0.0045147i,-0.0046161+0.0006414i
0.0032864+0.050765i,-0.013496+0.070378i,-0.022114+0.04899i,-0.020756+0.01675i,-0.010356+0.0052857i,-0.0047536+0.0026065i,-0.00016625+0.0012988i,0.0042187+0.00014007i,0.0052359-0.00123i,0.0052939-0.001996i,0.0033877-0.00074002i,0.0017325+0.0023458i,0.0021727+0.0027073i,0.0022003+0.0024018i,0.00056166+0.0041684i,-0.0027041+0.0045253i,-0.005594+0.0026198i,-0.0041981-0.00025351i,0.0046021-0.0049985i,0.012472-0.0099768i,0.011795-0.0093613i,0.0088019-0.0037658i,0.006794+0.00029672i
-0.040419-0.037796i,-0.048408-0.051952i,-0.018015-0.03844i,0.0022896-0.017867i,0.0053958-0.0078773i,0.0046551-0.006425i,0.00042253-0.0022325i,-0.0016576+0.0026572i,-0.00016452+0.0044309i,0.00067628+0.0030763i,-0.0011989+0.0016929i,-0.0033155+0.0036118i,-0.0026507+0.0057426i,-0.002577+0.0044762i,-0.0017971+0.0009244i,0.0025251-0.0035704i,0.0044455-0.0076336i,0.00025416-0.006384i,-0.0077185+0.001608i,-0.013744+0.0086813i,-0.014979+0.0093674i,-0.012734+0.0061007i,-0.0091233+0.0026195i
0.024466-0.0031637i,0.024848+0.0072629i,0.010093+0.023341i,0.0032137+0.016624i,0.0059209+0.011362i,0.004693+0.0048535i,6.9047e-05-0.003551i,-0.0013075-0.004141i,-0.00096765-0.0021664i,-0.0011642-0.00025272i,-0.0011886+0.00074183i,-0.0011545+0.00014735i,-0.002509-0.0014267i,-0.00323-0.0033582i,-0.0026455-0.0023142i,-0.0023166+0.0023049i,-0.001516+0.0045172i,0.0011028+0.00021858i,0.0040622-0.0091671i,0.0058669-0.017388i,0.005608-0.017203i,0.0045892-0.010255i,0.0034655-0.0028417i
-0.015902-0.017155i,-0.025741-0.030858i,-0.021045-0.019159i,-0.0029014+0.00090925i,0.0031461+0.0045663i,0.0050586+0.0014219i,0.0038588+0.0011727i,0.00028742+0.0036175i,-0.0017726+0.0056742i,-0.0025612+0.0054338i,-0.0025656+0.0028275i,-0.0024797-0.00016662i,-0.0020794-0.0008096i,-0.0013222-0.00084496i,-0.0012597-0.0027546i,-0.00062273-0.0056833i,0.00088026-0.0067105i,0.0014079-0.0036314i,0.0012152+0.0054626i,0.00055503+0.012998i,-0.0012756+0.012012i,-0.0048334+0.0067161i,-0.0064579+0.0023289i
0.056499-0.00016024i,0.06115-0.0011942i,0.025329+0.0028949i,-0.00057156+0.010135i,-0.0037149+0.010395i,-0.0010167+0.0066194i,-0.0016373+0.0013265i,-0.0056836-0.0028675i,-0.0074887-0.0040614i,-0.0054323-0.0033024i,-0.00047326-0.0034521i,0.0036836-0.0058496i,0.0033733-0.0071276i,0.0020164-0.0051252i,0.0024183-0.0009912i,0.0030958+0.0049327i,0.0036468+0.0086486i,0.0040121+0.0048704i,0.0025764-0.0042982i,0.0017665-0.012263i,0.0040917-0.013773i,0.0068079-0.012026i,0.0073505-0.0092939i
-0.031513+0.049768i,-0.02941+0.046479i,-0.023014+0.018679i,-0.016068+0.0097487i,-0.0091489+0.010284i,-0.0013899+0.0087322i,0.0042326+0.0048229i,0.002941+0.00061384i,-0.00032942-0.0012591i,-0.0010162-0.0016963i,4.2125e-05+1.3029e-05i,0.0028073+0.0024218i,0.0050751+0.0038881i,0.0049302+0.0050246i,0.0031898+0.0045738i,-0.00041874+0.0015789i,-0.0033227-0.00042598i,-0.0021584+0.0026053i,0.0025367+0.0093912i,0.0057493+0.015144i,0.0046736+0.015476i,0.0016866+0.01213i,-0.00025632+0.0068025i
-0.0087658-0.011659i,0.0074203-0.011701i,0.0082173-0.0144i,-0.011769-0.0094718i,-0.016203-0.0019702i,-0.01083+0.0011379i,-0.0065503-0.0018393i,-0.0045411-0.0059087i,-0.0026287-0.007713i,-0.00064275-0.0069628i,-0.00047152-0.0044992i,-0.00082477-0.001825i,-0.001669+0.00048976i,-0.0022926+0.0026766i,-0.00055551+0.004125i,0.0024741+0.0037942i,0.0032743+0.0023137i,0.00054925+7.1816e-05i,-0.0043886-0.0048223i,-0.0082084-0.0093682i,-0.0066172-0.0096135i,-0.0021102-0.007379i,0.0019306-0.0054887i
-0.020942+0.012381i,-0.028665+0.028081i,-0.010719+0.023306i,0.0029674+0.0035032i,0.0028457-0.0041338i,0.0013147-0.0033977i,0.0051347-0.0014631i,0.010455-0.00050062i,0.011811-0.0012715i,0.0094433-0.0015207i,0.0048735+0.00046217i,0.0015252+0.0033259i,0.0014003+0.0045484i,0.00086878+0.0047973i,-0.001976+0.0036049i,-0.0057706+0.0015166i,-0.00772+0.0004098i,-0.0047871+0.0019534i,0.0019904+0.0053536i,0.0065008+0.0092593i,0.0048038+0.012201i,0.00083832+0.013077i,-0.0019475+0.012201i
0.00020197-0.054396i,-0.010951-0.049198i,-0.0068437-0.018852i,-0.0020001-0.0065909i,-0.0021481-0.0058514i,-0.0036956-0.003836i,-0.0053036+0.00048776i,-0.0037584+0.0026619i,-0.00053908+0.0025111i,0.00073984+0.0013744i,-0.00055839-0.00070676i,-0.0032988-0.00060555i,-0.0053001+0.00058285i,-0.0053257-0.00010648i,-0.0028042-0.0019232i,0.0010682-0.0031149i,0.0028121-0.0039844i,1.7684e-05-0.004977i,-0.0077939-0.0059462i,-0.014569-0.0072713i,-0.013783-0.0084143i,-0.0091256-0.0083393i,-0.00545-0.0068084i
0.040325+0.018476i,0.027753+0.021385i,0.011808+0.023706i,0.013806+0.012643i,0.015416-0.00018533i,0.010412-0.0051957i,0.0054878-0.0026795i,0.0034291+0.0013462i,0.0034136+0.0037087i,0.003672+0.0041849i,0.0032915+0.0029691i,0.0032704+0.00096788i,0.0035965-0.00057383i,0.0023675-0.0023419i,-7.8298e-05-0.0019005i,-0.0022987+0.0018956i,-0.0018371+0.0038764i,0.0018224+0.0022532i,0.0079226+0.0002658i,0.012288+0.00029551i,0.011666+0.0015979i,0.0080972+0.0037373i,0.0041829+0.0049865i
-0.012131+0.011852i,-0.011173-0.010775i,-0.020486-0.010454i,-0.015323+0.0071694i,-0.0043538+0.011519i,-0.0013185+0.00841i,-0.005985+0.0058315i,-0.011679+0.0042975i,-0.012564+0.0032058i,-0.0091122+0.0017709i,-0.0052858+8.5302e-05i,-0.0038801-0.00033926i,-0.0029586+2.23e-05i,-0.00040944-0.00094509i,0.0019439-0.002529i,0.0029254-0.0035128i,0.0023784-0.0037172i,-0.00037738-0.0027286i,-0.0050483-0.00061403i,-0.0091992-0.00042774i,-0.010125-0.0038911i,-0.008261-0.007213i,-0.0063329-0.0073046i
0.004951+0.02962i,0.018402+0.027963i,0.0079409+0.014413i,-0.0023109+0.010721i,-0.00070045+0.0088813i,0.0028913+0.0023087i,0.0016331-0.0061507i,-0.00040877-0.01027i,-0.0009859-0.0086446i,-0.001011-0.0048697i,0.00021413-0.0027837i,0.0016863-0.0030644i,0.0023167-0.002673i,0.0018512-0.00082713i,0.0023837+0.0015384i,0.0027084+0.0046028i,0.0016953+0.0056367i,0.0037965+0.0031784i,0.0091633-0.001281i,0.01414-0.0041737i,0.015055-0.0031791i,0.013134-0.00089255i,0.010025-0.00027338i
-0.04505-0.017751i,-0.046539-0.0078193i,-0.032792-0.009466i,-0.024724-0.0017687i,-0.017143+0.010326i,-0.0071295+0.011884i,-0.00011995+0.0050937i,0.001039-0.00089426i,-0.001008-0.0027328i,-0.0020568-0.0026347i,-0.0018182-0.00088435i,-0.0015795+0.0025399i,-0.00050532+0.0045829i,0.0010481+0.004118i,0.0015299+0.0020968i,-0.00014979-0.0012703i,-0.00249-0.0029188i,-0.0039202+0.00052847i,-0.0055941+0.0066268i,-0.0076698+0.0093831i,-0.008247+0.0071672i,-0.0077702+0.0031289i,-0.0068973+0.0012465i
0.020676-0.042085i,0.019297-0.020014i,0.019655-0.0077664i,0.0040775-0.0083854i,-0.0062197-0.0056291i,-0.0031566-0.0037894i,0.0041862-0.0052741i,0.0069232-0.0076935i,0.006983-0.007565i,0.0057269-0.0045384i,0.003468-0.001252i,0.0014588+0.00054674i,8.7482e-05+0.00031248i,-0.0010886+0.0012848i,-0.0012852+0.0038772i,0.00045333+0.0046908i,0.0014568+0.0037842i,0.001377+0.0013626i,0.0023279-0.0032998i,0.0046041-0.0069515i,0.0071205-0.0056994i,0.007977-0.0025472i,0.0064751-0.00048086i
0.016328+0.0074169i,-0.0098803+0.004195i,-0.01337+0.0064284i,-0.0069752+0.0034595i,-0.0042082+0.00091333i,-0.0010223+0.0042062i,0.0033312+0.008991i,0.0060262+0.009954i,0.0065099+0.0064675i,0.0026164+0.0024038i,-0.0018353+0.0015896i,-0.0012246+0.0026611i,0.00050121+0.0029688i,-0.00042604+0.0028386i,-0.002047+0.0017934i,-0.0041688-0.00031139i,-0.0056048-0.0014153i,-0.0050862+0.00040738i,-0.0046044+0.0057139i,-0.0060645+0.010801i,-0.0074708+0.011683i,-0.0077281+0.0091666i,-0.0071303+0.005855i
0.030002+0.015024i,0.030301-0.0093992i,0.020261-0.0083719i,0.011199-0.0065243i,0.0015708-0.0095128i,-0.0052137-0.0075795i,-0.0078109-0.0022895i,-0.0064987+0.00073521i,-0.0034188+0.00022253i,-0.0013473-0.0013298i,-0.0010166-0.0033097i,-0.0020086-0.0036777i,-0.0030714-0.0022124i,-0.0026714-0.00026035i,-0.00058597+0.0011816i,0.0023026+0.00087385i,0.003348-0.00086529i,0.0018412-0.0043101i,-0.00089687-0.0099356i,-0.0022445-0.014374i,-0.00063266-0.013309i,0.0022654-0.0091565i,0.0029813-0.0057527i
-0.022251+0.048598i,-0.018974+0.043936i,-0.022112+0.032997i,-0.0099425+0.021081i,0.00038279+0.010681i,0.001145+0.0037901i,-0.0021614+0.0026485i,-0.0041725+0.0033188i,-0.003638+0.0034152i,-0.0018244+0.0023241i,-0.00038523+0.00019486i,-4.2209e-05-0.0009903i,-0.00042676-0.0018523i,-0.0010341-0.0031361i,-0.0020437-0.0033004i,-0.0032756-0.0013032i,-0.0031942+0.00076507i,-0.0011159+0.0019319i,0.0026325+0.0042638i,0.0047439+0.0076454i,0.0017575+0.0087363i,-0.0019747+0.0074453i,-0.0020698+0.005456i
-0.047027-0.020006i,-0.021004-0.016602i,-0.0091227-0.01556i,-0.0063805-0.0074128i,-0.0018603-0.0020143i,-0.0021217-0.0042821i,-0.0066728-0.0077551i,-0.009334-0.0075002i,-0.0077516-0.0035284i,-0.0024598-0.0012857i,0.0020155-0.0024523i,0.0026706-0.0033058i,0.0017534-0.0024314i,0.0025324-0.0012679i,0.0047739-0.00092398i,0.005605-0.0011601i,0.0042117-0.0015274i,0.0016773-0.0025105i,-0.001291-0.0053482i,-0.0039767-0.010062i,-0.003799-0.012517i,-0.0015538-0.010421i,-0.00028701-0.006492i
-0.0070965-0.026914i,-0.0040268+0.001996i,-0.0071633+0.009629i,-0.0078151+0.010782i,0.0016074+0.010373i,0.0092311+0.0051313i,0.009898-0.0033237i,0.0071972-0.0074012i,0.0049016-0.0052533i,0.0035779-0.00014722i,0.0034816+0.0033103i,0.0043009+0.0024955i,0.0032098+0.00045435i,0.0011634+0.00078308i,-0.00047973+0.0026739i,-0.0015449+0.0034759i,-0.001216+0.0034929i,0.001229+0.0040159i,0.0057648+0.0052694i,0.0093891+0.0067628i,0.0085737+0.0072917i,0.0042489+0.0062664i,0.00096375+0.0045159i
0.018609-0.035287i,-0.0052868-0.031145i,-0.0077111-0.021481i,-0.0038648-0.0073916i,-0.0016441+0.0031222i,0.0029888+0.0064448i,0.0055175+0.0040289i,0.0038098+0.0010577i,0.0019664-0.00090155i,0.0005879-0.0013699i,0.00016321+0.00061782i,0.00028357+0.0026263i,0.0010155+0.0019461i,0.0029406+0.00094016i,0.003676+0.00074403i,0.0032384-0.00058502i,0.002071-0.0015265i,-0.0013525-0.00044138i,-0.0069922+0.00029813i,-0.010201-0.0011103i,-0.0081012-0.0036443i,-0.0048093-0.0057977i,-0.0029594-0.0059422i
0.058442+0.01588i,0.033566+0.014283i,0.016231+0.015044i,0.0056227+0.0093965i,0.00017788+0.006186i,0.0011995+0.0056472i,0.0041836+0.0046819i,0.0048057+0.0010024i,0.0028919-0.0026842i,0.0001926-0.0025513i,-0.0030568+0.00082192i,-0.0049597+0.0032538i,-0.0038506+0.0038465i,-0.0023703+0.004106i,-0.0022649+0.0042209i,-0.0019834+0.0047961i,-0.00081793+0.0036391i,0.0012372+0.00069227i,0.004644-0.0012588i,0.0080955-8.0965e-05i,0.0094939+0.0027727i,0.0073994+0.004358i,0.0043186+0.0035911i
-0.0081536+0.049852i,-0.0094475+0.022902i,-0.0085438+0.005874i,-0.0078616+0.00081338i,-0.0088565+0.0023381i,-0.0094796+0.0044549i,-0.0070496+0.0074348i,-0.0031962+0.0088024i,-0.00089023+0.0068004i,-0.0014059+0.0016875i,-0.0035723-0.0030035i,-0.003989-0.0038845i,-0.0021334-0.0022722i,-0.0009434-0.0016242i,-0.00061161-0.0027449i,-0.00055838-0.0032206i,-0.00066325-0.0026582i,-0.0020282-0.0010776i,-0.0055071+0.0021187i,-0.0093233+0.0034534i,-0.0099973+0.0022836i,-0.0073084+0.00019364i,-0.0039213-0.0015151i
-0.036739+0.027701i,-0.0087636+0.017333i,-0.0042934+0.012395i,-0.0091536+0.0083138i,-0.0082186+0.0010303i,-0.0079594-0.002706i,-0.0091253-0.0029185i,-0.0082022-0.002538i,-0.0053506-0.0014429i,-0.0014094-0.001249i,0.00086414-0.0028756i,0.00041757-0.0037181i,-0.00061673-0.0019661i,-0.0018037+0.00057401i,-0.0022755+0.0020064i,-0.0018362+0.0034525i,-0.0011539+0.0032896i,0.00018251+0.00030223i,0.0033064-0.003861i,0.0056272-0.0063483i,0.0049275-0.003737i,0.0036456+0.00052176i,0.0037792+0.0022989i
-0.047069-0.020885i,-0.037191-0.014642i,-0.02793-0.01102i,-0.014843-0.0066054i,-0.0063366-0.0046256i,-0.0024505-0.0048644i,-0.0010095-0.0045384i,-0.0010877-0.0020549i,-9.035e-05-0.00031669i,0.0020889-0.00015938i,0.0031892-0.0018248i,0.0024578-0.0041919i,-0.00015021-0.0040245i,-0.0027486-0.0019465i,-0.0028181-0.0011622i,-0.0022574-0.0018347i,-0.0022178-0.0025006i,-0.0013481-0.00024367i,-0.0017663+0.0036576i,-0.0036772+0.0054855i,-0.0057934+0.0040679i,-0.0066088+0.0012807i,-0.0057267-0.00029289i
0.0036145-0.058278i,0.0026397-0.032878i,0.0010481-0.013768i,0.001497-0.0041158i,0.0036719-0.00015338i,0.0066128-0.0013417i,0.0051957-0.0046959i,3.9096e-05-0.005899i,-0.004077-0.0046028i,-0.0029713-0.0015001i,0.0019059+0.0022336i,0.0039127+0.0034079i,0.0022931+0.0014512i,0.00022898-0.0002572i,7.3896e-05+0.00013909i,0.0014656+0.0013762i,0.0016732+0.0016198i,0.00069114-0.00053906i,0.00030242-0.0042683i,0.00099815-0.0071838i,0.0027957-0.007394i,0.0040208-0.0052037i,0.0031239-0.002609i
0.036961-0.03257i,0.011394-0.014387i,-0.0011264-0.0087614i,-0.0020857-0.0054862i,0.00097081+0.002467i,0.0045055+0.0050531i,0.0078414+0.0014762i,0.0080961-0.0036905i,0.0050173-0.0064723i,0.00053812-0.005378i,-0.0026469-0.001153i,-0.0014188+0.0016863i,0.00021697+6.9559e-05i,0.00017103-0.0026912i,-0.00053259-0.0035547i,-0.0017891-0.0025267i,-0.0014472-0.0012103i,-0.00019467+0.00020756i,0.0013885+0.0033467i,0.0019888+0.005446i,0.00062776+0.0040598i,-0.0018338+0.0016361i,-0.0043252+0.00025381i
0.050454+0.01511i,0.036811+0.0028872i,0.025508+0.0013314i,0.013045+0.0055451i,0.0034535+0.0060213i,-0.0012857+0.006354i,-0.0011753+0.005788i,0.00037985+0.0040384i,0.001362+0.0025468i,0.00058585+0.00061659i,-0.0014526+0.0007316i,-0.00024099+0.0029887i,0.0033739+0.0035459i,0.0049264+0.001959i,0.0042101+0.00064343i,0.0038947+0.00014842i,0.0040242+0.00037111i,0.0022513-0.00049262i,-0.0009247-0.0032742i,-0.0018318-0.00555i,0.00071537-0.0053046i,0.0040178-0.0043251i,0.0044318-0.0037197i
0.012097+0.065759i,0.0064751+0.040962i,-0.0025429+0.021239i,-0.0074259+0.012056i,-0.0082239+0.0054845i,-0.008283+0.0013354i,-0.0068153-0.00036607i,-0.0035838-0.002326i,-0.00068345-0.0040341i,0.00075131-0.0046977i,-0.00022814-0.0035236i,-0.0016466-0.0008998i,-0.0016763+0.0020433i,-0.00042545+0.0038924i,-0.00024527+0.003279i,-0.0021163+0.0021869i,-0.0030125+0.00091672i,-0.00085925-0.00034999i,0.0026901+0.0016791i,0.0031533+0.0047773i,0.00084629+0.005974i,-0.00097073+0.0060253i,-0.0018175+0.0045427i
-0.043157+0.030761i,-0.027174+0.013158i,-0.013738+0.0062855i,-0.006498+0.0047641i,-0.0037836+0.0020667i,-0.0040929-0.00097245i,-0.0042337+0.00029831i,-0.0022501+0.0041888i,-5.7924e-05+0.0064382i,0.0022506+0.005917i,0.0037781+0.0018911i,0.0022035-0.0012635i,-0.00046028-0.00033384i,-0.0011969+0.0017332i,0.00031019+0.0022671i,0.0018724+0.0012924i,0.0027015+0.00077374i,0.0012177+0.00048592i,-0.0023564-0.0001758i,-0.0045515-0.0013362i,-0.0031645-0.0027831i,-0.0003042-0.0035323i,0.001916-0.00395i
-0.046831-0.016149i,-0.029339-0.00032654i,-0.019317+0.0055206i,-0.014854+0.00031376i,-0.0079844-0.0028504i,-0.0020017-0.0043123i,-0.0010914-0.0048137i,-0.0027611-0.0044344i,-0.0038181-0.0025891i,-0.0027001+0.0004862i,-0.001359+0.0020468i,-0.0030148+0.0013465i,-0.0056147+0.0022581i,-0.0061972+0.0038517i,-0.0045183+0.0040111i,-0.0020973+0.0046938i,-0.00063913+0.0049929i,0.00076858+0.0034135i,0.0032673+0.0012977i,0.0051671+0.0010998i,0.0042862+0.0031872i,0.0010812+0.0055549i,-0.0012912+0.0057709i
-0.027397-0.053696i,-0.024953-0.031731i,-0.017304-0.014934i,-0.0092956-0.0060921i,0.0007885+0.0011018i,0.0085564+0.0025075i,0.009031-0.00021277i,0.0060872-0.00063475i,0.0040219+0.00050624i,0.0019881+0.0010843i,-0.00021277+0.00040943i,0.00011369-0.0016796i,-0.00043326-0.0045625i,-0.0022247-0.0054522i,-0.0028679-0.0038619i,-0.0023789-0.0025822i,-0.00070282-0.00088758i,-5.121e-05+0.00089029i,-0.0021185+0.00097766i,-0.0046801-0.00031389i,-0.004263-0.0031541i,-0.0032892-0.0052408i,-0.0023897-0.0045602i
0.04517-0.035661i,0.029499-0.025161i,0.01368-0.010733i,0.0067571-0.00092592i,0.0057681+0.0018757i,0.0054191+0.0015895i,0.0013799+0.0005001i,-0.0031607+0.00060974i,-0.004014+0.00032875i,-0.003818-0.0015009i,-0.0029106-0.0015581i,-0.00067251-0.0010625i,0.00079327-0.0018126i,0.0010448-0.0023095i,0.00036583-0.0022373i,-0.00031108-0.00078559i,-0.00062143+0.00019914i,2.9409e-05-0.00010423i,0.0023979-0.0016187i,0.0037407-0.0020318i,0.0029526+0.00071463i,0.0020477+0.0032701i,0.00065673+0.0037993i
0.049557+0.018776i,0.027876+0.0062884i,0.012683+0.00029725i,0.00889+0.00075323i,0.0030639+0.0016234i,-0.0027346+0.0016772i,-0.0032537+0.0013293i,-0.00080376-0.00035199i,0.0016342-0.0031514i,0.0017802-0.0040239i,0.0003616-0.0025095i,-0.00010057-0.0021633i,0.00069721-0.003416i,0.0017791-0.0041608i,0.0012613-0.0038413i,-0.0011957-0.0031869i,-0.0022223-0.0034843i,-0.0018465-0.0021791i,-0.0027145+0.0013554i,-0.0043099+0.0028315i,-0.0052219+0.00096717i,-0.0053175-0.0017808i,-0.003551-0.003647i
0.016573+0.050467i,0.016202+0.030634i,0.010219+0.0179i,0.0023239+0.011549i,-0.0030299+0.0065358i,-0.0057267+0.0028946i,-0.0071233+0.0013275i,-0.006213+0.0013325i,-0.0035693+0.0023002i,-0.0002469+0.0020812i,0.0012434+0.0014058i,0.0016332+0.0022095i,0.0037898+0.0031629i,0.0056321+0.0033846i,0.0054175+0.0019903i,0.0039228+0.00035801i,0.0020376-0.00032874i,0.00086574-0.0011849i,0.0016009-0.0035836i,0.0027814-0.004694i,0.0036115-0.0018907i,0.0047501+0.0012714i,0.0047518+0.0014881i
-0.042481+0.048196i,-0.023864+0.03784i,-0.012017+0.024748i,-0.0071974+0.013351i,-0.0016106+0.0046852i,0.002207-0.0013106i,0.002235-0.0046021i,0.00058946-0.0062723i,-0.00031655-0.0047364i,0.0011842-0.0011901i,0.002236+0.00091275i,0.00022659+0.0012298i,-0.001751+0.0012856i,-0.0014997+0.0025024i,-2.5406e-05+0.0030732i,0.00081102+0.0023784i,0.00030396+0.00095763i,-0.00057785+0.0012901i,-0.00024519+0.0029659i,-0.0011051+0.0025384i,-0.0035318+0.00080607i,-0.0046013-4.3039e-05i,-0.0038424-0.00044952i
-0.076324+0.0032728i,-0.050366+0.016614i,-0.027087+0.02707i,-0.011126+0.022386i,0.0033337+0.014377i,0.013206+0.0052577i,0.010288-0.00038162i,0.0048799+0.0018592i,0.0022507+0.0056817i,0.0030213+0.0061597i,0.0045181+0.0023015i,0.0027946-0.0025435i,0.00068116-0.002296i,-0.00047408+0.0007074i,-0.00060368+0.00091943i,-0.00018678+0.00018421i,0.00077378+0.00071491i,0.0012922+0.00095864i,0.00040826-0.00064292i,0.0010531-0.0032925i,0.0032991-0.0039131i,0.0049508-0.0030733i,0.0050215-0.0017289i
-0.01147-0.048919i,-0.016656-0.028273i,-0.01477-0.015569i,-0.01028-0.0092824i,-0.0034857-0.0044342i,0.0031323-0.0021525i,0.0051456-0.00092929i,0.0042137-0.0012273i,0.0023332-0.0033562i,0.0003982-0.0043374i,-0.0016186-0.0024451i,-0.00339+0.00026497i,-0.0039224+0.0015769i,-0.0045521+0.0014929i,-0.0043369+0.0015785i,-0.0029534+0.0027042i,-0.0018931+0.0019571i,-0.0011326+0.0013793i,-1.5331e-06+0.0026556i,0.00039355+0.0048385i,-0.00090822+0.0054214i,-0.0028247+0.0040811i,-0.0033457+0.0025379i
0.02864-0.047403i,0.00754-0.036508i,-0.003047-0.019484i,-0.0032199-0.0067681i,-0.0018668+0.0019353i,0.00051537+0.0058338i,0.0029342+0.0048463i,0.0034813+0.0034322i,0.0038708+0.0023332i,0.0033058+0.00058731i,0.0013035-0.00089483i,-6.2417e-06-0.0016214i,-0.00034457-0.002679i,-5.3453e-05-0.0036421i,-0.0013608-0.0039337i,-0.0021308-0.0040211i,-0.00088285-0.0032087i,-0.00065219-0.0028322i,-0.0021473-0.0039319i,-0.0022609-0.0050753i,-0.00024281-0.0047868i,0.00078515-0.0036257i,0.00081072-0.0018968i
0.05406+0.0089856i,0.034912-0.0025129i,0.012177-0.0049102i,0.00062579-0.0015888i,-0.0038285+0.0011756i,-0.0044431+0.0031635i,-0.0037383+0.0028887i,-0.0049262+0.0021075i,-0.0053832+0.0016844i,-0.0032035+0.0012005i,-0.00023423+0.00016343i,0.00096392-0.00025976i,0.00053928+0.00024056i,0.00032864+0.00057142i,0.0008496-0.00016897i,0.00068133-0.00086527i,-0.0008445-0.0009098i,-0.0010125-0.00064825i,0.0011833+0.00042162i,0.0018133+0.0027219i,-8.6583e-05+0.0048967i,-0.0015956+0.0058217i,-0.0026215+0.0047937i
0.016071+0.046915i,0.015573+0.02219i,0.0069914+0.0045053i,-0.00056705+0.00077849i,-0.004518+0.0015703i,-0.0063212+0.0030724i,-0.0044515+0.0017981i,-0.0017681-0.0014749i,-0.00037489-0.0025532i,-0.00074507-0.0012215i,-0.0019325+0.00048703i,-0.0017424+0.00060699i,-0.00087274-0.00029453i,-6.2313e-05-0.00019184i,0.00077348+0.00041795i,0.0011403+0.00065547i,0.001544-0.00041616i,0.00069685-0.0014634i,-0.0025367-0.0023849i,-0.004253-0.0042684i,-0.0037796-0.0057468i,-0.0032394-0.0059284i,-0.0023873-0.0047105i
-0.021616+0.036586i,-0.00436+0.02792i,0.0011416+0.014771i,-0.001828+0.0068728i,-0.003086+0.00097676i,-0.002925-0.0019945i,-0.0013999-0.0021964i,0.00032023-0.0020516i,0.00019409-0.00048405i,-0.00043607+0.00019779i,-0.0010468-0.00014712i,-0.000545+0.00046878i,0.0010313+0.0017825i,0.0020086+0.0033572i,0.0027325+0.0036214i,0.0033387+0.0027883i,0.0039853+0.002532i,0.005284+0.0015972i,0.0065861-6.4568e-05i,0.0069362-0.00019175i,0.0053809+0.00080967i,0.0036026+0.00092606i,0.0022949+0.00068557i
-0.048642-0.006199i,-0.035221+0.008165i,-0.018342+0.010858i,-0.0087539+0.0064727i,-0.0026102+0.0026671i,0.00059136-0.00036304i,0.0016485-0.002552i,0.0021728-0.0042213i,0.0021151-0.0057825i,0.0016206-0.0049562i,0.00024755-0.0023273i,-0.0001443+0.00023232i,0.00019491+0.001281i,-0.00014973+0.001331i,-0.0010757+0.0026038i,-0.0018186+0.0028885i,-0.001331+0.0016762i,-0.0010814+0.0017417i,-0.0021955+0.0028205i,-0.0037597+0.0017429i,-0.0040809-0.0015469i,-0.0027707-0.0035297i,-0.001577-0.0031882i
-0.013985-0.041749i,-0.017296-0.020245i,-0.011876-0.0036849i,-0.0062818+0.0015875i,-0.0019432+0.0014485i,0.0012771-0.0012465i,0.0021305-0.0014181i,0.0030106+0.0014219i,0.0040324+0.002455i,0.0041812+0.0005728i,0.0025439-0.0016148i,0.0006586-0.0015929i,9.6133e-06+0.00037086i,0.00072988+0.0015699i,0.00016213+0.0013948i,-0.00097421+0.00038229i,-0.00075427+0.0010105i,0.00037861+0.0015843i,0.0021991-2.0764e-06i,0.0048301-0.00038288i,0.0058743+0.00058159i,0.0053438+0.0013529i,0.0048611+0.0017113i
