-0.0023213-0.0001816i,-0.0019121-0.0023235i,-0.0012736-0.001195i,-0.00031484+0.00087287i,-0.00012766+0.0019605i,0.00046586+0.0012471i,0.00069286+0.00046808i,0.0013146+0.0014126i,0.0021022+0.0021529i,0.0015076+0.0015165i,0.00092436-2.3536e-05i,0.00069527-0.0006827i,-0.00066595-0.00084919i,-0.00077795-0.0011913i,-0.00047336-0.0011256i,-0.00029058-0.00017289i,-2.6062e-06+0.00043621i,-7.5663e-05-0.00019285i,0.00020357-0.0008652i,0.00017127-0.00079029i,0.00018289-0.00030165i,0.00097821-0.00027051i,0.00047933-7.4386e-05i
2.9828e-06+0.0018644i,-0.00080875+0.0036532i,0.00095699+0.0038537i,0.0024098+0.00055916i,0.00090034-0.0032907i,-0.00064685-0.0035232i,0.00058547-0.00073546i,0.0031805-0.0002266i,0.0041647-0.00087346i,0.0020293-0.00041127i,-0.00012747-0.00057941i,-0.00035411-0.0012005i,-0.00025481-0.00074557i,-0.0010317+0.00034755i,-0.0015973+0.0015578i,-0.0013995+0.0029472i,-0.00086174+0.0024333i,-0.00017529+0.0017902i,0.00027146+0.001348i,0.00063369+8.5988e-05i,0.00043966-0.00022335i,-0.0001523-0.00012335i,-0.0006231-0.00038158i
0.0010879-0.00028413i,-0.00044078-0.0016476i,-0.001677-0.0038056i,-0.0024699-0.0040693i,-0.003553-0.0028186i,-0.0022884-0.00064016i,0.0010024+0.0013367i,0.0042444+0.0004264i,0.0049041-0.0018864i,0.0019794-0.0025615i,-7.1534e-05-0.002059i,-8.0334e-05-0.0020246i,-2.3307e-05-0.0033582i,0.00019088-0.0035027i,9.9132e-05-0.0021688i,-0.00022428-0.0010778i,3.0973e-05-6.9465e-05i,-0.00017449-0.00045229i,-8.3443e-05-0.0014173i,5.254e-05-0.0016726i,0.00072442-0.0016344i,0.0013121-0.00095548i,0.00024742-0.00086794i
0.0016337-0.000717i,0.00077833-0.00061671i,-0.00017615-0.0010168i,-0.00076061-0.0018064i,-0.0021152-0.0011577i,-0.0039312+0.00053443i,-0.0011584+0.0013264i,0.0032637+0.00040752i,0.0037136-0.0019507i,0.0018442-0.0031877i,0.00033963-0.0031615i,-0.00041768-0.0023888i,6.2553e-05-0.0016875i,-0.00053936-0.0011487i,-0.0016253-0.00069664i,-0.001823-0.00034431i,-0.0020029+0.00047699i,-0.00075962+0.0011581i,0.00045819+0.00066423i,0.00037614+0.00051821i,0.00013039+0.0007209i,6.2638e-05-0.00026272i,0.00014882-0.00082431i
-0.00075021-0.0013533i,0.00094681-0.0022542i,0.002519-0.0024053i,0.0029739-0.0031167i,0.0014947-0.0029129i,-0.00024862-0.00080282i,0.0012241+0.0011591i,0.0041853+0.0011141i,0.0049289-0.001304i,0.0034403-0.0037656i,0.00176-0.0033281i,0.00055942-0.0010268i,0.00010599-0.00019675i,-0.00019426-0.00039046i,-6.3315e-05-0.00065411i,0.00061997-0.0011604i,0.00074811-0.0018604i,0.00025366-0.0016685i,-0.00068279-0.0016951i,-0.0013489-0.0021685i,-0.0012917-0.0010891i,-0.0007149-7.6577e-06i,-0.00064363+7.3747e-05i
6.9951e-05+0.00085301i,0.0016955+0.0029775i,0.0027987+0.0037239i,0.0034034+0.00082653i,0.0012087-0.0023735i,-0.0013952-0.0016261i,-0.00021462+0.00024136i,0.0029322+0.0001056i,0.0038913-0.0011715i,0.0027248-0.0014047i,0.0014152-0.00048903i,0.00031308+0.00015737i,-0.00086677+0.00079247i,-0.0020226+0.00093367i,-0.0026342+0.00083392i,-0.002232+0.00055093i,-0.0011475+0.00049686i,0.00023838+0.00075713i,0.0006157+0.00020647i,-0.00055805-0.00032057i,-0.0011234+0.00020019i,-0.0010874+0.00094819i,-0.00076361+0.00074256i
-0.00032142+0.00091781i,-0.0018778+0.00090899i,-0.0018863-0.00025726i,-0.0015044-0.0017409i,-0.0018305-0.0028543i,-0.0016509-0.0019094i,0.00033873+0.00088223i,0.0028259+0.0015442i,0.0036038-0.00033201i,0.002073-0.00077333i,0.00036172-0.00042284i,-0.00069371-0.00020071i,-0.00087212-0.00048701i,-0.00048535-0.0015798i,7.8403e-05-0.001781i,0.00021195-0.00047644i,-0.00029066-0.00070775i,-0.00096268-0.0017172i,-0.00095588-0.0019412i,-0.00073219-0.0019659i,-0.00049853-0.001158i,-0.00096497-0.00056923i,-0.0014496+0.00027163i
2.4598e-05-0.00040763i,-9.2483e-05-0.0027269i,0.00067437-0.0046514i,0.00041804-0.004974i,-0.0012925-0.004598i,-0.0022872-0.002145i,-0.00028383+0.00086105i,0.0018651+0.00052135i,0.0021882-0.0016735i,0.0011202-0.0022631i,-0.00014998-0.0022299i,1.8898e-05-0.0024896i,0.0003387-0.0024675i,-8.8465e-05-0.0014338i,-0.0013446+0.00010825i,-0.0019132+0.00074522i,-0.00089475+0.0012604i,0.00045352+0.0016687i,0.00099503+0.0012464i,0.00077143+0.00021164i,0.00016436-0.00081709i,-0.00052661-0.001436i,-0.00094267-0.0013744i
0.00076947+0.0009124i,0.0027737-0.00066931i,0.0044467-0.00085534i,0.004051-0.0018234i,0.0019786-0.003572i,0.00070693-0.0032541i,0.0017747-0.001154i,0.0033855-0.00083176i,0.003316-0.0018095i,0.0020133-0.0022575i,0.0004545-0.0022465i,-0.00016028-0.0021418i,0.00041985-0.0018198i,0.00077943-0.00097637i,0.00092534-0.00043342i,0.00043811-0.00029395i,-0.00058554-0.00031207i,-0.0010349-0.00083004i,-0.00039768-0.0014385i,-3.5425e-05-0.0012884i,-8.0572e-05-0.0010269i,0.0003095-0.00019596i,0.00015267+0.00041619i
0.00024279+0.0024714i,-4.64e-05+0.0035591i,0.00095461+0.0032722i,0.0018409+0.00036884i,0.0001481-0.0032237i,-0.001251-0.0017045i,0.00073985+0.00089253i,0.0037385-0.00024652i,0.0047883-0.0020063i,0.0026825-0.0025833i,0.0007027-0.0023509i,0.00043847-0.0012575i,0.00027485-0.00019978i,-0.00036384-0.00037453i,-0.0016326-0.00055258i,-0.0019673-0.00029079i,-0.0012323+7.4715e-05i,-0.00049263+0.0010968i,-2.9016e-05+0.0010142i,-0.00049805+0.00032623i,-0.0014272+0.00034611i,-0.0013728+0.00049675i,-0.0013006+0.00038409i
-0.0016562-0.0022144i,-0.0019264-0.0014489i,-0.0033078-0.0014056i,-0.0032395-0.0019704i,-0.0021756-0.002737i,-0.00068577-0.0019717i,0.0014375-0.00061201i,0.0036793-0.00033046i,0.0043799-0.001187i,0.002819-0.0018655i,0.00076126-0.00049126i,-0.00070944+0.0011542i,-0.00099966+0.00063063i,-0.001267-2.2303e-05i,-0.0021775+0.00031581i,-0.0020198+8.7246e-05i,-0.0010604-0.00026326i,-0.00064328+0.0001099i,-0.0008279-9.1332e-05i,-0.00046287-0.00084304i,-0.0010819-0.00025403i,-0.0010904+0.00089121i,-0.00032305+0.00088353i
0.00098921-0.0020206i,0.00074255-0.0010495i,0.0010624-0.0013229i,0.0012578-0.002115i,0.00073068-0.0016481i,-0.00024401+0.00071027i,0.0014983+0.0020819i,0.0036949+0.0011128i,0.0037647-0.00061873i,0.0015479-0.0018334i,-0.0003537-0.0023059i,-0.00096543-0.001503i,-0.0014684-0.00064764i,-0.0022508-0.00051395i,-0.0021525-0.00058622i,-0.0013601-0.00051091i,-0.00063241-0.00059518i,-0.00011567-0.00029217i,-0.00018226-0.00037886i,-0.00074042-0.00065651i,-0.0011269-0.00086199i,-0.0016414-0.00019027i,-0.0014893+0.00062454i
0.0015046+0.0012163i,0.0022915+0.00080076i,0.0034074-0.0008074i,0.0024896-0.0029551i,0.00019176-0.0037969i,-0.0013883-0.0022457i,0.00046562+0.00077134i,0.0031876+0.0010871i,0.0030747-0.00070685i,0.0020086-0.0018079i,0.0010255-0.0018773i,-0.0002547-0.0015902i,-0.00080782-0.002244i,-0.00051719-0.0018077i,-0.00013587-0.00086897i,-0.00017196-0.00056422i,-0.00014288-0.00016106i,0.0002418-0.00014465i,0.00072818-0.0009539i,0.00087791-0.0012734i,0.00045446-0.00086669i,9.8938e-05-0.0010983i,-0.00041173-0.0012326i
0.0013921-0.0008865i,0.0015577+0.0014217i,0.0020187+0.0016688i,0.0022222-0.00098137i,0.0003716-0.0028007i,-0.00071637-0.00098687i,0.001421+0.0013155i,0.004283+0.00032676i,0.0047294-0.0022261i,0.0033412-0.0033874i,0.0024589-0.002972i,0.002138-0.0022503i,0.0013087-0.0020569i,0.00036428-0.0019571i,-0.00094049-0.0021526i,-0.0015946-0.0010266i,-0.00084963+8.1672e-05i,0.00029612-0.00022764i,0.00095047-0.00078088i,0.0011144-0.00061709i,0.00018077-0.00050987i,-0.00059601-0.00066461i,-0.00073329-0.00078651i
-0.0012903+0.001609i,-0.0020547+0.0019853i,-0.0010128+0.0013226i,0.00075662-0.0011659i,0.0010629-0.0028662i,-0.00054452-0.0022983i,0.00061072+0.00019248i,0.0035429+0.00093676i,0.0042961-0.00013001i,0.0036741+8.6402e-05i,0.002387+0.00055282i,0.0014227+0.00058041i,0.0013427-0.00019632i,0.00023082-0.0010124i,-0.00092002-0.00051722i,-0.00025563+0.00043397i,0.00011098+0.0010243i,-0.00054581+0.00067178i,-0.00055258-0.00038716i,0.00021682-0.00038634i,0.00067628+0.00037166i,0.0004536+0.00018954i,0.00039557-0.00072855i
0.0019006-0.0020624i,0.0016578-0.0021165i,0.002106-0.0028464i,0.0017933-0.0044381i,-0.00055108-0.0038296i,-0.0012736-0.00088896i,0.0003693+0.0018154i,0.0029231+0.0014442i,0.00329+9.1523e-05i,0.0020311-0.00047715i,0.0008168-0.00077846i,1.5662e-06-0.00043352i,0.00051517+5.9667e-05i,0.00067106+1.6352e-05i,-9.552e-05-0.00037473i,-0.00087225+8.1591e-05i,-0.00093978+0.00042933i,-0.00043435-6.0145e-05i,0.0004134-0.00016793i,0.00073736-0.00034366i,0.0002179-0.00088372i,0.0001241-0.00096607i,0.0006507+3.4499e-05i
0.0027529+0.0010824i,0.0030608+0.0016881i,0.0014334-6.3652e-05i,-0.0008594-0.0021713i,-0.0024721-0.0033875i,-0.0025971-0.0020913i,-0.00027107-0.00052335i,0.0024015-7.7001e-05i,0.0025845-0.00041159i,0.0013605-0.0010917i,3.1166e-05-0.00094129i,-0.0011854+0.00037072i,-0.0018203+0.0014828i,-0.0017938+0.0012703i,-0.0018123+0.0010341i,-0.0017933+0.00027995i,-0.00076939-0.00055584i,-0.0001326-0.00078388i,-0.0005768-0.00010098i,-0.00091985+0.00090562i,-0.0010345+0.00044466i,-0.0007921+0.00050231i,-0.00038976+0.0013505i
-0.00027849+0.0015781i,-0.0015252+0.0027037i,-0.00053108+0.0015888i,0.00062644-0.00050092i,0.00022091-0.0026i,-0.00053989-0.0021664i,0.00085204+0.00032508i,0.0029331-0.00039951i,0.0023656-0.0023371i,0.0010938-0.0027431i,-5.3185e-05-0.0020066i,-0.0014063-0.0010228i,-0.0022677-0.0012992i,-0.0018984-0.0014164i,-0.001112-0.00096609i,-0.00060393-0.00085869i,-8.5104e-06-0.00038027i,-0.00015425-0.00065981i,-0.0004007-0.0013816i,0.00012232-0.0020586i,9.1742e-05-0.001989i,-0.00049322-0.00091385i,-0.0010143-0.00085106i
0.00059443-0.00098791i,0.0017336-0.0035309i,0.0035205-0.0054723i,0.0036251-0.0061685i,0.0018358-0.0058346i,-0.00015043-0.0025975i,0.0011505+0.00099171i,0.0038218+0.00071231i,0.0035533-0.0024204i,0.0021699-0.0040261i,0.00074275-0.0032786i,-7.0593e-05-0.0022756i,7.625e-05-0.0021791i,-0.00035153-0.0017909i,-0.000872-0.00087929i,-0.00048058+3.9922e-05i,-0.00065922+5.8506e-05i,-0.00085322-0.0006507i,-0.00064744-0.001057i,-0.00072014-0.00093583i,-0.00028399-0.00031641i,7.3748e-05+3.5495e-05i,-0.00087371+0.00062105i
0.00080401+0.0015701i,0.0023451+0.0029902i,0.0020682+0.002858i,0.00073137+0.00069144i,-0.0010295-0.001543i,-0.0022996-2.8055e-05i,-0.00023367+0.0022105i,0.0038642+0.00093625i,0.0052887-0.0021938i,0.0034979-0.0041385i,0.001864-0.004186i,0.0014054-0.002844i,0.00063018-0.0019709i,-0.00024859-0.0022678i,-0.00041089-0.0013533i,-0.0002944+0.00054781i,-6.554e-05+0.00087383i,0.00067792+0.00012588i,0.00083467-0.0003121i,0.00010928-0.00023126i,-0.00019873-0.00030258i,1.288e-05-0.00076354i,2.4987e-05-0.0011061i
0.00049617+0.0025082i,-0.0025541+0.0018205i,-0.0017729+0.00047443i,0.00024037-0.0015407i,-3.6485e-05-0.0032564i,-0.0022661-0.0016894i,-0.00020716+0.0017177i,0.0042805+0.0029781i,0.0062213+0.00084935i,0.0058533-0.0011646i,0.0038742-0.0011283i,0.0020984-0.00017112i,0.0016281+0.00016246i,0.00074584+0.00029818i,-0.00078168+0.00022016i,-0.0014136-0.00039814i,-0.00052494-0.00052413i,-0.00059547-0.00097291i,-0.0012531-0.00161i,-0.00098424-0.0013146i,-0.00072281-0.0001468i,-0.00025941+0.00095965i,0.00023902+0.0012084i
0.0019617-0.0013963i,0.0032702-0.0030123i,0.0050453-0.0058799i,0.0030826-0.0067181i,-7.6228e-05-0.0044229i,-0.00098408-0.00083315i,0.00027061+0.0015471i,0.003136+0.0017866i,0.0042182+0.00035986i,0.0034521-0.00083966i,0.0022134-0.00061993i,0.00049334+0.00039816i,-8.5375e-05+0.0011845i,-0.00024061+0.0015105i,-0.00065056+0.00067635i,-0.00068986+0.00019585i,-0.0005639+0.00052341i,-0.00031576+0.00011263i,-0.00027938+0.00012854i,-0.00039213+0.00027491i,-1.9809e-05-0.00010022i,0.00032452+0.00014944i,0.00051501+0.00041967i
0.001857+0.0015861i,0.0019911+0.0035084i,0.0006977+0.0029789i,-0.0016733+0.00097815i,-0.0038102-0.00061941i,-0.0043809-0.00023495i,-0.0016444+0.0019119i,0.0022775+0.0023551i,0.0033458+0.00094315i,0.0014684+0.00016343i,-0.00025479+0.00034445i,-0.00075642+4.6875e-05i,-0.0011707-0.00020747i,-0.0014014-0.00067777i,-0.0009922-0.00080649i,-0.00080024-0.00047075i,-0.00056065-0.00081056i,-0.00092357-0.00078492i,-0.00075921-0.00057882i,7.9045e-05-0.00027579i,0.00011015-0.00033603i,-0.00025365-0.00057577i,0.0001486+0.00019767i
-0.00081149+1.7283e-05i,-0.0005863-0.00027541i,-2.6262e-05-0.00075099i,0.0024194-0.0027637i,0.0021707-0.0044918i,-0.0004335-0.0025135i,9.1885e-05-1.9719e-05i,0.0018903-0.00062539i,0.0013631-0.0023519i,-0.00092625-0.0021315i,-0.0023996-0.0011132i,-0.0021699-0.0010482i,-0.00172-0.0019349i,-0.0011614-0.0017838i,-0.00085523-0.00058819i,-0.00091128+0.00018314i,-0.00042617+0.00015565i,-6.012e-05+0.00010313i,0.00011632-0.0003926i,7.7689e-05-0.00072909i,-0.00061607-6.4426e-06i,-0.0013558+0.00021642i,-0.0016916-8.1269e-05i
0.0053939-0.0062675i,0.0079231-0.0022566i,0.001696-0.010382i,-0.0054526-0.012809i,-0.010682-0.0088055i,-0.0094788+0.0015026i,-0.00015262+0.0063144i,0.0055096+0.0014398i,0.0047123-0.0052421i,0.00022992-0.0071498i,-0.0020026-0.004123i,-0.0004119-0.001173i,0.0016256-0.00022577i,0.0026443-0.00084878i,0.0025741-0.0016783i,0.0015253-0.00072674i,0.0003763+0.00054833i,-0.00037811+0.0012674i,-0.00020248+0.00094544i,-7.2525e-05+0.00017808i,-0.00011806+1.596e-05i,-0.0001547+8.6252e-05i,0.00010368-0.00019541i
-0.00047483+0.0018678i,0.00010657+0.0018142i,0.0012179+0.0038241i,0.00065296+0.00413i,0.00036205+0.0013162i,0.00098699-0.00023668i,0.0020786+0.00079804i,0.004306+0.00084864i,0.0055043-0.0012857i,0.0043972-0.003713i,0.0026678-0.0041097i,0.0017966-0.0030418i,0.0013702-0.0018498i,0.00049883-0.00073551i,0.00029111+0.00076877i,0.0004457+0.00086478i,0.00023293+0.00030274i,-1.7845e-05-0.00036345i,-0.00019054-0.0010696i,0.0005475-0.0010737i,0.00055494-0.00108i,-0.00033708-0.00083474i,-0.0005431-0.00013848i
-0.00016004-0.0012999i,-0.00012249-0.0020631i,0.00072045-0.0024999i,0.0016488-0.0031564i,0.0010123-0.0028698i,-0.00063788-0.0010778i,0.00069255+0.0011588i,0.0038293+0.0018134i,0.0050746+0.00048243i,0.0050221-0.00081057i,0.0037566-0.00080171i,0.0021524-0.00012247i,0.00037973+0.00021559i,-0.00086498+0.00066851i,-0.0015312+0.00072579i,-0.0018848+0.00026078i,-0.0022459-3.2359e-05i,-0.002124+0.00022192i,-0.001007+0.00023342i,-0.00045747+0.0003693i,3.6712e-05+0.00016047i,0.00022555+0.00050782i,-0.00067539+0.0012277i
-0.00028222+0.00094i,0.0015209+7.8569e-05i,0.0033682-0.00033979i,0.00212-0.0018659i,0.000752-0.0021662i,0.00095399-0.0010768i,0.00049765-0.00032335i,0.00083344-0.00016808i,0.0025037+0.00083112i,0.002836+0.0019525i,0.0014313+0.0014502i,-0.00047421+0.00077682i,-0.0012295+0.00049432i,-0.0011732+0.0008051i,-0.00069136+0.00097394i,0.0004039+0.00039337i,4.7872e-05+0.00030855i,-0.00037861+9.2681e-05i,9.3427e-05-0.00030098i,4.8599e-05-0.00056072i,-0.00018089-0.0005355i,-0.00010885-3.2527e-05i,-0.00059752+0.00084899i
-0.0019534+0.0018705i,-0.0032416+0.0033195i,-0.0030609+0.0055527i,-0.00022595+0.0044661i,0.0013728-0.00032187i,-0.0011881-0.0028416i,-0.0027591-0.001491i,-0.0013242-0.00058149i,-0.00075378-7.3305e-05i,-0.0013664+0.0010186i,-0.00067241+0.0013252i,-0.00018595+0.0006891i,-0.00032841-0.00046891i,-0.00060878-0.00069888i,-0.00054121-0.00033512i,-0.0002998+0.00017518i,-0.00018685+0.00041771i,-0.0004931+0.00084225i,-0.00073365+0.0011941i,-0.0012514+0.00037634i,-0.0013448-0.0011194i,-0.00062697-0.0013765i,-0.00052062-0.00096206i
-0.00023525+0.00094616i,0.00078726-0.0018434i,0.0027028-0.0037142i,0.0047157-0.0051633i,0.0048455-0.0043239i,0.003253-0.0027062i,0.0013527-0.001585i,0.00079183-0.00099891i,0.00030505-0.0011439i,-0.0012969-0.0016357i,-0.0019679-0.0012718i,-0.00095946-0.00092946i,-0.00076922-0.0013922i,-0.0012262-0.0015555i,-0.00053487-0.0010367i,0.00034052-0.00021602i,0.0010343+0.00052936i,0.0012655+0.00018837i,0.00057701-0.00032118i,-0.00098554-0.00038708i,-0.0012134-0.00074595i,-0.00020613-0.00080963i,0.00019019-0.00059319i
0.0007454+0.0029908i,-0.0006042+0.0041239i,-0.00064847+0.0040371i,-0.0017344+0.0016326i,-0.0037264-0.00030708i,-0.0030698+5.9853e-05i,0.0002745+0.00088279i,0.002855-0.00042817i,0.0031315-0.0032402i,0.0017366-0.0043239i,-0.00049172-0.0038254i,-0.00099915-0.0029788i,0.00024018-0.0020847i,0.00033543-0.0011402i,-0.00058485-9.3471e-05i,-0.0015222+0.00012991i,-0.0015344-0.00028903i,-0.0010806-0.0006744i,-0.00024104-0.0012643i,0.00029999-0.0012388i,-0.00024361-0.0011055i,-0.00065645-0.00082318i,-0.0013259-0.00024419i
0.0007764-9.8121e-05i,0.00037733-0.00239i,0.0018692-0.0021432i,0.0043605-0.001984i,0.0038638-0.0043361i,0.00087911-0.0046338i,0.0005938-0.001762i,0.0037374+0.00017372i,0.0059538-0.001119i,0.0050361-0.0033318i,0.0035462-0.0038064i,0.0023012-0.0027194i,0.00036296-0.0012048i,-0.0012292-0.00037453i,-0.0014485+0.0002664i,-0.0012793+0.00029571i,-0.0010241-0.00070155i,-0.0003149-0.0011579i,-0.0003101-0.00060971i,-0.00043082+9.8729e-05i,-0.00032549+9.3799e-05i,1.8452e-05-0.00012292i,3.3634e-05+0.00012963i
0.0014177+0.00049975i,0.0029008+0.0014414i,0.0029896+5.3546e-05i,0.00098828-0.0022282i,-0.0018353-0.0025977i,-0.0030469-0.00069779i,-0.00067922+0.0021703i,0.002947+0.002616i,0.0052409+0.0015692i,0.0056747+0.00046072i,0.0040118-0.00013557i,0.0014447-8.6462e-05i,-0.0003745-0.00027827i,-0.0012739-0.00024734i,-0.0012151-8.1948e-05i,-0.0014123-0.00067544i,-0.0013593-0.0007267i,-0.00074646-0.00042805i,-0.00088221+1.599e-05i,-0.00037604-0.00024779i,0.00041816-0.00098573i,-8.9218e-05-0.00092514i,-0.0010105-0.00080654i
-0.0008051+0.00027781i,-0.0009362+0.0013819i,9.9653e-05+0.00050262i,0.00025808-0.0020284i,-0.00034603-0.0033459i,-0.00061998-0.0016046i,-0.00031305+0.0014551i,0.0016483+0.003035i,0.0035757+0.0032678i,0.0030763+0.0025117i,0.0018662+0.0012045i,0.00083309+0.00072729i,-0.00048756-0.00019005i,-0.00094393-0.0010499i,-0.0007226-0.00072259i,-0.00043529-8.3899e-06i,-8.7313e-05+7.6489e-05i,-0.00025995-0.00033083i,-0.00042415-0.00089416i,0.00035948-0.0016296i,0.00043498-0.0014979i,-0.000385-0.00095903i,-0.001485-0.00040406i
0.0009718-0.0008002i,0.00011533-0.0010283i,0.00019428-0.0012358i,0.00062517-0.0013878i,-0.00083398-0.00096376i,-0.0029017+0.00071303i,-0.0014356+0.0018557i,0.0016777+0.0016073i,0.0020515+0.00067235i,0.00035494+0.00066576i,-0.00085289+0.00063598i,-0.00054794-0.00032998i,0.00077805-0.0013645i,0.0011969-0.0018549i,0.00027568-0.0013663i,-0.00034144-0.00020166i,-0.0010766+0.00020303i,-0.00090705-0.00041986i,-0.0002254-0.00074402i,-0.00039252-0.00072777i,-0.00073083-0.0013304i,-0.00096385-0.00061068i,-0.00069842+8.7686e-05i
0.0018006-0.00023648i,0.0026742-0.0006046i,0.0032603-0.0023237i,0.0020239-0.0045236i,-0.0003501-0.0056577i,-0.0016814-0.0029934i,2.4382e-05-0.00042675i,0.0023715-0.0012895i,0.0014997-0.0032134i,-0.00087515-0.0031959i,-0.0017134-0.0025334i,-0.0010016-0.001617i,-0.00037771-0.0001337i,-0.00029155+5.1786e-05i,-0.00048147-0.00059558i,-0.0010039-0.00040613i,-0.00085293+2.0965e-05i,-0.00060843-0.00043985i,-0.00026013-0.00092544i,0.00014363-0.0008995i,-0.00031249-0.0010913i,-0.0013004-0.001014i,-0.0015634-0.00022837i
0.0014108-0.00014216i,0.00076532+0.0014767i,-0.00044321-0.00034209i,-0.00075841-0.002268i,-0.0021232-0.0018254i,-0.0013979+0.00069503i,0.0025993+0.001353i,0.0041429-0.0012195i,0.0028721-0.0039698i,0.00062009-0.0050343i,-0.0010232-0.0043462i,-0.00060146-0.0026123i,0.00046855-0.0013738i,0.0011672-0.00053414i,0.00012003-0.00039921i,-0.0010137+0.00023147i,-0.00049018+0.00060227i,0.0001809+0.00040969i,0.00064515+0.0002516i,0.00064251+0.00017138i,-4.2181e-05+0.00039178i,-0.00034001+0.00026143i,-9.2156e-05+0.00048545i
0.00017417-6.9996e-07i,-0.00076389-9.5079e-05i,-0.0014478+6.9179e-05i,-0.0001995-0.00084749i,-0.00022485-0.0026042i,-0.0020026-0.0019855i,-0.0011958+0.00070689i,0.0026461+0.00035223i,0.0044665-0.002947i,0.0038115-0.0039694i,0.0021523-0.0026432i,5.9937e-06-0.0010647i,-0.0011287+0.0002932i,-0.0012949+0.00074131i,-0.00098392+0.00050069i,-0.0013995-0.00019768i,-0.0013076-0.00063139i,0.00010576-0.00070047i,0.00076299-0.0006293i,0.00057666-0.0012039i,0.00062367-0.0013637i,0.00036758-0.00077889i,-0.00092785-9.3197e-05i
0.0016192+0.00085773i,0.0035512+0.00064904i,0.0065803-0.0012419i,0.00625-0.0030892i,0.0032429-0.0034372i,0.00095819-0.0012149i,0.0016818+0.0014814i,0.0037913+0.0021381i,0.0044186+0.0011523i,0.0041853-0.00091415i,0.0028793-0.0012227i,0.0010895-0.00032408i,0.00038775-0.00055805i,-0.00031812-0.00076451i,-0.0011568-0.00051769i,-0.0010258+0.00023322i,-0.00032282+0.00062586i,-0.00033025-4.8197e-05i,-0.0010508-0.00073401i,-0.0010312-0.00074406i,-0.00015665-0.00031147i,0.00062317+2.6699e-05i,0.00039859+0.00071644i
-0.001282+0.0012584i,-0.003367+0.0011186i,-0.0055227+0.00091389i,-0.0067274+0.00026437i,-0.0056783-0.0017461i,-0.0026293-0.0023049i,-0.00021283-0.00073688i,0.0017332+0.00043988i,0.0029139+0.0005375i,0.0030216+0.00078454i,0.0015704+0.0012148i,0.00011037+0.0010286i,-0.0003907+0.00084452i,-0.00090237+0.00031047i,-0.0008134-0.00016451i,-0.00074418+4.9535e-06i,-0.00059803+0.00023743i,-0.00033416+0.00025437i,0.00013112+3.0853e-06i,0.00040166-4.4084e-05i,-0.00012768-0.00036758i,-8.6474e-05-0.0004582i,0.0002725-0.00069553i
0.0011276-0.00055285i,0.0030712-0.0012215i,0.0049159-0.0015216i,0.0057037-0.00017929i,0.0048773+0.00071103i,0.0025889-0.00033515i,0.0011936-0.00053614i,0.0013698-0.00011629i,0.0010678+0.00031787i,0.00073504+0.00071045i,0.00069922+0.00069602i,-0.00019952+0.0001584i,-0.00064461-0.00036563i,-0.00048234-0.00072356i,-0.00030266-0.00092716i,-0.0006674-0.00059905i,-0.00074545-0.00034065i,0.00014728-0.00042696i,0.00023727-0.00052469i,-0.00046345-0.00024081i,8.4541e-05-3.6957e-05i,0.00041135+0.00036553i,-0.00034465-0.0003244i
-0.0026378+0.0024237i,-0.0021283+0.002999i,-0.00058173+0.0041314i,6.598e-05+0.0010913i,-0.00081502-0.0023713i,-0.0018781-0.0016854i,-0.0013438+0.00060542i,0.001737+0.00042404i,0.0025745-0.00094765i,0.0008829-0.00096146i,-0.00051611-0.00050604i,-0.00084458-0.00047353i,0.0004051-0.0006116i,0.00074922-0.0010524i,0.00010298-0.00065953i,-0.00034348+0.00035188i,-0.00090833+0.00096658i,-0.00039743+0.00046214i,0.00012986-0.00013287i,0.00027663-0.000539i,0.00030705-0.0010312i,-0.00024349-0.00056004i,-0.00027786+2.8816e-05i
-0.0008384-0.0016542i,-0.00055797-0.0033466i,0.0006627-0.0041974i,0.0019427-0.0042056i,0.0021497-0.0029177i,0.0020504-0.00057858i,0.0030356+0.00027654i,0.0044793-0.0010747i,0.0031876-0.0028284i,0.0010471-0.0026775i,0.00056795-0.0019892i,0.00069314-0.0021803i,0.00040601-0.0014555i,-0.00047213+0.00026373i,-0.001367+9.6002e-05i,-0.0015384-0.00050234i,-0.00060169-0.00020829i,0.00029435+0.00015033i,0.00069879-2.0766e-05i,0.00055582-0.00020085i,-0.0002219-0.00030774i,-0.00012143-0.00022319i,-6.3962e-05+4.9553e-05i
0.00067596+0.0012139i,0.0016123+0.0022123i,0.0010852+0.0031734i,4.7417e-05+0.0017206i,-0.00088696-0.00077497i,-0.0021169-0.0010117i,-0.00086533+0.00069351i,0.0024586+0.0012024i,0.0045583-0.00018667i,0.0034461-0.0017014i,0.001845-0.0024144i,0.0018043-0.0011898i,0.0010976+0.00040936i,-0.00021888+0.00054475i,-0.0010697-0.00065974i,-0.00055929-0.0010082i,0.00027627-1.2925e-05i,0.00086863+0.00027757i,0.00083886-0.00022673i,0.00018838-0.00043921i,-0.00024773-0.00044723i,-0.00029732-0.00077137i,-8.4118e-05-0.00039825i
