0.0013368+5.1005e-05i,0.0025055-0.0019643i,0.0019819-0.0034385i,4.844e-05-0.0028223i,-0.0020376-0.00063539i,-0.0022483+0.0014353i,-0.00068538+0.0021568i,0.00063422+0.0018604i,0.0012188+0.0010294i,0.00046534-0.00044638i,-0.00050332-0.0013996i,-0.00077454-0.0015006i,-0.00095789+5.743e-05i,-0.0012801+0.0011179i,-0.0012765+0.0010348i,-0.00047302+0.00056719i,-0.00010851+0.00012274i,-7.087e-06+0.00018462i,0.00032633+5.3296e-05i,0.0001762+3.9374e-05i,0.0003756-1.0066e-05i,0.00036309-0.00064006i,-0.00067127-7.8521e-05i
-0.00032767+0.0013756i,0.0018574+0.0013975i,0.0018973+0.0019409i,0.00090784+0.00077278i,0.00077654-0.00090287i,0.0012361-4.482e-05i,0.000335+0.00068956i,-0.0006356-0.0004062i,-0.00058365-0.00076351i,-0.00028263-9.9461e-05i,-0.00029534+0.00033996i,-0.00063009+0.00055651i,8.2959e-05+0.00033784i,0.00025514+0.00015346i,-0.0003759+0.00028271i,-0.00028316-0.0002496i,-3.7492e-05-0.00061513i,-0.00011097-0.00010043i,-0.00022262+0.00081757i,0.00014831+0.00035037i,0.00042245-0.00016031i,-0.00032575-7.9808e-05i,-0.00082491-0.00038354i
0.0020195-0.0014406i,0.0016861-0.0017847i,0.0010092-0.0018723i,0.00027997-0.00083103i,-0.00019286+0.0016796i,-0.00033093+0.00248i,-0.00017927+0.0018569i,-0.00020391+0.001027i,-0.00036642-0.00045097i,5.1188e-07-0.00074918i,-1.3988e-05+0.00029637i,-0.00089805+0.00048787i,-0.00093616+0.00052955i,-0.00035203+0.00073581i,-0.00019033+0.00081715i,-0.00010138+0.0007962i,-1.6125e-05+0.00062367i,0.00034159+0.00041619i,0.00057208+0.00031524i,0.00028341+0.00037399i,-0.00042258+0.00040637i,-0.00019974-0.00027017i,0.0002184-0.00027894i
0.00099184-0.00051682i,0.00071414-0.00064662i,7.3745e-06-0.00088082i,-0.0007802-0.0011564i,-0.00088213-0.00015106i,-0.00041304+0.0019277i,0.00067219+0.0015768i,0.00073606-0.00074978i,-5.3403e-05-0.00092434i,-0.00050078-0.00033203i,-0.00014009-0.00014863i,0.00080071+0.00085604i,0.0007708+0.0014052i,0.00019605+0.00091219i,-0.0005312+0.00026664i,-0.00072784-7.7879e-05i,-0.00065366-0.00017609i,-0.00025534-0.00025596i,-7.9485e-05-8.4791e-06i,-9.7136e-06-0.00028605i,0.00040657-0.0005169i,0.00047709-0.0011039i,-0.00015681-0.0015038i
4.2877e-05+0.0012338i,0.00084321+0.0014442i,0.0010116+0.00088425i,0.00066216+0.00031474i,2.2435e-05-0.00016441i,-0.0010657+0.00025307i,-0.001126+0.00083748i,-0.0002991+0.00060438i,-0.00015885+0.00028621i,-0.00085682-0.00054384i,-0.0013914-0.0012201i,-0.00087468-0.0010238i,-0.00053084-0.00069017i,0.00020691-0.0002603i,0.00040372+0.00063895i,-0.00026158+0.0006097i,0.00014054-6.4217e-05i,0.00028483-0.00050839i,0.00031381-0.00032604i,0.00014459-0.00019664i,-0.00031687-0.00015607i,0.00031682-0.00033132i,0.001064-0.0010607i
-0.00073055-0.00011756i,-0.0011653-0.00029217i,-0.00034001-2.9123e-05i,0.00038667+0.00054869i,0.00078661+0.00089972i,0.0016801+0.00082209i,0.0014805+0.0010882i,0.00040812-0.00018441i,4.1875e-05-0.00096254i,0.00048461-0.00019862i,0.0010662+0.00011299i,0.00064067+0.00012504i,-0.00018593-0.00013617i,-0.00068077-0.00041003i,-0.00079581-0.00023856i,-0.00038528+0.00023082i,-0.00022712+0.00013519i,-0.00010805-0.00016351i,-0.00036327-0.00037924i,-0.00093568-0.00048369i,-0.0011239-0.00025497i,-0.00064835-0.00062071i,0.00049168-0.00053188i
0.00058061+0.0015843i,0.00058792+0.0019712i,0.00079025+0.0018159i,0.0014008+0.0016104i,0.0018544+0.0010056i,0.0014635+0.0011276i,0.00092514+0.0012797i,0.00083627-0.0001679i,0.00016872-0.00058171i,-0.00039516-0.000344i,-0.00036597-0.00016843i,0.00011166+0.00044736i,0.00046236+0.00032702i,0.0001563-0.00019258i,-0.00061209-0.00061007i,-0.00069562-0.00074521i,0.00012118-0.00037217i,0.0001804-0.00038127i,-8.143e-05-0.00065853i,-0.00022797+0.00012355i,-0.00012073+0.00049799i,0.00017727+0.00082766i,0.00022514+0.00089709i
-0.00015744-0.00088866i,-0.00034391-8.4768e-05i,-0.00093244-0.00025026i,-0.0015915-0.00045157i,-0.0013079-0.0010123i,0.00042299+0.00018572i,0.0015103+0.0011704i,0.00062784+0.0007456i,5.3914e-05+0.00010246i,0.00018507-0.00057901i,0.00032161-0.00098287i,-0.00013442-0.00084733i,-0.0005966-0.00060636i,-0.00058734+1.3434e-06i,-0.00015898+0.00058382i,-0.00018009+0.00041597i,-0.00022423-0.00015776i,-0.00029286-0.00028703i,-0.00052266+0.00015689i,-0.0009704+0.00032585i,-0.0009986+0.00024286i,-8.2959e-05+0.00055345i,-0.0002757+0.00062274i
-0.00088456+0.0013556i,0.0005545+0.0017796i,0.0015226+0.0013184i,0.00052638+0.00014948i,-0.00056492-1.4417e-05i,-0.0003388+0.0012389i,9.5717e-05+0.0012676i,0.00023922+6.4659e-05i,-0.00050864-6.3467e-05i,-0.00062413+0.0004329i,-5.4541e-05-0.000163i,0.00055887-0.00050114i,-5.147e-06+7.1502e-05i,-0.0008657+0.00022296i,-0.00060264+0.00070128i,-0.00033226+0.0012306i,-4.6514e-05+0.0011087i,8.3112e-05+1.0911e-05i,4.2275e-05-0.00061747i,-0.00026859+4.1601e-05i,-0.00034223-0.00050681i,-0.00035226-0.00064356i,-0.0002607+0.00044013i
0.0004405-0.00028386i,0.00050478+0.0018204i,-0.00052841+0.0023449i,-0.00056188+0.0013658i,0.00028462+0.0011885i,0.00050782+0.0021624i,0.00023035+0.0010244i,0.00020241-0.0008105i,0.00018119-0.0006335i,6.573e-05+0.00027138i,-0.00036433+0.00044378i,-8.4636e-05+0.00023503i,0.0011732+0.00038414i,0.00074342+0.00035051i,0.00044194+0.00011054i,0.00096917+0.00035864i,0.00045258+0.00094037i,-0.00061677+0.0011528i,-0.00027547+0.00052397i,0.0001095+0.00011824i,-0.00044816-0.00013618i,-0.00040422-0.00042585i,0.00016092-0.00023924i
0.0014989+0.00037786i,0.0012814-0.00062319i,0.0013296-0.0023956i,-9.4242e-05-0.0032549i,-0.0010882-0.0023505i,-0.001186-0.0007309i,-0.00083241-0.00042897i,-0.00074789-0.00086262i,-0.00057954-0.0010698i,-0.0002067-0.0014168i,-0.0004126-0.0010597i,-0.00010264-8.4832e-05i,0.00032272+0.00023172i,-0.00066033+0.00084098i,-0.0017378+0.00041716i,-0.0014678-4.9317e-05i,-0.00058292+0.00063043i,0.00049995+0.00020825i,0.00041322-0.00021594i,-0.00017358+0.00035668i,-0.00014525+3.5071e-06i,-7.9418e-05+3.4213e-05i,4.7639e-05+0.00045181i
0.00068825+0.0017086i,0.0013276+0.0019224i,0.0022436+0.0021273i,0.0019845+0.00027526i,0.0013012-0.00095217i,9.7004e-05-9.4213e-05i,-0.0003097+0.00017883i,-0.00046534-0.00056372i,-0.00034342-0.0012218i,0.00032438-0.00050088i,0.00039525-0.00015423i,0.00068958-0.00010418i,0.00023171-0.00046587i,-0.00061933-0.00087425i,-0.00092085-0.0013513i,-0.00076889-0.0013192i,-0.00057657-0.00094831i,-0.00064889-0.00077494i,-0.00052594-0.00037753i,-0.00063576-0.00013693i,-0.00069927-0.00025713i,-0.00030678-0.00037111i,0.00031634-0.00059454i
-0.00092054+0.0016226i,2.9338e-05+0.0020901i,0.00071095+0.0024271i,0.0007861+0.0015855i,0.00058252+0.00077739i,0.00030511+0.00042483i,0.00037819-8.178e-05i,-0.00076265-0.00067506i,-0.0010976-0.00043186i,-0.00039033+3.4068e-05i,-0.00032775-0.00044409i,-0.00038225-0.0012889i,0.00045642-0.0016345i,0.00069979-0.0016858i,-0.00042083-0.0015395i,-0.00052619-0.00077144i,-0.00062105-0.00011909i,-0.0013746-5.6197e-05i,-0.001427-0.00022381i,-0.00084286+4.0068e-06i,0.00014664-5.3804e-05i,0.00039298-0.00062341i,-0.00020551-0.00053323i
0.00070429+0.0040807i,0.0018282+0.0037105i,0.0028494+0.0026095i,0.0025616+0.00076875i,0.0011492-0.00018174i,2.8389e-05-1.3907e-05i,-0.00014663+0.00022951i,-0.0011743+0.00029657i,-0.0012537+0.00092557i,-0.00017672+0.00062335i,-0.00034538-0.00051247i,-0.0009892-0.00060398i,-0.00067865-0.00052031i,-0.00085854-0.00049895i,-0.0012684-0.00072331i,-0.0014754-0.00036463i,-0.001245+8.785e-05i,-0.00092596+0.00010206i,-0.0003648-8.698e-05i,0.00045083+3.6055e-05i,0.00045822-2.0788e-05i,-0.00033658-6.0817e-06i,-0.00128-0.00031884i
0.001005+0.0013453i,0.0011429+0.00085292i,0.0010398+0.00051163i,0.00074911-0.00080541i,0.00057565-0.0017142i,0.00035118-0.00080284i,0.00017734-0.00023227i,-0.00083114-0.0001526i,-0.0011518-1.8388e-05i,1.7926e-05-1.0755e-06i,0.0003673+0.00031197i,0.00014203+0.00062019i,0.00025578+0.00058093i,0.000328+0.00073515i,0.00014714-0.00033445i,0.00029631-0.00035208i,0.00047017+0.0002629i,0.00014835+0.00036843i,-0.00073746+0.00031593i,-0.00091101+0.00053155i,-0.00034925+0.00037178i,0.00024164-0.00062262i,0.00014016-0.00086999i
0.00047559-0.001931i,-0.00051964-0.0016781i,-0.0015619-0.0013571i,-0.0025295-0.00097911i,-0.0028184-0.00021691i,-0.001851+0.0011127i,-1.6979e-05+0.0018754i,0.0011244+0.00089767i,0.0005999+0.00047704i,-0.00020447+0.00040945i,-0.00055894-0.00014069i,-0.00050362-5.0983e-05i,6.7506e-05+0.00073501i,0.00080943+0.0011864i,0.00091546+0.0016283i,0.00066415+0.0012798i,0.00026521+0.0001636i,-0.00043633+0.00030551i,-0.000752+0.00041962i,0.00028526-0.00029689i,-9.3956e-05+2.7028e-05i,-0.00083686+0.00055115i,-0.00029772+0.00061268i
-0.00015328-0.00087845i,-9.1025e-05+0.00024306i,-0.00013565+0.00026992i,0.00016184-9.6199e-05i,0.00018552+0.00080525i,0.00017799+0.0010651i,0.00029088-0.00017407i,-0.00025968-0.00080081i,-0.0012392-0.00011374i,-0.0014007+5.1906e-05i,-0.00055858-0.0007732i,0.00027269-0.00042135i,0.00030401+0.00054678i,-0.00033989+0.00058392i,-0.0011003+0.00081963i,-0.0018593+0.0012257i,-0.0010431+0.0013181i,-0.00024795+0.00079613i,-0.00035227+0.00026031i,-0.00013247+0.00038701i,9.7586e-05+0.00044891i,7.998e-05+0.00063843i,-0.00024916+0.00069423i
5.7029e-05+0.0012966i,0.00034095+0.0014859i,0.0012119+0.0011371i,0.0017886-0.00056954i,0.00077394-0.00097247i,-5.8324e-05+0.00041553i,-0.00010191+0.00066359i,0.00010357+0.00021183i,0.00021431-9.3335e-05i,0.0003629-0.00022577i,0.00084456+0.00033505i,0.0009976+0.00044314i,-9.2364e-05-0.00027827i,-0.00058826-0.00091228i,-0.00078745-0.00042268i,-0.0012927+0.00044155i,-0.0012358+8.7626e-05i,-0.00055357-0.00048146i,-0.00016903-0.0007214i,0.0002822+0.00025218i,-9.2852e-05+0.0016809i,-0.00023101+0.0010597i,0.00065282+0.00020404i
0.00010655+0.00016006i,0.000523+0.0018599i,0.0023064+0.0020569i,0.0025901+0.0013839i,0.0013742+0.0010416i,0.00051936+0.0010943i,0.00062114+0.00089416i,0.00028861+0.000318i,-6.0155e-05+9.8063e-05i,0.00046361-0.00019421i,0.00054634-0.00023303i,0.00034736+0.00068099i,0.0001395+0.0011568i,-0.00049388+0.00028407i,-0.00065748-0.00041724i,0.00036945-0.00028725i,0.00056965-0.00012699i,-0.00021644-0.00024761i,-0.00027416+0.00019319i,-0.00087087+0.0007629i,-0.00072187+0.00044452i,-0.00046231+0.00063524i,-0.00038112+0.00094813i
-0.00057521+0.001395i,-0.00042868+0.0011019i,4.1451e-05+0.00069875i,-2.3085e-05+0.0005983i,-0.00047896+0.00012457i,-0.00029431+0.00055847i,0.00020804+0.0013111i,-0.0001504+0.00031415i,-0.0007625+3.0839e-06i,2.2984e-05+0.0005916i,0.00057358+0.00037333i,6.1798e-05-0.0002896i,-0.00028359-0.00020515i,-0.00012058-0.00054409i,-0.00064848-0.00059985i,-0.0005981+0.00053243i,-0.00035497+0.00077065i,-0.00094805+0.00010997i,-0.001222-0.0002873i,-0.00054649-0.00013843i,0.00018107-9.6989e-05i,-0.00020599-0.00023007i,-0.0013213+0.00038203i
-0.00063935-0.00041497i,0.0004923+0.00068309i,0.0016649+0.0023481i,0.0021591+0.0024453i,0.0017914+0.0013906i,0.0014335+0.0014102i,0.00042722+0.0015978i,-0.0008217+0.00036242i,-0.0015021-0.000207i,-0.0009819+0.0002989i,-0.00028618+0.00057713i,4.3962e-05+9.2679e-05i,0.001062+0.00025107i,0.00083509+0.00074502i,-0.00029095+0.00014952i,-0.00023381-7.2588e-05i,-6.8893e-05-0.00021128i,-0.00011137-0.00040928i,0.00010661+0.00035539i,0.00036183+0.00022009i,-6.6884e-05-0.00039636i,-0.00013247+1.3838e-05i,0.00018503+0.00042748i
-0.00077246-0.00031452i,-0.0010782+0.00029281i,-0.0013829+0.00057318i,-0.0016441-0.0003912i,-0.0010767-0.00058884i,-0.00046397+0.00068039i,0.00072152+0.0009837i,0.00083899+0.0002585i,-8.5921e-06+8.0649e-05i,-5.3004e-06+0.00034685i,2.9538e-05+0.00090459i,-2.8486e-05+0.00087018i,-4.248e-05+0.00041457i,0.00038864+0.0002781i,0.0002971+0.00017644i,0.00014605-0.00020999i,0.00052914-0.00014718i,0.00018235+0.00036351i,-0.00034721+4.1204e-05i,-0.00063637-0.00018832i,-0.00060387+0.00043737i,-0.00024701+0.00026782i,0.00045821-0.00013515i
-0.00084644+0.001473i,-0.00029008+0.0012117i,3.9598e-05+0.00042939i,0.00042308-0.00017878i,0.00068148-0.00010171i,0.00053203+0.00014218i,3.8284e-06-0.00017058i,-0.00099458-0.0010903i,-0.0014221-0.0011651i,-0.00044348-0.00059481i,0.00050744-0.0010654i,0.00028218-0.00082586i,-0.00019989-0.00057694i,0.00034625-0.00025123i,0.0012792+0.00039898i,0.0011714-5.9599e-05i,0.00053856+2.6289e-05i,-0.00013603+0.00039359i,-0.0013419+0.00028296i,-0.0016549+0.00048085i,-0.0011006+0.00093287i,-0.00062058+0.00075019i,-0.00045538-0.00017768i
0.00016775+0.002437i,-0.00018354+0.0019527i,0.00062557+0.0016222i,0.001453+0.00092271i,0.00054261+0.00047779i,0.00022875+0.00017509i,0.00014274-9.4092e-05i,-0.0005243-9.3794e-05i,-0.0010668+0.00016376i,-0.0011708+0.00073383i,-0.00030147-9.0994e-05i,2.0111e-06-0.00085276i,-0.0009269-0.0003442i,-0.0016424-0.00033351i,-0.0016908-0.00024631i,-0.0011225+0.00050013i,-0.00095073+0.00040596i,-0.0018178+0.00073741i,-0.0015601+0.0016641i,-0.00074519+0.00094914i,-0.00018115+9.7518e-06i,0.00054322-2.2543e-05i,0.0007213-0.00053836i
0.00017324+0.00053731i,0.00093434+1.0828e-05i,0.0010189-0.00052936i,0.00067612-0.0009188i,0.00029505-9.7926e-05i,0.00054698+0.00077847i,0.0013038+0.00066591i,0.0012031+0.00036233i,0.00036016+0.00071078i,0.00014703+0.00077353i,0.00038725+0.00030429i,9.3521e-05-0.00022271i,0.00021327-0.00069676i,-7.3113e-06-0.00033053i,-0.00057234-0.00014756i,-0.00043528-0.00016769i,-0.00035759-0.00059085i,-0.00011727-0.00050046i,-0.0005312+0.00038661i,-0.00060745+0.00033605i,0.0003259-7.7816e-05i,0.0007416+0.00022614i,0.0005825+0.00045958i
-7.287e-05-0.0013181i,0.00085378-0.0010345i,0.00076739-0.0010536i,0.00035748-0.00061042i,-0.00029713+0.00029572i,0.00047667+0.0014052i,0.0014218+0.0012986i,0.00074498+0.00037829i,-7.4739e-05-5.8768e-06i,-0.00037458-0.00082836i,7.6927e-05-0.00019999i,0.0010211+0.00096235i,0.00081793+0.00096106i,0.00027842+0.00086523i,0.00074166+0.0014826i,0.0011062+0.0018083i,0.00071382+0.00063045i,-0.00010044-0.00035661i,0.0003368-0.0011322i,0.00061328-0.0014594i,-8.7761e-05-0.0005185i,-0.0008134+0.00033747i,-0.0010797+0.00064802i
0.00054431-0.0001916i,0.0010284+0.0012587i,0.00038054+0.0021518i,0.00026638+0.0011257i,0.00084564+0.00061653i,0.0012046+0.0012995i,0.0012912-0.00010789i,0.00073745-0.001311i,-0.00065127-0.0010114i,-0.0010029-0.00038526i,-0.00037658-0.00053931i,-0.00043765-0.00088497i,-0.00046089-0.000546i,-0.00022842+0.00019289i,-3.0536e-05+0.00040792i,-0.00018006-0.00018325i,-0.00084276-0.00045446i,-0.00095551-0.00050833i,-0.00019898-0.00097939i,0.00035063-0.00044853i,0.00076324+0.00041064i,0.00049363+0.0011609i,-0.00016617+0.0013537i
0.00052357+0.00059904i,0.00012445+0.0024151i,0.00046756+0.0026546i,0.00037469+0.0015753i,-0.00015258+0.0011092i,-0.00042406+0.0019151i,-0.00018296+0.0014248i,4.8741e-05+0.0002207i,-0.00064004-0.00020864i,-0.00031021-0.00013495i,0.00027354-5.9972e-05i,-5.5126e-05+0.00069411i,0.00018557+0.001047i,3.8107e-05+0.00064325i,2.2518e-05+0.00041838i,0.00036651+0.0004534i,8.0716e-05-0.00025087i,0.00044201-0.00077624i,0.00090107-0.00033983i,0.00036638+4.046e-05i,-0.00036324-0.00050582i,-0.00036885-0.0002132i,0.00022262+0.00057967i
-0.00045113+0.00088514i,-1.4981e-05+0.00042556i,0.00024511+0.00026357i,-0.00018742-0.00024159i,-0.00093454-0.00021376i,-0.00029046+0.00080283i,0.00072723+0.0012144i,0.00068345+0.00085789i,-0.00015824+0.00083409i,0.0001967+0.00085113i,0.00099851-0.00011422i,0.001233+6.3722e-08i,0.0001839+8.2178e-05i,-0.00070088-0.00077301i,-0.00054558-0.00087274i,0.00014981-0.00069401i,0.00056087-0.00041931i,0.00021984-0.0004305i,0.00030694-0.00050498i,0.00044034+3.1022e-05i,-5.6917e-05+0.00084666i,-0.00058212+0.00084033i,-0.00053159+0.00044814i
0.0011+0.00082857i,0.0011529+0.0016675i,0.0013577+0.00038894i,0.0017028-0.0011827i,0.0016225-0.0011289i,0.00072468+0.00057611i,0.00072379+0.001019i,0.0012613+4.1992e-05i,0.00042766-0.00083039i,-0.00059352-0.0017082i,-0.00046268-0.0024462i,-3.4824e-05-0.0023243i,0.00030298-0.0013573i,0.00013771+0.00024901i,-0.00066345+0.00093702i,-0.00020018+0.00044289i,0.00036089+0.00028373i,0.00070908+0.00015293i,0.00036339-0.00028492i,-0.00052151-5.8504e-05i,-0.00054023+3.6261e-05i,0.00023578-0.00054967i,0.00035876-0.00018125i
0.0014952-7.3369e-05i,0.0011153+0.0004111i,0.00028853-0.00067756i,-0.00023107-0.0017996i,-0.00033573-0.0012527i,0.00078811+0.00055547i,0.00083022+0.0010223i,-0.00040356-0.0002364i,-0.0011859+1.1063e-06i,-0.00098567+0.0011915i,-0.00030878+0.00077329i,0.00029295+0.00041973i,0.00075972-0.00014131i,0.00077577-0.00026707i,0.00029168+0.00059485i,-7.596e-05+0.00061161i,-1.6531e-05+0.00045305i,0.0001214+0.00040534i,-0.00012897+0.00064577i,-0.00045468+0.00061611i,-0.00073305+0.0004101i,-0.00089438+0.0007639i,-0.0008362-5.2037e-05i
-5.9327e-05+0.0011374i,-0.00030742+0.0015745i,2.1111e-05+0.00097236i,0.00066232+0.00055816i,0.00032044+0.0006103i,0.0004741+0.00098523i,0.0011034+0.0012708i,0.00040116+0.0009206i,-0.00086504+0.0004681i,-0.00069842-0.00040373i,0.0004591-0.00098139i,0.00086285-0.00063954i,0.00015978-0.0002544i,-9.6623e-05+0.0002323i,-0.00047182+0.00080586i,-0.00041316+0.0006772i,7.9796e-05+0.00030688i,-0.00039835-0.0001014i,-0.00059796+0.00017241i,-0.00047315+0.0004046i,-0.00058151+0.00036334i,-0.00091585+0.00012138i,-0.0011173-0.00044882i
0.0012237+0.00019114i,0.0024985-5.1974e-05i,0.0039852+0.00025977i,0.0034437+0.00071481i,0.0019611+0.00055125i,0.00045092+0.0011447i,-0.00026086+0.0011503i,-0.00078625+0.00038847i,-0.00048765+0.00066057i,0.00073503+0.00054203i,0.0014238+0.00012206i,0.0007557+0.0001423i,-0.00022773+0.00011303i,-0.0010882+0.00018181i,-0.0020986+0.0007238i,-0.00078431+0.0012452i,0.0011274+0.0011198i,0.0007456+0.00061803i,-0.00040909-0.00033138i,-0.00043914-0.00094631i,-0.00047995-0.00073129i,-0.00077587-0.00053886i,-0.00043902-0.00057025i
-0.00016271+0.0017626i,0.00056041+0.0022573i,0.0007919+0.0029045i,0.00079676+0.0015396i,-0.00010662-0.00014933i,-0.0014999-0.000405i,-0.00092037-0.00015181i,-0.00016803-0.00035292i,-0.00057159-0.00071303i,-0.00047377-0.00039225i,0.00043418-8.3018e-06i,0.0011189-0.00022443i,0.0014639-0.00040033i,0.00023186+0.0002601i,-0.0012327+0.00059676i,-0.00047834+0.00064308i,-7.3375e-05+0.00069157i,-0.00047731+0.00042308i,-0.0011293+0.00026584i,-0.00098702-0.00040319i,0.00020226-0.00036908i,-6.888e-05-0.00031279i,-0.00095542-0.00026634i
9.4523e-06+6.814e-05i,0.00073037+0.00030575i,0.0012088+0.00035371i,0.00046901+0.0011261i,-2.6635e-05+0.0017302i,0.0007683+0.0013933i,0.0012274+0.0010465i,8.6242e-05+4.4592e-05i,-0.00088234-0.00015927i,-0.00086947-0.00018901i,-0.00049101-0.0010145i,0.00027069-0.00086702i,0.00084303+0.00067479i,0.0005546+0.00072038i,0.00050225-4.1371e-05i,0.00084858+5.3864e-05i,0.00086733+0.00034633i,0.00064711+0.00053314i,0.00075396+0.00058638i,0.00072525+0.00069508i,-3.9868e-05+0.00046507i,0.0005395+0.0001614i,0.00097052+0.00036077i
0.0005859+0.0003986i,0.00062566+0.0017917i,0.00080212+0.0019609i,0.00031572+0.00042606i,-2.9691e-06-0.00048739i,0.00010364+0.00044123i,-0.00047143+0.0006862i,-0.0011679-0.00015563i,-0.00092353-0.00012377i,-6.8126e-05-0.00032377i,-0.00031057-0.0008772i,-0.00056836-0.00066908i,-0.00043837-7.3521e-05i,-0.00049255+0.00029142i,-0.0011605-0.00011807i,-0.0014605+8.0373e-05i,-0.00061234+0.0011048i,0.00013875+0.0016421i,0.00043745+0.00073586i,0.0002481+0.0002191i,0.0010335+0.00026046i,0.00098767+0.00013817i,9.184e-05+0.00026494i
-0.0016134+0.00093976i,-0.0015845+0.0016869i,-0.0015192+0.001451i,-0.0013352+0.0010724i,-0.0015076+0.0010508i,-0.001233+0.00092796i,-0.0002393+0.0010488i,-0.00027994+0.00074263i,-0.00027427+3.489e-05i,0.00045169+4.1966e-05i,0.00090185+0.00010925i,0.00057331+0.00013292i,0.00043308+0.00022647i,0.0003732-0.00035606i,-0.00022758-0.00032515i,-0.00042151+0.00069087i,0.00010132+0.00090973i,0.00079611+0.0013244i,0.0010218+0.0015557i,0.00040278+0.001236i,-0.00067509+0.00082861i,-0.00071075-0.00019366i,-0.00015799-0.00010275i
0.0013342+0.0017519i,0.0019484-0.0002216i,0.0021709-0.00081474i,0.0013045-0.0018137i,-0.00019358-0.0019077i,-0.00083256-0.0010682i,-1.0051e-05-0.00083879i,0.00031194-0.00046008i,-0.00016422-0.00044909i,-0.00050872-0.0006929i,-0.00077275-0.00053117i,-0.00060196-0.0003412i,-0.00032942+0.00022351i,-0.00063289+0.0010736i,-0.00056234+0.0013121i,9.928e-06+0.0015018i,-0.00033401+0.001024i,-0.0010248+0.00030065i,-0.00082744+0.0013551i,-0.00052671+0.0013144i,4.607e-05+0.00021895i,0.0004082-0.00021647i,0.00024698-6.9813e-06i
-0.000592+0.0017539i,-0.00023041+0.003205i,0.00067729+0.0030513i,0.0009522+0.0014691i,0.00082136+0.00080457i,0.0013849+0.00072405i,0.00070086-0.00046934i,-0.00047498-0.00064783i,-0.0011108+6.7699e-05i,-0.0010537+0.00024355i,-0.00061669+0.00024082i,-0.00085218+0.00040261i,-0.00086021+0.00055571i,-0.00028933-0.00012462i,-0.00028153-0.00033132i,-0.00035837-3.9232e-05i,-0.00015803+0.00014458i,-0.00056915+0.00012726i,-0.00077182+0.00072935i,-0.00040322+0.0011804i,-0.00036872+0.0010782i,8.4436e-05+0.00071666i,0.00061392+0.00039175i
-0.00045756+1.8855e-05i,-3.7804e-05+0.0012272i,0.00021744+0.0014495i,0.0010765+0.0009129i,0.0015541+0.0020851i,0.00071052+0.0030692i,0.00069694+0.0011032i,0.0012638-0.00019994i,0.00072365+0.00047132i,0.00053447+0.00053543i,0.001211-0.00016386i,0.0013713-0.00079305i,0.00093545-0.0009528i,0.00033143-0.0011503i,-0.00016388-0.00077036i,-0.00039301+4.9812e-05i,-0.0002408+0.00040073i,-0.000384+0.00049266i,-0.00058003-0.00039029i,-0.0013244-0.00043608i,-0.0019024+8.5532e-05i,-0.00072328+0.00035985i,6.5096e-05+0.00048598i
0.00021857+0.0028826i,0.00068361+0.0028086i,0.0014507+0.002078i,0.0016986+0.0014079i,0.0010301-0.00013744i,0.0007823+0.00024181i,0.00074031+0.0011917i,0.0003508-0.00040415i,0.00020179-0.0014821i,0.00042726-0.00092011i,0.00061773-0.00044118i,0.00061255-0.00071i,0.00030872-0.00071188i,-0.00028223-0.00035298i,-0.000374+0.00017135i,7.9371e-05+0.0003796i,0.00011414+0.00011718i,-0.00071517-0.00019976i,-0.0013577-0.00031873i,-0.0013372-0.0005515i,-0.0010545-0.00024582i,-0.0010616-4.5263e-05i,-0.00052338-0.00081781i
0.00014625+0.001346i,-0.00033396+0.0012309i,-0.00059379+0.00070708i,-0.00082644-0.00018664i,-0.0014599-0.0010924i,-0.0010614-0.0010627i,-2.9175e-05-0.001812i,-0.00027011-0.001907i,-0.0017784-0.00086467i,-0.0015254-0.001378i,0.00013593-0.0016045i,0.00065931-0.00014203i,0.00025191+0.0012461i,-2.0532e-05+0.00087708i,-0.00024452+0.00066377i,-0.0011055+0.00068553i,-0.0010175+0.00030547i,-8.2366e-06+0.00034209i,0.00036871+0.00057314i,4.7922e-05-0.00043254i,-0.0001764-0.0011964i,-0.00032597-0.00085363i,-0.00046837+0.00026219i
-0.0007598+0.00092899i,2.424e-05+0.0011853i,0.00019701+0.0017232i,0.00046131+0.0018085i,0.0003464+0.0015918i,0.0001328+0.0016018i,2.513e-05+0.00091048i,-0.00034377+0.00067174i,-0.00062018+0.00088236i,0.00016475+0.001055i,0.00087332+0.00067012i,0.0010141+1.7472e-05i,0.0014875-2.8513e-05i,0.001566+0.00064279i,0.00099087-8.9982e-05i,0.0010128-0.00099779i,0.00056434-0.00025613i,0.0001167+0.00047163i,-0.00021559+6.3576e-05i,-0.00031236-0.0004466i,-0.00029435-0.00039463i,-0.00075421+7.8079e-05i,-0.00089906+0.0005497i
