0.0013368+5.1005e-05i,0.0025055-0.0019643i,0.0019819-0.0034385i,4.844e-05-0.0028223i,-0.0020376-0.00063539i,-0.0022483+0.0014353i,-0.00068538+0.0021568i,0.00063422+0.0018604i,0.0012188+0.0010294i,0.00046534-0.00044638i,-0.00050332-0.0013996i,-0.00077454-0.0015006i,-0.00095789+5.743e-05i,-0.0012801+0.0011179i,-0.0012765+0.0010348i,-0.00047302+0.00056719i,-0.00010851+0.00012274i,-7.087e-06+0.00018462i,0.00032633+5.3296e-05i,0.0001762+3.9374e-05i,0.0003756-1.0066e-05i,0.00036309-0.00064006i,-0.00067127-7.8521e-05i
-0.0011169+0.0012974i,-0.0020297+0.0026749i,-0.0014885+0.0030789i,0.00062313+0.0014614i,0.0013054-0.00019139i,0.0011169-0.0005653i,0.0010162-0.0007908i,0.00048064-0.0010746i,0.00027412-0.00011035i,0.00026987+0.00071465i,-0.00040041+0.00068025i,-0.0011023+0.00040258i,-0.0010574-0.00062462i,-0.0010001-0.0013125i,-0.00028554-0.00082113i,-4.0309e-05+3.7936e-05i,4.4596e-05+0.00050927i,0.00019886+2.7181e-05i,0.00069917-0.00058231i,0.0016501-0.00055363i,0.0015592-0.00053025i,0.0010983-0.00082955i,0.00045804+0.00011718i
-0.00014492+0.001567i,0.00048345-0.00032492i,0.0011489-0.0013146i,0.00071372-0.0013018i,1.5079e-05-0.001354i,-2.1487e-05-0.00098583i,-0.00010675-0.0007552i,0.00019796-0.00068549i,0.00010202-0.00018184i,0.0010254+0.0002083i,0.0012556+4.8366e-05i,-0.00039404+0.00015175i,-0.0023344+0.00097026i,-0.0028427+0.0009448i,-0.0020106-0.00015641i,-0.0014782-0.0009105i,-0.00044417-0.00059612i,0.00066372+0.00012507i,0.0010093-1.0599e-05i,0.001194-0.00020248i,0.0013173+0.0001396i,0.0011626+0.00088719i,6.3058e-05+0.001125i
-0.0023315-0.0018071i,-0.00036113-0.00013039i,0.00049029+0.00061976i,0.0008905+0.00038326i,0.00092021+0.00094416i,0.0021176+0.0010493i,0.0024565-0.00030293i,0.0011939-0.0014231i,0.00029957-0.0010734i,0.00041475-0.00048694i,0.00072101-0.00053239i,0.0011242+0.0004494i,0.00092954+0.0012925i,0.0010541+0.00059706i,0.001238+0.00016896i,0.0009519+0.00041222i,0.00065267+0.0008699i,2.6954e-05+0.00086907i,-0.00069775+0.00068607i,-0.00045553+0.00097421i,0.00031398+0.00085161i,0.00084135+0.00027602i,0.001025-0.00025247i
-0.0020831+0.00065768i,-0.0014673+0.0011465i,-0.00063549+0.0015542i,-0.00032651+0.0012664i,0.00027414+0.00082377i,0.001525+0.0018053i,0.0019965+0.0018755i,0.0018362+0.00075883i,0.00077823+0.00020589i,-0.00020579+0.0003498i,-0.00010521+0.00079741i,0.00035662+4.585e-05i,0.00095751-0.00090412i,0.00065299-0.0010356i,-9.5804e-05-0.000239i,0.00024085-0.00029164i,0.00037308-0.00069805i,0.00015543+3.6608e-06i,0.00036699+0.00050417i,-0.00040012+0.00051499i,-0.00060544+4.1431e-05i,0.00017026-0.00020501i,0.00030365-0.00027471i
-0.00050748-0.0012795i,-0.00065073+0.00017253i,0.00013581-0.00044629i,0.00011975-0.00040146i,-0.00082279+0.0013161i,-0.0003324+0.0028775i,0.000748+0.0024675i,0.00095055+0.00051304i,0.00024268-0.00010738i,-0.00030605+0.00030185i,-2.9447e-06+0.00033676i,8.1273e-05-8.9422e-06i,5.7267e-05+7.0415e-05i,0.00039228+0.00081856i,0.00046025+0.00074638i,-0.00030331+0.00090736i,-0.00075462+0.0015474i,-0.0008991+0.0017197i,-0.00044247+0.0011355i,7.2979e-05+0.000251i,-0.00064017+0.00020911i,-0.0010742+0.00060428i,-0.00080659+0.00060303i
-0.00043054-0.00079869i,0.0001689+0.00054461i,0.0002024+0.0018763i,0.00076742+0.0015632i,-9.8214e-05+0.0013455i,-0.00075451+0.0013993i,0.00049357+0.0011381i,0.0005163+0.00038497i,-0.0006168+0.0002852i,-0.00046211+0.00053438i,0.00018461+0.00053437i,1.3311e-05+0.00059319i,-0.00043318+0.0011179i,-0.0013165+0.0010919i,-0.0017739+0.00015893i,-0.0017202-0.00037911i,-0.00094594-3.7569e-05i,-0.00017422+0.00010724i,-0.0004661+0.00057647i,-0.00053858+0.00092054i,-0.0011201+0.00085749i,-0.0018189+0.00055251i,-0.0018411+0.00014591i
0.0017443+0.00073438i,0.00088342+0.0013188i,0.00088058+0.0012611i,-0.00013038-0.00012532i,-0.0012262-0.0010979i,-0.0014421+9.2936e-05i,-0.00079764+0.00085183i,-0.00087051+0.00016465i,-0.0010221-0.00080387i,-0.00081871-0.0013941i,-0.001465-0.001254i,-0.0013072-0.00041055i,-0.00068331+0.00035876i,-0.00080288+0.00061617i,-0.0010723+0.00024312i,-0.00061651+0.00019958i,-0.00052969+0.00029148i,-0.00043272+3.2084e-05i,-0.00058633-0.00010402i,-0.0007074+0.00057938i,-0.0010923+0.00036657i,-0.00055578-0.00056448i,0.00010762-0.00083162i
0.00068388+0.0010933i,0.0016125+0.00087146i,0.0032155+0.00089144i,0.0033305+0.0010782i,0.0015682+0.0012185i,-0.00021789+0.001445i,-1.6291e-05+0.0013445i,0.00026819+0.0005109i,-0.00029051+0.00015571i,-0.00055054+0.00020412i,-0.00018928-0.00054967i,0.00049067-0.001255i,0.00048156-0.00085034i,0.00049035+0.00019978i,0.00058636+0.00064399i,3.0942e-05-4.4853e-06i,0.00024228-0.00079719i,0.00019008-0.00036802i,-0.00036374-2.8342e-05i,-0.0007405-0.00030823i,-0.00086204-0.00024739i,-0.00096103-0.00026655i,-0.00082197-0.00024398i
-0.00014946+0.002096i,0.00073781+0.0028939i,0.00027081+0.0016806i,-0.00052789+0.0012502i,-0.00055372+0.0017109i,-0.00017659+0.0015584i,0.00078287+0.00055887i,0.0003727-0.00070016i,-0.00089192-0.001116i,-0.0006242-0.0005136i,0.00050228+0.00012315i,0.00058777-0.00019021i,-0.00017431-0.00017589i,-0.00066965-0.00034507i,-0.00053839-0.0001642i,0.00018651+0.0003604i,0.00050749+0.00027037i,0.00098705+0.00017484i,0.00037546+9.7184e-05i,-0.00035419-0.00075335i,0.00024805-0.0010514i,0.00064816-0.00011538i,0.00026302+6.6795e-05i
-0.00054375+0.0012966i,-0.00011832+0.00031942i,0.00097643-0.00018224i,0.00045046-0.00097983i,-0.00017971-0.00090179i,-0.00068275-0.00022931i,-0.00058584-0.00051186i,0.00017314-0.0015067i,0.00033542-0.001239i,0.00016014-0.0003603i,0.00048815+0.00011689i,0.00026284+0.00082397i,-0.00026912+0.0011092i,-0.00028198+0.00051314i,-0.00023441-0.00015622i,-0.00034843+0.00018076i,-0.00065769+0.00035992i,-0.00030197+0.00019505i,-0.00040336-0.00025125i,-0.00032564-0.0005931i,3.1632e-05-0.00075145i,0.00041951-0.0010965i,2.4748e-05-0.00077526i
-0.00024904-0.00080476i,9.2163e-05+0.0010195i,-0.00048354+0.0020703i,-0.00076427+0.0023134i,-4.8804e-05+0.0027414i,0.0016699+0.0029135i,0.0020552+0.0021134i,0.00049755+0.0013895i,-0.00027081+0.0011051i,0.00023295+0.00068009i,0.00053941-7.6021e-05i,0.00055606-0.00042058i,0.0008918-0.00046737i,0.0009139-0.00030047i,0.00082518-0.00011769i,0.00036419+0.00026006i,-0.00023389+0.00084831i,-0.00053486+0.00023651i,-0.00088137-0.00085064i,-0.0001172-0.0011647i,0.00106-0.0008407i,0.0003927-0.00054973i,-0.00023721-0.00042438i
-0.00019706+0.0013858i,0.00044143+0.0023112i,0.00028585+0.002653i,-8.4939e-05+0.0028754i,-0.00048929+0.0030204i,2.4672e-05+0.0023626i,0.0015968+0.00059243i,0.0017836+8.2563e-05i,0.00056881+0.00017414i,0.00019921+0.000286i,0.00021409+0.00077966i,-7.778e-06+0.0007955i,0.00033394+0.00039363i,0.00012516+0.00067104i,0.00054946+0.0010143i,0.0014491+0.00091931i,0.00086083-3.3454e-05i,-8.1764e-05+0.00029358i,5.7632e-05+0.0011726i,0.00051255+0.0010491i,0.00021664+0.00092425i,-0.0005406+0.00049232i,-0.00017429+0.00028834i
0.0017233+0.0023705i,0.0024037+0.0021189i,0.0031769+0.0004141i,0.0029655-0.0013916i,0.00044187-0.0013708i,-0.0018217+0.00024242i,-0.0018499+0.0012447i,-0.001397+0.00015851i,-0.00068502-0.0012431i,-2.7636e-05-0.0015459i,0.00018537-0.00098021i,-0.00053097+0.00016764i,-0.0011101+0.00054264i,-0.00089418+0.00062549i,-0.0012212+0.0013838i,-0.0010995+0.0017337i,-0.00075701+0.0014511i,-0.00056171+0.00073741i,-0.00022423-0.00018856i,0.00015397-0.0004685i,0.00057509+7.2174e-05i,0.00036395+0.00039491i,-0.00011504+0.00017441i
-0.00050105+0.0011444i,-0.00063545+0.0022314i,-0.00020538+0.0027262i,-0.00025185+0.0022058i,-0.0012948+0.0015178i,-0.0018215+0.00071456i,-0.0011628+0.00016358i,-0.0010618+0.00036158i,-0.0011099+0.00086156i,3.6415e-06+0.00048922i,0.00099629+0.00014185i,0.00089842+0.00039228i,0.00023999+0.00072199i,5.0151e-05+0.00018719i,-0.00015726-0.00036696i,-0.00023815+0.00013537i,-0.0007085-7.4322e-05i,-0.00069892-8.918e-05i,-0.0002591+0.00044377i,-0.00017047+0.0010234i,0.00038241+0.0017458i,0.00021832+0.0014871i,0.00044417+0.0001111i
0.0014099-0.00072512i,0.00060686-0.00031689i,-0.0009086-0.00045449i,-0.002024-5.3644e-05i,-0.0018147+0.00022702i,-0.00045441+0.00027492i,0.00028115-0.00016055i,0.00012571-0.0013363i,-0.0007921-0.0015696i,-0.00067277-0.00095437i,-0.00037262-0.00079619i,-0.00030535-0.00066053i,-0.00033362-0.00030704i,-0.00038232+6.9867e-06i,-0.00011217+0.00045314i,0.00018819+0.00044016i,0.00021705+0.000426i,-0.00048372-0.00017648i,-0.00023177+9.1184e-07i,3.578e-05+0.00063209i,-3.9614e-05+0.00018799i,-0.00030422-3.5769e-05i,-0.0006226+0.00068754i
-0.00081141+0.0020367i,0.00086522+0.0022805i,0.0019766+0.0013664i,0.002136+0.00022321i,0.0021409-0.00043341i,0.0024947-0.00058109i,0.0023086-0.00085259i,0.00087543-0.0015986i,0.00017916-0.0010131i,-0.00024254+7.0431e-05i,0.00011206-6.0455e-06i,0.00045539-0.00073207i,0.00034526-0.0015314i,0.00057192-0.0012989i,0.00026082-0.0011784i,-0.00035023-0.00090084i,-0.00073925-0.00016389i,-0.00044487-0.00023174i,-0.00039686+8.0109e-05i,-0.00074737+0.00036993i,-8.8445e-06+0.00066342i,0.00056408+0.0010092i,0.00015819+0.0017376i
-0.00087563+0.00030488i,1.8412e-05+0.00028941i,0.0002483-3.018e-05i,-0.00037191+7.3349e-05i,-0.0004936-4.463e-06i,0.00075292-1.4464e-05i,0.0018152+0.00031871i,0.0012875-0.00010639i,0.00051572-0.00069945i,0.00070927-0.00028422i,0.00080496+0.00041133i,0.00068182+0.00010899i,0.00036565-2.4105e-05i,0.00062178+4.8827e-05i,0.00077811-0.00018329i,0.00069471-0.00023304i,0.00025748-0.00043416i,-0.00011048-0.00047003i,-0.0001624-7.1951e-06i,-5.1811e-05+0.00041137i,0.00039137+0.00060989i,0.00042569+0.0011597i,0.00040903+0.0012653i
0.00014726+0.00032974i,0.0005614+0.0014916i,0.0011678+0.00078974i,0.00069217+0.00045376i,5.655e-06+0.0014388i,0.00011997+0.0022849i,0.0006249+0.0013516i,-0.00041261-7.2932e-05i,-0.0025731-0.00016403i,-0.0021058-2.9979e-05i,-0.00011988+0.00013919i,0.00088422+0.0001056i,0.0014326-8.1435e-06i,0.0019185+0.00041807i,0.0011852+0.0011865i,0.00022296+0.00081318i,0.00014877-0.00037738i,-0.00011061-0.00093018i,-0.00019425-0.00041498i,-0.00020254+0.0005344i,9.0145e-05+0.00021972i,6.9116e-05-0.00019512i,-0.00080281+0.00016038i
-0.0017327+0.0011854i,-0.00084511+0.0024221i,0.0002889+0.0027899i,4.0387e-05+0.0013485i,0.00021484+0.00040418i,0.0015943+0.00057301i,0.0013366+0.00071591i,6.3194e-05-0.0001966i,-0.00078616-0.00012447i,-0.00083584+0.00015581i,-0.00023084-0.00080417i,0.00073229-0.0015121i,0.00069224-0.00053131i,-0.00010736+0.00034987i,-0.00013202+0.00021852i,-1.9748e-05-0.00013589i,-0.00065517-0.00021437i,-0.0012212-0.00082283i,-0.00061739-0.00090259i,-4.3625e-05-0.00011611i,-0.00070312+8.1325e-05i,-0.0012505+0.00024922i,-0.00097935+0.00046174i
-0.0024349-0.00045252i,-0.0010583+0.0007837i,-0.00059194+0.0027005i,0.00011776+0.0024963i,3.0313e-05+0.0014147i,0.00010014+0.0010174i,0.0011274+7.703e-06i,0.00069105-0.0010757i,-0.00019218-0.0010553i,-0.00039274-0.00035558i,0.00070437+0.00011104i,0.0011029-0.00032575i,0.00095191-6.2277e-05i,0.00058451+0.0007139i,0.00049336+0.00017905i,0.0007498+0.00029703i,-1.5946e-05+0.0010135i,-0.00081571+0.00088646i,-0.00091594+0.00051236i,-0.0011063-0.00014039i,-0.0011582-0.00022148i,-0.00093065-6.3386e-05i,-0.00056743+0.00022202i
0.0010146+0.001677i,-0.0012195+0.00085813i,-0.00087464-0.00027086i,-0.00051595-0.00011901i,-0.0012758+0.0012586i,-0.0016391+0.0027334i,-0.00076327+0.0021939i,-0.00016174+0.0007828i,0.00019068-0.00027677i,0.00075437-0.00015577i,0.00032469+0.00036211i,-0.00073249+0.00067444i,-0.0006615+0.00097475i,-0.00098852+0.001224i,-0.0017196+0.00043823i,-0.0012168-0.00048965i,-0.00039808-0.0004713i,7.205e-06+3.4673e-06i,0.0001508+0.00043785i,0.00017489+0.00018701i,0.00058203-0.000671i,4.5727e-05-0.00093928i,-0.001664-0.0006773i
-0.0026053+0.0021899i,-0.0018023+0.0021872i,-0.00086357+0.00077994i,-0.00036413-0.0020509i,0.00027683-0.0036139i,0.0010024-0.0023926i,0.00082878-0.0016142i,4.6225e-08-0.0017481i,-0.00081651-0.0012826i,-0.0006071-0.00067143i,0.0005447-0.0011358i,0.00071912-0.00075993i,0.00075685+0.00015424i,0.00093874+0.00019486i,0.00039631-0.00045297i,-0.00032816-0.00048079i,-0.0005277-4.2924e-05i,-5.4287e-05-0.00021092i,0.00026378-0.00085655i,-9.3309e-05-0.00094924i,0.00036736-0.0013035i,0.00070563-0.0014219i,0.00035606-0.0016132i
-0.0018055-0.00043413i,-0.00051619-0.00025514i,0.00018618+0.00017976i,0.00024656+0.00039745i,-8.3802e-05+0.00095273i,0.00057736+0.0020565i,0.0016756+0.0010837i,0.00024045-0.00018856i,-0.0018613+0.00031317i,-0.0010114+0.00076826i,0.00090331+0.000195i,0.0021447-0.00055048i,0.0019009-0.0010041i,0.0010256-0.001476i,0.00065414-0.0016562i,-0.00012688-0.0010652i,-0.00056211-0.00046291i,-0.00013201-0.00077434i,-8.9453e-05-0.0012748i,-0.00031966-0.00085741i,0.00029336-0.00050317i,0.000972-0.00016172i,0.00052897-0.00012694i
0.0015757+0.00040909i,0.0025171-0.00024198i,0.0032006-0.002003i,0.00344-0.0020284i,0.0034064-0.00043662i,0.0029308+0.001037i,0.0023591+0.00086818i,0.0016647-5.272e-05i,0.0009431-0.00011442i,-1.1885e-05-0.0003871i,-0.00064298-0.00082313i,-0.00024854-0.00085886i,-0.00070911-0.00012006i,-0.0020379+0.00099318i,-0.0014811+0.00076825i,-0.0005048+0.0001194i,0.00013143+9.4939e-05i,0.0007115+5.5578e-05i,0.00012883+0.00016344i,-0.00078032+0.00052513i,-0.00023455+0.00065531i,2.8889e-06+0.0006144i,-0.00035203+0.00040424i
5.2878e-05-0.00075759i,-0.0010951+0.0009586i,0.00040116+0.00074892i,0.00189-0.00079211i,0.0010129-0.00086064i,-0.00086406+0.0015421i,-0.00019145+0.0028143i,0.0011682+0.0010351i,0.00013181-0.00052739i,-0.00085483-0.0011579i,-0.00057102-0.0010404i,-0.00091253-0.00022201i,-0.00046362+0.00066466i,0.0006759+0.0015662i,0.0011778+0.0019076i,0.00021162+0.0012759i,-0.0011084+0.00086631i,-0.00122+0.0014223i,-0.00011369+0.0010621i,0.00070881+0.00038709i,0.00083431+0.00065483i,-0.00025504+0.00053688i,-0.00064844-0.00053591i
0.0027471-0.001218i,0.0029691+0.00090977i,0.0013858+0.0028722i,0.00022713+0.0022049i,-0.00048069+0.0017028i,-0.00079476+0.003172i,-0.00014799+0.0023829i,-0.00057251-0.00075047i,-0.0011364-0.0016709i,-0.00014761-0.00061788i,0.0010583-0.00029999i,0.0011511-2.4552e-06i,0.00058981+0.0010009i,0.00097406+0.0017908i,0.0010877+0.001771i,-0.00054861+0.0010849i,-0.00086955+0.00044755i,-0.00044384+0.00092218i,-0.00016409+0.0013597i,0.00027072+0.00053585i,0.00063941-0.00084138i,0.00031962-0.00073693i,0.00013343-0.00030639i
0.00035615+0.00092281i,0.00036889+0.0014195i,0.0004706+0.0023655i,0.00014634+0.0023606i,-9.8855e-05+0.0017064i,-0.00056484+0.0014916i,-0.00069604+0.0011734i,-0.00088761+7.316e-05i,-0.0016707-0.00029265i,-0.0014763+0.0001542i,-0.00018523-0.00059529i,0.00025599-0.0012258i,-0.00022536-0.00056636i,-0.00013776+0.00021923i,0.00073401+0.0003186i,0.00060106+0.00044917i,-0.00030678+0.00046011i,-0.00078312-3.9555e-05i,-0.00021205-1.4464e-05i,6.3303e-05+0.00077887i,4.4268e-05+0.00085269i,0.00075022+0.00016467i,0.00072566-0.00019953i
-0.0030956+0.00082705i,-0.0031359+0.001782i,-0.0024806+0.0020787i,-0.0011087+0.0017136i,9.9263e-06+0.0020524i,0.00032931+0.003245i,0.00096423+0.0025873i,0.0014298+0.00057667i,0.00078826+0.00014256i,0.00040111+0.00059174i,0.00015217+0.00042293i,-4.0412e-05+0.00056742i,-0.00042606+0.0012855i,-0.00087055+0.00044491i,0.00012807-0.00029487i,0.00091317-2.1104e-05i,-0.00012916+0.00052012i,-0.0012965+0.00075842i,-0.0016423+0.00034508i,-0.0013255+0.0008969i,-0.00078317+0.00043682i,-0.00044995-0.0002735i,-0.00029198-2.8984e-05i
0.0008645+2.7791e-05i,0.00032927+0.00044243i,-0.00031741-0.00053909i,-0.00041405-0.0012717i,-0.00018938-0.00041658i,0.00020025+0.0010544i,0.00038828+0.00071643i,0.00024523-0.00089581i,0.00013717-0.0017089i,0.0004815-0.0014458i,0.00038093-0.00062456i,-0.00039881+0.00050349i,-0.00048018+0.00073761i,-0.00060303+0.0011609i,-0.0010926+0.0018934i,-0.0012658+0.001568i,-0.00084488+0.00045038i,-0.0017313+2.1247e-05i,-0.0012832+4.8128e-05i,0.00019412+0.00041184i,0.00042677+0.00022226i,0.0002396-0.00021561i,2.1546e-05-0.0001249i
0.00051081+0.002014i,0.0011178+0.001032i,0.0012859-0.0012078i,-0.0008798-0.0021007i,-0.0019652-0.0013694i,-0.0011138+0.00078166i,-8.1066e-06+0.00098343i,-0.00056218-0.00018471i,-0.0015738-0.00059445i,-0.001007-0.00032741i,-0.00011234-0.00027634i,0.0004761-0.00025258i,0.00080178-0.00061979i,0.00078951-0.00050945i,-0.00026111-0.00018603i,-0.0011474-8.7218e-05i,-0.0010129+6.6448e-05i,-0.00018123-7.0579e-05i,0.00017487-0.00049236i,-0.0003953-5.5317e-05i,-0.00056011+0.0003957i,-0.00040138-0.00025849i,-0.00024829-0.00056942i
-0.00079276-0.00076053i,-0.0003168-0.00026781i,0.0021882-0.00041716i,0.0034345+0.0001194i,0.0028943+0.0013695i,0.0020082+0.002347i,0.00090253+0.00094218i,-0.00013791-0.00033892i,-0.001025-0.00022043i,-0.0010575-7.9043e-05i,-0.00078021-0.00033479i,-0.00084289-0.001019i,-9.3603e-05-0.0016743i,0.00011899-0.0014488i,-0.00090634-0.0011523i,-0.0018003-0.00015715i,-0.0011904+0.0005782i,0.00032842+2.4548e-05i,0.00032528-0.00086405i,-0.0002799-0.00089882i,-0.0010995-0.00037538i,-0.001256+0.0002156i,-0.00044955+0.00011545i
0.0030173+0.0021732i,0.0032581+0.0042428i,0.004108+0.0033205i,0.0033254-0.0007496i,0.00067561-0.00251i,-0.00089292-0.00011743i,4.5972e-05+0.0014715i,0.0004249+0.00055945i,-0.0002573-1.8876e-05i,0.00016899-8.7787e-05i,0.00026917-0.00061921i,-0.00082876-0.00022634i,-0.00084182+3.617e-05i,-0.00048955+0.0001427i,-0.0013582+0.00043511i,-0.0016223+0.00045357i,-0.00084469+0.00052058i,-0.000715+0.00041551i,-0.00063234+0.00063449i,-7.5792e-06+0.00084789i,0.00044776+0.00040523i,0.00038151+0.00026644i,0.00014201+0.0005262i
-0.0019577+0.0002198i,-0.0013071+0.0016266i,-0.0011323+0.0015124i,-0.0018908+0.0020837i,-0.0022825+0.0029373i,-0.0020168+0.0027269i,4.0917e-05+0.00071411i,0.0010542-0.0019455i,-6.3452e-05-0.002646i,-0.0002756-0.0012809i,9.3667e-05-0.00098552i,0.0011368-0.0009972i,0.0018928+0.00052598i,0.0014233+0.0013584i,0.0008741+0.0011822i,-9.3017e-06+0.00066701i,3.6158e-05+0.00081278i,0.00024645+0.0005502i,0.00022791-0.00027466i,0.00078964-0.00077186i,0.0011791-0.00078023i,0.00057467-0.00047721i,0.00047591-0.00025748i
0.00077848-0.0014712i,0.00017666-0.00037456i,0.00021647+0.0019853i,0.00029094+0.0046439i,0.00018101+0.0045986i,0.00011523+0.0028154i,0.00013223+0.001279i,-0.0004162+0.00017489i,-0.0016238-0.00081047i,-0.0019259-0.00094963i,-0.0012204-0.00044881i,-0.00050063-0.00020546i,0.00036382+0.00030977i,0.0011464+0.00079596i,0.00095631+0.0010057i,0.00014086+0.00064021i,-2.8649e-05+0.00047503i,0.00069616+0.00057125i,0.00092088-4.3568e-05i,0.00030196-0.0006112i,5.7344e-05-0.00060805i,0.00065942-0.0010835i,0.0011852-0.00088615i
-0.0010257+0.0017855i,-0.0018342+0.0028263i,-0.0024199+0.0032404i,-0.0014178+0.0011739i,0.00033336-0.0010246i,0.0012371-0.00070055i,0.00067923-0.00030022i,-7.1462e-05-0.00073625i,-0.00054198-0.00053029i,-0.00017846+0.0004435i,-0.00028301+0.00050863i,-0.0007279+1.7076e-05i,-0.00050445-0.00053128i,-0.00014519-0.00094574i,0.00041197-0.00017225i,0.00091571-0.00034636i,0.00067744-0.00048179i,-0.00011671+0.00019815i,-0.00051305+0.00029766i,-0.00012305+0.00010853i,-2.5774e-05-6.1368e-05i,-0.00042393-0.00030012i,3.2077e-06-0.00064123i
-0.00069433+0.0016149i,-0.00079708+0.00036573i,-0.0011891-0.00034402i,-0.0030669-0.00051834i,-0.0051212+0.00072087i,-0.0033019+0.0018534i,-0.00064323+0.0013739i,-0.0001619-0.00055207i,-0.00034067-0.00094276i,0.00066289+5.6056e-05i,0.00084542-0.00070996i,-0.00015676-0.0014147i,-0.00029178-0.00085143i,-0.00029162-0.00069698i,-6.3896e-05-0.00024364i,0.00041071-8.6964e-05i,-1.618e-05-1.8472e-05i,-0.00036034+0.00034905i,-7.9022e-05+0.00026094i,7.2462e-05+0.00072239i,-2.9272e-05+0.00039366i,-0.00018957+0.0002377i,-0.00042427+0.00035978i
0.0013113-0.00098124i,0.0016467-0.00054541i,0.0014491-0.00023296i,0.0012473-8.9591e-05i,0.0014254+0.0016272i,0.0020632+0.0034589i,0.0023389+0.0013462i,0.0016529-0.0011754i,0.00058605-0.0022551i,0.00012722-0.0024364i,0.00059503-0.00097i,0.0004858-0.00010359i,0.00013583+0.00019737i,0.00024543+0.0015649i,-8.8362e-06+0.0018373i,0.00020582+0.0010985i,0.00040679+0.00072079i,-0.00032882+0.00091085i,-0.00054184+0.00085374i,-0.00042646+0.00054239i,-8.4703e-05+0.00074742i,0.00027274+0.00044438i,-9.6217e-05+0.00039026i
0.00055714+0.0031978i,0.0010031+0.0040619i,0.0019003+0.0027909i,0.0020914-0.00025654i,0.0004975-0.0018265i,-0.00064323-0.00075906i,-0.00065372-0.00010032i,-0.00092168-0.0012827i,-0.0014876-0.0010572i,-0.0012258-0.00026955i,-0.00041904-0.00050941i,0.00038072-0.00074102i,0.00034589-0.0012591i,-0.00037813-0.0013539i,-0.00037812-0.00066712i,-4.4998e-05-3.2457e-05i,0.00029562+0.00019878i,4.9494e-05+0.00012854i,-0.00026005+3.2444e-05i,0.0002085+0.00040666i,2.2475e-05+0.00059175i,0.00025957+0.00075724i,0.00060677+0.0011643i
-0.0022735+0.0031539i,-0.0014053+0.0043252i,0.0013234+0.004027i,0.0027385+0.0023505i,0.00038713+0.0015986i,-0.0015407+0.0021164i,-0.00047263+0.001354i,1.2571e-05+0.0001187i,-0.00086699+0.00038122i,-0.00029404+0.0010582i,0.00059772+0.00051859i,-0.00015883-1.1999e-05i,-0.00059335+4.7136e-05i,-0.0010842+0.00026237i,-0.0016509+0.00097559i,-0.0017439+0.0019618i,-0.0010564+0.0018739i,-0.00078227+0.0014479i,5.2853e-05+2.7777e-05i,0.00070337-0.00046218i,7.5542e-05+1.6983e-05i,-0.00051024-8.6401e-05i,-0.0011161-1.0392e-05i
-0.0029973-0.0032833i,-0.0032458-0.0024275i,-0.0021982-0.00079789i,0.00047232+0.00020231i,0.0027727+0.00028057i,0.0029546+0.00047867i,0.0019255-0.00019355i,0.00070936-0.0013794i,0.00062777-0.0012489i,0.0010067-0.00094463i,0.00094865-0.00015854i,0.00046107+0.00065462i,-4.9537e-05+0.00029665i,-0.00038234+7.4648e-05i,-0.00079377+0.00064416i,-0.00066107+0.00091739i,-0.0012241+0.00069635i,-0.0011957+0.00038164i,-0.0011145+0.00027352i,-0.00069145+5.3545e-05i,-0.00023601-0.00025879i,0.00018552-0.00028974i,0.00066699+0.00088071i
0.0017438+0.0019621i,0.0014659+0.0026691i,-0.00050497+0.0036623i,-0.0022346+0.0031592i,-0.0020656+0.0015952i,-0.0011137+0.0012379i,0.00047723+0.0012999i,0.0015908+0.00054425i,0.0011006-0.00069915i,0.00073893-0.0011476i,0.00077729-0.00032943i,0.00039591+0.00011289i,0.00031758-0.00012505i,-2.1e-05-0.00043166i,-0.0004574-0.0003242i,-0.00063596-0.00046702i,-0.0013633-0.00045919i,-0.0012864+0.000399i,-0.0009377+0.00011975i,-0.00091577-0.00081806i,-0.00018419-0.00095515i,0.00031608-0.00081859i,-0.00011167-0.00027164i
0.0016545+0.0046654i,0.0034439+0.0048278i,0.0045245+0.0028437i,0.0035538+0.0011393i,0.0014556+0.0019267i,-0.00021294+0.0027735i,-0.00065328+0.0011207i,-0.00051139-0.00045516i,-0.00049723-0.00016912i,-6.4296e-05+0.00066383i,0.00090884+0.00050733i,0.001053-0.00060875i,0.00047425-0.0012806i,0.0001547-0.00089953i,0.00010304-0.00059402i,-0.00023016-0.0012871i,-0.0011029-0.0013461i,-0.0018748-0.00082392i,-0.0021123-0.00039571i,-0.0015219+0.0002663i,-0.00047655+0.0003869i,-0.00040776+0.00013979i,-0.0005306-1.4752e-05i
-0.0045309+0.0032606i,-0.006113+0.0048954i,-0.0040279+0.0042708i,-0.00065551+0.00083735i,0.00045844-0.0013718i,0.00099103-0.0017879i,0.00059771-0.0018956i,-0.00089051-0.0015394i,-0.0017758-0.0011199i,-0.00075245-8.3969e-06i,0.001015+1.0608e-05i,0.00094966-0.00070396i,-0.00012426-0.0010311i,0.00019837-0.0010579i,0.00078222-0.00093227i,0.00011456-0.00089996i,-0.00015377-0.00054615i,-0.00011288-0.00028293i,-0.00092864-0.00017536i,-0.0012261+0.00044957i,-0.0010765+0.00073404i,-0.00055523+0.00052779i,-0.0004411+0.00038342i
