0.00015936-0.00026264i,-0.00076111-0.0010707i,-0.0009283-0.0012361i,-0.00051666-0.001226i,-0.0011741-0.0015986i,-0.0017383-0.0001995i,-0.0011278+0.0013459i,-0.00043049+0.0016879i,0.00065256+0.00055847i,0.0011872-0.000296i,0.00084252-0.00080762i,0.00019692-0.0011514i,-8.0943e-05-0.0011755i,-0.00045843-0.0007281i,-0.00077854+0.00021744i,-0.00091268+0.00077253i,-0.00077154+0.00042092i,-0.00048212+0.00025235i,-0.00084673+0.00015412i,-0.0011208+0.00013049i,-7.5663e-05-7.1859e-05i,0.00055777-4.4094e-05i,-0.00047529+0.00012518i
-0.00092569-0.00056015i,-0.00014619-1.878e-05i,0.0012086+0.00030928i,0.001475-0.00020085i,0.0018134-0.0006476i,0.0016274-0.0004056i,0.00039105-0.00036732i,-0.00036421-1.7319e-05i,-0.00013937+0.00041662i,-7.4938e-06+0.00055279i,-5.1364e-05+0.0002748i,-5.0261e-05-0.00012728i,-0.00031816-0.00068402i,-0.00035981-0.0010112i,-0.00023001-0.00039736i,-0.00019829-0.00026056i,-0.00027216-0.00026369i,-0.0001016+0.00030321i,-0.00075078+0.00046221i,-0.00090364-0.00043572i,-0.00021145-0.001113i,6.136e-05-0.00060006i,-4.0327e-05-0.00019316i
-0.00055694+0.00028747i,0.00058186+0.00068292i,-0.00012077+0.0012889i,-0.00045347+0.00068051i,0.00035431-0.00020861i,0.00095165-0.00026045i,0.00029846-5.0902e-05i,-0.00037014+0.00025176i,-0.00022613+0.00062896i,-0.00042942+0.00025274i,-0.00068298-0.00015811i,-0.00070286-0.00017783i,-0.00030122+5.9591e-05i,-7.2029e-05+4.9594e-05i,-0.00057643-0.00017682i,-0.00049191+0.00072705i,0.00015893+0.0017809i,0.00014614+0.0010295i,-0.00039973-0.00074027i,-0.00036458-0.0016365i,-0.00030882-0.0015106i,-0.00018215-0.0013505i,-7.9537e-05-0.00034721i
-0.00027422-0.00028115i,-0.0022195+0.00012709i,-0.0024647-0.00079996i,-0.0012721-0.001328i,-0.00076657-0.00092249i,-0.00026598-0.00050491i,0.0004845+8.5937e-05i,0.00011676+0.00064897i,-2.4754e-05-0.00031145i,0.00031553-0.0011729i,0.00049304-0.00077586i,0.0009695-0.0007151i,0.000587-0.00018558i,0.00051902+0.00073455i,0.00055033+0.00091849i,0.00055545+0.00073505i,0.0006433+0.00063293i,5.9423e-06+0.00054147i,0.00018417+0.00032403i,0.0002464+1.511e-05i,0.00010931-4.9752e-05i,0.00047237-0.00019037i,0.0005077-0.00012904i
0.00076579+0.00029315i,0.00039482-8.2296e-05i,0.00060963+0.00011378i,0.00092586+0.00047857i,0.00091338-0.00031023i,0.00083332-0.0002065i,0.0004977+0.00025935i,-0.00012055+0.00017286i,-0.00071309+0.00014356i,-0.00031418+0.00072156i,0.00021229+0.001214i,0.00019078+0.00042571i,-0.00049501-0.00039176i,-0.00065486-0.00063037i,0.00036696-0.00016922i,-1.7326e-05+0.00062273i,-0.00093102+0.00036008i,-0.00109+0.00020944i,-0.0012277+0.00049121i,-0.00085695+0.00013409i,0.00036142-0.0004747i,0.00070099-2.8544e-05i,0.00018982+0.00015602i
-0.0015143+0.00067938i,-0.0017981+0.00035171i,-0.0016696+0.00028253i,-0.00045841+0.0014222i,0.00068027+0.00101i,0.0006739-0.00044201i,0.00050592-0.00085077i,4.7843e-05-0.00051164i,-0.00053186-0.00021751i,8.7144e-05+0.00020931i,0.00047715+0.00074971i,-0.00015859+0.00024131i,-0.0004148-0.00023233i,-0.00049162-0.00022252i,-0.00034887+0.00067646i,-0.00035651+0.0010249i,0.00010225-4.5852e-05i,0.00017851-0.00076516i,9.5976e-05-0.0007119i,0.00011302-0.00079633i,-0.00019865-0.00084233i,-7.2984e-05-0.001255i,0.00096073-0.00025116i
-0.00072783+0.0010944i,-0.00036369+0.00092143i,0.00029709+0.0010184i,0.0006727+0.00098742i,0.0012866-0.00026336i,0.0011258-0.001188i,0.00011637-0.00060904i,-0.00053485+0.00048033i,0.00022517+0.00087976i,0.00083791+0.00052252i,0.00050747+0.00044086i,-0.00077017+4.5155e-05i,-0.0013193-0.000818i,-0.001283-0.00061058i,-0.00091018-3.4234e-05i,-0.00050906+0.00050431i,-0.00017853+0.00063118i,-0.00014785-0.00012062i,-0.0001203-0.00064745i,-4.8249e-05-5.6664e-05i,8.8209e-05+0.00033502i,0.00027297+0.00063903i,0.00066438+0.00017951i
-0.0020226-0.0017403i,-0.0025576-0.00090776i,-0.0036301-0.00026491i,-0.0019782-2.9877e-05i,1.2124e-05+0.00053478i,0.00039496+0.00063529i,3.1122e-05+0.00060003i,0.00029292+0.000781i,-4.834e-05+0.00022691i,-0.001079+0.00025404i,-0.00065697+0.00026968i,0.00068786-0.00067434i,0.00082071-0.0012382i,0.00062926-0.00084682i,0.00073025-0.00027004i,0.00032788+0.00024218i,0.00063861-2.8087e-06i,0.00045051-0.00045112i,-0.00022461-0.00088746i,-0.00046254-0.0010419i,-0.00023186-0.00062861i,6.3725e-05-0.00022767i,-0.00022844+0.00026831i
-0.0021782-0.0011009i,-0.0031367-0.0010663i,-0.002249-0.00010669i,-0.00051253+0.00088652i,-0.00032508+0.00086922i,-0.00015761+0.00051004i,-0.00035456+0.0003514i,-0.00079314-0.00016283i,-0.00085291-0.00059358i,-0.0001969-0.00066789i,-5.8152e-06-0.00027788i,-1.9536e-05-4.1163e-05i,-7.1959e-05-0.00034452i,-0.00059192-0.00053223i,-0.00059518-0.00090269i,-8.7839e-05-0.00075177i,9.7499e-05-0.00013671i,0.00068116-0.00013421i,0.00099654-0.00071301i,0.00013365-0.00069255i,-0.00018368-0.00035454i,-0.0002996-0.00052157i,-0.00018458-0.000605i
0.0021501+0.00032587i,0.0017478-0.00055917i,0.0010593-0.0015012i,0.0011207-0.0014613i,0.00043895-0.0019177i,-0.00055845-0.0019144i,-0.0010292-0.00082842i,-0.0011787+0.00019548i,-0.0011497+0.0004475i,-0.00095317+0.00015557i,-0.0010761+0.00055226i,-0.0014975+6.5584e-05i,-0.00092995-0.00019926i,-6.9331e-06+2.7119e-05i,0.00035656+0.00033915i,-0.00029208+9.4908e-05i,-0.00026877-0.00049225i,-4.8796e-05-0.00020571i,-0.00029256+5.8201e-05i,0.00035714+0.00035259i,0.0009883+0.00075839i,0.00041398+0.00098327i,-0.00059129+0.00051878i
0.00097943+0.00064579i,0.0016036-5.4301e-05i,0.0017469-0.0003288i,0.0019731-0.0012074i,0.0017607-0.0017959i,0.00047595-0.0005042i,-0.00088618+0.0011421i,-0.0011598+0.0011273i,-0.00057945+0.0002115i,-3.4953e-05-0.00062208i,-0.00062915-0.0006445i,-0.00077957+0.0001623i,-0.00095204+0.00092804i,-0.00073546+0.00017535i,0.00011556-0.00019067i,0.00062664+0.00024749i,0.00050185-5.6208e-05i,0.00036716+0.00028768i,0.00021476+0.00056318i,4.2281e-05+0.00013419i,-8.1097e-05-0.00075852i,-5.3947e-05-0.0012688i,-0.00013054-0.00065034i
-0.00065013-0.00035888i,-0.0007296-0.001042i,0.00039745-0.0017104i,0.00099164-0.0021375i,0.00080654-0.0023024i,0.00031326-0.0018043i,-0.00048508-0.00059792i,-0.00065991+1.8559e-05i,-0.00052405-6.2076e-05i,-0.00023874-0.00053382i,0.00033836-0.00069596i,0.0008144-0.00051637i,0.0010203+0.00045825i,0.0011114+0.0011456i,0.00082242+0.00066886i,0.00048469+0.00026186i,-0.00040221-0.00050122i,-0.00064925-0.00108i,2.7641e-05-0.00050734i,0.00061643-0.00031375i,0.00054141-0.00051104i,-0.00029109-0.00038794i,-0.0010989-0.00037005i
0.00089205+0.00035929i,0.00016595+0.00050843i,-0.00070969-7.7444e-06i,-0.0011314-0.00043685i,-0.0011043-0.00031933i,-0.00068343-0.00049836i,-0.00096064-0.00061784i,-0.00049614-0.00011686i,0.00043163+0.0003651i,0.000561+0.00049693i,-5.909e-05+0.00044756i,-1.5297e-05-2.4465e-05i,0.00062051-0.00010235i,0.00043287-6.1266e-05i,0.00018291-0.00087789i,0.00057228-0.00095495i,0.00028313+0.00033679i,-0.00059063+0.0013244i,-0.0012054+0.00080922i,-0.0014632+0.00015089i,-0.00066086-0.00017731i,0.00055361-0.00059967i,0.00064118-0.00066475i
0.0012893+0.0020287i,0.0011799+0.0015925i,0.00099185+0.00025991i,0.0022163-0.0011123i,0.002458-0.0010579i,0.00054768-0.00062387i,-0.0003057-0.00049489i,0.00033174+0.00028196i,0.00029166+0.0007102i,0.00046466+0.00033086i,0.00039406-7.7706e-05i,-0.00025644-0.00012831i,-0.00048593-0.00016649i,-0.00081946-0.00046297i,-0.00070551-0.00079696i,2.4143e-05+5.3498e-05i,-8.9219e-06+0.00057604i,-0.00025424+9.5732e-05i,-0.00044471+0.00031483i,-0.00027178+0.00077014i,-0.00021377+0.00038002i,-0.00064565-0.00024652i,-0.00095256-0.00070314i
0.0001564+0.0013051i,0.00021992+0.00032199i,0.00060299+0.00085606i,0.00088092+0.00061281i,0.0011657-0.00090352i,0.0012317-0.0015453i,0.00054417-0.00089642i,-0.00047217-8.2534e-05i,-0.0014799+0.00020762i,-0.0010475+6.6902e-05i,-0.00056463-0.0007111i,2.4164e-05-0.0016993i,0.00070141-0.0013074i,0.00041014-0.00073143i,0.00029772-9.2931e-05i,0.0002761+0.00042333i,-0.00025403+0.00052391i,-0.00075067+0.0009658i,-0.0011868+0.00036407i,-0.00075226-0.00029903i,0.00016269+8.2728e-05i,0.00012057-0.00054267i,-9.7756e-05-0.0010498i
0.0017197+0.0009722i,0.0021458-0.00016082i,0.0022449-0.00017594i,0.0020956-0.0004453i,0.00099367-0.0020171i,-0.00024536-0.0028747i,-0.00066166-0.0021103i,4.8482e-05-0.00074112i,0.00054631-1.0434e-06i,0.00046476-0.00022947i,0.00022939-0.00032224i,-0.00032589+2.5834e-05i,-0.0012868+0.00034657i,-0.0016209+0.00058389i,-0.00092899+0.0005946i,-0.0011755+0.00083222i,-0.0011571+0.00089648i,-0.00014252+0.00016698i,0.00047232+0.00028836i,2.2605e-05+0.00029695i,-0.00030727+1.7565e-05i,0.00012243-1.3153e-05i,0.00060808+0.00027393i
0.00023401+0.00044722i,0.00030148-7.878e-05i,-0.00097237+0.00064877i,-0.0006543+0.00095875i,0.00093226+0.00062794i,0.0010659+0.00033753i,-0.00036031+0.00045142i,-0.00075585+0.00045925i,-0.000537+0.00094932i,-0.00069193+0.001721i,-0.00058709+0.001337i,-0.00076833+0.00018194i,-0.0010289+3.6924e-05i,-0.00062062+0.00042961i,-8.1452e-05+0.00010823i,6.3267e-05-0.00049762i,-0.00010486-0.0012292i,-0.00042511-0.0011963i,-0.0001544-0.0004288i,0.00045831-0.00055436i,0.00098619-0.0010134i,0.00018198-0.00012033i,-0.00054073+0.00067752i
-0.00088877-0.00086203i,-0.00094456-0.001199i,-0.00096993-0.0024972i,-0.00088823-0.0021334i,-0.00050829-0.00078619i,0.00019698-0.00026174i,0.0007184-0.00044569i,0.00027607-0.00022326i,-0.00062629-0.00060449i,-0.00095112-0.00063069i,-0.00099736+0.00049356i,-0.00060574+0.00051422i,0.0004997-0.00037011i,0.00080828-0.00074996i,-0.00035545-0.00052488i,-0.00064937-0.00022481i,0.00021093-0.00023446i,0.00036634-0.00084169i,-0.0002265-0.00074525i,-0.00044856-3.8451e-05i,-0.00054408+0.00028164i,-0.00052937+7.3534e-06i,-0.00013852-5.0809e-05i
0.00067159+0.00040454i,0.00031112+0.0010742i,0.0011898+0.00082773i,0.0011764-0.00047299i,0.00071634-0.0010372i,8.7041e-05-0.0011765i,-0.00057331-0.00087332i,-1.8295e-05-0.00022816i,0.00020566+0.00010448i,0.00057051+0.00021884i,0.00056797-1.7882e-06i,-6.3056e-05-0.0007598i,-0.00058791-0.0011195i,-8.6136e-05-0.0010009i,0.00087728-0.00063256i,0.00038983+0.00022223i,-0.00016158+0.0011513i,-0.00016711+0.0010949i,-0.00014467+0.00046932i,-0.00045262+6.9275e-05i,-0.00066605+0.00067952i,-0.00034083+0.00123i,-1.7978e-05+0.0002117i
0.0017072+0.0012124i,0.0019525+0.00040052i,0.0019513-0.00040475i,0.0013888-0.0010293i,0.0013026-0.0020964i,0.0015691-0.0022968i,0.00089689-0.0016204i,-0.0001067-6.7709e-05i,-0.00033562+0.00062161i,-0.00020249-0.0002634i,-0.00014871-0.00048825i,-0.00042947-7.7543e-05i,-0.00087708+0.00032906i,-0.0010575+0.00064562i,-0.0011244+0.0002956i,-0.00088674+0.00036674i,-0.00062921+0.00074766i,-0.00092722+0.00027005i,-0.00070375-0.00012849i,-0.00024904-0.00012917i,-0.00025379-0.00014353i,0.00047178-0.00046092i,0.0006728-9.544e-05i
-0.00028421+0.00075622i,-0.0001492-0.00028273i,-0.00025301-0.00080553i,0.00041612-0.00069881i,0.0014896-0.00092352i,0.0012314-0.0011442i,0.00074906-0.00077992i,0.00061137-0.00058649i,-4.8085e-05-0.00049221i,-0.00084326-0.00086623i,-0.00053914-0.00081662i,-1.3669e-05-0.00048342i,0.00033258+0.00012367i,0.0004823+0.00026414i,0.00097922-0.00019301i,0.0013617+0.00047916i,0.0011005+0.0011737i,2.4548e-05+0.0007774i,-0.00050811+0.00019012i,-0.0003932+0.0003092i,-0.00026452+0.0002742i,-0.0005712-0.00018577i,0.0001266-0.00052348i
-0.00098268-0.00024787i,-0.0011851-0.00020592i,-0.00066158-0.00030318i,0.00065614-0.00024506i,0.0012167+0.00086465i,0.0010008+0.00084289i,0.00041572+0.00076474i,-0.00066254+0.0010624i,-0.00098681+0.00035539i,-0.0010023-4.7035e-07i,-0.00031647+0.00026645i,0.00049976+5.2749e-05i,0.00063475+0.00019842i,0.00016455+0.00015671i,-0.00054667-7.5328e-06i,-0.00097762+0.00051803i,-0.00071371+0.00082833i,-0.00026415+0.00036898i,-0.00012431+0.00051407i,0.00012642+0.00056598i,0.00021057+1.6682e-05i,-8.4864e-05-0.00029199i,6.2655e-06+0.00054255i
-0.0015722-0.002141i,-0.0015796-0.0023453i,-0.0014164-0.0018834i,-0.0014794-0.00084607i,-0.0018766+0.00036359i,-0.00067557+0.00082709i,0.00031712+9.7036e-06i,-9.0196e-05-0.00041109i,-0.00093403-0.00031491i,-0.0010899-0.0010588i,-0.00074983-0.00050647i,-0.0008292+0.00055559i,-0.0014004+0.00074863i,-0.0007608+0.00059858i,-6.5026e-05+0.00036365i,0.0002873-0.00020487i,0.00045787-7.4077e-05i,0.00079707+0.00014995i,0.0011355+0.00055902i,0.00068595+0.00051569i,0.00037906+0.00027048i,-0.00017807-0.00013203i,-0.00030391-0.00095414i
-0.00084757+0.00041306i,-0.00019752+0.00077546i,0.0010025+0.00069309i,0.00074364+0.00035733i,0.00083315-0.0009273i,0.001319-0.00071974i,0.00023622+0.00074285i,-0.00070748+0.00073463i,-0.00056032+0.00030466i,-0.0002342+0.00013514i,0.00016197-0.00024398i,1.503e-05+0.00012838i,-0.00059612-0.00021036i,-0.00050573-0.00097175i,0.00029393-0.0011169i,0.00055005-0.00048721i,0.00030309-0.00049036i,8.7338e-05-0.00088962i,-0.00014354-0.00066625i,-0.00048164-0.00083417i,-0.00082756-0.0015079i,-0.00042818-0.0013576i,0.00013462-0.00023043i
7.7378e-05-0.00082565i,-0.00072601-0.00044542i,-0.0011102-0.00017088i,-0.00025564+8.2276e-05i,0.00051078-0.00038437i,0.00053165-0.0010427i,-0.00026995-0.00092482i,-0.00081879-0.00024732i,-0.00052787-0.00052438i,-0.00058547-0.0010703i,-8.0007e-05-4.5353e-05i,0.00029254+0.00030589i,-0.00035529-0.00042824i,-0.00061445-0.00083171i,-0.00070149-0.00040012i,-0.00065292+0.00025745i,-0.00051577+0.00056117i,-0.00060421+0.00059626i,-0.0003655-4.9115e-05i,0.00014652-0.00062132i,1.7195e-05-0.00082456i,0.00014448-0.00083507i,0.00013099-0.0010044i
-0.0012285-0.00013055i,-0.00037465+0.00079574i,-0.00062068+0.001533i,0.00045837+0.00051012i,0.0011875+0.00013614i,0.00069028+0.00040616i,0.00012504-0.00015732i,-0.00011332-0.00028749i,-0.00063815+0.00066131i,-0.00096094+0.002057i,-0.00025399+0.0018743i,-0.00032971+0.00051382i,-0.00024482-0.00075202i,-0.00021447-0.00071607i,-0.00044175-0.00028986i,-4.1269e-05-0.00036888i,0.00018694-0.00030741i,0.00052255-9.3735e-05i,5.2437e-05-0.00011343i,-0.0005661-0.0004653i,-0.00040579-0.00072652i,-0.00031519-0.00048581i,-0.00070253+4.8494e-05i
-0.0022473+0.00044182i,-0.0018408-8.7361e-05i,-0.00081221+0.00027573i,-0.00056247+0.00082791i,0.00010088+0.0008463i,0.00069445-0.00032457i,-7.6858e-06-0.00068228i,-0.00037917-0.00044993i,-0.00057506+0.00010572i,-0.00053537+0.00093328i,-0.00011311+0.00067574i,-0.00035972-0.00019237i,-0.0005149-0.00085232i,-0.00056624-0.00055534i,-0.00080687-0.00029445i,-0.00073442-0.00069561i,-0.00056602-0.00041053i,-1.9509e-05-0.00015396i,0.00035407-0.00043984i,9.1717e-05-0.00076865i,0.00055198-0.00086152i,0.0006014-0.00062149i,-8.4231e-06-0.00069827i
-0.0013436+0.00095101i,-0.00036423+0.00073935i,0.00052292+0.0020513i,0.001489+0.0023999i,0.0020756+0.00042298i,0.0012848-0.0011844i,0.00048668-0.00086974i,-0.00039447+0.00010663i,-0.00028982+0.00027213i,0.00012483-0.00030647i,0.0001492-0.0003792i,7.1975e-05-0.00033268i,-0.00040209-0.00065103i,-0.00022643+0.00030668i,-0.00046299+0.00022739i,-0.0010007-0.00035203i,-0.0006904+0.00026772i,-0.0008279-0.00018242i,-9.5349e-05-0.0012101i,0.00029922-0.0014715i,7.8868e-05-0.0012155i,2.4198e-05-0.00017899i,0.00015137-2.332e-05i
0.00017606-0.0010513i,0.00057713-0.0019356i,0.00033461-0.0025835i,0.00051162-0.0017945i,0.00025744-0.0016158i,-0.00049816-0.0014388i,-0.0006044-2.8931e-05i,-0.00051994+0.0010672i,-0.00011572+0.00072747i,8.6981e-06-3.4149e-05i,-0.00065278-0.00018831i,-0.00049489-0.00032842i,0.00018161-0.00031566i,0.00018709+0.00037131i,0.00011419+0.00040232i,8.4898e-05-0.00050821i,5.4752e-05-0.00059582i,-0.00028164+0.00057729i,-0.0005353+0.0011451i,-0.00017262+0.00063003i,-1.644e-05+0.00017036i,-0.00084104+0.00015811i,-0.00091737+9.9501e-05i
-4.0492e-05-0.00013006i,-0.00076171+8.7039e-05i,-0.0018888+8.1011e-05i,-0.0017509-0.00085541i,-0.0011749-0.0020328i,-0.00071291-0.0019598i,-0.00045159-0.00026508i,-0.00057849+0.00045652i,-0.00029693-1.164e-05i,-0.00044972-0.00045137i,-0.00034278-0.00061262i,-0.0002681-0.00051027i,-0.00022005+0.00018767i,0.00038926-9.4927e-05i,0.00056735-0.00018734i,-0.0004076+6.5355e-05i,-0.00049931-0.00028949i,-3.4406e-05-0.00073669i,0.00013379+0.00039406i,-1.3725e-06+0.00085927i,-1.867e-05-0.00017214i,0.00025964+7.0061e-05i,-0.00016577+0.0001233i
-0.00012327-0.0011067i,3.1381e-06-0.0018809i,0.00041967-0.001971i,0.00031256-0.0016706i,-0.00059338-0.0013335i,-0.00092495-0.00035448i,-0.00052232-2.1478e-05i,0.0004104+0.00019981i,0.00059187+0.00080267i,0.00049619+0.0007939i,0.00059065+0.00027863i,-3.8858e-05+0.00019107i,2.8653e-06+0.00022421i,0.00017506+0.00011688i,-2.1925e-05-0.0007693i,-0.00051368-0.000619i,-0.00023291+0.00018065i,0.00031969+0.00011999i,0.00043725-8.6783e-05i,0.00051019+0.00012757i,-0.00022662-0.0004627i,-0.00051083-0.0011394i,-0.00030504-0.0010452i
0.0010389+0.0012979i,0.00074693+0.00059788i,0.00096513+0.00071538i,0.0018298+0.0011612i,0.002241-5.2738e-05i,0.0011187-0.00036144i,-0.00083518+0.00075551i,-0.00076672+0.00062503i,8.2584e-05+0.00056517i,-9.7794e-05+0.0010739i,-0.00080354+5.1367e-05i,-0.00084643-0.0012526i,-0.00035296-0.00054426i,-0.00036097+0.00058884i,0.00061916+0.00011346i,0.0015474-0.00056638i,0.0011784-0.00076646i,0.00085104-0.00096048i,-1.2816e-05-0.00085921i,-0.0006344-0.00040948i,-0.00031101-0.00048176i,0.00035805-0.00060229i,0.00032943-0.00014972i
-0.00065165+0.0018317i,-0.00040187+0.001032i,0.00031473+0.00091804i,0.0010829+0.00089536i,0.00098137-0.00039493i,0.00095118-0.0017702i,0.00024469-0.00084378i,-0.00010027+6.532e-05i,-0.00012098+4.1883e-05i,-0.00061744-2.7943e-05i,9.7284e-05+0.00016382i,0.00097922-0.00022567i,0.0007717-0.00094088i,-0.00010048-0.0010226i,-0.0005321-0.00020038i,-0.00053228+0.00065096i,-0.00022356+0.00068918i,0.0004622+0.00031463i,0.00081597+0.00040009i,0.00034215+0.00034504i,-0.00026667+0.00030384i,-0.00028372+0.0004982i,0.00015726-4.1764e-05i
0.00034745-0.0021238i,-0.00027818-0.000896i,-0.00064857-0.001906i,-0.0004467-0.00242i,4.7505e-05-0.0015862i,0.00029609-0.00058281i,-0.00037544+0.00045029i,-0.00098904+0.00054233i,-0.00091231-0.00043269i,-0.00060604-0.00097675i,9.7555e-05-0.0010703i,0.00017509-0.00052675i,-0.00074744-5.3143e-05i,-0.00055763-8.2194e-05i,0.00094004-7.5449e-05i,0.0012342-0.00058144i,0.00092009-0.00031806i,0.00027786+0.00083186i,-0.00043977+0.00068057i,-0.00015651+0.00015682i,-3.3168e-05+0.00014942i,0.00031706+0.00010325i,0.00064876+0.00010469i
-0.0004388+0.0025865i,0.00041367+0.0022146i,0.0017863+0.0010336i,0.0032937-0.00013515i,0.003211-0.0010365i,0.0019545-0.00095847i,0.00095833-0.00015724i,0.00074825+0.0004063i,0.00039839+0.00079037i,0.00011734+0.0014037i,-1.5777e-05+0.0012263i,-0.00032622+5.3696e-05i,0.00011406-0.00068193i,0.00037839-0.0004784i,-8.2359e-05-6.5085e-05i,-0.00035079+0.00027285i,-0.00023151+0.00022228i,-1.7188e-05+4.911e-05i,-0.0004487+0.00058145i,-0.0016002+0.00053964i,-0.0010823+0.00026234i,0.00018444+0.00027015i,-0.00015277-1.322e-05i
0.00019113-0.00030601i,-0.00050682-0.00079642i,-0.00070077-0.002215i,-0.0010093-0.0028597i,-0.00042868-0.0024858i,0.0005163-0.001217i,0.00057468-0.000281i,0.00010467+0.00020978i,-0.00042448+0.0001638i,-6.286e-05-0.00051806i,-1.2085e-05-0.0001587i,-0.00072022+5.8533e-05i,-0.0011938+0.00029931i,-0.00039931+0.0007476i,0.00014422+0.00051235i,-0.00024692+0.0002345i,-0.00044718+0.00013725i,-0.00057429+0.000157i,-0.00021137+0.00039001i,-8.8561e-05+0.00064993i,0.00019629+0.00097308i,0.00030304+0.00035621i,0.00061447-9.3195e-05i
0.0012374+0.00086204i,0.0016909+0.00035404i,0.0019483-0.00049934i,0.0011388-0.0013152i,0.00021491-0.0023132i,-0.00049209-0.0024508i,-0.0007901-0.0020301i,0.00038664-0.00074625i,0.0013953+0.00056844i,0.00070091+0.00062186i,-7.4994e-05-4.6472e-05i,-0.00042806-0.0004914i,-0.00033608-0.00049507i,0.00040235-9.6718e-05i,0.0010152-0.00058894i,4.8454e-05-0.00047425i,-0.00026461+0.00078775i,0.00015064+0.0010899i,0.0001621-5.5998e-05i,0.00050384-0.00029027i,0.00064447+0.0006005i,0.0011768+0.00068585i,0.0014621+2.2961e-05i
0.00031909+0.00067577i,0.0011596+0.0013923i,0.0013156+0.001465i,0.0017417+0.00086951i,0.0012224+0.00012517i,0.00018706-0.00053702i,6.1919e-06-0.00042823i,4.4102e-05-0.00052658i,-8.8732e-05-0.00063654i,0.00015031+4.083e-05i,0.00024951+0.00079035i,0.0003897+0.00088037i,0.00065562+0.0012062i,6.5951e-05+0.00080175i,-0.00070954-0.00055408i,9.5576e-05-0.0012872i,0.0007157-0.0014093i,0.00063874-0.0010258i,0.00023565-0.00022535i,-0.00030148+0.00017933i,-0.00061945+0.00017192i,-0.0006847+0.00012329i,-0.00010099-0.00018088i
-0.00038732+0.00059052i,-0.00021738+0.00093455i,0.00086314+0.0020119i,0.0020521+0.00086719i,0.0025325-0.0014885i,0.0018786-0.0023672i,0.00010195-0.0014964i,-0.0012485+3.1894e-05i,-0.0011559+0.0002188i,-0.00078609-0.00013185i,-0.00081722+0.00014551i,-0.0010717-0.00013563i,-0.00074693-0.00028624i,-0.0006921-0.00033044i,-0.00021735-0.0001199i,6.2148e-06+0.00052507i,-6.0732e-05+0.00087687i,-0.00019525+0.00080954i,-0.00048466+0.00045111i,-0.00042312+0.00026008i,0.0001171+0.00011413i,0.00042094+8.144e-05i,-9.9252e-05+2.5067e-05i
0.0019591+0.00017609i,0.001558-0.00040503i,0.0010213-0.0014782i,0.00026138-0.002054i,0.00031414-0.0016143i,0.00022909-0.00095098i,0.00020578+7.7713e-05i,4.4484e-05+0.00031948i,-0.00039354-0.00014087i,7.9753e-05+0.00053287i,0.00039692+0.0016307i,-3.02e-05+0.00093908i,-0.00030342-8.2183e-05i,-5.8546e-06-0.00028519i,0.00014686-0.00039484i,0.00055831+0.00070972i,0.00065919+0.0012454i,0.00024833+0.00065616i,0.00053687+8.4111e-05i,0.0011168-0.00031696i,0.00081117-0.00057814i,0.00026416-0.00016344i,0.00016912-0.00012237i
-0.00013862-0.0015626i,-0.00035733-0.0021432i,-0.0010722-0.0019213i,-0.0011456-0.0018346i,-0.00039118-0.00094266i,-0.0002696+0.00036653i,-0.00078856+0.0011i,8.1632e-06+0.00082517i,0.00020036+0.00024128i,-0.00065995+9.2025e-05i,-0.00028463+7.5008e-05i,0.00067968+0.00026006i,0.00040859+0.0004378i,0.00047779+1.8406e-05i,2.707e-05-0.00039021i,-0.0003828-0.00093812i,-0.00025444-0.0010574i,-0.00060691-0.00049178i,-0.00074876-0.00071773i,-0.00033281-0.0006295i,6.1475e-05-5.9609e-05i,0.0004336+0.00034717i,-0.00016428+0.00060176i
-5.7175e-05+0.00079136i,0.0012178+0.00080828i,0.0016298+0.0011807i,0.0014395+0.0011256i,0.00083245-0.00073748i,0.00057928-0.0022569i,0.0005749-0.0006608i,6.7959e-05+0.0012707i,-0.00054474+0.001203i,-0.00025067+0.00072564i,-0.00070756+0.00063606i,-0.0012206+0.00017437i,-0.00032222+6.7569e-05i,-1.7112e-05-1.1436e-05i,-0.00033087+0.00014621i,-8.1219e-07+0.00022645i,2.0335e-05-0.00038223i,-0.00042543-0.00029332i,-0.00073347+0.00027592i,-0.00036893-3.5523e-05i,0.00016679-0.00016259i,0.00015196+0.0005288i,-0.00025673+0.0003794i
0.00049327-0.00078338i,0.00092253-0.0004053i,-0.00033055-0.00050033i,-0.0013988-0.00033149i,-0.00053249-0.0013101i,-5.5981e-05-0.0016186i,0.00031279-0.00089473i,8.5092e-05+0.00030128i,-0.00095559+0.00062167i,-0.00088006+0.00043293i,-0.00047804+0.00083311i,-8.5067e-05+0.00059903i,0.00043138-0.00060604i,-0.00022036-0.0015488i,-0.00080811-0.0010789i,-0.00082806-0.00042474i,-0.0010611-0.0005167i,-0.00057925-0.00046785i,-2.1534e-05-0.00011613i,-9.481e-05-0.00033291i,4.1198e-05+5.1884e-05i,-1.5571e-05+0.0011971i,1.3454e-06+0.0011627i
