0.00015936-0.00026264i,-0.00076111-0.0010707i,-0.0009283-0.0012361i,-0.00051666-0.001226i,-0.0011741-0.0015986i,-0.0017383-0.0001995i,-0.0011278+0.0013459i,-0.00043049+0.0016879i,0.00065256+0.00055847i,0.0011872-0.000296i,0.00084252-0.00080762i,0.00019692-0.0011514i,-8.0943e-05-0.0011755i,-0.00045843-0.0007281i,-0.00077854+0.00021744i,-0.00091268+0.00077253i,-0.00077154+0.00042092i,-0.00048212+0.00025235i,-0.00084673+0.00015412i,-0.0011208+0.00013049i,-7.5663e-05-7.1859e-05i,0.00055777-4.4094e-05i,-0.00047529+0.00012518i
0.0014271-0.00089352i,0.0016239-0.00042626i,0.00084852-0.00068702i,0.00036597-0.0010939i,-0.00030408-0.0013364i,-0.00072092-0.0014107i,-0.00057546-0.00031723i,-9.1082e-05+0.00061205i,-7.4793e-05+0.00050406i,-0.00060279-0.00019029i,-0.0010912-0.0004493i,-0.0012819-0.00033871i,-0.00092495-0.00025861i,-0.00035685+0.00010233i,0.00014995+0.00015731i,0.00027877+7.9588e-05i,-6.2859e-05+0.00051792i,4.6434e-05+0.00051341i,0.00027235+0.00018347i,-0.00044369+2.7518e-05i,-0.00072823+0.00052573i,-4.7048e-05+0.0009269i,1.3734e-05+8.4622e-05i
0.00028448-0.00065836i,-2.0491e-05-0.0010104i,0.00018518-0.0025707i,0.00033225-0.0026681i,6.5464e-06-0.0026062i,0.0001496-0.0025116i,1.2551e-05-0.00074803i,-0.00055471+0.00016718i,-0.00067177+0.00045747i,-0.00081194+0.00048659i,-0.00063239+0.00059616i,-0.00067497+0.00083128i,-0.00066816+0.00057163i,0.00042079+1.9015e-05i,0.00075838+0.00017305i,0.00019574-0.00017457i,0.00036622-0.00081717i,0.00057193-0.00050656i,0.00045253-0.00035547i,-5.7868e-06-7.1074e-05i,-9.6094e-05-0.00044712i,-0.00014136-1.4273e-05i,-0.00025535+0.00047036i
0.00058103-0.00052808i,0.0012641-0.00052304i,0.0013447-0.00055063i,0.00063967-0.0014257i,-3.7285e-05-0.0018373i,0.00070591-0.0015026i,0.00031973-0.00068646i,4.1061e-05+0.00023491i,0.0010244+0.00018335i,0.00076135-0.00049652i,-0.00010205-0.00061847i,0.00024128+0.00018416i,0.00086732+0.00085297i,0.00050627+0.00040633i,-6.5007e-05-0.0001875i,-0.00015044-0.00075431i,-0.00011798-0.00058405i,-0.00016904+0.00039571i,-0.00037409+0.00072949i,-0.00057095+0.00013444i,-0.00061126-0.00039263i,-0.00014836-0.00037114i,-0.00043566-0.0002936i
-0.0014514-0.0007898i,-0.0027751+0.00035734i,-0.0026038+0.00075142i,-0.0022183+0.0012194i,-0.0014798+0.00073564i,-0.00042478-0.00029326i,0.00036321-2.9133e-05i,0.00039072-0.00010034i,-0.00053354-6.0236e-05i,-0.00042503+0.00046259i,-0.00016789+0.00020227i,-0.00035682-0.00071777i,-5.1685e-06-0.00072635i,-0.0001715-1.8202e-05i,-0.0001607+0.00013454i,0.00028417+0.00023538i,-0.00030779-0.00043775i,-0.00076714-0.00088738i,-0.00027406+7.8753e-06i,0.00032659+0.00021471i,0.000343-1.8509e-05i,0.00030415-0.0005013i,0.00059458-0.00027841i
-0.00075055-0.0011055i,-0.0007106-0.00089086i,-0.0010969-0.00081991i,-0.0010393-0.00061796i,-0.00065762-0.0003791i,-6.5989e-05-0.00048821i,0.00046822-0.00062039i,0.00034224+0.00027084i,0.00012578+0.00075585i,-0.0003135+0.00022625i,-0.00020142-0.00058314i,0.00016307-0.00050005i,-0.00026401-0.0001639i,-0.00062985-0.00084216i,-0.00080027-0.00079973i,-0.00089317-0.00094229i,-0.0005682-0.00098773i,-3.8069e-05-0.00047087i,0.00048532-0.00024897i,0.00074983-0.00029558i,0.0011686-0.00011026i,0.00083617+0.00028713i,0.00020554+0.00085536i
0.00099104+0.00226i,0.0023621+0.0014237i,0.0024074+0.0011332i,0.0018125+0.00036047i,0.0011818-0.00081707i,0.00044678-0.0018044i,-0.00031878-0.0009101i,-0.00067577+0.00090512i,-0.00032816+0.00094301i,-0.00068701+0.00042903i,-0.00091154+0.00029057i,-0.00034371+9.8552e-05i,0.00010805-8.5267e-05i,0.0002905+0.00066034i,0.0007982+0.0008903i,0.0010149+0.00058219i,0.00096257+0.00070161i,0.00051477+0.00041679i,-0.00021425+0.00026568i,-0.00087269-0.00017679i,-0.00069399-0.0011821i,-6.9349e-05-0.00081128i,-0.00041475-0.00035777i
-0.0011076-0.0014378i,-0.0025596-0.0014474i,-0.0027023-0.0014399i,-0.002287-0.00060788i,-0.0018238-0.0010533i,-0.0010995-0.0012492i,-0.00079113-0.00071641i,-0.00023058-0.00078441i,0.00046692-0.00053862i,0.00050598+4.6879e-05i,0.00023958+0.00032679i,-9.585e-05+0.0002922i,0.00024159+7.988e-05i,0.0011532+0.00044481i,0.00099636+0.0011717i,0.00025701+0.0014581i,0.00017899+0.0017644i,0.0006565+0.0014934i,0.00086944+0.00084862i,0.00087934+0.00040665i,0.0010131+0.00032434i,0.001011+0.00039577i,0.00074199+0.00018692i
-0.00033733-0.00094771i,-0.00018735-0.00048363i,-0.0003902-0.00045733i,-0.00080517+0.00015106i,-0.001434-0.0005087i,-0.001219-0.00065489i,5.2791e-05+0.00055655i,0.00037378+0.0010988i,-0.0004321+0.0013099i,-0.00037859+0.0012443i,-0.00027175+0.0005135i,-4.0296e-05-0.00037738i,0.00021916-7.5305e-05i,-7.9565e-05+0.00062335i,0.00057879+0.00089351i,0.00083943+0.00097706i,0.00013247+0.00069565i,0.0001329+0.00050231i,0.00056542-1.0328e-05i,0.00054344-0.000137i,0.00011284-2.265e-05i,0.00041012-1.5763e-05i,0.00060152-0.00025725i
-0.00084573+0.00010209i,-0.0013062-0.00012155i,0.0002244+0.0011305i,0.00093662+0.0014047i,0.00025873+0.00019456i,0.0001955-0.0012618i,-0.00020702-0.0016945i,-0.00069213-0.0009722i,-0.00076053-3.8879e-05i,-0.00073065+0.00011623i,-0.0010542-0.00031917i,-0.00043305-0.00047332i,0.00021331+0.00018523i,0.00034803+0.00060236i,0.00067413+0.00021896i,0.00096106+0.00080197i,0.00079229+0.001006i,0.00024437+0.00021509i,-0.00042602+0.00017817i,-0.00075721+2.8688e-05i,-0.00016197+0.00013415i,0.00036247+0.00022231i,0.00070787+9.0104e-05i
0.00059263-0.00083861i,0.00077274-0.0012212i,0.00099874-0.0020944i,-7.9577e-06-0.0018658i,-0.00079133-0.0014123i,-0.0010517-0.00063172i,-0.00018269-8.0269e-06i,0.00052708+0.0002695i,7.7163e-05-1.6028e-05i,-0.0005711-0.00056926i,-0.00025755-0.00073673i,-4.9746e-05-0.00066954i,0.0001707-0.00089769i,0.00074335-0.00054312i,0.00080636-0.00018442i,0.00071278-0.00010689i,0.00045239+0.00019086i,-0.00030736+0.00059041i,-0.00099972+0.0006379i,-0.0007172+0.00042994i,-0.00057503+0.00024599i,-0.00058828+6.1391e-07i,0.00020573+0.00021116i
0.0013865+0.001081i,0.00098828+0.00065116i,0.0002939-0.00091263i,0.00025658-0.0012633i,-0.00029718-0.00053962i,-0.0014834-0.0012226i,-0.0012041-0.00032765i,-0.00060604+0.00059443i,-0.00067087-5.8308e-05i,-0.00013772-0.00049619i,9.6825e-05-0.0001954i,-0.00019536+0.00037723i,-0.00048832+0.0010675i,-0.00027356+0.0013268i,0.00024101+0.00095257i,0.0004372+0.00052844i,0.00053114+0.00061745i,0.0003119+0.00078274i,-0.00050812+0.00063048i,-0.00026577-7.1166e-05i,0.00073125-0.00023069i,0.00060403+0.00016158i,0.00029437-0.00025769i
-0.0020197-0.0007797i,-0.0010448-0.00084898i,-0.0012739-2.7306e-05i,-0.0015324+0.00039441i,-0.0011839-0.000104i,-0.00031655-0.00010526i,0.00018362-0.00053215i,0.00090394-0.00086012i,0.00066592-0.00055101i,-0.00059803-2.5244e-05i,-0.00047646-0.00046877i,-9.7186e-05-0.0013228i,-2.4118e-05-0.0012337i,0.00041365-0.00078742i,0.00031637-0.00054744i,-0.00050707-0.0003425i,3.1321e-05+6.9905e-05i,0.0013679+7.7706e-05i,0.0010756-8.8511e-05i,-4.6793e-05-0.00041662i,-0.00046542-0.00057104i,-0.0002882+0.00026589i,-0.00056685+0.0012048i
0.00071111+0.0013589i,0.0021714+0.00084798i,0.0022457+0.0010299i,0.0018804-0.00059706i,0.0020982-0.0020082i,0.0012746-0.0015198i,0.00021965-0.00072206i,0.00028138-0.00036619i,0.00052264+0.00042132i,0.00047463+0.00081966i,0.00028136+0.00089897i,0.00041742-8.5219e-05i,0.00058096-0.00071299i,0.00029978+0.0003006i,-0.0002494+0.00053555i,-0.00047171+3.2642e-05i,3.6894e-05+0.0002683i,-0.00016401+0.00020891i,-0.00013359-0.0004722i,3.193e-05-0.00067139i,5.0678e-05-0.00052971i,-0.00065993+9.4519e-05i,-0.001497-0.00025164i
0.00052038-0.00011163i,0.00011003+0.00029527i,-0.0021758-5.9347e-05i,-0.0029219-0.00060652i,-0.0012906-0.00067377i,-0.00022601-0.00059565i,-0.00049191-0.00090311i,-0.00055914-0.00048041i,-0.0009228-0.00014983i,-0.00086195+0.00012568i,0.00037207-0.00019579i,0.0010436-0.00098743i,0.00053369-0.00032263i,8.9692e-05+0.00072814i,-0.00020869+0.00074936i,-0.00030564+0.00039067i,0.00018284+0.00092405i,0.00034896+0.0012203i,2.8251e-05+0.00099155i,0.00026354+0.00088566i,0.00024348+0.00044098i,0.0001385-0.00024349i,0.00061515-0.00022776i
-0.0005806-0.00042894i,-0.00060874-0.00010752i,-0.00076192+8.1337e-05i,-0.001398+0.0010503i,-0.0014386+0.0017518i,-0.00012676+0.0015579i,0.00054163+0.0012767i,0.000118+0.00082983i,-0.00048445+0.00044588i,-0.00032848+0.00030178i,0.00043807-0.00024164i,0.00062536-0.00056574i,0.00048844-0.00054905i,0.00030371-0.00013357i,-0.00019268+0.00062597i,-3.7488e-05+0.00050274i,0.00023796+8.6936e-05i,0.00059243+0.00048478i,0.00050106+0.0010834i,0.00020363+0.00085929i,0.0001562+4.4986e-05i,-0.00010725+0.00052995i,-0.00027092+0.0011296i
0.00054431-0.0015966i,-0.00014036+7.4437e-05i,-0.00020035+0.0003834i,0.00027401-0.00030034i,-9.1217e-05-1.9246e-05i,-0.00030721+0.00085505i,-0.00039229+0.0013411i,-0.00068738+0.0011701i,-0.0010925-5.5739e-05i,-0.0016445-0.00057873i,-0.0013435+0.00031613i,-0.00038989+0.00097595i,-0.00023873+0.00051444i,-2.6728e-05+0.00018402i,0.00029452+0.00023498i,0.00011105+0.00015437i,-5.5862e-05+0.00040236i,-0.00017539+0.00073398i,-4.488e-05+0.00048347i,0.00021252-1.3603e-05i,-1.3541e-05+5.2368e-05i,-0.00053864+0.00018744i,-0.00082693-0.0003175i
-0.0003033-0.0027162i,-0.0014893-0.0013183i,-0.0017423-0.0013999i,-0.0013687-0.0019413i,-0.00069418-0.0015638i,-0.00012677-0.00039437i,-0.00050737+0.00062248i,-0.00046494+0.00044559i,-0.00035595+0.00014495i,-0.0014154+0.00058802i,-0.0016302+0.00052511i,-0.00096695-0.00062694i,0.0003287-0.0010956i,0.00075793-0.00027604i,0.00017776+0.00025582i,-0.00054992-8.2655e-05i,-0.00016789-0.00024703i,0.00033678-0.0004514i,-7.6639e-05-0.00029506i,-0.00066241-0.00041299i,-0.00080889-0.00083213i,-0.00051621-0.00055457i,-0.00083429-0.00083013i
0.0010703-0.00044723i,0.00019757-0.00081635i,-0.00017245-0.0024492i,-0.00069438-0.0034735i,-0.0012726-0.0033i,-0.0012599-0.0018417i,-0.00087124-0.000323i,-8.257e-06+6.9377e-05i,-0.00036488+3.816e-05i,-0.00090478-0.00050735i,-0.00085859-0.00051255i,-0.00058191+7.9288e-05i,-0.00010003+0.00036709i,0.00019402+0.00060061i,0.0004336+0.0006298i,0.00045628+0.00057771i,0.00094004+0.00098934i,0.0016135+0.00082371i,0.0016536+0.00049604i,0.00069118+0.00046077i,0.00034726-0.00011887i,0.00073031-0.00031205i,0.00027943+5.3683e-05i
0.00012911-0.00036676i,-0.00066447+0.000286i,-0.0018608-0.00017309i,-0.0023889-0.00073286i,-0.0012748-0.00072574i,-9.4934e-05-0.00084639i,5.2327e-05-0.00069469i,1.7438e-06-0.00078373i,-0.00035435-0.00097282i,-0.00048831-0.0014326i,2.3488e-05-0.001186i,8.579e-06-0.0002296i,-0.00011611-0.0004942i,-8.4777e-05-0.00025646i,-0.00015368+0.00058762i,0.00026625+0.0003849i,0.00058413-0.00048549i,1.6345e-05-0.00079948i,-0.00033332-0.00057181i,-0.00034922-0.00019632i,-0.0001695+0.00011851i,-9.0047e-05+0.0001297i,0.000232-0.00014191i
8.8123e-05+0.00037417i,0.00035967+7.0592e-06i,0.001184-0.00077141i,0.0011034-0.0016794i,0.00011423-0.0017006i,-0.00077203-0.00074344i,-0.0010274+0.00043024i,-0.00097377+0.00079687i,-0.00082661+0.0002576i,-0.0006921+0.00014464i,-0.00031586+0.00079082i,-4.5518e-05+0.00067872i,-0.00010378+0.00060777i,-4.945e-05+0.00023938i,-2.3781e-05-0.00023005i,-0.00029742-0.00063659i,-0.00023205-0.00011818i,0.00052276+0.0004329i,0.00017148+0.00050149i,-0.000988+0.00053478i,-0.00094719+0.00026595i,-0.0011203-9.846e-05i,-0.0013344-0.00049256i
0.0007064-0.00070887i,0.00023021-0.00066812i,-0.00045816-0.001308i,-0.0001513-0.0021639i,-0.00039214-0.0020403i,-0.0011753-0.001236i,-0.00064619-0.00014557i,0.00022931+0.00017998i,0.00039547-0.00026038i,-0.00047197-0.00048742i,-0.00063599+0.00018641i,0.0002339+0.00019573i,0.00087799-0.00043534i,0.0012165-0.00026248i,0.0009505-6.5163e-05i,0.00029491-5.8421e-05i,0.00040542+0.00048442i,-5.547e-05+0.0016908i,-0.0007826+0.0014034i,-0.0011703+0.0010621i,-0.00094792+0.00087588i,-0.00015559+0.00048766i,0.00036567-4.9871e-05i
-0.00048458+0.0012665i,-0.0011081+0.001416i,-0.0015075+0.0010949i,-0.0019464-0.00014442i,-0.00075006-0.0008692i,0.00011951-0.00024851i,-0.00023764+0.00076123i,-0.00018753+0.001369i,-0.00056061+0.0011624i,-0.00042816+0.0003943i,7.8151e-05-0.00066226i,-0.00034339-0.00078958i,-0.0010066-0.00071804i,-0.00086864-0.00082079i,0.0003822-0.00069119i,0.00040611-0.0001585i,-0.00022716+1.8518e-05i,-8.8831e-05-5.8056e-05i,-0.00010277+0.00065528i,0.00019707+0.00063379i,0.00046387+0.00069931i,0.00045884+0.0010242i,0.00059685+0.00075104i
0.00010348-0.00014888i,-0.00010623-0.0012567i,-0.00015811-0.0018386i,-0.00091319-0.0013593i,-0.00063567-0.0010686i,-2.3319e-05-0.00054716i,8.9436e-05-0.0004314i,-5.9693e-05-0.00061426i,-0.0001945+0.00029234i,-0.00058683+0.00062976i,-0.00091787+0.00057921i,-0.00092846+0.00089297i,-0.0011377+0.00048551i,-0.0010804+6.9503e-05i,-0.00088725-6.1567e-05i,-3.4384e-05-0.000355i,0.00087209-0.0004098i,0.00032487+0.00011933i,3.1724e-07+0.00014005i,-0.00014228-0.00065124i,-0.00027963-0.00062174i,-5.1571e-05-8.6566e-05i,-0.00015851-0.00010731i
0.00099663-0.00093313i,0.00099687-0.0011629i,0.00063515-0.00041503i,0.0011829-4.8749e-05i,0.0010023-0.0010035i,-0.00025853-0.001206i,-0.0012159+0.00028047i,-0.00069821+0.00060204i,0.00024426-3.8569e-05i,0.00045743-0.00031503i,8.6027e-05-0.00021829i,0.00043004-0.00026599i,0.00080354+9.6597e-05i,0.00022092+0.00026453i,-8.4971e-05-0.00037628i,0.00020301-6.2832e-05i,-0.00044186+3.8614e-05i,-0.00077124-0.00051499i,0.00018708-0.00067922i,0.00060836+3.6824e-05i,0.00016365+0.0007391i,-0.00021194+0.00013828i,-0.00022229-0.00024177i
0.00050866-0.0001841i,0.0003663-0.0012158i,0.0011393-0.0020554i,0.00047044-0.0028763i,-0.00015522-0.0039328i,-0.00025061-0.003412i,-5.5407e-05-0.00087745i,-0.00047281+0.0007725i,-0.00081869+0.00054594i,-0.00037013-0.00031428i,0.00034847-0.00018816i,-8.1068e-05+0.00048967i,-0.0015857+0.00092005i,-0.0017475+0.0006249i,-0.00062649+0.0001097i,-0.00021942-0.00046037i,-0.00047615-0.00094546i,-0.00040604-0.00081383i,-0.00025524+0.00010433i,-0.00050088+0.0011919i,-0.00035873+0.0010903i,-0.00022811+0.00059144i,-0.00033642+0.00048285i
0.00053652+0.0011661i,-0.00023744+0.00071206i,-0.00072902+0.00043171i,-0.00016458-0.00031918i,0.00077732-0.0003399i,0.000918-7.2682e-05i,6.6356e-05+0.00025986i,-0.00039001+0.00043985i,-0.00057251+0.00014884i,-0.0004012-0.00015528i,-0.0002591-0.00018687i,-0.00012096+0.00012754i,-0.00027507+0.00058843i,-0.00054497+0.00083419i,-4.5363e-05+0.00041856i,0.00022245+7.6242e-05i,0.00023716+0.00018378i,5.6195e-05+0.00039676i,-0.00027994+0.00077103i,-0.00028166+0.00091015i,-0.00022897+1.3136e-05i,4.9232e-05-0.00085944i,0.0001252-0.0005685i
-0.00096607+0.0016304i,-0.00076586+0.0023533i,-0.00065243+0.0014835i,0.00040857+0.00064625i,9.1812e-05-2.177e-05i,-0.00056375-0.00074751i,-0.00047928+0.0003412i,-0.00025562+0.0015312i,-0.00033889+0.0011806i,-0.00067199+0.00066335i,-0.00069498+0.00045843i,-0.00092635+7.2109e-05i,-0.0014216+0.00037322i,-0.0016621+0.0005096i,-0.0013777+6.4536e-05i,-0.0006838+0.00037275i,-0.00023525+0.00022081i,-0.000397+0.00049128i,-0.00078562+0.00091438i,-0.00080297+0.00018964i,4.9665e-06-0.00028246i,0.00046184-2.845e-05i,-0.00020444+0.00050772i
-0.00071613+0.00072332i,-0.00045509+0.0012163i,-0.00046204+0.0011969i,-0.00014381+2.3075e-05i,0.00063342-0.00087144i,0.0010306-0.00060124i,0.00061415-0.00047023i,-0.0002192-0.00075417i,-0.00081921+3.0346e-05i,-0.00011469+0.00051703i,0.0005779+0.0002077i,0.00064638-0.00018533i,0.00022522-0.00079442i,-0.00022269-0.00068561i,8.4355e-05+8.3905e-05i,0.00039688+8.5714e-05i,0.00077565+0.00031339i,0.0010158+0.00038529i,0.00066697-0.00032317i,0.00051591-0.00026363i,0.00049875-0.00030884i,0.00042177-0.00044634i,0.00025182+0.00032627i
-0.0010449-9.0554e-05i,-0.0005658+0.00023032i,0.00047054+0.001131i,0.0018487+0.0012374i,0.001539+0.00013981i,0.00045754-0.00069453i,-8.2583e-05-0.0005451i,-0.00040344-0.00013372i,-3.4684e-05+4.8573e-05i,0.00034711+5.169e-05i,-0.00051662+8.3675e-05i,-0.0010152-0.00011574i,-0.00025418-0.00031237i,1.7482e-05-0.00072119i,0.00044874-0.00095886i,0.00052467+0.00059757i,0.00016698+0.0014876i,-4.0798e-06+0.00061282i,-5.7186e-05+9.9797e-05i,9.2308e-05+0.00040793i,-0.00028348+0.00010297i,-0.00023732-0.00033487i,0.00032258-0.00025063i
0.00024581+0.0017084i,0.00075947+0.0012924i,0.00040886+0.00075976i,0.00039329-0.00020153i,0.0015413-0.0016158i,0.0014391-0.0015544i,0.00059341-0.00022584i,0.00067359+0.00053054i,0.00055806+0.00011859i,-0.00029411-0.00014849i,-0.00060829-0.00047904i,-0.00071057-0.00041003i,-0.00074443-0.00010889i,-0.00076696-0.0003547i,-0.00025119-0.00065656i,0.00019605+8.8815e-05i,0.00013505+0.00053696i,0.00057552-0.00041137i,0.00062038-0.00041997i,-0.00027083+0.00027586i,0.00024708+0.00078833i,0.00067649+0.0014215i,0.00028088+0.0012001i
0.00087154-0.0012679i,0.0012516-0.0015467i,0.0013313-0.0011557i,0.00058352-0.00096832i,-2.877e-05-0.001116i,-0.00065927-0.0010256i,-0.0010622-0.0012504i,-0.0010012-0.00079836i,-0.00036382+0.00016551i,0.00011863-0.00030795i,0.00032028-0.00020122i,0.00045802+0.0001208i,2.9141e-05-0.0006711i,-0.00049166-0.00040405i,-0.00054034+0.00037957i,-0.00020396+0.00031661i,0.00057277-0.00035993i,0.00049343-0.0012752i,-0.0003686-0.00076628i,-0.00031064+0.00017317i,0.00018437+0.00016038i,4.0505e-05-0.00034127i,-0.00020645-0.00029802i
0.00041993-0.00030683i,0.00046777+0.00082874i,0.00015069+0.0007783i,-1.0871e-05-0.00056246i,0.0004345-0.002016i,0.00068882-0.0012732i,0.00034684+0.00060966i,-2.0754e-05+0.00060158i,0.00035113+0.00058448i,-0.00011974+0.00080513i,0.00020521+0.00052551i,0.00087743+0.000124i,9.9532e-06-0.00010687i,-0.00030626-0.00057218i,0.00017872-0.00044524i,-0.00012942+0.00025817i,-0.00039401+0.00056429i,-0.00035744+0.00069856i,-0.00058364+0.0002802i,-0.00058186+0.00025262i,-0.00025756+0.00062058i,-0.0001428+0.00010096i,0.00039637-0.00032042i
0.0020451+0.00018226i,0.0010174+0.00029822i,0.00067056-0.00082765i,0.00046573-0.0023241i,-0.00031333-0.0022706i,-0.00025298-0.0010026i,0.00025761-0.00032995i,0.00036455-0.00023196i,0.00061867+0.00024421i,0.00039012+0.00030945i,0.00055554+0.00027128i,-0.00030102-2.1497e-05i,-0.00083552-0.00035596i,-0.00029643+0.00043896i,-1.6953e-05+0.00074911i,-0.00024364+0.00055035i,-0.00013714+8.7404e-05i,-0.00025005-0.00030257i,-0.00038878-0.00057466i,-0.00049033-0.0011474i,-0.00080754-0.00082938i,-0.00066946+0.00011445i,7.2836e-05-1.0123e-06i
-0.0012147-0.00074082i,-0.0011652+0.00078051i,-0.001166+0.00050432i,-0.0012167-0.00027437i,-0.0011511-0.00044129i,-0.001438-0.00016269i,-0.00075558+0.00050313i,4.2784e-05+0.00081275i,-0.00058207+0.00025612i,-0.0014142+0.00014427i,-0.00054959+0.00066651i,0.00012066+0.00085753i,-0.00015654+0.00017136i,-6.7889e-05-0.00067323i,0.00024035-0.00037531i,0.00026477-3.056e-05i,-0.00019468+5.4103e-05i,-0.00073865+0.00020568i,-0.0005664+0.00034193i,-4.4876e-05-0.00030972i,0.00063251-0.0012124i,0.00063621-0.00081721i,-9.7313e-05-0.0003725i
-0.00090878-0.00034946i,-0.0011794-0.0007661i,-0.0015685-0.00080204i,-0.00098354-0.00052029i,-0.00074159-0.00017778i,-5.3757e-06-0.00022302i,0.00092773+0.00038668i,0.00075011+0.00098354i,-0.00020827+0.00093748i,-0.00075629+0.00024917i,-0.00056836-0.00029096i,-1.9787e-05+0.0003727i,0.00025258+0.00046112i,0.00030972-5.7156e-05i,0.00043035-0.00011394i,0.00033495-0.00035954i,-0.00037798+0.00011593i,-0.00093483+0.00070538i,0.000162+0.00023326i,0.00092364-0.00021246i,0.00025827-8.263e-05i,-0.00055623+9.0082e-05i,-0.00065961+0.00027278i
0.00068014-0.00072088i,0.00086926-0.00065773i,0.0005247-0.00034338i,-0.00042706-4.69e-05i,-0.0013503-0.00066341i,-0.001213-0.00074083i,-0.00030085-0.00029456i,0.00095991-0.00029191i,0.00096478-0.00019043i,0.00038499+9.0898e-05i,-0.00022901+0.00068394i,-0.0003904+0.00025998i,-3.9208e-05+2.8908e-05i,0.00045142+0.00029366i,0.00053912-0.00045196i,-3.7769e-05-0.00058808i,6.2244e-06-0.00021546i,0.00054074-0.00020696i,0.00039637-8.0903e-05i,0.00044466-1.7514e-05i,0.00084384+8.0473e-05i,0.0010285-8.2218e-05i,0.00033687-0.00029001i
0.00052326+0.0012917i,0.00012419+0.0015666i,0.00080554+0.0011291i,0.0010937-2.9741e-05i,0.0015644-0.0015323i,0.0012084-0.0012736i,-0.00020846+3.5078e-05i,-0.00081411+0.00029762i,-0.00033157+0.00053328i,-0.00032279+0.00072802i,-0.00036515+0.00049963i,-0.00031219+0.00027189i,-0.00047029+0.00019404i,-0.00026336-4.4823e-05i,-0.00043295-0.00022274i,-0.0010215-0.00041592i,-0.00048987-0.00035873i,0.00017948-0.00040779i,-0.00022761-0.00045453i,-0.0011102-0.00088797i,-0.00080611-0.00081801i,0.00032948-0.00017609i,0.00045031+0.00021711i
-6.1978e-05-0.0021144i,-0.00090692-0.0022381i,-0.0021969-0.0019271i,-0.0024898-0.0014727i,-0.002148-0.0012331i,-0.0011635-0.00024666i,-0.00038633+0.0010336i,-0.00044625+0.00098989i,-0.00031316+7.8684e-05i,-0.00037665+0.00012301i,-0.00060722-0.0001318i,-0.00047221-0.00069562i,-0.00038751-0.00062239i,-4.2882e-05-0.00017698i,0.00051761+0.00039985i,0.00011097-8.3784e-05i,-9.4533e-05+4.9652e-05i,-0.0001008+0.0010791i,-0.001093+0.00046246i,-0.0014363-0.00029193i,-0.00040003+0.00022118i,0.00027348+0.00075946i,0.00030784-0.00021763i
-0.00043358+0.0013889i,0.00052137-0.00025639i,0.0018689+0.00021924i,0.0028107+7.0206e-05i,0.002321-0.002595i,0.00038454-0.0034493i,-0.00013955-0.0018208i,-0.00016789-0.0007243i,-0.00049513-0.00031756i,-4.7464e-05+0.00016339i,0.00025548+0.00069434i,0.00011511+0.00057248i,-0.00027616+0.00024398i,-0.00097873+0.00011958i,-0.00094474-0.00072781i,0.00055358-0.0010137i,0.0013592-0.00028931i,0.00078576-0.00023515i,0.00023961-0.00068719i,-0.00037687+9.9428e-05i,-1.1768e-05+0.00092675i,0.00039202+0.00061938i,-4.0892e-05-0.00012547i
-0.00056138-0.0016129i,-0.00089013-0.0018658i,-0.0014847-0.002237i,-0.0020381-0.0017536i,-0.0019842-0.0012516i,-0.0012488-0.0017591i,-0.00092849-0.0010278i,-0.00034478-0.00022254i,0.00066151-0.0010975i,-2.3324e-05-0.0014731i,-0.00019224-0.0007393i,0.00015096-0.00027914i,0.00029432+0.00037363i,0.0001394+0.00070283i,8.4223e-05+0.00051443i,0.00039394+0.00026776i,0.00090972-0.00011818i,0.00085196-0.00037792i,7.9287e-05-8.2043e-05i,-0.00040244+0.00044302i,-0.00015677+0.00051065i,0.00017244+0.00027271i,0.00014064+0.00046137i
7.8977e-06-0.0017309i,0.0004175-0.0019198i,0.00016611-0.0022437i,-0.00061212-0.0012403i,-0.00067409-0.00089895i,-0.00012007-0.0011505i,0.00027274-0.00032896i,0.00063067-0.00014965i,0.00099936-0.00050845i,0.00076087-2.845e-05i,0.00084311+0.00035539i,0.00074666+0.00014656i,0.00037416-0.00037319i,0.0001033-0.00048748i,-0.00032346-0.00061142i,-0.00045478-0.00033246i,-0.00024428+2.9775e-05i,9.5526e-05-0.00015458i,6.9445e-06-0.00036738i,-8.5403e-05-1.4829e-05i,0.00048699+0.00016377i,0.00088967-0.000295i,0.00060679-0.00049633i
0.00082034+0.00020648i,0.0016132-0.00058257i,0.0015004-0.00068044i,0.00051424-0.00091677i,0.0002913-0.0011228i,0.00040894-0.001294i,-0.00011735-0.00090848i,-0.00048292-8.3202e-05i,-0.00093287-0.0001652i,-0.00065951-0.00067285i,0.00048432-0.00076067i,0.00060512-0.00015112i,0.00027895+0.00033598i,2.0317e-05+3.0438e-05i,-0.00030608+7.3265e-05i,-0.00032516+0.00049494i,-4.9585e-05+0.0007182i,0.00026273+0.0010151i,-0.00030586+0.00090541i,-0.00077287+0.00011622i,-0.00055673-0.0010087i,7.1309e-05-0.00066556i,0.00059854+3.8139e-05i
