-0.001694+0.00029363i,-0.00073178+0.00028818i,-0.00077567+0.00059845i,-0.00066959+0.0011157i,-0.00031463+0.0016045i,2.4417e-05+0.00092574i,-0.00061136+0.0011377i,-0.00065347+0.001158i,0.00036996+0.00023411i,0.00092803-0.00045336i,0.0010878-0.00074725i,0.0010735-0.0012497i,0.00067935-0.0021144i,-1.1144e-05-0.0019608i,-0.00033249-0.00071373i,-0.00014718+0.00029661i,0.00016869+0.00096578i,0.00044742+0.0011883i,0.00021975+0.00073337i,-0.00042826+0.00034633i,-0.00045501+0.00053281i,-0.00023269+0.00040488i,0.00030579+8.6167e-05i
-0.079268-0.10533i,-0.25874-0.22927i,-0.47586-0.23555i,-0.48823-0.062935i,-0.25277+0.098107i,-0.022846+0.10779i,0.061333+0.037944i,0.064636-0.034451i,0.028093-0.064976i,-0.0061544-0.037782i,-0.01235-0.012534i,-0.017876-0.010678i,-0.022787-0.0045553i,-0.019368+0.0073196i,-0.017473+0.018574i,-0.012457+0.027485i,-0.0051257+0.024446i,-0.0061445+0.011709i,-0.013685-0.00092254i,-0.020195-0.0067109i,-0.018358-0.0030025i,-0.0073209+0.003846i,0.0054241+0.0096918i
0.083189+0.090421i,0.27242+0.15872i,0.45668+0.11169i,0.41706-0.065076i,0.17632-0.18078i,0.0027556-0.16238i,-0.01215-0.11983i,0.0069023-0.083685i,6.6424e-05-0.03892i,-0.012954-0.0062885i,-0.015614+0.012355i,-0.0096115+0.017985i,-0.0077245+0.0048056i,-0.0039092-0.017123i,0.0087585-0.035987i,0.017898-0.050245i,0.014984-0.055962i,0.0050556-0.049685i,0.0048181-0.030508i,0.016437-0.0071752i,0.020898+0.0034866i,0.0071916+0.0023021i,-0.010469+0.0026082i
-0.14964-0.084521i,-0.40659-0.15266i,-0.65721-0.13098i,-0.60086+0.018728i,-0.26995+0.13039i,-0.052875+0.13635i,-0.032537+0.16763i,-0.026144+0.19044i,0.0072938+0.12759i,0.024585+0.04798i,0.023119+0.0046137i,0.01659-0.0091591i,0.0083221-0.0042986i,-0.0068162+0.011531i,-0.02172+0.029965i,-0.026102+0.038512i,-0.020163+0.032818i,-0.020318+0.018627i,-0.032292+0.0088665i,-0.036929+0.0082591i,-0.028936+0.013314i,-0.010037+0.019049i,0.013791+0.011728i
0.16596+0.0020169i,0.43464-0.063346i,0.67679-0.21542i,0.58949-0.35072i,0.25266-0.33124i,0.051739-0.2245i,0.034448-0.17622i,0.017433-0.14123i,-0.022789-0.063161i,-0.032739-0.0039683i,-0.01851+0.0095181i,-0.0068395+0.008327i,-0.0030096+0.013092i,-0.0012102+0.016525i,0.0021155+0.009039i,0.0046776-0.0066295i,0.0030539-0.021241i,0.0075494-0.023149i,0.023339-0.014894i,0.037084-0.011555i,0.039698-0.01982i,0.03-0.032218i,0.010038-0.034018i
-0.14564+0.04069i,-0.35689+0.1622i,-0.50367+0.35219i,-0.37196+0.42975i,-0.097511+0.29474i,0.030865+0.11824i,-0.0017244+0.047206i,-0.032351+0.036563i,-0.0061749+0.029887i,0.018612+0.015564i,0.004185-7.3307e-05i,-0.019869-0.004638i,-0.019786-0.0041278i,-0.0028267-0.0039061i,0.0079877-0.00049661i,-0.00030722+0.014402i,-0.014359+0.039591i,-0.019183+0.048402i,-0.023838+0.027917i,-0.033558+0.0013371i,-0.041045-0.0079038i,-0.03914+0.00087683i,-0.028432+0.011184i
0.13933-0.06146i,0.32272-0.17571i,0.44915-0.33401i,0.32587-0.37967i,0.069751-0.24862i,-0.050307-0.11125i,-0.035394-0.093737i,-0.011267-0.11435i,-0.017419-0.097408i,-0.022352-0.043343i,0.0079642+0.003321i,0.040219+0.0038766i,0.031093-0.014321i,0.0068367-0.021157i,2.4981e-05-0.022123i,0.014076-0.026197i,0.034895-0.031932i,0.045618-0.030662i,0.0421-0.023086i,0.030849-0.015887i,0.022327-0.012697i,0.015746-0.010613i,0.0099306-0.0013345i
-0.10365+0.10648i,-0.25289+0.29122i,-0.35456+0.48806i,-0.24754+0.501i,-0.017497+0.32126i,0.10127+0.16626i,0.1015+0.13852i,0.068106+0.14278i,0.039541+0.11098i,0.025973+0.048503i,0.0051676-0.00011163i,-0.015087-0.007703i,-0.017554+0.0027106i,-0.010106+0.0066621i,-0.013097+0.0024896i,-0.03099+0.0057917i,-0.039995+0.020146i,-0.033343+0.026451i,-0.02706+0.021664i,-0.022834+0.019684i,-0.016886+0.026011i,-0.00776+0.034398i,0.0072651+0.029038i
0.054864-0.12197i,0.12435-0.32445i,0.13107-0.53551i,0.012108-0.51783i,-0.12436-0.27336i,-0.15359-0.068682i,-0.10085-0.012856i,-0.037019-0.025795i,-0.012334-0.043525i,-0.024004-0.028327i,-0.011657+0.00096348i,0.018839+0.00012256i,0.023105-0.0091429i,0.010339+5.564e-05i,0.012323+0.016165i,0.035488+0.015923i,0.052961-0.0079603i,0.050243-0.026798i,0.042604-0.020301i,0.035792-0.0077743i,0.02708-0.0095019i,0.018399-0.024102i,0.0080475-0.036287i
-0.025073+0.091881i,-0.060152+0.23943i,-0.042487+0.38271i,0.047509+0.35757i,0.1282+0.1903i,0.15544+0.068225i,0.12874+0.026653i,0.041465+0.018075i,-0.032695+0.037817i,-0.043045+0.042537i,-0.047425+0.0266i,-0.055359+0.03653i,-0.030691+0.050376i,0.00077623+0.035194i,0.0017543+0.012508i,-0.022326+0.0099176i,-0.044992+0.025399i,-0.048352+0.034312i,-0.03597+0.027586i,-0.023845+0.018481i,-0.020231+0.019198i,-0.022984+0.02874i,-0.023773+0.034844i
0.013407-0.11381i,0.023694-0.28529i,0.0090279-0.42924i,-0.050349-0.38207i,-0.13166-0.20544i,-0.19912-0.090333i,-0.22292-0.061944i,-0.1558-0.05823i,-0.056237-0.05644i,-0.0024954-0.027782i,0.025861+0.0069872i,0.04074-7.4621e-05i,0.024143-0.024803i,0.0050671-0.027255i,0.01965-0.0178i,0.052849-0.023991i,0.066072-0.037434i,0.049532-0.034927i,0.023641-0.018808i,0.0082192-0.0026464i,0.0073448+0.0013777i,0.010226-0.0084831i,0.0076024-0.01469i
0.022862+0.091305i,0.078735+0.22572i,0.15284+0.32571i,0.19986+0.26362i,0.21133+0.11856i,0.22623+0.052373i,0.23576+0.052749i,0.17185+0.045007i,0.067589+0.031809i,0.006672+0.013377i,-0.017886-0.0078646i,-0.032477-0.0064655i,-0.029639+0.0082942i,-0.023122+0.012461i,-0.036215+0.0085933i,-0.063267+0.0096036i,-0.077974+0.016823i,-0.069219+0.019833i,-0.048855+0.016306i,-0.02489+0.012388i,-0.0031347+0.0097548i,0.0070781+0.012844i,0.0083053+0.020482i
-0.030157-0.049519i,-0.080167-0.11347i,-0.13715-0.16065i,-0.15757-0.12489i,-0.14308-0.062193i,-0.13948-0.064888i,-0.12941-0.086373i,-0.063136-0.064373i,0.016402-0.033829i,0.043402-0.019998i,0.036339-0.014271i,0.026386-0.019064i,0.0095992-0.025823i,0.0018262-0.020151i,0.021859-0.012139i,0.050584-0.015949i,0.060061-0.023684i,0.049045-0.022204i,0.032783-0.012782i,0.019799-0.0099687i,0.0077328-0.018814i,-0.00080834-0.029477i,-0.003157-0.035934i
0.029523+0.05409i,0.067718+0.10941i,0.10118+0.13476i,0.10497+0.081717i,0.096067+0.018862i,0.096965+0.019195i,0.087674+0.044323i,0.04093+0.045362i,-0.011567+0.029143i,-0.038542+0.01773i,-0.043826+0.02171i,-0.030109+0.034671i,-0.0049073+0.038591i,0.0050767+0.030777i,-0.016548+0.027037i,-0.047171+0.036938i,-0.056032+0.045572i,-0.039368+0.033172i,-0.017535+0.0047306i,-0.012112-0.016878i,-0.019924-0.012423i,-0.019668+0.011451i,-0.0096253+0.027784i
-0.038553-0.028948i,-0.094845-0.070484i,-0.14035-0.08277i,-0.13558-0.039687i,-0.11287-0.0018663i,-0.11065-0.013722i,-0.11743-0.04318i,-0.1072-0.042916i,-0.066691-0.0095617i,-0.0078309+0.011701i,0.028962-0.0010236i,0.030448-0.023179i,0.014738-0.033194i,0.0070944-0.031022i,0.022723-0.031734i,0.047847-0.040201i,0.059825-0.043098i,0.051078-0.032398i,0.029706-0.016105i,0.010456-0.0024003i,0.00016949+0.0025091i,-0.0025678-0.0062433i,-0.0023811-0.017039i
0.031011+0.0026377i,0.058869-0.01064i,0.059871-0.041458i,0.024197-0.067614i,0.0016671-0.053373i,0.01178-0.0089898i,0.025675+0.030235i,0.036291+0.033942i,0.032103-0.00042794i,0.0011935-0.021129i,-0.020296-0.0062859i,-0.017298+0.0074699i,-0.010624+0.0091745i,-0.012875+0.011872i,-0.030809+0.021014i,-0.05224+0.033828i,-0.055665+0.03659i,-0.043679+0.024837i,-0.028911+0.011764i,-0.013775+0.0064824i,0.0012643+0.0066411i,0.0098981+0.01211i,0.011019+0.018287i
-0.0022508-0.010261i,0.0013855-0.013752i,0.031596-0.0046025i,0.059042+0.020619i,0.051745+0.044991i,0.048722+0.049792i,0.075011+0.020888i,0.071158-0.018878i,0.024165-0.019305i,0.0052797-0.0039159i,0.012619-0.022856i,0.0012998-0.046918i,-0.01444-0.040851i,-0.010528-0.024793i,0.01194-0.023199i,0.036743-0.036008i,0.043922-0.041628i,0.031794-0.026458i,0.018015+0.00034911i,0.01443+0.015999i,0.012247+0.0097013i,0.00065859-0.0061089i,-0.011511-0.01446i
0.014633+0.0015144i,0.022525+1.3676e-06i,0.00073748-0.011523i,-0.038625-0.034814i,-0.052253-0.059971i,-0.054467-0.076313i,-0.063052-0.060077i,-0.036151-0.022906i,0.0104-0.010494i,0.0074054-0.0063904i,-0.016525+0.025051i,-0.0094134+0.056904i,0.0086647+0.058631i,0.012644+0.045432i,0.0033162+0.041387i,-0.0085043+0.048335i,-0.014934+0.048708i,-0.012269+0.034166i,-0.0061706+0.01295i,-0.0042278-0.00021923i,0.00024031+0.0015985i,0.014557+0.012633i,0.027854+0.018437i
0.00076241+0.011986i,0.03142+0.034336i,0.099531+0.052092i,0.14836+0.051025i,0.11615+0.060724i,0.069851+0.10184i,0.051888+0.11993i,0.0012471+0.093317i,-0.051439+0.073756i,-0.032073+0.060177i,0.010462+0.023399i,0.018645-0.011246i,0.011727-0.021056i,0.011224-0.022169i,0.017692-0.03031i,0.024918-0.043659i,0.025338-0.047556i,0.017589-0.038678i,0.0073368-0.024044i,-0.0015759-0.0074163i,-0.0078855+0.0013734i,-0.015701-0.0040476i,-0.023115-0.010458i
-0.019233+0.0087772i,-0.074453+0.017741i,-0.15984+0.032649i,-0.19186+0.028175i,-0.12401-0.029629i,-0.067886-0.12314i,-0.078352-0.15381i,-0.061682-0.09197i,-0.0065727-0.034425i,0.0090654-0.01642i,-0.0051192+0.0096767i,-0.0044156+0.038339i,0.0016147+0.040197i,-0.00019019+0.029666i,-0.0086805+0.030084i,-0.018959+0.043514i,-0.021548+0.049934i,-0.016301+0.037234i,-0.010182+0.014706i,-0.0056273-0.0045581i,-0.0018883-0.0097623i,0.0043391-0.0019137i,0.010191+0.0066702i
0.0091187-0.021827i,0.042657-0.061541i,0.10501-0.11646i,0.14066-0.12529i,0.10877-0.047914i,0.070182+0.061759i,0.064721+0.09755i,0.037014+0.045472i,-0.015535+0.0048635i,-0.024283+0.0023045i,-0.0025677-0.017667i,-0.00074419-0.049778i,-0.011959-0.054026i,-0.015666-0.037017i,-0.0091032-0.029545i,-0.0010302-0.038389i,-0.00075553-0.041571i,-0.004097-0.028156i,-0.0053216-0.010184i,-0.005948-0.0014622i,-0.011765-0.0030049i,-0.025344-0.0039974i,-0.035278-0.00010337i
-0.010774+0.0077807i,-0.050443+0.026766i,-0.11952+0.064748i,-0.15245+0.07858i,-0.097063+0.016705i,-0.019335-0.088283i,0.013248-0.14535i,0.028613-0.11853i,0.042276-0.067832i,0.022298-0.03445i,-0.008785+0.00041851i,-0.012124+0.028367i,-0.004504+0.030964i,-0.003427+0.027479i,-0.0035887+0.033943i,0.00056558+0.043345i,0.0073433+0.042637i,0.010995+0.030991i,0.011131+0.016443i,0.010429+0.0048819i,0.012755-0.00010341i,0.023299+0.0015563i,0.03396+0.0037151i
0.015602-0.020372i,0.072076-0.076178i,0.15391-0.15976i,0.17745-0.1894i,0.099416-0.091776i,0.023152+0.061492i,0.010529+0.13636i,0.014346+0.1071i,0.0055966+0.05293i,0.0027247+0.02653i,0.010966+0.0079788i,0.012625-0.016123i,0.0082784-0.028713i,0.0046165-0.028651i,0.0023396-0.0338i,-0.00097688-0.047748i,-0.0054086-0.051885i,-0.0052814-0.037511i,0.00015067-0.016761i,0.0047204-0.00042655i,0.0028121+0.0057851i,-0.0063569-0.0015273i,-0.014686-0.013903i
-0.00048117+0.028791i,-0.015999+0.11202i,-0.048523+0.22565i,-0.068338+0.26299i,-0.046413+0.17179i,-0.010435+0.049938i,0.0073924-0.0072387i,0.0062304-0.0085155i,-0.0047114+0.0016627i,-0.013818+0.0059314i,-0.014307+0.013059i,-0.0076751+0.026943i,-0.00019119+0.03299i,0.0034722+0.028335i,0.0038009+0.029227i,0.004653+0.03836i,0.0068713+0.041081i,0.0061542+0.029265i,0.0028624+0.012056i,0.0033204+0.0019152i,0.0083431-0.00039077i,0.015003+0.0015807i,0.019523+0.004393i
-0.0046846-0.015648i,-0.00091762-0.072408i,0.013308-0.16566i,0.022057-0.20972i,-5.8146e-05-0.14591i,-0.044439-0.050354i,-0.072985+0.0049951i,-0.063161+0.022609i,-0.031498+0.022853i,-0.007176+0.01223i,0.00046462-0.0042893i,-0.0040581-0.015188i,-0.0077819-0.013889i,-0.0047585-0.015613i,-0.004908-0.029798i,-0.012916-0.039971i,-0.018468-0.035066i,-0.016622-0.020423i,-0.010768-0.0070916i,-0.00536-0.0011151i,-0.005593+0.00026648i,-0.012948+0.0017382i,-0.018435+0.0056338i
-0.0064389+0.026238i,-0.01359+0.094976i,-0.029011+0.20454i,-0.037011+0.25707i,-0.02358+0.19185i,-0.010165+0.089666i,-0.0082889+0.02685i,-0.02001-0.0049977i,-0.042072-0.019428i,-0.044928-0.012558i,-0.026897-0.0035713i,-0.012906-0.0014767i,-0.0091895+0.0021486i,-0.0060078+0.012776i,0.0044645+0.030907i,0.018763+0.045237i,0.025319+0.042589i,0.019467+0.027703i,0.0070284+0.012915i,-0.0044705+0.0053203i,-0.0061683+0.0055407i,0.0036307+0.0087405i,0.013781+0.011037i
-0.015479-0.038948i,-0.043478-0.1272i,-0.074554-0.2544i,-0.072263-0.30861i,-0.029006-0.24677i,0.016644-0.17256i,0.031486-0.13025i,0.035553-0.074475i,0.046715-0.019819i,0.043106-0.0039841i,0.02231-0.0064916i,0.0081633-0.0080637i,0.005633-0.012366i,0.0027517-0.016488i,-0.0044975-0.025164i,-0.013347-0.036345i,-0.017452-0.034992i,-0.013642-0.022724i,-0.0078881-0.010469i,-0.0031452-0.0031342i,-0.0010688-0.0018444i,-0.0056176-0.0053534i,-0.013867-0.0079419i
0.026357+0.0096362i,0.075904+0.057731i,0.1378+0.13969i,0.14363+0.18651i,0.069538+0.15909i,0.0019464+0.1298i,-0.0089818+0.10921i,-0.0086976+0.055004i,-0.02079+0.0038987i,-0.024924-0.002312i,-0.010067+0.011255i,0.0075407+0.010528i,0.0092982+0.001764i,0.0033604+0.0055094i,0.0094388+0.025438i,0.026896+0.039697i,0.036572+0.033364i,0.028365+0.017566i,0.013074+0.0066816i,0.0028617+0.0040434i,0.00014631+0.0049259i,0.0027654+0.0053315i,0.0051593+0.0026714i
-0.016287-0.011249i,-0.050661-0.054538i,-0.096207-0.13596i,-0.09602-0.19206i,-0.015771-0.17224i,0.086472-0.14357i,0.1182-0.12652i,0.088289-0.069564i,0.064811-0.0067017i,0.048231+0.0074919i,0.019391+0.00026236i,-0.0015063+0.0063162i,-0.0017719+0.011872i,-0.00014584+0.0013505i,-0.010796-0.019313i,-0.027318-0.032753i,-0.034917-0.029481i,-0.027391-0.016877i,-0.011417-0.0061243i,0.0012317-0.0022489i,0.0039121-0.0039643i,-0.0019439-0.0038828i,-0.007813-7.2757e-05i
0.028858+0.017953i,0.088251+0.072497i,0.16789+0.14868i,0.17586+0.18616i,0.063714+0.16576i,-0.082885+0.1476i,-0.14674+0.13597i,-0.12245+0.079404i,-0.087481+0.01412i,-0.060046-8.7976e-05i,-0.02474+0.0079479i,0.00025825+0.0052811i,0.0031289+0.0035083i,0.0022726+0.0077372i,0.0097108+0.015081i,0.021337+0.021545i,0.027735+0.020024i,0.021405+0.011i,0.0084262+0.002892i,-0.00016231+0.001172i,-0.0016226+0.0047692i,0.0042688+0.0079454i,0.012875+0.0068102i
-0.036684-0.0045194i,-0.119-0.023819i,-0.22489-0.063464i,-0.2368-0.093939i,-0.095739-0.09534i,0.075946-0.091847i,0.14552-0.088496i,0.11143-0.057232i,0.058167-0.012758i,0.033119-0.0016267i,0.01455-0.013783i,-0.0059267-0.014318i,-0.0082351-0.0053188i,0.0001892-0.0057343i,-0.0039447-0.018308i,-0.022104-0.027324i,-0.034881-0.024043i,-0.030975-0.014218i,-0.018938-0.0060833i,-0.0085762-0.005087i,-0.0029379-0.0050334i,-0.003968-0.0042626i,-0.0067763-0.0042657i
0.032509-0.014004i,0.089193-0.027264i,0.16756-0.024186i,0.16929-0.00056651i,0.035323+0.018005i,-0.13418+0.035549i,-0.20083+0.048775i,-0.15038+0.036274i,-0.081318+0.0087671i,-0.04718+0.0033441i,-0.017721+0.013309i,0.0087424+0.0071675i,0.0096315-0.0046213i,0.0037178-0.00096677i,0.011672+0.01057i,0.02624+0.016227i,0.032532+0.014025i,0.026326+0.0067011i,0.013838-0.0014769i,0.0022934-0.0044607i,-0.0024772-0.0027959i,-0.0011229-0.00072019i,0.0012073+0.0004589i
-0.024902+0.0078116i,-0.080473+0.0071895i,-0.16423+0.00023162i,-0.18547-0.0077563i,-0.071152-0.001153i,0.10431+0.0087336i,0.19728-0.0016073i,0.15981-0.010049i,0.082075+0.0027985i,0.04279+0.0086654i,0.019727-0.0011864i,-0.0026006-0.003763i,-0.0075793+0.00085777i,-0.0037678+0.0020223i,-0.0053997+0.00026417i,-0.012036-0.0028793i,-0.016571-0.0037231i,-0.013571-0.0013774i,-0.0052843+0.00027478i,0.0015536-0.0013507i,0.0030498-0.0048866i,-0.00094382-0.0066102i,-0.0074268-0.0047996i
0.030641-0.01946i,0.10259-0.045173i,0.2022-0.075018i,0.22176-0.081931i,0.093473-0.069763i,-0.080416-0.058597i,-0.16437-0.034693i,-0.13115-0.001569i,-0.064292+0.011777i,-0.038087+0.015326i,-0.025855+0.0261i,-0.0033114+0.028255i,0.0056975+0.018336i,-0.00081252+0.010711i,-0.0015608+0.011584i,0.011208+0.014906i,0.024274+0.013203i,0.025163+0.0073768i,0.017716+0.0011509i,0.0081703-0.00096173i,0.00095437+0.00048513i,-0.00053015+0.0016877i,0.0026282+0.0036424i
-0.016043+0.035744i,-0.056519+0.087319i,-0.12271+0.14444i,-0.14591+0.15656i,-0.061083+0.14087i,0.082741+0.12774i,0.17095+0.089571i,0.14268+0.024607i,0.065996-0.012439i,0.029718-0.013741i,0.015369-0.015453i,-0.0075531-0.01464i,-0.018514-0.006201i,-0.014219-0.00023298i,-0.011084+0.0023096i,-0.01327+0.0033908i,-0.015748+0.0033067i,-0.014016+0.0054531i,-0.0085902+0.011751i,0.0010045+0.014646i,0.0077175+0.0092775i,0.0062444+0.0012757i,0.0023615-0.0028107i
0.0062741-0.014193i,0.036041-0.05639i,0.094173-0.11218i,0.13426-0.14499i,0.090257-0.15567i,-0.035653-0.16707i,-0.14194-0.13194i,-0.13491-0.051574i,-0.070823-0.0065691i,-0.042858-0.0031717i,-0.031749+0.0029027i,-0.0097507+0.0077302i,5.2492e-05+0.0033926i,-0.0037059-0.0008511i,-0.0074398-0.0045509i,-0.0066586-0.0046936i,-0.0015386-0.001973i,0.00027394-0.0012308i,-0.0022995-0.00087123i,-0.0049698+3.2583e-05i,-0.0059408+0.0018293i,-0.0033349+0.0048712i,0.0018716+0.0072078i
-0.0057148+0.018848i,-0.038305+0.059885i,-0.092381+0.12166i,-0.12324+0.15599i,-0.089052+0.1543i,-0.002385+0.16452i,0.082883+0.14045i,0.094382+0.050484i,0.05139-0.011743i,0.030449-0.017137i,0.027303-0.018649i,0.012686-0.023865i,0.00081172-0.01921i,0.0031843-0.0094457i,0.0085893-0.0032755i,0.0060516-0.0046859i,-0.0026914-0.007058i,-0.0084852-0.0042872i,-0.0079657+0.0012002i,-0.0034453+0.0033995i,0.0023442+0.001328i,0.0059502-0.0010997i,0.0049104-0.0035345i
0.0058755-0.027879i,0.019886-0.099701i,0.054464-0.19835i,0.090138-0.24928i,0.084864-0.24234i,0.022183-0.23349i,-0.071485-0.18466i,-0.10891-0.067803i,-0.069846+0.010842i,-0.040318+0.014171i,-0.031703+0.011954i,-0.010059+0.016985i,0.0074793+0.012187i,0.0083111+0.0034546i,0.0030974-0.0034142i,0.00011185-0.0040488i,0.00046978-0.00090439i,0.00083638-0.0023724i,-0.0038011-0.0098126i,-0.011417-0.011069i,-0.014111-0.0038743i,-0.010797+0.0021678i,-0.0059762+0.0053221i
0.0087665+0.015802i,0.020253+0.069932i,0.014266+0.14701i,-0.032987+0.1887i,-0.082306+0.19381i,-0.0549+0.20127i,0.035611+0.16042i,0.077748+0.061658i,0.048172+0.0030143i,0.029378+0.003448i,0.029231+0.0013512i,0.015942-0.006928i,0.0034619-0.0071656i,0.0026824-0.0048856i,0.0082018-0.00061296i,0.012822-0.00074047i,0.010125-0.0061681i,0.004059-0.0062717i,0.0033926-0.0011221i,0.0071685+0.00049314i,0.0086792-0.0025153i,0.0062703-0.005152i,0.0019673-0.0058071i
-0.0010896-0.022785i,-0.013013-0.066169i,-0.016149-0.13693i,0.015758-0.17714i,0.074003-0.17289i,0.085373-0.17735i,0.012721-0.15258i,-0.05309-0.064258i,-0.049418+0.0013947i,-0.034266+0.0073014i,-0.033564+0.0076699i,-0.022633+0.015673i,-0.0074294+0.016763i,-0.003964+0.012062i,-0.0064451+0.0072758i,-0.0045299+0.0072136i,0.0013605+0.0090601i,0.0047911+0.0063829i,0.0034841+0.00059158i,-0.0011581-0.0010729i,-0.0065585+0.0024714i,-0.0092507+0.0049704i,-0.0086864+0.0048507i
0.007539+0.019094i,0.023902+0.072664i,0.03193+0.15208i,-0.0087553+0.19543i,-0.087668+0.19225i,-0.10424+0.19554i,-0.0061432+0.16363i,0.08099+0.065308i,0.069117-0.0022829i,0.039714-0.0014011i,0.035105+0.00079564i,0.022088-0.0097964i,0.0038497-0.010536i,-0.0016263-0.0048683i,0.0015112-0.0016144i,0.0038583-0.003013i,0.001015-0.0052587i,-0.002035-0.0039017i,0.0008054+0.0012164i,0.0069315+0.0028507i,0.0088944-0.00045988i,0.008098-0.002516i,0.0053449-0.0018722i
-0.021897-0.015257i,-0.059793-0.055262i,-0.095623-0.1149i,-0.056809-0.13991i,0.058086-0.12813i,0.1118-0.1314i,0.035401-0.11531i,-0.041044-0.052604i,-0.03575-0.010676i,-0.019748-0.0098907i,-0.021905-0.0056305i,-0.016425+0.003562i,-0.0073102+0.0059766i,-0.003434+0.0053703i,-0.0044712+0.0047648i,-0.0059282+0.0079165i,-0.0030972+0.012125i,0.00069143+0.011664i,1.5203e-05+0.007025i,-0.0038027+0.0034571i,-0.0068633+0.0031917i,-0.0081098+0.003639i,-0.0052915+0.0033866i
0.016899+0.0011191i,0.055594+0.021317i,0.10118+0.059852i,0.076923+0.080994i,-0.044662+0.078373i,-0.12205+0.099358i,-0.05552+0.1087i,0.029878+0.060117i,0.033863+0.017196i,0.01759+0.015243i,0.020707+0.012688i,0.019414+0.00016967i,0.010541-0.0064303i,0.0060881-0.0067017i,0.0064991-0.006033i,0.0041914-0.0070462i,-0.0024412-0.0076712i,-0.0059033-0.0062917i,-0.003385-0.0046669i,0.00080388-0.0036633i,0.0052863-0.0035352i,0.0091018-0.0032513i,0.0089398-0.0023104i
-0.013497-0.0092619i,-0.044901-0.035326i,-0.081113-0.076058i,-0.051621-0.093093i,0.064172-0.07985i,0.12799-0.092288i,0.040997-0.10771i,-0.061647-0.066168i,-0.063156-0.020434i,-0.034426-0.012633i,-0.027478-0.0063137i,-0.019264+0.0058603i,-0.0084487+0.010007i,-0.0041136+0.011012i,-0.001364+0.012882i,0.0030808+0.013419i,0.0087518+0.012128i,0.010747+0.0086588i,0.0056627+0.0040271i,-0.00098326+0.0017322i,-0.0059059+0.0012003i,-0.0097034+0.0009994i,-0.0088991+0.0005602i
0.019143+0.0071962i,0.070167+0.020277i,0.13061+0.034927i,0.10837+0.023011i,-0.021199+0.0028067i,-0.10629+0.02157i,-0.048772+0.050006i,0.023302+0.037961i,0.012643+0.01896i,-0.0080083+0.022976i,-0.00037714+0.021139i,0.0070775+0.0090829i,0.0065126-0.00027086i,0.0027931-0.0053721i,0.0002231-0.0069874i,-0.00064523-0.0086621i,-0.0038415-0.010798i,-0.0066116-0.010479i,-0.0044207-0.0072813i,0.00030579-0.0041398i,0.004122-0.0015107i,0.0073359+0.00031925i,0.0071457+0.00056405i
-0.019232+0.011119i,-0.065358+0.015571i,-0.12757+0.020166i,-0.11527+0.030997i,0.013001+0.036915i,0.10978+0.0046085i,0.065969-0.045251i,-0.0076561-0.055052i,-0.015618-0.035671i,-0.0057319-0.024865i,-0.011241-0.015344i,-0.013994-0.0042448i,-0.0095371+0.0019029i,-0.0058901+0.0047869i,-0.0039349+0.0070544i,0.00028777+0.0078194i,0.0049803+0.0060012i,0.0062469+0.0043219i,0.0034201+0.004089i,-0.00029066+0.0037468i,-0.0041215+0.0030587i,-0.0094975+0.0031324i,-0.011478+0.0037579i
0.011905-0.0065271i,0.04404-0.017693i,0.08836-0.03687i,0.07109-0.061134i,-0.040187-0.066419i,-0.10943-0.018096i,-0.04084+0.049533i,0.037562+0.062868i,0.031447+0.036227i,0.0064152+0.021793i,0.0044677+0.014768i,0.0066154+0.0054054i,0.0057412-0.0021128i,0.0027821-0.0079202i,-0.0013044-0.010615i,-0.0054102-0.0099135i,-0.0079224-0.0076575i,-0.0082903-0.004759i,-0.0064025-0.00060904i,-0.0021872+0.0023117i,0.0024342+0.0026318i,0.0073259+0.0019962i,0.010211+0.00085904i
-0.012261+0.0042744i,-0.04996+0.012165i,-0.10624+0.035981i,-0.10664+0.081014i,-0.0069885+0.11055i,0.070126+0.073833i,0.032388+0.0046359i,-0.011762-0.021001i,0.0046349-0.015557i,0.018062-0.019062i,0.0081359-0.021961i,0.00024055-0.016044i,-0.003322-0.0066452i,-0.0029281+0.0014489i,0.00023965+0.0048811i,0.001758+0.0049979i,0.0021767+0.0044079i,0.0026696+0.0045522i,0.002134+0.0046206i,-0.001605+0.0026141i,-0.0058129+0.00027725i,-0.0088283+0.00078494i,-0.0097066+0.001572i
0.016456-0.014283i,0.056797-0.036994i,0.11634-0.078047i,0.11603-0.12595i,0.0092449-0.1449i,-0.083525-0.097739i,-0.064623-0.010381i,-0.018514+0.035843i,-0.011696+0.029996i,-0.012162+0.019532i,-0.0044079+0.012518i,-9.8127e-05+0.0037632i,-0.00027731-0.0034431i,0.0004229-0.006699i,0.001532-0.0065018i,-0.00057537-0.0056072i,-0.003244-0.0027138i,-0.0025152-8.247e-05i,-0.00029294-0.00046531i,0.0018249-0.00085048i,0.0045612-0.00086326i,0.0085273-0.0017206i,0.0096918-0.0031171i
