-0.001694+0.00029363i,-0.00073178+0.00028818i,-0.00077567+0.00059845i,-0.00066959+0.0011157i,-0.00031463+0.0016045i,2.4417e-05+0.00092574i,-0.00061136+0.0011377i,-0.00065347+0.001158i,0.00036996+0.00023411i,0.00092803-0.00045336i,0.0010878-0.00074725i,0.0010735-0.0012497i,0.00067935-0.0021144i,-1.1144e-05-0.0019608i,-0.00033249-0.00071373i,-0.00014718+0.00029661i,0.00016869+0.00096578i,0.00044742+0.0011883i,0.00021975+0.00073337i,-0.00042826+0.00034633i,-0.00045501+0.00053281i,-0.00023269+0.00040488i,0.00030579+8.6167e-05i
0.0017264+0.0014247i,0.0014869+0.00052819i,0.002729-0.00029726i,0.0034663-0.00013049i,0.0025154-0.001273i,0.0016244-0.0016103i,0.0016088+0.00020164i,0.00087194+0.00098457i,6.1914e-05+0.00080686i,-0.00028942+0.00019735i,-0.00038875+6.5357e-05i,5.428e-05+0.00016308i,0.00060902+1.5602e-05i,0.0011672+2.3365e-05i,0.00043639+0.00023713i,-0.00024744+0.00020637i,5.1095e-05+0.00010585i,0.00069292-0.00021811i,0.00081368-0.00042551i,3.6779e-05-0.00021398i,-0.00021015+7.5085e-05i,-0.00035403+0.00025083i,-0.00057662+0.00033499i
0.0013315+0.0018298i,0.0022476+0.0012049i,0.0037753+1.9069e-05i,0.0036994-0.0012069i,0.0026257-0.0019068i,0.0013672-0.0021985i,0.00084624-0.0016805i,0.00088564-0.0013593i,0.00099035-0.001084i,0.001043-0.0011331i,0.0007532-0.0010847i,9.3905e-05-0.00023114i,-0.00078655+0.00083255i,-0.0013061+0.0006951i,-0.00017289+3.325e-05i,0.00032708+0.00068116i,-0.0011203+0.0010754i,-0.0011146+0.00037298i,-1.2319e-05+0.00016385i,-0.00028732+0.00010873i,-0.00086189-0.00037411i,-0.00041252-0.00040445i,-3.549e-05-5.9736e-05i
0.00038227+0.002433i,0.00013333+0.0032096i,0.0012719+0.0020581i,0.0023093-0.00045695i,0.0021018-0.001643i,0.0014718-0.0016114i,0.00096382-0.00097783i,0.00069764-0.00032771i,0.00010515-0.00066023i,-0.0003895-0.0008264i,-0.00052803-0.00088705i,-0.00044914-0.001178i,0.00025264-0.00069091i,0.00027021-0.0004864i,2.6189e-05-0.00026342i,-5.5271e-05-2.4604e-05i,-4.2513e-05+0.00037783i,0.00075088+9.1818e-05i,0.0015522-0.00089104i,0.001571-0.00076024i,0.0010908-0.00030099i,0.00036186-0.00020575i,0.00031989+0.00010822i
0.0005635+0.00016423i,0.00076387-0.00092462i,0.0015685-0.00036402i,0.0030079-0.00027457i,0.0025053-0.0011008i,0.0014887-0.00074581i,0.00097298+0.00029259i,0.00070075+0.00011491i,0.00018453-0.0003095i,-0.00048967-0.0003843i,-0.00023066-0.00050659i,0.00020734-0.00065666i,-0.00016568-0.00033009i,-7.1904e-05+0.00024412i,0.00051603+0.0002492i,0.00058073-0.00054904i,0.00019558-0.00053735i,-8.0658e-05-0.00017008i,-0.00021453-0.00053779i,-7.9975e-05+0.00047998i,0.00039379+0.0013918i,0.00078923+0.0004598i,0.00088533-6.5474e-05i
0.0022154-0.00082433i,0.0030084-0.0020309i,0.0037206-0.0030158i,0.0027172-0.0022759i,9.1691e-05-0.0018014i,-0.0011339-0.00097498i,-0.00038188+0.00012889i,8.8953e-05-0.00016668i,-0.00056171-0.0012559i,-0.00080954-0.00093602i,-0.0011114-0.00016262i,-0.00094081-0.0001516i,-0.00013993-0.0004047i,0.00040594-5.0177e-05i,0.00067129+0.00045486i,0.0011249+0.00039806i,0.00072876+0.00019887i,-0.0001447+6.1731e-05i,-0.00034152+0.0002485i,0.00038156-5.4469e-05i,0.00081866+5.6391e-05i,0.00011474+0.0003201i,-0.00061435+0.00010262i
-0.00086386-0.0014361i,-0.00080763-0.00041185i,-0.000777-3.9243e-06i,-0.00042491-0.00056067i,0.00014478-0.00076678i,0.00039355-0.00024486i,0.00077065+4.4758e-05i,0.00031243-9.7579e-05i,-0.00067765-0.00022617i,-0.001531+0.00039187i,-0.0010466+0.00064004i,1.1393e-05+0.00039066i,5.9662e-06-3.2636e-05i,0.00040151+0.0001098i,0.00064946+0.00029158i,0.00040276+0.00021477i,0.00046496+0.00032677i,4.7058e-05-4.2571e-05i,-0.00043993+0.00019323i,0.00040708+0.00043048i,0.0011281+0.00036301i,0.00033888+0.00086629i,-0.00022206+0.0006235i
-0.0016887+0.00073572i,-0.0018161+0.00072946i,-0.00069263+7.7323e-05i,0.00068562+0.00061908i,0.00065775+0.0008737i,-0.00014723+0.00052985i,-0.00085821+0.00048305i,-0.0010125-4.7476e-06i,-0.00091325-0.00090726i,-4.4461e-05-0.00061358i,0.00076804+0.00068602i,0.00016453+0.00092526i,-0.00061621+0.00062026i,-0.00065956+0.0003303i,-5.7105e-05-0.00014885i,0.00054596+0.00041232i,-8.2246e-05+0.00081272i,-0.00042948-4.181e-06i,-0.000206-0.00026496i,0.00012636+0.00038521i,2.9915e-05+0.00040049i,-0.00036195-0.00046931i,-0.00020678-0.00062713i
8.0564e-06+0.00044508i,0.00046188-5.7469e-06i,0.00063255+4.3148e-05i,0.001529+0.00038845i,0.0016429+0.00085899i,0.00062641+0.00092503i,0.00043121+0.0006717i,4.2014e-05+0.00049726i,-0.0009457+0.0001171i,-0.0012685-8.4748e-05i,-0.00011577-0.00010695i,0.00045125-0.00012333i,3.5085e-05-0.00021031i,-4.6561e-05+0.00023854i,0.000142+0.00076867i,0.00032264+0.00034129i,0.00037973-0.00026066i,-5.835e-05+1.1633e-05i,-0.00036716-0.00057926i,-0.0010417-0.0010872i,-0.0017711-0.00050515i,-0.001349+3.7361e-05i,-0.0011653-0.00038515i
-0.0022032-0.0014516i,-0.0018103-0.0010973i,-0.0019931-0.001492i,-0.001269-0.0014319i,-0.0010408-0.00021342i,-0.00052881+0.0005614i,0.00017802+0.00014865i,0.00037585-0.00053121i,0.00033766-0.001194i,-0.00016065-0.00087807i,-7.9261e-05-0.00031458i,0.00024213+0.00016358i,-0.00044189+0.00045157i,-0.00082923-0.00022982i,-0.00050142-0.00030213i,0.00037677+6.5849e-05i,0.00053261+0.00058217i,-0.00013177+0.0010067i,5.3355e-05+0.00054232i,8.7076e-05-0.00014349i,-0.00035373+5.7047e-05i,-0.00026097+0.0005874i,0.00050817+0.00065168i
0.00038151+0.00013737i,0.0025457+0.0014532i,0.0029127+0.0020485i,0.00149+0.00041603i,0.00030429-0.00047731i,0.00054626+2.4721e-05i,0.0012093+0.00036625i,0.00083996+0.00028979i,-0.00015167-0.00037268i,-0.0011338-0.00063235i,-0.001009-4.8989e-05i,-0.00034036+0.00011923i,0.00039097-2.8653e-05i,0.0005115+3.5227e-05i,-0.00018114+0.00027382i,-0.00041188+0.00079251i,-2.5158e-05+0.00088975i,0.0004762+2.7085e-05i,0.00078568-0.00020814i,0.00035644+1.5061e-05i,-0.00025472+0.00010266i,-0.00037203+6.345e-05i,-0.00057567+9.0748e-05i
0.00075611-0.0014335i,0.00014051-0.00091395i,0.00029713-0.00059422i,0.00031915-0.0003902i,-0.00075658-0.00013945i,-0.0013433+6.1987e-05i,-0.00050268-0.00082168i,0.0003136-0.0018953i,-0.00020136-0.0012705i,-0.00084396-0.0002478i,-0.00089463+0.00012304i,-0.00086806+0.00053724i,-0.00016293+4.7236e-05i,0.00059063+0.00036035i,0.00039916+0.00094252i,-0.00027273+0.00082425i,-0.00038805+0.00088144i,-0.0004186+0.00082179i,-0.00086818+0.00036294i,-0.00033707-7.7833e-05i,0.00050872-0.00043168i,-1.8268e-05-0.00068164i,-0.00089477-0.00036618i
0.00011578-0.00045642i,0.00076902-0.00053417i,0.0015629+0.00035475i,0.002447+0.00033316i,0.0019345-0.00030442i,0.0010662+0.00011874i,0.00060714+0.00058263i,0.00039066+0.00042577i,0.00035318+3.1296e-05i,-0.00030652-0.00012172i,-0.00031013+0.00014688i,2.8799e-05+0.00039131i,0.00023768+0.00033653i,9.7761e-05+9.5086e-05i,-0.00018453+0.00057414i,0.00013124+0.0010911i,0.00010327+0.00096295i,0.00021394+0.00035433i,6.8764e-05-0.00021186i,-0.0007315-0.00037981i,-3.5387e-05-0.00042028i,0.00063796-0.00079935i,0.00057523-0.00081617i
-0.001132-0.0012997i,-0.001479-0.0011657i,-0.00092735-0.00094022i,-0.00015461+0.00018911i,0.00087823+0.0013159i,0.0010735+0.00078543i,0.00035793-0.00010307i,-8.6446e-05-0.00028586i,-0.00061189-0.00045412i,-0.00093079-0.0009323i,-0.00079955-0.00069065i,-0.0006134-0.00012828i,-0.0003155-0.00018455i,0.00014483+0.00012814i,0.00012046+0.00025699i,-0.00030823+0.00035252i,-0.00020954+0.00064172i,6.455e-05+0.00089333i,-0.0001382+0.00084526i,-0.00026509+0.00085166i,-0.0006507+0.00043572i,-0.00071006+0.00033125i,-0.00094765+0.00038705i
-0.0034686+0.00079321i,-0.0029374+0.0011983i,-0.0015234+0.0021657i,0.00088195+0.0020788i,0.0023079+0.00056465i,0.0014873-0.00041689i,0.00015659-0.00053628i,-0.00036384-0.0010564i,-0.00060404-0.00044431i,-0.00029279+0.00023264i,0.00026383-0.00037837i,0.00016949-0.0002318i,-0.00061916+0.00055011i,-0.0012139+9.3871e-05i,-0.00089708-3.6177e-05i,-3.3747e-05+0.00031485i,2.7117e-05+0.00026295i,-0.0003575-0.00017456i,-0.00044415-0.00070374i,0.0001687-0.00086052i,0.00086279-0.00091394i,0.00069159-0.00077404i,-0.00044422-0.00053654i
-9.9135e-05-0.0016644i,0.00056634-0.0012442i,0.0011315-0.00093911i,0.0013738-0.00021731i,0.00072155+0.00021872i,0.00017376+0.00048706i,0.00093593+0.00043201i,0.00070945+0.00014164i,-0.00043769-0.000385i,-0.0013595-0.00050873i,-0.00099152-1.9029e-05i,-0.00012678+4.7383e-05i,-6.2023e-05-0.0002079i,-2.0485e-05-0.00037989i,4.719e-05-5.3719e-05i,0.00016088+8.0622e-05i,9.8802e-05+0.00029174i,0.0001507+0.00049031i,0.00032398+0.00043558i,-0.00010365-0.00013895i,-0.0001414-0.00012408i,-9.3007e-05-4.0392e-05i,0.00014629+0.00041746i
0.00025808+0.0015732i,0.0003616+0.0015715i,0.0018683+0.0012566i,0.0021347+0.00040244i,0.0014607-0.00041155i,0.0005583-0.00045404i,0.00083142-0.00029984i,0.00071965-0.0001533i,-0.00010223+9.4366e-05i,-0.00058619+0.00076667i,-0.0011794+0.0011292i,-0.00046076+0.00094294i,0.00012501+0.00031841i,-0.00037807+0.00051691i,-0.00068917+0.00085052i,-2.0699e-05+0.00056548i,0.0011943+0.00056363i,0.00069584+0.00089352i,-0.00026754+0.00075073i,-0.00051554-0.00047423i,-0.00040712-0.00093787i,0.00027539-0.00030064i,0.00031458+0.0004858i
-0.00080652-0.00038854i,-0.0014368-6.7911e-05i,0.00031369-0.00041603i,0.0012242-0.00040558i,0.0013065+7.323e-05i,0.00016172-0.00024465i,-0.00052047+0.00021108i,-0.0006492+0.0001678i,-0.0010363-0.0010442i,-0.0012178-0.0010277i,-0.0010449-0.0003662i,-0.00021148-0.00067476i,0.00013686-0.0011026i,-0.00010319-0.00085022i,-0.00088384-0.00061509i,-0.0012105-0.000632i,-0.00029464+4.2655e-05i,-0.00057551+0.00015212i,-0.0010412-2.4747e-06i,-0.00015687+0.00010574i,-0.000135+3.8148e-05i,-0.00091481+8.9493e-05i,-0.00022259+0.00018407i
0.0012451+0.00064041i,0.0014559+6.7062e-05i,0.0021904-0.0008258i,0.0030605-0.0021788i,0.0027099-0.0023363i,0.00099158-0.0012544i,0.00020077+6.2763e-05i,0.00012044+0.00093859i,0.00014421+9.5483e-05i,-0.00055538-0.00055962i,-0.0010686+0.00011097i,-0.0011372+0.00041114i,-0.0011625-0.00028327i,-0.00055217+0.00024831i,-0.00020139+0.0013503i,-0.00065188+0.0013343i,-0.00016612+0.00046267i,0.00084298-2.7584e-05i,0.0017052+0.00045092i,0.0014502+0.00044662i,0.0005195-6.6821e-05i,-0.00018184-0.00035214i,-0.0003682-0.00055274i
0.0025825+0.0021149i,0.0028374+0.0018913i,0.0032106-6.2447e-05i,0.0040916-0.0016487i,0.002936-0.0012053i,0.00067856+0.00030562i,-0.00042008+0.00043812i,-0.00037789-0.00063324i,-0.00049312-0.0013345i,-0.001298-0.0014629i,-0.0017406-0.0010856i,-0.0016979-0.0008862i,-0.0014792+2.8848e-06i,-0.0010835+0.00093454i,-0.0010152+0.0011511i,4.5466e-05+0.00096166i,0.00091249+0.0008585i,0.00056835+0.00041733i,-0.0004381-0.00048691i,-0.0008114-0.0002996i,-0.00047863+1.8279e-05i,0.00034515-0.00028049i,0.0010245-1.279e-05i
-0.00034697+0.0015285i,-5.3389e-05+0.002295i,5.537e-05+0.0019051i,0.00050931+0.00058232i,0.0010595-0.00070983i,0.0010827-0.00092981i,0.00085384-0.00064842i,0.000509-0.00015948i,-0.00069662-0.00020801i,-0.0010662-0.00081554i,-0.00051955-0.00087013i,-0.00028752-5.1348e-05i,-0.00052316+0.00040404i,-0.00074882+0.00014612i,-0.00061889+0.00053885i,-0.0010587+0.00024653i,-0.0010465-0.00031463i,-0.00045033+3.6877e-05i,0.00012432+0.00038208i,0.00058135+0.00076977i,0.00061371+0.0010237i,0.00087744+0.00055857i,0.00067518+0.00029197i
0.0027826-0.00059744i,0.0029727-0.0011569i,0.0045806-0.0018189i,0.0051461-0.0021997i,0.0030794-0.0025631i,0.00033624-0.0014974i,-0.00091287-0.00059399i,-0.0010248-0.00091072i,-0.00051069-0.00095449i,6.9954e-05-0.00069136i,-0.00064129-0.00031053i,-0.0008096+8.6552e-05i,0.00013541+0.00019695i,0.00018618+0.00025535i,-0.00035484+0.00021251i,-0.0006143+0.00055628i,-0.00019807+0.00017683i,0.00031744-0.00083044i,0.00037496-0.00060908i,-0.00019894-0.00038991i,-0.00048589-0.00033989i,-0.00015653-0.00042714i,0.00050465-0.00016713i
0.0016799+0.00015117i,0.0011489-0.00054142i,0.0018188-0.0018479i,0.0016743-0.0025324i,-2.2365e-05-0.0025975i,-0.00080143-0.0019607i,-0.00022125-0.00018507i,7.4401e-05+0.0010332i,-0.0011409+0.00032629i,-0.001853+0.00021573i,-0.001775+0.00074429i,-0.0012432+0.00054436i,9.3187e-05-0.00042839i,3.1935e-05-0.00064876i,-0.00032987-0.00012816i,-0.00040306-1.93e-05i,-0.00036427-0.0007423i,-6.2736e-05-0.00055904i,-0.00013414-0.00089688i,-0.00035675-0.0011845i,-0.00079324-0.00082154i,-0.00075197-0.00040184i,-0.0003911-0.00016241i
0.00055998+0.00068351i,0.0016368+0.00020821i,0.0022242+0.0010732i,0.0015911+0.0012125i,0.0012414+0.00021361i,0.00082429-0.00049755i,0.00038731-0.00087841i,0.00046585-0.00071372i,0.000449-0.00022298i,-3.8911e-05-0.00011049i,-0.00053549+0.00013076i,-0.00078943-0.00016817i,-0.00078048-0.00053588i,-7.9458e-05-0.00024969i,0.0006105-0.00040505i,0.0002459-0.00092007i,-0.00022345-0.0012502i,0.00029101-0.00066407i,0.0001551-0.00045946i,-0.00028599-0.00027111i,-0.00052165+0.0008286i,2.7202e-05+0.00089735i,0.00043697+0.00011885i
-0.0012325+0.00079437i,-0.0017117+0.00044206i,-0.0013092+0.001206i,0.00092346+0.00097418i,0.0022802+0.00030715i,0.0020566+0.00010166i,0.0015951+0.00023411i,0.0007582+0.00068514i,-0.00053863+0.0007547i,-0.00079855+0.001088i,-0.00023727+0.00092633i,0.00016498+0.00052884i,0.00048641+0.00071519i,0.00028028+0.00064089i,-0.00011099+0.00031444i,-0.00064826+0.00027737i,-0.00084882-2.9472e-06i,-0.00024166-0.00060439i,0.00032981-0.00068766i,0.00060516-0.00020359i,0.0006413-0.00014143i,0.00053665-0.00012908i,0.00057163-0.00016564i
0.0006412-0.00031197i,0.00029796-0.0006698i,0.00093632-0.0013649i,0.0012535-0.0022389i,0.00072008-0.0020784i,-0.00013383-0.0010102i,-0.00020407-0.00039234i,-0.00024489-0.00072469i,-0.00013913-0.00066424i,0.0004673-0.00065111i,0.0010774-0.00032273i,0.00077385+0.00050302i,-0.00012446+0.00060472i,-0.00012244+0.00043232i,0.00010849-4.4658e-05i,-5.4096e-05-4.7566e-05i,-0.00013879+0.0005071i,-0.0001145+0.00054089i,-7.896e-05+0.00038473i,8.1034e-05+0.00061287i,0.00019405+8.4983e-05i,0.00037491+4.3185e-05i,0.00011599+0.00041428i
-0.00069623-0.00092577i,-4.9629e-05+0.00035148i,0.0010854+0.0010675i,0.0017578+2.8059e-05i,0.0014445-0.0013923i,0.00079178-0.00083165i,0.0007483+0.00021804i,0.00053592-0.00022914i,-0.00038163-0.00094252i,-0.00044443-0.00025837i,-0.00024113+0.0010937i,0.00021247+0.00063808i,0.001119-0.00052945i,0.00092349-0.00027817i,0.00088472-0.00038935i,0.00083938-0.00078961i,0.00031222-0.00013496i,4.3495e-07+0.00011328i,-0.00027453+3.6724e-05i,-7.0918e-05+0.00065662i,0.0010164+0.0010354i,0.00081199+0.0012137i,-0.00066633+0.00069138i
0.00067449-0.00055694i,0.0007178-0.0008069i,-0.00018138-0.00071287i,-0.0013146-0.00044281i,-0.0010123+0.0001186i,-0.00073207+0.00081985i,-0.00061075+0.00084147i,0.0006567+0.00015136i,0.00056944-8.8776e-05i,-0.00044461+9.8013e-05i,-0.0007855+0.00018356i,-0.00042264-2.4018e-05i,-0.00011584+0.00023617i,0.00047741-5.2953e-05i,0.00095883-0.00056521i,0.00045385-0.00015046i,0.00031583-5.3108e-05i,0.00023688-0.0003251i,0.00027582+0.0001742i,-0.00013948+0.00085964i,-0.00048693+0.00059085i,0.00058939+0.00029046i,0.00075393-0.00023943i
-3.5032e-05+0.0014584i,0.0012697+0.0015954i,0.0027152+0.0017566i,0.0027499+1.7667e-05i,0.0021885-0.0012407i,0.0017479-0.0014553i,8.849e-05-0.001086i,-0.0010298-0.00087049i,-0.0012195-0.001745i,-0.00043766-0.001333i,0.0005249+0.00057581i,-6.7998e-05+0.0005557i,-0.000149+0.00033484i,-0.00011719+0.00081061i,-0.00083143+4.1219e-05i,-0.00079491+0.00014635i,-0.00051966+0.00093184i,-0.00077915+0.0011295i,-0.00011046+0.0007041i,0.0008315-0.0001162i,0.00036546-0.00055009i,-1.7886e-05-0.00022015i,0.00024386+0.00071432i
0.0013965+0.00045558i,0.0022984+0.0013986i,0.0026871+0.0011376i,0.0031317+0.00030778i,0.0019667+0.00014285i,0.00087867+0.00069159i,0.0015765-0.00011042i,0.0016476-0.0010274i,-0.00017921-0.0011296i,-0.0013091-0.00038604i,-0.00083242+0.00012429i,-0.00027217+0.00061509i,-0.00075656+0.00062481i,-0.0010699-0.00030046i,0.00059899-7.66e-05i,0.0016415+0.00050831i,0.00076258+0.0004644i,-0.00033897+0.00012385i,-0.00074921+9.0465e-05i,-0.0010053+0.00020803i,-0.00073975+0.00015773i,-0.00047661-0.00028851i,-0.00061516-0.0006116i
0.00085981+0.00062989i,0.0011238+0.00093688i,0.0015089+0.0012596i,0.00091545+0.00040946i,0.00094686-0.0010319i,-1.5891e-06-0.0012302i,-0.00077937-0.0010239i,-0.0003217-0.0004978i,-0.00059764-0.00028488i,-0.00089444-0.00020941i,-0.00056547-0.00058525i,-0.00012836-0.00031506i,-2.2313e-05-0.00022493i,-0.00032476-0.00035943i,-0.00021048+0.0007493i,0.00017432+0.0009365i,0.00042811+0.00068921i,0.0004322+0.00093326i,0.00038716+0.0008171i,0.00013194+0.000392i,-0.00048003-5.2906e-06i,-0.000369-0.00011548i,0.00016239+0.00023363i
8.8168e-05-0.0014876i,0.00041187-0.00083603i,0.0011772-0.0016505i,0.0012657-0.0019366i,0.00082566-0.00063047i,0.00047495+0.00058726i,7.2589e-05+0.00072295i,-0.00064081+8.6482e-05i,-0.00051598-0.00018064i,0.00039229-0.00057895i,0.00027304-0.00051389i,-0.00044657-3.0428e-05i,0.0001978-0.00033688i,0.00029787-0.00029442i,0.00011377+0.00039087i,0.00043875+0.00077783i,0.00012693+0.0010069i,-0.00036155+0.00043538i,-0.00072989+6.5462e-07i,-0.00052753+0.00057862i,-0.00064629+0.00093736i,-0.00072683+0.00058712i,0.00035862+0.00060565i
0.0015879-0.0013954i,0.0029422-0.0014932i,0.0032393-0.0017735i,0.0010069-0.0015713i,-0.0015618-0.0018567i,-0.0015511-0.0010875i,-0.0003777+0.00035878i,9.039e-05+0.00069868i,-0.00063988-0.00047758i,-0.0015609-0.00052551i,-0.00095706+0.00049618i,0.00013491+0.0005633i,0.0008077+0.00033343i,0.00041571-0.00053533i,0.00015073-0.00068708i,4.6524e-05+0.00036392i,-0.00045222+0.0010125i,-0.00040301+0.00073522i,-0.00014616-0.0004295i,1.3305e-06-0.001008i,-0.00028505-0.00040678i,-0.00016032-0.00018513i,-0.00026554-0.00026764i
-0.00042994+0.00046195i,-0.00019201+0.00062121i,0.00081995+0.00082247i,0.00181+0.00021224i,0.0017134-0.00086666i,0.0013225-0.00058113i,0.00078062+0.00046411i,-7.4702e-06+0.00016546i,3.3316e-05-0.00037412i,0.00045471-0.00036258i,8.2887e-05+0.00042595i,-5.4787e-05+0.00094913i,-0.00027589+0.00011743i,-0.00062754-0.00095217i,-0.0004526-0.00081285i,-0.00037311+0.00026219i,-0.00029731+0.00064496i,-0.00046035+0.00054591i,-0.00023342+2.8988e-05i,0.00051898-0.0010716i,0.0005712-0.0011774i,-3.2169e-05-0.00046611i,-0.00029403+2.9334e-05i
0.00040156-0.0019174i,0.0005596-0.0026633i,0.00060682-0.0022228i,-2.4461e-05-0.00067027i,-0.00060337+0.00022476i,-0.00023755+0.00029812i,-4.0513e-05-0.00062324i,0.00043496-0.00036508i,0.00062371-0.00024892i,-1.9733e-05-0.0005122i,-0.0004133+5.9229e-05i,0.00012369-0.0001737i,0.00081048-0.00042305i,0.00075617+0.0002236i,0.00019026+0.00089553i,-0.00016731+0.00032955i,1.3159e-05-4.7544e-06i,-0.00011421+0.00042005i,-0.00012272+0.00046128i,-0.00010171+0.00030551i,0.00031824+0.00071268i,-0.00027649+0.00052518i,-0.0010307-5.3108e-05i
0.00026788-0.0014289i,-0.00035917-0.0013644i,0.00037001-0.0010297i,0.00051936-0.00084879i,-0.00040764-0.00036693i,-0.0010445+0.00012402i,-0.00072121+0.00039623i,-0.00046647+0.00058423i,-0.00042954+0.00026817i,-0.00090565-0.00036346i,-0.00046836-8.3717e-05i,-0.0001489+0.00069229i,-1.706e-05+0.00051342i,0.0006636+0.00026979i,0.00017155+0.00044632i,-0.00029465+3.8169e-05i,-0.00012815-0.00070562i,-0.00082134-0.00090415i,-0.00096422-0.0008174i,-0.00045608-0.00067946i,-0.00018081-0.00031719i,0.00035145-0.00021261i,0.00027264-0.00057529i
0.0012311+0.00029805i,0.00075046-0.00019353i,0.0017831+0.00011962i,0.003183+0.0002446i,0.0035387-0.001279i,0.0015144-0.0018541i,0.00027235-0.00076885i,0.00065447-0.00037051i,0.0003526-0.00072177i,-0.000237-0.0009915i,-0.00095316-0.0003596i,-0.0013373+3.3489e-05i,-0.0014934-0.00037884i,-0.0012013+7.0584e-06i,-0.0010405+0.0007985i,-0.0008272+7.6494e-05i,0.00037722-8.2267e-05i,0.00068706+0.0006729i,0.00031329+0.00034931i,0.00010355+9.1465e-05i,-0.00052967-4.9621e-06i,-0.0004718-8.3659e-05i,-0.00015641-0.00010257i
-0.0010507-0.0018394i,4.8387e-05-0.0010024i,0.00055865+0.00022245i,0.00055407-0.00047642i,0.0011415-0.00061668i,0.0011615+0.00079704i,0.00066965+0.00068139i,0.00026352-0.00039859i,-0.00081634+2.5018e-05i,-0.00082109+0.00055196i,0.00047519+0.00067097i,0.00092769+0.000563i,0.00023182-0.00017034i,-0.00028225-0.00073463i,-0.00053728+0.00034069i,0.00034441+0.0009824i,0.0010022+0.00028114i,0.0010964-9.1796e-05i,0.00095581+0.00060028i,-8.9387e-06+0.0002285i,-0.00028085-9.9816e-05i,-0.00013797+0.00049271i,-2.8061e-05+0.00035121i
0.00039376+0.0004962i,0.0017965+0.00079445i,0.0021545+0.0017412i,0.0023513+0.0012811i,0.0018718-0.00016211i,0.0013053-0.00095708i,0.0010792-0.00092831i,0.00014515-0.00076699i,-0.00080973-0.0004143i,-0.00047038-0.00016446i,-0.00036167+0.00023584i,-0.00016428+0.00020019i,3.6732e-05+0.00010055i,0.00031323-0.00030985i,-0.00014001-0.00049797i,-0.00060122+0.00017825i,-0.00014722+0.00069028i,-0.00010586+0.00027659i,-0.0003096-8.8232e-05i,-0.00059471-0.00013261i,-0.00060325+0.00049756i,0.00019339+0.00058997i,0.00092124-0.00047237i
0.00057892-0.00054413i,3.1577e-06-0.00069269i,-0.00037243-0.00090151i,-0.00060535-0.0017641i,-0.00015399-0.0020132i,-0.00014861-0.0011098i,6.1139e-05-0.00045881i,0.00055904-0.00030003i,0.00014402-0.00059326i,-0.0007113-0.00062838i,-0.0011319-0.00035662i,-0.0012675-0.00052921i,-0.00015953-0.00073884i,0.00067179-0.00013709i,0.00026565+0.00097088i,-0.00041939+0.0014075i,-0.00040059+0.00077689i,0.00035816+0.00028603i,-0.00030134+0.00030745i,-0.0013468+0.0003119i,-0.0010766+0.00012184i,-0.00044804+0.00024982i,-0.00053182+0.00034636i
0.00093781-0.0011155i,0.0020793-0.0015673i,0.0026957-0.0019526i,0.0018342-0.0010233i,0.00046876+0.0005838i,-8.0105e-05+0.0015222i,0.00049077+0.00069088i,0.00073658+0.00057427i,-4.8974e-05+0.00034856i,-0.00043826-0.00059199i,-0.00041359-0.00076893i,-0.00068808-0.00058233i,-0.00074084-0.00012768i,-0.00055861+1.1191e-06i,-9.4954e-05-8.8732e-05i,0.00089515-0.00026954i,0.00083206-3.7896e-06i,-0.00026109+5.3853e-05i,-0.0009517+3.9773e-05i,-0.00025175+0.00018087i,0.00060603+0.00047639i,0.00033953+0.00061282i,2.7979e-05-0.00012723i
-0.0011001+0.0010804i,-0.00015623+0.0024153i,0.00037113+0.0037099i,0.00049943+0.0021274i,0.00073654-7.0687e-05i,0.00051974-0.00086346i,0.00060611-0.00042612i,0.00073656-0.00061606i,0.00037417-0.00073226i,-0.00026679-0.000167i,-0.00040396-2.6213e-05i,-0.00085868+2.3683e-05i,-0.00081047+0.00025206i,-0.0006113+0.00011642i,-0.00091831-2.7859e-05i,-0.0012739-0.00015493i,-0.0013773-0.00068717i,-0.0011179-0.0007607i,-0.00050238-0.00046758i,-7.9679e-05-0.00032003i,1.3516e-05-0.00019392i,0.00051781-0.00017074i,0.0011266+0.00012437i
0.0024585+0.00013565i,0.0028787-0.001103i,0.0038454-0.0023349i,0.0042032-0.0020981i,0.0026391-0.0016641i,0.00098633-0.00033929i,0.00074117+0.000457i,0.00048327+0.00016006i,-0.00071043-0.00021736i,-0.00061969-0.00056083i,-0.00021424-0.00039194i,-0.00049234-0.00032925i,-0.00033433+6.6909e-05i,0.00044847+0.00097437i,0.00054938+0.0013505i,1.1709e-05+0.00089493i,-0.00037403+0.00017358i,-0.00017429-0.00026035i,0.0004097+2.1653e-05i,0.00041265+0.0015328i,5.9204e-05+0.0015995i,0.00049068+0.00014041i,0.00022918-0.00050315i
