-0.0022109-0.00042748i,-0.0016309-0.0012709i,-0.0023246-0.0010195i,-0.0039999+0.00014577i,-0.0045547+0.00097845i,-0.0025182+0.0013084i,-1.1808e-05+0.0012143i,0.00083115+0.0014786i,0.0010295+0.0012677i,0.0016144+0.000788i,0.0011935+0.00053079i,0.00017079+0.00027307i,-0.00034595+7.9185e-05i,-0.0010079-0.00061638i,-0.0006544-0.0013252i,3.1503e-05-0.00085941i,8.9212e-05-0.00030058i,-0.00032323-0.0002334i,-0.0017428+0.00012131i,-0.0016519+0.00022813i,-0.00013335-4.6942e-06i,0.00065306-0.00020628i,0.00037928-0.00043868i
-0.00038161-0.0012927i,-0.00097206-0.00092318i,-0.0023697-4.4709e-05i,-0.0020673+0.00065432i,-0.00047584+0.00027568i,0.00012567+7.5526e-05i,0.00024372-0.00015419i,-0.00029318+0.00027454i,-0.00044745+0.00083388i,0.00014561+0.00068563i,4.0271e-05+0.00079022i,0.00019063+0.0010805i,0.0013036+0.00094137i,0.0018032+0.00054675i,0.0010657+0.00048426i,0.00095775+0.00083219i,0.00073715+0.0014349i,0.00018995+0.0010603i,-2.0951e-05+0.00022589i,0.00030463-0.00010445i,0.00091667-0.00053684i,0.00046804-0.0012159i,-0.00065317-0.00094972i
0.000983-0.0021592i,-0.00068335-0.0019322i,-0.0015897-0.0020182i,-0.0020319-0.00056981i,-0.0019821+0.001567i,-0.0013321+0.0015633i,-0.0005022+0.00035737i,-0.00010111-0.00030002i,0.00022003+7.922e-07i,-0.00038543+0.00034431i,-0.00051001+0.00016467i,-4.7422e-05+0.00038105i,3.9693e-07+0.00064804i,0.00094038+0.0011745i,0.00091685+0.0013085i,0.00016367+0.00036397i,-0.00052843-0.00041549i,-0.00094154-0.0002667i,-0.00076084-2.942e-05i,-0.00067568+0.00044288i,-0.00039814+0.0016979i,-0.00069532+0.0019328i,-0.00058262+0.00097794i
-0.0015203-0.0021036i,-0.0014078-0.0017856i,-0.002384-0.001063i,-0.0032206+0.00079938i,-0.0024458+0.0016553i,-0.00043556+0.00075176i,0.00038252-0.0006937i,0.00034745-0.001219i,0.00068693-0.0012977i,0.00048009-0.00057747i,5.7021e-05+0.00034182i,0.0005787+0.00077411i,0.00025233+0.0010853i,-0.00027589+0.0010353i,-0.00035849+0.00030896i,0.00041186-0.00022047i,0.00052611-0.00044074i,0.00030292-0.0010258i,0.00067572-0.0011162i,6.896e-05-0.00065421i,-0.00018746-0.00057229i,7.5055e-05-3.646e-05i,-0.00035546-0.00012084i
-0.00079525+0.0021723i,-0.00079371+0.002262i,-0.00070042+0.0034634i,-0.00079644+0.0038442i,-0.0012473+0.0026505i,-0.00042991+0.00064711i,0.00024169-0.00070728i,0.00095485-0.00060865i,0.0015242+0.00028314i,0.0014047+0.00074831i,0.0012065+0.00068716i,0.0013003+0.0006828i,0.0014193+0.00057145i,0.0011229+0.00085925i,0.00043101+0.00037927i,-9.3479e-05-0.0013335i,-0.00053592-0.00096872i,-0.00097086+0.00040684i,-0.00104+0.00082514i,-0.00048676+0.00075771i,0.00026182+0.00053555i,0.00086346+0.00048366i,0.0012659+0.00018525i
0.00017471+1.177e-05i,-0.0002773+0.00094935i,-0.00079638+0.0018059i,-0.0010562+0.0022801i,-0.00085687+0.002031i,-0.000533+0.0012307i,-0.00052699-7.585e-05i,-0.00020036-0.00067671i,-0.0001463-0.00060937i,-0.00035075-0.00080213i,-0.00054853-0.00054954i,-4.1909e-05+0.00011875i,0.00087974+0.0007724i,0.00049626+0.0014484i,-0.00019834+0.0012324i,-0.00014917+0.0005036i,0.00070032-0.00062805i,0.0014641-0.0018524i,0.00073165-0.0010544i,-0.00022619+0.00055593i,6.9235e-05+0.0011248i,-0.00016106+0.0014714i,-0.00030732+0.00083743i
-0.0016331-0.0011665i,-0.0022893-0.00094575i,-0.0023898+0.00035104i,-0.0016709+0.00073829i,-0.00070645+0.00015392i,1.8386e-05-0.00066626i,0.00018155-0.00076707i,0.00020197-0.00084305i,-6.1175e-05-0.00094277i,-0.0005151-0.0004844i,-0.00027725+0.00026131i,0.00073232+0.00071128i,0.0010549+0.00028227i,0.00038953-0.00058999i,-0.00025475-0.00024494i,-0.00040667-0.00013062i,-0.00097625-2.3593e-05i,-0.0015467+0.00069008i,-0.0012164+0.0010134i,-0.00077296+0.0010819i,-6.8899e-05+0.00092954i,0.00024859+0.00047883i,0.0007499+0.0005928i
0.00046787+0.0016638i,0.0012113+0.00081556i,0.0026052+0.00075396i,0.0022814+0.0011296i,0.0017296+0.0011246i,0.00027135+0.00035882i,-0.00019836-0.00014201i,0.00023723-0.00018621i,0.00024107-0.00041082i,7.8441e-05-0.00064411i,-0.00043584-0.00096688i,-0.00090889-0.001423i,-0.0013559-0.00063455i,-0.0012113-0.00012871i,-0.00070904-0.00030257i,-0.0010092-0.00039848i,-0.0006247-0.00079314i,-0.00010343-0.00099289i,1.6644e-05-0.0008708i,0.00013058-0.00049975i,3.8039e-05-8.0306e-05i,-0.00028513+0.0002814i,0.00049177+0.00053222i
-0.00078987-0.00043081i,-0.00085381+0.00081581i,-0.0012705+0.00053443i,-0.0016969-0.00029759i,-0.001418-0.00048162i,-0.0010107-0.00027108i,-0.00075585-0.00037063i,-0.00079494-9.2759e-05i,-0.0013738+0.00028714i,-0.0011234-0.00024547i,-0.00039763-0.00028782i,-4.4126e-05+0.00039909i,0.00017119-0.00011014i,0.00042858-0.0010852i,6.5848e-05-0.00087398i,0.00026067-0.00061202i,0.00032935+0.00011128i,6.3122e-05+0.0005608i,-0.00039064+0.00028014i,-0.00065269+0.00075332i,-7.3528e-05+0.00068544i,0.00091124-7.8565e-05i,0.0013405-0.00065914i
-0.0014968-0.00074387i,-0.0019602+0.00046998i,-0.0019415+0.0024644i,-0.0011521+0.0033153i,0.00038524+0.001994i,0.00032949+0.00020409i,-0.00016546-0.0010175i,-0.00037198-0.00089986i,-8.5459e-05+0.00035477i,-0.00028663+0.00087837i,-4.9377e-05+0.00066001i,-1.3334e-05+0.00039209i,-0.0010687+0.00020357i,-0.0010021+0.00018981i,-0.00048459+0.00046914i,0.00037168+0.00048393i,0.00079623+8.7348e-05i,0.00017356-0.00072383i,0.00053738-0.0010629i,0.0010187-0.00027435i,0.0012436+0.00053435i,0.00069188+0.00012925i,-0.00048903-0.00029892i
0.00032868-0.0018218i,-0.0011144-0.00074955i,-0.0023124-0.00045935i,-0.0023227+0.000371i,-0.0020298+0.001035i,-0.0011845+0.00058402i,-0.00077446-0.0005041i,-0.00080605-0.0013357i,-5.7207e-05-0.00079818i,-0.00037539-0.00025316i,-0.00067331+0.00011474i,-0.00020233+0.000785i,-0.00015214+0.0014181i,-0.00017583+0.0013315i,-0.00010947+0.00086194i,-0.00029264+0.00076797i,-0.00066213+0.000939i,-0.00068191+0.0014395i,-0.00030717+0.0013159i,0.00072588+0.0013092i,0.00094189+0.0015645i,0.00069344+0.00090644i,0.00091132-0.00049148i
-0.00019068+0.002869i,0.00032326+0.0026609i,0.00071173+0.00382i,0.00037692+0.0028412i,0.0003175+0.0012719i,0.00024047+0.00045972i,-0.00043171-0.00033276i,0.00021589+6.4916e-05i,0.001292+7.6555e-05i,0.0014558-0.00034956i,0.0010357-0.00044104i,0.00092414-0.00016298i,0.00043008+0.00027481i,0.00051676-0.00019954i,0.00088241-0.00068235i,0.00049276-0.00093746i,0.00013584-0.0017347i,-8.5806e-05-0.001982i,1.2159e-06-0.0013103i,0.00023419-0.00050939i,0.0010367-0.00018634i,0.00066601-0.00024442i,-0.0002874+0.00029875i
-0.00048957-0.0011573i,-0.00064978-0.0016976i,-0.0012937-0.0011718i,-0.0013735+0.00010331i,-0.0016355+0.0003393i,-0.0014731-9.4657e-05i,-0.0005331-0.00027433i,0.00087077-0.00020867i,0.0011858+0.00035205i,0.00082134+0.00097567i,0.00039043+0.00024102i,0.0006352-2.2057e-05i,0.00082945+0.0011817i,0.00010889+0.0011469i,-7.129e-05+0.0005126i,0.00011752+3.9836e-05i,0.00028628+0.00051803i,0.00060606+0.0014768i,0.00074066+0.0022812i,0.00034975+0.0022458i,0.00015098+0.0011927i,-0.00017273+0.00043381i,0.00016088-0.00035343i
-0.0019388+0.00069417i,-0.0015445+0.00059026i,-0.001573+0.0016603i,-0.00055526+0.0033091i,-3.1044e-05+0.0026978i,0.00029057+0.0013395i,0.00050206-0.00019494i,0.00064403-0.0010786i,0.00038037-0.00043237i,0.00019083+0.00047351i,0.00024732+0.0011403i,0.00075597+0.0011746i,0.00075127+0.00101i,0.00082827+0.00055928i,0.00047706-0.00037442i,6.4027e-05-0.00087268i,1.3989e-05-0.0010415i,-0.00044005-0.001585i,-0.00051251-0.001892i,-0.00017627-0.001284i,0.00062806-0.0010244i,0.0013567-0.0010544i,0.001392-0.001144i
-0.0010039-0.0028109i,-0.00067811-0.0027019i,-0.0015378-0.0021279i,-0.0023315-0.00072718i,-0.0017315+0.00064864i,-0.00087526+0.00057177i,-0.0002601+1.09e-05i,0.00017922-0.00096051i,0.00048347-0.0014694i,0.00035169-0.00095494i,-0.00027026+0.00033595i,-0.00067507+0.00058211i,0.00039786+0.00028609i,0.00090272-0.00026427i,8.901e-05-0.0012591i,-0.00051425-0.00062385i,6.2063e-05+0.00056595i,0.00020776+0.001724i,-0.00028107+0.0021768i,-0.0007217+0.0015598i,-0.00073281+0.0010999i,-0.00069266+0.00089783i,-0.0002174+0.00046578i
0.0005121-0.00059504i,0.00017369-9.0597e-05i,-8.9137e-05+7.2705e-05i,-0.00073656+0.00050487i,-0.00055954+0.0012401i,-0.00013387+0.0011911i,-0.00068158+0.00023595i,-0.0008888-0.00053892i,-0.00051129-0.0013225i,-0.00033392-0.0013306i,0.00036595-0.00078149i,0.00068803-5.8335e-05i,0.00070359+0.00090281i,0.00054137+0.00079335i,0.00065458+0.00024308i,0.00054302+0.00010646i,0.0002903-0.00070318i,0.00028451-0.0012674i,0.00016155-0.0013733i,-8.0065e-05-0.0011728i,-3.4436e-05-0.00094169i,0.00051237-0.00091491i,0.0010481-0.00029852i
0.0016302+0.0007099i,0.0014313+0.0010508i,0.00087831+0.00065546i,0.00060512-0.00051495i,0.00063201-0.00050772i,-0.00029132-0.00087609i,-0.0012896-0.0013029i,-0.00078939-0.00055496i,9.4431e-05-0.00068353i,0.00023724-0.0013279i,3.2244e-05-0.0011649i,8.0738e-05-0.0003004i,-4.0658e-05+0.00048906i,-0.00077555+0.0010018i,-0.0007787+0.0011931i,-0.00015797+0.00071409i,4.3851e-05+0.0010025i,-2.4197e-05+0.0015168i,0.00024451+0.0016783i,0.00026895+0.0013122i,0.00030362+0.00036441i,0.00034636-0.00021695i,-4.7556e-05-0.00040841i
0.0002407+0.00037734i,0.00025412+0.00091311i,0.00037929+0.00080549i,0.00048669+0.00072206i,0.00059468+0.00046241i,0.00032584-0.00040322i,-0.00040409-0.00088243i,-0.00046057-0.0011538i,0.00017796-0.00083512i,9.1123e-05-0.00076766i,0.00017157-0.00063866i,0.00081208+5.9132e-05i,0.00033374-0.00012986i,0.00028964+2.5284e-05i,0.0013268+0.00067785i,0.001148+0.00066392i,0.00023701+1.8722e-05i,-0.00024565-0.00097142i,-0.00029912-0.00086683i,9.2394e-05+5.5873e-05i,-0.00034964+0.00025546i,-0.00064403+0.00047181i,0.00046007+0.00038927i
2.4546e-05-0.00060293i,3.0684e-05-0.00013107i,0.00028173+0.00060274i,0.00012149+0.0007356i,-0.00012182+0.0010517i,1.5907e-05+0.001032i,-0.00039891+0.00029603i,-9.5906e-05-4.0808e-05i,0.00071127+0.00020328i,0.00084142-0.0001604i,0.0005049-0.0007907i,-0.00064576-0.00032094i,-0.00070252-0.00032956i,1.7499e-06-0.00039122i,-0.00050723+6.6214e-06i,-0.00078017-8.2579e-05i,-0.00024867+0.00064185i,0.0001537+0.0016265i,0.00024413+0.0017816i,0.00059487+0.0016772i,0.0008127+0.0013846i,0.00028754+0.0011177i,0.00030913+0.00085247i
-0.00074404-0.0009982i,-0.0012356-0.00061758i,-0.0014666-0.00037284i,-0.00085058-0.00043393i,-5.1527e-06-0.0005645i,7.3716e-05-0.00072032i,-0.00027976-0.0008783i,0.00032229-0.00045793i,0.00019042+7.645e-05i,-0.0003753-4.3657e-05i,-0.00095824+0.00033314i,-0.0010433+0.00086721i,-0.0003105+0.00085527i,0.00043888+0.00046772i,0.00095474+7.3218e-05i,0.00052586-0.00092483i,-0.00069341-0.0010075i,-0.00079236-0.0014109i,0.00034491-0.0011018i,0.00073465+0.00016766i,0.00027632+6.2231e-05i,0.00029834-0.00086645i,0.00048477-0.0014824i
0.0015195+0.0010681i,0.0012185+0.0003668i,0.0015132+0.0010562i,0.0013739+0.0011441i,0.00095994+0.00058295i,-0.00036959+0.00058508i,-0.0013575-9.0778e-05i,-0.00099578-0.00068064i,0.00037616-0.00072127i,0.001392-0.00075435i,0.00088933-0.00036318i,-0.00015192-8.9983e-05i,-0.00067383-0.0001597i,-0.00027686+7.3129e-05i,-9.166e-05-0.00023836i,-0.00067409-0.00072096i,-0.00033552+3.4384e-05i,0.00094786+0.0013308i,0.00083508+0.0018804i,0.00010416+0.0019561i,0.00030481+0.0015977i,1.4231e-05+0.00077156i,0.0002385-0.00034847i
-0.0017882-0.0017653i,-0.001123-0.0011315i,-0.00054509-0.0010571i,-0.00058499+0.00038077i,-0.0010394+0.00056611i,-0.0004456-0.0001367i,-0.00011465-0.00087128i,0.00065909-0.00074131i,0.00078486-0.00033397i,5.6551e-05-0.00022797i,-0.00087835-0.00032031i,-0.00094836+0.00013898i,0.00033287+0.00058426i,0.00059394+0.00021491i,-0.00028989+0.00012309i,-0.00035473-5.5726e-05i,0.00018063-0.00054154i,-3.5259e-05-9.4595e-05i,-0.00012365+1.243e-05i,-2.8668e-06-0.00081256i,-0.00046586-0.0012658i,-0.00053439-0.0011395i,-0.00052021-0.00048847i
-0.0007108+0.0011667i,-0.00080686+0.0017775i,-4.5136e-05+0.0025457i,0.00049097+0.0020627i,0.00025227+0.0013967i,1.1623e-05+0.00015983i,0.00058854-0.00058452i,0.00081833-0.00026587i,0.00035625+4.4378e-05i,-0.00012225+0.00016591i,-1.1072e-05+0.00024512i,0.00030275+0.00032565i,-0.0003439+0.00047017i,-0.0011566+0.00071151i,-0.00076037+0.00042364i,-2.1242e-05+3.6027e-05i,0.00045926-0.00020242i,0.00088339-0.00030462i,0.00051613+0.00045851i,8.4848e-05+0.00092449i,-0.00014739+0.00058183i,-0.00026048+0.00072834i,0.00017041+0.00067421i
0.0010229-3.818e-05i,0.00023741+0.00019954i,0.001163-0.000124i,0.0011415-0.0002394i,0.00021342-0.00097711i,-2.8135e-05-0.0013006i,0.00062012-0.0007435i,0.0012179-0.00033664i,0.00091642-0.00049647i,0.00043786-0.00079118i,0.00018809-0.00084266i,0.00026541-0.00086598i,-8.4096e-06-0.00087383i,-0.00041694-0.000862i,-0.00026399-6.1879e-05i,-0.00052764+0.00023064i,-0.0009207-0.00034129i,-0.00094523-0.00047891i,-0.00096458-0.0010371i,-0.0004699-0.0014089i,0.00026412-0.0005235i,-0.00010527-0.00054168i,-0.00037652-0.0003985i
0.0013508+0.0015158i,0.0016099+0.00011152i,0.0021703-0.00016893i,0.0015705-0.00016454i,8.9037e-05+8.4039e-05i,-0.00091075-2.5525e-06i,-0.0010727-0.00024893i,-0.0010681-0.00047027i,-0.0003515+3.67e-05i,0.00066715+9.7561e-05i,0.00051915-0.00010775i,9.4458e-05+1.2406e-05i,1.3951e-05+0.0001343i,-0.00024677+0.00041676i,4.4471e-06+0.0004005i,0.00057796+0.0001495i,0.0005258+0.00044351i,0.00027171+0.00084027i,-0.00018474+0.0010965i,-0.0006548+0.0017338i,-4.0899e-05+0.00096697i,0.00075795-9.703e-05i,0.00024643-0.00099488i
-0.00046972-0.00038266i,-0.00019812-0.00014881i,-0.00053686+0.0004217i,-0.00097089+0.0014169i,-0.00095983+0.001757i,-0.00091838+0.00066777i,5.707e-06-1.4123e-05i,-0.00017414-0.00013088i,-0.00054523-0.00035772i,-0.00024117-0.00035288i,-1.3982e-05-0.00061061i,0.00080387-0.0004742i,0.00032614+0.00025366i,-0.00042187+0.00019165i,-5.7635e-05-0.0002633i,0.00018317-0.00058362i,-0.0005829-0.00040959i,-0.0010262-1.1792e-05i,-0.00060441-0.00023228i,-0.00025425-0.00069203i,0.0003175-0.00044088i,0.00078374+0.00037519i,0.00066378+0.00037525i
-0.00073495+0.00080639i,-0.0012575+0.00038425i,-0.001229+0.0018832i,-0.00075981+0.0027608i,0.00014866+0.0024075i,0.00067588+0.00092591i,0.00021372-5.3751e-05i,0.00042282-0.00060876i,0.0011887-0.00066156i,0.00070842-0.00032798i,1.0053e-05-0.00042185i,-1.0773e-05-0.00067098i,0.0001542-0.00064742i,-3.9603e-05+2.7867e-06i,-0.00025404+0.00037066i,-2.212e-06+0.00084771i,0.00081816+0.0010525i,0.00058365+0.0006838i,-3.0796e-06+0.00083685i,0.00012318+0.001182i,0.00061156+0.0012483i,0.00056326+0.0014583i,0.00056782+0.00072609i
0.0026246-0.0025543i,0.0010059-0.0027365i,-0.00052659-0.0027832i,-0.0014791-0.0020178i,-0.0015784-0.0012802i,-0.0017742-0.00061902i,-0.0017463-0.00040603i,-0.00082475-0.0010833i,5.2635e-05-0.0011391i,0.00022568-0.00086105i,0.00021344+4.5903e-06i,-0.00030944+0.00057133i,-0.00040364+0.00077524i,-0.00030609+0.0008548i,-0.00066025+0.00031271i,-0.0010336-0.00012351i,-0.0013455+0.00052053i,-0.00052757+0.0001217i,0.00033857-0.0004888i,-3.7554e-05-0.00067964i,-0.0010997-0.00091128i,-0.0010694-0.0013049i,-5.0589e-05-0.0015963i
0.00028072+0.0012054i,-2.9949e-05+0.0010765i,-0.0011975+0.00055096i,-0.001897+0.00020268i,-0.0013425+0.0007193i,-0.00066961+6.9311e-05i,-0.000291-0.0012361i,-0.00069136-0.0012969i,-0.00035807-0.00073848i,0.00045862-0.00031172i,-5.3685e-05+0.0003748i,-0.00017606+0.00079498i,-0.00011603+0.00067573i,-7.4353e-06+0.0001108i,0.00061871-0.00033944i,0.0010664+5.2754e-05i,0.0007635+0.00071408i,0.00074383+0.0010419i,0.00099113+0.0014064i,0.0011305+0.0016477i,0.0015561+0.0011455i,0.0010845+0.00078841i,0.0003857+0.0010644i
-0.00070388-0.0013955i,-0.00033608-0.0015132i,-0.00031976-0.00087527i,-0.00077864+0.0011167i,-0.00094269+0.0014847i,-0.00056329+0.000422i,-0.00036649-0.0001837i,-0.00024031-0.00025832i,-0.00035321-0.00025857i,-0.00017143-6.0028e-05i,7.6443e-05+0.00053695i,-0.00044671+0.00049705i,-0.00048845+0.00054579i,-0.00036198+0.00076933i,-0.00087448+0.00063144i,-0.0012856+0.00069655i,-0.001143+0.00030015i,-0.0011162-0.00066665i,-0.0010006-0.00061014i,-0.00062566-0.00067546i,-0.00076173-0.0015749i,-1.8766e-05-0.001687i,0.00085081-0.0010814i
0.0028397-0.0013968i,0.0020424-0.0016362i,0.00083968-0.0028695i,0.00025118-0.0027094i,-0.00088529-0.0018117i,-0.00089469-0.00084355i,-0.0011229-0.00022352i,-0.0015035-0.00032318i,-0.00086913-0.00045361i,-0.00086411+0.00022089i,-0.00038931+0.00081775i,-0.00013028+0.001004i,-0.00022776+0.0010194i,-0.00036777+0.0010095i,-5.7886e-05+0.00097078i,0.001131+0.0003464i,0.0013632+0.00017739i,0.00054468+0.00026288i,0.00011117-7.9754e-05i,0.00020116+0.00020651i,0.00021093+0.00055322i,-0.00013872+0.00051323i,-0.00037007+0.0004593i
-0.0018653+0.00029168i,-0.0018989+0.00026849i,-0.0011048+0.0013396i,0.0003318+0.0019249i,0.00059933+0.0015155i,-0.00020042+9.6494e-05i,1.7318e-05-0.00035966i,0.00034795+1.7075e-05i,0.00071189+3.8637e-05i,0.00067537+0.00015473i,0.00028814-0.00033691i,0.0001106-0.00068414i,0.0001661-0.00035511i,0.00070423+9.1192e-05i,0.00063957-8.7675e-05i,-0.00015409+0.00012164i,-0.001106+0.00060616i,-0.0014031+0.00020604i,-0.0010299+3.7825e-05i,-0.0005451-0.00030631i,0.00020035-0.00032925i,0.00041806-0.00040345i,0.00033347-0.00083962i
0.0014197+2.3186e-05i,0.00051054+0.00029399i,-7.7327e-05-0.00033878i,-0.0013809-0.00030352i,-0.0021924+0.00036856i,-0.00171+0.00095917i,-0.0012037+0.00035905i,-0.0010832-0.00042689i,-0.00092044-0.00079152i,-0.00074254-0.00088649i,-0.00032612-0.00016289i,0.001045+0.00042046i,0.00096946+0.0011542i,-0.0002531+0.0015264i,-0.00019641+0.00094207i,0.0010104+0.00048534i,0.0013642+0.00060404i,0.0014992+0.00055387i,0.00092818+0.00067941i,0.00027717+0.0013733i,0.00062301+0.001547i,0.00026699+0.0015336i,-0.00039099+0.0010227i
0.00017297+0.0011712i,0.00035422+0.00020256i,0.0004493+0.0006171i,0.00020983+0.001585i,-0.00035534+0.0011745i,-0.00075274-0.00026855i,-0.00041222-0.0011236i,0.00042811-0.00072799i,0.00082249+9.3919e-05i,0.00050446+0.00023101i,-0.00016593-0.00013175i,-6.6264e-05-0.00045564i,0.00045176-0.00017977i,0.0011037+0.00033171i,9.0097e-05-0.00029615i,-0.0010862-0.00067203i,-0.0013321+2.4121e-05i,-0.001403+0.00049228i,-0.0014881-0.00013921i,-0.00099769-0.00016518i,0.00022654+0.00014454i,0.00084359+5.665e-05i,0.00090548-0.00034502i
0.0024027-6.3855e-05i,0.0032439-0.00031433i,0.002393-0.00038208i,0.0013136+0.00055072i,0.00098601+0.0013086i,0.00095762+0.0018012i,0.00033261+0.00029268i,0.00011399-0.0011318i,0.0010282-0.00065986i,0.00065668-4.4989e-05i,0.00034943+0.00011062i,0.0007092+0.00010237i,0.00011475+1.0593e-05i,0.00047846-0.00016849i,0.0016761-0.00013553i,0.0014124-0.00017596i,0.00086637-0.00010638i,0.00083422+0.00049178i,-3.2085e-05+0.0012003i,-0.00012919+0.001209i,0.00042412+0.00092688i,0.00047556+0.0010191i,0.00013519+0.00070089i
8.2869e-05+0.0020378i,0.0014074+0.0034025i,0.0017649+0.0037519i,0.0012022+0.0021683i,0.00056988+0.00038499i,0.00034655-0.0003931i,-0.00027283-0.00089411i,7.6588e-05-0.00091583i,0.00097157-0.00035068i,0.0013664-0.00032589i,0.0014225-0.00060334i,0.00067995-0.0003449i,-8.9767e-05-0.00016041i,-0.00063032-0.00027684i,-0.0013214+3.3667e-05i,-0.0016745+0.00031473i,-0.0015623+0.00053465i,-0.0011665+0.00037922i,-0.0007548-0.00021929i,1.852e-05-0.0004419i,0.00037225-0.00097979i,-5.8144e-05-0.0012195i,-0.00033403-0.00089906i
-0.00026731+0.00066554i,-0.0011386+0.00092482i,-0.0014489+0.00068823i,-0.0014271+0.0011612i,-0.0011993+0.001561i,-0.00091127+0.0016072i,-0.00027593+0.0011469i,0.00068637+0.00085412i,0.0004981+0.00021807i,0.0004514+4.885e-05i,0.00028572+5.552e-05i,0.00024814-0.0006952i,0.00047877-0.00053751i,0.00081343-7.139e-06i,0.0007717-0.00032096i,0.00082503-0.00089495i,0.0011031-0.001202i,0.00073296-0.0011299i,0.00063773+0.00015421i,0.00043658+0.0010086i,-0.00018519+0.00065332i,-0.00014122+0.00038192i,-5.598e-05+0.00023497i
8.4166e-05+0.0010854i,0.0010346+0.00042671i,0.00077341-0.00042046i,0.00032605+0.0011459i,0.00030293+0.0021331i,0.00072245+0.00072961i,0.00070505-0.00084528i,0.00082752-0.0010821i,0.0011691-0.00095989i,0.00083148-0.00081415i,0.00061665-5.0356e-05i,0.00057276+0.00013073i,-7.5318e-05-0.00040089i,-0.00020164-0.0004024i,-0.00030684-0.00033167i,-0.0012611-0.0011317i,-0.001835-0.00053586i,-0.001677+0.00052776i,-0.00043513+0.00041331i,0.00014443+0.00071245i,-0.00012979+0.00081915i,0.00052911+0.00064699i,0.0007531+1.6659e-05i
-0.00078906-0.0014602i,-0.00048244-0.0013844i,-0.00042518-0.00062476i,-0.0010553+0.00019021i,-0.0016757+0.0001489i,-0.00091917-0.00018227i,7.5655e-06-0.00044414i,0.00035048-0.0005804i,0.00030388-0.00099126i,-2.7014e-05-0.00031886i,5.2669e-05+0.00020774i,0.00038659+0.00047485i,0.0005797+0.0008048i,0.001073+0.00049735i,0.00051866+0.00013381i,-0.00048772-0.00026205i,-6.15e-05-9.9793e-07i,0.00090945+0.00049318i,0.0010119+0.0003763i,0.00081412+0.00098432i,0.00059542+0.00081863i,-0.00013869-8.7756e-05i,-0.00082846+0.00017483i
-0.0035337-0.00081709i,-0.002804+0.00054193i,-0.002229+0.0020393i,-0.0021071+0.0027824i,-0.0010348+0.0022099i,0.00051282+0.00045273i,0.00085027-0.001178i,0.00032954-0.0011508i,0.00015412-0.0006207i,0.00034057-0.00037386i,0.00039985+0.00047908i,0.00019138+0.0014634i,0.00021112+0.0014889i,-0.00011748+0.00077426i,-0.0005504+0.00014555i,-0.0011633+0.00034051i,-0.0012493+0.00047714i,-0.00055653-8.4534e-05i,-0.00023187-0.00069057i,-0.00043332-0.00030628i,-0.00016094-0.00043424i,0.00025157-0.00083239i,0.00044695-0.00090581i
0.00026794-0.00065256i,-0.00084597-0.00043415i,-0.0012886-0.00037836i,-0.0015867+0.00075703i,-0.0011063+0.0012509i,-0.00023289+0.00053171i,-0.00032641+8.9359e-05i,-0.00048972+0.00012764i,-0.00031531+0.00018765i,-0.00025746+0.00046905i,-0.00026627+0.00056262i,0.0001478-0.00055235i,0.0010004-0.00055249i,0.00065546-0.00028894i,0.0006058-0.00086195i,0.0011209-0.00049624i,0.00072337+3.9121e-05i,0.0003159-8.8646e-05i,0.00065541+0.00021606i,0.00063163+0.00072636i,-0.00018328+0.00085776i,-0.0004698+0.001044i,-7.2498e-05+9.8318e-05i
-0.0028968-0.00046988i,-0.0019965+2.2641e-05i,-0.0016489+0.00076012i,-0.0019873+0.0017689i,-0.0011555+0.0012239i,-0.00057368-5.9853e-05i,-0.00069666-0.00064907i,-5.6182e-05-0.00094398i,-9.7521e-05-0.00042836i,0.00024743+0.00023472i,0.0011525+0.00053155i,0.00085928-6.6794e-06i,0.0010743-0.00033156i,0.00093997+0.0006103i,-7.133e-05+0.00046885i,-0.00038571-0.00018586i,-0.00073487-1.0794e-05i,-0.0015804+3.4797e-05i,-0.0016314-1.2503e-05i,-0.00060008+0.00020797i,0.00023483-0.00012752i,0.00060868-0.00029507i,0.0010016-0.00030348i
-0.0019325+0.00050097i,-0.0007774+0.0011893i,-0.00044042+0.0014818i,-0.00034317+0.002561i,0.00053935+0.003296i,0.00096961+0.0017362i,0.0004249-0.00016806i,0.00047528-0.00065456i,0.00078782-0.00037456i,0.00049772+0.00020652i,0.00024759+0.00087385i,0.0005425+0.0011436i,0.00057343+0.00075734i,0.00070918-0.00014895i,0.00067514-0.0004905i,0.00056149-0.00032259i,-0.00017681-0.00057738i,-0.00051097-0.0005597i,0.0003253+0.0002078i,-1.4107e-05+0.00060744i,7.6641e-05+0.00063199i,0.0002018+0.00016128i,-0.00044153-0.00039269i
-0.0015355-0.0013856i,-0.0017141-0.00048755i,-0.0015122-0.00026268i,-0.0018332-8.9867e-05i,-0.0018098-0.00066696i,-0.0011083-0.00163i,-0.00057867-0.0011699i,-0.00011842-0.00067444i,0.00025048-0.00077621i,-0.00034247-0.0012886i,-0.0015658-0.0015462i,-0.0013393-0.00062371i,-0.00035123+0.00046998i,-0.00013313+0.0011658i,-0.00032736+0.0013655i,0.00041863+0.001541i,0.0011217+0.0016185i,0.00087837+0.00104i,-2.1145e-05+0.00081702i,-0.00033553+9.0863e-05i,0.00051936-0.00031504i,0.00077845+0.00074393i,0.00072546+0.00039357i
