-0.0022109-0.00042748i,-0.0016309-0.0012709i,-0.0023246-0.0010195i,-0.0039999+0.00014577i,-0.0045547+0.00097845i,-0.0025182+0.0013084i,-1.1808e-05+0.0012143i,0.00083115+0.0014786i,0.0010295+0.0012677i,0.0016144+0.000788i,0.0011935+0.00053079i,0.00017079+0.00027307i,-0.00034595+7.9185e-05i,-0.0010079-0.00061638i,-0.0006544-0.0013252i,3.1503e-05-0.00085941i,8.9212e-05-0.00030058i,-0.00032323-0.0002334i,-0.0017428+0.00012131i,-0.0016519+0.00022813i,-0.00013335-4.6942e-06i,0.00065306-0.00020628i,0.00037928-0.00043868i
-0.0018733+0.0022946i,-0.0017578+0.0010935i,-0.00015557+0.00032024i,0.00024486+0.00010791i,-0.00033181+2.3749e-05i,-0.00031569-0.00022169i,0.00044366-0.00090589i,0.0012318-0.00032958i,0.00058436+0.00068322i,0.00039006+0.00085047i,0.00062094+2.6396e-05i,2.6745e-05+2.4255e-05i,-0.0005405+3.364e-05i,-0.00023686-0.00030645i,-0.00033219-0.00010133i,-0.00093603+8.5012e-05i,-0.0004602-0.00028507i,3.0377e-05-0.00025762i,0.00059411+0.00049228i,6.3217e-05+0.00068632i,-0.00082892-0.00013755i,-0.00049228-0.0007821i,7.8183e-05-0.00021388i
8.9223e-05+0.00073072i,-0.00029251-0.00016443i,8.6585e-05-0.00026184i,0.0004317-0.00062027i,0.00017559-0.00085091i,0.0003508-0.0011928i,0.00062838-0.0015006i,0.00077492-0.0012137i,0.0011022-0.00043537i,0.0012913-0.0001176i,0.0012508+0.0001391i,0.00071262-0.00036149i,0.00020636-0.00054268i,0.00025055+9.1246e-05i,0.00054919+0.00075199i,0.00021179+0.0011973i,-0.00028158+0.00076405i,-2.9571e-06-0.00046265i,4.5613e-05-0.00055559i,0.0002614-6.544e-06i,0.00082767+7.0846e-05i,0.0012623-0.00023824i,0.0013732+0.00049749i
-0.0011434-1.0682e-05i,-0.00059297+0.00018661i,-0.0018721+0.00042249i,-0.002637+0.00073062i,-0.0011742+0.0018824i,0.00095537+0.0017598i,0.0018048+0.00027911i,0.0010472-0.00016688i,0.00040949+0.00021183i,0.0007857+0.00089551i,0.0010125+0.00094068i,0.00071167+0.000989i,0.00060456+0.00048188i,0.00096969-1.0148e-05i,0.00020015-0.00013537i,-0.00097555-0.001253i,-0.00089166-0.00058469i,-0.00086736+0.0010061i,-0.0008536+0.0012515i,-1.3814e-05+0.0012485i,0.0007908+0.0012382i,0.00041608+0.00027853i,-0.00022278+0.00011375i
-0.0013399-0.0011021i,-0.0015032-0.0011231i,-0.0029329-0.00053552i,-0.0026088-0.00060802i,-0.00076654-0.00070398i,0.00010069-0.00057583i,0.00027188-0.00053233i,0.0005285-0.00038672i,0.0010654+0.00018416i,0.0010285+0.00098225i,0.00026242+0.0010729i,0.00023811+0.0013301i,6.2763e-06+0.00085999i,-0.00051247+7.2983e-06i,-0.00032414-0.00068891i,0.0001598-0.0014809i,0.00029491-0.0011934i,-0.00032968-0.00050304i,-0.0012493-0.00023819i,-0.0013028+0.00015381i,-0.0001343+0.0012285i,0.00086997+0.0015381i,0.00093996+0.0012038i
-0.00014029+0.00045492i,-0.00024745+0.00050404i,5.429e-05-3.2691e-05i,-0.00032128-0.00041311i,-0.0005089-0.00041979i,-0.00029935-0.00025473i,-5.9295e-05-0.00012811i,-0.00020615-0.00026675i,0.00031369+0.00045447i,0.00048585+0.00043507i,0.0001987+4.4603e-05i,7.4634e-05-0.00018842i,-0.000535-0.00095963i,-0.00093445-0.00089515i,-0.00089031-7.4149e-05i,7.0575e-06+0.00038471i,0.00039144-4.2754e-05i,-5.7172e-05-0.00053003i,-0.00020505-0.00054027i,0.00019688-0.00016942i,0.00034109-3.8497e-05i,0.00052084+0.00046476i,0.00093313+0.00082488i
-0.0037274-0.00014216i,-0.0031691+0.00042263i,-0.0018732+0.00086563i,-0.0015559+0.0014155i,-0.0014537+0.0015422i,-0.00062421+0.0008251i,4.011e-05+0.0001692i,0.00047386+0.00022947i,0.00049008+0.00042407i,0.00036107+0.0009802i,0.0003476+0.00088521i,0.00023052+0.00047565i,-6.0516e-05+6.232e-05i,0.00019204-0.00048497i,0.00037562-0.00013043i,-0.00042908-0.000533i,-0.0004599-0.00094437i,-1.9016e-05-0.00098593i,0.00011786-0.00084979i,0.00018103-0.00037037i,0.00066769-0.00027794i,0.0014532-0.00027631i,0.0013176+3.5876e-05i
-0.00028144+0.0018618i,-0.00017231+0.0023951i,0.00068947+0.0019775i,0.00088687+0.00051818i,0.00090424+0.00018578i,0.00046148+0.00043005i,-0.00034337-0.00042867i,-8.2907e-05-0.0011312i,-1.0966e-05-0.00062647i,-0.00010186-0.00050046i,0.0003775-0.00057174i,0.00029986-0.0002088i,-2.0724e-05-0.00044962i,-7.5456e-05-0.00046548i,0.0003989-0.00048026i,0.00054834-0.00075934i,0.00053653-0.00065916i,0.00073718-0.00012653i,-0.00028526+0.00038251i,-0.00097316-2.1267e-05i,-0.00064581-0.00039986i,-0.00013658-0.00022861i,0.00026879-0.00019184i
-0.00050199-0.00059309i,-0.00059342-0.00060772i,-0.0023149-0.00032697i,-0.0037768-0.00096408i,-0.0019609-0.0014039i,0.00016008-0.00065237i,0.00091813+0.00015305i,0.00057536+0.00082948i,-0.00012045+0.00085147i,-0.0003107+0.00022833i,-8.4681e-05+0.00012621i,0.00016428+0.00024388i,-0.00045068+4.3131e-05i,-0.0014176-5.964e-05i,-0.00098646-3.002e-05i,0.00011704-9.6013e-05i,0.00088231-7.5457e-05i,0.00062119+5.1372e-05i,0.00018388-4.3537e-05i,-0.00018341-0.00026228i,-0.00043133-0.00036191i,0.00023279+8.0213e-07i,0.0010169+0.00043905i
-0.00015499-9.5299e-05i,0.00020572-0.00080648i,-0.00096933-0.001708i,-0.0017446-0.0018829i,-0.0012179-0.00079105i,2.6034e-05-7.5053e-05i,0.0011209-0.00037683i,0.0009826-0.00093147i,0.00033579-0.00097523i,-0.00045633-0.00088799i,-0.00068864-0.00041018i,5.5213e-05+0.00049673i,0.00044122+0.00075658i,-0.00039467+0.000999i,-0.0011269+0.0011211i,-0.00075936+0.00060192i,-7.3491e-05-9.9437e-06i,0.00062246+0.00034276i,0.00026739+0.00050915i,-0.00053856-0.00025183i,-0.00047014-0.00072994i,-0.00044128+0.00016522i,-0.00055403+0.00062608i
0.0017112-0.00084371i,0.0013476-0.0012107i,-0.00050147-0.0023181i,-0.0020468-0.0020684i,-0.0021208-0.0014101i,-0.00061708-0.00026166i,0.00022554+0.00037995i,0.0002402-0.00021603i,0.00011466+2.0074e-05i,0.0001596+0.00067373i,0.0003754+2.707e-05i,0.00044551-0.00015792i,-0.00023974+0.0010481i,-0.00042205+0.00088225i,-2.0771e-07-4.5185e-05i,-0.00021952+2.8443e-05i,0.00018426+0.00025358i,0.00047596-0.00024865i,-0.00039905+3.7595e-05i,-0.00055847+0.00080183i,0.0002573+0.0012144i,0.00055109+0.0012824i,0.00021012+0.0012507i
0.0015092-0.00098809i,0.0012898-0.0012255i,0.00090324-0.0019333i,-0.00047403-0.0024571i,-0.0013148-0.0021502i,-0.00010004-0.00099798i,0.00095385-0.00015276i,0.0010742+0.00062804i,0.00098792+0.0007314i,-0.0002096+0.00051274i,-0.0014093-0.00010432i,-0.0010175-0.00012004i,-0.00085871-0.00046571i,-0.00085757-0.00046547i,-0.0011508-0.0001585i,-0.00081776+2.4517e-05i,0.00047238+0.00034896i,0.00060081+0.00033092i,-0.00028662+0.00036895i,-0.0012076+0.00014413i,-0.0014098-9.5843e-06i,-0.0005737+0.00092284i,-0.00018894+0.00093012i
-0.00043686-0.0017425i,-0.0009362-0.0016383i,-0.002212-0.0015927i,-0.003002-0.00051385i,-0.0022917+0.00035004i,-0.0012564+0.0011299i,-0.00039616+0.0015494i,0.00019162+0.00074153i,-0.00031521+0.00051556i,-0.00096569+0.00053703i,-0.00062433+0.00027408i,3.5858e-05+0.00027774i,0.00053584-8.2911e-05i,0.00012118-5.7713e-05i,-0.00033469-0.00029394i,0.00021732-0.00070142i,0.00049111-0.00066631i,-7.2208e-05-0.00034999i,-0.00031051-0.00024177i,-0.00060355-1.0621e-05i,-0.00090572+0.00055439i,-0.00049763+0.00051137i,-6.6269e-05+0.00030906i
0.001178+0.00081212i,3.575e-05+0.00064915i,-0.00050972-0.00050491i,1.0297e-05-0.0013151i,0.00028477-0.0018516i,0.00018934-0.0023797i,0.00032116-0.0014628i,0.00070193-0.00042079i,0.00076172+0.00033122i,0.0006412+1.1155e-05i,0.00079035-0.00093111i,-2.5376e-05-0.0004655i,-0.0011973-0.00017494i,-0.0010617-0.00024069i,-0.00026645-0.00040689i,-0.00044318-0.00025106i,-0.0010238-5.8403e-05i,-0.00067828-0.00037703i,-0.00022835-0.00061726i,-0.00020099+0.00035473i,-0.00010284+0.00071821i,-6.1843e-06-2.3237e-05i,-0.00031005+0.00029491i
-0.00052136+0.00036693i,-0.00075386-0.00050278i,-0.0011785-0.0011848i,-0.0019263-0.0010412i,-0.001968-0.00021181i,-0.00091077+6.5187e-05i,-0.00024843+0.00024227i,-8.9012e-05+0.0011366i,-0.00031004+0.0018595i,-0.00019159+0.0012248i,0.00052321+0.00040802i,6.8425e-05+5.7218e-05i,-0.00021911+9.8113e-05i,9.2235e-05+0.00037039i,0.0001658-8.5439e-06i,0.00023833-0.0002527i,0.00049043-0.00073515i,0.00045321-0.0007206i,-0.0002556-4.0601e-05i,-4.934e-05+0.00048963i,4.4083e-06+0.00082591i,-0.00037149+0.00040215i,-0.00012134+0.00025014i
0.0033873+0.0019817i,0.0035944+0.0020408i,0.0037434+0.0019362i,0.003019-0.00060127i,0.0020745-0.0021009i,0.001132-0.0014055i,0.00059647-0.00056573i,0.0011727-0.00052349i,0.0015521-0.00010983i,0.00043898+2.7914e-06i,8.5169e-05-0.00073501i,-6.4169e-06-0.0008255i,-4.4228e-05-0.00020599i,-0.00021079-1.9589e-05i,-5.6364e-06+0.00023407i,-6.2139e-05+0.00035977i,-0.00052724-0.00019106i,8.2641e-05-0.00029355i,0.00032706+9.2958e-06i,-0.00015689-0.00014563i,-5.1583e-05+0.0003447i,0.00069118+0.00089503i,0.0014867+0.0001671i
0.00026049+0.00065057i,-0.00017922+0.0006612i,-0.00060028+0.0013728i,-0.0002332-0.00017487i,0.00032455-0.0021402i,0.00037662-0.0021114i,0.0004058-0.001632i,0.00055936-0.0011929i,0.00039629-0.00047354i,0.00064365+0.00077715i,0.00028807+0.0012822i,-0.00020501+0.00084076i,-0.00053103+7.3902e-05i,-0.00090922+1.3292e-05i,-0.0013072+0.00078101i,-0.00074723+0.00066606i,-0.00068881+0.00016537i,-0.0011461-0.00033664i,-0.00058661-0.00084069i,8.4174e-05-0.00033141i,0.0004778+0.0001372i,0.00079866-0.00026529i,0.00057963-0.00064899i
-0.00021285+0.00019613i,-0.00018121-0.00092937i,-0.0013572-0.00086083i,-0.0021194-0.0011321i,-0.0018133-0.00081702i,-0.00068075+0.00025485i,0.00056564+0.00090379i,0.00053579+0.0013422i,0.00027939+0.00089797i,-1.8348e-05-9.8467e-05i,-0.0002108-0.00051743i,0.00021156-4.6734e-05i,0.00029061-0.00013166i,0.00019155+0.0003301i,-0.00080883+0.0008984i,-0.0012285+0.0010433i,0.00014429+0.0007882i,0.00086557-2.125e-05i,-3.1146e-05-0.00068031i,-0.0004145-0.00076301i,-0.00041565-0.00022176i,-0.00071819-0.00042068i,-0.00060535-9.3112e-05i
0.0011923+0.00084039i,0.0010587+0.00033055i,0.001956-0.0009128i,0.0012195-0.0018693i,-0.00013507-0.0020881i,-0.00022463-0.00044436i,0.00022848+0.00089167i,0.00037867+5.0601e-05i,0.00038625-0.00054543i,3.1157e-05-0.00068818i,-0.00051328-0.00082403i,-0.001307+0.00062105i,-0.0016056+0.0013684i,-0.0017678+0.00027037i,-0.0018434-0.00044493i,-0.00129-0.00041314i,-0.0011424-0.00012967i,-0.00083787-0.00061994i,-0.00042217-0.00038912i,-0.00045944+0.00022831i,-0.0001158+0.00015453i,4.2642e-05+0.00050314i,0.00022731+0.00020581i
0.00044688-0.001266i,0.00016211-0.001268i,-0.001188-0.0012074i,-0.0024604-0.00087719i,-0.0027193-0.00077278i,-0.0012774-0.0011514i,0.00050569-0.00099854i,0.0010665+0.00030372i,0.0010238+0.00078456i,0.00060484+0.00057638i,-0.00061744+0.0009533i,-0.00018905+0.001392i,0.00036429+0.00093848i,-0.00022459+0.00016555i,-0.00017354-0.00022619i,0.00063322-0.00027344i,0.0012168-0.00032165i,0.00076791-0.00055393i,-0.00016043-0.00045292i,-0.00042659+0.00015287i,-4.4302e-05+0.0002495i,0.00045189-4.1737e-05i,0.00019296+0.00040478i
-0.0017099+0.0014359i,-0.00075144+0.0029403i,-0.0011878+0.0033555i,-0.0014855+0.0022609i,-0.0012125+0.00068732i,-0.00063724+7.1858e-05i,4.9895e-05+0.00023643i,-0.00025813+0.00098144i,-0.00064895+0.0015688i,-0.00022499+0.0010288i,-0.00014614+0.00032805i,-0.00047661-0.00047061i,0.0002017-0.0007024i,0.00077998-0.001098i,0.00030629-0.00098078i,0.00022972-0.00016968i,0.00031083-0.00011676i,0.00031531+0.00039282i,-0.00021286+0.00069084i,-0.00072303+5.9115e-06i,-0.00022832-0.00030068i,-0.00025886-0.00045706i,-0.00044136-0.00032407i
0.0014876-0.0024567i,0.00088675-0.0022025i,8.0099e-05-0.0022091i,-0.0012794-0.0017246i,-0.0022947-0.0015891i,-0.0015119-0.0014771i,4.1719e-05-0.0010889i,0.00021599-0.00080106i,-0.00022458-0.00027857i,-0.00037704-9.7058e-06i,-0.00028618-0.00018743i,-0.00016558-2.3458e-05i,-0.0014321+0.00013795i,-0.0013466+6.7662e-05i,0.00011288+0.00019082i,0.00075016-0.00050495i,0.00040968-0.0013021i,0.00016667-0.00053414i,-0.00020728-8.7377e-05i,-0.0010903-0.00077329i,-0.0014266-0.00079749i,-0.00042941-0.00082031i,-0.00015955+9.8504e-05i
0.0010933-0.00018514i,0.0021218-0.0015274i,0.0021255-0.0026927i,-0.00011574-0.001754i,-0.0015044-0.00037163i,-0.00052618+0.00070066i,0.00049944+0.00041559i,0.00031988+0.00017344i,0.00034328+0.00087512i,0.0001545+0.0010743i,-5.612e-05+0.00063387i,-0.00011246+0.00029008i,-0.00012707+0.00062582i,2.551e-05+0.0012839i,-0.00018341+0.0010027i,-0.00023946+0.00088605i,-0.00064805+0.00063424i,-0.00051241-0.00020198i,-0.00014111-0.0011553i,-3.7239e-05-0.00033474i,0.00021017+0.00098913i,2.8946e-05+0.00067456i,-0.0009491+0.00023224i
0.00011392-0.0012767i,-0.00042658-0.0017535i,-0.00042321-0.0021593i,-0.00074403-0.0018131i,-0.0015013-0.0013376i,-0.00056836-0.00090668i,0.00042025-0.00024607i,0.00025102+0.0004208i,0.00038295+0.00090355i,0.00016887+0.0010106i,-0.0004618+0.00077868i,-0.00064336+0.00064064i,0.0002119+0.0014731i,0.00097818+0.001886i,0.00055733+0.00091952i,6.2566e-05+0.0004295i,0.00055574+0.00078292i,0.00078751+0.00046808i,3.0873e-05+9.6054e-05i,-0.0008678+0.00021488i,-0.0012269+0.00026197i,-0.00019586-0.00055327i,0.00076297-0.0006677i
-0.0019046+0.0015216i,-0.00088751+0.001431i,-0.00047185+0.0018083i,-0.00055032+0.0008526i,8.6985e-05-0.0005294i,0.0010163-0.0015179i,0.001113-0.0015349i,0.00036671-0.00080131i,-2.0958e-05-0.00030434i,0.0004242-9.4268e-05i,0.00056847+0.00071138i,0.00032963+0.00051435i,9.2511e-05-0.00040989i,-0.00043637-0.00087975i,-0.00044659-0.00076802i,-9.0768e-05-0.00019893i,-0.00016997+0.00023845i,-9.7694e-05+9.5039e-05i,0.00046886-0.00062461i,0.00080572-0.00071551i,0.00084432-3.3887e-05i,0.0010708+0.00064425i,0.00056117-0.00050358i
0.00067344-0.0010146i,0.0009247-0.0010647i,0.00061344-0.0021981i,-0.00044702-0.0022664i,-0.0015292-0.00044013i,-0.0009808+0.00057484i,8.8104e-05+0.0007207i,0.00026343+0.00094577i,0.00045355+0.00031548i,0.00061195-0.00065818i,-2.3809e-05-0.00015693i,-0.00063273+0.00088305i,-0.00035751+0.00040817i,0.00017618+0.00037629i,0.00013606+0.00041206i,-0.00024951-0.00023802i,-0.00033484-0.0004419i,-0.00068853-0.00056167i,-0.0011607-0.00012695i,-0.001025+0.0009008i,-0.0011398+0.00088647i,-0.00090133+8.0504e-05i,0.00028543+0.0004331i
-0.00025836+0.0013676i,-0.00059001-5.4968e-05i,-4.8945e-05-2.8708e-05i,-0.00016012-0.00031158i,-0.00054417-0.00066244i,-0.00057486-0.00056151i,3.9655e-07-0.00061255i,0.0006124-0.0003555i,0.00086047-0.00014733i,0.00089589-0.00074659i,0.00095832-0.0011839i,0.00080139-0.000789i,-0.0001792-0.00059518i,-0.00029815-0.00038114i,0.00033381+0.00026951i,0.00049838+0.00026501i,0.00029541+5.2595e-05i,0.00046568+0.00030519i,0.0006155-0.00071095i,-3.1876e-05-0.0012791i,-0.00019881-0.00093649i,-0.00024074-0.0010906i,-0.00014387-0.00071786i
0.00021971-5.588e-05i,0.0001371-0.00026003i,-0.0003783-0.00096164i,-0.00015433-0.0014978i,0.00027081-0.00049843i,-0.00035181-9.5534e-05i,-0.00030086-0.00052021i,0.00041159-0.00044017i,5.5082e-05+0.00031859i,-0.00031668+0.00083627i,0.00037678+0.00038351i,0.00025204-0.00039123i,0.00018622-0.00065157i,0.00064355-0.0010229i,0.00077926-0.0010321i,0.00059156-0.000702i,0.00014056-0.00088335i,-0.00036609-0.00074771i,-0.00020734-0.0002442i,4.9947e-05+0.0004781i,9.9809e-05+0.0010704i,0.00031758+0.00091952i,0.00055537+0.00085664i
-0.00038985-0.00024695i,-0.00081375-0.00051299i,-0.0013888-0.00059666i,-0.0020465-0.00044015i,-0.0020616-0.00026346i,-0.00046017-1.4036e-05i,0.001409-0.0004542i,0.0015404-0.0005805i,0.0014599-1.2227e-05i,0.0015526+0.00087772i,0.00056696+0.00056409i,0.00051013-0.00013159i,0.0008356+0.00032364i,0.00051736+0.0010523i,0.0010049+0.0017483i,0.0020704+0.0013504i,0.0017493+0.00040736i,0.00055851+0.00047458i,-0.00035484+0.00020915i,-0.00014758-0.00038287i,6.8213e-06+0.00015348i,-0.00045981+0.00061607i,-0.00088559+0.00084136i
0.0020387-0.00022173i,0.0028355-0.001366i,0.0020406-0.0024108i,-0.00050348-0.0031396i,-0.0012854-0.0027278i,-0.00048368-0.0016584i,0.00050107-0.0012839i,0.00081418-0.00093168i,0.00063226-7.2479e-05i,0.0003258+5.2826e-05i,-0.00089947-0.0003718i,-0.0014108-8.2204e-06i,-0.00061351+0.00091536i,-0.0002525+0.00093312i,-0.00034471+0.00050358i,-0.00079635+0.00069553i,-0.00044135+0.00063744i,-0.00027244+7.2053e-05i,-0.00072418-4.5125e-05i,-0.00072472-0.00020578i,-0.00066831+0.00026491i,-0.00049081+0.00024518i,-0.00043478-0.00076436i
0.00066807+0.00063168i,0.00046579-0.00018414i,0.00093905-0.00043851i,0.00074883-0.00073437i,0.00065308-0.00036412i,0.0010587+0.0002139i,0.00051214+0.00020543i,0.00047338+0.0004185i,0.00068057+0.00049885i,0.00057867+6.5069e-05i,0.00051161-0.00046747i,2.1299e-05-0.000602i,-0.00029648-0.00044299i,-0.00020961+0.00045421i,-0.0002653+0.0014325i,-0.000743+0.0012359i,-0.00069396+0.0003068i,-0.00045922-5.6884e-05i,-0.00050218+0.0005401i,-0.00015296+0.0003383i,0.00034238-2.9124e-06i,4.3378e-05+0.0003756i,-0.00030162+0.00010832i
-0.00080362+0.0022775i,-0.00095851+0.0024847i,0.00020707+0.0026813i,0.00025221+0.0017063i,0.0003558+0.00086655i,0.00069803-0.00023526i,0.00069016-0.0010085i,0.0007522+0.00025813i,0.00084015+0.00070189i,0.0010077+0.00074181i,0.0010111+0.00087581i,6.3253e-05+0.00029979i,-0.0014376-8.0367e-05i,-0.001797-0.00068419i,-0.0010606-0.00086454i,0.00012921-0.00043076i,0.00042295-0.00063641i,0.00024855-0.0011713i,7.9484e-05-0.0006422i,-0.00013454+0.00053792i,0.0006915+0.0008733i,0.0012032-9.3378e-05i,0.00043888-0.00035487i
-0.0015175-0.00076647i,-0.0018318-0.00091211i,-0.0028947-0.00048076i,-0.0022113-2.8812e-05i,-0.001565-0.00024481i,-0.0011042-0.00064056i,-0.00050455-0.00049269i,0.00027761+3.3389e-05i,0.00074621+0.00096056i,0.00013844+0.001022i,-0.00051047+0.00035841i,-0.00019902-0.00026213i,0.00082137-0.00019505i,0.00035935+0.00010876i,-0.00042512-0.00041691i,0.00070664+0.00015842i,0.00083335+0.00086171i,-0.00013458+5.8442e-05i,-0.00093297-0.00024059i,-0.0013123+0.00016876i,-0.00058418+0.00049619i,0.0003744+0.00021189i,0.00076797+0.00076117i
-0.00044063+0.0016095i,0.00015875+0.0011569i,0.00058572+0.0014115i,-0.00012286+0.00043162i,-0.00085772-0.00023071i,-0.00051878-0.00016751i,0.00031775-0.0011149i,0.00011968-0.00065803i,-0.00059826+0.00064483i,-0.00019312+0.00066994i,-0.00052081+0.00041733i,-0.000852-5.8715e-06i,-0.00053835+1.068e-05i,-0.00034112+3.6562e-05i,-0.00037383-6.2692e-05i,-0.00023442-0.00027986i,-0.00022474-7.0333e-05i,-0.00033159+0.0002927i,-0.00036835-0.00016428i,-0.00032531-0.0004643i,0.0001266-0.00060844i,3.2233e-05-0.00062968i,0.00010189+0.00014711i
-0.00046686-0.0019926i,-0.0005624-0.0020749i,-0.0022147-0.0026325i,-0.0026207-0.001811i,-0.0024849-0.00014319i,-0.0016204+0.00044947i,-0.00041067+0.00017924i,-0.00062372+0.00038048i,-0.00070472+0.00024662i,-0.00037172-0.00012737i,0.00033989+0.00052474i,0.00037415+0.0012159i,4.1466e-05+0.0015731i,0.00056172+0.0015463i,0.001244+0.00068575i,0.0012334-3.5346e-05i,0.00089885-1.7559e-05i,0.00043098-0.00022751i,-0.00052708-0.00032677i,-0.0010657-9.0118e-06i,-0.00037072+0.00035071i,0.00023827+0.00037622i,0.00024947+0.00031633i
-0.00083723+0.0016594i,-0.0015199+0.00085353i,-0.0012231+0.0012222i,-0.0012118+0.00074486i,-0.0006768-0.00015141i,0.00054806-8.4476e-05i,0.00057278-0.0010961i,0.00033177-0.0015026i,0.00058084+4.675e-05i,0.00024073+0.00051161i,-0.00018102+0.0002659i,0.00015872+0.00076943i,0.00011187+0.00047667i,-0.00021175-1.8546e-05i,0.00042565+0.00022303i,0.00078905-0.00015439i,0.00092378-0.00069813i,0.0011182-0.00019187i,0.00077823+0.00010253i,0.00057304+0.0002867i,1.2272e-05+0.0013694i,-0.00062569+0.0015678i,-0.00023247+0.00071773i
-0.00076985+0.000237i,-0.00025408+0.00036877i,-0.0013684+0.00012236i,-0.0019321-1.193e-05i,-0.0018316+0.00029349i,-0.0017297+0.00044798i,-0.0014346+0.00029439i,-0.00094428+0.00061902i,-0.00058153+0.00083012i,-0.00050319+0.0012047i,-0.0007155+0.00090019i,-0.00080279+0.00034912i,-0.00045751+0.00022137i,0.00045164-3.0002e-05i,0.001214+4.55e-05i,0.0011786+6.5037e-05i,0.00083576-0.00012992i,0.00026332-0.00055028i,-0.0004236-0.0010146i,-0.00024363-0.0014653i,0.00020215-0.00087533i,0.0003199+8.3822e-05i,0.0001955-9.7291e-05i
-0.00064112+0.00044782i,-0.0013096+0.00066109i,-0.0015632+0.00094315i,-0.0014503-0.00020674i,-0.00028997-0.00071258i,0.00058003-0.00010313i,0.0013046-1.3989e-05i,0.0011163+0.00014806i,0.00035889+0.000698i,0.00044713+0.00078707i,0.00092131+0.00021657i,0.00059208-0.00013827i,-0.00018009+0.00042328i,-0.00024147+0.00096079i,-0.00012803+0.00049271i,-0.00058104-0.00014547i,-0.00077297-0.00077888i,-0.00072092-0.0015638i,-0.00056085-0.0015402i,-0.00070357-0.00037338i,-0.00057201+0.00079189i,0.00036601+0.00020764i,0.00096095-0.00055058i
0.00057553-0.0016121i,0.00012868-0.0013693i,-0.00042322-0.0023422i,-0.0010239-0.0023106i,-0.001312-0.0011411i,-0.0011772-0.00034065i,-0.0008223-0.00020802i,-0.00063132-0.00020012i,-0.00021518-0.00016926i,0.00025083+0.00018151i,-0.00012529+0.00088432i,-0.00093869+0.00097094i,-0.00077911+0.00073042i,-0.00051978+0.0003554i,-0.0013625+0.00026191i,-0.0020502+0.00048822i,-0.00094705+0.00066658i,0.00016949-7.1069e-05i,0.00021197-0.00051211i,-0.00027928-0.00038905i,-0.00035116+5.4107e-05i,-7.7542e-05+1.1162e-05i,-0.0002366-0.00042586i
3.087e-05-0.00070165i,-0.00052466-0.0010055i,-0.0010832-0.001007i,-0.0015099-0.00022749i,-0.0017233+7.8952e-05i,-0.0011071-0.00038517i,-0.00034361-0.00034804i,-0.00013378-0.00012231i,0.00027527+9.0297e-05i,0.00054818+0.00029732i,0.00093052-0.0005027i,0.00045595-0.0008i,-0.00054929+6.3975e-05i,-0.00099078+0.00043228i,-0.00093896-0.00017772i,-0.00025543-0.0012334i,-0.00044731-0.0011403i,-0.00042104-0.00066372i,-0.00013266-0.00013723i,-1.9005e-05-0.0001236i,0.00019646-0.00064339i,-9.0502e-05-0.00082918i,-0.00037375-0.00026991i
0.00047445+5.3308e-06i,0.0007817+0.00020795i,0.00036872+0.00068694i,-0.0010168+0.0003249i,-0.0018097+0.00090029i,-0.0012946+0.0014055i,0.00012166+0.0011812i,0.00065416+0.00054338i,0.00044973+0.00046527i,0.00062726+0.00027987i,0.00027637+0.00019383i,-0.00025719+7.9236e-05i,-0.0001194-0.00056902i,0.0001125-0.00085887i,-8.1197e-05-0.00088862i,-0.00063823-0.0012577i,-0.00048082-0.00093161i,-0.00056975-0.00013668i,-0.0012204+0.00062928i,-0.0011789+0.00079314i,-0.0010919+0.00041273i,-0.00034604+0.00042648i,0.00055694+0.00043953i
-0.0010379-0.00015826i,-0.0019292-0.00010396i,-0.0042956+0.00039112i,-0.0045586+0.0017466i,-0.0031282+0.0019478i,-0.00095819+0.00081429i,0.00022334-0.00037661i,0.0008561-4.1148e-05i,0.00021668+0.0010278i,-0.00035985+0.0010232i,-2.0089e-05+0.00084341i,-0.00037642+0.00080373i,-0.00028748-3.58e-05i,0.0010506-0.00084021i,0.0016-0.0008697i,0.0013509-0.00049204i,0.00066823-0.0007902i,0.00061737-0.0010415i,0.00028543-0.00043406i,-0.00029776+3.0146e-05i,-0.00010578+0.00029079i,0.0002015-0.00054112i,0.00097289-0.00048031i
-0.0014784+0.00090428i,-0.0018374+0.00083345i,-0.0022125+0.0012477i,-0.0025959+0.0016963i,-0.0016005+0.0013709i,-0.00013281+0.000507i,0.0003819+0.00013674i,0.000563+0.00053488i,0.00084378+0.0010786i,0.0013869+0.0014817i,0.0012611+0.0015067i,0.00022082+0.00085293i,0.00028402+0.00062027i,0.0013861+1.551e-05i,0.0012905-0.00045292i,0.00089222-0.00019293i,0.00091137+0.00061468i,0.00025395+0.00021386i,-0.00011381-0.0010453i,-0.00010048-0.00083862i,-0.00034258-0.00023849i,0.00031389-0.00058022i,0.0012126-0.00011032i
