-0.0037329+0.00014124i,-0.0025951-3.0902e-05i,-0.003018+0.00064528i,-0.002763+0.0012532i,-0.0014229+0.0025366i,-0.00030908+0.0030649i,0.0003123+0.002401i,8.6407e-05+0.0019914i,8.586e-05+0.0019178i,0.00050848+0.0017059i,0.00046379+0.00076491i,0.00065507-0.00063442i,0.00094529-0.0010173i,3.4946e-05-0.00058862i,-0.00059826-0.0006678i,0.00041495-0.00030689i,0.00090893-0.00054793i,0.00086298-0.00081722i,0.0010905-0.00045807i,0.00066313-0.00014812i,0.00019531+0.00057092i,-0.00010605+0.001278i,-1.5053e-05+0.0012155i
-0.00061963+0.001242i,-0.00066533+0.00040428i,-0.0015643-0.00011615i,-0.00087575-0.00037319i,-0.00057454-0.00034795i,-0.0012716+3.4559e-05i,-0.00049374+0.00072023i,0.00022412+0.00077929i,-0.00028521+0.00033504i,0.00030333-0.00026272i,0.00081939-0.00057908i,0.00078737-0.00019404i,0.00014139+0.00091119i,-0.0003915+0.00068339i,-0.00014078+0.00014538i,0.00063089+6.8805e-05i,0.001363+0.00063613i,0.00079046+0.00085513i,-0.00047222-0.00047536i,-0.00054473-0.00158i,-0.00045002-0.00083504i,-0.00079718+0.00065964i,-0.0013163+0.00057161i
0.0023284-0.00038837i,0.0019878-1.8801e-05i,0.0013555-0.00040509i,0.00074126-0.0010284i,0.00021473-0.0010434i,0.00052709-0.00036319i,0.00079523-0.00010132i,0.00072155-0.00087098i,0.000779-0.001224i,0.00019095-0.0010167i,-0.00060783-0.00038013i,-0.00071487+2.9113e-05i,-0.0011846+0.00034108i,-0.0013965+0.00056472i,-0.00036095+0.00051985i,-0.00010577+6.4371e-06i,-0.00043531-0.00032438i,-0.0005496-0.000409i,-0.00044738-6.3224e-05i,3.3358e-05+0.00028599i,0.000598+0.00033055i,0.00093114+0.00022585i,0.00080733+0.00048953i
-0.00040864+0.00039478i,-0.00042822+0.00071504i,-0.00070888+0.0010436i,-0.00093649-0.000164i,-0.00056891-0.0012971i,-0.00073977-0.00090647i,-0.0010921-0.00021022i,-0.00027714+0.0004128i,0.00041408+0.00054928i,0.00037493-0.00015669i,8.8133e-05-0.00050019i,-0.00057171-0.00025477i,-0.00061569-0.00019529i,-8.3059e-06+1.2261e-05i,0.00022009+9.6081e-05i,0.00018283-0.00016022i,0.00050708-0.00014515i,0.00073835+0.00041935i,0.0001141+0.00041679i,-0.00080187-0.00039739i,-0.00085415-0.00066975i,-0.00028338-0.00020906i,-0.00025646-0.0001574i
-0.00035719-0.00037955i,-0.000743+0.00087143i,-0.00027945+0.0013028i,0.00014146+0.0019634i,-0.0006399+0.0022374i,-0.00097246+0.0017969i,-0.00047056+0.0011901i,-9.7325e-05+0.0004995i,-0.00010309+0.00042907i,-0.00038401+0.00052372i,0.0004273+0.00015742i,0.0008879-0.00094664i,0.00046463-0.0010958i,0.00049825-0.00062519i,2.3872e-05-0.00028177i,-0.00052842-0.00025955i,8.3269e-05-0.00037416i,0.00066852-0.00024891i,0.00027266+0.0006827i,6.6555e-05+0.00075665i,-7.9706e-05+0.00042635i,9.7811e-05+0.00046062i,0.00055389-0.00027141i
-0.00053529-0.00074576i,0.00042429-0.00065263i,0.0013387-0.00015957i,0.00094875-0.00020591i,-3.7379e-05-0.00016487i,-0.00030895-0.00026126i,0.00061109-9.0671e-05i,0.0015764-0.00021405i,0.00052498-0.00077017i,-0.00078958+0.00028777i,-0.00025552+0.0016416i,0.00053256+0.0010957i,0.00020684+0.00053591i,7.8936e-05+0.00044786i,0.00058054+0.00012765i,0.00089746+0.00017503i,0.00055829+7.5016e-05i,0.00022185-5.9284e-05i,0.00077587-5.903e-05i,0.0011212-0.00022646i,0.00076782-0.00053844i,0.00017501-0.00028848i,-0.0001706+0.0003618i
0.0002567+0.0011329i,0.00031974+0.0021443i,0.00031857+0.0020972i,0.00076415+0.0011763i,0.00089907+0.00023065i,0.00073678-0.0012327i,0.0005002-0.00085817i,-0.00051871+0.00069391i,-0.0005757+0.0010112i,0.00051125+0.0010391i,0.00073888+0.00056099i,0.00068075-8.4329e-05i,0.00034013-0.00022668i,0.00031451-0.00056086i,0.00011024-0.0006813i,-0.00041535+3.8903e-05i,-0.00060313-0.00018626i,-0.00025984-0.00094513i,0.00078573-0.0011126i,0.00056019-0.00069792i,-0.00040017+0.00018772i,-0.00087086+0.00047324i,-0.0011033+0.00089687i
0.00041157+0.0021103i,-0.00027718+0.0022421i,0.00014058+0.0019562i,0.00049714+0.00029451i,0.00096136-0.0010826i,0.00053136-0.0010502i,-7.9653e-05-0.00099207i,8.933e-05-0.00091523i,-6.9448e-05-0.00066496i,-0.00065095-0.00010701i,-0.00031164+0.00030966i,0.00022993-1.5e-05i,-0.00035699+0.00019015i,-0.00152+0.00074817i,-0.0012984+0.00020819i,-0.00015266+4.992e-05i,0.00044034+0.00030356i,0.00049981+0.00049765i,-4.8533e-05+0.00036483i,-0.00013653-7.1083e-05i,0.00024613+0.00011817i,-0.00015237+0.00072661i,-0.00073874+0.0010379i
-0.0016331-0.00050816i,-0.0017565-0.00079319i,-0.0025651-0.0013953i,-0.0026949-0.00097936i,-0.0015726+0.0009205i,0.00022063+0.001472i,0.00047129+0.00076171i,0.00040214+0.00078672i,0.00040383+0.00081635i,-0.00030869+0.00091097i,-0.00050408+0.0011324i,-0.00037876+0.00066731i,-0.00039218-0.00017399i,-0.00033528+0.00022599i,-0.00020324+0.00061215i,6.4692e-05+0.00051493i,0.00025481+0.0003843i,0.00026103-0.00023954i,-0.00040035-0.0009423i,-0.00086556-0.0014339i,-8.1349e-05-0.00038133i,0.00032218+0.00045922i,0.00039118+0.00049296i
0.00016232+0.0007572i,-1.5219e-06+0.0012946i,0.00035867+0.00074978i,0.00063412+0.0009712i,0.00011842+0.00068085i,-0.00035101+0.00033143i,-0.00040702-0.00017597i,0.00027553-0.00066489i,5.0363e-05+0.00020438i,-0.00050975+0.0006091i,0.00015966+5.4839e-05i,0.00061631+0.00034399i,2.1119e-05+0.00022118i,-0.00058471-2.4232e-05i,-0.00043365+0.00028426i,0.0007102+0.00015458i,0.0013019-0.00045412i,0.0010477-0.00034273i,0.00062742+8.8301e-05i,0.00040776+0.00021332i,0.00023379+2.133e-05i,-0.00055704-0.00023151i,-0.001109-0.00037828i
0.00079508+0.0014871i,0.00076761+0.0014849i,0.0002146+0.0011982i,0.00083426-0.00021966i,0.0011017-0.00058911i,0.00017297-0.00055144i,-0.00046191-5.4347e-05i,-0.00035974-0.00027376i,-0.00019865-0.0005736i,-0.00032569-9.7648e-05i,-0.00099191+1.2973e-05i,-0.00091068-0.00033006i,6.0964e-05-0.00072149i,0.00050089-0.00047236i,0.00041712+0.00056337i,0.0002167+0.00092623i,0.00017141+0.001123i,0.00022314+0.0010845i,5.2067e-05+0.00014052i,-0.00029934+0.00013837i,-0.00066523+0.00022369i,-5.0134e-05-0.00039335i,0.00019774+3.5205e-05i
-0.00047482+0.0014475i,0.00015175+0.0004962i,0.00131+0.00056673i,0.0014213+0.00013618i,0.00089607-0.00095987i,0.00075649-0.00080801i,0.00012078+0.00012907i,-0.0002127-0.00010234i,-0.0004614-0.0002725i,-0.0007846+0.00059356i,-0.0010151+0.00030693i,-0.00085354-0.00057695i,-0.00069131-0.00057003i,-0.00021353+0.00011153i,0.00030231-5.5579e-06i,0.00057351-0.00048375i,0.00032485-0.00053572i,-0.00057523-0.00035941i,-0.00046899-0.00014383i,0.00017278-0.00059548i,5.4846e-05-0.00064321i,0.00030305+0.00032905i,0.0012593+0.00071799i
-0.00022242-8.3517e-05i,0.00030231-0.00028566i,0.00018617-0.00060758i,-0.00033088-0.00046637i,-0.00026606-0.00023704i,-4.8129e-05+0.00088002i,0.00023932+0.0015354i,0.00087215+0.00056705i,0.0011379+0.000402i,0.00031185+6.608e-05i,-0.00011493-0.00098281i,0.00012565-0.00054556i,0.00036468+0.00041559i,0.00012469+0.00092009i,-0.00045978+0.00047748i,-0.00030155-6.9897e-05i,-0.00017038-0.00023942i,-0.00042138-0.00011551i,-0.00019521+0.00053726i,3.9473e-05+0.0011822i,0.0001104+0.00027291i,0.00011736-0.00010736i,-0.00018186+0.0005468i
-0.0026454-0.00092562i,-0.0020377-0.00057679i,-0.0018804+0.00057223i,-0.0025139+0.00098313i,-0.0019806+0.0013947i,-0.0012922+0.0017527i,-0.00088833+0.0011407i,-0.00031816+0.00044395i,-0.00014352-0.00018051i,8.9242e-05-0.000499i,0.00059417-0.00040908i,0.00057244-0.00034286i,0.00053601+0.00024237i,0.00050721+0.0010151i,0.0003401+0.00031458i,0.00028873-0.0010447i,0.00020226-0.0011096i,-0.00011031-0.0014073i,8.2886e-05-0.0010479i,0.00062972-0.00052415i,0.00057812-0.0010905i,0.00041623-0.00091426i,0.00035405-1.31e-05i
-0.00058359+6.5354e-05i,-0.0010922-5.2589e-05i,-0.0013467+0.0010313i,-0.00040066+0.0020535i,0.00014067+0.00092679i,0.00013661-0.0002026i,8.6059e-05-4.2781e-05i,-0.00017994-0.00031021i,-0.0002938-0.00033033i,0.00058467+0.00071863i,0.0016271+0.00035554i,0.0016444-0.00032989i,0.00040248+0.00025287i,-0.00072429+0.00028668i,-0.00050678-7.0129e-05i,0.00014207-0.00034076i,0.0004239-0.0004379i,0.00025707-0.00043864i,-0.00030127-0.00018162i,-0.00067291+0.00036968i,-0.00060027+0.00069529i,-0.0006623+0.00038789i,-0.00080486+0.00078489i
-0.0032641-0.00085301i,-0.0038479-0.00091957i,-0.0030446-0.00073217i,-0.0014852-8.6385e-05i,-0.00028485+0.00071028i,-0.0003271+0.00079632i,-0.00032602+0.00010853i,-0.00046969-0.00022183i,-0.0010808-0.00023135i,-0.0013986-0.00043823i,-6.6446e-05-0.00088741i,0.001037-0.00042873i,0.00038075+0.00011098i,-0.00065065-0.00013973i,-0.0011116+3.0104e-06i,2.2496e-05+0.0003112i,0.00050203-0.00026681i,-4.5257e-05-0.00085515i,-0.00076754-0.00067294i,-0.0012001-6.4516e-05i,-0.000293+0.00023907i,0.00061293-0.00033012i,0.00035128-0.00080215i
0.00083422-8.3964e-05i,0.00095177-0.00044698i,0.0015432-0.00011832i,0.0015745+6.3961e-05i,0.0011471-0.00039202i,0.00079842-0.00045624i,0.0010522+9.554e-05i,0.0011403+2.234e-06i,0.00023979-0.00051748i,-0.00013576-4.8551e-05i,0.00047078+0.00052509i,0.00016455+0.00089362i,-8.5136e-05+0.0010722i,-0.00035648+0.00041955i,-0.00086816+0.00055579i,-0.00091939+0.00051934i,-0.00062857+5.6382e-05i,0.00011246-0.00019268i,0.00069254-0.00036543i,0.00013265+8.3203e-05i,-0.00082476+0.00076354i,-0.00096059+0.0010284i,-0.0006985+0.001159i
-0.00078079-9.4052e-05i,-0.00070226-0.00035753i,-0.00061226-0.00076481i,-0.00023001-0.00016323i,-0.00014333+4.8768e-05i,0.00024881-0.00010152i,0.00069352+0.00081584i,0.0012242+0.00079863i,0.0013773-0.00035481i,0.00047678-0.0009639i,0.00024567-0.0005267i,0.00024432+0.000101i,0.00039531+5.5704e-05i,0.00087812+0.00017056i,0.00053815+0.00097459i,0.00019958+0.0013603i,0.0005179+0.00020829i,0.00074709-0.00080375i,-0.00012528-0.00073724i,-0.00038533+5.3684e-05i,0.00015547+0.00090015i,0.0001383+0.0007848i,-0.00045819+0.00048844i
0.0010137+0.0001801i,0.0006136-2.387e-05i,-0.00020787+0.00027651i,-0.00023133-0.00030165i,-0.00062433-0.00094343i,-0.00080068-0.00020622i,-0.00035735+0.00065071i,-0.00041821+0.0006738i,-0.00057379+0.0002916i,-0.00012537+0.0006038i,0.00012001+0.00043402i,0.00060372+0.00026832i,0.00075267+0.00040253i,0.00036981+0.0005567i,0.00022373+0.00087231i,0.00037311+0.00028101i,0.00010453-0.00027916i,0.00032871+0.00043636i,0.0010059+0.00084696i,0.00089865+0.00034244i,0.0006098-0.00034655i,0.00037063-0.00069632i,-0.00023615-0.00018768i
0.0012256-0.0005329i,0.00021862-0.00087166i,-7.4885e-05-0.0010666i,-0.00012168-0.00096392i,0.00025219-0.00076987i,0.00061721+0.00051571i,0.00048236+0.00099973i,0.00034772+0.00033975i,-0.00077181+0.000428i,-0.00098807+0.00081795i,9.5911e-05+0.00024386i,0.0001646-0.00033417i,0.00013985-0.00018435i,0.00068463-0.000609i,0.00020084-0.00014724i,-0.00029583+0.00033879i,-0.00010107+3.3231e-05i,0.0002774-0.00034697i,0.00094992-0.00017961i,0.0002314-0.00031864i,2.0233e-06-0.0001774i,0.00049283+0.00079913i,0.00019274+0.00087582i
0.00066355+0.00035906i,0.001335+0.00059457i,0.0017172+0.0017596i,0.00118+0.0017458i,0.00058533+0.00074764i,0.0001118+0.00017134i,0.00012188+0.00027565i,0.00022981+0.00015632i,0.00055688-0.00021282i,0.001115-0.00025141i,0.00039949-0.00044992i,-0.00085229-0.00028073i,-0.0012106+5.4738e-06i,-0.00090981-0.00056121i,-0.00026067-0.00071106i,-0.00083378-0.00021617i,-0.0011618-6.2705e-05i,-0.0005786+0.00020562i,-0.00023131+0.00073344i,0.00019179+0.00068277i,0.00058194+0.0001593i,0.00015851+0.00020033i,-3.7251e-05+0.00015982i
-0.0012533-0.00091103i,-0.00151-0.00063842i,-0.0017083-0.00037949i,-0.0023514+0.00032437i,-0.0015918+0.00097162i,-0.00075595+0.00087154i,-0.0011726+0.00047205i,-0.00090778-0.00086586i,-0.00033447-0.0013196i,-8.0119e-05-0.00053175i,0.00035961+5.4095e-05i,0.0007168+0.00044133i,0.00052909+0.0010795i,-0.00041018+0.0010873i,-0.0011486+0.0003992i,-0.00064659-0.00033988i,0.00074417-0.00010196i,0.0020596-3.2126e-05i,0.00163-0.00085489i,0.00080378-0.00039728i,0.0011509+0.00031288i,0.0010163+0.00029613i,6.5739e-05+0.00030117i
-0.0015751-0.00047951i,-0.00087481-0.0001454i,-0.0011019+0.00066046i,-0.0013111+0.001005i,0.00010735+0.0011319i,0.0015601+0.00069753i,0.0012481-0.00011031i,0.0011809-0.00031384i,0.00030854-0.00073619i,-0.00087739-0.00047413i,-0.00027579+8.6699e-05i,0.00044544+0.00032228i,0.00042325+3.6783e-07i,-8.6748e-05-0.00056041i,0.00053779-0.00060421i,0.00091104-0.00062818i,0.0003687-0.00064158i,-0.00016275-0.0012105i,-0.0006287-0.0011587i,-8.7428e-05-2.1234e-05i,0.00035975-0.00066119i,0.00027133-0.0006583i,-2.0936e-05+9.6577e-05i
0.00076922-0.0010332i,0.00054675-0.00076334i,-0.00042137-0.00098277i,-0.00088191-0.0016176i,-0.0016414-0.0012502i,-0.0024176-0.00054662i,-0.0014946-0.0005615i,-4.1421e-05-0.00026129i,0.00051277+0.00044804i,0.00024547+0.0010183i,-0.00019022+0.00081841i,-0.00027753+0.00045957i,6.9793e-05+0.00045752i,0.00039324-0.00012712i,0.00043191-0.00012383i,0.00087829+0.00047538i,0.0020019+0.00092296i,0.0015973+0.00075001i,7.265e-06-0.00046747i,-0.00029915-0.0005541i,-1.3857e-05+5.7896e-05i,-0.00028159+0.00036971i,-0.00012568+0.00058084i
-0.0006504+0.0011525i,-0.00082453+0.0013527i,0.00033364+0.0015661i,0.0011963+0.0019594i,0.00074407+0.0019482i,-0.00024669+0.0011203i,-0.00014803+0.00025516i,0.00035271+0.00027226i,0.00023682+0.0006664i,0.0002679+0.00023073i,0.00025377-0.00014883i,9.3848e-05+4.6567e-05i,-0.00019394-0.00040383i,0.0002051-0.00072382i,0.00086461-0.00036683i,0.00081368-0.00059156i,0.00070324-0.00065472i,0.00089701-0.000696i,0.00080273-0.00082978i,0.00047097-0.00051938i,0.00032803+0.00021468i,0.00067026+0.0009381i,0.00070741+0.00097427i
-0.00021649+2.8863e-05i,-0.0011689+0.0004152i,-0.00056659+0.00016375i,-0.0010647-0.00018874i,-0.0019119-0.00081341i,-0.0015723-0.00088755i,-0.00095147-0.00075539i,-0.00040001-0.00098702i,0.00023345-0.0009706i,0.00039552-0.0011441i,-1.0594e-05-0.00057579i,-0.00021665-0.00023094i,-4.1721e-05-0.00019171i,1.41e-05+0.00010707i,-0.00034189-0.00036018i,-0.00024791-0.00083804i,3.5096e-05-0.0005364i,0.00024074-0.00087001i,6.4113e-05-0.0010019i,-0.00029806-0.00037529i,-0.00063868-0.00016583i,-0.00063275-0.00060188i,-7.5929e-06-0.00033383i
-0.0014186+0.0014416i,-0.0011865+0.0015475i,-4.2784e-05+0.0028609i,0.0014668+0.0033319i,0.0021273+0.0027302i,0.001575+0.0019693i,0.00072619+0.0015863i,3.2192e-05+0.0019746i,-0.00018922+0.0017398i,0.0002828+0.00092937i,0.00055996+0.00045781i,0.00062289+0.00025974i,-9.8921e-05-4.8575e-05i,-0.00064878-0.00014961i,-0.00011192-0.00046209i,0.00064312-0.00018558i,0.00087825-1.3368e-06i,0.00081489-0.00077898i,0.00068032-0.00090349i,0.00092524-0.00072906i,0.0011399-0.00050278i,0.001223-0.00051174i,0.00086225-8.2338e-05i
0.003202+0.0011266i,0.0017944+0.00059056i,0.0015201-2.0115e-05i,0.0012481-0.00095237i,0.00070766-0.0012983i,6.4034e-05-0.0015218i,-0.00092251-0.0015646i,-0.00049523-0.0014593i,-0.00018796-0.0016467i,-0.00041418-0.0015231i,0.00035806-0.0014961i,0.00043819-0.0013108i,-0.00046844-0.00043007i,-0.0010554+0.00062097i,-0.0012046+0.0004672i,-0.0010498-1.4933e-05i,-0.00048111-0.00021866i,-0.00022272-0.00032022i,-0.00018166-0.00013303i,0.00015977+0.00036028i,0.00046957+0.00107i,-0.00032575+0.0014045i,-0.00072861+0.00099654i
-0.0010134+0.0012057i,-0.0013759+0.0015004i,-0.0006644+0.0023787i,0.0012396+0.0016817i,0.0016837+0.0009155i,0.00067247+0.0008149i,0.00062016+0.00065014i,0.00055986+0.0008372i,5.8584e-06+0.000871i,-0.00013879+0.00037344i,-0.00048854-0.00043593i,-0.00012623-0.0002958i,0.00050276+0.00047152i,0.00050408+0.00044011i,3.0562e-06-0.00034716i,-0.0003469-0.00064425i,-9.5231e-05-0.00032516i,-0.00025208-0.00022192i,-0.00019177+3.0083e-05i,-0.00013077+7.4953e-05i,0.0004009+0.00022318i,0.0010767+0.00031229i,0.00048216+0.00040892i
-0.00029708+4.0394e-05i,-0.00032268+0.0001382i,-0.00080835-0.00057417i,-0.0015639-0.00054099i,-0.001564+2.6832e-05i,-0.0012382+0.00091041i,-0.00078108+0.0011101i,-0.00012289+0.00095542i,0.00036081+0.00039912i,0.00053224-0.00050061i,0.00023429-0.00065766i,-5.2282e-05+0.00013309i,0.00013316+0.0011117i,-9.9384e-05+0.00090461i,-0.00019662+0.00019767i,-0.00030688-7.4246e-05i,-0.00063277-0.00074541i,-0.00058747-0.00064525i,-0.00038694+0.00010705i,-0.0008496-0.00017678i,-0.00034587-0.0008347i,0.00015876-0.00057442i,0.00029552-0.00033942i
0.0011343-0.0021948i,0.00086219-0.0014753i,0.0001077-0.0022027i,-0.0012071-0.0023607i,-0.002331-0.0018853i,-0.0016442-0.0012394i,-0.00015741-0.00025773i,1.5897e-06-0.00019351i,-0.00058849-0.00065178i,-0.00091504+0.00011513i,-0.00035651+0.00097425i,0.00038635+0.0012914i,-4.9978e-05+0.00079221i,-0.00064219+0.00053144i,-0.00057793+0.00072673i,-0.00066471+0.00080785i,-7.0847e-05+0.00050005i,0.0011125+0.00011201i,0.00091299-0.00023214i,0.0006818-0.00021462i,0.00057558+9.8963e-05i,0.00027992+6.4159e-05i,0.00026566+9.6506e-05i
-0.00015099+5.316e-05i,-0.00069088-0.00029678i,-0.001237-0.00039081i,-0.0010211-0.00047086i,-0.00041401-6.3066e-05i,-0.00018511-0.00021789i,-0.00057377-0.00064313i,-0.0007293-0.00047286i,-0.00075348-0.00015232i,-0.00055598+0.00023228i,0.0002238+0.00048563i,0.00088687+0.00016751i,0.0009181+0.00016543i,0.00094206+0.00040005i,0.0015296-0.00058725i,0.0015262-0.00067405i,0.00088004-0.00011091i,0.00059152-0.00030496i,-0.00018511-0.00059624i,-0.00022688+2.7321e-05i,0.00051555+0.00051326i,0.00033882-0.00019292i,8.4949e-05-0.00034384i
-0.0018277-0.00073382i,-0.0009497-7.5133e-05i,-0.00078472-0.00012011i,0.00062189+0.00060507i,0.00049811+0.0012521i,0.00040144+0.0006674i,0.00011946+0.0010004i,-0.00058896+0.00099519i,0.00032005+0.00032918i,0.00085489-5.3046e-05i,0.00069163+0.00077899i,0.00073817+0.0013424i,0.00081319+0.00077256i,0.00035096+0.00042428i,0.00010422+0.00046066i,0.00085393+0.00074646i,0.0012997+0.00045253i,0.00064802+0.00019813i,-4.3808e-05+0.00053894i,0.00028826+0.00088473i,0.00059979+0.00075788i,0.00063011+6.331e-05i,0.00097929-0.00066691i
0.00033978-0.00065075i,-0.00047663-0.0011489i,-0.0028298-3.6553e-05i,-0.0027047+0.00082508i,-0.001008+0.002034i,-0.00025855+0.001786i,2.2704e-05+0.00073207i,-1.0272e-05+0.00028168i,-0.00073299+0.00041634i,-0.0011311+0.00064558i,-0.00048172+0.00033191i,-0.00048191+0.00029748i,-0.00097645+0.00029425i,-0.0012544+0.00060391i,-0.00090013+0.00019077i,0.0002878-0.00076875i,0.00028924-0.00099786i,-8.173e-05-0.00042309i,-0.00014399-2.4047e-05i,-0.00022769-0.00020006i,0.00026925-0.00030505i,0.00074791-0.00010422i,0.00038507-6.77e-06i
-0.00070018+6.7577e-05i,-0.0016215-5.5129e-05i,-0.00098228+0.00015784i,0.00054946+0.0011921i,-1.7923e-05+0.00085065i,-0.00051346+0.0006411i,-0.00032909+0.0002067i,-8.2923e-05-0.00081242i,0.00024598-0.000761i,0.00041532-0.00058061i,0.00047888-0.00042458i,0.00010013+0.00035266i,-5.371e-05+0.00088431i,-0.0001253+0.00014239i,0.00059744-0.00068303i,0.0011095-0.00043195i,0.0010167+0.00046954i,0.00015793+0.00067644i,0.00043549-0.00031547i,0.00083659-0.00054945i,0.00023236+0.00012999i,-7.9397e-05+0.0011278i,-0.00017715+0.00097914i
-0.0004893+0.00032318i,-0.00054939+0.00029077i,-0.00031028+0.0007777i,-0.0007619+0.00044042i,-0.0011473-0.0007364i,-0.00075137-0.00095649i,-0.00015705-0.00026842i,1.1227e-05+0.00017562i,-0.00012171-6.2093e-05i,0.00023109-0.00025487i,0.00029779-5.939e-05i,-0.00051356+0.00026572i,-0.00084847+0.00043448i,-0.00048544-1.3852e-05i,0.00012319-0.00015811i,0.00038192+0.00045133i,0.00042603+0.0011115i,5.2844e-05+0.0013717i,9.6874e-05+0.0011461i,0.00049145+0.0003245i,0.00034399-0.00094362i,0.00047428-0.00082696i,0.00036226-0.00010928i
-0.00058117-0.00085564i,-0.00067476-0.00093991i,-0.0013702+1.3475e-05i,-0.0016527+0.00052578i,-0.00054337+0.00021916i,8.15e-05+0.000133i,-0.00082903+0.00058424i,-0.0013603+0.00086889i,-0.0014949+0.00090258i,-0.0012136+0.00076773i,-0.00028551+0.00090148i,0.00027743+0.00055565i,5.6256e-05-0.00026137i,-0.00018471+0.00019734i,3.5212e-05+0.00094376i,0.00089488+0.00079346i,0.00043988+0.00037077i,-7.0687e-05+0.0003057i,0.00067992+0.00028326i,0.00045743+0.00012467i,-0.00010292+0.00023923i,-5.68e-05+0.00035635i,-0.00025827+4.7689e-05i
-0.0010455-0.0012484i,-0.0008973-0.0008754i,-0.0011678+0.00069311i,-0.00074681+0.00058503i,-1.7505e-05-0.00041269i,-0.00019019-0.0010818i,-0.00041902-0.00034575i,-7.3516e-05+0.00047448i,0.00046743-0.00012086i,0.00097281-0.00048847i,0.00066744+0.00044253i,-8.5636e-05+0.00036089i,-0.00030296+1.748e-05i,-0.00031459+0.00074765i,-0.00066344+0.0008399i,-0.00073908-0.00052069i,0.0002467-0.0011124i,0.0011406-6.3711e-05i,0.00093065+0.00057058i,0.00048082+0.00016638i,-0.00029726-0.00022175i,-0.001117+0.00019887i,-0.0017647+0.00042037i
-0.0011864-0.0014915i,-0.0015348-0.0019048i,-0.0017557-0.0016021i,-0.0011029-0.0005796i,-0.00080659+0.00010477i,-0.00074847-0.0001829i,-0.00083937-0.00042431i,-0.00037911-0.00036684i,0.00047437+4.7285e-07i,0.00042392+0.00039156i,8.5497e-05+0.0013842i,-0.00017094+0.0013593i,-0.00026475+0.00026173i,0.00022791+5.6534e-05i,9.424e-06+0.00090277i,3.1775e-06+0.00085603i,0.00034087+0.00058125i,-5.5754e-05+0.00074196i,-0.00041216+0.00013674i,-0.00024253-0.00014923i,-1.3723e-06+0.00037054i,9.8767e-05+0.00062605i,0.00039935+0.00029483i
-0.0015575+0.0013639i,-0.0021969+0.0019886i,-0.002204+0.0023229i,-0.0016462+0.0023317i,-0.0010976+0.0015975i,-0.00081334+0.00087308i,-0.00076532+0.00027455i,0.0001998+1.7895e-05i,0.00042799-9.9192e-05i,-0.00020489-0.00048671i,0.00025354-0.00053131i,0.0010914+7.9053e-05i,0.0012855+0.00032752i,0.00092756+1.9485e-05i,0.00077827-1.9623e-05i,0.00024162+0.00022887i,-0.00024871-0.0001812i,8.0557e-05-0.00039056i,-0.00019335+0.00016901i,4.8167e-05+0.00041237i,0.0010629-0.00013519i,0.00084857-0.00048977i,0.00036898-0.00095568i
0.00020927+0.00078984i,0.00060067+0.00050265i,0.0019108+0.00044253i,0.0018397-9.6343e-05i,0.0010406-0.0013019i,0.00017733-0.00090549i,-0.00027301-0.00028186i,-0.00036234-0.00029043i,-0.00023916-0.00028796i,0.00059926-0.00052636i,0.00021886+8.805e-05i,-0.0014706-2.7213e-05i,-0.0017939-0.00031558i,-0.00056273-0.00057425i,0.00046756-0.00039071i,0.00030453+0.00028097i,-0.00010169+0.00013822i,0.0003823+0.00040584i,0.00051328+0.00070478i,0.00068575+0.00010717i,0.00077953-0.00051575i,0.00039005-0.00042508i,0.00015014-6.9527e-05i
0.00023978-0.0011307i,-7.4932e-05-0.0023376i,-0.00012002-0.0012883i,-0.00086749-0.00025546i,-0.0015387+3.3749e-05i,-0.0017416+0.00014005i,-0.0010975+0.00048147i,-0.00060901+0.0004541i,-0.00071265+0.0002262i,-0.00024446+0.00024279i,0.00028215+0.00032722i,-0.0001757+0.00025757i,-0.0013615-0.00047858i,-0.0014906-0.00070777i,-0.00052428-0.00022525i,-5.8789e-05+0.00012769i,0.00034029+0.00043763i,0.00048632-0.00018065i,7.0331e-05-0.0009885i,-0.00058589-0.00018844i,-0.00065876+0.00037374i,-0.00049445+0.00013345i,-0.00061523-0.00018695i
0.00016416+0.0024466i,8.185e-06+0.0019592i,0.0015335+0.0019512i,0.0024761+0.0015761i,0.0022963+0.00092798i,0.0011071-0.00012314i,0.00030974-0.00022398i,3.4287e-05-0.0002176i,0.00043571-0.00097652i,0.00090157-0.00068972i,0.00085792+0.00020437i,0.00045718+0.00048902i,1.2464e-05-6.2251e-05i,9.0388e-05+0.00021004i,0.00069856+0.00087663i,0.0006738+0.00065765i,0.00064174+0.00059131i,0.00054852+7.7351e-06i,0.0001583-0.000226i,0.00037659+0.00027556i,0.00043351-1.5046e-06i,0.0002474-0.00049338i,-8.1265e-05-0.00059397i
0.0012818-0.00083901i,0.00068893-0.00014341i,0.00064153-0.00055669i,-0.00070609-0.0016319i,-0.001678-0.0016086i,-0.0013314+0.00037372i,-0.00063531+0.001052i,5.9281e-05+0.00032216i,-0.00042403-8.1949e-05i,-0.00053912-0.00046268i,0.00010533-0.00050015i,0.00017515+3.5629e-05i,-0.00065689+0.00020009i,-0.0010342+0.00034274i,-0.00021936+0.0004824i,0.0001461-0.0003434i,0.00030794-0.00068563i,0.0006413+4.1875e-05i,0.00025579+0.00052426i,0.00035813-0.00047152i,4.4147e-06-0.00066592i,-0.00063306-0.00039361i,-0.0002137-0.00078623i
