-0.0009081+0.00037143i,-0.0010293+0.00015889i,-0.0021813+0.00071698i,-0.0018784+0.0012943i,-0.00065191+0.0013827i,0.00012727+0.00072876i,-0.00070436+5.4571e-05i,-0.0022982-7.9544e-05i,-0.0024266-0.00062205i,-0.001394-0.00067687i,7.1873e-05-0.00012606i,0.00057195-0.00060393i,0.00011381-0.001317i,-0.000144-0.000643i,0.00021227-7.3668e-05i,0.00060112+9.1514e-05i,5.9053e-05-0.00059217i,-6.4466e-05-0.0010249i,0.00035976-0.00026515i,-7.8601e-05+0.00031018i,-0.00044627+0.00035029i,8.4479e-05+0.00033194i,0.0013236+0.00019273i
-0.001341+0.00028618i,-0.00020387-0.0012548i,0.00041836-0.0018792i,-2.7402e-05-0.00082284i,0.00022833+0.00059724i,0.0010675-0.00026346i,0.00040178-0.0012247i,-0.00076748-0.00060203i,-0.0018406+0.00012087i,-0.0014881+0.00082462i,0.00019494+0.00081933i,0.00063385+1.3658e-05i,0.00048409-7.7558e-05i,0.00066502+0.00048935i,0.00066127+0.00051643i,0.00067193+3.3993e-05i,0.00069034-0.00019139i,0.00085157-0.00039358i,0.0011153-0.00027936i,0.00048869+0.00048318i,-0.00022386+0.00071654i,0.00039274-3.0969e-05i,0.00097117-0.00064236i
3.6467e-05+0.00061582i,-0.00030092+0.001692i,-8.7873e-05+0.0012793i,-0.00041554+0.0013493i,0.00022974+0.00083047i,0.00073744-0.00046745i,-3.4137e-05-0.0013227i,-0.001121-0.0020216i,-0.0016119-0.0012277i,-0.0016888+0.00038113i,-0.0008699+0.00086804i,-0.00023932+0.0007541i,9.786e-05+0.00044401i,0.00066334+0.0006797i,0.00029231+0.00093821i,-0.00035589+0.0005972i,-0.00045498+0.00082911i,-0.00032304+0.001154i,-0.00015635+0.0010886i,-0.00051805+0.00068258i,7.7223e-05+5.2582e-05i,0.00055138-0.00031886i,0.00081217-0.00047988i
0.00029188+9.117e-05i,-0.00040161-0.00011186i,-0.00095699+0.00030574i,0.0002221+0.000958i,0.0019648+0.0015523i,0.0021194+0.00043394i,0.00046917-0.00090842i,-0.0011617-0.0012157i,-0.0015469-0.00077843i,-0.0010682-0.00017074i,-0.00027987+0.00046961i,0.00033746+0.00074787i,0.0007501+0.0011666i,0.001387+0.0019724i,0.0016398+0.0014611i,0.0012818+0.00061654i,0.00054517+0.00060507i,-0.00017938+0.0004275i,-5.3528e-05+0.00047127i,0.0007126+0.0003375i,0.0008197-0.00030632i,0.00038598-0.000271i,0.0011067+0.00045933i
0.0014217-0.00020817i,0.0014878-0.00044084i,0.00091016-0.00087881i,0.00016009-0.00043178i,0.00060864-0.00037854i,0.00094751-0.00060026i,-0.00011579-0.0018195i,-0.0013019-0.0022139i,-0.0017935-0.00064707i,-0.0016926+0.00023013i,-0.0011453+0.00014738i,-0.00072648+0.00079509i,-0.00083939+0.00095088i,0.00010306+0.0005403i,0.00084094-0.00017144i,0.00071959-0.00037872i,0.00043818+0.00019155i,-0.00030285+7.4531e-05i,-0.00062563-0.00014703i,0.00029973-0.00043206i,0.00062903+7.8366e-05i,0.00021267+0.00036384i,-0.00015239+5.0575e-05i
-0.0004905-0.0010386i,-0.00049025-0.00053744i,0.00018716+0.00096483i,0.00086772+0.001792i,0.0018664+0.0016246i,0.0017214+0.00016772i,0.0004069-0.0020014i,-0.00091302-0.0025584i,-0.0019571-0.000439i,-0.0014488+0.0017754i,-0.0007932+0.0016149i,-0.00039591+0.00040338i,-0.00045024+0.00039177i,-0.0005855+0.00013393i,-0.00022033-0.00014189i,0.00026319-0.00013732i,3.2583e-05-0.00070013i,-0.00077615-0.00099087i,-0.00012523-0.0012183i,0.00083585-0.00065049i,0.00041118+0.00016172i,0.00023305+0.00037027i,0.0002703-1.8502e-05i
0.00015955-0.0014384i,-1.3158e-05-0.0010871i,-0.00049811+2.8069e-05i,-9.6401e-05+0.0010675i,0.0008746+0.0021229i,0.0014706+0.0016215i,0.00058191-4.9631e-05i,-0.00068987-9.1938e-05i,-0.0011655+0.00094486i,-0.00079277+0.0010848i,0.00016176+0.00040137i,0.00091614-0.00012858i,0.0010678-0.00023354i,0.00091116+0.00015817i,0.0010116+2.5664e-05i,0.0011535-0.00026459i,0.00010999+0.00039433i,7.3758e-05+0.0003778i,0.0012528+0.00022725i,0.0012215+0.0010012i,0.00031757+0.00091971i,-0.0005048+2.3964e-05i,-0.00038429-0.00014892i
0.00086652-0.00026592i,5.9675e-06+0.00034096i,-0.00066583+0.00035769i,-0.0003837+0.00029601i,0.00014186+0.00030379i,0.00066544-0.00047688i,0.00047564-0.0013226i,-0.00031174-0.0014285i,-0.0012975-0.0012i,-0.0022711-0.000331i,-0.0020424+0.00073584i,-0.00086067+0.0013143i,-0.00012193+0.00080531i,0.00026137-0.00052328i,0.00068685-0.00076416i,0.00012616-0.00029003i,0.00011737+0.00034764i,0.00019923+0.00086753i,6.8999e-05+0.00052444i,0.00053289+0.00020915i,0.00050736+5.7651e-05i,0.00095363-0.00035931i,0.0011874-0.0002452i
-0.00095896-0.00039714i,-0.0013273-0.00040864i,-0.0017803-1.6298e-05i,-0.00060956+0.00026562i,0.0008999+0.00047698i,0.0011884+0.00040018i,1.6996e-05-0.00018029i,-0.001393-0.00097539i,-0.0022639-0.0003044i,-0.0016314+0.0005584i,-0.00032343+0.00016824i,-0.00033543-0.00011844i,-0.00058087+4.0845e-05i,-0.00033627+0.00033873i,0.00022403+6.5811e-05i,-4.8677e-05+0.00040213i,-0.0007449+0.00030412i,-0.00049451-0.00037052i,0.00045685-0.00045444i,0.00050968-0.00042951i,0.00021137-0.00036954i,0.00041622-0.00064938i,6.7482e-05-0.00060151i
-0.00045623-0.0014519i,-0.00018068-0.00089991i,-0.00067695+0.00051629i,-0.0014055+0.0019711i,-0.00045423+0.0027242i,0.00062185+0.0012117i,1.0645e-05-0.000828i,-0.0014676-0.00080595i,-0.0021795+0.00014693i,-0.0016194+0.00045414i,-0.00058132+0.00066748i,-0.00017793+0.0009278i,-9.4695e-05+0.00058223i,-0.00013951+0.00042769i,0.00034366+0.00022344i,0.00056379-6.8207e-05i,6.1989e-05-0.00063532i,-0.00023669-0.00054743i,0.00016381+0.00013841i,0.00065404+0.00045174i,0.00021994+7.9922e-05i,-8.6415e-05-0.00026681i,-0.0002356-0.00014433i
0.00015638-0.00073426i,0.0012379-0.00035756i,0.0012456+0.00049253i,0.0010265+0.00058788i,0.0015048+0.00051279i,0.002002+0.0009961i,0.0011904+0.00060192i,-0.00080183+0.0001836i,-0.0021636+0.00036291i,-0.0017071+0.00022208i,-0.00021254+0.00049817i,7.8572e-05+0.0010085i,0.00060105+0.0012677i,0.0011133+0.0014113i,0.00049167+0.00078436i,0.00061898+6.2663e-05i,0.0004722+0.00037691i,-1.4456e-05+0.0007325i,-0.00046384+0.0006639i,-0.00061211+0.00033741i,-0.00053112+0.00014242i,-6.3902e-05+3.2745e-06i,0.00082579-0.00015064i
0.00043659+0.00041871i,-0.00061367+0.00058902i,-0.0015465+0.00086679i,-0.0017137+0.0013288i,-0.00036087+0.0010143i,0.0010645-0.00017023i,5.1878e-05-0.0015481i,-0.0021964-0.0018111i,-0.0026371-0.00023647i,-0.0016354+0.0011115i,-0.00091502+0.0010932i,-8.5557e-05+0.00064828i,3.9667e-05+0.00026165i,-0.00033559+8.2403e-06i,0.00028245-0.00040591i,0.0013362-0.00054739i,0.0017221-0.00048718i,0.00095365+0.00076556i,-3.2682e-05+0.0012956i,-8.3827e-05+0.00049858i,-0.00028407+8.1399e-05i,-0.00043806+0.00045392i,-0.00050527+0.00022197i
0.001607+0.00069061i,0.001321+0.0006742i,0.0012109+0.0010398i,0.00033285+0.00062127i,1.1435e-05-0.00066936i,0.00020943-0.0018139i,-0.0005511-0.0012028i,-0.0015992-6.925e-05i,-0.0015665+0.00094929i,-0.0010393+0.00062581i,-0.00035928+2.4986e-05i,0.00016569+0.0009653i,-0.00016069+0.0013524i,8.9972e-05+0.00079764i,0.000524+0.00063722i,1.1823e-05+0.00050698i,-0.00050884+0.00021429i,-0.0002474+1.5393e-05i,-6.4765e-05-0.00026031i,4.3528e-05-0.0007926i,-7.0859e-05-0.00043378i,-0.00066762+0.00015647i,-0.00048183-0.00010322i
0.00068097-0.00058512i,-0.00067623+0.00024784i,-0.0013044+0.0012079i,-0.00072734+0.001911i,0.00013358+0.0021686i,-0.0001775+0.0015312i,-0.00083635-2.6877e-05i,-0.0020259-0.00060621i,-0.0028317-0.00029254i,-0.0020102+0.00030293i,-0.00194+0.0010566i,-0.00097329+0.00095933i,0.0004575+0.00044185i,0.00079493+0.00072873i,0.00095497+0.00014105i,0.00075899-0.00090512i,0.00037348-0.0006241i,-1.3831e-05-0.00022283i,-0.00013008+0.0006261i,-0.00038518+0.0010027i,0.00018942+0.0007298i,0.00064173+0.00090194i,0.00060097+0.00014872i
0.00016969-0.0013309i,-0.0010099-0.002019i,-0.0010967-0.0020233i,0.00032688-0.00029477i,0.0020208+0.00086977i,0.0028398+2.7131e-05i,0.0012396-0.0017744i,-0.00045302-0.0020417i,-0.0010496-0.00096168i,-0.0010399+0.00030016i,-0.00051762+0.00097262i,-0.00018256+0.00027977i,-0.00026258-0.00026426i,-0.00030919-0.00045878i,-0.00019029-0.00032689i,-0.00046342-5.101e-05i,-0.00018443+0.00016126i,6.4413e-05+0.00023548i,-0.00027341+0.00046359i,-0.0004085+0.00030932i,-7.5451e-05+0.00021582i,-8.5882e-05-0.00019343i,-4.0693e-05-0.00034301i
0.0012877+0.00056904i,0.001578+0.00025594i,0.00096154+0.00025847i,0.00033837+0.00068562i,0.00094109+5.3277e-05i,0.0010529-0.00073833i,-0.00034811-0.00075573i,-0.0014656-0.00037394i,-0.0018496+0.00047932i,-0.0011095+0.00061769i,-0.00073597+0.00037048i,-0.0010126+0.00036258i,-0.0008342+0.00025984i,0.00017891-5.6741e-07i,0.0009162+0.00050246i,0.00050958+0.00060075i,-0.00033243-0.00025402i,-8.4566e-05+4.3101e-05i,0.0010373+0.00051576i,0.00087779-0.00024479i,0.00025462-0.00027826i,0.00084747+0.00010424i,0.0010835-0.0005019i
0.0011735-0.00032823i,0.00080632+0.00045866i,-0.00030358+0.0014676i,-0.00088931+0.0021083i,-0.00013662+0.0015193i,0.00075596+0.00058736i,6.171e-05-0.00047841i,-0.0020103-0.00043296i,-0.0026987+0.00029203i,-0.0017405+7.5687e-05i,-0.00038208-0.0006795i,0.00044275-0.00066216i,0.000956+0.00015982i,0.0011995+0.00068268i,0.0010516+0.00074866i,0.00067244+0.00054873i,0.00026665+0.00010344i,-0.00017831+0.00019291i,-0.00053363+0.00062139i,-0.00049103+0.00040136i,-0.00043445+0.00015358i,-0.00044741+0.00077668i,-0.00015663+0.00086341i
-0.0010444-0.0001574i,-0.0015644-0.00079635i,-0.0016605-0.00045373i,-0.0019508-0.00031363i,-0.0011611+0.00034425i,0.00018847+8.2042e-05i,-0.00038916-0.00068742i,-0.0016762-0.00051034i,-0.001597-4.3358e-05i,-0.0010852+0.00073301i,-0.0011515+0.0015606i,-0.00080046+0.001468i,0.00011011+0.00066677i,0.00075492+0.00017315i,0.00040232-0.00045312i,0.00012557-0.00056483i,-6.1318e-05-0.00012494i,-0.00071884-2.7022e-05i,-0.0011242+0.00019615i,-0.00092802+0.00034781i,8.1298e-06+0.00051727i,0.00052984+0.00029215i,0.00012154-0.00059095i
0.00094193+0.00076492i,0.00053111+0.00015368i,0.00028322-8.5179e-05i,0.0014579+0.0010308i,0.0016028+0.0019679i,0.00039455+0.0012303i,-0.00038683+0.00081489i,-0.0015193+0.00014635i,-0.0021017-0.00072456i,-0.00098121-0.00076899i,0.00035267-6.5838e-05i,0.00081038+0.0012356i,0.00052849+0.0013586i,0.00047848+0.00068267i,0.00032242+0.00043753i,0.00012337+0.00027732i,-0.00013893-0.00020211i,-0.00058677-0.00071778i,-0.00033541-9.1964e-05i,-4.8176e-05+0.00024544i,-0.00015602-0.00046497i,2.5913e-05-0.00070943i,-0.00020884-0.00025277i
7.8135e-05+0.00052634i,7.9916e-05+0.00074633i,-0.00063707+0.00021521i,-0.00029653-0.00018179i,0.001066-0.00012267i,0.0018448-0.00094178i,0.00042425-0.0015878i,-0.0018917-0.0012066i,-0.0033526-0.00042651i,-0.0028406+0.00038715i,-0.0015698+0.00038368i,-0.00087879+0.00013545i,0.00017432+0.00020007i,0.0011294+0.00013016i,0.0011562+0.00020946i,0.00051297+0.00019243i,0.00033031-0.00039868i,0.00049899-0.00068317i,0.00050866-0.000219i,0.00027814+0.00057138i,-0.00043+0.00073331i,-0.00037904+0.00011732i,-0.00024271-0.00020191i
-0.00212-0.0011476i,-0.0020474-0.0011934i,-0.0024503-0.00010121i,-0.0028062+0.002213i,-0.0018692+0.0036295i,-1.2452e-05+0.0015513i,0.00011219-0.0010783i,-0.00084111-0.0011796i,-0.0014961-0.00033012i,-0.0017507+0.00033898i,-0.0011373+0.00061991i,4.9828e-05+0.00073925i,0.00052562+0.0010562i,0.00069821+0.0012444i,0.0005893+0.0010194i,1.2522e-05+0.00022313i,-0.0007243-0.00042559i,-0.00062376+7.9438e-05i,-0.00013632+0.00046049i,0.00021098-1.1009e-05i,0.0006218-9.0235e-05i,0.001253-0.00031423i,0.00060526-0.00051891i
4.6904e-05+0.00040818i,-0.0001049-0.00062549i,0.0010556+0.00079161i,0.00185+0.0023445i,0.0014929+0.0017871i,0.00098981+0.0003858i,0.00053117-0.00018629i,-0.0015044+0.00019023i,-0.0028126+3.7566e-05i,-0.0020622+0.00013194i,-0.00083093+0.00012468i,1.3478e-05+0.00014109i,-0.00018368+0.0004573i,0.00026246+0.00060396i,0.00082525+0.00081946i,0.00043319+0.00029i,0.00040499-0.00053682i,-0.00024894-0.00094025i,-0.00077312-0.00082966i,-0.00050029-0.00017563i,0.00022116+0.00039721i,0.00041212+0.00064523i,-0.00043973+0.00065685i
-0.00014727+0.0011491i,-0.00034187+0.0013582i,-0.0008553+0.0015152i,0.00015109+0.0015013i,0.0014177+0.00089796i,0.0013206+0.00011933i,4.0301e-05-0.00069986i,-0.0016249-0.00098517i,-0.0023537-0.00051412i,-0.001784-3.1975e-05i,-0.0010489+0.00026192i,-0.00044377-0.00031944i,-0.00019455+8.5224e-05i,-0.00025897+0.00084656i,0.00022158+0.00043267i,0.00038285+9.0768e-05i,-8.5385e-05-0.00053627i,-0.00054179+4.9508e-05i,-0.0002711+0.0012447i,0.00078786+0.0012081i,0.00067631+0.0005966i,-0.00032177+0.0003488i,-0.00022324+0.00058337i
0.00093423-0.00030286i,0.00054014-0.0002243i,0.00099472+0.00024766i,0.0010587-5.6835e-05i,0.0013481+0.0004144i,0.0011116+0.00062402i,7.5778e-05+0.00023882i,-0.001511+0.00018875i,-0.0019693+0.00047981i,-0.0010798+0.00086621i,-0.00054257+0.0010058i,-0.00015814+0.00061928i,0.00027625+0.00053023i,0.00065979+0.00071881i,0.0010349+0.00043796i,0.00095608+5.2709e-05i,0.00019348-8.0396e-05i,-0.00035685+0.00069879i,-0.00047794+0.0016123i,-0.00012705+0.00070354i,8.6145e-05+0.00019922i,0.00031691+0.00047058i,0.00069783+0.0004317i
-0.00073502+0.00033259i,-0.00044602+0.00057597i,-0.00096093+0.0015849i,-0.00084079+0.0021175i,0.00028343+0.0013628i,0.00098822-0.00011816i,0.00058206-0.00098989i,-0.00096277-0.0010524i,-0.001782-0.00060447i,-0.0018432+0.00017169i,-0.0015048+0.00035442i,-0.00048417+0.00016286i,9.3462e-05+0.0004799i,-0.00026723+0.00025151i,1.8351e-05-0.00017745i,0.0003756-0.00058299i,-7.0968e-05-0.00053041i,-2.6058e-05-7.8819e-05i,0.00019943+0.00027566i,1.71e-05+0.00048003i,-0.00030919+0.00038355i,4.4928e-05-0.00043552i,0.00087886-0.00082217i
-0.00084149+0.0010389i,-0.00051165+0.00065165i,6.5455e-06+0.0010957i,0.0010777+0.0018501i,0.0027189+0.0019451i,0.0029028+0.0006189i,0.00050494-0.0012737i,-0.0019006-0.0016236i,-0.0027995-0.00050352i,-0.0022215+0.00025392i,-0.00073069+0.00059689i,0.00099329+0.0014199i,0.00088913+0.0011172i,0.00014834+0.00041303i,0.00096558+1.9028e-05i,0.0012782-0.00038292i,0.00073879-0.00078146i,0.00092756-0.0010978i,0.0012414-0.00092097i,0.00085549-0.00062332i,-0.00022211+6.6497e-05i,-0.00043571+7.2112e-05i,0.00097646-0.00027979i
-5.215e-05-0.00053866i,-0.0018553-0.00093804i,-0.0022297-0.00090978i,-0.0021369-0.00029963i,-0.0011189-0.00059891i,0.00037418-0.0011373i,0.0011173-0.0014214i,0.00015646-0.00094343i,-0.0012937-0.00050982i,-0.0018346-0.00039402i,-0.0015129-8.2963e-06i,-0.00061019+0.00018099i,0.00045333+0.00040408i,0.0004472+0.00062726i,0.00033832+0.00047819i,0.00097255-0.00029854i,0.00097518-0.00074213i,0.00078074-0.00088519i,-0.00020384-0.00058966i,-0.00060201+0.00018508i,8.5698e-05-5.159e-05i,0.00037603-0.0002428i,0.00025279-8.9735e-05i
-0.00041445+0.00080065i,7.1669e-05+0.00093586i,0.00094839+0.0007411i,0.0010183+0.00068096i,0.0015833+0.00079002i,0.0016817+2.8062e-05i,0.00054209-0.0011316i,-0.00091327-0.0016659i,-0.0017573-0.0010647i,-0.0011038-0.00028745i,0.000496+0.00027881i,0.00089718+0.00063253i,7.5479e-05+0.0011352i,-0.00010474+0.00070794i,0.00014472-6.0568e-05i,0.00072081+0.00041819i,0.00096738+9.0721e-06i,0.00067328-0.00069719i,0.00034078+0.00014658i,9.9821e-05+0.00075039i,5.6301e-05+0.00058163i,-0.00037049+0.00047766i,0.00033109+5.7193e-05i
0.001733+0.0010405i,0.00045865+0.0013834i,-0.00088009+0.00039978i,-0.00086312-0.00026469i,-2.8575e-05-1.6984e-05i,2.6784e-05-0.00070518i,-0.00065871-0.0013126i,-0.0019469-0.0012016i,-0.0023171-0.00087313i,-0.0014177-0.00023469i,-7.0768e-05+0.0005126i,0.00032819+0.00061374i,-0.00014196+0.00074735i,0.00038464+0.00080223i,0.00077219+0.0004771i,0.0003756-0.00018987i,3.4389e-05-0.00043638i,-0.00013312-0.00044643i,-0.0001483+0.00027384i,0.00034591+0.0012504i,0.00092816+0.0016049i,0.00012859+0.0014257i,-0.00055484+0.00091986i
0.00036782-9.8962e-05i,0.00091225-0.00027163i,0.0022281-0.00048687i,0.0022525+0.00058977i,0.0019878+0.000143i,0.0012033-0.00083688i,0.00040182-0.00091435i,-0.00041093-0.00042433i,-0.0014099-0.00015293i,-0.00095309+0.00021057i,0.00027875+0.00025522i,0.00047669-0.00040373i,-9.3296e-05-0.00026647i,-2.021e-05-0.00022532i,0.00077044-0.00053935i,0.00094337-0.00046194i,0.0008934-0.00035993i,-2.8239e-05-0.00016134i,-0.00099937-0.00019198i,-0.00029018+0.00019713i,0.00051361+0.00066981i,0.0005694+0.00033168i,0.00053189-0.00034924i
-0.0018866-0.00021831i,-0.0029021-0.00062554i,-0.0034862+0.00061215i,-0.0026062+0.00093562i,-0.00024354+0.00040855i,0.001164-0.00050806i,-0.00057641-0.0015184i,-0.0023789-0.0017002i,-0.0017988-0.00050768i,-0.0011932+0.0007986i,-0.00087354+0.00089064i,-0.0003551+0.00066713i,-0.00016893+0.0010626i,-0.00024341+0.0015986i,-0.0001555+0.0010913i,1.2028e-05+0.00040372i,0.00035063+0.00027019i,0.00051328+0.00012167i,0.00013231-0.0004412i,-0.00021168-0.00034567i,-0.00036652-5.7806e-06i,-0.00059459+2.7649e-05i,2.9506e-06+0.00046237i
-0.0011501-0.0017232i,0.00025491-0.0005647i,7.2412e-05+0.00023766i,-0.00010807+0.0021395i,0.00032583+0.0031758i,0.0012699+0.0023949i,0.0012101+0.00070444i,-0.00036637-0.00040039i,-0.0018399-0.00019654i,-0.0017044+0.00056414i,-0.00019348+0.0016121i,0.00023629+0.0010579i,0.00023029-0.00021822i,4.4547e-05-0.0010004i,-0.00030717-0.0010279i,-0.00031857-0.0004433i,-0.00046748+0.00021669i,-0.00045587-0.00028665i,-0.00039707-0.00044007i,-0.00044954+0.00051133i,-0.00035409+0.00052001i,-0.0002163-0.00053631i,-1.72e-05-0.0002916i
-0.0001068-0.0011937i,-0.00038911-0.00032267i,-0.00092382-0.0012341i,-0.0018026-0.0011674i,-9.1079e-05+9.3271e-05i,0.0015806+6.4816e-05i,0.0011583-0.00099815i,-0.00060542-0.0011152i,-0.0021777-0.00029714i,-0.0025108+0.00038792i,-0.0019546+0.00070357i,-0.00061881-3.7509e-06i,0.00054895-0.00017858i,0.0010144-0.00038882i,0.00032098-0.00095129i,-0.0003303-0.00074274i,3.1544e-05-0.00023369i,0.00035426-9.9392e-05i,0.00048877+0.00045505i,-0.00012726+0.0011329i,-0.00024941+0.00096161i,0.00024718+0.00049903i,0.00029703+6.2813e-05i
0.00083648-0.00019273i,0.00056494-0.0013986i,0.00041159-0.0014567i,0.00069483-0.00080506i,5.6717e-05+0.00061659i,-3.5743e-05+0.00013368i,-0.00012075-0.00095297i,-0.0015543-0.0011799i,-0.0023316-0.00076382i,-0.0017405+0.00070813i,-0.00097543+0.0016096i,-0.00063501+0.00069839i,-0.00047919+9.8771e-05i,0.00011334+7.0609e-05i,0.00040182+0.00052166i,0.00039644+3.8818e-05i,0.00062864-0.001386i,0.00057876-0.00079496i,0.00043718+0.00034935i,0.00039631+0.00031086i,0.00027369+4.3871e-05i,0.0004028-0.00014124i,0.0003421-0.00020735i
-0.0003834+0.00052769i,0.0004445+0.0015055i,0.0010858+0.0026383i,0.0014784+0.0024043i,0.0014242+0.0020505i,0.0017301+0.0016497i,0.00022768+0.0004821i,-0.0020127-0.00080454i,-0.0022678-0.0011021i,-0.0013529-0.0003081i,-0.00096298+0.00038109i,-0.0011579+4.8249e-05i,-0.00080312-0.00027908i,0.0001453-0.00052367i,0.00019992-0.00072198i,0.00039496-0.00031354i,0.00045162-6.9336e-05i,0.00039526-0.00044063i,0.00060028+0.00017419i,0.00039365+0.00072574i,0.00056448+0.00013207i,0.00044074-0.0004918i,-5.4308e-06-2.9342e-05i
-0.0015407-6.7814e-06i,-0.0016753-0.00073113i,-0.0015349-0.00076033i,-0.0014722+0.00060349i,-0.00059548+0.0017695i,0.00057489+0.00082217i,0.00045095-0.00084746i,-0.0010442-0.0010393i,-0.0016255-0.00022312i,-0.0016113+0.00010735i,-0.0017629+0.00047753i,-0.0007589+0.0011496i,0.00018772+0.0010489i,0.00085605+0.00040075i,0.0010466+5.2522e-05i,0.00023185+5.6783e-05i,-5.1373e-05+0.00013994i,-0.0001127+0.00020857i,-0.00024085+0.00011121i,-0.00078591+0.00064938i,-0.00089847+0.00065272i,-0.00056346+0.00043365i,-0.00074488+0.00048597i
-0.0002947+0.0012462i,-0.00087664+0.0011154i,5.4076e-05+7.8488e-05i,0.0012233-0.00016084i,0.0020177+0.0010609i,0.001381+0.00081358i,0.00031678-0.00025483i,-0.00083343-0.00067656i,-0.00073661-5.0111e-05i,-0.00031551+0.00057876i,-0.000202+0.00077798i,0.00038126+0.0011292i,0.00079734+0.0010334i,0.00028852+0.00062802i,-6.9359e-05-5.4381e-05i,0.00013213+1.468e-05i,0.00046156+0.00016732i,0.00044864+0.00033888i,2.4025e-05+0.00033924i,0.00024383+0.00030597i,7.8982e-05+0.00068681i,-0.00064982+0.0012204i,-0.00044955+0.0011048i
0.001215-0.0010316i,0.00028112-0.00082869i,-0.0013781-4.4415e-06i,-0.0013321+0.0010599i,7.5463e-05+0.00079609i,0.0001126+5.2374e-05i,-0.00016985-0.0011391i,-0.00084713-0.00099601i,-0.0022113-0.0002983i,-0.0017576-0.00035669i,-0.00037192+0.00049285i,-7.2076e-05+0.00049431i,0.00040076+0.00012309i,0.0011344+0.00024541i,0.00089145-0.00010117i,0.00028289-0.00062279i,1.4928e-05-0.0006838i,-0.00036431-4.8607e-06i,-3.5526e-05+0.00019909i,0.00023444+0.0004111i,0.0002906+0.0004825i,-0.00014712+0.00029071i,-0.00035133-0.00031249i
0.00047103-0.00056542i,0.0011507-0.00056786i,0.00030307-0.00054077i,-0.0007167+0.00017757i,0.00050517+0.00086603i,0.002095+0.00084297i,0.00098214-0.00097564i,-0.0013042-0.0017164i,-0.0014391-0.00019476i,-0.00063878+0.0013096i,-3.9429e-05+0.0011271i,0.00015981+0.00053049i,-6.5405e-05-3.0023e-05i,-0.00023185-9.8244e-05i,-0.00064173+7.0702e-05i,-0.00021691+0.00026756i,9.6664e-05+0.0003372i,-0.00034035+1.7353e-05i,3.8384e-05-0.00039091i,0.0003508-0.00019122i,0.00071492+0.00011666i,0.00025582+2.2878e-05i,-2.3517e-05-3.3835e-05i
-3.9596e-05+0.00034494i,-0.0011257+0.00027805i,-0.0023706+0.00079094i,-0.0030665+0.0014643i,-0.0015781+0.0010268i,0.00045586-0.00011318i,0.00044829-0.00040022i,-0.0012094-0.00061045i,-0.0020506+0.00024333i,-0.0014404+0.001214i,-0.00059649+0.00083073i,-4.3885e-06+0.00042713i,0.0001888+0.00048157i,-6.6232e-05-0.00029336i,9.9204e-05-0.00098734i,0.00039019-0.00089212i,0.00053702-0.00083173i,0.0010495-0.00083494i,0.00079103-0.00049481i,0.00017684+0.00054597i,0.0002422+0.00070907i,0.0004065+0.00010349i,0.00019001-0.00066222i
0.00093156+0.000796i,0.0012555+0.00049868i,0.001133+0.0011238i,0.0016056+0.001769i,0.0024126+0.001912i,0.0021109+0.00094837i,0.00011978-0.00075038i,-0.0020976-0.00084838i,-0.0029607-0.00031701i,-0.0020347+0.00021227i,-0.00092566+0.0010043i,-0.00035805+0.0011287i,-0.00017542+0.0012337i,-0.00070702+0.0011718i,-0.00089355+0.0011446i,-0.00013463+0.000805i,0.00013549+0.00081708i,-0.00082915+0.00043151i,-0.00098562-0.00042536i,-6.2074e-06-0.00068238i,0.0005045-4.3184e-05i,0.00039058+0.00080316i,0.00029152+0.0011288i
-0.0003955-1.4824e-05i,-0.00088796-0.00068704i,-0.0015698-0.000265i,-0.0016347+0.00011431i,-0.00025159+0.00039857i,0.00035719+2.3917e-05i,-0.00010411-0.00018755i,-0.0006562+0.00017663i,-0.0016384-9.9174e-05i,-0.0021834+0.00037806i,-0.00086156+0.00081835i,0.00039487+0.00035511i,0.00029511-0.00044089i,7.3664e-05-0.00080912i,0.00025389+0.00014188i,0.00010586+0.00067291i,-0.00024221-1.4018e-06i,-0.00029218-0.00039869i,0.00048897-0.00051781i,0.0012028+0.00043401i,0.0007644+0.0010253i,6.3891e-05+0.00013115i,5.4266e-05-0.00065256i
-0.00074414-0.0009395i,0.00041559-0.0019236i,0.00063855-0.0018276i,0.00030612+0.0004799i,0.00096643+0.0018333i,0.0019671+0.00079855i,0.0011284-0.0017752i,-0.00085229-0.0028568i,-0.0015083-0.0020671i,-0.0015726-0.00041421i,-0.0014655+0.0002888i,-0.00037594+0.00025034i,0.00035892+0.00079381i,0.00098113+0.00039399i,0.0014973-0.00017707i,0.00067146+0.00016534i,-0.00055129+0.00060279i,-0.00055103+0.00071754i,0.00053614+0.00079476i,0.00072498+0.00045835i,-3.8391e-05+9.4943e-06i,-0.00070335-0.00012147i,-0.00060985-0.00032155i
