-0.00079493+0.0018565i,-0.00030407+0.0007104i,-0.0014532-0.00025028i,-0.0027184-0.00098602i,-0.0023788-4.0294e-05i,-0.0020264+0.0010068i,-0.0016081+0.0010444i,-0.00036055+0.001478i,0.00014732+0.00066567i,0.00021752-0.0007023i,0.0002672-0.00083351i,-0.00022083-0.00078066i,-0.00045828-6.2657e-05i,-0.00031061+0.00019925i,0.00036918-1.4148e-05i,0.0010218-0.00019912i,0.00067712-0.00042443i,-0.00038068+9.259e-05i,-0.00012827-0.00024651i,0.00022163-0.000326i,-0.00057498+0.00044586i,-0.00099962+2.222e-05i,-0.000142-0.00043088i
-0.0030545+0.0032454i,-0.0020724+0.0029563i,-0.0012969+0.0029597i,-0.00039024+0.0024403i,0.00080147+0.0024247i,0.0008215+0.0013643i,-0.00024247+0.0003383i,-0.00018249+0.00034662i,0.00042146+0.0001674i,0.00043345+0.00015522i,4.8749e-05+0.00017998i,-0.00046663+0.00012562i,-0.00062488+0.00013761i,-0.00041373-0.00026645i,6.0428e-06-7.5459e-05i,-0.00018087+0.00035008i,-0.00031905+0.00010679i,0.00047437+0.00020931i,0.00077037+0.00085405i,0.00071452+0.00079395i,0.001024+0.00027042i,0.00021458+0.00015831i,-0.0001918-0.00090203i
4.4606e-05-6.9477e-05i,-1.8841e-05-0.00080361i,-0.00049079+8.5862e-05i,-0.0011398+0.0015652i,-0.0011122+0.0011421i,-0.00017905+9.938e-05i,-0.00013524+0.00090465i,9.8612e-05+0.00088779i,0.0008397-8.9871e-05i,0.0006744-0.0007078i,0.00042979-0.0017141i,0.00042751-0.0018076i,-0.00016649-0.00047181i,-8.1303e-05-0.00011831i,-9.8958e-05-0.00066956i,-0.00040347-0.00019983i,-6.9786e-05+0.00074828i,2.3725e-05+0.00098481i,-0.00015831+0.00083154i,9.2704e-05+0.00029018i,0.0004013+0.00012985i,0.00026558+8.1836e-05i,0.00015213-0.00067539i
-0.0016083-0.0004179i,-0.00098944+0.00083103i,-0.0017002+0.0017907i,-0.0006236+0.003084i,0.0013299+0.0031512i,0.0017251+0.0024022i,0.0013491+0.0015771i,0.00089837+0.00071803i,0.00064486+0.00018638i,0.0010204+0.00023086i,0.0011994+0.00039363i,0.0010493+3.2322e-05i,0.00042466-1.7221e-05i,-5.18e-05+6.2726e-05i,-0.00021338-0.00013022i,-0.00023217-0.00083545i,0.00033912-0.0009929i,0.0013605-0.00055891i,0.00070867+0.00059661i,-0.00058021+0.00048885i,-0.00041942+0.00027582i,0.00022116+0.00055441i,0.00077191-0.00035282i
-0.0034245+0.00079896i,-0.0024552+0.0017095i,-0.0022922+0.0033492i,-0.0019393+0.0042019i,-0.00079645+0.0041304i,0.00011739+0.0028547i,-0.00010926+0.0011207i,-0.0001333+0.0005395i,-1.8569e-05-0.00028011i,0.00047181-0.0013141i,0.00088689-0.00085293i,0.00091257-0.00032392i,0.00052774-0.00053895i,9.2032e-05-0.0003016i,-0.00055402-0.00018779i,-0.0010495-0.00045312i,-0.00041526-0.00056915i,-8.8443e-05-0.00043863i,-0.0006018-0.00059381i,-0.0014585-0.0011865i,-0.00086203-0.0011651i,0.00028559-0.00072744i,0.0001153-0.00069115i
0.00061389+0.00034354i,-0.00011276+0.0002864i,-0.00053809+0.0012266i,3.1007e-05+0.0023944i,0.00053358+0.0020697i,0.0007269+0.0014667i,0.00069949+0.00085901i,0.00050125+0.00062729i,0.0003172+0.00061246i,-0.00036713+0.00031957i,-0.0007816+0.00052966i,-0.00029368+0.00078871i,0.00014127+0.00029609i,-0.00028668+0.00034363i,-0.000444+4.5218e-05i,-0.00031612-0.00047909i,-0.00013351-0.00065854i,-0.0003371-0.00066001i,-0.00064415-0.00058559i,-0.00077437-0.00054212i,-0.00098124-0.00072947i,-0.0003587-0.0016061i,0.00025647-0.0013313i
0.00019972+0.0021167i,0.00048023+0.0017319i,-0.00065911+0.0025956i,-0.0017429+0.0034417i,-0.00071881+0.0026294i,-0.00010881+0.001678i,-0.00029124+0.0012039i,0.00018631+0.00047287i,0.00025066-0.00029221i,-0.0004144-0.0010987i,-0.0008051-0.0010376i,-0.00021527+6.3424e-05i,-0.00013025+0.00073052i,-0.00059463+0.00025989i,-0.00029817+0.00030583i,-0.00015985+0.00022689i,-8.6195e-05+1.1312e-05i,0.00015865-0.00024061i,0.00021772-0.00013882i,-3.194e-05+0.00048891i,-5.429e-05+0.00050671i,0.0004624-6.9133e-05i,0.00056655-0.00037383i
-0.00023638-0.0012049i,0.0002189-0.00042743i,-0.0010105+0.00049924i,-0.0017488+0.0015409i,-0.00079696+0.001678i,3.5304e-05+0.00048884i,0.00018273+0.00020993i,0.00016747+0.00077211i,0.00025648+0.0003439i,0.00030407+2.1458e-05i,-0.00023374+0.00047068i,-0.00076773+2.675e-05i,-0.00098721+0.00025261i,-0.00032298+0.00059155i,-0.00025604-0.00091513i,-0.00073401-0.0017577i,-0.00054244-0.0011633i,0.0001741-0.00029855i,-1.7624e-05-2.1628e-06i,-0.00064846+0.00035537i,-0.00045395+0.00056751i,0.00011377+0.00020311i,4.7585e-05+5.0624e-06i
0.0016552+0.0028772i,0.0020536+0.0019102i,0.00142+0.0022733i,0.00059872+0.0023833i,0.0010361+0.0016794i,0.001055+0.0016848i,-0.00011387+0.0017447i,-0.00037304+0.00085738i,-5.4367e-05+0.00023096i,-0.00048949-0.00038747i,-0.0007925-0.00028062i,-0.0006988+0.00033559i,-0.00066744+0.00019136i,-0.00060135-0.00084056i,6.4156e-05-0.0013517i,0.00048077-0.00060864i,0.00014006-0.00092952i,0.00045156-0.00076315i,0.00070058-0.0006242i,0.00041855-0.001006i,0.00040732-6.0127e-05i,0.00053715-9.8386e-05i,8.8256e-05-0.00083945i
-0.0021723+0.0030463i,-0.0019255+0.0037696i,-0.0023704+0.0038186i,-0.001347+0.0032089i,0.0003006+0.0025793i,0.00064289+0.0015904i,0.00024714+0.00049136i,0.00044263+0.00073782i,0.00012056+0.00067595i,-0.00020679+0.00068806i,-0.00081781+0.00071964i,-0.0010114-0.0014143i,-0.00092176-0.0027998i,-0.00071107-0.0020954i,1.5489e-05-0.0013236i,8.8623e-05-0.0007874i,-0.00022256-0.00034776i,-0.00032472-6.8706e-05i,-0.00079872-0.00040807i,-0.0006641-0.00099843i,-0.00086548-0.00083641i,-0.0010668-2.0382e-05i,-0.00060199+6.1058e-05i
-0.0013714+0.00070813i,-0.00095059+0.0015671i,-0.0010655+0.0023778i,-0.00090503+0.0028078i,0.00020854+0.0026188i,0.00022709+0.001887i,-0.0007481+0.0013538i,0.00059776+0.001047i,0.0012595+0.0005498i,-0.00022627-0.00032325i,-0.00045584-0.0013877i,0.00035207-0.0010588i,0.00089568-0.00047787i,0.00078707-0.00026833i,3.042e-05-0.00041461i,-6.0693e-05-0.00036375i,9.1387e-05-0.00018074i,0.0001935+1.6926e-05i,-0.00038675-0.00013553i,-0.00083961-0.00011679i,-7.9259e-05-0.00031671i,0.00020939-0.0006266i,0.00027007-0.0002853i
2.1084e-05-0.001818i,-0.00050189-0.001241i,-0.0012089-0.00016419i,-0.0021424+0.00057274i,-0.0017917+0.00099118i,-0.00078164+0.0011755i,-0.0012291+0.00098888i,-0.0010189+0.0010069i,-0.00088333+0.0005656i,-0.0013493-0.00036702i,-0.00088295-0.00022717i,0.00031778+0.0001854i,0.00044494+0.00097151i,-0.00042837+0.0012986i,-0.00056245+0.00028844i,-0.00018849-0.00061377i,5.603e-05-0.00076299i,0.00059198-0.00015225i,0.00018116+0.00052094i,-0.00074634+0.00047838i,-0.00073475+0.0005899i,-0.00030651+0.00080483i,-5.4851e-05+8.4181e-05i
-0.00014108-0.00013808i,0.00092872-0.0005378i,-3.1893e-06-0.00047242i,-0.0014382+0.0011262i,-0.0013211+0.0026613i,-0.0017807+0.002084i,-0.0016445+0.0016432i,-0.00069317+0.0011048i,-0.00011847+0.00015248i,0.00012827+0.00054968i,-0.00051737+0.00012986i,-0.00055994-0.00061734i,-0.00030234-0.00027553i,-0.00033425+0.00013322i,-2.3456e-05+0.00012838i,0.00021709-0.00036958i,-0.00036962-0.00048233i,-0.0011886-0.00034043i,-0.0014779-0.0001266i,-0.0012605+4.2994e-05i,-0.00072433-0.00074639i,-0.00017508-0.0012624i,-0.00010969-0.0010409i
0.0014382+0.00016853i,0.00069835-0.00021653i,3.2797e-05+0.00071731i,-0.0007581+0.0025137i,-0.00090406+0.0023126i,-0.0011319+0.0014264i,-0.0011638+0.0013318i,0.0002739+0.0010723i,0.0011621+0.00027616i,0.00059338-0.00052621i,-0.00045206-0.0007415i,-0.00035479+9.2704e-05i,-0.00017793+6.2004e-05i,-0.00076369-0.00021664i,-0.00092444-0.00025464i,-0.00056055-0.0006608i,9.7044e-05-0.00059363i,6.2919e-05-0.00019009i,-0.00107-0.00051175i,-0.00101-0.00015667i,7.4975e-05+0.0007677i,0.0010421+0.001101i,0.0002581+0.0013349i
-0.0015305+0.001043i,-0.00060246+0.0018487i,-0.00063715+0.001917i,-0.0012782+0.0020412i,-0.00055323+0.0028811i,-6.6051e-05+0.0025074i,7.2315e-05+0.00074769i,3.118e-05+9.0616e-05i,5.6556e-05+0.00083616i,-0.00018391+0.0014823i,-0.00044231+0.00097319i,-7.3796e-05+0.0003133i,0.00043965+0.00016263i,0.00086257+0.00035698i,0.00066783+0.00036453i,0.00010006-1.1307e-05i,3.7747e-05-0.00032916i,-3.7011e-05-0.00029993i,-0.00058894-0.00035289i,-0.00018354-8.7478e-05i,0.00083579-0.00066286i,0.001135-0.00061503i,0.00087995-0.00016613i
-0.0021205+0.0014404i,-0.0020608+0.0020869i,-0.00066674+0.0031176i,0.00034464+0.0029374i,0.0010898+0.0020521i,0.00091654+0.0019901i,0.00028306+0.0020117i,0.0006248+0.0013076i,0.00021053+0.0010187i,-0.001339+0.00053041i,-0.0013992+0.0001794i,-0.00037659+0.00066678i,0.00014801+0.00048448i,-0.00048906-0.00018603i,-0.0005143-0.00049352i,0.00028853-0.00014521i,-0.00055206-0.00044157i,-0.0013523-0.00099803i,-0.00090472-0.00096054i,-0.00015244-0.00062521i,6.7938e-05+0.00030729i,-0.00057606+0.00092214i,-0.00058724+0.00013537i
-0.0012684+0.0023687i,-0.0017889+0.0019123i,-0.0015829+0.0032544i,-0.0004643+0.0038153i,0.00078691+0.0033632i,0.00057579+0.0022279i,-0.00013521+0.00088545i,0.00059066+0.00039904i,0.00065546+0.00052864i,0.00050311-0.00038537i,-4.3687e-05-0.00083043i,-0.0011281+6.8472e-05i,-0.0010951+0.00015362i,-0.00051441-8.1924e-05i,0.00021502-0.00067573i,0.00036339-0.00082783i,-0.00015665-0.0010906i,-0.0004233-0.0012473i,-0.0011612-0.00028814i,-0.00084566+0.00023012i,3.9386e-05+0.00025814i,0.00046152-0.00031777i,0.00027573+9.8375e-06i
0.0010931-0.0013595i,0.00053998-0.0021645i,-6.843e-05-0.00079907i,-0.0010413+0.0018836i,-0.0013835+0.0023579i,-0.0014053+0.0012865i,-0.00061406+0.00084849i,0.000665+0.001242i,0.0008228+0.00078487i,-0.00015971-0.0003209i,-0.00044859-0.00090166i,-0.00025906-0.00085836i,-0.00041367-0.00047772i,-0.00025471-0.000114i,-0.00020804+0.00035615i,-0.00036539+0.00025125i,-0.00062141-0.00055922i,-0.00042294-0.0013231i,9.4094e-05-0.00066511i,-0.00039388+0.000132i,-0.00070873+0.00073211i,-0.0010762+0.00093512i,-0.00044795+0.00082225i
0.0015284+0.0018317i,0.0010498+0.0012462i,-0.00096129+0.0012759i,-0.0019931+0.0016153i,-0.0012091+0.0018572i,-0.00044195+0.0014765i,-0.00035403+0.0010858i,0.00014509+0.001024i,0.00036261+0.00037291i,-0.00038814-0.00056511i,-0.00061822-0.0006745i,-0.00070695-0.00022854i,-0.00015102-0.00073371i,0.00021278-0.0010309i,2.3508e-05-0.0011317i,0.00017748-0.0011378i,-0.00069047-0.00084988i,-0.0010702-0.00013232i,-0.00017133+0.00044118i,0.00073807-8.0127e-06i,0.00044858-0.00015769i,-0.00045444-0.00044404i,-0.00061353-0.00040159i
-0.00083178+0.0019437i,-0.00061543+0.0029422i,-0.00077968+0.0026545i,-0.00079006+0.0031224i,-0.00022915+0.0027168i,0.00011754+0.0016285i,7.227e-05+0.0011036i,0.00040976-7.0139e-05i,0.00032964-0.0010449i,-2.7725e-05-0.00044527i,-0.00058985+0.00026206i,-0.00080708+0.00023492i,-0.00069385-0.00046036i,-0.00052627-0.0011229i,-0.00076828-0.00091599i,-0.00045731-7.2952e-05i,5.9928e-06+4.3585e-05i,-0.00018102-0.00071219i,-0.0001859-0.00091578i,0.0001143-0.0013662i,0.00045686-0.0017882i,-0.00013237-0.00077097i,-0.00071104-8.8262e-05i
0.00057446+0.0011523i,0.0008368+0.000988i,0.0008785+0.0017626i,0.0010898+0.00082982i,0.0018565-0.00029065i,0.0013134-0.00058098i,0.00047826-0.00034128i,0.00071334+0.00011786i,0.00070552+0.00015489i,0.00028852-0.00027749i,6.9982e-05+0.00021659i,-0.00037918+0.0012201i,-0.0006335+0.00031799i,-0.00041686-0.0007871i,0.00037622-0.00085899i,0.00088729-0.0010688i,0.00057954-0.00094984i,0.00033651-0.00032236i,0.00044218+0.00089048i,-4.1102e-05+0.0012326i,-0.0002459+0.00095902i,0.00017656+0.00079387i,0.00078218+0.0003239i
0.0013584-0.0040374i,0.00012325-0.0037948i,-0.0019837-0.0031747i,-0.0028517-0.00095326i,-0.002715+0.00072006i,-0.0032712+0.0015657i,-0.0030927+0.0018192i,-0.0010461+0.0013374i,0.00025735+0.00049764i,-0.00034764-0.00011896i,-0.0013189+0.00040438i,-0.0012454+0.00043162i,-9.2291e-05-0.0004042i,0.00050026-0.00090216i,0.00020769-0.00064297i,-0.0002436-8.6828e-05i,-0.00062093-0.00027656i,-0.0005589-0.00016619i,-0.00049508+0.00030708i,-8.747e-05+0.00028306i,0.0005014+0.00025455i,0.00053912-0.00046388i,0.00033535-0.0011408i
-0.00016789+0.0019953i,0.00020866+0.00043204i,0.00056283+0.0015701i,0.00056953+0.0025076i,0.00086749+0.0018896i,-8.4577e-05+0.00096661i,-0.00093115+0.00050732i,-0.00029218+0.0010973i,-0.00044076+0.0006305i,-0.0012488-0.00018048i,-0.00077414-0.00021829i,3.1691e-05-0.00028133i,0.00021417+0.00013471i,-0.00029466-0.00035036i,-0.0001931-0.0013158i,0.00044334-0.00092929i,0.00018559+1.2202e-05i,0.00019561+0.00024966i,0.00038148+0.0002831i,-0.00018556+0.0001574i,0.00019924-0.00012464i,0.00075821-0.00042578i,0.00069518-0.00070387i
-0.0023727-0.0025597i,-0.0032157-0.00083719i,-0.0034947+0.00055204i,-0.0031114+0.002276i,-0.0023721+0.003134i,-0.0010867+0.0018802i,-0.00033124+0.0010116i,0.00010967+0.0014525i,0.0003637+0.0010407i,-0.0008707+0.00035411i,-0.001258+0.00012968i,-0.00038385-0.00013365i,0.00015463-0.00035182i,0.00034211-0.00080102i,0.00025069-0.0013343i,-0.00048256-0.0012362i,-0.00075752-0.00046306i,-0.00053955-0.00015965i,-0.0008268-0.00068367i,-0.0013623-0.00081279i,-0.00057168-0.00082671i,0.00080539-0.00037707i,0.00099063+0.00013608i
0.00095291+4.9289e-05i,0.0019796-0.00018682i,6.3407e-05+0.00045579i,-0.0018764+0.0019924i,-0.0020849+0.0022008i,-0.001181+0.0015443i,-0.0006462+0.00074452i,-0.00017552+0.00043779i,7.6946e-06+0.00031836i,-0.00075111+0.00021807i,-0.00058875+0.0011737i,-0.00012505+0.0013739i,-0.00043805+0.00045693i,-0.00024825-7.5775e-05i,-3.3088e-05+0.00014092i,0.00012027+6.5209e-07i,-9.3737e-05+0.00017319i,-0.00090034+0.00023767i,-0.0011754-0.00058963i,-0.00057936-0.00064374i,0.00018481-0.00049031i,0.00016757-0.00078021i,0.0001082-0.00074779i
-0.0021108+0.0041391i,-0.0025888+0.0043397i,-0.0030368+0.0031011i,-0.0025083+0.002785i,-0.0015502+0.0025024i,-0.00047334+0.0017417i,0.00040168+0.0015323i,0.00090316+0.0013688i,-0.00017312+0.00069754i,-0.00086739+0.00063848i,-0.00022952+0.00041217i,-0.00025607+0.00028522i,-0.00082902+0.00053682i,-0.00037871+9.15e-05i,0.00041119-0.0008862i,-3.4649e-05-0.00077888i,-0.00038046-0.00025631i,-4.8231e-05-0.00055875i,0.00038802-0.0013137i,0.00035367-0.0011645i,0.0002717-0.00042927i,0.0004416-0.0001972i,-1.322e-05-0.0004018i
0.0001877-0.0022411i,-0.00092923-0.0027585i,-0.0012563-0.0012777i,-0.00077825+0.0013596i,-7.023e-05+0.0016876i,-0.00023668+0.00020026i,-0.00086044+0.00037993i,-0.00087427+0.00085219i,0.00016412+0.00012452i,-0.00011238-0.00023944i,-0.0013451-0.0003737i,-0.0010517-0.00021727i,-0.00037053-7.8857e-05i,-3.5232e-05-6.3701e-05i,3.2005e-05+0.00021359i,0.00029246+0.00031823i,0.0010397+0.00022141i,0.0013358-0.00015605i,0.001039-0.0004235i,0.00020849-0.00033694i,-0.00048187+0.00033253i,-0.00076278+0.00063208i,-0.00087529+0.00060913i
0.00058322+0.0005465i,0.00035771+0.00024329i,-0.0011228+0.00057661i,-0.0017718+0.001077i,-0.00043381+0.0017173i,8.1149e-05+0.0016214i,-0.00018924+0.0016513i,0.00014868+0.0020063i,-8.4884e-05+0.0012775i,-0.00055964+0.00012544i,-0.00069956+3.029e-07i,-0.0002292+3.1796e-05i,-6.8305e-05-5.19e-05i,-0.00060083+0.00061749i,-0.0010287+0.00021377i,-0.00019835-0.00064773i,0.0003743-0.00031247i,-0.00071475-0.00016697i,-0.001325-0.00011995i,-0.00066827+0.00034181i,0.00029191+0.00061533i,0.00061109-0.00021316i,0.00061198-0.00093756i
-0.001573+0.0012162i,-0.0015898+0.0019331i,-0.0024633+0.0028387i,-0.0019645+0.003462i,-0.00052018+0.0027984i,0.00017226+0.0011675i,0.00046358+0.00070088i,0.00092911+0.00098286i,0.0006369+0.00072448i,-9.6325e-07-4.699e-05i,-0.00050573-0.00015852i,-0.00016873-0.00064403i,0.00076132-0.0010648i,0.00095333-0.00099553i,-0.00044191-0.0012109i,-0.00071823-0.00071421i,0.00026277+0.0003245i,0.00044577-3.2856e-05i,0.00054702-0.00049395i,-0.00010913-0.00020754i,-0.0010901-0.00049433i,-0.00081037-0.0011091i,-0.00026332-0.0010484i
-0.00058844-0.0011462i,-0.0001403+0.00014326i,0.00053972+0.0012262i,-0.00041004+0.0016731i,-0.0011946+0.0019262i,-0.0010027+0.0021441i,-0.00084156+0.0015815i,-0.00065938+0.0008919i,-0.00032888+0.00019438i,0.00026529-0.00031975i,0.0010825-0.00076265i,0.0010881-0.0010402i,0.00020136-0.00076259i,-0.00012683-0.00037764i,0.00015827-0.00080735i,8.2999e-05-0.00048446i,-8.2301e-05+0.00044004i,-0.00019671-0.00042303i,0.00020007-0.0010115i,0.00013691-0.00050769i,-2.7622e-05-0.00048819i,0.0003752-0.00062546i,0.00017167-0.00050255i
0.00041879+0.0022469i,-0.00071129+0.0018319i,-0.0022952+0.00053639i,-0.0020284+0.0015122i,-0.00069183+0.003082i,-0.00063298+0.002489i,-0.00080788+0.00088835i,-0.00029536+0.00097493i,4.9235e-06+0.0013353i,-0.00021384+0.00039481i,-0.00061221-0.00033714i,-0.00043026+3.5848e-05i,-0.00040501+0.00052045i,-0.00024941+0.00026261i,-0.00015425-0.00050519i,7.6448e-05-0.00052161i,0.00044052+0.00016104i,8.4931e-05+0.00022943i,-0.00089211-0.00057097i,-0.0011363-0.0004026i,9.9348e-06-3.6139e-05i,0.00083693+2.976e-05i,0.00074366-3.6721e-05i
-0.0017301+0.00055598i,-0.0013541+0.0019847i,-0.0016088+0.0023469i,-0.00088054+0.0025323i,-0.00038144+0.003295i,-8.6651e-06+0.0023156i,0.00042768+0.0013482i,0.00044935+0.0010182i,0.00052298+9.8424e-05i,0.00011724-0.00034396i,-0.00072948+0.00060389i,-0.0011864+0.00026702i,-0.00088053-0.00052921i,-0.0010546-0.00023198i,-0.0010388-0.00023629i,-0.00048945-0.00084036i,-0.00039119-0.00078328i,-0.0008124-0.00065331i,-0.00084589-0.00071606i,-0.0011567+0.00028695i,-0.00057196+0.00022414i,7.9315e-05-0.00038528i,-0.00018414-0.00015914i
4.9654e-05+0.0015113i,-0.0022892+0.00046808i,-0.0026557+0.00080158i,-0.001673+0.0015529i,-0.0015313+0.001117i,-0.00090096+0.00069712i,-0.00034646+0.00064927i,-0.00044875+0.00062771i,-5.399e-05+0.00049181i,-0.00012431+0.00013915i,-2.5127e-06-0.00016823i,9.6617e-05-2.4234e-05i,-0.00022237+0.0002949i,-0.00028965-0.00018243i,-0.00050354-0.00051169i,-0.00086875-0.00020623i,-0.00062407-4.6909e-05i,-0.00046293+0.00012093i,-0.00019637-0.00011478i,-0.00022912-1.9362e-05i,-0.00034554+0.0001075i,0.00033319+0.00022346i,0.00030798+3.5207e-05i
0.0012472-0.0013273i,0.0015182-0.0014464i,0.00027502-0.00094366i,-0.0015131+0.0010906i,-0.0017815+0.0024013i,-0.0012032+0.0013743i,-0.0008671+0.00059954i,-0.00063358+0.00057716i,0.00022693+0.00053104i,0.00037905-2.4632e-05i,-0.0007448-0.00045974i,-0.00070193-0.00049364i,-0.00011217-0.0005828i,0.00018221-0.00044459i,-0.00010176-0.00044088i,-0.00052453-0.0011707i,-0.00058211-0.0014298i,-0.00011026-0.0011205i,0.00041183-0.00027116i,0.00042887+8.9217e-05i,4.3378e-05+8.6106e-05i,-0.00013348+0.00053464i,-2.2297e-05+0.00069613i
0.00079562+0.002609i,0.001169+0.0022287i,0.0010188+0.0019746i,0.00037761+0.0014348i,0.00060053+0.0010447i,-7.8482e-05-0.00029702i,-0.0010493-0.0006473i,-0.00035206-0.00037965i,0.00027037-0.00010428i,0.00052692+9.3814e-05i,0.00069496+9.8486e-05i,0.0008889+0.00033348i,0.00083829+0.00031539i,0.00049628+4.8377e-05i,5.0082e-05-0.00096274i,6.6245e-05-0.0021045i,0.00024813-0.0017252i,0.00050944-0.0012414i,0.00033059-0.0013547i,0.00022954-0.00096041i,-0.00043346-7.3561e-05i,0.00024269+8.822e-05i,0.0009194+0.00044659i
-0.0012202+0.001928i,-0.0026015+0.0021158i,-0.0025551+0.0031724i,-0.0014225+0.0032084i,-0.00027813+0.0020187i,6.9135e-05+0.00085762i,-6.4406e-05+0.0002986i,-0.00024878-0.00014372i,2.6588e-05-0.0001888i,-0.00044496+1.2628e-05i,-0.00072513-6.6668e-05i,-6.2206e-05-2.2532e-05i,-4.445e-05+0.00013523i,-0.0001688-0.00044009i,-0.00044254-0.0009007i,-8.31e-05-0.0010183i,5.6769e-06-0.0012311i,-0.00043972-0.00084503i,0.00024551-0.00054068i,0.00023295-0.00033415i,-0.00063757-0.00084571i,-0.00077138-0.0010099i,-0.00038576-0.00034192i
-0.0010707+0.00024015i,-0.0012924+0.00022017i,-0.0011542+0.00072952i,-0.00092937+0.0011391i,-0.00047378+0.0010043i,2.2894e-05+0.00045821i,0.00035375+0.00071427i,0.00032833+0.00061019i,0.00010652-0.00053288i,-9.2732e-05-0.00051714i,-0.00021038+0.00044028i,-0.0011199+0.000616i,-0.00156+0.00021015i,-0.0010399-0.00020768i,-0.00029787-0.00036152i,5.573e-05-9.3258e-05i,-0.000287+0.00030025i,-0.00051303-0.00066686i,-0.00024616-0.0013369i,0.00021347-0.00041897i,0.00020925+0.00022924i,-0.00029983+0.00018338i,-0.0003989+0.00023732i
-0.0025735-0.0020226i,-0.0033264-0.001612i,-0.0045972+0.0008254i,-0.0036125+0.0034718i,-0.001101+0.0043229i,0.00035531+0.0040568i,0.00042085+0.0027362i,0.00088182+0.0012897i,0.001154+0.00080174i,0.00015525+0.00099155i,-0.0004987+0.00088799i,-0.00064328-2.1512e-05i,-0.00026548-0.0010117i,0.0006729-0.00064254i,0.00042015-8.8311e-05i,-0.00038414+0.00034086i,0.00015866+0.00078545i,0.00068516-0.00023671i,0.00048122-0.00080748i,3.0751e-05-0.00044049i,0.00032098+0.00011444i,0.00038506+4.0268e-05i,0.00010194-0.00039944i
0.00094022+0.0024778i,0.001206+0.0023306i,1.9802e-05+0.0022281i,-0.0010174+0.0021524i,-0.00079518+0.00188i,-0.00023343+0.00051487i,-0.00031093-0.00014558i,-0.00016625-0.00014138i,0.00095287-0.00042337i,0.00092389-0.00036012i,-0.0003442-6.2072e-05i,-0.00117-0.0001839i,-0.0010187-7.5992e-05i,-2.2144e-05+0.00029029i,0.00095237-9.5493e-06i,0.0013078-0.00084696i,0.00079876-0.00059131i,0.00047533+0.00029346i,0.00047774+0.00055494i,-6.4913e-06-0.00025391i,-0.00019218-0.00091086i,-2.3772e-05-0.00050935i,0.00042353-0.00061865i
-0.0010468-0.0011896i,-0.002611-0.00022751i,-0.00278-0.00065601i,-0.0019245+0.00024021i,-0.0019872+0.0015739i,-0.0016116+0.0012308i,-0.00056695+0.0011413i,0.00070378+0.0016769i,0.0016398+0.0010961i,0.0011945+0.00061408i,0.00025286+0.0011336i,-0.00012639+0.0014017i,0.00048824+0.0011543i,0.0010848+0.00092363i,0.00084154+0.00048114i,0.00022774+7.1275e-05i,-5.7684e-05-0.00022348i,-0.0003763-0.00063082i,-0.00075295-0.0012586i,-2.229e-06-0.00096598i,0.00091805-0.00054493i,0.00075573-0.00096982i,0.00034034-0.0015806i
-0.0016328-0.0017374i,-0.0012439-0.0021763i,-0.0014011-0.0010579i,-0.0014254+0.00018792i,-0.0011645+0.0014249i,-0.00079824+0.0018612i,4.7917e-05+0.0013107i,0.00051221+0.0010922i,0.00045234+0.00067176i,0.00088905-0.00029987i,0.00069279-0.00057637i,-4.0925e-05-0.00051144i,-0.00037789+3.2222e-05i,-0.0008115+7.8138e-05i,-0.00078423-0.00053201i,-0.0005231-0.00069429i,-0.00063688-0.00041661i,-0.00066284-0.00056567i,-0.00054846-0.00054899i,0.00022049-0.00014277i,0.00093188+7.9747e-05i,0.00095486-0.00032781i,0.0007641-0.00044831i
-0.0010389+0.00050508i,-0.00098267+0.0024756i,-0.0018064+0.0026298i,-0.0014449+0.0033936i,-0.0011848+0.0044052i,-0.00093748+0.0034713i,-0.00045127+0.002116i,-0.00027882+0.0012709i,-0.00057386+0.0011036i,-0.0014951+0.00045606i,-0.0012426-0.00069736i,-0.00011928-0.00041236i,0.00040574+3.3697e-05i,0.00045383+0.00032543i,0.00045214+0.00028404i,0.00026448+0.00019261i,-0.00046102-0.00052672i,-0.00041625-0.00059825i,-0.00041447-0.00025535i,-0.0005131-5.5808e-05i,-0.00083444+0.00016757i,-0.0010043+0.0005959i,-0.00066205+0.00068821i
-0.0013826-0.0030827i,-0.0025402-0.0017387i,-0.0031409-0.0017306i,-0.0026544-0.00080909i,-0.0024944+0.0016087i,-0.00289+0.0025799i,-0.0021439+0.0017624i,-0.00080193+0.0018583i,6.8929e-05+0.00067717i,-0.00014594-0.0011015i,-0.0005463-0.00089402i,0.00016427-0.0011879i,0.0011163-0.0014637i,0.0013214-0.00094602i,0.00046336-0.00064404i,-2.974e-05-2.2675e-05i,0.00014153+0.00045065i,0.0004503+4.2193e-05i,0.00079245+0.00011873i,0.00026024+0.00061446i,-0.0003403+0.00065679i,-9.2009e-05+0.00092756i,0.00022717+0.00088168i
