0.0030261+0.0010682i,0.0054778-0.001272i,0.0048496-0.0039023i,0.0010543-0.0039911i,-0.0023038-0.0020138i,-0.0024692+0.0015763i,-0.00055918+0.0036297i,-2.569e-05+0.0026824i,0.00065671+3.3642e-05i,0.0014623-0.0014021i,0.0012396-0.0014935i,0.00072605-0.0012337i,-9.277e-08-0.0005027i,-0.00035335-0.00060808i,0.00025454-0.00054343i,0.00087872-0.0002013i,0.00092409-0.00039024i,2.8177e-05+3.9188e-05i,-0.00044131+0.00036977i,-0.00045949-6.783e-05i,-0.00059489-0.000602i,-3.2845e-06-0.00030027i,0.000287-6.561e-05i
-0.00013752-0.0011334i,-4.397e-05+9.1377e-05i,-0.0001717+0.00055583i,0.00043927+0.00025859i,0.00079894+0.00012892i,0.0016909-0.00023469i,0.002518-0.00027523i,0.0019558+0.00013877i,0.00063583+0.00083225i,-0.0002399+0.0013347i,-0.00049339+0.0010464i,-0.00039358+0.00045154i,-5.077e-05-0.00022008i,0.00048083-0.00014874i,0.00061686-0.00049779i,0.0006267-0.00040774i,0.00070325+0.00030682i,0.00051484-0.00024309i,9.6751e-05-0.00065479i,-0.00048044-0.00022879i,-0.00071895+0.00064135i,-0.00035089+0.00052581i,0.00067402-5.7531e-05i
0.00041563-0.0020669i,-0.00030798-0.0027337i,-0.0016099-0.0025783i,-0.001878-0.00095711i,-0.0011556+3.2404e-06i,0.00024052+0.00048364i,0.0016606+0.00047533i,0.0013195+0.00028953i,2.6487e-05+0.00067338i,-0.00046792+0.00026455i,-6.3074e-05+0.00046257i,0.00018455+0.00096211i,0.00063044+0.000171i,0.0015859-0.00017683i,0.0019315-0.00022698i,0.0012416+0.00027001i,9.8936e-05+0.00060262i,-0.00059003+0.00055263i,-5.5975e-05+0.00038907i,0.0004341+0.00049112i,9.7878e-05+0.00068307i,0.00011003+0.0007416i,1.6667e-05+0.0006024i
0.0012961-0.00081i,0.001431-0.001384i,0.00097306-0.0017495i,0.00059279-0.0014602i,0.00060627-0.00097089i,0.00036803-9.6735e-05i,0.001131-6.1424e-05i,0.0013418-0.00057421i,0.00050421+3.3531e-05i,-1.7006e-05+0.0010963i,-0.00045502+0.00072204i,-0.00065996-0.0001414i,-0.00039342+9.0755e-05i,0.00012809+0.00082527i,0.00011137+0.00029075i,-0.00019467-0.00086238i,-0.00046452-0.00040771i,-0.00061609+0.00026359i,0.00031152+0.00025227i,0.00077489+5.4391e-05i,0.00021055-9.9814e-05i,0.00012434+2.4532e-05i,-0.00015245-0.00026936i
-0.00065946-0.00013689i,-0.00065733-0.00033654i,-0.00015385+3.2814e-05i,0.0005622+0.0003952i,0.00076779+0.00064077i,0.0007642+0.0012273i,0.0012775+0.0006409i,0.0010151+0.00041686i,0.00028034+0.0011652i,0.00043375+0.0011154i,0.00056244+0.0003398i,0.00059645-0.00026053i,0.00091541-2.4591e-06i,0.00093738-0.00061258i,4.1481e-05-0.0014824i,-0.00079827-0.0009001i,-0.0010617-0.00060531i,-0.00098768-0.00058504i,-0.00072079+5.4463e-05i,-0.001007+0.00044188i,-0.0010962+0.00027835i,-0.00033743+2.1337e-05i,0.00015446-0.00020879i
0.00039877-0.00097269i,0.00070257-0.0024193i,0.0010186-0.0025662i,0.00057743-0.0015581i,-1.1038e-05-1.5475e-05i,0.0010497+0.0021417i,0.0020304+0.0019477i,0.0014173+0.0010263i,0.00050534+0.00078862i,0.00016988+0.00017106i,0.00056243-0.00038708i,0.0004878+0.00018001i,-0.00028762+0.00056467i,-0.00027598+0.00021498i,0.00024581-2.5175e-05i,0.00011013-0.00049389i,7.25e-05-0.00036405i,0.00032589+0.00013572i,-0.00011579-0.00019059i,-0.00011458+0.00040226i,2.9744e-05+0.00048504i,-0.00088909-8.2135e-05i,-0.00046579-6.5392e-05i
0.0023194+0.00014357i,0.0021189+0.00042223i,0.0016352-0.00034667i,4.1571e-05-0.00042285i,-0.0003456+0.00046812i,0.0006461+0.0012388i,0.001201+0.0012666i,0.00088861+0.0014668i,-0.00033181+0.00099892i,-0.00077225-5.9589e-05i,-0.00068046-0.00051486i,3.4697e-05-0.00039443i,0.00032119-0.00030576i,0.00040754-5.5246e-05i,0.00087354-0.00023335i,0.00070078-0.00086712i,2.1655e-06-0.00097781i,0.00032013-0.00047574i,0.00046745+7.3094e-05i,0.00021071+0.00013183i,-0.00013769-0.00031686i,-0.00021375-0.00058051i,-0.00020616-0.00073837i
0.00028329+0.00063057i,-0.00056161+0.00051801i,-0.00049965-0.00081167i,0.00031334-0.0013209i,0.0005229-0.00076099i,0.0011045+0.00029545i,0.0012465+7.2498e-05i,0.00065893-0.00040644i,0.0001528+0.00030111i,-0.00030518+0.00074855i,-0.00022526-0.00010274i,0.00052313-0.00057275i,0.00062601-0.00079236i,-0.00012548-0.0013185i,-0.00021908-0.00091791i,-0.00013427+0.00011257i,-5.9544e-05+0.00026997i,-0.00011709+0.00036221i,-0.00059665+0.00047911i,-0.0003493+0.00017264i,0.00030155-0.0004734i,0.00030504-0.0007496i,-0.00035589-0.00066884i
0.00014474-0.00010082i,0.00062906-0.00044201i,0.00082263+0.00026447i,0.00016477+0.00083624i,0.00025698+0.0016908i,0.0017979+0.0014745i,0.002568+0.0010033i,0.00095957+0.00063289i,-0.00088354+2.7996e-05i,-0.0010694-0.00014563i,-0.00034537+0.00021344i,-0.00017328+0.00047194i,-5.747e-05+0.00023308i,-2.4807e-05-0.00017186i,-0.000493-0.00058274i,-0.00039022-0.00057684i,-0.00024865-0.00021428i,-0.00022711-0.00039261i,-0.00040541-0.00049321i,-0.00056568-0.00047392i,0.00058177-0.00024171i,0.00088768+0.00012791i,0.00075206+0.00014025i
-0.00041724+0.0014467i,-0.00037836+0.0013931i,0.001043+0.00057677i,0.0022624+0.00045488i,0.0024033+0.00046836i,0.0023962-9.727e-05i,0.0020743+0.00014658i,0.00084067+0.00024654i,3.8467e-05-2.9853e-06i,0.0002722-0.00039694i,0.00038432-0.00017873i,-0.00044065+0.00038419i,-0.00066425+0.00043481i,-0.00023549+0.0006108i,0.00048687+0.00049675i,0.00032559+0.00028435i,7.7804e-05-0.00031046i,0.00026934-0.0006479i,-7.8974e-05-0.0006373i,-0.00071227-0.00019092i,-0.0011664+0.0003826i,-0.00060602+0.00030937i,-0.00024628+0.00027333i
-0.0016077-0.0023218i,-0.00082128-0.0027162i,-0.00014151-0.0014226i,-0.00022194+3.1081e-05i,0.0001664+0.00086515i,0.0012563+0.0013221i,0.0021458+0.00082536i,0.0015931+0.00037211i,0.00050513+0.00062292i,0.00054047+0.00048724i,0.0004721+7.6252e-05i,-0.00019731+0.0003682i,-0.00049721+7.7469e-05i,-0.00024123+0.00027011i,0.00045257+0.00080584i,0.00097442+1.608e-05i,0.00071509-0.00051628i,0.00029085-0.00032862i,-0.00048832-0.00022773i,-0.0003012-0.00025273i,0.00070166-0.00015495i,0.00026318+0.00038273i,0.00018213+0.00034608i
0.001075+0.00068286i,0.0016385+0.0011645i,0.0023246+0.0015875i,0.0025596+0.0010229i,0.0019631+0.00046148i,0.001682+0.0005053i,0.0017086+0.0010491i,0.00089294+0.00065671i,0.00011357+0.00042553i,-0.0002726+0.00047668i,4.8069e-05+0.00035142i,0.0010572+0.00032774i,0.0012681+6.4068e-05i,0.0010431+0.00043108i,0.00039741+0.00095705i,-0.00013484+0.00072237i,6.0123e-05+0.00044711i,8.3933e-05-0.00025745i,0.00023428-6.9404e-05i,-0.00019167+0.00082734i,-0.00064013+0.00053877i,-9.3804e-05+5.4293e-05i,0.00042908+4.2202e-05i
-0.00073611+0.0014745i,-0.00038175+0.0013676i,0.0004398+0.0010066i,0.00067267+0.00035076i,0.00051239+0.0001232i,0.00083636+4.8511e-05i,0.0015921-5.3548e-05i,0.0015903+0.00044225i,0.0016508+0.0011087i,0.0014822+0.0011032i,0.0010483+0.0007387i,0.00065789+0.0001948i,0.00045433-0.0004646i,0.00044303-1.1272e-05i,0.00057348+0.00062584i,0.00044235+0.00017694i,0.00016215+0.00041139i,-0.00015291+0.0011504i,-0.00091158+0.00048703i,-0.0010755-0.001186i,-0.00093693-0.001393i,-0.00050703-0.00064704i,-0.00031594-0.00072968i
0.0010287+0.00032159i,0.0010665-0.00038518i,0.0016029-0.0022899i,0.0015067-0.0022649i,0.0013259-0.0014832i,0.0013809-0.0003681i,0.00063208+0.00057833i,0.00025315+0.00059987i,0.0005213+0.00028328i,0.00023944-0.00021269i,-0.00031294+2.8094e-05i,-0.00078611+0.00061061i,-0.0013097+0.0003537i,-0.0010912+0.00029262i,-0.00048784+0.0010505i,6.765e-05+0.00056076i,0.00050708-0.00034054i,0.00042824+0.00033966i,0.00030608+0.00020085i,0.00051405-0.00072249i,0.00069389-0.00063946i,0.0007279-0.00039217i,0.00094405-0.00046005i
0.00071779+0.0009035i,0.00088503+0.0018553i,0.0010568+0.00099287i,0.00092335-0.001202i,0.0014495-0.0011721i,0.001667+0.00061058i,0.0017167+0.0002943i,0.00093624-7.69e-05i,-0.00025728+0.00070179i,-0.00058854+0.00058851i,-0.00072909+0.00066186i,-0.00065583+0.00039444i,-6.045e-06-1.3854e-05i,0.00036193-0.00032331i,0.00046739+7.1173e-05i,0.00077102+0.00077085i,0.00046297+0.00043331i,0.00067758+0.000245i,0.00063263+0.00064834i,-0.00026278+0.0004271i,-0.0011194-0.00017232i,-0.0010388-0.00037527i,0.00024443+1.1317e-05i
0.0021598-3.3251e-05i,0.0022719-0.00017936i,0.0011587-0.00080409i,0.0010298-0.0016469i,0.0010065-0.0011671i,0.00048792+5.8929e-05i,0.00079953-0.00026377i,0.00051709-0.00052613i,0.00015765-0.00026899i,0.00052552-0.0004771i,0.00077619-0.00017614i,0.00096382+0.00045409i,0.00062535+0.00058285i,0.00021928+0.00063213i,0.00021252+0.0005402i,0.00046911+0.00035596i,0.00058543+0.0012244i,0.00061197+0.00091267i,0.00064356+0.00042414i,0.00016979+0.00030995i,7.6873e-05+0.000106i,0.00015831+0.00063857i,-0.00019792+0.00083049i
-0.0022846-0.0017954i,-0.002286-9.3682e-05i,-0.0015067+0.0004237i,-0.00041445+0.00056584i,0.00068444+0.0015896i,0.002398+0.0015468i,0.0030274+0.0015776i,0.0021606+0.001776i,0.00094639+0.00092369i,6.3278e-05+0.00091033i,-5.4588e-05+0.0011352i,0.00052384+0.0003449i,0.00043692-0.00034179i,0.00043614-0.00013793i,0.00078377+0.00052759i,0.00051074+0.00083101i,-0.00038392+0.00033141i,-0.00018141+0.00042034i,0.00079598+0.001114i,0.00072241+0.00041502i,-0.00011819-0.0012047i,-0.00043062-0.0012712i,-0.00040475-0.00019849i
0.00031592+0.0013523i,0.00068264+0.00090946i,0.0016498-0.00092839i,0.0022257-0.0017514i,0.0023594-0.0011561i,0.0021673-0.00069389i,0.002123+8.2042e-05i,0.00084098+0.00049352i,-0.00034528+0.00025609i,0.00031954+0.00023462i,0.0011339+0.00019183i,0.00033591+0.00068743i,-0.00039006+0.001055i,-0.00030605-0.00019952i,0.00033655-0.00070273i,0.00049585+6.1465e-05i,0.00060485-4.5875e-05i,0.00023942-0.00066777i,0.00036156-0.0002554i,0.00092296+0.0001969i,0.00075713+0.00015351i,0.00053168-3.787e-05i,0.00052393-0.00010693i
0.0014474-0.00096463i,0.0015364-0.0015158i,0.0020917-0.0018532i,0.0014932-0.0012096i,0.00062185-6.2736e-05i,0.0012593+0.0007785i,0.0011321+0.00078719i,0.00015402+0.00070991i,-0.00068167+0.00071897i,-0.0008089+0.00065976i,-0.0010804+0.00081885i,-0.00097679+0.00097934i,-0.00061876+0.00055449i,-3.2627e-05+0.00038666i,0.00085348+0.00017683i,0.00088406+0.00023068i,0.00063116+0.00054502i,0.00047101+0.00043253i,0.00010803+0.00069433i,-0.00040534-0.00020178i,-0.00062295-0.00065513i,-0.00050842-5.6248e-06i,-0.0001443+6.9499e-05i
-0.00030972+0.00064523i,-0.00016931+0.00020466i,0.00041026-0.00050237i,0.0013689-3.1052e-05i,0.0018968+0.00033904i,0.0015297+0.00055879i,0.0011896+0.0012391i,0.00043255+0.00097694i,0.00028905+0.00063399i,0.00090971+0.0011904i,0.0015434+0.0007045i,0.0010899+0.00044409i,0.00020315+0.00025843i,-0.00019543-0.0003839i,-2.986e-05-0.00045534i,0.00053982-0.00027634i,0.00021468-1.2765e-05i,-0.00021344+0.0016464i,-0.00026726+0.0022781i,-0.0008227+0.00081563i,-0.00080731+0.00024201i,0.00034959+0.00031317i,0.00064017-2.3689e-05i
-0.0028664-0.0011814i,-0.001828-0.0016321i,-0.00023048-0.00088879i,0.00095065+2.145e-05i,0.0022356+0.00088408i,0.002657+0.00063334i,0.0026958+0.00030637i,0.0017602+0.00011103i,0.00022491-4.3389e-05i,7.5302e-05+0.0001413i,1.0796e-05-0.00015126i,0.00018957-0.00026547i,0.00025591+2.9422e-05i,0.00060222-0.00064034i,0.00066051-0.0018619i,-0.00041834-0.0014449i,-0.001734-0.00032365i,-0.0014914-0.00012412i,-0.00026059+0.00047912i,2.134e-05+0.0010652i,-0.00020116+0.00039582i,-4.9564e-05+1.405e-05i,-0.0010501+0.00026781i
0.0005107+0.0010532i,-0.0011141+8.6338e-05i,0.00055277-0.00075609i,0.0011431-0.00055468i,0.00065399-0.00064452i,0.00046598-0.0012284i,0.0010081-0.00086705i,0.0010544-0.00030972i,0.00044287+5.9574e-05i,0.00027164+0.0003595i,5.9013e-05+0.00022506i,0.00019263-0.00028014i,-3.5635e-05+0.00041914i,-0.00026116+0.00078975i,-4.4174e-05+0.00067701i,7.5456e-05+0.00076515i,0.00039539+2.7227e-05i,0.00067766-0.00061897i,0.00027178-0.00025718i,-0.00036709-3.0086e-05i,-0.0011771+5.786e-05i,-0.00058988+0.0005435i,0.00019518+0.00091986i
-0.0023213+0.00039116i,-0.0029047+0.00025817i,-0.00046011+0.0011518i,0.0011181+0.001795i,0.0021127+0.00097709i,0.0027286-0.00053384i,0.0030057-0.0003851i,0.0022546-7.4208e-05i,0.0013816+0.00029774i,0.0015859+0.0010381i,0.0013012+0.00089862i,0.00084284+1.9421e-05i,0.00092355+0.00039577i,0.0010953+0.00021195i,0.00044684-0.00088874i,0.00066234-0.00091164i,0.0011324+0.00015044i,0.0006763+0.00085805i,0.00044962+0.00064046i,4.4371e-05+0.00049445i,-0.00032132+0.0001881i,6.5642e-05+0.00011743i,0.00022393+0.0005627i
0.0011262+0.00072736i,0.0030744+0.00053895i,0.0039557-0.00075725i,0.0019955-0.00066527i,0.00087138-0.00013299i,0.002424+0.00071095i,0.0025491+0.0014076i,0.00090452+0.00081204i,4.8587e-05+0.0006211i,0.00057399+0.00064108i,0.0015222-0.00010916i,0.00079779-0.0004615i,-0.00049489-0.00028905i,-0.00055005-0.00063957i,-0.00025051-0.00062431i,0.00040661+0.00010724i,0.0010611+0.00046416i,0.00032992+0.00022807i,-0.00011357+0.00031145i,0.00032121+0.00039352i,-0.00036893-0.00045185i,-0.00028859-0.00073691i,0.00048803+5.6062e-05i
0.0010986+0.0014874i,0.0013796+0.0010604i,0.0014223+0.0012298i,0.0011402+0.00059083i,0.0015401-9.8258e-05i,0.0012737-3.455e-05i,0.0015445+0.00065982i,0.001927+0.0011228i,0.0016368+0.00029547i,0.0012549-0.00029847i,0.00098208-0.00040586i,0.00032437-0.00015216i,-0.00012037+0.00026591i,-0.00075265+0.00013151i,-0.00074947+0.00010213i,-0.00029202+0.0001058i,0.0002863-0.00015371i,0.0004974+0.00044586i,0.00061339+0.00099797i,0.0006249+0.0008979i,0.00044004+0.0001793i,0.00089117-0.00045063i,0.00063402+9.002e-05i
0.00061758+0.00049546i,0.0013445-0.00050409i,0.0013766-0.00042313i,0.0013641-0.0013493i,0.0013406-0.002301i,0.0012641-0.0013865i,0.0017112-0.00020864i,0.0017301+0.00019824i,0.0013752+0.0002394i,0.00081493+0.00075888i,0.00013213+0.00080463i,-0.00040974+0.00051257i,-0.00048151+0.00054081i,-0.00011828+0.00050252i,0.00048531+0.0002393i,0.00071751+0.00051532i,0.00030065+0.00076464i,7.945e-05-0.00032088i,0.00050355-0.00077338i,0.00048357-2.6412e-05i,3.8572e-05+0.00033372i,-0.00010734+0.00013228i,7.4377e-05+0.000592i
0.0021655+0.0014705i,0.0029737+4.1984e-05i,0.0030002-0.00056327i,0.0021562-0.0016035i,0.00076962-0.0022291i,0.001034-0.00058839i,0.0018504-7.3907e-05i,0.00045438-0.00076755i,-0.00037784-0.00040788i,0.00033775-0.0002245i,0.00060751-0.00074984i,0.00024187-0.00086384i,-1.3209e-05-0.00029369i,-0.00028961-4.3191e-07i,0.00055867+0.00047612i,0.00122+0.00010983i,0.0014267-0.00059475i,0.0012358-0.00024836i,0.00059078+0.00016433i,-6.827e-06-5.3491e-05i,-8.6772e-05+0.0001371i,0.00026399+0.00087535i,0.00049178+0.00061755i
0.00030504-0.0016082i,0.00032645-0.0015538i,-0.00037708-0.00086359i,-0.00034372+4.0429e-05i,0.0006003+0.00078468i,0.0019911+0.001258i,0.0020707+0.00085046i,0.0014149+0.00019732i,0.00081254-0.00023736i,0.00041118-0.00032693i,-0.00016584-6.3856e-05i,-0.00032316+0.00014684i,-0.00046732+0.00016135i,-0.00076499+0.00064475i,-0.00066246+0.00080206i,-0.00043504+0.00015624i,-0.00024632+7.4041e-05i,-2.9801e-05+2.4817e-05i,-1.1982e-05+5.7866e-05i,0.00037095+0.0003473i,0.00068311+0.00068151i,0.00025957+0.00047567i,7.8026e-05+0.00067839i
0.0019551+0.0010574i,0.002348+0.00052734i,0.0027106-0.00093542i,0.0020219-0.0012406i,0.0011191-0.00083583i,0.0013019-0.00011232i,0.0013055+0.00039598i,0.00069811+0.00035312i,0.00030172+0.0001234i,0.00031519+4.2996e-05i,-0.00041789-9.3295e-05i,-0.0011413+8.8821e-05i,-0.00039914-0.00034838i,0.00046724-5.9251e-05i,0.00026099+0.00044893i,0.00057842-0.00017347i,0.00056882-0.00023281i,0.00031168+0.00014699i,-2.3959e-05-2.3058e-05i,-0.00011983-0.00024564i,-0.00038115-0.0003471i,-0.00056049-0.00036257i,9.7257e-05+0.00067512i
0.00094905-0.0020575i,0.00035301-0.002109i,-0.00085587-0.0025834i,-0.0011318-0.0016792i,-0.00048176+0.00065349i,0.00044095+0.0023087i,0.00071832+0.00085364i,0.0008612+2.8472e-05i,0.00077452+0.00028016i,-0.00041936+0.00037093i,-0.00077069+0.00034133i,-0.0001776-0.00027125i,7.3944e-05-0.00031324i,0.00057794+0.00014919i,0.00066439+0.00043879i,0.00035284-0.00016444i,0.00034606-0.00041029i,0.00050409+5.5196e-05i,0.0008007+5.9354e-05i,0.00024647+0.0001947i,-0.00051707+0.00022027i,-0.0005673+0.00027424i,-0.00073273+0.00030545i
0.0022776+0.00050841i,0.0023574-0.0009779i,0.0025109-0.0017338i,0.0019222-0.0016588i,0.0005498-0.00085034i,0.00013686-0.00058618i,0.0017276+5.3777e-05i,0.0019151+0.00039112i,-3.4522e-06-0.00044057i,-0.00015083-0.00044484i,0.00064791+0.00031185i,0.00023371+0.0005444i,0.00054698+0.00045508i,0.00076616+0.00054388i,0.00012963+0.00030762i,-0.00021846-0.0005463i,-0.00042924-0.00074242i,-7.4645e-05-0.00012725i,0.00074208-2.9132e-06i,0.00069181+0.00047533i,0.00029268+0.0010383i,0.00023898+0.00070277i,0.00061835+0.00039671i
0.0018975+0.0013112i,0.0032804+0.0012945i,0.0031998-0.00057302i,0.0024971-0.0017569i,0.0025934-0.001185i,0.0026271-0.0002667i,0.0020566+0.00047149i,0.0011393+0.00063875i,0.00059619+0.00040286i,0.00064389-0.0001429i,-0.00026044-0.00042244i,-0.00068369-4.7245e-05i,-0.00046154+0.00055962i,6.9743e-05-3.2784e-05i,0.00088879-0.0009002i,0.00083897-0.00087584i,0.00094778-0.00019701i,0.00045495-0.00023181i,7.5587e-05-9.2054e-05i,0.00027892+0.00076396i,0.00011883+0.00050626i,-0.0004057-0.00032235i,-0.00033903-0.00028788i
-0.0016092-6.6233e-05i,-0.0013914-0.0008161i,-0.00044226-0.00085673i,0.00053338-0.0010373i,0.0015904+3.9888e-05i,0.00089882+0.0010048i,0.00054691+0.00037533i,0.00068899+0.00013863i,0.00089472+5.6532e-05i,0.0011765+0.00015295i,0.0010997-0.00016483i,0.0010872-0.00017728i,0.00080982+4.5765e-05i,0.00083961-0.00018117i,0.00047536+8.0797e-05i,-0.00035962+0.000103i,-0.00069478+6.6093e-05i,-0.00021427+0.00070615i,0.00026767+0.0011932i,3.3606e-05+0.00082183i,0.00035169+0.00053518i,0.00041199+0.00078062i,-0.00054693+0.00097419i
0.0028321-0.0016022i,0.0028716-0.0010617i,0.001413-0.001601i,-0.00033997-0.00097595i,-0.0011731+0.00090013i,-0.0011719+0.0014669i,0.00016697+0.0011526i,0.00049609+0.0010812i,0.00030399+0.00083172i,8.701e-05+0.0002971i,-2.0352e-05+0.00041219i,0.00043656+0.00039962i,0.00014753+0.00030997i,-0.00013779+0.00013841i,0.00013255+0.00028403i,0.00046367+0.00043105i,0.0010719+0.00035261i,0.00096905+0.00028076i,5.7027e-05-0.00024582i,8.08e-05-0.00054536i,0.00021858-0.0005969i,-0.00016098-0.00043633i,-0.00083114-0.00011285i
0.0015627+6.9299e-05i,0.00087123-0.0012111i,1.956e-05-0.0017416i,-0.00024475-0.0014935i,0.00041368-0.00042403i,0.00033379+0.00036856i,0.00060716+0.00056796i,0.0012092+0.00054359i,0.001507+0.00044281i,0.0004515+0.00045602i,-0.00042969+9.3892e-05i,0.00018859-1.1807e-05i,0.00018-0.0002892i,-0.00073799-4.1441e-05i,-0.0013292+3.7172e-05i,-0.001248-0.00075383i,-0.0012261-0.00069772i,-0.00079719+0.00060953i,-0.00047917+0.0011587i,-0.00061836+0.00053628i,-0.0003244+0.0003758i,3.8727e-05+0.00073008i,-0.00017485-5.9128e-05i
2.9119e-05-0.00079425i,0.0001036-0.0014414i,4.3067e-05-0.001205i,7.2024e-05-0.0003321i,0.00054632+0.00054402i,0.001446+0.00073693i,0.0019651+0.00042494i,0.0014827+0.00076007i,0.0009459+0.00075684i,0.00072112+7.0991e-05i,0.0005445-0.0001516i,0.00011591-0.00036965i,-0.00080892-0.00055718i,-0.00050197-0.00014895i,0.00060257-0.00035408i,0.00068006-0.00013981i,0.00016554+0.00057605i,0.00012224+0.00039944i,-0.00018129+0.00018032i,-0.0011292+4.3126e-05i,-0.00072202-0.00033308i,-6.4877e-05-0.00051477i,-0.00051174-0.00028186i
0.0009075+0.0018342i,0.0010292+0.0018335i,0.0018426+0.0012305i,0.0020714-7.6303e-05i,0.0017473-0.0011717i,0.0023056-0.00075248i,0.0025862-0.00076123i,0.0017341-0.00066526i,0.00067127+0.00028755i,-0.00014551+0.00037393i,-0.00024643-0.00027538i,0.00060106-0.00048731i,0.0010481-0.00035927i,0.00045339-2.842e-05i,-0.00018935-6.0266e-05i,-0.0006543+0.00013253i,-0.00056979+0.0001925i,-0.00014962-5.1684e-05i,8.5807e-05+0.00017374i,0.00013152+0.0005443i,8.747e-05+0.00068046i,2.7589e-06+0.00062595i,0.00033717+0.0012215i
-0.0013156-0.0004846i,-0.00092116-0.0011603i,-0.0011482-0.0010001i,-0.00089541-0.00016335i,-6.792e-05+0.0010752i,0.001754+0.0012084i,0.0030812+0.00046764i,0.0016809+0.0005811i,-3.6844e-05+0.0012547i,-3.2553e-05+0.0013805i,0.00075126+0.00067477i,0.00072782-0.00013204i,0.0002255-0.00063827i,0.00046538-0.0012314i,0.00060785-0.0011296i,0.00086937-0.00042857i,0.00062142+3.3837e-05i,-0.00051594+0.0001258i,-0.000487+0.00068318i,0.00014438+0.00024106i,-8.0447e-05-0.00048213i,-0.0002642-0.00058915i,0.00015711+0.00023731i
0.00050162-0.00030502i,0.0012704-4.6424e-05i,0.0012779+4.6729e-05i,0.0010675+0.00088645i,0.0011206+0.0016783i,0.0013027+0.0016768i,0.0016109+0.00094651i,0.0012079+0.00026752i,0.00023758+5.38e-05i,0.00014585+0.00029652i,-0.0002027-0.00016604i,-0.00091343-0.00061559i,-0.00085065-0.0001228i,-0.00014592+0.00033999i,-1.834e-05-1.5213e-05i,-0.00014897-0.00011743i,9.5953e-05+0.00076254i,0.00062006+0.00068673i,6.4524e-05+0.00036968i,-0.00068165+0.00023546i,-0.00049038+0.00016278i,0.00030728+0.00022554i,0.00032133-0.00025797i
0.00052405+0.00089867i,0.0018974+0.00074797i,0.0020326-0.00011908i,0.0017015-0.00099477i,0.001703-0.00013009i,0.0019396-8.9772e-06i,0.0015804-0.00045589i,0.00011178-0.00024163i,-0.00067383-0.00017549i,0.00014941+0.00017504i,0.00091197+1.2094e-05i,0.00043841-0.00060091i,0.00024761-0.00036574i,9.6094e-05+0.00047999i,-0.00086774+0.0010143i,-0.0012504+0.00065191i,-0.00052122-0.00017541i,-1.5292e-05-0.00034145i,1.8023e-05-7.0453e-05i,-2.2632e-05+0.00011737i,-2.7208e-05+0.0005148i,-0.00026352+0.00034935i,-0.00024271+3.0385e-05i
-0.00073922-0.0019864i,-0.0013428-0.0015195i,-0.0011186-0.0012603i,-0.00095683-0.00079977i,-0.00023337+0.00019296i,0.0010586+0.0012301i,0.0011887+0.0013642i,0.00062878+0.0012572i,9.2186e-07+0.0013586i,0.00036705+0.0012512i,0.00096384+0.00089714i,0.00049839+0.00067918i,1.1346e-05+0.00019353i,0.00022184-4.4474e-06i,0.00019329-6.9878e-05i,-0.00083953+0.00024757i,-0.0006107+0.00093527i,0.00047954+0.00099899i,-0.00062334+0.00029314i,-0.0011774-0.00015429i,0.00031789+2.6961e-05i,0.00081852+0.00034746i,0.00050214+0.00013891i
0.0011845-0.00090474i,0.0021374-0.00050811i,0.0023557-0.00070708i,0.0012164-0.00071353i,-1.8659e-05+2.4477e-05i,-4.6672e-05+0.00015404i,0.00071269-0.00031312i,0.0010614-0.0010303i,0.00098634-0.0012992i,0.00063102-0.00053321i,-0.00052492-0.00030024i,-0.00050483-0.00020564i,-2.3435e-05+0.00051866i,0.00050916+0.00020958i,0.0012419-0.00027945i,0.0010985-0.0001654i,3.0941e-05-0.00054186i,-0.00036869-0.00065466i,0.00067218-0.00060755i,0.0010643-0.00082178i,0.00017919-0.0003304i,-8.8639e-06+0.00080419i,0.00081282+0.0010497i
0.00039775-0.00024107i,-0.00021908-0.0012185i,-0.00069839-0.0013541i,-0.0005637-0.0018252i,0.00037041-0.0012639i,0.00074294-0.00018338i,0.0014767+4.3047e-05i,0.0016163+0.00037345i,0.00049086+0.0012281i,-0.00016302+0.00066427i,0.00018144-0.0003756i,0.0007932-0.00022477i,0.0001803+0.00032833i,-0.00074749-5.3301e-05i,0.00040262+0.00023294i,0.00080092+0.00072425i,-0.00048639-0.00056765i,-0.00099532-0.0017372i,-0.00098947-0.0010545i,-0.00015833-0.00018518i,-4.9733e-05+0.0004356i,-0.0009333+0.0006846i,-0.00051746+0.00074674i
0.0018845-0.0007927i,0.0018302-0.00055767i,0.00084958-0.0011815i,0.0012209-0.0010749i,0.0017168+0.00092257i,0.0016825+0.0019287i,0.0014752+0.0014701i,0.0012145+0.00047773i,0.00050549-0.00035698i,-0.00019593-0.0007705i,-0.00098451-0.00069839i,-0.00075207-0.00021167i,0.00040728-0.00027754i,0.00096907-0.00020735i,0.0012565+0.00017777i,0.00049341-5.7834e-06i,0.00015425-0.00068765i,-3.5763e-05-0.0010351i,-0.0013105-0.00095021i,-0.0018785-0.00082663i,-0.0004163-0.00026711i,0.00062142+0.00043568i,-0.00015439+0.00053547i
