-0.0014521+0.0016945i,-0.0021766+0.0019562i,-0.0026755+0.0022569i,-0.0018445+0.0018508i,-0.0016772+0.0020262i,-0.0014439+0.0017169i,-0.00029442+0.0013429i,0.00090941+0.0015984i,0.001545+0.00058647i,0.0020451-0.00066982i,0.0013489-0.00061539i,0.00044215-0.00076814i,0.00038387-0.00087332i,0.0007433-0.00096372i,0.0004302-0.00083214i,-0.00013175-0.00071616i,-0.00010877-0.0011699i,-5.0464e-05-0.00086921i,0.00019555-0.00065742i,0.00022778-0.0013438i,5.6328e-05-0.0011101i,7.2285e-05+0.00018374i,-0.00030294+0.00035025i
0.00022845+0.00078048i,0.00085245+0.00097848i,0.0016091+9.3042e-05i,0.0017644-0.0011336i,0.00045515-0.00052064i,-0.00048214+0.00019736i,0.00014701-0.000152i,0.0002222-8.1517e-05i,-0.00024202+7.0949e-05i,-0.0004019-0.00023693i,-0.00081139-0.00014853i,-0.00070426-2.4907e-05i,-0.00038832+0.00023044i,-0.0004078+0.00058733i,8.0076e-05+0.00040891i,0.00012558-0.00030148i,6.9583e-05-0.00019173i,0.00077368+0.00076254i,0.00081436+0.00071221i,-4.4023e-07+0.00041196i,0.00054593+0.00021706i,0.00086816+0.00044565i,0.00036127+0.00028858i
0.00050439+0.0010054i,-0.00079323+9.9669e-05i,-0.0011677-0.00040608i,-0.00064088-0.00045403i,-0.00027235-0.00058137i,0.00011531-0.0003691i,-0.00023199-0.00011946i,-0.00045333+6.8018e-05i,-0.00078422+0.00024308i,-0.00091748-0.00024681i,-0.00044974-0.00010019i,-0.00042033+0.00069015i,-0.00096058+0.0010087i,-0.00079881+0.00091527i,-0.00042272+0.00077971i,3.637e-05+0.00024284i,0.00046975-0.00027734i,0.00076351+0.0001429i,0.00087851+0.00043703i,0.00053835+0.0004512i,-0.00076935+0.00031531i,-0.001371+0.00031082i,-0.00044379-5.2225e-05i
-0.0012309+5.3626e-05i,-0.0018844+0.00021486i,-0.0017228+0.0014669i,-0.0012668+0.0022029i,-0.00079964+0.0018964i,-0.00030357+0.0016105i,0.0002227+0.00094548i,0.00044195+0.00025305i,0.00051221+9.8906e-05i,0.00078272+8.5074e-05i,0.00033597-0.00080625i,-0.00018273-0.0015881i,-3.0827e-05-0.0014074i,-7.7411e-05-0.0004203i,-0.00020858-4.5356e-05i,9.2727e-06-0.00024412i,0.00041984-0.00054113i,0.00066489-0.00088482i,0.0002827-0.0001197i,-0.0004654+0.00061551i,-0.00064822+0.00084952i,-8.9695e-06+0.00063452i,0.0008296-0.00054487i
-0.0020797+0.00023875i,-0.00211+0.00083486i,-0.00082297+0.00092991i,-5.7897e-06+0.00078074i,0.00032233+0.00057359i,0.00070438+0.00035359i,0.00054172-0.00053235i,0.00042062-0.00026972i,4.4623e-05+0.00010912i,0.00038155+9.5804e-05i,0.00099998+0.00061978i,0.0010971+0.00057702i,0.0010526+4.7715e-05i,0.00073975+0.00015346i,0.00026274+0.00020538i,0.00029393+2.1723e-05i,0.00014593-0.00029913i,2.3362e-05-0.00067537i,0.00021777-0.00079278i,-7.9491e-05-0.00018134i,-0.00038706+0.0003027i,-5.2816e-05-0.00011456i,9.8606e-05+0.00020588i
0.00063687-0.0012917i,2.2401e-05-0.00018708i,0.00019158-0.00050855i,0.00010373-0.0001992i,-0.00019807+0.00057i,-0.00029079+0.00073589i,-0.00012783-0.00019514i,-3.8693e-05-0.00042575i,0.00049181+0.00015933i,0.00016348-0.00047967i,-0.00041567-0.0014517i,-5.3047e-05-0.00097707i,0.00013531-0.00015403i,-5.7305e-05+0.00031516i,0.00076194+3.8914e-05i,0.0006391+0.00017543i,-0.00017648+0.00034145i,0.00046882+0.00027596i,0.0012017+0.00025579i,0.00097861-0.00048442i,0.0007943-0.00090751i,-0.00030133-0.0005632i,-0.00033248+0.00013212i
0.00072596-0.00057066i,8.0278e-05-0.00093642i,-0.00050151-0.0009045i,-0.00057493+0.00023172i,-0.00082994+0.0010822i,0.00021596+0.0004249i,0.00099243-0.00089113i,0.00031131-0.0014435i,0.00082218-0.0015575i,0.0016201-0.0013848i,0.00077394+7.9804e-05i,-1.3278e-06+0.0005652i,1.9468e-05-2.6213e-05i,-3.0785e-06-0.00047151i,0.00026412-0.0005763i,3.2168e-05+0.00033449i,-0.00014336+0.00088941i,-0.00043156+0.00084589i,-0.00028028-0.00058464i,5.16e-05-0.0011041i,-0.00011469-0.00014886i,-7.1733e-05+0.00084857i,0.00028705+0.0009722i
-0.00050569+0.0004154i,-0.00038518+0.0017975i,-0.0010414+0.0022689i,-0.00083147+0.00093055i,-6.2218e-05+0.00043281i,0.00043837+0.00078753i,0.00011652+0.00085412i,-0.00057552-0.00071185i,-2.7133e-05-0.0008931i,0.0012301+0.00038834i,0.0017259+0.00073572i,0.001541-0.00036852i,0.0010776-0.0013076i,0.00043441-0.0013708i,0.0011472-0.00060192i,0.0013156+0.00022761i,0.00018984+5.4533e-05i,0.00018225+8.2515e-05i,0.00064487-0.00019606i,0.0010315-0.00056538i,0.00061547-6.6259e-05i,-0.00030985+0.00046216i,-0.00082305+0.00012573i
0.0019044-0.00017775i,0.0021224-0.002053i,0.0024816-0.0024274i,0.0015895-0.0027387i,0.00052095-0.0018256i,0.00015088-9.7871e-05i,0.00031416-0.00017614i,9.5509e-05-0.00049811i,0.00021737-7.5195e-05i,0.00070689-0.00015808i,0.00092709-9.7334e-05i,0.00011016+0.0001911i,-0.00063252+0.00029947i,-0.0010927+0.00063806i,-0.00088443+0.0011108i,0.00027523+0.00085258i,0.00081688+0.00037181i,0.00099895+0.00032921i,0.00081878+0.00059897i,0.00048453+0.00051513i,0.00051621+2.0967e-05i,0.00021879-0.00061328i,-3.1521e-05-0.00078411i
0.00091339-0.00052223i,-9.2131e-05+7.5763e-05i,-0.0011595+0.00106i,-0.00096653+0.00058811i,0.00017676-0.00085299i,0.00045357-0.0017276i,0.00066286-0.0019262i,0.00090502-0.0013564i,0.0006472-0.00067678i,-0.0004713-0.00058492i,-0.00014927-1.7538e-05i,0.00080099+0.00074621i,0.0010189+0.00050342i,0.00071778-0.00026827i,0.0011839-0.00054528i,0.0011119-0.0002702i,0.00039414+0.00014739i,0.00056854+0.00070759i,0.0005147+0.00037495i,-0.00035642-4.6071e-05i,-0.00029766-0.00042673i,-8.423e-05-0.00020497i,-0.00014363+0.00075237i
0.0004877+0.00013673i,0.00046492-0.00086751i,0.00012385-0.0013655i,-9.1573e-05-0.00051994i,-0.00074972+0.0005576i,-0.00069655+0.0015516i,2.3663e-05+0.0010322i,0.00027595+9.0736e-05i,-4.3572e-05+8.1531e-05i,9.4936e-05+5.5611e-05i,0.00040507+3.8509e-05i,0.00078237+0.00065907i,0.0008089+0.00089541i,0.00018961+0.00058204i,0.00016664+8.5753e-05i,0.00030645-0.00020641i,0.00034125+0.00062665i,0.00081565+0.0012633i,0.00037733+0.0004019i,0.00028914-0.0006341i,0.00055172-0.00036625i,0.00028346-0.00025953i,0.00028343-0.00067815i
0.00069827-0.00050519i,0.00086332-0.000729i,-0.00065051-0.00099141i,-0.0015044-0.00095226i,-0.0023072+0.00055717i,-0.0019252+0.0016093i,-0.00061633+0.00087353i,-0.00012083+0.00031727i,-0.0006057+0.00048127i,-0.00010409+0.0013817i,0.00068169+0.0014526i,0.0012251+0.00046329i,0.0014196+0.00076723i,0.00064503+0.00058824i,0.00059581-0.00057069i,0.00068884-0.00064957i,-0.00011302-0.00031203i,-0.00058559+0.00013695i,-0.00032408+6.9101e-05i,8.3731e-05-0.00076199i,-0.00032003-0.00081818i,-0.00045415-0.00076918i,0.00031598-0.0012415i
-0.00027521-0.0022025i,0.00022953-0.0020487i,-0.00079817-0.0014738i,-0.00088159-0.00025183i,-0.00027607+0.0010177i,0.00074951+0.0015432i,0.00025869+0.001288i,-0.0011904+0.00030807i,-0.00077047-0.00045967i,-0.0004203-0.0009018i,-0.00042468-0.00037578i,9.6322e-05+6.1383e-05i,0.00039898-0.00037596i,1.6996e-05-0.00097121i,4.8402e-05-0.00066295i,0.00028194-0.00032112i,-0.00052392+8.5625e-05i,-0.0015973+0.00070877i,-0.0016137+0.00086446i,-0.0010146+0.0009831i,-0.00066057+0.00051412i,-7.1799e-05-0.00040981i,0.00056084+2.234e-05i
-0.0017889+0.0040651i,-0.00025066+0.0034084i,0.0022048+0.0038658i,0.0018486+0.0030417i,0.001081+0.0017904i,0.0010826+0.00033462i,4.588e-05-0.00019211i,-0.0006193+0.00010177i,-0.00015402+0.00052784i,0.00010912+0.00043349i,0.00019233+1.1865e-05i,0.00020689+0.00059996i,-0.00025478+0.00017344i,-0.00029316-0.00020609i,-0.00011239+0.00015666i,-0.00049202+7.3251e-05i,-0.0001343+5.8727e-05i,0.00061055+0.00031995i,0.00040051+0.00035265i,0.00024638-4.54e-05i,0.00086759+0.00020917i,0.00084252+0.00020456i,0.00034307-0.00026898i
0.00070244+3.2517e-05i,1.4997e-05-0.00034078i,-0.00093331-0.0014149i,-0.0011778-0.0016168i,-0.00038423-0.001026i,0.00059689-0.00069128i,0.0011354-0.0011517i,0.001327-0.00072834i,0.0012893-0.00028715i,0.00073451-0.00051859i,0.0007853-0.00046911i,0.00096083-0.00058618i,0.00097396-0.0002967i,0.00032881+0.00030959i,0.00015801+0.00045514i,0.00031303+0.00068598i,-0.00041315+0.0004004i,-0.00070566+3.1124e-05i,-0.00020852-0.00022235i,-0.00028129-1.0921e-05i,-9.6905e-05+0.00014899i,-0.00015236-0.00019279i,-0.00063288-0.00028477i
0.0024979-6.1752e-05i,0.0031305-0.00045917i,0.0037937-0.00058299i,0.0026419+0.00050421i,0.0013191+0.00091454i,0.00043212-0.0002564i,-5.4529e-05-0.00079672i,-0.00074274-0.0011435i,-0.00026756-0.00082218i,-0.00015643-0.00011364i,-0.00043298-0.00048143i,-7.2928e-05-0.00011489i,7.994e-05+0.00067083i,-5.1875e-05+0.00034033i,0.00022072+0.00063314i,0.00097168+0.00094591i,0.00068387+0.00065332i,-0.00018777+0.00050933i,-0.00057159+0.0003472i,-0.00041634+2.6065e-07i,-0.00015869-0.00050508i,-0.00048354-0.00021623i,-0.00053343-0.00036156i
-0.0011479+0.0014793i,-0.00055308+0.00095035i,0.00010618+0.00089239i,0.00058408-3.9054e-05i,0.00027789-4.0775e-05i,-0.00043509+0.00097717i,0.00045387+0.00089698i,0.0010125+0.00039739i,0.00069754+0.00019166i,0.00089077-7.0236e-05i,0.00060236-0.00038036i,0.00028961-2.7677e-05i,0.00031786+0.00052951i,0.00052311+0.00043382i,0.00027971+0.00070412i,-0.00024167+0.00028741i,-3.0684e-05+0.00013101i,-0.00023641+7.0667e-05i,0.00024288-0.0006094i,0.0014215-0.00040512i,0.0013711+3.3107e-05i,0.00044903+0.0001434i,-4.3002e-06+0.00025614i
0.00054412-0.00060834i,0.00042842-0.00014619i,-0.0001037+0.00016333i,-0.0012896+0.00061457i,-0.001456+0.00083591i,0.00021538+0.00034917i,0.000399-0.00085222i,-9.6912e-05-0.0011639i,-0.00027229-0.00031179i,-0.00033099-5.0921e-05i,-0.00031029-0.00042838i,-0.00051279-0.00043893i,0.00037769-0.00039368i,0.0011343-0.00033508i,0.00043484-0.0002249i,0.00036591-0.00064618i,0.00050254-0.00048727i,0.0003548+0.00023236i,0.00049233+0.00047666i,-7.6539e-05-4.4346e-05i,-0.00066665-0.00034202i,-0.00026677-0.00043945i,8.9804e-05-0.00064116i
9.4213e-05+0.0010884i,0.00031969+0.0015624i,0.00023097+0.0018575i,-0.00019254+0.0011461i,0.00049456+0.00041972i,0.0010805+0.00092935i,0.0012367+0.00053962i,0.0008943-0.0001765i,0.00046773+0.00044461i,0.00038781-0.00052235i,0.00062026-0.0012843i,0.00088171-0.00033987i,0.00078193+0.00023228i,0.00061235-0.0006503i,0.00047496-0.00094151i,5.187e-05-0.00078668i,8.7202e-05-0.0010144i,0.00062207-0.00055889i,0.00050659-0.00034337i,0.00047157-0.00016829i,0.00052357+0.0001183i,0.00081668+7.8103e-05i,0.0004042-0.00035945i
-5.7267e-05+0.00018551i,-0.00067298-0.00024585i,-0.0016428-0.00094935i,-0.0010913-0.0010939i,-0.00026264-0.00060025i,-0.00013107-7.0112e-05i,0.00038353+0.0007141i,0.00049902+0.00058771i,-0.00023328-1.6863e-05i,-0.00029295-8.4509e-05i,-0.0001666-0.00063128i,0.0001925-0.00092085i,0.00077954-0.00016258i,3.0109e-05+0.00047677i,-0.00040687+0.00034977i,-0.00018534-0.00057955i,0.00028739-0.001328i,0.00022129-0.00067574i,0.00020582-0.00058653i,0.00061166-0.00062259i,0.00071-0.00033359i,0.00096071-0.00070222i,0.00090027-0.00066844i
0.001204-0.0017017i,0.0001188-0.00099833i,-0.00133-0.0021562i,-0.0020346-0.0012601i,-0.0013714+0.00012592i,-0.00035216+0.0001307i,0.0001336-0.00019641i,0.00023626-0.00083243i,0.00076283-0.0011496i,0.00091145-0.00019572i,0.00090306+0.00027154i,0.00049787+0.00027095i,0.00044551+0.00063851i,0.00083801+0.00040916i,0.00028205-0.00060046i,-3.9009e-05-0.00034876i,-0.00053151+0.00039132i,-0.00068114+0.00038781i,-6.5475e-05-0.0001916i,-0.00049549-0.000556i,-0.00084652-0.00059541i,-0.0006203-0.00031051i,-0.00039838+0.00010901i
-3.0245e-05+0.0003169i,0.00018106+0.0010288i,-0.00015722+0.0007988i,-0.0011614-6.6559e-05i,-0.00084439+0.00019454i,0.00014871+0.0012371i,-0.00057342+0.00093737i,-0.0012725+0.00019251i,-0.00070223+0.00012396i,0.00010518+0.00010623i,0.00053333-0.00031263i,0.00079748-0.001159i,0.0010998-0.00096962i,0.0011658-7.571e-06i,0.00083557+7.2384e-06i,0.00033838-0.00032798i,0.00018126-0.00075291i,0.00025267-0.0005694i,0.0002831-0.00013497i,-0.00025786-0.00048838i,-5.388e-05-0.00099143i,0.00075982-0.0011546i,0.0011954-0.00050125i
0.0026204+0.0001998i,0.0013779+0.00050143i,0.00073172-0.00065641i,-0.00012504-0.0017414i,-0.0010709-0.0017379i,-0.00023816-0.0011024i,0.00041332-0.0010064i,-6.6831e-05-0.00090414i,0.00013098-0.00029574i,0.00051398-0.00033459i,-3.069e-05-0.00046145i,-0.00089484+0.00024525i,-0.00069669+0.00057683i,-0.00036282+0.0002653i,-8.1834e-05-0.00022039i,2.9044e-05-0.00040958i,0.00016976-0.00037685i,0.00031593+0.00030453i,-0.00057834-6.8462e-06i,-0.00096825-0.00061799i,-0.00049707-0.00074891i,8.5803e-05-0.001237i,0.00027266-0.000324i
0.0007373+0.0011722i,0.00065585+0.00042998i,0.0014129+0.00017128i,0.0017238-0.00018498i,0.0010049-0.0012487i,0.0001236-0.0014015i,-0.00041109+7.382e-05i,-0.000287+0.0009007i,-8.3015e-05+0.00072214i,-0.00020079-0.00023305i,-0.00048436-0.0009152i,-0.00102-0.0001276i,-0.00094265+4.7513e-05i,-0.00065693+2.5298e-05i,-0.00074703+0.00016336i,-0.0006616-0.00056366i,-9.3646e-05-0.00061043i,-0.00054444+0.00021567i,-0.0008121+0.00056993i,-0.00018345-3.7004e-05i,0.0010741-0.00076881i,0.00085323-0.001113i,0.00058481-0.00078277i
-3.4112e-05+0.00024417i,-0.0012535+0.00043897i,-0.0015604+0.00075947i,-0.00083392+0.000778i,-0.0003485+0.0010063i,-6.1192e-05+0.0011774i,0.00042948+0.00055915i,0.00022887-0.00011318i,0.00028875-7.727e-06i,7.2587e-05+9.4555e-05i,0.00058206-0.00011483i,0.00082062-7.1347e-05i,0.00031873-0.0006584i,0.00021571-0.0010894i,0.00034454-0.00052944i,-0.00017324-0.0002967i,-0.00089855-0.00063641i,-0.0004431-0.00044748i,-0.00026125-0.00022106i,0.0001844-6.9022e-06i,0.00060773-0.00016958i,0.00032167-0.00029705i,-0.00043502-0.00055755i
0.00084883-0.0015522i,0.00039919-0.0014196i,-0.00088197-0.001788i,-0.0016144-0.0012688i,-0.0016015+0.00026529i,-0.0012233+0.0012843i,-0.0014486+0.0016137i,-0.0008195+0.0012802i,0.0001957+0.00028114i,0.00073759-0.00041858i,0.0013954-0.00041909i,0.0017081-0.00028704i,0.0017549+2.7629e-05i,0.0014257-0.00035888i,0.001651-0.00067381i,0.0012288+4.2984e-05i,0.00045261+0.00032229i,0.00030355+0.00024785i,-0.00026748+0.00037681i,-0.00055304+0.0010777i,-0.00027892+0.0011094i,0.0001597+7.5798e-05i,0.00011603-0.00086432i
-0.00081817+0.00068525i,-0.0017022+0.0009171i,-0.0011198+0.0016542i,0.00077049+0.0017964i,0.0011321+0.0012116i,0.00093104+0.0013769i,0.0010676+0.0013004i,0.00092394+0.00046399i,0.00046911+5.9469e-05i,1.6766e-05+0.00031903i,0.00029228-0.00028494i,0.00071159-0.0004325i,0.00011816-6.0712e-06i,-0.00018227+0.00067056i,5.9772e-06+0.0012824i,-0.00026346+0.00088254i,0.00081468+0.00046942i,0.00095843+0.00015448i,-6.8462e-05-0.0004158i,-0.000181+0.00011668i,-0.00043894+0.0010514i,-0.00060738+0.00093966i,-6.4985e-05+0.0004194i
-0.00076661-0.0019905i,-0.0007066-0.0014348i,-0.001362-0.0010513i,-0.0022214-0.00057621i,-0.00103+0.00084205i,0.00038231+0.0018678i,0.00093833+0.00071584i,0.00068102-0.0009115i,0.0002231-0.00030766i,7.8487e-05+0.00042983i,0.00028049-9.2022e-05i,0.00015412+0.00045572i,-0.00020419+0.0001737i,-0.00027483-0.00078794i,-6.4335e-06-0.00055499i,-0.00018347-0.00046554i,-0.00017853-0.0008395i,-9.0747e-05-0.00015702i,5.6922e-06+0.00011816i,0.00019659+0.00032506i,-0.00036834+0.00061409i,-0.00069958+0.00014547i,5.2813e-05+0.00041117i
9.6293e-06+0.00021846i,0.00051676-0.0001575i,-0.00092988-0.00025462i,-0.0021915-0.00060955i,-0.0014986-0.00074394i,-0.00020714-3.1532e-05i,0.00041967-9.3789e-05i,0.00051507-0.00099715i,0.00086945-0.00067783i,0.00094714-0.00033492i,0.00059542-0.00073423i,0.00085674-0.00058915i,0.0011278-0.00067998i,0.00019192-0.00078235i,-0.0003322-0.00084305i,-0.0003527-0.0011173i,-0.0006315-0.0012629i,-5.0305e-05-0.00069062i,0.00034805+0.00025969i,0.00010024-0.00045536i,3.4857e-05-0.0012416i,0.00038965-0.00040751i,0.00071199+0.00057556i
0.0011599+0.0030562i,0.0026368+0.0024894i,0.0042838+0.0019401i,0.0039364-8.6203e-05i,0.0021132-0.0016889i,0.000206-0.0013749i,-0.00036861-0.0017735i,0.00045488-0.0011278i,0.00059352-0.00043575i,0.00047165-0.00079702i,0.00067395-0.0012609i,0.00064158-0.0011457i,-0.0001092-0.00046831i,-0.00076525-0.00048532i,-0.00066636-0.00078843i,0.00014431-0.00063461i,0.00035504-0.00047i,8.5837e-05-0.00017697i,-0.000553-0.00042126i,-0.00022068-0.0007091i,0.00086026-0.00015258i,0.0001654-7.5666e-05i,-0.00042357-0.00030685i
0.0006283+0.00041693i,-0.00058665+7.2769e-05i,-0.0015309-5.261e-05i,-0.0017501-0.00023514i,-0.0017684+0.00044905i,-0.001399+0.00035657i,-0.00094658-0.00053873i,-0.00030451-0.00057509i,-0.00040765-0.00028641i,-0.0004455-0.00032828i,0.00011682-0.0010733i,0.00021396-0.0012929i,5.2325e-05-7.084e-05i,0.00018467+0.00020904i,0.00052526+0.00029335i,-5.4285e-05+0.00057886i,-0.0010202+0.00066886i,-0.0013553+0.0007479i,-4.9082e-05+0.00048298i,0.00076102+0.0004698i,0.00042902+0.00042932i,8.5601e-06+0.00065894i,-0.00025467+0.00092564i
0.00036997-0.00094072i,0.00047019-0.00091106i,-0.0004181-0.00043527i,-0.00048575+0.00083358i,0.0004751+0.0012672i,0.00026828+0.0010441i,0.00016717+0.00036664i,-0.000396+0.00011307i,-0.00097213+4.9744e-06i,-0.00039577+0.0002448i,0.00012485+0.00054211i,0.00015679+0.00032879i,3.7034e-05+5.7976e-05i,-0.00044217-8.1715e-05i,-0.00048225+0.00015145i,-0.00045461+0.00034503i,0.00012393+0.00017174i,0.0006282-0.00014859i,0.0002519+0.00036724i,-0.000346+0.00013169i,-0.00057855-0.00066705i,0.00010666+9.2064e-05i,0.00029772+0.00032237i
-0.00019942+0.00016039i,-0.0012264-0.00039756i,-0.0025171-0.00064957i,-0.0030486-0.00022588i,-0.0018759-0.00071541i,-0.00010631-0.00023282i,0.00077996+0.00086862i,0.00075513+0.00065009i,0.00057636-0.00031786i,0.00038342-0.0006548i,0.00065091-0.00033573i,0.00070871-0.00019969i,0.00041602+5.6829e-05i,0.00043768+0.0013576i,0.00044882+0.0015678i,0.00010121+0.0002336i,-0.00025323+0.00044404i,-0.00046126+0.00040748i,-0.00057201+2.6608e-05i,-0.00041327-0.0002156i,-9.6469e-05-0.00052605i,0.00019896-3.1905e-05i,0.00025192+0.00011401i
0.00039007-0.0010426i,-0.00031369-0.00091846i,0.00014243-0.00083686i,0.00089725+0.00046333i,0.00055539+0.00075903i,0.00011453+3.1828e-05i,-0.00038006-0.00053665i,-0.00059107-0.00038857i,0.00016611-1.9792e-05i,0.001394-0.00022599i,0.0013535+4.1864e-05i,0.00022028+7.5332e-05i,8.2251e-05-0.00014335i,-2.1968e-05+0.00020436i,0.00011333+0.00017068i,0.00050794-0.00069684i,0.00059533-0.00024083i,0.00036155+0.00089398i,-3.9508e-06+0.00038749i,-2.3425e-05-8.1883e-05i,0.00017423-0.00049866i,-0.00016308-0.00039309i,-0.00047423-0.00035544i
0.0018769+0.00020624i,0.0021398+0.00024965i,0.0025298+0.00034452i,0.0015663-0.00072558i,0.00082824-0.0013332i,0.00045958-0.0010918i,5.0867e-05-0.001398i,-0.00080023-0.0014675i,-0.0010517-0.00076139i,-0.0001725+9.4583e-05i,0.00031519-0.00016269i,1.5362e-05-0.00050094i,-0.0005396-0.00093045i,-0.0005157-0.0009577i,-0.00017121-0.00065445i,-9.6515e-05-0.0010185i,-0.00049057-0.00095928i,-0.00027335-0.00024648i,0.00014125-0.00012141i,-0.0001833-0.00034592i,-0.00052975-0.00060152i,-0.00036638-0.00068035i,-0.00018154-0.00060627i
-9.036e-05+0.0010491i,-0.00064618+0.00016895i,0.00070088+0.00066608i,0.0014298+0.001713i,0.0008308+0.0010916i,0.0011189-7.2496e-05i,0.00091503-0.00068277i,0.00010848-0.00055934i,-0.00013991-7.2252e-05i,-0.0005603+0.0002823i,-0.00082788+0.00019485i,-0.00069233+8.5649e-05i,-7.9745e-05+3.0476e-05i,6.1377e-05+3.8113e-05i,-0.00046249+0.00023802i,-0.00095732+0.00018917i,-0.00094558-0.00037616i,-0.00036258-0.0004139i,5.6701e-05-0.00013687i,7.6339e-05+0.00011382i,9.3802e-05-0.00011407i,0.00016936-0.00075304i,0.00054518-0.00083428i
-0.0018496+0.0035324i,0.00044078+0.0026254i,0.001824+0.0029648i,0.0015117+0.0031399i,0.0011303+0.0026968i,0.00057077+0.0013955i,-0.00023471-0.00022776i,-0.0013147-0.00067967i,-0.00093011+0.00031079i,-7.1209e-05+0.0013011i,0.00036087+0.0011059i,0.0011002+0.00054816i,0.00032072+4.6163e-05i,-0.00088909-0.0008244i,-0.00082908-0.0012314i,-0.00073293-0.0006326i,-0.00030833+9.8419e-05i,-0.00043818+0.00035409i,-2.2776e-05+6.7633e-05i,4.6359e-05+7.6463e-05i,-0.00049739-0.00056216i,-0.00074526-0.0010455i,-0.00090584-0.00047244i
-0.0011115+0.00021941i,-0.0010978+0.0012544i,-0.0018064+0.0014779i,-0.0010492+0.00021444i,0.00061769-0.000131i,0.0012298+0.00033843i,0.00048898-0.00010432i,-1.6451e-05-0.0002994i,-0.00032519+0.00027363i,-0.00021007+0.00031086i,0.00073708-0.0006927i,0.0014776-0.00096197i,0.00071146-0.00087832i,0.00029939-0.00031066i,0.0003568+0.0005632i,0.00034921+0.00038854i,0.00055526+0.00017487i,0.00075795+0.00016152i,0.0001996-0.00023546i,-4.3578e-05-0.0011046i,0.00012566-0.0011956i,-0.00026028-0.00041451i,-0.00035743-0.00017927i
-0.00036834+0.00099149i,-0.00035539-6.0925e-05i,-0.00050456-0.00056218i,-0.0011853-0.00056847i,-0.00097162-0.00043295i,-0.00014999-0.00083357i,0.00011284-0.0015741i,-0.00015082-0.00087428i,0.00015165+0.0003281i,0.00036546+0.00051165i,4.0616e-05-0.00020303i,0.00014475-0.0004259i,4.0537e-05-0.00052571i,6.6856e-05-0.00074626i,0.00019635-0.00024253i,0.00019474-0.00044187i,9.3845e-05-0.0011002i,0.00017124-0.00028952i,0.00050698+0.00096334i,0.00044371+0.00037987i,0.00045792-0.00046817i,0.00043049-0.00081564i,-0.00015434-0.00086484i
0.00064584-0.0024837i,0.00066183-0.0028269i,0.00051519-0.0022006i,0.00032778-0.0010545i,-0.00021956+3.0127e-05i,-0.00065432-0.00015504i,-0.00077504-0.00073345i,-0.00060679-0.00076818i,-0.00024181-0.00022023i,0.00042913+0.00066202i,0.00054163+0.00071203i,0.00080947-6.2367e-05i,0.0019244-0.00054526i,0.002272-0.00024246i,0.001387-0.00011182i,1.0714e-05-0.00065609i,-0.00037366-0.00082277i,-0.00048439-0.00028677i,-0.00061072-0.00043076i,-0.0012293-0.00024355i,-0.0013705+0.00039156i,-0.00079195+6.6451e-05i,-0.00091031-6.3764e-05i
0.00042292+0.00072172i,0.00097409+0.00040135i,0.0011416-0.00048887i,1.9483e-05-0.0013008i,-0.00048662-0.00014886i,-0.00077386+0.0010484i,-0.00075769+0.00036578i,-0.00011451-0.0002908i,0.00094114-0.00047941i,0.0013894-0.00053781i,0.0010478-0.00017028i,9.397e-05-0.00042086i,-0.00022732+6.0692e-05i,0.00024442+0.00042689i,0.0006763-0.00056399i,0.0005598-0.00089654i,0.00031461-0.00010401i,0.00018316+0.00013493i,0.00068887-0.00058163i,0.00030184-0.00061153i,-0.00086724-0.00047193i,-0.00052934-8.4147e-05i,-0.00013627+0.00017912i
-4.7647e-05+0.00024454i,-0.00039372-0.00014161i,-0.0018224-0.0005351i,-0.0018651+0.00063671i,-0.00021989+0.0014966i,0.001669-0.0002573i,0.002112-0.00057933i,0.00073076+0.00043324i,-1.1445e-05+0.001178i,0.00048512+0.0011815i,0.00040803+0.00072099i,-0.00025623+0.00011735i,-4.7211e-05+6.0118e-05i,0.0003656+0.00023868i,0.00044538+0.00031509i,0.00042799+0.00070829i,0.00041125+0.00019707i,0.00014462-0.00030626i,-0.00039249-0.00055738i,-7.443e-05-0.00083649i,0.00062514-0.00075494i,0.00044757-0.00077562i,-0.00017661-0.00044556i
-0.00078851-0.000755i,5.0317e-05+0.00053293i,0.00028764+0.0023883i,-0.00017188+0.0020616i,0.00035943+0.0010641i,0.00095316+0.00092541i,0.00063227+0.00066925i,-0.00026594-4.5357e-05i,-0.00068404-0.00040668i,7.362e-05+0.00022719i,0.0010647+0.0005297i,0.00070913+8.4153e-05i,-6.155e-05-0.00057594i,-0.00014283-0.0001445i,0.0003008+0.00073367i,-0.00013539-6.6686e-05i,-0.00051438-0.00074158i,-0.00029876-0.00033416i,-0.00015365-0.00047321i,2.156e-05-0.00066657i,1.7664e-05-0.00022179i,-3.5126e-06-0.00033421i,8.8085e-05-0.00059946i
