-0.0014521+0.0016945i,-0.0021766+0.0019562i,-0.0026755+0.0022569i,-0.0018445+0.0018508i,-0.0016772+0.0020262i,-0.0014439+0.0017169i,-0.00029442+0.0013429i,0.00090941+0.0015984i,0.001545+0.00058647i,0.0020451-0.00066982i,0.0013489-0.00061539i,0.00044215-0.00076814i,0.00038387-0.00087332i,0.0007433-0.00096372i,0.0004302-0.00083214i,-0.00013175-0.00071616i,-0.00010877-0.0011699i,-5.0464e-05-0.00086921i,0.00019555-0.00065742i,0.00022778-0.0013438i,5.6328e-05-0.0011101i,7.2285e-05+0.00018374i,-0.00030294+0.00035025i
0.00076716+0.0020289i,0.0015467+0.00081669i,0.0027505+0.0010485i,0.0027477+0.0012174i,0.0016341+9.5119e-06i,0.00087833-0.00098444i,0.00090709-0.0012037i,0.0010714-0.00087638i,0.0013882-0.00072625i,0.0012358-0.00072255i,0.00033509-0.00027729i,0.00010779-4.8251e-05i,0.0005857-0.00065896i,0.00092493-0.00074216i,0.00075028-0.0003225i,-2.8419e-05+0.00011105i,-7.0252e-05+0.00010618i,0.00047658+0.0002955i,-7.4299e-05+0.00025229i,-0.00045681+0.00014244i,-9.2605e-05+0.00041457i,0.00021535+0.00032953i,0.00064276+0.00018002i
-0.00019427+0.0008284i,0.0016399+0.00076036i,0.001621+7.0519e-05i,-0.00029109-0.00011187i,-0.00075615+0.00054553i,-0.00016063+0.00047635i,-0.00034298-0.00033127i,-0.00083236-0.00025249i,-0.00050135-0.00018312i,0.00069552-0.00083184i,0.0016572-0.0014401i,0.00099329-0.0016631i,0.00055779-0.00097263i,0.00031196+5.2961e-05i,0.00023085+0.00023247i,-7.7934e-06-0.00015639i,-0.00015906+0.00029444i,0.00020176+0.00042247i,0.00033287-0.00016335i,-0.00029343-0.0004683i,-0.00087224-0.00028104i,-0.00086589-3.5401e-05i,-0.00045283-0.00042613i
0.0011799+0.00065056i,0.00058258+0.00012251i,-0.00011141-0.00016816i,-2.926e-05+0.00029773i,-6.544e-05+0.00071216i,-0.00064843+0.00096439i,-0.0012329+0.00035713i,-0.00073193-0.001081i,0.00063093-0.0011558i,0.00059727-0.00054199i,-0.00017093+0.00082513i,0.00011292+0.0016981i,0.00071074+0.00067361i,0.0012111-0.00055419i,0.00081959-0.00089666i,-0.00045743-0.00082471i,-0.0004968-0.00080805i,2.3647e-05-6.5864e-05i,-1.2373e-05+0.00069325i,-4.129e-05+0.00028178i,0.00037898-1.0814e-05i,0.00047861-0.00020556i,0.00041508+4.6498e-05i
0.00016803-0.0015975i,-0.00042699-0.0015551i,-0.0012445-0.0016901i,-0.0023094-0.00064178i,-0.0015991+0.00099954i,0.000682+0.0021627i,0.0012286+0.0019597i,0.00017713+0.00067548i,-0.00045128-0.00031424i,-0.00031785-0.00039335i,0.00017756+0.00016036i,0.00046208+0.00026811i,0.00027522-0.00042045i,4.9653e-05+0.00018896i,-0.00012385+0.00035957i,-3.8879e-05-0.00028498i,0.00048127-0.00015385i,0.0009014+0.00036231i,-5.2041e-05+0.00066549i,-0.0010359+0.0007006i,-0.00091548+0.00010866i,-0.00045633-0.00032868i,-0.00063741-0.00034752i
6.2487e-05-0.0003634i,0.00020223+0.00010996i,5.1382e-05-1.1098e-06i,-0.00064447-0.00034685i,-0.0016603+0.00027602i,-0.0014327+0.00061929i,-0.00032032-0.00028965i,0.00053306-0.00019295i,0.00052605+0.00094304i,0.00012045+0.00074352i,-0.00011325-0.00029119i,0.00032431-0.00044931i,0.00063209-0.00036442i,-0.00026233-0.00025779i,-0.0001778-0.00038159i,0.00093908-0.00030097i,0.0011711-0.00016846i,0.00037662-2.1482e-05i,-0.00029318-5.8457e-07i,-0.00072082-0.00037914i,-0.00056419-0.00059298i,3.4785e-05-0.00054988i,0.00030888-0.00050591i
0.0010022-0.0027181i,0.00075668-0.0032218i,5.3019e-05-0.0033477i,-0.00013886-0.0024094i,-0.00028136-0.00054635i,-0.00068043+0.0011599i,-0.00067816+0.00069214i,-0.00060069+8.3118e-05i,4.5344e-05+7.1312e-05i,0.00046212-1.0661e-05i,0.00028164-3.1965e-05i,0.00020353-0.0006807i,0.00077166-0.00034123i,0.0013484+0.00075925i,0.0012273+0.00092255i,0.00087476+0.00037925i,8.8795e-05-0.00056536i,-0.00032485-0.00042825i,-0.0003267+0.00026887i,-0.00058163+0.00068063i,-0.00054867+0.00082756i,0.00010075+0.00083435i,0.00032829+0.00012896i
-0.00034968+0.00071237i,-0.00070163+0.00010096i,-0.0005716-0.00019904i,-0.00041047-0.00053079i,-7.8146e-06-0.00034897i,-0.00022805+0.00014838i,-0.00058308+5.5448e-05i,-0.00026843-0.00011223i,0.00053616+0.00056408i,0.00096495+0.0011103i,0.0012118+0.00068158i,0.0012918+0.00050959i,3.9895e-05+7.5782e-05i,-0.00034698-0.00027991i,0.0001868+0.00031141i,0.00048641+0.00049678i,0.00092667-0.00012235i,0.0010863-0.00061454i,0.0007203-0.0007837i,0.00020537-0.00049327i,0.0004484-0.00031317i,0.00066699-0.00011944i,0.00028847+0.00011374i
-0.00087429-0.0011502i,-0.0018728+0.00044216i,-0.0024035+0.00035659i,-0.0017782+0.00057938i,-0.00046489+0.0014815i,0.00025332+0.00125i,4.9323e-05-0.0002068i,6.4446e-05-0.0011146i,-1.1787e-05-0.00097121i,-1.0335e-05-0.00048625i,0.00076938+2.4811e-06i,0.00043733+0.00018755i,0.000187+0.00010361i,0.0011281-0.00038292i,0.0017074-0.00015072i,0.0012158+0.00018537i,0.00097735-0.00020822i,0.00036805-0.00094414i,-0.00015517-0.00072908i,0.00037012+0.00036194i,0.00029586+0.00047168i,0.00063425-9.56e-05i,0.00076635-6.4877e-05i
-0.0023413+0.00024473i,-0.0025236+0.0015292i,-0.0013226+0.0027425i,-1.1636e-05+0.0032483i,0.0010659+0.0028348i,0.0028013+0.0014202i,0.002909+0.00040923i,0.00091027+0.00050023i,-0.00029063+0.00054834i,0.00054362+0.00018685i,0.001081-0.00028079i,0.00052863-0.00036147i,0.00043192-0.00046906i,0.0003829-0.00053986i,-0.00015663-4.0999e-05i,-0.00013471-0.00020773i,3.9526e-05-0.00063993i,-0.00024064-0.0012015i,-0.00019418-0.0010411i,2.6237e-05-0.00035692i,-0.00010515-0.00038397i,1.0759e-05-0.0001247i,-1.664e-06+6.9979e-05i
0.0002246+3.8005e-05i,0.00084606-2.6085e-05i,0.00084109-0.00066902i,0.00033899-0.00068043i,0.00026315+0.00048108i,0.00066972+0.0012489i,0.00032802+0.00056737i,0.00017608-0.00033026i,-0.00012349-0.00061373i,2.2784e-05-0.00042692i,-3.9553e-05-0.00018999i,7.6489e-05+6.2284e-05i,0.00036879+0.00010485i,0.00017801+0.00016068i,9.963e-05-0.00026884i,-0.00014176-0.00053161i,-3.4625e-06-8.3371e-05i,-0.00029538+0.00012753i,-0.00073934-0.00020658i,-0.0010624-0.00014619i,-0.00080598-0.00047019i,8.8378e-05-0.0010038i,9.481e-05-0.00062829i
-0.00098864+0.0013672i,-0.00010538+0.0014018i,-0.00022918+0.00099079i,-0.00083631+0.00032669i,-0.00084468-0.00018896i,-0.00094154-0.00080806i,-0.00014065-0.00059027i,0.0003343+0.00014079i,-0.00034778+0.00043097i,-0.00080766+0.00020073i,-1.9039e-05-0.00015113i,0.00030445-0.00047464i,-0.00018856-0.00048054i,-0.00096635-0.00032589i,-0.00079784-0.00016462i,0.00026357+0.00039825i,0.00064622+0.00045229i,0.00081867-0.00044177i,0.00025071-0.00075628i,-0.00040448-0.00027748i,-0.00041295-0.000352i,-6.9201e-05-0.00017904i,0.00020294+0.00010028i
0.00093511+0.00071087i,0.0011757-0.00051917i,0.0016615-0.00065231i,0.0019103-0.00031667i,0.0022242+4.6146e-05i,0.0020541-0.00020508i,0.0015571-0.00010553i,0.00077485+0.00042315i,0.00075697+0.00048927i,0.0015621+2.6491e-05i,0.0013941-0.00044663i,0.00066282-0.00023912i,0.00032501-3.5003e-05i,-2.5542e-05+0.00097091i,-0.0007772+0.0015951i,-0.00062918+0.00071958i,-0.0003458-0.00057852i,-0.00011592-0.0010399i,-0.00044087-0.0004983i,-0.00089888+0.00033905i,-0.00029064+0.00049503i,0.00027221+0.00037419i,0.00030943+0.00040133i
-0.0013773+0.00082589i,-0.00087577+0.0009118i,-0.00048035+0.0013605i,9.1945e-05+0.0015233i,0.00077502+0.0010858i,0.00054708+0.00057472i,0.00064401-9.8249e-05i,0.00085818-0.00037422i,0.00021011+0.00036921i,0.00013722+0.00037725i,-4.8437e-05+0.00019867i,-0.00035303+0.00059363i,-0.00021475+0.00049599i,-0.00044046-0.00011448i,3.5898e-05+0.00037671i,0.00014924+0.00041194i,-8.0744e-05-0.00019597i,-0.00020529-0.00017102i,0.00026712-7.9854e-06i,0.00049754+0.00010141i,-0.00028104+0.00019606i,0.00015928+0.00053739i,0.00038988+0.00045365i
-0.00048892-0.0017725i,-0.001687-0.0011655i,-0.0019266+0.00019645i,-0.0013581+0.00068012i,-0.001087+0.001221i,-0.00044517+0.0014931i,-0.00033393+0.00078016i,-0.00034574-0.00011489i,0.00012607+4.5162e-05i,0.00054003+0.00050935i,0.00043736+0.00033428i,0.00059985+0.00014736i,0.0013651+0.0002043i,0.0013022+0.00035976i,0.00040599+4.4486e-05i,0.00019231+6.3445e-05i,0.0001735+0.00048384i,-0.00030807+0.00015865i,-0.0006383-0.00042013i,-0.00053268-0.00039779i,-0.0009797+0.00042884i,-0.00087435+0.00062893i,0.0001749-0.00023282i
-0.001276+0.002292i,-0.00075812+0.0022407i,-0.00069274+0.0023874i,-0.00078895+0.0023228i,-0.00091285+0.002909i,-0.00052952+0.00226i,-0.00017629+0.00037584i,0.00020782-0.00045871i,0.00045416-0.0002815i,0.00030263+0.00013101i,0.00047115+0.00024159i,0.00082529+0.00018798i,0.0010245-0.00013051i,0.00087108-0.00076456i,-7.8457e-05-0.00075558i,-0.0001582-0.00055584i,0.00054786-0.00049176i,0.0010275-0.0010097i,0.00087177-0.00098553i,-0.00038828-0.00021376i,-0.000793-0.00023227i,-0.00054716-0.00026175i,-0.00040851-0.00016452i
0.00010576+0.00034231i,-0.00073467+0.00084875i,-0.0010809+0.0002114i,-0.00046042+2.8445e-05i,-3.6847e-05+0.00019234i,-0.00024244+0.00014599i,-0.00016173-5.4733e-05i,-0.00045594-9.83e-05i,-0.000355-0.00017374i,0.00059732+0.00018762i,0.0010863+0.00013826i,0.00055015-2.1353e-05i,0.00026753+0.00027066i,0.00063326+0.00033913i,0.00036517-5.3638e-05i,-0.00041704-6.1911e-06i,-0.00064643-8.0268e-06i,-0.00021741-0.00046032i,-0.00041154-0.00030951i,-0.00051497-0.00016684i,0.00035181-1.6573e-06i,0.000733-0.0003395i,0.00050573-0.00063349i
0.0017424+0.0014476i,0.0022418+0.0017978i,0.0027114+0.00087891i,0.0017169+0.00030849i,0.00080543+0.00035667i,0.00083912+0.00060233i,0.00038534+4.2005e-05i,-0.00027121-0.00056161i,0.00034071+0.00049498i,0.00066185+0.00072806i,-0.00031175-0.00040816i,-0.00034541-0.00057605i,0.00048982-0.00012804i,0.00078616+0.00022874i,0.00051914-4.8791e-05i,3.0264e-05+2.982e-05i,-3.3412e-05+0.00076576i,-5.3327e-05+0.00048732i,-0.00027706+0.00013408i,0.00013684+3.2057e-05i,0.00063946+0.00016278i,0.0004331+0.0003882i,0.00013942+0.00062956i
0.00039997+0.0012343i,0.0014406+0.0015781i,0.0014484+0.0021812i,0.0017266+0.0015296i,0.001802+0.00092948i,0.00056326+0.00088971i,0.00054679+0.00018044i,0.00065589-7.3677e-07i,0.00064238+0.00028889i,0.0010485+9.8359e-05i,0.00044573-0.00049464i,-0.00053517-0.00069681i,-0.00090191-0.00061024i,-0.00096018-0.00079385i,-0.0010948-0.00060519i,-0.00071531-0.00011117i,-0.00015686-0.00021785i,-0.00013737-0.00013685i,-0.00060378+0.00015874i,-0.00035793+0.00019548i,0.00022541+0.00022434i,0.00020132+0.00047493i,-4.0424e-05+0.0010251i
0.00095506-0.0015513i,0.00082929-0.0010736i,0.00054584-0.0011615i,-0.00016923-0.00063607i,-0.00075303+0.00088949i,-0.00062543+0.00087403i,-0.00031959-0.00061979i,-0.00030558-0.0012825i,-0.00010456-0.00094566i,0.00089257-0.00027503i,0.0018291-7.0347e-05i,0.001283-0.00036909i,2.9602e-05-0.00053047i,-0.00036262-0.00030473i,-0.00023906-0.00018603i,1.1027e-05+4.3826e-05i,-0.00025867+0.00034674i,1.6389e-06+8.163e-05i,0.00033616+9.5764e-05i,-0.00052636+0.00013213i,-0.00091342-0.0002849i,-0.00079135-0.00042138i,-0.0008619-0.00028395i
0.00034875+0.0014752i,0.0012129+0.001274i,0.0012429+0.00097165i,0.0019709-9.5756e-05i,0.00091176-0.00049804i,-0.00063662-0.00077954i,-0.00010443-0.00047085i,0.0007006+0.00023149i,0.0010734-6.3624e-05i,0.00073913-1.7289e-05i,0.00076893-0.00050513i,0.0010662-0.00064821i,0.00033244+0.00084548i,-0.00020579+0.00074789i,1.2618e-05-0.00042607i,-0.00041576-0.00046828i,-0.00077985+0.00017533i,-0.0001809+0.00094369i,0.0001495+0.00055963i,-0.0012178-0.00043247i,-0.0016231-0.00073698i,-0.00096433-0.00072337i,-0.00041199-0.0005094i
-0.0013128-0.00022867i,-0.00057906+0.00032932i,-0.00016117+0.00028834i,7.3088e-05-0.0003114i,0.00089253-0.00079366i,0.0019391-0.0007934i,0.0012063-0.0012052i,0.00038935-0.0016744i,0.00036222-0.0010966i,-6.4958e-05-0.00036173i,-0.00013279-0.00018547i,0.00067942+0.00029324i,0.0010397+0.00048518i,0.00053354+0.00031564i,0.00084629-8.5851e-05i,0.00038841+0.00019511i,-0.00021599+0.00010053i,-8.9512e-05-0.00033982i,0.00022283-9.9616e-05i,0.00047+0.0002132i,6.9048e-05+0.0003072i,0.00020917-0.00022923i,0.00051608-0.00036266i
0.0011603+0.0011427i,0.0026945+0.0021558i,0.0029187+0.002218i,0.0017603+0.0011074i,0.00097069+0.00020534i,0.00051659+0.00027844i,0.00012151+0.00028956i,-0.00012538+0.00050964i,4.4499e-05+0.0010957i,-0.00024452+0.00085565i,-0.00073288+8.4201e-05i,-0.0005859-0.00020927i,-0.00052499-0.00098431i,-0.00062346-0.00058855i,-0.00046025+0.00014189i,0.00025687+0.00029666i,0.00033789+7.0031e-05i,0.0002341+0.00018865i,0.00052456+0.00021621i,0.00035895-6.8287e-06i,-0.00072535-0.00013319i,-0.001138-0.00026918i,-0.00028667+0.00019454i
-0.00048837+0.0013088i,-0.00043056+0.0008618i,0.001317+0.0017501i,0.0027667+0.0018484i,0.0017712+0.0011521i,0.00017483+3.7026e-07i,-0.0006564-0.00079352i,-0.00057827+0.0003716i,-7.0193e-05+0.0007639i,0.00082068+0.00037i,0.00077014+0.00023428i,0.00066636-0.00082822i,0.00089791-0.0015262i,0.00054922-0.0011206i,-0.0002227-0.00071302i,-0.00028555-0.00053532i,5.0811e-05-0.00047479i,0.00044398-0.00049958i,-7.4243e-05+0.00016282i,-0.00051824+9.6908e-05i,-0.00057866+0.00029103i,-0.0010393+0.00042782i,-0.00070966+0.00049267i
0.0024512+0.00061617i,0.0024815+0.00030001i,0.0031952-0.0013713i,0.0028212-0.0029893i,0.0012863-0.0025542i,0.00046629-0.00089642i,-0.00040005+0.00033256i,-0.00078868+0.0008405i,-0.00033335+0.0010097i,0.00033075+0.00023629i,0.00035171-0.00028009i,0.00010725-0.00024183i,-0.00040511+0.00026469i,-0.00086666+0.0005208i,-0.00039173+0.00051803i,0.0001865+0.0002732i,-0.0001771-0.00036395i,-8.7614e-05-0.00047212i,0.00041919+0.00033822i,0.00066677+0.0010283i,0.00093697+0.00057585i,0.00060733+0.00022439i,0.0001356-9.5894e-06i
0.00079366+0.00055269i,0.001528-0.00050057i,0.00043307-0.0013867i,-0.00033473-0.00058368i,-0.00069172-0.00028519i,-0.00088609-0.0005562i,5.5916e-05-0.00085222i,0.00030582-0.0012277i,0.00053091-0.0010452i,0.00082517-0.00080265i,0.00037382-0.00099067i,-0.00031399-0.00061567i,-0.00022105+0.00047374i,0.00037381+0.00088796i,-0.00054789+0.00067125i,-0.0016256+0.00027755i,-0.0008161-2.2891e-05i,-0.00054634-0.00045004i,-0.0010212-0.00028398i,-0.00060166+0.00064116i,-0.00014823+0.00086565i,-0.00051633+0.00087999i,-0.00086132+0.00056599i
-0.00023772-0.00030846i,-0.00044466+2.4823e-05i,-0.00090353-1.9688e-05i,-0.0010238+0.00066287i,-0.00010645+0.00078295i,-2.8904e-05+0.0010181i,0.00083386+0.00114i,0.0016574+0.00074652i,0.001215+0.00022712i,0.00067006+2.0713e-05i,0.00057941+8.5117e-05i,0.00011078+0.00021296i,7.1993e-05-6.8691e-05i,0.00081611+0.00017286i,0.00066227+0.00061724i,6.3607e-05+0.00043322i,-3.7457e-05+0.00047802i,-0.00059535+0.000355i,-0.0001599+0.0003945i,0.0002863+0.0006172i,0.00025284+0.0007001i,0.00085637+0.00052655i,0.00056645+0.00023342i
0.0008517+0.0010759i,0.00069689+0.00059808i,0.00030121-8.9997e-05i,-8.5634e-05-6.7007e-06i,-0.00095382+0.00027412i,-0.0013258+0.00028529i,-0.0011232-0.00088664i,-0.00018744-0.0010455i,0.00026149+0.00053372i,0.0009813+0.0011988i,0.00041977+0.00013484i,-0.00029752-0.00073813i,-0.00029739-0.0006173i,-7.1529e-05-8.9228e-05i,-0.0002879-0.00021557i,-0.00011201-0.00017081i,8.9874e-05+3.4943e-06i,-0.00014846-0.0003058i,-0.00051589-8.5442e-05i,-0.00033619+0.00017255i,0.00025004+0.00011547i,0.00039348+0.00014208i,0.00079572+0.00020964i
-0.0010386-0.0016477i,-0.0016903-0.0011758i,-0.0021981-0.0015926i,-0.0014861-0.00044551i,-0.001122+0.0020833i,-0.00075347+0.0022265i,-0.00045138+0.00034206i,-0.0010241-0.00048791i,-0.00095745-0.00012897i,-0.00066966-0.00037895i,-1.1549e-05-0.00048769i,0.0010874-0.0001284i,0.0019407-0.00049161i,0.0012858-0.00088893i,0.00038444-0.0006676i,-0.00022504-0.00013928i,-0.0011492+0.00077555i,-0.001099+0.00060891i,0.00017218-0.00039893i,0.00088555-0.00011394i,0.00022295+0.00030686i,-0.000655+8.4461e-05i,-0.00077003-0.00019187i
-0.0015102+0.0018247i,0.00025683+0.0017147i,-0.00045821+0.0020346i,-0.00031053+0.0020925i,0.00065344+0.0013856i,0.0012269+0.00098317i,0.0011802+0.00039531i,0.00018855-6.5154e-05i,-0.00040179-5.5049e-05i,-0.00022043+4.1603e-05i,9.8218e-05-7.2953e-05i,0.00024824-0.00050359i,0.00027385-0.0012903i,-0.00017923-0.00093938i,-1.2597e-05-0.00033275i,5.7696e-05-0.00050102i,-0.00014396-0.00028473i,2.3991e-05-4.2883e-05i,0.00042671+4.9925e-05i,0.00055594+8.4947e-06i,0.00026614-0.00047723i,1.1638e-05-0.0010459i,4.0741e-05-0.00081412i
-0.0016704+0.0011729i,-0.0018292+0.00089404i,-0.00031119+0.00010099i,0.0010074+0.00034919i,0.0013812+0.0014725i,0.0012299+0.00093701i,-5.8348e-05-5.9538e-05i,-0.00047754+0.00017466i,0.00048957+0.00011051i,0.0015703-0.0002172i,0.0015091-0.00027605i,0.00085061-0.00087109i,0.00042934-0.00075792i,-0.00071732-5.4599e-06i,-0.00086012-0.00014743i,-0.00028064-0.00078525i,-0.00051409-0.00065062i,-0.001342-0.00078838i,-0.0012869-0.0010523i,-0.00021578-0.0005694i,0.00046936-0.00062811i,-2.6157e-05-0.00040652i,-0.00063994+8.029e-05i
0.00091594-0.00044995i,0.0011452+0.00010764i,0.0013752-0.00019888i,0.00012862-0.00029486i,-0.001045+6.456e-05i,-0.00087805-0.00014156i,6.2267e-05-0.00032497i,1.5741e-05-6.1052e-05i,-0.00028597+0.00026105i,-0.00014152-0.00041815i,-0.00013422-0.00050704i,-3.7316e-05-0.00029028i,0.0002505-0.00050509i,0.00054634-0.00015834i,-0.00030871-0.00019568i,-0.00097823-0.0010104i,-0.00056557-0.00069262i,0.00057308+0.00051293i,0.0012298+0.00068624i,0.00098153+0.00038438i,-0.00057045+0.00021131i,-0.0012767+0.00039475i,-0.00058818+0.00034388i
0.00087257-0.0005766i,-0.00012228-0.0010859i,-0.00075084-0.0026478i,-0.00058285-0.002167i,-0.00038326-0.0005427i,-0.00012195+0.00093642i,0.00013842+0.00044703i,0.00065102-3.4869e-05i,0.00074613+0.00098718i,0.00017374+0.00094909i,-0.00018257+0.00065978i,-0.00016721+0.00042436i,-0.00028661+4.6362e-05i,-0.00060803+0.0004137i,-0.00095563+0.0012388i,-0.00093856+0.0011466i,-1.0705e-06-5.8963e-05i,0.0006187-0.00032383i,0.00036322-0.00036752i,0.0002613-0.00011638i,-0.00018519+0.00030171i,-0.0008158-0.00019723i,-0.0012338-0.00024336i
0.0003539+0.0013296i,0.0023336+0.00041614i,0.0014988+0.00042096i,0.00023675+0.0014807i,7.0424e-05+0.0017454i,0.00018468+0.00015722i,0.00053194-0.0007375i,0.00058786-0.0010468i,-3.4513e-05-0.00065396i,0.0003496+3.6001e-05i,0.00065475+5.693e-05i,0.000368+0.00048976i,0.00088074+0.0010948i,0.00032049+0.00068476i,-0.00041991+0.0002342i,-0.00033046+0.00069621i,-0.00059147+0.00062425i,-0.00027729+0.0002594i,0.00033896+0.00055012i,0.0005738+0.00086344i,0.00098891+0.00093246i,0.00099098+0.00068876i,0.00051049+0.00023127i
-0.00083754+5.15e-05i,-0.0010516+0.0011313i,0.00024416+0.002287i,0.00085255+0.0015364i,0.00022979+0.00076378i,0.00046189+0.00026838i,0.0013735-0.00029102i,0.0019892-0.00010051i,0.0015052+0.00050044i,0.0007745-9.4389e-06i,0.00028637-0.00034508i,0.00023751+3.632e-05i,0.00017839+4.2991e-05i,-0.00016577+0.00038076i,-0.00019564+0.00037947i,-5.9905e-05-0.00016952i,-0.00029068-0.00055131i,-0.00018539-0.00047765i,-0.00036261-0.00064915i,-0.00087175-0.00065035i,-0.00049383+0.00010716i,8.0148e-06+0.00054901i,-0.00016186+0.00017648i
-3.2888e-05+0.00031595i,-0.00062886-0.00022653i,-0.0017148-0.00037992i,-0.0015589+0.00098296i,-0.0013773+0.0022312i,-0.0011061+0.0013723i,0.00011023+9.942e-05i,0.00060543-0.00042637i,5.9164e-05-0.00025058i,0.00020513+7.4623e-05i,0.000745+8.6715e-05i,0.00073674-2.101e-05i,0.00076826+0.00020306i,0.00025796-0.00016i,-0.00044714-0.00084282i,-0.00055928-0.00015479i,6.7906e-05+0.00047699i,0.00058718+0.00026489i,0.00016628+0.00047909i,0.0001945+0.00018844i,-7.4362e-05-0.00048844i,5.6147e-05+0.00019196i,0.00063272+0.0010047i
-0.00077807-0.0026177i,-0.0014183-0.0015597i,-0.0031511+0.00042636i,-0.0032518+0.0017519i,-0.0016403+0.0019907i,0.00060944+0.00079575i,0.0011557-7.2569e-05i,0.00050994-0.00036153i,0.00055064-0.00048043i,0.00022575-1.0335e-06i,0.0001146+0.00040245i,0.00065158+0.00016807i,0.0010397-0.00021562i,0.00066671-0.00072577i,-4.1107e-05-0.0014353i,2.5379e-06-0.0010893i,-1.5527e-05-0.00067298i,0.00023087-0.00058842i,0.0010552-0.00018234i,0.0008696+0.00019922i,-4.6459e-05-0.00033624i,-0.00017668-0.00089879i,9.6451e-05-0.00097431i
-0.00071301-1.9394e-05i,0.00025352+0.00072298i,0.0013236+0.0014748i,0.0016452+0.0014961i,0.00161+0.0017646i,0.0013541+0.001622i,0.001208+0.00081453i,0.00070727+0.00048892i,0.000198+0.00026604i,0.00063695+0.00029618i,0.00086617+0.00062655i,0.00044525+0.00072242i,-0.00036625+0.0010263i,-0.00053129+0.00082476i,0.00022801-0.00016742i,0.00085829-0.00073451i,0.00096215-0.00055367i,0.0004825-0.00023213i,0.00015423-0.00039745i,-0.00013989-0.0002088i,0.00011618+0.00046186i,0.00078645+0.00030481i,0.00042574+0.00048267i
-0.00061858+0.0018489i,0.00083093+0.00060223i,0.00091628-8.1642e-05i,0.00012175+9.0778e-05i,0.00061189+0.00013789i,0.00071673+0.0004812i,0.00025395+0.00015389i,0.00034327-0.00017533i,7.9092e-05+0.00018811i,-0.0002973+0.00053309i,0.00023983+3.6438e-05i,0.00091697-0.00103i,0.00055118-0.00041055i,0.00044015+0.00061839i,0.00090153+0.00064577i,0.00088675-4.5639e-05i,0.00057841+0.00035049i,0.00027845+0.00091555i,-0.00019454+0.00010146i,-5.701e-05-0.00020528i,0.00063054-0.0003422i,0.00097712-0.00077245i,0.0010936-2.2861e-05i
-0.0002502-0.00048329i,-0.0007567+0.00049998i,-0.0012689+0.001101i,-0.0017366+0.0011885i,-0.0018518+0.00062151i,-0.0010819+0.00046762i,0.00010053-0.00033417i,-0.00010892-0.0012924i,-0.00051891-0.00047478i,-0.00022708+0.00036029i,0.00041967-0.00015879i,0.0011485-0.00032512i,0.0014019-0.00037765i,0.0011241-0.00062279i,0.00078416-0.00066025i,0.00028301-0.00014243i,0.00027461-0.00063836i,0.0002647-0.0006577i,0.00011187+0.00051582i,-0.00014686+0.00084974i,-8.3626e-06+0.00044935i,0.00031089+0.00013708i,-0.00017547-0.00072443i
0.0011614+0.0020009i,0.00098962+0.0010122i,0.001203-2.3577e-05i,0.00087174-0.00032019i,0.00080591-0.00066518i,0.0007588-0.0012173i,0.001235-0.0014648i,0.0011367-0.00053589i,0.00033891-0.00012248i,0.00046696-0.00043418i,0.00029815-0.00036116i,-7.7638e-05-0.00019132i,-1.2304e-06+0.000317i,0.00025991+0.0007815i,0.0012203-3.0587e-05i,0.0010757-0.00048897i,-8.8471e-05-0.00044271i,-9.1304e-05-0.00028807i,-7.3363e-05-9.1584e-05i,-0.00036136-0.00067309i,-5.7381e-06-0.0010001i,0.00063113-0.00098971i,0.00034637-0.00058096i
-0.00039376-0.0007979i,-0.00039991+0.00064706i,-0.0006042+0.0018127i,2.4517e-05+0.0011356i,0.001199+0.00079993i,0.001055+0.00046418i,0.0004769-0.00023647i,0.00015257-0.00023445i,0.00027615+0.00038008i,0.00064067+0.00073895i,0.00027359+0.00054583i,0.00041227-0.00018611i,0.00057957-0.00053546i,0.00090385+0.00022441i,0.0008089+0.00030418i,0.00017597-0.00032042i,0.00018729-0.00039599i,0.00013332+5.2425e-05i,-5.5285e-05+0.00029004i,-0.00033222-0.00041409i,0.00014302-0.001435i,0.0002104-0.00086636i,-0.00042271-8.4773e-05i
0.001554-0.00099498i,0.00093007-0.00071112i,0.00051838-0.00017228i,0.00027807+0.00029637i,-8.4293e-05+0.0010745i,-4.3077e-05+0.0014667i,0.00033251+0.0010472i,0.00018827+0.00047541i,0.00033853-2.3455e-05i,0.0002956-1.9958e-05i,-0.00011518-0.00030656i,-0.00046526-0.00044445i,-0.0004691-0.00034872i,0.00021562+1.8816e-05i,0.00051027+0.00038419i,0.00061166+0.00023911i,0.00056325-0.00040599i,0.00028936-0.00078321i,0.00014173-0.0003272i,0.00020716+0.00018765i,0.00011314+0.00045182i,-0.00018624+0.00033073i,-0.00028216+0.00016042i
-0.0028649+0.00087038i,-0.0033672+0.00089399i,-0.0033123+0.0014615i,-0.0018074+0.0017643i,0.0002883+0.0024435i,0.00090559+0.0021573i,0.0012542+0.00099086i,0.00081326+9.4651e-05i,0.00046087+0.00015678i,0.00079515+0.00073253i,0.00055481+0.00038158i,0.00021103-0.00029951i,0.0009376-0.00011628i,0.0005542-0.00024075i,-0.00028005-0.00078832i,-0.00067494-0.0012461i,-0.00012971-0.00092697i,0.00051553+6.9249e-05i,0.00013108+0.00053432i,0.00038782+0.00040139i,5.3442e-05+5.4119e-05i,-0.00029958+0.00013118i,0.00022934+0.0001408i
