-0.0024373-0.00017136i,-0.0019525-0.0010025i,-0.0024867+0.00078649i,-0.0020772+0.0023691i,-0.0011026+0.0018085i,-0.00037489+0.0014376i,-0.0011112+0.0014768i,-0.00088606+0.0012137i,0.00065715+0.00064954i,0.0011495+5.2431e-05i,0.00065284-0.00074773i,0.00043376-0.0014392i,0.00010465-0.0011748i,0.00018779-0.00078376i,0.00049084-0.0003406i,-1.0717e-05-5.517e-05i,0.00015303+8.594e-05i,0.00041543-0.00042935i,0.00035497-0.0005157i,-0.00018023+0.0002845i,0.00010182+0.00058721i,0.00043481+0.00093254i,3.8988e-05+0.00075866i
2.1592e-05-0.00037571i,-0.00060667+0.0008471i,-0.0017875+0.0016902i,-0.0012264+0.0019288i,-0.00081659+0.0015971i,-0.00071699+0.00080357i,-0.00067236+0.00019051i,-0.0011083+6.2753e-05i,-0.0015361+0.00026223i,-0.0011773+0.00066458i,-0.00090485+0.0010071i,-0.00057375+0.0015168i,-0.00041762+0.00071235i,-0.00067497-0.00023422i,-0.00011444-0.00053158i,0.00033069-0.00025902i,-6.0476e-05+0.00010685i,-0.00025239+0.00024464i,-0.00013445-0.00013698i,0.00037276-0.00041104i,0.00097191-0.00037472i,0.00076731-0.00064502i,0.00034323-0.00049291i
0.00085465+0.001205i,-0.00019443+0.0009048i,0.00019237+0.00013476i,0.0014088+3.0774e-05i,0.001736+0.00030033i,0.00095836-0.00010203i,-0.00054779-0.00060468i,-0.0016611-0.00083358i,-0.001726-0.00092247i,-0.0016693-0.00041705i,-0.0015436-7.6938e-05i,-0.0008462-0.00029692i,-5.266e-05-0.00065328i,0.00014612-0.00024831i,0.00018762+0.0006559i,0.00025405+0.00069683i,-7.743e-05+0.0001434i,-0.00042409-7.0059e-05i,-0.00036089+0.00019006i,-0.0006025+0.00035872i,-0.0002747-0.00014881i,4.083e-05-3.2857e-05i,-0.00034336-0.0001223i
0.00089668-0.0011969i,0.00069516-0.00090762i,-6.0159e-05-0.00061292i,-0.0010145+2.4479e-05i,-0.00094064+0.001162i,-0.0010079+0.0014539i,-0.0006831+0.0007144i,-0.00088753+0.00018419i,-0.0014325-0.00022865i,-0.0010094-0.00092667i,-9.2923e-06-0.00039292i,0.00049271+0.00024307i,0.00047816+0.00050509i,0.00072404+0.00099234i,0.0009074+0.00063983i,0.00036253-0.00034053i,0.00012967-0.00020069i,4.8792e-05-0.00028928i,4.9473e-05-0.00039882i,-0.00022415-0.00012616i,-0.00070403+5.4892e-06i,-0.00032322-2.4686e-05i,-0.00010026+2.1389e-05i
-0.0029469+0.0011225i,-0.0021728+0.0014657i,-0.0014975+0.0012594i,-0.00089969+0.00057199i,-0.00065121+0.00068169i,-0.00099351-0.00028334i,-0.0010462-0.0013188i,-0.0008085-0.00095956i,-0.00074906-0.00087842i,-0.00095392-0.00019897i,-0.00052118+0.0010034i,8.1005e-05+0.0011437i,0.00024466+0.00032267i,0.00010374-2.0241e-05i,0.00055658-5.7562e-05i,0.00089058-0.0010305i,0.0007887-0.0013761i,0.00020525-0.00044845i,-0.00025277-0.00017343i,-0.00089042-0.00025675i,-0.00075841+0.00010675i,-0.00015312+0.00058571i,-0.00033686+0.00049802i
-0.00079852+0.00043488i,-0.0012904+0.0003844i,-0.0016083+0.0014052i,-0.0010191+0.0021487i,-0.00045334+0.00093661i,-0.00010057+0.0010436i,-0.00039429+0.0012795i,-0.0014058+0.00078692i,-0.0016746+0.00033332i,-0.0012936+0.00024699i,-0.00068283+0.0001242i,-0.00028472-4.2617e-05i,-0.0002933-0.00055597i,-0.00035625-0.0006261i,-0.00072353-0.00037603i,-0.00065667-0.00091098i,-0.00031493-0.0010677i,0.00099625-0.00044316i,0.00083357-0.00026698i,-0.00024716-0.00051767i,-0.00040689-3.8807e-05i,-3.2609e-05+0.00053931i,0.00027354+0.00077407i
0.00042044+0.0010751i,0.00040294+0.00036843i,0.00012773-0.00047096i,-5.0733e-05-0.0017505i,3.6079e-05-0.0020177i,-0.0004765-0.00048511i,-0.0011076+0.00043086i,-0.0012766+0.00059154i,-0.0013588+0.00033784i,-0.0015503+0.00068796i,-0.0015665+0.0012059i,-0.0012329+0.00083911i,-0.00032091+2.7155e-05i,-7.2586e-06-0.00048414i,-0.00036592-0.00060921i,-0.00051702-0.00074762i,-0.00050162-0.0011225i,-0.00028059-0.00070649i,3.8109e-06-0.00034627i,-0.0002697-0.00049532i,-0.00035541-0.00038493i,0.00037721-0.00064108i,0.00075929-0.0002855i
0.00091297+6.6979e-05i,0.00062473-0.00029357i,-0.00016682-0.00048847i,-4.8125e-05-0.00052704i,0.00010536-0.0013083i,-0.00054908-0.0022675i,-0.00086211-0.0017595i,-0.00067537-0.0010217i,-0.00071848-0.00066141i,-0.00042475-5.278e-05i,-0.00049724+0.00035324i,-0.00061362+0.00030536i,-0.00062047-0.00080041i,-0.00048731-0.0015663i,0.00069518-0.0010478i,0.0011479-0.00020745i,0.00071783+0.00013903i,0.00073469-3.3581e-05i,0.0002678-4.9288e-05i,-0.00039566-0.00049013i,-0.00078621+6.0453e-05i,-0.00075838+0.00096948i,-0.00019922+0.00035238i
-0.00057108+0.00089307i,-0.0002589+0.0020941i,0.00011092+0.0022087i,0.00075381+0.0023136i,0.00027831+0.0029348i,-0.00034911+0.0022827i,-0.00076252+0.00099573i,-0.0011986-0.00025957i,-0.0012887-0.00075996i,-0.0016687-0.00077911i,-0.0012531-0.0011162i,-5.6648e-05-0.00075929i,7.6718e-05+0.00013392i,-9.9058e-05+0.00052363i,-0.00018128+0.00050635i,-4.281e-06-0.00087838i,0.00023285-0.0018719i,-0.00028986-0.00068248i,-0.00030311+0.00014476i,-0.00047659+0.00019928i,-0.0006471+9.5481e-05i,-7.3616e-05+4.0583e-05i,6.8382e-05-0.00025509i
-0.00064034+0.0011702i,-0.00093212+0.0004732i,-0.0014784+0.00024833i,-0.0022734-1.8295e-05i,-0.0012572-0.00069743i,-0.0001266-0.0008937i,3.4627e-05-0.00023063i,-0.00077651+0.00048828i,-0.00080747+0.0008268i,-0.00025241+0.00099141i,-2.999e-06+0.00069945i,-0.00013464+9.19e-05i,-0.00020253+0.00027639i,-0.00038227+0.00044819i,-0.00041606-0.0001936i,-5.6473e-05-0.00087756i,0.00019102-0.0011648i,-0.0005228-0.00071329i,-0.001318-0.00061597i,-0.00099337-0.00055809i,-0.00052758+0.00022979i,-0.00054924-0.00030185i,-0.0006229-0.00066731i
-3.5127e-05-0.00041383i,0.00064716-0.00052366i,0.00039476+0.00036747i,0.00046838+0.001118i,0.00032846+0.0013602i,0.00035014+0.00055534i,0.00050369-0.00041456i,0.00026262-0.00068489i,0.00034398-0.00046502i,-0.00042922+0.0005498i,-0.00072527+0.00082596i,-0.00084133+0.00038969i,-0.00056172+0.00026067i,0.00015967-0.0002914i,0.00014498-0.00079451i,-0.00015445-0.00061865i,0.00042145-0.00047957i,0.00077853-0.00057062i,0.00090643-0.00029145i,0.00087544-0.00029501i,0.00035192-0.00033443i,-0.00054972-0.0006597i,-0.00039073-0.00070104i
-0.0014119+0.0011464i,-0.00099708+0.0027512i,-0.00092459+0.0035052i,-0.00034914+0.0024084i,0.00039315+0.0012987i,-0.0001115+0.00037912i,-0.0012885+0.00055105i,-0.0021712+0.0010467i,-0.0012587+0.00013777i,-0.00017245+0.00043672i,0.00055673+0.0016383i,0.00017434+0.0012846i,-0.00082036+0.00027487i,-0.00052823+0.00013439i,7.7058e-05-0.0005842i,0.00052881-0.0006108i,0.00048167+7.9721e-05i,-5.1878e-05-1.4581e-06i,0.00023547+0.00042804i,-0.00030685+0.0009043i,-0.0011227+0.00029236i,-0.0010122-0.00011727i,-0.00075226-5.1896e-05i
-0.0011396-0.0014192i,-0.0013726-0.00093523i,-0.0011596-0.00042176i,-0.00075818+7.4156e-05i,-0.00036851+0.00052449i,-8.8124e-06+0.00034927i,-0.00028393-0.00029056i,-0.000798-0.00067613i,-0.001426-0.00038804i,-0.0011942-0.00034197i,-0.00053093+8.2374e-05i,-7.6553e-05+0.00064094i,0.00061273-0.00014671i,0.00097144-0.00010685i,0.00033161-5.1999e-05i,-0.00022625-0.00084912i,-0.00044495-0.00087241i,-0.00072265-0.00094144i,-0.00064261-0.00097664i,-0.00056674-0.00040669i,-7.8205e-05+0.00025898i,0.00015522+0.00021898i,-0.00028025+0.00018282i
-0.0022815-0.0012181i,-0.0023316+0.00016331i,-0.0024263+0.0018033i,-0.0027933+0.0031061i,-0.0015552+0.0037214i,4.0282e-05+0.0020093i,0.00048055+9.5129e-06i,0.00032593-0.00057374i,-0.00054579-4.9441e-05i,-0.0016644+0.00060938i,-0.0013165+0.00046645i,-0.00045371+0.00040658i,7.5915e-05+4.1544e-05i,0.0003016-0.00015271i,0.00029007-0.00018813i,0.00063156-0.00072507i,0.0011165-0.00065093i,0.00060311-0.00025927i,0.0001716-0.00013099i,0.00038532+0.00062915i,0.00065859+0.00068875i,0.00050083+0.00047284i,-0.00041282+3.5537e-05i
-0.0022754+0.00030798i,-0.0031518+0.0013444i,-0.003062+0.0023888i,-0.0023241+0.0026501i,-0.0014973+0.0027831i,-0.00095217+0.0019676i,-0.00085409+0.00011352i,-0.0011507-0.00086791i,-0.0010084-0.000679i,-0.0010359+0.00024565i,-0.0012166+0.00045643i,-0.00058604-0.00047796i,-0.00040154-0.00074191i,-3.6054e-05-0.00060137i,0.00056053-0.00071781i,0.00083637-0.00032697i,0.00066254+0.00029223i,0.00012537+0.00015481i,-0.00046302-0.00033845i,-0.00046576-0.00063096i,-5.7976e-05-0.00026235i,-1.0791e-05+9.5614e-05i,-0.00014355-0.00018851i
-0.00060178-0.0012988i,-0.0018473-0.00091959i,-0.0028279-0.00051125i,-0.0019844-0.00025733i,-0.00084273-0.00035656i,-0.001121-0.00083399i,-0.0015983-0.0018361i,-0.0015171-0.00092122i,-0.00092908+0.00085974i,-0.00025134+0.0013867i,-0.00099989+0.0011241i,-0.0015939+0.00021735i,-0.00079026-3.49e-06i,-5.6143e-05+0.00036071i,0.00073421-4.5625e-05i,0.00044249-0.00064431i,-0.00033331-0.00065051i,0.00018199-0.00027125i,0.0002178-0.00023689i,0.00010019-0.0002539i,0.00062251+0.00012448i,3.8088e-05+0.00030665i,-0.0003886+0.00064821i
0.0014595+0.0013541i,0.00191+0.0022447i,0.0026751+0.0021615i,0.0020123+0.0016698i,3.7196e-05+0.00096878i,-0.00041305+0.00039522i,-0.0004898+0.00028723i,-0.00082423-5.6498e-05i,-0.00066177+0.000179i,-0.00077478+0.00029233i,-0.00049759+0.00015584i,-0.0002957-8.2495e-05i,-0.00027609-0.00082623i,-0.00042392-0.00044097i,-0.00036969-7.3086e-05i,0.00020306+0.00020445i,0.00015927+0.00072764i,-0.00035852+8.6256e-05i,-0.00044762-0.0010493i,-3.8179e-05-0.0012972i,0.00021263-0.00063771i,-0.00029877-0.00021263i,0.00012239-0.000365i
-0.00023178+0.0016551i,-0.0006042+0.0010343i,-0.0010235+0.0001078i,-0.00089648-0.00087097i,-0.00053653-0.00093665i,-0.00087324-0.00057183i,-0.0013366-0.00044937i,-0.0012522-0.0008262i,-0.00088761-0.0010291i,-0.00087357-0.00075585i,-0.0008817-0.00026543i,-0.0010908+0.0004239i,-0.0012392+0.00029645i,-0.00038898+1.9023e-05i,0.0005779-0.00027715i,0.00088292-0.00055226i,0.00088282+0.00037151i,0.00053749+0.00053558i,-0.00023772-0.00013096i,-0.00045888-0.00034791i,-0.0001866-6.6005e-05i,0.00010885+0.0005531i,-0.00033877+0.0010966i
0.0011201-0.00099225i,0.00031525-0.0015035i,0.00014833-0.0008179i,0.00081467-0.0004934i,0.0014973-0.00039346i,0.00017519-0.00077871i,-0.0013374-0.0013433i,-0.0011824-0.00085755i,-0.00082332+1.2204e-05i,-0.00080219+0.00030557i,-0.00027383-1.4961e-06i,-6.3122e-06+0.00043961i,-0.00040147+0.00086566i,-0.00065472+0.00052211i,-0.00071303+2.856e-06i,-0.00046553-0.00010695i,-0.00016384-0.00034203i,-0.00080483-0.0010385i,-0.0011249-0.00091323i,0.00030215+0.00013511i,0.00087746+0.0004869i,0.00014438+0.00045333i,-0.00017366+0.00044349i
-0.00058475-0.00080999i,-0.0010909+0.00062687i,-0.0019605+0.0017605i,-0.0022913+0.0021627i,-0.0016521+0.0018732i,-0.0011024+0.0022329i,-0.00092363+0.0012975i,-0.00058877+0.00069133i,-0.0010103+0.00046786i,-0.0013475+0.00020407i,-0.00079178+0.00034259i,-0.00037545+9.6582e-05i,-0.00011161+4.0771e-06i,4.631e-05-4.2031e-06i,0.00051049-0.00014602i,0.00061891-0.00011771i,0.00045471-0.00030894i,0.00049906-0.00049193i,0.00043765-0.0003881i,-0.00012401+0.00048996i,-0.00075837+0.001447i,-0.00044155+0.00090973i,-0.00041368+0.00017618i
1.7626e-05+0.00070808i,0.00019146-0.00018341i,0.00068851-0.0010147i,0.00090879-0.00082427i,0.0011131-0.00052689i,0.00025247+0.00019325i,-0.00058085+0.00048858i,-0.00079825+0.00045569i,-0.00077881+0.00039668i,-0.00061376+2.7214e-05i,-0.00010911-0.00035954i,0.00012355+0.00010977i,-0.00067521+0.00043904i,-0.0010928+0.00026759i,-0.00068053+0.00039396i,-0.00018541+7.5034e-05i,-0.00027086+0.00014804i,-0.00056333+0.00049022i,-0.00024156-0.00010694i,0.00070816-0.00063843i,0.0011519-0.00075934i,0.00088969-0.00072161i,0.00052168-0.00053989i
0.00059251-0.00088215i,-0.00024923-0.00012069i,-0.0018136-1.7131e-05i,-0.0022101+4.8103e-06i,-0.002001+8.7146e-05i,-0.0016215-0.00021568i,-0.0012722-0.00082994i,-0.00084625-0.0011994i,-0.00029303-0.0008447i,-0.00015478+0.00038862i,-0.00052767+0.00061861i,0.00011716-0.00022213i,0.00027101-0.0003433i,-0.00044264-0.0003148i,0.00011105-4.6197e-05i,0.00076539+0.0002595i,0.00035327+0.00042384i,0.000571+9.7551e-05i,0.00044227-0.000276i,0.00036431+7.8424e-05i,0.00062368+0.00029847i,0.00088158+0.00014806i,0.00094756+0.00036018i
-0.00094008+4.295e-06i,-0.0017511+0.00047794i,-0.0018344+8.276e-05i,-0.0014715+0.0010981i,-0.00095093+0.0014142i,-0.0011438+0.00030996i,-0.00137+0.00022597i,-0.0010589+6.6368e-05i,-0.0012903+0.00011611i,-0.00091432+0.00076725i,6.3484e-05+0.0008835i,0.00018342+0.00072792i,-0.00012539+0.00040516i,-0.0001679-0.00029484i,0.00042944-0.00076483i,0.00046214-0.0007479i,0.0004606-0.00079519i,0.00034232-0.00024482i,5.2842e-05-0.00042709i,0.0010103-0.00012884i,0.00073208+0.00098722i,-9.2151e-05+0.0010435i,-0.00011583+0.00055462i
0.00099784-0.0015123i,0.00020744-0.0012804i,-0.00058603-0.00027983i,-0.0010903+0.00018566i,-0.00087885-7.0285e-05i,-2.7256e-06-0.00071751i,-0.00043434-0.0011751i,-0.0014326-0.0010244i,-0.0018434-0.00020766i,-0.0018741+0.00087088i,-0.001152+0.00076751i,0.00031144+0.00026723i,0.0001134-0.00031057i,-0.00040372-0.00034735i,-0.0001217-3.2722e-05i,0.00019341-0.00041354i,6.4141e-05-0.00074998i,-0.0011736-0.00070008i,-0.0012689+0.00026262i,-0.0008422+0.0011312i,-0.0011208+0.00080267i,-0.0011949-0.00012262i,-0.00059236-0.00038421i
-0.00072159-0.0016419i,-0.0019889-0.0010837i,-0.00221-0.00021918i,-0.0025714+0.0015174i,-0.0024298+0.0020542i,-0.0011203+0.001485i,-0.00081996+0.00038279i,-0.0004717-0.00014662i,-0.00049508-0.00031615i,-0.0014356+0.00018569i,-0.00066841+0.00080047i,-0.00053386+3.7021e-06i,-0.00081403-0.00015821i,0.00011749-9.6654e-05i,0.0008472-0.00072881i,0.00069427-0.00076444i,-0.00027347-0.0003368i,-0.0007014-0.00032979i,0.0003043+3.6088e-05i,0.00036949+0.0010366i,2.1556e-05+0.00098751i,5.8123e-05+0.00054689i,1.3663e-05+0.00051472i
-0.0012579-0.00067724i,-0.0016837+0.00010065i,-0.0020324+0.0012589i,-0.0016959+0.0015844i,-0.0010545+0.00073364i,-0.00044203+0.00030359i,-0.00074815-0.00013671i,-0.0007087-0.00053947i,-0.0010168-2.4617e-05i,-0.0012221+0.00046727i,-0.00038235+0.00047377i,-0.00011391+0.00022151i,-0.00066498-0.00061326i,-0.00049755-0.0010256i,-0.00029247-0.00090132i,-0.00094206-0.0011425i,-0.00090816-0.001645i,0.00021208-0.0019279i,0.00076517-0.001046i,0.00075884-0.00027937i,0.00035913+0.00065631i,-0.00049549+0.0012034i,-0.00040662-2.9151e-05i
0.00092988+0.0003848i,0.0009199-0.00020821i,0.00097484-0.0016393i,0.00083237-0.0027649i,0.00089191-0.0019474i,0.00026866-0.00046966i,-0.00019408+0.00050339i,-6.3425e-05+0.00078208i,-0.00040194+0.00047976i,-0.00026001+0.00035958i,-0.0001481+0.00068955i,-7.0565e-06+0.00050368i,-0.00013803+0.00057139i,-0.00067846+0.00012988i,-0.00024445-0.00064923i,0.00049366-0.00031999i,0.0002117-4.8465e-05i,-0.00030875+0.00015467i,-0.00056341-0.00029348i,-0.00073249-0.0004731i,-5.7498e-05-0.00034206i,-0.00020756+4.98e-05i,-0.00093429+0.00034888i
-0.0013561-0.00045887i,-0.0010739+0.00071859i,-0.0021425+0.0019952i,-0.0019129+0.0023026i,-0.0011396+0.0013065i,-0.0014242+0.00066646i,-0.0017074+0.00049816i,-0.0012935-0.00027808i,-0.001402-0.000796i,-0.00084177-0.00036133i,0.00028732+0.00037906i,8.3902e-05+0.00056917i,9.9991e-05+4.5054e-05i,0.0003369-0.00026379i,-0.00058243+9.6406e-05i,-0.00099795-0.00048061i,-0.00040351-0.00056533i,-0.00029649-0.00019915i,-0.00060767-0.00029217i,-0.00032216-0.00043682i,-0.00041266+0.00026281i,-0.00060988+0.00065612i,0.00020117+0.00047795i
-0.00048028+0.0010626i,-3.568e-05+0.00050133i,-0.00029306-1.3758e-05i,-0.0013656+0.00032312i,-0.00060468+0.0010405i,0.00044418+0.00094062i,0.00024306-0.00048496i,2.8665e-05-0.0016196i,-0.00033469-0.00020618i,-0.00061712+0.00090035i,-0.0010206-0.00012542i,-0.00071374-0.00037871i,-0.00037949+0.00031259i,0.00027102+6.3183e-05i,0.0012394-0.00041314i,0.0011282-2.9155e-05i,0.00035218+0.00028849i,3.7363e-05-8.8551e-05i,0.0001186-0.00011083i,0.00022254+9.6743e-05i,-0.00079601-9.6678e-06i,-0.001863+0.0004081i,-0.001273+0.00059323i
0.00084594-0.00057944i,-0.0002644-0.001731i,-0.00094952-0.0013958i,-0.0020212-0.00066036i,-0.0014401-0.00061598i,-0.0012919-0.00034655i,-0.0014635-0.00026682i,-0.0013041+0.00021256i,-0.0012256+0.00045955i,-0.0016767+7.785e-05i,-0.0011078+0.00017181i,0.00016406-0.00014149i,0.00041601-0.00014103i,6.1581e-06+0.0006133i,-0.00020125+0.000567i,0.00032406-0.0002668i,0.0002916-0.00014584i,0.00016568+0.00010627i,0.00033086-0.00033002i,0.00037791+0.00016504i,0.00016393+0.0014847i,-0.00036634+0.0015087i,-0.00017921+0.00082642i
-0.00099469-0.00035574i,-0.00047154-4.9173e-05i,0.00086956+0.0012033i,0.0012901+0.001932i,0.0018325+0.0015236i,0.0011723+0.0002236i,0.00032385-0.00036895i,-0.00015826-0.00018891i,-0.00081997-0.00026099i,-0.0011544-0.00028509i,-0.0010202+9.6286e-06i,-0.00058066+0.00053573i,-0.00026208+7.0481e-06i,-0.00050498-0.00068433i,-0.00058963-0.00062256i,-8.331e-05-0.00059316i,-6.1399e-05+0.00022285i,-0.00050882+0.00041213i,-0.00046643-0.00013007i,-0.00023101-0.00036169i,3.6302e-05+9.4005e-05i,0.00028162+0.00059188i,-0.00022211-0.00047603i
-0.0012212-0.0005118i,-0.00094361-0.00061365i,-0.0014007+0.00029667i,-0.00066541+0.00088381i,-0.0002477+0.0009269i,4.8741e-05+0.00061596i,-0.00013448+0.00061022i,-0.00058535+0.00027826i,-0.00080775-0.00034012i,-0.00082465-0.0006759i,-0.00084139-0.0005178i,-0.00075681-0.00065252i,-0.00021495-0.00097564i,0.00021209-0.00024568i,0.00043095+0.00064648i,0.00060689-7.1234e-05i,0.00014985-0.00066528i,0.00016098+2.2361e-05i,0.00043291+0.00016265i,0.00036575-0.00024718i,0.0006193-0.00051027i,7.2465e-05-0.00038929i,-0.00060326-0.00021879i
-0.00087965+0.0025418i,-0.00094862+0.00017839i,0.00025267-2.3242e-06i,0.00052501+0.0008647i,-0.00032362+1.1583e-05i,-0.0011208-0.0014153i,-0.0011031-0.0018993i,-0.0014842-0.0016591i,-0.0017744-0.00089302i,-0.00062714+4.6464e-05i,0.00021696-0.0001586i,-0.00032057-0.00027863i,-0.00072217-0.00026327i,0.00038988+0.00015445i,0.00060589+0.00070357i,-0.00059462+0.00018325i,-0.0012541-0.0010911i,-0.00023983-0.0010917i,0.00042931-7.6639e-06i,0.00027959+0.00022691i,0.00030383-0.00011184i,0.00062421+0.00038108i,0.00070995+0.00049095i
0.0004885-0.0010869i,0.00010225-0.00011951i,-0.00060048+0.0010182i,-0.0006609+0.00070995i,-0.00074323+0.00025312i,-0.0012573+0.00036588i,-0.0012051-0.0003058i,-0.0010343-0.00085264i,-0.0011029-7.1357e-05i,-0.00081243+0.00068416i,-0.00046238+0.00088722i,-0.00036367+0.0011104i,-0.00032717+0.00065641i,-0.00011374-8.0246e-05i,5.2143e-05-0.0002664i,-0.00011149+0.00012633i,-0.0008247-0.00027764i,-0.0014632-0.00078868i,-0.00069456-0.0003228i,0.00022212+0.00045097i,0.00017973+0.00063509i,-0.00011436+0.00056511i,-0.00025628+0.00040904i
0.0021597+0.0020245i,0.002551+0.00037927i,0.0027876-0.00037612i,0.0015073-0.0010582i,5.9722e-05-0.0015145i,-0.0010215-0.0010887i,-0.0010912-0.0011034i,-0.0010992-0.0014866i,-0.0013677-0.0012856i,-0.00091289-0.0012026i,-0.00074007-0.0007657i,-0.0010706-0.00030275i,-0.0008541-0.00059575i,-0.00033498-0.0004285i,-0.00047229+0.00016151i,-0.00042196-0.00034037i,0.00012077-0.0012118i,-7.0126e-06-0.00084213i,-2.857e-05+0.00034065i,5.6475e-05+0.00069272i,-0.00022464+0.00040055i,-0.00058617+0.00014529i,-0.00042455-2.7211e-05i
-0.0016999-0.00085359i,-0.00063101-0.0013715i,-0.00061686-0.000638i,-0.0010705+0.00048035i,-0.00082191+0.00092563i,-0.00034121+6.2836e-05i,-0.0008166-0.00045794i,-0.0014032-0.00059952i,-0.0012681-0.00072175i,-0.0015974+0.00018552i,-0.00162+0.00050422i,-0.00091668-0.00047768i,-0.00019087-0.0006889i,0.00067842-5.2465e-06i,0.00040219+0.00045587i,5.3516e-05+0.00038424i,-0.00015626-0.00036605i,0.00026481-0.00067133i,0.00043057-0.00053561i,0.00019693+0.00013957i,0.00037942+0.00062623i,0.00047482+0.00031143i,0.00052436-0.00023936i
0.0003756-0.00023577i,0.00013718+0.0003144i,-0.00033873+0.00056133i,-0.00021045+0.00061771i,-0.00078819-4.174e-05i,-0.001351-0.00055043i,-0.00076935-0.00101i,-0.00085427-0.0015276i,-0.0017239-0.0012249i,-0.001563+7.4843e-05i,-0.0012679+0.0010504i,-0.0010476+0.00064431i,-0.00017196+4.4831e-05i,0.00018077-0.00024722i,0.00053999-0.00028658i,0.00019851-0.00039809i,-0.00027407-0.00032478i,-0.00037264+0.00018204i,-0.00030233-1.2484e-05i,6.5818e-06-0.00012947i,-0.0004044+0.00019971i,-0.001106+0.00035051i,-0.0003804+0.00025802i
-0.0016791-0.00081967i,-0.002626-0.00063842i,-0.0033309+0.00052715i,-0.0025143+0.0014143i,-0.0014387+0.0021925i,-0.0012104+0.0016698i,-0.0010856-0.00039517i,-0.0011701-0.0012432i,-0.001391-0.00058563i,-0.0013377+0.00033093i,-0.00080783+0.00081278i,0.00045575+0.00068077i,0.00031204+0.00088538i,-4.617e-05+0.0012324i,-0.00065713-6.8069e-05i,-0.0015443-0.00095064i,-0.0011316-0.0006494i,-6.3245e-05+0.00026557i,6.7592e-05+0.00080316i,0.00021713+0.00024241i,0.00034648+0.00012145i,0.00018028+0.00092264i,-0.00057619+0.0014237i
-0.0013689+0.00074482i,-0.00014443+0.00047587i,0.00023716+0.00097365i,0.00028494+0.0014192i,0.00044431+0.0014571i,-0.00045336+0.00046099i,-0.0010725-0.00067558i,-0.0010554-0.00064716i,-0.00089878-8.6372e-05i,-0.00046467+0.00036764i,-0.00015045-0.00044651i,-0.00024196-0.00056063i,-0.00064455-0.00040575i,-0.00030662-0.00044654i,0.00024213+0.0001484i,-0.00040725-0.00026782i,-0.00069538-0.0009258i,-0.00050232-0.00033528i,-0.00066411+0.00038674i,-0.00098574+0.00030819i,-0.00059213+5.0612e-05i,-0.00031912-7.6438e-05i,-0.00026997-0.00079297i
-0.00028293+0.0013732i,9.6089e-05+0.00077263i,0.00059482+0.0012393i,0.0010312+0.0014307i,0.00089573+0.0011261i,-0.0006346+0.0003887i,-0.0014338-0.00032964i,-0.0010092-0.00024998i,-0.00083631-0.00026652i,-0.00091468+0.00023246i,-0.0010266+0.00076694i,-0.00082528+0.00047937i,-0.00071206+0.00042378i,-0.0010411+0.00043299i,-0.00036916+0.00037802i,-0.00017999+4.7613e-05i,-0.00012453-0.00025795i,0.00070276+2.3653e-05i,0.00073134+0.00037014i,0.00032886+0.00032266i,-1.202e-05+0.00058632i,-5.2699e-05+0.0006492i,0.00033005+0.00013431i
0.0020207+0.00074042i,0.0014777-0.00062057i,0.0010253-0.0011446i,0.00050643-0.0016478i,0.00037219-0.0026007i,-0.00022075-0.001242i,-0.00083723-0.00035519i,-0.00058198-0.00083114i,-0.00069514-0.00085282i,-0.0010437-0.00056419i,-0.0012225-0.00051486i,-0.00074134+0.00011286i,-0.00091326+0.00053111i,-0.0014024-0.00011959i,-0.00025159-0.00061045i,0.00031543+8.1132e-05i,0.00017979+8.1742e-05i,-2.8622e-05-0.00083509i,-0.00033225-0.00035662i,-0.0005198+0.00057737i,-0.00012808+7.2145e-05i,0.00024347-0.00018312i,0.00020384+0.00027124i
0.0029068+0.00023892i,0.0025469-0.0013778i,0.0019886-0.0020771i,0.00044716-0.0015826i,-0.0014942-0.0013175i,-0.0027377-0.0013446i,-0.0017648-0.00096141i,-0.00035247-0.00011555i,-6.688e-06+0.0002318i,-7.2708e-05-1.7216e-05i,-0.00013768-8.2573e-05i,-0.0002887+0.00025624i,-0.00025296+0.00015842i,-0.00015244+0.00026674i,0.00014853+0.00075367i,0.00018105+0.00017568i,0.00011417-0.00061911i,0.00033231-0.00066008i,0.00021881-0.0007537i,0.00015179-0.00082561i,0.00048779-0.00014787i,0.00059511+0.00080845i,0.00043005+0.00070703i
-0.0007842-0.0013571i,-0.001992-0.0010589i,-0.0027794-0.00038339i,-0.0017728+0.00068484i,-0.0006151+0.0013738i,0.00022025+0.0011545i,-1.5129e-05+0.00054842i,-0.0010289-0.00023976i,-0.001061-0.00097255i,-0.00069122-0.0007209i,-0.0010354-0.00026639i,-0.001337-0.00052067i,-0.00010217-0.00073779i,0.0011686-0.00060393i,0.0002915-0.00051778i,-0.00016197-0.00010472i,0.00030191+0.00014361i,0.00020298+0.00022259i,-0.00016597-0.00014869i,-0.00044919+0.00012255i,2.0924e-05+0.00066714i,0.00051919+0.00035133i,0.00038277-2.6561e-05i
