-0.0034288-0.00090407i,-0.0040236-0.00051716i,-0.0034809+0.00099677i,-0.0011299+0.0018879i,-0.00046268+0.0015059i,-0.00072928+0.0010847i,-0.00094042+0.0011642i,-0.00056579+0.00088115i,-0.00035068+0.00051469i,-0.00013579+0.0006364i,0.00061721+0.00029258i,0.00086009-0.00087924i,0.00090699-0.0017315i,0.0014564-0.0021508i,0.002245-0.0010975i,0.0013204-7.8825e-05i,0.00059425-0.00038437i,0.00040247-0.0011575i,-3.678e-05-0.0016872i,-0.00072249-0.001549i,-0.00066962-0.0011737i,0.00021635-0.00071591i,0.00071418-0.0002683i
0.00082075+0.00030971i,0.00056817-0.00029509i,0.00077163-0.00038466i,0.00043991-0.00067567i,0.00039766-0.0010229i,-0.00031812-0.0010988i,-0.0009946-0.00094447i,-0.00059173+0.00048355i,-0.00020807+0.0011747i,0.0005518-0.00016305i,0.0013288-0.0012871i,0.0011811-0.00074253i,0.0011097-5.1833e-05i,0.0012927-0.00010407i,0.0007402-0.00071059i,0.0003227-0.00066857i,-0.00021715+0.00020856i,-0.00064957+0.0001359i,5.948e-05-0.0005515i,0.00013113+3.2179e-05i,-3.3862e-05+0.00034981i,0.00047153+0.00063278i,0.00064118-0.00029182i
0.00069083+0.0022233i,0.0010204+0.0022068i,0.0010028+0.00082749i,0.00083728+0.00041435i,6.756e-05+0.00080666i,-0.0010524+0.00049637i,-0.0011248+0.00048814i,-0.00066727+0.00076422i,-0.00040857+0.00034815i,-0.00076323-1.0323e-05i,-0.00033236-0.00015038i,-0.00037444-0.00051006i,-0.001355+0.00033026i,-0.00076469+0.00029311i,-0.00027579+5.2192e-05i,5.5563e-05-0.00056879i,0.00034049-0.001618i,0.0005908-0.00088605i,0.00052287+0.00044174i,-0.00025826+0.0011834i,-4.6376e-05+0.00070232i,0.00020158-0.00032066i,-0.00012683-0.00056642i
0.0015952-0.00044371i,0.0012194-0.00012285i,0.00094892+9.302e-06i,0.00067415+0.00029066i,-0.00059397+0.00060463i,-0.0016797+0.00040456i,-0.0012297-9.9271e-05i,0.0001059+0.00012005i,0.00021325+0.00073312i,-0.0002061-7.321e-05i,0.00033796-0.00092001i,0.00069013-0.00051665i,0.00047166-0.00061361i,-0.00015366-0.00082452i,-0.0014907-0.00047798i,-0.0014112-0.00031049i,-0.0007738+9.9586e-05i,-0.00039745+0.00012001i,-0.00055984-0.00023957i,-0.00032578-0.00017819i,0.00026021+0.00015639i,0.0004159+0.00076654i,-4.6556e-05+0.0011802i
0.0020545+0.0029139i,0.00038939+0.0022696i,-7.8237e-05+0.0016937i,8.7249e-05+0.00087494i,-0.00067116+0.00042262i,-0.0017555+0.00097483i,-0.001906+0.0008477i,-0.00082958+0.00011631i,-2.7334e-06+0.00080067i,-9.4486e-05+0.00042471i,0.00030602-0.00061222i,0.0008954-0.00045642i,0.00082462-0.00054897i,0.00028401-0.00056667i,0.00015476+0.00056708i,0.00015435+0.00064441i,-0.00010842-0.00018596i,3.218e-06-0.00071774i,0.00030766-0.00076907i,0.00040344-0.00040802i,-0.00029335-0.00033034i,-0.00048401+3.3001e-05i,-9.7116e-05-8.5404e-05i
0.000577-0.00023636i,0.0015187+0.00017169i,0.0021613+0.00085294i,0.0017578+0.00081201i,0.0014521+0.00044604i,0.00097731+0.00059799i,9.7968e-05+0.00026169i,-0.00037893-0.00034122i,0.00010871+0.00027358i,0.00098973+0.0010017i,0.0010335+0.00085392i,0.00028503+0.0004365i,-0.0010072-7.965e-05i,-0.0013058-0.00012641i,-0.00079983-0.00041429i,-0.00035477-0.00031241i,7.7294e-05-0.00025527i,-0.00039919-0.00058235i,-0.00087184-0.00058348i,-0.00078821-0.00030535i,-0.00058737+0.00011085i,2.6446e-05-0.00011033i,0.00014676-0.00023206i
-0.0021494+0.00055345i,-0.002453+0.00038879i,-0.0023696+0.0012607i,-0.001383+0.0013744i,-0.0003603+0.00077262i,-0.00073284+0.0003567i,-0.0016086+4.3744e-05i,-0.001867+0.00042687i,-0.0016267+0.00064996i,-0.00073292+0.00074488i,0.00078781+0.00013929i,0.0013447-0.00025083i,0.00082888-6.9434e-05i,0.00065208-0.0007215i,0.00020328-0.0013515i,-0.00031406-0.0012983i,-0.00034862-0.00062169i,-0.00029166-0.00057585i,0.00028938-0.00046844i,1.7889e-05-2.4148e-05i,0.00036992-0.00020546i,0.00076034-0.00066164i,0.00018394-0.00068509i
-0.00043656-0.00089882i,-1.6313e-05-0.0008733i,0.000439-0.00048132i,0.00038502-0.00027917i,-6.1467e-06-0.00020821i,-8.7282e-05-3.8191e-05i,-0.00082031+0.00070126i,-0.0008732+0.0008866i,-0.0005161+0.00029068i,-0.0008306+0.00023407i,-0.00020302-9.1346e-05i,0.00077262-0.00017755i,0.00040082-9.2539e-05i,0.00035514+0.00053436i,0.00027324+0.00066235i,0.00011675+0.00054874i,-6.4169e-05+0.00062516i,-0.00019032+0.00020803i,0.00053636-7.9913e-05i,0.00073296+0.0003011i,0.00070764+0.00066962i,0.00041324+0.00026045i,-0.00045776-8.1602e-05i
-0.00080703+0.0012226i,-0.0017419+0.001443i,-0.00090534+0.0022105i,-0.00016183+0.0012999i,-0.00077004-0.00056469i,-0.0016897-0.00062769i,-0.0024662+0.00066956i,-0.0023372+0.0010047i,-0.00099181+0.0001064i,0.00073983+0.00019433i,0.0012279+0.0011264i,0.0012809+0.0012578i,0.0013774+0.0005931i,0.00085069-0.00047179i,0.00053969-0.0009778i,0.00023255+0.00011021i,3.5735e-05+0.0015092i,-0.00021349+0.0013643i,-0.00042839+0.00049402i,0.00030242-7.7292e-06i,0.00016145-0.00055249i,-0.00085613-0.000394i,-0.001166-0.00016657i
-0.00064067-0.00077317i,-0.00092994-0.00097778i,-0.0011799-0.0011098i,-0.0014539-0.00089178i,-0.001072-0.00098351i,-0.0011476-0.0005539i,-0.0018233+0.00020204i,-0.0012903+0.00019005i,-8.3293e-05+0.00013873i,0.00022361+9.1645e-05i,0.00046307-0.00011357i,0.00064657-0.00076377i,0.00055844-0.00071847i,0.00033618-0.0001524i,0.00061449-0.00022158i,-8.864e-05-0.00024806i,-0.00067961-0.00066404i,9.4265e-05-0.00063613i,0.00035942-0.00012326i,5.9524e-06-0.00052875i,-0.00047275-0.00045949i,-0.00014628+0.00012441i,-3.4696e-05-0.00032489i
-0.00040077+0.00085274i,-0.00076847+0.001301i,0.00011059+0.002517i,0.00040018+0.0018414i,0.0006517+0.00025191i,-0.00095571-6.6627e-05i,-0.0024538-3.703e-05i,-0.0020654-0.00023772i,-0.0012747+0.00026341i,-0.00098412+0.00081032i,-6.8327e-05+0.00023224i,0.00060712-0.00027149i,0.00032389-2.658e-06i,0.00029079+5.7174e-05i,0.00079993-0.00012804i,0.0013464-0.00031167i,0.00072226-0.00021558i,-2.1528e-05+2.4871e-05i,2.0508e-05+8.6013e-05i,0.00034116+3.9768e-05i,0.00011612+6.8318e-05i,-0.0006822-0.00027663i,-0.00081271-0.00070485i
0.00034684-0.0005344i,0.00041796-0.0016543i,-0.00018224-0.0021815i,-0.0015523-0.0011416i,-0.0022459-2.8012e-05i,-0.0025422+0.0006009i,-0.0017109+0.0011897i,0.00024464+0.0013129i,0.00045921+0.0011545i,0.00018965+0.00090282i,0.00039359+0.0008336i,0.00076009+0.00053462i,0.0011719+0.00036744i,0.00043566-5.1343e-05i,-0.00019269-0.00033893i,-0.00017764-0.00065866i,-0.00027953-0.00080856i,-0.0001892+0.00032863i,4.1394e-06+0.00088723i,-0.00013313+0.00040895i,0.00018207+0.00060552i,0.0011019+0.00044319i,0.001138-0.00018939i
0.00079913+0.0020928i,0.00085307+0.0026303i,0.0014446+0.0032241i,0.0012603+0.0026854i,0.00027183+0.00029697i,-0.0016053-0.0016014i,-0.0020621-0.00025382i,-0.0013171+0.0012622i,-0.00080242+0.00087614i,-8.441e-05+0.00062494i,8.9214e-05+0.0011137i,-0.0003088+0.00077214i,-0.00050269-0.0001837i,-0.00049059-0.00027669i,-0.00050113-0.000349i,-0.00010327-0.00039523i,-8.482e-05-6.0859e-05i,-0.00044351-9.9678e-05i,0.00028826-0.00055017i,0.00074462-0.00052334i,0.00040693-0.00023897i,0.00046791+8.6693e-05i,0.0009122+0.00050797i
0.00029113-0.00056464i,-0.00027073-0.0027187i,-0.00060034-0.0033958i,-0.0011097-0.0018938i,-0.0024023-0.00073419i,-0.0033585-0.00010595i,-0.0026036+0.00013467i,-0.0012882+0.00077672i,-0.00032839+0.00087859i,0.00039871+0.00031635i,0.001034+0.00016331i,0.0013372+3.0536e-05i,0.001358-0.00031768i,0.0014168-0.00061392i,0.00071566+6.125e-05i,8.2813e-05+0.00025979i,0.00041152+0.00076292i,0.00085696+0.001107i,0.0013496+0.00062726i,0.00062109+0.00016283i,-0.00010492-0.00011214i,0.00037966-5.3716e-05i,0.00051568+0.00029602i
-0.00073255+0.0018474i,-6.8346e-06+0.0023406i,0.00029958+0.0029363i,0.00024659+0.0020626i,0.00056208+0.00025779i,-0.00036352-0.00067062i,-0.0012459-0.00020315i,-0.0014036+5.9668e-05i,-0.0010622+0.00078586i,-0.00039495+0.0010207i,-8.0716e-05+5.3605e-05i,-0.0002092-0.00077972i,-0.00081928-0.00096375i,4.9598e-05+0.00011512i,0.0011996+0.00044892i,0.00082342+0.00089324i,5.9864e-05+0.0011389i,0.00011745+0.0008055i,0.00021618+0.00030837i,-0.00021304+0.00018404i,-0.000199+8.2775e-05i,0.00015784-0.00050626i,7.9424e-05-0.00035466i
0.00071658-0.0020632i,4.9269e-06-0.0020946i,-0.0012966-0.0013886i,-0.0017809-0.0017293i,-0.0017734-0.0019152i,-0.0015829-0.00086339i,-0.0019173+0.00033425i,-0.0017002+4.1029e-06i,-0.00066225-0.00044763i,-0.00036312+0.00069836i,1.6167e-05+0.0012528i,-9.4614e-05+0.00038974i,-0.00014376+0.00046275i,-0.0002236+0.00063438i,-0.00046146+0.00059778i,-0.00018593+9.9282e-05i,-0.00051884-0.00059326i,-0.0010246-0.00063668i,-0.00094601-0.00033479i,-0.00074006+0.00014842i,-0.00013814-0.00028411i,0.00026597-0.00039734i,0.00066815+8.3853e-05i
-0.00011457+0.00014636i,9.0776e-05+0.00016892i,0.00011107+0.0010652i,-3.4297e-05+0.0011518i,-1.3259e-05+0.00092523i,-0.00044945+0.00076703i,-0.0010585+7.1145e-06i,-0.00063209+0.00019804i,-0.00015849+0.00020467i,9.7511e-05-0.00026028i,-0.00046905-8.9129e-05i,-0.0013455-7.2556e-05i,-0.0009665-0.00035164i,0.00015621+0.00074735i,0.00040531+0.0013099i,-0.00027463+0.00027062i,-0.00102-0.00039516i,-0.00035748-0.00082688i,0.00037895-0.001627i,0.00046744-0.0014882i,0.00067127+0.00027149i,1.1798e-05+0.00039369i,0.00011516-0.00034478i
2.4251e-05+0.002075i,0.00064847+0.0018748i,0.0010534+0.00093531i,-0.00029619-0.0005756i,-0.0010918-0.0012885i,-0.0014606-0.00081533i,-0.0014397+0.00063842i,-0.0010176+0.0011303i,-0.00040007+0.00071541i,-0.00024203+0.00052335i,-7.955e-05+0.00076192i,-2.7735e-05+0.00089869i,-4.5381e-06-3.449e-07i,0.00010079-0.00027399i,0.00018534+0.00010333i,0.00061397+0.00051059i,0.0006378+0.00025061i,0.00087302-0.00044258i,0.0004101+0.00030337i,0.00023225+0.00099554i,-1.3719e-05+0.00083908i,-0.00063423+0.00031024i,-0.00071079-0.00068209i
-4.5225e-05+3.5077e-05i,-0.0004053+0.00016804i,0.00025766+0.00020726i,-0.00031772-4.6885e-06i,-0.0016296-0.00072045i,-0.0025822-0.00036854i,-0.0013542+0.00050476i,-8.5562e-05+0.00082444i,-2.3652e-05+0.0006018i,7.1469e-05-0.00012931i,0.00028726-0.00033029i,0.00072554+1.3562e-05i,0.0011108+0.00032786i,0.0014597-2.2342e-05i,0.00088364-0.00034467i,0.00011354-0.00057854i,-0.00010817-0.00068312i,0.00058688+0.00046076i,0.00083168+0.0013442i,0.00034959+0.00094032i,-0.00021024-0.00018302i,-0.00054625-0.00084782i,-0.00020194-0.0010554i
-0.0013456-0.0012036i,-0.0015495-0.00081308i,-0.00046253-0.0010703i,0.000732-0.0012115i,0.00058045-0.00054373i,-0.00047212-0.00081193i,-0.00095119-0.00083177i,-0.0010121+0.00023147i,-0.0010702+0.00046588i,-0.00065989+0.00011261i,-0.00036895+0.00014558i,-0.00063798+0.00031261i,-0.00021515+0.0002533i,0.0003978+0.000328i,0.00061282+0.00039686i,0.00070066-2.0079e-05i,0.00021401+5.1441e-05i,-0.0006805+0.00015859i,-0.00054191-0.00069358i,1.7736e-05-0.00064355i,1.5586e-06-0.00064337i,-7.1542e-06-0.00080875i,5.9933e-05-0.00046257i
-0.00072089+0.0016606i,-0.0009818+0.0018809i,-0.0021559+0.0020978i,-0.0025185+0.00099019i,-0.002202+0.00025302i,-0.0024764+0.00027301i,-0.0016175-0.00020011i,0.00039313-0.00057386i,0.0010704-0.00064177i,0.00050529-0.00035012i,0.00042506+0.00053453i,0.00093226+0.001199i,0.00054886+0.00057701i,-0.00018868-0.00045433i,0.00033444-0.00040908i,8.1482e-05-1.2799e-05i,-0.00061464+6.9402e-05i,-0.00036636-0.00021777i,0.00018569+2.152e-05i,4.863e-05+0.00010726i,-0.00023063-0.00044959i,8.6892e-05-0.00018473i,9.5543e-05+0.00018766i
-0.001914+0.0020427i,-0.0010184+0.0013449i,0.00081846+0.00063282i,0.0016163+0.00024414i,0.0008501-0.00028112i,-0.00045197-1.0136e-05i,-0.0012408+0.0015321i,-0.00099472+0.0013595i,-0.0010009-0.00021124i,-0.00045149-0.00050144i,-0.00016882-8.6076e-05i,-0.00071602-4.1201e-05i,-0.00037293-0.00082659i,0.00026714-0.00064071i,0.00092418+0.00020754i,0.00095133+0.00063207i,0.00064763+0.00027237i,0.00018205-0.00033303i,-5.7769e-05+0.00019446i,0.00056862+0.00042563i,0.00054609+0.00043559i,0.00011821+0.00060997i,0.00027509+0.00030252i
-0.00045617-0.00016862i,-0.00056699+0.00088704i,-0.0010024+0.0011417i,-0.0012224+0.00069964i,-0.0011417+0.00039554i,-0.0016774+0.00021851i,-0.0017843+0.00073802i,-0.00063003+0.0012638i,-0.00019771+0.00032197i,-0.00049296-0.0011711i,-0.00028646-0.0008514i,3.608e-05+0.00061698i,0.0005009+0.0013299i,0.00058758+0.0006274i,0.0001993+2.225e-05i,-7.3706e-05+0.0003315i,0.00039987+0.00017424i,0.0006158-0.00021031i,-0.00043946-6.3129e-05i,-0.00081651-0.00028449i,-0.0001158-0.00047336i,0.00010767-0.00056878i,-0.00027236-0.0014255i
0.0016167+0.00061311i,0.0027166-0.00039173i,0.0025113-0.00088138i,0.0015361-7.823e-05i,-0.00019599+0.00064709i,-0.0019612+0.0007777i,-0.0020006+0.00060999i,-0.0012279+0.0004541i,-0.00040965+0.0001514i,0.00059035+0.00038943i,0.0003105+4.6898e-05i,-0.00026158-0.0010833i,0.00036167-0.0017966i,0.00067998-0.0013561i,0.00014327-0.00083738i,0.00024976-0.00074358i,9.2237e-05-0.0008165i,-7.799e-05-0.00050378i,0.00051555-1.3636e-05i,0.00039954-9.6178e-05i,0.00013034-0.00035486i,0.00032556-0.00017954i,1.4283e-05+6.2557e-05i
-0.0010971+0.0016474i,-0.00034616+0.0020304i,4.702e-05+0.0016495i,-0.00066928-1.5981e-05i,-0.0018138-0.001197i,-0.0023373-0.0012421i,-0.0020342-0.0010193i,-0.0018556-0.0003051i,-0.00053451+0.00063291i,0.00079451+0.00099012i,0.0006834+0.00031265i,0.00023086-3.408e-08i,-0.00035859+0.00010321i,-0.00036923+0.00019448i,0.00059162+0.00013816i,0.0010713+7.4921e-05i,0.00053725+0.00030974i,0.00038215-0.000319i,5.8583e-05-0.00047251i,-0.00026819-0.0002866i,-0.00019415-0.00012753i,-0.00023667+0.00019504i,-5.2333e-05+0.0002878i
0.0017445+0.00025702i,0.00096857-0.00034631i,0.00056848-0.00093823i,0.00060815-0.00036479i,-0.00071977-0.00024938i,-0.0021199-0.00024292i,-0.0020545+0.00067019i,-0.0010983+0.0010688i,-0.00065276+0.00053433i,-0.00030681+0.00023583i,0.00068719+4.1121e-05i,0.0011716-0.00071516i,0.0006411-0.00096312i,0.00014382-0.00058568i,-4.8485e-06-8.8668e-05i,8.9255e-05+0.0004862i,-0.00015503+0.00090039i,-0.00081114+0.00069793i,-0.0010392+3.8863e-05i,-0.00058537+4.2171e-05i,9.1293e-05+0.00022179i,0.00033919+4.5123e-05i,0.00019783+0.00041765i
0.0014556-0.0011827i,0.0016408-0.0020068i,0.000558-0.0021229i,-0.00055796-0.001487i,-0.00098406-0.0011267i,-0.0015321-0.0005827i,-0.0016383+0.00042752i,-0.0013338+0.0006184i,-0.0010548+2.9586e-05i,-7.185e-05+0.00011723i,0.00041498+0.00088265i,0.0002469+0.00084955i,-0.00054206+0.00042182i,-0.00050089+0.00044971i,6.0896e-06+0.00059531i,0.00044502+0.00032489i,0.00095354-9.3947e-05i,0.00067814-0.00046185i,4.4288e-05-0.00018376i,-0.00012623-5.8568e-05i,1.9426e-05-0.00071415i,-0.00050166-0.00098195i,-0.00063488-0.00020167i
0.00067045-0.00019479i,0.00024725-1.9902e-05i,-0.00057329+0.00013144i,-0.0013574+0.00065763i,-0.0012143+0.0013361i,-0.0010979+0.00092518i,-0.0015066+0.0011087i,-0.0011922+0.00079235i,-0.00025021+0.00021087i,-0.00028434+0.00031568i,-0.00011566+0.00012959i,0.00047805-0.00017786i,0.00031623+0.00012388i,0.00020162+0.00061601i,-0.00015671+0.00092189i,-0.00059841+0.0008018i,-0.001005+0.00073257i,-0.0014318+0.00011317i,-0.00090964-0.00021663i,9.5955e-05-0.00025405i,6.3304e-05-0.0001011i,0.00018041+0.0009228i,-0.00029522+0.00067227i
-0.0023532+0.00059908i,-0.0014379+0.00039574i,-0.001051+9.4837e-05i,-0.0012344+0.00044948i,-0.0010896+0.00081i,-0.00061974-9.981e-05i,-0.00097126-0.0011202i,-0.00093027-0.0011447i,-0.0007056+0.00019116i,-0.00034288+0.001393i,-7.9562e-05+0.0008883i,0.00077716+0.00027977i,0.0015947+0.00010695i,0.0017835-0.0003815i,0.00206-0.0002591i,0.0010683-1.2173e-05i,0.00055525+0.00026136i,0.00057257+0.00055535i,0.00049071+0.0011838i,-1.7471e-05+0.0010307i,-0.00011356-0.00032679i,0.00035969-0.00041633i,0.00092467-0.00060866i
0.00013957-0.0022792i,-0.00066783-0.00141i,-0.00064793-0.00064909i,-0.00099096-5.923e-05i,-0.0011985+5.8815e-06i,-0.00093983+0.00055885i,-0.00060063+0.00087874i,-1.2821e-05+0.00073544i,2.095e-05+0.00080777i,-0.00015108+0.00099477i,-4.9087e-05+0.00050075i,0.00026261+0.00031081i,-7.4848e-05+0.00033502i,-0.00031497+0.000546i,1.1071e-05+0.00017827i,0.00084847-0.00030959i,0.0003282+0.00030025i,-1.9718e-05+0.00039394i,0.00018978+0.0002036i,-7.0245e-05-3.0393e-05i,-0.00020043-5.1228e-05i,-0.00044821-3.2885e-05i,-0.00076338-0.00039938i
0.00056053-0.0014946i,-0.00060798-0.0024669i,-0.0021165-0.002145i,-0.0023441-0.0011256i,-0.0014381-0.00011387i,-0.00058143+0.00026181i,-0.0009649+9.8654e-05i,-0.0007937-0.00021416i,-4.0764e-05-0.00067166i,-0.00019712-0.00046425i,-0.00010675-3.8604e-05i,0.0008981-0.00015009i,0.001515+1.8558e-05i,0.00066328+0.00070219i,0.00065558+0.00092864i,0.0012038+0.00046231i,0.00089307-0.00017491i,0.00054202-0.00011387i,0.00034423-0.00020986i,0.00030752-0.0010049i,8.744e-05-0.0010977i,0.000314-0.00020325i,0.00020778+8.8408e-05i
0.0017907+0.001791i,0.00066858+0.00052235i,0.0015615+0.00019324i,0.001812+4.7281e-06i,0.00097075-6.3176e-06i,-0.00098371+0.00089075i,-0.0024782+0.0012759i,-0.0017115+0.0010782i,-0.00035454+0.00067573i,0.00017588+8.3264e-05i,-2.3175e-05+9.7819e-05i,4.4577e-06+0.0003371i,-0.00010097+0.00052032i,-0.00072853+0.00022505i,-0.00075964+9.763e-05i,-0.00055697+0.00010112i,-0.00013777-0.000316i,0.00080485-0.00040253i,0.00054738+5.2292e-05i,7.3732e-05+0.00058213i,-1.8809e-06+0.00046172i,-0.00041386+0.00021521i,-0.00024381+0.00067766i
-0.00070727+0.00057834i,-0.00047113-0.00015625i,0.00057883-0.0010872i,0.0001447-0.0014335i,-0.0011099-0.0014985i,-0.0020882-0.0012786i,-0.0022096-7.5348e-05i,-0.00070797+0.00036164i,4.7315e-05-0.00011303i,0.00016346+0.00034668i,-0.00018049+0.0006351i,-0.000569+2.0353e-05i,0.00038445-7.2774e-05i,0.00014018+0.00076016i,-0.00020496+0.00088645i,0.00060261+0.00077096i,0.00068943+0.00033566i,0.00027348-0.00038686i,-0.00083695-0.00039719i,-0.000999+0.0001349i,-0.00012729+0.00036744i,0.00049085+0.00038079i,0.00061559-2.0031e-05i
0.0015751-0.00098345i,0.0015831+0.00047887i,0.0010914+0.0008959i,0.0003267+0.00070069i,-0.00090759+0.00011194i,-0.0018109-0.00088521i,-0.0014647-0.00039911i,-0.00045956+0.00066522i,-0.00022138+0.00094607i,0.00021114+0.00084892i,0.00055487+0.0012757i,-0.00010363+0.0014763i,0.00026357+0.00044327i,0.00083677+0.0002091i,0.00064066+0.00057518i,0.00059278-0.00017009i,0.00012055-0.00047988i,0.00022786-0.00020817i,0.00082143+0.00017488i,9.5086e-05+0.00041351i,-0.00082582+0.0006549i,-0.00098807+0.00044012i,-0.00095746-5.5743e-05i
0.0021237+0.00035736i,0.00078242+0.0003795i,-3.9221e-05-0.00031874i,-0.00093453-0.0014039i,-0.00092084-0.0014698i,-0.00079227+6.7301e-05i,-0.0011612+0.0013323i,-0.00073808+0.0010914i,-0.00025254+0.00031808i,-0.0010832-0.0003229i,-0.0007362-0.00051908i,0.00038405-0.00012163i,0.00034501+0.00043612i,0.00025009+0.00042543i,0.00058637+0.0001343i,0.00041574+0.00020962i,0.00059313+0.0002198i,0.00042869+0.0003436i,-0.00038125+0.00052412i,-5.8035e-05+0.0005178i,0.0010343+0.00086863i,0.00089457+0.00010899i,-0.00034549-0.0010144i
0.0018101+0.00094749i,0.0029461+0.00040031i,0.0021362+0.00048311i,0.0010113+0.00043965i,-8.6582e-06-0.00051293i,-0.0016441-0.0010068i,-0.0022811+0.00029098i,-0.0013898+0.0011785i,-0.0010897+0.00077513i,-0.00059808+0.0004654i,0.00017058+0.00048139i,0.0003747+0.00029409i,-0.00038188-0.00080154i,-0.0010061-0.0012357i,-0.00084806-0.00047819i,0.00010037-0.00025098i,0.00079167-0.00080701i,0.00049916-0.00041108i,-0.00027202+0.00043097i,-0.00063396+0.00068102i,-0.00059522+0.00096191i,-0.00052131+0.00034371i,6.7235e-05-0.00032412i
-0.0021774+0.0017842i,-0.0020447+0.0014937i,-0.0014241+0.00091449i,-0.0003772+0.0009309i,-0.00013055+0.0011349i,-0.0011962+0.00089092i,-0.0016417+0.0013739i,-0.001231+0.0013267i,-0.00011022+0.00088018i,0.00087006+0.00039273i,0.0010817+2.8077e-06i,0.0010236-0.00011213i,0.0011751-0.00042073i,0.0011035-0.00010003i,0.00019816-0.00016701i,-0.00029553-0.00098359i,-0.00029131-0.00030257i,-0.00065054+0.00044764i,-0.00067838-0.00026202i,-0.0003646-0.00065536i,-1.3499e-05+0.00030417i,1.0326e-05+0.00045625i,0.00011228-2.8315e-05i
-0.0018416-0.0010162i,-0.00097231-0.00054613i,-0.00038093+0.00013413i,-0.00078884+0.00065222i,-0.00093324+0.0011495i,-0.00089904-3.1907e-05i,-0.001307-0.00071303i,-0.0010973-5.5746e-05i,-0.00011876+0.00014254i,0.00020604+0.00035476i,0.00059547+0.0003915i,0.00052311+0.00056337i,0.00032663+0.0011468i,0.0011605+0.00086816i,0.0012262+0.00015409i,0.00058827-0.00012293i,0.00016633-8.6111e-05i,-0.00025119-4.0124e-05i,-0.00044482-0.00055468i,-0.00037108-0.00043689i,-0.00053564-9.3276e-05i,-0.00054951-0.0003104i,-0.00029909-5.4183e-05i
0.00015762+0.00025315i,-0.00045661+0.000526i,-0.0010077+0.001341i,-0.00086484+0.0016358i,-0.00053863+0.0014302i,-0.00096494+0.00053371i,-0.0011487+0.00020206i,-0.0010817+0.0011101i,-0.0012401+0.0012535i,-0.00067924+0.00065708i,3.441e-05+8.5888e-05i,7.0185e-05-0.00050443i,-0.00014279-0.00035853i,0.00010217-0.00014595i,0.00047295+0.00022771i,0.00015081+6.3569e-05i,5.8426e-05-0.00070574i,0.00079867-0.00090216i,0.00029979-0.00076574i,-3.7242e-05-0.00037378i,0.00036973+0.00029706i,0.00068615+0.00020633i,0.00087554-0.00056367i
-8.7846e-05+0.0015692i,0.00092163+0.0011229i,0.00091567+0.00082244i,-0.00068597+0.00022993i,-0.0016494+1.0328e-05i,-0.0013461+0.00076057i,-0.00082817+0.0009835i,-0.0007857+0.00031659i,-0.00081649-0.00041583i,-0.0003655-0.00060853i,0.00051144-7.3465e-06i,0.00091844+0.00028153i,0.00086107-9.8261e-05i,0.00038375-0.00013792i,-0.00051657+0.00016499i,-0.00090363+6.0195e-05i,-0.00032782-0.00027465i,-0.00018033-0.00013994i,-0.00011601+0.00040834i,0.00010029+0.00072475i,0.00014512-0.00016543i,0.00011457-0.0014486i,7.321e-05-0.0013004i
0.00019126-0.00092208i,-0.00077767-0.00072559i,-0.00081465-0.0011516i,-0.000703-0.0015778i,-0.0019446-0.00098256i,-0.0024701-9.0142e-06i,-0.0018862+0.00083008i,-0.0012842+0.0012383i,-0.00036443+0.00070754i,7.1687e-05-0.000179i,-0.00012894+0.00021445i,0.00011292+0.0011054i,3.8413e-05+0.00092371i,-8.3604e-06+0.00087577i,0.00010188+0.0017771i,-0.00024506+0.00069342i,-0.00040179-0.00028963i,-6.2777e-05+0.00037162i,-1.2154e-06+0.00048254i,0.00031436+0.00011993i,0.00064915-0.00020011i,0.0008985+6.3426e-05i,0.00083143+0.00045955i
-0.00073585+0.0012076i,-0.00063565+0.00078813i,0.00014728-0.00011997i,-7.2519e-05-0.00056454i,-0.00057157-0.0005994i,-0.0016534-0.00099332i,-0.0025069-0.00016076i,-0.0013641+0.00038838i,-0.00022672-5.6163e-05i,-0.00023799-0.00043876i,8.3047e-05-0.00038887i,0.00074402-0.00064694i,0.0011688-0.0010095i,0.00078538-0.00029933i,5.9297e-05-0.0001158i,0.00040794-0.00010218i,0.00084125-0.00019219i,0.0001664-0.00039909i,-0.00014413-0.00017748i,-0.00010086-0.00081893i,-8.0954e-05-0.00076924i,-0.00023135-9.9508e-05i,-0.00049549+0.00017057i
0.00092233+0.0015689i,0.0011311-3.3842e-05i,0.0022346-0.00048979i,0.0019217-0.00052722i,0.00046952-0.00074563i,-0.00059593-0.000278i,-0.0017164+0.00081926i,-0.0011945+0.0010689i,0.00023739+0.00098872i,0.00096444+0.00087022i,0.00063294+0.00066619i,0.00033951+0.00028715i,-0.0003617-0.00042208i,-0.00056887-0.00052764i,-0.00060467+0.00015832i,-0.0013172-0.00029867i,-0.000799-0.00078038i,-0.00039284-0.00059902i,-0.00083245+3.8492e-05i,-0.00027296+0.00033035i,0.00047832+0.00029164i,0.00061949+0.00060628i,0.00026338+0.00015056i
