1.5516e-05+0.00015135i,0.00017157-0.0014105i,0.00016987-0.0029039i,-0.00016188-0.0025202i,-0.00089011-0.0010464i,-0.0016084+0.00023433i,-0.0014372+0.00082202i,0.00022735+0.00075567i,0.0013918+0.00015725i,0.0012139+8.9239e-05i,0.00057535+0.00032278i,-0.0004006-0.00020056i,-0.00090828-0.00026219i,-0.0008261+0.00012873i,-0.00035483+0.00044975i,-0.00024947+0.00014066i,-0.00030296-0.00050868i,0.00033024-0.00085528i,0.00024753-0.00097136i,-0.00076943-0.0011498i,-0.0006012-0.0010034i,0.00023098-0.00062489i,0.0003219-0.00013571i
-0.00076818+0.00072083i,-0.00029979+0.0011342i,0.00030848+0.00058395i,0.00032437-0.00064499i,-0.0002696-0.00084703i,-0.0016011-0.00048351i,-0.0021262-0.00030147i,-0.00078367+0.00012056i,0.00014986-0.00031079i,-0.0002971-0.00091923i,-0.00057668-0.00083327i,0.00027961-0.00074976i,0.0010248-0.00027374i,0.00089266+0.00020137i,0.00045965+0.00012943i,0.0002728-0.00031831i,0.00020259-0.00077347i,0.00032602-0.00065431i,7.9096e-06-0.00046968i,8.921e-05+7.0229e-05i,-3.5452e-06+0.00050362i,-0.00019141+0.00062977i,0.00030188+0.00022714i
0.00045535+2.4269e-05i,-0.00063478-0.00031553i,-7.134e-05-0.00073026i,0.00071953-0.001094i,-0.00016415-0.001034i,-0.0009156-0.00050406i,-0.0010799-0.00035413i,-0.00069538-0.00027557i,-0.00029363+0.00028736i,-0.00058106-6.3317e-05i,-0.0012232-0.00065501i,-0.0012821-0.00047084i,-0.00054113+9.1353e-05i,-1.6505e-05+0.000896i,0.0003153+0.00059801i,0.00038696-0.00020065i,-7.8422e-05+0.00016144i,0.00025432+0.00058639i,0.00064945+0.00032753i,9.7741e-05-0.00013889i,0.00038412+0.00013847i,0.0002977+0.0010078i,-0.00038072+0.00067505i
0.00051684-4.4035e-05i,0.0013461+0.00083434i,0.0011651+0.0014378i,0.0011065+0.0011101i,0.00035862-0.00017871i,-0.00029578-0.0002056i,-0.00059583+0.00053425i,-0.00081803+0.0002489i,-0.00085837-0.00017238i,-0.0013523-0.00049211i,-0.0010092-0.00065256i,-0.00044097-0.00034849i,-9.2141e-05-0.00016117i,-6.0576e-05-0.00048037i,-0.00049156-0.00027163i,-0.00093348+0.00027117i,-0.00018598-4.6394e-05i,0.00023552+2.8795e-05i,-2.6718e-05+2.0686e-06i,-0.00019435-0.00023977i,-9.9429e-05-0.00067167i,0.00019276-0.00068687i,0.00010157-0.00030615i
-0.00032872-0.0010571i,-0.0023446-0.00069639i,-0.0026635-0.00087063i,-0.0014431-0.00083006i,-0.00093023-0.001329i,-0.000983-0.0011608i,-0.00050044+0.00026456i,-0.00036674+0.0012225i,-0.00082778+0.00092812i,-0.0013057+0.00017744i,-0.00095528+0.00013472i,-0.00059135+0.0005193i,0.00036757+0.00029601i,0.0013771-0.00016401i,0.00072135-7.4225e-05i,0.00050375+0.00011605i,3.4431e-05+0.00047731i,-0.00023009+0.0010116i,6.0629e-05+0.0002693i,0.0003897-0.00045462i,0.00033817+4.2683e-05i,4.6476e-05+0.0013024i,0.00053773+0.00118i
0.0014769+0.0017587i,0.0017439+0.00067885i,0.0019162-0.00075684i,0.0015634-0.0015418i,0.0010332-0.0018274i,-0.00070468-0.0011112i,-0.0016917-0.00016683i,-0.0012183+0.00097082i,-0.00065937+0.00072991i,-0.0002564-0.0001573i,-3.824e-05-0.00066379i,-0.00012381-0.00068234i,-0.00096907-0.00029643i,-0.0010823-0.00022554i,-0.00059003-0.00020366i,-0.00068197-0.00012764i,-0.00051676+0.00016394i,-4.0629e-05-8.2629e-05i,0.00037631-0.00040714i,0.00020644-3.4348e-05i,-0.00054523+0.0004541i,-0.00086905+0.00040426i,-0.00019075+0.0005833i
-0.00012706+0.0023299i,6.9115e-05+0.002225i,0.00075341+0.0015576i,0.0016038+0.00070577i,0.0012607-0.00032777i,0.00030881-0.00032344i,-0.0003614+9.7069e-05i,8.6743e-05+0.0001292i,0.0001562-4.9685e-05i,-0.00050744+0.00021284i,-0.0011122+0.00026904i,-0.0011933-0.00052053i,-0.001134-0.00083422i,-0.00099472-0.00031075i,-0.00044685+0.00047789i,6.597e-05+0.00065242i,0.00011047+0.00058066i,0.00056007+0.00089988i,0.00066295+0.00051823i,0.00027446-0.00017217i,0.00061081+0.00052368i,0.001128+0.00085463i,0.000573+0.00077913i
0.00097553-0.001049i,0.00033189-0.0012511i,0.00084083-0.0017154i,0.00011197-0.0018746i,-0.0015102-0.0010786i,-0.0022834-0.00055141i,-0.0015156-0.00043896i,-0.0011084+0.00014866i,-0.00071534+0.0004095i,-0.00066477-0.00041383i,-0.0015249-0.00074254i,-0.0014456-0.00070452i,-0.0010124-0.00066113i,-0.00091116-0.0003532i,-0.00038436-0.00091451i,-0.00038431-0.00074159i,-0.0004871-0.00010849i,-0.00012546-0.00048348i,-0.00040443-6.1213e-05i,4.978e-05+0.00053241i,0.00080428+0.0010296i,-7.2985e-05+0.00096512i,-0.00042621+0.00059009i
0.00071243+0.00051873i,0.0014393+0.00050658i,0.0022766-9.7994e-05i,0.0029779-0.0012887i,0.001611-0.0018616i,-0.00044999-0.0018137i,-0.0012131-0.00073653i,-0.00018271+0.00076921i,0.00030903-9.8945e-05i,-0.00024977-0.001559i,-0.00017726-0.0016455i,-0.00030142-0.00064834i,-0.0010683-0.00037604i,-0.00029997-0.00028873i,0.00014468+0.00037038i,-0.00018149+0.00053846i,-3.8411e-05+3.8838e-05i,4.8166e-05-0.00057508i,-0.000126-0.0010429i,0.00050147-0.00074162i,0.00085428+0.00024118i,0.00060707+0.0010192i,0.00035243+0.0012918i
0.001645+0.0021044i,0.0023083+0.0005625i,0.0023858-0.0012972i,0.0011999-0.0027184i,0.00061794-0.0027688i,-0.00015861-0.0010361i,-0.00059235+0.00039376i,-0.00054954+4.2506e-05i,-0.00046194-0.0010755i,3.3971e-05-0.0015314i,0.00025599-0.00085122i,0.00032589-0.0001694i,0.00042978+6.9366e-05i,0.00060858+0.00012425i,0.00077444+0.00062051i,0.00050901+0.00068759i,0.00096307+0.00070049i,0.0010509+0.00044223i,0.00084747-0.00014432i,0.00084656-0.00033225i,0.00031391+0.00010105i,-2.2092e-05+0.00070112i,0.00040272+3.1295e-05i
-0.00051933+0.0018766i,-0.00090668+0.0026035i,-0.00052921+0.0032848i,-0.00042644+0.0017553i,-6.2515e-05-0.0002539i,-0.00026431-0.00021863i,-0.0010703+0.00060216i,-0.0010126+0.00049493i,-0.00073254+0.00042399i,-0.00034064-0.00083521i,-0.00058312-0.0016737i,-0.00060976-0.00063264i,8.4397e-05-0.00027181i,0.00031477-0.00018071i,-0.0002488+9.0541e-05i,-0.00046673-0.00024244i,-0.00024827-0.00099521i,-0.00058027-0.00102i,-0.00055766-0.00037676i,0.00012839-6.1895e-05i,0.00016655+0.00015829i,8.6402e-05+0.00072209i,-0.00031148+0.00084371i
-0.00028504-0.0018085i,0.00095668-0.0015607i,0.0019215-0.0019784i,0.0017691-0.0013173i,0.0008303-0.0015658i,-8.021e-05-0.0018074i,-0.00074782-0.00074386i,-0.00081215-0.00016082i,-0.00092305-0.00042072i,-0.00080685-0.00042416i,-0.00052621+6.5587e-05i,-2.6469e-05+0.0002894i,0.00073169+5.3825e-05i,0.00074455+0.00025549i,0.0008802+0.00067609i,0.00026544+0.00066327i,-0.00060775+0.00057782i,-5.9086e-05+0.00058838i,0.00062435+0.0006058i,0.00095556+0.00043207i,0.0015036+0.00062087i,0.00067992+0.00073224i,-0.000559+0.00011723i
-8.4345e-05-0.00013439i,0.00058932+0.00054378i,0.00036279+0.00039664i,0.0010948-0.00062903i,0.001677-0.0017637i,0.00055476-0.0019799i,-0.00023119-0.00097845i,-0.00050797-8.3914e-05i,-0.00090683-0.00027819i,-0.00026555-0.00063091i,-0.00022132-3.0947e-06i,-0.00059718-0.00021276i,-0.00073899-0.00089494i,-0.00089281-7.4298e-05i,-0.00052504+0.00087153i,-0.00022352+0.00075723i,-0.00020616+0.00048524i,0.00049977+0.00021829i,0.0013228+0.00012398i,0.0010944+0.00022696i,2.3074e-05+3.4771e-05i,-0.00023367-0.00030669i,0.00039823-0.00074999i
-0.0011389-0.00081356i,-0.0018321-0.00050333i,-0.0017197-0.00023489i,-0.00042878-0.000483i,-0.00011009-0.001356i,-0.00062943-0.0011163i,-0.000659+0.0003491i,-0.00037299+0.0011622i,-0.00042371+0.0005747i,-0.00028615+0.00050162i,-0.00064559+0.00020759i,-0.00055479+0.00010516i,-0.00011297+0.00037987i,-0.00032278-0.00010436i,-0.00078658-0.00041617i,-0.00054923-9.3063e-05i,0.00037345+0.0001894i,0.00071966-0.00026219i,0.00048724-0.00051512i,0.00026414-3.9228e-05i,-0.00020843+0.00060308i,-0.00053005+0.00061555i,-3.699e-05+0.00055138i
-0.00088428+0.00069654i,-0.00045733+0.0010294i,0.00018572+0.00062473i,0.00064247-0.00047197i,0.00081242-0.0017994i,0.00051257-0.0018528i,-6.3644e-06-0.00079975i,-0.00068262-0.00065343i,-0.00044912-0.00079973i,-3.5057e-05-0.00030643i,-0.00083012-4.553e-05i,-0.0015891-0.00078203i,-0.0011358-0.00073344i,-0.00045633+0.00031303i,-0.00049426+0.0010194i,-0.00012652+0.00081415i,0.0009241-9.3454e-05i,0.0007844-0.000399i,2.0804e-05-0.00010244i,-8.0696e-05-0.00026806i,0.00011745-0.00017991i,-0.00044151+0.00028581i,-0.00087862+0.00019432i
-0.0015426+0.0022443i,0.00018879+0.0017751i,0.0020395+0.0020084i,0.0024346+0.0018836i,0.0018712+0.00075621i,0.00056538-0.00047043i,-0.00014471-0.00059696i,-0.00085855-0.00067819i,-0.0013299-0.0009348i,-0.001231-0.00037564i,-0.00059774-0.00054617i,0.00061838-0.001131i,0.00085719-0.00079466i,-0.00013518-0.00066164i,-0.00047945-0.00046651i,2.9983e-05+0.00013321i,0.00053577-7.1999e-05i,0.00055419-0.00030008i,-0.00010141-0.00013859i,-0.00063385-0.00095271i,-0.00072555-0.0011199i,-0.00030361-0.00095388i,-1.5653e-05-0.00026681i
8.3923e-05-0.0017097i,-0.0016728-0.0013553i,-0.0023618-0.001367i,-0.0011162-0.0010576i,-0.00063001-0.0009827i,-0.00088377-0.001198i,-0.0013007-0.00044673i,-0.0015218+0.00053313i,-0.0019653+0.00017981i,-0.0021911-0.00061127i,-0.001112-0.00070485i,0.00024711-8.805e-05i,0.00068689+0.00055352i,0.0010103+0.00053268i,0.00046737-4.3997e-05i,0.00012803-0.00053707i,-7.0359e-05-0.0004719i,-0.00043834-0.00030339i,-0.00039487-0.00071251i,0.00021603-0.0012954i,0.00037707-0.00064741i,-0.00016173-0.00054133i,-0.00041641-0.00027573i
0.00050443-0.0012116i,0.00041837-0.0017919i,-0.00021988-0.0020867i,-0.0011147-0.0016129i,-0.0012607-0.0016896i,-0.0014003-0.0011174i,-0.0010876+0.00027057i,-0.00050244+0.00065405i,-0.00040774+2.3336e-05i,-0.00030201+0.00030121i,-0.00040959+0.00039641i,-0.00040914-1.0316e-05i,-0.00015647+0.00017083i,-4.6985e-05+0.00021492i,9.4429e-05-0.00050469i,0.00049205-0.00063712i,0.00014841-0.00013381i,-0.00026248+0.00025629i,5.9963e-05-0.00017717i,-7.3458e-05-0.00077742i,-0.00041905-0.0006873i,-0.00099245-0.0006226i,-0.00049782-0.00049957i
-0.0019829-0.0010772i,-0.0013738-0.00060413i,-0.0010337-0.00045163i,-0.0011163-0.00050735i,-0.0016524-0.00051304i,-0.0012509-0.00092066i,-0.0010118-0.00080996i,-0.0013331+0.00015711i,-0.00060091+0.00057572i,-0.00030946+0.00018078i,-0.00084703+0.00028134i,-0.00066664+0.000417i,-0.00040799-0.00017219i,-0.00039545-0.00028679i,-0.00041496-0.00057974i,-0.00030007-0.00039217i,-0.00022093-4.909e-06i,2.3622e-05+0.00017357i,0.0003522+0.00025542i,0.00020297+0.0001761i,0.00017165-0.00047353i,-0.00013928+0.00017762i,-0.00046222+0.0010728i
0.00097872+0.00090654i,0.0012582+0.00126i,0.0010004+0.0018395i,0.00020338+0.00080872i,5.6764e-05-0.00073971i,-7.0726e-05-0.0015642i,-0.00070564-0.00045984i,-0.00045453+0.00025606i,-0.00041041-0.00019733i,-0.0010083-0.00065678i,-0.00069426-0.00079215i,-0.00061708-0.00053246i,-0.0010848-0.00057851i,-0.0005566-1.4821e-05i,-0.00015865+0.00066412i,-0.00066332+0.00010833i,-0.0010405-0.00039855i,-0.00079563-0.00049587i,-0.00059829-0.00079272i,0.00013151-0.00054825i,0.00025841+7.2954e-05i,-0.00047806+9.7517e-05i,-0.00052208+0.0001113i
-0.00018958+0.00039296i,9.8881e-06-0.001007i,5.1475e-05-0.0014351i,-0.00017384-0.00078135i,0.00054223-0.0011837i,0.00043064-0.0018955i,-0.00027392-0.0012638i,-0.00044469-0.00047174i,-0.00060976-0.00089523i,-0.0013963-0.0016728i,-0.00094291-0.0010513i,-4.6118e-05+0.0002001i,-0.00039985+0.00071973i,-0.00082428+0.00050407i,-0.00038295+0.00033822i,0.0001328-0.00044476i,0.00027969-0.00055574i,1.369e-05+0.00035019i,8.5752e-05+0.00032958i,-3.63e-05-0.0001088i,0.00037675-0.00042257i,0.00056853+7.2922e-06i,0.00061104+0.00027863i
8.8017e-05-0.00049522i,0.0021062-0.0010358i,0.0029367-0.0013471i,0.0020906-0.0014615i,9.7982e-05-0.0016524i,-0.0011368-0.001643i,-0.001113-0.00058266i,-0.00069203+7.891e-05i,-0.0001422-0.00044357i,0.00048804-0.00033674i,0.00023298-0.00017011i,-0.00024788-0.00028187i,-0.00031067+0.00014755i,-0.00082354+0.00021166i,-0.00044942-0.00029063i,0.00043671-0.00025953i,0.00044931+0.00025811i,0.00029536+0.0002861i,-0.00043486+0.0003385i,-0.0010175+0.0003751i,-4.1912e-05-0.000328i,0.00069787-0.00078712i,-0.0001698+0.00021233i
-0.0021227+0.0027569i,-0.001223+0.0031813i,-0.00025155+0.0035064i,0.00078486+0.0030212i,0.0020639+0.00080286i,0.0016572-0.00044991i,0.00023996+1.6965e-05i,-0.00044969+0.00048804i,-0.0006937+0.00011753i,-0.00057914-0.00038692i,-0.00046183+0.00014026i,-0.00050011-0.00010185i,-0.00081837-0.0003386i,-0.001094+9.168e-05i,-0.00080434+0.00030048i,-0.00047026+0.00077247i,-0.00090356+0.00091909i,-0.0009959+8.4231e-05i,-0.00038978-0.00059344i,-4.8957e-05-0.0006587i,9.3215e-05-0.00065176i,0.00065859-0.0009201i,0.0010769-0.00094239i
0.0024497-0.00014496i,0.0023268-0.0025098i,0.0020013-0.0037011i,0.0015126-0.0035108i,0.0010688-0.002922i,-0.00071221-0.0017154i,-0.0016431-0.00024553i,-0.0012023+0.00013226i,-0.00096291-0.0003102i,-0.0010343-0.00076698i,-0.001446-0.0012308i,-0.0011343-0.00095737i,-0.0009564-0.00021676i,-0.0009603+0.00088737i,-0.00082579+0.001443i,-0.00087148+0.00077495i,-0.00010112-7.859e-05i,0.0005627-0.00065477i,9.6131e-05-0.00052226i,-0.0010362-0.00022648i,-0.0010204-6.2357e-05i,6.412e-05+9.5323e-07i,0.00049947+0.00015807i
-0.0008906+0.0018414i,-0.00038917+0.0021672i,0.00047794+0.0022096i,0.00083493+0.0012183i,0.00092768-0.00055322i,-0.00038983-0.0013014i,-0.0014418-0.00021531i,-0.0014404+0.0007319i,-0.0012533+0.00077361i,-0.00082939+0.0001841i,-0.00041376+0.00030498i,-0.00023656+0.00050344i,-0.00042219+0.00085143i,-0.00044678+0.00047238i,0.00031053-0.00017066i,6.4898e-05+5.7187e-05i,-0.00066296-0.00026405i,-6.5997e-05-0.00049011i,0.00010814+0.00049839i,-0.00066247+0.00080035i,-0.00041932+0.00034552i,0.00027168+0.00048138i,0.00082763+0.00080188i
0.0016749-0.00037854i,0.0005225-0.0014396i,-0.00025037-0.0023352i,-0.00031094-0.0023806i,-0.00019977-0.001463i,-0.00033932-0.001211i,-0.00090015-0.00043685i,-0.0014914-6.9248e-05i,-0.00117-0.00085036i,-0.00094574-0.0011378i,-0.00062631-0.0011997i,0.00041429-0.00060076i,0.00056802+0.00043399i,0.00034175+0.00028834i,2.5278e-05+3.9808e-05i,-0.00041333+0.00039212i,-0.00043466+0.00040233i,0.00049418-0.00054269i,0.0017474-0.00097794i,0.0012955-0.00052703i,0.00088137-0.00028064i,0.0010557-0.00030449i,0.00046751-4.2163e-05i
0.0006094-0.00081142i,0.00087348-2.3164e-05i,0.0020453+0.00098782i,0.0017479+0.0013195i,0.00088046-0.00023251i,0.00024762-0.00063889i,-0.00086146-3.2351e-05i,-0.00064171+0.00038845i,-0.00030842+0.00060271i,-0.00093829-0.00016431i,-0.000783-0.00045544i,-0.00074226+0.00027589i,-0.0010309-0.00040473i,-0.00047097-0.0008307i,3.8446e-05+4.4962e-05i,0.00063424+0.00058277i,0.0011443+0.00058441i,0.0011583-0.00011198i,0.00016657-0.00027511i,-0.0010738+0.00018582i,-0.00086421+0.00041976i,0.00017343-0.00014698i,0.00059432-0.00030967i
-0.0017627+0.00056038i,-0.00020414+0.00086639i,0.0017986+0.0013026i,0.0019967+0.00076525i,0.0017953-0.00042886i,0.00063621-0.0017496i,-0.00027421-0.0017274i,0.00012909-0.00020719i,0.00041489-0.00046761i,-3.5068e-05-0.0011321i,-0.00022874-0.0010413i,0.00050228-0.0012275i,0.00057799-0.00084526i,0.00033736-9.2424e-05i,0.0007457+0.00062647i,0.00019506+0.00079119i,-1.2116e-06+0.00040964i,0.00093238+0.00046301i,0.00078597+0.00029042i,-0.0002567+0.00036752i,-0.00077693+0.00085375i,-0.00026929+0.00087231i,0.00023649+0.0003679i
-0.00065767+0.0030559i,0.00050153+0.0030911i,0.00092498+0.0027857i,0.0014648+0.0023482i,0.0015063+0.00059264i,0.00041083-0.00093835i,-0.00029489-0.00042337i,-0.0010471+0.00029364i,-0.00088914-0.00018459i,-0.00063974-0.0008756i,-0.00065696-0.00085718i,-0.00050689-0.0007325i,-0.0001867-0.00051985i,-9.7342e-05-0.00056107i,-0.00019134-0.00058661i,0.00036575-0.00039554i,0.00026358-0.00035167i,2.4948e-05-0.00048548i,-0.0002259-4.9768e-05i,-0.00077057-6.4746e-05i,-0.00087368-2.9169e-05i,-0.00080605+0.00060419i,-0.00035015+0.00020364i
-0.0024645+0.00056085i,-0.00048955+0.001589i,8.1888e-05+0.002255i,0.00061858+0.0018399i,0.0010419+0.0016274i,0.00081782+0.0015859i,-8.4958e-06+0.00090591i,-0.00043728+0.00013401i,-0.00025958-0.00023197i,-0.00010948+1.0246e-05i,0.00010487+0.00025381i,0.00014209+0.0004125i,0.00023335+0.00056228i,-0.0001716+0.00058938i,-0.00060597+0.00035808i,-0.00033536+5.1174e-05i,0.00033282+0.00078038i,0.00077524+0.00081686i,0.00025031+0.00036319i,0.00015481+0.00049368i,0.00064405+0.00054221i,-5.5307e-05+0.0010885i,-0.0008191+0.0011846i
-0.0018266-0.00067202i,-0.00099457-0.0003587i,4.284e-05-0.00086084i,0.00088959-0.00048304i,0.00072832-0.00047675i,0.00012691-0.00081979i,-0.00038966-0.00032192i,-0.00069659+0.00055763i,-0.00082353+0.00037775i,-0.0014919-0.0003191i,-0.0018712-0.00029217i,-0.0011447-8.6246e-05i,-0.00047521-0.00018723i,-0.00032341-0.00046742i,-0.00030486-0.0012901i,3.7368e-05-0.0011017i,-0.00014558-9.7638e-05i,-0.00022878+0.00051849i,0.00038222+0.00043268i,0.00031096-8.8687e-06i,9.5024e-05-8.0127e-05i,0.00074004+2.0797e-06i,0.0013033+0.00043452i
-0.0017528+0.00089805i,-0.0020699+0.0014916i,-0.0017202+0.0016547i,-0.0015615+0.00057106i,-0.00049225-0.00062794i,0.00093139-0.00054379i,-4.5571e-05-0.00016258i,-0.0013379-0.00064243i,-0.00062463-0.0012661i,-0.00039112-0.00084383i,-0.0010698+0.00078224i,-0.00058815+0.0010672i,0.00032275+0.00062225i,0.00050392+9.481e-06i,0.00051268-0.0011829i,0.00032197-0.00093442i,-7.6293e-05-0.00048538i,3.3084e-05-0.00037496i,0.00065223-0.00010004i,0.00065536+2.1533e-05i,-0.0001427+5.8186e-05i,-0.00016955-0.0001908i,0.00055087+0.00025665i
0.00094369-0.0010222i,-0.00083427-0.00055351i,-0.0014699-0.00082801i,-0.00042716-0.0010421i,0.00011797-0.0011383i,0.00013106-0.00064091i,2.6208e-05-0.0001942i,-0.0003051-0.00038552i,-8.5668e-05-0.00048758i,-5.8003e-05-0.0010237i,-0.0010921-0.0012831i,-0.0015672-0.00074077i,-0.0007334-0.00027188i,-0.00030158+0.00016319i,-0.00062364+0.00046741i,-0.00025524+0.00030588i,0.00032097+0.00014165i,2.8576e-05+0.00043029i,1.8535e-05+0.00051838i,0.00048446+0.00020125i,5.9821e-05+0.00025413i,-0.00043772+0.00023467i,4.9319e-05+0.000188i
-0.0018101-0.00029199i,-0.0010967+0.00072175i,-0.001131+0.0014821i,-0.00042794+0.00088584i,0.0005555+1.6286e-05i,0.00010651+4.3584e-05i,-0.00037731-0.00033331i,-0.00060688-0.00079961i,-0.00071541-0.00025051i,-0.0010062-0.00047081i,-0.00077004-0.00082875i,-0.00045943-8.9442e-05i,-0.00055461+0.00024456i,-0.00012294-0.00028332i,0.00079703-0.0001862i,0.0006759-0.00063191i,0.00039316-0.0015888i,0.00030224-0.0016842i,0.00026863-0.0012141i,0.00013759-0.0004429i,-0.00041295+0.00016403i,0.00016534+0.00020067i,0.00064399-0.0003711i
-0.00099133-9.2109e-05i,-0.001815+0.00019302i,-0.0011636+2.7806e-05i,0.00014118-0.00043312i,7.3329e-05-0.0019004i,-0.00092905-0.0022507i,-0.0012686-0.0016488i,-0.00063708-0.00081862i,-0.0011053-0.00038585i,-0.0014117-0.00035714i,-0.00048306+8.3796e-05i,-0.0004126+5.0582e-05i,-0.00049615+0.00021682i,-0.00052647+0.00020491i,-0.00055214+0.00052256i,-0.00024702+0.0010753i,6.2001e-05+0.00097469i,0.0002272+0.00085052i,0.00032172+2.6161e-05i,0.00029381-5.1302e-05i,3.3966e-06+0.00060875i,-0.00021278+0.0008013i,0.00025784+0.00031574i
0.0003872-0.00035517i,-0.00027273+0.00042472i,-0.00030339+0.00022527i,-0.00018488-5.2509e-05i,-0.0007857-0.00041689i,-0.00057233-0.00030357i,-0.0001157+0.0006377i,0.00024769+0.00086509i,-0.00024068+2.6938e-05i,-0.00087388-0.00066841i,-0.0013785-0.0007531i,-0.0016746-0.00068009i,-0.00085763-0.00081624i,-0.00086878-0.00074712i,-0.0011408-0.00059091i,-0.00090205-0.00034775i,-0.0011197-0.00026402i,-0.0008994-0.00015047i,-0.00017393+0.00016292i,0.00077335+0.00055625i,0.00083819+0.00032752i,-0.00017334-0.00029291i,-0.00033537-0.00020462i
0.00088367-5.2824e-05i,-0.00054287+0.00032235i,-0.00096593-1.2457e-05i,-0.00046691-0.00078014i,-0.0002786-0.001183i,-0.00035935-0.0010836i,-0.00092869-0.00022364i,-0.0002827+0.00041446i,0.00070188-4.6816e-05i,0.00019738-0.00040326i,-0.00056202-0.0003058i,-0.0004571-0.00012654i,0.0001154+0.0004235i,0.00054206+0.00055397i,-0.00012352+0.00017308i,-0.0006998-0.00028429i,-6.0414e-05-0.00038403i,0.000254-0.00014447i,7.2867e-05+0.00025595i,-0.00041714+0.0012264i,-0.00092905+0.0018547i,-0.00043506+0.0010885i,0.00046301-3.3156e-05i
-0.00021126+0.001407i,0.001745-0.00058034i,0.0027362-0.0010207i,0.0030012-0.00048209i,0.0023992-0.0010152i,0.00092551-0.0014043i,0.00026088-0.00058771i,-0.00054669-0.00045318i,-0.0011809-0.00078068i,-0.0012582-2.6396e-05i,-0.0011519+0.00034974i,-0.00044845-0.00055131i,0.00058231-0.00052991i,0.0014528+0.00026226i,0.00038635+0.00074042i,-0.00070002+0.00072933i,-0.00020261+0.00029098i,-0.0002303+7.3091e-05i,-0.00058757-8.8468e-06i,-0.00073442-0.0002149i,-0.00022765-0.00010798i,0.00060482+4.0365e-05i,0.00058349+0.00037651i
0.00051312+0.00070851i,8.1239e-05+0.0017705i,-0.0001804+0.0020055i,-0.00069288+0.00089704i,-0.0007572+9.7978e-05i,-0.00088438-6.5982e-05i,-0.00067631+0.00046701i,-0.00048879+0.00074362i,-0.00084189-0.000455i,-0.00086849-9.9495e-05i,-0.00072058+0.00039579i,-0.00047692-1.4624e-05i,0.00046242-0.00052586i,0.00022689-0.0004893i,-0.00025086+2.8854e-05i,-8.5658e-05+0.00043493i,8.7198e-06+0.00030734i,0.00017321-0.00038674i,-1.0737e-05-0.00019115i,0.00012506+0.00047386i,-0.00041524-0.00017618i,-0.00081292-0.00089135i,0.000277+0.00012639i
0.002271-0.00017598i,0.0012515-0.0011751i,0.00059716-0.0020622i,-0.0001712-0.0018265i,-0.00093328-0.0021302i,-0.0017341-0.0020511i,-0.0018114-0.00048832i,-0.001302+0.00034991i,-0.00094891-1.4333e-05i,-0.0010553-0.0001124i,-0.0011886+0.00028369i,-0.00064134+0.00015025i,-0.00035116-7.397e-05i,-0.00036392+5.1853e-06i,3.3373e-05-0.00067933i,0.00041347-0.00060288i,0.0010067-0.00019872i,0.001408+7.8173e-05i,0.00083429+4.1428e-05i,0.00062499-0.00042603i,0.00032791-0.00020535i,7.8371e-05+0.00028893i,0.00037821+0.00079548i
4.8735e-05+0.0015476i,0.00018009+0.002295i,0.0015671+0.0031808i,0.0029395+0.0016886i,0.0017252-3.1909e-05i,-0.00082985-0.0006512i,-0.00154+8.9537e-05i,-0.00050587+0.00052873i,-0.00011377-3.1614e-05i,-2.3731e-05-0.00034814i,-0.00044027-0.0005907i,-0.0014761-0.00092325i,-0.0011485-0.00079441i,-0.00043761+0.0003382i,-0.00024598+0.00073555i,-0.00036898+0.00052827i,6.1684e-05+0.00058872i,0.00059544+0.0010305i,0.00042364+0.00041045i,-6.334e-05-0.00029571i,5.6797e-05-0.00058558i,2.7463e-05-5.6917e-05i,6.946e-05+0.00062634i
-0.00029122+0.0014713i,-0.00089728+0.0010743i,-0.00074391+6.886e-05i,0.00012246-1.5568e-05i,0.00059122-0.00041375i,0.00031309-0.00041771i,-0.00048236-0.00072608i,-0.00078369-0.0010088i,-0.00070493-0.00086115i,-0.00092462-0.00093903i,-0.00069253-0.00064239i,-0.0004051-4.0676e-05i,-0.00044724+0.0003863i,-0.00047424+0.00014771i,-7.7338e-05-0.00017195i,-0.00025452-0.00013329i,-0.00012805-0.00040637i,0.00024727-0.00037159i,0.00041245-2.1583e-05i,0.0004113+0.00044365i,0.00012987+0.00023644i,0.00052742-0.00047114i,0.00099341-0.00031748i
0.0013735-0.0018264i,-0.00054519-0.00039833i,-0.00089164-0.0007851i,-0.001418-0.002427i,-0.0018615-0.0035189i,-0.00163-0.0021204i,-0.000846+4.8369e-05i,8.5821e-05+0.00056859i,-6.7403e-05-0.00025333i,-0.00043881-0.00075119i,-0.00096632-0.00076778i,-0.00080414-0.00048559i,-5.4148e-05-8.9798e-05i,-0.00011151+4.6424e-05i,-0.00051499+0.00029414i,-0.00069093+0.00037897i,-0.00049539+0.00071881i,1.1583e-05+0.00054396i,0.0010603+0.00025457i,0.00077605+0.00016586i,-0.00040461+9.0741e-05i,-0.00062614+4.1649e-05i,2.5334e-05+0.00018854i
