1.5516e-05+0.00015135i,0.00017157-0.0014105i,0.00016987-0.0029039i,-0.00016188-0.0025202i,-0.00089011-0.0010464i,-0.0016084+0.00023433i,-0.0014372+0.00082202i,0.00022735+0.00075567i,0.0013918+0.00015725i,0.0012139+8.9239e-05i,0.00057535+0.00032278i,-0.0004006-0.00020056i,-0.00090828-0.00026219i,-0.0008261+0.00012873i,-0.00035483+0.00044975i,-0.00024947+0.00014066i,-0.00030296-0.00050868i,0.00033024-0.00085528i,0.00024753-0.00097136i,-0.00076943-0.0011498i,-0.0006012-0.0010034i,0.00023098-0.00062489i,0.0003219-0.00013571i
0.00011715-0.0015043i,-0.0006486-0.0016298i,-0.00045737-0.00067185i,-0.00033986-0.00046479i,3.2623e-05-0.00099742i,-0.00053137+0.0001712i,-0.0013067+0.00074461i,-0.0013853+0.00027383i,-0.0013376-0.00010675i,-0.00071815-0.00016033i,-0.00029245+0.00016234i,-0.00074398+0.0002134i,-0.00069266+0.00010411i,-0.00012035+0.00081049i,-6.1111e-05+0.0012411i,-9.7188e-05+0.00053097i,0.0003228-0.00023956i,0.00097772-0.00034579i,0.0003011-0.00052116i,-5.6365e-05-0.0011626i,0.00072564-0.00096725i,0.0011571-0.00062861i,-3.9209e-05-0.00097254i
0.00028727+0.00099922i,0.00016188+0.0013486i,0.0005389+0.0018314i,0.00096132+0.00088917i,0.00026751-0.00098185i,-0.00058885-0.00054704i,-0.00057856+0.0012335i,-0.00057892+0.00077076i,-0.00074322-0.00074937i,-0.00070213+0.00022855i,-0.00072574+0.00093849i,-0.0011122-1.8844e-05i,-0.00082811-0.00017613i,-0.0001831+5.6932e-05i,0.00038258+0.0002896i,0.0005906+5.2953e-05i,0.00017633-0.00021294i,7.1264e-06+0.00022663i,-0.00032798+0.00055304i,-0.00056691+0.00041163i,0.00023377-0.0002849i,0.00059592-0.00058172i,0.00074863-0.00065244i
-8.1388e-05-0.00158i,0.00065929-0.00099581i,0.00043256-0.00068837i,-0.00023322-8.6498e-05i,0.0001232+0.00053421i,0.00069995+0.00093098i,0.00047368+0.0018411i,0.00012429+0.0015904i,0.00015102-0.00016188i,0.00058969-0.00045373i,0.00057842+0.00064007i,-1.6599e-05+0.00067875i,-0.00038686-5.1116e-05i,4.4782e-05+6.1249e-05i,0.00081483+0.00076832i,0.00082892+0.0010903i,0.00075999+0.00088006i,0.00046455+0.0001234i,0.00020703-0.00016211i,0.00038251+0.00040113i,0.00038334+9.5113e-05i,-1.4289e-05-0.00033823i,-0.00010565-0.00014665i
0.00016447+0.00066802i,-0.0005281+0.0015954i,8.4055e-05+0.0013728i,0.00027499+0.00099822i,2.9411e-05-0.00064964i,0.00021526-0.0018225i,-0.00021014-0.00077241i,-0.00037723-3.3572e-05i,-6.9102e-05+3.2405e-05i,0.00015274+0.00026992i,-9.8888e-05+5.8546e-05i,-0.00052741+6.407e-05i,-0.00075088-0.00030449i,0.00039807-0.000762i,0.0010593-0.00038992i,0.0006922-6.0185e-05i,0.00034036-0.00038086i,-0.00064915-0.00058428i,-0.00085168+0.00028896i,5.7089e-05+0.00063043i,0.00041578-0.00032676i,0.00060213-0.00040831i,0.00081733+0.00017634i
0.0016094+0.00049666i,0.0017161-0.0010364i,0.0020524-0.0025913i,0.0021123-0.002306i,0.00075669-0.0012271i,0.00012482-0.00081238i,-0.000492-0.00015892i,-0.0008753+0.00015218i,8.6933e-05-0.00035807i,-0.00031069-0.0001666i,-0.001311+0.00084826i,-0.0011412+0.00069371i,-0.00027307+0.00036916i,0.00027059-9.3953e-05i,-7.3831e-05-0.00099597i,4.8664e-05-0.00042288i,-0.00020525+0.00022959i,-0.0002+3.9875e-05i,0.00028862-3.2248e-05i,0.0002042-0.00013404i,0.00046352+1.7703e-07i,0.00063093+0.00056857i,0.00036974-0.00031598i
0.00096385+0.0017247i,0.0029212+0.0011887i,0.0030338+0.00067527i,0.0020372-0.00032747i,0.00053229-0.0017689i,-0.0012473-0.0011373i,-0.0016071+2.8364e-05i,-0.0012485-0.00012532i,-0.00048159+3.2814e-05i,0.00024389+0.0006034i,-6.1287e-05+0.00068815i,-0.00047921-0.00018365i,-0.00086803-0.00038093i,-0.0012444+0.00017227i,-0.0005003+0.00032244i,0.00043779+0.00070579i,0.00036389+0.00049176i,3.4304e-06-0.00072665i,0.00085015-0.00091723i,0.00047757+7.9619e-05i,-0.00030847+0.00083856i,-0.00021626+0.0011069i,7.273e-05+0.00097582i
-0.00059045-0.0012211i,-0.002525-0.00026336i,-0.0026993+0.00025632i,-0.001382+0.0008252i,-0.00027419+0.00039793i,-0.00015512-7.213e-05i,-0.0003243+0.00021002i,-0.00051095+0.00029739i,-0.001188-3.9424e-05i,-0.0010692-0.00058289i,-0.00063068-4.3633e-05i,-0.00031382+4.7034e-05i,0.00055672-0.00014171i,0.00035236+0.00031707i,-0.00019353+0.00046871i,0.00033233-0.00016436i,0.00075048-0.00012369i,0.00033155+0.0004621i,-3.3916e-05+0.00068181i,6.6662e-06+0.00043489i,6.8922e-05-0.00021136i,-0.00026905-0.00035408i,-0.00061084-0.00062262i
0.0019401+0.00047887i,0.004003-0.00046129i,0.003948-0.00081742i,0.002165-0.0010736i,0.00039698-0.0016639i,-0.00057488-0.0021339i,-0.00063642-0.0016991i,-0.00021433-0.00077829i,-0.00013218-0.00046533i,-0.00045462+0.00011025i,-0.00057429+0.0016557i,-0.00019245+0.0016362i,-8.1815e-05+0.00047007i,-0.00081746+0.00046481i,-0.00089752+0.0007701i,-0.00032499+0.00032166i,0.00035747+0.00017741i,0.00078294+0.0012013i,-6.2488e-05+0.0014949i,-0.0006617+0.00085073i,-0.00042564+9.8862e-05i,-0.0010694-0.00040983i,-0.001487-0.00039333i
-0.0017451-0.00013868i,-0.0016773+0.0016044i,-0.00054322+0.0026067i,0.00047749+0.0014876i,0.00091709-0.00044132i,0.0010042-0.00068112i,0.00017053-0.00021334i,-0.00026497+5.2689e-07i,-0.00031441-6.2044e-05i,-0.00069077-0.00034752i,-0.00059178+0.00012153i,-0.00051283-0.00014139i,-0.00060022-0.00048455i,-8.439e-05-0.00033037i,-0.00016207-0.00026779i,0.00013025-0.00014998i,9.6468e-05-0.0001512i,-0.00038418-0.0005249i,-0.00041089-0.0001165i,-0.00052609+0.00059961i,-0.00016814+0.00018155i,0.00038627-0.00032151i,0.00034523-8.0023e-07i
0.00081719+0.00044791i,0.0014211-0.00079638i,0.0020866-0.0014617i,0.0014003-0.0018491i,-6.1025e-06-0.0020038i,-0.0012909-0.00051607i,-0.0013006+0.00040031i,-0.0005536-0.00030868i,0.00027634-0.00054859i,-0.00025443-0.00016172i,-0.001136-0.00021009i,-0.00085123-0.0003468i,-0.00062511+0.00056026i,3.0277e-05+0.00072126i,0.0002498+0.00064387i,-0.00026241+0.00046233i,-0.00067186+0.00022484i,-0.00073914-2.0309e-05i,-0.00032834-0.00051328i,0.00039516-0.00041983i,0.00052649+7.8416e-05i,0.00012485+0.00039591i,-0.00048569+0.00068122i
-4.4088e-06+0.00073433i,-0.00081078+0.00073858i,-0.0010201+0.0011767i,-0.0004432+0.00067125i,1.0807e-05-0.00025867i,0.00011489-0.0010444i,-0.00021833-0.00088029i,-0.00049869+1.781e-05i,-0.0007939-0.0001772i,-0.0014716-0.00044951i,-0.0015053-0.00036733i,-0.00142-0.00052703i,-0.0014264-1.6112e-05i,-0.0010982+0.00113i,-0.0003155+0.0007713i,0.00062293+0.00058117i,0.00048732+0.00097905i,0.00036555+0.00078719i,0.00031129+0.00072886i,-0.00027185+0.00040848i,-0.001217+6.0494e-05i,-0.00096046+0.00049895i,-4.2068e-05+0.00022747i
-0.0004944+0.00011694i,0.0003045+0.00053809i,0.0019592+0.00040836i,0.0028169+0.00078598i,0.0015622+0.00071952i,-0.00023146-0.00017307i,-0.00077597-0.00080567i,-0.00051816-0.00089012i,-0.00060568-0.00098221i,-0.0012659-0.0012004i,-0.0010819-0.00065742i,7.8447e-05+0.00067951i,0.00058179+0.0012231i,-0.00013908+0.0010092i,-0.00046824+0.00094401i,-9.1455e-05+0.00081418i,6.072e-05+0.00013878i,0.00022619-0.00045233i,0.00030374-0.00022806i,0.00020234+0.00047132i,-2.4018e-06+0.00054713i,0.00044559+3.3192e-05i,0.0002681+0.00018183i
0.00028994+0.0025912i,0.00058326+0.0020459i,0.0010134+0.0014964i,0.0014187+0.0010342i,0.0012057+0.00036853i,-9.6875e-05-0.00020381i,-0.00051346-0.00057166i,-0.00051735-0.00065133i,-0.00085143-0.00063161i,-0.00044913-0.00078013i,0.00038416-0.00042085i,-0.00023678-0.00038321i,-0.00095727-0.0009902i,-0.00074875-0.00046379i,-0.00068896+0.0001676i,-0.00083694+0.00022531i,-0.00040605-2.6743e-05i,-0.00026062-0.00050574i,-0.00068296-0.00090591i,-0.00064539-0.00023046i,-0.00010093+0.00032989i,0.00022192+0.00042879i,-0.0003486+0.00022642i
0.0014519+0.00057032i,0.0020872+0.00015263i,0.002414-0.00041505i,0.0016664-0.00094236i,0.00017316-0.0015756i,-0.00048925-0.0023414i,-0.00016768-0.0011365i,-0.00051666+0.00070536i,-0.0004901+0.00074354i,-2.7544e-05+0.0004879i,-0.0007504+0.00034927i,-0.0012568-0.00028826i,-0.0012366-0.00028279i,-0.0010244+0.00082888i,-0.00034231+0.0018712i,0.00038738+0.0017134i,0.00041306+0.00097574i,-5.6867e-05+0.00069738i,-0.00058169+0.00056991i,0.00011512+0.0002568i,0.0010015+0.00041786i,0.00038564+0.0002688i,0.00031851-0.00047297i
-0.0022309+0.00064141i,-0.001493+0.0004633i,-0.00097493+0.00037156i,-0.00022452+0.0012188i,-0.00021821+0.0011076i,-0.00038363+7.7875e-05i,0.00019895+3.9497e-05i,0.00019959+0.00086147i,-0.00027255+0.0011039i,-0.00057529+0.00055246i,-0.00084714+0.0002127i,-0.00099649-0.00010194i,-0.001467-0.00017976i,-0.0014309-0.00018335i,-0.00050685+0.00015993i,2.3405e-05+0.00040594i,2.1467e-06+0.0001132i,-0.00060621+0.00052849i,-0.00053964+0.00065678i,0.00019498+9.9071e-05i,-0.0001637-5.4984e-05i,-0.00013891+0.00059852i,0.00063928+0.00088361i
-0.00069613-0.0017356i,-0.0017662-0.00099917i,-0.0023404-0.00063483i,-0.0016501-7.542e-05i,-0.0015469+0.00043929i,-0.0022116-3.0645e-05i,-0.0021824-0.00086704i,-0.0012955-0.00081264i,-0.0010314-0.00062339i,-0.0015806-3.4026e-05i,-0.0022999+0.00087775i,-0.0016388+0.00061427i,-0.00023291+0.00039497i,-7.7019e-05+0.00073483i,-0.00040253+0.00069969i,-0.00021579+0.00052135i,-0.00068828+0.00023128i,-0.001107-0.00030168i,-0.00013646-0.00052904i,0.00032437-0.00043805i,0.00051867+0.00037094i,0.00032869+0.00087229i,-6.1045e-05+0.00019754i
0.00014083-0.00040644i,-0.0005221+0.0006653i,-0.0010497+0.0010919i,-0.00044734-0.00023168i,-0.00061434-0.00054276i,-0.0013361+0.00043897i,-0.0012196+0.0011261i,-0.00090576+0.0014339i,-0.00082206+0.0012053i,-0.0014976+0.00096719i,-0.0016696+0.00015943i,-0.00057318-0.0008763i,-0.00030849-0.00063676i,0.00031325-6.848e-05i,0.0010046-0.00013295i,0.0011773-0.00012455i,0.00133+0.00047922i,0.0011497+0.0014113i,0.00087151+0.0012719i,0.00062469+2.697e-05i,0.00073497-0.00044221i,0.0005337+1.3298e-05i,0.00040242+0.00043846i
-0.00050989-0.00066949i,-0.0002578-0.00070551i,-0.00080953-0.0003107i,-0.0016138-0.00051194i,-0.001606-0.0013992i,-0.0017125-0.00076867i,-0.00095297+0.00013457i,-4.3912e-06+0.00030989i,-0.00034746+0.00018075i,-0.000695+0.00024525i,1.7362e-05+0.00075108i,-0.00030618+0.00096422i,0.0003897-0.00045031i,0.00095734-0.0014883i,-9.4218e-05-0.0005532i,-0.00092934-8.8646e-05i,-0.00084076-0.00051792i,-0.00048968-0.00060515i,0.00022471-0.00048043i,0.00040364+0.0001118i,-2.8477e-05+9.8735e-05i,0.00034796-0.00054503i,-0.00017505-0.00086383i
0.0010616-0.00021844i,0.00032591+0.00020619i,0.00099434+0.00035341i,0.0023377-0.00023821i,0.0027663-0.00016679i,0.001589+0.00012547i,0.00086406-0.00017965i,0.00035207-0.00050268i,-0.00014722-0.00070565i,-0.0002534-0.00095047i,-0.00050813-0.00088653i,-0.00066266+0.00036688i,-0.00052013+0.0014971i,7.3325e-05+0.00092333i,0.00027952+0.00066443i,-3.7159e-05+0.00049929i,-0.00075427+0.00031534i,-0.00071565+8.581e-05i,-0.00029207-0.00011336i,9.7274e-05+6.5001e-05i,0.00083696+0.0005186i,0.0011412+0.00055385i,0.00049122-0.00015584i
-0.0009088-0.00062992i,0.00078359+0.0012133i,0.0011392+0.0012916i,-0.00051449+0.00072795i,-0.0010272-0.00041757i,-0.00025482-0.0010988i,-0.00044713-0.00040243i,-0.00023807+0.00013792i,-5.9848e-05-0.00037072i,-0.00065915-0.00080342i,-0.00042318-0.00012437i,0.00013069+0.00012445i,0.00065349+0.00013865i,0.00034593+0.000143i,-0.00042263-3.8071e-05i,-0.00072163+0.00010294i,-0.00067196+0.00061413i,-0.0005666+0.00082016i,-0.00011095+0.00067164i,0.00010619+0.00035114i,-0.00030551+9.832e-05i,-0.00045744-0.0003477i,-0.00028854-9.9713e-05i
0.00074329-0.00066209i,4.7123e-05-0.00091052i,-0.00090953-0.0016401i,-0.0013837-0.0022672i,-0.0015905-0.0020633i,-0.0018885-0.0018543i,-0.001526-0.00054073i,-0.00069476+0.00039603i,-0.00038754+6.9507e-05i,-0.00077481-0.00048417i,-0.0011209-0.00093628i,-0.00098495-0.00039279i,-0.00084676+0.00045765i,-0.00074991+0.00033651i,-0.00014771+0.00025317i,0.00091944+0.00030024i,0.00088065-9.622e-05i,0.00034963-0.00044907i,0.00010065+3.6947e-05i,0.00040848+0.00077017i,0.00060982+0.0011237i,-0.00025987+0.00094418i,-0.00043389+0.00043907i
0.0020033+0.00094467i,0.0038269+0.00077466i,0.0051209-0.00057229i,0.003865-0.0007081i,0.0011616-0.00052835i,-0.00017416-0.00092811i,-0.00040667+0.00017189i,-0.00055514+0.00045501i,-0.00078763-0.00059016i,-0.00074559-0.00092358i,-0.00058804-0.00057285i,-0.0011896-0.00029055i,-0.0012926-0.00047066i,-0.00068587-0.00045692i,-0.00024925-0.00030952i,2.0854e-05+9.7264e-05i,-0.00023184+0.00040514i,-0.00027919-0.00045065i,0.00040971-0.00026474i,0.00037919+0.0005693i,-8.6548e-05+0.000294i,0.00034635+0.00016184i,0.0010773+6.6346e-05i
-0.0029689-0.00045325i,-0.0035973+0.00073954i,-0.0034131+0.0013799i,-0.0029815+0.0018238i,-0.0020447+0.001534i,-0.00071102+0.00051448i,0.00028907+0.00096884i,-0.00011246+0.0009269i,-0.0015477+0.00055517i,-0.0019003+0.0004567i,-0.00066316-0.00020054i,0.00085276-0.00046321i,0.0016619-4.4995e-05i,0.00062525-0.00026714i,-0.00061686-0.00025939i,0.00025639+0.00029151i,0.0016463+0.00010798i,0.0018462-0.00053464i,0.0012551-0.00049205i,0.00069328+0.00016236i,0.00020774+0.00027352i,0.00064152+0.00030728i,-0.00013171+0.00039823i
0.0019427+0.00034788i,0.0021373-0.0011768i,0.0023783-0.0024743i,0.0022308-0.0034046i,0.0013317-0.0040982i,-0.00013687-0.0029719i,-0.00058446-0.0012816i,-0.00044532-4.6185e-05i,-0.00013504-1.3891e-05i,-1.7329e-05-0.00053157i,-0.00068261-0.00011287i,-0.0014856+0.00052738i,-0.0016162+0.0010854i,-0.00030989+0.0014175i,0.00065637+0.0010627i,-0.00016553+0.00059702i,-0.00038084+0.00017226i,0.00096051-0.00026512i,0.0015137-1.5206e-05i,0.00053431-1.611e-05i,-0.00076717-0.00065677i,-0.001333-0.00051954i,-0.00076023+0.00027042i
-0.00020352+0.00063157i,-0.00059748+0.0012243i,-0.00045475+0.000607i,0.0007829+8.1735e-05i,0.0013229-0.00034647i,0.00078454-0.00062477i,-0.00011193-0.00032566i,-0.00056986+0.00033838i,-0.00088916+0.00077147i,-0.0012558-9.2817e-05i,-0.0011285-0.00067644i,-0.00063428-0.00047712i,-0.00011941-0.00094455i,0.00065279-0.00089796i,0.0010757-4.3219e-05i,0.00042403+0.00022981i,-0.00055335+0.00041923i,-0.00074076+0.00051731i,-0.00029216+1.8788e-05i,-3.8885e-05-0.00037534i,-0.00017743-0.00041557i,-0.00028742-0.00027498i,-0.00048107-0.00038943i
0.00053611-0.001607i,0.00010305-0.00039702i,-0.00014452+0.0003452i,-0.00063742+0.000683i,-0.0011596+0.00019173i,-0.0010502-0.00025793i,-0.0011552-0.00010785i,-0.00059812+9.6425e-05i,-0.00053414-0.00013877i,-0.0010864-0.00049082i,-0.00080673-0.00033053i,-0.00054183-0.00044652i,-3.8226e-05-0.00092643i,0.00049916-0.00062586i,-0.00040025+0.00038863i,-0.00039624+0.00051702i,0.00031554+0.00083943i,0.00011806+0.0014456i,0.00021202+0.0012149i,0.00036928+0.00065129i,9.5677e-05+0.0004548i,8.5939e-05+0.00065845i,0.00034468+0.00040606i
-0.00059852+0.0016866i,-0.00090492+0.0012533i,3.502e-05+0.00010099i,0.00082767-0.00075697i,0.0012357-0.00061343i,0.00018005-0.00048473i,-0.00099635-0.00017366i,-0.0011609+0.0001025i,-0.00079406-0.0006695i,-0.00035509-0.0008788i,0.00014777+0.00018456i,0.00054441+0.0011787i,-0.00023933+0.0013902i,-0.00080988+0.0010862i,-0.00079308+0.00069864i,-0.00099035+0.00042189i,-0.001041+0.00070718i,-0.00036212+0.00078222i,0.00079357-0.00014726i,0.00069707-0.00062206i,5.3254e-05-0.00056937i,0.00027395-0.00059072i,-0.00030196-0.00093185i
0.0007402-0.00071114i,0.001905-0.00023874i,0.00227+0.0004424i,0.0021654-0.00014734i,0.00084274-0.0016984i,-0.00076081-0.0020554i,-0.0014121-0.00015183i,-0.0013566+0.00090535i,-0.0013513-0.00018951i,-0.0013995-0.00080993i,-0.001287-0.00056137i,-0.00093546+6.4389e-05i,-0.00035199+6.2896e-05i,-2.7676e-05-0.00020021i,-0.00044601+0.0001293i,4.2287e-05+0.00027165i,0.00084578+0.00015735i,0.00080772+0.00024431i,0.00064032+0.00083648i,0.00023628+0.00020778i,0.00027565-0.00084183i,0.00029571-0.00036836i,2.0767e-05+0.00082958i
0.0016612+0.00036807i,0.0022039-0.00077329i,0.0033979-0.0022558i,0.0020612-0.0018769i,-0.00025625-0.0017062i,-0.001519-0.0015824i,-0.0015618-0.00075118i,-0.0011086-9.4982e-05i,-0.00070302-0.00076017i,-0.00070808-0.0013335i,-0.0011537-0.0010341i,-0.0016531+0.0001454i,-0.0017681+0.0014076i,-0.0013038+0.0010215i,-0.0010009-0.00028963i,-0.00097128-0.0011401i,-0.00063967-0.00124i,-0.00019969-0.0004545i,-0.00040244+0.00043685i,-0.00076623+0.00060532i,-0.00062569+0.0004313i,-4.9839e-05+0.0001911i,-0.0001413+0.00023748i
0.00094137+0.0020256i,0.00012776+0.0015525i,0.00063851+0.00074213i,0.00099057-0.00019939i,0.00043559-0.00092093i,-0.00061114-0.0001608i,-0.001198+9.3959e-05i,-0.00058347-0.00050976i,3.0707e-05-0.00023322i,0.00021076+0.00027052i,0.00012729-0.00041583i,-0.00013019-0.00052286i,9.4982e-05+0.00044482i,-0.00041948+0.00045704i,-0.00069792+2.5903e-05i,-0.00068849+0.00031159i,-0.00046711+0.00076277i,-0.00024124+0.00032146i,-0.00024553+2.1036e-05i,-0.00010477+0.00013392i,4.1497e-05+0.00036105i,0.00014007+0.00041323i,-4.2163e-05-0.00022588i
0.000279+0.0014283i,0.0015185+0.001056i,0.0025501+0.001095i,0.002247+0.00035693i,0.0014761-0.0008658i,0.00052599-0.0021678i,-0.00040011-0.0019467i,-0.00078303-0.00061588i,-0.00038537-0.00036022i,0.00020721-7.175e-05i,-0.00047499-0.00037461i,-0.00095209-0.0013368i,-0.00091191-0.0011853i,-0.0010704-0.0001233i,-0.0010058+0.00029218i,-0.0011158-1.3948e-05i,-0.00067015+3.4707e-05i,4.8667e-05-0.00020449i,0.00037287-0.00052851i,0.00021081+0.00054716i,0.00055877+0.00092947i,0.0007381+0.00088049i,-0.00012882+0.0012843i
-0.0016024+0.00014256i,-0.0010946+0.0018195i,-0.00029107+0.0011581i,0.00086063-0.00027626i,0.0012509-0.00081377i,0.00052007-0.00073593i,-0.00060088-0.00072128i,-0.0012922-0.00043932i,-0.001666-0.00056066i,-0.0014294-0.00072252i,-0.00094436+0.00020446i,-0.0012705+0.00061839i,-0.0011695+0.00066817i,-5.0864e-06+0.00052264i,0.00089339-0.00027124i,0.00085089-0.0003965i,0.00034478-0.00015233i,5.7631e-07-0.00025673i,0.00011097+0.0002652i,0.00016368+0.00034181i,2.978e-05-8.1157e-05i,-0.00018344-2.2118e-05i,6.8962e-06-0.00011691i
0.00047747+0.00046184i,0.00065134-6.094e-05i,0.0013956-0.0012312i,0.0012466-0.0015741i,-0.00052886-0.0012374i,-0.001348-0.00099527i,-0.0011729-0.00027723i,-0.0010565-4.0311e-05i,-0.0011991-0.00021839i,-0.0012318-0.00010091i,-0.0011346-0.00036456i,-0.0013258-0.00081285i,-0.0015237-0.00093579i,-0.0013696-0.00076732i,-0.00069893-9.1503e-05i,5.2722e-05+0.00032639i,0.00035342-0.00011284i,-0.00013334-0.00017305i,-0.00018381+0.00025039i,0.00015365+0.00082708i,-0.00024005+0.00074792i,-0.00068909+4.7888e-05i,0.0002793-0.00031102i
-0.00035188-0.00058899i,-0.00087681+0.0012879i,-0.00086024+0.0015565i,-0.0011935-0.00010519i,-0.0015754-0.0011269i,-0.0018773-0.00074122i,-0.0018707+7.5042e-05i,-0.0012129+0.00030564i,-0.0014393+9.5807e-06i,-0.0013574-0.00038247i,-0.00060338-0.00028383i,-0.00038471-0.0003886i,0.0003889-0.00053386i,0.00059425-0.00031065i,5.6436e-05+7.4231e-05i,-0.0003416-0.000271i,0.00028125-0.0006771i,0.00063838-0.00033527i,-3.0201e-05-0.00028271i,-0.00050223+0.00025318i,0.00043586+0.00061826i,0.00098912+0.00017718i,0.00078196+0.0001139i
0.0026632+0.001076i,0.00073854+4.9235e-05i,8.7022e-05-0.0011915i,0.000546-0.0021796i,0.00028315-0.0019886i,-0.00059793-0.00088816i,-0.0010104-0.0003659i,-0.00045109-0.00033827i,-9.084e-05+5.5704e-05i,-0.00056512-7.7207e-05i,-0.0005852-0.00082785i,4.2787e-06-8.6062e-05i,0.00060993+0.00097412i,0.0007412+0.0005523i,-0.00045627-0.00010714i,-0.00097399-0.00043384i,-5.4034e-05-0.00073913i,0.00079982-0.00069417i,0.0012038-0.00035279i,0.0009295-9.5083e-05i,9.4947e-07-0.00029442i,-0.00043774-0.00071152i,-0.00056562-0.00053203i
0.00019709+0.00052326i,0.00029606+0.0024003i,0.00059753+0.0022256i,0.00088372-0.00014877i,0.00077354-0.0024438i,0.00035655-0.0026562i,9.0285e-05-0.00075436i,0.00029619+0.00026183i,0.00043017-5.5929e-05i,-0.00013941-4.9861e-05i,-0.00054433-0.00014371i,-0.00042421-0.00030418i,-0.0003792+0.00023712i,-0.00034894-7.4728e-05i,2.489e-05-0.00044561i,0.00021172-6.9151e-05i,-0.0003534+0.00011538i,-0.00079874+0.00023924i,0.00042577+9.4514e-05i,0.00087244+0.00055791i,0.00020828+0.00039301i,0.00065867-0.00011888i,0.0001419+4.7428e-05i
0.0018788+0.00016266i,0.0018843-0.0021748i,0.0017563-0.0032505i,0.0015929-0.0026907i,0.0010897-0.002192i,-0.00034424-0.0014177i,-0.0014065+0.00013477i,-0.0013622+0.00054977i,-0.00078215+4.9752e-05i,-0.00021982-0.00047481i,-0.00035456-0.0006955i,-0.00065991+8.3354e-05i,-0.00088981+0.0005773i,-0.00041975+0.00066153i,-0.00014189+0.0003005i,-0.0001127-8.4004e-05i,2.438e-05-0.0005855i,3.4258e-05-0.00052999i,-0.00029263-0.00016186i,-0.00013-0.00051899i,0.00025058-0.00022802i,0.00014553+0.00090804i,0.00032038+0.0016248i
0.00045375+0.0010677i,0.0021509+0.00062778i,0.0026949+0.0015755i,0.0021833+0.0011966i,0.0021572+0.00022607i,0.0010245-0.00085601i,-0.00014977-0.00097082i,-0.00018604-0.00014541i,4.9024e-05-0.00045428i,0.00012477-0.0001797i,-8.493e-05+0.00025976i,-0.00014542-0.00092481i,-0.00071436-0.0011699i,-0.00097097-0.00038195i,-0.00012852+0.00023932i,0.0009306-0.00018266i,0.0011161-0.00017162i,0.00030516+0.00032832i,-0.00037409+0.00090273i,-0.00080762+0.00082507i,-0.00061429+0.0003905i,-0.00016159+0.00062656i,2.8814e-05+0.0010229i
-0.00066634+0.0010488i,9.5597e-05+0.00083188i,0.0013287+0.00057394i,0.0027775+0.00051342i,0.0030427-0.00022805i,0.0012298-0.0011137i,-0.00048614-0.00049306i,-0.00089844-0.00034421i,-0.00036463-0.00087582i,0.00014832-0.00076787i,-0.00028718-0.00060141i,-0.0011233+0.00015029i,-0.00099439+0.00014857i,-0.00075127+0.00013016i,-0.00097809+0.0011767i,-0.0003251+0.0011509i,0.00058694+0.0010653i,0.00024887+0.00084259i,-0.00039258+0.00036375i,-0.00064821-0.0006343i,-0.00065457-0.00098609i,-0.00054883+0.00018756i,-0.00074683+0.00094878i
0.00071722+0.0013147i,0.00061905+0.0018483i,0.00073357+0.0034316i,0.00059681+0.0026059i,-0.00042028-0.00034874i,-0.001256-0.0018282i,-0.0017785-0.00093603i,-0.0013197-0.00031494i,-0.0011048-0.00094989i,-0.0013955-0.0010312i,-0.0014744-0.0010424i,-0.0011392-0.0011168i,-0.00016344-0.00071599i,-0.0001854-0.00046425i,-0.00077652-0.00046562i,-0.0010577+6.473e-05i,-0.0011475+0.00049013i,-0.00086606-0.00028598i,-0.00023943-0.0018194i,0.00061926-0.0013355i,0.00035799-0.00010583i,-0.00034163-0.00012134i,-0.00025953-0.00015316i
0.00098411-0.0016051i,0.00046956-0.0016336i,0.00035911-0.0022851i,-0.00053456-0.0031178i,-0.0014002-0.0036013i,-0.001307-0.0024517i,-0.0011733-0.00027926i,-0.0014136+0.00071964i,-0.0014045+8.3909e-05i,-0.0020829-0.00034989i,-0.0024339-0.00013226i,-0.00080754+0.00027769i,0.00051911+0.00034078i,0.00064295+0.00071294i,0.00039747+0.00064617i,0.00026515+9.8173e-05i,0.00035001-0.00050528i,0.00026126-0.00033546i,-2.2177e-05-0.00017469i,1.5049e-05-0.00055592i,-0.00018923-0.00027406i,0.00012088+0.00048437i,0.00040584+0.0002265i
0.00093845-0.00080614i,0.0004003-2.708e-05i,0.00089058-1.4272e-05i,0.0011482-0.00065413i,-0.00055479-0.0015069i,-0.0012266-0.001133i,-0.0011785-0.0010719i,-0.00072106-0.00038129i,-0.00026796+0.00015826i,-0.00061707-0.00054845i,-0.0011843-0.00068568i,-0.0011294+0.00012165i,-0.00043411+0.00035961i,-0.0003369+0.00059368i,-0.0013365+0.00050391i,-0.00052641+0.00018547i,0.00083506+0.00021651i,0.0012787+0.00058567i,0.00085006+0.00057736i,-7.0829e-06+0.00017491i,-0.00048782+0.0002963i,-0.00052639+0.00055086i,-0.00042693+0.00059879i
