-0.003502+0.00050929i,-0.003594+0.001369i,-0.0040181+0.0017092i,-0.0032293+0.001252i,-0.0023483+0.0012833i,-0.0014629+0.0019381i,-0.0012176+0.0016018i,-0.00084285+0.0020807i,0.00025381+0.0022399i,0.0012557+0.0010478i,0.0014798-0.00027507i,0.0010046-0.00080496i,0.00027701-0.00099195i,-0.00079804-0.00034742i,-0.00061703+0.00023821i,0.00010642+0.0001983i,4.222e-05+0.00031406i,-0.00026789+0.00051546i,7.2165e-05+0.00025129i,9.1766e-05-0.00078499i,8.3216e-05-0.0012759i,0.00032167-0.00097429i,0.00055748-0.00060322i
0.00064586-0.0019589i,-0.0015325-0.0019979i,-0.0018624-0.0031117i,-0.00151-0.0027149i,-0.0017618-0.0010618i,-0.0014853+0.00054617i,-0.0015789+0.00095306i,-0.0007558+6.3567e-05i,0.00059721-0.00079794i,0.00057876-0.00082099i,-0.00045023-9.787e-05i,-0.00064798+0.00031756i,-1.9403e-06+0.00022673i,-0.00048536+0.00055374i,-0.00089199+0.000322i,-5.7371e-05-0.00035804i,0.00047838-0.00013469i,0.00067167+0.00033069i,0.00057923+0.00067604i,0.00052876+0.0007728i,0.00019508+0.00017484i,0.00017859-0.0003631i,0.00038485-0.00051443i
-0.00024004+3.2753e-05i,0.0009621+9.3318e-05i,0.0016976+0.00079242i,0.00087788+0.00031602i,0.00066847-0.0008324i,0.0012267-0.00088596i,0.00090505-0.00050275i,-0.00031473-0.00052399i,-0.00030697-0.00029034i,0.00024326+0.00031743i,0.00029809+0.0001886i,0.00075568-5.8073e-05i,0.00055661-4.175e-05i,2.3868e-05+0.00031436i,-0.00030903+0.00054929i,-0.00074531+0.00026495i,-0.00074413+0.00034776i,-6.9343e-05+0.00020037i,2.0032e-05-0.00020085i,-0.00057534-0.00034947i,-0.00057302-0.00014301i,0.00022753+0.00010451i,0.0003963+6.8624e-05i
0.00013417+0.00082778i,0.0011075+0.00041453i,0.0018584+0.0012119i,0.0016176+0.0011707i,0.0010508+0.00034497i,0.00019288-0.0006891i,-0.00085525-0.0013209i,-0.00057733-0.0011207i,0.00068404-0.00050272i,0.001259-0.00012278i,0.0006141+0.0007786i,0.00020872+0.00067171i,0.00015077-0.00060365i,-0.00052684-0.00065352i,-0.00062591+4.9844e-05i,0.0003033+0.0006689i,0.00046871+0.00078013i,0.00022009+0.00085316i,0.00018465+0.00098647i,-0.00015962+0.00043157i,-1.7305e-05-0.00015569i,0.00056279-0.00043023i,0.00077562-0.00062496i
-0.00059629-0.00083451i,-0.00059204+8.8984e-05i,-0.00096472+0.00097478i,-0.0014017+0.00090018i,-0.00096682+0.0005678i,-0.00030841+0.0001057i,-0.00049211-0.00051266i,-0.00021604-0.00044413i,0.00079083+5.3946e-05i,0.00077276+0.00012198i,-1.1789e-05-5.3969e-06i,-0.00030101-0.00027348i,-7.5789e-05+0.00040025i,-2.5813e-05+0.0004094i,-2.1607e-05-0.00011468i,-0.00010643-0.00022368i,-0.00034258-0.0008108i,1.4368e-05-0.001005i,-0.00020026-0.0012318i,-7.5338e-05-0.0011526i,0.00047612-0.00044347i,0.00029075-0.00028681i,-0.00040764-0.00032986i
0.00039062-0.00026183i,0.000818+0.00023689i,0.00059935+0.00034539i,4.4327e-05-0.00048327i,-0.00056408-0.00049221i,-0.00062487-0.00011754i,-0.00029368-0.00041892i,5.884e-05-0.00043948i,-1.3173e-05-0.00067859i,0.00015053-0.001014i,0.00034803-0.00036884i,0.00041158+0.00013378i,1.2127e-05-6.8316e-05i,-0.00021511-0.00018634i,-2.0199e-05+0.00037824i,-0.00024241+0.00038753i,-0.00068901-0.00048833i,-0.00078583-0.001074i,-0.00060308-0.00093124i,-0.00061915-0.0007196i,-0.00075781-0.00019744i,-0.00054043+0.00014545i,-0.0007204-0.00019061i
0.00018283+0.00089256i,-0.00010656+0.0010511i,5.9268e-05+0.00019693i,0.00034852-0.00027424i,0.00050142-0.00027293i,-3.026e-05+9.2913e-05i,-0.00017913+0.00066237i,-0.00014623+0.00075005i,0.00055663+9.6797e-05i,0.00088768-0.0010578i,4.5092e-05-0.0010856i,-0.00020262-0.00014204i,0.00013925+0.00033174i,-0.00017653+0.00053392i,-0.00061325+0.001016i,-0.00067077+0.0015996i,0.00027366+0.0011267i,0.00058341+0.00032368i,0.0002651-4.0085e-05i,0.0002505-6.4802e-05i,0.00054194-0.00027165i,0.0007501-0.0010694i,0.00045208-0.0011666i
0.0011249-0.00069091i,0.0005936-4.6381e-05i,0.00059914+0.00059369i,0.0005887-2.6734e-05i,6.3687e-05-0.00035661i,-0.00041664-0.00010162i,-8.6814e-05-0.00084253i,0.00049174-0.00099519i,-0.00023635-0.00066115i,-0.00055899-0.00031082i,-0.00026033-0.00011805i,-0.00030015+0.00062552i,-0.00052059+0.0011087i,-0.00046497+0.0005165i,0.00022075+8.7654e-05i,0.00069362+0.00041019i,0.00079165+0.00074466i,0.00089064+0.00055183i,0.0011016-0.00024145i,0.0002628-0.00059227i,-0.00058164-0.00038956i,0.00052409+9.7299e-06i,0.0010888+0.00017338i
-0.00011497+0.0014814i,0.0010323+0.00098777i,0.0024085+0.00088489i,0.0022114-0.00015593i,0.0012723-0.00096822i,-0.00028588-0.00075763i,-0.0011212-0.00064782i,-0.00063595-0.00060983i,0.00019871-0.00064708i,0.00028464-0.00045201i,0.0001283-0.00017007i,0.00068588-0.00039595i,0.00056265-0.0007959i,0.00023488-6.2429e-05i,-1.1953e-05+0.00059057i,0.00013787+0.00086574i,0.00051459+0.00068428i,0.0012957-0.00020709i,0.0014841-0.00012427i,0.0010557+0.0002861i,0.00017948+0.00017931i,-0.00040999+0.00023647i,9.5213e-05-0.00019995i
-0.00010696+0.001526i,0.00083294+0.0015467i,0.00074226+0.001327i,0.0010915+0.00096097i,0.0019858+0.00076266i,0.0018999+0.00013507i,0.00092786-0.00077278i,0.00021387-0.00065235i,0.0004611-0.0010066i,0.00089924-0.0010662i,0.00067171+0.00022199i,0.0007997+0.0010537i,0.0012808+0.00078674i,0.00065199+0.00055426i,0.00024145+0.00025387i,0.00019208+0.00055821i,0.00029029+0.0010471i,0.00057511+0.00045184i,0.00073627-0.00069342i,0.0010934-0.0012104i,0.00052874-0.00044021i,-0.0003183+0.00067088i,-5.8316e-05+0.0004082i
-0.00077884+0.00024353i,-0.00054454+0.0008646i,-0.00085832+0.0010772i,-0.001047+0.0012048i,-0.0012092+0.00039098i,-0.0014176-0.00068539i,-0.00098662-0.00099561i,-0.00089438-0.00014334i,-0.00066866-0.00038339i,-0.00019325-0.00074734i,0.00037226-0.00036824i,0.0012513-0.00034605i,0.00076867-0.00043333i,-8.5983e-05-0.0005602i,-4.1751e-05+4.951e-05i,0.00050818+0.00027832i,0.00070933+0.00030362i,0.00027781+0.00054828i,4.7511e-05-6.5659e-05i,4.9933e-05-0.00036073i,0.00030322+0.00024764i,0.00081671+0.00077677i,0.00096511+0.00066425i
-0.0010289+0.00024638i,-0.0008542+0.00088041i,-0.0012366+0.00073328i,-0.0011678+0.00059321i,-0.00072211+0.0012314i,-4.8087e-05+0.0011696i,0.00018435+4.407e-05i,-0.00047607-0.00093026i,-0.00014305-0.0008279i,0.0005691-0.00017907i,0.00053628+3.0409e-05i,-0.00015106-3.7699e-05i,-0.00074458+0.00027007i,8.8934e-05-5.2112e-05i,0.00076935-4.2202e-05i,0.00019339+0.00057696i,0.0003118+0.00046738i,0.00078343+0.00014706i,0.00050567-0.00029696i,0.00035811-0.00054609i,0.00057815-0.00094741i,0.00010425-0.00082324i,-0.00061343-0.00070028i
0.001916+0.00092674i,0.0026367-0.00020319i,0.0027165-0.00090691i,0.0018345-0.0011821i,0.00072138-0.0017079i,0.00027415-0.0020784i,0.00063321-0.00077364i,0.00043668+0.00077269i,0.00055614-2.1707e-05i,0.0016499-0.00023642i,0.0009-1.9874e-05i,-0.00060336-0.00076282i,-0.00023219-0.00077033i,-0.00011654+6.0013e-05i,-7.9941e-05+0.00015701i,0.00063513-0.00048969i,0.00087967-0.00054606i,0.00092728-0.00018503i,0.0006016+1.8143e-05i,-1.3021e-05-0.00057372i,-0.00030538-0.001135i,0.00046957-0.00039026i,0.0006865+0.00034021i
-0.0012366-0.00042249i,-0.0013955-1.2115e-06i,-0.0017183+0.00090438i,-0.0010795+0.00088566i,-0.00020397+0.00010466i,0.00035049-0.0008763i,0.00059328-0.00067779i,0.0011072-7.1852e-05i,0.00075388+0.00014034i,0.00032999+0.00036949i,0.00058751+0.0012868i,0.00077483+0.00064455i,0.00052678-0.00082875i,0.00022488-0.00078287i,0.00017596-0.00026204i,0.00025619-0.00012406i,0.00050737+0.0005535i,0.00075198+0.00095212i,0.00043199+0.00089023i,0.00037663+0.00092922i,0.00091649+0.00055799i,0.0010037+2.4846e-05i,0.00043916-0.00017575i
-0.00011206+0.00078581i,-0.00044852+0.00075276i,-0.0011158+0.00055585i,-0.001335-0.00057448i,-0.00066485-0.0010984i,-0.00069142-0.00083608i,-0.00082972-0.00056223i,-0.0007412-0.00030808i,-0.00014383-0.00055195i,0.00032935-0.00060312i,-0.00035084-0.00016093i,-0.00067888+0.00041161i,-0.00011599+0.0010632i,0.00058665+0.0014317i,0.0009909+0.00051742i,0.00054152-0.00010438i,-0.00049839-4.5728e-05i,-0.00036686-0.00057374i,-0.00034835-0.00010841i,-0.00064273+0.00033343i,-0.00032085+0.00030984i,6.7802e-05+7.3037e-05i,-5.6111e-05-0.0003675i
-1.5428e-05-0.0010369i,-0.00070922-0.0011408i,-0.0017181-0.0017332i,-0.0026388-0.0021785i,-0.0024276-0.0015895i,-0.0013087-0.00096035i,-0.00073133-8.4715e-05i,-0.00026557-2.1888e-05i,1.7645e-05-0.00020474i,0.00027456+0.00011325i,0.0012167+0.00016229i,0.0016817-6.84e-05i,0.0012969-0.00016003i,0.00066732+0.00017662i,0.00031994+0.0001566i,0.00053228-0.00020326i,0.00070229-0.00051091i,0.00077339-0.00071417i,0.00030487-6.6726e-05i,-0.00039471+0.00039987i,-0.00022192-0.0003608i,0.00068318-0.0001861i,0.00066109+0.00021918i
-0.00083464+0.0024047i,-0.00072223+0.0034702i,-3.7821e-05+0.0030133i,0.00013977+0.0012526i,0.00040958+7.8287e-05i,0.0012425-6.202e-05i,0.001129+0.0002291i,0.00025761+0.00041379i,7.399e-05+0.00047771i,0.00062939+0.00057824i,0.00052315+0.00050665i,0.00049746-0.00044854i,0.00063689-0.0013918i,0.0004705-0.00096628i,0.0006166+3.3876e-05i,0.00064719+0.0003138i,0.00084646-5.1571e-05i,0.00098234-0.0005325i,0.00079793-0.00064181i,0.00043245-0.001053i,0.00068505-0.0013996i,0.0010659-0.00079141i,0.00023008-0.00013196i
0.00025489+7.7144e-05i,0.00037061+0.000705i,0.00019345+0.0010535i,-0.00021647+0.00018685i,-0.00086865-0.00058794i,-0.00078822-0.00023896i,-0.00036899-0.00021759i,0.00052806-0.00027107i,0.001065-0.00020584i,0.00035335+2.7793e-05i,-0.0001147+0.0004912i,0.00043421+0.00046133i,0.00063054-0.00010936i,-0.00068892+3.2452e-05i,-0.001078+0.00013916i,-0.0001208-0.000262i,0.00077195-0.00028116i,-4.746e-05-1.8128e-06i,-0.00067591-3.9016e-05i,-4.034e-06+4.2322e-05i,-0.00014398-6.7326e-05i,-0.00040863-0.00090755i,-0.00039657-0.00058544i
-0.00056342-0.002521i,-0.0013585-0.0013408i,-0.0014992-0.0012791i,-0.0012315-0.0014224i,-0.0010676-0.00067412i,-0.0010865-0.00029616i,-0.00058979-0.00023763i,-0.00034348+0.0001392i,-0.0006923-0.00034909i,-0.00013103-0.0012907i,0.00084967-0.001307i,0.0011254-0.0010652i,0.0006662-0.00099385i,-0.00023541-0.00076147i,-0.00073205-0.0001346i,-0.00044303+6.6331e-05i,2.8321e-05+0.00010467i,0.00035945+0.00059408i,0.00055171+0.00053484i,0.00070796+0.00067948i,0.00072742+0.00049935i,0.0003744-0.00053415i,0.00049102-0.00059683i
0.00072444-0.0011051i,-0.0011421-0.00069991i,-0.0015121-0.00081277i,-0.0021236-0.00076051i,-0.0032073-0.00087121i,-0.0020316-0.00075895i,-0.00041749+0.00041445i,0.00014228+0.00049482i,0.00060568+6.0704e-05i,0.00039314-0.00026269i,-0.00010143+0.00058207i,0.00064498+0.0014503i,0.00071709+0.0012335i,-1.9592e-05+0.00088656i,3.2173e-05+0.0010671i,0.00019389+0.0010772i,0.00050137+0.00052125i,0.00053066+0.00045739i,0.00028044-0.00016328i,-3.5296e-05-0.00014306i,6.8399e-05+4.6533e-05i,0.00029748-0.00041215i,-0.00030529-0.00054558i
-0.00045148+0.00064455i,-0.00047253-5.36e-05i,8.13e-05+0.00053396i,0.00057608+0.0013191i,0.00060375+0.0015028i,0.00015035+0.00054441i,-0.00090741-0.0004314i,-0.0015302-0.00024746i,-0.00081728-0.00035853i,-0.00039046-0.00013687i,-0.00051309+1.1743e-05i,-0.00043338-0.00013381i,-6.1502e-05-0.00029859i,0.00048244-0.00023505i,0.00034478+0.00010806i,-0.00015636-4.4563e-05i,-4.5596e-05-0.00020513i,0.00024412-0.00048387i,0.00032533-4.2129e-05i,-0.00038686+0.00069374i,-0.00018228+9.7939e-05i,0.00049798-0.00046915i,0.0002324-0.00054341i
-0.0023758+0.00039823i,-0.0013129+0.0019033i,-0.00093212+0.0027638i,-0.0010631+0.003486i,-0.00071831+0.0027846i,2.2485e-06+0.0017281i,-0.00017199+0.0014505i,-0.00088283+0.0010718i,-0.00080373+0.00065701i,-0.00025092+0.00090092i,-0.00017693+0.001199i,-5.6443e-05+0.00066961i,0.00033678-7.4285e-05i,0.00025529-3.875e-05i,0.00020009+0.00043725i,0.00072022-0.00017697i,0.0008182-0.00027805i,0.00022329+0.00014419i,-0.00017681+0.00031877i,0.00025991+0.00021613i,0.00060328-0.00027527i,0.00075212-0.00061635i,0.00081349-0.0005413i
-0.00099658-0.0012273i,-0.0011387-0.0014589i,-0.0019972-0.00033978i,-0.0023758+0.00040044i,-0.0031523-0.00036483i,-0.0031463-0.0019827i,-0.0039538-0.002159i,-0.0067478-1.5963e-05i,-0.007716+0.0024546i,-0.0054849+0.0037171i,-0.0028014+0.0043695i,-0.0011263+0.0044446i,0.0010693+0.0038731i,0.0022672+0.0029054i,0.0018948+0.0011841i,0.0011452-0.00018827i,0.00021284-0.0001951i,0.00018087+1.6346e-05i,0.00053462-0.00031761i,0.00043724-0.00064969i,0.00049274-0.00080114i,0.00011943-0.00098131i,3.4704e-05-0.00089825i
8.674e-05-0.0022836i,-0.0010693-0.0018155i,-0.0011055-0.00095188i,-0.0011033+0.00020175i,-0.001338+0.00061006i,-0.00040364+0.0011485i,0.00041025+0.00064959i,0.0014595-0.0010001i,0.0013814-0.0015957i,0.0004512-0.0017915i,0.00077623-0.0010884i,0.00052748+3.4833e-05i,0.00053851+0.0001461i,0.00039978+0.00034333i,-0.0010485+0.000692i,-0.00077128+0.00028414i,0.00045969-0.00031704i,0.001132+0.00018972i,0.00061165+0.00066078i,0.00026528+0.00042638i,-0.0002019-0.00020705i,-0.000403-0.0011596i,-7.5061e-05-0.00093492i
0.00088129-0.00048166i,0.0015828+0.00018101i,0.00075128-0.00080992i,-0.0012515-0.0016401i,-0.0014297-0.00096506i,-0.00090518-8.8475e-05i,-0.00052935+7.2042e-05i,0.00087125-0.00039738i,0.0016851-0.00076955i,0.0011625-0.0011645i,-6.5022e-07-0.0010124i,-0.00021676-0.0002947i,6.0712e-05+6.8461e-05i,-0.00019226+0.00042552i,-0.00015433+0.00026437i,-0.00014894-7.428e-05i,6.8612e-05+0.0004594i,0.00055075+0.00093262i,0.00035511+0.00089965i,-0.00063052+0.00015949i,-0.00086024-0.00054926i,-0.00032984-0.00049237i,-0.00061456-9.1134e-05i
-0.0013718-0.00042446i,-0.00091704+0.00025908i,-0.00086646+0.00091939i,-0.00017618+0.0015286i,-7.6423e-06+0.0021398i,0.000134+0.0016281i,3.7164e-05+9.8473e-05i,0.00080747-0.0013144i,0.0016839-0.0015986i,0.0010047-0.00095009i,-0.00013268-0.00062669i,-0.00032143-0.00073898i,0.00013281-0.00068342i,-4.4679e-05+0.00013823i,-0.0010765+0.00082058i,-0.00089447+0.00043691i,-4.9218e-05-0.00044812i,0.00028759-0.00080807i,0.00053331-2.4264e-05i,0.0006685+0.00075844i,0.00023576+0.00054925i,-1.0223e-05-0.00011898i,0.00023029-0.00029733i
0.00024031-0.00047519i,0.00093137-7.7164e-05i,0.0014794-0.0003379i,0.0012615-6.7661e-05i,-2.7109e-06-7.8378e-05i,-0.00088902-0.00042758i,-0.0010327+0.00019649i,-2.1605e-05-0.00019122i,0.0013138-0.0008165i,0.0014316-0.00054272i,0.00042346-0.00021648i,-0.00060665-0.0003697i,-0.0012012-0.00024024i,-0.0012079-0.00034905i,-0.00021116-0.00033279i,0.00083472+0.00011725i,0.0010515+1.4787e-05i,0.00092148+0.000196i,0.00068015+0.00070945i,0.00092083+0.00026738i,0.00087123+0.00063981i,0.00057908+0.00017493i,0.00080365-0.00038827i
-0.00038597+0.00051862i,-0.0002407+0.00066734i,0.00033181+0.00036192i,0.0003471+0.00078591i,0.00032813+0.00048894i,0.00053535-6.3594e-05i,0.00028339-0.00025375i,-0.00044756-0.00060068i,5.4467e-05-0.00064858i,0.0010907-0.0010013i,0.00037086-0.0010555i,-0.00068749-0.00013918i,-0.0005586+9.8719e-05i,0.00023017-0.00025063i,0.00059767-0.00039316i,0.00045822-0.00024277i,-0.00026278-5.1563e-05i,-0.001216-0.00060746i,-0.00097166-0.0010628i,0.00010422-0.00045367i,0.00061689-0.0002994i,0.00035596-0.00052673i,-0.0001985-0.00056002i
0.0004115-0.0002419i,-0.00012879-0.0006037i,-0.00042384-0.00082399i,-9.9053e-05-0.00076833i,0.00028499-7.3254e-05i,0.00043201+0.00067178i,0.00017171+0.00028851i,-0.00014119-0.00092869i,-0.00057214-0.00097615i,-0.00076724-0.00092906i,-0.00061992-0.0012597i,-0.00056206-0.00071721i,-0.00011964+0.00012647i,0.0002893+0.00035042i,0.00033794+0.00052168i,0.0002872+0.00021261i,0.00028566-0.00028666i,0.00029497+0.00025506i,8.0019e-06+0.00037763i,-8.4617e-05-0.00038499i,0.00047224-0.00054978i,0.00066268-0.00023666i,0.00033708-0.0002725i
-0.00015688-0.00049279i,-0.0010326-0.00045519i,-0.00087674-0.0006202i,-0.00074048-0.00040089i,-0.0015363-0.00068067i,-0.00093868-0.0012843i,0.00013551-0.0011165i,0.0004723-0.0009367i,0.00064398-0.0010421i,0.0003311-0.00074365i,-0.00063364+0.00017988i,-0.00080136+0.00041206i,-0.0005545-0.0006292i,-0.00041295-0.0011087i,2.038e-05-0.00035692i,0.00039745-0.00013154i,0.00041042-0.00040098i,0.00074098-0.00027423i,0.0010376-0.00030209i,0.00092938-0.00030028i,0.00040226-5.9335e-05i,-0.00049101-0.00051077i,-0.00030008-0.0015263i
-0.0021384+0.0023663i,-0.0013573+0.0021739i,-1.1764e-05+0.0023239i,0.0011956+0.0022578i,0.001993+0.0018369i,0.0016962+0.0013271i,0.00099047+0.00072358i,0.0012463+0.00014771i,0.0014659-2.373e-05i,0.0005899+9.9975e-05i,0.00013621-2.6911e-05i,0.00022376-0.00051655i,-4.9443e-05-0.0010705i,-0.00040598-0.0012266i,-0.00031268-0.00098836i,0.00025617-7.2395e-05i,0.00021342+0.0012978i,0.00025348+0.0010695i,0.0010325-0.00020735i,0.0012874-0.00041643i,0.00083248-0.00030026i,0.00067897-0.00049384i,0.00018294-0.00042531i
0.0011914-0.00056653i,0.0011636-0.00022746i,0.00068493-0.00035836i,5.4678e-05-0.00084179i,-0.0005908-0.0007552i,-0.00025239-0.00094289i,0.00043963-0.0010985i,0.00016594-0.00069016i,9.1654e-05-0.0010495i,0.0010725-0.001241i,0.00060773-0.00030172i,-0.00025904-0.0002225i,-0.00025969-0.00020294i,-0.00054748+0.00047262i,-0.00082269+0.0013783i,0.00027946+0.0014207i,0.0010069+0.00047525i,0.00085957-0.00011066i,0.00086032-0.00047663i,0.00078087-0.0003973i,0.00061461-0.00010039i,0.00040914+0.00027289i,-7.6402e-06+0.00083237i
0.000147-0.00015272i,-0.0012303+0.00030905i,-0.0015108-0.00081409i,0.00060171-0.0006617i,0.001559-0.00048462i,0.0012901-0.00092822i,0.00099475-0.00054908i,0.00040709-3.5847e-05i,6.0635e-05+0.00027834i,-4.2278e-05+0.00032022i,5.9404e-05+0.00011641i,0.00037238+0.00085935i,-4.2804e-05+0.00094745i,-0.00033979+0.00053482i,-0.00013347+0.00044055i,7.9374e-05+0.00045234i,0.00011518+0.00042166i,0.00040586+0.00060921i,0.00075571+0.00029427i,0.00030158+0.00018069i,-0.00024084+0.00061679i,0.00022798+0.00060682i,0.00093634+0.00026143i
0.00057694+0.00082664i,0.00080347+0.00085715i,0.0011923+0.00066438i,0.001216+0.00053082i,-2.546e-05-0.00023447i,-0.00066344-0.00064165i,-0.00029768-0.00020634i,-0.00042836-0.00025531i,5.678e-05-0.00059803i,0.00096715-0.00047565i,0.00070281-0.00068667i,-4.6764e-05-0.00066677i,-5.5245e-05-0.00027944i,-0.00014151+0.00029657i,-0.00058879+0.0008064i,-0.00031657+0.0004502i,-3.3805e-06-0.00012357i,0.00032885-0.0003134i,0.00061432-0.00025032i,0.0010366-0.00041498i,0.001042-0.00037623i,0.00047969-0.00012793i,0.00030744-0.00044444i
-0.00062275+4.3913e-05i,-0.00057075-0.00040586i,-0.00088766-0.0013766i,-0.00083928-0.0012373i,-0.00036893-0.00084357i,0.00017435-0.00034202i,0.00037667-0.00016359i,0.00048072-0.00052558i,0.00084422-0.00078564i,0.0012783-0.00050824i,0.00098621-0.0002378i,-8.3701e-05-0.00051886i,-0.00067712-0.00071288i,-0.00080273-0.00036476i,-8.8144e-05+0.00059276i,0.00035967+0.0007335i,0.00026111-0.00039989i,-0.00021182+2.2922e-05i,-1.3997e-05+0.00085922i,0.00033051+0.00053755i,-0.00011753-9.7439e-05i,-0.000752-0.00075946i,-8.3771e-05-0.00039927i
-0.0015694+0.00038386i,-0.0012178+0.00025179i,-0.00036148+0.00027962i,0.00098987-0.00029016i,0.0016148-0.0001129i,0.0011967-0.0002027i,0.00041802-0.0012283i,-9.3723e-05-0.00095104i,0.00030155-0.00014668i,0.0012961-0.00042968i,0.0012433-0.00088015i,0.0002136-0.00089362i,-0.00061116-0.00037319i,-0.0009732+0.00033996i,-0.00097536+0.00075472i,-0.00041825+0.00075545i,-0.00034835+0.0003593i,-0.00034866+0.00048516i,0.00012782+2.543e-05i,0.00048023-0.00027293i,0.00043839+0.00071047i,0.00046706+0.00071201i,0.00032753+1.5927e-05i
0.00060723+0.00054015i,0.0013829+0.00051268i,0.002783+0.0016668i,0.0026021+0.0012638i,0.0014394-0.00049248i,0.00018585-0.001032i,0.00021377-0.00070341i,0.00010052-0.00020901i,-5.5271e-05+0.00010866i,0.00013936+0.00016687i,0.00031342+0.00016767i,-0.00031591+0.00027023i,-0.00079182-0.0001015i,-0.00051056-0.00037075i,-0.00033171-0.00021444i,-9.785e-05+1.0155e-05i,-0.00024117+0.00044379i,-0.00059102+0.00046291i,-0.00067659-0.0001128i,-0.00043152-0.00047312i,-0.00015627-0.00049419i,-0.00053421-0.00013183i,-0.0004261-0.00016675i
0.00055583+0.00058027i,0.00076424+0.00020773i,-0.00031263-0.0010578i,-0.00051755-0.0015727i,-0.00023634-0.00099166i,-0.00061209-0.00063534i,0.00019063-0.00077945i,0.0010907+0.00028682i,0.00088977+0.00038523i,0.00029399-0.00041408i,0.00018264+2.6361e-06i,0.00041854+0.00026174i,0.00072262-0.00032654i,0.00031865-0.00067114i,-4.4072e-05+0.00010442i,-0.00027197+0.00081645i,-4.3603e-05+0.00066975i,0.00045998+0.00062944i,0.00094619+0.00086979i,0.001134+0.0012084i,7.0006e-06+0.00082927i,-0.00051218-0.00027405i,0.00016494-0.00097007i
-0.00091508-0.00013244i,-0.00051311+0.00059651i,-4.9292e-05+0.00054605i,2.764e-05+0.00038639i,-4.022e-05+0.00040723i,0.00049367+0.0005818i,0.0013257-0.00012767i,0.00094564-0.00090494i,0.00013529-0.00025191i,0.0003984+4.7956e-05i,0.00055544-0.00010404i,-8.0297e-05+0.00017603i,-0.00026981+0.00012453i,-0.00064633+0.00023799i,-0.001158+0.00082468i,-0.0011695+0.0012348i,-0.00083237+0.00098473i,-0.0001114+0.00014005i,0.00038497-0.00067332i,6.3802e-05-0.00078395i,-0.0006751-0.0004296i,-0.00079526-0.00029507i,0.00011077-0.00024333i
-0.00099359-8.59e-05i,-0.00054817+0.00052489i,-1.2213e-05+0.0018244i,0.00050495+0.0012111i,0.00064994-0.00056552i,-0.00013005-0.0010285i,-0.00019975-0.00014121i,4.5473e-05+0.00084974i,0.00019001+0.00063843i,4.8397e-05-0.00035622i,-0.00040831-0.00063236i,-0.0005422-0.0003549i,-0.00088082+0.00011146i,-0.0012964-0.00033618i,-0.00029226-0.00074559i,2.4623e-05-0.0008181i,9.9422e-05-0.00047608i,0.00093448-0.0001182i,0.00089763-0.00054684i,-0.00012728-0.0012444i,-0.00066082-0.0014425i,-0.00052582-0.0010058i,-0.00017811-0.00090192i
0.0012434-0.00028028i,0.00048459-0.0015608i,0.0011056-0.0025725i,0.00096551-0.002469i,8.5568e-05-0.0025161i,-0.00064343-0.0022558i,-0.00066103-0.0012506i,-0.00044261-0.0005966i,-0.0001343-0.0005989i,0.00094868-0.00010394i,0.00070946+0.00061665i,-0.00038165+0.00036364i,-0.00033824+0.00021569i,0.00038807+0.00028337i,0.0012822+0.00070357i,0.0010698+0.00095434i,0.00042034-0.00035398i,-0.00012989-0.0012171i,-0.00043382-0.0010891i,-0.00040288-0.00072037i,-0.00016902+0.00024374i,-0.0003044+0.00078193i,-0.00067404+0.00075667i
0.00065109+0.0029784i,0.0009263+0.0016823i,0.0017763+0.00096341i,0.0021416+0.00020308i,0.0019911-0.0010626i,0.00084794-0.0011888i,-0.00014381-0.00089042i,-0.00087026+0.00026291i,-0.00040662+0.00067274i,0.00072018+3.6793e-06i,0.00047246-0.00085423i,4.9113e-05-0.00096932i,0.00045528-0.00034672i,0.00017847+0.00055047i,-6.6828e-05+0.0010356i,-0.00049442+0.00032914i,-0.00060643-0.00037589i,0.00033979-7.4575e-05i,-0.00014802+0.00026156i,-0.0011491+6.9517e-05i,-0.00087456-0.00057686i,-0.000253-0.00048655i,-5.4006e-05-0.00044629i
-0.00080663-0.00072341i,-0.0022594+0.0007773i,-0.0026595+0.0023035i,-0.0014412+0.0024507i,-2.6801e-06+0.0014096i,0.00040949+0.00014128i,-0.00010991-0.00070429i,0.00015316-0.00089239i,0.00096202-0.00086915i,0.0010282-0.00061455i,0.00017064-0.00015985i,-0.0001573-0.00036269i,-5.0129e-05-0.00070453i,-4.407e-05-0.00045223i,0.0007766+1.4531e-05i,0.00093801+0.000666i,2.8784e-06+0.0015915i,-0.00033122+0.0012702i,-0.00015703+1.105e-05i,1.7367e-06-0.00036356i,0.00030215-0.0006592i,0.0011595-0.0010145i,0.0011553-0.00070481i
-5.514e-05+0.00016753i,-0.0011911-1.4956e-05i,-0.00063477-0.00076436i,-4.0231e-05-0.0012959i,-0.00040651-0.0012506i,-0.00030422-0.0011704i,9.4937e-05-0.0010437i,0.00036762-0.000359i,0.00064113+1.4067e-05i,0.00048874-0.00011623i,0.00046167+0.00018103i,0.00046381+0.00064212i,0.00043003+0.00037646i,0.00048648+0.00026297i,0.00012033+0.00085021i,5.1867e-05+0.00061655i,0.00024527-0.00019122i,0.00030055-0.00035186i,-7.9511e-05-0.00011906i,-0.00092267-9.9008e-05i,-0.00034012-0.00026113i,0.00079446-0.00023316i,0.00056068-5.3978e-05i
