-0.001926+0.00018019i,-0.0011477-0.00026582i,-0.0018516+0.00064085i,-0.0019465+0.0014999i,-0.0019454+0.0020808i,-0.0016022+0.002289i,-0.0010262+0.0019605i,-0.00057014+0.0020216i,0.00040283+0.001386i,0.00094472+0.00014561i,0.0005396-0.00021091i,0.00013683-0.0013368i,-1.1316e-05-0.0021696i,-0.0004593-0.0016264i,-0.00052773-0.0007206i,2.3124e-05+0.00042598i,0.00016858+0.00083235i,0.00025669-0.000123i,0.00028128-0.0010881i,0.00010195-0.00037386i,-0.00010114+0.00023369i,-0.00029895-0.00019429i,-0.0007806-2.4428e-05i
-0.0012216+0.00078135i,-0.00071207+2.5429e-05i,-7.9728e-05+0.00040491i,0.00065761+0.0015746i,0.0010898+0.00027854i,0.00091039-0.00064139i,0.00053649-0.00010875i,0.00036341-0.00030662i,0.00071918-0.00066469i,0.00059912-0.0008089i,0.00027898-0.0010194i,0.00043213-0.00033973i,5.7593e-05+0.0002071i,-0.00030269-0.000254i,-0.00032856+0.00022673i,-0.00025292+0.00050052i,0.00015598+0.00042121i,0.00094962-0.00014976i,0.0013239-0.00051387i,0.00061915+0.00021331i,-0.00036609+0.00043467i,-0.00064502+0.00038192i,-0.00016745+0.00021102i
0.0015261-0.00091302i,0.0012942-0.0016726i,3.4851e-05-0.0021589i,-0.00089472-0.0022959i,-0.00030591-0.0017629i,0.00036882-0.00099598i,0.00064324-0.00029721i,-7.7225e-05+0.00018007i,-0.00066478+2.9331e-05i,-0.00039545-0.00010445i,-0.00030201-6.3052e-05i,-0.00076219+0.00032943i,-0.00046348+0.00093591i,-8.0554e-05+0.0011701i,0.00017542+0.001015i,0.0007759+0.00058564i,0.00091435+9.9621e-05i,0.0012671+0.00018217i,0.00067428+0.00044229i,-7.6198e-05+0.00014995i,-0.00012774+0.00013593i,0.00023015+2.3722e-05i,0.00051195-0.00043149i
3.1021e-05+0.00035249i,-0.0002107-0.00014903i,-0.00010425-0.00014633i,0.00029376+0.00066354i,0.00068727+0.00014097i,0.00028111-0.00026383i,0.0003968+0.00019135i,0.0012265+0.00038859i,0.001139+0.00010351i,8.0163e-05-6.9986e-05i,-0.00048937-3.4829e-06i,-0.00022538+3.9497e-05i,0.00022217+0.00029935i,9.8719e-05+0.00057314i,6.0968e-05+0.00016477i,-0.00056226-0.00044826i,-0.00047722-0.0010651i,6.2177e-05-0.001137i,0.00039069-0.00033327i,-0.00011799-5.0239e-05i,-0.00022501-0.00036255i,-1.165e-05-0.0008245i,-0.0002225-0.00069053i
9.128e-05-0.00027762i,0.00079118+0.00023418i,0.0017495+0.00084322i,0.0014633+0.00033351i,0.0011494+0.00058826i,0.0010188+0.00068788i,0.00043337+8.9695e-05i,7.6802e-05-3.8067e-05i,-0.00015978+0.00018998i,-8.2234e-05-0.00020103i,0.0011743-0.00097661i,0.001638-0.00085421i,0.0018096-0.00041199i,0.0017412-0.00035002i,0.0011725-0.00051047i,0.00061598-0.00054214i,-0.00020705-0.00020386i,-0.00049762+0.00018944i,-0.00056942+0.0001594i,-0.00050105-0.00010109i,-0.0006254-0.00044296i,-0.00022154-0.00068144i,0.00032764+9.3028e-06i
-0.00025624-0.0018408i,0.00013251-0.0019576i,-0.00024065-0.0016841i,-0.00078077-0.00042431i,-0.00013135+8.5352e-05i,0.00095487+0.00033431i,0.001575+0.0001801i,0.00078752-5.4835e-05i,0.00024465-0.00031737i,0.00032051-0.00080329i,-0.0002754-0.00014997i,-0.00051147+6.942e-05i,6.4505e-06-0.00045368i,0.00011713-0.0004784i,-0.00037071+0.00026629i,-0.00055945+0.0008279i,0.00029079+0.00019017i,0.00077927+0.00011693i,0.00095025+0.00066638i,0.00065108+0.00063017i,4.404e-05+0.00047034i,0.00015908+0.00045817i,0.00011303+0.00066782i
-0.00035034-0.00082126i,-0.00036756-0.00050641i,-0.00041118-5.1971e-05i,-0.00036617+0.00096599i,0.00015426+0.0015563i,-0.00054917+0.00067196i,-0.0014247+0.00057048i,-0.00056401-2.1722e-05i,0.00035264-0.00090584i,0.00066743-0.00090806i,0.00041954-0.00097207i,5.3656e-05-0.0011392i,-0.00064475-0.00062451i,-0.00060858+0.00023243i,-0.00051015-3.7539e-05i,-0.00067393-0.00094108i,-0.00033101-0.00074362i,-0.00034906-0.0005108i,-0.00044211-0.00077537i,-0.00012485-0.00067723i,0.00040063+1.7049e-05i,0.00065478+0.00058326i,0.00016021+0.00024961i
-0.00032168+0.00056445i,-0.00040479-0.00035021i,-0.00028625-0.00065801i,0.00036301+0.00024158i,0.00053077+0.00071412i,0.0012392+0.00058081i,0.0016496+0.00018303i,0.0010361-0.0006819i,-0.00029548-0.0010601i,-0.0010761-0.00069196i,-0.00024542+4.959e-05i,0.00051967+0.00053724i,0.00041847+0.00082303i,0.00045859+0.00087171i,0.00059123+0.00071546i,0.00020477+0.00010474i,-0.00076316-0.00020637i,-0.001328+0.00038949i,-0.00050578+0.00046i,0.00036067-0.00034635i,0.00014766-0.0008882i,8.833e-06-0.00079051i,0.00010199-0.00081698i
-0.00037247+0.00081296i,-0.00050101+0.00045926i,7.365e-05+0.00061335i,0.00047763+0.00088791i,0.00067263+0.00031598i,0.00045961-0.00012106i,-0.00029308-4.1408e-05i,-0.00065203+0.00023837i,-0.00039609+0.00041869i,0.00027106+0.00093905i,0.00032242+0.0016398i,-1.4686e-05+0.0014352i,0.0002299+1.7923e-05i,0.0010173-0.00091882i,0.00074101-0.0010351i,-5.0691e-05-0.00092572i,-0.00031918+1.0184e-06i,-0.00032358+8.6767e-05i,-0.00034834-0.00081811i,-0.0002065-0.0012682i,0.00043647-0.00091359i,0.00072186-0.00051829i,8.6463e-05-0.00013387i
-0.00056974-0.001102i,-0.0014297-0.000621i,-0.0027783-0.00027639i,-0.0031302+0.00040523i,-0.0026515+0.000395i,-0.00060649+0.00011672i,0.00071809+0.0001757i,0.00056826-0.00060689i,0.00085177-0.00088513i,0.00023566-0.00067369i,-0.00042535-0.0010233i,-0.00035856-0.00045461i,-0.00028283+0.00021093i,0.00033458-4.8923e-05i,0.00032677-0.00057806i,-0.00017291-0.0010886i,2.6856e-05-0.0003967i,-7.9016e-07+0.00042128i,-0.00024304+0.00092666i,0.00028523+0.00029626i,0.00024075+0.00011228i,-0.0003798+0.00046631i,0.00012473+0.00016156i
0.00094317-0.00068012i,0.00064431-0.00057833i,0.00051017+0.00019338i,0.00031049+0.00075836i,0.00074353+0.00062938i,0.00090015+0.0001675i,-0.00054191-0.00019245i,-0.00124-0.00045899i,-0.00084789-0.00041388i,-0.00046515+2.8018e-05i,0.00019849+0.00024711i,0.0011361+0.00011954i,0.0011774-5.9269e-05i,0.00027771-6.9433e-05i,-0.00054691+0.00029949i,-0.00056969+0.00032563i,-9.6256e-06+0.00019063i,0.00023268-0.00012128i,0.00081251-0.0004363i,0.001035-0.00015331i,0.00068522+4.0911e-05i,0.00074721+0.00029696i,0.00050879-1.5859e-05i
-0.00012838-0.00082612i,-0.00040356-0.0013147i,-0.00053949-0.0022505i,-0.00081539-0.0017326i,-0.00036472-0.0011528i,0.00024213-0.00060153i,0.00062317-0.00017344i,0.00094828-0.00026878i,0.00060659-1.603e-05i,3.6826e-05-0.000474i,0.00018665-0.00082068i,0.00044589+9.8979e-06i,0.0010974+0.00018709i,0.0013863-0.00081131i,0.0010482-0.00075187i,0.00054557-7.7129e-05i,0.00036892-0.00031412i,0.00089113-0.0002732i,0.00028321-0.00029321i,-0.00035188-0.00043151i,0.00036267+0.00014634i,0.00097199+0.00041927i,-2.9505e-06+0.00051778i
0.00027865+0.00015534i,0.00039633-0.00071647i,-0.00050871-0.00081572i,-0.0005912-8.6507e-05i,0.00103+8.2095e-05i,0.00086173-0.00039074i,-0.0002314-0.00065963i,-6.1509e-05-0.00094629i,1.1249e-05-0.00060868i,-0.00048947-0.00043826i,-0.00054061-0.0001355i,-0.00046712+0.00013655i,-0.00034268+1.7181e-05i,-0.00063258-0.00027748i,-0.0012531-0.00033477i,-0.00078583+0.0005059i,-0.00069014+0.00028496i,-0.0004149-0.0010041i,0.00073448-0.00071402i,0.00048906+0.00011877i,1.1855e-06+0.0004691i,-0.00032632+0.00022473i,-0.00084562+0.0001032i
0.00076671+0.00075711i,0.0014697+0.00043169i,0.0012108+0.0013153i,0.0014349+0.0017155i,0.0014902+0.0018997i,0.00072132+0.0012606i,0.00014892+4.8401e-05i,0.0007307-0.00010233i,0.0010304+0.0001392i,0.0010094-0.00022721i,0.00049038+3.573e-05i,-0.0006517-0.00010507i,-0.00085479-0.00023595i,-0.00054557+0.00032517i,-4.514e-05+0.00029321i,-0.00022993-0.00020581i,-0.00018875-5.4614e-05i,0.00085538+0.00051557i,0.00092409+8.4924e-05i,0.00035492-0.00086102i,0.00039186-0.00081981i,0.00013241-0.00059549i,-0.00038131-0.00087261i
0.00035291+0.00081469i,0.00048454-3.7194e-06i,4.56e-05-0.00085486i,0.0001874-0.00036088i,0.0010795+0.00025716i,0.00062981+0.00093287i,0.00036638+0.001275i,0.00054198+0.0011076i,0.00016446+0.00067211i,0.00015546+0.0001627i,-9.2553e-05+2.922e-05i,-0.00029895+0.00019505i,-0.00024683+0.0004338i,0.00032559+0.00048559i,0.00020891+0.00068534i,-0.00047831+0.00010016i,-3.5907e-05-0.00051512i,0.00047253-0.00038151i,0.0005325-0.00021437i,0.00059916-0.00021371i,0.00041977-0.00043443i,2.4046e-05-0.0005404i,-0.00013332-0.00052545i
0.0016937+0.001091i,0.0019728+6.9055e-05i,0.0014998-0.000684i,-0.00018005-0.00019217i,-0.0002478+0.0001794i,0.00027122-0.00028745i,0.00026164-0.0002269i,0.00028036+0.00053033i,0.00013205+0.00043486i,-0.00010003+0.00017682i,-0.00047389-0.0001064i,-0.00085836-0.00021573i,-0.00079344+0.00041296i,-0.0006525+0.00080281i,-0.00027804+0.00027364i,0.0001277+0.00038019i,0.00047325+0.00037853i,0.00045693+0.00029252i,0.00033638+0.00025374i,-0.00014896+0.00059773i,1.9778e-05+0.00074094i,0.00041241+0.00025979i,0.00038714-0.00022168i
-0.00142-0.00038986i,-0.0027482-0.00022741i,-0.0026606+6.047e-05i,-0.0014681+0.00020464i,-0.0011002+0.00057768i,-0.00097289+0.0013375i,6.9966e-05+0.0011602i,0.00031899+0.00062419i,-0.00035831+0.00034198i,0.00012454-0.00047345i,0.0010957-0.0010829i,0.00062674-0.0007563i,0.00019627-0.00038757i,-4.1145e-05-0.00084698i,-0.00070737-0.001074i,-0.0012619-0.0005096i,-0.0018131+0.00014383i,-0.0014291+0.00044314i,-0.0004408-0.00017564i,3.4943e-05-0.00039952i,-2.2952e-05+0.00023689i,2.2723e-05+0.00099966i,-3.9041e-05+0.0011564i
0.0016312-0.00036785i,0.0019528-0.0012839i,0.0016188-0.0013701i,0.00084039-0.0010668i,7.3846e-05-0.0015023i,-0.00048468-0.00089554i,-0.0006836+4.2256e-05i,-0.00075656+5.1653e-05i,-5.0142e-05-0.00034646i,0.00040746-0.00049524i,-0.00029392-0.00017499i,8.9869e-05+0.00053964i,0.001088+0.00057005i,0.0010126+9.2874e-05i,0.00060078+0.00011942i,0.00021869+0.00027976i,0.00047291-6.8867e-05i,0.0008821+0.00029597i,0.00085935+0.00027215i,0.00013261-0.0003266i,-0.00028124+0.00013432i,-2.7691e-05-0.00038687i,6.5387e-05-0.00049754i
-0.00044531+0.00069748i,0.00014347+0.00063503i,-0.00030709+0.00025137i,6.0932e-06+0.0005628i,0.0012648+0.00077566i,0.001591-3.1873e-05i,0.00032115-0.00075517i,-0.00049652-0.00016944i,-0.00026731+0.00059631i,-0.00020617+0.00074643i,-0.00070175+0.00070259i,-0.00062398+0.00010289i,4.6952e-05-0.00034121i,0.00040095-0.00033253i,-0.00083642+8.8927e-05i,-0.0015192+5.2928e-06i,-0.0011635-0.00077477i,-0.00070544-0.00047457i,3.9707e-05+0.00023986i,-0.00010458-0.00025979i,-0.0004982-0.0010019i,-1.5092e-05-0.00040043i,-0.00015477-4.6218e-05i
-0.00083892-1.8583e-05i,-0.00097248+0.00026442i,-0.001498+0.0016003i,-0.00049386+0.0024502i,0.00068386+0.0021853i,0.0012467+0.00075382i,0.00087562-0.00036094i,4.097e-05-0.00059299i,-0.00033-0.00057845i,-0.00010315-0.00074488i,3.8689e-05-0.00028774i,0.00049961+0.00023981i,0.00079425+0.00029614i,0.00057966-6.8717e-05i,0.0007688-0.00036165i,0.00057743-6.1453e-05i,7.7627e-05+4.2599e-05i,0.00016259-3.6337e-05i,0.00031629+0.00026266i,0.00010793+0.00016481i,0.00073987-0.00014296i,0.00063036+0.00035383i,-0.00034133+0.00070427i
0.0012415+0.0021629i,0.0014246+0.00094186i,0.0016437-0.00045962i,0.0010566-0.00074811i,0.00052545-0.00064566i,0.00028684-0.00094095i,-5.609e-05-0.0010242i,0.00023443-0.00018371i,0.00037691-0.00034347i,-7.598e-05-0.0006829i,-5.219e-05-0.0004484i,0.00065887-0.0005798i,0.00057935-3.821e-05i,7.13e-05-3.0408e-05i,0.00043526+3.1275e-05i,0.00068716-0.00012866i,0.00086047-0.00037063i,0.0008773+7.3018e-05i,0.00053908+0.00060674i,0.00045061+0.00064143i,0.00038473+7.5257e-05i,-0.00013563-0.00010869i,-8.0358e-05-5.1004e-05i
-0.00027003+0.00059924i,-0.00011306+3.5939e-06i,-0.00061459-0.00033982i,-0.00050551-5.3815e-05i,-0.00070344+0.00058639i,-0.00087571+0.0010525i,0.00035465+0.00039517i,0.00077786-0.00027569i,0.00031098-0.00036697i,8.2115e-05-0.00044742i,4.5907e-05-0.0002799i,0.00072373+4.1715e-05i,0.00084738+0.00025356i,3.9162e-05-0.00053978i,-0.00045094-0.0007183i,-0.00053343+0.00053285i,-0.00038283+0.0010702i,-0.00076731+0.00018083i,-0.00022071-0.00033033i,0.00035565-0.00020964i,0.00011519-1.061e-05i,0.00024747-0.00013153i,0.00015656+0.00022937i
-0.0003776-6.0867e-05i,-0.00053422-0.00070071i,-0.00031514-0.00062945i,-0.00010926-4.5676e-05i,0.00034156+5.3865e-05i,0.00062966-1.5283e-05i,0.00037549-0.00031568i,-0.00038473-0.00027209i,-5.925e-05+9.0128e-05i,0.00011751+4.9134e-05i,-0.00052206-0.00046727i,-9.7058e-05-0.00062305i,-9.1872e-05-0.00040977i,-0.00061594-9.733e-05i,-0.00027129+0.00054242i,0.00019517+0.00044746i,-0.00022824+0.00034009i,-0.00042859+0.00090168i,-0.00017984+0.00125i,-0.00086264+0.0011812i,-0.00062859+0.00032204i,0.00025476+6.7593e-05i,0.0002963-6.803e-05i
5.8945e-05+0.0001302i,0.00074768+0.00025436i,0.0010117+0.00075358i,0.0015673+0.00010761i,0.0019369-0.0011832i,0.0011635-0.0013623i,0.00012986-0.00033433i,-0.00040208+0.0006106i,-0.00044152+2.4492e-05i,-0.00021961-0.00059305i,-3.7697e-05-0.00051007i,-0.00012724-0.00055577i,8.6882e-05-0.0008681i,6.7192e-05-0.0005905i,0.00047512-2.1117e-05i,0.00053739+0.00024357i,-0.00030853-0.0001503i,-0.0002025-0.00028297i,-0.00046662-7.0046e-05i,-0.00085943+0.00014442i,-0.00029755+0.0003701i,-0.00034572-0.00013402i,-0.00057601-0.00043226i
-0.00061536-0.00080897i,-0.00086853-0.0012187i,-0.0013351-0.0011789i,-0.0013977-0.00066962i,-0.00064604-0.00021905i,0.0002958-7.8921e-06i,0.00017053+0.00023618i,-0.00033599+5.527e-05i,0.00064471-0.00025549i,0.00086947-0.00055106i,-0.00032123-0.001021i,4.4521e-05-0.00043628i,0.00055347-0.000631i,1.4341e-05-0.0010585i,-3.227e-05-0.00042917i,-0.00020873+6.3557e-06i,-0.00065693-0.00050695i,-0.0006497-0.00012749i,-0.00067765+0.00047391i,-0.00042925+0.00018349i,-0.00025957-0.0003846i,0.0002928-0.00080378i,0.00041958-0.0009654i
0.00082417+0.00034082i,0.00061485-0.00030696i,0.00012244+0.00025168i,0.0004413+0.00044287i,0.0007121+0.00065559i,0.00072315+0.0011022i,0.00085965+0.00080796i,0.0011585+0.00023367i,0.00078081-0.00012778i,-0.00037058+2.5343e-05i,-0.00033978+0.00020963i,0.00043686-0.00025024i,0.0011803-0.00045103i,0.00080386-0.00018479i,-0.00026369-0.00011832i,-0.0010059-0.0002143i,-0.0012421-0.00022406i,-0.00085142+3.4549e-05i,-4.1488e-05+0.00031312i,2.2315e-05+0.00049838i,-0.0001128+0.00060037i,-9.3414e-05+0.00092601i,-0.00052205+0.00046632i
-0.0015464+0.0015616i,-0.0010728+0.0013333i,-2.8477e-05+0.0020256i,0.0013998+0.0020081i,0.0014478+0.0009976i,0.0011755+0.00015533i,0.00033225+2.8824e-07i,-0.00094229+0.00018266i,-0.00035377+0.00027163i,0.00012471-0.00029135i,-7.0808e-05-0.00077014i,0.00067641-0.00082505i,0.0007896-0.00087796i,2.7976e-06-2.7449e-05i,9.9561e-05+0.0011773i,0.00042783+0.00092237i,0.00026999-2.7715e-05i,0.00021532-0.00044861i,0.00042961-0.00023345i,-0.0001082-8.4307e-05i,-9.5752e-05-0.00011081i,-0.00018442+0.00014234i,-0.00039527+0.00035698i
0.0017041-0.0014157i,0.0020076-0.001452i,0.0014296-0.0026892i,0.00055847-0.0037003i,0.00024466-0.0024569i,0.00040436-0.0013689i,0.001099-0.0010482i,0.00048231-0.00067735i,0.0003322-0.0011032i,0.00040772-0.0015281i,-0.0001718-0.0011732i,-0.00026626-0.000715i,-0.00036257-0.00023144i,-3.7399e-05-3.5573e-05i,0.00073174-0.00016521i,0.00072419+0.00014806i,0.00025935+0.00023005i,0.00047136+0.0003681i,-6.6445e-05+0.00044619i,-0.00062329-0.0001317i,-0.00033932-0.00029667i,-0.00042045-0.0002558i,4.0477e-05-0.00035464i
-0.00047649+0.00094597i,0.00061547-1.0353e-05i,-0.0002087+0.0013449i,-0.00029892+0.0021006i,0.00072093+0.0019104i,0.00085284+0.0010573i,-7.6532e-05-8.8338e-05i,-0.00026139-0.00018608i,9.4339e-05+0.00022218i,0.00025676+0.00039475i,0.00040921-9.1273e-05i,0.00016324-0.00050265i,-0.00035218-7.0121e-05i,-0.00043767+0.00016251i,-0.00083394+0.00060096i,-0.0012902+0.00048804i,-0.00037619+3.0425e-05i,0.00017164-0.00063981i,0.00023749-0.00090895i,0.00018248-0.00026011i,-0.00029405+0.00010391i,-0.00061137-0.00034771i,-0.00073013-0.0005714i
-0.00092933-0.0011123i,-0.0018506-0.00053318i,-0.0029958-0.00027684i,-0.002622+0.00038427i,-0.0013147+0.0017292i,0.00062904+0.0016837i,0.0013615+7.9164e-05i,0.00063925-0.00090336i,-0.00027411-0.00059182i,-6.8731e-05-0.0005786i,0.00068929-0.00061209i,0.00076417-9.1545e-05i,0.00055321+3.5025e-05i,0.00012194+0.00030758i,3.596e-05-7.3246e-05i,0.00037708-0.00069132i,0.00044811-0.00051031i,0.00043973+0.0001153i,0.00070757+0.00075103i,0.00070985+0.00063423i,-8.2753e-05-0.00033456i,-0.00073541-0.00063609i,-0.0002328-8.9425e-06i
0.001029+0.00070541i,0.0019114-1.1774e-05i,0.0032396-0.00058611i,0.0030919-0.00089955i,0.0022524-0.00083753i,0.00098742-0.00040467i,0.000211+0.00022998i,-0.00070473+0.00030967i,-0.00056161-0.00041844i,4.82e-05-0.00056047i,0.00030711-3.2564e-05i,0.00053575-0.00029621i,0.00011206-9.0823e-05i,-0.00015432+0.0004021i,1.8301e-05+6.6065e-05i,-0.00025106+0.00044531i,-0.00082989+0.0003712i,-0.00031247+6.3478e-05i,0.00046086+3.7887e-05i,0.00040707+6.1812e-05i,-0.00014375+0.00058483i,-0.00038338+0.00054124i,-0.00016205+0.0001652i
-0.0006386-0.001926i,0.00026985-0.0010981i,-7.8531e-05-0.00089355i,-0.0005394-0.00037318i,-0.00057906+6.4737e-05i,-0.00061317-0.00022755i,-0.00050912-0.00049187i,-0.00059935-0.00080001i,-0.00056479-0.00066513i,-0.00049027+8.0435e-05i,1.9069e-05+0.00063895i,-0.00034229+0.00020241i,-2.8893e-05-0.00013458i,0.0008105+0.00023162i,0.00020464-7.7122e-05i,-0.00060726-0.00030164i,-5.9393e-05-0.00050919i,5.0735e-05-0.00026778i,0.00027051+0.00012688i,0.00071426+0.00010304i,0.00034421-0.00024664i,8.5858e-05+0.00029913i,0.00012309+0.00047184i
8.6822e-06+0.00096381i,0.00028744+8.6254e-05i,-5.2161e-05-0.0003559i,-0.00061638-0.00022946i,-0.00043443-0.00013667i,0.00050662-0.00011755i,0.00057831-0.00037395i,0.00049629-0.00031437i,0.0008716+0.00034311i,0.0012534+0.0002642i,0.00075682+0.00016029i,0.0005672+0.00018866i,0.00094488-0.00018174i,0.00072656-9.4403e-05i,0.00068597+0.00020809i,0.00031814+9.1546e-05i,3.4721e-05-0.00010678i,-0.00020572-0.00054979i,-0.00065078-0.00037599i,-0.00053139-0.00036158i,0.00033408-0.00042367i,0.00093075-0.00019474i,0.00037266-5.4133e-05i
0.00041571+0.0013491i,-0.00016293+0.0022628i,-0.0010846+0.0028217i,-0.00087809+0.0018399i,-0.00016629+0.00073947i,8.1763e-06-0.00035351i,-0.00014962-0.00093411i,-2.6746e-05-0.00055877i,-8.9091e-05-0.00018942i,-5.3473e-05+0.00013756i,0.000523-0.00017864i,-4.1727e-06-0.00077849i,-0.00077728+0.00010097i,-0.00066916+0.00052699i,-0.0006064-6.5574e-05i,-9.048e-05-0.00022416i,-6.0327e-05+0.00036103i,-0.0002443+0.00056213i,-0.00013117-7.0683e-05i,-2.5083e-05-0.00044257i,-2.8608e-05-0.0002246i,-0.00079899-0.00011404i,-0.00072307-0.00080848i
-0.00072426-0.0011056i,-0.00076769-0.001448i,-0.0012067-0.0014902i,-0.0019278-0.00083368i,-0.002292+0.00020508i,-0.0010917+0.00039698i,0.00037765-0.00055531i,0.00031334-0.00012233i,-0.00023015+0.00019178i,-0.00037771-0.00027294i,-0.00044909-0.00086962i,-0.00059503-0.00093451i,-0.00057092-5.423e-05i,-6.8624e-05-0.00026131i,5.0445e-05-0.00064605i,-0.00034875-0.00016367i,-0.00029398+0.00020333i,1.8501e-06+0.00010729i,-0.00017783-0.00030356i,-0.00034107-0.000131i,-0.00033477-0.00048845i,-0.00012013-0.000712i,0.00013539-0.00052156i
0.00024418-0.00020018i,0.00022536-0.00092765i,-9.5904e-05-0.0015555i,-0.00041439-0.00070668i,-0.00047486-1.6467e-09i,-0.00013606+0.00068901i,0.00049376+0.0015439i,0.00078469+0.0020419i,0.00013129+0.0012111i,0.00041743+0.00054682i,0.00050746+0.00088247i,0.00018439+0.00074631i,0.00046679-0.00011992i,0.00038554-0.00054623i,-0.00021529-0.0001685i,-0.00068404+0.000171i,-0.00043394+0.00052446i,-0.00014158-0.00030072i,-0.00063724-0.00022663i,-0.0011956+0.00050159i,-0.00052755-0.00017272i,0.00025062-0.00048951i,4.1592e-05+7.6614e-05i
4.636e-06-0.00085038i,-0.00051399-0.0015254i,-0.00078531-0.0012971i,-0.0010075-0.0008601i,-0.0013272-0.00065416i,-0.00075324-0.00022699i,0.00036509-0.00012941i,0.0012945-0.00027101i,0.0015075-8.4348e-05i,7.8717e-05+0.00041144i,-0.00071848+0.00064744i,0.00019757+2.5863e-05i,0.00094884-0.00089936i,0.0010266-0.00095901i,0.00049452-0.00026877i,-0.00015256-0.0001721i,0.00036106-0.00068492i,0.00011502-0.00052496i,-0.00055123+9.2778e-06i,-0.00085826+0.00060741i,-0.00037834+0.00085175i,0.00073698+0.00081252i,0.00044634+0.00048231i
0.00039393+0.00031871i,0.00068974-6.1757e-05i,-0.00011277+0.0012706i,-1.9242e-06+0.0017547i,0.00075322+0.00096411i,0.0009417+0.00034287i,0.0011048-0.00076797i,0.0011917-0.0012122i,0.00056398-0.00092867i,-0.00051103-0.00065531i,-0.0008237-0.00038234i,-4.5025e-05-0.00024501i,0.00073849-0.00027535i,0.00065375-4.88e-05i,0.0003746+3.9421e-05i,0.0007156+5.6048e-06i,0.00071238-0.00034374i,0.00024134-0.00017958i,0.00016587+0.00014816i,-0.00035916+0.00016883i,-0.00063887+0.00024991i,-0.00012225-0.00021084i,0.00024012-0.00014462i
0.00023904+0.0014465i,0.0014349+0.0012359i,0.0021912+0.0001344i,0.0011221-0.00099i,-1.5413e-05-0.0013776i,2.3038e-05-0.00027173i,0.00035442+0.00034461i,0.00046827+8.5468e-05i,0.00022093+0.00036861i,-0.000559+0.00020211i,-0.00073719-0.00050588i,-0.00024064+5.2513e-06i,8.2999e-05+7.5891e-05i,0.00030591-8.2299e-05i,-0.00020659+4.9426e-05i,-0.00054185+0.00055384i,-0.0006727+0.0013191i,-0.00044939+0.0011837i,-0.00041833+0.00028426i,-0.00027323-0.00013483i,-0.00011437-0.00012574i,-0.00023968-0.00046798i,-0.00041916-0.00020825i
-0.00027178+0.00063493i,-0.00079676+0.00105i,-0.0019475+0.0015103i,-0.0016844+0.0018603i,-0.00039142+0.0013286i,0.00079452+0.00066438i,0.00077419-0.0001413i,0.00025277-0.00061701i,4.8081e-05-5.346e-05i,-0.00058563+1.1947e-05i,-0.00032543+4.2685e-05i,0.00027008+0.00015797i,-0.00034937-0.00070328i,-7.5859e-05-0.0010845i,0.00027946-0.00058874i,-0.00059017-0.00017352i,-0.00098278-0.00017882i,-9.2869e-05-0.00027484i,1.3114e-05+0.0004791i,-0.00093065+0.00086994i,-0.00090706+0.00073069i,-0.00050118+0.00027416i,-0.00025338-0.0002955i
-0.00056914-0.0012735i,-0.0013614-0.0020772i,-0.0010769-0.00079592i,-0.00078839+0.00025035i,-0.00043441-0.00016662i,0.00065284-0.00025533i,0.00094658+8.4826e-05i,0.0005904+0.0005044i,0.00013303+0.0003095i,0.00020239-0.00038751i,0.00068723-0.00038545i,0.00062217-0.00061279i,0.00055603-0.00047424i,0.0001202-0.00062709i,-0.00037944-0.0011661i,0.00057278-0.00053723i,0.0012363-1.3707e-05i,0.00043247-0.00027647i,4.8365e-05-0.00074733i,0.00036871-0.00063096i,0.00034-0.00022942i,-0.00028505+5.8014e-05i,-0.00090899+0.00027505i
0.0015133-0.0014176i,0.0013892-0.00021559i,0.00054308+0.00019207i,-6.6877e-05+0.00034353i,-0.00013702+6.1686e-05i,0.00048056-0.001073i,0.00070933-0.00095012i,0.0011458-0.00076833i,0.0011259-0.00051553i,2.5235e-06+0.00012458i,-2.9965e-05-0.00018614i,0.00065559-0.00056709i,0.0002092-2.8116e-05i,-0.00039392+0.00012205i,-8.6868e-05-0.00014648i,-2.5822e-05+0.00035793i,-0.00034753+0.00074064i,7.4528e-05+0.00099244i,-0.00017641+0.0010909i,-0.0010935+0.00040405i,-0.0012124+5.0243e-05i,-0.00064076+0.00035209i,0.00010426+0.0010505i
0.001237-8.2463e-05i,0.0016383-0.0012753i,0.0018424-0.0017285i,0.0014977-0.0014874i,0.0020198-0.00073034i,0.0013336-0.00043678i,7.9035e-05-5.7291e-05i,0.00031729+0.00088276i,-0.00020681+0.00061277i,-0.0006873-0.00038062i,0.00015692-0.00030884i,0.00096055-0.0002438i,0.0010763-0.00019807i,0.00062484+0.00053084i,-9.5588e-05+0.00054558i,-2.2236e-05+0.00014324i,-7.8942e-05-0.00058754i,-0.00041842-0.00056946i,-0.000378+0.00025375i,-0.00065553-8.4992e-05i,-0.0006767+0.0003028i,5.6289e-05+0.00025941i,0.00051317-0.00011672i
