-0.001926+0.00018019i,-0.0011477-0.00026582i,-0.0018516+0.00064085i,-0.0019465+0.0014999i,-0.0019454+0.0020808i,-0.0016022+0.002289i,-0.0010262+0.0019605i,-0.00057014+0.0020216i,0.00040283+0.001386i,0.00094472+0.00014561i,0.0005396-0.00021091i,0.00013683-0.0013368i,-1.1316e-05-0.0021696i,-0.0004593-0.0016264i,-0.00052773-0.0007206i,2.3124e-05+0.00042598i,0.00016858+0.00083235i,0.00025669-0.000123i,0.00028128-0.0010881i,0.00010195-0.00037386i,-0.00010114+0.00023369i,-0.00029895-0.00019429i,-0.0007806-2.4428e-05i
0.0016653+0.0011309i,0.0025163+0.00017773i,0.002063-0.00048154i,0.00031133-0.0003642i,0.00012278-0.00099728i,0.00029201-8.0718e-05i,0.00019874+0.00073621i,0.0001849+0.00051964i,-0.00035932+0.0003253i,-0.00091949-0.00027005i,-0.00055984-0.0005087i,0.00049953-0.00052396i,0.00065635-0.00061482i,-2.6255e-05-0.00039953i,-0.00049418+0.00030442i,-0.00049855+0.00012475i,0.0001145-0.00034711i,0.00027175-0.00069693i,-9.48e-05+5.5764e-05i,-2.9667e-05+0.00033926i,0.00032623-0.0002147i,0.00041325-0.00049171i,-0.00044188-0.00061223i
-0.00035142-0.00056289i,-0.00066305-0.00025866i,-0.00092835+0.00054223i,-0.00022635+0.00069082i,0.0007793-0.00010169i,0.0004899-0.00055534i,-0.00025845-0.001065i,9.4733e-05-0.0010844i,-1.3832e-05+5.649e-05i,-0.00013241+0.0008444i,-0.00023444+0.00034081i,0.00011797-0.0003545i,0.00064561-0.0010359i,7.8395e-05-0.00021887i,-0.00012194+0.00089641i,0.00052853+0.00026214i,0.00079215+7.2999e-05i,-0.00050206+0.00077074i,-0.0021824-5.6612e-05i,-0.0020507-0.0010357i,-0.00041906-0.00058776i,0.00084376+0.00018223i,0.00059304+0.0005481i
0.00019434+0.00023055i,8.7929e-05+0.00029002i,-0.00012707-0.00030273i,-0.00015005-0.00018729i,0.00018378-0.0001424i,-0.00022058-0.00078595i,-0.0008555-0.0012575i,-0.0006793-0.00032569i,-5.763e-05+0.00039472i,2.7619e-05-3.2314e-05i,-0.00030552+0.00037757i,0.00017027+8.4116e-05i,-4.3421e-05-0.00026758i,-0.0009485-9.8467e-05i,-0.0012518+0.00035772i,-0.001186+0.00068258i,-0.0010872+0.0002031i,-0.0011332-0.00022847i,-0.00058863-0.00043606i,-0.00052677+0.00014411i,-0.00022286+0.00059422i,0.00090085+0.00013467i,0.00068143-0.0001503i
-0.0010458+0.00067105i,-0.00071305-0.00042422i,-0.00068786-0.00034522i,-0.00031281+0.00074868i,0.00079668+0.0017417i,0.0016347+0.0018977i,0.0022829+0.0012515i,0.0020446+0.00035578i,0.0012222+0.00020181i,0.00019728+9.4918e-06i,-0.00010088-0.00049494i,0.00051477-0.00020382i,0.00012209+0.00025444i,-0.00062533+0.00045666i,-0.00048592+0.00044104i,0.00024799+0.0007294i,0.00023903+0.00027311i,-0.00019262-0.00066628i,-0.00020538-0.00052803i,-8.2187e-05+0.00012928i,-8.964e-05+0.00025762i,-0.00015655+0.00010205i,0.0001964+7.2493e-06i
-0.00059932-0.0012453i,0.00023099-0.00090584i,0.0011322-0.0011947i,-9.9971e-06-0.00095139i,-0.0013198-0.00077378i,-0.00089408-0.00021617i,-0.00038638-0.00034653i,-0.00010434-0.0010713i,0.00014091-0.0005293i,0.00010062-0.00030758i,-0.0006871-0.00057666i,-0.0011712+0.00016364i,-0.00010197+0.00072493i,0.00031107+0.00019419i,-0.00011647-0.00014291i,0.00020041-0.00011561i,0.00033565+0.00035032i,-0.00026195+0.00081927i,-0.00061404+0.00067001i,0.00053124+0.00050097i,0.0012719+0.00015214i,0.00058308-9.7045e-05i,0.00012877-6.6224e-05i
-0.00084514+0.00079264i,-0.00075349+0.0010386i,-0.00013407+0.00099355i,0.00052339+0.00054058i,0.00087942+0.0007159i,0.00044224+0.0013127i,0.00029777+0.0011179i,0.00073083+0.00083248i,0.00050451+0.00030886i,-0.00035115-0.00013626i,-0.00096886+0.00033122i,-0.00093856+0.001213i,-6.878e-05+0.00080159i,0.00016878-0.00028457i,-3.5743e-06-0.00058571i,6.2776e-05+7.2195e-05i,5.8328e-05+0.00063056i,0.00018755+0.00022687i,9.2312e-05-0.00020167i,-2.3025e-07-1.0747e-05i,0.0003093-6.1951e-05i,0.00020044-0.00032034i,-0.00011366+0.00029724i
0.0011244+0.00027398i,0.0012555+0.0003086i,0.001185+0.00049414i,0.0011085+0.00029218i,0.0017081+0.00070629i,0.0012822+0.00022469i,0.00041464-0.00091648i,7.2311e-05-0.0015871i,0.0002041-0.0013034i,0.00070882-0.00086074i,0.000391-0.00026255i,-0.0007403-0.00011014i,-0.0010324-2.2073e-05i,-0.00085029+0.00045064i,-0.00029646+0.00028633i,0.00094076+0.00093446i,0.0011725+0.0013998i,0.00075336+0.00066032i,0.00054852+0.00059465i,0.00089069+6.3492e-05i,0.00056631-0.00063096i,0.00032758+0.00013742i,0.00042025+0.0011069i
-0.00015376+0.00063267i,-0.00045836+0.00036821i,2.7702e-05+0.00045305i,0.00073196+0.00022694i,0.00068013-2.7544e-05i,0.00072005+2.0055e-05i,0.00095-0.00029482i,0.00059944-0.00093675i,0.00047075-0.0011597i,0.0010975-0.00055429i,0.00051757+1.454e-05i,-6.4858e-05-0.00031624i,-0.00022066-0.00078408i,-0.0004706-0.00052638i,-0.00087775-0.0001549i,-0.00071873+5.5556e-06i,-0.00025437+0.00015162i,-0.00074261-0.00022146i,-0.00088109-0.00040802i,-0.0010364-0.00069687i,-0.00056819-0.00030443i,0.00027716+7.0913e-05i,0.00071029+3.8653e-05i
0.00059726+0.00084875i,0.0012215-0.0001089i,0.0016785-0.00046631i,0.00084988-0.00040766i,0.0004415-0.00019566i,4.1649e-05-0.0006085i,-0.00049817-0.00021095i,-0.00049888+0.00060116i,-0.00022456-0.00012508i,-0.00023949-0.00076172i,-0.00064277-0.00043901i,-0.0012006-0.00037156i,-0.0015639-0.00053569i,-0.00091913-0.00088939i,-0.00043736-0.0011056i,-0.00072642-0.00055327i,-0.00035329+0.00048827i,0.0003638+0.0010773i,0.00028183+0.00083997i,-0.00019622+0.00067744i,0.00016757+0.00056178i,0.00021655+0.00028525i,4.8999e-05+0.00035497i
-0.0011133-0.0014457i,-0.0019562-0.00056564i,-0.0020268-0.0002005i,-0.0019803-0.0004374i,-0.0011012-0.00070792i,-0.00014338+0.00030353i,0.00056461+0.00034199i,0.00062719-0.00051435i,-4.5443e-05-0.00042167i,-0.00067323+0.00035773i,-0.00057094+0.0008235i,-9.3936e-05+0.00063279i,0.00023918+0.00018338i,0.00037787-3.6558e-05i,0.00053651+1.4823e-05i,0.00081822-0.00028962i,0.00055246-0.00052449i,-0.00010545-0.00034673i,-0.00051957-8.2006e-05i,3.6873e-05+0.00066113i,0.0002801+0.00088864i,-3.2282e-05+0.00063957i,2.7529e-05+0.00095759i
0.00067244-0.00066399i,0.0017361-0.00052235i,0.0010821-0.00081731i,-0.0006321-0.00087493i,-0.0013894-0.00035751i,-0.00060052+0.00016838i,0.0001764+4.4899e-05i,0.0003871+9.6514e-05i,-1.9019e-05-0.00012723i,-0.00052995-0.00047731i,-0.00060973-0.00087268i,-0.00032778-0.0010516i,0.00023913-0.00058865i,0.00084403-0.00020859i,0.00065259-0.00033121i,-0.0010067-0.00026882i,-0.0013703+0.00019624i,-0.00078322+0.0005022i,-0.00037031+0.0006565i,0.00011226+0.00047674i,0.00047362-7.4302e-05i,0.00028025+6.7233e-05i,-5.2484e-06+0.00044587i
-0.0018905+0.0010629i,-0.0015111+0.00033736i,-0.0016026-5.3243e-05i,-0.0018119-0.00024242i,-0.0011218-0.00082266i,-6.2678e-05-0.001072i,0.00015987-0.00046046i,-0.00041906-0.00033897i,-0.00051242-0.00056274i,-0.00012657-0.00072535i,0.00015665-0.00067364i,1.7388e-05-0.00026712i,-0.00059215-0.0007983i,-0.0011391-0.00076277i,-0.00081689-0.00011902i,0.00037435+0.00037907i,0.0012451+0.00026424i,0.00067561+0.0001335i,-0.00042363+0.00029178i,-0.00054119+0.00017518i,0.00035143-0.00017715i,0.0010678+0.0001618i,0.00065027+0.00098314i
0.0015569-0.0010624i,0.0016931-0.0013703i,0.0013851-0.0020087i,0.0012785-0.0019001i,0.0004822-0.0010969i,-0.00026732+3.2685e-05i,-0.00023828+0.0001762i,-7.5818e-05+0.0003285i,0.0001563-0.00013579i,-0.00025325-0.00051294i,-0.00096846-0.00045354i,-0.0004836-0.0010964i,0.00030969-0.00075373i,0.00064924+0.00010983i,0.00030739+0.00010802i,-0.00049901-8.5155e-05i,-0.00069351+0.00011792i,-0.0010271+0.00014232i,-0.00079505+0.00026845i,-0.0002103+0.00041595i,-0.0001844-0.00018587i,-0.00015479-0.00035468i,-0.00019809-0.00025507i
-0.00070594+0.00057707i,-0.0009772+0.00038268i,-0.0017149-1.0026e-05i,-0.0018991+1.1674e-05i,-0.00089609+0.00042475i,8.3403e-05+0.00012647i,0.0004449-0.00019024i,0.00044428+0.00048094i,0.00020765+0.00073663i,0.00025157+0.00036794i,-0.0001122+0.00012912i,-0.0010514+4.6817e-05i,-0.00093724-0.00063988i,0.00055326-0.0011522i,0.0004716-0.00060281i,-0.00078311-0.00056157i,-0.00074373-0.0010177i,9.769e-06-0.00039652i,0.0001757+0.00070954i,0.00027568+0.0012446i,0.00035785+0.00067864i,-0.00024424-0.00015938i,-0.00073306-0.00035195i
-0.0008716-0.0011232i,-0.0010503-0.00086551i,-0.0015301-0.00094577i,-0.0014134-0.00059163i,-0.00080086+0.00073329i,8.3275e-05+0.00058592i,0.00035187-5.6445e-05i,0.00020819+0.00087161i,-0.00045659+0.0014049i,-0.00061996+0.0009433i,0.00019378+0.00072022i,7.4636e-05+0.0005309i,-6.5812e-05+0.00040283i,0.00033816+0.00023224i,0.00049918-0.00023792i,0.00024705-0.00040018i,0.00028938-0.00038249i,0.00048681-0.00027866i,-0.00019761-0.00034032i,-0.00064885-0.00052862i,0.00027775-0.00071902i,0.00094636-0.00070454i,0.00069295-0.00038791i
-0.00099293+0.0011593i,-0.0010214+0.0013836i,-0.00058319+0.0018891i,0.0001963+0.0015104i,0.0010527+0.00091569i,0.0014+5.3108e-05i,0.00069943-0.0010859i,-0.00033536-0.0010068i,-0.00029388+9.5674e-05i,-5.6819e-05+0.00057559i,0.00038947+0.00010879i,0.00032149-0.00046944i,-0.00032102-0.00030667i,-0.00041374+0.00019696i,-0.00031149-0.000347i,-0.00061295-0.00017829i,-0.00065714+0.00041843i,9.4304e-05+8.8022e-05i,-6.1134e-05-0.00070323i,-0.00073007-0.00012073i,-0.00025521+0.00060276i,-0.00030718+0.00083289i,-0.00018389+0.00028824i
-0.00084348-0.00097836i,-0.0014807-0.0019165i,-0.0011868-0.0011599i,-6.6809e-05+0.00035344i,0.00062803+0.0015241i,0.0010718+0.0013488i,0.00050284+0.00026115i,0.00016021-0.00029875i,0.00019663-0.00057114i,-0.00039399-0.00028017i,-0.00026118-0.00026092i,-0.00035265-0.00069559i,-0.00088559-0.0010764i,-0.0008643-0.0012822i,-0.00065075-0.0010265i,-0.00064378-0.00052965i,-0.00049747-0.00047008i,0.00015374-0.00046769i,4.7689e-05+0.00015849i,-0.00086738-0.00010839i,-0.00030653-0.00082036i,0.00011235-0.00095917i,-0.00027168-0.00081869i
0.0017622-0.0006559i,0.00092667-0.00089839i,0.00044481-0.00093834i,-0.00049857-0.0012331i,-0.0010836-0.0012481i,-0.00025915-0.00057742i,0.00084613+0.00017723i,0.0011174+0.00046917i,-4.925e-05+8.4552e-05i,-0.0010515-0.00015284i,-0.00082606-3.2078e-05i,-0.00028377-4.8438e-05i,0.00031968-0.0002734i,-0.00038293-8.3845e-05i,-0.0013039-0.00048574i,-0.0007327-0.0007604i,0.00013215-0.00032433i,0.00017801+0.00017243i,-0.00059096+0.00039456i,-0.00067474-4.3257e-05i,-0.00026897+2.5612e-06i,0.0006806+0.00044961i,0.00069587+0.00019783i
-0.0016993+0.0010794i,-0.00061179+0.0014288i,0.00017372+0.0020221i,0.00027497+0.0023068i,0.00086698+0.0022196i,0.0016094+0.0011782i,0.00085299-0.00064624i,0.00026548-0.00077088i,0.00088836-0.00020579i,0.00083305-0.00038232i,0.0010079-0.00033566i,0.0012403-3.2012e-05i,0.0011935+4.7265e-05i,0.0010521-0.00014256i,0.00078777-0.00057894i,0.00031753-0.00014249i,-0.00012624+0.00026832i,-0.0004963+0.00040919i,-0.00080881+0.00043622i,-0.0006766+0.000187i,-0.00071905-0.00011802i,-0.00025744+1.9612e-05i,0.00049506+0.00049595i
0.0010082-0.00064404i,0.0004213-0.0011444i,0.00010909-0.0020588i,-0.00050975-0.0020967i,-0.0011843-0.0015873i,-0.0012235-0.00056567i,-0.00085881-0.00041068i,-0.00052468-0.00050256i,-0.00077812-0.00049403i,-0.00058939-0.0003264i,0.00034835+9.8441e-05i,0.00053669+0.00010691i,0.00023776+0.00052798i,0.00012445+0.00083649i,-0.00056941+0.00033349i,-0.00095799+0.00058498i,-0.00042525+8.0951e-05i,-0.00048894-0.00063738i,-0.00072668+8.3368e-05i,-0.00063627+0.00055083i,0.00012711+0.00044218i,0.0005857+0.00018362i,0.00065867+0.00030264i
0.00061509+0.00022952i,0.00046243-5.0691e-05i,0.0009424-5.9429e-05i,0.0014015-0.00093849i,0.0010621-0.00094113i,0.00073925-0.00032358i,0.00063821-0.00022296i,-0.00013222+0.0004204i,0.0002269+0.00015745i,0.0010208-0.0008504i,0.00050829-0.0011002i,-0.00015728-0.00038186i,-0.00015582+0.00055108i,-0.00035997+0.00073073i,0.0004382+0.00024156i,0.0011813+0.00015691i,0.00035149+0.00022206i,-0.00030752+0.00010728i,-0.00018404+0.00040354i,-7.1691e-05-0.00026808i,-0.00045466-0.0007295i,-0.00062926+0.00032315i,-0.0001535+0.00089179i
-0.0012195+0.00011479i,-0.0015772+0.00020418i,-0.0015369+0.0013701i,-0.00094389+0.001898i,-0.00038303+0.0011833i,-0.0001108+0.0003642i,0.00048459-0.00060916i,0.00079882+0.00017475i,0.00049011+0.0011401i,0.00017845+0.0013536i,0.00024593+0.0013734i,0.00042016+0.0002327i,0.00010618-0.00010321i,-0.00065662+0.00012808i,-0.00050149+4.1474e-05i,-0.00031623+0.00058197i,-0.00030215+0.00079927i,0.00036125+0.00064823i,2.966e-05+0.0001404i,-0.00022367-0.00016103i,0.00010238+1.3568e-05i,-0.00021203+0.00021396i,-0.00060122+0.00018445i
-0.00023947-0.0010017i,-0.00067274-0.0012077i,0.00020727-0.0018221i,8.1718e-05-0.00088004i,-0.00085237+0.00031461i,-0.00037364+0.0005355i,0.00085275+0.00045191i,0.0020786-0.00021583i,0.0016759-0.00096938i,0.00037932-0.00093479i,6.0942e-05-0.00071467i,-5.4352e-06-0.00037721i,0.00032092+0.00025232i,0.00095599+0.00049528i,0.00023965+0.00010658i,-0.00039655-0.00058633i,-0.00019398-0.00037571i,-0.00022191-0.00017251i,-0.00025607-0.00030097i,0.00012904-0.00025172i,0.00054267+2.9895e-05i,0.00034158+1.4185e-05i,0.00048303-0.00041215i
-0.00048353-0.0015898i,0.00038545-0.0012647i,0.00022833-0.00012143i,0.00059915+0.00093724i,0.00083345+0.0011304i,0.00089672+0.00060416i,0.00011488+0.00015703i,-0.00073262-0.00026425i,-0.00033218-0.00070826i,0.00039544-0.00079315i,-5.6676e-05-0.0010917i,-0.00061288-0.0016631i,0.00031792-0.0014933i,0.00037682-0.00091391i,3.0155e-05-0.00060683i,0.00010593+3.3641e-05i,0.0005124+0.00025039i,0.00057028+7.6337e-05i,-1.5129e-05+0.00041137i,-1.3053e-05+0.0010303i,3.0795e-05+0.00077981i,-0.0006332+0.00049124i,-0.001244+0.00025455i
-0.00035114-7.9946e-05i,-0.00034453+0.00056802i,-0.0012703+0.00021737i,-0.0014569+0.00025439i,-0.00091952-0.00057012i,-0.00058801-0.00015171i,-0.00022222+0.00029521i,0.00017441-0.00042855i,5.0649e-05-0.00050377i,-0.00089457+0.00082707i,-0.0015681+0.0011815i,-0.00099581+0.00015075i,0.00078976-0.00094526i,0.0017509-0.00087514i,0.0012069-0.00039523i,0.00065585-0.00068421i,0.00015813-4.6803e-05i,-0.00010279+0.00022921i,-7.8374e-05-0.0002112i,-0.00060946+3.5217e-05i,-0.0009218+0.00043658i,-0.00080012+0.00022643i,-0.00093139-0.00047198i
-0.0015381+0.00016468i,-0.0015216-0.00061056i,-0.00056362-3.0579e-05i,0.00063641+0.0011635i,0.00079632+0.002344i,0.00066838+0.0017069i,0.00024652+0.00015973i,-0.00032115-0.00042772i,-0.00068886-0.00019841i,-0.00083681+5.6183e-05i,-7.4125e-06-0.00032568i,0.00034501-0.00066763i,-7.5163e-05-0.0007248i,-0.00020385+2.4578e-05i,-0.00029722+0.00063498i,-0.00047118+0.00018692i,-0.00087893+7.1795e-06i,-0.0014279+0.00017835i,-0.0010239+2.8864e-05i,-0.00023469-0.00059294i,0.00022058-0.0010282i,7.982e-05-0.00072627i,3.655e-05-0.00068445i
1.3085e-05+7.4893e-05i,-0.0006104+0.00099427i,-0.0014176+0.0012321i,-0.0017744+0.00046215i,-0.0013534-0.00011305i,-8.8709e-05+0.00025726i,0.00093454+0.00013855i,0.00089727-4.8305e-05i,0.00032628+6.1989e-07i,-9.5907e-06-0.00056649i,-0.00038926-0.00069935i,-0.0012877-0.00023251i,-0.0012007-0.0003453i,-0.00010158-0.00070224i,0.00048106-0.00094447i,0.00019604-0.00022729i,-0.00012637+0.00066664i,-0.00040882+0.0011382i,-0.00020502+0.00036978i,-0.00018408-0.0001042i,0.00015574+0.00060143i,0.00065604+0.00063256i,0.0010012+0.00076499i
8.6722e-05+0.00057018i,-0.00032041-0.0014i,0.00050958-0.0026703i,0.00036718-0.0024566i,-0.00034091-0.0016899i,-0.00087765-0.00083768i,-0.00056988-0.00054726i,-0.00026233-0.00022442i,-0.00035313-2.9489e-05i,0.00022562-0.0004007i,0.00012428+2.4029e-05i,-0.00015192-0.00037868i,0.00055664-0.00060298i,0.00070483-0.00033915i,0.00064959-0.00066937i,0.00014519-0.0010846i,-2.564e-05-0.0007479i,0.00010579-0.00033358i,-0.00067323-0.00060708i,-0.0012102-0.00017625i,-0.00057644+0.00030584i,0.00010188+0.00034898i,-9.1895e-05+8.5072e-05i
0.0016983+0.00047511i,0.0016386+0.00053226i,0.0013634+0.00099159i,0.00084524+0.00028671i,-6.0358e-05-0.0011014i,-0.00062714-0.00090296i,-0.0012368+0.0001025i,-0.00063212+0.00034004i,0.00044429+0.00019602i,0.00021856+0.00014506i,-0.00045824-0.00045111i,-0.00044782-0.00063799i,-0.00047286-0.00011108i,-0.0010309+6.0476e-05i,-0.0012489-0.00025562i,-0.00082346-0.00060605i,-0.00033695-0.000692i,-0.00035743+0.00054318i,-0.0002117+0.0006799i,-0.00025168+0.0002742i,-0.0011516+0.00057457i,-0.00096017+0.00094385i,-0.0003582+0.00032655i
-0.00029885-0.00076667i,-0.0013756-0.0014814i,-0.0020889-0.0014763i,-0.0012727-0.00062865i,0.00020587-0.00026312i,0.0013276-0.00011639i,0.0016678-0.00013439i,0.0012422-2.0306e-05i,0.00015815-0.00020875i,-0.00032681-0.00032577i,2.6448e-05+0.00016912i,0.00080958+0.00065971i,0.00092934+0.00082083i,0.00019357+0.00034673i,-5.4819e-05-0.00017419i,-0.00042855+0.00077055i,0.00010278+0.0013315i,0.0011368-4.2275e-05i,0.00057531-0.00054153i,-0.00033276+0.00066862i,-0.00042376+0.00055848i,-0.00036347-0.00042462i,-0.0010736-0.00031308i
1.89e-05-0.0001933i,0.00072432-6.4568e-05i,0.001273-0.0005298i,0.0020529-0.00083531i,0.0022898-0.00077502i,0.0020485-0.00077793i,0.0010211-0.00014529i,-0.00021946+0.00030115i,-0.00092016+2.7051e-05i,-0.00069674-0.0001927i,-0.00015951-0.00026284i,-2.7162e-05-0.00068553i,-0.00027214-0.00098017i,2.0423e-05-0.00041449i,-4.9467e-05+0.00046982i,-0.0001939+0.00055171i,0.0004701-0.0004228i,0.0011511-0.00027586i,0.00097381+0.00090109i,0.00016856+0.0012904i,-3.9873e-05+0.0011121i,0.00033457+0.0009418i,0.00033683+0.00050869i
-0.00041408+7.0064e-05i,-0.001383+0.00019358i,-0.0013088+0.00067158i,-0.00084832+0.00047827i,-0.0008664-0.00018239i,-0.00037255-0.00032783i,0.0006788-9.1847e-05i,0.00050457+5.194e-05i,-0.00027337-0.000213i,-0.0004701-0.00034766i,1.8421e-05+6.1763e-05i,-0.00027336+0.0001323i,-0.0015887-5.3172e-05i,-0.0017257-0.00083508i,-0.00053212-0.0017444i,-0.00040604-0.0005741i,-0.00092587+0.00061304i,-0.000665+0.00034094i,-0.0010005+0.00056889i,-0.001137+0.00045925i,-0.00049036-0.00023087i,-7.1148e-05+0.0006597i,0.0003865+0.0011157i
-0.00013603-0.0015012i,-0.00026415-0.00083159i,0.00019947-0.00088157i,7.4449e-05-0.00086523i,-4.3211e-05-0.00057i,0.00042201-0.00039929i,0.00034938-8.3411e-05i,0.00010557-0.00050445i,0.00049091-0.00094409i,0.00080176-0.00063994i,0.00062491-0.00094431i,0.00060237-0.0016204i,0.0007557-0.00080901i,0.00083772+0.00041148i,0.00021325+0.001008i,-0.00029974+0.00080504i,0.00023473+7.0808e-05i,0.00082855-0.00040114i,0.00087212-0.00039068i,0.00039549+0.00014229i,0.00054933+3.8672e-05i,0.0011065-0.00033375i,0.00075405+0.00025393i
9.0908e-05+0.001277i,-0.00011772+0.00067258i,0.00028375+8.8579e-05i,0.0013972+0.00029262i,0.0011311+2.7955e-05i,0.0009191-7.937e-05i,0.00066658+0.00053219i,-0.00013554+0.00069748i,-0.00026898-0.00011159i,0.00017091-0.00056321i,-9.9362e-05-0.0008812i,-0.00038258-0.00032325i,-0.0002096+0.00049006i,0.00016621-0.00018704i,0.00029786-0.00069097i,9.2278e-05-0.00034723i,-0.00018404+0.00028376i,-0.0009252+0.00053481i,-0.0005317+0.00072084i,0.00054622+0.00037483i,0.0010984+0.00015191i,0.00052841+0.00037345i,-0.00015346+0.0007691i
-0.00018251+0.00027745i,0.00011649+0.00014741i,7.9599e-05-3.156e-05i,-0.0003768-0.0012214i,-0.00033573-0.0015496i,0.00023331-0.00066092i,0.00081148+0.00052191i,0.00056382+0.00081252i,0.00018799+0.00013974i,-0.000333-0.0001029i,-0.00047892-0.00021027i,-0.00058694-0.00012457i,-0.00033541-0.00022354i,0.00036019-0.00057307i,-0.00011156-0.00059563i,-0.00038328-3.5871e-05i,0.00052598+3.1535e-05i,0.00044586-0.00045876i,-0.00043815-0.00038278i,0.00026731+0.00031074i,0.0012086+0.0005998i,0.00095016-8.3201e-05i,0.00023358-0.00038805i
0.0012999+4.6872e-05i,0.00071513+0.00057983i,0.00046163+0.0005991i,0.00030872-5.5144e-05i,-0.00048904-8.7116e-05i,-0.00025024+0.00071696i,0.00019886+0.00086093i,0.00014858+0.00025013i,0.00021179-0.00056358i,0.00018213-0.00069419i,-2.7328e-05-2.3536e-05i,-0.00015476+0.00094329i,-0.00022293+0.0012729i,-0.00046567+0.00030185i,-0.00066576-0.001148i,-0.00071683-0.0010663i,-0.00050745-0.00038147i,-0.0002338-0.0007637i,-0.00041994-0.00099857i,-0.00038666-0.00059054i,-0.00014692-0.00049817i,-0.00012305-0.00061166i,-0.00011218-0.00029532i
-0.0015701+0.0010078i,-0.00082218+0.00088757i,0.00021776+0.00083126i,0.00055434+0.0010468i,0.00048538+0.0016021i,0.0012265+0.0013637i,0.0010284+0.00034378i,0.00017782-0.00027748i,4.9912e-05+0.00012565i,0.00023475+2.4142e-05i,0.0004609+1.0622e-05i,0.00054966+0.00086177i,2.4806e-05+0.00056257i,-0.00074353-0.00028098i,-0.00087185-0.0003931i,-0.00046754-0.00038346i,-0.00055221-0.00020394i,-0.00091548-0.00021372i,-0.00057371-0.00038396i,-0.00070342-0.00011274i,-0.00082655-1.0723e-05i,0.00027856+0.00035173i,0.00090519+0.00025033i
0.00048127+0.00034562i,-0.00017194+0.00098362i,-0.00010014+0.00064994i,-0.00025876-0.00032535i,-0.0008147-0.00016307i,-0.000685-3.3767e-06i,-0.00019115-0.00051675i,-0.00011489-0.0001415i,0.0007286+0.00041421i,0.00090461+0.00097864i,-5.0148e-05+0.00090317i,-0.00021455+0.00024389i,-7.2012e-05-8.0031e-05i,-0.0002601-0.00088136i,-0.00020747-0.0011783i,-0.00048765-0.00017656i,-0.00050424+0.0003391i,-0.00077813+0.00011301i,-0.0013764+8.5994e-05i,-0.00025644-0.00024389i,0.00035368-0.00017461i,-0.00027316+0.00031133i,-0.0007966+0.00024477i
-0.00035465+0.0010415i,0.00023241+0.00076881i,0.00072244+0.00053806i,0.0006327+0.00060432i,0.00043064+0.00049832i,0.00080149-2.4672e-05i,0.00061879-0.00012799i,-0.00034511+0.00037183i,-0.00060401+0.00016484i,-0.00078005-0.00021101i,-0.00013924-0.00031583i,0.00085431-9.3554e-05i,0.00045316-0.00021084i,-0.00017449-0.0013446i,-7.6892e-05-0.0013474i,-0.00018965+5.5098e-05i,-0.00012441+0.00033674i,8.7297e-05+0.00056032i,0.00019979+0.00072738i,0.00028889-2.0655e-05i,0.0003049-0.00036934i,-5.5102e-05-0.00036691i,-0.00072475-0.00017434i
-0.00089833+0.00027934i,-0.00081149-9.5011e-05i,0.00047869+0.00090425i,0.0017198+0.0018654i,0.0016348+0.0012935i,0.0013356+4.3904e-05i,0.00048588-0.00086122i,0.00015772-8.5002e-06i,0.00047324+0.00052438i,0.00012323-0.0010575i,-0.00011613-0.0018782i,-0.00049966-0.0013874i,-0.0010432-0.00067754i,1.0477e-05-0.00023249i,0.00076269+0.00018279i,0.00066099+0.0006326i,-1.4249e-05+0.00068245i,-0.00068792+0.00057492i,-0.00058475+0.00066861i,-0.00023532+0.00031458i,0.0001508-0.00058406i,0.00065348-0.0009866i,0.00045212-4.2184e-05i
-0.0016725-0.0018566i,-0.0018666-0.0021513i,-0.0026201-0.0017574i,-0.0022398+0.00015688i,-0.00057049+0.0011525i,0.00020044+0.0014214i,3.6448e-05+0.0013426i,-0.00024728+0.00014684i,-0.00080459-0.00031572i,-0.00078811-0.00018287i,0.00042139-0.00059225i,0.001038+0.00023142i,0.0012173+0.00072996i,0.0017946+9.2058e-05i,0.0015226-0.00035293i,0.00052868-0.00048627i,-0.00020777-0.0011156i,-0.00021389-0.0011045i,-0.00026388-0.00068932i,-0.0011373-0.00046225i,-0.0011319-0.00021729i,-0.00044944-0.00011324i,-5.0661e-05-0.00023618i
-0.00044328+0.00042474i,0.00036838+0.001335i,0.0011573+0.0013414i,0.0013501+0.00092275i,0.0010472+0.00078925i,0.001156+0.00061274i,0.0012074+0.00047132i,0.00096231+0.00053351i,0.00095559+0.00012509i,0.0014608-0.00074142i,0.0010716-0.00058842i,-0.00059323+0.00031434i,-0.001353+0.00070109i,-0.00061169+0.00029276i,-0.00035221-0.0001175i,-0.00027887-0.00022128i,-0.00043526+0.00016856i,-0.00070646+0.00016236i,-0.00079986-3.3826e-05i,-0.00040701+0.00017548i,0.0011145+0.00036371i,0.001286+0.00038907i,1.4838e-05-0.00014293i
