-0.0053319+0.0014333i,-0.0037188+0.0016154i,-0.0036229+0.0033886i,-0.001893+0.0029083i,-0.00053659+0.0028162i,-0.0012433+0.003001i,-0.0012604+0.0024373i,0.00076432+0.0013523i,0.0015181+0.0010026i,0.0016963+0.0012902i,0.0016905+0.0012399i,0.00050813+0.00034836i,0.0007692-0.0004316i,0.0015188+0.00035862i,0.00079363+0.00086167i,-2.4906e-05+0.0005238i,-0.00055771+0.00055964i,-0.00089712+2.8191e-05i,-0.00067712-0.00017967i,-8.4652e-05+0.00034504i,0.00030325+0.00030226i,0.00093738-0.00024417i,0.00089502-0.00032817i
-0.00060844+0.00068685i,0.0014564+0.00084982i,0.0023+0.0004031i,0.0016196-0.00060187i,0.001239-0.00067027i,0.00053891+0.00050503i,0.00050076+0.0009895i,0.00049616+6.0105e-05i,-0.00055937-8.3968e-05i,-0.00059714-0.00011356i,-0.0004078-0.0010874i,-0.00016832-0.00080541i,0.00059328+0.00031785i,0.0010754+0.0001025i,0.00076908-5.257e-06i,-0.00021373+0.00093024i,-0.00024211+0.0010665i,0.00019372+0.00058795i,0.00024447+0.0010333i,2.5414e-06+0.0010203i,-0.00032134+0.00054148i,-0.00063777+0.00055614i,-5.1433e-07+0.00036704i
0.0012049+0.00058437i,-0.00046051-0.00034172i,0.00045678-0.0012243i,0.0014472-0.0015604i,0.00026291-0.0013871i,-0.00060125-0.00061996i,-3.0278e-05+0.00042536i,-0.00024064-0.00015442i,-0.00029885-0.00072829i,0.00081711-0.00052516i,0.0015032-0.00076148i,0.0013253-0.00098754i,0.0005338-0.00066508i,-7.3053e-05-0.00039534i,-0.00045155-0.00013645i,-0.00010133+0.00024138i,-0.00015701+0.00048393i,-0.00035449+4.3254e-05i,-0.00016193-0.00073357i,-0.00025343-0.00078049i,0.00012537-2.6193e-05i,0.00041085-0.00024232i,0.00035708-0.0010821i
0.00013681+0.00047492i,0.00095593+0.00095836i,0.0016905+0.0008506i,0.0013457-0.00044476i,0.00092654-0.00028204i,-0.00016064+0.0007668i,-0.00037237+0.0002758i,-0.00016767-0.0011149i,-0.00054829-0.001424i,-0.00074932-0.00010565i,-0.00058338+0.00047976i,0.00056732-0.00033132i,0.0014314-0.00020823i,0.00065186+0.00060084i,-0.00013002+0.00093435i,-0.00028972+0.00022646i,6.5105e-05+0.00011757i,0.00040552+0.00019634i,0.00057609-7.8815e-05i,0.00023836+1.341e-05i,-6.7184e-05-7.5245e-06i,9.4065e-05-0.00061119i,-0.0003573-0.00067054i
-7.7042e-05-0.00049777i,-0.00057192-0.0016431i,-0.00063797-0.0025704i,-0.0006372-0.0023383i,-0.00061165-0.0019757i,-0.00017634-0.0012312i,0.00066765-0.00070797i,0.00068043-0.00035988i,0.00015249+0.00012595i,-0.00011984+0.00015629i,-0.00021784-0.00034092i,0.00033287+0.00018197i,0.00075783+0.00084476i,0.00043798+0.00015435i,0.00012954-0.00039229i,0.00011941-0.00087262i,0.00066213-0.00063118i,0.0013155+0.00018927i,0.00095258+0.00035699i,7.2968e-05+0.00072979i,-7.4933e-05+0.00063395i,-0.00017498+0.00033815i,-0.00041016+0.0005913i
0.0010819+0.00037865i,0.00097139+0.001577i,0.00036115+0.0017594i,-0.00026896+0.00020234i,-7.2137e-05-0.00077588i,-0.00025282+0.00018884i,-0.00021528+0.00074922i,-0.0003734+0.00060361i,-0.00016961+0.00011605i,0.00054643-0.0001655i,0.00034183+0.00066196i,-4.2241e-05+0.00063341i,-0.00053805+0.00029607i,-0.0012765+0.00041067i,-0.001539+0.00022454i,-0.00097421-0.00019869i,-0.0002339-0.00031899i,0.00018378-0.00058833i,0.00056486-0.00070612i,0.00053848-0.00011987i,0.00049842-0.00018579i,0.00040403-0.00030849i,0.00078631+9.7943e-05i
-0.00145+4.3738e-05i,-0.001901-0.00088274i,-0.00070268-0.00073594i,0.00045395-0.00046963i,5.0854e-05-0.00042536i,-1.9944e-05-0.00011807i,0.00069996-0.00010014i,0.00080949-0.00047054i,0.00016471-0.00047107i,-0.00035331-0.00049042i,-0.00030604-0.0010775i,-2.2734e-05-0.0011973i,0.00036679-0.00058359i,0.00045098+2.3933e-05i,0.00011739-0.00013194i,-9.1325e-05-0.00036586i,-9.3864e-05-0.00012553i,-0.00043643-6.6627e-05i,-0.00097454+0.00065665i,-0.00066907+0.0010133i,-3.2907e-05-2.1269e-05i,0.00030594-0.00037864i,0.00041546+0.00039568i
0.00032818-0.00016002i,-0.00044187+0.00034738i,0.00034911-0.00023573i,0.00080115-0.0013227i,0.00023515-0.0015183i,3.986e-05-0.00090208i,0.00018517+0.00012936i,-0.00019015-4.9073e-05i,-0.00068682-0.00082292i,-0.00044748-0.00046416i,-0.00011001+0.00049312i,-0.00019087+0.00038313i,0.00014304+0.00019369i,0.001232+0.00021378i,0.0015193+0.00032439i,0.00017504+0.00020571i,-0.00032763-0.00079084i,0.00066796-0.00030757i,0.00061086+0.00075991i,0.00013464+0.00076543i,-3.5195e-05+0.00020432i,0.00075718+0.00038727i,0.0013424+0.00083307i
0.00057299+0.00065066i,0.0011335-6.6257e-05i,0.001568-0.00049435i,0.0012552-0.00032842i,0.00022688-0.00021549i,-0.00074895+0.00028384i,-0.00052985+0.00026179i,0.0002288-0.0001385i,0.00087887-0.00040205i,0.00067986+6.1261e-05i,0.00016609+0.00015446i,-0.00020139-0.00084811i,0.00013606-0.00088107i,0.0008949-0.00020359i,0.00015108+1.6318e-05i,-0.0002021+0.00012731i,0.00033509+0.00061785i,0.00053437+0.00089763i,-0.00027797+0.00026558i,-0.00068859-0.00069062i,-0.0002806-0.00078578i,2.8306e-06-0.00029132i,0.00044307+0.00020488i
-3.3554e-06+0.0025518i,0.00069942+0.0024422i,0.0016789+0.001446i,0.0019754+0.00081317i,0.00088553+0.00016997i,-0.00054956-0.00046788i,-0.00022596-4.8132e-05i,0.00025487-0.00014668i,-0.00035719-0.00078329i,-0.00091714-0.00093653i,-0.00086262-0.00073832i,-0.00035791-0.00035732i,-0.00011205-9.1356e-06i,-0.00030761-0.00016967i,-0.00065648+0.00021385i,-0.00011196+0.00021426i,0.00061025-0.00020729i,0.00026561+3.7598e-05i,-8.2191e-06+0.00045564i,-7.701e-05+0.00057396i,-0.00076053+9.8661e-05i,-0.00054377-0.0002145i,4.9615e-05+0.00027115i
-0.00016862+0.0020216i,-0.0004384+0.001631i,0.00039307+0.0007911i,0.0011722-0.00052964i,0.00075709-0.0010326i,0.00036309-0.00015245i,5.0541e-05+0.00089953i,-0.0002584+0.0010463i,-0.00032589-0.00016141i,-6.8477e-05-0.0012825i,-0.00017445-0.0005358i,-0.00021943-0.000216i,5.0762e-05-0.00043108i,-0.00036002-0.0002871i,-0.00060389-0.00010064i,0.0008089+4.5518e-06i,0.00088769+5.6452e-06i,-0.0004828-0.00071257i,-0.00072953-0.00050975i,-0.00080057+0.00016186i,-0.00069974+0.00019556i,0.0001199+2.2125e-05i,0.00065511-0.00028377i
-0.00033515-0.0010877i,-0.0008695-0.00023748i,-0.0010661-0.00040447i,8.8602e-05-0.0013243i,0.00078775-0.0015945i,0.00022004-0.00045637i,0.000153-5.5653e-05i,0.00053988+0.00026401i,0.00019414+0.00086059i,-0.00030641+0.00091744i,-0.00038031+0.00032307i,-8.8609e-05-0.00021694i,-3.4075e-05+0.00024104i,-9.9081e-05+0.00080345i,-9.161e-06+0.00054489i,-0.00020201-6.5971e-05i,-0.00037282+5.2912e-05i,-0.00019239+0.00021248i,3.4244e-05-0.00019398i,5.0351e-05-0.00071885i,0.00090878-0.00047837i,0.0016401-0.00021875i,0.00068188-5.27e-05i
-0.00018643-0.00079443i,-0.00040799-0.0009526i,-0.00061686-0.00018767i,-0.00025327-0.00056165i,-0.00030831-0.001081i,-0.00074514-0.00035205i,-0.00067081+8.7782e-05i,0.0001726-2.7404e-05i,0.00077281-0.00049279i,0.00053221-0.00035579i,0.00056827-0.00052253i,0.00043971-0.0016923i,-0.00010846-0.0014117i,-0.00029436-0.00020739i,-0.00045381-0.00016613i,-0.00050575-0.00095476i,2.4692e-05-0.0010763i,0.00040141-0.00054404i,0.0001669+6.149e-06i,0.0002997-5.0589e-05i,0.00025642-0.00052985i,-0.00060797-0.00055936i,-0.00081044-0.00063033i
0.00024971+0.00020792i,0.00069389+0.0011706i,0.00027804+0.0010097i,0.00060044+0.00032913i,0.0011984+0.00013775i,0.00039174+0.00069078i,-8.5714e-05+0.0002558i,-3.801e-06-0.00081675i,-0.00030817-0.0012369i,-0.00037345-0.00085081i,-0.0001855-4.7905e-05i,-0.00026448+0.00017883i,9.9394e-05-0.0005256i,0.0005823-0.00070331i,0.00042755+0.0001602i,-0.00013531+0.00034096i,-0.0008035+0.00072933i,-0.00091597+0.00079609i,-0.00010459+0.0005739i,-1.1867e-05+0.00013764i,-0.00018075+0.00014128i,0.00028803-0.00026415i,0.0006424-0.00034782i
-0.00244+0.001122i,-0.0018405+0.00051022i,-0.00052848+0.00069353i,0.00054757-0.00026324i,0.0010815-0.0010005i,0.00075405-0.00096853i,9.7876e-05-7.7954e-05i,3.7096e-05+0.00066455i,0.00023978+0.00015207i,0.0010131-3.2859e-05i,0.0011259+0.00029218i,0.00040882-0.00010963i,0.00045+4.3431e-05i,0.00087458+0.00069511i,0.00044935+0.00070944i,0.00035749+0.00061275i,0.00058047+0.00026829i,9.6064e-05-0.00036272i,3.1351e-05-7.9268e-05i,0.00036788+0.00026683i,-0.00013815+0.00047247i,-0.00027109+0.00025644i,-0.00037326-0.00025122i
0.0011077-0.0011002i,0.0014162-0.00097706i,0.00063657-0.0010197i,-0.00063535-0.001254i,-0.00086146-0.001457i,-0.00028906-0.00014525i,-1.4351e-05+0.0006129i,0.00018475-0.00079596i,0.00017649-0.0011736i,-0.00021801-0.00030714i,-0.00050272+4.9379e-06i,0.00011053+0.0002978i,0.00071828+0.00055791i,0.00037757+1.3121e-06i,-5.392e-05-0.00028154i,-4.0473e-05+0.00037658i,0.00034525+0.00049808i,0.00068526-0.0010872i,0.00037322-0.0015806i,-9.989e-05-0.00066956i,-0.00036918+3.6149e-05i,-6.2017e-05-0.00053764i,0.00028604-0.00058735i
-0.00041473-0.001773i,-0.00039703-0.00062327i,-0.00035661+0.00023559i,-0.00066858+0.00039632i,-0.0012789+0.00031174i,-0.0013103+0.00052515i,-0.00058933+0.00084711i,0.00035778+0.00025345i,0.00023078-0.00058602i,-0.00045916-0.00053166i,-0.00077415-0.00041203i,-0.00018082+1.2282e-05i,0.00062267+0.00036134i,8.6196e-05+0.00056661i,-0.00062529+0.00011336i,-0.00059852-5.2156e-05i,-0.00044834+0.00011773i,-0.00023142-7.1339e-06i,-1.674e-07+0.00030354i,0.00045991+0.00027832i,0.0013475+0.00019913i,0.0017612+0.0003668i,0.0012329+0.000266i
-0.00072083+0.00066164i,0.0002263+0.0010999i,0.0010376+0.00061176i,0.0018241-0.00063516i,0.0013813-0.0010026i,-0.00045261-0.00088369i,-0.00071718-0.00043777i,-5.3015e-05-0.00069258i,0.0005443-0.00085776i,0.0011979-0.0001139i,0.0010027-0.00057543i,0.000779-0.0019032i,0.00061567-0.001318i,0.00053121-0.00041421i,0.0006483-0.00049408i,0.00030732-0.00044472i,0.00013403+5.1993e-05i,0.00087197+0.00053207i,0.00018551+0.00024065i,-0.0013086+6.5959e-05i,-0.00057739+8.5407e-05i,0.00028833-0.00019642i,0.00048159-0.00026624i
0.00075255-0.0019127i,0.0016566-0.0016187i,0.0021559-0.0011908i,0.001145-0.00060868i,7.6069e-05+6.2315e-05i,0.00052917+2.6227e-05i,0.0013084-0.00070403i,0.0015778-0.00082639i,0.0012587-0.00044681i,0.0003814-0.00031i,0.00012866+1.5686e-05i,-0.00018157-0.00028958i,-0.00027944-0.00075793i,-0.00044067-0.0007259i,-0.00049227-0.00072185i,4.4624e-05-0.00019552i,0.00042949+0.0002663i,0.00044318+0.00010328i,0.00018505-0.00020259i,0.00067757-0.0004211i,0.00095657-8.7127e-05i,-0.0002366+0.0003397i,-0.00081534+0.00027138i
-0.00085494-0.0010302i,0.00044666-0.000928i,-0.00066028+9.4023e-05i,-0.0011596+2.6017e-05i,-0.00073245-0.00029981i,-0.00086689-0.00031788i,-0.00045304+9.5585e-05i,7.3484e-05+0.00033011i,-0.00078879-0.0002336i,-0.00048318-0.00033265i,0.00012926+8.9951e-05i,0.00053954+1.3616e-05i,0.0011015-0.00065683i,0.0012461-0.00028425i,0.00030593-5.1958e-05i,0.00025052-0.00059728i,0.00071875-0.00068681i,0.00014344-0.00029673i,-0.00062143+0.00066298i,-0.00036055+0.00061713i,0.0005388+0.00030263i,0.00038071+0.00036825i,6.0278e-05-0.00056988i
2.8966e-05-0.00094558i,0.00013827+0.00018893i,0.0007972+0.0010649i,0.0010265+0.0003263i,5.5009e-05-0.00056749i,-0.00021715-0.00028583i,3.6444e-05+3.6716e-05i,0.00044357-0.00014993i,0.00073437-8.5428e-05i,0.00055742+0.00039595i,5.2291e-05+6.5801e-05i,-0.00034027-0.00063432i,-3.3665e-05+0.00016843i,-0.00034942+2.5669e-05i,-0.00050309-0.00044966i,-0.00030348+0.0001329i,-0.0002271+0.00072044i,9.8337e-05+0.0011895i,0.00050683+0.00083732i,0.00043769+0.00016195i,-0.00027008-0.00058291i,-0.00048218-0.00097977i,0.00015765-0.00081761i
0.0002184-0.00021324i,0.00095344-0.00025497i,0.0022495-2.6783e-05i,0.0021801-0.00084837i,0.0015571-0.0015504i,0.0012767-0.00079377i,0.0016061-0.00041401i,0.001217-0.00071109i,-2.9999e-05-0.00069205i,-0.00021368+0.00047537i,0.00047683+0.0013029i,0.00053765+0.00087068i,0.00040149+0.00024066i,-0.00028696+0.000157i,-0.00073862-5.2421e-05i,-0.00019467-8.21e-05i,3.0684e-05+9.5259e-05i,0.00047056+2.286e-05i,0.00047003+0.00032462i,0.00054949+0.00042656i,0.00042501-2.6473e-05i,-0.00044617-0.0006733i,-0.00082838+0.00039465i
-0.00092591+0.0001072i,-0.00085441+0.00029114i,-0.0012405+0.00043723i,-0.0017234+0.00084293i,-0.0020417+0.00085098i,-0.00089679+0.0007744i,-4.3539e-05+0.0016327i,-0.00016497+0.00095563i,0.00028539+0.00024377i,0.00049982+0.00041839i,0.00022825-3.1544e-05i,0.00036206-0.00038875i,-3.4739e-05-0.00036388i,-0.00035489+3.9015e-06i,8.4161e-07-2.2393e-05i,0.00099732-0.00012011i,0.0011469-0.00020238i,0.00037857-0.00035656i,-0.00038623-0.00013265i,-0.0010176-8.0958e-05i,-0.00066862+0.00017925i,-6.0559e-05+4.1717e-05i,-0.00030204-0.00047857i
-0.0011786+0.00141i,0.00018+0.0014973i,0.0018215+0.0014018i,0.0037188+0.00041846i,0.0034941-0.0012497i,0.0011366-0.0010098i,0.00068381-0.00029087i,0.001293-0.00041024i,0.00080888+0.00020061i,0.00051234-9.051e-05i,0.00059573-0.00084213i,0.00064083-0.00032617i,0.00071354+2.333e-05i,0.00051289-0.0005529i,0.00059797-0.00045525i,0.000846-0.00022331i,0.00057652-8.7026e-06i,5.1302e-05+0.00050218i,-0.00022586+0.00015481i,-0.00014812+6.1612e-05i,-5.8592e-05-0.00015717i,-0.00045786-0.0013857i,-0.00023803-0.00078759i
0.0016039-0.00071776i,0.0016108-0.00091829i,0.00084801-0.0020753i,-0.00076365-0.0031107i,-0.0025606-0.0020962i,-0.0024488-0.00053187i,-0.0012418-8.3361e-05i,-0.00065488-0.00027789i,-0.00039581-0.00098662i,-5.9504e-05-0.0016294i,0.00029779-0.00099851i,0.00039846-0.00059581i,0.00045768-0.00073917i,0.00011642+9.3648e-06i,2.3812e-05+0.00049936i,0.00019956-8.723e-05i,0.00062151-1.4601e-05i,0.0003263+0.00021954i,-7.0065e-05-0.00020546i,0.00018594-0.00047367i,0.00081029-0.00076032i,0.00092279-0.00046628i,0.00037363-0.00017455i
-0.00034775+0.0018752i,0.00048149-0.00047063i,0.0014286-0.00058818i,0.0011901-0.00037691i,0.00061591-0.00073129i,0.00041997-0.00052653i,0.00098796+0.00030406i,0.0017175+0.00083519i,0.0014622+0.00094729i,0.001173+0.0012758i,0.00081171+0.0013086i,0.00069262+0.0011366i,0.00084399+0.00093503i,5.0011e-05+0.00057353i,-0.0004019+0.00011419i,-8.8241e-06-0.00011197i,0.00022862+0.00056234i,0.00050574+0.0012369i,0.00038227+0.00063432i,6.6738e-05+0.00035239i,0.00020094+0.00015506i,0.0004312-0.00054147i,0.00016073-0.00046931i
-0.00053976+0.0019883i,0.00053077+0.0013493i,0.0011698+0.00089823i,0.0014063+0.00024757i,0.00058645-0.00028652i,3.8008e-06-0.00048379i,1.5533e-05+6.8036e-05i,-0.00016504+0.00054131i,7.7502e-05+0.00024319i,0.00074368-7.8894e-05i,0.0013145-0.00018913i,0.00073603-0.00091355i,0.00043016-0.0014307i,0.0008352-0.00072115i,0.0010872+0.00013046i,0.00099336+0.00030403i,-0.00010004+0.00021608i,-0.00017439-0.00022059i,-3.3899e-05-0.00012444i,-0.00086125+0.0002334i,-0.00099524-0.00023171i,-0.00045789-0.00069681i,-0.00036851-0.00037239i
0.00036955-0.00054485i,0.00038121-0.00043943i,0.0013663-0.00062781i,0.0022584-0.0013087i,0.0020463-0.00016661i,0.00086696+0.0005039i,0.00056526-8.2584e-05i,0.00070495-0.0005752i,1.0608e-05-0.0010234i,-0.00035148-0.00059572i,0.00036648-0.00061703i,0.00064193-0.0012704i,7.8644e-05-0.0013021i,0.00011426-0.00046675i,-0.00014018+4.8215e-05i,0.00014111+2.5033e-05i,-0.00011311+4.1548e-05i,-0.00048004-0.00018331i,-1.508e-05-0.00047876i,0.00014345-0.00043068i,0.00036796-0.00020942i,0.00027126-4.6716e-06i,0.00034332+0.00021042i
-0.00067946+0.00025242i,-0.00062749+0.00065878i,-0.00073765-0.00014233i,-0.00069926-0.00011338i,-0.00098128+0.00021847i,-0.0017987+0.00065825i,-0.0013473+0.00059308i,0.00059119-0.00034688i,0.00018841-0.00045423i,-0.00035776-0.00029983i,-3.8481e-05-0.00040437i,-7.836e-05-0.0003689i,-0.00044406-0.00027669i,-0.00041668-8.9433e-06i,-0.00042978+0.000421i,-0.0002676+6.4362e-06i,0.00017638-0.00035266i,-0.00062812-0.00028979i,-0.0012736-0.0012802i,-0.00048271-0.0010294i,0.00023666+2.2357e-05i,0.0006304-0.0002111i,0.00091971-0.00032109i
-0.00044598-3.9097e-06i,0.00046822+0.00032098i,0.0015669+0.002062i,0.0016149+0.002427i,0.00072575+0.0020237i,6.5367e-06+0.0021309i,0.00015179+0.0009844i,8.9529e-06-9.9536e-05i,-0.00050882-0.00026314i,0.00014737+0.00045091i,0.00039115+0.00010012i,-0.00016982-0.00079541i,-0.0001104-0.00058986i,0.00042087-6.0411e-05i,0.00038336+0.00062545i,0.00042011+0.00028308i,0.00015955+0.00019549i,-3.667e-05+0.00070911i,-0.000388+0.00086381i,-0.00085676+0.00042428i,-0.00098759-2.7635e-05i,-0.0011368-0.00057641i,-0.00093361-0.0010203i
0.0017272-0.0021901i,0.00054932-0.0016336i,-0.00041906-0.0017373i,-0.0015407-0.0020913i,-0.00099732-0.0019457i,0.00061135-0.0007962i,0.00054622+3.1941e-05i,0.00028038-0.00016225i,0.0011624-0.0004866i,0.0014132-0.00070515i,0.00044759-0.00092662i,-0.00061877-0.00056195i,-0.00047283-0.00047338i,0.00016833-0.00075175i,0.00019465-0.00051255i,-0.00028018+0.00021712i,-0.0010004+0.0005822i,-0.00039749+1.6684e-05i,0.00041917-0.00017984i,0.00092398+3.9337e-05i,0.00064454-0.00053369i,-0.0004851-0.0010563i,-0.00079305-0.0001326i
-0.0032564+0.00077134i,-0.0012015+0.0010084i,0.0003544+0.0012496i,0.0013196+0.00067863i,0.00069097-0.00019134i,-0.00043916-0.00033327i,-0.0005028-0.00042367i,0.00068918-0.0004332i,0.0009358+8.3142e-05i,0.00010505+9.7696e-05i,-7.7931e-05-0.00041419i,0.00011325-0.00032026i,-0.00025375+0.00015572i,-0.00065145+0.00057618i,-0.00028526+0.00013245i,4.3092e-05-0.00035799i,0.00011349-0.00046524i,-0.00012379-0.00056175i,-0.00042591-0.00050031i,-0.00013693-0.00011464i,1.2356e-05+5.3211e-05i,-0.00030788-0.00031513i,0.00027615-0.00021563i
-0.0016043-0.0012663i,-0.00081194-0.00030535i,-0.00017438-0.00014995i,-4.6711e-05+7.8157e-06i,0.00045415+0.0005462i,0.00083204+0.00073925i,0.00095007+0.00055928i,-2.1553e-05-0.00045442i,-0.00060717-0.0011975i,-0.0004437-0.00083579i,-0.00011021-0.00031701i,0.00022231-0.00025955i,0.00036046-0.00012027i,0.00048743-0.00030174i,-6.3101e-05-0.00014013i,-0.0003409+0.0003575i,0.00022048+3.0797e-05i,0.00036418-0.00071423i,0.00032591-0.00038913i,-6.0848e-05+0.00034204i,-0.00064842+0.0005835i,3.525e-05+0.00045739i,0.00061597-0.00018103i
0.0017403-0.00033656i,0.0022316-0.00057468i,0.0024623-0.0006491i,0.0015856-0.00050337i,-0.00037016-0.0011441i,-0.00083943-0.0005747i,0.000531+0.00012035i,0.00078906-0.00020881i,0.00010606-0.0010109i,-2.9496e-05-0.00049615i,0.00044301-0.00029603i,6.1206e-05-0.00080966i,-0.00082519-0.00045561i,-0.00051643+0.00032122i,-0.00080237+0.00063672i,-0.0011991+0.00058066i,-0.00053399+0.00049671i,0.00056271+0.00079993i,0.000599+0.00062154i,5.7535e-05+0.00018296i,-0.00039022+0.00046848i,-0.00070381+0.00061472i,-0.0006988+0.00075273i
-0.0011232+0.0012199i,-0.0011017+0.00073287i,-0.00053396+0.00027944i,-3.6649e-05-1.2433e-06i,-0.00017971-0.00077899i,2.5896e-05-0.00104i,0.00069108-9.4847e-05i,0.00036861+0.00042554i,-0.00029879+7.9946e-05i,-0.0001007-0.00016686i,0.00065439-0.00025389i,0.00051058-0.000225i,-0.00011923-8.9972e-05i,-0.00084397+0.00022839i,-0.00085239+0.00050412i,5.247e-05+0.00022569i,7.8818e-05-0.00012105i,6.6007e-05-0.0010974i,0.00039421-0.001072i,0.00016303+5.9164e-05i,1.4161e-05+0.0005069i,-3.8442e-06+0.0003896i,9.6893e-06+0.00058078i
-0.00044654+0.00085443i,0.00060894+0.00038541i,0.0011747+0.00016195i,0.0011076-0.00051272i,0.00097416-0.00093298i,0.00050963-0.0003634i,-4.3399e-05+0.00015023i,-0.00029023+0.00028016i,-0.00015658+0.00035817i,0.00022459+0.00023447i,0.00048227-0.00013101i,0.00046092-0.0013356i,0.00029544-0.0020538i,0.00097699-0.0018241i,0.0013295-0.0015602i,0.00060116-0.00058521i,-0.00049177-0.00052435i,-0.00010804-0.0011288i,0.00049114-0.00066495i,0.00025029-0.00035044i,-0.00022989+0.00027665i,-0.00041964+0.00015529i,-1.9292e-05-0.0006042i
-0.0021404-0.00060573i,-0.0010688-0.00054197i,-0.00026166-0.00052456i,0.00050284-0.00018905i,0.00058895+0.00035542i,0.00062182+0.0012842i,0.00071485+0.00073821i,0.0010538-0.00032765i,0.00028184-0.00040451i,-0.00017744+0.0005069i,0.00026503+0.00063831i,0.00074766+8.6937e-05i,0.00092644-8.5775e-05i,-0.00026007-7.1061e-06i,-0.0011938+0.00016346i,-0.00090221-0.00023683i,-0.00085308-0.0010583i,-0.00035252-0.00080678i,0.0006502-0.00036845i,0.0007591-0.00032718i,0.00037866-0.00042209i,0.00016304-0.00046784i,-0.00012543+0.00017959i
0.00119+0.0015721i,0.0010185+0.0018979i,0.00082101+0.0016744i,0.0009316+0.00078786i,0.00077146-0.00051865i,0.00020385-0.00066073i,0.0002077-6.9741e-05i,0.00074903+0.00020787i,0.00068938+9.4937e-05i,0.00013729-0.00074132i,-0.00014949-0.0014326i,-0.00025287-0.0014288i,8.7011e-05-0.0014047i,0.00011208-0.0012083i,-0.00051222-0.00037706i,-0.00049294+0.00028551i,0.00046738+0.00017737i,0.00056765+0.00036504i,-0.00072755+2.3186e-05i,-0.0011343-0.00046848i,0.00030263+0.00011624i,0.00096926-0.00038463i,0.00057977-0.0014165i
-0.00070336-8.1024e-05i,0.00062982+0.0002957i,0.0011233+0.00077229i,0.0011325+0.00013357i,0.00077134-0.00018184i,0.0011856+2.0251e-05i,0.00097026+5.7497e-05i,-0.00021995-0.00020738i,-0.00064326-8.071e-05i,-0.00059865+0.00038923i,-0.00029124+0.00028576i,-0.000325+0.00016362i,-0.00032856-0.00051424i,0.00032873-0.0009917i,0.00030541-0.00090989i,0.00036701-0.00037657i,0.00066857+0.0003675i,0.00016252+0.00031197i,0.00016567-0.00018647i,0.00044509-0.00044827i,0.00040357+4.5661e-05i,0.00038939+0.0002677i,-0.00041633+0.00026406i
3.8565e-06-4.6904e-05i,0.00096237-0.001194i,0.0010938-0.0010413i,-0.00038961-0.00093739i,-1.4987e-05-0.00077221i,-0.00010126+7.4475e-05i,-0.00082671+0.00046628i,-0.00030262+0.00015346i,0.00047709-6.4527e-05i,0.00068792+0.0002807i,0.00051456+0.00057432i,-0.00018778+0.00013205i,-0.0002909-0.00054338i,0.00019628-0.00057028i,0.00028988+0.00026416i,3.7492e-05+0.0002959i,-0.00025525-7.8587e-05i,9.0668e-05+0.00024851i,0.00040241-0.00026836i,0.00035541-0.00029833i,0.00078498+0.0003902i,0.00067635+0.00093209i,0.00029081+0.0010114i
-0.00034155-0.00056996i,-0.00058964-0.00031479i,-0.0013564-9.4111e-05i,-0.0012753-0.00051173i,-0.0003582-0.00043993i,-0.0002796+0.0001339i,-0.000982+0.0006104i,-0.00065235-0.00013351i,0.00012623-0.0010058i,4.1476e-05-0.00083708i,-1.1499e-05-0.0002509i,0.0001712+0.0010826i,-0.00011968+0.0014965i,-0.00021808+0.001397i,0.00049834+0.0012019i,0.00074467+0.00067234i,0.00043822+0.00024626i,8.4418e-05+5.8972e-05i,-0.00033826+9.7291e-05i,0.00034889+5.2389e-05i,0.0007008+6.1967e-05i,0.0003657+0.00026524i,0.00045503+4.7643e-05i
-0.00081374+0.00068393i,-0.00030286+0.0011869i,0.00059003+0.00090428i,0.00099898+0.00064866i,0.0010998+0.00032093i,0.00081203-0.0001733i,0.00051534-0.0010379i,0.00053693-0.0015623i,0.00084986-0.00063781i,0.0006074+0.00057338i,0.00032727+0.0010403i,0.00025999+0.0003369i,0.00019252-0.00041467i,1.6962e-05-0.00061131i,0.00019027-0.00073447i,0.00069304-0.00075052i,0.00036369-0.00021087i,-0.00019911+3.6676e-05i,0.0002033-0.00068384i,0.00057995-0.0013305i,0.00036395-0.0013974i,0.00070077-0.0013013i,0.00062562-0.00056227i
0.001962-0.00035453i,0.0010487+0.00042982i,0.00085812-0.00029551i,0.00030894-0.0012408i,-0.00055137-0.0018476i,-0.0011734-0.0007205i,-0.00039526+0.00066336i,0.00035593+0.00071762i,0.00096531+0.00018643i,0.00062297-0.00036424i,-0.00049175-0.00070179i,-0.00010847-0.00067773i,0.00123-0.00088525i,0.0014349-0.00077159i,0.00051363-0.00046697i,0.00028788-3.0558e-05i,0.00012466+0.00065636i,4.9617e-05+0.00079574i,-7.1879e-05+0.00057334i,-0.00041066+0.00020755i,-0.00037404-3.9664e-05i,0.00030358-0.00016255i,0.00020192+4.3163e-06i
