-0.0053319+0.0014333i,-0.0037188+0.0016154i,-0.0036229+0.0033886i,-0.001893+0.0029083i,-0.00053659+0.0028162i,-0.0012433+0.003001i,-0.0012604+0.0024373i,0.00076432+0.0013523i,0.0015181+0.0010026i,0.0016963+0.0012902i,0.0016905+0.0012399i,0.00050813+0.00034836i,0.0007692-0.0004316i,0.0015188+0.00035862i,0.00079363+0.00086167i,-2.4906e-05+0.0005238i,-0.00055771+0.00055964i,-0.00089712+2.8191e-05i,-0.00067712-0.00017967i,-8.4652e-05+0.00034504i,0.00030325+0.00030226i,0.00093738-0.00024417i,0.00089502-0.00032817i
0.001027-0.0010895i,0.00048198+0.00057197i,-0.0011539+0.00096559i,-0.0023929+0.0011421i,-0.0018292-0.00024421i,-0.0008104-0.0012704i,-0.00047206-0.00086108i,-0.0001478-0.00020965i,0.000303-1.0613e-06i,-0.00017655+0.00046212i,-0.0013033+0.00065755i,-0.001245+0.00045029i,-0.00049745+0.00095034i,0.00018977+0.00054546i,0.0006154-0.00041553i,0.00072398-0.00023383i,0.00047143+0.00040179i,-0.00052803+0.0005056i,-0.0010889+5.0124e-05i,-0.00074179+8.2282e-05i,-0.00028264+0.00018908i,0.00067531+0.00045516i,0.00081938+0.00046401i
-0.00039773-0.0012754i,-0.00045304+8.7956e-05i,-0.00088891+0.00044192i,-0.0014624-3.3767e-05i,-0.0013344-0.00058284i,-0.00086125-0.00093139i,-0.00046811-0.00089664i,-0.00047534-0.00019445i,-0.00056873+0.00027487i,-0.00045708+0.00087005i,-0.00056826+0.0016654i,-0.00044085+0.0012589i,0.00027965+0.00053105i,-0.00026666+0.0011246i,-0.00079669+0.0010924i,-8.6836e-05-0.00014156i,-4.8879e-05-0.00045473i,-9.0687e-05-0.0001469i,6.8557e-05+0.00014651i,-0.00029635+9.63e-05i,-0.0010972-0.00043471i,-0.0011832-0.0003435i,-0.00035772-0.00041743i
0.0025346-0.00074806i,0.0023634-0.0013628i,0.0027231-0.0024563i,0.0018287-0.0025957i,-0.00064446-0.0014215i,-0.001712+0.00014873i,0.00047075+0.00049991i,0.0016389-0.00022817i,0.00066179-0.00027175i,-0.00023808+0.00015495i,-0.00059523-6.499e-05i,-0.0011694+3.7359e-05i,-6.9593e-05+0.0001355i,0.00059332-0.00029049i,-0.00014031-0.00047681i,-0.00010583+0.00045917i,0.00047355+0.00081393i,0.00094304-0.00012777i,0.0011933-0.00087911i,0.00093769-0.0011353i,0.0010082-0.00039173i,0.0010945-0.00015972i,0.0004891-0.00045871i
0.0051108-0.0046571i,0.0026301-0.004691i,0.00011722-0.0064109i,-0.0028989-0.0053626i,-0.0051339-0.0036241i,-0.0040192-0.0011571i,-0.0014106-0.00023409i,0.00011145-0.0010253i,0.00071623-0.0019789i,-0.00086916-0.0017417i,-0.002051+0.00023656i,-0.0019567+0.0012339i,-0.0011393+0.00093105i,-0.00057164+0.00052477i,-0.0012978-9.6652e-05i,-0.0015556+2.7337e-05i,-0.00067665+0.00076303i,-5.2449e-05+0.0007601i,-0.00012434+0.00036024i,-0.00057596+0.00017435i,-0.0007841+0.00030812i,-0.00066514+0.00065322i,-0.00054231+0.00010604i
-0.0053912+0.011494i,-0.0028799+0.010987i,0.0026673+0.01261i,0.0076931+0.0091246i,0.009593+0.0040264i,0.0060776-0.00053978i,0.0012226+0.00025551i,0.00050154+0.0020003i,0.0010383+0.0022765i,0.0026657+0.0020664i,0.0043255+0.00042255i,0.0038507-0.0015911i,0.0024674-0.0020642i,0.0015831-0.0016586i,0.0021068-0.00060027i,0.0018584-0.00026398i,0.001074-0.00091812i,0.00018126-0.00056341i,-0.0005835-1.7571e-06i,-0.00066591-0.00020484i,-0.00032084-0.00080874i,0.00073234-0.0016342i,0.001238-0.002163i
-0.0030674+0.0016893i,-0.0020371+0.0019374i,0.00038162+0.0031864i,0.0028936+0.0025041i,0.0029488+0.0011224i,0.00048456+0.0001257i,-0.001952+0.00084239i,-0.0014571+0.0017029i,-0.00033983+0.0011978i,0.00020839+0.00063279i,0.00097685+0.00074188i,0.00075428+0.00057139i,0.0004537+0.00052742i,0.00080525+0.00045532i,0.001032+9.4571e-05i,0.00077856-0.00013552i,0.00047968+4.9959e-05i,-7.657e-06+0.0003876i,-0.00076193+0.00011027i,-0.00072723-0.0001529i,-0.0002832-0.00020836i,0.00019348+2.8041e-05i,0.00052606-0.00037012i
-7.1077e-05+0.0012656i,0.00076334+0.0010203i,0.0010512+0.00092572i,0.0016831+0.00010408i,0.0024249+0.00016449i,0.0031449+0.00015408i,0.0021126-0.00033125i,0.00093812-0.00040836i,0.00036911+0.00011903i,0.00018366+0.00075049i,0.00030663+0.00088978i,0.00047712+7.1424e-05i,0.00069615-0.0005898i,0.0011538-0.00064823i,0.00085767-4.2664e-05i,0.00030143+6.9111e-05i,0.00025067-0.00026805i,0.00028925+0.0002106i,2.1487e-05+0.00032903i,-0.00015108-0.00010914i,-0.0002648-0.00027013i,-0.00050994+0.00021853i,-0.00022145+0.0007944i
-0.0024149+0.0011196i,-0.0017368+0.0022798i,-0.001084+0.0024675i,0.00080649+0.00052492i,0.0013705-0.00067736i,-0.00032602-9.3243e-05i,-0.00018255+0.0012243i,0.00042772+0.00088363i,0.00079515-0.0005259i,0.0010185-0.00013023i,0.0005472+0.00044154i,0.00055804+0.00028857i,0.00052877-0.00038414i,0.00051306-0.00090678i,0.00075588-0.00013492i,0.00055439+0.00060308i,0.00022725+0.00050222i,-4.6436e-05-0.0005279i,-0.00022528-0.0010916i,-9.0874e-05-0.00040968i,-5.3449e-05+0.00024216i,-0.00033568+0.00047161i,-0.00076553-6.0507e-05i
9.7208e-05+0.00026811i,0.00071957-0.00097332i,0.0023653-0.00012158i,0.003062+0.00068911i,0.0025755+0.00053655i,0.0021177-8.756e-05i,0.0016231+5.9726e-05i,0.0012194+0.00010276i,0.0015228+0.00060974i,0.0017163+0.00097654i,0.0014454+0.00014511i,0.0013255-0.0005445i,0.0007178-0.00033719i,-0.00027642+0.00034195i,-6.2612e-06+0.00078703i,0.00071459+0.00080784i,0.00028095+0.00092663i,-0.00012662+0.00046795i,-0.00033008-0.00082891i,5.9555e-05-0.00083167i,0.00023688-0.00050252i,-0.00035956-0.00082003i,-0.00032972+3.3262e-05i
-5.4961e-05+0.0014385i,0.00033878+0.0017567i,0.00029583+0.00097844i,0.0002784-0.00035841i,-0.00026286-0.00090816i,-0.00062824-0.00050312i,-0.00014602-0.0004053i,0.0002758-0.00061007i,-0.0001396-0.00049833i,-0.00025411-0.00019699i,1.5085e-05-0.00027366i,0.00020634-0.00021761i,0.00015818+0.00051133i,3.1332e-05+0.00048403i,-0.00024769+0.00016456i,-0.00031563+0.00096801i,-0.00022068+0.0013609i,-0.0004548+0.0012771i,-0.00017391+0.00065838i,-0.00011535+0.00021144i,0.00041986+0.00042515i,0.00032529+0.00070431i,-0.00045557-1.4236e-05i
0.00074634-0.00030781i,-0.00078636+0.00052361i,-0.0017837+0.0015239i,-0.0010055+0.00088162i,1.5402e-05-0.00059941i,-0.0002474-0.00094258i,-0.0010316-7.064e-05i,-0.0011284+0.00068738i,-0.00024473+0.00065805i,-9.544e-06-6.1383e-05i,-0.00037079-0.00059486i,0.00044671-0.00034541i,0.00036644+0.00021533i,0.00040723+0.0006142i,0.0010776+0.00053532i,0.00049893-8.6558e-05i,8.3022e-05-0.00025319i,0.0010242+0.00033543i,0.0016286+0.00087851i,0.00021656+0.0012822i,-0.00065061+0.001006i,-0.00019174+0.00074055i,-0.00055139+0.0010358i
0.0024826+0.0010348i,0.0025403+0.00020877i,0.0037872-0.00037349i,0.003937-0.0015829i,0.0020243-0.0021163i,0.0002575-0.0012668i,0.00081992+4.3907e-06i,0.0018386-0.00012839i,0.001288-0.0007808i,-5.8261e-05-0.0010024i,-0.00068567-0.0007177i,-0.00032004-8.1733e-06i,-0.00037316+3.99e-05i,-0.00050082+0.0003894i,-0.00044106+0.00069088i,-0.00012479-8.9381e-05i,0.00015475-0.00051898i,-4.5498e-05-6.3697e-05i,-0.00011372+9.2727e-05i,-0.00037279+0.000105i,-0.00044329+0.0002255i,-0.00049398+0.00040388i,-0.00042979-1.3761e-05i
0.00021474+0.0012318i,-0.00070799+0.0015621i,0.0001586+0.001827i,0.00051684+0.00045073i,1.3568e-05-0.0016189i,-0.00070929-0.0012702i,-0.00024994-0.00052861i,0.00092331-0.00051254i,0.00019514-0.00019725i,-0.00035842-0.00041846i,0.00033449-0.0010898i,0.0004557-0.00068712i,-2.4671e-05+0.00027199i,-0.00021237-6.9651e-05i,-6.8453e-05-0.00040622i,-0.00011537-0.00026363i,1.3743e-05-0.00078257i,-0.00016992+3.0631e-05i,-6.3603e-05+0.00061689i,0.00066162-0.00020928i,0.00087469-0.00017063i,0.00050929+0.00030231i,-0.00024899+0.00035129i
-0.001424+0.002736i,-0.0007946+0.0020856i,0.00015531+0.0019311i,0.0006834+0.0015411i,0.0011294+0.00088129i,0.00053983-0.00047102i,-0.0012143-0.00060008i,-0.0017461+0.00047463i,-0.00051546+0.00080703i,0.0010234+0.00094041i,0.0012155+0.00010351i,0.00086271-0.00035073i,0.00068989-0.00011996i,0.00076565+0.00058575i,0.0002348+0.00072623i,-0.00028181-0.00025675i,-0.00074538-0.00042967i,-0.00053195-0.00063002i,0.0006015-0.00077622i,0.0009727+0.00020618i,0.00023783+0.00070199i,-0.00067288+0.00010719i,-0.00013074-0.00018119i
-0.00012436+0.00081738i,0.0007686+0.00064025i,0.0018691+0.00095613i,0.0019607-0.00016109i,0.00071384-0.0010279i,-0.00028114-0.0010424i,-0.00032361-0.00090179i,0.00022089-0.00040855i,0.00080246-0.00018562i,0.00076571-0.00057726i,0.00079996-0.00098735i,0.0010373-0.00060624i,0.00047742+9.7639e-05i,-0.00032779-0.00018553i,-6.164e-05-0.00015951i,-0.00022599+0.00019775i,-0.00037065+0.00056046i,-3.4843e-05+0.00049541i,0.0005022+0.00024594i,0.0005674+0.00016909i,0.00069944-0.00025192i,0.00027204+0.00014677i,-0.00033289+0.00060033i
0.00084941-0.0013852i,-0.0007142-0.0015474i,-0.0015514-0.0018626i,-0.00054479-0.0012552i,0.00033523-0.00037543i,0.00020831-0.00024433i,0.00039282+0.00017412i,-5.356e-05+6.2708e-05i,-0.00088541-0.00092037i,-0.00070249-0.00096333i,-0.00012269-0.00010958i,6.9265e-05-0.000366i,-0.00019076-0.00052968i,-0.00044764+3.2495e-05i,-0.00036568+0.00056575i,-0.00014709+0.0010957i,-5.8875e-05+0.0015388i,0.00029785+0.00090289i,0.00018787-2.3457e-05i,-0.00098498-0.000515i,-0.0006044-0.00049299i,0.0002104-0.00064467i,0.00027959-0.00017527i
5.8134e-05-0.00030327i,0.00068837-6.9327e-06i,0.0013187-0.00012122i,0.00096552-0.001093i,0.00027881-0.0022856i,-0.00038934-0.0021837i,0.00010804-0.0011936i,0.00053863+2.3816e-05i,0.00016421+0.0006978i,0.00041762+0.00051587i,-8.132e-05+0.00021452i,-0.00063002+0.00020204i,-0.00020039-4.69e-05i,0.00037305-0.0004386i,0.00018361-0.00046884i,-0.00051188-0.00038149i,-0.00048104-0.00041029i,7.2918e-05-0.00025591i,-0.0002244+0.00068214i,-0.00042782+0.0011608i,-0.00063478+0.0010059i,-0.00019799+0.0010052i,-7.7368e-05+0.0010733i
-0.0016482+0.0010349i,-0.0018584+0.00097008i,-0.0014586+0.0018872i,-3.0177e-05+0.0016719i,0.0010436+0.00067852i,0.00026623-8.105e-05i,-0.00026954+0.00034722i,0.00012283+0.00083974i,3.1735e-05+0.00065722i,0.00038374+0.00016211i,0.0010256-0.00049777i,0.0008402-0.00056081i,0.00067997-0.00031072i,0.00045244+0.00030683i,0.00040158+0.00056245i,0.00033034+0.00071677i,-0.0002318+0.00085502i,-0.0010022+0.00068139i,-0.0008853-0.00030032i,-0.00018763-0.00078596i,0.00019071-0.00031585i,0.00065106-0.00066863i,0.00081169-0.0012329i
8.3254e-05-5.1711e-05i,0.0008974-6.2652e-05i,0.0011762+0.00047821i,0.00035626+0.00094187i,-0.00058347+0.0005009i,0.00014917+0.00088873i,0.00078511+0.00098415i,-2.5025e-05+0.00075798i,-0.00035522+0.00099721i,0.00012181+0.00044417i,0.00015446-0.00022199i,0.00017751-0.00049651i,0.00017209-0.0010333i,0.00049357-0.0011543i,0.001478-5.9741e-05i,0.0016527+0.00069704i,0.00069584+0.00037309i,-4.9866e-05+0.00033296i,0.0001757+0.00074598i,0.00011489+0.00043414i,0.00013983+0.00014584i,0.00044951-0.00025681i,0.00022934-0.00075978i
-0.0015424-0.0012353i,-0.0013728+7.9783e-05i,-0.0016262+0.0013186i,-0.00058087+0.0017744i,0.00051766+0.0015975i,0.00059464+0.00079069i,-0.00018698+0.00024228i,-0.00038855+0.00012531i,-0.00051835+5.1896e-05i,-0.00094466+6.6238e-05i,-0.0011582-0.00016711i,-0.00031547+7.2578e-05i,0.00048068+0.00034552i,-0.00013928-0.00035763i,-0.00070592-0.00062636i,-0.00070038-4.1602e-05i,4.3058e-05+8.3296e-05i,0.0005301+7.5611e-05i,2.3393e-05+0.00015012i,-0.00022718+0.00028858i,7.8011e-06+0.00084381i,-0.00031001+0.0012353i,-0.00084662+0.00083794i
-0.00082645+5.1597e-05i,0.00091839+0.00015607i,0.0013243+0.00067851i,0.0011097-0.00029205i,0.00077452-0.0012548i,0.00082223-0.00065613i,0.0011745+0.000164i,0.00090836-0.00039956i,-0.00036532-0.00036869i,-0.00013423+0.00066718i,0.00049044+0.00058934i,0.00038534-0.00054552i,0.00021594-0.00091953i,0.00038462-7.4969e-05i,0.00042869+0.00095495i,0.00010631+0.0013891i,-7.3127e-05+0.00056624i,0.00015089-0.0005221i,0.00022508-0.00071108i,0.00037056-0.00038218i,5.1329e-05-0.000198i,-0.00012834+0.00036934i,-2.2511e-06+0.0006611i
0.00067204+0.00026552i,0.00090663+0.00061304i,0.0028134+0.00034547i,0.003126-0.00050496i,0.0010156-0.00060695i,-9.4036e-05-0.00057921i,0.00032583-0.00037089i,0.0013218+0.00070476i,0.00090958+0.00093777i,-0.00010128+0.00036841i,-0.00040778-0.00037308i,-0.00046043-8.4904e-05i,6.8821e-05+0.00040273i,0.00095186+0.00035941i,0.00089388+0.00060672i,0.0006865+0.00036104i,0.00031737-1.6279e-05i,-0.00021259+0.00034015i,-9.991e-05+0.00083028i,0.00010387+0.00060035i,0.00026762+1.8543e-05i,-0.00027704-0.00034188i,-0.00048044-0.00021509i
-0.00027946-0.0014818i,-0.00084396-0.0011225i,-0.0019333-0.0005411i,-0.0019651+7.3911e-05i,-0.0014291-0.00033357i,-0.0013423-0.00094207i,-0.00042727-0.00025764i,0.00075071+0.00034697i,0.00040518+0.00058607i,-0.00070964-2.6466e-05i,-0.00035817-0.0010323i,5.9399e-05-0.0013124i,0.00034387-0.0012253i,0.00081193-0.0010839i,-0.00032279-0.00087608i,-0.000991-0.00064891i,-0.00085502+0.00040142i,-0.00093427+0.00082147i,-0.0014006+0.00016665i,-0.0009102+0.00053044i,-4.4669e-05+0.00060375i,-0.00016186+1.2616e-05i,-6.409e-05+0.00070101i
-0.00013199-0.00078762i,0.00050595+0.0007027i,0.0011358+0.0010044i,0.00053404+0.0014148i,-0.00025815+0.0010287i,-0.00024793+0.00088702i,0.00058257+0.00065064i,0.0014769+0.00012883i,0.0013393-7.5188e-05i,0.00035297-6.4637e-05i,-0.00078092+0.00013627i,-0.00049932-8.7091e-05i,0.00059025-0.00052334i,0.00071825+0.00025865i,7.6247e-05+0.0013804i,-0.00015631+0.00065932i,0.0007854+0.00013969i,0.00099998+0.0002583i,0.00095924-0.00061125i,0.00056204-0.0010744i,-0.00018932-0.00083528i,-6.3997e-05-0.00031112i,0.00051089+0.00045605i
-0.00098015-0.0023112i,-0.0010951-0.0015452i,-0.0017723-0.0002255i,-0.0010128+0.00048503i,0.00061851+0.00031493i,0.0015153-7.2013e-05i,0.00070667-3.1587e-05i,0.00043145+0.00029272i,0.00083542-0.00015494i,0.00081103-6.565e-05i,0.00036196+0.00010675i,0.00044654+0.00064402i,0.001189+0.00092061i,0.00053209+0.0004774i,-0.00024878+0.001114i,0.00038441+0.0013889i,0.0013777+0.00042832i,0.0014223+7.0445e-05i,0.00063335+0.0002532i,-0.00020638+0.00074754i,-0.00074717+0.00072793i,-0.0007696+0.00092364i,-0.00046138+0.0012406i
0.00085843+0.0024688i,0.00066092+0.002941i,0.00054172+0.0021592i,0.00065651+0.00073078i,-0.00020973+0.00012601i,-0.00053975+0.00042117i,1.4114e-05+0.00034846i,0.00025994-5.5426e-05i,0.00036533-0.00024177i,-0.00037076-0.00030615i,-0.00075141+6.6309e-05i,0.00011487+0.0002329i,0.00036391-0.00028455i,0.00011018-0.00055956i,0.00070961-0.00028704i,0.00062095+4.9995e-05i,-0.00011532+0.0004073i,0.00054008+0.00079512i,0.00058205+0.00056385i,-0.00064485+0.00028146i,-0.0012572-2.1063e-05i,-0.00076655-0.00038011i,-0.00038477-0.00044595i
-0.00088999-0.0006657i,-0.0010264-0.00046894i,-0.00044956+0.0006195i,0.00076024+0.00023627i,0.0012569-0.0013295i,0.00030164-0.00094926i,-0.00033636+0.00018173i,0.00013662+0.0008984i,0.00021147+0.00086848i,0.00041556+0.00020212i,0.0012792-0.00012501i,0.0010256+0.00027116i,0.0014681+0.00040502i,0.0022154-6.7728e-05i,0.0015248-0.00066201i,0.00056473-0.0010832i,0.00010963-0.00071408i,0.00010111-0.0005509i,0.0003701-0.00067994i,0.00063627-0.00022708i,0.0002584+0.00014656i,-0.00016776-0.00015634i,0.00016568-0.00055709i
0.0018796-7.8389e-05i,0.0022735+0.0016336i,0.0020279+0.0024039i,0.00087687+0.0010556i,-0.00052524-0.00019923i,-0.0015759+0.00075864i,-0.0013232+0.00085703i,0.00014653-0.00061563i,0.00098815-0.0010476i,-0.00029422-0.00031436i,-0.0013668-0.00059998i,-0.00082198-0.0010344i,-0.00049233-0.00032534i,-0.00017034+0.00043746i,-6.759e-05+0.00032571i,-0.00081771-0.0001747i,-0.00072091-0.00054471i,-0.00037644-0.00010394i,4.9413e-05+0.00046198i,0.0001017-6.9504e-05i,-0.00022829-0.00029199i,-0.00058221-0.00013146i,-7.0896e-05+0.00052347i
-0.00040412-0.00088752i,-0.001002-0.00091576i,7.4475e-05+2.358e-05i,0.001473+0.0011511i,0.0022722+0.00089497i,0.0017578+0.00030597i,0.00026642+0.00013424i,0.00024088+1.0852e-05i,0.00064583+0.00051348i,0.00062324+0.00073055i,0.00042633-0.00024742i,0.00013177-0.00022459i,5.9016e-05+0.00046914i,-3.6349e-05-9.9933e-05i,0.00052526+0.0010953i,0.00061825+0.0015508i,0.00017282+4.5636e-05i,-0.00026748-0.00068159i,-0.00079186-0.00027659i,-0.00035433+9.0358e-05i,0.00018036+1.8365e-06i,-1.9075e-05+0.00019533i,-0.00026189+3.9869e-05i
0.00042695+0.00020325i,0.000616+0.0004887i,0.0012743+0.000688i,0.0016307+0.00040186i,0.00071817-0.00035988i,-0.00061933-0.0010228i,-0.0011407+0.0002165i,-0.00086873+0.00093532i,-0.00049158+0.00057333i,-0.00081932+0.0002379i,-0.00053652+0.00032212i,0.00013774+0.00055664i,-0.00022418+0.00029356i,-0.00053428+9.0539e-05i,-0.00079427+7.5867e-05i,-0.00085283-0.00048686i,-0.00084791-0.0003811i,-0.00040027-0.00028129i,-0.0001024-0.00059158i,-0.00019305-0.00024615i,6.4929e-05-8.9869e-05i,0.00011443+8.9982e-05i,-0.00045932+0.00070524i
-0.00035022+0.0019285i,0.00050259+0.00091118i,0.0014225+0.0007164i,0.0020403+0.00058158i,0.0014865-0.00062802i,0.00011613-0.0012766i,-0.00010912-0.00077125i,0.00062144-0.00018257i,0.00037178+0.00015748i,-0.00057325+0.0003891i,-2.4769e-05+0.00028524i,0.00063363-0.00019717i,0.0005338-0.00011053i,0.00028129+0.00028676i,0.00053491+0.00075846i,0.00086498+0.00077423i,0.00070625+0.00023564i,0.00077339+0.00012713i,0.00031005+0.00061007i,-0.00043636+0.00090717i,-0.00057818+0.00088964i,-0.00053543+0.00066348i,6.9803e-05-0.00065521i
-0.00083877-0.0011737i,-0.00055352-0.00025258i,-0.00069644+0.0012531i,-0.00076731+0.0013296i,-0.00061842+0.0011121i,-0.0010198+0.00099157i,-0.00019814+0.00059002i,0.00081933+0.00044299i,0.00041739+0.00034351i,-8.3374e-05+0.00036238i,-1.7434e-05+0.00072936i,-0.00013856+0.00053538i,7.04e-05+8.5086e-05i,0.00034415-0.0010203i,0.00026664-0.00084603i,0.00021755-0.00019429i,-7.2585e-05-0.00028384i,-0.0004511+4.9173e-05i,-0.00068382+0.00030765i,-0.00061633+9.9149e-05i,-0.00074587+3.4703e-05i,-0.0011015-0.00040184i,8.2466e-05-0.00031938i
0.0006415-0.00013252i,0.00037612-0.00057465i,0.00070254-0.00091161i,0.00085024-0.0006842i,0.00046697-0.00083733i,-0.00029856-0.00059907i,0.00064217-0.00041462i,0.0015665-0.00089381i,0.0011174-0.0011816i,0.00047832-0.00042552i,-4.9773e-05-9.7934e-05i,-0.00030007+0.00028275i,0.00050484+0.00097979i,0.00060215+0.0005989i,0.00042949+0.00020305i,0.00060561-0.0001004i,0.00040197-0.00038599i,0.0013666-0.0013444i,0.0015792-0.00084569i,0.0010615+0.0006576i,0.00080846+0.0011197i,0.0003618+0.00079795i,-3.1354e-05+0.00053357i
-0.0010392-0.00059622i,-0.00035188+9.9532e-05i,-0.0005852+6.7335e-05i,-0.0010002+3.8931e-05i,-0.0011821+0.00013386i,-0.0007653+0.00032603i,-0.000637+0.00033141i,-0.00025326+0.00063908i,0.00032261+0.00065666i,0.00080044+0.0002954i,0.00063293+4.2189e-05i,0.00017761+0.00065728i,0.00059013+0.0014026i,0.00088262+0.00070069i,0.00022616+0.00028155i,0.00022372-0.00011146i,0.00022557+2.2645e-05i,-0.00036649+0.00013026i,0.00017799+5.8697e-05i,4.0122e-05+0.00055095i,-0.00079339+0.00059022i,-0.00069208-0.0002273i,0.00014817-0.00065228i
0.0019047+0.002487i,0.0014668+0.00013016i,0.0023585-0.00097206i,0.0026623-0.0017102i,0.0017556-0.0019508i,5.201e-06-0.0014274i,-0.00071769-0.0011098i,-0.00025545-0.0010357i,0.00027334-0.00083938i,0.00062393-0.00036799i,0.0010928-0.00031538i,0.0010243-0.00039203i,0.00016352+0.00026398i,-0.0006374+0.0006181i,-0.0004323+4.7082e-05i,-0.00025155-0.00056307i,0.00052144-0.00025041i,0.00042864-6.9879e-06i,-0.00047351-0.00025344i,-0.00065465-0.00032512i,-0.00020061-0.00032537i,0.00015926-0.00025279i,0.00050975+5.0251e-06i
0.00034445+0.0016679i,0.00021416+0.0014097i,0.0003526+0.0010209i,0.00053366+0.00078644i,-0.00016209-0.0001918i,-0.0010726-0.00098283i,-0.0006589-0.00073629i,0.00047185-0.00019275i,0.00040088-0.00042034i,-3.9645e-05-0.00069657i,0.00032797-0.00038055i,0.00074125-0.00028865i,0.0017135-0.00030558i,0.0018882-0.00040602i,0.001167-0.00060624i,0.00029697-0.00023674i,4.4393e-05+0.00030853i,0.00062089+0.0003838i,0.00029527+0.00017994i,-0.00034126+0.00054479i,-0.00032724+0.0010489i,0.00013955+0.00063876i,0.00054945-4.4514e-05i
0.00035429-0.0026438i,0.0008197-0.0023262i,-0.00011462-0.0018956i,-0.0011892-0.0018375i,-0.0012252-0.001833i,-0.00063532-0.0013169i,-0.00010832-0.00055898i,0.00026083-0.00050299i,0.0004253-0.00026029i,0.00025961+0.0002407i,0.00038534+0.00025337i,0.00083446+0.00078458i,-0.00024891+0.0013825i,-0.0011458+0.00062939i,-0.00091274+0.00019821i,-0.00033176+2.6087e-05i,0.00038105-0.00016298i,0.00098706-0.00045095i,0.00074825-0.00025987i,-0.00023031-0.00014159i,-0.00059707+0.00014769i,-0.00051269+0.00032939i,-3.3254e-05+0.00010925i
0.00059731-0.00069919i,0.00041146-0.00079526i,-0.00039785-0.00099137i,-0.00033513-0.00019759i,0.00034378+0.00047832i,0.00048558+0.00046535i,0.0003151+0.00054263i,0.00060046-0.0003024i,0.00084121-0.00093206i,0.00014157+0.00014937i,-0.00041151+0.00066416i,-0.00031715+0.00044151i,0.00020598+0.00017125i,9.7271e-05-4.3198e-05i,-0.00012877+0.00019369i,0.00011068+0.00069784i,-4.0758e-05+0.00067048i,-0.00012831+0.00012823i,-7.1805e-05-0.00073067i,-0.00025101-0.00079227i,0.0004005+0.00051987i,0.00052496+0.00078568i,0.00020348-3.6244e-05i
-0.0016379-0.0015563i,-5.0551e-05-0.0011484i,0.00021173+0.00011453i,2.0894e-05+0.00052635i,4.2448e-05-5.3161e-07i,0.00038814-0.00042621i,0.00055938+0.0008396i,0.00032688+0.0013063i,3.8256e-05+0.00037784i,-0.00031124-0.00032196i,-0.00036036-0.00043327i,0.00026392-0.00050065i,0.00046024+0.00015625i,0.00018575+0.0011341i,0.000279+0.0007093i,0.00034642+0.00048996i,-5.3667e-05+0.00099933i,-0.00045349+0.00069848i,-0.00070674+0.00048402i,-0.00079318+0.00059389i,-0.00056543+0.00077896i,0.00019078+0.00063967i,0.000722+0.00050424i
-0.0011233+0.0017195i,-0.00073325+0.0021813i,-0.0003108+0.0030648i,0.00056274+0.0018258i,0.0013262-8.5384e-07i,-9.7256e-06-0.0007338i,-0.00062317+0.00019552i,-0.00052146+0.0005349i,-0.00098864-0.00046036i,-0.00028543-0.0004318i,0.00088921+0.00027884i,0.0010943-0.00055994i,0.00057961-0.0018854i,0.00033197-0.0012227i,-0.00020721+0.00018974i,-0.00017022+0.00045753i,0.00016183+0.00077226i,-9.9711e-05+0.00090803i,-0.00012639+0.00015406i,9.7988e-05-0.00020206i,-0.00014922-0.00033201i,-0.00012569-0.00031819i,0.00067545-0.00044593i
0.0011863-0.00028388i,0.00099911-6.0085e-05i,0.00040958+0.00016248i,-6.404e-05-0.00028128i,-0.00063891-0.00066637i,-0.0010627-0.00067223i,-0.0005295-1.6536e-06i,-0.00021728+0.0014711i,-0.00031473+0.0010152i,9.061e-05-0.00041948i,0.00074226-0.00081023i,0.00070047-0.00065659i,0.00024295+0.00032562i,7.9458e-05+0.0009009i,0.00035968+0.00065855i,0.00017499+0.00061249i,-0.00046423+0.00052061i,-0.00034966+0.00036139i,-0.00016505+0.0002901i,0.00036418+0.00022603i,0.00046698+9.8987e-05i,0.00010567+0.00033303i,6.7871e-05+0.00035064i
0.00086122+0.00016708i,0.00087334+0.00021587i,0.0003257+0.00031505i,-1.2697e-05+0.00095524i,-2.9606e-05+0.00056217i,-0.00024466-0.00069058i,0.00036388-1.2089e-05i,0.00069965+0.00097999i,0.00027687+0.00046443i,-0.0004204+0.00040457i,-0.00043152+0.00095828i,-4.6925e-05+0.0012016i,0.0006672+0.0010508i,0.00040719+0.0014742i,-0.00093984+0.0017475i,-0.0009+0.00089659i,8.2433e-05+1.1907e-05i,0.00071235+0.00014647i,0.00075745-0.00010329i,0.00064433-0.00029053i,-3.2862e-05+0.0006714i,-0.00094384+0.0002024i,-0.00097433-0.00029658i
0.00025569+0.00086721i,0.00055505+0.00053864i,0.00032127+0.00018042i,0.00027016-0.00013907i,2.8046e-05-0.00028324i,-0.0012038-5.6412e-05i,-0.0016195+0.00040463i,-0.00096219+0.00036017i,-0.00046781+0.0003956i,0.0001838+0.00069781i,0.00046532+0.00043576i,0.0010372-0.00034874i,0.00071843-9.2123e-05i,-0.00020559+0.0001991i,3.9207e-05-0.00018377i,0.00017859-2.8837e-05i,-4.1521e-05+0.00062315i,-0.0011562+0.0010298i,-0.0011763+0.0008584i,-0.00020101+0.00079401i,0.00049121+7.9692e-05i,-0.00022229-0.00023863i,-0.0011575+0.00035891i
