-0.00060246+0.00039299i,0.00011104-0.0005721i,-0.00086197-0.00029731i,-0.0010896+0.00049031i,-0.00065182+0.00068708i,-0.00033463+0.00078579i,-0.00083063+0.0016145i,-0.00029871+0.0015577i,0.0012201+0.00087421i,0.0017547+0.00074309i,0.0016669+0.00056942i,0.00089168-0.00045183i,1.1447e-05-0.00096752i,-0.00045608-0.00029931i,-0.00024655-0.00012339i,-0.00026141-9.36e-05i,-0.0010279+0.00012328i,-0.0010892+0.00069135i,-0.00036226+0.00090426i,-0.00032589+0.00048087i,-0.00017224-0.00015542i,-0.00017356-0.00016522i,-0.00049319+1.9933e-05i
-0.0017035+0.00065792i,-0.00016632+0.0019041i,0.0005065+0.0026839i,0.00042889+0.0020006i,0.00028894+0.0010366i,-5.1656e-05+0.00066954i,-9.8887e-05+0.00018989i,-5.4614e-05+7.8516e-05i,-0.00030451+0.00016729i,0.0001899+0.00022336i,0.00035474+0.00079973i,0.00029423+0.0009016i,0.00030503+0.0004919i,0.0003432-5.264e-05i,0.00047518-0.00028781i,3.3303e-05+0.00030551i,-0.0012772+0.00011611i,-0.0013956-0.00062278i,-0.00068345-0.00087766i,0.00046225-0.00042933i,0.0012726+3.7417e-05i,0.00097187-0.00020819i,0.00044036+0.00013004i
-0.00032291-0.0020444i,-0.0009335-0.00069739i,-0.00064449-0.00083188i,-0.00018034-0.0011765i,-0.0001247-0.00056141i,4.5827e-05-0.00044476i,-0.00024227-0.00051803i,-0.00016126-0.00018996i,0.00025681+0.00040789i,0.00029532+0.0013199i,0.00040333+0.0014268i,0.00066635+0.00088291i,0.00071224+0.00078791i,0.00087148+0.0006824i,0.00033514-0.0002584i,1.3504e-05-0.001126i,0.00044217-0.0015888i,0.00037274-0.00099812i,-3.7598e-05-0.00045726i,-0.00032417-0.00047491i,-0.00022331+2.8139e-05i,-0.00016063+0.00075223i,-0.0002664+0.00061991i
0.00035106-0.0007103i,-0.0009206-0.0017445i,-0.00074238-0.0019037i,-0.00042082-0.00045651i,-0.00075986+0.00019942i,-0.00083059-0.00040868i,-0.00047568-0.00084575i,-0.00019621-0.00045692i,-0.00070148+0.00068899i,-0.00047096+0.0012518i,7.6938e-05+0.00090692i,-0.00028819-7.8638e-05i,-0.00078334-0.00054259i,-0.00027277+0.00021442i,3.688e-05+0.00063586i,-1.377e-05+0.00043924i,0.00060064+0.00014497i,0.0006323+0.0003521i,0.00053748+0.00053998i,0.00030105+0.00020868i,-0.00037567-0.00034137i,-0.00047631-0.00042493i,-0.00016449-0.00031794i
-0.00069698-0.00040589i,-0.0011007+0.00018509i,-0.0010975+4.2813e-05i,-0.0011058-3.9924e-05i,-0.0010458+0.00052388i,-0.001222+0.00022081i,-0.0014284-0.00059527i,-0.0011937-0.0011975i,-0.00037479-0.0010021i,0.00035356-0.00014696i,-3.8345e-05+0.00070059i,-0.00033429+0.00063902i,-0.00034533+0.00071079i,-0.00010796+0.0010097i,7.7587e-05+0.00089403i,-0.00075805+6.9447e-05i,-0.0012022-0.00061313i,-0.0010995-0.00033996i,-0.00093518+0.00029635i,-0.00035259+7.2147e-05i,-4.945e-05-2.3809e-05i,0.00013831+0.00028743i,0.00023154+0.00054338i
0.0006861+0.00052032i,0.00028172+0.00037561i,0.00039839-0.00097921i,0.0012838-0.0020296i,0.0012768-0.0016841i,0.00091786-0.00079691i,0.0012858+0.0001725i,0.001252+0.00059709i,0.00043027+0.0011706i,8.9307e-05+0.001069i,-0.00032738-5.0562e-05i,-0.00080271-0.000736i,-0.00018122-0.00068594i,0.00018716-0.00043718i,0.00048877-0.0002978i,0.00048471-0.0003182i,-0.00022419-0.00078041i,-0.00033069-0.0011122i,-5.2623e-06-0.00049392i,0.00014549-0.00024512i,2.1056e-05-3.5174e-05i,0.00011926+0.00096815i,-0.00038428+0.00087441i
0.00077275+0.00072505i,0.00016345+0.00042337i,0.00048847-8.5085e-05i,-6.1978e-05-0.00090518i,0.00017002-0.0019895i,0.00066506-0.0016719i,0.00070624-0.00057346i,0.00023005+0.00051566i,-0.00048899+0.0014654i,3.7946e-05+0.00073968i,0.0006543+0.00011485i,0.00034893+0.00065983i,0.00045503+0.00056692i,0.00073687+0.00033869i,0.00084662-0.00069804i,0.00066508-0.00074731i,0.00023891+0.00030826i,-0.00014317+0.00063273i,-0.00066233+0.00047786i,-0.00068087+0.00086451i,-8.084e-05+0.00081803i,0.0001109+0.00017758i,-9.0282e-05+0.0001478i
0.00079028+0.0010321i,0.00074381+0.0013334i,0.0021866+0.0015531i,0.002715+0.00083213i,0.0016101-0.00026058i,-0.00023933-0.00083524i,-0.00042699-0.00096063i,-0.00016134-0.00069074i,-0.00076945-6.4078e-05i,-0.00036071+0.0005383i,0.00016334+0.00083361i,-0.00029537+0.00024048i,-0.00077757-0.00052599i,-0.00033747-0.00054287i,0.00028617-0.00072742i,-3.4014e-06-0.00069141i,-0.00017103-0.00071724i,0.00038956-0.00070048i,-0.00062783-0.00015053i,-0.0013459+5.9966e-05i,-0.0011647+7.8788e-05i,-0.00057898+0.00029074i,9.8287e-05+0.00097957i
0.0012762+0.0019826i,0.0013161+0.0011802i,0.0021903+0.00069495i,0.0021312-0.00031919i,0.0015518-0.0008137i,0.00024953-0.000665i,-5.3249e-06+9.067e-05i,0.00050944+0.00085221i,0.00053299+0.0010673i,0.00058168+0.0010995i,0.00033522+0.00070255i,-1.5494e-05+0.00018376i,-0.00074428+0.00034471i,-0.0010353+0.00027745i,-0.00047301-0.00046704i,-0.00015002-0.00085103i,-0.00028632-0.00068492i,-9.0317e-05-0.00048268i,-5.9766e-05-0.0010206i,-0.00063738-0.00051028i,-0.00087799+0.00038533i,-0.00034458+0.000218i,-0.00032594+0.00031986i
0.0004304+0.00053221i,0.00061431+0.00069655i,0.0015679-0.00034679i,0.0016819-0.0011308i,0.00032161-0.00036347i,-0.00063342-0.0003781i,-0.00037724+1.5472e-05i,-0.00032568+8.2439e-05i,-0.00031819-0.00043336i,-0.00031214-0.00037172i,-0.00012433-0.00053797i,-0.00013785-0.00055487i,-0.00040692-0.00018643i,-0.00012711+0.00019212i,0.00029307+0.00021273i,0.0006637-0.00010057i,0.00051135+0.00062234i,-0.00017014+0.0012577i,-0.00058685+0.00037611i,-0.00087072+0.00012504i,-0.0010865+0.00069612i,-0.00036483+0.00038045i,0.00012757+0.00021386i
-0.00056176-0.0024416i,-0.00087743-0.0025142i,-0.00084347-0.0028785i,0.00029123-0.0024369i,0.00046557-0.0013701i,-0.00028021+4.3478e-05i,-0.00058019+0.00096721i,-8.2346e-05+0.00049854i,1.4033e-05+0.00061187i,-0.00042587+0.00039116i,-5.0371e-05-0.00093231i,0.00077179-0.00079641i,0.0018136+4.6979e-05i,0.0018272+0.00021691i,0.00067315-0.00053103i,-0.00037748-0.00079347i,-0.00054427-0.00050549i,-0.00020225+3.2868e-05i,9.0801e-05+0.0001906i,-0.0001873+0.00037736i,-8.0524e-05+0.00058358i,0.00017479+4.3172e-06i,0.00024959-0.00041931i
0.0027493-0.002014i,0.0013614-0.0028513i,0.0010981-0.0035795i,-0.00022984-0.0025219i,-0.0020581-0.0012566i,-0.0014326+0.000285i,-0.00035691+0.000616i,6.6966e-05+0.0010924i,0.00074853+0.0012098i,0.00054432+0.00051743i,-0.00089728+6.3903e-05i,-0.00043637+0.00026247i,0.00031829+0.0011548i,0.00011356+0.0012647i,0.00045198+0.0008633i,0.00026187+0.00072341i,-0.00032429+0.00029816i,-0.00020986-6.9253e-05i,-0.00048396+5.3629e-06i,-0.00081545+0.00028646i,9.0173e-05+9.0368e-05i,0.0011452+0.000128i,0.0012154+0.00059065i
-9.7969e-06-7.5006e-05i,0.0020706-9.8932e-05i,0.0011435+0.00079012i,0.00066831+0.00053845i,0.0011467-0.00016913i,0.00090828-0.0011789i,0.00027352-0.00084906i,-9.9531e-05-0.00052545i,-0.00067862-0.00066193i,-0.0012312+0.00049284i,-0.00063052+0.0019912i,0.00015724+0.0012124i,0.00050686-5.8809e-05i,0.00037873+9.1898e-05i,0.0005858+0.00055774i,0.00096406-6.0431e-08i,0.0015219-0.0010169i,0.0014744-0.0007919i,0.00051387-0.00034208i,-3.169e-06-0.0002473i,-0.00039849-8.0645e-05i,-0.00080005+0.00038978i,-0.0011414+0.00025173i
0.0007378-0.00052208i,0.00059948+0.00040889i,-0.00030057-0.00070875i,-3.2747e-05-0.0013324i,0.00044506-0.00092848i,0.00047854-0.00071183i,0.0002994+0.00072239i,-0.00015629+0.001217i,-7.4204e-05+0.00085438i,9.9599e-05+0.00090776i,8.306e-05+0.0014141i,5.1172e-05+0.0013785i,7.7433e-05+0.00049036i,0.00064806+0.00016741i,0.0005922+0.0003999i,-1.3807e-06+6.4609e-05i,0.00016422-0.00097621i,-9.8065e-05-0.0011629i,-0.00016855-0.00053582i,-7.4013e-05-6.8508e-06i,0.00022338-7.551e-05i,0.00040014-0.00010024i,0.00025168+5.2725e-06i
0.00017684-0.00019i,0.0005831+0.00026133i,-0.00033035+0.00077509i,-0.00082057+0.00079803i,-0.00027857+0.00067646i,7.7603e-05+0.00049728i,-0.00032987+0.00011382i,-0.00023648+0.0002685i,-0.00041168+0.00099513i,-0.00020639+0.00068541i,0.00030957+0.00052185i,0.00023889+0.00014906i,4.3811e-05-0.00064719i,-4.35e-05-0.00081503i,-0.00051503-0.0010089i,-0.00043142-0.00089482i,-0.00034236-0.00081333i,-0.00032641-0.00042639i,-0.0003002+0.00028574i,-0.0004998+0.00071529i,-0.00020248+0.00082089i,0.00068452+0.00028544i,0.0012973+0.0009206i
-0.0022882-0.00055196i,-0.0017049-0.00029302i,-0.0010628-0.00029444i,-0.00033513+0.00049568i,-2.3353e-05+0.00048848i,0.00013022+0.00027249i,0.00016122+0.00042496i,4.154e-05+0.0010051i,-0.00074161+0.0011518i,-0.0015388+0.00059561i,-0.00040231+0.0005188i,0.00054876+0.00035822i,0.00081575-0.00032305i,0.00056504-0.00068432i,-1.4826e-06-8.2245e-05i,1.1514e-05-0.00021874i,-0.00053145-0.0005535i,-0.0011446-6.0313e-05i,-0.0005981+0.00036688i,0.00021431+0.00053762i,0.0004404+0.00058549i,0.00040941+0.00059686i,0.00013425+0.00044832i
0.0011493+0.00022955i,0.0014274-0.0003681i,0.0016945-0.00035706i,0.00025923-0.00039366i,-0.0010825-3.3866e-05i,-0.0012727+0.00029807i,-0.0007319+2.5247e-05i,0.00010741+0.00062975i,0.00040398+0.0011457i,0.00012179+0.00066386i,9.2561e-05+8.2785e-05i,9.5818e-05+3.5932e-06i,-0.00044439+0.0008124i,-0.00026646+0.0012181i,0.00010452+0.00084735i,0.0010614+0.00053535i,0.0010704+0.00056147i,-0.0003847+0.00022144i,-0.00087129-0.00026512i,-0.00045474+0.00022313i,-3.7367e-05+0.00022832i,-0.00045823-3.1809e-06i,-0.00089176+0.00057515i
-0.0009457+0.00031768i,-0.00058266+0.00053154i,0.00015591+0.0010991i,0.00085085+0.00048072i,0.00086133-0.0006391i,0.00052716-0.00030605i,0.00015819+0.0005377i,0.0002609+0.00023109i,0.00030984+0.00029183i,-0.00041511+0.0005168i,-0.00020526+9.6274e-05i,0.0002138-0.00021414i,-0.00035631+0.00043196i,-0.0012104+0.00084482i,-0.0011206+0.00034623i,-4.6558e-05+6.4232e-05i,-0.00039096+0.00019361i,-0.00072795+0.00046095i,-0.00092416+0.00035499i,-0.0012263+0.00010225i,-0.0009695+0.00020614i,-0.00058474+0.00014624i,-0.00015205+0.00072531i
0.0029913-0.00082066i,0.0023387-0.00076365i,0.0020636-0.0018095i,0.00129-0.0027396i,0.00057649-0.0033635i,2.7013e-05-0.0027265i,-0.00030912-0.0012948i,-0.00011246+0.00017075i,0.00092983+0.00028338i,0.00083418-3.7372e-05i,-7.4881e-05-0.00017651i,-0.000561-0.0010253i,-0.00040684-0.0011171i,-0.00038049-0.00051847i,-0.00011848-0.00055417i,0.0011257+6.9895e-05i,0.0017742+0.00092176i,0.00081711+0.0011726i,0.00034815+0.0008507i,0.00011207-0.00020865i,-0.00012702-0.00032574i,-1.6595e-05+1.0078e-05i,-0.00016629+0.00019983i
-0.0016441+3.3224e-05i,-0.00063804+0.0015671i,0.00069508+0.0015414i,0.00088318+0.0012184i,0.00041871+0.00079044i,0.00031063+0.00013069i,0.00045792-0.00013225i,0.00036506+0.00023644i,0.00015661+0.00062114i,0.0005786+0.00089029i,0.00048206+0.00059641i,-0.00044524+0.00045586i,-0.00017854+0.0013451i,0.00048992+0.0015704i,-6.2954e-06+0.0010091i,-0.00047905+0.0007592i,-0.00016048+0.00024594i,0.00012853+7.1376e-05i,-0.00040059+0.00013484i,-0.00088542-0.00015412i,-0.00082135-2.1024e-05i,-0.00088981+0.00021146i,-0.00067151-7.366e-05i
-0.00062708+0.00028124i,9.0079e-05+0.00034306i,0.0010638+0.0018529i,0.0012534+0.0024746i,0.0010845+0.0016764i,0.0015939+0.0004953i,0.0012453-0.00064049i,-0.00014158-0.00097415i,-0.00048102+0.00023886i,-0.00049259+0.0010924i,-0.00028473-7.1656e-05i,-0.0003694-0.00077289i,0.00058871-0.00019359i,0.00095734+0.00015362i,0.00045485-0.00032891i,0.00054901-8.222e-05i,0.0001671+0.0001695i,-0.0003409+0.00017954i,-0.00012746+0.00016572i,0.00022306-0.00010044i,-0.00013875-7.7437e-05i,-0.00055322-5.9048e-05i,-0.00019334-0.00024979i
0.00060928+0.0024007i,0.0011458+0.0017082i,0.0012364+0.0015883i,0.0020303+0.00047177i,0.0023769-0.0013218i,0.00069419-0.0017506i,-0.00046274-0.0012683i,-0.00054784-0.00034344i,-0.00017761-4.7391e-05i,-2.1437e-05+0.00040356i,-0.00056163+0.00041284i,-0.00035762-0.00018814i,-8.8027e-05-0.00031469i,-5.0963e-05+0.00014696i,2.3399e-05+0.00013741i,0.0006023-0.00023778i,0.00024835+6.2532e-05i,-0.000606+0.00067634i,-0.00070474+0.0012298i,-0.00091052+0.00075675i,-0.00086399-0.00040983i,-0.00070771-0.0006207i,-6.7923e-05-0.00016267i
-0.0001357-0.0018907i,-0.0015783-0.0015262i,-0.0018326-0.00059503i,-0.0010229-0.00027233i,-0.00013062-0.00018699i,0.00093136+0.00045912i,0.00040345+0.00068435i,-0.00058148+0.00076631i,-0.000747+0.0011347i,-0.00041167+0.0006815i,0.00065551+0.00036785i,0.0012219+0.00036074i,0.0013877-7.9691e-05i,0.0004076-0.00027782i,-0.00041812-1.3226e-05i,-8.9993e-05+0.00017055i,0.00014157-0.00032684i,0.00013404-0.00047442i,6.0214e-05+0.00035136i,-0.00017047+0.00025467i,-0.00030144+0.00025629i,-0.00048789+0.00077612i,-0.00029114+0.00048917i
-0.00051676+0.00080541i,-0.00043446+0.0019627i,-0.00098321+0.002434i,-0.00091439+0.0019754i,0.0004814+0.00092388i,0.001486+3.2275e-05i,0.00088823-0.00018748i,0.00066591+1.5028e-05i,0.00052056+0.00068922i,-0.0005002+0.00092007i,-0.00046149+0.00069888i,0.00031024+0.00031832i,-2.6209e-05-0.00019036i,-0.00021624-0.00066539i,0.00045209-0.00046022i,0.00064418-0.00044771i,0.00060353-0.00039922i,0.00018376+0.00024419i,-0.00013831+0.00047264i,-0.00010801-1.4702e-07i,0.00014498-0.00036881i,0.0005553-0.00038678i,-2.3554e-05+0.00016546i
-0.0015584+0.0014505i,-0.00072064+0.0019121i,0.0018069+0.0015996i,0.0029579+0.00070195i,0.0020813-0.00085125i,0.0015602-0.0019718i,3.4407e-05-0.00062752i,-0.00086103+0.0010264i,3.7909e-05+0.00083556i,0.00040976+0.00033638i,0.00053857+0.00039187i,0.00027075-0.0002985i,-0.00057411-0.00069152i,-0.00069272-0.00073504i,-0.00014388-0.00070059i,-0.00021081+0.00046919i,-0.00028924+0.00049611i,-0.00033903-6.1889e-05i,-0.00049117+0.00030412i,-0.00051714+3.9155e-05i,-0.00059296-0.0004463i,-0.00032494+7.3331e-05i,8.2981e-05+0.00052706i
0.002804+0.0022306i,0.0026738-3.6371e-05i,0.0033592-0.00085232i,0.0037016-0.00094684i,0.0023939-0.0020848i,0.00011479-0.0025178i,-0.00047834-0.0013381i,-0.00014358-0.00046969i,0.00034927-0.00037579i,0.001441-0.00021917i,0.0013756+0.0005363i,0.00074742+0.00047809i,0.0010023+0.00031171i,0.0012178+0.0012377i,0.00065637+0.0011672i,-0.00031032+0.00031001i,-0.00071802-7.3786e-05i,-0.00024087-0.00026927i,-0.00034452-0.00051623i,-0.00099072-0.000234i,-0.00072294+0.00018492i,-0.00058873+5.3332e-05i,-0.00062186+0.00020547i
-0.001373-0.0021238i,-0.0018296-0.0018971i,-0.0016892-0.0012637i,-0.0025179-0.00088365i,-0.0022526+9.0111e-05i,-0.00041369+0.00079464i,0.00050814+0.00034507i,0.00010203+0.00076021i,-8.3742e-05+0.0010353i,-0.0001281+0.00093649i,2.4495e-06+0.00081328i,0.00086252+4.0222e-05i,0.001167-2.2783e-07i,0.00079013+0.0004089i,9.2159e-06+0.00015432i,-0.00030005+0.00033666i,0.00013416+0.00021058i,-0.00016561+0.00036237i,-0.00033876+0.00042225i,-1.1759e-05-0.0004371i,-0.00033604-0.00076389i,-0.00051111-0.00052545i,-7.657e-05-0.0002176i
0.0011106-0.00030335i,0.0010981+0.00052117i,0.00054687+0.00080304i,0.00060647+0.00021328i,0.00053726-0.00085205i,-0.00069333-0.0016758i,-0.0016031-0.001151i,-0.0014313-0.00028297i,-0.00093025-0.00024614i,-0.00039794-0.00065278i,0.00012773-0.00026798i,0.00027822+0.00027537i,-6.7252e-05+0.00053879i,-7.4795e-05+0.00035947i,-0.00012576-0.00010748i,-0.00047737+0.00038614i,0.00018321+0.001344i,0.00021284+0.0011514i,-0.001058+0.00054577i,-0.00078549+0.00027287i,-0.00023004-0.00023411i,-0.00034549-0.00056219i,-0.00044102+0.00057058i
0.00067798-0.00068794i,0.00067679-0.00029373i,0.00080284-0.00072627i,0.00098562-0.0016648i,0.00080329-0.0015575i,0.00083868-0.00056122i,0.00015264+8.0933e-05i,-5.2661e-05+8.2866e-05i,0.00013187+0.00054985i,-0.00045355+0.0011181i,-0.00029609+0.0010245i,-0.0001461+0.00088207i,-0.00047931+0.0010925i,-0.00041026+0.00060193i,-0.00012417+0.00014669i,5.2673e-05-0.00043417i,-0.00042092-0.00088103i,-0.00060861-0.0008151i,5.312e-05-0.00035992i,0.00035591+9.9368e-05i,0.00049255+0.00044831i,0.00038103+0.0011739i,-0.00023252+0.00075362i
0.00024739-0.00074018i,-0.00026236-0.00011509i,-0.0002201+0.00025565i,0.00026024-0.00075048i,0.00057308-0.0012385i,9.0157e-05-0.001345i,0.00025547-0.00080425i,0.00056142-0.00028937i,4.24e-05-0.00010578i,-0.0001661-0.00025686i,0.00040117-0.0001865i,0.00085976+0.00070527i,0.0010815+0.0010573i,0.0011673+0.0005828i,0.00072975+3.2479e-05i,0.00036093-0.00051801i,-0.0002006-0.00037843i,-0.00065761+0.00022253i,-0.00059172+0.00015108i,-0.00013825-0.00048787i,0.0003311-0.00053058i,0.00034195+0.00037265i,-0.00014451+0.00030957i
-0.00023526+0.00048877i,0.00048868-0.00022846i,0.00036309-0.0015052i,0.00084281-0.0013856i,0.00060835-0.00048717i,-0.00052788-0.00048173i,-7.6237e-05-0.00031733i,0.00026821+0.00034874i,-0.00036927+0.00032084i,-0.00036281+0.00023501i,0.00057579+0.00046276i,0.00087559-5.5628e-05i,0.00027068-0.00018722i,0.00023687+0.00014912i,0.00029094+0.00035664i,7.4057e-05+0.00052431i,-2.2621e-05-0.0004593i,0.00012886-0.0011002i,-7.1391e-05-0.00036555i,-0.00034609+9.6342e-06i,-0.00041476-0.00023177i,0.00030026+0.00010565i,0.00038379+0.00060436i
-0.00047091+0.00057115i,0.00038308+0.001215i,0.0012543+0.0023856i,0.0020415+0.0023578i,0.0018529+0.00094737i,0.0010368-0.0003767i,-2.1176e-05-0.0012437i,-0.00074469-0.00086277i,-0.0010581+0.00049776i,-0.0011151+0.0011808i,-0.0005603+0.00095611i,-2.44e-05+9.9109e-05i,0.00029834-0.00048968i,0.0006347-0.0004814i,-0.00014553+4.6324e-05i,-0.0011058+0.00024564i,-0.00099467-0.00020734i,-0.0003267-5.0647e-05i,0.0003409-0.00026666i,0.00017831-0.00048021i,-7.9416e-05-0.00030836i,-0.0003199-0.00040197i,-0.00047364+0.00015956i
-0.0015336-0.001704i,-0.0013501-0.0012195i,-8.4979e-05-5.1876e-05i,-5.8217e-05-1.1109e-05i,-0.00032103+0.00033304i,0.00029492+0.00061668i,-0.0001847+0.00072755i,-0.00053916+0.00057828i,-0.00020128+0.00041229i,-0.00024392+0.0010177i,-0.00046975+0.00062989i,0.00015375-0.00019042i,0.00061484-6.0639e-05i,0.00017417+0.00018881i,0.00021351-0.00045399i,0.00068194-0.00078038i,0.00025651-0.00074439i,-0.00013848-0.00042159i,-0.00011917+0.00019859i,0.00047942+0.00052971i,0.00074639+0.0012434i,3.7963e-05+0.0015448i,-0.00046724+0.0012216i
-0.0013653-0.0003243i,-0.001327-0.00028571i,-0.0014387+0.00089062i,0.0001996+0.0017187i,0.0016556+0.001622i,0.00099848+0.00038098i,-0.00029436-0.00090316i,0.0001833-0.00058604i,0.00072051+0.00020215i,-6.0181e-05+0.00025774i,0.00021002+6.6461e-05i,0.00012622+0.00022218i,-0.00093415-0.00017991i,-0.00057526-0.00033748i,-5.2063e-05-0.00011181i,0.00027321-9.9069e-05i,-0.00029014-0.00057135i,-0.00071397-0.00083997i,-0.00049484-9.9291e-05i,-0.0008009+0.00060598i,-0.00052762+0.00080205i,-0.00057061+0.00048438i,-0.00090635+0.00040143i
0.0023931+0.0028852i,0.0026167+0.002487i,0.002364+0.00025255i,0.0016255-0.0016265i,0.0011386-0.0019927i,0.00028324-0.0015901i,-0.00045745-0.0010063i,-0.00063023-0.00026532i,0.00024456+0.000596i,0.00057617+0.00073876i,4.6201e-05+0.0006623i,0.0002469+0.00051149i,0.00057625+0.00029877i,0.00020922+0.00041744i,0.00013494+0.00052121i,0.0011726+0.00084818i,0.0012504+0.00099953i,-0.00019572+0.00052094i,-0.0006081+0.00025404i,-0.00034085-0.00022137i,0.00017441-0.0010056i,0.00068359-0.00067046i,0.00069008+2.7821e-05i
-0.0010705+0.00050124i,0.00016137+0.0001346i,0.00073286+0.00021714i,0.00035112+0.00022781i,8.8449e-05-0.00010717i,0.00044881-0.00076757i,0.00044021-0.00075946i,3.3591e-05+0.00090901i,-0.00053278+0.0017849i,-0.00034572+0.0012267i,0.0010553+0.00046109i,0.0013238+0.00052324i,0.0002216+0.00048041i,-0.00034044-0.00020158i,0.00016995-0.0003818i,0.00049457-0.00027005i,-4.1238e-05-0.00052247i,-0.00037067-0.00067224i,-0.00015841-0.00051087i,0.00052512-1.8091e-05i,0.0012681+4.08e-05i,0.0012419-0.00024208i,0.0014933-0.00020791i
-0.00020383-7.1659e-06i,-0.00056683+0.00055092i,0.00021698+0.0011984i,0.00075074+0.0010289i,0.00093875-0.00018032i,0.00087973-0.00077963i,0.00023169-0.00095615i,-9.5626e-05-0.0003554i,2.2963e-05+0.0009773i,0.00044441+0.0012418i,0.00038094+0.00072778i,0.00010934+0.00025495i,-0.00016005-0.00040978i,-0.00010508-0.0009283i,-0.00025952-0.0014681i,-0.00056739-0.0011738i,-0.00040335-0.0001605i,-0.00026364-0.00012823i,0.00022923-0.00015683i,0.00055553+0.00065953i,0.00018839+0.00062887i,0.00034023+0.00010298i,0.00078412-0.00028002i
0.00028621+0.00090853i,0.00074985+0.00030347i,0.0014867-0.00057328i,0.0019554-0.00064073i,0.0014268-0.00017365i,0.0012849+0.00010842i,0.0007939+0.00023583i,-0.00036859+0.00076984i,-0.00040529+0.00088013i,0.00028781+0.00018519i,-0.00019382-0.00061408i,-0.00066537+0.00020498i,-0.00059373+0.0010892i,0.00011789+0.0007743i,0.00049093+9.4644e-05i,0.00033738-0.00061391i,0.00066882-0.00038059i,-6.1231e-05-1.6006e-05i,-0.00068211+0.00012287i,0.00016754+0.00073112i,0.00060919+0.0011466i,0.00015664+0.00051314i,-0.00041123-0.00010865i
-0.0010356-0.00071047i,-0.00042273-8.7744e-05i,0.00010424+0.00049445i,0.0002513+0.00075026i,0.00017861-0.00025674i,7.3271e-05-0.0011431i,0.00011515-0.0002508i,-0.00024677+0.0013327i,-0.00043115+0.0017273i,0.00019381+0.0012766i,0.00052016+0.00056228i,0.00052173-0.00022557i,0.00046576-0.00096389i,0.00041001-0.0010912i,0.00010544-0.0005267i,-0.00035361-0.00029715i,-9.5005e-05-0.00054308i,-0.00026952-0.00076988i,-0.00054088-0.00061681i,0.00037669-0.0002847i,-1.5341e-05+0.00023688i,-0.0010536+0.00062739i,-0.00086043+0.0004615i
-0.00010122-0.00079975i,0.00061821-0.00096412i,0.00078243-0.00086515i,0.00027374-0.001093i,0.00064663-0.0016039i,0.00054824-0.0011962i,-5.1007e-06-0.00078766i,-0.00046293-0.0004342i,-0.00070646+0.00019989i,-0.00016573+0.0010423i,0.00080896+0.0010155i,0.00054741+0.00043498i,0.00014641-2.8623e-05i,0.00064834-0.0002372i,0.00040116+0.00018467i,-0.00064102+0.00048673i,-0.001481+0.00032246i,-0.0019166+0.00035889i,-0.0011288+0.0012217i,-0.00024266+0.0010187i,0.00027491+9.555e-05i,0.00069316+0.00038382i,0.00043362+0.00042118i
0.00053688+0.00023704i,0.00024473+7.7047e-05i,4.5668e-06+0.00040483i,-0.0002064+0.00077082i,-0.00030665+0.00053525i,-0.00033762-0.00033382i,-0.0011096+0.0001118i,-0.0016213+0.00071289i,-0.00066642+0.00069086i,0.00040116+0.00086561i,0.00040816+0.00046548i,0.00035313+6.3065e-06i,0.00072515+0.00010174i,0.00075193-3.6666e-05i,0.00026772-0.0001333i,0.00013755-0.0001949i,-3.913e-05-0.00011794i,0.00015795-0.00013122i,0.00078243-0.00033137i,0.00062677-0.00014361i,0.00052118-0.00065635i,0.00087292-0.0011547i,0.00072798-0.00058511i
-0.00031393-0.0020652i,0.00041626-0.002435i,0.00064859-0.0030757i,0.00011988-0.0018524i,-0.00035908-0.00073559i,0.00061816-0.00076033i,0.0010581-0.00068797i,0.00017943-0.0012662i,-1.0638e-05-0.0010582i,-1.3755e-05-0.00042922i,-0.000399+1.6007e-05i,-0.0003803+0.00013826i,0.00065575+3.6022e-05i,0.00071775+9.7371e-06i,0.00022752-0.00047891i,-0.0002426-0.00054005i,-0.00035622-0.00090353i,-0.0007575-0.00053798i,-0.0012502+3.9548e-05i,-0.0013366+0.00027712i,-0.00082679+0.00053619i,0.0002435+3.5912e-05i,0.00047517-0.00012593i
-0.0017699-0.00022635i,-0.0023213+0.00062044i,-0.0025331+0.00061546i,-0.0018079+0.00040853i,-0.0010686+0.00028079i,-0.0016268-0.0006589i,-0.00090524-0.00088012i,-0.00057324-0.00030553i,-0.00071085+0.00037894i,-0.0003525+0.00052594i,-0.00051368+0.00024304i,-0.00092685-0.00025838i,-0.00041904-0.00094311i,9.5651e-05-0.00078831i,8.3098e-05-0.00032269i,-0.00011728-0.00060758i,-0.0010608-0.00059018i,-0.0009656-0.00033116i,-1.2385e-05-0.00024154i,0.00018719-0.0003664i,0.00042057-0.00012559i,0.00082662-0.00038868i,0.00024764-0.00067308i
