-0.00060246+0.00039299i,0.00011104-0.0005721i,-0.00086197-0.00029731i,-0.0010896+0.00049031i,-0.00065182+0.00068708i,-0.00033463+0.00078579i,-0.00083063+0.0016145i,-0.00029871+0.0015577i,0.0012201+0.00087421i,0.0017547+0.00074309i,0.0016669+0.00056942i,0.00089168-0.00045183i,1.1447e-05-0.00096752i,-0.00045608-0.00029931i,-0.00024655-0.00012339i,-0.00026141-9.36e-05i,-0.0010279+0.00012328i,-0.0010892+0.00069135i,-0.00036226+0.00090426i,-0.00032589+0.00048087i,-0.00017224-0.00015542i,-0.00017356-0.00016522i,-0.00049319+1.9933e-05i
-0.0017511-0.0013496i,-0.00089681-0.00061829i,0.00056576+0.00090308i,0.0011167+0.0013853i,0.0014219+0.00052637i,0.0019166-0.00049196i,0.00078826-0.00076936i,-0.00057607+4.214e-05i,-0.0011291+0.00061119i,-0.0006406+0.00058496i,-0.00020136+0.00075834i,-3.5299e-05+0.00022645i,0.00047441-0.00052098i,0.00014392-0.0010191i,-0.00012091-0.0010349i,0.00027838-0.00064213i,0.0004919-0.0010473i,0.0003903-0.00094289i,0.00011013-0.00044202i,-0.00027232-0.00029097i,-0.00080874+7.9084e-05i,-0.0010801+0.00032189i,-0.00088636+0.00063818i
0.00099616-0.0025069i,0.00017999-0.0028791i,-0.00013576-0.0028235i,-7.7832e-05-0.0024433i,-0.00079681-0.0023637i,-0.0011593-0.0013834i,-0.00044285-4.57e-05i,0.00041078+0.00032791i,0.00029309+0.00027919i,-0.00075875+0.00017991i,-0.0010344-0.00017058i,-0.00078991-0.00025125i,-0.00069867-0.00021882i,-0.00040031-8.3733e-05i,-0.00026224-5.5401e-05i,-0.00042334+0.00020059i,-0.0004074+0.00022755i,-5.775e-05+0.00022798i,-0.00029097-0.00077931i,-0.00021482-0.0012034i,-0.00040457-0.00043241i,-0.00098806+0.00024584i,-0.0001515+0.00010875i
-0.0010316+0.00029204i,-0.00026901+0.0017497i,-0.00060556+0.0022647i,-0.00083231+0.0011259i,-1.6296e-05-0.00016734i,0.00041766-9.7857e-05i,-0.0004392+5.1299e-05i,-0.00043544-0.00047145i,-0.00024207-0.00073626i,3.7235e-05-0.00045668i,0.00041764+0.00030149i,0.00037682+0.00060713i,0.00031072+0.00012186i,0.00028118-0.000459i,4.7671e-05-0.0004244i,0.00028812-0.00019296i,0.00066666+0.00017258i,0.00025753+0.00028904i,4.6129e-05-0.0003032i,-0.00036317+0.00021995i,-0.00040131+0.00050875i,-0.00079258-0.00015403i,-0.0012498-6.0799e-05i
-0.00077573+0.0018185i,0.00039343+0.00221i,0.00067374+0.0015408i,0.00036282+0.0015156i,0.0013095+0.00099715i,0.0015012-0.00020881i,0.00025879-0.00088762i,-0.00028341-0.00039524i,-0.00029501+8.7006e-06i,-0.00074169+0.00026842i,-0.00039921+0.00064749i,0.00024402+0.0006991i,0.000465+0.00026141i,-0.00034372-7.5265e-06i,-0.0010462-0.00022294i,-0.00066655-0.00049505i,-0.00055836-0.00073697i,0.00015292-0.00079035i,0.00064807-0.0002168i,8.4864e-05+7.2759e-05i,-0.00044215+0.00048184i,-0.00080681+0.00077313i,-0.00080868+0.00052552i
-0.00059727-0.001504i,-0.00045713-0.00063347i,-0.00035969+0.0006138i,0.0004494+0.0010477i,0.0006172+0.0011629i,0.00055476+0.00028665i,8.9087e-05-0.00014392i,-0.00058106+0.00082869i,-0.00061412+0.0010421i,0.00037575+0.00025257i,0.0008863-0.00022423i,0.00047896+8.8037e-05i,0.00070772-6.1648e-05i,0.001439-0.00012138i,0.001431-5.4629e-05i,0.00056045-0.00087343i,-0.00042885-0.00075943i,-0.0012243+6.6027e-05i,-0.00084494-0.00010342i,-0.00014363-0.00011168i,-8.1396e-05+0.00016398i,-0.00025229-0.0001575i,-0.00029527+0.00013244i
0.00043018-0.0010389i,0.00083965-0.00057061i,0.0011629-0.00049751i,0.0015694-0.00059685i,0.00058753-0.00054743i,-0.00037577-0.00019132i,-0.00060045+0.00016343i,-0.00066362+0.00023241i,-0.00046287+0.00014862i,-0.00057622+0.00064406i,-2.0547e-05+0.00069043i,0.0010181+0.00026445i,0.0010429-6.2723e-05i,6.4107e-05+0.00041708i,-4.8814e-05+9.1769e-05i,0.00064054-9.9135e-05i,0.00087132+0.00018045i,0.00071866+0.00017119i,2.2399e-05+0.00060809i,-0.00061835+0.00088011i,-0.00018853+0.00054349i,0.00035775-0.00013894i,7.9464e-05+0.00038763i
0.00078866-0.00048953i,0.0012769-0.00017136i,0.0016339+0.000535i,0.0010872+0.0003238i,-2.7363e-05-0.00052992i,-0.00019595-0.00024147i,-6.4008e-05+2.9469e-05i,-0.00035316-3.9983e-05i,-0.00037837+3.557e-05i,0.00061185-5.3783e-05i,0.00086037+0.00089738i,0.00030129+0.0012523i,0.00042915+0.00099419i,0.00031444+0.0010764i,-6.1196e-06+0.00036164i,0.00010719-0.00011616i,6.7129e-05-0.00083618i,-5.666e-05-0.0015682i,-0.00071732-0.0010312i,-0.0013109-0.00029623i,-0.0010218-1.5242e-05i,-0.00030053-7.5942e-05i,-0.00016136+0.00020673i
5.5517e-05+0.00069566i,0.00041624+0.0012928i,0.0014669+0.0015168i,0.001736+0.0013798i,0.0012585+6.8122e-05i,0.0014938-0.0012164i,0.0012914-0.0017194i,0.0007924-0.001456i,-0.00010223-0.00049391i,-0.00058705+0.00016699i,-0.0011094-4.104e-05i,-0.0011467-8.2377e-05i,-0.0001376+2.7166e-05i,0.00098324-0.00044573i,0.0010291-0.0004915i,0.00040953+4.0806e-05i,0.0010778+0.00046839i,0.00097276+0.00055385i,0.00013125-6.3493e-05i,-6.1719e-05-0.00073528i,0.00017904-0.00042379i,0.00061041-0.00039529i,-2.1398e-06-0.00017041i
0.0011845-0.00076188i,0.0011634-0.0015934i,0.00095492-0.0019334i,7.9741e-05-0.0020844i,-0.00025017-0.0012474i,-0.00011375-9.1468e-05i,0.00021493+0.00038204i,0.00040987+0.00018354i,-0.00011246-0.00011619i,-0.0002378+0.00036984i,0.0002952+0.00025986i,0.00017582-7.0788e-05i,6.9659e-05+0.00026012i,-0.00024217+0.00037873i,-0.00030839+7.2599e-05i,0.00017367-3.2838e-05i,0.00039974-0.00034196i,0.0001133+1.8542e-05i,-7.4265e-05+0.00040633i,0.00012902+0.00025679i,0.00020689+0.00013756i,0.00066422-0.00026506i,0.0010318+0.00076253i
0.0006048+0.0016511i,0.00083643+0.0019586i,0.0015826+0.0025266i,0.0019262+0.002349i,0.0010524+0.0011958i,0.00041891-0.00032176i,0.00022324-0.0011632i,0.00010181-0.0012981i,0.00029782-0.0010814i,0.00056576-0.00018143i,0.00093276-0.00024318i,0.00057093-0.00062066i,7.2288e-05+3.1959e-05i,-0.00022163+0.00034131i,-0.00029434+9.3656e-05i,4.7507e-05-0.00017256i,-0.00036791-0.0002364i,-0.00043314-0.00027562i,-0.00015307+0.0001267i,-0.00057994+0.00033074i,-0.00064062+1.1256e-05i,0.00014267+0.00015072i,0.00067471-5.4953e-05i
0.0016548-0.00097614i,0.0018699-0.0018421i,0.0010766-0.0029315i,-0.00013654-0.0024868i,7.7198e-05-0.0011942i,0.00040687+2.8899e-05i,-0.00019768+0.00066118i,-0.00044426+0.00033035i,0.00027449+0.0002712i,0.00020486+0.00038356i,0.00032491+0.00043232i,0.0004708-0.00017617i,0.0002032-4.5456e-05i,0.00055495+0.00080427i,0.0011491+0.0007273i,0.00049936+0.00099749i,-0.00045071+0.00076931i,-0.00038237-0.00033542i,-0.00039317-0.0010249i,-0.00091791+5.0663e-05i,-0.00035477+0.00059507i,-0.00012961+8.5502e-05i,-0.00015095+1.523e-07i
-6.0084e-05-0.0010796i,-0.0010962-0.0017657i,-0.0017839-0.0012372i,-0.0020527-0.00026177i,-0.0018566+0.00033881i,-0.00090869+0.00082808i,-0.00020378+0.0006955i,-0.00078155+0.0010133i,-0.0013095+0.00090307i,-0.00079796+0.0009825i,-0.00080602+0.00081236i,-0.00065956+0.00018732i,0.00065463-0.00057984i,0.00096016-0.00042742i,0.0007366+0.00034081i,0.00049562+0.00010234i,5.9676e-05-0.00036465i,5.8024e-05-0.00052225i,-0.00076435-0.0003477i,-0.0012411-0.00029132i,-0.0004039-0.00015952i,3.0259e-05+5.8597e-05i,-0.00022108-0.00021058i
-0.00098179-0.0013083i,-0.00077756+0.00014121i,0.000491+0.00036308i,0.00049441+0.00033275i,-0.00021928+0.0011296i,0.00049058+0.0011252i,0.00073636+0.00071943i,0.00040953+0.00052083i,-0.00020776+0.00021859i,-0.0010124+1.0246e-05i,-0.0011255+0.00018519i,-0.00033208+0.0001354i,0.00034295-0.00043469i,0.00033053-0.00030295i,0.00025433+7.5586e-05i,0.00068282-0.00053793i,0.00076451-0.00083107i,0.00079531-0.00033364i,0.00025634+0.0003075i,-0.001007+0.00040981i,-0.0012109-2.9591e-05i,-0.00040382-0.00030736i,4.0318e-05-0.0001788i
-0.00032509+0.003559i,5.9991e-05+0.0035357i,0.0020981+0.0023519i,0.0032675+0.000455i,0.0035777-0.00095058i,0.0016772-0.0013371i,-0.00010897-0.0011727i,-0.00036945-0.00038919i,-0.00020941+0.00055049i,-7.2809e-05+0.00082915i,-0.00021389+0.0008434i,-0.00039712+0.00077968i,-9.0354e-05+0.00069609i,0.00043249+4.9535e-05i,5.6195e-05+3.4239e-05i,-0.0006725-5.5383e-05i,0.00016781+0.00019087i,0.00086659+0.00038128i,-0.00053985-0.00026827i,-0.0014998-0.0010019i,-0.00064512-0.0013094i,0.00097825-0.00060366i,0.0011076-0.00028011i
0.00010084-0.0030468i,8.6569e-05-0.0019452i,0.00052434-0.00039508i,0.00064419-0.0004367i,0.0001465-0.00033796i,0.0001277+0.00095462i,0.00053086+0.0010749i,0.00025898+0.00062563i,-0.00061867+0.00035572i,-0.00070347+0.00059836i,-0.0007059+0.00079975i,-0.0002081+5.5772e-05i,0.00087559+6.0432e-05i,0.00099434+0.00029616i,8.5361e-05-0.00029333i,-0.00062386-0.00032443i,-0.00060845+0.0001963i,-0.0005043+0.00021173i,-0.00038072+0.00010479i,0.00014823+0.0006181i,0.00028459+0.00077386i,0.00058268+0.00039309i,0.00064906+0.00035654i
-0.0011802+0.00032063i,-0.00057104+0.00047989i,-0.0005862+0.00021776i,-0.00043455+0.00011125i,-0.00020006+0.00037802i,-6.2087e-05+0.0002804i,-0.00044806+0.00035685i,-0.0004396+0.00048218i,-0.00065286+0.0002809i,-0.0013051+0.00075189i,-0.00074288+0.00051702i,-8.3442e-05-0.00036049i,-0.00010571-0.00014551i,0.00024402+0.00045352i,0.00055948+0.00067292i,0.00015952-0.00035155i,-0.00014662-0.0013427i,0.00044146-0.00083709i,0.00060654+0.00011105i,0.00021226+0.00022973i,0.00042295-8.2505e-06i,0.00057225-0.00045521i,-5.7336e-05-0.0006899i
-0.00067185+0.0019222i,-0.0013939+0.00057688i,-0.001394-9.7856e-05i,0.00093962+0.0013962i,0.0020988+0.001622i,0.0017136+0.00023751i,0.0013539-4.3962e-05i,-0.00016535+0.00061238i,-0.00023799+0.0011549i,0.00024517+0.0011418i,3.9388e-05+0.00092427i,-2.5408e-05+0.00049833i,0.00039932-0.00051401i,0.0010405-0.00036335i,0.00043668+0.00035336i,-0.00046835+0.00030782i,-0.000292-0.00027124i,-0.00069198-0.0011174i,-0.00030301-0.00046773i,0.00013205+0.00064501i,-7.4692e-05+0.00053896i,0.00030932+0.00037697i,0.00017898+0.00038209i
0.0010425-0.0016745i,0.00055086-0.0023088i,0.00044326-0.0029238i,-0.00013501-0.0036067i,-0.00060665-0.0034978i,-0.0010597-0.0022109i,-0.00050896-0.00037624i,2.1242e-05+0.00029812i,-2.1923e-06-0.00025409i,0.00042806-0.00039184i,-1.324e-06-0.00019059i,0.00029405-0.00053314i,0.0001006-0.00066653i,-0.00050342-0.00037877i,-0.00034717-5.9068e-05i,-0.00020022+0.00033594i,-0.00025423+5.2811e-05i,-2.3988e-05-0.00048106i,-0.00010041-0.00052896i,-0.00017069-0.0007947i,9.4647e-05-0.00086109i,0.00013943-0.00038614i,0.00018417-0.0003511i
0.00013694+0.00011536i,-0.00027909-0.00058222i,0.00041025-0.0010052i,0.0012912-7.8851e-05i,0.0010143+0.00053286i,0.00032998+1.066e-05i,0.00041052+0.00013729i,-0.00014233+0.0014021i,-0.0011731+0.0015732i,-0.0011846+0.0015735i,-0.00045948+0.0017274i,-0.0006763+0.0008277i,-0.00066403-0.00041i,0.00010234-0.0011681i,0.00046346-0.00037967i,2.8807e-05+0.00076744i,-1.01e-05+0.0010518i,-0.0005519+0.00080728i,-0.00075917+2.257e-05i,0.00010203+3.1386e-05i,0.00026105+0.00080983i,0.00014403+0.00047428i,0.0010163+0.00010169i
-0.00047384+0.00037412i,0.0014-0.0009873i,0.0022247-0.001151i,0.0021821-0.0013785i,0.0015474-0.0018293i,0.0014766-0.0015181i,0.0010185-0.00047478i,-0.00057169+0.00026611i,-0.00086961+0.00089158i,-0.0002932+0.0005183i,0.0001414-0.00064195i,0.00018242-0.00072421i,-7.4619e-05-0.00049874i,0.00010466-0.00056654i,0.00067774-0.00080126i,0.00065038-0.00057926i,0.00078404+0.00014153i,0.0008664+0.00051669i,0.00033591+0.0003417i,0.00040241+5.2926e-05i,0.00047108+0.00019636i,0.00040538+6.1328e-05i,9.6232e-05-0.00022525i
2.0209e-05+0.0011888i,0.00087055+0.0013462i,-0.00018488+0.0016414i,-0.00039824+0.0022006i,0.00072892+0.0017803i,-0.00040771+0.00017833i,-0.0011443+5.2044e-05i,-0.00033012+0.00031717i,-0.00081102+0.00065037i,-0.00071356+0.0017636i,0.00017578+0.0014234i,0.00039172+0.00016897i,0.00018374-0.0012474i,-0.00031287-0.0015284i,0.00059346-0.0006642i,0.0009332-0.00042195i,-0.00013327-3.9311e-05i,-0.001066+0.00013237i,-0.0011649+0.00031595i,-0.0010661+6.8481e-05i,-0.00045173-0.00023128i,-0.00028974-0.0003634i,-0.00026233-0.00052936i
-0.0017511+0.00073576i,-0.00065805+0.00068485i,0.00075196+0.0012262i,0.0016089+0.0020077i,0.0020989+0.0018663i,0.0014288+0.00058691i,0.00034227-0.00024549i,-0.00021741+0.00012778i,5.8184e-05+0.00028733i,-0.00076035+0.0005565i,-0.0011494+0.00025302i,-0.0007035-0.00018525i,-0.0001116+0.00056753i,0.00019358+0.00078447i,0.00053529+0.00059366i,0.0013688+0.00035632i,0.0009431-3.9318e-06i,-0.00017318+9.7734e-05i,-0.00092943+0.0004669i,-0.00096783+0.00094627i,-0.0005675+0.00090416i,-0.00010767+0.00046431i,0.00074814-0.00048339i
0.0019506+7.2071e-05i,0.0021429+0.00019979i,0.001653+0.00028283i,0.0012447+0.00025038i,0.00046309-0.00022953i,-0.00047641-0.00073792i,-0.00050319-0.00053021i,-0.00031689+0.00053198i,-0.00012033+0.0012622i,0.00014921+0.0012171i,-0.00051008+0.00072395i,-0.001108+0.0002152i,-0.00077241+0.00032322i,-0.00019715+0.00027085i,5.6946e-05+5.497e-05i,-0.00052906-0.00032942i,-0.00035343-0.00045564i,0.00051959-0.00033601i,0.0011213-0.00031042i,0.00061736-0.00071244i,-0.00029723-0.00066162i,0.00060635+2.4894e-05i,0.001376+0.00013277i
-0.0024889+0.00039421i,-0.00026033-0.0001601i,0.00050578+0.00038973i,0.00039146+0.00082149i,0.00079922+0.00042353i,0.00084521-0.00025044i,0.0010841-0.00056766i,-0.00054143+6.8363e-05i,-0.0014699+0.00055516i,-0.00051562+0.000601i,0.00023359-6.6005e-05i,0.00052975-0.0013406i,0.00039402-0.0015856i,-2.1619e-05-0.00028919i,-0.00061343+0.00037534i,-0.00039327-0.00021983i,-0.00027281-0.0010157i,-0.00024923-0.00055658i,-0.00028271+0.00025089i,0.00027121-0.00030074i,0.00068616-0.00029473i,0.00014009-0.00011885i,-0.00020691+0.00022113i
0.0025237+0.0010481i,0.0023404-0.00037497i,0.0031772-0.00076195i,0.00347-0.0016201i,0.0030789-0.0023718i,0.0017282-0.0019068i,0.0002962-0.0013932i,8.7411e-05-0.00076714i,0.00023518+0.00011119i,0.00086028+0.0004841i,0.00034166+0.00094883i,-0.00054444+0.00058304i,-0.00070682+0.00016879i,-0.00012069+0.00025044i,0.00037775+6.2663e-05i,5.4742e-05+0.00038137i,-1.6151e-05+0.00044981i,-0.00062089-0.00080793i,-0.0014927-0.0013655i,-0.001746-0.0013452i,-0.0011605-0.0012093i,-0.00074488-0.00020188i,-0.00029267-0.00018225i
0.0016103+0.0013102i,0.0034973+0.0005931i,0.00455+0.00051605i,0.0031644+0.00074624i,0.0019312-0.00046406i,0.00086478-0.0010569i,-0.00039407-0.00015585i,-0.00093052+0.00014079i,-6.66e-06+0.00059338i,0.0007702+0.00080028i,0.00030062+0.00030424i,2.7665e-05+0.00013326i,-0.00019712+0.00032776i,-0.00098181+0.00031384i,-0.00069441+0.00024512i,-8.9467e-05+0.00054833i,-0.00012732+0.00074468i,-3.214e-05+0.00088094i,-0.00095866+0.00067068i,-0.0012126+0.00034065i,4.0209e-06+0.00038997i,-0.00012945+1.3082e-05i,-0.00079534-0.00092815i
0.00083313-0.0010482i,0.00074188-0.00071729i,0.0011219+0.0011251i,0.0012974+0.0011323i,0.0014264-0.0011474i,0.00048118-0.0015012i,-0.00087951-0.00087919i,-0.0012463-0.00082553i,-0.00082968-2.9208e-05i,-0.00014504+0.00055523i,-0.00056663+0.00079581i,-0.0007571+0.00060657i,-0.00016913+0.00057199i,-4.3285e-05+0.00024982i,0.00054278-7.8444e-05i,0.00053189+0.00041988i,-0.00029568+0.00062479i,-0.00044912+0.00088819i,-0.00014122+0.0009119i,0.00047877+0.00062519i,0.00078363+0.0005011i,0.00049372+0.00010532i,-8.3637e-05-4.552e-05i
0.0015524-0.0024009i,3.4996e-05-0.0023167i,-0.00024753-0.002465i,-0.00033626-0.001412i,-0.0018779-0.00044002i,-0.0020696+0.00011472i,-0.00089158+0.00057284i,-0.00043659+0.00033025i,-0.00067551-0.00042864i,-0.00064897-0.00018502i,-0.0011697-0.00013588i,-0.0011666+0.0002965i,0.00015719+0.00067592i,0.00054288+0.00025117i,0.00048241+2.4145e-05i,0.0006398-0.00017816i,0.00060789-0.00042504i,0.0003914-0.00036929i,-0.00011234+0.0001546i,-6.6416e-05+0.00023362i,0.00027579+0.00012312i,0.00018836+0.00057365i,0.00016648+0.00016807i
0.00038991-0.00095307i,-0.0012028+5.7569e-05i,-0.0022006+0.0012414i,-0.0020741+0.00074219i,-0.0019533-0.00034011i,-0.0013268-0.00014257i,-9.1522e-05+0.00011225i,0.0004093+0.00015891i,-0.00036301+0.00011838i,-0.00078211+0.00015191i,-0.00018115-0.00040643i,-5.9464e-05-0.0011845i,0.00025913-0.00071453i,0.00036147-0.00012318i,-0.00038825-0.00011126i,-0.0005127+0.00029193i,-2.094e-05+0.00054541i,0.00037534+0.00037752i,0.00027299+6.3825e-05i,3.5839e-05-2.9971e-05i,0.00063222+0.00013701i,0.00044372+0.00021324i,-0.00049252-0.00030067i
-0.00034947-0.0014199i,-0.0011326-0.00085242i,-0.00038725-2.1053e-05i,0.0005259-5.9259e-05i,0.0013562-0.0013659i,0.0016148-0.00055265i,0.00063725+0.00046794i,0.00036405+0.00012458i,0.00072842+0.0005532i,0.00048945+0.0012408i,-0.00031897+0.00095607i,-0.00057248+0.00073728i,0.00022559+0.00067856i,0.00062946+0.00027583i,-2.751e-05-0.00013346i,-0.00026198+0.00038964i,-0.00034535+0.0011778i,-0.00085053+0.00076811i,-0.00057434+0.00010916i,0.00051151+0.00040807i,0.00060676+0.00053009i,-9.5275e-05+0.00038337i,-0.00046363+1.1174e-05i
0.000191-0.00054515i,0.00027723-0.00095008i,0.0020726-0.0014536i,0.0027429-0.00096505i,0.00069866-0.00017267i,0.00023821-0.00075571i,0.00023939-0.00054098i,-0.00025253+0.00025043i,-0.00026069+0.00036173i,-0.00069766+0.00053729i,-0.0013801+0.00083324i,-0.00088364+0.00090798i,-0.00054405+0.00034697i,-4.85e-05+3.513e-06i,0.00094688+0.00032252i,0.00084218+0.00017366i,1.6807e-05-0.00075225i,0.00014695-0.00073454i,0.00015406+4.7823e-06i,-0.00034714+0.00041885i,5.2248e-05+0.0001581i,-0.00037575-0.00030356i,-0.00061164-0.0004564i
-0.00092572+0.0009902i,-0.00022463+0.0017147i,0.00078972+0.001169i,0.0012129+0.00058851i,0.0013878+0.00028735i,0.00051535-0.00029307i,-0.00091199-0.00091501i,-0.00064049-0.00046241i,-0.00072211+0.00045454i,-0.0013192+0.00056i,-0.00053389+0.00050057i,0.00036102+0.00033478i,-9.8418e-05-0.00055696i,-0.00044993-0.00099758i,-0.00019761-0.00033083i,-0.00017806+0.00037548i,-0.00022698-8.4513e-05i,-0.00027659-0.00049815i,-0.00069909-0.00078894i,-0.00050535-0.00097736i,0.00011195-0.00027331i,-0.00016817+0.00030113i,-0.00042632+0.00084157i
-0.0011163+0.00077918i,-0.00048815+0.00082913i,0.00032793+0.001157i,0.00093359+0.0014211i,0.00045713+0.00047053i,0.0003072-0.00042199i,0.00027382+0.00030928i,5.1371e-05+0.0010285i,0.00053874+0.00036406i,0.00047261+9.5287e-05i,0.00010854+0.00053052i,7.9208e-05+0.000797i,-2.7956e-05+0.00055711i,0.00020037-0.00019674i,0.00048639-0.0007109i,0.00037581-0.00017552i,0.00031216+0.00086974i,-0.0002341+0.00080494i,-0.00087939+0.00057234i,-0.00072399+0.00054207i,-0.00024186+0.00032965i,-0.00037897+0.00065609i,-0.00058137+0.00069957i
0.0007767+0.0018697i,0.0016788+0.002243i,0.0027879+0.0023122i,0.0028068+0.0009436i,0.0010284-0.00011794i,-0.0006952-0.00028584i,-0.00037809+0.00015643i,9.5087e-05+0.0011286i,0.00014786+0.0012355i,2.2427e-05+0.00071432i,-1.8367e-05-5.971e-05i,6.0227e-05-0.00044698i,-0.00032169+0.00036564i,-0.00065228+0.0010244i,-0.00057909+0.00069735i,-0.00054267+0.00023916i,-0.00075665+0.00056663i,-0.0006479+0.0009571i,-0.00068641+0.0003777i,-0.00065362+0.00017721i,-0.00065257-0.0001056i,-0.00033752-0.00056426i,0.00011716-0.00052158i
-0.00046665-0.00094465i,-0.00063057-0.00075116i,-0.00090212-0.00039112i,-0.00083679-0.00010731i,-0.000998-0.00022905i,-0.00012662+6.9587e-05i,0.0003828+0.00050194i,-4.8804e-05+0.00048667i,0.00025867+0.00065651i,-4.0806e-05+0.0011096i,-0.00021663-0.00011423i,0.00039019-0.0013797i,0.00032242-0.00068862i,0.00036973-6.1259e-05i,0.00067475-0.00028317i,0.0004738-0.0002792i,-0.00062135-0.00063936i,-0.0010868-0.00076642i,-0.00088068-0.00072363i,-0.00065023-0.00014972i,-0.00064228+0.00042075i,-0.00071683+0.00024154i,-0.00064559-7.8507e-05i
-0.0002311+0.00027754i,0.00028475+0.00098172i,0.00050481+0.00072476i,0.0010993+0.00025727i,0.00096544+0.00068387i,0.0010238+0.00028394i,0.0008233+0.00016352i,0.00017117+0.00083992i,0.00074967+0.00059575i,0.0013285+0.00053819i,0.0010916+0.00074957i,0.00058315+0.0001936i,-9.0784e-05-0.00053819i,-9.0788e-05-0.00045893i,0.00010911+5.4323e-05i,-0.00028603+0.00017563i,-0.0004986+0.00045422i,-0.00071352+0.00023016i,-0.00094227-0.0007377i,-0.00073691-0.00056214i,-0.0005249+0.00017047i,-0.00061392+0.00028277i,-0.0012357-0.00026094i
-0.0006152-0.00068295i,-0.00057872-0.00020159i,-0.00022991+0.00024213i,-0.00028285+2.5387e-05i,-9.571e-05-0.00033599i,-0.00033154-0.00063243i,-0.00076176-0.00066647i,-0.00065047-0.00014561i,-0.00011078+8.7785e-05i,-0.000236-0.0002106i,-0.00089459+0.00023157i,-0.00077652+0.00044293i,-0.00014007+2.1519e-06i,0.00024841+5.4103e-05i,0.00066868+0.00019324i,0.0013344-0.00013233i,0.0011544-0.00015865i,-0.00034823-0.00023433i,-0.001014+0.00017452i,-0.0010012+0.00091274i,-0.00084193+0.0007909i,-0.00031641+0.00056276i,0.00022095+0.00081136i
0.0010582+0.00027183i,0.00055315+0.00015512i,0.00059253-0.00018135i,0.00043359-0.00047721i,-0.00019223-0.00047958i,-0.00035212-0.00062739i,-0.00097921-0.00056182i,-0.00094675+5.9848e-05i,-0.00058946+0.00055902i,-0.0002906+0.00088441i,0.00010156+0.00078099i,-0.0002505+0.00028448i,-0.00045626+0.00042067i,-5.1452e-05+0.00025231i,4.5862e-05-4.1835e-05i,0.00027226-1.4775e-05i,0.00084622+0.00025822i,0.00055356+0.00023598i,-7.077e-05-8.8462e-05i,-0.00018767+0.00040354i,0.00013656+0.00080845i,0.000534+0.00047153i,0.0002591+0.00042249i
6.2719e-05+0.0014309i,0.0007894+0.0011181i,0.00063995+0.00071079i,0.0011712+0.00027211i,0.001313+1.7849e-05i,0.00042252-0.00016361i,0.0001169-0.00063043i,-6.955e-05-0.0006269i,0.00034714+1.3035e-05i,0.00042619+0.00043634i,-0.00044848+0.00013919i,-0.00047311+0.00022898i,0.00028191+0.00056348i,0.00050655+0.00044472i,0.00048588+0.00037379i,0.00042585-0.00028202i,0.00083954-0.00075461i,-8.2082e-05+2.1737e-05i,-0.00086839+0.0002879i,-5.5411e-05+8.5651e-05i,0.00047162-0.00016844i,0.00020445-0.00035289i,-0.0007171+0.00022484i
9.18e-05-0.00051009i,0.00078493+2.2442e-05i,0.0013073+0.0014488i,0.0016857+0.0020074i,0.001417+0.0003578i,0.00057176-0.001375i,0.00010725-0.0010955i,-0.00042487-0.00021457i,-0.00070944+1.1163e-05i,-0.00042125+0.00043541i,-0.00039247+0.00064403i,-0.00052105+0.00017102i,-0.00019512-0.00010925i,2.6484e-05-0.00032318i,-0.00012269-0.00029619i,-0.00062201+6.0462e-05i,-0.00012589+1.4169e-05i,0.00019325+0.00017556i,-0.00011896+3.4799e-05i,-0.00025071-5.7312e-05i,-1.1568e-05-1.9604e-05i,-0.00015269-0.0001954i,-0.00019938+0.00051234i
0.00054553-0.00074097i,0.00010016-0.00027896i,0.0013992-0.00089591i,0.0024088-0.0012581i,0.0020976-0.00020481i,0.00093372+0.00032603i,0.00020339+9.9476e-05i,0.00016163+0.00028275i,0.00012293+0.00037553i,0.00034743+0.00069563i,0.00034415+0.00095878i,0.00018034+0.00069873i,0.0001125+0.00041049i,3.8458e-05+0.00049078i,8.3604e-05+0.00022397i,-7.6142e-06-0.00057976i,5.1393e-05-0.00055575i,0.00015521-0.00035805i,-0.00022504-0.00075893i,-0.00080264-0.0016271i,-0.00095159-0.0012891i,-0.00043288-0.00029377i,-0.00037554+0.00018494i
6.1251e-05-0.00046289i,-0.0005839+0.0015457i,-0.0015534+0.0025033i,-0.0021582+0.0020734i,-0.0014288+0.0015647i,-0.0004906+0.00099116i,-0.00045632-0.00027403i,-0.00066537-0.00066027i,-0.00055606-0.00019325i,-0.00065384-0.00046891i,-0.00049243-0.00050967i,-0.0003673+0.00011368i,1.7956e-05-0.00017322i,0.00088778-0.00023637i,0.00072637-0.00067019i,0.00065089-0.00030698i,0.00025552+0.00049804i,-0.00090626-0.00019245i,-0.0014057-0.00093195i,-0.00067932-0.00076475i,0.00026874-0.00063946i,0.00042575-0.000482i,-0.00054606-0.00040414i
