-0.0035328+0.0006811i,-0.0019195+0.0016301i,-0.0010928+0.0020851i,0.00098994+0.0024306i,0.001226+0.0030135i,0.0010058+0.0023013i,0.0014676+0.0015923i,0.00090661+0.0018188i,0.00045569+0.0017194i,0.00064532+0.00073978i,0.00052911-0.0010096i,0.00027055-0.0011266i,0.00020977-0.00059759i,0.00014083-0.00062661i,3.7418e-05+0.00037388i,-0.00017369+0.00011897i,-3.9812e-05-0.00029996i,0.0004183+0.00018345i,0.00053356-3.351e-05i,0.00032107-0.00059967i,0.00061014-0.00060131i,0.00045242+0.00014304i,0.00023171+0.00060627i
-0.00034024+0.00025759i,-0.00025618-8.2634e-05i,-0.00016723-0.00062943i,8.0137e-05+0.00040836i,0.00022233+0.0016104i,-0.00030114+0.0010577i,-0.0002036-0.00013339i,-0.00031295-0.00060578i,-0.00026745-0.0008428i,-0.00025025-0.00058732i,0.00019433-0.00018906i,0.0006185-0.00010304i,-0.00032903-0.00056145i,-0.0010744-0.00041375i,-0.0011635+0.00010515i,-0.0010021-0.00063465i,-0.00064796-0.0008221i,1.809e-05-4.562e-05i,0.00026241+0.00026285i,0.0001028+1.8848e-05i,0.00021408+6.8208e-05i,0.00030001-6.396e-05i,0.00053937-0.00087718i
0.00070454-0.00062987i,0.0011089-0.0012851i,0.00083268-0.0018721i,0.0001589-0.0016723i,-5.3026e-05-0.00071518i,0.00042488+0.00015552i,0.00026146+0.00073289i,5.8998e-05+0.00053568i,3.1368e-05+0.00018294i,-0.00015227+7.1728e-05i,1.6968e-05+9.2161e-05i,0.00025608+3.7562e-05i,-0.00031909-0.00037239i,-0.0010032-0.00083417i,-0.00064572-0.00073489i,8.0064e-05-0.00035475i,-0.00014205-2.277e-05i,0.00043576+0.00013731i,0.0013518-9.614e-05i,0.00020672+0.00024292i,-0.00037679+4.1466e-05i,0.00084796+3.1342e-05i,0.0007782-0.0002483i
0.00068896-0.001984i,-0.00041028-0.0032465i,-0.00043755-0.0046944i,-0.00069625-0.0043178i,-0.00048643-0.0021516i,0.0002335-0.00043937i,-0.00098097+0.000633i,-0.001695+0.00048564i,-0.0013624-0.00051395i,-0.00032767-0.00061833i,0.0003204-4.395e-05i,0.00028903-0.00011612i,1.8309e-05-0.00048507i,-0.00049806-0.00049492i,-0.00019204-0.00012299i,0.00017788+0.00021131i,0.0001998-0.00043609i,0.00099356-0.00099024i,0.0008952-0.00057455i,-0.00039565-0.0002377i,-0.00034293-0.00034152i,0.00040661-0.00055393i,0.00047246-0.00054931i
0.002118-0.00010819i,0.0011858-0.0019833i,0.0011659-0.0038806i,0.001409-0.0040631i,0.001044-0.0016067i,0.00020215+0.0005514i,-0.00060484+0.000105i,-0.00073137-0.0012999i,-0.00048255-0.0014486i,0.00014128-0.00081343i,-0.00021221-0.00017463i,-0.00088475+0.00033351i,-0.0012998+0.0005452i,-0.00053863+0.0010429i,0.00058698+0.00060688i,0.000224+9.7092e-05i,-0.00072972-0.00027786i,-0.00085618-0.00036625i,2.5996e-05+0.00022256i,0.00042647+0.00046541i,0.00049899+0.00042893i,0.00069889-0.00043929i,0.0002733-0.0011204i
-0.00061181-0.0012718i,7.6428e-05-0.0018318i,-0.00095923-0.0010299i,-0.00082495-0.00050563i,0.00047471+0.001026i,0.00098133+0.0015043i,0.001334+0.00074736i,0.00032306+0.00013459i,-0.00067515+0.00032937i,-0.0010254+0.00028157i,-0.00072309-0.0003732i,-7.8552e-05-0.00050392i,-0.00013829-0.00032703i,-0.00017819-1.21e-05i,-8.5057e-05-0.00017651i,0.00030164-0.00094404i,0.00083695-0.00023604i,0.00038331+0.00096121i,-0.00024213+0.00064776i,0.00016582+7.1458e-05i,0.00071185-6.9177e-05i,0.00068311-0.00038955i,0.00014335-0.00031496i
0.0025182-0.00042126i,0.00033589-0.00093765i,-0.0012373-0.0020143i,-0.00099282-0.0015437i,-0.00014502-0.00052538i,0.00025666+0.00022444i,0.00010252+0.00083618i,-0.0010358+0.0009417i,-0.001659+0.00052363i,-0.0010127-0.00012112i,-9.4523e-05+0.00029723i,8.8425e-05+0.00090317i,0.00011862+0.00072971i,0.00063709+0.00039184i,0.00045814+0.00022743i,-0.00010921-9.8035e-06i,-0.00034618-0.00024843i,-0.00014668-0.00035167i,-0.0001672-0.00048855i,-0.00030195-0.0002399i,0.00040041+0.0004805i,0.00053758+4.1649e-05i,-0.00012879-0.00071787i
-0.00048908-0.00074955i,-0.00090642-0.00099795i,-0.0012234-0.0024144i,-0.0005876-0.0020117i,0.00087199-0.00046199i,0.0013366+5.9325e-05i,0.00056254+0.00013i,-2.6127e-05+0.00019538i,-7.7981e-05+0.00049426i,-0.00016047+0.00026516i,0.00045898-0.00028648i,0.00084422-0.00034207i,0.00064792-0.00026356i,0.00057667-0.00022643i,0.00062524-0.00057704i,0.00035776-0.0010397i,-0.00031108-0.00046856i,-0.00025595+0.00037484i,-0.00012254+0.0002971i,0.00036334-0.00013246i,0.00057381-0.00025247i,-0.00021258-7.0568e-05i,-0.00092902+0.00038194i
-0.00034729-0.00067524i,0.0011454-0.0014991i,0.0011119-0.0013561i,0.00072535-0.00011429i,0.00059179+0.00098718i,0.00029899+0.00096042i,-0.00045809+8.5485e-05i,-0.0011118-0.0002107i,-0.0011675-0.00052349i,-0.00091417-0.000776i,-0.00093228-0.00051619i,-0.0010235-0.00028296i,-0.00033663-0.00074775i,4.8502e-05-0.00093996i,-0.00014928-0.00066864i,-0.00066126-0.00040166i,-0.00077642-0.00041238i,-0.00019047-0.00018871i,-4.4779e-06+0.00019589i,0.00030166+0.00031682i,0.00022667-0.00015541i,0.00064837-0.00021352i,0.00034918+0.00043921i
0.0016872+0.00064693i,0.0022847+0.0002141i,0.0022061-0.00010015i,0.00096081-0.00077579i,0.00072567-0.00096941i,0.00084872-0.00089517i,-0.00017194-0.00058553i,-0.00050206-0.00050001i,-0.00042448+9.47e-05i,-0.0010649+6.5967e-05i,-0.00075804-0.00067176i,-0.00021119-0.00051504i,0.00019066-0.00035081i,0.00046544-0.00024017i,0.00015235-0.00038786i,-0.00049019-0.00091396i,-9.6901e-05-0.0004851i,-0.0002372+0.00034809i,-0.00046706+0.00074766i,-0.00030594+0.00051292i,-0.00014525-0.00035561i,0.00040649-1.6572e-05i,0.00036062+0.00020518i
-0.0019851-6.4372e-05i,-0.0022462-0.00097419i,-0.0034262-0.0014197i,-0.0027857+0.00040742i,-0.00011318+0.0019143i,0.0014651+0.00052771i,0.0012081-0.0005228i,0.000397-0.00046888i,-0.00016181-0.0010649i,-0.00014299-0.0010789i,-0.00078918-4.8153e-05i,-0.00086507+0.00050763i,0.00043487+0.00064504i,0.0012466+0.00068291i,0.00061298+0.00056553i,-0.00030068+8.1938e-05i,-0.00053296-0.00050155i,-0.00046314+6.8031e-05i,0.00029363+0.00041717i,0.00070016+4.0082e-05i,0.00062861-0.00019633i,0.00017398-0.00019197i,-0.00031308+0.00014555i
-0.0010613+9.4073e-06i,-0.00050734-0.00081695i,-0.00062968-0.0017381i,-0.00023299-0.0014792i,0.00074142+0.00030801i,0.0012946+0.0012155i,0.00024593+6.9619e-05i,-0.0010447-0.00037302i,-0.0010275+0.00089197i,-0.00072789+0.00085963i,8.0526e-05-0.00019598i,0.00094815-0.00082089i,0.00093373-0.00096513i,0.00060132-0.00056653i,0.00041412-7.1128e-05i,-3.7072e-05-0.00049402i,2.9044e-06-0.0007548i,-0.0001323-0.00046022i,-0.00020517-0.00035323i,0.00038004-0.0003049i,0.0011379-6.9721e-05i,0.00095189+0.00018944i,0.00065604+0.00047836i
-0.0019924+0.00068419i,-0.0010086+0.0007706i,-0.00066337+0.0015371i,-0.00029636+0.0018391i,0.0012356+0.0021191i,0.0025075+0.0010464i,0.00070593-0.0010267i,-0.0011244-0.0012796i,-0.0010783-0.0013302i,-0.00057521-0.0015251i,-0.00024568-0.0015707i,8.2295e-05-0.0011839i,0.00027693-0.00082144i,0.00025567-0.00029602i,7.049e-05+6.5728e-05i,-0.0001728-0.00067515i,-0.00060302-0.00081757i,-0.00056542+2.1896e-05i,-0.00060252+0.00087787i,-0.00078+0.00028604i,-0.00016472-4.6996e-06i,-1.4363e-05+0.00081861i,0.00029555+0.00060931i
-0.0032257+0.00052238i,-0.0021813+0.0010925i,-0.0017278+0.0018137i,-0.00091192+0.0019014i,0.00037208+0.0023142i,0.00056924+0.0020379i,-0.0002445+0.0006787i,-0.00042366-0.00049413i,-0.00060877-0.00083224i,-0.00076124+0.00069046i,6.2102e-05+0.0016722i,0.0011297-0.00017786i,0.0014929-0.0018298i,0.00066685-0.0016649i,-4.1086e-05-0.00091398i,2.3687e-05-0.0010061i,-0.00023328-0.0009251i,-0.00034853-0.00022952i,2.6113e-05+0.00043394i,0.00063982+0.00021968i,0.00037209-0.00020226i,-0.00030368+0.00031051i,1.6308e-06+0.0006492i
0.0022953-0.00084732i,0.00073375-0.0014196i,0.00093484-0.0016804i,0.00074819-0.0011659i,0.00044189-0.00074623i,0.00057356-4.3278e-05i,-0.00052341-0.00057732i,-0.00086457-0.00065386i,0.00031311-0.00012595i,0.00041035-0.00057136i,-0.0011904-0.00061187i,-0.0014912-0.00029619i,-0.00038302+0.0002446i,7.456e-05+0.00012045i,0.00011827-0.00070394i,0.00025574+0.00031749i,0.00041413+0.00070973i,-0.00012321+0.00015298i,-0.00081967+8.5059e-05i,-0.0012295+0.00049021i,-0.0016624+8.1517e-05i,-0.0011595-0.0004164i,-0.0002496-0.00020552i
0.000795-0.00040354i,-0.00012132+0.0001757i,-0.00022622-0.00049478i,-0.00039958-0.00094839i,-0.00034451+0.00046908i,-0.00066438+0.0023913i,-0.0012592+0.0015569i,-0.0014591+0.00055539i,-0.00090715+0.00031689i,-4.0081e-05-0.00012922i,-4.3542e-05+0.00028088i,0.00011625+0.00092112i,0.00078384+0.00069509i,0.00032597+0.000455i,8.988e-06+0.00020594i,-0.00035114+7.5717e-05i,-0.00061266+0.00029771i,-0.00037463+0.00041483i,-0.00011067-0.00036358i,-6.625e-05-0.00042621i,0.00041211+0.00038975i,0.00057004+0.00069859i,4.5659e-05+3.5812e-05i
-0.00011387-0.00054657i,-0.00034114-0.0020487i,-0.00052-0.0028134i,-0.00059399-0.0025865i,-0.00065613-0.0028968i,-0.00058098-0.002065i,-0.00031064-0.00085478i,-0.00018878-0.00063966i,5.7193e-05-0.00013491i,0.00063682-7.5863e-05i,0.00075394-4.3226e-05i,0.00029231-1.3647e-05i,0.00029561-0.00010266i,0.00015151+4.2123e-05i,-4.54e-06+0.000191i,0.00014573+0.00031497i,-0.00019807+0.00022173i,-0.00061058-0.00029153i,-0.00066209-0.00028879i,0.00035797-0.00024689i,0.0010514+0.00030426i,-3.0167e-05+8.5112e-05i,-0.0010633-0.00044241i
0.0025407-0.0020739i,0.0015431-0.0033735i,0.00074947-0.0039825i,7.8937e-05-0.0035795i,0.00022896-0.0018227i,-0.00011706-0.00075089i,-0.00058957-0.0011823i,-0.00078197-0.0011103i,-0.001284-0.00024044i,-0.0010441-0.00030281i,-0.00029884+0.00014701i,0.00049774+0.00098764i,0.00039325+0.0011576i,0.00029988+0.00023013i,0.00076906-0.00030105i,0.00054585+6.2724e-05i,0.00041274+7.8694e-05i,0.00077632-0.00037816i,0.00074768-0.00054913i,6.5879e-05+0.00016083i,0.00037002+0.00099986i,0.0007976+0.00073309i,0.00076067+0.00015765i
0.0011048+0.00065087i,0.00056443-0.00042934i,0.00077473-0.0025268i,0.00097169-0.0030715i,0.00019764-0.0014971i,-0.00053562+0.00014887i,-0.00051184-9.0536e-05i,-0.00012791-0.0012017i,-0.00029561-0.00082975i,0.00013545-0.00058178i,1.7586e-05-0.00076735i,-0.0005725-0.00024566i,-0.00045205+0.00053847i,0.00010842+0.00080369i,0.00048355+0.00039896i,4.0024e-07-3.2436e-05i,-0.0005611+0.00023555i,-0.00033107+0.00050933i,-0.0003305+0.00035762i,-0.00051209+0.00017511i,-2.0292e-06-0.00011695i,0.00074017-0.00064794i,0.00090002-0.00090166i
-0.001432-0.0015324i,-0.0010503-0.0016159i,-0.0020845-0.00092026i,-0.0022186+5.3897e-05i,-0.0013982+0.0007874i,-0.00089632+0.00084845i,-0.00024506+5.7292e-05i,4.9525e-05-0.0010476i,-0.00098327-0.0011986i,-0.001097-0.00069758i,0.00071337-0.00047019i,0.0013046-0.00029708i,-0.00013943-0.00022022i,-0.00072449-0.00031354i,-0.00011768-0.00072586i,-8.6654e-05-0.0011842i,-0.00082094-0.00036112i,-0.00065834+0.00031005i,2.0162e-05+0.00019651i,-0.00016887+0.00062992i,-0.00045792+0.00057512i,0.00041224+0.00039558i,0.00054771+0.0006696i
-0.00056681+0.00074031i,8.0142e-05+0.00016152i,0.0012261-0.00026153i,0.0020331+0.00023936i,0.0015+0.00066068i,0.00049148-0.00010603i,0.00029571-0.00092064i,0.00017763-0.00018896i,-0.0004217+0.00048096i,-0.00029415+5.05e-05i,0.00018335-0.00031251i,0.000417-0.00053741i,0.00010301-0.00085426i,-0.00010971-0.0004834i,-0.00017144-0.00033785i,-0.000247-0.0001012i,-0.00049778+0.0005175i,-0.0005764+0.00013327i,-8.5322e-05-0.00081315i,0.00019554-0.0006595i,-4.3467e-05-0.00031777i,0.00018023-0.00090743i,0.00013612-0.00058943i
0.0026958-0.0001286i,0.00085398-0.0026677i,0.00021092-0.0043523i,0.00011819-0.0034889i,-0.001101-0.0025894i,-0.0010909-0.0017441i,-0.0011742-0.00098478i,-0.0015806-0.0010757i,-0.0010353-0.00073467i,-0.0005495-0.00038039i,-0.00035093-0.00090146i,0.00046474-0.00062496i,0.00012091-0.00010094i,-0.00068043-0.0001091i,-0.00089604-4.0657e-05i,-0.00037156-8.2539e-05i,0.00052487-0.00096996i,0.00038447-0.00077908i,0.00020108+0.00019534i,0.00035732+0.00054852i,0.00049667+0.00024106i,0.0005631+3.2307e-05i,0.00077546+0.00010794i
0.0009497+0.00094366i,0.0022347-0.00061836i,0.0025211-0.0010405i,0.0017199-0.00053663i,0.00060265-0.0008008i,0.00028381-0.0015161i,0.00021197-0.0013366i,-7.1745e-05-0.00073191i,-0.00029349-0.00063875i,-8.4785e-06-0.0001011i,0.00024124+0.00032202i,-7.316e-06+0.0003011i,-0.00027003+0.00036909i,-0.00033429+0.00031727i,-7.2494e-05-2.1552e-05i,-0.00016321-2.5374e-05i,0.00019465+0.00051656i,0.00113+0.0010277i,0.00055036+0.00062694i,-0.00023189+0.00030487i,0.00050216+0.00054078i,0.0010757+0.00025052i,0.00096298+0.00012809i
-0.00088331+0.0020843i,0.00039311+0.0022552i,0.0019845+0.002632i,0.0020626+0.0011555i,0.0012323-0.00014383i,0.00053361-0.0006863i,5.8669e-05-0.00081955i,-0.00021444-0.00062957i,0.0005024-0.00030596i,0.00050077-0.00033723i,2.428e-05-0.00071418i,-0.00023856-0.00066666i,-0.00060852-0.00017878i,-0.00097538-6.3868e-05i,-0.00093271+0.00029289i,-0.00031765+0.00055308i,-0.00036116-0.00045483i,-0.00040454-0.0010095i,0.00032487-0.00074615i,0.00052712+0.0001947i,0.00032011+0.001078i,0.00032618+0.0015691i,0.00014698+0.00098436i
0.00053042+0.00026334i,0.00033257-0.0025772i,0.00066686-0.0042942i,0.00032935-0.0041424i,-0.00016754-0.001588i,0.0003811+0.00079143i,0.00035865+0.0010699i,-0.0001783+0.00024626i,1.4705e-05-0.00027448i,6.602e-05-0.00046392i,-0.00033791-0.000815i,-0.00038845-0.0011174i,7.5236e-05-4.6814e-05i,-2.5337e-05+0.0003593i,-0.00017775+7.0291e-05i,-0.00026706+0.00025015i,-0.00068339+0.00034621i,-0.00081499+0.00071226i,-0.00081616+0.00036219i,-0.0007155-0.00026897i,-0.00050273-2.5951e-05i,-0.00051914-0.00036305i,-0.00022018-0.0010386i
-0.0019411-0.00029814i,-0.00050485-0.00013321i,0.00030112+0.0011642i,0.0008853+0.0023388i,0.0015675+0.0018222i,0.0015893+0.0010706i,0.0010601+0.0002598i,-0.00012528-0.00032809i,-0.0005655-0.00045091i,-0.00014525-0.00020031i,0.00042248-0.00022906i,0.00023014-0.0011696i,-0.00010943-0.0013297i,6.1017e-05-7.6874e-05i,0.00023009+0.00075838i,-0.00012741+0.0009319i,-0.00032883+0.00028149i,0.0004217-0.00023785i,0.00090592+0.00030998i,0.00041618+0.0010776i,0.00012223+0.00087118i,0.0003834+0.00028035i,0.00038755+5.5979e-05i
-0.00070593+0.00033335i,-0.00054618-0.00016628i,9.8147e-05+0.00059904i,0.00095662+0.002345i,0.0014568+0.0031579i,0.0018388+0.0018221i,0.0010769+0.00058187i,0.00020906+0.00065021i,-0.00019982+0.00052696i,0.00013608-0.00027516i,0.0010149-0.00051488i,0.001064-0.00049005i,0.00018006-0.00092168i,-0.000513-0.00079737i,-0.00072072-0.00033597i,-0.0011126+4.4954e-05i,-0.00053739+0.00035094i,0.00051965-0.00012418i,-0.00010615-0.00049234i,-0.00053039-9.4969e-05i,-8.4144e-05-0.00019592i,0.00034078-0.00054677i,0.00041075-0.00041292i
0.0019687-0.0016669i,-0.00045444-0.0023351i,-0.0028524-0.0048765i,-0.0042133-0.0041396i,-0.0034713-0.0015252i,-0.0017403-0.00063931i,-0.00074746-0.00048621i,-0.00022531-0.00026864i,-0.00062626-0.0005667i,-0.0009425-0.00051536i,-0.00077444+0.00034829i,-0.00028633+0.0012149i,0.00039663+0.0013282i,0.00049513+0.0010989i,5.4755e-05+0.00087557i,2.1632e-05+0.00020423i,0.00037519+9.9137e-05i,-0.00034022+0.00060538i,-0.0011431+0.00077782i,-0.00050522+0.00046567i,0.00028159+0.00059325i,0.00051952+0.00043439i,0.00057799-0.00049762i
-0.00087636-0.00045116i,-0.00077302-0.00065591i,-0.0013489-0.00090958i,-0.0012212+9.2621e-05i,0.00017639+0.0014271i,0.0011353+0.0015093i,0.00071543+0.00033306i,-0.00014181-0.00019236i,-0.00084875+0.00036783i,-0.00084673+0.00033201i,-8.2487e-05+3.633e-05i,0.00065641-0.00019441i,0.00036462-0.00036023i,-0.00077472-0.00073257i,-0.00047844-0.00060777i,0.00027629-5.8885e-05i,0.00012772-0.00010443i,-0.00026329+0.00052728i,-0.00031361+0.00089796i,-0.00023849+0.0005986i,-0.00014852+0.00014763i,0.00022554-0.00040172i,7.4772e-05+0.00079854i
9.2899e-05-7.4127e-05i,0.0010749+8.0762e-05i,0.00093336+0.00027458i,-0.0007589+0.00076378i,-0.00072214+0.001154i,0.0004891+0.00095391i,-0.0004316-0.0001612i,-0.00076078-0.00027904i,-0.0010423+0.00032884i,-0.00074605+0.00017793i,-9.8995e-05+0.00034749i,-0.00011029+9.5354e-05i,9.143e-06-0.00032031i,0.00017989-0.00060738i,-0.00014431-0.000977i,-0.00036456-0.0011927i,-0.00074099-0.00091363i,-0.00089373-0.00042718i,0.00071709-0.00061241i,0.0014817-0.00059073i,0.00075601-0.00016498i,0.00060789+4.9263e-05i,3.1609e-05-0.00052485i
-0.0021393-0.00062343i,-0.00083665-0.00066432i,-0.00057596-1.1075e-05i,-0.00034644+0.00092359i,0.0011853+0.0017334i,0.0016741+0.0013789i,0.00090328+0.00030466i,9.8633e-05-0.00101i,-0.00039696-0.001414i,-0.00027015-0.00084244i,-0.00021552-0.00054703i,-0.00057431-0.00096145i,-0.00047714-0.00083657i,-0.00012968-0.00079616i,-0.00064364-0.0013401i,-0.00062936-0.0011625i,0.00048704-0.00048752i,6.0746e-06+0.0001145i,3.4727e-07+0.00042312i,0.0010571+0.0005153i,0.0015484+0.0011121i,0.0015474+0.0015649i,0.00054263+0.00060365i
0.0010028+0.0017059i,0.0020137-0.00011379i,0.0036742-0.002638i,0.0033417-0.0032669i,0.0012429-0.0021732i,-0.00028937-0.00046928i,-0.00062177-0.00018188i,-0.00040777-0.00069535i,-0.0004344-0.00095113i,2.2701e-05-0.00077713i,0.00095966-0.00046374i,0.00028498-0.00064793i,-0.0010508-0.00078661i,-0.00061057-0.00014085i,-1.8895e-05+4.169e-05i,0.00034194+0.00010713i,0.00030361+0.00046768i,0.00026177+0.00073995i,0.00066562+0.00045793i,0.00078177-0.00019803i,0.00068591+0.00024657i,5.712e-06+0.00051923i,-9.9727e-05-0.00024362i
-0.0019336+0.00026709i,-0.00057807+0.00093223i,-0.00011512-4.0878e-05i,8.8143e-05+6.6206e-05i,0.00074905+0.0011902i,0.0011856+0.0014926i,7.6351e-06+0.00045793i,-0.00063034-0.00063039i,-0.00032224-0.00049615i,0.00012063-0.00019236i,0.00031056-0.00033265i,0.00019487-0.00041561i,0.00077086-0.00084659i,0.0012523-0.000789i,0.00045799-0.00018744i,-0.00016113+4.2058e-05i,-0.00045357+3.1218e-05i,-0.00058842+9.3894e-05i,0.00024115-0.00040154i,0.00077492-0.0012006i,0.00096853-0.0008671i,0.0011421-4.3795e-05i,0.00047696+0.00016109i
-0.00058308-0.00025773i,-0.0016674-0.0012426i,-0.001348-0.0016029i,0.00028597-0.00097616i,0.0018081-0.00076099i,0.0017348-0.0012543i,0.00083013-0.00096751i,0.00018979-0.00069903i,-0.00011116-0.00081067i,0.00037232+8.7081e-06i,0.00069814+8.8898e-05i,5.768e-05-0.0012227i,-0.00077578-0.0016711i,-0.00093034-0.00044733i,-0.00050859-0.00022974i,-2.1354e-05-0.0010252i,0.00025185-0.00078512i,0.00035051+0.00010858i,-4.9926e-08+0.00081338i,-1.1329e-05+0.00064043i,-0.00068494+0.00018728i,-0.00086874+0.00043338i,-0.00020219+0.00086255i
0.0014542+0.0011151i,0.0010733-0.00041233i,0.00011051-0.0020558i,-0.00077562-0.0019168i,-8.966e-05-0.00056088i,0.00042077-0.00036389i,0.00039382-0.00039359i,-0.00038687-0.00088206i,-0.0010462-0.00087595i,-0.00051266-0.00064248i,0.00017151-0.00049259i,0.00070015-0.00033362i,0.0006605-0.00025629i,-7.8227e-05+0.00023295i,-0.00035945+0.00045895i,-0.00017274+0.00054524i,-3.9563e-06+0.00087912i,0.00021301+0.00079724i,0.00021693+0.00064424i,-0.00042835+0.00054543i,-0.00042425-8.2805e-07i,3.3504e-05-0.00014667i,-0.00016937+0.00020709i
-0.0014852+0.0020161i,-0.00081497+0.00039313i,-0.00071139-0.0011315i,0.00084714-0.0010714i,0.0025535+0.00059808i,0.0019407+0.00090052i,0.00020351-4.3662e-05i,-0.00080693-0.0004436i,-0.00064829-0.00052894i,0.00038301-0.00046057i,0.0011462-0.00053471i,0.00063008-0.00075202i,-0.00065858-0.00056356i,-0.0012504-0.00030638i,-0.00090094-0.00012481i,-0.00068721-0.00022157i,0.00025948-0.00057554i,0.00046645-0.00070395i,0.00026904-0.00038485i,-0.0001421+0.00017171i,-0.00033141+0.0004447i,-0.00020208+0.0005336i,0.00020702+0.00013425i
-0.00090204-0.00035009i,-0.0010321-0.00099066i,-0.00038443-0.00025129i,0.0010216-4.9067e-06i,0.002311+0.00056838i,0.0029785+0.00061531i,0.0014767-0.00019622i,-0.00049581-0.00033938i,-0.00082255-0.00028884i,1.8179e-05-0.00068239i,0.00049294-0.00022294i,0.00046062-2.012e-05i,0.0010481-0.00059953i,0.001172-0.00094907i,0.00069213-0.00090227i,2.5186e-05-0.00038034i,-0.00049306-0.00058548i,-5.8492e-05-0.00040837i,0.00061834+0.00090865i,-0.00025774+0.0009022i,-0.0011306+0.000492i,-0.00062181+0.00055213i,-0.00041113-0.00030309i
0.00080476-0.00059689i,-0.00096603-0.0020431i,-0.00063964-0.0037681i,-0.00058835-0.0041328i,-0.00093573-0.0019278i,-0.0014371-1.1407e-05i,-0.0012588+8.7859e-05i,-0.0009474-0.00046129i,-0.0011464-0.00052184i,-0.0004869-0.00076781i,9.6104e-05-0.0006688i,-0.00038037-0.00029186i,-0.00045253-0.00020958i,-8.7379e-05+0.00035868i,-0.00019313-0.00041064i,-0.00016632-0.00087354i,-0.000177+0.00014267i,-0.00043825+0.00014797i,-0.00043817-0.00015254i,0.00033658+0.00020611i,0.00048942+0.00042212i,-4.1022e-05+0.00083871i,3.1449e-05+0.0006591i
0.001773-0.0031229i,0.0012761-0.0029864i,-0.0012703-0.0035746i,-0.0027075-0.0024679i,-0.00248+0.00049921i,-0.0010477+0.0020887i,0.00010331+0.0014459i,9.5439e-05+0.00044797i,-0.00010405-0.00026314i,5.29e-05-0.00018525i,0.00015501+8.1345e-05i,0.00052588-0.00029203i,0.00094712-0.00018466i,0.00030057-9.4819e-05i,0.00031771+0.00024873i,0.00099233+0.00035722i,0.0012622-0.00029059i,0.0011856-0.00032964i,0.0011786+0.00010021i,0.00071933-3.3218e-05i,-0.00042008-0.00037144i,-0.00093609-0.00041583i,-0.0012714-0.00010079i
-0.00073727-0.00037476i,0.00010594-0.0012631i,0.00072531-0.0021123i,2.8691e-05-0.0010832i,0.00026971+0.000873i,0.00068796+0.0020078i,0.00024509+0.00095149i,-0.00032421-0.0005189i,-0.00011323-0.00080451i,0.00019144+9.8806e-05i,-0.00072387-9.1385e-05i,-0.0013381-0.00049523i,-0.00058853-0.00071613i,-5.9219e-05-0.00036367i,0.00014527-0.00036794i,0.00056986-0.001762i,0.0013843-0.0018626i,0.0016265-0.0011246i,0.00041582-0.00023935i,-0.00017196+8.8001e-05i,0.00011205-0.00019213i,0.00022268-0.00051609i,0.00071328-0.00055741i
0.00095824+0.0032287i,0.0015883+0.0022164i,0.0030763+0.00055135i,0.0036531-0.00042647i,0.0028952-0.00077135i,0.0016619-0.00093768i,-0.00011119-0.0010228i,-0.0010344-0.00052912i,-0.0012075+0.00033014i,-0.0015468+1.3165e-05i,-0.00091515-0.00016108i,-0.00081225+0.00047041i,-0.0011925+0.0003083i,-0.0006981+0.00034563i,-5.1638e-05+0.00017428i,-7.9894e-05-0.00017644i,9.3755e-05-0.00044332i,-9.173e-06-0.00019905i,-6.3806e-05-3.9404e-05i,-8.1115e-05-0.00039467i,0.00021116+0.00010723i,0.00053034+9.5008e-05i,0.00053525+2.734e-05i
0.00032553-0.0014046i,-0.00071556-0.002029i,-0.0023169-0.0032507i,-0.0022813-0.0035633i,-0.0012282-0.0021245i,-0.00012774-0.00057147i,-0.00024866-0.00022283i,-0.00099724-0.00018921i,-0.001283+0.00015797i,-0.0016724+0.00017233i,-0.00072752+1.4086e-05i,0.00044942+8.2835e-06i,-5.1178e-05-0.00018904i,-0.00093517-0.00013621i,-0.0005409+0.00020885i,-0.00027007+5.4385e-06i,-0.00011588-0.00049877i,0.00010964-0.00050144i,-7.927e-05-0.00060605i,-0.00020263-0.00074596i,-0.001037-0.00022183i,-0.001442+0.00012725i,-0.0012109+0.00021154i
0.00029381+0.00085778i,0.00097706-0.0002434i,0.0013503-0.0013423i,0.00059348-0.0014764i,-0.00057942-0.00089471i,-0.00063767-0.00095696i,-0.00070827-0.00095728i,-0.0010205-0.00064935i,-0.00056359-0.00080724i,0.00057253-0.00092131i,0.00052792-0.000267i,-0.00031989+0.00049364i,-0.00084994+0.00066392i,-0.00018262+0.00025589i,0.00030066-0.00019837i,0.00018341-2.4494e-05i,-2.0186e-05+0.00047724i,0.00030989+0.00045651i,0.00054052-0.0002149i,5.5372e-05-0.00042902i,-0.00054362-0.00010261i,-0.00043953+0.00011739i,-0.00021666-0.00023622i
