-0.0035328+0.0006811i,-0.0019195+0.0016301i,-0.0010928+0.0020851i,0.00098994+0.0024306i,0.001226+0.0030135i,0.0010058+0.0023013i,0.0014676+0.0015923i,0.00090661+0.0018188i,0.00045569+0.0017194i,0.00064532+0.00073978i,0.00052911-0.0010096i,0.00027055-0.0011266i,0.00020977-0.00059759i,0.00014083-0.00062661i,3.7418e-05+0.00037388i,-0.00017369+0.00011897i,-3.9812e-05-0.00029996i,0.0004183+0.00018345i,0.00053356-3.351e-05i,0.00032107-0.00059967i,0.00061014-0.00060131i,0.00045242+0.00014304i,0.00023171+0.00060627i
0.00066363+0.0007713i,0.0017751+0.00063876i,0.0018225+0.0001195i,0.0014237-0.00049593i,0.0019293+0.000566i,0.0016232+0.00042013i,0.00023088-0.00093476i,-0.00031524-0.00089446i,-0.00033859-0.000505i,-0.00045995-0.00052626i,-0.00047951-0.0012246i,-0.00030487-0.0012553i,-8.5822e-05-0.00065713i,-0.00046967-0.00082799i,-0.00063164-0.00013304i,-0.0002097+0.00063191i,-0.00054482+0.00015789i,-0.00056338-0.00020173i,0.00026627-0.00045094i,0.00045379-0.00062638i,0.00046598-0.00014333i,0.00054339+8.0342e-05i,0.00060291-0.0002409i
0.0013972-0.00081789i,0.0016862-0.00091995i,0.00034251-0.002601i,9.6016e-05-0.0033189i,0.00036427-0.001318i,-0.00025904-0.00029611i,-0.00023764-0.0011852i,-1.4264e-05-0.00097444i,-1.0756e-05-0.00057331i,-0.00012398-0.00046561i,-0.00025113+0.00039079i,-0.00025871+0.0008341i,-0.00046135+0.00064131i,-0.00039692+0.00039672i,-0.00020724+0.00070316i,-0.00050065+0.00054017i,-0.00046925-0.00016871i,-0.00026475+0.00028231i,-3.6383e-05+0.00071734i,0.00014159+0.0005416i,-0.00021375+0.00069868i,-0.00020484+0.0009811i,0.00054214+0.00056986i
-0.0012451-0.0016871i,-0.0013951-0.0016729i,-0.0017003-0.0018317i,-0.002131+6.1734e-05i,-0.001067+0.0023139i,0.00037224+0.0019705i,-0.00034348+0.00041442i,-0.0015513-0.00030947i,-0.0017631-0.00011383i,-0.0012592-0.0008407i,-0.00040122-0.0012078i,0.00037404-0.00077948i,0.00088494-0.00037142i,0.0010322+0.0004127i,0.0007633+0.00021721i,0.00027363-0.00057927i,7.9199e-05-0.00077658i,-4.5019e-05-0.0011339i,-4.4776e-05-0.00093204i,0.00063283-0.0003288i,0.00055724+0.00037376i,6.7389e-05+0.00078008i,0.00014943+0.00063456i
-0.00018968-0.0015542i,-0.00091071-0.0020433i,-0.00066719-0.0028575i,0.00079455-0.0018193i,0.00064372-0.00019297i,0.00020622-9.3145e-05i,-0.00021819-0.0002139i,0.00026876-0.00032437i,0.00090277-0.00043811i,0.00021537-0.00089781i,-0.00046384-0.0011467i,-0.00064653-0.00086985i,-0.00071787-9.137e-06i,-0.00046773+8.1623e-05i,0.00023028-0.00037543i,0.00049885+9.2092e-05i,0.00047319+0.00038159i,-0.00039878+0.00050958i,-0.0011128-0.00010221i,-0.00071841-0.00090922i,0.00047978-0.00089984i,0.00083912-0.00065703i,0.00038302-0.00043053i
-0.00012292-0.00018158i,1.5516e-05-0.0013964i,0.00072461-0.0024154i,0.00062953-0.001988i,0.00039432-0.0010498i,0.00088765-0.0008671i,0.00081689-0.001496i,-0.00055064-0.0013592i,-0.0012046-0.00088976i,-0.0012645-0.0009416i,-0.001162-0.00094867i,-0.00060954-0.00043685i,-0.00019442+0.00051833i,-0.000165+4.002e-06i,-0.0004519-0.00091371i,-0.00041733-0.00097902i,0.00039403-9.2737e-05i,0.00074543+0.00098183i,0.00069304+0.0010329i,0.0006342+0.00032379i,0.00038395-4.1973e-05i,5.324e-05-0.00039325i,-6.4408e-05-0.00032297i
0.00019956-0.0017185i,-0.00099823-0.0010702i,-0.0017969-0.00087332i,-0.0016523-0.00045337i,-0.00045992+0.0011097i,-0.0002147+0.00096272i,-0.00034422+0.00014881i,-0.00047213+0.00036678i,-0.00092486+0.0005168i,-0.00031512-5.3664e-05i,0.00030652-0.00043265i,0.00016726-0.00040452i,0.00047646-0.00033985i,-7.1252e-06+0.00025734i,-0.00064965+0.00063571i,-0.00016701+0.00027543i,7.6901e-06-0.00052671i,6.9824e-06-0.00066666i,0.0007275-0.00033233i,0.00080985+0.00011106i,0.00039276-0.00044398i,0.00096291-0.00077723i,0.000941-0.00029486i
0.0011931+0.0016937i,0.0012517+0.0017293i,0.0011138+0.0010833i,0.0011436+0.00057521i,0.0020949+0.0011012i,0.0020627+0.00082892i,0.00035574-0.00014249i,-0.00093396-0.0004364i,-0.0010339-0.00071628i,-0.00042209-8.4607e-05i,2.2047e-05+0.00031358i,0.00053287+0.0001976i,0.000446+0.00090561i,-0.00058241+0.00084669i,-0.0007548+5.7873e-05i,-0.00045733+6.6205e-06i,-0.00033068+0.00012936i,-0.00019666+6.2591e-05i,0.00031922+0.00047445i,0.00090229+0.00085201i,0.00055158+0.00097025i,0.00015119+0.0011577i,-9.3085e-05+0.00042412i
-6.6063e-05+0.00050768i,0.00015232-0.0016535i,0.00046912-0.0022913i,0.0007076-0.0012101i,0.00080245-0.00044495i,0.00099075-0.00026128i,4.5652e-05-0.00012306i,-0.0012681+0.00030863i,-0.0015021+0.0001203i,-0.00070642-0.00019744i,-0.00060314+0.00017513i,-0.00015525+0.0010149i,8.1326e-05+0.00073024i,-0.00080948+0.00024122i,-0.0011119+0.00021713i,-0.00079592-0.00014781i,-0.00038962+3.8213e-05i,-0.00010756+0.00039339i,-0.00060385+0.00037949i,-0.00068857+0.00048319i,0.000132+0.00027413i,0.0010455-0.00037372i,0.0013059-0.00032125i
0.0015065-0.0022372i,0.0014675-0.0031673i,0.00077109-0.0037909i,-0.0004506-0.0032609i,-0.00050034-0.0014183i,-0.00047987-0.00011911i,-0.0013419-0.00046826i,-0.00091206-0.00072959i,-0.00019488-0.00075133i,-0.00031869-0.00094027i,2.2283e-06-0.00074962i,8.6526e-06-0.00020707i,0.00028612+0.00021343i,0.00068377+0.00039954i,-0.00026467-0.00022515i,-0.00060673-0.00043461i,-7.7235e-05-0.00041078i,-0.00018215-0.00060511i,-0.00067047-0.00049381i,-0.000832-0.0002087i,0.0001174+0.0003106i,0.00046171+3.354e-05i,0.0002965-0.00024362i
-0.00061041-1.3621e-05i,-0.0010155-0.00019039i,-0.0018051-0.00071883i,-0.0012203-0.00012498i,0.00063994+0.0018288i,0.00082103+0.0011866i,-0.00034245-0.00026114i,-0.0013758-0.00067674i,-0.0011579-0.00077908i,-0.00040102-0.00030654i,-0.00038608-0.00040123i,-0.0004447-0.00067625i,-0.00032455-0.0012868i,-0.00027045-0.00088244i,0.00011903-0.00015472i,0.00054448-0.00051471i,0.00080172-0.0015916i,0.00032033-0.001692i,-7.954e-05-0.0006114i,-0.00018947-0.00019455i,-0.00026912-0.00062596i,-3.2704e-05-0.00069044i,-0.00064777-0.00020282i
0.0020366-0.0010337i,0.0020904-0.0026259i,0.0017328-0.004123i,0.00097781-0.0041918i,0.0011142-0.0022586i,0.0011566-0.00080508i,0.00057599-0.00084031i,-0.00035236-0.00041258i,-0.0005898-0.00017213i,4.8157e-05-1.8562e-05i,1.5651e-05-0.00026502i,-0.00053816-0.00094646i,-0.0009777-0.00051145i,-0.00079551+0.00023335i,-0.00064008+0.00070797i,-0.00090037+0.00082639i,-0.00093975+0.0011055i,-0.0013397+0.0009658i,-0.0011491+0.00011098i,-1.811e-05-0.00073887i,0.00071135-0.0011617i,0.00072972-0.00039777i,0.0010512+0.00016514i
0.0024975+0.0013i,0.0021854-0.00011636i,0.0017046-0.00091761i,0.0010721-0.0017028i,0.00048476-0.0022956i,-8.1989e-05-0.0010913i,0.00013655-0.00037153i,-0.00036833-0.00043322i,-0.00094752+0.00026443i,-6.5486e-05+0.00017569i,0.0010252-0.0005244i,0.00029041-0.00081748i,-0.00023114-0.00072425i,-0.00017218+8.7202e-05i,-0.00018617+0.00022592i,-7.8085e-05+6.4128e-05i,-0.00071216+0.00038096i,-0.00074331+7.4143e-05i,-0.00080051-9.7815e-05i,-0.00036807+5.9389e-05i,0.00076798-8.0557e-05i,0.001266-6.8591e-05i,0.00070469+0.00028181i
0.00030008+0.001679i,0.0002218+0.0012333i,0.00079963+0.00096378i,0.0013883+0.0018555i,0.0021823+0.0021532i,0.001915+0.00097166i,-5.0748e-05-0.00075463i,-0.0013717-0.00081134i,-0.00069862+9.4973e-05i,0.00034142+0.00032754i,0.00023068-1.5903e-05i,-8.9258e-05+6.1055e-05i,-2.9648e-05+0.00074057i,-2.9839e-05+0.00036009i,-0.00028956-0.0010919i,0.00031193-0.0011269i,0.00044906+0.00010391i,-2.1754e-05+0.0003258i,0.0002109+4.0526e-05i,-0.00044863-5.6571e-05i,-0.00029053+0.00027645i,0.00023211+0.0010844i,-5.7658e-05+0.00069152i
0.0005724+0.0017445i,0.00095977+0.0011831i,0.0003682+0.00019354i,-0.00033919+1.5648e-05i,0.00013344-0.00018102i,0.00039245-0.00076013i,-0.00053221-0.00034408i,-0.0007896+0.00031967i,-0.00060493+2.6529e-05i,-0.00050402-0.00024899i,-4.8746e-05-2.6639e-05i,-0.00026774-0.00015664i,-0.00042579-0.00067105i,-0.00022637-0.00074972i,-0.00046062+7.5695e-06i,-0.00056293+0.00011935i,-0.00026735-0.00071069i,-0.00027444-0.00056316i,-0.00084992+1.5152e-05i,-0.0010738+0.00011727i,-0.00021735+0.00023269i,3.2546e-05+0.00071137i,0.00016301+0.00055055i
0.00052448+0.0008141i,0.00013154+0.00034057i,-0.00045495-0.00039391i,0.00068524-0.00073861i,0.00071717-0.00034103i,0.00048159-0.00023727i,-0.00010642-0.0007143i,-0.0010557-0.00021032i,-0.00072461+0.00046489i,-1.0558e-05-3.5395e-05i,-0.00019387-0.00082108i,-0.000397-0.00033057i,0.00010665+0.0001817i,0.00048125+0.00015921i,0.00042419-0.00038462i,0.00053946-0.00079108i,0.00010608-0.00082899i,-0.00073732-0.00060005i,-0.00062787-0.00012667i,-0.00043425-8.6645e-05i,-7.1585e-05-0.00063666i,-0.00044591-0.00094402i,-0.00045904-0.00044546i
0.00022147+0.0012881i,0.0010458+0.0015395i,0.0018612+0.0010437i,0.0013455-1.4716e-05i,0.00090449-0.00065475i,0.00060999-1.3779e-05i,-0.00045306+0.00058969i,-0.00041264+0.0003155i,-5.946e-05-0.00024164i,0.00010094-0.00046172i,-0.00014451-0.00063458i,-0.00072586-0.0012158i,-0.00050333-0.0013903i,0.00016912-0.0010541i,0.00012705-0.00068013i,-0.00020246+0.00017069i,-0.00026134+0.00044862i,-0.00050541+0.0001458i,0.00034446-0.00042172i,0.00037066-7.7046e-06i,-0.00061496+0.00062147i,-0.00032313+5.6415e-05i,9.5554e-05-0.00056738i
-0.00014523+0.0007178i,-0.00043552-0.0013094i,0.00099713-0.0023637i,0.0012905-0.001408i,0.0010664-0.00026918i,0.0012713-0.00035651i,0.00099478+3.5017e-05i,0.0005876+3.5675e-05i,0.00034631+0.00038624i,0.0010202+0.00082238i,0.0010426-5.4705e-05i,0.00066714-0.00091695i,0.00085519-5.0669e-05i,0.00048185+0.00059604i,0.00028612+7.0743e-06i,-0.00027756-4.9134e-05i,-0.00049459-0.00018288i,-0.00032012-0.00041195i,-0.00049557-5.8812e-05i,-0.00056869-1.2884e-06i,-0.00013934+0.00061316i,-0.00034894+0.00048287i,-0.0010908-0.0001157i
0.00032771-0.00066282i,-0.00011347-0.0012078i,-0.00066943-0.0020293i,-0.00076656-0.0014651i,-0.00021156-0.00055656i,8.8448e-05-1.5772e-05i,-0.00035098-9.012e-05i,-0.0007752-0.00019462i,-0.00089194-0.00024998i,-0.000667-0.00062898i,-0.00044348-0.00070897i,-0.00093684-0.00076934i,-0.00089799+9.9993e-05i,-0.00063927+0.00039508i,-0.00036439-0.00023592i,0.0002591-0.00017428i,0.00030043-3.3519e-05i,0.00074556+0.00050698i,0.0011549+0.00076933i,0.00021481+0.00051552i,0.00016374+8.5474e-05i,0.00047145-0.00020945i,0.00053274-0.00019555i
-0.0023341-0.0006019i,-0.0031188+0.00020602i,-0.0043525-0.00011912i,-0.0034532+0.00017504i,-0.0013392+0.0012786i,-3.7581e-05+0.0021124i,-0.00025662+0.0014218i,-0.001048+0.0007313i,-0.0013326-0.0001253i,-0.00024537-0.00075543i,0.00087781+3.9765e-05i,0.0018955+0.00044028i,0.0017458+0.00053721i,0.0011299+0.00050416i,0.0015911+7.4621e-05i,0.0015084-0.001092i,0.00048237-0.00086416i,0.00028036+0.00066721i,0.00082498+0.0008603i,0.0011801+5.0209e-05i,0.001071+0.00034546i,0.00062747+0.0011977i,0.00039324+0.0009757i
-0.0018318-0.0036263i,-0.0028392-0.004209i,-0.0040838-0.0049572i,-0.0044994-0.0033453i,-0.0022104-0.00020167i,0.00024385+0.0020088i,0.00093196+0.0020112i,0.00036878+0.00042368i,-0.00031637-0.0011092i,-0.00013858-0.00071708i,-2.4111e-05+0.00017448i,-4.7913e-05+0.00051764i,-0.00018749+0.0001274i,0.00057146-0.00074477i,0.0012404-0.00032476i,0.00042267+0.00035487i,-0.00051591+0.00073915i,-0.00068408+0.00099702i,-0.00058061+0.00070758i,-0.00024021+0.0010453i,0.00034249+0.0011298i,0.00085276+0.0002457i,0.00044985+0.00030188i
-0.0013105-0.0015476i,-0.0022826-0.0011808i,-0.0037773-0.0011681i,-0.004083+0.0005747i,-0.0025262+0.0018195i,-0.00039549+0.0016079i,0.00015087+0.0010375i,-0.00049906+0.00048178i,-0.00090291-7.2269e-05i,-0.00076029-0.0003018i,-0.00042534-0.00023164i,0.00020574+0.00033806i,0.00031479+0.0010301i,-4.4573e-05+0.00010864i,-0.00022568-0.00044532i,-0.00070695-0.00038508i,-0.00068767-0.00085686i,-4.2473e-05-0.00080431i,-7.6703e-05-0.00032956i,-4.0911e-05-0.00022331i,0.0005206-0.00058706i,0.00058841-0.00093358i,3.9322e-05-0.00079464i
-0.00071354-0.0017777i,-0.0002563-0.0027275i,-0.00070555-0.0023366i,-0.00055596-0.0015633i,0.00071987-0.00013792i,0.0011659+0.0012814i,0.00062996+0.00063148i,-0.00069668+6.4994e-05i,-0.002245-0.00040435i,-0.0018365-0.00050035i,-0.00061422-0.00014099i,0.00014089-0.00044747i,-0.00030206-0.00033302i,-0.00043858+0.00038399i,0.00018117+0.00023582i,0.00060884-0.00052072i,4.6033e-05-0.00066165i,-0.00022436-0.00046643i,4.1027e-05-0.00085393i,0.0002409-0.0015208i,0.0003921-0.00054866i,0.00023958-7.892e-05i,-0.00016974-0.00065424i
0.00135-0.0011503i,0.00059107-0.0024876i,-0.00015713-0.0034245i,-0.001415-0.0037659i,-0.001447-0.0024226i,-0.00076044+0.00011886i,-0.00042128+0.00028725i,-0.00069475-0.00045444i,-0.001218+8.4913e-05i,-0.00088391+1.8248e-05i,-0.0002394-0.0005845i,-0.00033754-0.00074709i,-0.00035986+1.0881e-05i,0.00026298+0.00011033i,0.00094119+5.9127e-05i,0.00099471+0.00028312i,0.00012623-0.00053019i,-0.00059476-0.00042716i,-0.000523+0.00092036i,-0.00021231+0.0010308i,-0.0001461+0.00050785i,0.00019299+0.00044503i,0.00069333-1.1765e-05i
-0.0026887-0.0010858i,-0.0029671-0.00034548i,-0.0035305+0.00035754i,-0.0028866+0.0010397i,0.00014201+0.0015446i,0.0026525+0.00075359i,0.0020621-0.00011497i,0.00060921-0.0009585i,-0.00068545-0.00067129i,-0.00070704-4.2483e-05i,-0.00035311-0.00043648i,-0.00014054-0.00036909i,0.00032898-0.00050812i,-0.00018326-0.00082086i,-0.00061882-0.00038956i,6.7912e-06-0.00026251i,5.2569e-05-0.00048568i,0.00011178-0.00053288i,0.00047305-0.00019794i,0.00027175+0.00010942i,8.7573e-05-8.9345e-06i,-0.00036902+0.00022498i,-0.00091998+0.00012653i
0.00019248-0.00048673i,-0.00057588-0.00094199i,-0.001161-0.0018054i,-0.0010738-0.0014284i,-0.00087479-3.8299e-05i,-0.0009114-4.6391e-05i,-0.00070568-0.00036433i,-0.00095466-2.3172e-05i,-0.00088186+8.658e-06i,-0.0001234-4.014e-05i,0.00013509+0.00042658i,0.00022595+7.6552e-06i,0.00015461-0.0010016i,-0.00056083-0.00098741i,-0.00063158-8.1595e-05i,-0.00038938-0.00026145i,-0.00017086-0.00036755i,0.00037431+5.945e-05i,0.00085085+0.00067848i,0.00035065+0.0012109i,-0.00061843+0.00071528i,-0.00041182+0.00042823i,-0.00042423-0.00014387i
0.00029726-0.0012105i,-0.00038357-0.0015045i,-0.00053279-0.001145i,-0.00018675-0.00089523i,9.9355e-05-0.000634i,0.00055913+0.00043024i,5.1898e-05+0.0005424i,-0.00049588-0.000558i,-0.00079556-0.00067535i,-0.00020997-0.0010083i,0.00055333-0.0013678i,0.00068213-0.0011267i,0.00026772-0.00086132i,-8.902e-05+0.00010622i,0.00027785+0.00070378i,0.00072881+0.00039775i,0.00028742-4.1264e-05i,-0.00065364+6.5364e-07i,-0.00078057-0.00020412i,-0.00088804-0.00074314i,-0.00080002-0.00078618i,-0.00048417-0.00010885i,0.00039357+0.00045313i
-0.00011935+0.00097053i,0.00053443-0.00012313i,0.00064981-0.00021684i,0.00054093+0.00035316i,0.00061713+0.00032443i,0.00043194+3.4439e-05i,-0.00028717-4.7187e-05i,-0.0015988-0.00051474i,-0.0015539-6.1041e-05i,-0.0010335+0.00022983i,-0.0010901-0.00031814i,-0.0008271-0.00028354i,-0.00077119+3.9348e-05i,-0.00063773+1.4691e-05i,-0.00012698-0.00044463i,-0.00033356-0.00032723i,-0.00044732+0.00054373i,0.00021916+0.00061945i,0.0006692-3.0264e-05i,-5.6704e-05-0.00054372i,-0.00069122-0.00043953i,2.48e-06-5.7611e-05i,0.00042607-0.00017733i
0.0019963-0.0004404i,0.00099114-0.0027004i,1.1662e-05-0.0041853i,-0.00034575-0.0035072i,-0.00067105-0.002465i,-0.00086774-0.0011327i,-0.00036481+6.1458e-05i,-0.00074575-0.00028123i,-0.00021887-0.00042172i,0.00031763-0.00030684i,-0.00021254-0.00076158i,-3.2887e-05-0.00037514i,-2.1755e-07+0.00021682i,-0.0003114+0.0003137i,0.00025423+0.00054439i,0.00010941+0.0006711i,-0.00062955+0.00030313i,-0.00054353+0.00016336i,-0.00043334+0.00050268i,-0.00063048+7.2046e-05i,-0.00026624-0.00033979i,-0.00011381+9.9485e-05i,-0.00024993-0.00070423i
0.00022714+0.00060346i,-0.00020433-0.00042155i,-0.0001886+0.00016864i,0.00038096+0.00056823i,0.00064961+0.00040678i,0.0013348-0.00037513i,0.0012978-0.0010067i,7.0111e-05-0.0010074i,-0.00028784-0.00093185i,-0.00017256-0.00073144i,6.0242e-06-0.00057822i,0.00060639-0.00072911i,0.00039313-0.00044852i,-0.00027026-0.00076752i,0.00012659-0.0013171i,0.00081756-0.00043652i,0.00014356+0.00067173i,-0.00078453+0.00094316i,-0.0008687+0.00036615i,-0.00070797-0.00027171i,-0.00053125-0.00041442i,-0.00048731-0.00016388i,-5.8978e-05-0.00027146i
-0.0018152+0.0001734i,-0.00088314+0.00037037i,-0.00063524-0.00021123i,-0.00016938-0.00099853i,0.00048874-0.00036683i,0.00074238+0.00063204i,0.00046064+0.001162i,5.5593e-05+0.00061846i,-0.00035675+0.00035115i,-0.00072292-6.0797e-05i,-0.00015149-0.00059533i,4.3139e-05-0.00046043i,0.00011498-0.00020493i,0.00034477-8.7261e-05i,-0.00010837-0.00089182i,-0.00016559-0.001978i,-0.0001435-0.0012666i,-0.0003868+0.00048279i,0.00049829+0.00060434i,0.00096037-5.0249e-06i,0.00032119-6.5083e-05i,0.00022175+8.688e-05i,0.00059539+0.00032873i
-0.00091018+0.00010293i,-0.0011274-0.00067273i,-0.0012481-0.00088509i,-0.00045514-0.00053726i,0.0010905+0.00037616i,0.0019569+0.0015782i,0.0013865+0.001136i,0.00058102-0.00056941i,-0.00023585-0.0011514i,-0.0003231-0.0011535i,-0.00026317-0.0012331i,-0.00051972-0.0012698i,-0.00034121-0.00077429i,-0.00032182-0.00072085i,0.0001446-0.00098044i,0.00033926+6.412e-05i,-0.00030133+0.00035679i,1.5105e-06-0.00013611i,0.00065738+0.00021795i,0.00071305+0.00068256i,0.00017733+0.00062874i,-0.00010534-0.00030951i,-9.0169e-06-8.2571e-05i
0.0013186+0.0014683i,0.0020692+0.00064129i,0.0029059+0.00049939i,0.0028525+0.00050103i,0.0025427+0.00038749i,0.0016155+0.00014101i,0.00023665+0.0001854i,7.0188e-05-0.00019584i,0.0001506-0.00021131i,0.00057278-0.00031158i,0.0006426-0.000626i,-0.00077201-0.00082085i,-0.0014985-0.0012755i,-0.00034663-0.00085622i,0.00011608+0.00018273i,-0.00013456-0.00015754i,0.0002645-0.00085078i,0.00061783-0.00060761i,0.0008935-0.0002618i,0.0010306-0.00029731i,0.00026519-3.9355e-05i,-0.00083482+0.0002769i,-0.0010099+0.00015409i
-0.00052483-0.0001066i,0.00028883-0.00088535i,0.00061225-0.0011185i,-6.6894e-05-0.00098293i,0.00040697-0.00085098i,0.0012017-0.00094157i,0.00060753-0.00076833i,-0.0003159+5.2006e-05i,-0.00074917+0.00053587i,-0.00055733+5.1598e-05i,-0.00052635-0.00040906i,-0.0002655-0.00061887i,-0.00049534-0.00033067i,-0.0013509-0.0004463i,-0.00098229-0.00063857i,0.00041173-0.00013783i,0.001105+1.6871e-05i,3.131e-05-0.00030017i,-0.00046315-0.0010066i,-0.00035859-0.00088021i,-0.00059275+3.545e-05i,-0.00072222+0.00026133i,-0.00054682-0.00037698i
0.00014212-0.0028015i,-0.00029817-0.002521i,-0.0022746-0.0027003i,-0.0025119-0.0022478i,-0.0013543-0.00045302i,-0.00013459+9.3025e-05i,-0.0003578-0.00019752i,-0.0013236-0.00053934i,-0.0011677-0.00016925i,0.00011888+0.0004957i,0.00013582+0.00032106i,-0.00055997+0.00039222i,-0.00010898+0.00020286i,0.00064436+0.0001097i,0.0010788+0.00049556i,0.001188+0.00035775i,0.0011684+0.00014142i,0.0010632+0.00022198i,0.00084019+0.00066507i,0.0001422+0.001005i,-0.00058566+0.0010471i,-0.0010296+0.0004927i,-0.00079635-0.00065264i
-0.0014679-0.00067728i,-0.0015996-0.0014003i,-0.00069629-0.0024922i,6.3e-05-0.0010457i,-9.5735e-05+0.00077164i,0.00010396+0.00036953i,-0.000425-0.00049436i,-0.00067067-0.00093366i,-0.00090072-0.0011992i,-0.0013501-0.0010655i,-0.0018654-0.00057948i,-0.0013879-0.0013172i,-0.00068355-0.0012667i,-0.00048469-0.00030414i,-6.5434e-05+0.00052531i,-9.7865e-05+0.00064965i,-0.00098713+0.00038244i,-0.0013286+0.00015087i,-0.00016232-0.00023847i,0.00064622+0.00015912i,0.00023085+0.00082802i,-0.00012869+0.0011422i,-5.0914e-05+0.00092025i
9.312e-05-0.00096192i,-0.0008039-0.0018452i,-0.0022165-0.0015718i,-0.0024-0.0012844i,-0.00020747-0.00084401i,0.0011041+0.00049645i,0.00088364+0.00045032i,-0.00012662-0.00040877i,-0.0011149-0.00074449i,-0.00021446-0.00019824i,0.00080702+0.0001593i,0.00043485+0.0002727i,-0.00034444+0.0001047i,-0.00060608-0.00063569i,-0.00059202-0.00066699i,-0.00045481-0.00029475i,-0.00041774+0.00017155i,-0.00031009+0.00047i,-7.8264e-05+0.00053664i,0.00027758-7.8699e-05i,0.00073954-0.00048579i,0.00088519-0.00042959i,0.00076183-0.00029812i
0.0013301-0.0017432i,0.0012976-0.0021473i,-0.00087244-0.0021239i,-0.0015728-0.0016473i,-0.00081382-0.00038606i,-0.00011574+0.00081039i,3.7054e-05+0.00063243i,-0.00026395-0.00039042i,7.1235e-05-0.0013897i,-0.00019107-0.0019575i,-0.00061026-0.0010273i,-0.00091563-1.0507e-05i,-0.0013353+0.00072195i,-0.00107+0.00073287i,-0.00069482+0.00058223i,-0.00058689-0.00032203i,-0.00027415-0.00088302i,3.6117e-05-0.00017958i,0.00047433+0.00033963i,0.00059544+0.0003296i,0.00022678+0.00032403i,-0.00053411+0.0001931i,-0.0011621+0.00025328i
-0.0016275+0.00026377i,-0.00093581+8.379e-05i,-9.2842e-05+0.00060065i,5.5797e-05+0.00076263i,0.00012938+0.00088797i,0.00056795+0.00044681i,3.9941e-05-0.00056263i,-0.00098562-0.00095547i,-0.0010981-0.00075766i,-0.00048176-7.2544e-05i,-0.00021826+7.464e-05i,-0.00038562-0.00039103i,0.00024347-0.00050683i,0.00051504-0.00038248i,-2.614e-05-0.00095008i,-0.0003035-0.0013239i,-0.00015893-0.0012311i,0.00042767-0.00089691i,0.00036191-0.0004438i,0.00049805+0.00045472i,0.00092701+0.00096686i,0.00043686+0.00031963i,0.00042888-0.00084419i
0.00093044+0.0017309i,0.00043731+0.00019189i,0.001343-0.0006131i,0.0021566-0.0010555i,0.0021448-0.001178i,0.001267-0.00084806i,6.4454e-05-0.00087661i,-0.00020388-0.00054639i,3.2526e-05-6.4422e-05i,0.00046852+0.00027977i,0.00059279-0.00028739i,-0.00012819-0.00080101i,-0.00079149-4.8654e-06i,-0.00055412+0.00077562i,-0.0003683+0.00066262i,-0.00033391-3.5091e-05i,-0.00042749-3.7252e-05i,-0.00061368+0.00032324i,-0.00051421+0.00023329i,-8.4956e-05+0.00031178i,-0.00028814+0.00013205i,-0.00086065+6.4253e-05i,-0.0008982+0.00012082i
-0.0019995-0.002087i,-0.002921-0.0012837i,-0.003479-0.00014709i,-0.0027359+0.0013127i,-0.0012636+0.0019474i,0.00047586+0.0014371i,0.0010891+0.00032042i,-0.00015744-0.00088831i,-0.00077197-0.00049845i,-0.00015115-3.876e-05i,0.00053907-0.00028481i,0.00093674-0.00073185i,0.001053-0.00096137i,0.00027216-0.00093092i,-0.00030205-0.00065625i,1.5472e-05-0.0012408i,0.00054927-0.0017199i,9.308e-05-0.00065264i,-0.00048291+0.0004362i,0.00032404+0.0009872i,0.00066561+0.00081399i,9.2112e-05+0.0001374i,-4.9648e-05+0.00021162i
-0.00044471+0.00017843i,-0.00068401-0.00077004i,-0.0010947-0.0014417i,-0.00018161+0.00014283i,0.00050463+0.0018439i,6.3335e-05+0.0015312i,-0.00055382-5.9404e-05i,-0.00090726-0.00061394i,-0.00075626+0.0004305i,1.4589e-05+0.0017644i,0.00042928+0.0017407i,0.00033588+0.00020061i,-3.0101e-05-0.00096274i,-0.00043806-0.00097702i,-0.00037565-0.00046613i,6.2846e-05+6.8113e-05i,-0.00079841+0.00036887i,-0.0013963+0.00011198i,2.2243e-05-0.00031841i,0.0014012-0.00042361i,0.0016138-0.00047122i,0.0018228-0.00022037i,0.0016241-0.000194i
-0.0028971-0.0011218i,-0.0033396-0.0012788i,-0.0033368-0.0012536i,-0.0018592-0.0001078i,0.00016224+0.0010725i,0.0014581+0.0014729i,0.00074086+0.00080953i,0.00019396-0.00039736i,-0.00031349-0.00014229i,-0.00090569+0.0004005i,-0.0004574+5.9557e-05i,6.8302e-05-0.00014995i,0.00024799-0.00051555i,0.00077689-0.00083103i,0.00098404-0.00037081i,0.000685+1.6025e-05i,0.00025216-0.00043171i,-0.0004851-0.00057369i,-0.00077894-0.00016743i,-0.00046644-5.436e-05i,0.00033957-0.00075874i,0.00096496-0.00018272i,0.00044038+0.0011773i
