-0.00070001-0.00017177i,0.0010472-0.0015136i,0.0003585-0.00028045i,-0.00072897+0.0017155i,-0.0010567+0.0035083i,-0.00023895+0.0037516i,7.9707e-05+0.0032224i,0.00054753+0.0023901i,0.0011047+0.0012564i,0.0013464+0.00041605i,0.0012038-8.8375e-05i,-8.9491e-06-0.00028758i,-0.00065039-0.00075232i,-0.00096353-0.0014656i,-0.00058877-0.0010796i,3.9812e-05-0.00039467i,-1.0398e-05-5.8628e-05i,0.00028132+0.00035394i,0.00072875+0.00057172i,0.00077407+0.00020471i,0.00059531-0.00031479i,0.00020761-0.00012829i,-0.00021038-6.5155e-06i
-0.0018945-0.00082278i,-0.00067224-0.00014104i,-0.00012641+0.0016666i,-9.4288e-05+0.0028282i,0.00056325+0.0024165i,0.0015167+0.00089765i,0.0018795-0.00018357i,0.0013024-0.00021814i,0.00056515-0.00020722i,8.1978e-05+0.00019882i,-0.00064462+0.00032305i,-0.0010873-0.00028909i,-0.0004083-0.00032769i,-0.00061884-0.00074692i,-0.00088986-0.00094496i,-7.821e-05-0.00039696i,0.00014501+0.00044942i,8.4102e-05+0.00057644i,0.00056724+0.00061106i,9.0246e-05-0.00040606i,-0.00027072-0.0012938i,-0.0004875-0.00049155i,-0.00088648+8.8582e-06i
-0.0016072-0.0004833i,-0.00081384-0.00053797i,5.2739e-05-0.00081895i,0.0014267-0.00016548i,0.0015962+0.00040531i,0.0014614-4.9365e-05i,0.0015336+0.00019371i,0.0012421+0.00020289i,0.0016303+2.9199e-05i,0.001462+0.00057196i,0.00052939+0.00090243i,0.00036637+0.00041494i,0.00069556+0.00012405i,0.00081917-8.5434e-05i,0.00066798-0.0002687i,0.00049901-0.00039996i,0.00088745-0.00033953i,0.0015793-0.00030363i,0.00074151-0.0003917i,-0.00037826-0.00084204i,-0.00074154-0.00060281i,-0.00086417+7.5073e-05i,-0.0011509-0.00015275i
-0.00019473-0.00044289i,-3.9651e-05-4.4252e-05i,-0.0002464-0.00022158i,-0.00086376+0.00010409i,-0.0013204+0.0010826i,-0.0013896+0.0017936i,-0.00048507+0.0016944i,0.0004036+0.0007361i,0.00015337+0.00039526i,-0.00046761+0.00056722i,-0.0009125+0.00051846i,-0.0010358-0.00011052i,-0.00022128-0.00045794i,-0.00018143-0.00024263i,-0.00035995-0.00040093i,0.00062919+4.5264e-05i,0.00030058+0.00039452i,1.6457e-05-0.00028672i,0.00078527-0.00071413i,0.00088178-0.00050977i,0.00057451-0.0002775i,0.00089309-0.00039819i,0.0006591+0.00015714i
0.00091369+0.0011719i,0.00036454+0.0020292i,-0.00043667+0.0023688i,-0.0010561+0.0014214i,-0.00099066+0.00083348i,-0.0012186+0.00058868i,-0.0010075-2.811e-06i,0.00050014-0.00025471i,0.0017943+8.4622e-05i,0.001833-0.00024825i,0.0012281-0.0005286i,0.00084406+8.8874e-05i,0.00049373+0.00074995i,-0.00011085-0.00014913i,-0.00043572-0.00046114i,-0.00018216+7.8398e-05i,-9.1808e-05+0.00034856i,-0.00011643+0.00015652i,0.00011888-0.00027185i,3.3702e-05-0.00048306i,4.1885e-05-0.00055497i,0.00032375-0.00029377i,0.00051448-0.00053186i
-0.00048018+6.0478e-05i,-0.0014458+0.0002987i,-0.00018386+0.0010509i,-0.00017524+0.0018937i,-0.00086232+0.0013854i,-0.00049858+0.00056976i,-0.0007335-0.00025026i,-0.00066965-0.001026i,0.00070004-0.0008047i,0.0013846-0.00045946i,0.00067728-0.00070224i,8.2209e-05-0.00030762i,-1.6248e-05+0.0008726i,3.0828e-05+0.0012351i,-0.00046016+0.00078004i,-0.00047546+0.00038352i,-0.00037732+0.00041506i,-0.00094625+0.00032418i,-0.00051071-7.089e-05i,0.00023857-0.00065078i,0.00020188-0.00091357i,0.00016181-0.00054556i,0.00034527+6.9758e-07i
-0.0012681+0.0001524i,2.8711e-05-0.0010944i,0.00028818-0.00085034i,0.00050126+0.0005216i,0.0018905+0.0018882i,0.0028869+0.0011362i,0.0020556-4.3373e-05i,0.00028673+0.00039416i,-0.00088469+0.00070672i,-0.00075386+0.00028781i,-0.0003154-0.0001442i,-0.00035981-0.00035193i,-0.00067996-0.00088046i,-0.0011152-0.0010028i,-0.00081488-0.00047849i,-0.0002127-1.4347e-05i,0.00013768+0.00054065i,0.00037461+0.00043181i,-1.7654e-05-0.00096347i,-0.00025684-0.0011978i,-0.00018109-0.00029784i,-3.4469e-05+0.00028166i,0.00043396+0.00025119i
0.00010598+0.00079499i,6.9618e-05+0.00038496i,0.00070127+0.0015474i,0.00088695+0.0011151i,0.0011201+0.00024665i,0.0010723+1.6415e-05i,0.0011621-0.0006931i,0.00059819-0.00099241i,-0.00053015-0.0010241i,-0.00090606-0.00098417i,-0.00023192-0.00048849i,-4.8376e-05-0.00018463i,-8.4136e-05-0.00017221i,0.00040725+1.4857e-05i,0.0006534+0.00054865i,0.00022695+0.00034645i,5.5143e-05-0.00055844i,0.00050034-0.00051589i,0.00090113-0.00017722i,0.00070991-0.00024547i,0.00027842-0.0010076i,-0.00016157-0.00095633i,-0.00082912-0.00056862i
-0.00016735-0.00042802i,-0.00012163-0.00082846i,-0.00059219+0.00066781i,-0.0013148+0.0019333i,-0.00095765+0.0021183i,-0.00051064+0.001993i,-0.00029227+0.0010616i,-8.4423e-05-2.8857e-05i,0.00031709-0.00073672i,0.00039506-0.00034651i,-0.0001837-0.00031214i,-0.00031771-0.00059056i,4.3646e-05-0.00037357i,0.00032652-0.00039929i,0.00059907-0.00025729i,-7.5464e-05+4.6698e-05i,-0.00022869-0.00014658i,-0.00014113-0.00019474i,-0.00057629+6.6156e-05i,-1.0921e-05-0.00108i,0.00075962-0.0019226i,0.0004162-0.00099876i,7.7915e-05+1.023e-06i
0.00021025+0.00086183i,0.00089098+3.4872e-05i,0.0013764+0.00025599i,0.0010638+0.0013615i,0.0012409+0.0016308i,0.0015581+0.00059141i,0.0013047+0.00027346i,0.0011367+0.00035165i,0.0014695+0.00020026i,0.0008548-5.5561e-05i,-4.54e-05-0.00014858i,-0.00031834-3.4954e-05i,5.5943e-05+0.00010096i,0.00029772+9.2824e-05i,0.00010495-0.00014185i,-0.00081774-0.00038006i,-0.00099311-0.00070594i,0.00020228-0.0007625i,0.00073249-0.0004727i,0.0010394-0.00010173i,0.0010188+0.00042984i,0.00070826+0.00034971i,0.00021902+0.00022337i
0.00028193-0.001177i,0.00084774+7.2672e-05i,0.0012699+0.00035896i,0.00089727+0.00038965i,-0.00037839+0.00057196i,-0.0010065+0.0010876i,-0.00050904+0.001007i,0.00055839-5.8673e-05i,0.00066975-0.0003483i,-8.2035e-06-0.00031384i,-0.0010625+0.00020342i,-0.0017717+0.00049669i,-0.0013323-0.0001863i,-0.00071783-0.0008125i,-2.4011e-05-0.00085087i,0.00047715-0.00097453i,0.00036052-0.00057287i,-4.1812e-05-0.00033036i,-8.3738e-06-0.00030726i,-0.00018921-1.5178e-05i,-1.0844e-05-0.00014883i,0.00043989+0.00033043i,0.00046163+0.00042095i
0.0004621-0.00071719i,-7.7384e-05-0.0013139i,-0.00066642-0.0019454i,-0.0011619-0.0019035i,-0.00067167-0.0004039i,-0.00031898+0.00068037i,-0.00034176+0.00039331i,-0.00053398-4.0799e-05i,-0.00019821-0.00071334i,0.00080714-0.00083963i,0.0010536-0.000218i,0.00089864+0.00089888i,0.0010125+0.00079447i,0.00038624-0.0001716i,-0.00061933-0.00079165i,-0.00019958-0.00035909i,0.00049267-8.0613e-05i,0.001-0.00021964i,0.0011853+0.00038216i,0.0005784+0.00063628i,0.00037882-3.9182e-05i,0.00040305-0.00062451i,-5.0915e-05-0.00071071i
0.00021114+0.0010458i,-0.00028677+0.00018416i,-0.00021257+0.001507i,-0.00020062+0.0034784i,0.00013682+0.0030254i,0.00026079+0.0016541i,-5.6103e-05+0.00047994i,0.00010483-0.00050896i,0.00059959-0.00049715i,0.00095004-0.00028042i,0.00041546-0.00011622i,-0.00015586-0.00029235i,-0.00042375-0.00050069i,-0.00047066-0.00025255i,-0.00090451-0.00025628i,-0.0013443-0.00034235i,-0.00052518+0.00031859i,6.4466e-05+0.00043303i,-0.00026266+0.00035342i,-0.00051801+0.00049834i,-0.00040885+0.00038466i,-0.00021538+0.00033004i,-0.00045961+8.3895e-05i
-0.0002442+0.00039172i,8.0573e-05+0.00011986i,0.00042192+0.00054509i,0.0010851+0.0010149i,0.0011556+0.0014739i,0.0006934+0.0012525i,0.00048936+0.00048129i,0.00093914-0.00030292i,0.0015595-0.00044451i,0.00071789-0.00020874i,-0.00083475+8.6756e-05i,-0.00088034-0.00019125i,-9.0459e-05-0.00052749i,-0.00021841-0.0005578i,-0.00022735-0.00024686i,0.00017936-0.00038646i,0.00022485-0.00035916i,0.00053035+0.00025592i,0.0009559+0.00049843i,0.00041043+0.00030617i,-4.4362e-05+0.00013467i,-0.00045075-0.00028303i,-0.00099508-0.00047997i
0.00031119-0.0013895i,-0.00056293-0.0016316i,-0.0012819-0.0024128i,-0.0017255-0.0012566i,-0.0011294+0.00067533i,-0.00048758+0.00086674i,-0.00033984+0.00030572i,-0.0003541-1.7882e-05i,-0.0011262+0.00010718i,-0.0011371+6.14e-05i,-2.3844e-06-5.8728e-05i,0.0004973+0.0002978i,0.00019064+0.00040914i,7.1174e-05-0.00084819i,-0.0002569-0.0011883i,-0.00037007-0.00030622i,-0.00049078+1.9807e-05i,-0.00019388+0.00040728i,5.0593e-05+0.00029404i,-5.5144e-05-5.4391e-05i,0.00028247-0.00031604i,0.00032674-9.1644e-05i,-3.9859e-05+0.00073124i
0.0010026-0.00064166i,0.00095664+0.00032053i,0.0010349+0.00066501i,-0.00040804+0.0015325i,-0.0011096+0.0012043i,-0.00036857+0.00053922i,0.0010353+0.00072201i,0.0012715+0.00037381i,0.00071034-0.00018785i,0.0003821-2.514e-05i,0.00020641+0.00025504i,-0.00097425+0.0007758i,-0.0023977+0.0007723i,-0.0018323-1.8291e-06i,-0.00066341-0.00018256i,-0.00038701-0.00038087i,-8.8335e-05+0.00037129i,-3.3113e-05+0.00026998i,0.00027232-0.00063816i,0.0001525-0.00042431i,-6.9273e-05-3.4099e-06i,0.00040566-0.00024919i,0.00036229-0.0010981i
-0.00012271+0.0010539i,-0.00044595+0.0012424i,-0.00033699+0.0013447i,-0.00026239-8.2559e-06i,0.00021021+0.00028056i,-0.00012664+0.00054936i,-7.3672e-05-0.00044625i,0.00035398-0.00083185i,0.00011305+0.00017962i,0.0001918+0.00088256i,3.3695e-05+0.00072944i,-0.00045156+0.00059604i,-0.00045668+0.00014651i,-0.00051058-0.00020612i,-0.00014094-0.00020839i,0.00072878-0.00034365i,0.0015223-0.00037239i,0.0010028-8.8976e-05i,-0.00022508-0.00044201i,-0.00038339-3.6443e-05i,-0.00039489+0.00045885i,-3.9226e-06+7.348e-05i,-0.00037106-0.00032989i
0.0013604-0.0019011i,0.0011362-0.0011733i,-0.00020673-0.0017841i,-0.00023223-0.00083984i,5.2756e-06+0.0016415i,-0.00041993+0.002928i,4.1499e-05+0.001757i,0.00048422+0.00014989i,0.00014411-0.0008144i,-0.0002803-0.00099113i,-0.00067931-0.00042675i,-0.00059945+0.00036792i,5.2116e-05+0.00099141i,0.00068184+0.00035971i,0.00018717-5.3818e-05i,-0.00015897-0.00080599i,0.00053922-0.0014325i,0.00096402-0.00043279i,0.0011943-0.000336i,0.00092067-0.00041715i,0.00024503-0.00015431i,4.9964e-05-0.00060371i,-0.00020839-0.00067902i
0.00027517-0.00061672i,0.0010842-0.00030255i,0.001113-0.00074951i,0.00084952-0.00030261i,0.0008268+0.00077279i,0.00093735+0.00093302i,0.00072654+0.00052682i,0.00050276+0.00015808i,0.00028336-0.00011874i,-0.00033392+0.00029928i,9.9582e-05-4.1028e-05i,0.00075101-0.00040306i,0.00056485-0.00010242i,0.0002789+0.00031387i,1.8232e-05+0.00019213i,0.00060404-0.00055984i,0.00069738-0.00067069i,-0.00011173-0.00019987i,0.00012085-8.4604e-05i,5.6147e-05+0.00013655i,-0.00021889-0.00018729i,-0.00054828-0.00042697i,-0.001092-0.00023106i
-1.6771e-05+0.00039612i,-0.00043437+0.0001456i,0.00010965+0.0012029i,0.00056493+0.0021596i,0.00016634+0.0014878i,-0.00073434+0.00033946i,-0.00052228-0.00020279i,0.00038087+1.0626e-05i,0.00047258+4.3338e-05i,0.0004768-4.529e-05i,0.00070637-0.00031317i,0.00031397-0.00032139i,-0.0001576+7.4456e-05i,0.00016986+2.473e-06i,-0.00025711-0.00012436i,-0.00067614-0.0002539i,-0.00016406-0.0002264i,0.00035749+0.00029578i,0.0004494+3.5447e-05i,0.00058404-0.0001768i,0.00044995+0.00016145i,-0.00047108-0.00035646i,-0.00078695-0.00063994i
-0.00082398+0.0013264i,-0.00060922+0.00012945i,-5.0985e-05-0.00043279i,0.00038181-0.00081333i,0.0001738+4.4539e-05i,-0.00036395+0.00062701i,-0.00010908-0.00029826i,0.0002801-0.00067813i,0.00061275-0.00022185i,0.0010684+0.00026647i,0.0010122-0.00039376i,0.00080404-0.0014745i,0.0002078-0.0010256i,4.5254e-05-0.00075227i,1.8004e-05-0.00084092i,0.00039209-0.00065147i,0.00065988-0.00059796i,0.00023866-0.00090673i,-0.00018852-0.0005297i,-0.00025157-0.00013846i,0.00030913+0.00022273i,0.00043507+0.00083846i,5.9385e-05+0.0006004i
0.0012149-8.0275e-05i,0.00084097-3.6613e-06i,0.00081847+0.00018473i,0.00038506+0.0011432i,0.00092189+0.0012634i,0.0013001+0.000647i,0.0010586-0.00023405i,0.00065272-0.00030691i,-1.6158e-06+5.6609e-05i,-0.00034857+0.00020922i,-0.0004061-0.00014252i,-0.00040467-0.00038665i,-5.6069e-05+0.00021174i,6.1144e-05+0.00031878i,-0.0002984+2.6047e-05i,-0.00033729+0.00038816i,0.00011059+0.00047087i,0.00062656-3.6823e-05i,0.00061715-0.00045583i,-0.00020799-0.0011206i,-0.00039733-0.00042973i,-0.0008522+0.00057111i,-0.0012166+0.00023512i
-0.0005756+6.4597e-05i,-0.00054003-0.00092712i,-0.00026483-0.0013296i,-0.00058539-0.00019846i,-0.00096594+0.0012923i,-0.00058115+0.0016529i,-0.00025035+0.00079436i,0.00076861-6.6491e-05i,0.0013439-0.00055764i,0.00079891-0.00063535i,0.00047172-0.00053104i,1.1288e-05-0.00011295i,-0.00011327+0.00041413i,0.00029943+0.0001367i,0.00081462+0.0002864i,0.00060763+0.00034251i,8.7765e-05-0.00053683i,0.00062645-0.00052543i,0.00047934+0.00011635i,-0.00032105+0.00046697i,-0.00033249+0.00059407i,-0.00065329+0.00050857i,-0.00015615+9.5031e-05i
0.00013322+0.0015207i,0.0013619+0.0008527i,0.0013537+0.00026238i,0.0015424+0.0008078i,0.0010331+0.0014779i,0.00090344+0.0010968i,0.001316+0.00019458i,0.00063922-0.00025792i,0.0004193+0.00029923i,0.00040121+0.00031065i,-4.0934e-05-0.00030669i,-0.00021732-0.0004501i,-0.00059504-0.00068979i,-0.00040457-0.00070582i,0.00023375-0.00027351i,-0.00012314+0.00031528i,-0.00016239+0.00022269i,0.00064416-0.00053966i,0.00059583-0.0010026i,-0.00017364+0.00012579i,-0.00082274+5.9161e-05i,-0.00062366-0.00074845i,-9.5306e-05-0.00040958i
-0.0013558+0.00043395i,-0.0015239+0.00099709i,-0.0012038+0.00086937i,-0.00095048+0.0013039i,-0.00077811+0.0024073i,0.00036328+0.002658i,0.00075221+0.0016013i,0.00051554+0.00028885i,0.0003659+0.00012512i,0.00044893+0.00071548i,0.00015185+0.0010517i,-0.00061379+0.00031827i,-0.00030578-0.00015283i,-0.00033687-0.00035839i,-0.00061191-0.00018023i,3.2798e-05+0.00020357i,0.00041705-4.1614e-05i,0.00087659-0.00068907i,0.00061391-0.00026019i,-0.00054047+0.0006016i,-0.00078505+0.00030254i,-0.00064975-0.00026737i,-0.00071129-0.00086414i
-0.0018754+0.00052026i,-0.0022362-0.0003956i,-0.0016032+0.00053633i,0.00024099+0.0012718i,0.0015111+0.0009448i,0.0012701-0.00014578i,0.0008818-0.00076775i,-0.00016559+0.0004295i,-0.0013198+0.0010826i,-0.00088688+0.00046522i,0.00010146+0.00053809i,2.1001e-05+0.00051597i,-1.5719e-05-5.5321e-05i,0.00015161-0.00026054i,0.00036559+0.0001652i,0.00051294+6.2877e-05i,0.00067985-0.0001116i,0.00057578-0.00026735i,-0.00013774-0.00016129i,-0.00063085+0.00017105i,-0.0010121-0.00011724i,-0.001052-0.00038641i,-0.00074584+3.297e-05i
0.0012558-0.0005096i,0.00057727+0.0015038i,0.00029516+0.00096286i,-0.00034809+0.00035374i,-0.0011031+0.00098261i,-0.0015448+0.0014265i,-0.0010536+0.00086201i,0.0002143+0.00039806i,0.0012061+0.00035129i,0.001395+0.00068431i,0.00039525+0.00068327i,0.00036225+9.5081e-05i,0.00071613-0.00055614i,0.00051933-0.00088771i,-5.5305e-05-0.00023808i,-6.4259e-05+0.0006729i,-2.1889e-05+0.00082672i,-0.00011676+5.5006e-05i,0.00071084-0.00033399i,0.0014094-0.00068112i,0.00072685-0.0011371i,0.00028173-0.0005869i,0.00032005+0.00017071i
-0.0013669-0.0010102i,-0.00039794-0.00089981i,-0.00047335-0.00049442i,-0.00076136+0.00039547i,-0.00054931+0.0011863i,0.00046475+0.00024463i,0.001081-0.00083224i,0.00098095+5.953e-05i,0.00064246+4.2313e-05i,0.00046954-0.0001691i,0.00078009-0.0001484i,0.00065042-0.00060732i,0.0010705-0.0013196i,0.001255-0.0014744i,0.00045522-0.0010678i,0.0001494-0.00025028i,8.053e-05+0.00048091i,0.00039795+0.00016593i,0.00087407-0.0011052i,0.00082474-0.0013179i,0.0010064-0.0010063i,0.0010088-9.893e-05i,0.00027078+2.4561e-05i
-0.00098259+0.0008018i,-0.001046-0.00024903i,-0.0011627+0.0015279i,-0.00077535+0.0028991i,0.00025762+0.0023437i,0.00031576+0.00021902i,-0.00023959-0.00096787i,-0.00034065-0.00077126i,1.6786e-05-0.00061159i,0.00010174+0.00033435i,-0.00077316-0.00065547i,-0.00068233-0.0014271i,0.00026139-4.9155e-05i,0.00017377+0.00043712i,-0.00037927+0.00026878i,-0.00029835+0.00056739i,0.00015586+0.00061736i,0.00069665+0.00042511i,0.00051067+0.00034727i,-8.9984e-05+0.00018018i,-0.0003308-0.00012353i,-6.1296e-06-2.4337e-05i,0.00052233+0.00037441i
0.0012554-0.0011124i,0.0018085-0.00062419i,0.00098575-0.00050368i,-0.00078772-5.9834e-05i,-0.0016982+0.00071896i,-0.0010624+0.00052236i,0.00044936-0.00011985i,0.00097611-0.00029252i,0.0012283+0.00018503i,0.00079947+0.00040492i,-0.00013965+0.00057156i,-0.00047851+0.00083341i,-0.00039457+0.00075591i,-0.00041354+0.00060685i,-0.00037592+1.2229e-05i,-0.00084978-0.00024437i,-0.00063894+0.00041669i,-0.00013527+0.00056059i,0.00013622+4.6546e-05i,6.8008e-06-5.0275e-05i,-2.2982e-05+0.0003526i,0.00053805+0.00043954i,0.0015515-0.0002521i
0.00078233+0.0010373i,0.00047522+0.0010101i,0.00051875+0.00046046i,-7.7256e-05+9.871e-05i,-0.00011891+0.00093738i,0.0001834+0.001248i,-0.0003826+0.0010923i,-0.00081154+0.00061897i,-0.00034318-0.00031766i,5.6911e-06-0.00079403i,-0.00012236-0.00087945i,8.6924e-05-0.00027949i,0.0005351+5.7555e-05i,0.00084805+9.0449e-05i,0.00082411-0.00062011i,0.00061247-0.00092559i,0.00063982-0.00049708i,0.00092991-0.00041032i,0.00080904-0.00031908i,0.00035488-0.00041619i,-0.00025283-0.00012363i,-0.00012828+0.00056512i,0.00019695+0.00076496i
-0.0010576+0.00067305i,-0.0014594+0.00025296i,-0.00097947+0.00028494i,-0.0005078+0.00084894i,0.00059765+0.00075842i,0.0010449-0.00032967i,0.0006049-0.00070546i,-3.6128e-05-0.00043014i,-0.00011043-0.00038401i,-7.9374e-05-0.00036732i,-0.00010102+0.00047844i,0.0001348+0.00076926i,0.00054386+0.00031651i,0.00037427+0.00057243i,0.00032362+0.0010245i,0.0009192+0.00051706i,0.00067684-3.6076e-05i,0.00019015-0.00047432i,7.7636e-05-0.00073394i,0.00029275-0.00010516i,0.00036362-0.00023653i,0.00017872-0.00060523i,-0.00024457+8.402e-05i
-6.5709e-05-0.00018344i,0.00071434-0.00036969i,0.0012278+0.0002472i,0.0016017+0.00032936i,0.0011197+0.00047215i,0.00063618+0.0012482i,0.0011192+0.00013568i,0.0018213-0.00047136i,0.0013156-0.00023135i,0.00042523-0.00059314i,0.00039896-0.00086102i,0.0002419-0.0006788i,0.0003129-0.00012361i,-8.7634e-05+1.1582e-05i,-0.00028729+7.8292e-05i,-0.0001827-0.00052981i,-0.00032858-0.0004745i,3.5859e-05-3.1991e-05i,0.00086334+0.00027388i,0.00060239+0.00026607i,-0.00070506-0.00014105i,-0.00097601-0.00044785i,-0.00061182-0.00062306i
-0.0014525-0.0010609i,-0.0012306+0.0011092i,-0.0018653+0.0019757i,-0.0021533+0.0022792i,-0.0016709+0.0029635i,-0.00017375+0.0019794i,0.0004497+0.00023276i,-0.00012257-0.0007461i,-0.00034255-0.00052239i,4.1969e-05-0.00046544i,0.00034948-0.00089793i,0.00019529-0.00055456i,-3.6573e-05-6.277e-06i,0.00029284-0.00037802i,0.00020551-0.00043576i,1.2504e-05+0.0002246i,0.00060032+8.5647e-05i,0.000609-0.00026581i,0.0002835+7.5985e-05i,9.5009e-05+0.00071383i,-0.00012762+0.00028515i,-0.00015898-0.00052445i,-6.5974e-05-1.1259e-06i
-0.00192-0.00095961i,-0.0014072-0.0015322i,0.0003663-3.2904e-05i,0.0015627+0.0011819i,0.0017915+0.0012555i,0.001586+0.0013554i,0.00098376+0.00057354i,0.00057794-0.00070989i,0.00057355-0.0011033i,0.00026283-0.00063537i,-0.00010524-0.00037055i,0.00032539+0.00041697i,0.00079652+0.00069739i,0.00014817+0.00018115i,-3.5698e-05+0.00044562i,-7.1249e-05+0.0008054i,-0.00060486-9.9866e-05i,-0.00063515-0.00076385i,-0.00045544-0.00050284i,-7.5012e-05-0.00058058i,0.00024139-0.00072096i,0.00019062-0.00044478i,0.00031718+0.00027161i
0.00061344+0.0013755i,0.00089332+0.0012531i,0.0010522+0.0013284i,0.00024264+0.0011563i,-0.00019988+9.3713e-05i,-0.00036142-0.00044657i,-0.00053499-0.00024636i,7.3078e-05-0.00086109i,0.00094718-0.0011045i,0.00069386-0.00066069i,0.00014584-0.0010739i,-1.4345e-05-0.00071437i,-0.0007075-0.00011765i,-0.0010401-0.00020092i,-3.0187e-05+7.8294e-05i,0.0011379+0.00051642i,0.001666+0.0003708i,0.0017263-0.00049478i,0.00096793-0.00073527i,0.00039037-0.00028361i,0.00012734-8.1718e-05i,-0.00023141-0.00054208i,-0.00010944-0.0007572i
-0.0005413-0.001194i,-2.213e-05-0.00014727i,3.4774e-05+0.00065096i,-1.7964e-05+0.0019789i,1.9507e-05+0.0021418i,0.0007339+0.001144i,0.0010469-0.00020057i,0.00063203-0.00049811i,0.00020191+0.0002563i,3.866e-05+0.00026467i,0.00042132-0.00010975i,0.0009096-0.00038107i,0.00072266-0.00062641i,-0.00025391-0.00076961i,-0.00035566-0.00046339i,-9.8578e-05+0.0001359i,-0.00017342+0.00035895i,-0.00018114+0.0003562i,-0.00016916+0.00041039i,-0.00051851+0.00013056i,-0.00070864-6.3303e-05i,-0.00068586+0.00077375i,-0.00077611+0.00085885i
0.000106-0.00059307i,8.9278e-05+5.1852e-05i,-7.1753e-05+0.00045908i,-0.00037557+0.0003889i,0.00012005+0.0011288i,8.0428e-05+0.0011306i,-0.00047054+0.00024078i,-0.00067965-0.00045138i,-0.00084164-0.00032889i,-9.6183e-05-8.1619e-05i,0.00028405-0.00012505i,-8.65e-05+0.0001756i,0.00032536-9.3676e-05i,0.00054738-0.00043898i,-0.00013723-0.00061163i,-0.00059125-0.00062051i,-8.1119e-05-0.0003388i,-0.00011799-0.00037775i,-0.0007925-0.00080463i,-0.0013347-0.0006942i,-0.00090125-0.00024042i,-0.00041583-0.00042937i,-0.00029338-0.00042163i
0.0013389-0.0011223i,0.0018344-8.1504e-05i,0.00069537+0.00036146i,-0.00014253+0.0020428i,-0.00027009+0.0033171i,1.8974e-05+0.0027471i,0.0010761+0.0015584i,0.0014707+0.00066751i,0.00023833-0.00018324i,-0.00052894-0.00058417i,0.00013546+4.8847e-05i,0.00081326+0.00043176i,0.00078767+0.00024537i,0.00039983-0.00012324i,0.0002176-0.0002776i,0.00046328-0.00025404i,0.00066688-0.0006269i,-0.00025915-0.00052496i,-0.00068374-0.00026281i,1.9204e-05-4.3758e-05i,-0.00020331+8.8844e-05i,-0.00041108+3.2569e-06i,-0.0004225+0.00035947i
0.0010025-0.00096538i,-0.00026161-0.00022229i,-0.0015636+0.00050947i,-0.0016731+0.00076869i,-0.0010613+0.00052185i,-0.00034462+0.00021181i,-3.0869e-05-3.9625e-06i,0.00034023+0.00043903i,0.00096244-0.00010027i,0.00074526-0.0011095i,0.00067804-0.0018104i,0.0010081-0.0013829i,0.00068242-0.00056431i,0.00050041+0.00026338i,0.00034638-8.4537e-06i,-0.00010563+7.3013e-06i,-0.00070075+0.00072607i,-8.1745e-05+9.6002e-05i,0.00059431-5.0039e-05i,8.6412e-05-2.7276e-06i,6.7622e-05-5.8632e-05i,0.001149+0.00020863i,0.00097296+0.00058028i
0.0011643-0.00089237i,0.00099682-0.0001038i,0.00042592-0.00040546i,0.00034436+0.00040105i,0.00045049+0.001579i,0.00086704+0.0011904i,0.0010892-7.2077e-05i,4.8851e-05-0.00063204i,-0.00065574-0.00099777i,-0.00033612-0.0006301i,-1.3926e-05-9.3726e-06i,-0.000126+0.0002656i,6.139e-05+0.00054801i,0.00033421-0.00017666i,-0.00020155-0.0002537i,-3.4556e-05+0.00043821i,0.00044684+0.00034573i,0.00047888-0.00013194i,0.00082243-0.00045417i,0.00083696-0.00067007i,0.00018879-0.00035909i,0.00012804+0.00030117i,-1.1498e-05+0.00023807i
0.00095959+0.0012622i,-9.4526e-05+0.001191i,0.00045778+0.0012115i,0.0001382+0.00078505i,-0.00086532+6.5539e-05i,-0.00051219+0.00071612i,-0.0002353+0.0013154i,-0.00024225+0.00074208i,0.00021203+2.2788e-05i,0.00053759+0.0002059i,0.00080668+0.00046771i,4.6074e-05+0.00015827i,-0.00048326-0.00038425i,-0.00017239-0.00038189i,-0.00032369+5.777e-05i,-0.00036644+0.00046528i,-8.9562e-08+0.00042496i,0.00024211+0.00030176i,-0.00015499+0.00065251i,-0.00043885+0.00059839i,-8.9661e-05+2.1945e-05i,-6.7801e-05-0.0003258i,-0.00038147-0.00049576i
0.0007329+0.00030083i,-0.00011958-0.00077707i,-0.00029272-0.0019114i,-7.9601e-05-0.0011022i,-0.00026434+0.00054732i,-0.00069771+0.00109i,-0.00015704+0.00064315i,0.00024087+0.00034371i,-0.00013605+0.00031544i,-0.00040166-0.00025563i,-8.5058e-05-0.00050236i,-0.00018015-0.00015495i,-0.00033989+0.00017375i,-0.00053827+0.00026015i,-0.0012101-0.00057636i,-0.00091055-0.00061837i,-0.00038211+0.0002314i,-0.00042778-0.00030201i,-9.1887e-05-0.00072826i,0.00051757-0.00050687i,0.00080546-0.00010169i,0.00051198+0.00023498i,0.00013043+0.00076906i
