0.0012128+2.7112e-05i,0.001505-0.0021649i,-0.00010503-0.0047163i,-0.0032033-0.0041654i,-0.0047831-0.0012653i,-0.0038578+0.00089298i,-0.00074207+0.0020518i,0.00089843+0.0017107i,0.00066241+0.00025459i,0.0010138-0.00081157i,0.0010066-0.00080944i,-7.791e-05-0.00074645i,-0.00050607-0.0003936i,6.315e-05-0.00012214i,8.8428e-05-0.00013964i,-0.00026252+7.0437e-05i,-6.3202e-05+0.00031123i,-0.00028169+0.00073295i,7.0862e-05+0.00060945i,5.3863e-06+3.6182e-05i,-0.00018159-0.00035039i,0.00066076-0.00082851i,0.00060167-0.00027014i
-0.0014214+0.002062i,-0.0008612+0.0011848i,-0.0011403+0.0017098i,-0.001457+0.0028182i,0.00019042+0.0017663i,0.00091081-0.00053978i,-5.9686e-05-0.0018392i,-0.00058351-0.0012382i,-0.00051223+0.00010682i,-0.00038452+0.00045959i,-0.00021503-0.00023969i,-0.00015907-0.00010929i,-0.000553+4.1451e-05i,-0.00040717-0.00055368i,-0.00060244-0.00034595i,-0.0012811+0.00011363i,-0.00060067-0.00023346i,9.4907e-05+0.00021539i,0.00032526+0.00077338i,0.00026594+0.00050676i,-0.00023502+0.00034009i,-0.00030221+0.00061069i,0.00010091+0.00027974i
-0.0041926+0.0060911i,-0.0021548+0.0082349i,0.0023221+0.009486i,0.0036718+0.0058897i,0.0034166+0.0014194i,0.0016473-0.0021123i,-0.0013036-0.0012882i,-0.0021059+0.00026332i,-0.00084321+0.00055862i,0.0015208-0.00015421i,0.0021803-0.0013729i,0.00047495-0.0012311i,-0.00061151-0.0015362i,-0.0014786-0.0026432i,-0.0023098-0.003216i,-0.0014358-0.0022709i,-4.3603e-05-0.00020531i,0.00044531+0.00017525i,-0.0011479-0.00052705i,-0.0013161+0.00065748i,0.00055854+0.0016193i,0.0011631+0.00028848i,0.00050534-0.00096501i
-0.00021351-0.0075018i,-0.0029289-0.0079723i,-0.0053387-0.0065199i,-0.0060782-0.0023879i,-0.0055323+0.001097i,-0.00293+0.0025986i,0.00028606+0.0016282i,0.00064747+0.00058526i,-0.00022154+0.00027723i,-0.0010116+0.00091025i,-0.0011205+0.0018191i,6.5483e-05+0.0016944i,0.0013414+0.0017346i,0.00211+0.0029166i,0.0030845+0.0026777i,0.0026479+0.0011847i,0.0011319+0.00013318i,0.00072456+6.9064e-05i,0.00085767-0.00028488i,0.00082921-0.00076004i,0.00036089-0.00011742i,-0.00044746-0.00018035i,-0.00015558-0.00025021i
0.00013509-0.00038596i,-0.00012247-0.00091597i,-0.0019769-0.0011907i,-0.0035298+9.2109e-05i,-0.0033057+0.0016202i,-0.0029339+0.0017124i,-0.0021742+0.00060123i,-0.0013148+0.00076008i,-0.00078493+0.00066254i,-0.00055242+6.4569e-05i,-0.00010651+1.8747e-05i,0.00081101+0.00038574i,0.00092498+0.00061202i,0.0005927+0.00064209i,0.0009434+0.0008537i,0.00070565+0.00048933i,5.4339e-05+0.00034272i,0.00036603+0.00066057i,0.00045761+4.9655e-05i,-5.5575e-05-0.00010377i,-5.0616e-05-0.00022276i,0.0006141-0.00054882i,0.00045674-0.00072851i
-0.003929-0.0031494i,-0.0050719-0.0033481i,-0.0056408-0.0033931i,-0.0058178-0.001944i,-0.0053641+0.00035647i,-0.0034909+0.001265i,-0.0017562+0.0004777i,-0.00087261-0.00030975i,-0.00093996+5.9514e-05i,-0.00093867+0.00017029i,-0.0010242+3.8386e-05i,-0.00095371+0.00018755i,-3.8716e-05+0.0010836i,0.001078+0.0013242i,0.0012374+0.0010821i,0.00072133+0.00078363i,0.000214+0.00014488i,-0.00016155-2.9856e-05i,-2.3039e-05-0.0002508i,-0.00020051-0.00074665i,-0.00080825-0.001134i,-0.00054925-0.00065082i,-9.4254e-05-0.00019733i
0.00083146-0.00034686i,0.00057334+8.2539e-05i,0.00029063+0.0020766i,0.00050954+0.0019171i,-3.8289e-05+7.5564e-05i,-0.00063316-0.00085096i,-0.0004802-0.0011947i,0.00046158-0.0006759i,0.00096477+0.00016569i,0.00040969+0.00041056i,-0.00012006+0.00047082i,-0.00039464+0.00018714i,-0.00089677+0.00015776i,-0.00077079-0.00052765i,-0.0009325-0.00047487i,-0.0007232+0.00055967i,-0.00014365+0.00084157i,-3.8267e-06+0.00098721i,0.00060393+0.001276i,0.00050743+0.00020482i,0.00013553-0.00027328i,0.00012318-3.883e-05i,4.6185e-05-0.00060684i
-0.00068724+0.00053902i,-0.0021787+0.00043605i,-0.0031159+0.00057669i,-0.0033362+0.00088553i,-0.0017432+0.0012745i,4.7615e-05+0.001031i,0.00091208+4.5397e-06i,0.0008641-0.00021395i,0.00066981-9.1014e-05i,0.00067153+0.00044825i,0.00015225+0.00054437i,2.0835e-05-2.98e-05i,0.000435-0.00066818i,0.00043548-0.00028057i,0.00059519+0.00054819i,0.00028884+0.00020802i,-0.00028083-0.00047609i,2.3227e-05-0.00043023i,-0.00015159+0.00027376i,-0.00074157+9.8725e-05i,-0.00084801+0.00016637i,-0.00029948+0.00031336i,0.00063348-9.267e-05i
-0.0010675-0.0026627i,-0.0018374-0.0024173i,-0.0021894-0.0017855i,-0.0021338+0.00010367i,-0.0018421+0.0015623i,-0.00042003+0.00097162i,0.00070755-0.00028502i,0.00032665-0.00031557i,-0.00014275+0.00068876i,0.00022515+0.00077239i,0.00046232-0.00019105i,0.00057379+3.8017e-05i,0.00042234+0.00041636i,-0.00015263+0.00023462i,5.4034e-05+0.001i,0.00017028+0.00086861i,-0.00033907+0.00046542i,-0.00047181+0.00092035i,-0.00026545+0.00039968i,0.00024757-0.00018469i,0.00024197+0.0003232i,-0.00056662+0.00079739i,-0.00073075+0.001041i
0.0018319-0.0020436i,0.00068795-0.0018834i,-0.00046106-0.0014373i,-0.001509-0.001546i,-0.0024721-0.0015744i,-0.0022757-0.00093204i,-0.0011009-0.00023908i,-0.00066981-0.00015843i,-0.00029304+7.1192e-05i,-0.0003109+0.00034268i,-0.00042536-0.00069423i,7.2012e-05-0.00085546i,0.00081477+0.00016777i,0.0004403+0.0011426i,-0.0007922+0.00095437i,-0.0011836+0.00061562i,-0.00054417-0.00021227i,0.00047965-0.0010059i,0.00068344-0.00067885i,0.00040676-0.00087619i,0.00054704-0.0017348i,-0.00037723-0.0011293i,-0.00098866-0.0001814i
-0.00039503-0.0014481i,-0.0034417-0.0025654i,-0.0054829-0.0019665i,-0.0050583+0.0011365i,-0.001983+0.0031863i,-0.00024361+0.0018436i,-0.00053526-0.00015471i,-0.0006246-0.00095849i,-0.00016997-0.00040527i,-6.1148e-05-0.00050773i,-8.4624e-05-0.0009009i,-0.00014387-0.00039069i,-0.00020942+0.0002021i,0.00039624-0.00020385i,0.00045296-0.00075859i,-6.4285e-05-0.00092103i,-8.1865e-05-0.00032189i,-0.00015139+0.00049675i,-9.7765e-05+0.00057446i,-0.00019178+0.00060716i,-0.00055373+1.7774e-05i,-0.0010009-0.00092466i,-0.0012328-0.00070372i
0.0014476-0.00038236i,0.0019617-0.00067714i,0.00058196-0.0012231i,-0.00070981+0.00080167i,-0.0011763+0.0019444i,-0.00056736+0.0011308i,-0.00015801+7.2922e-05i,-0.00019415-0.00022518i,-0.00044735+0.00032781i,-0.00056616+0.0004645i,-0.00026977-0.00031454i,0.00025779-0.00011281i,0.00047352+0.0013211i,0.00032579+0.0018226i,-0.00018021+0.0012157i,0.0002225+0.00050565i,0.00057523-0.00021909i,0.00059887-7.0266e-06i,0.00021164+6.2465e-05i,-1.8219e-05-3.1991e-05i,-0.00011392+0.00021555i,-0.00028099-0.00027056i,-0.00041273-0.00045442i
-0.0012928-0.00045567i,-0.002685+0.00088106i,-0.0035934+0.0014108i,-0.0037015+0.0017799i,-0.0029878+0.0012585i,-0.0014979-4.2873e-05i,-0.00060404-0.00061513i,-0.00062432-0.0008478i,-0.00055736-0.00052935i,5.5426e-05+0.00022568i,-6.2705e-05+0.0010063i,-1.8814e-05+0.00076877i,-0.00012527+0.0012326i,-0.00054016+0.0014395i,4.1119e-05+0.0010734i,0.00031276+0.0012291i,0.00032903+0.00060622i,0.00033574+0.00062024i,3.4963e-05+0.00079673i,-0.00015651+0.0001313i,-0.00057405-0.00041382i,-0.00028397-0.00044768i,0.0008636+0.00062398i
0.00087131+0.0013702i,0.00034261-0.0001618i,-0.0005296-0.0011116i,-0.00069501-0.0013495i,-0.00075527-0.0010272i,-0.00095992-0.00074333i,-0.0014767-0.00018828i,-0.0012046+0.00061184i,-0.00043957+0.00015393i,-0.000719-0.00065251i,-0.0015326-0.00032588i,-0.0013273-8.4526e-05i,-0.0011609+3.3227e-05i,-0.0013279+4.1923e-05i,-0.0012487+0.00064145i,-0.00099481+0.00018341i,-0.0010628-0.0006902i,-0.0011791-0.00067801i,-0.00062114-0.00038097i,-0.00025171+7.2578e-06i,-4.4883e-05+8.4052e-05i,0.00055539-0.00017613i,0.001118-0.00025667i
0.00049502+0.00073454i,-3.4754e-06-0.00049512i,-0.00038751-0.00037654i,-0.00028306+0.00041353i,-0.0001786+0.00025222i,-0.00041035-0.00037291i,-0.0010905-6.3845e-05i,-0.00044345+0.00030856i,0.00040057+0.00045827i,0.00011824+0.00080148i,-0.00011962+0.00026765i,-0.0008028-0.00056262i,-0.0012916+0.00010561i,-0.00069008+0.00045509i,-0.0001027+0.00057643i,-0.00059689+0.000189i,-0.00093366-0.00060798i,-0.00041177-0.0010279i,-0.00017959-0.00096793i,5.6998e-05-0.00015317i,-7.9589e-05-4.1742e-05i,9.2102e-05-2.3619e-06i,0.00054068-0.00074781i
0.0013931-0.0010578i,-0.00052245-0.00025715i,-0.0021105+0.00076846i,-0.0019971+0.0007564i,-0.0016099+0.00052309i,-0.0012702+7.0826e-05i,-0.00075572+2.3356e-05i,-0.0011322+0.00019257i,-0.0013137+0.00027961i,-0.00050131+0.00049597i,0.0004484+0.00011494i,0.00073085-0.00058409i,0.00030011+2.5909e-05i,1.6186e-05+0.0010456i,-0.00032631+0.00082152i,5.7455e-05+0.000303i,-0.00023299+0.00083922i,-0.00038725+0.0009424i,-0.00060282+0.00033434i,-0.00081596-7.3039e-05i,0.00043345-0.00016158i,0.0012484-9.8084e-05i,0.0008472+0.00081991i
-0.00046077-0.00011609i,-0.0021945-0.0017819i,-0.0036852-0.0020224i,-0.0041906-0.00037886i,-0.0028833+0.0006587i,-0.0013522+0.00026083i,-0.0002801-0.00060184i,2.855e-05-0.00040834i,-5.6264e-05+0.00031145i,-0.00024883+0.00089808i,-0.00035217+0.00055523i,0.00019274+3.8436e-05i,0.00011831+0.00025348i,-0.0004559+0.00065976i,-0.00035339+0.00050021i,-0.00016404-4.5393e-06i,-0.00020459+0.00010668i,-2.669e-05+0.00058227i,-7.059e-05+0.0003309i,-6.7425e-05-0.00033647i,0.00025532-0.00072746i,0.00014594-0.00020463i,-0.00034783-0.00024747i
-0.0011767-0.0017904i,-0.00087139-0.0024723i,-0.0016424-0.0012058i,-0.0024965+0.0013109i,-0.0022368+0.0021161i,-0.00077902+0.00085433i,-0.00022014-0.00047636i,-0.00061331-0.0008385i,-0.00063913-0.00023966i,-0.00052354+0.00053145i,-0.00018223+0.00056923i,0.0006924+0.00047342i,0.0010518+0.00050322i,0.00078449+0.00062514i,0.00094688+0.00039519i,0.0010064+0.00063888i,0.00080375+0.00080659i,0.00045523+0.00019795i,0.00034348+0.0002472i,0.00034444-1.7781e-05i,0.00028004-0.00029618i,0.00042147-0.00041325i,0.00092372-0.00050314i
-0.001014+0.00048561i,-0.00016658+0.00086888i,-0.00056582+0.0022641i,-0.0006008+0.0022096i,0.00038565+0.00099416i,0.0006878-0.00068831i,-2.5732e-05-0.0010219i,-0.00060691-0.00081901i,-0.00094378-0.00025637i,-0.00076308+0.00048045i,-0.00039475+0.00058501i,-0.00014099+0.00037796i,0.00022044-0.00014783i,0.0005023-0.0007852i,3.2003e-05-0.00095691i,-0.0010161-0.00053579i,-0.0016268-1.3886e-05i,-0.00072066-9.9095e-05i,0.00017319-7.1839e-05i,0.0001368+4.7466e-05i,0.00025829+0.00053618i,0.00039703+0.00058472i,0.00078004+0.00034465i
-0.0013293-0.00014359i,-0.0022274+0.00099227i,-0.0041723+0.0012102i,-0.0042503+0.0019926i,-0.0027342+0.0022171i,-0.0015309+0.00037758i,-0.00049394-0.00092823i,6.7555e-05-0.00051413i,-0.00045363+0.00018836i,-0.0010189-1.1667e-05i,-0.000972+0.00014404i,-0.00066654+0.0007038i,-0.00022168+0.00041934i,-7.0558e-05+0.00024366i,0.0003989+0.00081436i,0.0003617+0.001194i,-0.00022569+0.0011043i,-1.1217e-05+0.00062512i,0.0007413+0.00053675i,0.00066519-3.5221e-05i,0.00024829-0.00035698i,0.00054907-4.7661e-05i,0.0007411+0.00024065i
-0.0010987-0.0016548i,-0.00084634-0.0026259i,-0.0011222-0.0021444i,-0.00087288-0.00069147i,0.00024125+0.00040668i,0.00082287-0.00010534i,0.00043981-0.001077i,0.00013319-0.00034014i,0.00019789+0.00021315i,0.00068356+0.00024088i,0.00098394+0.00061549i,0.00094417+0.0004397i,0.0006291+0.00022237i,-0.00012672+0.00027976i,0.00010371+0.00038288i,6.8829e-05+0.00072194i,-0.0006421-0.00027866i,-7.3271e-05-0.00087272i,0.0002584-0.00035425i,-0.0001001-0.00034135i,0.00016795-0.00021502i,0.00021789-0.00031248i,-0.00030682-0.00048638i
0.0011225-0.00044468i,0.00087891-0.00015958i,-0.00076224+0.00039039i,-0.0026078+0.00028105i,-0.0024068+0.00032352i,-0.0014322+0.00077427i,-3.749e-05+0.00050406i,0.00064202+1.4631e-05i,0.00019626-8.1602e-05i,-0.0009082+8.7159e-05i,-0.00098074+0.00083138i,-0.0002996+0.0015093i,-7.8648e-05+0.000825i,0.00020974+0.00042347i,-9.3469e-05+0.00049225i,-0.00051015-0.00015834i,0.00020315-4.179e-05i,0.00091319-0.00012952i,0.00067271-0.00023319i,6.0934e-05-0.00020293i,-0.00064245-0.0003474i,-0.0007666-0.00042067i,-0.00030822-0.00050116i
-0.00089372-0.0009491i,-0.0019404-0.0020252i,-0.0032427-0.0028274i,-0.0038512-0.0013512i,-0.0037005-0.00020603i,-0.002447-0.0011618i,-0.0008971-0.0018505i,-7.0389e-05-0.00074661i,-0.00019013+1.3953e-07i,-0.00043693-0.00035106i,-0.00023347-4.4326e-05i,-0.00041679+0.00013551i,-0.00076795-8.6203e-05i,-0.00039504+0.00033602i,0.00019182+0.0005138i,2.9158e-05-0.00013376i,0.00041554-0.00025447i,0.00075613+0.00044761i,0.0010251+0.00047259i,0.00065121-0.00039885i,-6.7672e-05-0.00060231i,0.00019219-0.00034102i,0.00027419-4.7133e-05i
0.00035216-0.0023586i,-0.0016352-0.0034109i,-0.0034753-0.0029295i,-0.0035214-0.00080291i,-0.0025766+0.00093079i,-0.0019404+0.0002878i,-0.0017389-0.00042236i,-0.0010168+0.00011594i,-0.00016715+0.00012905i,-0.00024224-0.00031263i,-0.00064769+8.2101e-05i,-0.00063808+0.0002492i,0.00016705-0.00030869i,0.0012655-0.00013533i,0.0013772+0.00038212i,0.00076645+4.1247e-05i,0.00049353-0.00042487i,0.00023056-0.00068283i,-6.554e-05-0.00040892i,-0.00049943+7.7146e-06i,4.2406e-05-5.8506e-05i,0.0011164+6.6446e-05i,0.00099392+1.0581e-05i
-0.00072973+4.5056e-05i,-0.0010344+0.0010763i,-0.0019525+0.001564i,-0.0031473+0.0025754i,-0.0023188+0.0025179i,-0.00070362-0.00013653i,-0.00028409-0.0012881i,-0.00014259-0.00072007i,0.0001577+0.00015377i,0.00018246+0.00075724i,-0.00013996+0.00086612i,-0.00016855-9.4187e-05i,0.00091418-0.00088482i,0.0014084-0.0007876i,0.0007885-0.00067005i,-6.6722e-05+0.00019375i,-0.00066024+0.00014132i,-0.00083306-0.00041052i,-0.00079446-0.00040235i,-0.00066007-0.00010106i,-8.4126e-06-9.5273e-05i,0.00036528-0.00010563i,2.6851e-05-0.00029916i
-0.0011151+0.0019182i,-0.0016787+0.00032656i,-0.0025969-0.00063928i,-0.0018303+6.7352e-05i,-0.00086271+0.00029087i,-0.0011998-0.00022042i,-0.00064823-0.0004457i,-0.00015574+0.00047872i,-0.0002246+0.00066141i,0.00054036-0.00023537i,0.00041026-0.00095051i,-0.00053115-0.0010655i,-0.00084381-0.00067976i,-0.0003442-0.00027605i,-0.00046204-0.00016304i,-0.00086924+0.0009182i,-0.0004177+0.0013526i,-0.0004193+0.00097948i,-0.0001681+0.00092475i,3.3462e-05+0.00069344i,0.00014164+0.0003506i,-0.00024708-0.00021609i,-0.00071924-0.00041599i
0.00060981-0.00098669i,0.0017158-0.001605i,0.0016377-0.0022168i,0.00018299-0.0020929i,-0.00075028-0.00022697i,-0.00051074-0.00012724i,-0.00028086-0.0009163i,-0.00015557-0.00078408i,6.0376e-05+3.8806e-05i,-0.00035304-2.4536e-05i,-0.00032774-0.00061711i,0.00016928-0.00020747i,0.00015871-0.00010239i,-0.00083958-0.00051364i,-0.0014833-0.00013068i,-0.0016648+0.00053561i,-0.0018327+0.00059872i,-0.0010575+0.00049128i,-5.3188e-05+0.00036688i,-0.00045711+0.00011687i,-0.0010753+0.0004981i,-0.00050157+0.00032135i,0.00013492-0.00038239i
-4.4392e-05-0.0010591i,0.0004584-0.00040223i,-0.00097578+0.0001745i,-0.0023256+0.0003335i,-0.0028683+0.00011767i,-0.0029631-0.00047303i,-0.0021383-0.00074584i,-0.00062611-0.0005125i,3.1562e-05-0.00043521i,-0.00030239-0.00020569i,8.6759e-05+0.00032528i,0.0007947+0.00072095i,0.00031695+0.00099894i,0.00018324+0.00030547i,0.00037845+0.00041598i,0.00023536+0.0014066i,-9.4942e-05+0.00087262i,-0.00025243-0.0003597i,0.00032863-0.00087042i,0.00054845-0.00033876i,0.00054585-0.00016462i,0.00067069-0.0005811i,0.0002994-0.0011397i
0.00079849-0.0026108i,-0.00050094-0.0038847i,-0.0018386-0.0045215i,-0.0032692-0.003034i,-0.0039031-0.0010468i,-0.0024195+0.00051234i,-0.00061771+0.0011675i,0.00012161+0.00051931i,1.178e-05-0.00070854i,-0.0011345-0.00059445i,-0.001366+0.00036199i,-0.00097396+0.00083602i,-0.00046901+0.0015063i,-0.0001558+0.002174i,-0.00040008+0.0021789i,-0.00085922+0.0014457i,-0.00037251+0.0010243i,0.00072904+0.0010936i,0.00089912+0.00037157i,0.00053076+0.00017393i,0.00023002+0.00028435i,0.00032303-6.7507e-05i,0.00042726-8.0965e-05i
0.001278+0.00037004i,0.0006103-0.00015101i,-0.00050146-0.0003488i,-0.0018161+0.00034992i,-0.0024764+0.00086933i,-0.0015573+0.00062493i,-0.00071282+0.00096369i,-0.00059986+0.0016522i,-0.0002432+0.0012959i,-0.00019279+0.00059612i,-0.00057972+0.00039514i,0.00017398+0.00039611i,0.0006155+9.0247e-05i,-0.00030448+0.00011512i,-0.00018278+0.00017168i,0.0014048+0.00015747i,0.0015981+0.00012967i,0.0010329-0.00028688i,0.00015424-0.0006935i,-0.0007153-0.00068429i,-0.00048636-0.00037264i,-0.00031909-0.00074623i,-0.00064961-0.00058345i
1.3439e-05+0.0014323i,-0.00033979+0.0013905i,-0.00054218+0.0019012i,-0.00030392+0.0014909i,-0.00033636+0.00091036i,-0.0012719+0.00039768i,-0.001339-0.00071354i,-0.0010721-0.0004094i,-0.00034986+0.00045335i,-0.00029342+0.00042394i,-0.00062569+0.00033203i,-8.6012e-05+0.00035788i,-0.00051469+0.00010172i,-0.0015781-0.00047422i,-0.0014445-0.00061575i,-0.00073412-0.00010575i,0.00010763-0.00064478i,4.6301e-05-0.0011487i,-0.00053944-0.0009477i,-0.00052109-0.00096905i,-8.5786e-05-0.0009821i,-0.00040983+0.00021327i,-0.00029117+0.00089929i
0.0010676-0.0027946i,-0.00014463-0.0018906i,-0.0013167-0.00066276i,-0.0029488-0.0007923i,-0.0022899-0.00064625i,-0.0010762-1.6947e-05i,-0.00070942+0.00067837i,-0.00018308+0.0010349i,0.00018727+2.2129e-05i,0.0005428+0.00018235i,0.00035064+0.00069561i,0.000184+0.00044093i,-7.0523e-05+0.00011248i,-0.00059153+0.00021591i,-9.6211e-06+0.00091604i,0.00051163+0.0011109i,0.00016918+0.00086608i,-0.00047203+0.00029419i,-0.00033623+0.00026842i,-4.3116e-05+0.00016679i,-3.9473e-05-0.0013633i,-0.00018319-0.0014715i,-0.00038146-0.00028218i
0.00084461-0.00032792i,0.0010921-9.9939e-06i,0.00029014+0.00064697i,-0.00084038+0.00059569i,-0.00076797+0.00015833i,-0.00030462-0.00047277i,-0.0010098-0.001357i,-0.0014465-0.0011576i,-0.0014484-5.9466e-05i,-0.0010699-5.277e-05i,-0.0007759-0.00095353i,-0.0002432-0.00096051i,1.9168e-05-0.0003314i,-0.00062974+0.00021457i,-0.00025076+1.4568e-05i,0.00042977-0.00023053i,0.00046848-0.00033644i,0.00029997-4.2133e-05i,9.2573e-05+0.00031061i,-0.00012846-0.00029818i,-0.00039187-0.00073941i,-0.00014528-0.00028214i,0.00089144+0.00014027i
0.00051211-0.00054822i,-0.0016524-0.00063731i,-0.0032944-0.00038154i,-0.0031396+0.00024683i,-0.0025813-5.5494e-05i,-0.0018092-0.00062751i,-0.0010407-0.000656i,-0.0017508+1.3202e-05i,-0.0015728+0.00062535i,-0.00093176+0.00068074i,-0.0010189+0.00045449i,-0.00081182+5.3149e-05i,-0.00082504+0.0001368i,-0.0011327+0.00036361i,-0.00083052+0.00055549i,-0.00050891+0.00024822i,-0.00046991-0.00012869i,-0.0005236+3.9663e-05i,2.1062e-05+0.00023044i,0.00037111+0.00033576i,0.00016016+0.00033179i,0.00052892+0.00084289i,0.00081019+0.0012212i
0.0030897-0.002731i,0.00023726-0.0041807i,-0.0023898-0.0036016i,-0.0032123-0.0013866i,-0.0027513+0.00017533i,-0.0012161+0.00071769i,0.00032044+0.00097528i,0.00049098+0.00032586i,0.0002929-0.00033295i,-7.2371e-06-0.00044031i,-7.8086e-05-0.00030308i,0.00012274-0.00011625i,0.00063094-0.00031478i,0.00072722-3.0525e-05i,0.0006916+0.00022445i,0.00067994+4.0345e-05i,0.00029639-0.00033981i,0.00041653-0.00076237i,0.00086975-6.9078e-05i,0.00033921+0.00056781i,-0.00021768+0.00035036i,-0.00016476-0.00047691i,-7.0515e-05-0.00071709i
-0.0016384+0.0012763i,-0.0015217+0.0016089i,-0.002061+0.0018466i,-0.0035278+0.0022982i,-0.0029953+0.0023701i,-0.00092465+0.0013713i,0.00036208-0.00045793i,0.00025396-0.00056618i,-0.00059434+0.00025139i,-0.00050664+8.3665e-05i,-0.000366+0.00033443i,-0.00014266+0.00019286i,0.00020054+4.7318e-05i,0.00020994+0.00061709i,0.00045086+0.0011539i,0.00017958+0.00090289i,7.568e-05-0.00016903i,0.00018295-0.00043066i,0.00016993-9.9035e-05i,0.00063602-0.00036404i,0.00019626-0.00021331i,-0.00031352-0.00012066i,0.00021715+0.00030997i
-0.00088917-0.0020634i,-0.0017838-0.0034543i,-0.0022325-0.0032656i,-0.0016095-0.0011163i,-0.00078124+0.0007846i,-0.000708+0.00073789i,-0.00036982+0.00028807i,-0.0003832+4.0439e-05i,-0.00057676+0.00019528i,-9.0425e-05+0.0005447i,-0.00014124+0.0010382i,-9.6713e-05+0.0014612i,-0.00020665+0.00066683i,-0.00041044-7.4052e-05i,-0.00057528+0.00061158i,-0.0007571+0.00071537i,-0.00021876-8.1855e-05i,0.00016009-0.00016294i,-7.6813e-05-0.00070575i,0.00042753-0.00076705i,0.00064104+0.00045473i,0.00050055+0.00072226i,0.00069962+0.00039447i
0.0016909+0.00074582i,0.0021837+0.00072258i,0.0011859+0.0013296i,-0.00022297+0.0010279i,-0.00073712-0.00010811i,-0.00089736-0.001357i,-0.00075472-0.0020317i,-0.00064514-0.0013362i,-0.00043426-0.0006815i,-0.00046878+2.942e-05i,-0.00077903+0.00087091i,-0.00079027+0.00030783i,0.00011246-8.315e-05i,0.00080135-0.00024146i,0.00026862-0.0012205i,-0.0006933-0.0013915i,-0.00085281-0.00058995i,-0.00068976+0.00017413i,-0.00037928+0.00021679i,1.6147e-05-0.00036563i,-1.374e-05-0.00053363i,9.0056e-05-0.00016794i,0.0001536-9.275e-05i
1.1921e-05+0.0010179i,-0.0009913+0.00080108i,-0.0011375+0.001319i,-0.0013566+0.0010493i,-0.0019388+0.00026782i,-0.0018727+0.00021784i,-0.0010154+0.00033679i,-0.00037971+0.00013823i,-0.00010846+0.00014945i,-0.00020311+0.00039768i,-0.00056151+5.7709e-05i,-0.00043075-0.00025841i,-8.7473e-05-0.00011472i,-0.000352+0.00017318i,-0.00065652+0.0010363i,-0.00021318+0.0017519i,-0.00045838+0.00095636i,-0.00064996-0.00039711i,-3.6223e-05-0.00025419i,0.00075715+0.00037483i,0.00071323+0.00041909i,0.00024768+0.00019665i,5.81e-05-1.1727e-05i
0.0023812-0.0015399i,0.0018758-0.0028115i,0.00039145-0.002085i,-0.0006196-0.0014129i,3.9628e-05-0.0014213i,0.00063471-0.0023478i,3.5976e-06-0.0024137i,-0.00041757-0.00039581i,-6.6379e-05+0.00052919i,4.9588e-05-2.3227e-05i,-0.00014304-0.00038296i,-0.00043613-0.00022608i,-0.00026869-0.00039862i,0.00021679-0.00011937i,-0.00018578+0.00042817i,-0.00064074+0.0009235i,-4.1391e-07+0.0011647i,9.4572e-05+0.0006804i,0.00025449-4.3105e-06i,0.00014911+2.1253e-05i,-0.00040612-9.5557e-05i,-0.00050929-0.00084465i,-0.0014446-0.00016348i
8.0548e-05-0.0003591i,-0.0011066+0.00052417i,-0.0022256+0.00017774i,-0.002641+0.00076231i,-0.0029064+0.0018542i,-0.0022569+0.0013657i,-0.00093274+0.00029929i,3.9057e-05+0.00040991i,0.0002645+0.00030544i,-0.00027876+3.8234e-05i,-0.00077176+0.001096i,-0.0005097+0.0010395i,-0.00053724+0.00019533i,-0.0014655+0.00016123i,-0.00096193+0.00049668i,0.00031115+0.00095143i,0.00020699+0.00099692i,-9.4217e-05+0.00029514i,-0.00010062+0.00012605i,0.00046993-0.0002689i,0.00094113-0.00024162i,-0.00012844+0.00036445i,-0.00027979+0.0014403i
-0.0027753-0.0013937i,-0.0036038-0.0020454i,-0.0040588-0.00092265i,-0.0031138+0.00036589i,-0.0012104+0.00054702i,-0.00044847+0.00020706i,-0.0010516-0.00015105i,-0.0010776+0.00024969i,-0.00016227+0.00076465i,0.00057104+0.00016829i,0.00066718+0.00020981i,0.00030368+6.775e-05i,0.0006247-0.00063612i,0.00050219-0.00084165i,0.00066957-0.00043803i,0.00057464+0.0004556i,-0.00069001+0.00044071i,-0.0010479+0.00031009i,-0.00088057+9.9583e-05i,-0.0005902+0.00016372i,-3.9203e-05+0.00023746i,0.00035288-0.00028922i,0.00043801+5.1084e-05i
0.0032689-0.0017076i,0.0029315-0.00323i,0.0017125-0.0033821i,-0.00061838-0.0014006i,-0.0014567+0.00045111i,-0.00095497+0.0012473i,-0.0005764+0.00080241i,0.00025114-0.00013477i,0.0010702-0.00077403i,0.00018358-0.00055152i,-0.0010839+0.00024677i,-0.0016827+0.00051465i,-0.0015209+0.0004086i,-0.00016367+0.00054281i,0.00032004+0.0012146i,-0.00023969+0.0014184i,0.00019526+0.0004789i,0.00094292-0.00018062i,0.0010291+1.0239e-05i,0.00012049-7.2372e-05i,-0.00044332-0.00058921i,-0.00020773-0.00042189i,-9.5194e-05-0.00019469i
