-0.0043132+0.00047388i,-0.0024472-0.00048445i,-0.00091166+0.00013872i,-0.00075572+0.0011582i,-3.4865e-05+0.0020717i,0.0010293+0.002043i,0.00028855+0.0017157i,-0.00020374+0.0012116i,0.000276+0.00085042i,0.00075456+0.00089981i,0.00061468+0.00026032i,0.00035059-0.0010108i,0.00040666-0.0011967i,0.00041839-0.0010226i,0.00023285-0.00061554i,-0.00038108-4.6142e-05i,-0.00040554+0.00032051i,6.3628e-05+0.00019485i,0.00026066-0.00076101i,-9.7218e-05-0.0011584i,-0.00021918-0.00031545i,0.00047413-0.00034193i,0.0012539-5.4187e-05i
4.0028e-05-0.0018708i,-0.0004094-0.0011302i,-0.00086787+0.00062018i,-3.0946e-05+0.00078727i,0.00092124+0.00021171i,0.00060369-0.000701i,-0.00052001-0.0011464i,-0.00038048-0.0013084i,0.00038776-0.0006017i,0.0008549+0.00038082i,0.00093151-0.00024842i,-8.2451e-05-0.0011499i,-0.00059015-0.00043127i,-0.00018859-0.00020313i,0.00071638-0.00076896i,0.0016156-0.0010493i,0.0011014-0.00075753i,-0.0002659-2.8273e-05i,-0.0010098+0.00023581i,-0.00049566+7.6468e-05i,0.00034829+2.1229e-05i,0.00034324-1.1138e-06i,0.00017211+0.00047476i
0.00061008+0.00041116i,0.0019092+0.0011443i,0.00097641+9.826e-05i,0.0014351+0.00024593i,0.0018851+0.00065302i,0.0011351+0.0002059i,-2.409e-05+0.0005185i,2.1407e-05+0.0008747i,0.00057115+0.0005224i,-0.00013459-0.00011515i,-0.00021554+0.00018822i,0.0002294+0.00065744i,5.0767e-05+0.00033418i,-0.00022155+0.00027981i,-7.2856e-05+0.001069i,0.0006411+0.0012035i,0.00057494+0.00099862i,-0.00010438+0.00044745i,-0.00053804+0.00025896i,-0.00065799+0.00041549i,-0.00055164+0.00051196i,-1.7309e-05+0.00092265i,-5.2938e-05+0.00073937i
-0.00059635-0.0021714i,0.00053386-0.0025888i,-0.00014784-0.0022372i,-0.00078933-0.0011762i,-0.00022586-0.00086837i,0.00048641-0.00052855i,-0.00013779-0.00068641i,-0.00085253-0.00077683i,-0.00017611-0.00045359i,0.0001259-0.0001188i,0.00011657+0.00073909i,0.00039296+0.00069813i,-3.929e-05-0.00051124i,0.00026018-0.00045255i,0.00098426+0.00029258i,0.00067444+0.00075638i,-0.00031862+0.00056036i,-0.00094055+0.00021336i,-0.0006025+0.00010389i,0.00018405+0.00012451i,0.00091495-8.0001e-05i,0.0010504+0.00050563i,0.00018264+0.00086737i
-0.00064132-0.00094949i,-0.0010019-0.0013796i,-0.00071291+0.00036328i,-0.00054184+0.001822i,-0.0006268+0.0022867i,-0.00076345+0.0020478i,-7.8282e-07+0.0013173i,-5.8337e-05+0.0010734i,-5.5943e-05+0.0013125i,-7.2031e-05+0.0014065i,-0.00041292+0.0010408i,-0.00045783+0.00024867i,-0.00037056-0.00011821i,-6.7688e-05-0.00041345i,-2.7277e-05+0.00020865i,-0.00017282+0.00062306i,0.00011478+0.0003913i,0.00036487-0.00029564i,0.00020488-0.00028207i,-8.9852e-05+0.00049321i,-0.00041608+0.00039133i,-0.00069517+0.00022894i,-0.00035241+0.00016503i
-0.00097432-0.00095026i,-0.00209-0.0015378i,-0.0015694-0.0013305i,-0.00055874-0.00021112i,0.00086688+0.00024313i,0.0016312-0.00011108i,0.00052182-0.00068817i,-0.00019517-0.00063266i,0.00044552-0.00063005i,0.00072912-0.00011494i,0.00045609+0.00095158i,-0.00032572+0.0006135i,-0.00048793-0.00038201i,0.00011229+0.0001058i,0.00037837+0.0010193i,0.0002946+0.00063933i,0.00054304+0.00011121i,0.0013357+6.2185e-05i,0.0016737+0.00054187i,0.0006851+0.00038858i,0.00019251+1.4624e-06i,0.00074731-0.00035165i,-8.7391e-05-0.00089339i
-0.00042426-0.0032554i,-0.00070298-0.0020797i,-0.0013479-0.00088976i,-0.0019581-0.00018975i,-0.0015949+0.001226i,-0.0002381+0.0014985i,-0.00028986+0.0011075i,-0.00039489+0.00098132i,-0.00087895+0.00019604i,-0.0018999-0.00018619i,-0.0014458+3.5383e-05i,-9.0595e-05-0.0006624i,0.00039795-0.0011561i,0.00028963-0.00071327i,0.00038916+0.00040588i,0.00042871+0.00064305i,0.00031561-0.00025103i,-0.00011312-0.00077634i,-0.00029961-0.00065205i,0.00064725+1.626e-05i,0.00074226+0.00011698i,-9.5852e-05-0.00045955i,3.3526e-05-0.00028606i
0.00041487-4.4172e-05i,0.00052507+0.00085864i,-0.00087679+0.0013857i,-0.00092753+0.001679i,0.001521+0.0014781i,0.0023691+0.00060885i,0.001221+0.00025401i,0.00040259+0.00037945i,0.00046147+0.0010547i,0.00016622+0.0012811i,0.00014575+0.00071658i,0.00041097-0.00019414i,0.0005392-0.00035196i,0.00021587+0.00046285i,0.0005579+0.0008796i,0.00090334+0.00072271i,0.0010576+0.00059191i,0.0014022+0.00057865i,0.00097756+0.00024051i,0.0005839+0.00014605i,0.0006818+0.00046024i,-0.00030385-2.4163e-05i,-0.00081647+4.5159e-05i
0.0002263-0.00052351i,0.00020896-0.00091233i,0.0003717+0.00057309i,0.00087762+0.00098142i,0.0015081+0.00060407i,0.00069762+0.00059804i,-0.00054829+0.00025177i,-0.00063559+1.4335e-05i,0.00015136-8.8995e-05i,0.00073565+8.686e-07i,0.00070953-0.00022783i,0.00031283-0.00029278i,0.00078658+0.00013366i,0.00093474+0.00053113i,0.00045151+0.00036463i,0.00039907+0.00027567i,-0.00011758+0.00056416i,-0.00035586+0.0003351i,0.00029426+0.00048099i,0.00043227+0.00018078i,0.00015254-0.00032242i,0.00038717+0.00015133i,0.00051748-0.000277i
-0.00082365+0.00081695i,0.00062457+0.00077369i,0.001713+0.0009638i,0.0025703+0.00094209i,0.0023353+0.00014489i,0.001072-0.00081166i,-3.1011e-05-0.00032449i,-2.058e-05+0.00028943i,0.0013482+0.00030392i,0.0014917+0.00017529i,0.00067066+3.3643e-05i,0.00045872+0.00039151i,0.00015805+0.00052174i,-0.00033439+0.00017773i,-0.00059188+0.00033363i,7.3251e-05+0.00044319i,0.00055754+0.00041035i,0.00056394+0.00029108i,0.00042448-1.5267e-05i,-9.72e-05-6.8601e-05i,-0.00057907+0.00049145i,-0.0003189+0.00097718i,0.0001592+0.00078259i
-0.0017313-0.00028171i,-0.0023323-0.00019475i,-0.0035267+0.0012725i,-0.0029662+0.0018428i,-0.00039053+0.0019833i,0.0010854+0.0013617i,0.00064484+0.00012869i,0.00022493+1.403e-05i,0.00012841-4.7147e-09i,0.00018145-0.0003557i,0.00051918-5.8653e-05i,0.000297+0.00031627i,-0.00028994-0.000607i,0.0003832-0.0015217i,0.00063588-0.0011449i,0.00033372-1.7123e-05i,-5.676e-05+0.0010715i,-0.00062487+0.0005091i,-0.00091539-4.1042e-05i,-0.0010193-7.3925e-06i,-0.00092509-7.8099e-05i,0.00015401-6.0605e-05i,0.00021347+3.5688e-05i
-0.0010139-0.00088825i,-0.00072298-0.0014924i,0.00021319-0.0012222i,0.0013996+0.00021297i,0.001337+0.0013769i,0.0010336+0.0012224i,0.00023672+0.0012355i,-0.00085773+0.0011186i,0.00011718+0.0010685i,0.00056084+0.00091792i,-0.00012277-0.00012083i,0.00047231-0.00030525i,0.00025002+0.00061586i,-0.00023425+0.00047933i,0.00014301+1.242e-05i,-9.3976e-05+0.00013194i,-1.6416e-05+0.00014096i,-7.5811e-05+0.00019773i,-0.00028881-0.00021942i,-0.00039619-0.00023219i,-8.4013e-05-0.00027003i,0.00045246-6.7476e-05i,0.00060221+0.00052854i
-0.001482+0.00054824i,-0.0025662+0.0012711i,-0.0023904+0.0019898i,-0.00092635+0.0018934i,0.00023909+0.00080323i,0.001172+5.5871e-05i,0.00032753+9.7506e-05i,-0.00074515+0.00010439i,-0.00035826+0.00031838i,0.00066339+0.00089303i,0.001283+0.0012143i,0.00099703+0.00064718i,-1.7773e-05+8.3636e-07i,-0.00021812-0.00018283i,0.00021134-0.00049533i,0.000384+0.00025491i,1.5001e-05+0.0013637i,-0.00074739+0.00059475i,-0.0010279+0.00038975i,-0.00047753+0.0013046i,0.00026322+0.0011043i,0.00073413+0.00045563i,0.00022896+0.00021272i
0.00049958-0.002476i,0.00078881-0.0025356i,0.0013684-0.0018625i,0.00030846-7.5943e-05i,-0.00091182+0.00025369i,-0.0012744+0.0002187i,-0.0012187+0.00050189i,-0.00069218+0.00023916i,-0.00019252-0.00010092i,8.5586e-05-0.00051021i,-0.00028061-9.7381e-05i,0.00032512-0.00029252i,0.0012953-0.00036214i,0.0013897+0.00024879i,0.00083095+0.00070706i,-3.0904e-05+0.00086403i,-0.0010731-0.00018648i,-0.00051897-0.00058618i,0.00011853+6.273e-05i,-9.2686e-05+9.5004e-05i,-0.00059322-0.00075001i,-0.00074249-0.00085112i,-0.00031041-0.00056815i
0.0029892+0.0012359i,0.002267+0.0013562i,0.0018054+2.7118e-05i,0.0020375-0.0018108i,0.0019432-0.0019144i,0.00041557-0.00078909i,-0.0007007-0.00082719i,-0.0003729-0.00099389i,9.6275e-05+0.0001187i,6.4377e-05-0.00050322i,-0.00030596-0.0016913i,-0.00035141-0.0012142i,-0.0006935-0.00026672i,-0.00085143+0.00047581i,-0.00066071+0.0010693i,0.00028029+0.00078204i,0.00063665-0.00032242i,9.3274e-05-0.00052548i,-0.0004704-0.00033556i,-0.00066594-7.6315e-05i,-0.00046415+0.00043744i,-0.00074576+0.00093904i,-0.00054868+0.0011912i
-0.0037045+0.0017865i,-0.0023769+0.0025815i,-0.0013121+0.0028505i,0.00067254+0.0028077i,0.0025022+0.0014125i,0.0022949-0.00013588i,0.000927-0.00039137i,-0.00028696+9.3265e-05i,5.4992e-05+0.00045326i,0.00055445+0.00088416i,1.9757e-05+0.00088874i,0.00058824+0.00022739i,0.0012041-0.00037775i,0.00055147-0.0006398i,-3.8141e-05-0.00023833i,-0.00073075+8.0306e-06i,-0.00065818+0.00039376i,-0.00053773+8.6186e-05i,-0.00075615-0.0005941i,-0.00050394-0.00040631i,-0.00029393-0.00013626i,-0.00033351+3.1775e-05i,9.4789e-05+0.00046962i
-0.0010935-9.8079e-05i,-0.00020625+0.00015737i,-0.00013195+0.00030748i,-0.0011686+0.00020233i,-8.4694e-05-0.00069719i,0.00051993-0.00032569i,-0.00049927+0.00034543i,-0.00073957+8.6835e-05i,4.7494e-05+0.00018611i,-0.00017348+0.00021207i,-0.00018087-6.9225e-05i,0.00061631-0.00052003i,0.00065355-0.00064105i,0.00028768-0.00044922i,-8.1429e-05+4.3188e-07i,-0.00060096+0.00010179i,-0.00074432+0.00031987i,-0.0007858+0.0002824i,-0.0002114-0.0003556i,0.00010106-0.00063938i,-0.00022319-0.00054199i,-0.00021062-0.00062333i,-0.0001146-0.001226i
0.00055774-9.0426e-05i,0.00037507-0.00052103i,0.00070227-0.00062641i,0.00077867+0.00013894i,0.00035843+0.00033886i,6.5038e-05-0.0003382i,0.00011255-0.00046608i,0.00052007+1.9221e-05i,0.00040308-0.00010074i,4.6251e-05+6.1459e-05i,0.00038739+0.00021243i,0.0010572+0.0001573i,0.00054322-0.00031946i,-0.00030698-0.00032147i,-0.00084973+0.00041789i,-0.00070245+0.00039467i,0.00018413-0.00026613i,0.00066606-0.00020124i,0.00056587+0.0002507i,0.00081159+0.00057263i,0.00027415+0.00027618i,0.00011257-0.00017594i,7.2391e-05-0.00015248i
0.0011588-0.0029037i,0.0019037-0.0026862i,0.0014417-0.0013952i,1.373e-05-0.00039715i,-0.00062877+0.0001986i,-0.0013394-0.00017603i,-0.0016057-0.00063295i,-0.00094974-0.00015882i,0.00019986+8.397e-05i,0.00041941-0.00019346i,-0.00038855-0.00056679i,-0.000277-0.0005238i,0.00029662-4.9342e-05i,0.00012097+6.9491e-05i,-0.00074754+0.00051252i,-0.00085559+0.00073793i,-0.00025556-3.4579e-05i,-0.0002704-0.00072055i,4.3717e-06-0.00075413i,0.00033369-0.00028045i,1.5928e-05+0.00032024i,-0.00024882+0.0002402i,0.00039991-0.0006599i
0.0030972-0.000258i,0.0031886-0.00082234i,0.0024109-0.0016978i,0.00047757-0.0014428i,-0.00028422-0.0018667i,-0.00022457-0.0016576i,-0.00028475-0.0004522i,0.00041325-0.00056499i,0.00087522-0.00011369i,0.00011349+0.00046148i,-0.00017975+0.00047703i,0.00019888+0.00010346i,0.00066786+0.00010769i,0.00040968+0.00047985i,-0.00064418-0.00023999i,-0.00065717-1.0669e-05i,-0.00049914+0.00040723i,-0.00048222-0.00011529i,0.00019474-0.00093957i,0.00050346-0.00067594i,-0.00016542+0.00071355i,-0.00031553+0.00074393i,0.00027227-0.0001079i
-0.00030249+0.0022913i,0.00048462+0.0015634i,0.0016985+0.0004471i,0.0014563-0.00047434i,0.0010275-0.00010672i,0.00086464+0.00041082i,0.001006-0.00022829i,0.00031686-4.7971e-05i,7.1808e-05+0.00041003i,0.00038248+0.0002109i,-1.5067e-05+0.00029905i,0.00045686-3.2881e-05i,0.00012093-0.00060372i,0.00037158-0.00068472i,0.00082615+0.00035618i,2.3625e-05+0.00091739i,-0.00050014+3.4592e-06i,-0.00093835-0.00024891i,-0.0008039-0.00042014i,0.00024015-0.00028044i,0.00061966+0.00035955i,-0.00021112+0.00012744i,-0.0005811-0.00033071i
-0.0034575-0.0017692i,-0.0028283-0.0013009i,-0.0015433+0.0014914i,-0.0010118+0.0034749i,-2.8646e-05+0.0031358i,0.0014902+0.0016488i,0.00088276+0.0007953i,-0.00023956+0.00067328i,-0.00073367+0.0010603i,-0.0010877+0.0008456i,-0.00075824+0.00047709i,0.00021072-0.00044485i,0.00092132-0.0009047i,0.00046289-0.0006169i,0.00017088-0.00032804i,2.2581e-05+0.00019332i,-0.00054387+0.00014632i,-0.00044683-4.7814e-05i,0.00011518-0.00056126i,0.0005645-0.00053767i,-0.00030094+0.00036509i,-0.00038568-0.00042623i,0.00055107-0.0011241i
0.00081485+0.0012926i,0.00098062+0.0012701i,0.001865+0.0014691i,0.001844+0.0011668i,0.0016826+0.00072827i,0.00093881+0.00014254i,-0.00047502-0.00089915i,-0.0011964-0.00094183i,-0.001074-4.2991e-05i,-0.0004067+0.00023842i,0.00064152+0.00012376i,0.00030415-3.7528e-06i,-0.0001592-0.00035025i,-0.00023103-0.00038562i,-0.00079156+0.00012734i,-0.00052733+0.00040345i,1.5219e-05+0.00040982i,-0.00015194+0.00051642i,-0.00036016+0.00021065i,0.00046468-0.00051041i,0.00077351-0.00092119i,0.00010319-0.00056667i,-0.000537+4.7531e-05i
5.6806e-05-0.00077343i,0.00063228-0.0021085i,0.0019036-0.0025852i,0.00090875-0.001396i,-0.00035036-0.0002901i,-0.00018995+0.00023211i,-0.00058337-8.8897e-05i,-0.00076026+8.4938e-06i,0.00019686+0.00033548i,0.00029193-8.7787e-05i,-8.2983e-06+0.00019565i,0.00028611+0.00076152i,0.00049358+0.00087759i,0.00026076+0.00071511i,0.00048129-0.00045414i,0.00067836-0.00048632i,0.00037281-0.0003728i,0.00032064-0.00068941i,0.0001454-0.00077648i,-3.0215e-05-0.0011932i,-0.00032612-0.00099366i,-0.00015248-0.00016053i,0.00046673-0.00030177i
0.0021534-0.00074544i,0.0017411-0.00060327i,0.00084009-0.0012569i,0.00040749-0.0014869i,0.00049014-0.001101i,0.00024809+0.00015386i,0.00025406+0.00076933i,2.5935e-05+0.00026467i,-0.00054169-0.00048123i,-0.00070215-0.00054123i,-0.00091822+0.00039754i,-0.00076696+0.00084978i,0.00013544+0.00076716i,-4.6955e-05+0.00088029i,-0.0008185+0.0002813i,-0.00034027-9.7341e-05i,0.00069896+0.00019684i,0.00025518-5.1378e-05i,6.2911e-05-4.8919e-06i,0.00093286-5.25e-05i,0.00046117-0.00052159i,-0.00056233-0.00021522i,-0.00093625+0.00052926i
-0.0011781+0.0043447i,0.00013753+0.0049769i,0.0020116+0.0036938i,0.0035783+0.0012919i,0.0035323-0.00075235i,0.00047984-0.0019273i,-0.0016274-0.0018516i,-0.0011462-0.00042866i,-6.266e-05+0.00048984i,0.00086922+7.5671e-06i,0.00030831-0.0008891i,-0.00061533-0.00035251i,-0.0012576+0.00019704i,-0.001079-4.0725e-05i,-0.0004716-0.00046572i,6.5587e-06-0.00068656i,0.00020452-7.0299e-05i,-7.254e-05-0.00020557i,8.1671e-05-0.00036876i,0.0003318-0.00057341i,-7.0879e-07-0.00068468i,2.8766e-05-0.00036229i,0.00011438+4.296e-05i
8.6856e-06+0.0019255i,-1.5354e-05+0.0011541i,0.00035971-0.0001974i,0.0017053-0.00055166i,0.001503-0.00052131i,-0.00013995-0.0018118i,-0.0010677-0.001665i,-0.0011229+0.00018101i,-8.4778e-06+0.00016548i,0.00035388-0.00035258i,1.3692e-06-7.7744e-05i,-9.0156e-06+7.6589e-05i,-0.00033101+0.00030585i,-0.00057396+0.00092473i,-0.000145+0.00047304i,-0.00033289+9.1472e-05i,-0.00053919+0.0004204i,-0.00045654+0.00030017i,-0.0010586+0.00037336i,-0.0012729-8.3057e-05i,-0.00027886-0.00061023i,0.00028713-0.00048741i,1.876e-05-0.00043456i
-0.00013803+0.00034312i,-0.00024263+0.00060627i,-0.00079915-0.0005387i,-0.00044711-0.0014248i,0.00019747-0.0014609i,-0.00014887-0.0013129i,-0.00050954-0.00057582i,-0.00023697-0.00018701i,0.00059284-0.00030263i,0.00066387-0.00014769i,0.00029576-0.00057794i,0.00018417-0.00024623i,0.00011618+0.00062436i,-0.00034436+0.00040147i,-0.00094691+0.00028092i,-0.0006963+0.00012577i,0.00050157-9.5414e-05i,0.0011463-5.5463e-05i,0.00024602+3.0116e-05i,-0.00040051-0.0003315i,-0.00050652-0.00018584i,-0.00062501-4.5402e-05i,-0.00023072-0.00033961i
-0.0024144-0.00089644i,-0.0031178-0.00018271i,-0.0030869+0.0019102i,-0.00085076+0.0021368i,0.0015764+0.0012649i,0.00159+5.0946e-06i,1.7468e-05-0.0011282i,-0.0011058-0.00038356i,-0.0010395+4.1202e-05i,-0.00039675+2.0817e-05i,-7.3965e-05+0.00024987i,-0.00033817-0.00028488i,-0.0006745-0.0002082i,-0.0010056+0.00025591i,-0.0010931-3.5984e-05i,-0.00069151-3.7898e-05i,-0.00078927+0.00061155i,-0.00085891+0.0010929i,-5.0236e-05+0.0016069i,0.00016651+0.0012263i,0.00024083+0.00048891i,0.00024431-0.00020292i,-0.00017391+0.00014766i
0.0017801-0.00062534i,0.0019264-0.0017562i,0.0014811-0.0012747i,0.00081747-0.00010584i,0.00052977+9.0291e-05i,-0.00064201-0.00034809i,-0.00056647-6.7996e-06i,-0.00012413+0.0002256i,-0.00021966-0.00083858i,-0.00032084-0.0011421i,0.00011868-0.00044328i,0.00031542-0.00068358i,-0.00017312-0.00079337i,-0.00069681+0.00047197i,-8.9245e-05+0.00069609i,0.00050666-5.8971e-05i,-0.00017768-0.00012414i,-9.9477e-05+0.00017623i,6.7223e-05-0.00031754i,-0.00052454-0.0010198i,-0.00077144-0.00080792i,-0.00058903+8.6855e-05i,-0.00072913+0.00039i
-0.00098668+0.00082446i,-0.00131+0.00086744i,-0.00028444+0.00181i,0.0010999+0.00096581i,0.0014889-0.0003433i,0.00048101-0.00039608i,-0.00027824-0.00016227i,-0.00029744+7.5928e-05i,4.1762e-05+0.00024655i,0.00090595+0.00068973i,0.0015977+0.00029294i,0.00084662-3.6996e-05i,0.00068684+0.00031067i,0.00036583+0.00029209i,-0.00016739+7.338e-05i,0.00040318+0.00042629i,0.00094018+0.00056555i,0.00033087+0.00047811i,-0.00021432+0.00031269i,0.00012208+0.00072138i,0.0003982+0.0004938i,0.00066156+0.00062285i,0.00079924+0.00096773i
-0.0009527+0.00063422i,-0.0020664+0.00068674i,-0.001806+0.0010131i,-0.00022015+0.00097714i,0.0010537+0.00049987i,0.0018789+0.00019799i,0.0016524+0.00052424i,0.00020641+0.00069046i,0.00034034+0.0011529i,0.00081261+0.0011023i,-0.00021927+9.216e-05i,-0.00026542-0.000343i,7.0112e-05-0.00052589i,0.00041586-0.00030543i,0.00080202+3.2294e-05i,0.0004992+4.542e-05i,0.00054761+4.303e-05i,0.00073629+0.0007777i,-6.7126e-05+0.001092i,-0.00059649+0.00030655i,-0.00032246+0.00029897i,-0.00031086+0.000768i,-0.00036455+0.00051904i
5.2258e-05+0.0023342i,0.0012982+0.0027582i,0.0011472+0.0029895i,0.0011238+0.0025966i,0.0023622+0.0011463i,0.0022558-0.00060238i,-0.00013314-0.001298i,-0.00079677-0.0011475i,7.753e-05-0.00083761i,0.00046556-8.0562e-05i,0.0007092-2.3978e-05i,0.0006127-0.00053771i,-0.00030073-0.001136i,-0.00026344-0.0017333i,0.00028758-0.0012501i,2.286e-05-0.00027299i,0.0001976+0.00090268i,0.00028468+0.0011367i,-0.00030664+0.00085014i,-0.0010714+0.00042243i,-0.0010566+0.0001551i,-0.0003988+8.87e-05i,0.00010323+0.00019364i
-0.00049243-0.000639i,-0.0016744-0.00043136i,-0.0021522+9.6997e-05i,-0.0013241+0.00053858i,0.0002706-0.00010507i,0.00098324+0.00016887i,-0.00020652+0.0003652i,-0.0011988+0.00012894i,-0.00089075-0.00046073i,-0.00032087-0.00044043i,-0.00025097-0.00067509i,-0.00028141-0.00079394i,-0.00056164-0.00016837i,-0.00059899+2.4936e-05i,-0.00020809+9.5165e-05i,0.00030425+0.00023995i,0.00018875+0.00050775i,3.5989e-05+7.3059e-06i,9.0684e-05-2.8288e-05i,-7.7799e-05-0.00075505i,-0.00043272-0.0010742i,-0.00010714-0.00061686i,0.00035567-0.00036978i
0.0023149-0.00089706i,0.0017122-0.0012214i,0.0029711-0.002151i,0.0026719-0.0024128i,0.00018679-0.0021476i,-0.0014023-0.0010788i,-0.0008512+0.00017064i,-0.00025002+0.00012627i,-0.00031247-0.00092812i,-0.00031518-0.0013992i,-0.00040926-0.0013165i,-0.00014345-0.0014063i,-0.00054253-0.00086089i,-0.00036469-7.8349e-05i,0.00023903+0.0002803i,-0.00030767+1.0989e-05i,-0.00043037-0.00026954i,-0.00010601-5.9682e-05i,2.1653e-05+0.00014207i,-0.00055957+4.6576e-05i,-0.000588+0.00014515i,-0.00041183+0.00050343i,0.00035695+0.00033621i
-0.0017894+0.00072336i,-0.0013516+0.0011137i,-0.00046175+0.0016004i,6.3553e-05+0.0013293i,0.00049488+0.0007555i,0.00061772-0.00052859i,-0.0001541-0.00041305i,-0.00068288+0.00087947i,-3.897e-05+0.00030961i,0.00046849-8.447e-06i,7.4728e-05+0.00046276i,-0.00031225+0.00022574i,-0.00042637-0.0003299i,0.00038391-4.9988e-05i,0.00081387-0.00019486i,0.0002876-0.00010439i,-2.9963e-05+0.00065534i,-0.00031046+0.00064729i,-0.00036869+0.00010113i,-0.00021197-0.00016969i,-0.00040087-5.0046e-05i,0.00012823-3.8936e-05i,0.0005214+0.00013735i
-0.00022882+0.0015145i,-0.00040116+0.0018989i,-0.0006514+0.001825i,0.00041629+0.0013202i,0.0017447+0.00030204i,0.0017511-0.00026486i,0.0013238-4.8029e-05i,0.001041+0.00035598i,0.0005924+0.00016749i,-3.812e-05-0.0006603i,-4.9961e-05-0.00087353i,0.00064722-0.00034961i,0.00086793-0.00028154i,0.00086054+0.000119i,0.00068134+0.0010822i,0.00080033+0.0011688i,0.00078916+0.00034676i,3.8625e-05-0.0004568i,4.3054e-05-0.0007197i,0.00019498-0.00018726i,3.8152e-05+0.00046407i,0.0005172+0.00054866i,0.00058159+0.00014178i
-0.0010695+0.00040751i,-0.0010072+0.00016368i,0.0005508+0.00020776i,0.0015812-4.7542e-05i,0.001057-0.00014897i,0.00063027-0.00035644i,0.00046138-0.00032488i,-0.00035213-0.00016492i,-0.00093245-0.00018781i,-0.00047193-0.00027215i,-0.00031511-0.00061562i,-0.0010017-0.00079104i,-0.00043982-0.00059281i,0.00038601-0.00080457i,0.00091881-0.0011086i,0.0001207-0.00045777i,-0.00017273-0.0001939i,0.00014244-0.00072447i,0.00011438-0.00012362i,0.00043857+0.00012639i,-5.5083e-05-0.00012358i,-0.00034217-0.00028483i,0.00030156-0.00093611i
-0.00027831-0.0026557i,-0.00043223-0.0038364i,-0.0015729-0.00095137i,-0.0023008+0.0021422i,-0.0010378+0.0028493i,0.0010623+0.0015604i,0.0013257+0.00032223i,0.00042967+0.00054561i,0.00016811+0.00046188i,0.00053531+9.038e-05i,0.00072675+0.00046078i,0.0003567+0.00072745i,0.00036325+0.00091149i,0.00037282+0.001086i,0.00070418+0.00039543i,0.00079095-0.0001989i,-9.7387e-06-0.00056912i,-0.00058695-0.00091314i,-0.00082631-0.00089302i,-0.00033756-0.00061971i,0.00055227-0.00010984i,0.00086875-0.00030197i,0.000459-0.0002006i
-9.4764e-05+0.0010997i,0.00011833+0.0011022i,0.00071063+0.00032007i,0.00044561-0.00039235i,0.00056854-0.00099261i,0.00046083-0.0010425i,-0.00026364-0.00061371i,-0.00026513+0.00043617i,-1.6597e-05+0.00047401i,0.00015712-0.0002376i,0.00040901-0.00052608i,0.00037876-4.0848e-06i,-0.00047167+0.00050413i,-0.00078748+0.0006149i,9.059e-05+0.00083515i,0.00053013+0.00037278i,0.00042247-0.00026169i,0.0007215+6.6795e-05i,0.00087174+0.00060409i,0.00052286+0.00010291i,0.00047571-0.00074894i,0.00079641-0.00087811i,0.0005596-0.00077653i
0.0018689-0.00084441i,0.0011221-0.0012992i,-2.0398e-05-0.00045095i,-0.00019071+0.00034213i,0.00029087-0.00015147i,0.00034715-0.0012621i,0.00042473-0.00089329i,0.00039807-9.8281e-05i,0.00021717+0.00023684i,1.3543e-05+0.00078608i,6.3743e-05+0.00123i,-0.00081588+0.0011326i,-0.0011366+0.00014926i,-0.00031949-0.00017914i,0.00013863+9.7597e-05i,0.00049166-9.6673e-06i,0.00052499-0.00021457i,0.00044917-0.00037575i,0.00042564+6.5497e-05i,-0.00010074-8.8948e-05i,-1.0994e-05-0.0006306i,-0.00052448-0.00046637i,-0.0010532-0.00029189i
0.0012956+0.00016992i,0.00048308-9.4566e-05i,0.00027546-0.0007135i,0.00094523-0.00030262i,0.00071421+0.00062537i,-0.00046046+0.00066282i,-0.0010552-3.1038e-06i,-0.00027264+0.00016057i,0.00038459+0.00040807i,-7.4258e-05-3.9442e-05i,-0.00026919-0.00019333i,0.00070024+0.00049606i,0.00072112+0.00077801i,0.00018554+0.0006427i,0.00025349+0.00097836i,0.00043742+0.00047099i,0.0006975-0.00051826i,0.00014783-0.00048271i,-0.00035635+2.3377e-06i,-0.00063814+0.00029118i,-0.00065268+9.95e-05i,-0.00015083+0.00031135i,-0.00024502+0.00054927i
0.00024131-0.0003945i,-0.00068622-0.00037598i,-0.0008928-0.00047039i,-0.0004881+0.00031838i,-0.00013883+0.00054185i,-0.00060719+0.00013724i,-0.00097273+0.00010964i,-0.0005627+0.00035336i,0.00027041+0.00043653i,0.00044531+3.4171e-05i,-0.0003287+5.5405e-05i,-0.00033747+9.7738e-05i,-0.00013536-0.00051698i,-0.00016103-0.00071923i,1.3663e-05-0.00013027i,0.00060263-0.00032577i,0.000696-0.00057526i,0.00052105+0.0002613i,0.00031173+0.00053006i,0.00056854-4.137e-05i,0.0015904-0.00017376i,0.0012602-0.00037334i,-0.00013798-0.00029395i
