-0.00062708-0.00032934i,-0.00067355-0.001015i,-0.0028153-0.0011776i,-0.0039132-0.00030637i,-0.0033535+0.001493i,-0.0026986+0.0025956i,-0.00058959+0.0024412i,0.0014095+0.0012728i,0.001441-2.2273e-05i,0.00073267-0.00088203i,0.00016115-0.0010043i,0.00010631-0.00093723i,-0.00028585-0.00015143i,-0.00046178+0.00022273i,0.00014124-0.00038996i,0.00051675-0.00039613i,0.000419-0.00032119i,0.00032205-0.00032141i,0.00079996-0.00045291i,0.00061551-0.00046408i,-0.0005017-7.6061e-05i,-0.0011161-0.000489i,-0.00044519-0.00068695i
-0.001881-0.00090581i,-0.0020783+5.9725e-05i,-0.0017987+0.00021827i,-0.0005269+0.00020234i,7.4802e-05+0.00057557i,-0.0006986+0.0006446i,-0.00041453+0.00080158i,0.00079582+0.00024192i,0.00076301-0.00044214i,0.00026409-0.00013835i,-0.00026235+9.9114e-05i,-0.00077715+2.191e-05i,0.0001122+0.00021088i,0.00031924+0.00053704i,0.00063371+0.00034263i,0.00077177+6.7949e-05i,0.00048692-0.00029006i,0.0011107-0.00082621i,0.001198-0.00048274i,0.00032085+0.00026504i,-0.00026116+0.0002395i,-0.00022618-0.00015003i,-2.9864e-05+0.00016276i
-0.0010534+0.00026493i,-0.0013486+0.0010563i,-0.0010744+0.0014072i,-0.00014466+0.00048429i,-8.5925e-06-1.0673e-05i,0.00049867-0.00063864i,0.00028019-0.00050935i,-0.00036753+0.00021771i,-0.00015983+0.00070085i,-0.00033851+0.0013337i,-0.00098252+0.00089552i,-0.0011253-8.6642e-05i,-0.00042194-0.00072894i,0.00057021-0.00083135i,0.00079538-0.00040291i,0.00064378-0.00010442i,-0.00024604-0.00065218i,-0.00067495-0.0012288i,2.1867e-05-0.0011241i,4.5244e-05-0.0003989i,0.00035798+0.00023219i,0.00090834-0.00040327i,-1.4002e-05-0.00033696i
0.00044622+0.0022341i,0.00011628+0.0019106i,0.0014483+0.0012036i,0.0014421+0.00074923i,0.0008127-0.00012955i,-9.292e-05+0.00017613i,-0.00035573+0.00066159i,-0.00026056+0.00075841i,-0.00040314+0.00073285i,-0.00028646+3.2264e-05i,-0.0002654-5.4765e-05i,-0.00018482-2.2866e-05i,0.00027737-0.0003675i,0.00026139-0.00049342i,0.00071569-0.0005956i,0.00064237-0.00021888i,-0.00042266+0.00020093i,-0.00081607+0.00052824i,-0.00073482+0.00075505i,-0.00049745+0.00012079i,-0.00023516-0.00046879i,-8.3488e-05-0.0010929i,0.00028161-0.00094643i
0.00017952-0.0015428i,-0.00034198-0.0017246i,-0.0015822-0.0010305i,-0.00093968-0.000772i,-0.0005094-0.00095664i,-0.001034+0.00028178i,-5.3287e-05+0.001088i,0.0014664+0.00104i,0.00098743+7.3113e-05i,-0.00034155-0.00057495i,-0.0010614-0.00025965i,-0.00051978-0.00025137i,-0.00025559+0.00062402i,2.4296e-06+0.0011477i,-0.00016873+0.0012016i,-0.00086052+0.0010614i,-0.00075052+7.1823e-05i,-0.00050324-0.00062886i,0.00027262-0.00049323i,0.00092875-6.0886e-05i,0.00028172-0.00033155i,-7.5955e-06+0.00038793i,-8.1496e-05+0.00089617i
-0.00042053-0.0010483i,-0.00047658+0.00014651i,-0.00081772+0.001017i,-0.0011766+0.0008425i,-0.00054333+0.00065491i,8.4736e-05+0.0011894i,0.0002748+0.0014545i,-7.6109e-05+0.00034271i,-0.0013436+4.0328e-05i,-0.0013839+0.00035352i,-0.00040616+3.5011e-05i,-6.624e-05-0.00013397i,7.3214e-05-0.00042884i,0.0012927-0.00089954i,0.0020131-0.00099128i,0.0012063-0.00068719i,-0.00014839-0.00034851i,-0.00095422-1.4763e-05i,-0.00063189+0.00048969i,-0.00016576-2.3978e-05i,-0.00049282-0.00075813i,-0.00079277-0.00045945i,0.00015441+5.1445e-05i
0.0019772+0.00048329i,0.0014964+0.0012018i,2.0415e-05+0.00077178i,-0.00091187-0.00064565i,-0.0014505-0.00097788i,-0.0012702+7.3189e-05i,-0.00036534+0.0010558i,6.4964e-05+0.00057308i,0.00064842-0.00060243i,0.00025567-0.00063025i,-0.00017304-0.00028046i,4.9398e-05-0.00071759i,-3.563e-05+0.0003242i,-0.00021949+0.0013244i,-0.00079332+0.0010576i,-0.0011967+0.00061622i,-0.0007827+0.00015797i,0.00018217-0.00065511i,0.00089511-0.00065188i,0.00051197+0.0008093i,-0.00018116+0.00062579i,-0.00074478-6.9622e-05i,-0.00081465+0.00036202i
-0.0011551-0.0011412i,-0.0014079-0.00047948i,-0.0015871-9.5125e-06i,-0.0010205-1.8666e-05i,-8.5241e-05+0.00020499i,-0.00033107+0.00040682i,-0.00086276+4.9832e-05i,-0.00052897-7.6191e-05i,0.00023444-0.00023313i,0.00013008-3.9818e-05i,-0.00013055+7.6937e-05i,3.0561e-05-0.00018976i,-2.0567e-05-0.00046867i,-6.6768e-05-0.00052351i,0.00029342-0.00010503i,0.00050143+9.3444e-05i,0.00012885+4.6945e-05i,-0.00015231+0.00031717i,-0.00022279+0.00017817i,3.8647e-06-0.00028968i,0.00027072+0.00043724i,1.8781e-05+0.0011183i,-0.00012118+0.0008878i
-0.00065733-0.0019045i,-0.002107-0.0023658i,-0.0019888-0.00086107i,-0.002179+0.0003177i,-0.0030297+0.00010489i,-0.0019358+0.00016469i,0.00026545+0.00061994i,0.0007652+0.00027054i,0.00049904-0.00053551i,-0.000357-0.00044741i,-0.00049217+0.00030633i,0.00022534+0.0005468i,0.00084335+0.00037554i,0.00079254+0.00054825i,0.00065358+0.00066163i,0.00043434+5.7933e-06i,-6.5302e-05-0.00016998i,-0.00037309+0.0004489i,-0.00026294+0.00050306i,-0.00043051+0.00025375i,-0.00081067-1.8621e-05i,0.00046707-0.00044413i,0.0014558-0.00060118i
0.001498+0.00065457i,0.00078634-0.00014614i,0.00013913-0.0013456i,0.00015868-0.0018598i,-0.00067763-0.0020079i,-0.0016719-0.00077113i,-0.0010348+0.0010324i,-4.2817e-06+0.0012413i,-0.00015628+0.00020223i,-0.00053053-0.00032684i,-0.0010045-0.00035777i,-0.00088028-0.00056529i,-0.00071707-0.0011134i,-0.00092955-0.001427i,-0.00072085-0.00047053i,-0.00050259-0.00030158i,-0.00056789-0.0011323i,-0.000416-0.0008669i,-0.00021213-0.00012759i,0.00062147+7.8156e-05i,0.00095631-0.00045361i,0.00062717-0.0007102i,0.00069833-1.901e-05i
0.00086774-0.00065042i,0.00039457+0.00042418i,0.0007986-8.6357e-05i,0.000512-0.00085059i,-0.00035914-0.00054096i,-0.00061181-1.1783e-05i,-0.0010447+0.00052044i,-0.00057762-2.1308e-05i,0.00026492-0.00065361i,0.00026055+0.00019841i,-0.00035009+0.00040281i,-0.00081716-2.2353e-05i,-0.00015958-2.9907e-05i,-2.378e-06-0.0001477i,-0.00051313-0.00028432i,-0.00062171-0.00085692i,-0.00046394-0.0011119i,-0.00072638-0.00055816i,-0.00032348+0.00034526i,0.00057046+0.00065605i,0.00039187+0.0004917i,0.00033371+7.4356e-05i,0.00077807-0.00034156i
0.00022771+0.0010932i,-0.00010685+0.0013407i,0.00069464+0.0012452i,0.0013001+0.00029826i,0.00047272-0.0012844i,-0.00070764-0.0016204i,-0.00080765-0.00044228i,-2.9647e-05+0.00057463i,0.00010906+0.0001101i,0.00021499-0.000662i,-0.0003551-0.0011815i,-0.00099459-0.0010483i,-0.001042-5.7903e-05i,-0.00040542+0.00026891i,-0.00034274-0.00039465i,-0.00076984-0.001116i,-0.00087238-0.00044481i,-0.00087111-0.00017229i,-0.0002996-0.00031204i,7.6524e-05+0.00020869i,-6.6736e-05+0.00079947i,-0.00056202+0.00063934i,-0.00067425-0.00038739i
0.0006152-0.0001276i,0.00036785-0.00045854i,0.00017436-0.00092431i,-0.00037586-0.0011912i,-0.00088388-0.0014195i,-0.00087962-0.0009052i,-0.00048102+0.00023159i,0.0002596+0.0004236i,0.00064287+2.8289e-05i,0.00011255-0.00010512i,-0.00045545+0.00039608i,-0.00096136+0.00035739i,-0.0013478-0.00012723i,-0.00025156-0.00042095i,0.00062938+0.00052377i,0.00082449+0.00080354i,0.0007584+0.00015296i,0.00049299-0.00015879i,0.00070859-0.00010192i,0.00058962-4.3483e-05i,0.00051831-0.00046337i,-0.00022578-0.00020668i,-0.00074443+0.00027801i
-0.0013157+0.0013592i,-0.00066845+0.0028908i,-0.00039592+0.0025773i,0.00028333+0.0012393i,0.00027545+0.00034082i,-0.00057463+5.3797e-05i,-0.00074401-0.00069746i,-0.00069766-0.0012077i,-0.00089146-0.0003314i,-0.00086798+0.00034045i,9.7561e-05+0.00059031i,0.00088838+0.00053213i,0.00083965+0.00041465i,0.00089393-3.1691e-05i,0.00061139-0.00053071i,-0.00034986-0.00060571i,-0.00034615-0.00061933i,-0.00033414-0.00052694i,-0.0005865-0.00051618i,-0.00065306-0.00011165i,-0.0003307+0.00035698i,0.0002768+0.00061113i,0.00014349+0.00027604i
-0.00031181-5.2162e-06i,-0.00079238+6.9982e-05i,-0.00075747+0.00029421i,-0.00051741-0.00052053i,-0.00064696-0.0012399i,-0.0011794-0.00083006i,-0.00046548+0.00049644i,0.00027145+0.00065673i,0.00017416+0.0010973i,-0.00038369+0.0014187i,-0.0012354+0.00085304i,-0.00085687+0.00038673i,-0.00043026-0.00081486i,0.00012273-0.00099176i,0.00041943-0.00028379i,0.00078918-0.00035195i,0.0010937-4.5178e-05i,0.00019967+1.101e-05i,-6.2451e-05-0.00053092i,-2.7666e-05+9.69e-05i,0.00061984+0.00077742i,0.0013735+0.00014821i,0.0016504-0.00044988i
0.0011318+0.00044252i,0.0012507+0.00042048i,0.00093453+0.00078079i,0.00044499+0.0002988i,8.5167e-05+3.0904e-05i,-0.00011155+0.00048277i,0.00067802+0.0010248i,0.00092429-0.000142i,0.00023857-0.00093768i,-0.00059353-0.00014805i,-0.00079911+0.0005508i,-0.00038187+0.00091036i,0.00028322+0.0005139i,0.00061126+0.00011697i,0.00023361+0.00024871i,3.0405e-05+0.00045894i,-0.00020269+0.0006623i,-0.0009948+0.0012548i,-0.0011864+0.0006035i,-0.00033401-8.1992e-05i,0.00029054+0.00029047i,-0.00027801+0.00074363i,-0.00096721+0.0008799i
-0.00048117+0.0012177i,-2.0844e-05+0.00017133i,-0.00031174+1.0918e-05i,-0.00067457-1.0552e-05i,-0.0016841+0.00028133i,-0.0017762-1.832e-05i,-0.00043394-0.00062809i,-3.1613e-05-0.00063182i,6.0725e-05-0.00012624i,0.00041804+0.0010928i,0.000258+0.0011644i,-0.00012159+5.3133e-05i,-0.0003337-0.00025621i,-0.00051774-0.00018113i,0.00043481-0.00015723i,0.00038104+0.00014657i,-0.00030117-0.00010225i,-3.4097e-06-0.0011345i,0.00017479-0.0016039i,0.00028567-0.0010437i,-0.00012484-0.00026526i,-0.0003045+0.00025994i,-0.00014991+0.00074804i
-0.0006029-9.4392e-05i,-0.0014938+0.0008344i,-0.00078456+0.0010913i,0.00082045+8.2661e-05i,0.0010051-0.0010251i,-0.0008029-0.0011198i,-0.0010647-3.5808e-05i,-0.00048799+0.00050767i,-0.00048619-1.6733e-05i,-0.00013427+0.00010377i,0.00027532-6.6963e-05i,0.00052122-0.00021889i,-0.00010461-1.0373e-05i,0.00028837+8.5399e-05i,0.00106+0.00042146i,0.0010119+0.00032706i,0.00091617+9.708e-06i,0.00023435-0.00049165i,-3.3457e-05-0.00045256i,-0.00017574+0.00036288i,-0.00030067+0.0006048i,0.00029641+0.00034087i,0.00079985+0.00016379i
0.00027587-0.0022897i,7.8686e-05-0.0019575i,-6.6675e-05-0.001355i,-0.00019229+0.00020904i,-0.00072885+0.00035925i,-0.00043803-0.00022548i,0.0001633+0.00023837i,0.00059684+9.854e-05i,0.00095197-0.00021197i,0.00046901+3.0813e-05i,-0.00035497+6.6248e-05i,-0.00067056-0.00011784i,-0.00067621-0.00033556i,-0.00054715-0.00071423i,-2.3212e-05-0.00086589i,-0.00013542-0.00042283i,-0.00013477+5.6596e-05i,0.0001422+0.00039658i,0.00035003+0.00029456i,0.00098237-0.00027099i,0.00012725+4.5289e-05i,-0.0006751+0.00052035i,-0.00078069+0.00033698i
0.00054503-6.9806e-05i,-9.2002e-05+0.00065897i,-0.0009271+0.0010793i,-0.0011531+0.00069719i,-0.0015028+0.00046234i,-0.00096787-9.7184e-05i,9.112e-05-0.00021976i,0.00019028+0.00015231i,0.00016217+0.0005029i,0.00029986+0.00056918i,0.00025201+0.00060436i,-1.722e-06+0.0006629i,-6.8375e-05+0.00056022i,-0.00022549-0.00030856i,0.00038066-0.0003475i,0.0004941+0.00036056i,0.00024502+0.00033718i,0.00080568-0.00023891i,0.00059476-0.00011i,-0.00044532+0.00018738i,-0.00041563-0.0001723i,0.00057818-0.00056304i,0.00071509-0.00044873i
-0.00070422+0.0029468i,-0.00032168+0.0031719i,0.00049774+0.0019146i,0.00041404+0.0010088i,-0.0002135-2.3565e-05i,-0.00080435-0.0011576i,-0.001168-0.0011314i,-0.00099257-0.00056013i,-0.00082714+0.00022842i,-0.00040595+0.00080708i,0.00038068+0.00036141i,0.00065065-0.00032503i,-0.00074869-0.0009618i,-0.0015453-0.001563i,-0.00060986-0.00060297i,1.3962e-05-4.8676e-05i,0.00022826-0.00011413i,0.00047908+0.00042903i,0.00040275+0.0011195i,0.00027519+0.000641i,0.00018503-0.00013078i,4.0187e-05-0.00067288i,-0.00023196-0.0011738i
-0.00072655-9.328e-05i,-0.001648+0.00022822i,-0.0013611+0.0015986i,-0.00061025+0.0021014i,-1.6991e-05+0.0011224i,-0.00064764+0.00033058i,-0.00084216-9.3e-05i,-0.00053511+0.00057135i,-0.0004907+0.00065154i,-0.00081005+0.00035961i,-0.001013+0.00046358i,-0.0013442+0.00023699i,-0.00074856+0.00012486i,0.00025818-0.00022002i,0.0003468-0.00023277i,0.00014863+0.00018368i,0.00020522+8.578e-05i,0.0008176-7.279e-05i,0.00080871-0.00026784i,-8.8976e-05-0.00056317i,-0.00039034-0.0006889i,-7.4737e-05-0.00071827i,-0.00041337-0.00020156i
0.0020531-0.0023214i,0.00061412-0.002006i,-5.4053e-05-0.0022678i,-0.00044472-0.0027404i,-0.0014382-0.0019786i,-0.0018749-0.0011557i,-0.0011328-0.0004502i,-0.00058057+0.0001076i,-1.4302e-05+0.00030259i,0.00037912+0.00030209i,0.00049709+0.00015898i,0.00062953+0.00016755i,0.00012414-0.00022947i,-3.3334e-05-0.00068644i,0.00019294-0.00034551i,-0.00053205-0.00011296i,-0.00046948-0.0003864i,6.0745e-05-0.00035562i,-0.00034504-0.00034126i,0.00013941-0.00025923i,0.00059324-2.9087e-05i,0.00039421+2.0871e-05i,1.6501e-05+0.00026321i
0.0014595-0.00063572i,0.0008367-0.0006846i,0.00015213+0.00016141i,-0.00096415-0.00021097i,-0.0014051-0.00057713i,-0.00063852+0.00029837i,0.00053638+0.001006i,0.00049275+0.0013332i,0.00045901+0.0009055i,-0.0004064+0.000291i,-0.0012403-8.2431e-06i,-0.00094103-0.00022779i,-0.00068628-0.00061164i,-0.00076904-0.0010161i,-0.0012431-0.001164i,-0.00088025-0.00080491i,-5.7318e-05+4.9456e-05i,1.1745e-05+0.00052213i,-8.5167e-05+0.0010096i,-4.6744e-05+0.0013696i,0.00036345+0.001283i,0.00034532+0.0005514i,0.0001663+0.00019621i
-0.0023258-8.0907e-05i,-0.0016582+0.00023963i,-0.00035264+0.00080623i,-0.00022869+0.0010827i,-9.3815e-05+0.00022048i,0.00055235-0.00018296i,0.00083782+0.00050379i,0.0005166+0.00064393i,0.00041505+0.0003502i,0.00043703+0.00023094i,0.00025743+0.00013098i,0.00052485-0.00032879i,0.00073602-0.00031031i,0.00082606+0.00024639i,0.0005944+0.00042623i,-0.00032783-0.00018776i,-0.00060549+0.00013383i,-4.562e-05+0.00088613i,0.00074396+0.00037877i,0.00077109+0.00066308i,0.00037122+0.0011205i,-6.3056e-06+0.00033735i,0.00014766-0.00048482i
-7.2886e-05-0.0015529i,0.00061598-0.0015535i,-0.00011031-0.0011015i,5.0086e-05+0.00033944i,-2.4227e-06+0.0010201i,-0.00021705+0.00091311i,-0.00019823+0.0013166i,-0.00046087+0.0016631i,1.0414e-05+0.00067211i,0.00018164+0.00015533i,-0.00027726+0.00073005i,-0.0004676+0.0011772i,0.00012712+0.00083681i,0.00074094-0.00023117i,0.00053347-0.00064337i,-9.053e-05-0.00023108i,-0.00049527-0.00053672i,6.9032e-06-0.00083591i,0.00048994-0.00071812i,-0.00037697-0.00063487i,-0.00063106-0.00060016i,0.00027356-0.00065977i,0.00040756-0.00092721i
-0.00067079-0.0014662i,-0.00077006-6.052e-05i,-0.0012401+0.0017237i,-0.0016241+0.0016142i,-0.0012205-0.00013221i,-0.00070409-0.0013263i,-0.00089004-0.00032226i,4.2788e-06+0.00017474i,0.00028624+0.00026045i,-0.00070123+0.00042154i,-0.0012253+0.000218i,-0.00044572-0.00019542i,0.00075753-0.00014437i,0.00071864+0.00018625i,0.00046123+0.00015599i,-1.6028e-05+0.00038937i,-0.00069251+0.00011249i,-0.00072749-8.8224e-05i,-0.0002867-0.00046409i,-0.00028635-0.0010938i,-0.00074576-0.00032833i,-0.0011583-6.0651e-05i,-0.00092284-0.00026482i
-0.0018871+0.0012376i,-0.002657+0.0019697i,-0.0016653+0.0018503i,-0.00051673+0.0013567i,3.6448e-05+0.00054253i,9.9361e-05+0.0001743i,0.00060316+0.0010593i,0.001143+0.00073965i,0.00074327-0.00030122i,2.3499e-05-0.0010391i,-7.4571e-05-0.0011287i,-0.00022058-5.7955e-05i,0.00023149+4.8395e-05i,0.0010594-0.00071909i,0.0006231-0.00089577i,0.00048075-0.00025293i,0.00045212-0.00018508i,0.00023109+0.00017817i,-0.00050865+0.00076921i,-0.0011093+0.00040441i,-0.00071975-3.891e-05i,-0.00020729+0.00019756i,-0.00042451+0.00048787i
0.00016461-0.0031981i,-0.0010888-0.0033669i,-0.00067154-0.0021054i,-6.1822e-05-0.00022713i,7.9179e-05+0.00074611i,-0.0003075+0.00066385i,-0.00025621-5.6583e-05i,-0.00021156-2.1658e-05i,-0.00059645+0.00015214i,-0.00051883+0.00020065i,-0.00038748+0.00033859i,-0.00015263+0.00051875i,0.00049657+0.00090617i,0.00071657+0.0011134i,0.00019711+0.00049811i,-3.7225e-05-0.00013155i,-0.00010635+0.00035819i,-0.00034283+0.00068743i,-0.0001809+0.0010708i,-0.00031477+0.00044409i,-0.00085809-0.00057275i,-0.0007539-0.00052957i,-0.00067969-0.000608i
0.0012741-0.000347i,0.00070798-0.00062618i,-3.2012e-05-0.00097358i,-0.00067717-0.00050645i,-0.0011703+0.0001285i,-0.00076536+0.00069546i,0.00067491+0.0016857i,0.0010808+0.0017078i,0.00077432+0.00065822i,-0.00018105-5.0934e-05i,-0.00014325+0.00012134i,0.0003406+0.00025028i,0.00035901+0.00049001i,0.00032007+6.2598e-05i,0.00013135-0.00054899i,-3.7767e-05-0.00021964i,-0.00043651+0.00029759i,-0.00069772+0.00056019i,-0.0004509+0.00033527i,-0.0003654-0.00030236i,-0.00073558-0.00096668i,-0.0012479-0.0011733i,-0.00069055-0.00065272i
0.00080312-0.0002578i,0.00097866+0.00064408i,0.001565+0.00050346i,0.00059399-0.00027588i,-0.00040763-0.0012576i,-0.00013774-0.0010078i,0.00043423+0.0006554i,0.00074375+0.001186i,0.00052273+0.00032468i,0.00024061-2.7967e-06i,-0.00011709+0.00055961i,-0.00099714+0.00020367i,-0.0007214-7.6022e-05i,0.00024962+0.00096654i,0.00021595+0.0010321i,-0.00011135+0.00017132i,2.813e-05-0.00044708i,9.5499e-05-0.0007751i,0.00079207-0.00019784i,0.00085851+0.00067739i,0.00014118+0.00031788i,0.0004037-0.00044176i,0.00066208-0.00016862i
-0.0010083-0.00069786i,-0.0020198+0.00049311i,-0.0017154+0.0016316i,-0.00069852+0.0012709i,-0.00043238+0.00047705i,-0.00048394+0.00057934i,-0.00030541+0.00071323i,-0.00012326-0.00010874i,5.8767e-05-0.00020326i,0.00042899+0.00044276i,-3.7029e-05+0.0002458i,-5.3452e-05-0.00030386i,-0.00041672-0.00031983i,-0.00092621-0.0010654i,-0.00023965-0.0017082i,0.0002654-0.00089296i,0.00038935+0.00076528i,-0.00016182+0.00075131i,-0.00067102-7.5031e-05i,-0.00082928-5.7594e-05i,-0.0013132-0.00025414i,-0.00085778-3.3169e-05i,-5.1182e-05+0.00018697i
-0.00034332-0.0013145i,-0.00079065-0.0016954i,-0.0014729-0.0013347i,-0.001811-0.0015375i,-0.0014963-0.001129i,-0.0011833+0.00023205i,-0.00081175+0.0010114i,-0.00017871+0.0007759i,-0.00034973+0.00053496i,-0.00069971+0.00055993i,-0.00081868+0.00071669i,-0.00087173+0.00035721i,-0.00086856-8.427e-05i,-0.0001867+0.00049004i,0.0005852+0.00042112i,0.00041165-0.00053394i,-0.00026445-0.00065942i,0.00020801-0.0004706i,0.00087453-0.00032405i,7.8494e-05+0.00011821i,-0.00053028+0.00017828i,-0.00030807+8.0986e-05i,-0.0007541+0.0001778i
0.00067028+0.00058209i,0.00015794-0.00011189i,0.00044254-0.00046436i,0.00024543-0.00035253i,0.00058466+4.7319e-05i,-3.3384e-05-0.00023414i,-0.00046691-0.00026233i,-0.0002088-6.3976e-05i,-7.2942e-05+0.00057289i,-0.00062153+0.0012302i,-0.00078256+0.0005948i,-0.00017455+0.00050791i,0.00010344-0.00013203i,0.0001959-0.00065261i,-0.00018759+8.6438e-05i,-0.00079294+0.00025193i,-0.0011402+6.7585e-05i,-0.00079604-0.00010163i,-0.00032079+0.00020051i,-0.00075041+0.00032996i,-0.0010018-0.00038721i,-0.00018789-0.00068458i,5.6735e-05-0.00057223i
-0.0019102-0.00013541i,-0.0022646+0.00067686i,-0.0020089+0.0021725i,-0.0012519+0.0014141i,0.00016771-5.6863e-05i,0.00062638-0.00016972i,0.00036972+0.00023817i,-0.00021318+0.00028258i,0.00043824+0.00054187i,0.00057345+0.0012217i,0.00015664+0.00015923i,3.2674e-05-0.00035666i,-5.863e-05-0.00027704i,-0.00018749-0.00039998i,-0.00066061-0.00016416i,-0.00010068-0.00013371i,0.00068865-0.00051762i,4.1345e-06-0.00061183i,-0.00069412-0.00075535i,-0.00028242+5.7168e-05i,-0.00014679+0.00090823i,0.00064068+0.00068229i,0.00095733+0.00052116i
0.00031538+0.0001507i,-4.4979e-05-0.00044025i,-6.8525e-05-0.0013119i,0.0001581-0.00016875i,-4.3782e-05+0.0013073i,0.00018336+0.0012407i,0.00030205+0.0011777i,0.00013805+0.0011811i,0.0001329+0.00085624i,0.00028075+0.001347i,0.00046758+0.00072968i,9.1531e-05-0.00036188i,-0.0011886-0.00092414i,-0.001549-0.00040873i,-0.00048614+0.00068251i,0.00049624+3.5926e-06i,0.0010967-0.0006374i,0.00099539+1.5221e-05i,0.00069983+0.0002153i,0.00078132-9.6173e-05i,0.00035373-0.00023855i,0.00038858+0.00020298i,0.00092241+0.00063566i
-0.00053488+0.0018375i,-0.00020784+0.0019904i,0.00041107+0.0018283i,0.00081104+0.001145i,0.00034881+0.00029051i,-0.00037588-0.00018202i,-0.00028663-0.00022729i,3.4608e-05+0.00029597i,3.1076e-05+0.00042355i,-7.2939e-05+0.00037289i,7.9222e-06+0.00034576i,-0.00012241+0.00024575i,4.6839e-05+0.00040662i,0.00013627-0.00018332i,4.9326e-05-0.0012956i,0.00036664-0.0012747i,0.00058846-0.00040088i,0.00022334+0.00026938i,0.00019247-4.7185e-05i,0.00030233+0.00048109i,-0.00062412+0.0011644i,-0.00035292+0.00051491i,0.00048103+0.00031288i
-0.00036084-0.00049179i,-0.00090698+0.00046481i,-0.0011613+0.0010601i,-0.0015831-7.9304e-05i,-0.0011494-0.00098297i,-0.00076991-0.0010115i,-0.00049789-0.0002148i,0.00056218+0.00056773i,0.00020263+0.00077391i,-0.00083781+0.00023874i,-0.00021288-0.00047933i,0.00052813-0.00081387i,0.00083111-0.00058586i,0.0010154-0.00020649i,0.00034405-0.00065871i,-0.0009007-0.00097729i,-0.00015381-0.00043131i,0.00084128+0.00046515i,0.0006515-0.00020131i,0.00098357-0.0012668i,0.001626-0.0010188i,0.0009397-0.00052219i,-0.00051097-0.00088965i
-1.3454e-07+0.0018198i,0.001019+0.0020902i,0.00092705+0.0011047i,0.00050971+0.00043052i,-0.00049496-0.00012829i,-0.0012827-0.0011177i,-0.00067256-0.00039497i,-8.5835e-05+0.00047206i,-0.00020481-0.000412i,0.00016727-0.00070358i,0.00059178-0.00068637i,0.00017122-0.00054979i,-0.00021224+9.9863e-05i,-0.00046955-0.00085704i,0.00036028-0.00065629i,0.00068643+0.00010874i,0.00071774+0.00013562i,0.001221+0.00041638i,0.0014663+0.00016234i,0.0016669-0.0003853i,0.0011466-0.00075687i,0.00079536-0.00077229i,0.00054188-0.00054514i
0.00055278+0.0014932i,0.00063391+0.0022096i,0.00066879+0.0019458i,0.00079925+0.000351i,0.00074941-0.0013218i,0.00049321-0.0013809i,0.00021198-0.00057667i,-0.00039571-3.2785e-05i,-0.00032322-0.00028851i,-0.00028505-2.1717e-05i,-0.00070273+0.0010681i,-0.00035233+0.00046027i,-0.00010998-0.00052703i,-0.00046042-5.5921e-05i,-0.00054586+0.00015757i,-0.00052592-0.00014797i,-0.00034355-0.00032004i,5.7032e-05-3.7224e-05i,0.0005013+0.00036983i,0.00044579+0.00032689i,0.00027107+0.00048723i,0.00037613-0.00038881i,0.0007134-0.0011705i
-0.0029928-0.0016079i,-0.0041298-0.001254i,-0.0047217-0.00037273i,-0.0029361+0.00072393i,-0.00058307+0.0014515i,0.0005447+0.0010037i,0.00073028-0.00012365i,8.6757e-05-0.0011289i,-0.00019268-0.00081473i,4.3333e-05+0.0003524i,0.00037841+0.00076895i,0.00061778+0.0010333i,0.00058831+0.0010104i,0.00046112+0.00058774i,0.00071018+0.00032857i,0.00058458+0.00033575i,-0.00014341+0.00010218i,5.1593e-05-0.00080603i,0.00021323-0.00086932i,0.00012712-0.00079345i,0.00048861-0.00047803i,0.00020443+0.000557i,-0.00051963+0.00079322i
-1.6966e-05-0.00085628i,-0.00021759-0.00052766i,-0.0010401+0.00018488i,-0.001047+0.00057606i,0.00021608+0.00079086i,0.00014177+0.00099716i,-0.00055054+0.00087892i,-0.00053558+0.00035553i,-0.00048273+0.00015459i,-0.00072394+9.3183e-05i,-0.00056737-8.8364e-05i,-8.7781e-05-2.4248e-05i,9.1073e-05+1.9552e-05i,0.00019013-0.00052084i,0.00057134-0.00048052i,0.00045087+0.00013624i,0.00010849-6.4683e-05i,0.00013679-0.00039465i,0.0005059-0.00012196i,0.00088502+0.00089516i,0.0011493+0.0012565i,0.00074411+0.00030002i,0.00030988-0.00053745i
2.1959e-05-4.0567e-05i,-0.00012863-0.0003638i,-0.00063024-5.4659e-06i,-0.0013805+0.00073835i,-0.0019491+0.0017854i,-0.0014554+0.00099746i,-0.00015662+9.585e-05i,0.00041148-5.7501e-05i,1.6778e-05+0.00027738i,7.0231e-05+0.00088624i,0.00030297+0.00057997i,0.00046234+6.3649e-05i,0.00089769+0.00035348i,0.00097562+9.134e-05i,0.00074462-0.001055i,0.0002749-0.0016705i,-5.9579e-06-0.0013649i,-0.0002017-0.00065439i,0.00028262+0.00017945i,0.00038589+0.00010263i,-0.00030626+6.6763e-06i,-0.00039774+0.00011855i,-0.00041148-6.7494e-05i
