-0.0017612-0.002412i,-0.0014418-0.0015366i,-0.0011752-0.00099867i,-0.0016564-0.0010719i,-0.0017369+0.00036823i,-0.00079077+0.0016035i,-0.00064821+0.0012607i,-0.00059033+0.0012971i,0.00017583+0.0016233i,0.00055476+0.0010813i,0.00043913-0.00069878i,-0.00019303-0.00096123i,-0.0012603-0.00019404i,-0.001026-0.0001496i,-0.00036331+0.00033141i,0.00055582+0.00099398i,0.00090929+0.00097842i,-9.2989e-05+0.00076363i,-0.00049271+0.0010638i,-0.00063034+0.0010002i,-0.00077395+0.0006882i,-0.00069218-0.00010798i,-0.00039193-0.00088121i
0.00021498+0.0033054i,0.00054188+0.0015998i,0.0010271-0.0018756i,0.00054798-0.0034718i,-0.00063172-0.0023307i,-0.00075647-0.001119i,-5.6307e-05-0.0015932i,2.0252e-05-0.0015558i,-0.0001453-0.00055918i,-0.00066713+0.00012173i,-0.0011205+0.00043917i,-0.00072724+0.00028906i,0.00028218+0.00025795i,0.00015019+0.00032099i,-0.00076411+0.00027194i,-0.00077196+0.000214i,0.00011927+0.0004856i,0.00047076+0.0010574i,-0.00037247+0.001589i,-0.00053259+0.00098608i,0.00021525+8.754e-05i,0.00021116-0.00044166i,-0.00049728-1.0175e-06i
-0.0039576-0.0020426i,-0.0032026+0.00033672i,-0.0021374+0.0007211i,-0.0014085+3.1551e-05i,-0.00073435+0.00017702i,0.00043835+9.2357e-05i,0.0012193-0.0005812i,0.00020358-0.00047989i,-0.00072623-0.00033856i,-0.0012959-3.8319e-05i,-0.0015184+0.00051033i,-0.0010174+0.00019507i,-0.00055059-0.00017745i,-1.3622e-05+0.00022797i,0.00025783+7.6806e-06i,-0.0001636-0.0006042i,-0.00042501-0.00065428i,-6.3927e-06-0.00090117i,0.00060138-0.00092893i,0.00093986+0.00021517i,0.00097703+0.00072174i,0.0001701-0.00016821i,0.0001144-0.00072786i
0.0027859+0.0012847i,0.00052066+0.00085828i,0.00028786-0.00050517i,0.00057868-0.0012346i,0.00051717-0.0014282i,0.00047783-0.0012127i,-0.00010462-0.00097838i,-0.00097292-0.00043635i,-0.00070169+0.00011574i,-0.00013799+0.00022931i,-0.00083447+0.00026435i,-0.0012481+0.00021686i,-0.0010836+0.00022585i,-0.00065968+3.949e-05i,-0.0005405-0.00024528i,-0.00068455-7.4408e-05i,-0.00068409+6.3438e-05i,-0.00051601+0.0003508i,-0.0011792+0.0011461i,-0.0018307+0.0016315i,-0.00059437+0.0011461i,0.00061275+0.00059177i,0.0010159+0.00069297i
0.0023008+0.001816i,0.0018087-0.00028931i,0.00093788-0.0016896i,-0.00020899-0.0021531i,-0.00086183-0.0015934i,-0.00046413-0.0003832i,0.0004537-3.8674e-05i,0.00085831-0.00030661i,0.00049623+0.0010888i,-0.00077681+0.001303i,-0.001381+0.00037874i,-0.0011813+0.00079587i,-0.00053565+0.00054269i,-1.1272e-05+9.1156e-05i,-0.00032168+0.00014941i,-0.00018349+0.00027496i,0.0002953+0.0010143i,0.00060541+0.0011011i,0.00026705+0.00079478i,-0.00010936+0.0010853i,-0.00013142+0.00043686i,-0.00013196-2.3232e-05i,5.5199e-05+0.00064096i
-0.003048+0.00087281i,-0.00133+0.00022036i,-0.0012449-0.00032232i,-0.0013049-0.00074828i,-0.00050886-0.0010393i,0.00037849-0.00074687i,0.0010996-0.00088135i,0.00053733-0.0011967i,-0.00010421-0.00060892i,-0.00031663-0.00033052i,-1.1458e-05-0.00016605i,0.00078597+0.00018118i,0.00017433-2.3202e-05i,-0.00049423-0.00098427i,0.00026282-0.001164i,0.00062509+9.3622e-05i,0.0008858+0.0010541i,0.00040909+0.00070868i,-0.00096392+0.00020945i,-0.0010571+9.9581e-05i,-3.8337e-05+9.3624e-05i,0.00028472-0.0004684i,-0.00027506-0.00054189i
-0.0026297-0.0026646i,-0.002339-0.0015287i,-0.0027038-0.0010304i,-0.0020382-0.0010442i,-0.00066589-0.00075071i,0.00048492+0.00039186i,0.0011135+0.00036022i,0.00092497-0.00073755i,-4.7697e-05-0.00028999i,-0.00029883+0.00072001i,-0.00088991+0.00089295i,-0.00072204+0.00034897i,0.00010701-0.00026639i,-0.00034303-0.00023341i,-0.00027846+0.00047049i,0.00029961+0.00023221i,-0.00029893-0.00022112i,-0.00092592+8.6429e-05i,-0.00062952+0.0003787i,3.6246e-05+0.00038963i,0.00019522+0.00034506i,3.6977e-05+0.00025764i,-0.00025869-0.00044012i
0.00049167-0.0011952i,-0.0010885-0.0012487i,-0.0013466-0.0015001i,-0.0018204-0.0022945i,-0.0014772-0.001958i,-6.1173e-05-0.00052778i,0.0014373-0.001245i,0.00053017-0.001289i,-0.00047566-7.8475e-06i,-0.00045475+6.6629e-05i,-0.0010697-0.00067948i,-0.00028496-0.0010653i,0.00031815-0.00082593i,-0.00043734-0.00067671i,-0.0010009-0.00016781i,-0.00072139-0.00014307i,-0.00050781-0.00044512i,-0.00054573-0.00082063i,-0.000177-0.0011465i,7.2638e-05-0.00088236i,0.00039884-0.00097168i,0.00035654-0.00086857i,1.166e-05-0.00051956i
-0.00021434+0.0016092i,-0.00016603+0.0011321i,0.0003783+0.00057016i,0.00032678-0.00023834i,0.00058955-0.0015406i,0.0011689-0.0017423i,0.0013817-0.001556i,9.0085e-05-0.00128i,-0.0011435+0.00036119i,-0.00074259+0.00096244i,-0.00066087+0.00055465i,-0.0010687+0.00024845i,-0.0010035-5.8146e-05i,-0.00051087-0.00028916i,-0.00022995+0.00022569i,-0.00013372+0.00068575i,0.00017203+0.00058249i,0.00066419+0.00014988i,-0.00017677+3.8149e-06i,-0.0013676+5.4244e-05i,-0.0014554+0.0004033i,-0.0010465+0.00047853i,0.00010956-0.000663i
0.00065693-0.00022016i,0.00066912-0.0013038i,0.00069382-0.0018594i,0.00075491-0.0021775i,0.00010947-0.0019133i,-0.00041979-0.0010441i,0.00026379+2.0559e-05i,-6.4576e-05+0.00038723i,-0.00090279+0.00053599i,-0.00057871+0.00075165i,-0.0005999+0.00079297i,-0.00093457+0.00011915i,-0.00044623+0.00013397i,-4.9564e-05+0.00043097i,-0.00025895+0.00020616i,-0.0007736-0.00082369i,-0.00095457-0.0013994i,-0.00060948+0.00014396i,-0.0001188+0.00045867i,0.00059259-0.00033689i,0.00037462-0.0004838i,-0.00022526-0.00065898i,-0.00031041-0.00038759i
-0.00016002-0.0010179i,-0.00071998-0.00053325i,-0.0017497-0.0012269i,-0.0021046-0.0014779i,-0.0014682-0.00031326i,0.00049111+0.00017021i,0.0012349-0.00046759i,2.7517e-05-0.001156i,-0.00078525-0.0010224i,-0.00088541-0.00011307i,-0.00052163+0.00086382i,-0.00050942+0.0006213i,-0.00068462-0.00026211i,-0.0002323+2.179e-05i,-0.00048609+0.00055597i,-0.00091283+0.00012367i,-0.0010754+0.00022048i,-0.001557+0.00084121i,-0.00077254+0.0008018i,0.00055219+0.00015708i,0.0010729-0.0006615i,0.0011337-0.00092287i,2.7927e-05-0.00011754i
-0.0026498+0.002621i,-0.0021484+0.0027397i,-0.00056104+0.0016921i,0.00010912+0.0010268i,0.00089025+0.00037925i,0.0019008+0.00038193i,0.001401+0.0005938i,0.00024438+6.7049e-05i,-2.2783e-05-0.00032954i,0.00024983-0.00019769i,-7.394e-05-0.00035458i,-0.00026332-0.00041082i,0.00029869+0.00039856i,-2.5444e-05+0.00059553i,-0.0010014+0.00047728i,-0.00096056+0.00032016i,-0.00059744+0.0003568i,-0.00035411+0.00048024i,-0.0004314+0.00083179i,-0.00034771+0.0013595i,0.00026526+0.0011054i,-0.00045712+0.0009332i,-0.0008468+0.00051858i
-0.0041048-0.0045218i,-0.0040539-0.0029877i,-0.0025855-0.0021091i,-0.0021703-0.0013899i,-0.0019492-0.00088814i,-0.00018605+0.00032273i,0.00054556+0.00055413i,-0.00050071-0.00060861i,-0.00099632-0.00066999i,-0.0014749+0.00033991i,-0.0015839+0.00091479i,-0.00056137+0.0010302i,-0.00028924+0.0010115i,-0.00053654+0.0013407i,-0.00077756+0.0012968i,-0.0012776+0.00077835i,-0.0012244+0.00049043i,-0.00084064+0.00026121i,-0.000714-0.00011509i,-0.00039727-0.00060427i,-0.00030805-0.0005255i,-0.00025084-0.0004103i,-0.00013141-0.0004586i
0.0012123-0.0025986i,-0.00037535-0.0012014i,-0.00095687-0.0013405i,-0.0014333-0.0015861i,-0.0017108-0.00071209i,-6.0894e-06+0.00073741i,0.0013605+0.00040522i,0.00073521-0.00093017i,-3.4459e-05-0.00081882i,-0.0005058-6.4782e-05i,-0.00092452+0.00018443i,-0.00081677-7.6984e-05i,-0.00066828-9.0751e-05i,-3.506e-05+0.00010713i,-0.00011625-0.00031128i,-0.00056777-7.3924e-05i,-0.00043024+0.00042739i,0.00021305-0.00061225i,0.00034214-0.0010466i,-0.00056713-0.0004996i,-0.0012478+0.00041797i,-0.00083594+0.0011674i,-0.00061894+0.001035i
-0.001232+0.0043728i,0.00075028+0.0027978i,0.00067029+0.00235i,0.00060994+0.00084771i,0.0024072+0.00034801i,0.003105+3.5423e-05i,0.0014406+1.4862e-05i,0.00038042-0.00023606i,-0.0002803-0.00030377i,-0.00076344+0.00088286i,-0.00092967+0.0011676i,-0.0014773-0.00018794i,-0.0019397-0.0010752i,-0.0010242-0.00043087i,-0.00028283+0.00064601i,-0.00055371+0.00056217i,-0.0011246+0.00044881i,-0.00080667+0.00096757i,-0.00073287+0.00065568i,-0.0010907+0.00023837i,-0.00057184+0.00028899i,-0.00030528+0.00017692i,-0.00035864+0.00020557i
-0.0017359+0.0014102i,-0.00039076+0.0016496i,0.00093146+0.00015264i,0.00022125-0.0024434i,-0.00042253-0.003143i,0.00018091-0.0022544i,0.00022504-0.0014612i,-0.00012509-0.00073086i,0.00037531-6.3424e-05i,-0.00012819+7.5113e-05i,-0.0015152-0.00023805i,-0.0015072-0.00031184i,-0.00027329-3.6695e-05i,-7.1792e-05-0.00039392i,-0.00013418-0.00053761i,6.7029e-05+0.00013932i,-0.00038021+0.0004208i,-0.00028641+0.00014478i,-3.4019e-05-1.8184e-05i,-3.8113e-05-0.00027363i,0.00013214-0.00028989i,-6.0958e-05-7.2962e-06i,-0.00035754+0.00022033i
0.0038704+0.00058041i,0.0017628-0.00088396i,0.0013918-0.0021199i,0.00064056-0.0019008i,0.00028471-0.0013177i,0.00032091-0.0014613i,6.5316e-05-0.00083406i,5.9992e-05+0.00037081i,-0.00012998-0.00014977i,-0.00082747-0.00085832i,-0.0011108+0.00036917i,-0.00070475+0.00095591i,-6.7348e-05+0.00034032i,-0.0003916+0.00031761i,-0.00075592+0.00048112i,-9.7228e-05-5.8996e-05i,0.00027+0.00023586i,9.3389e-05+0.00037745i,-7.8126e-05+0.00046223i,-0.00043321+0.00091187i,-0.00040628+0.0009334i,7.8128e-05+0.00034795i,0.00027135-0.00058498i
-0.00042338+0.0019738i,0.00041314+0.0012814i,0.00079856-0.0009388i,0.00024247-0.0026837i,0.00049757-0.0019813i,0.0012094-0.00138i,0.0013419-0.0017199i,0.00044556-0.00050078i,-0.00058382+0.00065168i,-0.00083515+0.00059481i,-0.00048924+0.00071034i,-0.00026594+0.0012443i,-0.00047518+0.00097531i,-0.00088899+0.00037624i,-0.0011622+0.00069476i,-0.00054152+0.00060472i,0.0002082+0.0003808i,7.0237e-05+0.00046352i,0.00045196+0.00067741i,0.00095961+0.0004282i,0.00089957-0.00039132i,0.00061367+7.3374e-05i,-0.00011615+0.00042986i
-0.0011079+0.0023308i,0.0011764+0.0001994i,0.0015781-0.00059178i,0.00040307-0.00089046i,-0.00018574-0.00069829i,0.00069655-0.0015502i,0.0012077-0.0022979i,0.00057532-0.0020864i,-8.6968e-05-0.0010234i,-0.00042289-0.00046916i,-0.00025295+0.00055751i,-0.0010954+0.0016682i,-0.0016328+0.0013908i,-0.0016147+0.00083019i,-0.0012998-0.00031803i,-0.00099814-0.00093687i,-0.00023234-0.00072855i,2.6756e-05+0.00042628i,-0.000751+0.001172i,-0.00016161+0.00156i,0.00022538+0.0019005i,-0.00017472+0.00097219i,-0.00072871+0.00012793i
-0.0020608+0.00083793i,-0.0021566+0.00026588i,-0.0010454+0.00037369i,2.5456e-06+0.00015529i,0.00048501-0.00042643i,0.0011341-0.0002396i,0.001862-0.00094031i,0.0011071-0.0012623i,-0.00029937+0.00023267i,-0.00070872+0.00077162i,-0.00025853-0.00038211i,-0.00052113-0.00050292i,-0.00098843-0.0002876i,-0.0015263-0.00034192i,-0.0017992-0.00013033i,-0.00098589+0.00016873i,-7.7533e-05+0.00015417i,5.5608e-05+0.00025839i,-0.00010555+0.00054545i,-0.00020545+0.00037018i,-0.00051683-0.00091001i,-0.00043399-0.0012774i,-0.00021487-0.00042555i
-0.00015651-0.0015765i,-6.43e-05-0.0011276i,0.00034708-0.0024144i,-8.3936e-05-0.0030057i,-0.00028789-0.0016922i,0.00020178-0.00025628i,0.0011078-0.00035676i,6.9768e-05-0.00064198i,-0.0011643+0.00027781i,-0.00091923+8.8655e-06i,-0.0012545-0.00071661i,-0.0012336-0.00048602i,-0.00050284-0.0012281i,0.00018285-0.001123i,0.00078602-0.00043085i,0.00011979+0.00016926i,-0.0008903+0.00050909i,-0.00077124+0.001243i,-0.00062898+0.0017843i,-0.00084995+0.0011492i,-0.0004027+0.00062798i,0.00042843+0.00024964i,0.00043762+0.00040405i
-0.0020602-0.00026133i,-0.00082113-0.00020017i,0.00034902-0.00065177i,-0.00070937-0.0015482i,-0.0010261-0.0017431i,0.0005154-0.0012081i,0.00088745-0.0014154i,-0.00025612-0.0012909i,-0.0002704-0.00075062i,-0.00039579-0.00069237i,-0.00094269-0.00027265i,-0.00096857+0.00013729i,-0.00040466-6.3444e-05i,-0.00013984-0.0004754i,-0.00064407-0.00042423i,-0.0012764-8.2111e-05i,-0.0010126+4.676e-05i,0.0001508+0.00014765i,0.00066202-0.0001712i,0.00029777+0.00026889i,3.8736e-05+0.00096902i,0.00036499+0.00061223i,8.3426e-05+0.00057015i
0.00036139-0.00092599i,-0.00019198-0.0012738i,-0.00058926-0.0014292i,-0.00086465-0.0012755i,-0.00070114-0.00080603i,-0.00024149-9.4163e-05i,0.00036681-0.00014265i,3.2872e-05-0.0010267i,-0.00024856-0.00076305i,-0.00022946-0.00061971i,-0.00032945-0.00082204i,-0.00063036-0.00040139i,-0.0010473-0.00015096i,-0.001193+0.00032475i,-0.00035219+0.00084511i,0.00056722+0.00049974i,0.00062535+0.00036961i,-0.000135+0.0012021i,-0.0005484+0.001015i,-0.00049948+0.00024427i,-0.00068691-0.00057993i,-0.00038097-0.00082735i,-0.00035946-0.00044323i
-0.0019961-0.0011526i,-0.00038527-0.0011924i,-0.00041889-0.0012748i,-0.00093899-0.0017245i,-0.00091492-0.0011135i,-0.00018132+0.00033148i,0.00083833-0.00031476i,0.00089421-0.0012868i,3.956e-05-0.00037134i,-0.00045473+0.00084262i,-0.0010939+0.00081553i,-0.0011359-0.00012866i,-0.00025363-0.00038236i,2.3042e-05+0.00016958i,-0.00061915+0.00062004i,-0.00097288+0.00075669i,-0.00090841+0.00015469i,-0.00083139-0.00047416i,-0.00049905-0.00050691i,0.00049146-0.00055171i,0.0011947-0.00022909i,0.00085761+4.6527e-05i,0.00032392-0.000385i
0.00024867-0.00068782i,8.5351e-05+0.00065067i,0.00096404-0.00025215i,0.0010048-0.0011729i,0.00041933-0.00084485i,0.00057916-0.0012411i,0.0008689-0.0020384i,0.00077558-0.0018486i,0.00029668-0.00075751i,-0.00021394-0.00049157i,-0.0007208-0.00067577i,-0.0009815-0.00075227i,-0.00087298-0.00087462i,-0.00070805-0.00044635i,-0.00020273+0.00079411i,-0.00026328+0.0013559i,0.00012962+0.0014064i,0.00049359+0.0015328i,0.00011536+0.0013834i,0.00014694+0.001107i,0.0004189+0.00068548i,-0.00018068-0.00013307i,-0.00080607-0.00093691i
3.0559e-05+0.0019668i,-0.00088523-0.00038504i,0.00021476-0.0012073i,0.00038326-0.0011123i,-0.00020513-6.5752e-06i,0.00025952+0.00066161i,0.00089996+9.1444e-05i,0.00056299-0.00035707i,-7.3035e-05-0.00022146i,-0.00088184+0.00016458i,-0.0018525-0.00077897i,-0.0013518-0.00091805i,-0.00065494-9.0778e-05i,-0.00058151+0.00016779i,-0.00076047+0.0012388i,-0.00094573+0.0015863i,-0.00084843+0.0012688i,-0.00073389+0.0010943i,-1.2926e-05+0.00026304i,0.00084904+0.0001127i,0.0013006+0.0002692i,0.0011272+0.00026955i,0.00011361+0.00033026i
-0.0019205-0.00067009i,-0.001262-0.00042607i,-0.0010049-2.9717e-05i,-0.00034457-0.00095478i,-0.00049446-0.0011405i,0.00033492-0.00085456i,0.0019353-0.00089703i,0.0013169-0.00091377i,-0.00075102-2.5932e-05i,-0.00086287+0.00055131i,-0.00046864+0.0007787i,-0.00090356+0.00099778i,-0.0011701+0.00086445i,-0.0014591+0.00099876i,-0.0012127+0.0003848i,-0.00055154+2.549e-05i,-0.00045262+0.00019391i,-0.00019396-2.9766e-07i,0.00018549+0.00019974i,0.00015403+9.051e-06i,-0.00020663-0.00079308i,-0.00071251-0.00087652i,-0.0015916-4.5795e-05i
-0.0024567-0.0001603i,-0.0012321+0.0010621i,0.00033753+0.00029926i,0.0010186-0.00061939i,0.0011434-0.00051126i,0.0020415+0.00054354i,0.0014577-1.6385e-05i,-0.0005101-0.00067572i,-0.0013175+1.7124e-05i,-0.0017416+6.9985e-05i,-0.0009279-9.288e-05i,7.5189e-05+0.00038913i,0.00029159+0.00019486i,0.00021386-0.00047511i,0.00018044-0.00083355i,9.2969e-05-0.00033803i,-0.00013933+0.00054129i,-0.00027535+0.00079534i,-0.00064871+0.00077939i,-0.00083561+0.00078512i,-0.00067148+0.00044915i,-0.00039308+0.00041826i,-0.00057733+0.00055i
-0.00030789+0.00077238i,-0.00089207+0.00020893i,-0.0012238-0.0013894i,-0.00054651-0.0019274i,0.00013786-0.0014688i,0.00030932-0.00088308i,1.1966e-05-0.00047873i,-5.0269e-05+4.0082e-05i,-0.0010246+0.00037727i,-0.0010235-0.00017412i,-0.00042628-0.00019714i,-0.0012125+0.00033794i,-0.0016828+0.00047102i,-0.00093552-0.0002553i,-0.00034733-0.00038773i,-0.00011995-2.7228e-05i,5.8984e-05+0.00045306i,-0.00051053+0.00089658i,-0.0013345+0.00047784i,-0.0011222-8.4675e-05i,-0.00078014-0.00035857i,-0.0013253-0.00059405i,-0.0012324-0.00028892i
-0.0021969+0.00086096i,-0.0017051+0.00049002i,-0.00096836+0.00062146i,-0.001033+0.00033841i,-0.00032825-0.00046455i,0.0012821-7.0835e-05i,0.0013081-2.9268e-05i,-0.00011127-0.00057321i,-0.00066681+0.0002022i,-0.00073332+0.0006778i,-0.00014985+0.00066126i,0.00025669+0.00059531i,0.00051267+0.00028582i,0.0003561+0.00040032i,-0.0002144+0.00024706i,-0.00067177-0.00010526i,-0.00075689-5.8064e-06i,3.4578e-05+0.00034926i,0.00012724+0.00089724i,-0.00014476+0.0011975i,-0.00034728+0.00047227i,-0.001046-1.2351e-05i,-0.0012365-3.5643e-05i
-0.0027898-0.0010678i,-0.0035732-0.00028492i,-0.0028773+8.7698e-05i,-0.00092719-0.0011074i,0.00040554-0.00075077i,0.0014337-8.594e-05i,0.0018043-0.00070478i,0.00041546-0.0013769i,-0.0002217-0.0011789i,6.7115e-05-0.00076876i,-5.8058e-05-0.00083019i,0.00050951-0.00032302i,0.00086952-0.00012276i,0.00035573-0.00010404i,-0.00045748+0.00022402i,-0.00065812+0.00050774i,-0.00086317+0.00080494i,-0.001077+0.00070678i,-0.00031943+0.00077496i,0.00012042+0.00097031i,-0.00013617+0.00074615i,-0.00043335-0.00010189i,-0.00020125-0.0008179i
4.7424e-05-0.0025495i,-0.0010499-0.0025352i,-0.0022948-0.0030343i,-0.0024186-0.0018079i,-0.0021314-0.00032213i,-0.00051864+0.00025395i,0.0011091+9.5291e-05i,0.00062903-4.3042e-05i,-0.00083996+0.00014037i,-0.0013141+0.00020848i,-0.000562+0.00060836i,0.00070136+0.00065104i,0.00060024+0.00017008i,-0.00047214+0.00023623i,-0.0002516+0.00073437i,0.00066375+0.00080083i,0.00048784+0.0010546i,-0.00030306+0.0011745i,-0.00051442+0.00084632i,0.00011901+0.00055448i,0.00039293+0.00027343i,0.00073499-0.00021669i,0.00097409-0.00058304i
-0.0024909-0.00047178i,-0.00040764-0.00025959i,0.0011482-0.0010717i,0.00054624-0.0014263i,0.00010938-0.00082446i,0.00068604+5.7147e-05i,0.00093733+0.00010628i,0.00010316-0.00071497i,-0.0012179-0.00049883i,-0.0011805-0.00019114i,-0.00070142+2.1272e-05i,-0.00052724+0.00099474i,-0.00065533+0.00085205i,-0.00028547+0.0001829i,-0.0003034-0.00028674i,-0.00049912-0.00075928i,-0.00028728-0.00054709i,-0.00057502+5.0162e-05i,-0.00070434-0.00013323i,0.00015746-0.00023972i,-4.8372e-05+0.00016349i,-0.0010092-0.00021548i,-0.0013186-0.00025919i
0.0015771-0.0033965i,0.00060823-0.0016016i,5.1328e-05-0.001718i,-0.00079298-0.0018563i,-0.0015521-0.0011997i,-0.00051147-0.00093291i,0.00095521-0.00092822i,0.00045642-0.0010007i,-0.00027948-0.001056i,-0.00045384-0.0014928i,-0.00031235-0.0013116i,0.0001861-0.00092835i,7.3119e-05-0.00079598i,7.3494e-05-0.00047081i,-5.472e-05-5.3718e-05i,-0.00057622+7.6762e-05i,-0.000547-0.0003105i,-0.00098967-0.00032831i,-0.0011535+0.00039182i,-0.00096237+0.00028765i,-7.3785e-05-0.00045801i,0.0003025-0.00010898i,9.1022e-05+0.00019761i
0.0018682+0.0034743i,0.00074485+0.002239i,0.0016522+0.00039659i,0.0010919-0.00047192i,0.00046113-0.00075788i,0.00081559-0.00095282i,0.0012437-0.00052827i,0.0006131-0.00049902i,-0.00036247-0.00064467i,-0.00044046-0.00049684i,-0.00032385+0.00035212i,-0.00062575+0.0010912i,-0.0006866+0.00091606i,-0.00029098+0.00054122i,-0.00044306+0.00029422i,-0.00028599+0.00020993i,-0.00036316+0.0002442i,-0.00010263-0.00035448i,0.00044006-0.00027002i,0.00021732+0.00075211i,-0.00015085+0.00026226i,-4.4674e-06+0.00019698i,-8.3721e-05+0.00038496i
-0.0014475+0.0019828i,-0.00036181+0.0002214i,-0.00012358-0.0017264i,-0.0010831-0.0024958i,-0.0011806-0.0013646i,0.00024435+0.00057093i,0.00092527+0.0010605i,-0.00012515+6.4723e-05i,-0.0010253+0.00035092i,-0.0012396+0.00097919i,-0.0010628+0.00059948i,-0.00055046-0.00037856i,-0.0011995-0.00039738i,-0.0019124+0.00020702i,-0.00086989+0.00067777i,-0.00066525+0.0012408i,-0.0017824+0.0011544i,-0.0012752+6.4607e-05i,-0.00023629-0.00035712i,8.6031e-05+0.00023618i,0.00013068+0.00043347i,-0.0001645+0.00064736i,-0.0002766+0.00050104i
-0.0020093-0.00046101i,-0.00077634-1.9406e-05i,-0.0005997+0.00051969i,-0.0011215-0.00065044i,-0.00044435-0.00060179i,0.0013214+0.00051823i,0.0014349-0.00040464i,0.00029135-0.0010523i,-0.00099632-0.0010696i,-0.0013104-0.00045074i,-0.00091943-2.9984e-05i,-0.00097801-0.00018747i,-0.00056376-0.00037089i,-0.00026391-0.00065371i,-0.00051905-0.0004287i,-0.00085851+0.00042568i,-0.00092713+0.0010236i,-0.00039864+0.0011325i,-0.00016006+0.00093254i,-8.8919e-05+0.00069663i,0.00037009+0.0014705i,0.00046751+0.0020119i,0.00053806+0.00039629i
0.0010314+8.597e-05i,0.0011014+0.00022147i,0.0015273-0.0019167i,0.00077038-0.0031665i,-0.00037938-0.001748i,8.9514e-05+0.00017311i,0.0006662+0.00042599i,0.00015704-0.00081971i,-0.00030475-0.00056501i,0.00015508+0.000139i,-0.0004045-0.00011314i,-0.00072379+0.00018578i,-0.00028755+0.00071554i,-0.0003396+0.00049002i,-0.00084594+0.00057906i,-0.0010245+0.0011007i,-0.00050993+0.00041289i,0.0001067-0.00049998i,4.616e-05-0.00015416i,4.6233e-05-0.00014046i,0.00037405-0.0006592i,0.00031-2.0118e-05i,0.00027551+0.00042797i
0.0026711-0.0015416i,0.0014481-0.00081506i,0.00078592-0.0012661i,-0.00044332-0.0015648i,-0.0011176-0.0012037i,-0.00065993-0.00078649i,0.00016495-0.00088075i,0.00025486-0.0012001i,-0.00058221-0.00098462i,-0.00069243-0.00040522i,-0.00091197-0.00035391i,-0.00090778+0.00010162i,-0.00043176+0.0006469i,-0.00043596+0.00077613i,-0.00055201+0.00061287i,-0.00042559+0.00015904i,-2.9097e-05+0.00027314i,-0.00032603+0.0008483i,-0.00053028+0.00090019i,-0.00014974+0.0011855i,-0.00055358+0.0010967i,-0.00071187+0.00029784i,-0.00030842-0.00044356i
-0.00021435+0.0019831i,-0.00079524+0.00024464i,-0.001245-0.00091206i,-0.0017354-0.0012924i,-0.0019888-0.00038556i,-0.00098036+0.00042923i,-0.00026974-0.00053632i,-0.00071434-0.0016569i,-0.00088622-0.00087278i,-0.00091225-0.00033384i,-0.00064661-4.8757e-06i,0.00014586+0.00048628i,0.00030785+0.00078943i,-0.00049416+0.00030536i,-0.00079332-7.292e-05i,-0.0011438+9.9108e-05i,-0.0010498+0.00019688i,-6.0252e-05+0.00023359i,0.00080921+0.00010686i,0.00069417-0.00014126i,0.00034857+0.00043277i,0.00018177+0.0011115i,0.0001972+0.0006229i
-0.0040981+0.0010219i,-0.0018666-0.00010693i,-0.00013437-0.0022845i,-1.1643e-05-0.0034152i,-0.00010478-0.0029584i,0.00010106-0.00089719i,-0.00010353-0.00010079i,-0.0011481+2.8578e-06i,-0.0017898+0.00067251i,-0.0010519+0.00091232i,-0.00035475+0.00073049i,-0.00054085+0.00036164i,-0.00081473+0.00060455i,-0.0012659+0.00026014i,-0.0010611-6.126e-05i,-0.00076138+0.0002478i,-0.00015441+0.00039328i,0.00057699+0.00046506i,0.00036383+0.00041311i,0.00046748+0.00051291i,0.00081205+0.00079584i,-0.00020603+0.00030644i,-0.00069158-0.00064632i
0.0012-8.1966e-06i,0.0009344+0.00032835i,0.00057731+0.0008934i,0.00064513-0.00040561i,0.0012415-0.0014196i,0.0021877-0.0011784i,0.0021425-0.00055041i,0.0011226-0.00048389i,-8.357e-05-0.00048763i,-0.00068413-7.9266e-05i,-0.0008185-0.00065744i,-0.00023961-0.0013695i,-0.00027023-0.00088598i,-0.00060626-0.00063213i,-0.00050576-0.00011386i,-0.00048423+0.00027573i,-0.00064494+0.00032998i,-0.00073654+0.00073059i,-0.0011031+0.00080307i,-0.0013461+0.00053014i,-0.0008387-0.00015464i,-0.00013922-0.00041303i,-0.00021164-0.00029081i
-0.001505-5.9733e-05i,-0.0018707+0.00010159i,-0.00096707-0.00041077i,-0.00071582-0.0012819i,-0.00040001-0.0015243i,0.0010095+0.00017426i,0.0013316+5.7965e-05i,0.0004559-0.0011794i,-0.00034265-0.00056768i,-0.00060579-0.00036215i,-0.00063722-0.00043023i,-0.000252+0.00030805i,7.073e-06+0.00082084i,-0.00027108+0.00028399i,-0.00054399-0.00033121i,0.00015217-0.00081632i,0.00084283-0.00014109i,0.00078674+0.00044646i,0.00038749+0.00071265i,-0.00019718+0.00072088i,7.7089e-05+0.00044418i,-0.00033392+3.3867e-05i,-0.00042907-0.00018623i
