-0.0017612-0.002412i,-0.0014418-0.0015366i,-0.0011752-0.00099867i,-0.0016564-0.0010719i,-0.0017369+0.00036823i,-0.00079077+0.0016035i,-0.00064821+0.0012607i,-0.00059033+0.0012971i,0.00017583+0.0016233i,0.00055476+0.0010813i,0.00043913-0.00069878i,-0.00019303-0.00096123i,-0.0012603-0.00019404i,-0.001026-0.0001496i,-0.00036331+0.00033141i,0.00055582+0.00099398i,0.00090929+0.00097842i,-9.2989e-05+0.00076363i,-0.00049271+0.0010638i,-0.00063034+0.0010002i,-0.00077395+0.0006882i,-0.00069218-0.00010798i,-0.00039193-0.00088121i
-1.1396-0.31329i,-0.63611+0.022399i,-0.24142+0.21639i,-0.092128+0.29038i,0.026291+0.29546i,0.095364+0.21169i,0.056606+0.11962i,0.0099331+0.082845i,0.025512+0.067989i,0.065651+0.031351i,0.069744-0.0075945i,0.03893-0.011546i,0.0056958-0.00069644i,-0.020091-0.0039879i,-0.033235-0.0076246i,-0.028024+0.0055715i,-0.011416+0.03178i,0.0054844+0.052757i,0.012619+0.058916i,0.014374+0.053382i,0.018353+0.031368i,0.015273-0.0029582i,0.0048071-0.026522i
0.87091-1.1477i,0.18331-0.59035i,-0.13999-0.1029i,-0.12886-0.077264i,-0.13102-0.1888i,-0.1288-0.13752i,-0.050128-0.03783i,0.018508-0.030074i,0.0051495-0.05491i,-0.026882-0.022296i,-0.017534+0.022721i,0.00083055+0.03118i,0.0079268+0.027936i,0.012606+0.023017i,0.015198+0.0045229i,0.012421-0.031986i,-0.004945-0.072976i,-0.035406-0.082853i,-0.051254-0.054573i,-0.041145-0.02288i,-0.024284-0.0032316i,-0.009452+0.011406i,0.0049825+0.018443i
0.74463+1.8888i,0.70367+0.79298i,0.40275+0.10385i,0.24034+0.077522i,0.22268+0.16604i,0.1909+0.15027i,0.13955+0.066048i,0.056743-0.023768i,-0.020401-0.058695i,-0.044804-0.072247i,-0.060431-0.083636i,-0.081734-0.069265i,-0.077453-0.041136i,-0.051205-0.021695i,-0.032128-0.0011117i,-0.021676+0.033738i,-0.002862+0.065597i,0.014554+0.066136i,0.017805+0.043642i,0.018965+0.023549i,0.024157+0.0091381i,0.024662+0.0027219i,0.023929+0.0043934i
-2.2052-0.84211i,-1.2321-0.057138i,-0.30751+0.29102i,-0.013361+0.22151i,-0.029211+0.10739i,-0.050644+0.045599i,-0.041583+0.041195i,-0.035493+0.048031i,-0.054511+0.036949i,-0.067964+0.027192i,-0.054367+0.025412i,-0.023175+0.02414i,-0.0039736+0.018997i,-0.013542+0.022012i,-0.02948+0.02137i,-0.041873+0.004504i,-0.045979-0.018063i,-0.029991-0.034855i,-0.0097357-0.039716i,-0.0023577-0.034428i,-0.0037523-0.026213i,-0.0088458-0.024113i,-0.01986-0.027095i
1.9412-1.3604i,0.77603-1.1251i,0.030848-0.82282i,-0.17989-0.68713i,-0.24708-0.4464i,-0.16711-0.14738i,-0.019534-0.0392i,0.04583-0.037389i,0.040479-0.027182i,0.0089646-0.015084i,-0.0065517-0.002455i,0.0056792-0.00084549i,0.016286-0.020437i,0.017674-0.047262i,0.016639-0.059587i,0.0072931-0.053398i,-0.0088495-0.030638i,-0.029931-0.0012689i,-0.052627+0.020383i,-0.062033+0.034168i,-0.045782+0.036751i,-0.013831+0.022837i,0.010218+0.0087426i
0.039497+2.2671i,0.29574+1.0677i,0.15581+0.26026i,0.056206+0.12666i,0.10921+0.10016i,0.11263+0.055438i,0.071676+0.063742i,0.040915+0.068676i,0.036556+0.059834i,0.047519+0.043948i,0.047696+0.030286i,0.040776+0.024945i,0.029099+0.030042i,0.010194+0.041862i,0.0029817+0.051465i,0.02561+0.048876i,0.058114+0.01982i,0.067052-0.024074i,0.046946-0.044257i,0.016591-0.037443i,-0.016236-0.027442i,-0.049216-0.013994i,-0.06334+0.0063613i
-1.925-1.1453i,-1.1164-0.2408i,-0.36277+0.15711i,-0.11727+0.17985i,-0.024991+0.14261i,0.01034+0.024209i,-0.033394-0.054413i,-0.033764-0.073928i,-0.02644-0.096779i,-0.031703-0.078506i,-0.0097083-0.050538i,-0.0061346-0.055057i,-0.026733-0.054078i,-0.032872-0.032372i,-0.034829-0.010412i,-0.057982-0.0010928i,-0.088821+0.0049763i,-0.091324+0.015438i,-0.064565+0.019249i,-0.031868+0.018007i,-0.0026794+0.018658i,0.019169+0.018517i,0.032407+0.013262i
2.0564-0.84363i,0.87094-0.73161i,0.11953-0.32861i,-0.0023374-0.2021i,-0.017315-0.21407i,0.019146-0.11936i,0.042944-0.05488i,-0.033225-0.034038i,-0.0726-0.0078485i,-0.042991-0.032767i,-0.042066-0.065797i,-0.052555-0.041087i,-0.029247-0.0020757i,-0.011546+0.0015118i,-0.019983-0.01268i,-0.01416-0.013273i,0.015998-0.0095432i,0.028263-0.017628i,0.016034-0.027319i,0.010536-0.034465i,0.013047-0.042092i,0.014159-0.043551i,0.013742-0.040378i
-0.60816+1.6909i,-0.045127+1.0732i,0.16589+0.64597i,0.2336+0.63628i,0.32794+0.56569i,0.33903+0.37964i,0.28501+0.16454i,0.13877-0.028061i,-0.0082496-0.091646i,-0.02369-0.10344i,-0.01686-0.12184i,-0.044116-0.092147i,-0.03712-0.045848i,-0.0082145-0.035792i,-0.0096032-0.044202i,-0.048146-0.042747i,-0.10328-0.022399i,-0.13646+0.0059657i,-0.12407+0.019867i,-0.084891+0.014462i,-0.037843+0.007044i,0.0019977-0.001302i,0.017701-0.014703i
-0.53205-0.96573i,-0.46805-0.34145i,-0.24927-0.0034667i,-0.18859-0.055968i,-0.29772-0.092061i,-0.31922+0.077867i,-0.15327+0.20258i,-0.0099596+0.095395i,-0.024722-0.02281i,-0.069171-0.0085482i,-0.066253+0.037537i,-0.056498+0.054089i,-0.070455+0.047479i,-0.10781+0.031778i,-0.13742+0.024034i,-0.12115+0.036249i,-0.045866+0.034831i,0.038486-0.016287i,0.063657-0.077119i,0.047509-0.090843i,0.036248-0.075583i,0.031136-0.071599i,0.017107-0.070176i
0.1371-0.13964i,-0.10996-0.21551i,-0.0142-0.1445i,0.21578-0.1679i,0.15191-0.15766i,-0.0011748-0.010972i,0.00052437+0.014511i,-0.01352-0.087635i,-0.087829-0.097278i,-0.088242-0.0322i,-0.037926-0.018666i,-0.0042313-0.037904i,0.0061458-0.032439i,0.0054859-0.018553i,0.011005-0.031895i,0.010091-0.062242i,0.00029901-0.070079i,-0.01403-0.048656i,-0.039446-0.020289i,-0.062523+0.0025131i,-0.063165+0.015605i,-0.03752+0.032234i,0.0076573+0.05054i
0.43029-0.23041i,0.33777-0.33062i,0.1326-0.33121i,-0.03374-0.21717i,-0.046778-0.034226i,0.12034+0.10566i,0.21046+0.063938i,0.076387+0.014326i,-0.041922+0.075629i,-0.054964+0.09071i,-0.065657+0.082929i,-0.067642+0.11612i,-0.066263+0.12912i,-0.073042+0.10674i,-0.070542+0.096443i,-0.05427+0.09431i,-0.033675+0.065102i,-0.026112+0.010092i,-0.042293-0.01892i,-0.056194+0.006659i,-0.035152+0.03213i,-0.0069432+0.013318i,-0.0040588-0.010488i
-0.089517+10.378i,2.8094+8.062i,5.7086+5.9578i,6.1646+2.5125i,5.311-0.28455i,3.4148-1.9039i,1.1028-1.4261i,0.21848-0.037986i,0.77678+0.55172i,1.4632+0.11001i,1.0934-0.74189i,0.01975-1.0255i,-0.5204-0.64181i,-0.44602-0.31881i,-0.30434-0.32433i,-0.24203-0.26995i,-0.10696-0.019917i,0.048149+0.24832i,0.074027+0.43989i,0.024851+0.52028i,-0.031011+0.44826i,-0.075983+0.29949i,-0.055096+0.13193i
-0.70092-0.2386i,-0.29446-0.23013i,-0.054359-0.65463i,-0.26151-1.0273i,-0.5431-0.84398i,-0.51584-0.39271i,-0.26475-0.030977i,0.042926+0.24958i,0.25698+0.35698i,0.21769+0.27351i,0.069362+0.2038i,0.038207+0.1925i,0.075391+0.14955i,0.096078+0.084664i,0.12022+0.052668i,0.12857+0.053682i,0.12316+0.054123i,0.12041+0.024722i,0.080181-0.0093264i,0.021015+0.0149i,0.026032+0.058247i,0.075181+0.025914i,0.070686-0.046441i
0.8214-0.70435i,0.32442-0.43323i,0.13877-0.028983i,0.23027+0.11917i,0.28722+0.044651i,0.2837-0.09425i,0.2019-0.19543i,0.031413-0.18675i,-0.093131-0.092819i,-0.062376-0.0058803i,0.031513-0.0067183i,0.040874-0.051656i,0.0027265-0.047861i,0.0030348-0.010156i,0.028355+0.0024929i,0.044955-0.040451i,0.026566-0.092393i,-7.7869e-05-0.083584i,0.010402-0.037993i,0.025822-0.014756i,0.0053349-0.010356i,-0.025827+0.0058259i,-0.027475+0.025126i
0.32433+1.3121i,0.66386+0.49156i,0.62426-0.29196i,0.40787-0.57727i,0.15565-0.4868i,-0.04127-0.19695i,-0.029556+0.043545i,0.085034+0.077387i,0.10824+0.028345i,0.058409+0.018642i,0.012186+0.030154i,-0.0067503+0.031354i,-0.004666+0.017872i,0.011524+0.0021562i,0.031489+0.00054324i,0.044647+0.021082i,0.049322+0.047615i,0.047294+0.054481i,0.04379+0.041486i,0.03497+0.031019i,0.023241+0.031251i,0.018289+0.02813i,0.012648+0.014398i
-0.93603-0.56389i,-0.47732-0.1532i,-0.064523-0.10102i,-0.090838-0.13956i,-0.15809-0.017109i,-0.084848+0.012794i,-0.03005+0.021326i,0.045961+0.12172i,0.13972+0.14668i,0.15505+0.081433i,0.1254+0.014686i,0.090599-0.014683i,0.06602-0.003866i,0.062792+0.017257i,0.076916+0.028818i,0.093247+0.0066889i,0.074713-0.035481i,0.030708-0.044932i,-0.001688-0.023766i,-0.026601-0.0084714i,-0.050734+0.0021674i,-0.059736+0.01896i,-0.048003+0.033762i
0.59691-0.095314i,0.39663-0.10695i,0.35375-0.097547i,0.40611-0.20424i,0.27034-0.27405i,0.038389-0.19965i,-0.093557-0.11298i,-0.10117-0.093645i,-0.076808-0.10135i,-0.053406-0.06773i,-0.015124-0.02566i,-0.0021897-0.030113i,-0.016619-0.043394i,-0.020169-0.04522i,-0.014768-0.030952i,0.0012403+0.0025691i,0.031076+0.020898i,0.046923+0.0081255i,0.033928-0.011903i,0.014314-0.016242i,0.015969-0.016383i,0.030505-0.026787i,0.032102-0.032444i
0.20287-0.20661i,0.14954-0.25034i,0.14055-0.21566i,0.14474-0.1587i,0.06175-0.10462i,-0.0052319-0.013189i,0.053787+0.059937i,0.13965+0.093323i,0.18507+0.11396i,0.18308+0.095215i,0.12815+0.051651i,0.074965+0.038148i,0.061362+0.039557i,0.057182+0.023271i,0.041733+0.0028107i,0.022221-0.0096852i,0.0035834-0.01261i,-0.0066453-0.0004261i,0.0041637+0.011612i,0.014864+0.0054912i,-0.00022649+0.00077856i,-0.022847+0.012407i,-0.032891+0.020956i
0.25069+1.0189i,0.48332+0.56472i,0.51972+0.14841i,0.39674-0.034346i,0.21857-0.15321i,0.034553-0.2257i,-0.053963-0.17262i,-0.047835-0.077856i,-0.044149-0.0071848i,-0.039599+0.053925i,-0.0092487+0.068292i,-0.0065889+0.025245i,-0.030224-0.003683i,-0.020231+0.0047114i,0.014819+0.01594i,0.041006+0.015356i,0.051144+0.006079i,0.045695-0.014406i,0.030057-0.040379i,0.011717-0.05275i,0.0037031-0.043535i,0.012604-0.028387i,0.021931-0.023919i
-1.1297-0.72814i,-0.61267-0.065915i,-0.0057938+0.35636i,0.30877+0.36066i,0.34889+0.15313i,0.21606-0.025184i,0.059213-0.019647i,0.016974+0.067771i,0.021262+0.08491i,0.0069196+0.057569i,0.0072912+0.027463i,0.01735-0.00098885i,0.021501-0.0052888i,0.030407+0.0088104i,0.04083+0.011774i,0.034063+0.0037922i,0.012345+0.0044199i,0.0013161+0.020037i,0.012134+0.036794i,0.028451+0.032796i,0.024781+0.012128i,-0.00012663+0.0028477i,-0.019305+0.0083425i
1.4178-0.25128i,0.76505-0.18014i,0.30704+0.017955i,0.20439+0.10642i,0.18662+0.087514i,0.17406+0.060134i,0.1642+0.0083996i,0.1311-0.043039i,0.092188-0.064193i,0.061135-0.045542i,0.053784-0.0044782i,0.066006+0.0061857i,0.066074-0.015198i,0.045193-0.020372i,0.018955+0.00090159i,0.0073699+0.018929i,0.0069927+0.0091434i,-0.0023186-0.020068i,-0.022733-0.035583i,-0.033905-0.022852i,-0.022211+0.0016686i,0.0052942+0.01568i,0.029101+0.012701i
-0.40153+1.0365i,-0.15597+0.55412i,-0.13811+0.30375i,-0.089271+0.35627i,0.050834+0.30385i,0.065774+0.11365i,-0.015405+0.060937i,-0.028207+0.14324i,0.023898+0.18367i,0.052758+0.14633i,0.046853+0.097206i,0.035606+0.074519i,0.030232+0.063212i,0.027074+0.046727i,0.029279+0.026635i,0.030929+0.0076817i,0.025521+0.0057517i,0.025306+0.019596i,0.027691+0.027039i,0.019287+0.024548i,0.0031978+0.021481i,-0.012733+0.020069i,-0.020394+0.019705i
-0.42081-0.43114i,-0.1687-0.096685i,-0.0059326-0.017754i,-0.069669-0.00084606i,-0.1098+0.059463i,-0.081315+0.063383i,-0.085739+0.051463i,-0.098241+0.045887i,-0.098191+0.027599i,-0.076817+0.029645i,-0.034388+0.036191i,-0.012217+0.022398i,-0.011365+0.015225i,-0.0036869+0.02099i,0.0040976+0.026171i,0.0081326+0.025498i,0.0089892+0.011423i,0.0051709-0.0091279i,0.0041874-0.022237i,0.0012282-0.028429i,-0.0069825-0.025748i,-0.0070539-0.013361i,0.0017595-0.0011186i
0.20078-0.24296i,-0.018381-0.20472i,-0.077122-0.030204i,-0.051735+0.055817i,-0.036202+0.083889i,-0.010341+0.068731i,0.0028871+0.020418i,0.025992+0.010764i,0.069534+0.0059251i,0.064598-0.006925i,0.021495+0.0034178i,0.00028091+0.019135i,0.0026921+0.018011i,0.002276+0.0069203i,-0.0016191-0.0033094i,0.0021609-0.009394i,0.0088489-0.0077381i,0.014754+0.0045893i,0.021388+0.013525i,0.026802+0.0053427i,0.023355-0.013209i,0.005943-0.023158i,-0.014231-0.015474i
0.26989+0.006561i,0.27448+0.0107i,0.15425+0.01418i,0.095408+0.026709i,0.067487-0.0024671i,0.010022-0.032473i,-0.038804-0.031581i,-0.067058-0.0081773i,-0.068125+0.03138i,-0.044938+0.048809i,-0.027545+0.020757i,-0.025304-0.017488i,-0.021999-0.025577i,-0.0034778-0.011943i,0.020654-0.0030313i,0.029249-0.0044718i,0.019675-0.012942i,0.0024045-0.023599i,-0.013802-0.027277i,-0.024373-0.020595i,-0.023542-0.0061589i,-0.010252+0.0044634i,0.003124-0.00090298i
0.27651+0.56954i,0.22119+0.32468i,0.13492+0.12242i,0.038528+0.031215i,-0.042071-0.039409i,-0.086529-0.076064i,-0.076212-0.041381i,-0.023338+0.0045448i,0.0077248+0.017081i,0.010165+0.022834i,0.025947+0.031239i,0.043479+0.035379i,0.043819+0.035438i,0.033897+0.031114i,0.021184+0.030381i,0.017598+0.029938i,0.022289+0.024045i,0.024364+0.0188i,0.018467+0.015783i,0.0057297+0.014562i,-0.0044731+0.016039i,-0.0089144+0.015589i,-0.008515+0.012873i
-1.091+0.17383i,-0.54391+0.33949i,-0.11839+0.27703i,0.040523+0.18312i,0.12245+0.11969i,0.1342+0.04117i,0.061939+0.00029377i,-0.010872-0.0013227i,-0.042302-0.0042489i,-0.045767-0.0015908i,-0.043722+0.0097848i,-0.041751+0.015103i,-0.035381+0.012704i,-0.023563+0.011152i,-0.011818+0.0089699i,-0.0072964+0.0066175i,-0.0078275+0.0062005i,-0.003257+0.0023779i,0.0085656-0.0058172i,0.01578-0.019898i,0.0099364-0.030369i,0.0017331-0.02262i,0.0022964-0.0075167i
0.62989-1.2829i,0.084186-0.73959i,-0.064234-0.16921i,-0.033431+0.022528i,-0.055755+0.05227i,-0.055961+0.050461i,-0.039412+0.016372i,-0.0092707+0.0076251i,0.040657+0.0073727i,0.062324+0.00022533i,0.061312-0.0030236i,0.055877-0.0088684i,0.040147-0.012154i,0.022913-0.010063i,0.010674-0.0069853i,0.0024223-0.0045522i,-0.0012478-0.0018446i,-0.0035214+0.0036534i,-0.0069027+0.0072463i,-0.00378+0.008497i,0.0073823+0.0054502i,0.010433-0.0068066i,0.002306-0.016841i
0.56745+1.2621i,0.45382+0.49801i,0.095712+0.10961i,-0.00070879+0.11982i,0.061249+0.085739i,0.04355+0.019215i,0.021704+0.004786i,0.014494-0.0045666i,-0.016588-0.004125i,-0.042877+0.0060254i,-0.040045+0.012113i,-0.020606+0.010123i,-0.0078146+0.0093807i,0.00046996+0.018271i,0.015226+0.020215i,0.026907+0.0073605i,0.02883-0.005832i,0.026477-0.0094037i,0.02692-0.00521i,0.026238-0.003311i,0.015152-0.0034572i,0.0025803+0.005926i,0.0017306+0.020009i
-0.88884-0.35592i,-0.41923-0.043394i,-0.11947+0.0045115i,-0.15186+0.013552i,-0.16879+0.055943i,-0.11027+0.01445i,-0.08281-0.016296i,-0.045709+0.0037264i,-0.0051853+0.0033688i,0.013787+0.0023713i,0.033952+0.014618i,0.047515+0.013357i,0.042238-0.0052169i,0.020915-0.021109i,0.00048652-0.01543i,-0.0046939-0.0038805i,-0.0087237-0.0035511i,-0.017462-0.010541i,-0.024284-0.018365i,-0.024972-0.015602i,-0.01375-0.0042134i,0.00043842-0.0028238i,0.0041897-0.0073947i
0.30341+0.11285i,0.13317+0.12368i,0.073758+0.081476i,0.10809-0.015933i,0.13141-0.073532i,0.11974-0.072085i,0.070391-0.042558i,0.026178+0.0048915i,0.018184+0.030402i,0.00023339+0.031367i,-0.037238+0.040548i,-0.05442+0.049739i,-0.039046+0.04898i,-0.01001+0.040506i,0.0090817+0.027296i,0.018174+0.01867i,0.025936+0.011518i,0.031939+0.0056297i,0.033394+0.004881i,0.022453+0.0013347i,0.0027063-0.00069901i,-0.0072683+0.0067038i,-0.0065336+0.014023i
-0.26651-0.66297i,-0.31261-0.30057i,-0.185+0.046994i,-0.078241+0.16596i,-0.04989+0.16011i,-0.03792+0.1031i,-0.040131+0.028741i,-0.03739-0.012331i,-0.014739-0.026423i,0.0027212-0.043447i,0.0067686-0.062775i,0.0032653-0.061736i,-0.0012281-0.039159i,-0.0031482-0.019273i,-0.0080623-0.00834i,-0.016762+0.0047611i,-0.018445+0.017275i,-0.014005+0.020598i,-0.010415+0.014693i,-0.00036682+0.0060445i,0.01258-0.0056079i,0.013324-0.022017i,0.0056978-0.033919i
1.1454+0.70504i,0.71734+0.15203i,0.20324-0.060491i,0.029976-0.0082399i,0.014958+0.019606i,-0.00086796+0.021953i,0.02211+0.018473i,0.045663+0.011972i,0.049969+0.018115i,0.048455+0.02311i,0.043607+0.027646i,0.036675+0.027982i,0.020236+0.024564i,0.0088744+0.027151i,0.015399+0.023956i,0.027406+0.0073584i,0.033611-0.0096635i,0.033907-0.018375i,0.028924-0.016791i,0.020087-0.0085887i,0.0098662+0.0013776i,0.0065095+0.016459i,0.011715+0.029556i
-1.4755+0.37605i,-0.71562+0.43507i,-0.22659+0.25682i,-0.15641+0.15603i,-0.12448+0.1072i,-0.082271+0.031581i,-0.068143+0.024703i,-0.045015+0.044989i,-0.030629+0.038524i,-0.019212+0.029062i,-0.0050174+0.018086i,0.0022984+0.0082323i,0.0071151-0.0043937i,0.0039316-0.018109i,-0.0050062-0.019208i,-0.011218-0.0096031i,-0.016402+0.0054032i,-0.018407+0.017991i,-0.016133+0.017418i,-0.014277+0.011536i,-0.010175+0.0093285i,-0.0077369+0.0029758i,-0.01084-0.003529i
0.58859-1.021i,0.2248-0.64109i,0.073562-0.35016i,0.030874-0.26196i,-0.0025261-0.17057i,0.010368-0.08417i,0.0079303-0.050266i,0.00075365-0.017233i,0.012785+0.0075274i,0.0041444+0.022458i,-0.0096762+0.03376i,-0.011223+0.026891i,-0.011114+0.02236i,-0.0049108+0.029413i,0.0075123+0.030402i,0.014852+0.020567i,0.011655+0.004328i,0.0069125-0.0040031i,0.011938-0.0021804i,0.014089-0.0042505i,0.0024428-0.0029378i,-0.0044072+0.010669i,-0.00047511+0.019697i
0.063284+0.44378i,0.007818+0.31632i,-0.0015996+0.28686i,0.037466+0.23382i,0.050566+0.11288i,0.018764+0.023838i,-0.016772-0.0082192i,-0.030733-0.011732i,-0.028118-0.02035i,-0.024349-0.040292i,-0.018439-0.049658i,-0.0089773-0.04344i,-0.0024861-0.035338i,-0.0033066-0.032839i,-0.010676-0.027079i,-0.018291-0.014856i,-0.01815-0.0032459i,-0.01335+0.0018337i,-0.010133+0.0011774i,-0.0041563-0.002847i,0.0045434-0.013881i,0.0027735-0.029211i,-0.0067649-0.033953i
0.50744+0.011336i,0.32678-0.16548i,0.076112-0.19213i,-0.011453-0.097698i,-0.00080308+0.00010332i,0.017538+0.038035i,0.034595+0.03172i,0.044762+0.032151i,0.059694+0.04132i,0.071716+0.036441i,0.061914+0.027339i,0.038901+0.023107i,0.018565+0.025182i,0.011411+0.032125i,0.016358+0.03167i,0.02521+0.018924i,0.03076+0.0013529i,0.027995-0.012504i,0.019326-0.015355i,0.011799-0.0075125i,0.0089946+0.0066794i,0.012024+0.019006i,0.016744+0.021478i
-0.8516+0.81308i,-0.38391+0.65933i,-0.12536+0.37543i,-0.085787+0.22169i,-0.058564+0.10531i,-0.050372-0.00031179i,-0.059369-0.014606i,-0.058357+0.0074094i,-0.051543+0.018088i,-0.033044+0.023091i,-0.017833+0.015771i,-0.011264+0.0027194i,-0.0058091-0.01309i,-0.0068659-0.023379i,-0.0084713-0.018416i,-0.0024646-0.0039131i,0.0066+0.012858i,0.013043+0.020634i,0.011468+0.013709i,0.0025734+0.0026748i,-0.0064669-0.0069901i,-0.01341-0.014194i,-0.015708-0.01169i
-0.13126-1.309i,-0.1918-0.74823i,-0.065061-0.36398i,-0.0056966-0.23496i,-0.015938-0.11293i,0.0022171-0.021256i,0.00057466-0.0036438i,-0.0099263+0.00095723i,-0.0033231+0.0061189i,-0.0035063+0.010147i,-0.0020187+0.013607i,0.0050852+0.011767i,0.0095584+0.013286i,0.01043+0.013335i,0.0087989+0.0084895i,0.0064454+0.0037006i,-0.0019807-0.0028196i,-0.01-0.00231i,-0.0021179+0.0042166i,0.011481+0.002763i,0.016409+0.0011699i,0.017589+0.0072367i,0.014862+0.0085755i
0.83992+0.42707i,0.41465+0.20561i,0.10121+0.18633i,0.026878+0.1806i,0.01498+0.085575i,0.00031106+0.01327i,0.0045568-0.015771i,0.014319-0.029601i,0.010619-0.039242i,-0.0043605-0.040237i,-0.0084631-0.027391i,0.0021731-0.015987i,0.0096919-0.016272i,0.012261-0.019493i,0.0096077-0.018072i,-0.00038959-0.01474i,-0.0092288-0.011444i,-0.015075-0.0078641i,-0.019818-0.0010695i,-0.018393+0.0087902i,-0.014244+0.011791i,-0.015164+0.0065179i,-0.015875+0.0019104i
-0.10523+0.27481i,0.050252+0.043526i,0.042744-0.074506i,0.0088496-0.042167i,0.010737+0.021584i,0.0090463+0.048696i,0.0030239+0.053463i,0.0049945+0.061235i,0.02463+0.068086i,0.042983+0.056046i,0.03748+0.036425i,0.016512+0.028526i,0.00085892+0.035416i,-0.00021619+0.045935i,0.0054063+0.044141i,0.013791+0.030867i,0.022303+0.016243i,0.026528+0.0060388i,0.027477+0.000715i,0.025866-0.0041282i,0.021282-0.0066133i,0.016672-0.0060597i,0.011057-0.0064237i
-0.44623+0.39294i,-0.23755+0.37084i,-0.1567+0.21825i,-0.14981+0.12171i,-0.10593+0.046877i,-0.081859-0.026579i,-0.075809-0.035213i,-0.054877-0.026011i,-0.044598-0.027544i,-0.036727-0.013317i,-0.019071-0.0011787i,-0.0058818-0.0074095i,-0.0063369-0.019082i,-0.014941-0.020974i,-0.018415-0.012117i,-0.014744-0.0025484i,-0.008124+0.0034864i,-0.0049272+0.0030133i,-0.013958-0.001701i,-0.02557+0.00050108i,-0.023235+0.0059113i,-0.011746+0.005999i,-0.0011091+0.0053417i
-0.32261-0.81881i,-0.19586-0.45197i,0.034545-0.25648i,0.093406-0.21586i,0.042373-0.13418i,0.015156-0.057835i,-0.0094314-0.02484i,-0.017541+0.00788i,0.0001556+0.027518i,0.0073803+0.025314i,0.0012147+0.019699i,-0.0046387+0.018296i,-0.0036165+0.017144i,-0.0018551+0.0097257i,-0.0031292+0.0023474i,0.00062427+0.0021057i,0.0079798+0.0038357i,0.014939+0.0030309i,0.024668-0.003778i,0.028994-0.015163i,0.02165-0.01703i,0.014083-0.0073753i,0.0082015+0.00058582i
0.81383-0.047257i,0.31773-0.036891i,0.0068068+0.10054i,-0.02631+0.14863i,0.0065609+0.072934i,0.023192-0.0065005i,0.027324-0.048135i,0.015937-0.058978i,0.0041568-0.055496i,-0.0021948-0.046734i,-0.00064833-0.032949i,0.0086041-0.025892i,0.0164-0.028387i,0.01983-0.029673i,0.018781-0.026161i,0.0097484-0.019091i,-0.0037148-0.011212i,-0.012853-0.004543i,-0.017762+0.00093186i,-0.017801+0.0059063i,-0.013688+0.0071227i,-0.013165+0.0051545i,-0.012928+0.005963i
0.091845+0.62914i,0.20065+0.21484i,0.16383+0.0027313i,0.10542-0.0073598i,0.062167+0.029546i,0.04316+0.059144i,0.039701+0.060291i,0.032348+0.062865i,0.035873+0.068792i,0.038558+0.053244i,0.025041+0.035689i,0.010588+0.032083i,0.0065126+0.036789i,0.011164+0.040301i,0.015227+0.034626i,0.016528+0.020317i,0.017925+0.0058796i,0.019587-0.0011103i,0.024833-0.0026735i,0.026109-0.0066537i,0.016761-0.010759i,0.0063144-0.011182i,1.1121e-06-0.01144i
-0.64675+0.24959i,-0.3617+0.28218i,-0.25929+0.19892i,-0.22261+0.16288i,-0.12642+0.10955i,-0.074132+0.032071i,-0.055063+0.01094i,-0.027259+0.002298i,-0.020415-0.008536i,-0.022324-0.0021538i,-0.016226+1.092e-05i,-0.011777-0.0078816i,-0.014601-0.014179i,-0.020703-0.012081i,-0.023009-0.0060891i,-0.021937-5.7586e-05i,-0.018115+0.006209i,-0.0161+0.00949i,-0.02397+0.010415i,-0.030049+0.012574i,-0.024262+0.01325i,-0.0167+0.010714i,-0.0089451+0.0094412i
-0.21819-0.74177i,-0.12016-0.40253i,0.05345-0.25824i,0.060975-0.23821i,-0.0059252-0.15441i,-0.024549-0.077091i,-0.036875-0.040796i,-0.035004-0.0044017i,-0.018057+0.011891i,-0.011135+0.013796i,-0.0054676+0.020576i,-0.0013762+0.02363i,-0.0012842+0.021176i,0.00095086+0.015341i,0.0084903+0.0068522i,0.015981-0.0018187i,0.014778-0.0053042i,0.015023-0.0026849i,0.027036-0.0030739i,0.037002-0.009762i,0.034186-0.014439i,0.026711-0.013157i,0.016166-0.010225i
0.62908-0.12905i,0.21588-0.039787i,0.0042081+0.10305i,0.007311+0.13081i,0.038456+0.061603i,0.036859+0.00031285i,0.02681-0.025185i,0.017393-0.033276i,0.011609-0.037776i,0.0085479-0.040265i,0.00095471-0.043393i,-0.0086159-0.047867i,-0.014666-0.047739i,-0.015042-0.038705i,-0.014861-0.020522i,-0.014312-0.0020299i,-0.010567+0.0044593i,-0.014026+0.00046198i,-0.026859+0.0013534i,-0.030453+0.011013i,-0.020728+0.018745i,-0.011911+0.020558i,-0.006841+0.017115i
0.30232+0.47392i,0.24772+0.1165i,0.15779-0.036235i,0.09415-0.047717i,0.042799-0.018868i,0.018112+0.015089i,0.0065467+0.028202i,-0.0012277+0.043512i,0.012109+0.053245i,0.027591+0.04088i,0.03589+0.028156i,0.042911+0.022235i,0.043255+0.02005i,0.039717+0.020011i,0.036879+0.014848i,0.033807+0.0024245i,0.028441-0.0095032i,0.026115-0.015216i,0.030684-0.017879i,0.030458-0.01972i,0.019204-0.019755i,0.0083536-0.018981i,0.0025894-0.01885i
