-0.0042618+0.0016527i,-0.0028739+0.0014281i,-0.0028945+0.0019259i,-0.0020709+0.0018288i,-0.0010035+0.0019159i,-0.00087694+0.00070019i,-0.0009198+0.0006271i,-0.00086239+0.00068767i,-0.00082483-5.8455e-05i,0.00027996-0.00045149i,0.00087094-0.00048399i,0.00034753-0.0011962i,0.0003604-0.0017438i,0.00017188-0.0022958i,0.00037249-0.0024976i,0.00072136-0.0016528i,0.00022239-9.9544e-05i,-0.00080892+0.00076821i,-0.0010736+0.00014296i,-0.00070375-0.00010685i,-0.00018727+0.00081405i,-2.3696e-05+0.00057396i,-0.00013768-0.0002481i
-0.00088513+0.00023768i,-0.00086106-0.00095737i,-0.00015005-0.0009027i,-0.00062444-0.0011538i,-0.0010929-0.0020037i,-0.00062239-0.0013598i,-0.00066471+7.8609e-05i,-0.00017286+0.00059198i,0.00051068+8.9337e-05i,0.00028669+0.0001579i,0.00028066+0.00046521i,0.00045755-0.00024185i,0.00048235+0.00040603i,0.0004738+0.001083i,0.00093183+0.00011788i,0.0010777+0.00019865i,0.00032792+0.00067781i,-0.00067559+4.0214e-05i,-0.00073753-0.00054805i,0.00058147-0.0007891i,0.0009879-0.00086322i,0.00091845-0.00083416i,0.00062696-0.00060893i
0.00093203-0.00058763i,0.00019841-0.00031151i,-0.0009142+9.8561e-05i,-0.0021209+0.0014317i,-0.0022071+0.0023166i,-0.0017443+0.0016762i,-0.0011841+0.00098263i,-0.00073316+1.1829e-05i,-0.0002492-0.00098369i,0.00016777-0.0010607i,0.00067445-0.00050103i,0.00042679+9.665e-05i,-0.00019262+0.00047733i,-0.00018971+0.00053325i,0.00020296+0.00029149i,0.00055661+0.0001299i,5.8745e-06+0.00063179i,8.9096e-05+0.00069225i,0.00010827+0.00013993i,-6.6587e-05-8.7572e-05i,0.00060067-0.00032541i,0.00054828+4.8854e-05i,-0.0003856+0.00026898i
-0.001958-0.0011435i,-0.0020002-0.00083048i,-0.001834-0.00082325i,-0.0018916+6.22e-05i,-0.0011664+0.00010693i,0.00018249+9.4868e-05i,-0.00027907+0.00058566i,-0.00056536+0.0007979i,-0.00058253+0.00038215i,-0.001125-0.0002562i,-0.00097926+0.00016072i,-0.00010219+0.00036183i,0.00044433+0.00010627i,-0.00016587-0.00037544i,-6.871e-05-0.00068071i,0.00029648-0.00017074i,0.00032196+0.0002332i,-0.00018803-0.0003117i,-0.00078438-0.0007287i,-0.0001957-0.00019835i,0.00036558-0.00028937i,6.2361e-05-9.1111e-05i,-0.0003011+3.4684e-05i
-0.00048098-0.00025223i,0.00081018-5.8357e-05i,0.00063945+0.0013545i,-1.2915e-05+0.0015908i,0.0005842+0.00023258i,9.9462e-05+1.9428e-05i,-0.0010666+0.0015631i,-0.00080155+0.0013515i,-0.00023071+0.00036925i,0.00053563+0.00022365i,0.0010283+3.6931e-05i,0.00041039-0.00019674i,-0.00026906-0.00046508i,6.6344e-05-5.9827e-05i,0.00075887-5.6431e-05i,0.00033144-0.00054377i,-9.6968e-05-0.00048667i,-0.00026075+0.00015097i,-0.00059009+0.00019691i,-0.00041379-0.0008753i,-0.00021723-0.00073999i,-7.5649e-05-0.00056417i,-0.00036015-0.00038287i
-0.0011182-0.00057206i,-0.0021078-0.00012103i,-0.0021268+0.0006536i,-0.0020108+0.0012105i,-0.0022838+0.0014985i,-0.0018433+0.0012847i,-0.0014143+0.00095235i,-0.0010424+0.0003933i,-0.00060896-0.00018577i,-0.0002827-0.00024263i,0.00028069+0.00010013i,-3.0442e-05+0.00082444i,-0.00030376+0.0010284i,0.00031722-0.00035262i,0.0004639-0.0006202i,-0.00031773+0.00050201i,-0.00043724+0.00043082i,-0.00056266+2.9347e-05i,-0.00048271+0.0001922i,0.00041349-0.00016407i,-0.0004281-0.00027657i,-0.00097099-0.00044372i,-0.0001626-0.00079848i
-0.00040302-0.00058824i,-0.0011396-0.00035914i,-0.0017977+0.00036548i,-0.0011538+0.00060873i,-0.00025746+0.00056051i,-0.0013849+0.00032938i,-0.002601+0.00027301i,-0.0012299+9.2607e-05i,0.00048523-2.0161e-05i,0.0011207+0.00025814i,0.0011051+0.0005771i,0.00054413-3.8369e-05i,0.00056123-0.00054871i,0.00045233-0.00013473i,0.00032185+0.00048064i,0.00025092+0.00014375i,-7.7817e-05-0.00058275i,0.00033688-9.6929e-05i,0.0008132+0.00011204i,0.00027327-5.3149e-05i,-0.00047154-0.00018933i,-0.00010353-0.00054101i,0.0001338-0.00014965i
-0.0010802+0.00014881i,-0.0012931+0.00039629i,-0.0014227+0.00032026i,-0.0013332+0.00051377i,-0.00090583+9.4927e-05i,-0.00040048-0.00016869i,-0.00065845+0.00046522i,-0.00060127+0.00048478i,-0.00019651-0.00019602i,-0.00029185-0.00030064i,-0.00011992-0.00013149i,6.2939e-05-0.00021215i,-0.00028371-0.00030198i,0.00012139+0.00010579i,-0.00019874-0.00013166i,-0.00065529-0.00067391i,-0.00086893-0.00071439i,-0.00061114-0.0009243i,-0.00051351-0.00055673i,-0.00077303+0.00026027i,-0.0010625+0.00055358i,-0.00084201-0.00023092i,0.0002705-0.00080588i
-0.00056397+0.0003649i,-0.0014742+6.1381e-05i,-0.0017698+2.5572e-05i,-0.0016823+0.00050058i,-0.0024279+0.0017958i,-0.001755+0.0020264i,-0.0005435+0.00071002i,0.00033042-0.00022381i,0.00050534-0.0006177i,0.00015295-0.00025039i,-0.00033517+0.00063414i,-0.00014818+0.00067033i,-0.00011474+0.00060737i,-5.8995e-05+0.00082491i,0.001296+0.0013269i,0.00052136+0.0011163i,-0.00032664+0.00057593i,8.3389e-05+0.00067151i,0.00037986+0.0001898i,0.00023719-4.7918e-06i,-0.00019132+0.00034723i,-0.00031249+0.0011146i,-0.00068816+0.00065305i
0.0013383-0.00020597i,0.00077806-0.0007354i,6.9776e-05-0.00057061i,-0.00039761+0.000102i,-0.00086406+0.00012536i,-0.0012724+0.00073061i,-0.0020151+0.0011029i,-0.0012224+0.00031744i,0.0003119-0.00040686i,0.00017112-0.00097432i,-8.0904e-05-0.00067574i,-3.8196e-05+0.00032293i,-0.0003491+0.00053416i,-0.00022705+0.0002426i,0.00021936+0.00062544i,0.00063348+0.00059316i,0.00066215+0.00049941i,0.00030348+0.00098663i,0.0001387+0.00058856i,0.00019436-0.00041319i,-6.1223e-05-0.00064908i,-0.00055454-0.00019136i,-0.00066643-9.4108e-05i
-0.00051081+0.00028378i,-5.9335e-06-0.00018694i,-0.00068126+0.00041559i,-0.0017037+8.827e-06i,-0.0019099-0.00069455i,-0.0022435+0.00010373i,-0.0015624+0.00097976i,-0.00043259+0.00087885i,9.7522e-05-7.5836e-05i,0.0004272-0.00099337i,0.00039897-0.00046079i,-0.00018225+0.00031194i,-0.00010384+0.00028355i,-0.0002501+0.00018021i,-0.00091025-0.00019668i,-0.00045871-0.00058269i,-0.00043419-0.0009345i,-0.00043651-0.0006165i,-0.00053086-0.00045536i,-0.00062333-0.00080328i,-9.3791e-05-7.7647e-05i,-0.00012565+8.1213e-05i,0.00024689-4.8549e-05i
-0.0012765-0.0004061i,-0.00081264-0.00094349i,-0.0011085-0.00050125i,-0.0011104+0.00064898i,-0.00096785+0.0011981i,-0.00099682+0.0005002i,-4.2227e-05+0.00011416i,0.00067182-0.00019737i,0.0004618-0.00076771i,4.7541e-05-0.0004062i,0.00062272-9.8913e-05i,0.001419-0.00055867i,0.00071389-0.00034002i,-0.000312+0.00036387i,0.00040103+0.00062252i,0.00090562+0.00014879i,0.00011268-0.0004342i,-0.00064316-0.00027654i,7.0184e-05-8.314e-05i,0.00059495+0.00021992i,0.00021034+0.00051974i,0.00019011+0.00039309i,-3.8899e-05-9.7154e-05i
-0.0015854+0.00051125i,-0.0018234+0.0009622i,-0.0022693+0.00076867i,-0.0024782-7.0747e-05i,-0.0015199-0.00029284i,1.8826e-05+0.00026004i,0.00057192+0.00031787i,0.00033409+2.8996e-05i,0.00058955-0.00068648i,0.00035535-0.00090556i,0.00024821-0.00064934i,0.00089927-0.00078344i,0.00049189-0.00019595i,-0.00051703+0.00038893i,-0.00022664-0.00043755i,0.00028975-0.00070405i,7.9481e-06-7.0197e-05i,0.00011591+0.00031009i,2.1835e-05+0.00035019i,-0.00023159+5.4894e-05i,-0.00020479-0.00033204i,0.00014415+9.7395e-05i,0.00033047+6.309e-05i
-0.00010394+0.00012247i,-0.00014882+2.9223e-05i,-0.00018336+0.00093462i,-0.0001502+0.0018617i,2.5883e-05+0.0017783i,-0.00041335+0.0015216i,-0.00014376+0.001339i,0.00044697+0.00060792i,0.00055748-8.8184e-05i,0.00034736+0.00043436i,-2.2903e-05+0.00041327i,-0.00041428+6.5604e-06i,-0.00015568+0.00024484i,0.00069939-0.00015456i,0.0013904-0.00032974i,0.001634-0.00053066i,0.00065447-0.00080704i,-0.00051368-0.00022165i,-0.00032284+0.00043292i,0.00024085+0.00050514i,1.2369e-05+0.00024666i,-0.00027101+0.00042175i,0.00080697+0.00094698i
-0.0018235+0.0013585i,-0.00086191+0.0019876i,-0.0011709+0.0021165i,-0.0021549+0.0013648i,-0.0022033+0.00080293i,-0.0018906+0.00099343i,-0.0014054+0.0014268i,5.1454e-05+0.00096988i,0.0012448-0.0010864i,0.0011648-0.00099081i,0.00044523+0.0004601i,-0.00025687+0.00047193i,-0.00040312+2.2049e-05i,3.5606e-05-0.00023868i,7.2351e-05+0.00017755i,-0.00023587+0.00057016i,0.00021086+0.00083669i,7.6871e-05+0.00046269i,0.00013768-0.00066997i,1.5531e-05-0.00052632i,2.5199e-05-8.3113e-05i,9.8073e-05+0.00011681i,-0.00042474+1.164e-05i
-0.00015872-0.00015099i,-0.00074132-0.00054378i,-0.00061575-0.001108i,-0.00086997-0.0012089i,-0.002121-0.00032577i,-0.0031108+0.00024495i,-0.0025267+0.00099196i,-0.0011825+0.0011393i,-0.00010468-2.8687e-05i,0.00039408-0.00033118i,-0.00027459+0.0005628i,-0.00089069+0.00025156i,-0.00038257-0.0004258i,0.00049225-4.2451e-05i,0.0006473+0.00088251i,4.9821e-05+0.00080207i,0.00056754+0.00045317i,0.00086711+0.00060854i,6.0994e-05+0.00060062i,0.00046879+0.00057114i,0.0011563+9.0134e-05i,0.00084906-0.00054687i,0.00011489-0.00036962i
-0.0008339+0.0003098i,-0.001475-1.6973e-05i,-0.0028316-5.2667e-05i,-0.0027096+0.0013484i,-0.0017589+0.0022685i,-0.0011864+0.0013333i,-0.00088351+0.00068639i,-0.00050168+0.001167i,0.00043708+0.0012053i,0.00097172+0.00055301i,0.00097722+0.00028325i,6.9957e-05+7.0727e-06i,-0.00043638-0.00012141i,0.00053883-0.00052829i,0.0013822-0.00039513i,0.00064906-0.00028292i,2.7121e-05-0.00050994i,0.00011821-0.00038054i,2.791e-06-0.00050388i,0.00012929-0.00084091i,0.00061467-0.00050764i,3.7946e-05-7.1467e-05i,-0.00032202-5.0026e-05i
-0.0006835-0.00084655i,-0.0012249-0.00012317i,-0.00179+3.8217e-05i,-0.0015147+2.1711e-05i,-0.00055929+0.00052224i,0.00027348+0.0012425i,0.00013295+0.0012177i,0.00035492+0.00058829i,0.0008001+6.4251e-05i,0.0010415-5.2521e-05i,0.0013783+0.00049881i,0.0012405+0.00052787i,0.0010019-0.00050825i,0.00064487-0.00061383i,0.0004867-9.682e-05i,0.00036342-0.00020495i,-0.00023144-0.00058693i,-0.00021116-0.00038382i,0.00010127-0.00099818i,0.00028244-0.00085563i,0.00042672-0.00023662i,-9.2021e-05-0.00038875i,-0.00045381-0.00013131i
-0.00074016+0.00021505i,-0.00052908+0.00035508i,-0.00089322+0.0007182i,-0.0012376+0.0010278i,-0.00084583+0.00057494i,-0.00089823+0.00063118i,-0.0003938+0.0011297i,0.00066714+0.00051892i,0.00072379-0.00015939i,0.00098053-1.4524e-05i,0.0011483+0.00056681i,0.00037279+0.00050463i,-0.00028231+0.00048853i,-0.00069545+0.00070632i,-0.00079875+0.0010326i,-0.0003007+0.00065065i,0.00017317+0.00030746i,0.00038228+0.00024487i,0.00055561-0.00047411i,0.00078148-0.00094597i,0.00064845-0.0003657i,-7.3267e-06-0.00027046i,-0.00053161-0.00070828i
0.00037519+0.00025818i,-0.00030499-0.00024206i,-0.00084398-0.0010625i,-0.0014868-0.0012913i,-0.0023841-0.00064668i,-0.0024663+0.00085077i,-0.0015535+0.0019753i,-0.00026612+0.00095939i,0.00019736-0.00051805i,0.00019186-0.00068392i,-0.0006525-0.0013393i,-0.00082795-0.001115i,0.00011262+5.928e-05i,0.00026739+2.8858e-05i,0.00062244-0.00037044i,0.00077263-0.00040929i,0.00021158-2.2421e-06i,0.0008889+2.3538e-05i,0.0013506-0.00011327i,0.0010594+0.00027572i,0.00086865+7.7776e-05i,0.00017525-0.00021069i,-0.00043979+0.00019268i
-0.0011079+0.00012802i,-0.001433+0.001003i,-0.0013262+0.00056035i,-0.00093894+0.00091505i,-0.0011035+0.0011732i,-0.0016549+0.00082639i,-0.0012658+0.0010319i,0.00010024+0.001113i,0.00034846+0.00010313i,-0.00027202-0.00049338i,-0.00050116+6.0435e-05i,8.3013e-05+0.00071745i,0.00029192-0.00017115i,0.00050023-0.00060914i,0.00054335+0.00088979i,0.00048655+0.0016831i,0.00063888+0.00056803i,0.0010296-0.00073183i,0.0018323-0.0004452i,0.0016394+0.00037718i,-0.0001124+0.00027044i,-0.0006233-0.00042993i,-0.00047497-0.00034537i
-0.00045136+0.0013034i,-0.00010098+0.00092133i,-0.00014903+0.0013112i,-0.001011+0.0017697i,-0.00086606+0.00045773i,-0.0005742-0.00077845i,-0.0014972-0.00012978i,-0.0018894-3.3666e-05i,-0.00071256-0.0001635i,0.00029001-0.0004259i,0.0003917-0.00027962i,-6.9868e-05+3.6691e-05i,-0.0004761-0.00050253i,-0.00039166-0.00055526i,-0.00053104-0.0009343i,-0.00047644-0.0011451i,-0.00048349-0.0012934i,-0.00038698-0.0010536i,-5.5399e-06-9.4327e-05i,0.0005659+0.00044975i,0.00085011+0.00041619i,0.00037935+0.00036377i,0.00016283+0.00022753i
-0.002674-0.0015718i,-0.0026407-0.0013511i,-0.0029896-0.00042903i,-0.0024674+0.0011407i,-0.0012075+0.0018168i,-0.00015912+0.0014024i,0.00011322+0.00067444i,0.00017596+7.5459e-06i,0.00040848-0.00075989i,-0.00013617-0.00022136i,-0.00046485+0.00090474i,0.00032324+0.0010844i,0.0006951+0.00087799i,0.0014787+0.00079783i,0.0018603+0.00075971i,0.0011209+0.0010636i,0.00055705+0.00072942i,0.00038449+0.00029574i,0.00040324+0.00051594i,-3.3739e-05+0.00099637i,-0.00085944+0.0010485i,-0.00064873+0.0004249i,0.00064782+6.712e-06i
8.6798e-05-8.6854e-05i,9.758e-05+7.5289e-05i,-0.0011524+0.0010295i,-0.0015892+0.0010767i,-0.0012515+0.00036916i,-0.0019649+0.00081127i,-0.0017744+0.00095678i,-0.00062426-2.331e-05i,-7.0557e-05-0.0008171i,0.00042734+0.00035328i,0.00046174+0.00068028i,0.00019956-0.00024732i,0.00023896-0.00012392i,1.1302e-05+0.00030105i,0.00016623+0.00060225i,0.00048162-3.8793e-05i,-8.9346e-05-0.00023047i,-0.000604-0.00023819i,0.00039932-0.00059636i,0.0014212-0.00021431i,0.0014992+0.00046883i,0.00055837+0.0010502i,-5.1364e-05+0.00038773i
-0.00028144+0.0001048i,-0.00047961-0.00057265i,-6.916e-05-0.0013563i,-0.00050521-0.0015911i,-0.0015978-0.0011923i,-0.0016655-0.00047387i,-0.0011193+0.00017737i,-0.00063921+0.0010348i,-4.4669e-05+0.0012261i,0.00058734+0.0011878i,0.00044571+0.0015252i,0.00060088+0.00037894i,0.00093043-0.0010909i,0.00056602-0.0010605i,0.00030411-0.00010385i,0.0004429+4.232e-05i,7.3105e-05-0.00069682i,-0.00017676-0.00056913i,-0.00033123-0.00014219i,-0.00054772-2.3216e-05i,-0.00068608+8.1189e-05i,-0.00039737-0.0001092i,-6.7132e-05-0.00034895i
0.00010988+0.00093687i,-0.00043339+0.0012823i,-0.0011117+0.0013163i,-0.0016165+0.0014474i,-0.0019574+0.0010696i,-0.0020601+0.00023133i,-0.0015537+0.0001345i,-0.00027411+0.00046705i,0.00039188+5.4079e-05i,-9.207e-06-0.00052329i,-0.00035339+0.00025942i,-0.00022037+0.00063646i,-0.0010425+0.00021411i,-0.0014631+6.6896e-06i,-0.00079606-0.00056415i,2.5238e-05-0.00036947i,0.00039435+0.00098421i,-0.00032779+0.0013829i,-0.00025964+0.00075848i,0.00055143+0.00056297i,0.00064438+0.00033736i,0.00077498-0.00013513i,0.00081684+6.3676e-05i
-0.0016869-0.00047067i,-0.0012797-0.0013629i,-0.00045009-0.0010198i,-0.00086089+0.0003932i,-0.0010719+0.00096332i,-0.0010375+0.00025981i,-0.00068252+4.2503e-06i,7.911e-05-9.9163e-05i,0.00038796-0.00028679i,0.00045763+0.00036455i,-1.3979e-05+0.0010289i,-0.00035532+0.00062996i,-0.00075032-0.00049872i,-0.00051404-0.00071304i,0.00066711-0.00068456i,0.001381-0.00080977i,0.00063435-0.00038706i,3.6541e-05+0.00030189i,0.00014851+0.00056426i,0.00012377+0.00030744i,0.00014091+0.00034372i,0.00036691+0.0005318i,0.00034335+0.00069788i
-0.00036714-0.00082173i,-0.0018436+8.3447e-05i,-0.003173+0.00058184i,-0.0029723+0.0012478i,-0.0019793+0.0015556i,-0.0013806+0.0014296i,-0.00047461+0.0010986i,0.0005373+0.00050588i,0.00037233+0.0001632i,-0.00060996-0.00023313i,1.0483e-06+8.4674e-05i,0.0015879+4.9462e-05i,0.0015807-0.00031561i,0.0007705-3.2747e-05i,0.00083391+6.0227e-06i,0.0010797-0.00053899i,0.0011062-0.00046119i,0.001093-0.00024027i,0.00096084-9.9518e-05i,0.00030111+0.00030654i,-0.00045967+0.00023096i,-0.00046524+0.00013689i,-0.00023648+0.00012716i
-0.0011402+0.00058198i,-0.0018271-0.0002052i,-0.0023263-0.0010816i,-0.0017777-0.00044651i,-0.00069219+0.0005975i,-0.00059071+0.00058675i,-0.0004986+0.00021319i,0.00045176+0.00036117i,0.00090231+0.00040414i,0.00043628-0.00021863i,0.00035353+4.0347e-05i,0.00020665+0.00085567i,-0.00054276+0.00047536i,0.00010208-0.00094595i,0.0012096-0.0010525i,0.0010853-4.215e-06i,0.00068926+0.00011809i,0.00072525+0.00028193i,0.00024898+0.00053795i,-0.0008445-4.0321e-05i,-0.00080066-0.00010852i,-0.00080958+0.00032887i,-0.0012865-0.00011727i
0.00037901-0.0001364i,0.00047418-0.00061926i,-0.00017232-0.00017456i,-0.00066919-6.5711e-05i,-0.00034606-0.0002486i,-0.00012071-0.00020072i,-5.3075e-05+0.00056426i,0.00029138+0.00093029i,0.00042735+0.00075473i,0.00033998+0.00087145i,0.00013543+0.00049952i,-0.00014939-0.00049525i,-0.00094102-0.00046369i,-0.00079769+0.00023634i,0.00030489+8.1211e-05i,0.00080731-0.00040764i,0.00038633-0.00064434i,-0.00041428+1.2095e-05i,-0.00034679+0.00068636i,-0.000541+0.0009214i,0.00017047+0.00013007i,0.0003682-0.00035183i,-0.00042927-0.000788i
0.00029799-1.3791e-06i,-7.471e-05-3.5677e-05i,-0.0013111+0.00068203i,-0.0016254+0.0017987i,-0.00070729+0.0018458i,-0.00077548+0.001034i,-0.0010729+0.00064707i,-7.9335e-05+0.00047782i,0.00086723+0.00041983i,0.00061703-0.00018747i,-0.00015269-0.0004667i,-5.6524e-05+8.1663e-05i,-4.2738e-05+0.00054561i,-0.00017254+0.0010494i,0.00016871+0.0013248i,-0.00024177+0.00069336i,2.4135e-05-0.00056526i,0.00031195-0.00080179i,-0.00023838-0.00053787i,-0.00015569-0.00065191i,0.00015524+2.027e-05i,-0.00056594+0.00021223i,-0.0002716+5.9408e-05i
0.00070591+0.00055764i,0.00018857-0.00021159i,-1.6613e-05-0.00043705i,0.00056897-0.00052635i,6.1302e-05-0.0012292i,-0.0011567-0.0019683i,-0.0012002-0.00056227i,-0.00026688+0.0007768i,-8.4965e-05+0.0007674i,-3.7528e-05-0.0001573i,0.00020043-0.00051502i,0.00032582-6.622e-05i,-0.00010271+0.00047173i,-0.0011116+0.00051452i,-0.0011607-0.00035648i,-0.00037365-0.00041882i,-0.00074418+0.00014539i,-0.0010494+0.00049329i,-0.00052137+0.00093279i,-0.0010915+0.0011836i,-0.0012172+0.00099715i,-0.0002118+0.00037033i,0.00080054+7.0078e-05i
-0.00040191+0.00034251i,-0.0013042+0.000122i,-0.001886-0.00081326i,-0.0017181-0.00041986i,-0.0012829+0.0008425i,-0.0013109+0.0011207i,-0.0009529+0.0011866i,2.6317e-05+0.0012931i,-1.9686e-05+0.00071471i,-0.00067461+0.00053807i,0.00021903+0.00086031i,0.00062992+0.00065389i,0.00022538-0.0001806i,-0.00032403-0.00067783i,-0.00075531-0.00011977i,-0.00090998+0.00025796i,-0.00014941-0.0003378i,0.00070215-0.00067459i,0.00078969-0.00075305i,0.00052509-0.0013293i,0.00042432-0.00093321i,0.00035354+0.00010046i,0.00017662+0.00050068i
-6.8425e-05-0.0011351i,-0.00071866-0.0013487i,-0.0021333-0.0014924i,-0.0022212-0.00076977i,-0.0020081+0.00052626i,-0.0016311+0.0018876i,-4.9059e-05+0.0014704i,0.0011781+0.00021315i,0.00080034-0.00074698i,8.3669e-05-0.00073329i,-0.00012994-5.8943e-05i,-0.00010844+0.00053432i,0.00048667+0.00087975i,0.0004144+0.00079064i,4.7967e-05+0.00059999i,0.00027916+0.00040745i,0.000277-0.00012677i,9.0944e-05-0.00042622i,0.00055427+8.6653e-05i,0.00088155+0.00027769i,-0.0002757-7.6818e-05i,-0.0008103-3.6621e-05i,-0.00022934+8.3941e-05i
-0.00010764-0.00030242i,-0.0002034-0.00031301i,-0.00058201+0.00050658i,-0.0016636+0.00023653i,-0.0016803-0.00033889i,-0.0014976-0.00098049i,-0.00086294-0.00090474i,-0.00016437+0.00012548i,-0.00014519+3.8346e-05i,-0.00080339-9.7539e-05i,-0.0011719+0.00060825i,-0.0014173+0.00056014i,-0.00092565+0.00013803i,-0.00075237-0.0002895i,-0.00039334-0.0007274i,0.00020324-0.00092813i,0.00020933-0.00091042i,-0.00029516-0.00034173i,0.00027352-0.00014587i,0.0010403-0.00040804i,0.00025177-0.00014459i,-0.00067199-0.00015431i,-0.00041271-0.00011409i
0.00035736-8.5543e-05i,-0.00018705-0.00069552i,-0.00079827-0.00037449i,-0.00032356+0.00040944i,-0.00043567+0.00083546i,-0.00039563+0.00072389i,-0.00064792+0.0013179i,-0.0012017+0.0013613i,-0.00018882+0.00013842i,-0.00055479-0.00053952i,-0.0013298-0.00043412i,-0.0005178-0.00065456i,-2.9901e-06-0.00071148i,-0.00050231-7.8165e-06i,-0.00074742+0.00013116i,-0.00050155-9.809e-05i,-0.00011342-7.0484e-05i,0.00035334+0.00021731i,9.3278e-05+0.00080894i,0.00035878+0.000944i,0.0014396+0.00068521i,0.0010865+0.00035323i,0.00035673-0.00016893i
0.00063199+0.00042644i,0.00027627+0.0012047i,-8.1949e-05+0.0010985i,-0.00090334-0.00014327i,-0.0015404-0.00045564i,-0.0018663-0.00027515i,-0.0012942-0.00039675i,-7.024e-05+0.0001098i,0.00069955+0.00040756i,0.00083433-0.00014103i,0.00069338+0.00025199i,-0.00014622+0.00044854i,-0.00040968-0.00043445i,0.0007824-5.4152e-06i,0.00054259+0.0004997i,-9.0144e-05+8.4644e-05i,-0.00014185+0.00032969i,-0.0003116+0.00032714i,5.9587e-05+9.7172e-06i,0.00056668+0.00035138i,-2.4983e-05+0.00015121i,-0.00049729-0.00012447i,9.7965e-05+0.00013224i
-0.00051393-0.0016395i,-0.0025709-0.0022475i,-0.0032106-0.0020417i,-0.0036308+8.3401e-05i,-0.0034142+0.00028405i,-0.0020386+0.00019445i,-0.0011135+0.00044747i,-0.00073617+0.00021744i,-0.00035294+9.0609e-05i,-0.00036168-0.00040084i,0.00029445+3.4365e-05i,0.00028981-0.00021118i,-5.2089e-06-0.00031344i,2.1814e-05+0.00032306i,0.00023636+0.0010102i,0.0006062+0.0010088i,0.00029271+0.00031506i,-2.6257e-05+0.00013735i,0.00040519-4.808e-05i,0.00091851-0.00073452i,0.00052553-0.00085449i,-0.0002523+0.00061052i,-0.00033594+0.00085491i
-0.00063349-0.00043388i,-9.4303e-05+0.00014023i,0.0005439+0.00077913i,-9.3561e-05+0.00082164i,-0.00021675+0.00020644i,-8.2266e-05-0.0004243i,0.00032184-0.00027309i,0.0009744+0.00067361i,0.0010061+0.00019551i,0.00095094-0.00082389i,0.00056976-0.00046675i,-0.00015379-0.00027816i,-0.00018338-0.00026161i,0.00041092+7.5104e-06i,0.00016346+1.4236e-05i,0.00013222+0.00019467i,0.00068448+0.00068201i,0.00064742+0.00083935i,-2.7903e-05-1.6857e-05i,0.00011552-0.00081713i,0.00046085-0.00054566i,-8.228e-05+0.00047469i,-0.00068307+0.00038305i
-4.4614e-05+0.0015583i,-0.0010117+0.0013384i,-0.00077806+0.0013773i,-0.00030174+0.0012707i,-0.0004463+0.00038636i,-0.00069533-0.00059098i,-0.00033605-0.00082654i,-3.6722e-05-0.0004483i,0.00034063-0.00027656i,0.00036461+0.00035596i,0.00025754+0.00071564i,-5.7074e-05+0.0010512i,-0.00037239+0.00166i,-0.0001053+0.0015054i,-0.00010078+0.0011728i,-1.5515e-05+0.00047135i,-0.00024064+0.00010661i,-0.00025203-8.8376e-05i,0.00077458-0.00041538i,0.0016379-2.819e-05i,0.00094998+0.00011325i,0.00060053+0.00016318i,0.00033557+0.00023707i
-0.00019444+0.0017601i,-0.00077089+0.0015813i,-0.00055193-8.7741e-05i,-0.001263-0.00068357i,-0.002041-0.00043185i,-0.0020908-1.3352e-05i,-0.0017958+0.00039717i,-0.00095521+0.00059486i,4.3987e-05-0.00010881i,-5.3864e-05-0.00050973i,-0.00097539-0.00041093i,-0.00056316+9.3922e-05i,-1.2584e-05+0.00072303i,-0.00028765+0.00048122i,0.0005302-0.00041985i,0.000734-0.0005973i,0.00049989-0.00036832i,0.00073333-0.00022601i,0.00080503+0.00047016i,0.00031044+0.001087i,9.4136e-05+0.00048518i,5.7055e-05+5.1537e-05i,-0.00020809+0.00010506i
0.0012771+0.00021399i,0.00057535-0.00026397i,0.00031262-0.00031855i,-0.00040125-0.00053682i,-0.00098695-0.00043326i,-0.0015462+0.00017548i,-0.0012225+0.00036646i,-0.00015289+0.00050144i,0.00038185+0.00062914i,-3.6102e-05+0.00041837i,7.3328e-05-0.00020435i,0.00011142-0.00038716i,-0.00076806-0.00084025i,-0.00087786-0.00045372i,-0.00080478+0.00059571i,-0.001016+0.00073224i,-0.00071829+0.00048813i,4.7469e-05-0.00015739i,0.00017796-0.00045112i,0.0003062-0.00024452i,0.00021762-4.2752e-05i,-0.00014062-0.00018997i,0.00015766-0.00012278i
4.8819e-05+0.00031846i,-0.00052821+0.00019422i,-0.0011082+6.3768e-05i,-0.0021205+0.0002378i,-0.0022937+0.00057498i,-0.0018007+0.00088064i,-0.00072874+0.00077222i,-9.5423e-06+0.00032568i,-0.00015537-0.0003882i,0.00013137-8.422e-05i,0.0010903+0.00049675i,0.0016752+0.00024401i,0.00091845+0.00036514i,-0.0003001+0.00046291i,-0.00059641+0.00030312i,9.3662e-05-0.00018425i,-9.2288e-05-8.8851e-05i,-0.0005861+0.00053368i,-0.00080026+0.00092154i,-0.00026252+0.00047242i,5.3507e-05-5.3338e-05i,-0.00053468-0.00011326i,-0.00015281+0.00044835i
