4.5915e-05-0.00054708i,0.00039732-0.001075i,0.00026215-0.0010874i,-0.0010899-0.00099715i,-0.0018864+0.00053604i,-0.002222+0.0010662i,-0.00078108+0.00048998i,0.0012397+0.0010487i,0.0015943+0.0014634i,0.001183+0.00076306i,-0.00014061+0.00058686i,-4.7951e-05+0.00033315i,0.0004653+9.4265e-05i,-0.00027609+0.00032391i,-0.00023558+0.00036758i,0.0003883+0.00080676i,-0.0005881+0.00084149i,-0.001374+0.00028712i,-0.0004677+0.00040678i,0.00024381+0.00079399i,0.00027129+0.00052739i,-0.00033592+0.00012535i,-0.0010792+0.00029942i
-9.7619e-05+0.0016717i,0.00028084+0.001542i,0.00070758+0.0020836i,0.00065133+0.0019545i,0.00090477+0.0014223i,0.0014468+0.00050896i,0.00076246+0.00022422i,-4.0542e-05-0.00013296i,-0.00032508-0.00031593i,-0.00011891-0.0003523i,-0.00034859-0.0010129i,-0.00073405-0.0010273i,-0.00044757-0.00059703i,0.00022755-0.00031064i,0.00032297+9.2086e-05i,-0.00044971+0.00060321i,-0.00048528+0.0011418i,-0.00027834+0.00063481i,-1.4609e-05-0.00018957i,0.00022802+0.00022453i,0.00036395+0.00018076i,0.00017801+0.00010213i,-8.0041e-05+0.00037293i
-0.0011424-0.00083197i,-0.0015515+0.00026438i,-0.0019162+0.0019718i,-0.0018922+0.002842i,-0.0011937+0.0015216i,-0.0011845-0.0008358i,-0.0015903-0.0013427i,-0.0011151-0.00071078i,0.00010136-0.0009204i,0.00059896-0.0010816i,-0.00017123-0.00076089i,-0.00036683-0.0004162i,0.00032414+9.4344e-05i,0.00051265+0.00053681i,0.00037012+0.0006075i,-0.00018692-3.4013e-05i,-0.0011961-0.00063027i,-0.0010671+9.216e-05i,-0.00045152+0.0012608i,-0.00037955+0.0013643i,-0.00055405+0.00070221i,-0.00072433+0.00047656i,-0.00061514+0.00044736i
-0.0014152-0.0020834i,-0.0018297-0.0014764i,-0.0010978+0.00026682i,-0.001274+0.0014773i,-0.0012118+0.0015392i,-0.00054783+0.0011524i,-0.00042594+0.0011368i,-0.00054849+0.0010783i,-0.00033589+0.00022957i,0.0001285-0.00018071i,0.00037396+0.0001778i,-0.00039784-0.0001257i,-0.0007954-0.00081774i,-5.4852e-05-0.0004798i,0.00027797-5.8129e-05i,0.00054976-0.00031412i,0.001001-0.00062559i,0.00057638-0.0010267i,0.00032768-0.0013901i,0.00041311-0.00098092i,0.00042555-0.00053625i,0.0002581-0.00054127i,0.00053442-0.00033564i
-0.00069678-0.0030095i,-0.0018759-0.00056221i,-0.002419+0.0013911i,-0.0019027+0.0020706i,-0.0012839+0.0013189i,-0.00083974+0.00030593i,-0.00040102-0.00077428i,0.00034409-0.0013778i,0.0010874-0.0011047i,0.00046449-0.00048874i,-0.00055929+0.00026589i,-2.8746e-05+0.0009704i,0.0011113+0.0010724i,0.0017909+0.0013169i,0.0010594+0.00057879i,6.1449e-06-6.3685e-05i,-0.0001709+0.00069047i,0.00048817+0.00064346i,0.00060501+0.00011621i,-0.00042844+0.00021407i,-0.00061715-0.0001487i,-0.00084008-0.00042436i,-0.0012372-3.8366e-05i
-0.00043723+0.0018106i,-0.00050671+0.0014939i,-0.00079026+0.0016535i,-0.00063635+0.0016221i,-0.00018049+0.0012025i,-8.5723e-05-0.00021085i,5.4696e-06-0.00069707i,-0.00015836-0.00025861i,0.00019622+0.00015895i,0.00058566+0.00042556i,0.00053378+0.0006238i,0.00077948-3.0945e-05i,0.00036814-0.00023177i,-0.00068456+2.2005e-07i,-0.00013021-0.00065591i,0.00013714-0.0010581i,0.00010969-0.00018286i,0.00095948+0.0013048i,0.00033534+0.0013835i,-0.0006292+0.00053222i,-0.00073998+9.7836e-05i,-0.000208-0.00048788i,0.00046824-0.00056897i
-0.00029467-0.0014502i,-0.0016902-0.00063672i,-0.0025233+0.00065251i,-0.0019771+0.0023327i,-0.0011186+0.0030519i,0.00026777+0.001423i,0.0005319-0.00050748i,-0.00053994-0.0011234i,-0.00083809-0.00027887i,-0.00077449+0.00069738i,-0.00065145+0.00049404i,0.00011539+0.00010263i,0.00067297-0.00010911i,0.00061429+0.00023126i,0.00088299+0.0002263i,0.00091146-0.00023299i,0.00032047-0.00013784i,0.00017069+0.00017616i,0.00040443+0.00027268i,0.00061662-0.00069362i,0.00042238-0.00083105i,7.6915e-05-0.00043092i,-0.00043697-0.000603i
0.00029104-0.001142i,-7.0793e-05-4.8248e-05i,0.00061364+0.00062683i,0.00066174+0.0011154i,-0.00026491+0.00099884i,-0.00090717-6.2899e-05i,-0.00022103-0.00073156i,0.00038761-0.00094482i,9.7289e-05-0.0007135i,-0.0007886+0.00012182i,-0.0012899+0.00029651i,-0.00079706+0.00059954i,5.2611e-05+0.0012509i,-2.2512e-05+0.0016941i,-0.00053512+0.0018618i,0.00023135+0.0012732i,0.00064151+0.0007019i,0.00078171+0.00041329i,0.00091159+0.00052461i,0.00052181+0.0011827i,-3.497e-05+0.0010722i,-0.00037577+0.00030576i,-0.00032272-4.6354e-05i
0.0001031-0.0010126i,-0.0012066-0.00038911i,-0.0021502+0.00072228i,-0.002393+0.0024126i,-0.0013735+0.0024987i,-0.00093789+0.00016408i,-0.00084982-0.0012343i,-0.00060759-0.00098027i,-6.2462e-05-0.00039536i,0.00039084-0.00010667i,-0.00011679-0.00019536i,4.7341e-05-0.00035607i,-0.0002077+0.00015964i,-0.00066801+0.00030746i,-0.00075657-0.00067962i,-0.00082837-0.00078073i,-0.0004373-0.00010051i,0.00019237+0.00023132i,0.00010381+0.00054885i,4.7783e-05+0.00022433i,-4.9694e-05-0.00031754i,0.00019998+5.115e-06i,0.00020321+0.00012338i
-0.00069887+0.0023384i,-0.0013181+0.00088838i,-0.00070212+0.00075365i,0.00035899+0.00030692i,0.0015483-0.00015068i,0.0014792-0.0011477i,0.00094417-0.0018413i,0.0003596-0.00085722i,-0.00044999+0.00048278i,1.56e-05+0.0006553i,0.00088533+0.00038018i,0.00053703+0.0004713i,-0.00012946+2.5318e-05i,-0.00047978-0.00093539i,-0.00038921-0.0018157i,-0.00024191-0.0019281i,-0.00045188-0.0012757i,-0.00044359-0.0007231i,-0.00069368-0.00032626i,-0.00063204+5.0077e-07i,6.6292e-05+0.00024189i,0.0008654+0.0005526i,0.001243+0.00073308i
-0.0011178+0.00023062i,-0.0012497-0.00046476i,-0.00029016+0.00060149i,0.00077031+0.0016743i,0.0017512+0.00064924i,0.0017154-0.00056618i,0.00038295-0.00046071i,-7.5592e-05-0.00043428i,1.7578e-05-0.00081223i,7.8706e-05-0.00048326i,0.00045938+0.00018692i,0.00046506+0.00049051i,0.0002241+0.00040448i,-0.00022797+0.00036549i,-0.00024066-6.6917e-05i,-0.00017593-0.00025391i,-0.00032121+0.00015344i,-0.00030215-0.00017748i,0.00012394-0.00070214i,0.00051389-0.0010262i,7.5262e-05-0.00059718i,-0.00049523-0.00023215i,-0.00047624-0.00031254i
0.00044467-0.0011235i,0.00069051-0.00020078i,0.00064819+0.0012849i,-0.00049864+0.0020016i,-0.00092483+0.0013154i,-0.00097112+0.00018023i,-0.00113-0.00038939i,-0.0011514-0.00048285i,-0.0012207+0.00022163i,-0.00089595+0.00025996i,-0.00061141-0.00064004i,-0.00028001-0.0010206i,6.0283e-05-6.0185e-05i,-0.00014268+0.0011803i,-0.00067342+0.0014188i,-0.00032858+0.0013956i,0.00081338+0.00091678i,0.00089813-0.00033153i,0.00032507-0.0002414i,-0.00020897+0.00033464i,-0.00017274+4.3687e-06i,-0.00020003-0.00028025i,-0.00071183+0.00037297i
0.00030441+0.0007081i,-0.00037297-0.00043207i,-0.00035693+0.00027528i,0.00013588+0.00063165i,0.00029723+6.045e-05i,-0.00030623-0.00033593i,-0.0013335-0.00055941i,-0.00097565-0.00020828i,0.00071927+7.7022e-06i,0.00079383-0.00049081i,-0.00055648-0.00023368i,-0.00064747+0.00018943i,0.00014912-1.6541e-05i,9.4535e-06-0.00042637i,-0.00043656-0.00086224i,-0.00055059-6.2468e-05i,0.00034803+0.00033842i,0.00018223-0.00016395i,-0.00030285-0.00019242i,8.3163e-05-0.00022698i,1.4171e-05+0.00021877i,-0.00038168+0.00036884i,-0.00031954-2.866e-05i
0.0027303-0.00096364i,0.00084558-0.00028111i,-0.00031139-0.0006541i,-0.0014266-0.00089537i,-0.0017447-0.0010104i,-0.0014765-0.00082488i,-0.00075046-0.00036594i,-0.00034084-0.00047728i,-0.00024423-0.00077995i,-9.5508e-05-0.00059252i,-5.9181e-05-0.00068256i,-0.00019319-0.00055737i,-0.00067867+0.00028069i,-0.00078179+0.0011032i,-0.00069194+0.0013604i,-0.0010263+0.0011702i,-0.00061828+0.0004979i,-0.00021094+7.4308e-05i,-0.000136+0.00020422i,-0.00020401+0.00024779i,-0.00011009-0.00015049i,-3.1868e-05-0.00056998i,-0.00010464-0.00063551i
0.0019689+0.0013721i,0.0018342+0.0013136i,0.00086923+0.00069965i,-0.00072434+0.0012519i,-0.00087864+0.0010603i,-0.00046769-0.00023162i,-0.00083397-0.00035731i,-0.00040247-5.6341e-05i,0.00048229+0.00035358i,0.00068427+0.00018384i,0.00038961-0.00026954i,0.00082986-0.00024177i,0.0013764-0.00053192i,0.0005845-0.00040214i,-0.00076524-0.00042516i,-0.00092814-0.00038956i,-0.0008026+0.00011664i,-0.00088112-3.2009e-05i,-0.00037544+0.00049854i,0.00010431+0.00065884i,1.2294e-05-0.00030763i,0.00046202-0.00044927i,0.00079689-0.00063618i
0.00046172+0.00031824i,-0.00012323-0.00016858i,-0.00066023-0.0002435i,-0.0011383+0.00016955i,-0.00098476+0.00063527i,-0.00052671+0.0002539i,0.00021669-0.00053974i,-0.00016622-0.00046691i,-0.001174-6.4096e-05i,-0.0013103-9.6636e-05i,-0.00055763+0.00039378i,3.0107e-05+0.001073i,1.4086e-05+0.00023818i,-0.00010253-0.0007731i,-0.00033835+5.9178e-05i,8.6617e-05+2.0066e-05i,0.00031482+0.00011201i,-0.00036113+0.00046702i,-0.00051591+6.7233e-05i,5.1722e-05-0.00021535i,-5.2363e-05+0.00014878i,-0.00015843+0.00023881i,-0.00041625+0.00033596i
-0.0027785-0.0014411i,-0.0035211+0.00047411i,-0.0034642+0.0012424i,-0.0023688+0.0022778i,-0.0011436+0.0022525i,-0.00055317+0.0011725i,-0.00047538+0.00017708i,-0.00051643-0.00056432i,-0.00016481-0.00051788i,0.00015847-2.7623e-05i,0.00026712-9.4554e-05i,0.0010038+0.00015249i,0.0016911+0.00031026i,0.001928-0.0003095i,0.0013638-8.5291e-05i,0.00039017+0.00038097i,-3.5509e-05+0.00034144i,0.00031214-0.00010278i,0.00031279-0.00066487i,0.00056935-0.00055118i,0.00094786-0.00055847i,0.00023706+0.00015818i,0.00049147+0.00054303i
-0.0013702+0.00084577i,-0.00056509+0.00012681i,-1.4367e-05+0.00084157i,2.482e-05+0.0010921i,0.00027174+0.00017426i,-0.00017382-0.0010365i,-0.00086668-0.0011543i,-0.0010312-0.00068804i,-0.00031402-0.00030422i,0.00042226+0.00016077i,0.0002676+0.0005171i,-0.00074417+0.00015451i,-0.0014667-7.7219e-05i,-0.0011519-5.4546e-05i,-0.00027615-0.0008334i,0.00077051-0.000969i,0.00054834+0.00034981i,0.00017425+0.00093648i,0.00093508+0.00030356i,0.0010437+0.00016725i,0.00039146+0.00058715i,0.00041542+5.4463e-05i,0.00059672-0.00025962i
0.0012171-0.00098408i,0.00067453-0.0011334i,0.00026859-0.001384i,-3.6256e-05-0.00085438i,-1.7577e-05+3.1565e-05i,0.00014815-0.0010206i,-2.87e-05-0.0013214i,-0.00033563-0.00068461i,9.5619e-06-0.00061496i,0.00049888-0.00055946i,0.00085039+2.2024e-05i,0.0008239+0.00014097i,0.00078468-0.00036095i,0.00010599-0.00078675i,-0.00038574-0.00058357i,-8.2005e-05-0.00017693i,0.00050869-0.00030301i,0.00085808-0.0004021i,0.00083806-0.00077502i,0.000282-0.001076i,-4.6162e-08-0.00049666i,0.00032665+0.00039149i,0.00041907+0.0011736i
-0.0025834-0.0017851i,-0.0025727+3.718e-05i,-0.0024805+0.0017206i,-0.0020801+0.0032994i,-0.00057496+0.0035144i,0.00091492+0.00236i,0.0010593+0.00095704i,0.00088145+3.2987e-05i,0.00055732-0.00014514i,0.00025013-0.00015649i,0.00031125-0.00010721i,0.0002124+4.3041e-05i,0.00018758-0.00039441i,0.0015685-0.00048654i,0.0012423-0.00048095i,2.1904e-05-0.00042637i,-0.00028203-3.333e-05i,-0.00015239+0.00056777i,4.5679e-06+0.00045i,0.00036439+0.00015595i,0.00037754+0.00024631i,0.00013322+0.0004034i,0.00019402+0.00054855i
0.00081053-0.0030423i,0.00052704-0.0024167i,-0.00064911-0.00096407i,-0.001855+0.0010673i,-0.0015624+0.0013634i,0.00027011+0.00063641i,0.00052046+0.00019063i,-0.00051712-7.842e-06i,-0.00086527+0.00016825i,-0.00041655+0.00040938i,-0.000233+0.00053341i,2.1201e-05+0.00088644i,0.00046184+0.00060442i,0.00074112+0.00048218i,0.00024452+0.0013013i,-0.00014054+0.0008188i,-0.00011464-0.00039318i,-0.00029928-0.00038025i,-0.00066845+8.7205e-05i,-0.00016466-0.00010389i,0.00045617-0.00071284i,-0.00051507-0.00028652i,-0.0015328+0.00019363i
-0.00081989-0.00049628i,-0.0011893+0.0015113i,-0.00084838+0.0020196i,-0.00045119+0.00098785i,-0.00038308-0.00057103i,-0.00057192-0.001321i,-0.0010763-0.0011413i,-0.0013857-0.0003158i,-0.0011678+0.00022746i,-8.903e-05-8.7011e-05i,0.00082462-0.00013524i,0.00073096+0.00018428i,-3.3929e-05+6.5371e-05i,0.00024315+8.1244e-06i,0.00037869+6.2645e-05i,0.00055051-5.8747e-05i,0.0006479+0.00013035i,0.00038058-0.00034655i,0.0002998+0.00023386i,-0.00013147+0.0014727i,-0.00098863+0.0010947i,-0.0010777+0.00036581i,-0.00038612+0.0002847i
0.00045306-0.0001211i,-0.0008073+0.00019058i,-0.001145+0.0017194i,1.1439e-05+0.0023201i,0.0012223+0.0013067i,0.0015694-0.00015782i,0.00035333-0.00063526i,-0.00067236-0.00072385i,-0.00064428+5.9934e-05i,3.4313e-05+0.0011321i,0.00032985+0.00094587i,0.00048504+0.0008232i,-4.974e-05+0.00073037i,-0.0010373-0.00037592i,-0.00093639-0.00085971i,0.00022657-0.00051038i,0.00070565-0.00022336i,-5.5738e-05-0.00033763i,-0.00023192-0.00090817i,-0.00048394-0.0014542i,-0.00029764-0.0011036i,-0.00025484-0.00019003i,-0.00038601+0.00028696i
-0.0031627-0.0013749i,-0.0038955+0.00034611i,-0.00335+0.0017651i,-0.0022894+0.0027871i,-0.0003125+0.0026321i,0.0015828+0.00078224i,0.0013212-0.0014338i,0.00025465-0.0013625i,0.00034148-0.00015474i,0.00096962+0.00056343i,0.00036282+0.0007936i,3.3531e-05+0.0010426i,0.00099547-6.3096e-05i,0.00080133-0.0012696i,8.9627e-05-0.00063495i,0.00011399+0.0010076i,-0.00025907+0.00067719i,-0.00048956-0.00080152i,-8.2922e-05-0.001395i,-0.00049261-0.00058555i,-0.00078053-0.00040923i,-0.00082293-0.00073224i,-0.00091011-0.00019398i
-0.0020197+0.00064856i,-0.0021062+0.0007381i,-0.0012756+5.4494e-05i,-0.00061668-6.4392e-05i,-0.00088753+0.00062773i,-0.0009622+0.0017362i,-0.00014178+0.0015039i,8.3616e-05+0.0010722i,-0.00050174+0.0012717i,-0.00060673+0.0011077i,-0.00033116+0.00020623i,-0.00030901-0.00098698i,-0.00047588-0.00068133i,-0.00038817+0.00041339i,-0.00034018+0.00026099i,0.0001569-0.00012844i,0.00046978+1.5571e-05i,0.00013751+0.00025727i,0.00037786+0.00038597i,0.00055663-8.3802e-05i,0.00036894-0.00065837i,8.0763e-05-0.00017201i,-0.00059059+8.2116e-05i
0.0011287-0.0015805i,0.00046996-0.0019889i,0.0015495-7.223e-05i,0.0013958+0.002148i,-0.00018904+0.0013348i,-0.0010277-0.00053658i,-0.0010897-0.00098581i,-0.00076425-0.00092842i,0.00029448-0.00076285i,0.00076885-0.00076006i,0.00048037+6.0842e-05i,0.00018347+0.0006505i,-0.00035767+0.00010262i,-0.00066221+0.00018323i,8.4044e-05+0.00067435i,-1.2406e-05+0.00065265i,-0.00026476-4.3067e-05i,0.00064588-0.00068364i,0.0010228+0.00023464i,0.00044874+0.00050146i,-0.00011668-0.0002243i,0.000121-0.00049253i,0.00010601-0.00054408i
-0.00068914-0.0015005i,-0.0004221-0.0012709i,-0.00036236-0.0009864i,-0.00033975-0.00029485i,0.00058249-0.0002386i,0.0014862-0.00078207i,0.0012557-0.0007244i,0.00050358-0.0001153i,-0.00051501+0.00015491i,-0.000185+0.00022103i,0.00024513+0.00039472i,-0.00055094+4.2587e-05i,-0.0012147-0.00063913i,-0.0010236-0.0013827i,0.0006008-0.00086311i,0.0010959-0.00025388i,0.00023556-0.00021926i,-0.0004647+0.0003061i,-0.00068445+0.00096294i,-8.3409e-05+0.0012065i,0.00036371+0.00077972i,-4.2973e-05+0.00077643i,-0.00071621+0.00071338i
-2.8543e-05+0.00080251i,-0.00075935+0.00063585i,-0.0012232+0.0011455i,-0.00064633+0.0013706i,6.6894e-05+0.001872i,7.4025e-06+0.00054712i,-0.0002369-0.00030467i,-0.00077536-0.00032716i,-0.0010577+5.4766e-05i,-0.00038962-4.1172e-05i,0.00028207-0.00014032i,0.00037354+0.00045836i,0.00025485+0.00072677i,5.3411e-05+0.0012217i,0.00010545+0.0014579i,0.00023477+0.00076426i,0.00048762+0.00043002i,8.1156e-05+0.00050586i,-0.00052622+0.00064294i,-0.00076236+0.00077071i,-0.00048707+0.00057622i,0.00011014+0.0004422i,-4.2441e-05+0.00021998i
-0.00064641-0.0023488i,-0.00059253-0.0021488i,-0.00049134-0.00043785i,-0.00030425+0.0016499i,-2.476e-05+0.0019107i,2.2679e-05+0.00078343i,0.00051579+0.00027693i,0.00020847+0.00058092i,-0.00069535+0.00076253i,-0.00066729+0.00022149i,0.00033564+0.00028476i,0.00029767+0.00052222i,-0.00042983+0.00030201i,-0.00024732+0.00072141i,6.9806e-05+0.0010317i,-0.00028247+0.00083324i,-0.000194+0.00043073i,0.00080181-0.00027028i,0.0013494-0.00055443i,0.00085804-0.00030316i,0.00017762-0.00068471i,-0.00014734-0.0007806i,8.3973e-05-0.00088961i
-0.0008535-0.001219i,-0.0018039-0.00099495i,-0.0019925+0.00054218i,-0.0014859+0.00078955i,-0.0013523-0.00053261i,-0.00085076-0.00095532i,-0.00064245-0.0011473i,-0.00040607-0.00092007i,-0.0005398-0.00055871i,-0.0010723+0.00010365i,-0.00060964+0.00055537i,-3.867e-05+0.00068401i,-0.00018025+0.00093112i,-0.00045654+0.0010429i,-0.000329+0.00070481i,-9.4002e-06+0.00024039i,0.00025746+0.0003207i,0.00020785+0.00046397i,-0.00011829+0.0005071i,0.00010399+0.00023229i,0.00055074-0.00044606i,3.8948e-05-0.0011703i,-0.00082917-0.00078728i
0.0014557-0.00068246i,0.00082535+9.1553e-05i,0.00018081+0.00067145i,0.00010713+0.00080811i,-7.9765e-05+0.0011577i,-0.00075712+0.00055438i,-0.00027568-0.00022845i,-0.00025957-0.00018193i,2.2206e-05-6.4701e-05i,0.00051446-0.00045483i,4.9326e-05-0.00037058i,-0.00025843-0.00019538i,0.00052988+6.8912e-05i,0.00018871+0.00098629i,-0.00058881+0.00068666i,-0.00078271+0.00020924i,-0.00093588+9.2343e-05i,-0.00064469+3.7363e-05i,0.0004008+0.00011511i,0.00073875-0.00061446i,0.00015922-0.00082391i,-0.00062498-0.00030704i,-0.0011141-0.00017374i
0.0015106-0.0019579i,0.00026604-0.0016614i,1.0528e-05-6.7335e-05i,-0.00020779+0.0015827i,-0.0002904+0.0013733i,0.00028604+0.0011627i,0.00071386+0.00075841i,0.00077392+0.00022619i,0.00077593+5.6145e-05i,0.00022025+8.0112e-05i,-0.00048558+2.4556e-05i,-0.0002275+0.0002228i,0.00021972+0.00055212i,0.00069656+0.00060689i,0.00047226+0.00096289i,-0.00029515+0.00090461i,-0.00034075+0.00056422i,-0.00013184-0.00021106i,-0.00030565-0.00068314i,-0.00046846-0.0010127i,-0.00039764-0.0014193i,-0.0011539-0.00074947i,-0.0012285+0.0002718i
-0.0008046-0.0016029i,-0.0016765-0.0014491i,-0.0025091-0.00028789i,-0.0028073+0.0018136i,-0.0019489+0.0020862i,-0.00023623+0.00075209i,0.00084538+0.00059413i,0.00027578+0.00070109i,-0.00021014-0.0003009i,0.00059311-0.00074703i,0.00086182-0.00012783i,0.00051122+1.4007e-06i,0.00043842-0.00063958i,0.00032782+3.1291e-05i,0.00048177+0.0013465i,0.00054906+0.0018035i,-0.00024854+0.00054743i,-0.00051165+0.0002372i,0.00026643+0.0008142i,0.00080987+0.00026391i,0.00082624-0.00019617i,0.00014319-0.00060084i,-0.00089999-0.0012058i
0.00025405-0.0015832i,0.00081842+0.00046805i,0.0005521+0.0014461i,1.2218e-05+0.0015836i,-0.00049243+0.0014178i,-0.00047874+0.0010101i,-8.9225e-05+0.00084832i,-0.00039046+0.00085607i,-0.0013304+0.00067404i,-0.0015042+0.00026967i,-0.001165+0.00036079i,-0.00063022+0.00080754i,-0.00032219+0.00093106i,-0.00015449+0.00096534i,0.00016168+0.00069571i,0.00034035+0.00025171i,0.00041878+0.00058596i,0.00050863+0.00023738i,0.00040406-0.00049152i,0.0001983-0.00035634i,0.00027176-0.00042509i,-3.436e-05-0.00062044i,-0.0011484-0.00066718i
0.0015943-0.0013718i,-0.00016423-0.00052021i,-0.00065896+0.00056742i,-0.00056099+0.00067833i,0.00022635-0.00021776i,-7.8643e-05-0.00024531i,-0.0013099+7.4692e-05i,-0.0011196+0.00020115i,-0.00015819+0.00026962i,4.7116e-05+0.00034121i,0.00028173+0.00099431i,0.00020738+0.0010163i,4.3572e-06+0.00068322i,-0.0003878+0.00017785i,-0.0010055-0.00042204i,-0.0007577+7.7148e-05i,-0.00050218+0.00039288i,-0.00094958+0.00095723i,-0.00073875+0.00047865i,-6.6681e-05-0.00050376i,0.00064149+0.0001814i,0.00090855+0.00019075i,0.00039174-0.00038842i
0.00049943+0.0015216i,-0.00040027+0.0011174i,-0.0015396+0.0018757i,-0.0014688+0.0026782i,-0.00028757+0.0025387i,0.00041246+0.00078353i,0.00014435-0.00049838i,-2.2673e-05+4.7165e-05i,-0.00055844+0.00032156i,-0.00051104-0.00032569i,0.00031959-0.0014559i,0.00072185-0.00062152i,-5.8569e-06-0.00014446i,-0.00046571-0.0011623i,6.3817e-07-0.0012502i,3.0472e-05-0.00034978i,-0.00038136+0.00058979i,-8.2544e-06-0.00023829i,0.00039712-0.00093425i,7.5255e-05+8.7354e-06i,-0.0001576+0.00089157i,-0.00047461+0.0012862i,-0.00075581+0.00055161i
-0.0015382-0.00074822i,-0.0011888-0.00093917i,-0.00051748-7.6678e-05i,-0.0006392+0.0011054i,-0.0001351+0.0016028i,0.0010357+0.00076871i,0.0008842-0.00067342i,-5.1582e-05-0.0002154i,-0.00039668+0.00049664i,-0.00042055+0.0001775i,0.00054301+0.00064138i,0.0010751+0.00060898i,0.00046381+5.2954e-05i,3.3374e-05-0.00034986i,-0.00048482-0.00062358i,-0.00061358+0.00014112i,-0.0006416+0.00030689i,-0.00063337-0.00045838i,-0.00043187-0.00046104i,-0.00050203+6.4231e-05i,-0.00029429+0.00024539i,0.00021646+0.00053061i,2.6503e-05+0.00050507i
-0.001251-0.00057167i,-0.0011713+0.00043994i,-0.0011746+0.001956i,-0.00076823+0.0025924i,7.1307e-05+0.0018118i,0.0011537+0.00055887i,0.00066811-0.00023382i,0.00012722-0.00037358i,3.8723e-05-0.00016542i,-0.00055355-0.00020206i,-8.0581e-05-2.3939e-05i,0.00037916+0.00025557i,0.00034345-6.7753e-06i,0.00032035-0.0005406i,0.00054117-0.0008473i,-7.9758e-05-0.0005387i,-0.00070725-2.205e-05i,0.00023438-8.6643e-06i,0.00047859+0.00029798i,8.445e-05+0.00059785i,0.00024378+2.4108e-05i,-0.00037144-0.00034821i,-0.00029784-8.2995e-05i
0.00056755-0.0014968i,-0.00050059-0.00088512i,-0.0022416+0.0013877i,-0.0022521+0.0026524i,-0.0014378+0.0015098i,-0.0006258-0.00020869i,-0.0001791-0.00069269i,0.00017807-0.00039593i,0.00034423-0.00061614i,0.00055346-0.00088683i,0.00053578-0.00030237i,-0.00042711+5.6091e-05i,-0.0010445-4.5648e-05i,-0.00010034+0.00012901i,0.00043884-1.1953e-05i,0.00056099+1.619e-05i,0.00068781+0.0002188i,0.00075586+0.00011298i,0.00094891-2.5154e-05i,0.0008348-0.00047762i,0.00017437-0.00039144i,-0.00031312+9.3701e-05i,-0.00013336+0.00063677i
0.0003165-0.00015133i,-0.0011464-0.0013436i,-0.0020472-0.0013167i,-0.0014695+6.3301e-05i,-0.00056609+0.00038422i,-3.0093e-05-0.00035133i,0.00018512-0.00088732i,-0.00021282-0.00043971i,-0.00013316+0.00038274i,0.00059777+0.00015273i,0.00026013+0.00051152i,-0.0002854+0.0016396i,-0.00016329+0.0018501i,-0.00072783+0.0014971i,-0.0012422+0.00069648i,-0.00040359-7.8254e-05i,2.3191e-05-0.00020732i,0.00028864-0.00042848i,0.00069731-0.00047082i,0.00092309+5.9024e-05i,0.00085669+0.00038156i,0.00017043+7.7066e-05i,-0.00056142+0.00034112i
-0.001791-0.00036066i,-0.00038807-0.00084871i,-0.00014389-0.00036394i,-0.001596+0.00061774i,-0.0012533+0.00068195i,9.0658e-05+0.00051307i,0.0004286-2.9303e-05i,0.00045825-0.00032064i,0.0005421+0.00055675i,0.00043478+0.00078498i,6.4744e-05+0.00024764i,-0.00031235-0.00025072i,-0.00062831-0.0002079i,-0.00041335-0.0002292i,0.00018143-0.00029882i,0.00067939-0.00029496i,0.00013783-0.00029112i,-8.8685e-05-0.00011632i,0.00030978-0.00021828i,5.0362e-05+0.00017235i,-0.00026975+0.00048573i,-0.00060351+0.00030254i,-0.00073794-0.00016569i
0.00066933-0.00052645i,0.0017944+0.00067147i,0.001193+0.0010667i,0.00087851+0.0015868i,0.00047425+0.0015718i,0.00018678+0.00066203i,0.00044818+0.00053766i,0.00016071+0.0005553i,-0.00046561+0.00071016i,-0.00062484+0.00024057i,-0.00064248-0.00071989i,-0.00048752-0.00072647i,3.225e-05-0.00036468i,0.0010745-0.00021252i,0.00060606-5.4284e-06i,-0.00077788+0.00056176i,-2.4947e-05+0.00089918i,0.0005739+0.00048271i,0.00018295-8.8199e-05i,-0.00038303+0.00064133i,-0.0004567+0.0015097i,-0.00017896+0.00043473i,-0.00041019-0.00018078i
0.00096469-0.00048785i,-0.0006861+0.00017509i,-0.0014651+0.0016075i,-0.001397+0.0014245i,-0.0013772+0.00039176i,-0.0010929+0.00069568i,-0.00017671+0.0010098i,0.00012274+0.00063416i,-0.00019503-0.00033368i,-0.00029768-0.00082863i,-0.00062366+5.7912e-05i,-0.00059072+0.00037079i,-0.00053725+0.00010786i,-0.00036275+0.0002125i,-0.00054059-0.0004346i,-0.00075004-0.0010714i,-0.00049216-0.00085153i,-0.00020639-0.00053124i,0.00053104-0.00016055i,0.0007846+8.533e-05i,0.00039401-6.1918e-05i,0.00018313+0.00021139i,-5.7176e-05+0.00045184i
