-0.0027358+0.00051062i,-0.0014783-0.00030608i,-0.0026861+0.00044088i,-0.0021642+0.00074245i,-0.00092802+0.0011782i,0.00085374+0.00076594i,0.0014095-8.6159e-06i,0.00031865+0.00024987i,-0.00053049+0.00032592i,0.00061463+0.00056154i,0.0017713+0.0003617i,0.0013944-0.0010542i,0.0012693-0.0015772i,0.00092307-0.00092504i,0.00017277-0.00050981i,0.00047748+0.00025548i,0.00053254+0.00054315i,0.00065359+0.00048885i,0.00051896+0.00028306i,-0.00067359+8.3163e-05i,-0.0011793+0.00059618i,-0.00058865+0.0010165i,-5.7497e-05-0.00012238i
-0.0049698-0.0013513i,-0.0040371-0.00083252i,-0.0036721-0.00044763i,-0.0048523-1.8915e-05i,-0.0040271+0.0018811i,-0.0005493+0.0015711i,0.0022835-0.0013825i,0.0032898-0.0033598i,0.0029804-0.0040316i,0.0021921-0.0036999i,0.0016827-0.0034286i,0.0015204-0.0033319i,0.0022438-0.0021408i,0.003534-0.00025715i,0.0038063+0.0008203i,0.0037544+0.00095519i,0.0037739+0.00010006i,0.0034125-0.0016071i,0.0021932-0.0024383i,0.00022123-0.0020654i,-0.000477-0.001075i,-0.00014771-0.0006562i,0.00020718-0.00094076i
-0.0010945-0.0017325i,-0.0014589-0.0025425i,-0.002256-0.0034615i,-0.0032791-0.0029749i,-0.0036339-0.0021962i,-0.0017983-0.0014067i,0.0013913-0.0010325i,0.0033265-0.0019376i,0.0031362-0.0025744i,0.0028318-0.0021595i,0.0028865-0.0015073i,0.0014607-0.00069679i,-0.0015231+0.0011796i,-0.0039102+0.0022098i,-0.0037419+0.0011084i,-0.0029713+0.00027432i,-0.0028179+0.00040946i,-0.0025736+0.00084276i,-0.0019406+0.0011466i,-0.001015+0.0019542i,-0.00014432+0.0022653i,0.00062536+0.0024078i,0.0013288+0.0024309i
-0.0020207+0.00372i,0.00068721+0.0040792i,0.0035992+0.0041814i,0.0035737+0.0029345i,0.00089357+0.0016527i,-0.0007658+0.0010226i,-0.00016307+0.0012906i,0.0010356+0.0018003i,0.0022075+0.0016154i,0.0034146+0.00072635i,0.0035313+0.00029779i,0.0022022-0.0010988i,0.00058544-0.0034788i,-0.00080107-0.0044725i,-0.00048094-0.0047208i,0.0010039-0.0033807i,0.0011672-0.0020602i,0.00093821-0.002564i,9.8072e-05-0.0027552i,-0.0010931-0.00070719i,-0.0013937+0.00065955i,-0.0004439-0.00023126i,0.00028599-0.0017844i
-0.00030888-0.0031424i,-0.0013-0.0045704i,-0.0017792-0.0055991i,-0.0030698-0.0054302i,-0.003966-0.0034115i,-0.0029337-0.00015747i,-0.00056208+0.0013181i,0.0016699+0.00070199i,0.0020186+0.00028049i,0.002167+0.001228i,0.0025376+0.0016491i,0.0023921+0.00087435i,0.002316+0.00077265i,0.0014258+0.002431i,0.00032115+0.003705i,0.00032446+0.0036113i,0.00089168+0.003009i,0.0022089+0.0025971i,0.0024321+0.0015597i,0.0011543+0.00033439i,0.00045185-0.00024593i,0.00036901+0.00020782i,0.00036983+0.00078502i
-0.0037968+0.00061897i,-0.0033214+0.0018066i,-0.0023162+0.0030121i,-0.0014922+0.0019772i,-0.0013714+0.0007476i,-0.0011655+0.00013159i,-0.0013904+0.00022306i,-0.0015212+0.0017197i,0.00030171+0.0030883i,0.0021125+0.0033998i,0.0020847+0.0024604i,0.0011264+0.0015359i,-0.00057762+0.0001423i,-0.0017371-0.0025995i,-0.0014967-0.0046047i,-0.0009634-0.0045033i,-0.00031965-0.002791i,-0.00077608-0.0015255i,-0.0025105-0.0014862i,-0.003024-0.000636i,-0.0026283+0.00068161i,-0.0026449+0.001273i,-0.0021654+0.0011361i
-0.0026737-0.0022462i,-0.0014511-0.0015544i,-0.0024442-0.0014496i,-0.0032548-0.001001i,-0.0031937-0.00087143i,-0.0028404-0.0005903i,-0.0017848-0.00064131i,-0.0012228-0.001468i,-0.0017549-0.00019637i,-0.0012687+0.0021747i,-0.00058485+0.0023404i,0.0006402+0.0014719i,0.0024466-0.00010016i,0.0043632-0.0011736i,0.0053876-0.0014205i,0.0036941-0.0011559i,0.0015983-0.0006211i,0.0017209-0.00043854i,0.0024695-0.00040915i,0.0011683-0.00092262i,-0.00024797-0.0012121i,0.00089854-0.00063905i,0.0018606-3.6428e-05i
0.00075473-0.0012158i,0.00091641-0.0028484i,0.00034237-0.003375i,-0.0015163-0.0040065i,-0.0039508-0.0035812i,-0.0052467-0.0024009i,-0.0048212-0.00077161i,-0.0036609+0.00037817i,-0.0027128+0.0011831i,-0.0025953+0.002255i,-0.0024852+0.0020397i,-0.0024929+0.0011779i,-0.0016525+0.00083338i,-0.0016374+0.0013922i,-0.0026906+0.0016659i,-0.0027955+0.0016671i,-0.0022161+0.0023887i,-0.0016883+0.0026228i,-0.0010291+0.0017938i,-0.00013466+0.00060819i,0.0004571-0.00071168i,0.00061969-0.00078551i,-0.00030776-0.00085023i
-0.0025353-0.0012745i,-0.00089461-0.001334i,0.0002015-0.0014451i,0.00056976-0.0018249i,0.00080395-0.0021498i,-2.5953e-05-0.0023895i,-0.0005948-0.0028987i,-0.00080256-0.0029239i,-0.0014078-0.0014586i,-0.0011904-0.00016037i,-0.00049826-0.00048948i,-0.00032722-0.00094815i,-0.00064186-0.0015245i,-0.00024654-0.0032429i,0.00063178-0.0031564i,0.00099145-0.0018627i,0.0016869-0.00065857i,0.0015972+0.00025663i,0.00087737+0.00027058i,0.00018349-8.2645e-05i,-0.0010206-0.00047704i,-0.0012573-0.0015123i,-0.00082613-0.0022957i
0.0038193-0.0012377i,0.0046565-0.0021589i,0.0036219-0.0030989i,-0.00042197-0.0038911i,-0.0042344-0.0034547i,-0.0044288-0.0018841i,-0.0011983-0.0016052i,0.0013704-0.0033346i,0.00029049-0.0035585i,-0.0006247-0.0016629i,0.00010518-0.00069964i,0.00089565-0.0003849i,0.0014969+0.0011174i,0.0020259+0.0023334i,0.0014643+0.0025971i,-4.7135e-05+0.0013246i,-0.00058525-0.00070217i,0.00021168-0.00074532i,0.0011386+0.00028561i,0.0017138+0.0011081i,0.0019572+0.0012944i,0.0018725+0.0019761i,0.0013563+0.0019597i
0.00010895+7.3092e-05i,0.00040407-0.0015041i,0.0016412-0.0020405i,0.0014073-0.0011738i,0.00081887-0.00028513i,0.00018652+0.0001081i,0.00103-0.00031139i,0.0021832-0.00097573i,0.001739-0.0015181i,0.00084629-0.0013142i,0.00062273-0.00038236i,-0.0002823+0.00029524i,-0.0023256+0.0014666i,-0.0036797+0.0014011i,-0.0027769-0.00051948i,-0.0016111-0.0014773i,-0.0012222-0.0014932i,-0.00061227-0.0013773i,-0.00054865-0.00083718i,-0.0010704+0.00045987i,-0.00027859+0.00091967i,0.00096946+2.0245e-05i,0.00099574-0.0009353i
3.9097e-05-0.00096856i,-0.00022274-0.0020752i,-0.0005717-0.00193i,-0.0016423-0.0024463i,-0.0026025-0.0028874i,-0.0022777-0.0014533i,0.00018172-0.00086537i,0.002104-0.001939i,0.00075162-0.0023248i,-0.00017793-0.0017763i,-7.3867e-05-0.00058017i,-0.00019999-0.00014404i,0.00061904+0.00063868i,0.0019024+0.00091332i,0.0027402-3.2377e-05i,0.0024362+0.00052074i,0.0016823+0.0014627i,0.0016152+0.0017218i,0.0013982+0.00087564i,0.00099402+9.7834e-07i,0.00075744-0.00038469i,0.00076209-0.00093866i,0.00045548-0.00080389i
0.00066516+0.00029187i,0.00053888-0.0013071i,0.0008178-0.0012174i,-0.00026894-0.0009147i,-0.0022886-0.00034806i,-0.0024146+0.00052928i,-0.00066968+0.0010441i,0.0013791+0.0011131i,0.0026567+0.0010982i,0.002445+0.0011132i,0.0013999+0.0012033i,0.00078812+0.0017636i,0.00024757+0.0026852i,-0.0013815+0.002505i,-0.0016387+0.0014073i,0.00028295-0.00011891i,0.0018529-0.00067611i,0.0012269+0.0007041i,-0.00064885+0.002126i,-0.0010269+0.0025204i,-0.0010503+0.0024243i,-0.0019007+0.0015273i,-0.0018121+0.00038664i
0.0013369-0.0024258i,0.001052-0.0029978i,0.00011569-0.0044879i,-0.0015623-0.0048434i,-0.0020626-0.0030227i,-0.0018688-0.0012204i,-0.00065305+0.00022416i,0.0017755+0.00032189i,0.002213-0.00079703i,0.0011597-0.00083728i,0.00038296-0.00046841i,-0.0010167-0.00014739i,-0.002324-0.00010266i,-0.0026983-0.00028304i,-0.0015504-0.00081908i,-0.0004588-0.0017257i,-0.00032122-0.0020853i,0.0001123-0.0015245i,0.00023124-0.00089747i,-0.00047193-0.00099504i,-0.00076267-0.00085113i,-0.00028167-0.00018669i,-0.00011437+0.00023735i
0.0018658+0.00086193i,0.00062655+0.00078356i,0.00036492+0.00018729i,2.6503e-05-0.0012094i,-0.0016931-0.0019804i,-0.0014078-0.001072i,0.00017232+0.00072334i,0.0003411+0.001441i,-0.00044662+0.0014429i,-0.0010101+0.0013943i,-0.0011708+0.00051481i,-0.00073839+1.792e-05i,0.00082452+0.00094967i,0.0017775+0.0018701i,0.00083339+0.0016179i,-0.00022377+0.0014186i,-0.00026434+0.0011771i,0.00019449+0.0006025i,0.00038859+0.00025862i,3.5368e-05+0.00028805i,0.00010054+0.00028522i,0.00073747+0.00080573i,0.00031598+0.0011999i
-0.00077482+0.00020219i,-0.0013075-0.00078422i,-0.00041569-0.00065437i,-0.00043853-6.0671e-05i,-0.0022997-7.7915e-06i,-0.0029704+0.0007492i,-0.0011789+0.0017724i,0.0002861+0.0029912i,0.00038386+0.0023583i,0.00030846+0.00083808i,-0.00038481+0.00051844i,-0.0012613+0.00026939i,-0.0029272+0.00030916i,-0.0041443-9.2042e-05i,-0.0036314-0.00041884i,-0.0024939-0.00031416i,-0.001175+0.0004661i,-0.00075202+0.00047526i,-0.0014196+0.0001431i,-0.0020947-0.00026679i,-0.002269-0.0012947i,-0.0017986-0.0018143i,-0.00031769-0.0017247i
0.0013617-0.0016503i,0.0030016-0.0052077i,0.0028433-0.0057197i,-0.00022014-0.0040999i,-0.0022174-0.0030175i,-0.0020773-0.0023343i,-0.0017242-0.0015791i,-0.00049581-0.00079795i,0.00081068+0.00026099i,0.0011251+0.0007688i,0.00082824-0.00054828i,1.7499e-05-0.0024141i,-0.00039934-0.002973i,-0.00027993-0.0027319i,0.0002892-0.0025442i,-0.00032261-0.0023957i,-0.00067682-0.0024249i,0.00037619-0.0014636i,0.0012708-0.0013652i,0.0014267-0.0011746i,0.0004697-0.00030398i,-0.00066761+9.5183e-05i,-0.00096613-0.00037755i
0.0047599-0.0015274i,0.0031322-0.003131i,0.00072589-0.0034611i,-0.0014452-0.0012277i,-0.0034629+0.00099381i,-0.0037375+0.0017786i,-0.0026325+0.0012694i,-0.0016719-2.997e-05i,-0.0015135-0.00033066i,-0.0017541-0.0012658i,-0.0013482-0.0021985i,-0.00073045-0.0017173i,-0.00032277-7.7874e-05i,-0.00096929+0.0015505i,-0.0025541+0.0023013i,-0.0027717+0.002029i,-0.0013322+0.00069342i,-0.00040952+0.00014422i,-0.00040807-0.00017496i,0.00012281-0.00010609i,0.00059949+8.0062e-05i,0.00062247-0.00016808i,2.3598e-05-0.00042112i
0.0014215+0.0029925i,0.0033744+0.0043746i,0.0035539+0.0030985i,0.0011854+0.00047375i,-0.0015137+0.00033011i,-0.0018721+0.001095i,-0.0012947+0.0006983i,-0.0013944+0.00020949i,-0.0012819+0.00085022i,-3.5355e-05+0.0010086i,0.0018493-0.00029151i,0.0022222-0.001108i,0.00083526-0.0017511i,8.7534e-05-0.0032508i,-0.00076175-0.004389i,-0.0015048-0.0029962i,-0.0015687-0.0008475i,-0.0018787-0.00043767i,-0.0016324-0.00070989i,-0.00071738-0.0010012i,0.00047913-0.00052484i,0.00064698-6.6595e-05i,0.00014992-0.00036721i
-0.0028985+0.0032542i,-0.0029962+0.0027743i,-0.0019136-0.00081084i,-0.0027965-0.0037732i,-0.0047148-0.0032751i,-0.0054485-0.0019687i,-0.0038271-0.0012203i,-0.001632-0.00078022i,-0.00085142-8.1882e-05i,-3.1686e-05+0.00077674i,0.001267+0.0010369i,0.0015796+0.00036224i,0.0010707-0.00050417i,0.0015987-0.00037358i,0.0026276+0.00034717i,0.0022833+0.00041553i,0.0021784-0.00012992i,0.0020778+0.00020583i,0.0011599+0.00099521i,0.00093787+0.00091266i,0.0010346+0.0008407i,0.00055566+0.00069812i,-0.00013867+0.00017773i
-0.0058848-0.0016609i,-0.0071491+0.00049471i,-0.0062182+0.0043044i,-0.0034665+0.0044541i,-0.0025607+0.0013102i,-0.002997-0.0009221i,-0.0024186-0.0012483i,-0.0015824-0.0010111i,-0.00068718-0.0011615i,2.082e-05-0.00092495i,0.001182+0.00036263i,0.001564+0.00083209i,0.00037685+8.7021e-05i,-0.00099711+0.00021226i,-0.0011412+4.5014e-05i,-0.00090265-0.00052664i,-0.00088591-0.0007088i,3.7178e-05-0.00085971i,0.00037315-0.00086893i,-6.5668e-05-0.00055442i,8.3743e-05+0.00037188i,-1.2685e-05+0.00048281i,0.0003363+5.1292e-06i
0.00245-0.0070456i,0.0026645-0.0089115i,0.0023451-0.0086649i,0.00065547-0.0056901i,-0.00021756-0.0027639i,-0.00035301-0.0017909i,-0.00052883-0.0019337i,-0.00088719-0.0016766i,-0.0011119-0.00028745i,-0.00060698+0.00090992i,0.00043964+0.0012941i,0.0011906+0.0011244i,0.0018024+0.00056192i,0.0020405+0.00044056i,0.0022401+0.00024739i,0.0015428+0.00013072i,0.00043074+0.00048971i,0.00032268+0.00049436i,0.00042691-0.00020487i,-2.8905e-05-5.2248e-05i,-1.736e-05+0.00055073i,3.5358e-05+0.0011125i,5.5805e-05+0.001496i
0.0033004+0.0020528i,0.002745+0.00074817i,0.00019768-0.00043846i,-0.0024047-0.00012158i,-0.0019214+0.0012259i,0.00058604+0.00093012i,0.0026414-0.0011919i,0.0022059-0.0018041i,0.0012864-6.1193e-05i,0.0010691+0.0016282i,0.00081862+0.0015217i,0.00097598+0.0010591i,0.00048144+0.0016502i,-0.00095576+0.001996i,-0.00091653+0.0015167i,-0.00051973+0.0011364i,-0.00040202+0.0012715i,-0.00027361+0.0011241i,-0.00046768+0.00080152i,-0.00088348+0.00045217i,-0.00053715-0.00016689i,0.00028102-0.00046593i,0.00072859-0.00026946i
-0.0025062+0.00082931i,-0.002707+0.001579i,-0.0031206+0.00045004i,-0.0036718-0.00083687i,-0.0040374+0.00011134i,-0.0035448+0.0008027i,-0.0021485-0.00040666i,-0.00080406-0.0014661i,-0.00050435-0.0011738i,-0.00092505+0.0012081i,-0.0010206+0.0023512i,-0.00027304+0.0011391i,0.00043061+0.00019098i,0.00032922-0.00094783i,0.00044516-0.0019976i,1.2642e-05-0.0021587i,-0.0011439-0.0017104i,-0.0011421-0.00083728i,-0.00046684-0.00040796i,3.3733e-05-0.00052288i,-6.0316e-05-0.00070878i,-0.00048899-0.00032213i,-0.00031606-0.00036003i
0.00041432-6.9828e-06i,0.002702-0.0012447i,0.0048242-0.0016423i,0.0032466-0.0029456i,-0.00061149-0.0036723i,-0.0025833-0.0020002i,-0.00089683-0.00013223i,0.00064202+0.00054527i,0.00071084+0.00046162i,-0.00061898-0.00064377i,-0.0022903-0.0011798i,-0.0022907+0.00048487i,-0.0017661+0.0012272i,-0.0012197+0.0012159i,-0.00065657+0.0014321i,-0.00046434+0.00083406i,6.4909e-05+0.00010295i,0.00038642+0.00014123i,0.00050593+0.00038482i,2.5666e-05+0.00079186i,-0.00028789+0.00048348i,-0.00028993-0.00040834i,-0.0011669-0.0011736i
-0.0017714-0.0044125i,-0.0024499-0.0023057i,-0.0036102+0.00038075i,-0.0033174+0.0024899i,-0.0019766+0.0012512i,-0.00040317-0.001956i,0.001385-0.0034182i,0.0018031-0.0038446i,0.00080126-0.0030834i,-0.00031408-0.001763i,-0.00078646-0.0019697i,-0.0013528-0.0014557i,-0.002217-8.6015e-05i,-0.0021524+8.2543e-05i,-0.0016492+0.00014184i,-0.0010065-0.00058392i,0.0003392-0.00039548i,0.00062751+0.00040837i,-0.00032959-0.00010302i,-0.00025577-0.00079046i,-0.0008484-0.00082456i,-0.00068992-0.00070734i,0.00077716-2.9028e-05i
0.0029612+0.00071666i,0.0037544-0.00031105i,0.0029887-0.0027448i,0.00033005-0.0046126i,-0.0014759-0.0038159i,-0.0011915-0.0018385i,-0.00026615-0.00070977i,0.0001662-0.00038175i,8.5759e-05-0.00069144i,0.00039382-0.0011205i,0.00040872-0.0011913i,-0.00059032-0.0017221i,-0.0008212-0.0017273i,0.00017007-0.00085001i,0.001435-0.00053449i,0.0018482-0.0011553i,0.0018225-0.001112i,0.00075645-0.0004559i,0.00026745+0.0004232i,-0.00016049+0.00095925i,-0.0004775-9.0014e-05i,-0.0001876-0.0010444i,0.0001008-0.00079532i
-0.0040995-0.0025345i,-0.0062858-0.0026039i,-0.0077008-0.0020012i,-0.0059194-9.2785e-05i,-0.0020373+0.0012723i,0.0012558+0.0007143i,0.0023946-0.00066697i,0.0026842-0.00043024i,0.0028118+4.9732e-05i,0.0030364-0.00011693i,0.0029478-0.00057567i,0.0015689-0.0013624i,3.3831e-06-0.0011934i,0.0003935-0.0006698i,0.00081753-0.00033682i,-0.00023343+0.00034084i,-0.0011474+0.0012974i,-0.0011409+0.00083155i,-7.0437e-05-8.2841e-05i,0.0013657-0.00048014i,0.0011428-0.00033699i,0.00023573+9.9371e-05i,9.7744e-05-0.00058671i
0.0023562-0.0016121i,0.0026841-0.00122i,0.0032698-0.0010194i,0.001522-0.0021488i,-0.00082182-0.0033141i,-0.00099043-0.0022347i,0.00025842-0.00041619i,0.00074037-4.5005e-05i,0.00099123-0.00016439i,0.0019785-0.00025192i,0.0024622-0.00068106i,0.0015174-0.00078642i,0.00017091-0.0012877i,-0.0002689-0.0019684i,-0.00059036-0.0018087i,-0.00059589-0.0016863i,-0.0005447-0.00093021i,-0.00029507-0.00065867i,0.00048918-0.0010005i,0.00081846-0.0012344i,0.00090408-0.00074862i,0.00050224-0.00020802i,0.00074609+0.00048499i
0.0017447+0.0030713i,0.004874+0.00015758i,0.005605-0.002889i,0.0040788-0.0038897i,0.0017932-0.0022203i,0.00011151-0.00093809i,-0.00083059-0.00021498i,-0.00055225+0.0014241i,0.00074239+0.0021228i,0.0017169+0.0019885i,0.0023773+0.0015053i,0.0019341-0.0002684i,0.0011271-0.0012462i,0.00040656-0.0016228i,-0.00010954-0.0012563i,-0.00021071-0.00010724i,0.00011126-7.576e-05i,-1.8072e-05-5.7766e-05i,-0.00022674+0.00071372i,2.8052e-05+0.0014471i,0.00054498+0.0011103i,0.0010541+0.00056923i,0.0014023+0.00037784i
0.0014581+0.0017912i,0.003122+0.002439i,0.0042253+0.0017256i,0.0010366-0.00054387i,-0.0024317-0.0010331i,-0.0021557+0.00040246i,-0.00062299+0.0015372i,-0.00048467+0.0011075i,-0.00060951+0.0014771i,1.8243e-05+0.0025458i,0.00051364+0.001917i,0.0006303+0.0012006i,0.00052398+0.00099125i,-0.0004591+0.00031836i,-0.001624-0.00040673i,-0.0012131-0.00093182i,-0.00027852-0.0006177i,-0.0001207-0.0005109i,0.00013941+0.00028289i,0.00012364+0.00066347i,-8.3705e-05+4.3039e-05i,8.6612e-05-0.00044625i,-7.5991e-05-0.00098764i
0.0036789+0.031506i,0.012213+0.026828i,0.026694+0.019606i,0.025504+0.0034379i,0.015348-0.013698i,-0.0012869-0.019504i,-0.010515-0.0087542i,-0.0088944+0.0020881i,-0.002388+0.0054986i,0.0037379+0.0013496i,0.0022472-0.0033682i,-0.0021632-0.0049625i,-0.0066909-0.0070009i,-0.011699-0.0092972i,-0.012438-0.0096265i,-0.0067217-0.0063726i,-0.00020955-0.001714i,0.00019138+0.0012028i,-0.0022635+0.002784i,-0.0015815+0.0036713i,0.0019107+0.0035067i,0.0044865+0.0013937i,0.0037445-0.0017547i
-0.0014785-0.0050261i,-0.0045549-0.0066536i,-0.0083475-0.006565i,-0.0061538-0.0024984i,-0.0029192+0.002049i,-0.00073178+0.0039114i,0.00081094+0.001524i,0.00016892-0.0013181i,-0.002209-0.0015853i,-0.0030372-0.00043611i,-0.0019709+0.00088993i,-0.00048381+0.0010831i,0.00018941+0.00059173i,0.0002131+0.00061493i,0.00043633+0.00039517i,0.00087481-0.00028286i,0.00054438+2.5477e-05i,-7.8412e-05+6.7633e-05i,0.00044521-0.00073754i,-0.00012098-0.0004799i,-0.00099488-0.00040422i,-0.00096866+1.1324e-05i,-0.0012165+0.00027546i
0.0018723+0.0013764i,0.0030079+0.00092783i,0.0041536-0.0019686i,0.0014608-0.0049827i,-0.0040367-0.0050808i,-0.0058785-0.0018554i,-0.0041119+0.00052431i,-0.0018066-3.3329e-05i,-0.00081337-0.0017017i,-0.0014531-0.0018233i,-0.0014352-0.00063011i,-0.00032374-2.6123e-05i,0.00011021+9.9501e-05i,0.00047178-0.00024393i,0.00018651-0.0011285i,0.00013183-0.001419i,-0.000579-0.0010277i,-0.0016727-0.00056439i,-0.0011106-0.00021069i,-0.00043594-5.8602e-05i,-0.00066529-0.00018018i,-0.00083044-0.00039232i,-7.4884e-05-0.0011426i
-0.0012892-0.0067942i,-0.0038793-0.007149i,-0.0067217-0.0048118i,-0.0079061-0.00064799i,-0.006037+0.0016595i,-0.0026561+0.0012441i,-0.00052662-0.00062949i,-0.00073131-0.0020859i,-0.0016277-0.0023616i,-0.001004-0.0018848i,-0.00072296-0.0012767i,-0.00023624-0.00060637i,0.00016089+0.00067552i,8.4368e-05+0.0014438i,-6.0318e-05+0.001657i,-0.00096933+0.00051843i,-0.00077389+0.00018876i,-0.00086143+0.00015733i,-0.000647-0.00015612i,0.00095198+7.3613e-05i,0.00095641-0.00048354i,-0.00013053-0.0012963i,-0.00086688-0.0013514i
0.0025306+0.0010003i,0.0034016+0.0021389i,0.0020276+0.0043181i,0.00023351+0.0042265i,-0.0013484+0.0013622i,-0.0022274-0.00050704i,-0.00091431-0.0011858i,0.00044193-0.0025166i,0.00061457-0.0030305i,0.0017264-0.0019435i,0.0022712-0.0014614i,0.00058643-0.00088268i,-0.0010613-0.00034775i,-0.00098838-0.00057948i,-0.00092359-0.0014761i,-0.0007983-0.0017497i,-0.00075604-0.00036587i,-0.00055979+0.00049305i,0.00020724+0.00037543i,0.00040461-0.00010042i,8.3049e-05-0.00010683i,-0.00067396+0.00045481i,-0.0013108+0.00010901i
-4.7655e-05+0.0020828i,-0.00064837-0.0012806i,-0.002437-0.0065285i,-0.0038034-0.0067365i,-0.0041128-0.0022808i,-0.0023547+0.00088854i,0.00014059+0.00076984i,0.0017376-0.00031019i,0.0025876-0.00070542i,0.0029399-0.00065333i,0.0027737-0.0014842i,0.0017918-0.0017533i,0.00073538-0.0011574i,0.0010182-0.00079359i,0.00049057-0.00094625i,-0.00036466-0.0013393i,9.0057e-05-0.00079731i,-0.00029856-0.00055969i,-0.00095777-0.00094437i,-0.00045599+0.00012503i,9.1939e-05+0.00059982i,-2.8817e-06-0.00043355i,8.243e-05-0.00039456i
-0.0012076-0.00011377i,0.0003987+0.001755i,0.0021287+0.0030744i,0.0018459+0.00040465i,-0.00038426-0.002847i,-0.0024216-0.0037473i,-0.0029059-0.003624i,-0.00080429-0.0016806i,0.0016869+0.00029316i,0.0023422+0.00091706i,0.0014704+0.0012585i,0.0010557+0.00071688i,0.0008634-0.000365i,-0.00066996-0.00089659i,-0.0016142-0.00066541i,-0.0010918-0.00099973i,-0.00032125-0.0023814i,-0.00014219-0.002069i,-0.00013996-0.00028684i,-8.5122e-05+0.00075453i,0.00023365+0.0007497i,0.00096175+0.00030922i,0.0009917-0.00012444i
-0.00053321-0.0018615i,-0.0003169-0.0032227i,-0.0018745-0.0035204i,-0.0031338-0.0024406i,-0.0031461-0.00053444i,-0.0016657+0.0014065i,0.0010267+0.0013494i,0.0025726+0.00018489i,0.0023843+0.00048077i,0.0017322+0.0013642i,0.0014245+0.0014904i,0.001171+0.0008723i,0.00079793-0.00051958i,0.0011075-0.00095624i,0.001634-0.00075083i,0.00096866-0.00086168i,-6.3406e-05-0.00052676i,-0.00018121+0.00029762i,-4.8239e-05+0.00062746i,-0.00044048+0.00020496i,-0.00063033-0.0007264i,-0.00020381-0.0011148i,0.00020567-0.00079817i
-0.0012234+0.0016854i,-0.0004148+0.0033663i,-0.00013364+0.0044861i,4.8821e-05+0.0028439i,-0.00050461+0.0011047i,-0.00054189+0.00052977i,0.00018448-1.9867e-06i,0.00074692+0.00044647i,0.0011592+0.0016026i,0.0015369+0.002082i,0.0010223+0.0019929i,0.00058376+0.0014378i,0.00083733+0.0010351i,0.0014861+0.00067108i,0.0012508+0.00010554i,0.0010933+3.5184e-06i,0.00047393+0.00023967i,-0.00044837-0.00056208i,-0.00043065-0.0014239i,-0.00072805-0.00067567i,-0.0008147-0.00012206i,-0.00053726-0.00035416i,-0.00011338-0.00046968i
-0.0042881-0.0032598i,-0.0043405-0.0045292i,-0.0024791-0.0053559i,-0.0025576-0.0044862i,-0.0037895-0.0018946i,-0.0032729+0.00047745i,-0.0010229+0.00112i,0.001286+0.00076692i,0.0010246+0.0001033i,-0.00044158+3.4073e-05i,-0.00050069+0.00094902i,0.00037986+0.00057739i,0.0015832-0.00023026i,0.0014238-0.0011762i,0.00070779-0.001422i,0.0008826-0.00079636i,0.0011937-0.00077616i,0.00069536-0.00066124i,0.00037492-0.00032067i,0.00016253-0.0003605i,4.6379e-05+4.5894e-05i,0.00021374+0.0010992i,8.8383e-05+0.0013771i
0.0019682-0.0027525i,0.0021128-0.0016356i,0.00024353+0.00016048i,-0.001462+0.0011031i,-0.0025345+0.0015237i,-0.0027168+0.002274i,-0.001194+0.0019955i,0.00013621+0.0011658i,-0.00024917+0.00071541i,-0.0013473+0.00075988i,-0.0016978+0.00054807i,-0.00081609+0.00065038i,-5.3721e-05+0.0011431i,0.00024266+0.00073429i,0.00042876+0.00043089i,-8.5151e-05+0.00015181i,-0.00058595-0.0001838i,-0.00026922-0.00069408i,7.0537e-05-0.00055508i,-0.00014826-0.0001841i,0.0003224-0.00081179i,0.00076769-0.0011483i,0.00048424-0.00097093i
-0.00069781-0.00048881i,-0.00077832-0.0027167i,-0.002239-0.0050501i,-0.0043055-0.0045017i,-0.0043249-0.0026534i,-0.0033243-0.00088466i,-0.0023292+3.7604e-06i,-0.0014787+0.00029946i,-0.0016313+0.00063529i,-0.0017837+0.00010936i,-0.0011667-0.00093574i,-0.00058445-0.00072875i,-0.00054073-0.00014674i,-0.00057257-0.00045287i,-0.00040688-0.0003177i,0.00019055+8.0504e-05i,8.202e-05+0.0010786i,-0.00032761+0.0016946i,0.00064661+0.00092578i,0.001673-7.9471e-05i,0.0010809-0.00088725i,-3.8752e-06-0.0011821i,-0.00010596-0.0011658i
0.00047327-0.0011928i,0.0013142-0.00069988i,0.0024875-0.00035441i,0.0006827-0.0018928i,-0.002235-0.0031254i,-0.0029558-0.0015386i,-0.0016798-0.00022578i,-0.0012043-0.00086175i,-0.0015153-0.0013866i,-0.0013266-0.001158i,-0.00063891-0.0011966i,-0.00064404-0.0012541i,-0.00075872-0.0011499i,-0.00020728-0.00070559i,8.7088e-05-0.00032761i,3.6713e-05+0.00020775i,0.0002342+0.00011423i,0.00014465-0.00037903i,-0.00063677-0.00049694i,-0.00069064-0.0014449i,-0.00064113-0.0013515i,-0.0010032-0.00041239i,-0.00094506-0.00021089i
