0.00050618+0.0007497i,0.00080333-0.00056732i,-0.00032266-0.00071976i,-0.0014858-0.0015729i,-0.0014534-0.0011808i,-5.8164e-05+9.8042e-05i,0.00081496+0.00078099i,0.00072789+0.0015462i,0.00051458+0.001833i,0.00048161+0.00053595i,0.00042466-0.00098913i,-0.00041274-0.0010026i,-0.0011553-0.00024638i,-0.00079693-0.0006251i,-0.00030894-0.00080876i,-4.4027e-05-0.00028299i,7.8787e-05-0.00083267i,-0.00017164-0.0014017i,-0.00046606-0.00085864i,-0.00067978-0.00045363i,-0.00039646+6.2683e-05i,0.00034315+0.00018705i,0.00027084+0.00050925i
0.37653-0.37123i,0.5071-0.48911i,0.45027-0.40636i,0.27511-0.24697i,0.12188-0.18455i,0.023095-0.19895i,-0.032788-0.17359i,-0.050638-0.083901i,-0.045026+0.0053684i,-0.022895+0.04693i,0.0021521+0.03901i,0.0045971+0.012721i,-0.0072274-0.0020973i,-0.016375-0.0058997i,-0.01662-0.0041773i,-0.0061749+0.0032576i,0.0018852+0.011418i,0.00092719+0.016698i,-0.0017366+0.016329i,-0.0011015+0.010458i,0.0019946+0.004391i,0.0042819-0.0025584i,0.0035965-0.010889i
-0.12367+0.52795i,-0.19841+0.72459i,-0.19971+0.62743i,-0.11616+0.35192i,-0.015652+0.17377i,0.067857+0.122i,0.098416+0.07389i,0.062118+0.0044027i,0.0098398-0.039385i,-0.021848-0.037981i,-0.027452-0.01186i,-0.010185+0.0027335i,0.0023217-0.0047017i,0.0030823-0.010748i,4.2401e-05-0.0068184i,-0.0087697-0.0015665i,-0.013058-0.0023184i,-0.0060942-0.012369i,-0.0008031-0.022713i,-0.001573-0.021384i,-0.001184-0.010697i,0.0007613+0.00070348i,0.00072621+0.010243i
-0.20242-0.51185i,-0.28424-0.74614i,-0.26709-0.70679i,-0.1902-0.43972i,-0.11776-0.21435i,-0.078431-0.12157i,-0.054679-0.062597i,-0.019583+0.0011781i,0.017297+0.035594i,0.03847+0.019172i,0.029098-0.01503i,0.0043406-0.020197i,-0.00042573-0.0046513i,0.0072555+0.0020117i,0.01182-0.00059906i,0.01501-0.0044436i,0.013098-0.0030775i,0.0080319+0.0057317i,0.005957+0.0086883i,0.0041443+0.0010336i,0.00049298-0.0086097i,-0.0033965-0.01459i,-0.005836-0.015288i
0.43113+0.2663i,0.61504+0.37969i,0.56952+0.34325i,0.34685+0.22346i,0.15481+0.17157i,0.094821+0.15633i,0.082788+0.091823i,0.048495+0.019723i,0.013545-0.013638i,-0.0077316-0.0071099i,-0.0042468+0.017248i,0.016226+0.020327i,0.021806+0.00097471i,0.012182-0.014412i,0.0019082-0.014534i,-0.0029493-0.0035665i,0.0011186+0.0011457i,0.0045109-0.0053985i,0.0019253-0.0057021i,0.0021115+0.005253i,0.0067071+0.01385i,0.010674+0.014778i,0.012254+0.010294i
-0.46228+0.017212i,-0.65402+0.024543i,-0.57583+0.048492i,-0.29466+0.045542i,-0.071023-0.03246i,-0.0094304-0.099533i,-0.014706-0.082i,-0.010536-0.037776i,-0.0064924-0.021687i,-0.014454-0.022934i,-0.031015-0.016488i,-0.039096+0.0045482i,-0.029318+0.023i,-0.014728+0.027502i,-0.0080315+0.019074i,-0.011253+0.0056266i,-0.013865+0.0016857i,-0.0038284+0.0055171i,0.0088992-9.6539e-05i,0.0051957-0.011907i,-0.008551-0.014795i,-0.016148-0.012174i,-0.015227-0.01127i
0.34906-0.26312i,0.51914-0.38778i,0.47603-0.38756i,0.26087-0.23814i,0.079241-0.027511i,0.0061671+0.11935i,-0.0099019+0.13886i,-0.011085+0.084561i,-0.0081366+0.047007i,0.0047112+0.0379i,0.020267+0.018429i,0.018297-0.0088614i,0.0073272-0.019288i,0.0019009-0.015515i,0.0040637-0.0073279i,0.011876-0.0028262i,0.010562-0.0037601i,-0.0038527-0.0015839i,-0.01266+0.0080637i,-0.0033403+0.016556i,0.0134+0.01467i,0.019201+0.0071548i,0.013718+0.0054028i
-0.11425+0.38073i,-0.13655+0.57252i,-0.070562+0.54309i,-0.005457+0.28493i,-0.017731-0.0043301i,-0.046667-0.16297i,-0.046318-0.16745i,-0.035223-0.088234i,-0.024869-0.035087i,-0.024002-0.028877i,-0.024472-0.018264i,-0.013045-0.00066012i,-0.0025165+0.0058933i,0.0027138+0.0049952i,0.0033823+0.0014395i,-0.0020219+0.0026835i,-0.0010319+0.0093275i,0.011388+0.0079042i,0.020027-0.0038087i,0.014119-0.01337i,0.0036036-0.011524i,-0.00097662-0.0028318i,-0.0010593-0.0012467i
-0.11555-0.32846i,-0.21976-0.45779i,-0.29865-0.36975i,-0.25461-0.11131i,-0.10232+0.11443i,0.010083+0.20699i,0.042549+0.1762i,0.050297+0.076647i,0.050762+0.0069648i,0.042815-0.013842i,0.025084-0.020976i,0.0067771-0.022076i,-0.0023689-0.021938i,-0.0077259-0.020415i,-0.0071889-0.017151i,-0.0012208-0.019789i,-0.00091152-0.022371i,-0.0053817-0.013027i,-0.0047026+0.0025325i,0.0034836+0.0081883i,0.0092664+0.0014435i,0.0089172-0.0062485i,0.0077146-0.0053457i
0.26131+0.18527i,0.41089+0.24604i,0.43549+0.16554i,0.28714+0.0010851i,0.077299-0.13251i,-0.056862-0.21744i,-0.1041-0.21039i,-0.095776-0.10775i,-0.065876-0.026698i,-0.044994+0.0015414i,-0.021397+0.012037i,-0.0017686+0.013068i,0.00041827+0.017215i,-0.00083808+0.023719i,-0.0011588+0.026987i,0.00022174+0.0304i,0.0009749+0.025998i,-0.0073325+0.011027i,-0.020644+0.00064404i,-0.027237+0.0021739i,-0.02365+0.0085921i,-0.015347+0.012253i,-0.010348+0.0090018i
-0.28592+0.013099i,-0.43773+0.083239i,-0.41703+0.18214i,-0.21073+0.21048i,0.012011+0.16967i,0.12222+0.14202i,0.13429+0.10129i,0.097895+0.027943i,0.061351-0.013652i,0.043231-0.019519i,0.021856-0.011465i,0.0076507-0.00035595i,0.0052382-0.0069125i,0.00019483-0.017359i,-0.0024613-0.019642i,-0.0054623-0.020918i,-0.0077307-0.014221i,0.00086627+0.0012628i,0.014776+0.012019i,0.02287+0.011539i,0.018792+0.0050282i,0.0084448-0.0011236i,0.0024433-0.0013981i
0.18072-0.17085i,0.22605-0.32571i,0.12993-0.43708i,-0.031924-0.38871i,-0.1258-0.25276i,-0.13289-0.17662i,-0.10825-0.11873i,-0.068445-0.030738i,-0.029748+0.0235i,-0.010083+0.02613i,-0.0012586+0.0050355i,-0.003164-0.0085436i,-0.0032304-0.0029437i,0.0044384+0.0025138i,0.010647+0.0051372i,0.017758+0.0071551i,0.020355+0.0032408i,0.013192-0.0048086i,0.0015118-0.011341i,-0.0060629-0.012646i,-0.0039436-0.0079728i,0.0025882-0.0019428i,0.0023438+0.00026072i
-0.050648+0.20302i,-0.022488+0.33259i,0.078282+0.36376i,0.1472+0.26792i,0.14513+0.15821i,0.14696+0.10601i,0.1426+0.043621i,0.09411-0.022908i,0.044887-0.043317i,0.018653-0.033681i,0.010018-0.0090376i,0.016955+0.0030362i,0.013851-0.0073285i,-0.0018514-0.010247i,-0.013862-0.003486i,-0.020814+0.0024125i,-0.019733+0.0031269i,-0.011678-0.004738i,-0.0032802-0.010998i,0.0024104-0.008243i,0.0048516-0.0044389i,0.0020554-0.0030505i,-0.00027766-0.0016571i
-0.070669-0.17696i,-0.17563-0.26283i,-0.27323-0.23048i,-0.24329-0.11199i,-0.1282-0.04826i,-0.056759-0.056726i,-0.031872-0.040592i,-0.02045-0.00019172i,-0.01741+0.025744i,-0.0093884+0.031375i,-0.0071556+0.019248i,-0.015382+0.017639i,-0.0074416+0.025907i,0.0056295+0.0213i,0.010366+0.011476i,0.014738+0.0030096i,0.012314+0.0001909i,0.0043682+0.0086229i,-0.0030215+0.015425i,-0.0088396+0.012951i,-0.010152+0.0065672i,-0.0066321+0.0019914i,-0.0031788+0.00073089i
0.14951+0.077367i,0.30126+0.060311i,0.39519-0.037565i,0.31943-0.097022i,0.17006-0.028019i,0.093058+0.063227i,0.060408+0.059318i,0.030313+0.013014i,0.014452-0.0090769i,0.0087833-0.0084383i,0.010229-0.0026496i,0.013804-0.010868i,0.0056382-0.022701i,-0.0020068-0.020681i,-0.001973-0.011322i,-0.0024364-0.0022003i,-0.0005114+0.00299i,0.0052526+0.00030993i,0.0094438-0.0055819i,0.0076246-0.0067348i,0.0018413-0.0027396i,-0.0027728-0.00066189i,-0.0042563-0.0023127i
-0.13858+0.017279i,-0.22161+0.10513i,-0.22297+0.21696i,-0.12628+0.19954i,-0.038418+0.043186i,-0.0097433-0.061395i,0.016753-0.049567i,0.024113-0.013945i,0.002492+0.0043849i,-0.012393+0.0053568i,-0.019057+0.0015828i,-0.016254+0.013168i,-0.00144+0.022751i,0.0041674+0.017546i,-0.0022264+0.0096031i,-0.0079052+0.0018372i,-0.0078303-0.0036709i,-0.0014398-0.0042237i,0.0042271-0.0025276i,0.0046209+0.001395i,0.0052949+0.0060879i,0.0072567+0.0071905i,0.0060912+0.0051286i
0.088477-0.086387i,0.099074-0.19138i,0.026783-0.26773i,-0.063747-0.17887i,-0.067883+0.032284i,-0.0098826+0.15881i,0.020332+0.13566i,0.026023+0.050557i,0.023284-0.014067i,0.011666-0.024952i,0.0055227-0.014662i,-0.001263-0.015787i,-0.011776-0.016973i,-0.012738-0.0129i,-0.0064803-0.007136i,0.0015278+0.00029217i,0.006296+0.0044371i,0.00028896+0.0051251i,-0.0052691+0.0036032i,0.00018463-0.001435i,0.0060546-0.0065601i,0.0062272-0.0083044i,0.0022788-0.0069762i
-0.0055608+0.11031i,0.059935+0.21598i,0.17334+0.2649i,0.20462+0.15714i,0.10372-0.032678i,-0.011346-0.13222i,-0.041385-0.10969i,-0.027929-0.042851i,-0.021184+0.0067147i,-0.017802+0.018247i,-0.013195+0.011478i,-0.0024624+0.010392i,0.010019+0.011517i,0.012731+0.010585i,0.0078731+0.009944i,0.0016853+0.0068656i,-0.0018785+0.0046633i,0.0022912+0.0062677i,0.0070606+0.0065327i,0.0024222+0.0025395i,-0.0038525-0.0015334i,-0.0020519-0.00097058i,0.0043479+0.00065225i
-0.052937-0.071269i,-0.16193-0.090961i,-0.2795-0.043162i,-0.25251+0.067109i,-0.091161+0.16811i,0.032425+0.20602i,0.063684+0.17089i,0.059027+0.079238i,0.047085-0.0024778i,0.033294-0.030037i,0.019454-0.025159i,0.0039456-0.01615i,-0.0062693-0.010197i,-0.0094462-0.0093927i,-0.010076-0.012466i,-0.0087186-0.014506i,-0.0060767-0.013225i,-0.0050278-0.0097219i,-0.0055196-0.0052686i,-0.0067956-0.00035929i,-0.0087266+0.0036554i,-0.0097496+0.0048394i,-0.011131+0.00427i
0.060472+0.024522i,0.14108-0.025382i,0.19699-0.14228i,0.12389-0.23778i,-0.033586-0.24404i,-0.12684-0.19995i,-0.1226-0.12407i,-0.068038-0.027072i,-0.016699+0.027467i,0.0012222+0.029062i,0.0016233+0.015496i,0.0023106+0.0062242i,0.0040595+0.0043124i,0.007184+0.0026916i,0.0075733+0.0012914i,0.0047536+0.0057542i,0.0026888+0.0098879i,-0.00051052+0.007844i,-0.0030821+0.005219i,0.00040363+0.005653i,0.0064611+0.0054518i,0.010745+0.0042778i,0.011906+0.00022914i
-0.066864+0.029025i,-0.11777+0.12116i,-0.12487+0.25328i,-0.04128+0.30401i,0.073817+0.24684i,0.12333+0.17499i,0.11091+0.10662i,0.072304+0.026022i,0.031648-0.024279i,0.0091843-0.030799i,0.0039477-0.01742i,0.0045847-0.0091668i,0.0031759-0.0095006i,-0.00086969-0.0078278i,-0.0027638-0.0048043i,-0.0010324-0.004674i,0.00059495-0.0040157i,0.0022069+0.00053646i,0.0049631+0.0034448i,0.0070675+0.0017984i,0.0068032-0.00013321i,0.0030035+5.8072e-05i,-0.0019339+0.0036404i
0.021117-0.062973i,-0.0055345-0.17508i,-0.081572-0.29424i,-0.162-0.29938i,-0.19738-0.21474i,-0.19057-0.14658i,-0.1571-0.073635i,-0.091519+0.015895i,-0.025603+0.056626i,0.0061916+0.045527i,0.010223+0.02111i,0.0027394+0.01008i,-0.00068511+0.013169i,0.0016817+0.013064i,0.0030448+0.0081352i,0.0049069+0.0029973i,0.0063042-0.0018911i,0.0054066-0.0041887i,0.003962-0.0050427i,0.0010522-0.0071314i,-0.0012494-0.0088439i,-0.0011544-0.0087381i,-0.00052787-0.0097657i
0.02397+0.042459i,0.11366+0.095702i,0.2457+0.13693i,0.30371+0.11487i,0.25098+0.072722i,0.17651+0.059998i,0.11329+0.027541i,0.048141-0.016487i,0.0078179-0.026123i,-0.0038667-0.013956i,-0.0037297+0.00056925i,-0.00042263+0.00010338i,-0.0059798-0.0104i,-0.010853-0.011259i,-0.0069699-0.0087151i,-0.0086023-0.005046i,-0.01437+0.00075903i,-0.014329+0.001421i,-0.013479-0.002976i,-0.013168-0.0020028i,-0.0093794+0.0037906i,-0.0049095+0.0069487i,-0.0029504+0.0094858i
-0.041877-0.019883i,-0.14177-0.024434i,-0.26872-0.0047754i,-0.29957+0.01643i,-0.22787-0.011475i,-0.16042-0.058654i,-0.10982-0.036464i,-0.051795+0.023301i,-0.011641+0.042797i,0.0002704+0.024897i,-0.0032746+0.0054041i,-0.00362+0.0048766i,0.0074228+0.010749i,0.013044+0.009545i,0.0094041+0.0071834i,0.0083168+0.0044719i,0.0087641+0.0016181i,0.0049043+0.0065628i,0.00080654+0.016053i,0.0001371+0.017765i,-0.00061712+0.012019i,-0.0012757+0.0052752i,-0.0022042-0.0017139i
0.050517-0.013763i,0.14636-0.073518i,0.24257-0.15659i,0.24126-0.17049i,0.17684-0.084044i,0.13229-0.0013608i,0.079488-0.006574i,0.016271-0.043091i,-0.013835-0.048053i,-0.012973-0.025828i,0.0012294-0.0029006i,0.0050376-0.0022138i,-0.011502-0.0077204i,-0.021023-0.0048872i,-0.013683-0.0017948i,-0.0036017-8.3231e-05i,0.0038715-0.00049412i,0.0090506-0.0044717i,0.011778-0.0076102i,0.013695-0.0054579i,0.014599-0.0009014i,0.011389+0.0011047i,0.0070301+0.0024798i
-0.024239+0.049807i,-0.050757+0.15736i,-0.064233+0.28081i,-0.048251+0.26727i,-0.052576+0.10403i,-0.078899-0.029831i,-0.058657-0.039477i,-0.019499+0.0036599i,-0.0053157+0.030215i,-0.006766+0.024708i,-0.016259+0.0074269i,-0.015153+0.0045644i,0.0020931+0.0016642i,0.010244-0.0053908i,0.007095-0.0042796i,0.0019627-0.0031681i,-0.0039266-0.0052058i,-0.005116-0.0036667i,-0.00039841-0.0026464i,0.0017619-0.0057105i,-0.0015704-0.0078536i,-0.0045075-0.0061942i,-0.0057212-0.0043248i
-0.0069322-0.051017i,-0.041452-0.14604i,-0.097267-0.24157i,-0.10476-0.20417i,-0.0090992-0.053773i,0.088483+0.037614i,0.076299+0.023847i,0.022022-0.017256i,-0.00036895-0.039553i,0.0016274-0.033667i,0.011576-0.016759i,0.0082389-0.0085459i,-0.0070448+0.0017457i,-0.0108+0.010755i,-0.0064074+0.0089659i,-0.0016742+0.0067662i,0.00045434+0.0073463i,-0.0076894+0.0056771i,-0.021067+0.0029344i,-0.023533+0.00223i,-0.01506+0.001552i,-0.0061272+0.00046827i,9.9512e-05+0.00098959i
0.033608+0.040807i,0.11349+0.10906i,0.20833+0.16235i,0.20399+0.10602i,0.067273-0.01855i,-0.052834-0.075221i,-0.048307-0.050572i,-0.0007459-0.0051531i,0.019277+0.026624i,0.012953+0.028191i,-0.0046818+0.019575i,-0.0051846+0.012585i,0.0062756-0.0071641i,0.0052518-0.021388i,-0.0023122-0.015601i,-0.0041025-0.0056992i,-0.00011764+0.00018942i,0.0077669+0.0055333i,0.013649+0.011503i,0.0099017+0.014507i,0.0026052+0.013126i,0.0005457+0.0088359i,-0.00014094+0.003703i
-0.054292-0.0041774i,-0.16594-0.0096888i,-0.28576+0.013427i,-0.24899+0.079411i,-0.043695+0.12361i,0.11131+0.097959i,0.10696+0.04545i,0.044284-0.0089639i,-0.00015559-0.046039i,-0.0099692-0.044343i,0.0029557-0.030797i,0.0049735-0.019872i,0.00088603-0.0010545i,0.0052238+0.010305i,0.009243+0.0067446i,0.0091303-0.00069667i,0.0076684-0.0066113i,0.00408-0.010042i,0.0020076-0.0093196i,0.0057324-0.0054031i,0.0082638-0.0033631i,0.0048342-0.0031262i,0.0013723-0.0029499i
0.043289-0.028871i,0.12891-0.089429i,0.20235-0.18578i,0.13309-0.2415i,-0.045654-0.18638i,-0.13632-0.086238i,-0.094017-0.024103i,-0.025077+0.01959i,0.018661+0.048224i,0.024715+0.043334i,0.0059874+0.03034i,-0.0019251+0.019958i,-0.0030747+0.0033858i,-0.0085766-0.0047322i,-0.010111+0.00088751i,-0.0068346+0.0086214i,-0.0048026+0.01063i,-0.0038434+0.0038301i,-0.0020167-0.007781i,-0.0017437-0.012911i,-0.0014547-0.0090782i,-0.0010339-0.00329i,-0.0013307+0.00033128i
-0.025216+0.035993i,-0.073547+0.12614i,-0.094133+0.25202i,-0.0020697+0.2995i,0.14693+0.21225i,0.19502+0.097948i,0.13197+0.036454i,0.048897-0.0072468i,-0.0096765-0.03247i,-0.024009-0.026328i,-0.01144-0.017004i,-0.0039095-0.0069924i,0.0065923+0.0060963i,0.017777+0.0070426i,0.014254-0.0015823i,0.0036887-0.0057199i,-0.0031348-0.0020051i,-0.0073752+0.0050729i,-0.010903+0.0094212i,-0.010064+0.0069577i,-0.005629+0.0017939i,-0.0013915+7.7483e-05i,0.00087069+0.00097212i
0.0011507-0.055565i,-0.0096474-0.16594i,-0.064539-0.29765i,-0.17328-0.30216i,-0.2485-0.15147i,-0.21264-0.015028i,-0.1145+0.035003i,-0.018211+0.05752i,0.042315+0.055023i,0.04214+0.032311i,0.016158+0.020407i,0.0017095+0.012489i,-0.0087709+0.0036066i,-0.014667+0.0040465i,-0.0092577+0.0090714i,0.00027064+0.010463i,0.0077121+0.008015i,0.011478+0.0036123i,0.010262+0.002468i,0.0043524+0.0056428i,-0.00048727+0.0061194i,-0.0015146+0.0025785i,-2.7004e-05-0.0018529i
0.032092+0.041315i,0.10755+0.12031i,0.23763+0.20039i,0.34414+0.16523i,0.32946+0.039496i,0.21922-0.025801i,0.1047-0.028295i,0.0092385-0.04003i,-0.051662-0.040169i,-0.050519-0.022905i,-0.021355-0.016133i,-0.0032007-0.012352i,0.008181-0.0055356i,0.011734-0.005554i,0.0039172-0.008381i,-0.0062032-0.007297i,-0.011352-0.0064798i,-0.0073485-0.0083861i,0.0024793-0.009935i,0.0084349-0.0070812i,0.0074834-0.0018381i,0.0038418+0.0014017i,2.5721e-05+0.0038979i
-0.04323-0.012094i,-0.1412-0.044158i,-0.29682-0.058465i,-0.40039+0.0084088i,-0.35811+0.10532i,-0.23273+0.11822i,-0.11201+0.084694i,-0.0079668+0.071191i,0.050495+0.048043i,0.041513+0.020289i,0.012496+0.013704i,-0.0048765+0.014103i,-0.015198+0.015114i,-0.015504+0.017599i,-0.006229+0.014345i,0.0024846+0.0067266i,0.0057485+0.002803i,0.0034138+0.0030337i,-0.0013927+0.0022145i,-0.0023363-0.00029492i,-0.00079755-0.00010962i,-0.00074454+0.0011854i,-0.0011311+0.0002409i
0.04289-0.012539i,0.1453-0.027289i,0.29723-0.079429i,0.36693-0.16865i,0.28477-0.20692i,0.15445-0.14141i,0.049519-0.066768i,-0.036046-0.037777i,-0.073182-0.013939i,-0.051499-0.0034132i,-0.021158-0.013824i,-0.0063368-0.019058i,0.0015835-0.01758i,0.003961-0.015226i,-0.000806-0.0083905i,-0.0086926+0.0010758i,-0.011837+0.007719i,-0.009924+0.0075148i,-0.0088782+0.0028023i,-0.0088294-0.0011974i,-0.0049645-0.0039038i,0.0011186-0.0047107i,0.0043605-0.0010299i
-0.031312+0.022165i,-0.10951+0.098484i,-0.21401+0.23263i,-0.24206+0.34423i,-0.17713+0.31795i,-0.11149+0.18349i,-0.049519+0.083479i,0.035454+0.040817i,0.078687+0.0021642i,0.054557-0.012627i,0.021778+0.0032944i,0.0068893+0.016262i,-0.0021559+0.018155i,-0.0051286+0.015992i,-0.001011+0.0089569i,0.0034468-0.0023843i,0.0065716-0.010529i,0.0102-0.0081276i,0.012572+0.0013459i,0.0083809+0.008019i,0.00057739+0.0075671i,-0.0043227+0.0034011i,-0.0061215-0.0026242i
0.015409-0.039286i,0.0431-0.13632i,0.073704-0.30172i,0.05797-0.41959i,0.017664-0.36928i,0.0082132-0.21045i,-0.014777-0.08912i,-0.070833-0.025812i,-0.087845+0.012783i,-0.055978+0.013079i,-0.028431-0.0091831i,-0.01881-0.022739i,-0.014127-0.024933i,-0.0099262-0.019822i,-0.0066357-0.010335i,-0.0035998-0.00039127i,-0.0024992+0.0048174i,-0.0046246+0.0028007i,-0.0062503-0.0022252i,-0.0030352-0.0033511i,0.0012557-0.002409i,0.0024091-0.0017592i,0.0032813+0.00083804i
0.0079941+0.039077i,0.019474+0.13681i,0.049393+0.29543i,0.091534+0.39112i,0.080868+0.31858i,0.010626+0.1627i,-0.0079193+0.055422i,0.04195-0.00066865i,0.063172-0.031734i,0.04185-0.025384i,0.026197-0.0039661i,0.022342+0.0077703i,0.01574+0.011546i,0.0071633+0.010165i,0.0019931+0.0042694i,-0.0029669-0.0022935i,-0.0063565-0.0063478i,-0.0033112-0.0061045i,0.001443-0.0044201i,0.0017528-0.003826i,0.00095006-0.0010906i,-0.00019088+0.002774i,-0.0034358+0.0035164i
-0.028582-0.027131i,-0.092633-0.10294i,-0.19996-0.2214i,-0.27407-0.28075i,-0.2139-0.22213i,-0.076817-0.12492i,-0.027359-0.050576i,-0.057821+0.015928i,-0.057153+0.053819i,-0.028824+0.037389i,-0.019821+0.0076668i,-0.022872-0.0052607i,-0.020359-0.010528i,-0.012412-0.012347i,-0.0040027-0.0071782i,0.0036703+0.0002755i,0.0073699+0.0052253i,0.0034525+0.007562i,-0.004159+0.0083748i,-0.0066392+0.005817i,-0.0043033-7.8219e-05i,-0.0012489-0.0039915i,0.0037478-0.0046093i
0.032336+0.0048935i,0.11855+0.038333i,0.26601+0.091944i,0.36385+0.11264i,0.2853+0.081488i,0.11266+0.041401i,0.033944+0.0023587i,0.044666-0.047592i,0.041739-0.072546i,0.023215-0.048845i,0.018951-0.018357i,0.022118-0.0079811i,0.019368-0.0049502i,0.011544-0.0012445i,0.0035291-0.00089816i,-0.0035572-0.0018643i,-0.0065437-0.0028764i,-0.0022166-0.0048971i,0.0035075-0.0055706i,0.0022938-0.0028534i,-0.00083312+0.00076168i,-0.00071196+0.0018601i,-0.0026452+0.0026993i
-0.029908+0.0052458i,-0.11732+0.0053948i,-0.26681+0.0058333i,-0.35799+0.01455i,-0.271+0.0061376i,-0.10197-0.024296i,-0.030139-0.01738i,-0.037948+0.036093i,-0.029972+0.064307i,-0.013259+0.043601i,-0.010638+0.018611i,-0.011865+0.0084241i,-0.010804+0.0018333i,-0.0067385-0.0042107i,-1.5307e-05-0.0066649i,0.0053602-0.0076478i,0.0069848-0.0068375i,0.0048124-0.0041912i,0.0029177-0.0021426i,0.0032026-0.0022415i,0.0020989-0.0027993i,-0.00067567-0.0032505i,-0.00050016-0.004326i
0.027163-0.021904i,0.099355-0.067587i,0.21689-0.1408i,0.27607-0.18693i,0.19262-0.13501i,0.063148-0.036506i,0.014678-0.011771i,0.013474-0.051799i,0.0035967-0.065448i,-7.2748e-05-0.037841i,0.0070425-0.015498i,0.012791-0.011741i,0.012758-0.0083276i,0.0076188+8.0777e-05i,-0.00017673+0.0068047i,-0.0059917+0.010597i,-0.0075916+0.011558i,-0.005427+0.0075387i,-0.0036736+0.0018682i,-0.0029302+0.00042663i,-0.00032814+0.0011444i,0.0018679+0.0017847i,0.0014961+0.0045155i
-0.0056961+0.025616i,-0.043655+0.097408i,-0.11105+0.21803i,-0.14235+0.29414i,-0.086808+0.22048i,-0.0091151+0.074289i,0.011072+0.02139i,0.0082559+0.052859i,0.017279+0.061831i,0.013723+0.03378i,0.0010801+0.01412i,-0.0045207+0.011465i,-0.0051823+0.0073668i,-0.0020992-0.0014101i,0.00316-0.0082656i,0.0046875-0.010913i,0.0025247-0.0095946i,0.001062-0.004807i,0.00090718-0.0015106i,0.00084001-0.0039376i,0.00087001-0.0059099i,0.00058988-0.0030928i,-0.00080577-0.0032569i
-0.0051016-0.025268i,0.0027282-0.097151i,0.022049-0.22445i,0.028761-0.30708i,0.0075416-0.22957i,-0.011313-0.080526i,-0.0081707-0.029044i,-0.010278-0.056099i,-0.019334-0.06061i,-0.011595-0.032696i,0.00091534-0.011103i,0.005417-0.0062337i,0.0065156-0.0054032i,0.0067411-0.0011301i,0.0041899+0.0053972i,0.004064+0.0094619i,0.0067918+0.0095993i,0.0064358+0.0062705i,0.0046505+0.0033709i,0.0033559+0.004128i,0.0014375+0.0033804i,0.0019136-0.00013075i,0.0034205-0.0013047i
0.018294+0.020453i,0.042386+0.084354i,0.079287+0.19488i,0.10745+0.25524i,0.095493+0.1748i,0.053787+0.047779i,0.023885+0.016046i,0.025197+0.043691i,0.030662+0.045859i,0.015074+0.025537i,-0.0013989+0.012582i,-0.0037789+0.010774i,-0.0035003+0.0084279i,-0.0067418+0.0011547i,-0.0076566-0.0072307i,-0.008541-0.011985i,-0.010908-0.012403i,-0.0091774-0.0086306i,-0.0054042-0.0047849i,-0.0027634-0.003518i,-0.00080043-0.0010242i,-0.0011095+0.0012767i,-0.0043641+0.00055422i
-0.019875-0.0033413i,-0.071854-0.044629i,-0.15964-0.12044i,-0.22588-0.16125i,-0.19674-0.099548i,-0.10532-0.01038i,-0.047876+0.0015459i,-0.042564-0.024224i,-0.039219-0.024876i,-0.016885-0.013037i,-0.000432-0.0084346i,0.0024171-0.009027i,0.0031788-0.00873i,0.0053633-0.0026747i,0.0070435+0.0064041i,0.0093427+0.010313i,0.011116+0.0082907i,0.0094388+0.0041197i,0.0066063+0.0025074i,0.0061823+0.0027895i,0.0051357+0.0020049i,0.0024359+0.00010257i,0.0036769-0.00052765i
0.020983+0.00098857i,0.078864+0.016767i,0.1855+0.053261i,0.26611+0.070696i,0.22453+0.030871i,0.11198-0.016607i,0.049007-0.0056733i,0.04768+0.024352i,0.046694+0.026348i,0.022344+0.016079i,0.00040946+0.0098793i,-0.0038143+0.0086882i,-0.0018868+0.0070299i,-0.0041992+0.0028598i,-0.0088682-0.0012516i,-0.011428-0.0024947i,-0.011829+5.0349e-05i,-0.010213+0.0025799i,-0.0076795+0.0031811i,-0.0057827+0.002159i,-0.0016925+0.00085582i,0.0011721+0.0010164i,-0.00045155+0.001554i
-0.014308+0.010212i,-0.06984+0.017193i,-0.17019+0.024789i,-0.24237+0.037267i,-0.19917+0.051405i,-0.099404+0.04707i,-0.053219+0.014261i,-0.055407-0.010866i,-0.049389-0.01231i,-0.026001-0.0114i,-0.0096371-0.012694i,-0.0063411-0.010641i,-0.0070138-0.0076364i,-0.0029367-0.0050359i,0.004522-0.00071194i,0.010641+0.00035504i,0.014135-0.0031814i,0.012045-0.0048441i,0.0077799-0.0029677i,0.0043083+0.00045532i,0.00076757+0.0026214i,-0.0017862+0.00021539i,-0.0015081-0.0042617i
0.0060771-0.012514i,0.045259-0.048592i,0.12307-0.10585i,0.17994-0.15432i,0.14164-0.15607i,0.059279-0.1073i,0.027987-0.04507i,0.036318-0.0085727i,0.034007+0.0016272i,0.016984+0.0064694i,0.0066032+0.0088917i,0.0071307+0.0070741i,0.0087721+0.004746i,0.0048681+0.0029703i,-0.0032355+0.0011042i,-0.0095237+0.0018641i,-0.010995+0.0054009i,-0.0077104+0.0071027i,-0.0041966+0.0055358i,-0.0015631+0.0020414i,0.0016463-6.8205e-05i,0.0040456+0.00079232i,0.0026328+0.0035378i
